در	porte	در	porte	ADP	N;FEM;SG
تشکیل	formé	تشکیل	former	N;SG	V;MASC;SG;PST;V.PTCP
تشکیل	formées	تشکیل	former	N;SG	V;FEM;PL;PST;V.PTCP
تشکیل	formée	تشکیل	former	N;SG	V;FEM;SG;PST;V.PTCP
فوت	pieds	فوت	pied	N;SG	N;MASC;PL
چه	quoi	چه	quoi	CONJ	PRO
چه	quel	چه	quel	CONJ	DET;MASC;SG
چه	quelle	چه	quel	CONJ	DET;FEM;SG
امکان	possible	امکان	possible	N;SG	ADJ;MASC;SG
امکان	possibles	امکان	possible	N;SG	ADJ;MASC;PL
سر	sar	سر	sar	N;SG	
سر	head	سر	head	N;SG	PROPN
سر	têtes	سر	tête	N;SG	N;FEM;PL
سر	têtes	سر	tête	N;SG	N;FEM;PL
حزب	parti	حزب	partir	N;SG	V;MASC;SG;PST;V.PTCP
ما	notre	ما	son	PRO;PL;1	DET;MASC;SG
ما	nos	ما	son	PRO;PL;1	DET;MASC;PL
برندگان	gagnants	برنده	gagnant	N;PL	ADJ;MASC;PL
دیگری	another	دیگر	another	ADJ	V
موارد	cas	مورد	cas	N;PL	N;MASC;SG
هند	inde	هند	inde	N;SG	PROPN
هند	indes	هند	inde	N;SG	N;FEM;PL
آزاد	gratuits	آزاد	gratuit	ADJ	V;MASC;PL;PST;V.PTCP
آزاد	free	آزاد	free	ADJ	N;MASC;SG
آزاد	gratuitement	آزاد	gratuitement	ADJ	ADV
چاپ	imprimé	چاپ	imprimer	N;SG	V;MASC;SG;PST;V.PTCP
چاپ	imprimer	چاپ	imprimer	N;SG	V;NFIN
چاپ	imprimer	چاپ	imprimer	N;SG	V;NFIN
چاپ	imprimeries	چاپ	imprimerie	N;SG	N;FEM;PL
علمی	scientifique	علمی	scientifique	N;SG	ADJ;MASC;SG
علمی	sciences	علمی	science	N;SG	N;FEM;PL
علمی	scientifiques	علمی	scientifique	N;SG	ADJ;MASC;PL
علمی	scientifique	علمی	scientifique	N;SG	ADJ;MASC;SG
آسیا	asiatiques	آسیا	asiatique	N;SG	ADJ;MASC;PL
آسیا	asiatique	آسیا	asiatique	N;SG	ADJ;MASC;SG
شمال	septentrionale	شمال	septentrional	N;SG	ADJ;FEM;SG
شمال	nordique	شمال	nordique	N;SG	ADJ;MASC;SG
شمال	septentrional	شمال	septentrional	N;SG	ADJ;MASC;SG
شمال	northern	شمال	northern	N;SG	PROPN
پایان	finissant	پایان	finir	N;SG	V;PRS;V.PTCP
علوم	science	علم	science	N;PL	N;FEM;SG
علوم	scientifique	علم	scientifique	N;PL	ADJ;MASC;SG
جان	jean	جان	jean	N;SG	PROPN
جان	john	جان	john	N;SG	PROPN
کالیفرنیا	californie	None	californie	N;SG	PROPN
کالیفرنیا	californienne	None	californien	N;SG	ADJ;FEM;SG
بازیگر	comédienne	بازیگر	comédien	N;SG	ADJ;FEM;SG
صنایع	industrie	صنعت	industrie	N;PL	N;FEM;SG
گونه	joue	گونه	jouer	N;SG	V;IND;SG;3;PRS;FIN
گونه	joues	گونه	joue	N;SG	N;FEM;PL
گونه	espèces	گونه	espèce	N;SG	N;FEM;PL
کانادا	canadiens	کانادا	canadien	N;SG	ADJ;MASC;PL
کانادا	canadienne	کانادا	canadien	N;SG	ADJ;FEM;SG
کانادا	canadien	کانادا	canadien	N;SG	ADJ;MASC;SG
اسپانیا	espagnol	اسپانیا	espagnol	N;SG	ADJ;MASC;SG
اسپانیا	espagnole	اسپانیا	espagnol	N;SG	ADJ;FEM;SG
اسپانیا	espagnols	اسپانیا	espagnol	N;SG	ADJ;MASC;PL
برزیل	brésilien	برزیل	brésilien	N;SG	ADJ;MASC;SG
برزیل	brésilienne	برزیل	brésilien	N;SG	ADJ;FEM;SG
برزیل	brésiliens	برزیل	brésilien	N;SG	ADJ;MASC;PL
برزیل	brésiliennes	برزیل	brésilien	N;SG	ADJ;FEM;PL
سبک	légère	سبک	léger	N;SG	ADJ;FEM;SG
سبک	léger	سبک	léger	N;SG	ADJ;MASC;SG
بالا	top	بالا	top	ADV;ESS	N;MASC;SG
بالا	haut	بالا	haut	ADV;ESS	ADJ;MASC;SG
بالا	bala	بالا	bala	ADV;ESS	PROPN
جدید	nouveautés	جدید	nouveauté	ADJ	N;FEM;PL
وارد	ward	وارد	ward	ADJ	PROPN
وارد	pupille	وارد	pupille	ADJ	N;FEM;SG
عضو	membres	عضو	membre	N;SG	N;MASC;PL
عضو	dons	عضو	don	N;SG	N;MASC;PL
میراث	legacy	میراث	legacy	N;SG	PROPN
زنان	féminin	زن	féminin	N;PL	ADJ;MASC;SG
زنان	femme	زن	femme	N;PL	N;FEM;SG
نظامی	militaire	نظام	militaire	N;SG	ADJ;MASC;SG
نظامی	militaires	نظام	militaire	N;SG	ADJ;MASC;PL
قمری	lunaire	قمری	lunaire	N;SG	ADJ;MASC;SG
آذربایجان	azerbaïdjan	آذربایجان	azerbaïdjan	N;SG	PROPN
جای	jai	جا	jai	N;SG	
چین	chin	چین	chin	N;SG	PROPN
ظاهر	apparitions	ظاهر	apparition	N;SG	N;FEM;PL
ظاهر	apparences	ظاهر	apparence	N;SG	N;FEM;PL
ظاهر	apparaître	ظاهر	apparaître	N;SG	V;NFIN
ظاهر	apparaissent	ظاهر	apparaître	N;SG	V;IND;PL;3;PRS;FIN
ادامه	continuer	ادامه	continuer	N;SG	V;NFIN
ادامه	continue	ادامه	continu	N;SG	ADJ;FEM;SG
ادامه	continuons	ادامه	continuer	N;SG	V;IMP;PL;1;PRS;FIN
ادامه	continuez	ادامه	continuer	N;SG	V;IMP;PL;2;PRS;FIN
ادامه	poursuivre	ادامه	poursuivre	N;SG	V;NFIN
ادامه	continué	ادامه	continuer	N;SG	V;MASC;SG;PST;V.PTCP
درجه	degrés	درجه	degré	N;SG	N;MASC;PL
درجه	diplômes	درجه	diplôme	N;SG	N;MASC;PL
درجه	classer	درجه	classer	N;SG	V;NFIN
انتخاب	choisir	انتخاب	choisir	N;SG	V;NFIN
انتخاب	choisissez	انتخاب	choisir	N;SG	V;IMP;PL;2;PRS;FIN
انتخاب	choisir	انتخاب	choisir	N;SG	V;NFIN
انتخاب	choisis	انتخاب	choisir	N;SG	V;MASC;PL;PST;V.PTCP
انتخاب	choisissez	انتخاب	choisir	N;SG	V;IMP;PL;2;PRS;FIN
انتخاب	choisir	انتخاب	choisir	N;SG	V;NFIN
انتخاب	sélectionnez	انتخاب	sélectionner	N;SG	V;IMP;PL;2;PRS;FIN
انتخاب	sélectionner	انتخاب	sélectionner	N;SG	V;NFIN
موجود	dispo	موجود	dispo	ADJ	INTJ
موجود	existant	موجود	exister	ADJ	V;PRS;V.PTCP
دستی	manual	دست	manual	N;SG	PROPN
دستی	manuels	دست	manuel	N;SG	N;MASC;PL
دستی	manuelle	دست	manuelle	N;SG	ADJ;FEM;SG
فقط	just	فقط	just	ADV	INTJ
اعلام	déclarées	اعلام	déclarer	N;SG	V;FEM;PL;PST;V.PTCP
اعلام	déclarée	اعلام	déclarer	N;SG	V;FEM;SG;PST;V.PTCP
اعلام	déclaré	اعلام	déclarer	N;SG	V;MASC;SG;PST;V.PTCP
اعلام	déclarés	اعلام	déclarer	N;SG	V;MASC;PL;PST;V.PTCP
اعلام	annoncent	اعلام	annoncer	N;SG	V;IND;PL;3;PRS;FIN
اعلام	annoncer	اعلام	annoncer	N;SG	V;NFIN
نسبت	ratio	نسبت	ratio	ADP	N;MASC;SG
خراسان	khorasan	خراسان	khorasan	N;SG	PROPN
مسابقات	tournoi	مسابقه	tournoi	N;PL	N;MASC;SG
داستان	histoires	داستان	histoire	N;SG	N;FEM;PL
سوم	iii	سوم	iii	ADJ	NUM
سوم	tiers	سوم	tiers	ADJ	N;MASC;SG
سوم	third	سوم	third	ADJ	PROPN
سوم	troisièmement	سوم	troisièmement	ADJ	ADV
درگذشت	morte	در#گذشت#گذر	mourir	N;SG	V;FEM;SG;PST;V.PTCP
درگذشت	décédé	در#گذشت#گذر	décéder	N;SG	V;MASC;SG;PST;V.PTCP
درگذشت	mort	در#گذشت#گذر	mourir	N;SG	V;MASC;SG;PST;V.PTCP
علت	raisons	علت	raison	N;SG	N;FEM;PL
منبع	sources	منبع	source	N;SG	N;FEM;PL
میلیون	million	میلیون	million	NUM	N;MASC;SG
میلیون	millions	میلیون	million	NUM	N;MASC;PL
کمک	aidez	کمک	aider	N;SG	V;IMP;PL;2;PRS;FIN
کمک	aider	کمک	aider	N;SG	V;NFIN
جهت	itinéraire	جهت	itinéraire	ADP	N;MASC;SG
جهت	directions	جهت	direction	ADP	N;FEM;PL
جهت	direction	جهت	direction	ADP	N;FEM;SG
جهت	orientation	جهت	orientation	ADP	N;FEM;SG
هوایی	antenne	هوایی	antenne	ADJ	N;FEM;SG
هوایی	air	هوایی	air	ADJ	N;MASC;SG
حتی	meme	حتی	même	ADV	INTJ
نمایش	afficher	نمایش	afficher	N;SG	V;NFIN
نمایش	montre	نمایش	montrer	N;SG	V;IND;SG;3;PRS;FIN
نمایش	montrer	نمایش	montrer	N;SG	V;NFIN
آمریکای	amerique	آمریکا	amerique	N;SG	ADJ;MASC;SG
آمریکای	amérique	آمریکا	amérique	N;SG	ADJ;MASC;SG
طراحی	concevoir	طراحی	concevoir	N;SG	V;NFIN
قلعه	forteresses	قلعه	forteresse	N;SG	N;FEM;PL
ویرایش	modifier	ویرایش	modifier	N;SG	V;NFIN
ویرایش	éditer	ویرایش	éditer	N;SG	V;NFIN
ویرایش	éditer	ویرایش	éditer	N;SG	V;NFIN
حکومت	gouvernements	حکومت	gouvernement	N;SG	N;MASC;PL
نمایندگان	délégués	نماینده	déléguer	N;PL	V;MASC;PL;PST;V.PTCP
بازدید	visités	None	visiter	N;SG	V;MASC;PL;PST;V.PTCP
بازدید	visitée	None	visiter	N;SG	V;FEM;SG;PST;V.PTCP
بازدید	visité	None	visiter	N;SG	V;MASC;SG;PST;V.PTCP
بازدید	visitez	None	visiter	N;SG	V;IMP;PL;2;PRS;FIN
بازدید	visiter	None	visiter	N;SG	V;NFIN
بازدید	visites	None	visite	N;SG	N;FEM;PL
شیمیایی	chimique	شیمیایی	chimique	N;SG	ADJ;MASC;SG
شیمیایی	chimiques	شیمیایی	chimique	N;SG	ADJ;MASC;PL
شیمیایی	chimiques	شیمیایی	chimique	N;SG	ADJ;MASC;PL
شبکه	réseaux	شبکه	réseau	N;SG	N;MASC;PL
شبکه	réseaux	شبکه	réseau	N;SG	N;MASC;PL
برنامه	horaires	برنامه	horaire	N;SG	N;MASC;PL
برنامه	horaire	برنامه	horaire	N;SG	ADJ;MASC;SG
تولد	anniversaires	تولد	anniversaire	N;SG	N;MASC;PL
تولد	anniversaires	تولد	anniversaire	N;SG	N;MASC;PL
تبدیل	convertir	تبدیل	convertir	N;SG	V;NFIN
تبدیل	convertissent	تبدیل	convertir	N;SG	V;IND;PL;3;PRS;FIN
تبدیل	convertit	تبدیل	convertir	N;SG	V;IND;SG;3;PRS;FIN
تبدیل	transformer	تبدیل	transformer	N;SG	V;NFIN
تبدیل	transforme	تبدیل	transformer	N;SG	V;IND;SG;3;PRS;FIN
دریایی	marins	دریا	marin	N;SG	N;MASC;PL
سن	sen	سن	sen	N;SG	PROPN
سن	âges	سن	âge	N;SG	N;MASC;PL
سن	san	سن	san	N;SG	PROPN
سن	sainte	سن	saint	N;SG	ADJ;FEM;SG
سن	saint	سن	saint	N;SG	PROPN
عربی	arabi	عربی	arabi	N;SG	PROPN
عربی	arabe	عربی	arabe	N;SG	ADJ;MASC;SG
عربی	arabes	عربی	arabe	N;SG	ADJ;MASC;PL
عربی	arabe	عربی	arabe	N;SG	ADJ;MASC;SG
عربی	arabes	عربی	arabe	N;SG	ADJ;MASC;PL
بازیکن	joueurs	بازیکن	joueur	N;SG	N;MASC;PL
بازیکن	joueurs	بازیکن	joueur	N;SG	N;MASC;PL
رفته	partis	رفت#رو	partir	V;SG;3;V.PTCP	V;MASC;PL;PST;V.PTCP
رفته	gone	رفت#رو	gone	V;SG;3;V.PTCP	PROPN
بودن	etre	بودن	être	N;SG	V;NFIN
بودن	être	بودن	être	N;SG	V;NFIN
نتیجه	résultats	نتیجه	résultat	N;SG	N;MASC;PL
عراق	irak	عراق	irak	N;SG	PROPN
عراق	iraq	عراق	iraq	N;SG	PROPN
شروع	démarrer	شروع	démarrer	N;SG	V;NFIN
شروع	commencer	شروع	commencer	N;SG	V;NFIN
شروع	démarrer	شروع	démarrer	N;SG	V;NFIN
هنر	arts	هنر	art	N;SG	N;MASC;PL
هنر	artistique	هنر	artistique	N;SG	ADJ;MASC;SG
بررسی	cocher	بررسی	cocher	N;SG	V
بررسی	vérifiez	بررسی	vérifier	N;SG	V;IMP;PL;2;PRS;FIN
بررسی	vérifier	بررسی	vérifier	N;SG	V;NFIN
مدیر	gestionnaire	مدیر	gestionnaire	N;SG	ADJ;MASC;SG
مدیر	commettant	مدیر	commettre	N;SG	V;PRS;V.PTCP
مدیر	principale	مدیر	principal	N;SG	ADJ;FEM;SG
مدیر	principal	مدیر	principal	N;SG	ADJ;MASC;SG
باز	ouverte	باز	ouvrir	ADJ	V;FEM;SG;PST;V.PTCP
باز	ouvrez	باز	ouvrir	ADJ	V;IMP;PL;2;PRS;FIN
باز	ouvert	باز	ouvrir	ADJ	V;MASC;SG;PST;V.PTCP
باز	ouverture	باز	ouverture	ADJ	N;FEM;SG
باز	ouvrir	باز	ouvrir	ADJ	V;NFIN
باز	dos	باز	dos	ADJ	N;MASC;SG
باز	arrière	باز	arrière	ADJ	N;MASC;SG
باز	retour	باز	retour	ADJ	N;MASC;SG
باز	revenir	باز	revenir	ADJ	V;NFIN
باز	débloqués	باز	débloquer	ADJ	V;MASC;PL;PST;V.PTCP
باز	débloqué	باز	débloquer	ADJ	V;MASC;SG;PST;V.PTCP
باز	ouvert	باز	ouvrir	ADJ	V;MASC;SG;PST;V.PTCP
ترکیه	turquie	ترکیه	turquie	N;SG	PROPN
ترکیه	turques	ترکیه	turc	N;SG	ADJ;FEM;PL
ترکیه	turque	ترکیه	turc	N;SG	ADJ;FEM;SG
ترکیه	turc	ترکیه	turc	N;SG	ADJ;MASC;SG
ترکیه	turcs	ترکیه	turc	N;SG	N;MASC;PL
مدال	médailles	مدال	médaille	N;SG	N;FEM;PL
مدال	médailles	مدال	médaille	N;SG	N;FEM;PL
حقوق	salaire	حق	salaire	N;PL	N;MASC;SG
حقوق	loi	حق	loi	N;PL	N;FEM;SG
حقوق	droit	حق	droit	N;PL	N;MASC;SG
دی	dey	None	dey	N;SG	PROPN
عمومی	généralités	عمومی	généralité	ADJ	N;FEM;PL
عمومی	général	عمومی	général	ADJ	N;MASC;SG
حسین	hussain	حسین	hussain	N;SG	PROPN
ترجمه	traduire	ترجمه	traduire	N;SG	V;NFIN
ترجمه	traductions	ترجمه	traduction	N;SG	N;FEM;PL
ترجمه	traduire	ترجمه	traduire	N;SG	V;NFIN
ترجمه	traduit	ترجمه	traduire	N;SG	V;MASC;SG;PST;V.PTCP
دقیقه	minutes	دقیقه	minute	N;SG	N;FEM;PL
رنگ	coloris	رنگ	coloris	N;SG	N;MASC;PL
رنگ	couleurs	رنگ	couleur	N;SG	N;FEM;PL
رنگ	coloris	رنگ	coloris	N;SG	N;MASC;PL
رنگ	couleurs	رنگ	couleur	N;SG	N;FEM;PL
افزایش	augmenter	افزایش	augmenter	N;SG	V;NFIN
افزایش	accroître	افزایش	accroître	N;SG	V;NFIN
افزایش	croissante	افزایش	croissant	N;SG	ADJ;FEM;SG
افزایش	augmentées	افزایش	augmenter	N;SG	V;FEM;PL;PST;V.PTCP
افزایش	augmenté	افزایش	augmenter	N;SG	V;MASC;SG;PST;V.PTCP
افزایش	augmentée	افزایش	augmenter	N;SG	V;FEM;SG;PST;V.PTCP
مدیریت	gérer	مدیریت	gérer	N;SG	V;NFIN
مدیریت	gérer	مدیریت	gérer	N;SG	V;NFIN
گل	gol	گل	gol	N;SG	PROPN
گل	fleurs	گل	fleur	N;SG	N;FEM;PL
گل	fleurs	گل	fleur	N;SG	N;FEM;PL
انتشار	publier	انتشار	publier	N;SG	V;NFIN
انتشار	publier	انتشار	publier	N;SG	V;NFIN
انتشار	publie	انتشار	publier	N;SG	V;SG;PRS;V.PTCP
انتشار	publiez	انتشار	publier	N;SG	V;IMP;PL;2;PRS;FIN
انتشار	émissions	انتشار	émission	N;SG	N;FEM;PL
انتشار	emissions	انتشار	emission	N;SG	N;FEM;PL
نیاز	besoins	نیاز	besoin	N;SG	N;MASC;PL
نیاز	nécessaires	نیاز	nécessaire	N;SG	ADJ;MASC;PL
نیاز	nécessaire	نیاز	nécessaire	N;SG	ADJ;MASC;SG
نیاز	requis	نیاز	requérir	N;SG	V;MASC;SG;PST;V.PTCP
نیاز	besoins	نیاز	besoin	N;SG	N;MASC;PL
نیاز	exigée	نیاز	exiger	N;SG	V;FEM;SG;PST;V.PTCP
نیاز	exigé	نیاز	exiger	N;SG	V;MASC;SG;PST;V.PTCP
نیاز	requise	نیاز	requise	N;SG	V;FEM;SG;PST;V.PTCP
نیاز	nécessaire	نیاز	nécessaire	N;SG	ADJ;MASC;SG
نیاز	obligatoire	نیاز	obligatoire	N;SG	ADJ;MASC;SG
نیاز	requis	نیاز	requérir	N;SG	V;MASC;SG;PST;V.PTCP
توضیح	commente	توضیح	commenter	N;SG	V;IND;SG;3;PRS;FIN
توضیح	commenter	توضیح	commenter	N;SG	V;NFIN
ترکیب	mélanger	ترکیب	mélanger	N;SG	V;NFIN
ترکیب	combiner	ترکیب	combiner	N;SG	V;NFIN
ترکیب	conjuguer	ترکیب	conjuguer	N;SG	V;NFIN
ترکیب	composé	ترکیب	composer	N;SG	V;MASC;SG;PST;V.PTCP
دریافت	recevant	دریافت	recevoir	N;SG	V;PRS;V.PTCP
دریافت	recevoir	دریافت	recevoir	N;SG	V;NFIN
دریافت	reçois	دریافت	recevoir	N;SG	V;IND;SG;1;PRS;FIN
دریافت	reçoivent	دریافت	recevoir	N;SG	V;IND;PL;3;PRS;FIN
دریافت	recevez	دریافت	recevoir	N;SG	V;IMP;PL;2;PRS;FIN
دریافت	recevoir	دریافت	recevoir	N;SG	V;NFIN
رشته	cordes	رشته	corde	N;SG	N;FEM;PL
موافق	accepté	موافق	accepter	N;SG	V;MASC;SG;PST;V.PTCP
موافق	convenu	موافق	convenu	N;SG	V;MASC;SG;PST;V.PTCP
موافق	convenir	موافق	convenir	N;SG	V;NFIN
موافق	acceptez	موافق	accepter	N;SG	V;IMP;PL;2;PRS;FIN
هنری	henri	هنری	henri	N;SG	PROPN
هنری	henry	هنری	henry	N;SG	PROPN
مواد	drogue	ماده	drogue	N;PL	N;FEM;SG
مواد	matériel	ماده	matériel	N;PL	N;MASC;SG
مواد	matériau	ماده	matériau	N;PL	N;MASC;SG
کارگردانی	dirigé	کارگردانی	diriger	N;SG	V;MASC;SG;PST;V.PTCP
کارگردانی	réalisé	کارگردانی	réaliser	N;SG	V;MASC;SG;PST;V.PTCP
کارگردانی	orienté	کارگردانی	orienter	N;SG	V;MASC;SG;PST;V.PTCP
کارگردانی	diriger	کارگردانی	diriger	N;SG	V;NFIN
استرالیا	australienne	استرالیا	australien	N;SG	ADJ;FEM;SG
استرالیا	australiens	استرالیا	australien	N;SG	ADJ;MASC;PL
استرالیا	australien	استرالیا	australien	N;SG	ADJ;MASC;SG
استرالیا	australie	استرالیا	australie	N;SG	PROPN
بانی	bonnie	بانی	bon	N;SG	PROPN
جریان	actuel	جریان	actuel	N;SG	ADJ;MASC;SG
جریان	courant	جریان	courir	N;SG	V;PRS;V.PTCP
جریان	actuels	جریان	actuel	N;SG	ADJ;MASC;PL
جریان	actuelle	جریان	actuel	N;SG	ADJ;FEM;SG
جریان	flow	جریان	flow	N;SG	PROPN
طریق	via	طریق	via	N;SG	ADP
کنار	latéraux	کنار	latéral	ADP	ADJ;MASC;PL
کنار	côté	کنار	côté	ADP	N;MASC;SG
کنار	latérale	کنار	latéral	ADP	ADJ;FEM;SG
کنار	latéral	کنار	latéral	ADP	N;MASC;SG
انرژی	énergies	انرژی	énergie	N;SG	N;FEM;PL
انتخابات	électorale	انتخابات	électoral	N;PL	ADJ;FEM;SG
انتخابات	élection	انتخابات	élection	N;PL	N;FEM;SG
انتخابات	election	انتخابات	election	N;PL	N;FEM;SG
حسن	hasan	حسن	hasan	N;SG	PROPN
حسن	hassan	حسن	hassan	N;SG	PROPN
حسن	hassan	حسن	hassan	N;SG	PROPN
ملیت	nationalités	ملیت	nationalité	N;SG	N;FEM;PL
مه	may	مه	may	N;SG	PROPN
مه	peut	مه	pouvoir	N;SG	V;IND;SG;3;PRS;FIN
مه	brumes	مه	brume	N;SG	N;FEM;PL
ثانیه	secondes	ثانیه	seconde	N;SG	N;FEM;PL
ثانیه	seconds	ثانیه	second	N;SG	ADJ;MASC;PL
ثانیه	second	ثانیه	second	N;SG	ADJ;MASC;SG
ثانیه	deuxième	ثانیه	deuxième	N;SG	ADJ;MASC;SG
ثانیه	deuxieme	ثانیه	deuxieme	N;SG	ADJ;MASC;SG
ثانیه	seconde	ثانیه	second	N;SG	ADJ;FEM;SG
کل	total	کل	total	ADJ	N;MASC;SG
کل	kal	کل	kal	ADJ	
اصفهان	ispahan	اصفهان	ispahan	N;SG	PROPN
خان	khan	خان	khan	N;SG	PROPN
انجمن	communautaire	انجمن	communautaire	N;SG	ADJ;MASC;SG
غرب	occidentale	غرب	occidental	N;SG	ADJ;FEM;SG
غرب	west	غرب	west	N;SG	PROPN
توسعه	développer	توسعه	développer	N;SG	V;NFIN
فصل	saisons	فصل	saison	N;SG	N;FEM;PL
رسید	atteints	رسید#رس	atteindre	N;SG	V;MASC;PL;PST;V.PTCP
رسید	atteint	رسید#رس	atteindre	N;SG	V;MASC;SG;PST;V.PTCP
رسید	reçu	رسید#رس	recevoir	N;SG	V;MASC;SG;PST;V.PTCP
رسید	récépissé	رسید#رس	récépisser	N;SG	V;MASC;SG;PST;V.PTCP
رسید	arrivés	رسید#رس	arriver	N;SG	V;MASC;PL;PST;V.PTCP
رسید	arrivé	رسید#رس	arriver	N;SG	V;MASC;SG;PST;V.PTCP
فارس	fars	فارس	fart	N;SG	PROPN
شوروی	soviétiques	شوروی	soviétique	N;SG	ADJ;MASC;PL
شوروی	soviétique	شوروی	soviétique	N;SG	ADJ;MASC;SG
شوروی	soviétiques	شوروی	soviétique	N;SG	ADJ;MASC;PL
ورزش	sportif	ورزش	sportif	N;SG	ADJ;MASC;SG
ورزش	sportive	ورزش	sportif	N;SG	ADJ;FEM;SG
ورزش	exercices	ورزش	exercice	N;SG	N;MASC;PL
ورزش	sports	ورزش	sport	N;SG	N;MASC;PL
معماری	architecturaux	معماری	architectural	N;SG	ADJ;MASC;PL
معماری	architectural	معماری	architectural	N;SG	ADJ;MASC;SG
آخرین	finale	آخرین	finale	ADJ;RL	N;FEM;SG
پزشکی	médicaux	پزشکی	médical	N;SG	ADJ;MASC;PL
پزشکی	médicale	پزشکی	médical	N;SG	ADJ;FEM;SG
پزشکی	médical	پزشکی	médical	N;SG	ADJ;MASC;SG
فرهنگی	culturels	فرهنگی	culturel	N;SG	ADJ;MASC;PL
فرهنگی	culturelle	فرهنگی	culturel	N;SG	ADJ;FEM;SG
فرهنگی	culturel	فرهنگی	culturel	N;SG	ADJ;MASC;SG
دنیا	mondial	دنیا	mondial	N;SG	ADJ;MASC;SG
دنیا	mondiale	دنیا	mondial	N;SG	ADJ;FEM;SG
دنیا	dunia	دنیا	dunia	N;SG	PROPN
خوانندگان	lecteur	خواننده	lecteur	N;PL	N;MASC;SG
کوه	montagnes	کوه	montagne	N;SG	N;FEM;PL
کوه	monter	کوه	monter	N;SG	V;NFIN
کوه	kuh	کوه	kuh	N;SG	
مدیران	exécutifs	مدیر	exécutif	N;PL	ADJ;MASC;PL
عمل	agir	عمل	agir	N;SG	V;NFIN
عمل	act	عمل	act	N;SG	PROPN
کره	coréens	کره	coréen	N;SG	ADJ;MASC;PL
کره	coréenne	کره	coréen	N;SG	ADJ;FEM;SG
کره	corée	کره	corée	N;SG	PROPN
کره	coréenne	کره	coréen	N;SG	ADJ;FEM;SG
انتقال	transmissions	انتقال	transmission	N;SG	N;FEM;PL
انتقال	transfer	انتقال	transfer	N;SG	PROPN
انتقال	transférer	انتقال	transférer	N;SG	V;NFIN
انتقال	transports	انتقال	transport	N;SG	N;MASC;PL
فوریه	urgent	فوریه	urgent	N;SG	ADJ;MASC;SG
فوریه	urgents	فوریه	urgent	N;SG	ADJ;MASC;PL
فوریه	urgentes	فوریه	urgent	N;SG	ADJ;FEM;PL
فوریه	urgente	فوریه	urgent	N;SG	ADJ;FEM;SG
رود	fleuve	رفت#رو	fleuve	V;SBJV;SG;3;PRS	N;MASC;SG
رود	rivière	رفت#رو	rivière	V;SBJV;SG;3;PRS	N;FEM;SG
رود	baguette	رفت#رو	baguette	V;SBJV;SG;3;PRS	N;FEM;SG
رود	rod	رفت#رو	rod	V;SBJV;SG;3;PRS	PROPN
رود	canne	رفت#رو	canne	V;SBJV;SG;3;PRS	N;FEM;SG
رود	tige	رفت#رو	tige	V;SBJV;SG;3;PRS	N;FEM;SG
رود	rud	رفت#رو	rud	V;SBJV;SG;3;PRS	N;MASC;SG
سیاست	politiques	سیاست	politique	N;SG	ADJ;MASC;PL
سیاست	politique	سیاست	politique	N;SG	ADJ;MASC;SG
سیاست	politiques	سیاست	politique	N;SG	ADJ;MASC;PL
سیاست	politique	سیاست	politique	N;SG	ADJ;MASC;SG
فرانسوی	francais	فرانسوی	francais	N;SG	ADJ;MASC;SG
فرانسوی	française	فرانسوی	français	N;SG	ADJ;FEM;SG
فرانسوی	français	فرانسوی	français	N;SG	ADJ;MASC;SG
فرانسوی	françaises	فرانسوی	français	N;SG	ADJ;FEM;PL
وطن	migrations	وطن	migration	N;SG	N;FEM;PL
برتر	exalté	برتر	exalter	ADJ;CMPR	V;MASC;SG;PST;V.PTCP
نزدیک	presque	نزدیک	presque	ADP	ADV
نزدیک	quasi	نزدیک	quasi	ADP	ADV
نزدیک	pratiquement	نزدیک	pratiquement	ADP	ADV
نزدیک	quasiment	نزدیک	quasiment	ADP	ADV
نزدیک	fermer	نزدیک	fermer	ADP	V;NFIN
نزدیک	proche	نزدیک	proche	ADP	ADJ;MASC;SG
نزدیک	proche	نزدیک	proche	ADP	ADJ;MASC;SG
نزدیک	près	نزدیک	près	ADP	ADV
نزدیک	proximité	نزدیک	proximité	ADP	N;FEM;SG
نزدیک	proche	نزدیک	proche	ADP	ADJ;MASC;SG
دلار	dollars	دلار	dollar	N;SG	N;MASC;PL
داخلی	intérieur	داخلی	intérieur	ADJ	N;MASC;SG
کاهش	réduire	کاهش	réduire	N;SG	V;NFIN
کاهش	diminuer	کاهش	diminuer	N;SG	V;NFIN
کاهش	réduire	کاهش	réduire	N;SG	V;NFIN
احمد	ahmed	احمد	ahmed	N;SG	PROPN
احمد	ahmad	احمد	ahmad	N;SG	PROPN
ده	deh	ده	deh	NUM	
ده	rte	ده	rte	NUM	N;MASC;SG
ده	ten	ده	ten	NUM	
ارتش	militaire	ارتش	militaire	N;SG	ADJ;MASC;SG
ارتش	militaires	ارتش	militaire	N;SG	ADJ;MASC;PL
سایر	sawyer	سایر	sawyer	N;SG	PROPN
مشخص	souligner	مشخص	souligner	ADJ	V;NFIN
مشخص	soulignés	مشخص	souligner	ADJ	V;MASC;PL;PST;V.PTCP
مشخص	souligné	مشخص	souligner	ADJ	V;MASC;SG;PST;V.PTCP
گفت	disait	گفت#گو	dire	V;SG;3;PST	V;IND;SG;3;IPFV;FIN
حاضر	présenter	حاضر	présenter	ADJ	V;NFIN
اسرائیل	israel	اسرائیل	israel	N;SG	PROPN
