در	deur	در	deur	ADP	N;MASC+FEM;SG
تبدیل	transformeren	تبدیل	transformeren	N;SG	V;NFIN
سن	heilige	سن	heilige	N;SG	ADJ
عربی	arabische	عربی	arabisch	N;SG	ADJ
عربی	arabisch	عربی	arabisch	N;SG	ADJ
بازیکن	spelers	بازیکن	speler	N;SG	N;PL
رفته	gone	رفت#رو	goon	V;SG;3;V.PTCP	
نتیجه	uitslagen	نتیجه	uitslag	N;SG	N;PL
نتیجه	resultaten	نتیجه	resultaat	N;SG	N;PL
تگزاس	texaanse	تگزاس	texaans	N;SG	ADJ
عراق	irak	عراق	irak	N;SG	PROPN;NEUT;SG
شروع	start	شروع	starten	N;SG	V;SG;PRS;FIN
شروع	starten	شروع	starten	N;SG	V;NFIN
شروع	beginnen	شروع	beginnen	N;SG	V;NFIN
شروع	beginnend	شروع	beginnen	N;SG	V;V.PTCP
هنر	kunsten	هنر	kunst	N;SG	N;PL
بررسی	controleren	بررسی	controleren	N;SG	V;NFIN
بررسی	controleren	بررسی	controleren	N;SG	V;NFIN
بررسی	check	بررسی	check	N;SG	V;SG;PRS;FIN
بررسی	controleer	بررسی	controleer	N;SG	V;SG;PRS;FIN
باز	openen	باز	openen	ADJ	V;NFIN
باز	terug	باز	terug	ADJ	ADV
باز	rug	باز	rug	ADJ	N;MASC+FEM;SG
باز	back	باز	back	ADJ	N;MASC+FEM;SG
باز	ontgrendeld	باز	ontgrendeld	ADJ	V;V.PTCP
ترکیه	turkse	ترکیه	turks	N;SG	ADJ
ترکیه	turks	ترکیه	turk	N;SG	ADJ
مدال	medailles	مدال	medaille	N;SG	N;PL
حقوق	salaris	حق	salaris	N;PL	N;NEUT;SG
حقوق	wet	حق	wet	N;PL	N;MASC+FEM;SG
عمومی	publiek	عمومی	publiek	ADJ	N;NEUT;SG
عمومی	generaal	عمومی	generaal	ADJ	N;MASC+FEM;SG
ترجمه	vertalen	ترجمه	vertalen	N;SG	V;NFIN
ترجمه	vertalingen	ترجمه	vertaling	N;SG	N;PL
ترجمه	vertalen	ترجمه	vertalen	N;SG	V;NFIN
ترجمه	vertaal	ترجمه	vertaal	N;SG	V;SG;PRS;FIN
ترجمه	vertalen	ترجمه	vertalen	N;SG	V;NFIN
دقیقه	minuten	دقیقه	minuut	N;SG	N;PL
دقیقه	notulen	دقیقه	notulen	N;SG	N;PL
رنگ	kleuren	رنگ	kleur	N;SG	N;PL
افزایش	vergroten	افزایش	vergroten	N;SG	V;NFIN
افزایش	verhoog	افزایش	verhoog	N;SG	V;SG;PRS;FIN
افزایش	verhogen	افزایش	verhogen	N;SG	V;NFIN
افزایش	toenemend	افزایش	toenemen	N;SG	V;V.PTCP
افزایش	toenemende	افزایش	toenemen	N;SG	V;V.PTCP
افزایش	toegenomen	افزایش	toenemen	N;SG	V;V.PTCP
افزایش	verhoogd	افزایش	verhogen	N;SG	V;V.PTCP
افزایش	verhoogde	افزایش	verhogen	N;SG	V;SG;PST;FIN
مدیریت	managen	مدیریت	managen	N;SG	V;NFIN
مدیریت	beheren	مدیریت	beheren	N;SG	V;NFIN
مدیریت	managen	مدیریت	managen	N;SG	V;NFIN
مدیریت	beheren	مدیریت	beheren	N;SG	V;NFIN
گل	bloemen	گل	bloem	N;SG	N;PL
گل	bloemetjes	گل	bloem	N;SG	N;PL
انتشار	uitgeverijen	انتشار	uitgeverij	N;SG	N;PL
انتشار	publiceren	انتشار	publiceren	N;SG	V;NFIN
انتشار	publiceer	انتشار	publiceren	N;SG	V;SG;PRS;FIN
انتشار	publiceren	انتشار	publiceren	N;SG	V;NFIN
انتشار	emissies	انتشار	emissie	N;SG	N;PL
نیاز	need	نیاز	need	N;SG	
نیاز	nodig	نیاز	nodig	N;SG	ADJ
نیاز	nodig	نیاز	nodig	N;SG	ADJ
نیاز	benodigd	نیاز	benodigd	N;SG	ADJ
نیاز	behoeften	نیاز	behoefte	N;SG	N;PL
نیاز	noden	نیاز	nood	N;SG	N;PL
نیاز	vereiste	نیاز	vereisen	N;SG	V;V.PTCP
نیاز	vereist	نیاز	vereisen	N;SG	V;V.PTCP
ترکیب	mengen	ترکیب	mengen	N;SG	V;NFIN
ترکیب	combineren	ترکیب	combineren	N;SG	V;NFIN
دریافت	ontvangende	دریافت	ontvangen	N;SG	V;V.PTCP
دریافت	ontvangen	دریافت	ontvangen	N;SG	V;V.PTCP
دریافت	ontvang	دریافت	ontvang	N;SG	V;SG;PRS;FIN
دریافت	ontvangen	دریافت	ontvangen	N;SG	V;V.PTCP
موافق	akkoord	موافق	akkoord	N;SG	ADJ
موافق	afgesproken	موافق	afspreken	N;SG	V;V.PTCP
موافق	overeengekomen	موافق	overeenkomen	N;SG	V;V.PTCP
موافق	akkoord	موافق	akkoord	N;SG	ADJ
مواد	materiaal	ماده	materiaal	N;PL	N;NEUT;SG
مواد	materiaal	ماده	materiaal	N;PL	N;NEUT;SG
درباره	ongeveer	درباره	ongeveer	ADP	ADV
کارگردانی	geregisseerd	کارگردانی	regisseren	N;SG	V;V.PTCP
کارگردانی	gerichte	کارگردانی	richten	N;SG	V;V.PTCP
کارگردانی	regisseerde	کارگردانی	regisseren	N;SG	V;SG;PST;FIN
کارگردانی	regisseren	کارگردانی	regisseren	N;SG	V;NFIN
استرالیا	australisch	استرالیا	australisch	N;SG	ADJ
استرالیا	australische	استرالیا	australisch	N;SG	ADJ
جریان	huidig	جریان	huidig	N;SG	ADJ
جریان	huidige	جریان	huidig	N;SG	ADJ
جریان	actueel	جریان	actueel	N;SG	ADJ
طریق	via	طریق	via	N;SG	ADP
ژانویه	januari	ژانویه	januari	N;SG	PROPN;MASC+FEM;SG
کنار	kant	کنار	kant	ADP	N;MASC+FEM;SG
کنار	zijde	کنار	zijde	ADP	N;MASC+FEM;SG
کنار	side	کنار	side	ADP	
کنار	zijkant	کنار	zijkant	ADP	N;MASC+FEM;SG
انتخابات	electorale	انتخابات	electoraal	N;PL	ADJ
انتخابات	verkiezing	انتخابات	verkiezing	N;PL	N;MASC+FEM;SG
انتخابات	verkiezing	انتخابات	verkiezing	N;PL	N;MASC+FEM;SG
مه	mogen	مه	mogen	N;SG	V;PL;PRS;FIN
مه	may	مه	may	N;SG	
مه	mei	مه	mei	N;SG	PROPN;MASC+FEM;SG
مه	mag	مه	mogen	N;SG	V;SG;PRS;FIN
مه	moge	مه	mogen	N;SG	V;SG;PRS;FIN
مه	mist	مه	missen	N;SG	V;SG;PRS;FIN
مه	mist	مه	missen	N;SG	V;SG;PRS;FIN
کسی	iemand	کس	iemand	N;SG	PRO;3
ثانیه	seconden	ثانیه	seconde	N;SG	N;PL
ثانیه	tweede	ثانیه	twee	N;SG	ADJ
کل	kal	کل	kal	ADJ	N;MASC+FEM;SG
غرب	westelijk	غرب	westelijk	N;SG	ADJ
توسعه	ontwikkelen	توسعه	ontwikkelen	N;SG	V;NFIN
معمولاً	gewoonlijk	معمولاً	gewoonlijk	ADV	ADJ
معمولاً	normaal	معمولاً	normaal	ADV	ADJ
رسید	bereikte	رسید#رس	bereiken	N;SG	V;SG;PST;FIN
رسید	bereikt	رسید#رس	bereiken	N;SG	V;V.PTCP
رسید	gearriveerd	رسید#رس	arriveren	N;SG	V;V.PTCP
رسید	aangekomen	رسید#رس	aankomen	N;SG	V;V.PTCP
ژوئیه	juli	ژوئیه	juli	N;SG	PROPN;MASC+FEM;SG
فارس	tarieven	فارس	tarief	N;SG	N;PL
فارس	fars	فارس	fars	N;SG	ADJ
شوروی	sovjets	شوروی	sovjets	N;SG	N;PL
ورزش	uitoefenen	ورزش	uitoefenen	N;SG	V;NFIN
ورزش	sporten	ورزش	sporten	N;SG	V;NFIN
معماری	architectonische	معماری	architectonisch	N;SG	ADJ
معماری	architectonisch	معماری	architectonisch	N;SG	ADJ
آخرین	definitief	آخرین	definitief	ADJ;RL	ADJ
آخرین	finale	آخرین	finale	ADJ;RL	N;MASC+FEM;SG
پزشکی	medicijnen	پزشکی	medicijn	N;SG	N;PL
پزشکی	medische	پزشکی	medisch	N;SG	ADJ
پزشکی	medisch	پزشکی	medisch	N;SG	ADJ
فرهنگی	cultureel	فرهنگی	cultureel	N;SG	ADJ
فرهنگی	culturele	فرهنگی	cultureel	N;SG	ADJ
خوانندگان	reader	خواننده	reader	N;PL	N;MASC+FEM;SG
خوانندگان	lezer	خواننده	lezer	N;PL	N;MASC+FEM;SG
خوانندگان	lezer	خواننده	lezer	N;PL	N;MASC+FEM;SG
حالت	staat	حالت	staan	N;SG	V;SG;PRS;FIN
کوه	aankoppelen	کوه	aankoppelen	N;SG	V;NFIN
کوه	kuh	کوه	kuh	N;SG	
عمل	action	عمل	action	N;SG	
عمل	optreden	عمل	optreden	N;SG	V;NFIN
عمل	operation	عمل	operation	N;SG	
عمل	handelen	عمل	handelen	N;SG	V;NFIN
کره	koreaanse	کره	koreaans	N;SG	ADJ
کره	koreaans	کره	koreaan	N;SG	ADJ
کره	koreanen	کره	koreaan	N;SG	N;PL
کره	korea	کره	korea	N;SG	PROPN;NEUT;SG
انتقال	overdragen	انتقال	overdragen	N;SG	V;NFIN
فوریه	dringend	فوریه	dringend	N;SG	ADJ
فوریه	urgent	فوریه	urgent	N;SG	ADJ
فوریه	februari	فوریه	februari	N;SG	PROPN;MASC+FEM;SG
رود	rivier	رفت#رو	rivier	V;SBJV;SG;3;PRS	N;MASC+FEM;SG
رود	river	رفت#رو	river	V;SBJV;SG;3;PRS	N;MASC+FEM;SG
رود	hengel	رفت#رو	hengel	V;SBJV;SG;3;PRS	N;MASC+FEM;SG
رود	idd	رفت#رو	idd	V;SBJV;SG;3;PRS	INTJ
رود	rod	رفت#رو	rod	V;SBJV;SG;3;PRS	N;MASC+FEM;SG
رود	rud	رفت#رو	rud	V;SBJV;SG;3;PRS	N;MASC+FEM;SG
سیاست	diplomatiek	سیاست	diplomatiek	N;SG	ADJ
فرانسوی	frans	فرانسوی	frans	N;SG	PROPN;MASC+FEM;SG
فرانسوی	fransen	فرانسوی	frans	N;SG	PROPN;MASC+FEM;SG
فرانسوی	franse	فرانسوی	frans	N;SG	ADJ
وطن	thuis	وطن	thuis	N;SG	ADV
وطن	migraties	وطن	migratie	N;SG	N;PL
برتر	verheven	برتر	verheffen	ADJ;CMPR	V;V.PTCP
برتر	verhevene	برتر	verheven	ADJ;CMPR	V;V.PTCP
برتر	superior	برتر	superior	ADJ;CMPR	
برتر	superieure	برتر	superieur	ADJ;CMPR	ADJ
برتر	superieur	برتر	superieur	ADJ;CMPR	ADJ
نزدیک	bijna	نزدیک	bijna	ADP	ADV
نزدیک	close	نزدیک	close	ADP	N;MASC+FEM;SG
نزدیک	afsluiten	نزدیک	afsluiten	ADP	V;NFIN
نزدیک	sluiten	نزدیک	sluiten	ADP	V;NFIN
نزدیک	sluit	نزدیک	sluiten	ADP	V;SG;PRS;FIN
نزدیک	dichtbij	نزدیک	dichtbij	ADP	ADJ
نزدیک	nabijgelegen	نزدیک	nabijgelegen	ADP	ADV
نزدیک	dichtbij	نزدیک	dichtbij	ADP	ADJ
داخلی	interieur	داخلی	interieur	ADJ	N;NEUT;SG
داخلی	binnenland	داخلی	binnenland	ADJ	N;NEUT;SG
کاهش	verminderen	کاهش	verminderen	N;SG	V;NFIN
کاهش	reduceren	کاهش	reduceren	N;SG	V;NFIN
کاهش	verkleinen	کاهش	verkleinen	N;SG	V;NFIN
کاهش	verminderen	کاهش	verminderen	N;SG	V;NFIN
ده	deh	ده	deh	NUM	N;MASC+FEM;SG
ارتش	militairen	ارتش	militair	N;SG	N;PL
ارتش	militair	ارتش	militair	N;SG	ADJ
ارتش	militaire	ارتش	militair	N;SG	ADJ
مشخص	accentueren	مشخص	accentuer	ADJ	V;NFIN
مشخص	hoogtepunt	مشخص	hoogtepunt	ADJ	N;NEUT;SG
مشخص	uitgelicht	مشخص	uitlichten	ADJ	V;V.PTCP
مشخص	gemarkeerd	مشخص	markeren	ADJ	V;V.PTCP
مشخص	gemarkeerde	مشخص	markeren	ADJ	V;V.PTCP
گفت	said	گفت#گو	said	V;SG;3;PST	
حاضر	heden	حاضر	heden	ADJ	ADV
حاضر	presenteren	حاضر	presenteren	ADJ	V;NFIN
حاضر	presenteer	حاضر	presenteren	ADJ	V;SG;PRS;FIN
اسرائیل	israël	اسرائیل	israël	N;SG	PROPN;NEUT;SG
اسرائیل	israel	اسرائیل	israel	N;SG	PROPN;NEUT;SG
اسرائیل	israëlische	اسرائیل	israëlisch	N;SG	ADJ
اسرائیل	israëlisch	اسرائیل	israëlisch	N;SG	ADJ
انسان	menselijk	انسان	menselijk	N;SG	ADJ
انسان	menselijke	انسان	menselijk	N;SG	ADJ
مثل	zoals	مثل	zoals	ADV	CONJ
مثل	like	مثل	lik	ADV	
سیاه	black	سیاه	black	ADJ	
بنا	gestructureerd	بنا	structureren	ADP	V;V.PTCP
کم	weinig	کم	weinig	ADJ	PRO
کم	little	کم	little	ADJ	
کم	cam	کم	cam	ADJ	N;MASC+FEM;SG
کم	low	کم	low	ADJ	N;MASC+FEM;SG
خانواده	families	خانواده	familie	N;SG	N;PL
خانواده	gezinnen	خانواده	gezin	N;SG	N;PL
میدان	vierkante	میدان	vierkant	N;SG	ADJ
میدان	vierkant	میدان	vierkant	N;SG	ADJ
ویژه	special	ویژه	special	ADJ	N;MASC+FEM;SG
نیروهای	forces	نیرو	forces	N;PL	
حمله	attack	حمله	attack	N;SG	
حمله	aanvallen	حمله	aanval	N;SG	N;PL
ساختمان	bouwen	ساختمان	bouwen	N;SG	V;NFIN
ساختمان	bouwen	ساختمان	bouwen	N;SG	V;NFIN
برنده	win	برنده	winnen	N;SG	V;SG;PRS;FIN
برنده	winnen	برنده	winnen	N;SG	V;NFIN
علم	wetenschappen	علم	wetenschap	N;SG	N;PL
وقتی	wanneer	وقتی	wanneer	CONJ	ADV
آبی	blue	آبی	blue	ADJ	N;MASC+FEM;SG
ورزشی	atletisch	ورزشی	atletisch	N;SG	ADJ
ورزشی	sportief	ورزشی	sportief	N;SG	ADJ
ورزشی	sporten	ورزشی	sporten	N;SG	V;NFIN
معرفی	introduceren	معرفی	introduceren	N;SG	V;NFIN
معرفی	introduceren	معرفی	introduceren	N;SG	V;NFIN
معرفی	introduceerde	معرفی	introduceren	N;SG	V;SG;PST;FIN
معرفی	ingevoerd	معرفی	invoeren	N;SG	V;V.PTCP
معرفی	geïntroduceerd	معرفی	introduceren	N;SG	V;V.PTCP
مصر	egyptisch	مصر	egyptisch	N;SG	ADJ
مصر	egyptische	مصر	egyptisch	N;SG	ADJ
طرف	side	طرف	side	N;SG	
آمد	kwamen	آمد#آ	komen	V;SG;3;PST	V;PL;PST;FIN
دهد	subsidies	داد#ده	subsidie	V;SBJV;SG;3;PRS	N;PL
دهد	beurzen	داد#ده	beurs	V;SBJV;SG;3;PRS	N;PL
کشت	cultiveren	کشت	cultiveren	N;SG	V;NFIN
آسمانی	hemels	آسمانی	hemel	N;SG	ADJ
آسمانی	hemelse	آسمانی	hemels	N;SG	ADJ
خیلی	mooi	خیلی	mooi	ADV	ADJ
خیلی	pretty	خیلی	pretty	ADV	
بهتر	better	به	goed	ADJ;CMPR	
بهتر	best	به	best	ADJ;CMPR	ADJ;RL
بهتر	beste	به	goed	ADJ;CMPR	ADJ;RL
فرد	individueel	فرد	individueel	N;SG	ADJ
فرد	oneven	فرد	oneven	N;SG	ADJ
فرد	vreemd	فرد	vreemd	N;SG	ADJ
لندن	londen	لندن	lond	N;SG	PROPN;NEUT;SG
رفت	gone	رفت#رو	goon	V;SG;3;PST	
سری	reeksen	سری	reeks	N;SG	N;PL
سری	series	سری	serie	N;SG	N;PL
سری	sri	سری	sri	N;SG	PROPN;NEUT;SG
اسکار	oscar	اسکار	oscar	N;SG	PROPN;NEUT;SG
کلی	kelly	کلی	kelly	ADV	N;MASC+FEM;SG
کلی	klei	کلی	klei	ADV	N;MASC+FEM;SG
کلی	clay	کلی	clay	ADV	N;MASC+FEM;SG
هیئت	delegeren	هیئت	delegeren	N;SG	V;NFIN
آلمانی	duits	آلمانی	duits	N;SG	ADJ
آلمانی	duitse	آلمانی	duits	N;SG	ADJ
محلی	plaatselijk	محل	plaatselijk	N;SG	ADJ
محلی	lokaal	محل	lokaal	N;SG	ADJ
محلی	regionale	محل	regionaal	N;SG	ADJ
محلی	regionaal	محل	regionaal	N;SG	ADJ
محلی	lokale	محل	lokaal	N;SG	ADJ
محلی	plaatselijk	محل	plaatselijk	N;SG	ADJ
محلی	lokaal	محل	lokaal	N;SG	ADJ
دادن	geven	دادن	geven	N;SG	V;NFIN
شرق	oostelijk	شرق	oostelijk	N;SG	ADJ
شرق	oostelijke	شرق	oostelijk	N;SG	ADJ
دیده	zagen	دید	zien	V;SG;3;V.PTCP	V;PL;PST;FIN
دیده	saw	دید	saw	V;SG;3;V.PTCP	N;MASC+FEM;SG
دیده	zaag	دید	zaag	V;SG;3;V.PTCP	N;MASC+FEM;SG
برگزیده	fragment	برگزیده	fragment	V;SG;3;V.PTCP	N;NEUT;SG
برگزیده	uittreksel	برگزیده	uittreksel	V;SG;3;V.PTCP	N;NEUT;SG
کنترل	control	کنترل	control	N;SG	
انواع	typen	نوع	typen	N;PL	V;NFIN
درست	waar	درست	waar	ADJ	ADV
درست	true	درست	true	ADJ	
درست	klopt	درست	kloppen	ADJ	V;SG;PRS;FIN
سنگ	zongen	سنگ	zongen	N;SG	V;PL;PST;FIN
سنگ	zong	سنگ	zingen	N;SG	V;SG;PST;FIN
سنگ	gezongen	سنگ	zingen	N;SG	V;V.PTCP
سنگ	stenen	سنگ	steen	N;SG	N;PL
امپراتوری	rijk	امپراتوری	rijk	N;SG	ADJ
امپراتوری	keizerlijk	امپراتوری	keizerlijk	N;SG	ADJ
امپراتوری	keizerlijke	امپراتوری	keizerlijk	N;SG	ADJ
کلاس	lessen	کلاس	les	N;SG	N;PL
کلاس	klassen	کلاس	klasse	N;SG	N;PL
آنان	hen	آن	hen	PRO;PL	PRO;ACC;3
کسب	verdien	کسب	verdienen	N;SG	V;SG;PRS;FIN
کسب	verdienen	کسب	verdienen	N;SG	V;NFIN
کسب	verwerven	کسب	verwerven	N;SG	V;NFIN
کسب	zakelijk	کسب	zakelijk	N;SG	ADJ
حرکت	verplaatsen	حرکت	verplaatsen	N;SG	V;NFIN
حرکت	bewegen	حرکت	bewegen	N;SG	V;NFIN
حرکت	beweeg	حرکت	bewegen	N;SG	V;SG;PRS;FIN
حرکت	verplaats	حرکت	verplaats	N;SG	V;SG;PRS;FIN
حرکت	verplaatsen	حرکت	verplaatsen	N;SG	V;NFIN
حرکت	bewegen	حرکت	bewegen	N;SG	V;NFIN
حرکت	bewegend	حرکت	bewegenen	N;SG	V;V.PTCP
حرکت	verhuizen	حرکت	verhuizen	N;SG	V;NFIN
جغرافیایی	geografisch	None	geografisch	N;SG	ADJ
جغرافیایی	geografisch	None	geografisch	N;SG	ADJ
مشخصات	beschrijving	مشخصه	beschrijving	N;PL	N;MASC+FEM;SG
مشخصات	signalement	مشخصه	signalement	N;PL	N;NEUT;SG
مشخصات	omschrijving	مشخصه	omschrijving	N;PL	N;MASC+FEM;SG
کوتاه	short	کوتاه	short	ADJ	N;MASC+FEM;SG
اجرا	prestaties	اجرا	prestatie	N;SG	N;PL
اجرا	uitvoeren	اجرا	uitvoeren	N;SG	V;NFIN
اجرا	executeren	اجرا	executeren	N;SG	V;NFIN
اجرا	rennen	اجرا	rennen	N;SG	V;NFIN
اجرا	uitvoeren	اجرا	uitvoeren	N;SG	V;NFIN
اجرا	rennen	اجرا	rennen	N;SG	V;NFIN
اجرا	hardlopen	اجرا	hardlopen	N;SG	V;NFIN
پیشنهاد	voorgestelde	پیشنهاد	voorstellen	N;SG	V;V.PTCP
پیشنهاد	voorgesteld	پیشنهاد	voorstellen	N;SG	V;V.PTCP
پیشنهاد	gesuggereerd	پیشنهاد	suggereren	N;SG	V;V.PTCP
پیشنهاد	bieden	پیشنهاد	bieden	N;SG	V;NFIN
پیشنهاد	aanbieden	پیشنهاد	aanbieden	N;SG	V;NFIN
پیشنهاد	bieden	پیشنهاد	bieden	N;SG	V;NFIN
پیشنهاد	aanbieden	پیشنهاد	aanbieden	N;SG	V;NFIN
پیشنهاد	suggereren	پیشنهاد	suggereren	N;SG	V;NFIN
خوب	lekker	خوب	lekker	ADV	ADJ
خوب	goed	خوب	goed	ADV	ADJ
موفق	geslaagde	موفق	geslaagd	ADJ	V;V.PTCP
موفق	geslaagd	موفق	slagen	ADJ	V;V.PTCP
موفق	succes	موفق	succes	ADJ	N;NEUT;SG
موفق	success	موفق	success	ADJ	
شخصی	persoonlijke	شخص	persoonlijk	N;SG	ADJ
شخصی	persoonlijk	شخص	persoonlijk	N;SG	ADJ
شخصی	individueel	شخص	individueel	N;SG	ADJ
شخصی	privé	شخص	privé	N;SG	ADJ
شخصی	particulier	شخص	particulier	N;SG	ADJ
پایین	down	پایین	down	ADV;ESS	N;MASC+FEM;SG
پایین	bodem	پایین	bodem	ADV;ESS	N;MASC+FEM;SG
پایین	onderkant	پایین	onderkant	ADV;ESS	N;MASC+FEM;SG
پایین	bottom	پایین	bottom	ADV;ESS	N;MASC+FEM;SG
حق	truth	حق	truth	N;SG	
خاص	specifiek	خاص	specifiek	N;SG	ADJ
خاص	specifieke	خاص	specifiek	N;SG	ADJ
خاص	speciaal	خاص	speciaal	N;SG	ADJ
خاص	bijzonder	خاص	bijzonder	N;SG	ADJ
خاص	speciale	خاص	speciaal	N;SG	ADJ
گذشته	voorbij	گذشته	voorbij	N;SG	ADJ
ازدواج	trouwen	ازدواج	trouwen	N;SG	V;NFIN
ازدواج	trouw	ازدواج	trouw	N;SG	ADJ
ازدواج	gehuwd	ازدواج	huwen	N;SG	V;V.PTCP
ازدواج	getrouwd	ازدواج	trouwen	N;SG	V;V.PTCP
ازدواج	trouwen	ازدواج	trouwen	N;SG	V;NFIN
انتشارات	uitgeverij	انتشار	uitgeverij	N;PL	N;MASC+FEM;SG
میزان	beoordeeld	میزان	beoordelen	N;SG	V;V.PTCP
میزان	beoordeelde	میزان	beoordelen	N;SG	V;SG;PST;FIN
میزان	gewaardeerd	میزان	waarderen	N;SG	V;V.PTCP
تر	ter	تر	te	ADV	ADP
مشغول	bezet	مشغول	bezetten	ADJ	V;V.PTCP
اقتصادی	economische	اقتصادی	economisch	N;SG	ADJ
اقتصادی	economisch	اقتصادی	economisch	N;SG	ADJ
فعال	active	فعال	active	ADJ	N;MASC+FEM;SG
کمربند	gordels	کمربند	gordel	N;SG	N;PL
کمربند	riemen	کمربند	riem	N;SG	N;PL
چندین	tientallen	چندین	tiental	ADJ	N;PL
چندین	meerdere	چندین	meerdere	ADJ	PRO
چندین	meerdere	چندین	meerdere	ADJ	PRO
چندین	veelvoud	چندین	veelvoud	ADJ	N;NEUT;SG
اندازه	maten	اندازه	maten	N;SG	N;PL
خیابان	straatjes	خیابان	straat	N;SG	N;PL
خیابان	straten	خیابان	straat	N;SG	N;PL
عالی	awesome	عالی	awesome	ADJ	N;MASC+FEM;SG
عالی	uitmuntend	عالی	uitmuntend	ADJ	V;V.PTCP
نگاره	grafisch	نگاره	grafisch	N;SG	ADJ
نگاره	grafische	نگاره	grafisch	N;SG	ADJ
طرح	ontwerpen	طرح	ontwerpen	N;SG	V;NFIN
پنج	five	پنج	five	NUM	N;MASC+FEM;SG
برد	win	برد#بر	winnen	V;SG;3;PST	V;SG;PRS;FIN
تئاتر	bioscoop	None	bioscoop	N;PL	N;MASC+FEM;SG
تئاتر	theater	None	theater	N;PL	N;NEUT;SG
تئاتر	theater	None	theater	N;PL	N;NEUT;SG
داخل	binnenkant	داخل	binnenkant	ADP	N;MASC+FEM;SG
ابتدا	eerste	ابتدا	één	N;SG	ADJ
ابتدا	eerst	ابتدا	eerst	N;SG	ADV
پخش	speel	پخش	spelen	N;SG	V;SG;PRS;FIN
پخش	spelen	پخش	spelen	N;SG	V;NFIN
پخش	afspelen	پخش	afspelen	N;SG	V;NFIN
پخش	uitgezonden	پخش	uitzenden	N;SG	V;V.PTCP
پخش	uitzenden	پخش	uitzenden	N;SG	V;NFIN
پخش	spread	پخش	spread	N;SG	
پخش	verspreid	پخش	verspreiden	N;SG	V;V.PTCP
پخش	verspreiden	پخش	verspreiden	N;SG	V;NFIN
پخش	spelen	پخش	spelen	N;SG	V;NFIN
مطلق	absolute	مطلق	absoluut	N;SG	ADJ
مشکل	problemen	مشکل	probleem	N;SG	N;PL
مشکل	moeilijkheden	مشکل	moeilijkheid	N;SG	N;PL
شرایط	omstandigheid	شرایط	omstandigheid	N;PL	N;MASC+FEM;SG
شرایط	conditie	شرایط	conditie	N;PL	N;MASC+FEM;SG
شرایط	aandoening	شرایط	aandoening	N;PL	N;MASC+FEM;SG
شرایط	voorwaarde	شرایط	voorwaard	N;PL	N;MASC+FEM;SG
شرایط	toestand	شرایط	toestand	N;PL	N;MASC+FEM;SG
دختر	girl	دختر	girl	N;SG	
نور	lichte	نور	licht	N;SG	ADJ
یونان	griekse	یونان	grieks	N;SG	ADJ
یونان	grieks	یونان	grieks	N;SG	ADJ
لازم	vereiste	لازم	vereisen	ADJ	V;V.PTCP
لازم	vereist	لازم	vereisen	ADJ	V;V.PTCP
سازی	escaleren	سازی	escaleren	N;SG	V;NFIN
مرتبط	geassocieerd	مرتبط	associëren	N;SG	V;V.PTCP
مرتبط	geassocieerde	مرتبط	geassocieerd	N;SG	V;V.PTCP
مرتبط	gerelateerd	مرتبط	relateren	N;SG	V;V.PTCP
مرتبط	verwant	مرتبط	verwant	N;SG	ADJ
مرتبط	verwante	مرتبط	verwant	N;SG	ADJ
مرتبط	gerelateerde	مرتبط	relateren	N;SG	V;V.PTCP
شکست	falen	شکست	falen	N;SG	V;NFIN
شکست	mislukken	شکست	mislukken	N;SG	V;NFIN
شکست	falen	شکست	falen	N;SG	V;NFIN
شکست	mislukkingen	شکست	mislukking	N;SG	N;PL
شکست	mislukken	شکست	mislukken	N;SG	V;NFIN
شکست	verslaan	شکست	verslaan	N;SG	V;NFIN
رشد	groeiende	رشد	groeien	N;SG	V;V.PTCP
رشد	toenemend	رشد	toenemen	N;SG	V;V.PTCP
رشد	groeien	رشد	groeien	N;SG	V;NFIN
رشد	groeiend	رشد	groeien	N;SG	V;V.PTCP
رشد	groeien	رشد	groeien	N;SG	V;NFIN
گزارش	rapporteren	گزارش	rapporteren	N;SG	V;NFIN
پرداخت	betalen	پرداخت	betalen	N;SG	V;NFIN
پرداخت	betaal	پرداخت	betaal	N;SG	V;SG;PRS;FIN
پرداخت	betalen	پرداخت	betalen	N;SG	V;NFIN
پرداخت	betaalde	پرداخت	betalen	N;SG	V;SG;PST;FIN
پرداخت	betaald	پرداخت	betalen	N;SG	V;V.PTCP
پرداخت	renderen	پرداخت	rend	N;SG	V;NFIN
هلند	nederlandse	هلند	nederlands	N;SG	ADJ
هلند	nederlands	هلند	nederland	N;SG	ADJ
هلند	nederlanders	هلند	nederlander	N;SG	N;PL
مالی	molly	مالی	molly	ADJ	N;MASC+FEM;SG
مالی	financien	مالی	financien	ADJ	N;PL
مالی	financiën	مالی	financiën	ADJ	N;PL
مالی	financieren	مالی	financieren	ADJ	V;NFIN
مالی	mali	مالی	mali	ADJ	N;MASC+FEM;SG
زیاد	veel	زیاد	veel	N;SG	PRO
زیاد	much	زیاد	much	N;SG	
درون	binnen	درون	binnen	N;SG	ADP
جنسی	seksuele	جنسی	seksueel	N;SG	ADJ
جنسی	seksueel	جنسی	seksueel	N;SG	ADJ
امور	affaire	امر	affaire	N;PL	N;MASC+FEM;SG
شعر	gedichten	شعر	gedicht	N;SG	N;PL
شعر	teksten	شعر	tekst	N;SG	N;PL
شعر	gedichten	شعر	gedicht	N;SG	N;PL
