evakuasi	انخلاء	evakuasi	انخلاء	N;SG	PROPN;NOM;MASC;SG;3
figure	مثال	figure	مثال	PROPN	N;NOM;MASC;SG;3
figure	نقشہ	figure	نقشہ	PROPN	N;NOM;MASC;SG;3
figure	خاکہ	figure	خاکہ	PROPN	N;NOM;MASC;SG;3
figure	زائچہ	figure	زائچہ	PROPN	N;NOM;MASC;SG;3
porsi	حصّہ	porsi	حصّہ	N;SG	PROPN;NOM;MASC;SG;3
porsi	جہیز.	porsi	جہیز.	N;SG	PROPN;NOM;MASC;SG;3
noise	ناگوار.	noise	ناگوار.	N	PROPN;NOM;MASC;SG;3
noise	اونچی	noise	اونچی	N	ADJ;FEM
noise	اُچھالنا	noise	اُچھال	N	V;SG;NFIN;ACT
noise	غوغا.	noise	غوغا.	N	PROPN;NOM;MASC;SG;3
noise	ناگوار.	noise	ناگوار.	N	PROPN;NOM;MASC;SG;3
noise	اونچی	noise	اونچی	N	ADJ;FEM
noise	اُچھالنا	noise	اُچھال	N	V;SG;NFIN;ACT
noise	غوغا.	noise	غوغا.	N	PROPN;NOM;MASC;SG;3
weapon	ہتھیار	weapon	ہتھیار	PROPN	N;NOM;MASC;SG;3
primata	میمون	primata	میمون	N	PROPN;NOM;MASC;SG;3
primata	لیمور	primata	لیمور	N	PROPN;NOM;MASC;SG;3
graf	ترسیم.	graf	ترسیم.	PROPN	PROPN;NOM;MASC;SG;3
fifth	پانچواں	fifth	پانچواں	PROPN	ADJ
harvest	حاصل.	harvest	حاصل.	PROPN	PROPN;NOM;MASC;SG;3
harvest	اجر	harvest	اجر	PROPN	N;NOM;MASC;SG;3
sprint	تیراکی	sprint	تیراکی	PROPN	PROPN;NOM;MASC;SG;3
trainer	سدھانے	trainer	سدھا	PROPN	V;NFIN;ACT
trainer	گھوڑوں	trainer	گھوڑا	PROPN	N;ACC;MASC;PL;3
maximum	بغایت.	maximum	بغایت.	PROPN	V;IPFV;MASC;SG;V.PTCP;ACT
terisi	باردار	terisi	باردار	V;SG;PASS	ADJ
terisi	سوال	terisi	سوال	V;SG;PASS	N;NOM;MASC;SG;3
terisi	تیکھی	terisi	تیکھ	V;SG;PASS	PROPN;NOM;MASC;SG;3
native	خلقی	native	خلقی	PROPN	ADJ
vina	وینا	vina	وینا	PROPN	PROPN;NOM;MASC;SG;3
vina	بین	vina	بین	PROPN	N;NOM;MASC;SG;3
nangka	کتھا	nangka	کتھا	PROPN	PROPN;NOM;MASC;SG;3
nangka	روایت	nangka	روایت	PROPN	N;NOM;FEM;SG;3
nangka	کتھا	nangka	کتھا	PROPN	PROPN;NOM;MASC;SG;3
nangka	بیان	nangka	بیان	PROPN	N;NOM;MASC;SG;3
nangka	روایت	nangka	روایت	PROPN	N;NOM;FEM;SG;3
kubik	کعبی.	kubik	کعبی.	N	PROPN;NOM;MASC;SG;3
kubik	مکعبی	kubik	مکعبی	N	PROPN;NOM;MASC;SG;3
batuk	کھانسنا	batuk	کھانسنا	N;SG	V;SG;ACT
batuk	سُعال.	batuk	سُعال.	N;SG	PROPN;NOM;MASC;SG;3
batuk	کھنکارنا.	batuk	کھنکارنا.	N;SG	V;MASC;SG;NFIN;ACT
batuk	کھانسنا	batuk	کھانسنا	N;SG	V;SG;ACT
batuk	سُعال.	batuk	سُعال.	N;SG	PROPN;NOM;MASC;SG;3
batuk	کھنکارنا.	batuk	کھنکارنا.	N;SG	V;MASC;SG;NFIN;ACT
jelek	گھنائونا	jelek	گھنائونا	ADJ;SG	PROPN;NOM;MASC;SG;3
jelek	کریہہ	jelek	کریہہ	ADJ;SG	
jelek	ڈرائونا	jelek	ڈرائونا	ADJ;SG	V;MASC;SG;V.PTCP;ACT
jelek	صورت	jelek	صورت	ADJ;SG	N;NOM;MASC;SG;3
jelek	واہیات	jelek	واہیات	ADJ;SG	N;NOM;MASC;PL;3
jelek	زشت	jelek	زشت	ADJ;SG	PROPN;NOM;MASC;SG;3
jelek	بھدّا	jelek	بھدلا	ADJ;SG	PROPN;NOM;MASC;SG;3
jelek	گھنائونا	jelek	گھنائونا	ADJ;SG	PROPN;NOM;MASC;SG;3
jelek	کریہہ	jelek	کریہہ	ADJ;SG	
jelek	ڈرائونا	jelek	ڈرائونا	ADJ;SG	V;MASC;SG;V.PTCP;ACT
jelek	صورت	jelek	صورت	ADJ;SG	N;NOM;MASC;SG;3
jelek	واہیات	jelek	واہیات	ADJ;SG	N;NOM;MASC;PL;3
jelek	بدنما	jelek	بدنما	ADJ;SG	V;ACT
jelek	زشت	jelek	زشت	ADJ;SG	PROPN;NOM;MASC;SG;3
jelek	بھدّا	jelek	بھدلا	ADJ;SG	PROPN;NOM;MASC;SG;3
jelek	فضول-	jelek	فضول-	ADJ;SG	PROPN;NOM;MASC;SG;3
jelek	گھنائونا.	jelek	گھنائونان	ADJ;SG	PROPN;NOM;MASC;SG;3
warning	انتباہ	warning	انتباہ	PROPN	N;NOM;MASC;SG;3
warning	انتباہی	warning	انتباہی	PROPN	ADJ
warning	تنبیہہ.	warning	تنبیہہ.	PROPN	PROPN;NOM;MASC;SG;3
ketiadaan	لاموجود.	ketiadaan	لاموجود.	N;SG	PROPN;NOM;MASC;SG;3
killer	نادر	killer	نادر	PROPN	ADJ
killer	خونی.	killer	خونی.	PROPN	PROPN;NOM;MASC;SG;3
skin	رگڑنا.	skin	رگڑنا.	PROPN	PROPN;NOM;MASC;SG;3
skin	چمڑی.	skin	چمڑی.	PROPN	PROPN;NOM;MASC;SG;3
skin	جلد	skin	جلد	PROPN	ADV
skin	اسٹینسل.	skin	اسٹینسل.	PROPN	PROPN;NOM;MASC;SG;3
skin	رگڑنا.	skin	رگڑنا.	PROPN	PROPN;NOM;MASC;SG;3
skin	چمڑی.	skin	چمڑی.	PROPN	PROPN;NOM;MASC;SG;3
skin	جلد	skin	جلد	PROPN	ADV
skin	اسٹینسل.	skin	اسٹینسل.	PROPN	PROPN;NOM;MASC;SG;3
skin	کھال	skin	کھال	PROPN	N;NOM;MASC;SG;3
skin	پوست	skin	پوست	PROPN	
simpul	گومڑی.	simpul	گومڑی.	N;SG	PROPN;NOM;MASC;SG;3
simpul	قرحہ	simpul	قرحہ	N;SG	PROPN;NOM;MASC;SG;3
simpul	گومڑا.	simpul	گومڑا.	N;SG	PROPN;NOM;MASC;SG;3
simpul	گلٹی	simpul	گلٹی	N;SG	PROPN;NOM;MASC;SG;3
simpul	رسّی	simpul	رسّی	N;SG	PROPN;NOM;MASC;SG;3
simpul	مخمصہ.	simpul	مخمصہ.	N;SG	PROPN;NOM;MASC;SG;3
simpul	ڈوری	simpul	ڈوری	N;SG	PROPN;NOM;MASC;SG;3
simpul	بندھن	simpul	بندھن	N;SG	PROPN;NOM;MASC;SG;3
simpul	گومڑا.	simpul	گومڑا.	N;SG	PROPN;NOM;MASC;SG;3
simpul	گلٹی	simpul	گلٹی	N;SG	PROPN;NOM;MASC;SG;3
simpul	رسّی	simpul	رسّی	N;SG	PROPN;NOM;MASC;SG;3
simpul	مخمصہ.	simpul	مخمصہ.	N;SG	PROPN;NOM;MASC;SG;3
simpul	ڈوری	simpul	ڈوری	N;SG	PROPN;NOM;MASC;SG;3
dal	دال	dal	دال	PROPN	V;MASC;SG;ACT
cuci	تھپیٹرنا.	cuci	تھپیٹرنا.	N;SG;ACT	PROPN;NOM;MASC;SG;3
cuci	(	cuci	(	N;SG;ACT	
cuci	out	cuci	out	N;SG;ACT	
cuci	نہانا.	cuci	نہانا.	N;SG;ACT	PROPN;NOM;MASC;SG;3
cuci	ترکرنا	cuci	ترکرنا	N;SG;ACT	V;NFIN;ACT
cuci	بھگونا	cuci	بھگونا	N;SG;ACT	PROPN;NOM;MASC;SG;3
cuci	پھوار	cuci	پھوار	N;SG;ACT	PROPN;NOM;MASC;SG;3
cuci	دھلاوا	cuci	دھلاوا	N;SG;ACT	
cuci	لادی.	cuci	لادی.	N;SG;ACT	PROPN;NOM;MASC;SG;3
cuci	نہلانا-	cuci	نہلانات	N;SG;ACT	PROPN;NOM;MASC;SG;3
cuci	تھپیٹرنا.	cuci	تھپیٹرنا.	N;SG;ACT	PROPN;NOM;MASC;SG;3
cuci	(	cuci	(	N;SG;ACT	
cuci	دھونا	cuci	دھونا	N;SG;ACT	V;MASC;SG;NFIN;ACT
cuci	out	cuci	out	N;SG;ACT	
cuci	نہانا.	cuci	نہانا.	N;SG;ACT	PROPN;NOM;MASC;SG;3
cuci	ترکرنا	cuci	ترکرنا	N;SG;ACT	V;NFIN;ACT
cuci	بھگونا	cuci	بھگونا	N;SG;ACT	PROPN;NOM;MASC;SG;3
cuci	پھوار	cuci	پھوار	N;SG;ACT	PROPN;NOM;MASC;SG;3
cuci	دھلاوا	cuci	دھلاوا	N;SG;ACT	
cuci	لادی.	cuci	لادی.	N;SG;ACT	PROPN;NOM;MASC;SG;3
cuci	نہلانا-	cuci	نہلانات	N;SG;ACT	PROPN;NOM;MASC;SG;3
magang	مبتدی	magang	مبتدی	N;SG	ADJ
tungku	گلخن	tungku	گلخن	N;SG	
tungku	انگیٹھی.	tungku	انگیٹھی.	N;SG	PROPN;NOM;MASC;SG;3
empiris	اختباری	empiris	اختباری	N	ADJ;NOM
pierce	گُھپنا	pierce	گھھپنا	PROPN	PROPN;NOM;MASC;SG;3
pierce	سالنا	pierce	سالنا	PROPN	
pierce	درآنا	pierce	درآنا	PROPN	PROPN;NOM;MASC;SG;3
pierce	برمانا	pierce	برما	PROPN	V;SG;V.PTCP;ACT
rangkap	مثلّثہ	rangkap	مثلّثہ	V;SG;ACT	ADJ
sensasi	over	sensasi	over	N;SG	PROPN;NOM;MASC;SG;3
sensasi	لرزنا	sensasi	لرزنا	N;SG	V;SG;NFIN;ACT
sensasi	اہتزاز	sensasi	اہتزاز	N;SG	PROPN;NOM;MASC;SG;3
sensasi	شاد	sensasi	شاد	N;SG	PROPN;NOM;MASC;SG;3
sensasi	مسرور.	sensasi	مسرور.	N;SG	PROPN;NOM;MASC;SG;3
sensasi	over	sensasi	over	N;SG	PROPN;NOM;MASC;SG;3
sensasi	لرزنا	sensasi	لرزنا	N;SG	V;SG;NFIN;ACT
sensasi	اہتزاز	sensasi	اہتزاز	N;SG	PROPN;NOM;MASC;SG;3
sensasi	شاد	sensasi	شاد	N;SG	PROPN;NOM;MASC;SG;3
sensasi	سنسنی	sensasi	سنسنی	N;SG	ADJ
sensasi	مسرور.	sensasi	مسرور.	N;SG	PROPN;NOM;MASC;SG;3
sensasi	تأثر	sensasi	تأثر	N;SG	PROPN;NOM;MASC;SG;3
sensasi	سنسنی	sensasi	سنسنی	N;SG	ADJ
sensasi	تأثر	sensasi	تأثر	N;SG	PROPN;NOM;MASC;SG;3
kunjungi	نگرانی	kunjungi	نگرانی	V;SG;ACT	N;NOM;MASC;SG;3
elf	پری	elf	پری	PROPN	PROPN;NOM;MASC;SG;3
elf	چھلاوا	elf	چھلاوا	PROPN	V;SG;V.PTCP;ACT
though	تاہم	though	تاہم	PROPN	CONJ
though	گوکہ.	though	گوکہ.	PROPN	
though	اگرچہ	though	اگرچہ	PROPN	CONJ
though	تاہم	though	تاہم	PROPN	CONJ
though	گوکہ.	though	گوکہ.	PROPN	
integritas	مکمّلیت	integritas	مکمّلیت	N;SG	PROPN;NOM;MASC;SG;3
integritas	تکمیل.	integritas	تکمیل.	N;SG	PROPN;NOM;MASC;SG;3
integritas	ایمانداری.	integritas	ایمانداری.	N;SG	PROPN;NOM;MASC;SG;3
oval	بیضوی	oval	بیضوی	PROPN	N;NOM;MASC;SG;3
trail	بچھڑنا.	trail	بچھڑنا	N	V;NFIN;ACT
trail	دُنبالہ	trail	دُنبالہ	N	PROPN;NOM;MASC;SG;3
trail	بٹیا	trail	بٹیا	N	PROPN;NOM;MASC;SG;3
sedekah	کُڑھنا	sedekah	کُڑھ	N;SG	V;SG;NFIN;ACT
sedekah	قسمت.	sedekah	قسمت.	N;SG	PROPN;NOM;MASC;SG;3
harmonis	مترنم	harmonis	مترنم	ADJ;SG	PROPN;NOM;MASC;SG;3
tornado	عاصفہ	tornado	عاصفہ	PROPN	
pencitraan	دینا	pencitraan	دے	N;SG	V;MASC;SG;NFIN;ACT
pencitraan	کردینا	pencitraan	کردینا	N;SG	
assist	امداد.	assist	امداد.	N	PROPN;NOM;MASC;SG;3
kronik	پرانا	kronik	پرانا	PROPN	ADJ;NOM;MASC;SG
kronik	دیرینہ	kronik	دیرینہ	PROPN	ADJ
kronik	عادی	kronik	عادی	PROPN	ADJ
kronik	وقائع	kronik	وقائع	PROPN	
kronik	بیان	kronik	بیان	PROPN	N;NOM;MASC;SG;3
bawaan	فرار.	bawaan	فرار.	N;SG	
menakutkan	ڈرائونا.	mentakutkan	ڈرائونا.	V;SG;ACT	PROPN;NOM;MASC;SG;3
menakutkan	مہیب	mentakutkan	مہیب	V;SG;ACT	PROPN;NOM;MASC;SG;3
menakutkan	جھرجھری	mentakutkan	جھرجھری	V;SG;ACT	ADJ
menakutkan	خوفناک	mentakutkan	خوفناک	V;SG;ACT	ADJ
bodi	نفر.	bodi	نفر.	N;SG	PROPN;NOM;MASC;SG;3
bodi	ہاڑ	bodi	ہاڑ	N;SG	
mabes	برساتی	mabes	برساتی	N	V;IPFV;FEM;SG;V.PTCP;ACT
tekan	(	tekan	(	N;SG;ACT	
tekan	دبانے	tekan	دبا	N;SG;ACT	V;NFIN;ACT
tekan	ڈھالنے	tekan	ڈھال	N;SG;ACT	V;ACC;NFIN
tekan	نچوڑنے	tekan	نچوڑ	N;SG;ACT	V;ACC;NFIN
lelang	نیلام	lelang	نیلام	N;SG	PROPN;NOM;MASC;SG;3
lelang	برّاج.	lelang	برّاج.	N;SG	PROPN;NOM;MASC;SG;3
mancur	soda-fountain	mancur	soda-fountain	N;SG	PROPN;NOM;MASC;SG;3
mancur	soda-fountain	mancur	soda-fountain	N;SG	PROPN;NOM;MASC;SG;3
grid	بجلی	grid	بجلی	PROPN	N;NOM;FEM;SG;3
grid	جنگلہ	grid	جنگلہ	PROPN	
grid	جالی.	grid	جالی.	PROPN	PROPN;NOM;MASC;SG;3
cache	دولت	cache	دولت	PROPN	N;NOM;FEM;SG;3
fax	مثل.	fax	مثل.	PROPN	PROPN;NOM;MASC;SG;3
fax	نقل	fax	نقل	PROPN	N;NOM;MASC;SG;3
gabus	چٹکلا	gabus	چٹکلا	N;SG	PROPN;NOM;MASC;SG;3
gabus	ڈھب	gabus	ڈھب	N;SG	;MASC
gabus	جنتر	gabus	جنتر	N;SG	PROPN;NOM;MASC;SG;3
gabus	کاگ	gabus	کاگ	N;SG	
soldier	عسکری.	soldier	عسکری.	PROPN	PROPN;NOM;MASC;SG;3
soldier	فوجی	soldier	فوجی	PROPN	N;NOM;MASC;SG;3
soldier	عسکری.	soldier	عسکری.	PROPN	PROPN;NOM;MASC;SG;3
soldier	فوجی	soldier	فوجی	PROPN	N;NOM;MASC;SG;3
soldier	لشکری	soldier	لشکری	PROPN	PROPN;NOM;MASC;SG;3
topologi	مقامیات	topologi	مقامیات	N;SG	N;NOM;MASC;PL;3
batal	مٹانا	batal	مٹا	;SG	V;MASC;SG;NFIN;ACT
batal	منسوخی	batal	منسوخی	;SG	N;NOM;MASC;SG;3
batal	تنسیخ.	batal	تنسیخ.	;SG	PROPN;NOM;MASC;SG;3
batal	ٹھٹھرانا.	batal	ٹھٹھرانا.	;SG	PROPN;NOM;MASC;SG;3
bertobat	پشیمان.	bertobat	پشیمان.	V;SG;ACT	PROPN;NOM;MASC;SG;3
memanipulasi	برتنا	menmanipulasi	برتنا	PROPN	V;NFIN;ACT
swan	لچکیلی	swan	لچکیلی	PROPN	PROPN;NOM;MASC;SG;3
swan	ہنس	swan	ہنس	PROPN	PROPN;NOM;MASC;SG;3
swan	لچکیلی	swan	لچکیلی	PROPN	PROPN;NOM;MASC;SG;3
nordik	ناردی.	nordik	ناردی.	PROPN	PROPN;NOM;MASC;SG;3
cash	نقدی.	cash	نقدی.	PROPN	PROPN;NOM;MASC;SG;3
cash	دولت.	cash	دولت.	PROPN	V;IPFV;MASC;SG;V.PTCP;ACT
itik	دُبکنا	itik	دُبکنا	N	V;SG;NFIN;ACT
itik	بچنا	itik	بچ	N	V;MASC;SG;NFIN;ACT
itik	پیارے	itik	پیارا	N	PROPN;NOM;MASC;SG;3
ath	پر	ath	پر	PROPN	ADP
hitung	گننا	hitung	گننا	PROPN;SG;ACT	V;MASC;SG;ACT
kejar	پیچھا	kejar	پیچھا		N;NOM;MASC;SG;3
kejar	پستول	kejar	پستول		N;NOM;MASC;SG;3
kejar	جدوجہد	kejar	جدوجہد		N;NOM;MASC;SG;3
kejar	بھگانا	kejar	بھگا		V;MASC;SG;NFIN;ACT
kejar	پیچھا	kejar	پیچھا		N;NOM;MASC;SG;3
kejar	پستول	kejar	پستول		N;NOM;MASC;SG;3
kejar	تعاقب	kejar	تعاقب		N;NOM;MASC;SG;3
kejar	جدوجہد	kejar	جدوجہد		N;NOM;MASC;SG;3
kejar	بھگانا	kejar	بھگا		V;MASC;SG;NFIN;ACT
etis	پسندیدہ	etis	پسندیدہ	N;SG	ADJ
etis	اعلیٰ.	etis	اعلیٰ.	N;SG	PROPN;NOM;MASC;SG;3
printer	ناشر	printer	ناشر	N	PROPN;NOM;MASC;SG;3
canon	ضابطہ	canon	ضابطہ	PROPN	N;NOM;MASC;SG;3
senyum	روشن	senyum	روشن	N;SG	ADJ
senyum	مسکرانا	senyum	مسکرانا	N;SG	PROPN;NOM;MASC;SG;3
senyum	بہلانا.	senyum	بہلانا.	N;SG	
senyum	out	senyum	out	N;SG	
senyum	تبسّم	senyum	تبسّم	N;SG	PROPN;NOM;MASC;SG;3
senyum	ہنسی.	senyum	ہنسی.	N;SG	PROPN;NOM;MASC;SG;3
menghina	تحقیر	menhina	تحقیر	V;SG;ACT	N;NOM;MASC;SG;3
menghina	جارحانہ	menhina	جارحانہ	V;SG;ACT	ADJ
menghina	(	menhina	(	V;SG;ACT	
menghina	خرابی.	menhina	خرابی.	V;SG;ACT	PROPN;NOM;MASC;SG;3
menghina	خرابی.	menhina	خرابی.	V;SG;ACT	PROPN;NOM;MASC;SG;3
menghina	ہتک	menhina	ہتک	V;SG;ACT	PROPN;NOM;MASC;SG;3
hook	پنجہ.	hook	پنجہ.	PROPN	PROPN;NOM;MASC;SG;3
hook	جال.	hook	جال.	PROPN	
hook	چرانا	hook	چرانا	PROPN	V;MASC;SG;NFIN;ACT
hook	آنکڑا.	hook	آنکڑا.	PROPN	PROPN;NOM;MASC;SG;3
hook	درانتی	hook	درانتی	PROPN	ADJ
hook	پھندا	hook	پھندا	PROPN	V;MASC;SG;V.PTCP;ACT
sage	بینا	sage	بینا	PROPN	PROPN;NOM;MASC;SG;3
sage	ساج	sage	ساج	PROPN	
sage	بینا	sage	بینا	PROPN	PROPN;NOM;MASC;SG;3
sage	ساج	sage	ساج	PROPN	
sage	دانا	sage	دانا	PROPN	PROPN;NOM;MASC;SG;3
rok	حاشیہ	rok	حاشیہ	N;SG	PROPN;NOM;MASC;SG;3
rok	کنارا	rok	کنارا	N;SG	V;PFV;MASC;SG;V.PTCP;ACT
rok	گھیرا.	rok	گھیرا.	N;SG	
pencinta	عاشق	pencinta	عاشق	N;SG	PROPN;NOM;MASC;SG;3
pencinta	شیدا.	pencinta	شیدا.	N;SG	PROPN;NOM;MASC;SG;3
kitty	بلوٹا	kitty	بلوٹا	PROPN	PROPN;NOM;MASC;SG;3
kitty	بلونگڑا	kitty	بلونگڑا	PROPN	PROPN;NOM;MASC;SG;3
hemat	باکفایت	hemat	باکفایت	ADJ;SG	PROPN;NOM;MASC;SG;3
nakal	نافرمان	nakal	نافرمان	N;SG	
nakal	ناشائستہ	nakal	ناشائستہ	N;SG	PROPN;NOM;MASC;SG;3
nakal	بدمعاش.	nakal	بدمعاش.	N;SG	ADJ
nakal	نافرمان	nakal	نافرمان	N;SG	
nakal	ناشائستہ	nakal	ناشائستہ	N;SG	PROPN;NOM;MASC;SG;3
nakal	بدمعاش.	nakal	بدمعاش.	N;SG	ADJ
nakal	فسادی	nakal	فسادی	N;SG	ADJ
inn	سرائے	inn	سرائے	PROPN	PROPN;NOM;MASC;SG;3
kesenjangan	حصّوں	kesenjangan	حصّہ	N;SG	N;ACC;MASC;PL;3
kesenjangan	مرحلہ.	kesenjangan	مرحلہ.	N;SG	ADJ
kesenjangan	متفرق	kesenjangan	متفرق	N;SG	ADJ
kesenjangan	درّہ.	kesenjangan	درّہ.	N;SG	PROPN;NOM;MASC;SG;3
kesenjangan	شگاف.	kesenjangan	شگاف.	N;SG	PROPN;NOM;MASC;SG;3
kesenjangan	اختلاف.	kesenjangan	اختلاف.	N;SG	ADJ
kesenjangan	ریخ	kesenjangan	ریخ	N;SG	
kesenjangan	درّہ.	kesenjangan	درّہ.	N;SG	PROPN;NOM;MASC;SG;3
kesenjangan	شگاف.	kesenjangan	شگاف.	N;SG	PROPN;NOM;MASC;SG;3
kesenjangan	اختلاف.	kesenjangan	اختلاف.	N;SG	ADJ
kesenjangan	ریخ	kesenjangan	ریخ	N;SG	
jebakan	دام	jebakan	دام	N;SG	
jebakan	تزویر.	jebakan	تزویر.	N;SG	PROPN;NOM;MASC;SG;3
jebakan	کھٹکا	jebakan	کھٹکا	N;SG	V;PFV;MASC;SG;V.PTCP;ACT
jebakan	کھٹکا	jebakan	کھٹکا	N;SG	V;PFV;MASC;SG;V.PTCP;ACT
jebakan	جال	jebakan	جال	N;SG	V;ACT
pendengaran	اظہارات	pendengaran	اظہار	N;SG	PROPN;NOM;MASC;SG;3
senna	سنا	senna	سنا	PROPN	V;ACT
memasok	سامان	menpasok	سامان	V;SG;ACT	N;NOM;MASC;SG;3
martabat	سُبھاؤ	martabat	سُبھاؤ	N;SG	PROPN;NOM;MASC;SG;3
martabat	قدر	martabat	قدر	N;SG	;NOM;MASC;SG;3
martabat	سُبھاؤ	martabat	سُبھاؤ	N;SG	PROPN;NOM;MASC;SG;3
ampat	شاکی	ampat	شاکی	PROPN	ADJ
ampat	نالاں.	ampat	نالاں.	PROPN	PROPN;NOM;MASC;SG;3
perakitan	جوڑنا	perakitan	جوڑ	N;SG	V;MASC;SG;NFIN;ACT
menipu	بہکانے	mentipu	بہکا		V;NFIN;ACT
menipu	بھٹکانے	mentipu	بھٹکا		V;ACC;NFIN
menipu	فریب	mentipu	فریب		N;NOM;MASC;SG;3
ekstrim	جابرانہ	ekstrim	جابرانہ	N;SG	ADJ
ekstrim	انتہائی	ekstrim	انتہائی	N;SG	ADV
ekstrim	ازحد	ekstrim	ازحد	N;SG	
ekstrim	آخری	ekstrim	آخری	N;SG	ADJ
ekstrim	سخت	ekstrim	سخت	N;SG	ADJ
radja	تعلقدار	radja	تعلقدار	PROPN	N;NOM;MASC;SG;3
radja	جاگیردار.	radja	جاگیردار.	PROPN	PROPN;NOM;MASC;SG;3
radja	رئیس	radja	رئیس	PROPN	N;NOM;MASC;SG;3
teoritis	علمی	teoritis	علمی	N	ADJ
teoritis	علمی	teoritis	علمی	N	ADJ
vagina	مہبل	vagina	مہبل	PROPN;SG	
vagina	غلفہ	vagina	غلفہ	PROPN;SG	PROPN;NOM;MASC;SG;3
vagina	مہبل	vagina	مہبل	PROPN;SG	
vagina	غلفہ	vagina	غلفہ	PROPN;SG	PROPN;NOM;MASC;SG;3
vagina	فرج	vagina	فرج	PROPN;SG	N;NOM;MASC;SG;3
seperempat	پڑاؤ.	seperempat	پڑاؤ.	NUM	PROPN;NOM;MASC;SG;3
seperempat	چہارم	seperempat	چہارم	NUM	PROPN;NOM;MASC;SG;3
seperempat	(	seperempat	(	NUM	
seperempat	ربع	seperempat	ربع	NUM	
dicintai	پسندیدہ.	dicintai	پسندیدہ.	V;SG;PASS	PROPN;NOM;MASC;SG;3
dicintai	محبوب	dicintai	محبوب	V;SG;PASS	PROPN;NOM;MASC;SG;3
dicintai	مرغوب	dicintai	مرغوب	V;SG;PASS	ADJ
promo	بولی	promo	بول	PROPN	V;PFV;FEM;SG;V.PTCP;ACT
promo	پیغام	promo	پیغام	PROPN	N;NOM;MASC;SG;3
promo	غور	promo	غور	PROPN	N;NOM;MASC;SG;3
promo	پیشکش.	promo	پیشکش.	PROPN	N;NOM;MASC;SG;3
promo	بولی	promo	بول	PROPN	V;PFV;FEM;SG;V.PTCP;ACT
promo	پیشکش	promo	پیشکش	PROPN	N;NOM;MASC;SG;3
promo	پیغام	promo	پیغام	PROPN	N;NOM;MASC;SG;3
promo	غور	promo	غور	PROPN	N;NOM;MASC;SG;3
promo	پیشکش.	promo	پیشکش.	PROPN	N;NOM;MASC;SG;3
promo	تشہیر	promo	تشہیر	PROPN	N;NOM;MASC;SG;3
promo	اشتہار.	promo	اشتہار.	PROPN	
sepotong	مثال	sepotong	مثال		N;NOM;MASC;SG;3
sepotong	شق	sepotong	شق		N;NOM;MASC;SG;3
sepotong	حصہ	sepotong	حصہ		N;NOM;MASC;SG;3
sepotong	عورت.	sepotong	عورت.		PROPN;NOM;MASC;SG;3
twenty	xx	twenty	xx	PROPN	NUM
twenty	کثیر.	twenty	کثیر.	PROPN	PROPN;NOM;MASC;SG;3
twenty	بہت	twenty	بہت	PROPN	DET
twenty	xx	twenty	xx	PROPN	
saku	منّا	saku	منّا	N;SG	PROPN;NOM;MASC;SG;3
pembuktian	واقعات	penbuktian	واقع	N;SG	N;NOM;MASC;PL;3
pemangsa	ہلّاک	penmangsa	ہلّاک	N;SG	PROPN;NOM;MASC;SG;3
kesempurnaan	کاملیت	kesempurnaan	کاملیت	N;SG	PROPN;NOM;MASC;SG;3
kesempurnaan	برتری.	kesempurnaan	برتری.	N;SG	PROPN;NOM;MASC;SG;3
metrik	میڑی.	metrik	میڑی.	N	PROPN;NOM;MASC;SG;3
fisi	پھٹنا	fisi	پھٹ	N;SG	PROPN;NOM;MASC;SG;3
fisi	ٹوٹنا	fisi	ٹوٹنا	N;SG	V;NFIN;ACT
pondasi	زمین.	pondasi	زمین.	N;SG	PROPN;NOM;MASC;SG;3
butterfly	اڑانے	butterfly	اڑانہ	PROPN	V;NFIN
pelarangan	بددعا	penlarangan	بددعا	N;SG	;MASC;SG;3
pelarangan	لعنت.	penlarangan	لعنت.	N;SG	PROPN;NOM;MASC;SG;3
pelarangan	(	penlarangan	(	N;SG	
pelarangan	بددعا	penlarangan	بددعا	N;SG	;MASC;SG;3
pelarangan	بندش	penlarangan	بندش	N;SG	PROPN;NOM;MASC;SG;3
pelarangan	لعنت.	penlarangan	لعنت.	N;SG	PROPN;NOM;MASC;SG;3
pelarangan	(	penlarangan	(	N;SG	
psi	ψ	psi	ψ	PROPN	PROPN;NOM;MASC;SG;3
demon	دیو.	demon	دیو.	PROPN	
demon	ظالم	demon	ظالم	PROPN	N;NOM;MASC;SG;3
demon	شیطان	demon	شیطان	PROPN	N;NOM;MASC;SG;3
herald	ہرکارہ.	herald	ہرکارہ.	PROPN	PROPN;NOM;MASC;SG;3
nila	نیل	nila	نیل	PROPN	PROPN;NOM;MASC;SG;3
ketahuilah	how	ketahui	how	V;SG;ACT	PROPN;NOM;MASC;SG;3
ketahuilah	how	ketahui	how	V;SG;ACT	PROPN;NOM;MASC;SG;3
tajuk	فصل.	tajuk	فصل.	N;SG	
hampa	مقعر	hampa	مقعر	PROPN;SG	PROPN;NOM;MASC;SG;3
hampa	بھوکا.	hampa	بھوکا.	PROPN;SG	
hampa	قعر.	hampa	قعر.	PROPN;SG	
hampa	جھوٹا.	hampa	جھوٹا.	PROPN;SG	
hampa	وادی	hampa	وادی	PROPN;SG	PROPN;NOM;MASC;SG;3
hampa	کھودنا.	hampa	کھودنا.	PROPN;SG	V;MASC;SG;V.PTCP;ACT
