myös	וגם	myös	וגם	ADV	
lisätty	הוסיף	lisätä	הוסיף	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
lisätty	נוספו	lisätä	נוסף	V;NOM;SG;V.PTCP;PASS	V;PL;3;PST;MID
lisätty	נוספה	lisätä	נוסף	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
lisätty	הוסיפה	lisätä	הוסיף	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;3;PST;ACT
lisätty	נוסף	lisätä	None	V;NOM;SG;V.PTCP;PASS	ADP
tehdä	הפוך	tehdä	הפוך	V;SG;NFIN;ACT	
toiseksi	שניה	toinen	שניה	ADJ;TRANS;SG	NUM;FEM;SG
toiseksi	שנייה	toinen	שנייה	ADJ;TRANS;SG	NUM;FEM;SG
toiseksi	שני	toinen	שני	ADJ;TRANS;SG	NUM;MASC;PL
toiseksi	שנית	toinen	שנית	ADJ;TRANS;SG	
olemassa	קיימות	olla	קיים	V;IN+ESS;SG;NFIN;ACT	ADJ;FEM;PL
olemassa	קיים	olla	קיים	V;IN+ESS;SG;NFIN;ACT	ADJ;MASC;SG
olemassa	קיימת	olla	קיים	V;IN+ESS;SG;NFIN;ACT	ADJ;FEM;SG
olemassa	קיימים	olla	קיים	V;IN+ESS;SG;NFIN;ACT	ADJ;MASC;PL
olemassa	קיים	olla	קיים	V;IN+ESS;SG;NFIN;ACT	ADJ;MASC;SG
olemassa	קיימת	olla	קיים	V;IN+ESS;SG;NFIN;ACT	ADJ;FEM;SG
olemassa	קיימת	olla	קיים	V;IN+ESS;SG;NFIN;ACT	ADJ;FEM;SG
olemassa	קיימות	olla	קיים	V;IN+ESS;SG;NFIN;ACT	ADJ;FEM;PL
olemassa	קיים	olla	קיים	V;IN+ESS;SG;NFIN;ACT	ADJ;MASC;SG
olemassa	קיימים	olla	קיים	V;IN+ESS;SG;NFIN;ACT	ADJ;MASC;PL
albumin	האלבום	albumi	האלבום	N;GEN;SG	PROPN
kirkon	כנסיה	kirkko	כנסיה	N;GEN;SG	PROPN
varten	בשביל	varten	בשביל	ADV	ADP
viisi	five	viisi	five	NUM;NOM;SG	
oman	אומן	oma	אומן	ADJ;GEN;SG	
oman	עומאן	oma	עומאן	ADJ;GEN;SG	PROPN
oman	משל	oma	משל	ADJ;GEN;SG	
artikkeli	המאמר	artikkeli	המאמר	N;NOM;SG	PROPN
yhteydessä	מקושר	yhteys	מקושר	N;IN+ESS;SG	PROPN
yhteydessä	מחוברים	yhteys	מחובר	N;IN+ESS;SG	V;MASC;PL;V.PTCP;PASS
yhteydessä	מחובר	yhteys	חובר	N;IN+ESS;SG	V;MASC;SG;V.PTCP;PASS
yhteydessä	מחוברת	yhteys	מחובר	N;IN+ESS;SG	PROPN
yhteydessä	מקושר	yhteys	מקושר	N;IN+ESS;SG	PROPN
yhteydessä	מקושרת	yhteys	קושר	N;IN+ESS;SG	V;FEM;SG;V.PTCP;PASS
kunnes	עד	kunnes	עד	CONJ	ADP
kunnes	עד	kunnes	עד	CONJ	ADP
lähde	עזוב	lähde	עזוב	N;NOM;SG	
lähde	עזבו	lähde	עזב	N;NOM;SG	V;PL;3;PST;ACT
lähde	המקור	lähde	המקור	N;NOM;SG	
kuningas	המלך	kuningas	המלך	N;NOM;SG	
kuningas	קינג	kuningas	קינג	N;NOM;SG	PROPN
voisi	יכולת	voida	יכולת	V;COND;SG;3;FIN;ACT	N;FEM;SG
voisi	יכול	voida	None	V;COND;SG;3;FIN;ACT	V;MASC;SG;V.PTCP
monet	הרבה	moni	הרבה	PRO;NOM;PL	ADV
monet	רבות	moni	רב	PRO;NOM;PL	N;FEM;PL
monet	רבים	moni	רב	PRO;NOM;PL	V;MASC;PL;V.PTCP;ACT
monet	מונה	moni	מנה	PRO;NOM;PL	
pronssia	ארד	pronssi	ארד	N;PRT;SG	PROPN
pronssia	הארד	pronssi	ה"הארד	N;PRT;SG	PROPN
raportti	דווח	raportti	דווח	N;NOM;SG	PROPN
raportti	דוח	raportti	דיווח	N;NOM;SG	
poika	בוי	poika	בוי	N;NOM;SG	PROPN
poika	קיד	poika	קיד	N;NOM;SG	PROPN
poika	בני	poika	בני	N;NOM;SG	PROPN
poika	בן	poika	בן	N;NOM;SG	PROPN
sisältää	מכיל	sisältää	הכיל	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
sisältää	מכילה	sisältää	הכיל	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
sisältää	כולל	sisältää	כלל	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
sisältää	כוללת	sisältää	כלל	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
otti	לקח	ottaa	לקח	V;IND;SG;3;PST;FIN;ACT	N;MASC;SG
otti	צילם	ottaa	צילם	V;IND;SG;3;PST;FIN;ACT	PROPN
joskus	בהזדמנות	joskus	בהזדמנות	ADV	
aikaa	הזמן	aika	הזמן	N;PRT;SG	
aikaa	טיים	aika	טיים	N;PRT;SG	PROPN
hieman	במעט	hieman	במעט	ADV	
hieman	במקצת	hieman	במקצת	ADV	
laulaja	זמרת	laulaja	זמרת	N;NOM;SG	PROPN
laulaja	זמר	laulaja	זמר	N;NOM;SG	PROPN
kolmas	שלישי	kolmas	שלישי	ADJ;NOM;SG	PROPN
kolmas	השלישי	kolmas	השליש	ADJ;NOM;SG	PROPN
kolmas	שלישית	kolmas	None	ADJ;NOM;SG	ADV
lähinnä	ברובו	lähinnä	ברובו	ADV	
lähinnä	לרוב	lähinnä	ררוב	ADV	
kultaa	גולד	kulta	גולד	N;PRT;SG	PROPN
lähellä	קרוב	lähellä	קרוב	ADV	
lähellä	סגור	lähellä	סגור	ADV	
lähellä	קרובים	lähellä	קרוב	ADV	N;MASC;PL
lähellä	ליד	lähellä	ליד	ADV	ADP
piti	אהבו	pitää	אהב	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
tehty	עשה	tehdä	עשה	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
tehty	הכין	tehdä	הכין	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
tehty	סיים	tehdä	סיים	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
tehty	סיימתי	tehdä	סיימתי	V;NOM;SG;V.PTCP;PASS	V;SG;1;PST;ACT
tehty	סגור	tehdä	סגור	V;NOM;SG;V.PTCP;PASS	
muutti	שינה	muuttaa	שינה	V;IND;SG;3;PST;FIN;ACT	PROPN
muutti	השתנו	muuttaa	השתנה	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST
muutti	הועבר	muuttaa	הועבר	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
muutti	עבר	muuttaa	עבר	V;IND;SG;3;PST;FIN;ACT	N;MASC;SG
hyvä	טובה	hyvä	None	ADJ;NOM;SG	ADV
hyvä	יופי	hyvä	יופי	ADJ;NOM;SG	PROPN
siirrettiin	עבר	siirtää	עבר	V;IND;PST;FIN;PASS	N;MASC;SG
viimeinen	אחרונות	viimeinen	אחרון	ADJ;NOM;SG	N;FEM;PL
viimeinen	האחרון	viimeinen	האחרון	ADJ;NOM;SG	PROPN
viimeinen	אחרונים	viimeinen	אחרון	ADJ;NOM;SG	ADJ;MASC;PL
rock	רוק	rock	רוק		PROPN
rock	סלע	rock	סלע		
pitkä	גבוהים	pitkä	גבוה	ADJ;NOM;SG	ADJ;MASC;PL
pitkä	לונג	pitkä	לונג	ADJ;NOM;SG	PROPN
itä	מזרחה	itä	מזרחה	N;NOM;SG	ADV
itä	המזרח	itä	המזרח	N;NOM;SG	PROPN
itä	איסט	itä	איסט	N;NOM;SG	PROPN
itä	המזרחי	itä	המזרח	N;NOM;SG	PROPN
maa	ארצי	maa	ארצי	N;NOM;SG	PROPN
maa	הארץ	maa	הארץ	N;NOM;SG	
kausi	העונה	kausi	העונה	N;NOM;SG	ADV
perustettu	נוסדה	perustaa	נוסד	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
perustettu	נוסד	perustaa	נוסד	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
perustettu	ייסד	perustaa	ייסד	V;NOM;SG;V.PTCP;PASS	N;MASC;SG
san	סאן	san	סאן	PROPN;NOM;SG	PROPN
san	סן	san	סן	PROPN;NOM;SG	PROPN
presidentti	נשיאה	presidentti	נשיאה	N;NOM;SG	PROPN
presidentti	הנשיא	presidentti	הנשיא	N;NOM;SG	PROPN
pieni	קטנים	pieni	קטן	ADJ;NOM;SG	ADJ;MASC;PL
pieni	סמול	pieni	סמול	ADJ;NOM;SG	
pieni	קטנות	pieni	קטן	ADJ;NOM;SG	ADJ;FEM;PL
pieni	ליטל	pieni	ניטל	ADJ;NOM;SG	PROPN
nhl	nhl	nhl	nhl	PROPN;NOM;SG	PROPN
keski	ביניים	keski	ביניים	N;NOM;SG	
keski	התיכון	keski	התיכון	N;NOM;SG	PROPN
keski	האמצע	keski	האמצע	N;NOM;SG	
world	העולם	world	העולם	PROPN;NOM;SG	
world	עולם	world	עולם	PROPN;NOM;SG	N;MASC;SG
perusti	נוסדה	perustaa	נוסד	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;3;PST;MID
perusti	נוסד	perustaa	נוסד	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;MID
perusti	ייסד	perustaa	ייסד	V;IND;SG;3;PST;FIN;ACT	N;MASC;SG
kirjoitti	כתבה	kirjoittaa	כתבה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
kirjoitti	כתבתי	kirjoittaa	כתבתי	V;IND;SG;3;PST;FIN;ACT	V;SG;1;PST;ACT
kirjoitti	כתב	kirjoittaa	כתב	V;IND;SG;3;PST;FIN;ACT	N;MASC;SG
kirjoitti	כתבת	kirjoittaa	כתב	V;IND;SG;3;PST;FIN;ACT	PROPN
ensin	ראשון	ensin	ראשון	ADV	PROPN
pitäisi	אמור	pitää	אמור	V;COND;SG;3;FIN;ACT	ADJ;MASC;SG
pitäisi	צריך	pitää	צריך	V;COND;SG;3;FIN;ACT	V;MASC;SG
pitäisi	אמורה	pitää	אמור	V;COND;SG;3;FIN;ACT	ADJ;FEM;SG
voitto	הרווח	voitto	הרווח	N;NOM;SG	
voitto	רווח	voitto	רווח	N;NOM;SG	PROPN
voitto	לנצח	voitto	ניצח	N;NOM;SG	V;NFIN;ACT
voitto	הניצחון	voitto	הניצחון	N;NOM;SG	PROPN
voitto	מנצחת	voitto	ניצח	N;NOM;SG	V;FEM;SG;V.PTCP;ACT
merkittävä	משמעותיים	merkittävä	משמעותי	ADJ;NOM;SG	ADJ;MASC;PL
merkittävä	משמעותיות	merkittävä	משמעותי	ADJ;NOM;SG	ADJ;FEM;PL
merkittävä	משמעותית	merkittävä	משמעותי	ADJ;NOM;SG	ADV
liittyi	הצטרפתי	liittyä	הצטרפתי	V;IND;SG;3;PST;FIN;ACT	V;SG;1;PST
saada	קבל	saada	קבל	V;SG;NFIN;ACT	PROPN
määrä	נפח	määrä	נפח	N;NOM;SG	
määrä	כרך	määrä	כרך	N;NOM;SG	
määrä	הסכום	määrä	הסכום	N;NOM;SG	
alkaa	מתחיל	alkaa	התחיל	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
alkaa	מתחיל	alkaa	התחיל	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
alkaa	מתחילה	alkaa	התחיל	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
alkaa	מתחיל	alkaa	התחיל	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
alkaa	החל	alkaa	None	V;IND;SG;3;PRS;FIN;ACT	ADP
alkaa	התחלה	alkaa	התחלה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
alkaa	התחל	alkaa	התחל	V;IND;SG;3;PRS;FIN;ACT	PROPN
virallinen	רישמי	virallinen	רישמי	ADJ;NOM;SG	PROPN
tunnettu	ידוע	tunnettu	ידוע	ADJ;NOM;SG	N;MASC;SG
tunnettu	הידוע	tunnettu	הידוע	ADJ;NOM;SG	
tunnettu	ידועה	tunnettu	ידע	ADJ;NOM;SG	V;FEM;SG;V.PTCP;ACT
tunnettu	ידועים	tunnettu	ידוע	ADJ;NOM;SG	N;MASC;PL
tunnettu	מפורסם	tunnettu	מפורסם	ADJ;NOM;SG	V;MASC;SG;V.PTCP;PASS
tunnettu	מפורסמים	tunnettu	מפורסם	ADJ;NOM;SG	ADJ;MASC;PL
tunnettu	המפורסם	tunnettu	המפורסם	ADJ;NOM;SG	PROPN
tunnettu	מפורסמות	tunnettu	מפורסם	ADJ;NOM;SG	ADJ;FEM;PL
matti	מט	matti	מט	PROPN;NOM;SG	
matti	מאט	matti	האט	PROPN;NOM;SG	
laji	מין	laji	מין	N;NOM;SG	
laji	מינים	laji	מין	N;NOM;SG	N;MASC;PL
laji	זן	laji	זן	N;NOM;SG	
david	דויד	david	דויד	PROPN;NOM;SG	PROPN
david	דיוויד	david	דיוויד	PROPN;NOM;SG	PROPN
david	דיויד	david	דיויד	PROPN;NOM;SG	PROPN
david	דייוויד	david	דייוויד	PROPN;NOM;SG	PROPN
david	דוד	david	דוד	PROPN;NOM;SG	PROPN
david	דייויד	david	דייויד	PROPN;NOM;SG	PROPN
oma	משל	oma	משל	ADJ;NOM;SG	
saksalainen	גרמני	saksalainen	גרמני	ADJ;NOM;SG	N;MASC;SG
saksalainen	גרמנית	saksalainen	גרמנית	ADJ;NOM;SG	PROPN
saksalainen	גרמנים	saksalainen	גרמני	ADJ;NOM;SG	N;MASC;PL
saksalainen	גרמניה	saksalainen	גרמניה	ADJ;NOM;SG	PROPN
tampereen	טמפרה	tampere	טמפרה	PROPN;GEN;SG	PROPN
joku	מישהי	joku	מישהי	PRO;NOM;SG	PROPN
joku	מישהו	joku	מישהו	PRO;NOM;SG	N;MASC;SG
joku	מישהו	joku	מישהו	PRO;NOM;SG	N;MASC;SG
style	הסגנון	style	הסגנון	N;NOM;SG	PROPN
style	סטייל	style	סטייל	N;NOM;SG	PROPN
huolimatta	חרף	huolimatta	None	ADP	
kuusi	six	kuusi	six	NUM;NOM;SG	
britannian	בריטניה	britannia	בריטניה	N;GEN;SG	PROPN
britannian	בריטים	britannia	בריטי	N;GEN;SG	N;MASC;PL
britannian	בריטית	britannia	בריטי	N;GEN;SG	PROPN
johti	הובילו	johtaa	הוביל	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
johti	הובלת	johtaa	הובלה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
italian	איטליה	italia	איטליה	N;GEN;SG	PROPN
italian	איטלקית	italia	איטלקית	N;GEN;SG	PROPN
italian	איטלקי	italia	איטלקי	N;GEN;SG	PROPN
robert	רוברט	robert	רוברט	PROPN;NOM;SG	PROPN
valtion	המדינה	valtio	המדין	N;GEN;SG	V;FEM;SG;3;PST;ACT
läpi	דרך	läpi	דרך	ADV	
sarja	סדרתי	sarja	סדרתי	N;NOM;SG	ADJ;MASC;SG
sarja	סידורי	sarja	סידורי	N;NOM;SG	N;MASC;PL
sarja	רצף	sarja	רצף	N;NOM;SG	
naisten	נשי	nainen	איש	N;GEN;PL	
naisten	נקבה	nainen	נקבה	N;GEN;PL	PROPN
iii	iii	iii	iii	ADJ	NUM
iii	השלישי	iii	השליש	ADJ	PROPN
prosenttia	אחוזים	prosentti	אחוז	N;PRT;SG	N;MASC;PL
armeijan	צבאי	armeija	צבאי	N;GEN;SG	ADJ;MASC;SG
käytetty	בשימוש	käyttää	בשימוש	V;NOM;SG;V.PTCP;PASS	PROPN
käytetty	בילה	käyttää	בילה	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
käytetty	בילו	käyttää	בילו	V;NOM;SG;V.PTCP;PASS	V;PL;3;PST;ACT
tammikuussa	ינואר	tammikuu	ינואר	N;IN+ESS;SG	PROPN
tammikuussa	בינואר	tammikuu	בינואר	N;IN+ESS;SG	
kesällä	סאמר	kesä	סאמר	N;AT+ESS
;SG	PROPN
kesällä	קיץ	kesä	קיץ	N;AT+ESS
;SG	
kesällä	הקיץ	kesä	הקיץ	N;AT+ESS
;SG	PROPN
kymmenen	ten	kymmenen	ten	NUM;NOM;SG	
länsi	המערב	länteä	המערב	N;NOM;SG	PROPN
länsi	ווסט	länteä	וסט	N;NOM;SG	PROPN
länsi	מערבה	länteä	מערבה	N;NOM;SG	ADV
länsi	וסט	länteä	וסט	N;NOM;SG	PROPN
länsi	המערבי	länteä	המערבי	N;NOM;SG	PROPN
länsi	מערבי	länteä	מערבי	N;NOM;SG	PROPN
edustaa	מייצגת	edustaa	ייצג	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
edustaa	מייצג	edustaa	ייצג	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
edustaa	מייצגים	edustaa	ייצג	V;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
edustaa	מייצג	edustaa	ייצג	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
edustaa	מייצגים	edustaa	ייצג	V;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
edustaa	מייצגת	edustaa	ייצג	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
edustaa	מייצג	edustaa	ייצג	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
paul	פאול	paul	פאול	PROPN;NOM;SG	PROPN
paul	פול	paul	פול	PROPN;NOM;SG	PROPN
kylä	הכפר	kylä	הכפר	N;NOM;SG	
palkinnon	פרס	palkinto	פרס	N;GEN;SG	PROPN
lehden	מגזין	lehti	מגזין	N;GEN;SG	
sivu	דף	sivu	דף	N;NOM;SG	
sivu	עמוד	sivu	עמוד	N;NOM;SG	
sivu	הדף	sivu	הדף	N;NOM;SG	
kilometrin	מייל	kilo#metri	מייל	N;GEN;SG	PROPN
york	יורק	york	יורק	PROPN;NOM;SG	PROPN
pekka	פיטר	pekka	פיטר	PROPN;NOM;SG	PROPN
pekka	פטרוס	pekka	פטרוס	PROPN;NOM;SG	PROPN
pekka	פטר	pekka	פטר	PROPN;NOM;SG	PROPN
muuta	שינוי	muu	שינוי	PRO;PRT;SG	N;MASC;SG
muuta	עודף	muu	עודף	PRO;PRT;SG	
michael	מיכאל	michael	מיכאל	PROPN;NOM;SG	PROPN
michael	מייקל	michael	מייקל	PROPN;NOM;SG	PROPN
ilmestyi	הופיעו	ilmestyä	הופיע	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
englannin	באנגליה	englanti	באנגליה	N;GEN;SG	PROPN
englannin	אנגליה	englanti	אנגליה	N;GEN;SG	PROPN
englannin	אנגלית	englanti	אנגלית	N;GEN;SG	PROPN
tietoa	דאטה	tieto	דאטה	N;PRT;SG	PROPN
tietoa	נתונים	tieto	נתון	N;PRT;SG	N;MASC;PL
osaa	חלק	osata	חלק	V;IMP;SG;2;FIN;ACT	N;MASC;SG
black	שחורה	black	שחורה		ADJ;FEM;SG
black	השחור	black	השחור		
black	black	black	black		
black	שחור	black	שחור		ADJ;MASC;SG
https	https	https	https	N;NOM;SG	
suoraan	סטרייט	suoraan	סטרייט	ADV	PROPN
suoraan	ישר	suoraan	ישר	ADV	
suoraan	ישיר	suoraan	ישיר	ADV	
suoraan	ישירות	suoraan	ישירות	ADV	
suoraan	ישירות	suoraan	ישירות	ADV	
kieli	לשון	kieli	לשון	N;NOM;SG	
lopussa	סוף	loppu	None	N;IN+ESS;SG	ADV
lopussa	סופו	loppu	סופה	N;IN+ESS;SG	
lopussa	קץ	loppu	קץ	N;IN+ESS;SG	
isä	אבא	isä	אבא	N;NOM;SG	
isä	אבא	isä	אבא	N;NOM;SG	
isä	אבא	isä	אבא	N;NOM;SG	
isä	אבי	isä	אבי	N;NOM;SG	PROPN
seitsemän	seven	seitsemän	seven	NUM;NOM;SG	
asukasta	תושבים	asukas	תושב	N;PRT;SG	N;MASC;PL
hallituksen	הממשלה	hallitus	הממשלה	N;GEN;SG	PROPN
kasvaa	גדל	kasvaa	גדל	V;IND;SG;3;PRS;FIN;ACT	
kasvaa	גדלים	kasvaa	גודל	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
kasvaa	צומח	kasvaa	צומח	V;IND;SG;3;PRS;FIN;ACT	
kasvaa	הגדלה	kasvaa	הגדלה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
kasvaa	מתגבר	kasvaa	התגבר	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
kasvaa	הגדלת	kasvaa	הגדלה	V;IND;SG;3;PRS;FIN;ACT	N;PSSD;FEM;SG
kasvaa	גדלים	kasvaa	גודל	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
kasvaa	תגדל	kasvaa	גדל	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;3;FUT
antoi	מסרו	antaa	מסר	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
antoi	נתן	antaa	נתן	V;IND;SG;3;PST;FIN;ACT	PROPN
pelin	המשחק	peli	המשחק	N;GEN;SG	PROPN
versio	גרסא	versio	גרסא	N;NOM;SG	PROPN
vuosien	שנה	vuosi	שנה	N;GEN;PL	N;FEM;SG
love	באהבה	love	באהבה		PROPN
love	אוהב	love	אהב		V;MASC;SG;V.PTCP;ACT
love	אהבה	love	אהבה		N;FEM;SG
love	אוהבת	love	אהב		V;FEM;SG;V.PTCP;ACT
love	אהובה	love	אהובה		PROPN
live	לחיות	live	None	N;NOM;SG	V;NFIN
live	live	live	live	N;NOM;SG	
live	חי	live	חי	N;NOM;SG	
brittiläinen	בריטים	brittiläinen	בריטי	ADJ;NOM;SG	N;MASC;PL
brittiläinen	בריטי	brittiläinen	בריטי	ADJ;NOM;SG	N;MASC;SG
brittiläinen	בריטית	brittiläinen	בריטי	ADJ;NOM;SG	PROPN
päättyi	הסתיימו	päättyä	הסתיים	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST
antaa	שנותן	antaa	שנותן	V;IND;SG;3;PRS;FIN;ACT	
antaa	מעניק	antaa	העניק	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
antaa	נותן	antaa	נתן	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
antaa	מעניקה	antaa	העניק	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
antaa	תני	antaa	הוא	V;IND;SG;3;PRS;FIN;ACT	
antaa	תן	antaa	תן	V;IND;SG;3;PRS;FIN;ACT	
antaa	תנו	antaa	תנו	V;IND;SG;3;PRS;FIN;ACT	
tuo	תביא	tuo	הביא	PRO;NOM;SG	V;MASC;SG;3;FUT;ACT
tuo	יביא	tuo	הביא	PRO;NOM;SG	V;MASC;SG;3;FUT;ACT
tuo	להביא	tuo	הביא	PRO;NOM;SG	V;NFIN;ACT
tuo	הביאו	tuo	הביא	PRO;NOM;SG	V;PL;3;PST;ACT
center	המרכז	center	המרכז	N;NOM;SG	PROPN
center	סנטר	center	סנטר	N;NOM;SG	PROPN
johtaja	המנהיג	johtaja	המנהיג	N;NOM;SG	PROPN
alla	מתחת	alla	מתחת	ADV	ADP
alla	למטה	alla	למטה	ADV	
alla	בהמשך	alla	בהמשך	ADV	
alla	תחת	alla	תחת	ADV	ADP
alla	מתחת	alla	מתחת	ADV	ADP
kohti	כלפי	kohti	כלפי	ADV	ADP
kohti	לכיוון	kohti	לכיוון	ADV	PROPN
kohti	לקראת	kohti	לקראת	ADV	ADP
perustuu	מבוסס	perustua	None	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
nopeasti	מהיר	nopeasti	מהיר	ADV	
nopeasti	מהיר	nopeasti	מהיר	ADV	
hävisi	אבדה	hävitä	אבדה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
hävisi	אבודה	hävitä	אבודה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
hävisi	אבודים	hävitä	אבוד	V;IND;SG;3;PST;FIN;ACT	N;MASC;PL
hävisi	אבוד	hävitä	אבוד	V;IND;SG;3;PST;FIN;ACT	
single	יחיד	single	יחיד	N;NOM;SG	ADJ;MASC;SG
single	סינגל	single	סינגל	N;NOM;SG	PROPN
single	רווקה	single	רווק	N;NOM;SG	PROPN
single	רווק	single	רווק	N;NOM;SG	PROPN
päätti	החלטת	päättää	החלטה	V;IND;SG;3;PST;FIN;ACT	N;PSSD;FEM;SG
päätti	החליטו	päättää	החליט	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
päätti	החלטתי	päättää	החלטתי	V;IND;SG;3;PST;FIN;ACT	V;SG;1;PST;ACT
päätti	הוחלט	päättää	הוחלט	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
heti	מייד	heti	מייד	ADV	
iso	גדולים	iso	גדול	ADJ;NOM;SG	ADJ;MASC;PL
iso	ביג	iso	ביג	ADJ;NOM;SG	
iso	גדולים	iso	גדול	ADJ;NOM;SG	ADJ;MASC;PL
iso	iso	iso	iso	ADJ;NOM;SG	
ruotsalainen	שוודי	ruotsalainen	שוודי	ADJ;NOM;SG	PROPN
ruotsalainen	שוודי	ruotsalainen	שוודי	ADJ;NOM;SG	PROPN
pelannut	שיחק	pelata	שיחק	V;NOM;SG;V.PTCP;ACT	PROPN
pelannut	ניגן	pelata	ניגן	V;NOM;SG;V.PTCP;ACT	N;MASC;SG
uusia	חדש	uusi	חדש	ADJ;PRT;PL	ADJ;MASC;SG
uusia	חדשה	uusi	חדש	ADJ;PRT;PL	ADJ;FEM;SG
rakennettu	בנויה	rakentaa	בנה	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG
rakennettu	נבנתה	rakentaa	נבנה	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
rakennettu	נבנה	rakentaa	נבנה	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
rakennettu	בנה	rakentaa	בנה	V;NOM;SG;V.PTCP;PASS	
rakennettu	בנוי	rakentaa	בנה	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP;ACT
rakennettu	נבנתה	rakentaa	נבנה	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
rakennettu	נבנה	rakentaa	נבנה	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
rakennettu	בנויה	rakentaa	בנה	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG
rakennettu	בנוי	rakentaa	בנה	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP;ACT
uutta	חדשים	uusi	חדש	ADJ;PRT;SG	ADJ;MASC;PL
ilmoitti	הוכרזה	ilmoittaa	הוכרז	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;3;PST;PASS
ilmoitti	הוכרז	ilmoittaa	הוכרז	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
tosin	למרות	tosin	למרות	ADV	ADP
tosin	למרות	tosin	למרות	ADV	ADP
lisää	הוסף	lisää	הוסף	ADV	
lisää	להוסיף	lisää	הוסיף	ADV	V;NFIN;ACT
lisää	הוספה	lisää	הוספה	ADV	N;FEM;SG
oikea	ריאל	oikea	ריאל	ADJ;NOM;SG	PROPN
oikea	אמיתית	oikea	אמיתי	ADJ;NOM;SG	ADV
