elst	эльст	gla	эльст	N	
nyttige	полезно	nyttig	полезный	ADJ;PL	ADJ;NEUT;SG
vega	вега	vege	вег	N;DEF;NEUT;PL	N;INAN;NOM;FEM;SG
sida	page	side	page	N;DEF;FEM;SG	PROPN
sida	страницы	side	страница	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
administrert	управляемые	administrere	управлять	ADJ;INDF;SG;V.PTCP	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
administrert	управляемый	administrere	управлять	ADJ;INDF;SG;V.PTCP	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
administrert	управляемых	administrere	управлять	ADJ;INDF;SG;V.PTCP	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
administrert	управляемый	administrere	управлять	ADJ;INDF;SG;V.PTCP	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
administrert	удалось	administrere	удаться	ADJ;INDF;SG;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;MID
administrert	управляемые	administrere	управлять	ADJ;INDF;SG;V.PTCP	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
melodier	мелодии	melodie	мелодия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
melodier	мелодии	melodie	мелодия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
tips	советы	tips	совет	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
tips	подсказки	tips	подсказка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
reading	читаем	reading	читать	N;INDF;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
reading	чтения	reading	чтение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
reading	читаю	reading	читать	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
foretrakk	предпочла	foretrakk	предпочесть	N;INDF;NEUT;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
sorg	печали	sorg	печаль	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
sorg	печали	sorg	печаль	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
sorg	грусти	sorg	грусть	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
flo	фло	flo	фло	PROPN	
virgin	виргинских	virgin	виргинский	N;INDF;NEUT;SG	ADJ;GEN;PL
evil	злой	evil	злой	N	ADJ;NOM;MASC;SG
evil	злая	evil	злой	N	ADJ;NOM;FEM;SG
bukt	бей	bukt	бей	N;INDF;FEM;SG	INTJ
bukt	bay	bukt	bay	N;INDF;FEM;SG	PROPN
forventes	ожидалось	forventas	ожидать	N;INDF;NEUT;SG	V;IPFV;NEUT;IND;SG;PST;FIN;PASS
forventes	ожидаемые	forventas	ожидать	N;INDF;NEUT;SG	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
forventes	ожидается	forventas	ожидать	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
forventes	ожидаемый	forventas	ожидать	N;INDF;NEUT;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
forventes	ожидаемое	forventas	ожидать	N;INDF;NEUT;SG	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;PASS
rart	странные	rar	странный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
rart	странные	rar	странный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
diplom	дипломы	diplom	диплом	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
philips	philips	philips	philips	N;INDF;MASC;SG	PROPN
jevn	устойчивый	jevn	устойчивый	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
jevn	стабильный	jevn	стабильный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
why	зачем	why	зачем	N	ADV
why	почему	why	почему	N	ADV
future	будущий	future	будущий	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
future	будущая	future	будущий	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
future	будущие	future	будущий	N;INDF;MASC;SG	ADJ;NOM;PL
allsvenskan	аллсвенскан	allsvenskan	аллсвенскан	N;INDF;MASC;SG	ADJ;FEM;SG
tenkning	думаю	tenkning	думать	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
parallell	параллельно	parallell	параллельно	ADJ;INDF;SG	ADV
parallell	параллель	parallell	параллель	ADJ;INDF;SG	N;INAN;NOM;FEM;SG
parallell	параллельные	parallell	параллельный	ADJ;INDF;SG	ADJ;NOM;PL
parallell	параллельных	parallell	параллельный	ADJ;INDF;SG	ADJ;GEN;PL
pre	пре	pre	пре	N;INDF;MASC;SG	
innvendig	внутри	innvendig	внутри	ADJ;INDF;NEUT;SG	ADV
innvendig	изнутри	innvendig	изнутри	ADJ;INDF;NEUT;SG	ADV
innvendig	внутрь	innvendig	внутрь	ADJ;INDF;NEUT;SG	ADV
body	body	body	body	N	PROPN
akutt	острая	akutt	острый	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
akutt	острой	akutt	острый	N;INDF;MASC;SG	ADJ;INS;FEM;SG
akutt	острое	akutt	острый	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
akutt	острый	akutt	острый	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
give	отдать	give	отдать	N;INDF;MASC;SG	V;PFV;NFIN;ACT
give	дать	give	дать	N;INDF;MASC;SG	V;PFV;NFIN;ACT
give	дай	give	дать	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
give	дайте	give	дать	N;INDF;MASC;SG	V;PFV;IMP;PL;2;FIN;ACT
furu	пайн	furu	пайн	N;INDF;MASC;SG	PART
forberedt	подготовленный	forberedt	подготовить	ADJ;INDF;NEUT;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
forberedt	подготовлена	forberedt	подготовить	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
forberedt	подготовленные	forberedt	подготовить	ADJ;INDF;NEUT;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
forberedt	подготовлено	forberedt	подготовить	ADJ;INDF;NEUT;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
forberedt	подготовлен	forberedt	подготовить	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
forutsetter	предполагает	forutsetter	предполагать	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
forutsetter	подразумевает	forutsetter	подразумевать	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
sletter	удаление	sletter	удаление	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
interwiki	interwiki	interwiki	interwiki	N;INDF;MASC;SG	PROPN
giles	джайлз	giles	джайлз	N;INDF;MASC;SG	
zambia	замбии	zambia	замбия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
bom	бон	bom	бон	N;INDF;MASC;SG	
kunstverk	artwork	kunstverk	artwork	N;INDF;NEUT;SG	PROPN
oppførte	действовал	oppføre	действовать	ADJ;PL;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
oppførte	действовала	oppføre	действовать	ADJ;PL;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
oppførte	действовали	oppføre	действовать	ADJ;PL;V.PTCP	V;IPFV;IND;PL;PST;FIN;ACT
oppførte	действовало	oppføre	действовать	ADJ;PL;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
guttene	boys	gutt	boys	N;DEF;FEM;PL	PROPN
rockefeller	рокфеллера	rockefeller	рокфеллер	N;INDF;FEM;PL	N;ANIM;ACC;MASC;SG
productions	productions	productions	productions	N;INDF;NEUT;SG	PROPN
granitt	гранит	grani	гранит	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
crystal	кристаллы	crystal	кристалл	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
hindi	хинди	hindi	хинди	N;INDF;NEUT;SG	
shorts	шорты	short	шорт	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
wells	скважины	wells	скважина	PROPN	N;INAN;NOM;FEM;PL
wells	уэллс	wells	уэллс	PROPN	N;ANIM;NOM;MASC;SG
språklige	языковым	språklig	языковой	ADJ;PL	ADJ;INS;NEUT;SG
blokk	заблокировать	blokk	блокировать	N;INDF;FEM;SG	V;PFV;NFIN;ACT
blokk	блокировать	blokk	блокировать	N;INDF;FEM;SG	V;IPFV;NFIN;ACT
overkant	избыток	overkant	избыток	ADV	N;INAN;NOM;MASC;SG
overkant	превышение	overkant	превышение	ADV	N;INAN;NOM;NEUT;SG
overkant	излишки	overkant	излишек	ADV	N;INAN;NOM;MASC;PL
skottlands	шотландии	skottlands	шотландия	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
husket	вспомнил	husk	вспомянуть	N;DEF;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
husket	вспомнила	husk	вспомянуть	N;DEF;NEUT;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
naken	голые	naken	голый	ADJ;INDF;SG	ADJ;NOM;PL
åbo	турку	åbo	турка	PROPN	N;INAN;NOM;FEM;SG
benz	benz	benze	benz	N;INDF;MASC;SG	PROPN
grekere	греки	grekere	грек	N;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
grekere	греков	grekere	грек	N;INDF;FEM;SG	N;ANIM;GEN;MASC;PL
arven	наследования	arv	наследование	N;DEF;MASC;SG	N;INAN;NOM;NEUT;PL
pleier	обычно	pleie	обычно	V;IND;PRS;FIN	ADV
giftige	ядовитая	giftig	ядовитый	ADJ;PL	ADJ;NOM;FEM;SG
cardiff	кардифф	cardiff	кардифф	PROPN	N;INAN;NOM;MASC;SG
utfyllende	всеобъемлющий	utfyllende	всеобъемлющий	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
utfyllende	всеобъемлющего	utfyllende	всеобъемлющий	N;INDF;MASC;SG	ADJ;GEN;MASC;SG
irakiske	иракцы	irakisk	иракец	ADJ;PL	N;ANIM;NOM;MASC;PL
irakiske	иракский	irakisk	иракский	ADJ;PL	ADJ;NOM;MASC;SG
irakiske	иракская	irakisk	иракский	ADJ;PL	ADJ;NOM;FEM;SG
irakiske	ирака	irakisk	ирак	ADJ;PL	N;INAN;GEN;MASC;SG
catholic	католической	catholic	католический	N	ADJ;INS;FEM;SG
catholic	католическая	catholic	католический	N	ADJ;NOM;FEM;SG
arkivert	архив	arkivere	архив	ADJ;INDF;NEUT;SG;V.PTCP	N;INAN;NOM;MASC;SG
arkivert	подано	arkivere	подать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
arkivert	подал	arkivere	подать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
enormt	огромные	enorm	огромный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
enormt	огромные	enorm	огромный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
imperial	imperial	imperial	imperial	N;INDF;MASC;SG	PROPN
forfølgelse	преследования	forfølgelse	преследование	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
lovgivning	законов	lovgivning	закон	N;INDF;FEM;SG	N;INAN;GEN;MASC;PL
lovgivning	законы	lovgivning	закон	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
feste	party	feste	party	N;INDF;NEUT;SG	PROPN
stranda	beach	strand	beach	N;DEF;FEM;SG	PROPN
fraser	фраз	frase	фраза	N;INDF;NEUT;SG	N;INAN;GEN;FEM;PL
fraser	фразы	frase	фраза	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
lotus	lotus	lotus	lotus	N;INDF;MASC;SG	PROPN
forsterkninger	подкрепление	forsterkning	подкрепление	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
forsterkninger	укрепление	forsterkning	укрепление	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
forsterkninger	усиление	forsterkning	усиление	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
hang	хун	henge	хун	V;IND;PST;FIN	N;INAN;NOM;MASC;SG
presentere	настоящее	presentere	настоящий	V;NFIN	ADJ;NOM;NEUT;SG
presentere	подарок	presentere	подарок	V;NFIN	N;INAN;NOM;MASC;SG
umiddelbar	мгновение	umiddelbar	мгновение	ADJ;INDF;SG	N;INAN;NOM;NEUT;SG
umiddelbar	немедленно	umiddelbar	немедленно	ADJ;INDF;SG	ADV
umiddelbar	незамедлительно	umiddelbar	незамедлительно	ADJ;INDF;SG	ADV
potensielle	потенциал	potensiell	потенциал	ADJ;PL	N;INAN;NOM;MASC;SG
potensielle	потенциальная	potensiell	потенциальный	ADJ;PL	ADJ;NOM;FEM;SG
ekspedisjoner	экспедиции	ekspedisjon	экспедиция	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
hansson	ханссон	hansson	ханссон	N;INDF;MASC;SG	
today	сегодня	today	сегодня	N;INDF;MASC;SG	ADV
today	today	today	today	N;INDF;MASC;SG	PROPN
advarsel	предупреждения	advarsel	предупреждение	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
støttes	поддерживаемые	støttes	поддерживать	N;INDF;MASC;SG	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
støttes	поддерживается	støttes	поддерживать	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
støttes	поддержал	støttes	поддержать	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
støttes	поддерживаются	støttes	поддерживать	N;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
lines	строк	line	строка	N;INDF;NEUT;SG	N;INAN;GEN;FEM;PL
lines	линии	line	линия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
lines	линий	line	линия	N;INDF;NEUT;SG	N;INAN;GEN;FEM;PL
lines	строки	line	строка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
unikt	уникальные	unik	уникальный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
leiden	лейденский	leid	лейденский	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
geologisk	геологических	geologisk	геологический	ADJ;INDF;NEUT;SG	ADJ;GEN;PL
boisduval	boisduval	boisduval	boisduval	N;INDF;NEUT;SG	PROPN
definerte	определен	definere	определить	ADJ;PL;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
definerte	определена	definere	определить	ADJ;PL;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
definerte	определено	definere	определить	ADJ;PL;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
definerte	определены	definere	определить	ADJ;PL;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
fredelig	мирно	fredelig	мирно	N;INDF;MASC;SG	ADV
fredelig	мирная	fredelig	мирный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
fredelig	мирные	fredelig	мирный	N;INDF;MASC;SG	ADJ;NOM;PL
fredelig	мирное	fredelig	мирный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
fredelig	мирного	fredelig	мирный	N;INDF;MASC;SG	ADJ;GEN;MASC;SG
fredelig	мирный	fredelig	мирный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
undervist	научил	undervist	научить	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
undervist	преподавал	undervist	преподавать	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
vita	vita	vite	vita	N;INDF;MASC;SG	PROPN
oppmuntret	поощряется	oppmuntr	поощрять	N;DEF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
oppmuntret	поощряли	oppmuntr	поощрять	N;DEF;NEUT;SG	V;IPFV;IND;PL;PST;FIN;ACT
montreal	монреальского	montreal	монреальский	N;INDF;NEUT;SG	ADJ;GEN;MASC;SG
sid	sid	sid	sid	N;INDF;NEUT;SG	PROPN
hearts	сердца	hear	сердце	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
sardinia	сардинии	sardini	сардиния	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
feire	праздновать	feire	праздновать	N;INDF;MASC;SG	V;IPFV;NFIN;ACT
feire	отметить	feire	отметить	N;INDF;MASC;SG	V;PFV;NFIN;ACT
feire	отпраздновать	feire	отпраздновать	N;INDF;MASC;SG	V;PFV;NFIN;ACT
øyeblikkelig	немедленно	øyeblikkelig	немедленно	N;INDF;MASC;SG	ADV
øyeblikkelig	незамедлительно	øyeblikkelig	незамедлительно	N;INDF;MASC;SG	ADV
øyeblikkelig	немедленно	øyeblikkelig	немедленно	N;INDF;MASC;SG	ADV
øyeblikkelig	немедленное	øyeblikkelig	немедленный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
øyeblikkelig	незамедлительно	øyeblikkelig	незамедлительно	N;INDF;MASC;SG	ADV
øyeblikkelig	моментально	øyeblikkelig	моментально	N;INDF;MASC;SG	ADV
øyeblikkelig	мгновенно	øyeblikkelig	мгновенно	N;INDF;MASC;SG	ADV
forklares	пояснил	forklare	пояснить	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
forklares	объяснили	forklare	объяснить	N;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
forklares	объяснила	forklare	объяснить	N;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
forklares	пояснила	forklare	пояснить	N;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
forklares	объяснил	forklare	объяснить	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
konferanse	конференции	konferanse	конференция	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
magi	волшебная	magi	волшебный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
magi	magic	magi	magic	N;INDF;MASC;SG	PROPN
etikk	этики	etikk	этика	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
stigende	растущая	stigende	расти	N;INDF;MASC;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
stigende	восходящей	stigende	восходить	N;INDF;MASC;SG	V;IPFV;INS;FEM;SG;PRS;V.PTCP;ACT
hopper	прыгает	hoppe	прыгать	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
hopper	прыжок	hoppe	прыжок	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
hopper	прыгать	hoppe	прыгать	N;INDF;FEM;PL	V;IPFV;NFIN;ACT
hopper	хоппер	hoppe	хоппер	N;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
kreps	раков	kreps	рак	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
kreps	раки	kreps	рака	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
misjon	миссии	misjon	миссия	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
befestet	укрепили	befest	укрепить	N;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
enstemmig	единогласно	enstemmig	единогласно	N;INDF;MASC;SG	ADV
enstemmig	единодушно	enstemmig	единодушно	N;INDF;MASC;SG	ADV
enstemmig	единогласное	enstemmig	единогласный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
enstemmig	единогласно	enstemmig	единогласно	N;INDF;MASC;SG	ADV
enstemmig	единодушно	enstemmig	единодушно	N;INDF;MASC;SG	ADV
originalen	оригинальная	originale	оригинальный	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
originalen	оригинально	originale	оригинально	N;DEF;MASC;SG	ADV
originalen	оригинальные	originale	оригинальный	N;DEF;MASC;SG	ADJ;NOM;PL
originalen	первоначального	originale	первоначальный	N;DEF;MASC;SG	ADJ;GEN;MASC;SG
originalen	оригинальный	originale	оригинальный	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
macdonald	макдональд	macdonald	макдональд	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG
prost	прост	prost	простой	N;INDF;MASC;SG	ADJ;MASC;SG
folkelig	популярная	folkelig	популярный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
folkelig	популярных	folkelig	популярный	N;INDF;MASC;SG	ADJ;GEN;PL
folkelig	популярный	folkelig	популярный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
folkelig	популярное	folkelig	популярный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
folkelig	популярные	folkelig	популярный	N;INDF;MASC;SG	ADJ;NOM;PL
hoteller	hotels	hotelle	hotels	N;INDF;FEM;PL	PROPN
ving	крыла	ving	крыло	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
sopp	грибы	sopp	гриб	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
sopp	грибы	sopp	гриб	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
avslutningen	выпускной	avslutning	выпускной	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
tommer	дюйм	tom	дюя	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
tommer	дюйма	tom	дюйм	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
uklar	неясно	ukle	неясный	N;INDF;MASC;SG	ADJ;NEUT;SG
uklar	неясным	ukle	неясный	N;INDF;MASC;SG	ADJ;INS;NEUT;SG
uklar	непонятно	ukle	непонятный	N;INDF;MASC;SG	ADJ;NEUT;SG
bevist	доказали	bevise	доказать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
bevist	доказала	bevise	доказать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
bevist	доказано	bevise	доказать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
bevist	доказал	bevise	доказать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
bevist	доказана	bevise	доказать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
bevist	доказано	bevise	доказать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
bevist	доказал	bevise	доказать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
åndelig	духовные	åndelig	духовный	ADJ;INDF;SG	ADJ;NOM;PL
medarbeider	работник	medarbeide	работник	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;SG
medarbeider	сотрудник	medarbeide	сотрудник	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;SG
medarbeider	служащий	medarbeide	служащий	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;SG
medarbeider	коллега	medarbeide	коллега	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;SG
medarbeider	ассоциированных	medarbeide	ассоциировать	N;INDF;NEUT;PL	V;PFV;GEN;PL;PST;V.PTCP;PASS
kommisjon	комиссии	kommisjon	комиссия	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
alla	алла	all	алла		N;ANIM;NOM;FEM;SG
dee	ди	dee	ди	N;INDF;NEUT;SG	
brått	неожиданно	brå	неожиданно	ADJ;INDF;NEUT;SG	ADV
brått	внезапно	brå	внезапно	ADJ;INDF;NEUT;SG	ADV
brått	вдруг	brå	вдруг	ADJ;INDF;NEUT;SG	ADV
brått	внезапно	brå	внезапно	ADJ;INDF;NEUT;SG	ADV
vie	посвятить	vie	посвятить	N;INDF;MASC;SG	V;PFV;NFIN;ACT
vie	уделять	vie	уделять	N;INDF;MASC;SG	V;IPFV;NFIN;ACT
avenue	avenue	avenue	avenue	N;INDF;MASC;SG	PROPN
audi	audi	aud	audi	N;INDF;MASC;SG	PROPN
beskjeden	скромная	beskjed	скромный	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
beskjeden	скромный	beskjed	скромный	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
beskjeden	скромные	beskjed	скромный	N;DEF;MASC;SG	ADJ;NOM;PL
alberta	альберты	alberte	альберт	PROPN	N;INAN;NOM;FEM;PL
alberta	альберта	alberte	альберт	PROPN	N;ANIM;NOM;MASC;SG
synonym	синоним	synonym	синоньмый	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
jenta	girl	jente	girl	N;DEF;FEM;SG	PROPN
later	притворяется	later	притворять	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;MID
korstog	crusade	korstog	crusade	N;INDF;NEUT;SG	PROPN
korstog	крестоносцев	korstog	крестоносец	N;INDF;NEUT;SG	N;ANIM;GEN;MASC;PL
brukernavn	username	brukernavn	username	N;INDF;NEUT;SG	PROPN
huskes	вспомнил	huskes	вспомянуть	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
huskes	вспомнила	huskes	вспомянуть	N;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
erstattes	заменяет	erstattes	заменять	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
overføring	передачи	overføring	передача	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
vor	vor	vor	vor	N;INDF;MASC;SG	PROPN
catalonia	catalunya	catalonie	catalunya	N;DEF;FEM;SG	PROPN
catalonia	каталонии	catalonie	каталония	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
afghanske	афганская	afghansk	афганский	ADJ;PL	ADJ;NOM;FEM;SG
afghanske	афганский	afghansk	афганский	ADJ;PL	ADJ;NOM;MASC;SG
sokker	носки	sokker	носок	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
avklart	решен	avklare	решить	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
avklart	разрешен	avklare	разрешить	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
avklart	решена	avklare	решить	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
avklart	урегулирован	avklare	урегулировать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
fish	рыбы	fish	рыба	N;INDF;MASC;SG	N;ANIM;NOM;FEM;PL
rue	рю	rue	рю	N;INDF;NEUT;SG	PART
svinger	перепады	svinger	перепад	V;IND;PRS;FIN	N;INAN;NOM;MASC;PL
borneo	борнео	borneo	борнео	N;INDF;NEUT;SG	ADV
fysiologi	физиологии	fysiologi	физиология	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
svakere	слабее	svakere	слабый	N;INDF;MASC;SG	ADJ;CMPR
ragnvald	рёгнвальд	ragnvald	рёгнвальд	N;INDF;MASC;SG	
homofile	геев	homofil	гей	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
homofile	геи	homofil	гея	N;INDF;MASC;SG	N;ANIM;NOM;FEM;PL
homofile	гомосексуалистов	homofil	гомосексуалист	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
homofile	gay	homofil	gay	N;INDF;MASC;SG	PROPN
homofile	геи	homofil	гея	N;INDF;MASC;SG	N;ANIM;NOM;FEM;PL
syriske	сирийской	syrisk	сирийский	ADJ;PL	ADJ;INS;FEM;SG
syriske	сирийская	syrisk	сирийский	ADJ;PL	ADJ;NOM;FEM;SG
visstnok	предположительно	visstnok	предположительно	N;INDF;MASC;SG	ADV
visstnok	очевидно	visstnok	очевидный	N;INDF;MASC;SG	ADJ;NEUT;SG
visstnok	видимо	visstnok	видимо	N;INDF;MASC;SG	ADV
sparken	консервы	spark	консервы	N;DEF;MASC;SG	N;INAN;NOM;MASC;PL
