les	the	le	the	DET;DEF;PL	PROPN
toute	all	tout	all	DET;FEM;SG	PROPN
toute	aii	tout	aii	DET;FEM;SG	PROPN
asp	asp	asp	asp	N;MASC;SG	PROPN
étaient	were	être	were	V;IND;PL;3;IPFV;FIN	PROPN
musée	museum	musée	museum	N;MASC;SG	PROPN
troisième	sepertiga	troisième	sepertiga	ADJ;MASC;SG	NUM
troisième	ketiga	troisième	ketiga	ADJ;MASC;SG	NUM
nombreux	banyak	nombreux	banyak	ADJ;MASC;PL	ADV
cependant	namun	cependant	namun	ADV	CONJ
stade	stade	stade	stade	N;MASC;SG	PROPN
stade	stage	stade	stage	N;MASC;SG	PROPN
tard	terlambat	tard	terlambat	ADV	ADJ;SG
tard	telat	tard	telat	ADV	ADJ;SG
tard	larut	tard	larut	ADV	V;SG;ACT
reste	tetap	rester	tetap	V;IND;SG;3;PRS;FIN	ADV;SG
reste	stay	rester	stay	V;IND;SG;3;PRS;FIN	PROPN
seconde	detik	second	detik	ADJ;FEM;SG	N;SG
seconde	kedua	second	kedua	ADJ;FEM;SG	NUM
seconde	second	second	second	ADJ;FEM;SG	PROPN
roman	roman	roman	roman	N;MASC;SG	PROPN
roman	romawi	roman	romawi	N;MASC;SG	PROPN;SG
jours	days	jour	days	N;MASC;PL	PROPN
jours	hari	jour	hari	N;MASC;PL	N;SG
hui	hui	hui	hui		PROPN
hui	today	hui	today		PROPN
édition	edit	édition	edit	N;FEM;SG	PROPN
édition	menyunting	édition	menyunting	N;FEM;SG	V
édition	menerbitkan	édition	menterbitkan	N;FEM;SG	V;SG;ACT
éditions	edisi	édition	edisi	N;FEM;PL	N;SG
éditions	éditions	édition	éditions	N;FEM;PL	PROPN
historique	bersejarah	historique	bersejarah	ADJ;MASC;SG	N;SG;ACT
historique	historis	historique	historis	ADJ;MASC;SG	N
historique	bersejarah	historique	bersejarah	ADJ;MASC;SG	N;SG;ACT
historique	sejarah	historique	sejarah	ADJ;MASC;SG	N;SG
historique	history	historique	history	ADJ;MASC;SG	PROPN
historique	riwayat	historique	riwayat	ADJ;MASC;SG	N
historique	sejarah	historique	sejarah	ADJ;MASC;SG	N;SG
sera	will	être	will	V;IND;SG;3;FUT;FIN	PROPN
sera	akan	être	akan	V;IND;SG;3;FUT;FIN	ADV
robert	robert	robert	robert	N;MASC;SG	PROPN
officiel	official	officiel	official	ADJ;MASC;SG	PROPN
officiel	officiel	officiel	officiel	ADJ;MASC;SG	PROPN
membres	anggota	membre	anggota	N;MASC;PL	N;SG
membres	member	membre	menber	N;MASC;PL	
membres	keanggotaan	membre	keanggotaan	N;MASC;PL	N;SG
membres	anggota	membre	anggota	N;MASC;PL	N;SG
champion	champ	champion	champ	N;MASC;SG	PROPN
michel	michael	michel	michael	PROPN	PROPN
michel	mikail	michel	mikail	PROPN	N
michel	michel	michel	michel	PROPN	PROPN
modèle	template	modèle	template	N;MASC;SG	PROPN
modèle	templat	modèle	templat	N;MASC;SG	PROPN
travail	bekerja	travail	bekerja	N;MASC;SG	V;SG;ACT
femme	women	femme	women	N;FEM;SG	PROPN
femme	woman	femme	woman	N;FEM;SG	PROPN
femme	female	femme	female	N;FEM;SG	PROPN
femme	wife	femme	wife	N;FEM;SG	PROPN
cinq	five	cinq	five	NUM	PROPN
cinq	cinq	cinq	cinq	NUM	PROPN
bas	stoking	bas	stoking	ADJ;MASC;SG	N;SG
bas	low	bas	low	ADJ;MASC;SG	PROPN
bas	bas	bas	bas	ADJ;MASC;SG	PROPN
texte	sms	texte	sms	N;MASC;SG	PROPN
terre	earth	terre	earth	N;FEM;SG	PROPN
terre	land	terre	land	N;FEM;SG	PROPN
terre	terre	terre	terre	N;FEM;SG	PROPN
allemagne	allemagne	allemagne	allemagne	PROPN	PROPN
allemagne	jerman	allemagne	jerman	PROPN	PROPN;SG
compétition	bersaing	compétition	bersaing	N;FEM;SG	V;SG;ACT
compétition	kompetitif	compétition	kompetitif	N;FEM;SG	ADJ;SG
wikipédia	wikipedia	wikipédia	wikipedia	V;MASC;SG;PST;V.PTCP	N
allemand	german	allemand	german	N;MASC;SG	PROPN
allemand	jerman	allemand	jerman	N;MASC;SG	PROPN;SG
britannique	britania	britannique	britania	ADJ;MASC;SG	PROPN
britannique	british	britannique	british	ADJ;MASC;SG	PROPN
porte	gate	porte	gate	N;FEM;SG	PROPN
porte	porte	porte	porte	N;FEM;SG	PROPN
porte	door	porte	door	N;FEM;SG	PROPN
hommes	pria	homme	pria	N;MASC;PL	N;SG
hommes	men	homme	men	N;MASC;PL	PROPN
hommes	jantan	homme	jantan	N;MASC;PL	N;SG
italie	italy	italie	italy	PROPN	PROPN
italie	italia	italie	italia	PROPN	PROPN
bataille	battle	bataille	battle	N;FEM;SG	PROPN
corps	body	corps	body	N;MASC;SG	PROPN
corps	buh	corps	buh	N;MASC;SG	PROPN
corps	corps	corps	corps	N;MASC;SG	PROPN
demi	setengahnya	demi	setengah	ADJ;MASC;SG	N;SG
demi	half	demi	half	ADJ;MASC;SG	PROPN
demi	demi	demi	demi	ADJ;MASC;SG	ADP
siège	mengepung	siège	menkepung	N;MASC;SG	V;SG;ACT
siège	seat	siège	seat	N;MASC;SG	PROPN
personnes	rakyat	personne	rakyat	N;FEM;PL	N;SG
personnes	orang	personne	orang	N;FEM;PL	N;SG
personnes	people	personne	people	N;FEM;PL	PROPN
route	highway	route	highway	N;FEM;SG	PROPN
route	road	route	road	N;FEM;SG	PROPN
finale	finale	finale	finale	N;FEM;SG	PROPN
finale	finals	finale	finals	N;FEM;SG	PROPN
jeune	young	jeune	young	ADJ;MASC;SG	PROPN
jeune	mudanya	jeune	muda	ADJ;MASC;SG	N;SG
match	cocok	match	cocok	N;MASC;SG	ADJ;SG
peuvent	dapat	pouvoir	dapat	V;IND;PL;3;PRS;FIN	ADV;SG;ACT
peuvent	can	pouvoir	can	V;IND;PL;3;PRS;FIN	PROPN
peuvent	bisa	pouvoir	bisa	V;IND;PL;3;PRS;FIN	ADV
york	york	york	york	PROPN	PROPN;SG
royaume	kingdom	royaume	kingdom	N;MASC;SG	PROPN
royaume	kerajaan	royaume	kerajaan	N;MASC;SG	PROPN;SG
royaume	royaume	royaume	royaume	N;MASC;SG	PROPN
long	long	long	long	ADJ;MASC;SG	PROPN
base	dasar	base	dasar	N;FEM;SG	ADJ;SG
base	basis	base	basis	N;FEM;SG	PROPN;SG
base	basis	base	basis	N;FEM;SG	PROPN;SG
études	studi	étude	studi	N;FEM;PL	N;SG
communauté	community	communauté	community	N;FEM;SG	PROPN
association	association	association	association	N;FEM;SG	PROPN
militaire	kemiliteran	militaire	kemiliteran	ADJ;MASC;SG	N;SG
livre	book	livre	book	N;MASC;SG	PROPN
livre	pon	livre	pon	N;MASC;SG	PROPN
livre	pound	livre	pound	N;MASC;SG	PROPN
livre	livre	livre	livre	N;MASC;SG	PROPN
américaine	american	américain	american	ADJ;FEM;SG	PROPN
américaine	amerika	américain	amerika	ADJ;FEM;SG	PROPN;SG
haut	high	haut	high	ADJ;MASC;SG	PROPN
haut	puncak	haut	puncak	ADJ;MASC;SG	N;SG
suisse	swiss	suisse	swiss	ADJ;MASC;SG	PROPN
suisse	swiss	suisse	swiss	ADJ;MASC;SG	PROPN
canada	kanada	canada	kanada	N;MASC;SG	PROPN;SG
canada	canada	canada	canada	N;MASC;SG	PROPN
valign	valign	valign	valign	PROPN	N
suivant	sbb	suivre	sbb	V;PRS;V.PTCP	
suivant	selanjutnya	suivre	selanjutnya	V;PRS;V.PTCP	ADV
suivant	berikutnya	suivre	berikutnya	V;PRS;V.PTCP	ADV
suivant	next	suivre	next	V;PRS;V.PTCP	PROPN
beaucoup	much	beaucoup	much	ADV	PROPN
dire	say	dire	say	V;NFIN	PROPN
seul	sendirian	seul	sendirian	ADJ;MASC;SG	N;SG
seul	alone	seul	alone	ADJ;MASC;SG	PROPN
seul	only	seul	only	ADJ;MASC;SG	PROPN
seul	saja	seul	saja	ADJ;MASC;SG	ADV
seul	hanya	seul	hanya	ADJ;MASC;SG	ADV
fille	cewe	fille	cewe	N;FEM;SG	PROPN
fille	cewek	fille	cewek	N;FEM;SG	PROPN
fille	girl	fille	girl	N;FEM;SG	PROPN
fille	daughter	fille	daughter	N;FEM;SG	PROPN
fille	putri	fille	putri	N;FEM;SG	PROPN;SG
fille	dikit	fille	dikit	N;FEM;SG	PROPN
buts	bertujuan	but	bertujuan	N;MASC;PL	V;SG;ACT
buts	gol	but	gol	N;MASC;PL	N;SG
buts	tujuan	but	tujuan	N;MASC;PL	N;SG
enfants	anak	enfant	anak	N;MASC;PL	N;SG
enfants	childrens	enfant	childrens	N;MASC;PL	PROPN
direction	direction	direction	direction	N;FEM;SG	PROPN
pouvoir	tenaga	pouvoir	tenaga	V;NFIN	N;SG
pouvoir	kekuasaan	pouvoir	kekuasaan	V;NFIN	N;SG
pouvoir	kekuatan	pouvoir	kekuatan	V;NFIN	N;SG
pouvoir	power	pouvoir	power	V;NFIN	PROPN
pouvoir	daya	pouvoir	daya	V;NFIN	N;SG
but	goal	but	goal	N;MASC;SG	PROPN
merci	trims	merci	trims	INTJ	PROPN
merci	terimakasih	merci	terimakasih	INTJ	V;SG;PASS
merci	makasih	merci	makasih	INTJ	N
tête	head	tête	head	N;FEM;SG	PROPN
union	union	union	union	N;FEM;SG	PROPN
union	uni	union	uni	N;FEM;SG	PROPN;SG
union	serikat	union	serikat	N;FEM;SG	PROPN;SG
ancienne	old	ancien	old	ADJ;FEM;SG	PROPN
ancienne	mantan	ancien	mantan	ADJ;FEM;SG	N;SG
premiers	pertama	premier	pertama	ADJ;MASC;PL	NUM
premiers	duluan	premier	duluan	ADJ;MASC;PL	
premiers	dulu	premier	dulu	ADJ;MASC;PL	N
premiers	first	premier	first	ADJ;MASC;PL	PROPN
prend	take	prendre	take	V;IND;SG;3;PRS;FIN	PROPN
maire	maire	maire	maire	N;MASC;SG	PROPN
maire	walikota	maire	walikota	N;MASC;SG	PROPN
maire	mayor	maire	mayor	N;MASC;SG	PROPN
présente	menyajikan	présent	mensajikan	ADJ;FEM;SG	V;SG;ACT
présente	kado	présent	kado	ADJ;FEM;SG	N;SG
présente	sajikan	présent	sajikan	ADJ;FEM;SG	V;SG;ACT
présente	hadir	présent	hadir	ADJ;FEM;SG	V;SG;ACT
présente	present	présent	present	ADJ;FEM;SG	PROPN
ligue	league	ligue	league	N;FEM;SG	PROPN
public	publik	public	publik	ADJ;MASC;SG	N
public	public	public	public	ADJ;MASC;SG	PROPN
pages	halaman	page	halaman	N;FEM;PL	N;SG
pages	page	page	page	N;FEM;PL	PROPN
pages	halaman	page	halaman	N;FEM;PL	N;SG
externe	eksternal	externe	eksternal	ADJ;MASC;SG	N
dernière	last	dernier	last	ADJ;FEM;SG	PROPN
dernière	terkini	dernier	terkini	ADJ;FEM;SG	N;SG
henri	henry	henri	henry	PROPN	PROPN
henri	henri	henri	henri	PROPN	PROPN
chanson	chanson	chanson	chanson	N;FEM;SG	PROPN
chanson	songs	chanson	songs	N;FEM;SG	PROPN
chanson	song	chanson	song	N;FEM;SG	PROPN
poste	posting	poste	posting	N;MASC;SG	PROPN
poste	kirimkan	poste	kirimkan	N;MASC;SG	V;SG;ACT
poste	kirim	poste	kirim	N;MASC;SG	V;SG;ACT
poste	post	poste	post	N;MASC;SG	PROPN
grâce	grace	grâce	grace	N;FEM;SG	PROPN
sortie	output	sortir	output	V;FEM;SG;PST;V.PTCP	N
sortie	keluaran	sortir	keluaran	V;FEM;SG;PST;V.PTCP	N;SG
sortie	outing	sortir	outing	V;FEM;SG;PST;V.PTCP	N
sortie	tamasya	sortir	tamasya	V;FEM;SG;PST;V.PTCP	N;SG
sortie	exit	sortir	exit	V;FEM;SG;PST;V.PTCP	PROPN
sortie	out	sortir	out	V;FEM;SG;PST;V.PTCP	PROPN
empire	empire	empire	empire	N;MASC;SG	PROPN
québec	quebec	québec	quebec	N;MASC;SG	PROPN
david	daud	david	daud	PROPN	
david	david	david	david	PROPN	PROPN
loi	law	loi	law	N;FEM;SG	PROPN
loi	bertindak	loi	bertindak	N;FEM;SG	V;SG;ACT
loi	bertindaklah	loi	bertindak	N;FEM;SG	V;SG;ACT
loi	act	loi	act	N;FEM;SG	PROPN
équipes	tim	équipe	tim	N;FEM;PL	N;SG
côté	side	côté	side	N;MASC;SG	PROPN
haute	high	haut	high	ADJ;FEM;SG	PROPN
haute	haute	haut	haute	ADJ;FEM;SG	PROPN
vue	tampilan	voir	tampilan	V;FEM;SG;PST;V.PTCP	N;SG
espagne	espagne	espagner	espagne	N;MASC;SG	PROPN
espagne	spanyol	espagner	spanyol	N;MASC;SG	PROPN;SG
mère	bu	mère	bu	N;FEM;SG	PROPN
mère	mom	mère	mom	N;FEM;SG	PROPN
mère	bunda	mère	bunda	N;FEM;SG	PROPN
mère	mother	mère	mother	N;FEM;SG	PROPN
mère	bunda	mère	bunda	N;FEM;SG	PROPN
nombreuses	banyak	nombreux	banyak	ADJ;FEM;PL	ADV
acteur	actor	acteur	actor	N;MASC;SG	PROPN
parcours	journey	parcours	journey	N;MASC;SG	PROPN
recherche	mencari	recherche	mencari	N;FEM;SG	PROPN;SG;ACT
recherche	cari	recherche	cari	N;FEM;SG	V;SG;ACT
recherche	search	recherche	search	N;FEM;SG	PROPN
code	code	code	code	N;MASC;SG	PROPN
double	double	double	double	ADJ;MASC;SG	PROPN
double	ganda	double	ganda	ADJ;MASC;SG	N;SG
double	dobel	double	dobel	ADJ;MASC;SG	PROPN
double	gandakan	double	gandakan	ADJ;MASC;SG	V;SG;ACT
double	duplikat	double	duplikat	ADJ;MASC;SG	N
double	duplikasi	double	duplikasi	ADJ;MASC;SG	N
double	gandakan	double	gandakan	ADJ;MASC;SG	V;SG;ACT
double	dual	double	dual	ADJ;MASC;SG	PROPN
entraîneur	trainer	entraîneur	trainer	N;MASC;SG	PROPN
entraîneur	coach	entraîneur	coach	N;MASC;SG	PROPN
arrondissement	borough	arrondissement	borough	N;MASC;SG	PROPN
arrondissement	barrio	arrondissement	barrio	N;MASC;SG	PROPN
directeur	manager	directeur	manager	N;MASC;SG	PROPN
joseph	yusuf	joseph	yusuf	N;MASC;SG	PROPN
joseph	joseph	joseph	joseph	N;MASC;SG	PROPN
semble	tampaknya	sembler	tampaknya	V;IND;SG;3;PRS;FIN	
semble	sepertinya	sembler	sepertinya	V;IND;SG;3;PRS;FIN	
ici	disini	ici	disini	ADV	PROPN;SG;PASS
ici	here	ici	here	ADV	PROPN
ici	sini	ici	sini	ADV	ADP;SG
vainqueur	winner	vainqueur	winner	N;MASC;SG	PROPN
réalisé	sutradara	réaliser	sutradara	V;MASC;SG;PST;V.PTCP	N;SG
réalisé	sadar	réaliser	sadar	V;MASC;SG;PST;V.PTCP	;SG
existe	eksis	exister	eksis	V;IND;SG;3;PRS;FIN	
six	six	six	six	NUM	PROPN
devant	front	devant	front	ADP	PROPN
devant	depan	devant	depan	ADP	N;SG
devant	devant	devant	devant	ADP	
écrit	penulisan	écrire	pentulisan	V;MASC;SG;PST;V.PTCP	N;SG
écrit	tulis	écrire	tulis	V;MASC;SG;PST;V.PTCP	N;SG;ACT
petite	small	petit	small	ADJ;FEM;SG	PROPN
petite	little	petit	little	ADJ;FEM;SG	PROPN
petite	sedikit	petit	sedikit	ADJ;FEM;SG	ADV;SG
petite	beraktifitas	petit	beraktifitas	ADJ;FEM;SG	V;SG;ACT
petite	petite	petit	petite	ADJ;FEM;SG	PROPN
bois	wood	bois	wood	N;MASC;SG	PROPN
bois	minumlah	bois	minumlah	N;MASC;SG	V;SG;ACT
bois	minum	bois	minum	N;MASC;SG	PROPN;SG;ACT
entreprise	bisnis	entreprendre	bisnis	V;FEM;SG;PST;V.PTCP	N;SG
entreprise	business	entreprendre	business	V;FEM;SG;PST;V.PTCP	PROPN
entreprise	perusahaan	entreprendre	perusahaan	V;FEM;SG;PST;V.PTCP	N;SG
entreprise	company	entreprendre	company	V;FEM;SG;PST;V.PTCP	PROPN
entreprise	enterprise	entreprendre	enterprise	V;FEM;SG;PST;V.PTCP	N
retour	lempar	retour	lempar	N;MASC;SG	PROPN;SG;ACT
retour	kembali	retour	kembali	N;MASC;SG	V;SG;ACT
retour	return	retour	return	N;MASC;SG	PROPN
retour	kembali	retour	kembali	N;MASC;SG	V;SG;ACT
retour	mundur	retour	mundur	N;MASC;SG	V;SG;ACT
retour	back	retour	back	N;MASC;SG	PROPN
numéro	nomer	numéro	nomer	N;MASC;SG	PROPN;SG
sainte	sainte	saint	sainte	ADJ;FEM;SG	PROPN
sainte	kudus	saint	kudus	ADJ;FEM;SG	PROPN;SG
sainte	holy	saint	holy	ADJ;FEM;SG	PROPN
sainte	santo	saint	santo	ADJ;FEM;SG	PROPN
sainte	saint	saint	saint	ADJ;FEM;SG	PROPN
comté	county	comté	county	N;MASC;SG	PROPN
comté	shire	comté	shire	N;MASC;SG	PROPN
second	detik	second	detik	ADJ;MASC;SG	N;SG
second	kedua	second	kedua	ADJ;MASC;SG	NUM
second	second	second	second	ADJ;MASC;SG	PROPN
terme	term	terme	term	N;MASC;SG	PROPN
terme	terme	terme	terme	N;MASC;SG	PROPN
formation	berlatih	formation	berlatih	N;FEM;SG	V;SG;ACT
arts	arts	art	arts	N;MASC;PL	PROPN
arts	seni	art	seni	N;MASC;PL	N;SG
arts	kesenian	art	kesenian	N;MASC;PL	N;SG
technique	teknik	technique	teknik	ADJ;MASC;SG	N;SG
révolution	revolution	révolution	revolution	N;FEM;SG	PROPN
etc	dll	etc	dll		
mon	mon	son	mon	DET;MASC;SG	PROPN
philippe	philippe	philippe	philippe	N;MASC;SG	PROPN
philippe	philip	philippe	philip	N;MASC;SG	PROPN
philippe	philipp	philippe	philipp	N;MASC;SG	PROPN
lorsque	kapan	lorsque	kapan	CONJ	PRO
lorsque	saat	lorsque	saat	CONJ	N;SG
cinéma	movies	cinéma	movies	N;MASC;SG	PROPN
cinéma	cinema	cinéma	cinema	N;MASC;SG	PROPN
plan	map	plan	map	N;MASC;SG	PROPN
plan	plan	plan	plan	N;MASC;SG	PROPN
plan	rencanakan	plan	rencanakan	N;MASC;SG	V;SG;ACT
van	van	van	van	PROPN	PROPN
serait	akan	être	akan	V;COND;SG;3;PRS;FIN	ADV
œuvres	karya	œuvre	karya	N;FEM;PL	N;SG
œuvres	bekerja	œuvre	bekerja	N;FEM;PL	V;SG;ACT
œuvres	works	œuvre	works	N;FEM;PL	PROPN
zone	zone	zone	zone	N;FEM;SG	PROPN
compagnie	company	compagnie	company	N;FEM;SG	PROPN
italien	italia	italien	italia	ADJ;MASC;SG	PROPN
championnats	kejuaraan	championnat	kejuaraan	N;MASC;PL	N;SG
films	films	film	films	N;MASC;PL	PROPN
films	film	film	film	N;MASC;PL	N;SG
films	movies	film	movies	N;MASC;PL	PROPN
films	film	film	film	N;MASC;PL	N;SG
surtout	kebanyakan	surtout	kebanyakan	ADV	DET;SG
parfois	terkadang	parfois	terkadang	ADV	
parfois	sesekali	parfois	sesekali	ADV	CONJ
sources	sumber	source	sumber	N;FEM;PL	N;SG
sources	sumber	source	sumber	N;FEM;PL	N;SG
parc	parc	parc	parc	N;MASC;SG	PROPN
parc	park	parc	park	N;MASC;SG	PROPN
moyenne	sedang	moyenne	sedang	N;FEM;SG	ADV
mouvement	motion	mouvement	motion	N;MASC;SG	PROPN
mouvement	mosi	mouvement	mosi	N;MASC;SG	PROPN;SG
succès	sukses	succès	sukses	N;MASC;SG	ADJ;SG
succès	berhasil	succès	berhasil	N;MASC;SG	V;SG
rivière	sungai	rivière	sungai	N;FEM;SG	PROPN;SG
rivière	river	rivière	river	N;FEM;SG	PROPN
rivière	rivière	rivière	rivière	N;FEM;SG	PROPN
jamais	ever	jamais	ever	ADV	PROPN
vidéo	vidio	vidéo	vidio	N;MASC;SG	PROPN;SG
martin	martinus	martin	martinus	PROPN	PROPN
martin	martin	martin	martin	PROPN	PROPN
député	mep	député	mep	N;MASC;SG	PROPN
claude	claude	claude	claude	N;MASC;SG	PROPN
moyen	medium	moyen	medium	ADJ;MASC;SG	N
moyen	sedang	moyen	sedang	ADJ;MASC;SG	ADV
moyen	menengah	moyen	menengah	ADJ;MASC;SG	N;SG
san	san	san	san	PROPN	PROPN
notre	our	son	our	DET;MASC;SG	PROPN
voix	suara	voix	suara	N;FEM;SG	PROPN;SG
voix	voting	voix	voting	N;FEM;SG	PROPN;SG
voix	suara	voix	suara	N;FEM;SG	PROPN;SG
voix	ips	voix	ips	N;FEM;SG	PROPN
voix	voice	voix	voice	N;FEM;SG	PROPN
voix	suara	voix	suara	N;FEM;SG	PROPN;SG
rouge	red	rouge	red	ADJ;MASC;SG	PROPN
rouge	rouge	rouge	rouge	ADJ;MASC;SG	PROPN
seulement	only	seulement	only	ADV	PROPN
pont	pont	pont	pont	N;MASC;SG	PROPN
pont	bridge	pont	bridge	N;MASC;SG	PROPN
pont	dek	pont	dek	N;MASC;SG	PROPN
libre	gratis	libre	gratis	ADJ;MASC;SG	N;SG
libre	free	libre	free	ADJ;MASC;SG	PROPN
libre	libre	libre	libre	ADJ;MASC;SG	PROPN
sein	dada	sein	dada	N;MASC;SG	PROPN;SG
sein	breast	sein	breast	N;MASC;SG	PROPN
milieu	middle	milieu	middle	N;MASC;SG	PROPN
milieu	tengah	milieu	tengah	N;MASC;SG	PROPN;SG
milieu	sedang	milieu	sedang	N;MASC;SG	ADV
belgique	belgia	belgique	belgia	ADJ;MASC;SG	PROPN;SG
belgique	belgique	belgique	belgique	ADJ;MASC;SG	PROPN
grands	besar	grand	besar	ADJ;MASC;PL	ADJ;SG
georges	george	george	george	N;MASC;SG	PROPN
georges	georges	george	georges	N;MASC;SG	PROPN
blanc	white	blanc	white	N;MASC;SG	PROPN
blanc	putih	blanc	putih	N;MASC;SG	ADJ;SG
blanc	kosong	blanc	kosong	N;MASC;SG	ADJ;SG
blanc	blank	blanc	blank	N;MASC;SG	PROPN
gauche	kiri	gauche	kiri	ADJ;MASC;SG	N;SG
gauche	tersisa	gauche	tersisa	ADJ;MASC;SG	V;SG;PASS
travaux	pekerjaan	travail	pekerjaan	N;MASC;PL	N;SG
travaux	kerja	travail	kerja	N;MASC;PL	N;SG
travaux	bekerja	travail	bekerja	N;MASC;PL	V;SG;ACT
travaux	karya	travail	karya	N;MASC;PL	N;SG
travaux	bekerja	travail	bekerja	N;MASC;PL	V;SG;ACT
travaux	works	travail	works	N;MASC;PL	PROPN
donne	give	donner	give	V;IND;SG;3;PRS;FIN	PROPN
passe	oper	passer	oper	V;IND;SG;3;PRS;FIN	PROPN
passe	pass	passer	pass	V;IND;SG;3;PRS;FIN	PROPN
passe	passe	passer	passe	V;IND;SG;3;PRS;FIN	PROPN
produit	product	produire	product	V;MASC;SG;PST;V.PTCP	PROPN
produit	produk	produire	produk	V;MASC;SG;PST;V.PTCP	N;SG
diffusion	siarkan	diffusion	siarkan	N;FEM;SG	V;SG;ACT
diffusion	broadcast	diffusion	broadcast	N;FEM;SG	PROPN
aide	aid	aide	aid	N;FEM;SG	PROPN
aide	membantu	aide	menbantu	N;FEM;SG	V;SG;ACT
andré	andre	andré	andre	PROPN	PROPN
andré	andré	andré	andré	PROPN	PROPN
andré	andreas	andré	andreas	PROPN	PROPN
andré	andrew	andré	andrew	PROPN	PROPN
font	font	faire	font	V;IND;PL;3;PRS;FIN	N
font	huruf	faire	huruf	V;IND;PL;3;PRS;FIN	N;SG
réseau	network	réseau	network	N;MASC;SG	PROPN
utilisé	used	utiliser	used	V;MASC;SG;PST;V.PTCP	PROPN
victoire	win	victoire	win	N;FEM;SG	PROPN
victoire	menang	victoire	menang	N;FEM;SG	;SG
victoire	menangkan	victoire	mentangkan	N;FEM;SG	V;SG;ACT
victoire	victory	victoire	victory	N;FEM;SG	PROPN
victoire	victoire	victoire	victoire	N;FEM;SG	PROPN
femmes	betina	femme	betina	N;FEM;PL	N;SG
femmes	perempuan	femme	perempuan	N;FEM;PL	N;SG
femmes	permpuan	femme	permpuan	N;FEM;PL	N;SG
femmes	female	femme	female	N;FEM;PL	PROPN
femmes	betina	femme	betina	N;FEM;PL	N;SG
femmes	perempuan	femme	perempuan	N;FEM;PL	N;SG
femmes	wanita	femme	wanita	N;FEM;PL	N;SG
femmes	perempuan	femme	perempuan	N;FEM;PL	N;SG
femmes	women	femme	women	N;FEM;PL	PROPN
minutes	menit	minute	menit	N;FEM;PL	N;SG
aurait	akan	avoir	akan	V;COND;SG;3;PRS;FIN	ADV
autour	seputar	autour	seputar	ADV	
autour	sekitar	autour	sekitar	ADV	ADP
belge	belge	belge	belge	ADJ;MASC;SG	PROPN
belge	belgia	belge	belgia	ADJ;MASC;SG	PROPN;SG
certaines	tertentu	certain	tertentu	PRO;FEM;PL	DET
certaines	some	certain	some	PRO;FEM;PL	PROPN
certaines	beberapa	certain	beberapa	PRO;FEM;PL	DET
espèces	spesies	espèce	spesies	N;FEM;PL	N;SG
angleterre	inggris	angleterre	inggris	N;MASC;SG	PROPN;SG
afrique	africa	afrique	africa	ADJ;MASC;SG	PROPN
afrique	afrika	afrique	afrika	ADJ;MASC;SG	N;SG
monuments	monumen	monument	monumen	N;MASC;PL	N;SG
sens	sens	sens	sens	N;MASC;SG	PROPN
sens	indra	sens	indra	N;MASC;SG	PROPN;SG
sens	sense	sens	sense	N;MASC;SG	PROPN
personne	person	personne	person	N;FEM;SG	PROPN
mis	put	mettre	put	V;MASC;SG;PST;V.PTCP	PROPN
mis	mis	mettre	mis	V;MASC;SG;PST;V.PTCP	
frère	bâ	frère	bâ	N;MASC;SG	PROPN
frère	brother	frère	brother	N;MASC;SG	PROPN
rencontre	meeting	rencontre	meeting	N;FEM;SG	PROPN
rencontre	bertemu	rencontre	bertemu	N;FEM;SG	V;SG;ACT
rencontre	meet	rencontre	meet	N;FEM;SG	PROPN
rencontre	temui	rencontre	temui	N;FEM;SG	V;SG;ACT
trop	too	trop	too	ADV	PROPN
matchs	cocok	match	cocok	N;MASC;PL	ADJ;SG
matchs	kecocokan	match	kecocokan	N;MASC;PL	N;SG
matchs	pertandingan	match	pertandingan	N;MASC;PL	N;SG
japon	jepang	japon	jepang	PROPN	PROPN;SG
japon	japan	japon	japan	PROPN	PROPN
domaine	field	domaine	field	N;MASC;SG	PROPN
particulier	khususnya	particulier	khususnya	ADJ;MASC;SG	ADV
scientifique	ilmu	scientifique	ilmu	ADJ;MASC;SG	N;SG
scientifique	sains	scientifique	sains	ADJ;MASC;SG	N;SG
scientifique	ilmuwan	scientifique	ilmuwan	ADJ;MASC;SG	N;MASC;SG
scientifique	ilmuan	scientifique	ilmuan	ADJ;MASC;SG	N;SG
scientifique	scientific	scientifique	scientific	ADJ;MASC;SG	PROPN
honneur	honor	honneur	honor	N;MASC;SG	PROPN
seule	sendirian	seul	sendirian	ADJ;FEM;SG	N;SG
seule	alone	seul	alone	ADJ;FEM;SG	PROPN
seule	only	seul	only	ADJ;FEM;SG	PROPN
seule	saja	seul	saja	ADJ;FEM;SG	ADV
seule	hanya	seul	hanya	ADJ;FEM;SG	ADV
cause	sebab	cause	sebab	N;FEM;SG	CONJ;SG
cause	sebabkan	cause	sebabkan	N;FEM;SG	V;SG;ACT
cause	cause	cause	cause	N;FEM;SG	PROPN
cause	menyebabkan	cause	mensebabkan	N;FEM;SG	V;SG;ACT
cause	menyebabkan	cause	mensebabkan	N;FEM;SG	V;SG;ACT
nouvelles	news	nouveau	news	ADJ;FEM;PL	
nouvelles	berita	nouveau	berita	ADJ;FEM;PL	N;SG
nouvelles	new	nouveau	new	ADJ;FEM;PL	PROPN
nouvelles	baru	nouveau	baru	ADJ;FEM;PL	ADJ;SG
comte	hitunglah	comte	hitung	N;MASC;SG	V;SG;ACT
