que	te	que	te	PRO	V;DEF;IND;SG;1;PRS;FIN;ACT
lado	következő	lado	következő	N	
caso	case	caso	case	N	
volver	vissza	volver	vissza	V	ADV
volver	újra	volver	újra	V	ADV
volver	visszatérés	volver	visszatérés	V	N;NOM;SG
volver	vissza	volver	vissza	V	ADV
mamá	anyu	mamá	anyu	N	
mamá	mama	mamá	mama	N	
mamá	anyu	mamá	anyu	N	
cunha	egy	cunha	egy	PROPN	DET;INDF
cunha	with	cunha	with	PROPN	
contigo	with	contigo	with	ADV	
contigo	te	contigo	te	ADV	V;DEF;IND;SG;1;PRS;FIN;ACT
contigo	beszélni	contigo	beszél	ADV	V;NFIN;ACT
contigo	beszélgetés	contigo	beszélgetés	ADV	N;NOM;SG
volta	fordulj	volta	fordul	N	V;INDF;IND;SG;1;PRS;FIN;ACT
volta	körül	volta	körül	N	ADP
volta	körbe	volta	kör	N	ADV
volta	vissza	volta	vissza	N	ADV
volta	újra	volta	újra	N	ADV
teus	te	teus	te	DET	V;DEF;IND;SG;1;PRS;FIN;ACT
coche	kocsival	coche	kocsi	N	
segundo	másodszor	segundo	másod	ADP	
segundo	másodperc	segundo	másodperc	ADP	
segundo	második	segundo	második	ADP	
baixo	alatta	baixo	alat	ADP	
baixo	alatta	baixo	alat	ADP	
demasiado	sok	demasiado	sok	ADV	
demasiado	sokat	demasiado	sok	ADV	
demasiado	is	demasiado	is	ADV	CONJ
demasiado	túl	demasiado	túl	ADV	
importa	gondoskodás	importar	gondoskodás	V	N;NOM;SG
importa	elme	importar	elem	V	N;NOM;SG
fan	ők	facer	ők	V	PRO;NOM;PL;3
pasou	megtörtént	pasar	meg+történik	V	
pobo	town	pobo	town	N	
pobo	falusi	pobo	falusi	N	ADJ;NOM;SG
vivir	live	vivir	live	V	
vivir	élőben	vivir	élő	V	N;IN+ESS;SG
vivir	élő	vivir	élő	V	
vivir	élő	vivir	élő	V	
medio	közép	medio	közép	N	
medio	középső	medio	középső	N	
medio	az	medio	az	N	
camiño	uton	camiño	ut	N	
fun	volt	ser	van	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
fun	ment	ser	megy	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
esas	ezek	ese	ez	DET	PRO;NOM;PL;3
esas	ezeket	ese	ez	DET	PRO;ACC;PL;3
esas	azok	ese	az	DET	PRO;NOM;PL;3
esas	ez	ese	ez	DET	PRO;NOM;SG;3
vexo	lásd	vexo	lásd	V	
vexo	can	vexo	can	V	
fixen	kész	facer	kész	V	
ía	volna	ía	volna	V	V;INDF;COND;SG;3;PRS;ACT
suposto	persze	suposto	persze	N	
neno	kölyök	neno	kölyök	N	
morrer	halál	morrer	halál	V	N;NOM;SG
morrer	haldokló	morrer	haldokló	V	
saír	ki	saír	ki	V	PRO;NOM;SG;3
realidade	igazából	realidade	igazából	N	ADV
realidade	tényleg	realidade	tényleg	N	
realidade	igazán	realidade	igazán	N	
realidade	tény	realidade	tény	N	
meses	for	mes	for	N	
ningunha	bármelyik	ningún	bármelyik	DET	
ningunha	bármely	ningún	bármely	DET	
ningunha	bármilyen	ningún	bármilyen	DET	
ningunha	nem	ningún	nem	DET	ADV
pequeno	kicsik	pequeno	kicsik	ADJ	
pequeno	kicsi	pequeno	kicsi	ADJ	
pequeno	kicsi	pequeno	kicsi	ADJ	
pequeno	kevés	pequeno	kevés	ADJ	
axiña	nemsokára	axiña	nemsoka	ADV	N;ON+ALL;SG
axiña	gyorsan	axiña	gyors	ADV	ADJ;FRML;SG
axiña	gyorsan	axiña	gyors	ADV	ADJ;FRML;SG
axiña	gyors	axiña	gyors	ADV	
vello	idős	vello	idős	N	
vello	régi	vello	régi	N	
vello	öreg	vello	öreg	N	
vaia	hát	ir	hát	V	
animais	állati	animal	állati	N	
corazón	szívem	corazón	szívem	N	V;DEF;IND;SG;1;PRS;FIN;ACT
corazón	szívvel	corazón	szív	N	
difícil	nehéz	difícil	nehéz	ADJ	
difícil	kemény	difícil	kemény	ADJ	
difícil	nehéz	difícil	nehéz	ADJ	
difícil	bonyolult	difícil	bonyolult	ADJ	
pensei	gondolat	pensar	gondolat	V	N;NOM;SG
único	csak	único	csak	ADJ	ADV
único	kizárólag	único	kizárólag	ADJ	
único	izé	único	izé	ADJ	
único	dolog	único	dolog	ADJ	N;NOM;SG
único	egy	único	egy	ADJ	DET;INDF
único	egyedülálló	único	egyedülálló	ADJ	
único	páratlan	único	páratlan	ADJ	
único	egyedi	único	egyedi	ADJ	
único	mindegyik	único	mindegyik	ADJ	
único	mind	único	mind	ADJ	CONJ
único	minden	único	minden	ADJ	PRO;NOM;SG;3
gusta	mint	gusto	mint	V	CONJ
gusta	like	gusto	lik	V	
gusta	don	gusto	don	V	
cuarto	terem	cuarto	terem	ADJ	N;NOM;SG
cuarto	szoba	cuarto	szoba	ADJ	N;NOM;SG
cuarto	negyedszer	cuarto	negyedszer	ADJ	
cuarto	negyedik	cuarto	negyed	ADJ	
semana	hétvégi	semanar	hétvégi	N	ADJ;NOM;SG
puta	kurva	puta	kurva	N	
xuntos	együtt	xunto	együtt	ADJ	
matar	megölt	matar	megölt	V	
matar	gyilkolás	matar	gyilkolás	V	N;NOM;SG
outras	egyéb	outro	egyéb	DET	
outras	más	outro	más	DET	PRO;NOM;SG;3
outras	másoknak	outro	más	DET	PRO;DAT;PL;3
outras	egyéb	outro	egyéb	DET	
outras	mások	outro	más	DET	
outras	egyebek	outro	egyéb	DET	
comer	takarmány	comer	takarmány	V	N;NOM;SG
comer	takarmányok	comer	takarmány	V	N;NOM;PL
comer	evés	comer	evés	V	N;NOM;SG
comer	enni	comer	ez	V	
diso	kb	diso	kb	PRO	N;NOM;SG
diso	nagyjából	diso	nagy	PRO	N;IN+ABL;SG
diso	körülbelül	diso	körülbelül	PRO	ADV
cres	te	cres	te	PRO	V;DEF;IND;SG;1;PRS;FIN;ACT
cres	hiszem	cres	hisz	PRO	V;DEF;IND;SG;1;PRS;FIN;ACT
cres	higgy	cres	higgy	PRO	V;INDF;IND;SG;1;PRS;FIN;ACT
adeus	szia	adeus	szia	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
sangue	véres	sangue	véres	N	
sangue	blood	sangue	blood	N	
deste	ezt	deste	ez	PROPN	PRO;ACC;SG;3
deste	ez	deste	ez	PROPN	PRO;NOM;SG;3
igual	mint	igual	mint	ADV	CONJ
igual	like	igual	lik	ADV	
igual	tetszik	igual	tetszik	ADV	V;INDF;IND;SG;3;PRS;FIN;ACT
igual	ugyanez	igual	ugyanez	ADV	
igual	ugyanaz	igual	ugyanaz	ADV	
igual	gondoskodás	igual	gondoskodás	ADV	N;NOM;SG
igual	érdekel	igual	érdekel	ADV	V;INDF;IND;SG;3;PRS;FIN;ACT
igual	az	igual	az	ADV	
parís	párizs	parí	párizs	PROPN	N;NOM;SG
parís	párizsi	parí	párizsi	PROPN	
parís	párizsban	parí	párizs	PROPN	PROPN;IN+ESS;SG
estado	állami	estado	állami	N	
sistema	system	sistema	system	N	
porta	az	porta	az	N	
levar	hozz	levar	hozz	V	
maior	legtöbb	maior	legtöbb	ADJ	
maior	őrnagy	maior	őrnagy	ADJ	N;NOM;SG
maior	idősebbek	maior	idős	ADJ	N;NOM;PL
quizais	may	quizais	may	ADV	
quizais	május	quizais	május	ADV	N;NOM;SG
quizais	májusi	quizais	májusi	ADV	ADJ;NOM;SG
quizais	májusban	quizais	május	ADV	N;IN+ESS;SG
podía	can	podía	can	V	
estaban	ők	estar	ők	V	PRO;NOM;PL;3
estaban	voltak	estar	van	V	V;INDF;IND;PL;3;PST;FIN;ACT
estaban	volt	estar	van	V	V;INDF;IND;SG;3;PST;FIN;ACT
desta	ezt	desta	ez	PROPN	PRO;ACC;SG;3
desta	ez	desta	ez	PROPN	PRO;NOM;SG;3
soa	egyedül	só	egyedül	DET	
soa	hangok	só	hang	DET	N;NOM;PL
soa	hangzik	só	hangzik	DET	V;INDF;IND;SG;3;PRS;FIN;ACT
soa	egyedülálló	só	egyedülálló	DET	
soa	single	só	single	DET	
soa	egyetlen	só	egyetlen	DET	
soa	szingli	só	szingli	DET	N;NOM;SG
queren	ők	querer	ők	V	PRO;NOM;PL;3
grandes	nagyok	grande	nagy	ADJ	N;NOM;PL
grandes	nagyszerű	grande	nagyszerű	ADJ	
grandes	nagyok	grande	nagy	ADJ	N;NOM;PL
feliz	boldog	feliz	boldog	N	
significa	ez	significar	ez	V	PRO;NOM;SG;3
significa	aljas	significar	aljas	V	
sorte	szerencse	sorte	szerencse	N	
sorte	szerencse	sorte	szerencse	N	
sorte	szerencsés	sorte	szerencsés	N	
polas	az	pola	az	N	
polas	for	pola	for	N	
polas	keresztül	pola	keresztül	N	ADP
polas	át	pola	át	N	ADV
forte	erős	forte	erős	ADJ	
forte	erősek	forte	erős	ADJ	N;NOM;PL
forte	keményebben	forte	kemény	ADJ	ADV
forte	erősebben	forte	erős	ADJ	ADV
deles	ők	del	ők	PROPN	PRO;NOM;PL;3
deles	őket	del	ők	PROPN	PRO;ACC;PL;3
serio	komolyan	serio	komolyan	N	
serio	tényleg	serio	tényleg	N	
serio	igazán	serio	igazán	N	
serio	komoly	serio	komoly	N	
serio	súlyos	serio	súlyos	N	
serio	te	serio	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
serio	aljas	serio	aljas	N	
moita	sok	moito	sok	DET	
moita	tétel	moito	tétel	DET	N;NOM;SG
moita	sok	moito	sok	DET	
moita	sokan	moito	sokan	DET	ADV
moita	sok	moito	sok	DET	
moita	sokat	moito	sok	DET	
moita	nagyon	moito	nagyon	DET	ADV
queda	bal	quedar	bal	V	
queda	balra	quedar	balra	V	
campo	camp	campo	camp	N	
campo	az	campo	az	N	
horas	for	hora	for	N	
demais	másoknak	demais	más	DET	PRO;DAT;PL;3
demais	egyéb	demais	egyéb	DET	
demais	mások	demais	más	DET	
demais	egyebek	demais	egyéb	DET	
demais	egyéb	demais	egyéb	DET	
demais	más	demais	más	DET	PRO;NOM;SG;3
demais	pihenés	demais	pihenés	DET	N;NOM;SG
demais	többi	demais	többi	DET	
demais	pihenő	demais	pihenő	DET	
demais	is	demais	is	DET	CONJ
demais	túl	demais	túl	DET	
paz	béke	paz	béke	N	
paz	egyedül	paz	egyedül	N	
nesta	ezt	nesta	ez	PROPN	PRO;ACC;SG;3
nesta	ez	nesta	ez	PROPN	PRO;NOM;SG;3
ves	lásd	ver	lásd	V	
ves	can	ver	can	V	
mozo	fiatal	mozo	fiatal	N	
mozo	fiatalos	mozo	fiatalos	N	ADJ;NOM;SG
mozo	kölyök	mozo	kölyök	N	
dez	tíz	dez	tíz	N	NUM;NOM;SG
preciso	kell	preciso	kell	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
preciso	van	preciso	van	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
rápido	gyors	rápido	gyors	ADJ	
rápido	gyorsabban	rápido	gyors	ADJ	ADV
rápido	gyors	rápido	gyors	ADJ	
bastante	csinos	bastante	csinos	ADV	ADJ;NOM;SG
bastante	elég	bastante	elég	ADV	
futuro	jövőbeli	futuro	jövőbeli	N	ADJ;NOM;SG
futuro	jövő	futuro	jövő	N	ADJ;NOM;SG
20	twenty	20	twenty	NUM	
axuda	segít	axuda	segít	N	V;INDF;IND;SG;3;PRS;FIN;ACT
axuda	segíteni	axuda	segít	N	V;NFIN;ACT
axuda	inasa	axuda	inas	N	V;INDF;IND;SG;3;PRS;FIN;ACT
axuda	inas	axuda	inas	N	
unhas	kevesen	un	kevés	DET	ADV
unhas	pár	un	pár	DET	
unhas	kevés	un	kevés	DET	
unhas	kevesek	un	kevés	DET	
final	döntő	final	döntő	N	ADJ;NOM;SG
final	végleges	final	végleges	N	
final	utolsó	final	utolsó	N	
final	végső	final	végső	N	
final	végre	final	végre	N	
final	az	final	az	N	
morto	halott	morto	halott	N	
escola	suli	escola	suli	N	
din	ők	din	ők	V	PRO;NOM;PL;3
din	said	din	said	V	
pequena	kicsi	pequeno	kicsi	ADJ	
pequena	kevés	pequeno	kevés	ADJ	
pequena	kicsik	pequeno	kicsik	ADJ	
pequena	kicsi	pequeno	kicsi	ADJ	
fala	beszélő	falar	beszélő	V	ADJ;NOM;SG
fala	kb	falar	kb	V	N;NOM;SG
fala	nagyjából	falar	nagy	V	N;IN+ABL;SG
fala	körülbelül	falar	körülbelül	V	ADV
fala	beszélgetés	falar	beszélgetés	V	N;NOM;SG
boas	jó	bo	jó	ADJ	
xusto	vásár	xusto	vásár	ADV	N;NOM;SG
xusto	korrekt	xusto	korrekt	ADV	
xusto	tisztességes	xusto	tisztességes	ADV	ADJ;NOM;SG
xusto	fair	xusto	fair	ADV	
xusto	igazságos	xusto	igazságos	ADV	
tío	fickó	tío	fickó	N	
tío	guy	tío	guy	N	
moza	fiatal	mozo	fiatal	N	
moza	fiatalos	mozo	fiatalos	N	ADJ;NOM;SG
lonxe	far	lonxe	far	ADV	
lonxe	messze	lonxe	messze	ADV	
lonxe	messzire	lonxe	messzire	ADV	
lonxe	től	lonxe	től	ADV	
lonxe	tól	lonxe	tól	ADV	
lonxe	from	lonxe	from	ADV	
querida	kedves	querer	kedves	V	
querida	drága	querer	drága	V	
querida	drágám	querer	drágám	V	N;NOM;SG
luz	light	luz	light	N	
adiante	előre	adiante	előre	ADV	
adiante	gyere	adiante	gyere	ADV	V;DEF;IMP;SG;1;PRS;FIN;ACT
adiante	előre	adiante	előre	ADV	
norte	észak	norte	észak	N	
norte	északi	norte	északi	N	
norte	észak	norte	észak	N	
norte	északi	norte	északi	N	
pregunta	kérdi	pregunta	kérdi	N	V;DEF;IND;SG;3;PRS;FIN;ACT
pregunta	kérdezi	pregunta	kérdez	N	V;DEF;IND;SG;3;PRS;FIN;ACT
tolo	őrült	tolo	őrült	N	
tolo	őrült	tolo	őrült	N	
tolo	mad	tolo	mad	N	
sitio	valahol	sitio	valahol	N	
diante	előre	diante	előre	ADV	
diante	front	diante	front	ADV	
diante	eleje	diante	eleje	ADV	N;NOM;SG
diante	előtte	diante	előtte	ADV	
diante	előtt	diante	előtt	ADV	ADP
dereito	jobbra	dereito	jobbra	N	ADV
dis	mondás	dis	mondás	V	N;NOM;SG
dis	kb	dis	kb	V	N;NOM;SG
dis	nagyjából	dis	nagy	V	N;IN+ABL;SG
dis	körülbelül	dis	körülbelül	V	ADV
dis	ez	dis	ez	V	PRO;NOM;SG;3
del	őt	del	ő	PROPN	PRO;ACC;SG;3
del	neki	del	ő	PROPN	
del	től	del	től	PROPN	
del	tól	del	tól	PROPN	
del	from	del	from	PROPN	
preto	közel	preto	közel	ADV	
preto	szoros	preto	szoros	ADV	
preto	közel	preto	közel	ADV	
preto	bezárása	preto	bezárás	ADV	N;NOM;SG
preto	közeli	preto	közeli	ADV	
preto	körül	preto	körül	ADV	ADP
punto	körülbelül	punto	körülbelül	N	ADV
punto	pont	punto	pont	N	
punto	point	punto	point	N	
punto	hol	punto	hol	N	ADV
punto	ahol	punto	ahol	N	ADV
onte	tegnapi	onte	tegnapi	ADV	
onte	tegnap	onte	tegnap	ADV	
onte	last	onte	last	ADV	
onte	utolsó	onte	utolsó	ADV	
onte	éj	onte	éj	ADV	
onte	éjjel	onte	éjjel	ADV	
onte	éjszaka	onte	éjszaka	ADV	N;NOM;SG
exemplo	for	exemplo	for	N	
garda	az	garda	az	N	
garda	éj	garda	éj	N	
garda	este	garda	este	N	ADV
garda	éjjel	garda	éjjel	N	
cadra	may	cadra	may	ADV	
cadra	május	cadra	május	ADV	N;NOM;SG
cadra	májusi	cadra	májusi	ADV	ADJ;NOM;SG
cadra	májusban	cadra	május	ADV	N;IN+ESS;SG
qué	miért	que	miért	DET	ADV
morreu	halott	morrer	halott	V	
morreu	halottak	morrer	halott	V	N;NOM;PL
tomar	ital	tomar	ital	V	N;NOM;SG
tomar	igy	tomar	igy	V	
nena	kölyök	nena	kölyök	N	
nena	bébi	nena	bébi	N	
gustaríame	mint	gustaríame	mint	V	CONJ
gustaríame	like	gustaríame	lik	V	
gustaríame	volna	gustaríame	volna	V	V;INDF;COND;SG;3;PRS;ACT
gustaríame	kívánság	gustaríame	kívánság	V	N;NOM;SG
gustaríame	bárcsak	gustaríame	bárcsak	V	
agarda	perc	agarda	perc	V	N;NOM;SG
agarda	for	agarda	for	V	
algunhas	kevesen	algún	kevés	DET	ADV
algunhas	pár	algún	pár	DET	
algunhas	kevés	algún	kevés	DET	
algunhas	kevesek	algún	kevés	DET	
facendo	készítés	facer	készítés	V	N;NOM;SG
seis	hat	seis	hat	N	
chegou	itt	chegar	itt	V	ADV
coidado	óvatosan	coidado	óvatos	N	ADJ;FRML;SG
coidado	óvatosan	coidado	óvatos	N	ADJ;FRML;SG
coidado	érdekel	coidado	érdekel	N	V;INDF;IND;SG;3;PRS;FIN;ACT
coidado	vigyázz	coidado	vigyázz	N	V;DEF;IND;SG;1;PRS;FIN;ACT
coidado	ki	coidado	ki	N	PRO;NOM;SG;3
pasado	elmúlt	pasado	elmúlt	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
pasado	múlt	pasado	múlt	ADJ	N;NOM;SG
pasado	utoljára	pasado	utoljára	ADJ	ADV
pasado	utolsónak	pasado	utolsó	ADJ	ADV
pasado	last	pasado	last	ADJ	
pasado	utolsó	pasado	utolsó	ADJ	
mil	ezer	mil	ezer	N	NUM;NOM;SG
mil	milliárd	mil	milliárd	N	NUM;NOM;SG
mil	egymilliárd	mil	egymilliárd	N	
alto	high	alto	high	ADJ	
alto	magasan	alto	magasan	ADJ	
maneira	ez	maneira	ez	N	PRO;NOM;SG;3
espero	remény	espero	remény	V	N;NOM;SG
espero	remélem	espero	remél	V	
pé	áll	pé	áll	N	V;INDF;IND;SG;3;PRS;FIN;ACT
pé	állva	pé	állva	N	
pé	állj	pé	állj	N	V;INDF;IMP;SG;1;PRS;FIN;ACT
pé	gyalog	pé	gyalog	N	
propia	saját	propio	saját	DET	PRO;NOM;SG;3
propia	magad	propio	magad	DET	V;INDF;IND;SG;3;PRS;FIN;ACT
novas	újdonság	novo	újdonság	ADJ	N;NOM;SG
novas	től	novo	től	ADJ	
novas	tól	novo	tól	ADJ	
novas	from	novo	from	ADJ	
novas	hírek	novo	hír	ADJ	N;NOM;PL
novas	hír	novo	hír	ADJ	N;NOM;SG
seguir	folytatás	seguir	folytatás	V	N;NOM;SG
vivo	live	vivo	live	ADJ	
vivo	élni	vivo	él	ADJ	V;NFIN;ACT
vivo	élőben	vivo	élő	ADJ	N;IN+ESS;SG
vivo	élő	vivo	élő	ADJ	
vivo	élve	vivo	élve	ADJ	
vivo	életben	vivo	élet	ADJ	N;IN+ESS;SG
vivo	él	vivo	él	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
vivo	élni	vivo	él	ADJ	V;NFIN;ACT
vivo	élő	vivo	élő	ADJ	
cerebro	agyat	cerebro	agyat	N	
cerebro	agyam	cerebro	agyam	N	
cerebro	agy	cerebro	agy	N	
cerebro	agy	cerebro	agy	N	
pobre	szegény	pobre	szegény	ADJ	
pobre	szegények	pobre	szegény	ADJ	N;NOM;PL
bos	jó	bo	jó	N	
bos	reggel	bo	reggel	N	
abaixo	lent	abaixo	lesz	ADV	
abaixo	lefelé	abaixo	lefelé	ADV	
abaixo	with	abaixo	with	ADV	
abaixo	az	abaixo	az	ADV	
durmir	alvás	durmir	alvás	V	N;NOM;SG
durmir	alvó	durmir	alvó	V	
durmir	alvás	durmir	alvás	V	N;NOM;SG
poida	can	poder	can	V	
poida	may	poder	may	V	
poida	május	poder	május	V	N;NOM;SG
poida	májusi	poder	májusi	V	ADJ;NOM;SG
poida	májusban	poder	május	V	N;IN+ESS;SG
seguinte	következő	seguinte	következő	ADJ	
seguinte	követni	seguinte	követ	ADJ	V;NFIN;ACT
seguinte	követem	seguinte	követ	ADJ	V;DEF;IND;SG;1;PRS;FIN;ACT
seguinte	követi	seguinte	követ	ADJ	V;DEF;IND;SG;3;PRS;FIN;ACT
digo	mondás	dicir	mondás	V	N;NOM;SG
última	utoljára	último	utoljára	ADJ	ADV
última	utolsónak	último	utolsó	ADJ	ADV
última	last	último	last	ADJ	
última	utolsó	último	utolsó	ADJ	
última	egy	último	egy	ADJ	DET;INDF
fixeches	kész	fixeche	kész	V	
alá	allah	alá	allah	ADV	N;NOM;SG
alá	túl	alá	túl	ADV	
alá	vége	alá	vég	ADV	N;NOM;SG
chama	hívás	chamar	hívás	V	N;NOM;SG
chama	neve	chamar	név	V	N;NOM;SG
chama	név	chamar	név	V	N;NOM;SG
chama	hívások	chamar	hívás	V	N;NOM;PL
chama	láng	chamar	láng	V	N;NOM;SG
través	keresztül	través	keresztül	N	ADP
través	át	través	át	N	ADV
sol	sun	sol	sun	N	
real	real	real	real	ADJ	
real	igazi	real	igazi	ADJ	
real	valódi	real	valódi	ADJ	
real	királyi	real	királyi	ADJ	
real	royal	real	royal	ADJ	
real	fenség	real	fenség	ADJ	N;NOM;SG
forza	force	forza	force	N	
tería	volna	ter	volna	V	V;INDF;COND;SG;3;PRS;ACT
5	öt	5	öt	NUM	
5	öten	5	öten	NUM	PRO;NOM;PL;3
túas	te	tous	te	DET	V;DEF;IND;SG;1;PRS;FIN;ACT
sequera	don	sequera	don	ADV	
atrás	mögötte	atrás	mögöt	ADV	
atrás	mögött	atrás	mögött	ADV	ADP
mozos	fiatal	mozo	fiatal	N	
mozos	fiatalos	mozo	fiatalos	N	ADJ;NOM;SG
mozos	ifjúsági	mozo	ifjúsági	N	ADJ;NOM;SG
entendo	lásd	enter	lásd	V	
entendo	don	enter	don	V	
ós	az	ó	az	DET	
tampouco	don	tampouco	don	ADV	
culpa	mert	culpa	mert	N	CONJ
culpa	hibás	culpa	hibás	N	
culpa	nem	culpa	nem	N	ADV
culpa	hibás	culpa	hibás	N	
sentido	értelme	sentido	értelem	N	
sentido	teszi	sentido	tesz	N	V;DEF;IND;SG;3;PRS;FIN;ACT
sentido	pont	sentido	pont	N	
sentido	point	sentido	point	N	
50	ötven	50	ötven	NUM	
50	fifty	50	fifty	NUM	
saben	ők	saber	ők	V	PRO;NOM;PL;3
situación	ezt	situación	ez	N	PRO;ACC;SG;3
situación	ez	situación	ez	N	PRO;NOM;SG;3
segue	még	seguir	még	V	ADV
comuna	kommuna	comunar	kommuna	N	
comuna	az	comunar	az	N	
2	kettő	2	kettő	NUM	
axudar	segítség	axudar	segítség	V	N;NOM;SG
propio	saját	propio	saját	DET	PRO;NOM;SG;3
propio	magad	propio	magad	DET	V;INDF;IND;SG;3;PRS;FIN;ACT
fronte	front	fronte	front	N	
fronte	az	fronte	az	N	
libre	ingyenes	libre	ingyenes	ADJ	
libre	ingyen	libre	ingyen	ADJ	
libre	free	libre	free	ADJ	
libre	szabad	libre	szabad	ADJ	
libre	le	libre	le	ADJ	ADV
libre	kikapcsolva	libre	kikapcsolva	ADJ	ADV;V.CVB
libre	off	libre	off	ADJ	
grupo	band	grupo	band	N	
grupo	banda	grupo	banda	N	
grupo	együttes	grupo	együttes	N	
sur	dél	sur	dél	N	
sur	déli	sur	déli	N	
sur	dél	sur	dél	N	
sur	délre	sur	délre	N	ADV
sur	déli	sur	déli	N	
carallo	az	carallo	az	ADV	
carallo	pokol	carallo	pokol	ADV	
carallo	te	carallo	te	ADV	V;DEF;IND;SG;1;PRS;FIN;ACT
carallo	szar	carallo	szar	ADV	
toma	vedd	toma	vedd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
toma	itt	toma	itt	N	ADV
toma	van	toma	van	N	V;INDF;IND;SG;3;PRS;FIN;ACT
lume	tűz	lume	tűz	N	V;INDF;IND;SG;3;PRS;FIN;ACT
lume	light	lume	light	N	
houbo	ott	haber	ott	V	ADV
perder	lost	perder	lost	V	
perder	pazarlás	perder	pazarlás	V	N;NOM;SG
perder	hulladék	perder	hulladék	V	N;NOM;SG
perder	hulladékok	perder	hulladék	V	N;NOM;PL
perder	igen	perder	igen	V	
fixeron	ők	facer	ők	V	PRO;NOM;PL;3
fixeron	kész	facer	kész	V	
stark	stark	stark	stark	V	PROPN;NOM;SG
xogo	játszani	xogo	játszik	N	V;NFIN;ACT
xogo	play	xogo	play	N	
xogo	játssz	xogo	játssz	N	
xogo	game	xogo	gam	N	
xogar	játék	xogar	játék	V	N;NOM;SG
xogar	play	xogar	play	V	
xogar	játssz	xogar	játssz	V	
xogar	játék	xogar	játék	V	N;NOM;SG
xogar	game	xogar	gam	V	
xogar	meccs	xogar	meccs	V	N;NOM;SG
peor	legrosszabb	peor	legrosszabb	N	
peor	rosszabb	peor	rosszú	N	ADJ;NOM;CMPR;SG
velo	lásd	velar	lásd	V	
velo	őt	velar	ő	V	PRO;ACC;SG;3
velo	neki	velar	ő	V	
simplemente	egyszerűen	simple	egyszerű	ADV	ADJ;FRML;SG
ha	will	haber	will	V	
ha	fog	haber	fog	V	V;INDF;IND;SG;3;PRS;ACT
ha	akarat	haber	akarat	V	N;NOM;SG
detrás	mögötte	detrás	mögöt	ADV	
detrás	mögött	detrás	mögött	ADV	ADP
detrás	után	detrás	után	ADV	ADP
detrás	after	detrás	after	ADV	
detrás	miután	detrás	miután	ADV	CONJ
detrás	utána	detrás	utána	ADV	
maioría	legtöbb	maioría	legtöbb	N	
maioría	többségi	maioría	többségi	N	ADJ;NOM;SG
maioría	többség	maioría	többség	N	
tras	after	tras	after	ADP	
tras	miután	tras	miután	ADP	CONJ
tras	utána	tras	utána	ADP	
tras	mögötte	tras	mögöt	ADP	
partes	mindenütt	parte	mindenütt	N	
partes	mindenhol	parte	mindenhol	N	
partes	át	parte	át	N	ADV
buscar	for	buscar	for	V	
buscar	és	buscar	és	V	CONJ
fame	éhen	fame	éh	N	
fame	éhes	fame	éhes	N	
arriba	fent	arriba	fent	ADV	
noites	éj	noite	éj	N	
noites	este	noite	este	N	ADV
noites	éjjel	noite	éjjel	N	
noites	este	noite	este	N	ADV
única	egy	único	egy	ADJ	DET;INDF
única	csak	único	csak	ADJ	ADV
única	kizárólag	único	kizárólag	ADJ	
veu	itt	vir	itt	V	ADV
soño	álmodj	soño	álmodj	N	V;DEF;IND;SG;1;PRS;FIN;ACT
soño	álom	soño	álom	N	
soño	körülbelül	soño	körülbelül	N	ADV
ve	lásd	ver	lásd	V	
mary	mary	mary	mary	PROPN	
mary	mária	mary	mária	PROPN	
boca	szád	boca	szád	N	V;DEF;IND;SG;1;PRS;FIN;ACT
estivo	volt	estar	van	V	V;INDF;IND;SG;3;PST;FIN;ACT
estivo	te	estar	te	V	V;DEF;IND;SG;1;PRS;FIN;ACT
falta	hiány	falta	hiány	N	
falta	hiányzik	falta	hiányzik	N	V;INDF;IND;SG;3;PRS;FIN;ACT
falta	eltűnt	falta	el+tűnik	N	V;INDF;IND;SG;3;PST;FIN;ACT
falta	hiányzó	falta	hiányzó	N	ADJ;NOM;SG
falta	van	falta	van	N	V;INDF;IND;SG;3;PRS;FIN;ACT
falta	kell	falta	kell	N	V;INDF;IND;SG;3;PRS;FIN;ACT
falta	szükséges	falta	szükséges	N	ADJ;NOM;SG
negro	fekete	negro	feket	N	
negro	black	negro	black	N	
mar	tengeren	mar	tenger	N	
mar	tengeri	mar	tengeri	N	
mar	óceán	mar	óceán	N	
mar	ocean	mar	ocean	N	
mar	az	mar	az	N	
aprender	tanulás	aprender	tanulás	V	N;NOM;SG
teléfono	telefonon	teléfono	telefon	N	
teléfono	az	teléfono	az	N	
cantos	sok	canto	sok	N	
cantos	sokan	canto	sokan	N	ADV
cantos	hogyan	canto	hogyan	N	ADV
cantos	idős	canto	idős	N	
cantos	régi	canto	régi	N	
cantos	öreg	canto	öreg	N	
chega	elég	chegar	elég	V	
social	szociális	social	szociális	ADJ	N;NOM;SG
