през	poprzez	през	poprzez	ADP	
дни	days	ден	days	N;INDF;MASC;PL	
съюз	union	съюз	union	N;INDF;MASC;SG	
съюз	unia	съюз	unia	N;INDF;MASC;SG	
съюз	unii	съюз	unia	N;INDF;MASC;SG	
съюз	przymierze	съюз	przymierz	N;INDF;MASC;SG	
партия	imprezy	партия	impreza	N;INDF;FEM;SG	
политик	politycy	политик	polityk	N;INDF;MASC;SG	N;NOM;MASC;PL
пише	napisze	пиша	napisać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
работа	pracuj	работа	pracować	N;INDF;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
работа	prace	работа	praca	N;INDF;FEM;SG	N;NOM;FEM;PL
работа	roboty	работа	robota	N;INDF;FEM;SG	N;ACC;FEM;PL
остров	wyspy	остров	wyspa	N;INDF;MASC;SG	
остров	island	остров	island	N;INDF;MASC;SG	
остров	isle	остров	isle	N;INDF;MASC;SG	
председател	przewodnicząca	председател	przewodnicząca	N;INDF;MASC;SG	
председател	prezydenci	председател	prezydent	N;INDF;MASC;SG	N;NOM;MASC;PL
председател	prezesie	председател	prezes	N;INDF;MASC;SG	
среща	data	среща	datać	N;INDF;FEM;SG	
среща	poznać	среща	poznać	N;INDF;FEM;SG	V;PFV;NFIN;ACT
среща	poznaj	среща	poznawać	N;INDF;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
среща	spotkania	среща	spotkanie	N;INDF;FEM;SG	N;NOM;NEUT;PL
групи	grup	група	grupa	N;INDF;FEM;PL	
групи	grupy	група	grupa	N;INDF;FEM;PL	N;ACC;FEM;SG
информация	info	информация	info	N;INDF;FEM;SG	
информация	informacje	информация	informacja	N;INDF;FEM;SG	N;NOM;FEM;PL
информация	informacje	информация	informacja	N;INDF;FEM;SG	N;NOM;FEM;PL
нови	nowości	нов	nowość	ADJ;INDF;PL	N;ACC;FEM;PL
нови	nowe	нов	nowy	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
нови	nowość	нов	nowość	ADJ;INDF;PL	N;NOM;FEM;SG
нови	nowy	нов	nowy	ADJ;INDF;PL	ADJ;NOM;MASC;SG
нови	nowa	нов	nowy	ADJ;INDF;PL	
пъти	krotnie	път	krotnić	N;MASC	ADV
пъти	złóż	път	złożyć	N;MASC	V;PFV;IMP;SG;2;FIN;ACT
пъти	razy	път	raz	N;MASC	N;ACC;MASC;PL
пъти	times	път	times	N;MASC	
пъти	czasy	път	czas	N;MASC	N;NOM;MASC;PL
писател	autor	писател	autor	N;INDF;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
херцог	duke	херцог	duky	N;INDF;MASC;SG	
министър	ministrze	министър	minister	N;INDF;MASC;SG	
министър	ministrowie	министър	minister	N;INDF;MASC;SG	N;NOM;MASC;PL
цел	docelowe	цел	docelowy	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
цел	target	цел	target	N;INDF;FEM;SG	
участие	udział	участие	udział	N;INDF;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
участие	uczestniczyć	участие	uczestniczyć	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
участие	udział	участие	udział	N;INDF;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
войната	war	война	war	N;DEF;FEM;SG	
никола	nicolas	никол	nicolas	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
никола	nikola	никол	nikol	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
никола	nicola	никол	nicol	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
море	nadmorskiej	море	nadmorski	N;INDF;NEUT;SG	ADJ;GEN;FEM;SG
пловдив	płowdiw	пловдив	płowdiwy	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
отбора	team	отбор	team	N;DEF;MASC;SG	
отбора	drużyny	отбор	drużyna	N;DEF;MASC;SG	N;ACC;FEM;PL
списък	listy	списък	list	N;INDF;MASC;SG	
брой	liczyć	брой	liczyć	N;INDF;MASC;SG	V;IPFV;NFIN;ACT
брой	licz	брой	liczyć	N;INDF;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
известни	znani	известен	znany	ADJ;INDF;PL	N;NOM;MASC;PL
известни	znany	известен	znany	ADJ;INDF;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
известни	znana	известен	znany	ADJ;INDF;PL	V;IPFV;IND;SG;PRS;FIN;ACT
известни	znane	известен	znać	ADJ;INDF;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
известни	sławne	известен	sławny	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
известни	znana	известен	znany	ADJ;INDF;PL	V;IPFV;IND;SG;PRS;FIN;ACT
известни	znany	известен	znany	ADJ;INDF;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
известни	sławny	известен	sławny	ADJ;INDF;PL	ADJ;NOM;MASC;SG
известни	sławna	известен	sławna	ADJ;INDF;PL	ADJ;NOM;FEM;SG
територията	terytoria	територия	terytoria	N;DEF;FEM;SG	N;NOM;NEUT;PL
регион	regiony	регион	regić	N;INDF;MASC;SG	N;NOM;MASC;PL
повечето	większość	повече	większość	ADV;DEF;PL	N;NOM;FEM;SG
повечето	najczęściej	повече	często	ADV;DEF;PL	ADV;RL
повечето	większości	повече	większość	ADV;DEF;PL	N;GEN;FEM;SG
повечето	najbardziej	повече	bardzo	ADV;DEF;PL	ADV;RL
разположен	zlokalizowany	разположа-(се)	zlokalizować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
разположен	położony	разположа-(се)	położyć	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
разположен	zlokalizowane	разположа-(се)	zlokalizować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разположен	położony	разположа-(се)	położyć	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
друг	innych	друг	inny	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
друг	pozostał	друг	pozostać	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
джон	jan	джон	jan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
джон	johna	джон	johny	PROPN;INDF;MASC;SG	
джон	janek	джон	janek	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
джон	john	джон	john	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
джон	jana	джон	jani	PROPN;INDF;MASC;SG	
малки	małych	малък	mały	ADJ;INDF;PL	N;GEN;MASC;PL
малки	mały	малък	mały	ADJ;INDF;PL	ADJ;NOM;MASC;SG
малки	mał	малък	mała	ADJ;INDF;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
малки	niewielkie	малък	niewielki	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
малки	mała	малък	mały	ADJ;INDF;PL	
малки	male	малък	male	ADJ;INDF;PL	
малки	mał	малък	mała	ADJ;INDF;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
малки	little	малък	littl	ADJ;INDF;PL	
малки	mało	малък	mało	ADJ;INDF;PL	ADV
малки	mały	малък	mały	ADJ;INDF;PL	ADJ;NOM;MASC;SG
малки	mała	малък	mały	ADJ;INDF;PL	
вероятно	pewnie	вероятно	pewnie	ADV	PART
договор	umowy	договор	umowa	N;INDF;MASC;SG	
договор	traktaty	договор	traktaty	N;INDF;MASC;SG	N;NOM;MASC;PL
север	północnej	север	północny	N;INDF;MASC;SG	ADJ;GEN;FEM;SG
север	north	север	north	N;INDF;MASC;SG	
васил	wasił	вася-(се)	wasić	PROPN;INDF;MASC;SG	
изток	wschodnie	изток	wschodni	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
изток	east	изток	east	N;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
изток	wschodni	изток	wschodni	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
изток	wschodnia	изток	wschodnia	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
изток	wschodnie	изток	wschodni	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
изток	wschodni	изток	wschodni	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
изток	wschodniej	изток	wschodni	N;INDF;MASC;SG	ADJ;GEN;FEM;SG
изток	wschodnia	изток	wschodnia	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
особено	zwłaszcza	особено	zwłaszcza	ADV	PART
особено	zwłaszcza	особено	zwłaszcza	ADV	PART
разположено	zlokalizowany	разположа-(се)	zlokalizować	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
разположено	położony	разположа-(се)	położyć	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	
разположено	zlokalizowane	разположа-(се)	zlokalizować	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разположено	położony	разположа-(се)	położyć	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	
човек	osoby	човек	osoba	N;INDF;MASC;SG	N;NOM;FEM;PL
човек	ludzkie	човек	ludzki	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
човек	ludzka	човек	ludzki	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
човек	ludzki	човек	ludzki	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
човек	human	човек	human	N;INDF;MASC;SG	
човек	man	човек	mana	N;INDF;MASC;SG	
общо	całkowita	общо	całkowity	ADV	ADJ;NOM;FEM;SG
общо	ogółem	общо	ogół	ADV	N;INS;MASC;SG
общо	suma	общо	suma	ADV	N;NOM;FEM;SG
рим	rzym	рим	rzym	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
управление	management	управление	management	N;INDF;NEUT;SG	
управление	kontrole	управление	kontrola	N;INDF;NEUT;SG	N;NOM;FEM;PL
цар	king	цар	king	N;INDF;MASC;SG	
цар	kinga	цар	kinga	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
цар	car	цар	car	N;INDF;MASC;SG	
цар	cara	цар	carać	N;INDF;MASC;SG	
хората	ludzi	хора	człowiek	N;DEF	N;ACC;MASC;PL
хората	osoby	хора	osoba	N;DEF	N;NOM;FEM;PL
хората	people	хора	peopło	N;DEF	
хората	ludzie	хора	człowiek	N;DEF	N;NOM;MASC;PL
видове	gatunek	вид	gatunek	N;INDF;MASC;PL	N;NOM;MASC;SG
власт	moc	власт	moc	N;INDF;FEM;SG	
власт	power	власт	power	N;INDF;FEM;SG	
живота	zycie	живот	zyt	N;DEF;MASC;SG	V;IPFV;IND;SG;1;FIN;ACT
живота	life	живот	lifa	N;DEF;MASC;SG	
стефан	stefana	стефан	stefany	PROPN;INDF;MASC;SG	
стефан	stefan	стефан	stefan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
стефан	stefanie	стефан	stefan	PROPN;INDF;MASC;SG	
стефан	stephan	стефан	stephan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
тип	wpisz	тип	wpić	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
тип	typ	тип	typ	N;INDF;MASC;SG	
военни	wojskowy	военен	wojskowy	ADJ;INDF;PL	ADJ;NOM;MASC;SG
военни	wojsko	военен	wojsko	ADJ;INDF;PL	N;NOM;NEUT;SG
военни	wojskowe	военен	wojskowy	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
военни	wojska	военен	wojsko	ADJ;INDF;PL	N;NOM;NEUT;SG
изчезване	znikają	изчезване	znikać	N;INDF;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
изчезване	znikać	изчезване	znikać	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
изчезване	znika	изчезване	znikać	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
изчезване	zniknąć	изчезване	zniknąć	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
изчезване	zanik	изчезване	zanik	N;INDF;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
вида	vida	вид	vida	N;DEF;MASC;SG	
шампион	champion	шампион	champion	N;INDF;MASC;SG	
шампион	mistrzyni	шампион	mistrzynia	N;INDF;MASC;SG	
съвет	porady	съвет	porada	N;INDF;MASC;SG	N;ACC;FEM;PL
съвет	tip	съвет	tip	N;INDF;MASC;SG	
съвет	council	съвет	council	N;INDF;MASC;SG	
свързани	powiązany	свържа	powiązać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
свързани	związany	свържа	związać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;MASC;SG
свързани	powiązane	свържа	powiązać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
свързани	związane	свържа	związany	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG
свързани	powiązany	свържа	powiązać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
свързани	powiązanych	свържа	powiązać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
свързани	powiązane	свържа	powiązać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
свързани	pokrewne	свържа	pokrewny	V;PFV;INDF;PL;V.PTCP;PASS	
свързани	podłączone	свържа	podłączyć	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
свързани	powiązane	свържа	powiązać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
свързани	połączony	свържа	połączyć	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
свързани	połączone	свържа	połączyć	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
свързани	związane	свържа	związany	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG
свързани	połączone	свържа	połączyć	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
свързани	powiązane	свържа	powiązać	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
исторически	historycznie	исторически	historycznie	ADJ;INDF;MASC;SG	ADV
римски	roman	римски	roman	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG
кръг	circle	кръг	circle	N;INDF;MASC;SG	
кръг	okrągła	кръг	okrągnąć	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
кръг	okrągły	кръг	okrągnąć	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
кръг	okrągł	кръг	okrągnąć	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
майка	matko	майка	matko	N;INDF;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
карта	mapa	карта	mapa	N;INDF;FEM;SG	
англия	anglia	англия	anglia	PROPN;INDF;FEM;SG	
англия	anglii	англия	anglia	PROPN;INDF;FEM;SG	
англия	england	англия	england	PROPN;INDF;FEM;SG	
нов	nowości	нов	nowość	ADJ;INDF;MASC;SG	N;ACC;FEM;PL
нов	nowość	нов	nowość	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
нов	nowa	нов	nowy	ADJ;INDF;MASC;SG	
неговата	jego	мой	on	DET;DEF;FEM;SG;3	PRO;GEN;MASC;SG;3
песни	pieśni	песен	pieśń	N;INDF;FEM;PL	
множество	wielokrotne	множество	wielokrotny	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
множество	wiele	множество	wiele	N;INDF;NEUT;SG	DET;ACC;MASC;PL
множество	wielu	множество	wiele	N;INDF;NEUT;SG	DET;ACC;MASC;PL
политика	politycy	политика	polityk	N;INDF;FEM;SG	N;NOM;MASC;PL
преминава	przepustki	преминавам	przepustka	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;PL
преминава	wejściówki	преминавам	wejściówka	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;PL
стара	stare	стар	stary	ADJ;INDF;FEM;SG	
стара	old	стар	old	ADJ;INDF;FEM;SG	
стара	stara	стар	stary	ADJ;INDF;FEM;SG	
форма	formy	форма	forma	N;INDF;FEM;SG	N;ACC;FEM;PL
семейството	rodziny	семейство	rodzina	N;DEF;NEUT;SG	N;NOM;FEM;PL
семейството	rodzinne	семейство	rodzinny	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
семейството	rodzinnie	семейство	rodzinnie	N;DEF;NEUT;SG	ADV
район	regiony	район	regić	N;INDF;MASC;SG	N;NOM;MASC;PL
район	powiat	район	powiat	N;INDF;MASC;SG	
музика	music	музика	musieć	N;INDF;FEM;SG	
музика	muzyki	музика	muzyka	N;INDF;FEM;SG	
близо	zamknij	близо	zamknąć	ADV	V;PFV;IMP;SG;2;FIN;ACT
близо	blisko	близо	blisko	ADV	
близо	blisko	близо	blisko	ADV	
близо	niedaleko	близо	niedaleko	ADV	
първенство	championships	първенство	championships	N;INDF;NEUT;SG	
първенство	mistrzostwa	първенство	mistrzostwa	N;INDF;NEUT;SG	N;NOM;NEUT;PL
първенство	championship	първенство	championship	N;INDF;NEUT;SG	
първенство	mistrzostw	първенство	mistrzostwa	N;INDF;NEUT;SG	N;GEN;NEUT;PL
варна	varna	варна	varna	PROPN;INDF;FEM;SG	
награди	nagród	награда	nagroda	N;INDF;FEM;PL	
награди	nagród	награда	nagroda	N;INDF;FEM;PL	
награди	nagród	награда	nagroda	N;INDF;FEM;PL	
немски	niemcy	немски	niemiec	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;PL
помощ	pomoc	помощ	pomoc	N;INDF;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
помощ	pomoc	помощ	pomoc	N;INDF;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
първоначално	początkowy	първоначално	początkowy	ADV	ADJ;NOM;MASC;SG
първоначално	wstępne	първоначално	wstępny	ADV	ADJ;NOM;NEUT;SG
първоначално	początkowe	първоначално	początkowy	ADV	ADJ;NOM;NEUT;SG
първоначално	początkowa	първоначално	początkowy	ADV	ADJ;NOM;FEM;SG
карл	karla	карл	karla	PROPN;INDF;MASC;SG	
карл	karol	карл	karol	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
карл	karl	карл	karla	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
карл	carla	карл	carlać	PROPN;INDF;MASC;SG	
карл	carl	карл	carla	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
свят	swiat	свят	swiat	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
свят	world	свят	world	N;INDF;MASC;SG	
николай	nikołaj	николай	nikołać	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
николай	nicolai	николай	nicolaić	PROPN;INDF;MASC;SG	
николай	nikołaj	николай	nikołać	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
западна	zachodnia	западна	zachodni	ADJ;INDF;FEM;SG	
западна	west	западна	wysta	ADJ;INDF;FEM;SG	
западна	zachodni	западна	zachodni	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
западна	zachód	западна	zachód	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
западна	zachodnia	западна	zachodni	ADJ;INDF;FEM;SG	
западна	zachodni	западна	zachodni	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
западна	western	западна	western	ADJ;INDF;FEM;SG	
войски	wojska	войска	wojsko	N;INDF;FEM;PL	N;NOM;NEUT;SG
стил	style	стил	style	N;INDF;MASC;SG	
достига	osiągnie	достигам	osiągnie	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
избран	wybrany	избера	wybrać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
избран	wybrano	избера	wybrać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
избран	wybrane	избера	wybrać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
избран	wybrani	избера	wybrany	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
избран	wybrana	избера	wybrać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
избран	wybrany	избера	wybrać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
избран	zaznaczone	избера	zaznaczyć	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
избран	wybrane	избера	wybrać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
избран	wybrana	избера	wybrać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
избран	wybrano	избера	wybrać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
марк	marca	марк	marza	PROPN;INDF;MASC;SG	
марк	marc	марк	marc	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
марк	znak	марк	znak	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
марк	oznacz	марк	oznaczyć	PROPN;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
марк	zaznacz	марк	zaznaczyć	PROPN;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
марк	marka	марк	marka	PROPN;INDF;MASC;SG	
марк	mark	марк	mark	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
африка	afryka	африка	afryka	N;INDF;FEM;SG	
запад	zachodnia	запад	zachodni	N;INDF;MASC;SG	
запад	west	запад	wysta	N;INDF;MASC;SG	
революционер	rewolucyjny	революционер	rewolucyjny	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
земята	earth	земя	earth	N;DEF;FEM;SG	
връзка	połączenia	връзка	połączenie	N;INDF;FEM;SG	N;NOM;NEUT;PL
връзка	łącze	връзка	łączyć	N;INDF;FEM;SG	
връзка	link	връзка	link	N;INDF;FEM;SG	V;PFV;IND;SG;FIN;ACT
връзка	ogniwo	връзка	ogniwo	N;INDF;FEM;SG	
връзка	relacje	връзка	relacja	N;INDF;FEM;SG	N;NOM;FEM;PL
връзка	stosunki	връзка	stosunki	N;INDF;FEM;SG	N;NOM;NEUT;PL
роля	role	роля	role	N;INDF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
италиански	włochy	италиански	włochy	ADJ;INDF;MASC;SG	
италиански	włoski	италиански	włoski	ADJ;INDF;MASC;SG	
италиански	włoch	италиански	wąć	ADJ;INDF;MASC;SG	
москва	moskwy	москва	moskwy	PROPN;INDF;FEM;SG	PROPN;GEN;FEM;SG
москва	moskwie	москва	moskwa	PROPN;INDF;FEM;SG	PROPN;DAT;FEM;SG
москва	moskwa	москва	moskwa	PROPN;INDF;FEM;SG	PROPN;NOM;MASC;SG
китай	china	китай	chiny	N;INDF;MASC;SG	
китай	chin	китай	chuna	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
китай	chiny	китай	chiny	N;INDF;MASC;SG	
линия	line	линия	liny	N;INDF;FEM;SG	
свети	święty	свет	święty	N;INDF;MASC;SG	
свети	święta	свет	święto	N;INDF;MASC;SG	
свети	saint	свет	saint	N;INDF;MASC;SG	
свети	święty	свет	święty	N;INDF;MASC;SG	
свети	święte	свет	święty	N;INDF;MASC;SG	
лига	league	лига	leagu	N;INDF;FEM;SG	
роман	rzymski	роман	rzymski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
роман	roman	роман	roman	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
роман	rzymskie	роман	rzymski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
роман	powieść	роман	powieść	N;INDF;MASC;SG	V;PFV;NFIN;ACT
политически	polityczny	политически	polityczny	ADV	ADJ;NOM;MASC;SG
политически	politycznych	политически	polityczny	ADV	ADJ;GEN;MASC;PL
политически	polityczne	политически	polityczny	ADV	ADJ;NOM;NEUT;SG
политически	polityczna	политически	polityczny	ADV	ADJ;NOM;FEM;SG
