loại	tastează	loại	tasta	N	V;IND;3;PRS;FIN
uống	băutură	uống	băutură	V	N;INDF;FEM;SG
uống	băuturile	uống	băutură	V	N;DEF;FEM;PL
uống	bauturi	uống	baut	V	N;INDF;FEM;PL
uống	băuturi	uống	băutură	V	N;INDF;FEM;PL
phạt	amendat	phạt	amendat	N	ADJ;INDF;MASC;SG
phạt	pedepsit	phạt	pedepsi	N	ADJ;INDF;MASC;SG
phạt	pedepsită	phạt	pedepsi	N	ADJ;INDF;FEM;SG
đoán	ghicitul	đoán	ghicit	V	N;DEF;MASC;SG
đoán	ghici	đoán	ghic	V	
đoán	ghicit	đoán	ghicit	V	
chị	sis	chị	sis	N	
cốt	ar	cốt	avea	N	V;3
phe	lateral	phe	lateral	N	ADV
phe	side	phe	side	N	
bến	alger	bến	alger	N	PROPN
lam	lam	lam	lam	N	
hoài	huai	hoài	hua	N	PROPN
hoài	atins	hoài	atinge	N	ADJ;INDF;MASC;SG
hoài	obținut	hoài	obține	N	ADJ;INDF;MASC;SG
hoài	realizat	hoài	realiza	N	ADJ;INDF;MASC;SG
ukraina	ucraina	ukraina	ucraina	N	PROPN
nhắc	promptă	nhắc	prompta	V	ADJ;INDF;FEM;SG
nhắc	prompt	nhắc	prompt	V	
nhắc	promptitudine	nhắc	promptitudine	V	N;INDF;FEM;SG
del	del	del	del		N;INDF;MASC;SG
internet	internetul	internet	internet		N;DEF;MASC;SG
internet	internet	internet	internet		N;INDF;MASC;SG
haute	haute	haute	haută		N;INDF;FEM;PL
trà	tea	trà	teu	N	
kiên	răbdare	kiên	răbdare	ADJ	N;INDF;FEM;SG
kiên	rabdare	kiên	rabdare	ADJ	N;INDF;FEM;SG
hạc	crane	hạc	crană	N	PROPN
malaysia	malaezia	malaysia	malaezie	N	PROPN
malaysia	malaysia	malaysia	malaysie	N	PROPN
malaysia	malaiezian	malaysia	malaiezian	N	ADJ;INDF;MASC;SG
nóng	fierbinte	nóng	fierbinte	ADJ	
pha	pha	pha	pha	N	
pha	face	pha	face	N	V;IND;SG;3;PRS;FIN
phức	microscop	phức	microscop	V	N;INDF;MASC;SG
tròn	cercul	tròn	cerc	ADJ	N;DEF;MASC;SG
tròn	circle	tròn	circlu	ADJ	N;INDF;MASC;SG
tròn	cerc	tròn	cerc	ADJ	N;INDF;MASC;SG
nhảy	sari	nhảy	sare	V	
nhảy	salt	nhảy	salt	V	N;INDF;MASC;SG
nhảy	sărituri	nhảy	săritură	V	N;INDF;FEM;PL
lạnh	frig	lạnh	frig	ADJ	N;INDF;MASC;SG
lạnh	rece	lạnh	rece	ADJ	ADV
đòi	cererea	đòi	cerere	V	N;DEF;FEM;SG
đòi	cerere	đòi	cerere	V	N;INDF;FEM;SG
washington	washington	washington	washington		PROPN
washington	washingtonul	washington	washington		N;DEF;MASC;SG
tiêm	injectarea	tiêm	injectare	V	N;DEF;FEM;SG
tiêm	injecție	tiêm	injecție	V	N;INDF;FEM;SG
tiêm	injectare	tiêm	injectare	V	N;INDF;FEM;SG
tiêm	stare	tiêm	stare	V	N;INDF;FEM;SG
tiêm	condiția	tiêm	condiție	V	N;DEF;FEM;SG
tiêm	condiție	tiêm	condiție	V	N;INDF;FEM;SG
trốn	ascunderea	trốn	ascundere	V	N;DEF;FEM;SG
nhi	fiule	nhi	fiu	N	
thầy	maestre	thầy	maestru	N	
đau	doare	đau	durea	ADJ	
đau	durerea	đau	durere	ADJ	N;DEF;FEM;SG
đau	durere	đau	durere	ADJ	N;INDF;FEM;SG
đau	dureri	đau	durere	ADJ	N;INDF;FEM;PL
lọc	filtru	lọc	filtru	V	N;INDF;MASC;SG
lọc	filtrare	lọc	filtrare	V	N;INDF;FEM;SG
lọc	filtrul	lọc	filtru	V	N;DEF;MASC;SG
lọc	filtrarea	lọc	filtrare	V	N;DEF;FEM;SG
lọc	filtrare	lọc	filtrare	V	N;INDF;FEM;SG
lọc	filtre	lọc	filtre	V	N;INDF;FEM;PL
vui	funny	vui	funny		N;INDF;MASC;SG
vui	amuzant	vui	amuzant		ADJ;INDF;MASC;SG
vui	haios	vui	haios		ADJ;INDF;MASC;SG
vui	distracție	vui	distracție		N;INDF;FEM;SG
vui	distractiv	vui	distractiv		ADJ;INDF;MASC;SG
vui	distractie	vui	distractie		N;INDF;FEM;SG
vui	fericita	vui	fericita		ADJ;DEF;FEM;SG
vui	fericită	vui	fericit		ADJ;INDF;FEM;SG
vui	fericit	vui	fericit		ADJ;INDF;MASC;SG
israel	israel	israel	israel		PROPN
israel	israelului	israel	israel		N;DEF;MASC;SG
israel	israelul	israel	israel		N;DEF;MASC;SG
khổ	suferință	khổ	suferință	ADJ	N;INDF;FEM;SG
khổ	suferinta	khổ	suferint	ADJ	N;DEF;FEM;SG
khổ	suferind	khổ	suferi	ADJ	V;V.MSDR
khổ	greu	khổ	greu	ADJ	ADV
khổ	tare	khổ	tare	ADJ	ADV
khổ	mizerie	khổ	mizerie	ADJ	N;INDF;FEM;SG
site	situl	site	sit		N;DEF;MASC;SG
site	site	site	sită		N;INDF;FEM;PL
site	sit	site	sit		N;INDF;MASC;SG
canh	geng	canh	geng	N	
liêu	liao	liêu	liao	N	PROPN
thuế	dragă	thuế	drag	N	ADJ;INDF;FEM;SG
kansas	kansas	kansas	kansas	N	PROPN
dày	grosime	dày	grosime	ADJ	N;INDF;FEM;SG
love	iubire	love	iubire		N;INDF;FEM;SG
love	iubesc	love	iubi		V;IND;PL;3;PRS;FIN
love	iubirea	love	iubire		N;DEF;FEM;SG
love	dragoste	love	dragoste		N;INDF;MASC
love	dragostea	love	dragoste		N;DEF;FEM;SG
nương	fifi	nương	fifi	N	
rập	arabia	rập	arabia	N	PROPN
des	des	des	des	N	ADV
dinh	dinh	dinh	dinh		N;INDF;MASC;SG
anime	anime	anime	animă		N;INDF;MASC;SG
trạm	terminale	trạm	terminal	N	ADJ;INDF;FEM;PL
khổng	umflate	khổng	umfla	N	ADJ;INDF;FEM;PL
khổng	umflat	khổng	umfla	N	ADJ;INDF;MASC;SG
khổng	umflată	khổng	umfla	N	ADJ;INDF;FEM;SG
michael	mihai	michael	mihai		PROPN
michael	michael	michael	michael		PROPN
michael	mihail	michael	mihail		PROPN
mộc	carpenter	mộc	carpenter	N	PROPN
tám	eight	tám	eight	NUM	N;INDF;MASC;SG
non	non	non	non	N	
lee	lee	lee	lee	N	PROPN
campuchia	cambodgia	campuchia	cambodgie	N	PROPN
campuchia	cambodgian	campuchia	cambodgian	N	ADJ;INDF;MASC;SG
campuchia	cambodgia	campuchia	cambodgie	N	PROPN
bùi	bui	bùi	bui	N	
bùi	pei	bùi	pei	N	
colombia	columbieni	colombia	columbian	N	ADJ;INDF;MASC;PL
colombia	columbia	colombia	columbie	N	PROPN
colombia	columbian	colombia	columbian	N	ADJ;INDF;MASC;SG
charles	charles	charles	charles		PROPN
chối	neg	chối	neg	V	
chối	negi	chối	negi	V	
tuấn	jun	tuấn	jun	N	
