lincoln	lincoln	lincoln	lincoln	PROPN	N;NOM;MASC;SG
couverte	pokrite	couvrir	pokrit	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
roberts	roberts	robert	roberts	PROPN	N;NOM;MASC;SG
broadway	broadway	broadway	broadway	PROPN	N;NOM;MASC;SG
législatif	zakonodajalec	législatif	zakonodajalec	ADJ;MASC;SG	N;NOM;MASC;SG
rotterdam	rotterdam	rotterdam	rotterda	PROPN	N;DAT;FEM;PL
salaire	plač	salaire	plača	N;MASC;SG	N;GEN;FEM;PL
salaire	plače	salaire	plača	N;MASC;SG	N;NOM;FEM;PL
salaire	plač	salaire	plača	N;MASC;SG	N;GEN;FEM;PL
salaire	plače	salaire	plača	N;MASC;SG	N;NOM;FEM;PL
salaire	dohodki	salaire	dohodek	N;MASC;SG	N;NOM;MASC;PL
watson	watson	watson	watson	PROPN	N;NOM;MASC;SG
préféré	priljubljeno	préférer	priljubljen	V;MASC;SG;PST;V.PTCP	ADV
préféré	najljubša	préférer	uljub	V;MASC;SG;PST;V.PTCP	ADJ;NOM;RL;FEM;SG
préféré	najljubši	préférer	ujub	V;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;RL;MASC;SG
préféré	priljubljeni	préférer	priljubljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL
préféré	priljubljeno	préférer	priljubljen	V;MASC;SG;PST;V.PTCP	ADV
préféré	najljubša	préférer	uljub	V;MASC;SG;PST;V.PTCP	ADJ;NOM;RL;FEM;SG
préféré	najljubši	préférer	ujub	V;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;RL;MASC;SG
préféré	prednostno	préférer	prednostno	V;MASC;SG;PST;V.PTCP	ADV
préféré	zaželeno	préférer	zaželen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
bayonne	bayonne	bayonne	bayonen	PROPN	ADJ;NOM;NEUT;SG
asiatiques	azijski	asiatique	azijski	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;SG
asiatiques	azijci	asiatique	azijec	ADJ;MASC;PL	N;NOM;MASC;PL
clara	klara	clara	klara	PROPN	N;NOM;FEM;SG
clara	clara	clara	clar	PROPN	PROPN;NOM;FEM;SG
pérez	pérez	pérer	pérez	PROPN	PROPN;NOM;MASC;SG
magistrat	judge	magistrat	judgo	N;MASC;SG	
automobiles	avtomobili	automobile	avtomobil	ADJ;MASC;PL	N;NOM;MASC;PL
admissible	upravičeni	admissible	upravičen	ADJ;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
ethnique	narodnosti	ethnique	narodnost	ADJ;MASC;SG	N;NOM;FEM;PL
ethnique	etničnih	ethnique	etničen	ADJ;MASC;SG	ADJ;GEN;MASC;PL
ethnique	etnične	ethnique	etničen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
ethnique	etnično	ethnique	etnično	ADJ;MASC;SG	ADV
haies	hedges	haie	hedges	N;FEM;PL	
randonnée	pohodništvo	randonnée	pohodništvo	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
randonnée	treking	randonnée	treking	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
vignes	trte	vigne	trt	N;FEM;PL	
vignes	trta	vigne	trt	N;FEM;PL	N;NOM;FEM;SG
vignes	vinograd	vigne	vinograd	N;FEM;PL	N;NOM;NEUT;SG
contrainte	stres	contraindre	stres	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
contrainte	stresa	contraindre	stres	V;FEM;SG;PST;V.PTCP	N;GEN;MASC;SG
contrainte	omejitev	contraindre	omejitev	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
contrainte	prisile	contraindre	prisiti	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;PL
contrainte	prisilo	contraindre	prisilo	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
contrainte	prisile	contraindre	prisiti	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;PL
contrainte	prisilo	contraindre	prisilo	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
portails	gates	portail	gates	N;MASC;PL	N;NOM;MASC;SG
obtenue	pridobljena	obtenir	pridobljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
obtenue	pridobljen	obtenir	pridobljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
obtenue	pridobljeno	obtenir	pridobljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
antarctique	antarktiko	antarctique	antarktika	ADJ;MASC;SG	N;ACC;FEM;SG
antarctique	antarktiki	antarctique	antarktika	ADJ;MASC;SG	N;DAT;FEM;SG
conducteur	vozniki	conducteur	voznik	N;MASC;SG	N;NOM;MASC;PL
conducteur	voznikov	conducteur	voznik	N;MASC;SG	N;GEN;MASC;PL
étendu	razširjeni	étendre	razširjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
étendu	razširjeno	étendre	razširjeno	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
étendu	podaljšana	étendre	podaljšan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
étendu	podaljšano	étendre	podaljšan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
étendu	razširjena	étendre	razširjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
étendu	podaljšan	étendre	podaljšan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
étendu	razširjeni	étendre	razširjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
étendu	razširjen	étendre	razširjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
étendu	razširjena	étendre	razširjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
étendu	razširjene	étendre	razširjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
interdite	prepovedano	interdire	prepovedan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
interdite	prepovedan	interdire	prepovedan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
interdite	prepovedani	interdire	prepovedan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
interdite	prepovedana	interdire	prepovedan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
interdite	prepovedano	interdire	prepovedan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
interdite	prepovedane	interdire	prepovedan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
interdite	prepovedani	interdire	prepovedan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
interdite	prepovedana	interdire	prepovedan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
interdite	prepovedan	interdire	prepovedan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
interdite	prepovedana	interdire	prepovedan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
interdite	prepovedani	interdire	prepovedan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
lévy	lévy	lévy	lévy	PROPN	N;NOM;MASC;SG
libye	libijski	libye	libijski	N;FEM;SG	ADJ;NOM;MASC;SG
choisie	izbrano	choisir	izbran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
choisie	izbrani	choisir	izbran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
choisie	izbrana	choisir	izbran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
choisie	izbran	choisir	izbran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
chirurgie	kirurški	chirurgie	kirurški	N;FEM;SG	ADJ;NOM;MASC;SG
chirurgie	kirurško	chirurgie	kirurški	N;FEM;SG	ADJ;NOM;NEUT;SG
sent	vonjave	sentir	vonjava	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
oublié	pozabljen	oublier	pozabljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
oublié	pozabljena	oublier	pozabljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
oublié	pozabljeno	oublier	pozabljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
oublié	pozabljeni	oublier	pozabljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
yann	jan	yann	jan	PROPN	N;NOM;MASC;SG
yann	yann	yann	yann	PROPN	PROPN;NOM;MASC;SG
balles	metki	balle	metek	N;FEM;PL	N;NOM;MASC;SG
compromis	ogrožen	compromis	ogrožen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
compromis	ogrožena	compromis	ogrožen	N;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
middle	sredina	middle	sredina	PROPN	N;NOM;FEM;SG
middle	srednji	middle	srednji	PROPN	ADJ;NOM;DEF;MASC;SG
middle	srednja	middle	srednji	PROPN	ADJ;NOM;FEM;SG
chaine	verige	chaîne	veriga	N;FEM;SG	N;NOM;FEM;PL
séoul	seulu	séoul	seul	PROPN	PROPN;DAT;MASC;SG
partager	deljenje	partager	deljenje	V;NFIN	N;NOM;NEUT;SG
partager	delitev	partager	delitev	V;NFIN	N;NOM;FEM;SG
partager	deli	partager	del	V;NFIN	N;NOM;MASC;PL
partager	delež	partager	delež	V;NFIN	N;INAN;ACC;MASC;SG
omar	omarja	omar	omar	PROPN	N;ANIM;ACC;MASC;SG
omar	omar	omar	omar	PROPN	N;NOM;MASC;SG
monica	monica	monica	monica	PROPN	N;NOM;FEM;SG
monica	monico	monica	monica	PROPN	N;ACC;FEM;SG
monica	monika	monica	monik	PROPN	PROPN;NOM;FEM;SG
rey	rey	rey	rey	PROPN	PROPN;NOM;MASC;SG
josef	josef	josef	josef	PROPN	PROPN;NOM;MASC;SG
michèle	michelle	michèle	michell	ADJ;FEM;SG	PROPN;NOM;FEM;SG
michèle	michele	michèle	michel	ADJ;FEM;SG	PROPN;NOM;MASC;SG
michèle	michèle	michèle	michati	ADJ;FEM;SG	PROPN;NOM;MASC;SG
pommes	jabolčni	pomme	jabolčen	N;FEM;PL	ADJ;NOM;MASC;PL
pommes	apple	pomme	apple	N;FEM;PL	N;NOM;MASC;SG
pommes	jabolko	pomme	jabolko	N;FEM;PL	N;NOM;NEUT;SG
vannes	gates	vanne	gates	N;MASC;PL	N;NOM;MASC;SG
vannes	vannes	vanne	vannes	N;MASC;PL	
vannes	ventile	vanne	ventiti	N;MASC;PL	V;IPFV;FEM;PL;V.PTCP
vannes	ventili	vanne	ventilo	N;MASC;PL	V;IPFV;MASC;PL;V.PTCP
haine	haine	haine	haina	N;FEM;SG	N;NOM;FEM;PL
haine	sovražim	haine	sovražiti	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN
motte	motte	motte	motiti	N;FEM;SG	PROPN;NOM;MASC;SG
poussée	potisk	poussée	potisk	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
poussée	potiska	poussée	potisk	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
giorgio	giorgio	giorgio	giorgio	PROPN	PROPN;NOM;MASC;SG
picard	picard	picard	picard	PROPN	N;NOM;MASC;SG
nommer	poimenovanje	nommer	poimenovanje	V;NFIN	N;NOM;NEUT;SG
nommer	ime	nommer	ime	V;NFIN	N;NOM;NEUT;SG
lettonie	latvije	lettonie	latvija	N;FEM;SG	N;NOM;FEM;PL
lettonie	latvijski	lettonie	latvijski	N;FEM;SG	ADJ;NOM;MASC;SG
fermes	farma	ferme	farma	ADJ;FEM;PL	N;NOM;FEM;SG
fermes	kmetiji	ferme	kmetija	ADJ;FEM;PL	N;NOM;FEM;DU
fermes	kmetija	ferme	kmetija	ADJ;FEM;PL	N;NOM;FEM;SG
fermes	kmetije	ferme	kmetija	ADJ;FEM;PL	N;NOM;FEM;PL
tunisienne	tunizija	tunisien	tunizija	ADJ;FEM;SG	N;NOM;FEM;SG
tunisienne	tunizijski	tunisien	tunizijski	ADJ;FEM;SG	ADJ;NOM;MASC;PL
restaurer	obnovi	restaurer	obnova	V;NFIN	N;DAT;FEM;SG
restaurer	obnavljanje	restaurer	obnavljanje	V;NFIN	N;NOM;NEUT;SG
edwards	edwards	edward	edwards	PROPN	PROPN;NOM;MASC;SG
distances	razdalje	distance	razdalja	N;FEM;PL	N;NOM;FEM;SG
distances	oddaljenost	distance	oddaljenost	N;FEM;PL	N;NOM;FEM;SG
distances	razdalja	distance	razdaljati	N;FEM;PL	N;NOM;FEM;SG
gardiens	straža	gardien	straž	N;MASC;PL	N;NOM;FEM;SG
donnés	dano	donner	dan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
donnés	danih	donner	dan	V;MASC;PL;PST;V.PTCP	ADJ;GEN;MASC;PL
donnés	podarja	donner	podarjati	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
donnés	podaril	donner	podariti	V;MASC;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
minorité	manjšine	minorité	manjšina	N;FEM;SG	N;NOM;FEM;PL
ronald	ronald	ronald	ronald	PROPN	N;NOM;MASC;SG
charité	dobrodelne	charité	dobrodelen	N;FEM;SG	ADJ;NOM;FEM;PL
charité	dobrodelni	charité	dobrodelen	N;FEM;SG	ADJ;NOM;MASC;SG
charité	dobrodelna	charité	dobrodelen	N;FEM;SG	ADJ;NOM;FEM;SG
charité	dobrodelna	charité	dobrodelen	N;FEM;SG	ADJ;NOM;FEM;SG
exceptionnelle	izjemno	exceptionnel	izjemno	ADJ;FEM;SG	ADV
allée	ulici	aller	ulica	V;FEM;SG;PST;V.PTCP	N;DAT;FEM;SG
allée	dovoz	aller	dovoz	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
emily	emily	emily	emily	PROPN	PROPN;NOM;FEM;SG
explications	pojasnilo	explication	pojasniti	N;FEM;PL	N;NOM;NEUT;SG
explications	obrazložitev	explication	obrazložitev	N;FEM;PL	N;NOM;FEM;SG
explications	razlaga	explication	razlagati	N;FEM;PL	N;NOM;FEM;SG
explications	obrazložitev	explication	obrazložitev	N;FEM;PL	N;NOM;FEM;SG
extérieures	zunanjost	extérieur	zunanjost	ADJ;FEM;PL	N;NOM;FEM;SG
extérieures	zunanjosti	extérieur	zunanjost	ADJ;FEM;PL	N;GEN;FEM;SG
cave	kleti	cave	klet	N;FEM;SG	N;NOM;FEM;PL
séparé	ločena	séparer	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
séparé	ločeni	séparer	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
séparé	ločen	séparer	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
séparé	ločeno	séparer	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
séparé	ločena	séparer	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
séparé	ločeni	séparer	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
séparé	ločeno	séparer	ločen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enregistrée	posnet	enregistrer	posnet	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
enregistrée	posneto	enregistrer	posnet	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enregistrée	zabeleži	enregistrer	zabelež	V;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
enregistrée	zabeleženo	enregistrer	zabeležen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enregistrée	registrirana	enregistrer	registriran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
enregistrée	registrirano	enregistrer	registrirano	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enregistrée	registrirani	enregistrer	registriran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
enregistrée	registriran	enregistrer	registriran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
enregistrée	rešen	enregistrer	rešen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
enregistrée	rešeno	enregistrer	rešen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enregistrée	shranjeno	enregistrer	shranjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enregistrée	rešena	enregistrer	rešen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
enregistrée	shranjena	enregistrer	shranjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
passés	pretekli	passer	pretekel	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
passés	preteklost	passer	preteklost	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
passés	preteklosti	passer	preteklost	V;MASC;PL;PST;V.PTCP	N;GEN;FEM;SG
recommandations	priporočilo	recommandation	priporočiti	N;FEM;PL	N;NOM;NEUT;SG
plainte	pritožbe	plainte	pritožba	N;FEM;SG	N;NOM;FEM;PL
doubles	podvoji	double	podvoj	ADJ;MASC;PL	V;PFV;IND;SG;3;PRS;FIN
doubles	dvojni	double	dvojen	ADJ;MASC;PL	ADJ;NOM;MASC;SG
doubles	dvakrat	double	dvakrat	ADJ;MASC;PL	ADV
doubles	dvojno	double	dvojen	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
doubles	dvojna	double	dvojen	ADJ;MASC;PL	NUM;NOM;FEM;SG
doubles	podvoji	double	podvoj	ADJ;MASC;PL	V;PFV;IND;SG;3;PRS;FIN
doubles	dvojice	double	dvojica	ADJ;MASC;PL	N;NOM;FEM;PL
idéologie	ideologije	idéologie	ideologija	N;FEM;SG	N;NOM;FEM;PL
idéologie	ideoloških	idéologie	ideološki	N;FEM;SG	ADJ;GEN;MASC;PL
cage	kletke	cage	kletka	N;FEM;SG	N;NOM;FEM;PL
préserver	ohranjanje	préserver	ohranjanje	V;NFIN	N;NOM;NEUT;SG
souverains	suvereno	souverain	suveren	N;MASC;PL	ADV
copyright	avtorske	copyright	avtorski	N;MASC;SG	ADJ;NOM;FEM;PL
gaule	gaule	gaule	gaula	N;FEM;SG	
martine	martine	martine	martina	N;FEM;SG	N;NOM;FEM;PL
indochine	indokini	indochine	indokina	N;FEM;SG	N;NOM;MASC;PL
ménages	gospodinjstvo	ménage	gospodinjstvo	N;MASC;PL	N;NOM;NEUT;SG
ménages	gospodinjski	ménage	gospodinjski	N;MASC;PL	ADJ;NOM;MASC;SG
captain	stotnik	captain	stotnik	PROPN	N;NOM;MASC;SG
captain	kapitan	captain	kapitan	PROPN	N;NOM;MASC;SG
buffalo	buffalo	buffalo	buffati	PROPN	N;NOM;MASC;SG
italiennes	italijanski	italien	italijanski	ADJ;FEM;PL	ADJ;NOM;MASC;SG
italiennes	italijansko	italien	italijanski	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
italiennes	italijanska	italien	italijanski	ADJ;FEM;PL	ADJ;NOM;FEM;SG
italiennes	italijan	italien	italijan	ADJ;FEM;PL	N;NOM;MASC;SG
asiatique	azija	asiatique	azija	ADJ;MASC;SG	N;NOM;FEM;SG
asiatique	azijske	asiatique	azijski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
asiatique	azijskih	asiatique	azijski	ADJ;MASC;SG	ADJ;GEN;MASC;PL
regarde	glej	regarder	gledati	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN
regarde	ura	regarder	ura	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
regarde	glejte	regarder	gledati	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN
regarde	poglej	regarder	poglej	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
corde	vrvi	corde	vrv	N;FEM;SG	N;NOM;FEM;PL
geoffroy	bogomir	geoffroy	bogomir	PROPN	N;NOM;MASC;SG
oklahoma	oklahoma	oklahoma	oklahoma	PROPN	N;DAT;MASC;DU
documentaires	dokumentarec	documentaire	dokumentarec	ADJ;MASC;PL	N;NOM;MASC;SG
documentaires	dokumentarci	documentaire	dokumentarca	ADJ;MASC;PL	N;NOM;MASC;PL
pâte	prilepi	pâte	prilepiti	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
pâte	celuloze	pâte	celuloza	N;FEM;SG	N;NOM;FEM;PL
xviii	xviii	xviii	svi	NUM	N;NOM;MASC;SG
papa	ati	papa	ati	N;MASC;SG	PROPN;NOM;MASC;SG
papa	ati	papa	ati	N;MASC;SG	PROPN;NOM;MASC;SG
papa	papa	papa	papa	N;MASC;SG	
rames	vesla	rame	veslo	N;FEM;PL	N;NOM;MASC;SG
florent	florent	florent	florent	PROPN	N;NOM;MASC;SG
ordinateurs	računalnik	ordinateur	računalnik	N;MASC;PL	N;NOM;MASC;SG
ordinateurs	računalniško	ordinateur	računalniški	N;MASC;PL	ADJ;NOM;NEUT;SG
ordinateurs	računalniška	ordinateur	računalniški	N;MASC;PL	ADJ;NOM;FEM;SG
jessica	jessico	jessica	jessica	PROPN	N;ACC;FEM;SG
jessica	jessica	jessica	jessica	PROPN	N;NOM;FEM;SG
toucher	dotik	toucher	dotik	V;NFIN	N;NOM;MASC;SG
toucher	ganljivo	toucher	ganljivo	V;NFIN	ADJ;NOM;NEUT;SG
now	zdaj	now	zdaj	INTJ	ADV
now	sedaj	now	sedaj	INTJ	ADV
aoste	aosta	aoste	aosta	N;FEM;SG	PROPN;NOM;MASC;SG
tropicale	tropske	tropical	tropski	ADJ;FEM;SG	ADJ;NOM;FEM;PL
tropicale	tropskih	tropical	tropski	ADJ;FEM;SG	ADJ;GEN;MASC;PL
fossiles	fosilnih	fossile	fosilen	N;MASC;PL	ADJ;GEN;MASC;PL
citadelle	citadelle	citadelle	citadell	N;FEM;SG	V;PFV;FEM;PL;V.PTCP
citadelle	citadele	citadelle	citadel	N;FEM;SG	N;NOM;FEM;PL
plastique	plastika	plastique	plastika	ADJ;MASC;SG	N;NOM;FEM;SG
plastique	plastike	plastique	plastika	ADJ;MASC;SG	N;NOM;FEM;PL
plastique	plastiko	plastique	plastika	ADJ;MASC;SG	N;ACC;FEM;SG
plastique	plastika	plastique	plastika	ADJ;MASC;SG	N;NOM;FEM;SG
plastique	plastično	plastique	plastično	ADJ;MASC;SG	ADV
plastique	plastičnih	plastique	plastičen	ADJ;MASC;SG	ADJ;GEN;MASC;PL
décider	odločanje	décider	odločanje	V;NFIN	N;NOM;NEUT;SG
menaces	grožnja	menace	grožnja	N;FEM;PL	N;NOM;FEM;SG
forestier	gozdni	forestier	gozden	N;MASC;SG	ADJ;NOM;MASC;SG
forestier	gozdovi	forestier	gozd	N;MASC;SG	N;NOM;MASC;PL
carrières	carrières	carrière	carrières	N;FEM;PL	N;NOM;MASC;SG
carrières	kariera	carrière	kariera	N;FEM;PL	N;NOM;FEM;SG
identiques	identična	identique	identičen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
identiques	enake	identique	enak	ADJ;MASC;PL	DET;NOM;FEM;PL
mécaniques	mehanika	mécanique	mehanika	ADJ;MASC;PL	N;NOM;FEM;SG
mécaniques	mehaniki	mécanique	mehanika	ADJ;MASC;PL	N;NOM;MASC;PL
mécaniques	mehanska	mécanique	mehanski	ADJ;MASC;PL	ADJ;NOM;FEM;SG
mécaniques	mehansko	mécanique	mehanski	ADJ;MASC;PL	ADV
plages	plaža	plage	plaža	N;FEM;PL	N;NOM;FEM;SG
plages	plažo	plage	plaža	N;FEM;PL	N;ACC;FEM;SG
plages	obala	plage	obala	N;FEM;PL	N;NOM;FEM;SG
plages	beach	plage	beach	N;FEM;PL	N;NOM;MASC;SG
mayence	mainz	mayence	mainza	PROPN	PROPN;NOM;MASC;SG
intérim	vmesno	intérim	vmesno	N;MASC;SG	ADJ;NOM;NEUT;SG
intérim	vmesna	intérim	vmesen	N;MASC;SG	ADJ;NOM;FEM;SG
entraîné	izurjena	entraîner	izurjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
entraîné	izurjen	entraîner	izurjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
entraîné	usposobljeno	entraîner	usposobljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
entraîné	izurjeni	entraîner	izurjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
entraîné	usposobljeni	entraîner	usposobljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
châtillon	châtillon	châtillon	châtillon	PROPN	N;NOM;MASC;SG
missionnaire	misijonar	missionnaire	misijonar	ADJ;MASC;SG	N;NOM;MASC;SG
rico	rico	rico	rica	PROPN	N;NOM;MASC;SG
vendue	prodani	vendre	prodan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
vendue	prodano	vendre	prodan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
vendue	prodana	vendre	prodan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
vendue	prodan	vendre	prodan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
favorables	ugodni	favorable	ugoden	ADJ;MASC;PL	ADJ;NOM;MASC;SG
favorables	ugodno	favorable	ugoden	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
favorables	ugoden	favorable	ugoden	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
favorables	ugodno	favorable	ugoden	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
protestant	protestantske	protestant	protestantski	N;MASC;SG	ADJ;NOM;FEM;PL
spirituel	duhovne	spirituel	duhoven	ADJ;MASC;SG	ADJ;NOM;FEM;PL
priorité	prednostno	priorité	prednostno	N;FEM;SG	ADV
constitutionnelle	ustavne	constituinnnel	ustaven	ADJ;FEM;SG	ADJ;NOM;FEM;PL
problématique	problem	problématique	problem	ADJ;FEM;SG	N;NOM;MASC;SG
problématique	težava	problématique	težava	ADJ;FEM;SG	N;NOM;FEM;SG
problématique	težavo	problématique	težava	ADJ;FEM;SG	N;ACC;FEM;SG
problématique	težave	problématique	težava	ADJ;FEM;SG	N;NOM;FEM;PL
earth	zemeljska	earth	zemeljski	N;MASC;SG	ADJ;NOM;FEM;SG
violent	nasilne	violent	nasilen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
violent	nasilni	violent	nasilen	ADJ;MASC;SG	ADJ;NOM;MASC;PL
violent	nasilno	violent	nasilen	ADJ;MASC;SG	ADV
arcades	arcade	arcade	arcada	N;FEM;PL	N;NOM;MASC;SG
arcades	igralnica	arcade	igralnica	N;FEM;PL	N;NOM;FEM;SG
