להינשא	căsători	ננשא	căsător	V;NFIN;MID	
עצמאיות	independentă	עצמאי	independent	ADJ;FEM;PL	ADJ;INDF;FEM;SG
בריא	sănătos	בריא	sănătos	PROPN	ADJ;INDF;MASC;SG
בריא	sănătoasă	בריא	sănătos	PROPN	ADJ;INDF;FEM;SG
בריא	sanatos	בריא	sanatos	PROPN	ADJ;INDF;MASC;SG
בריא	sănătoase	בריא	sănătos	PROPN	ADJ;INDF;FEM;PL
תאודור	theodore	תאודור	theodore	PROPN	PROPN
תאודור	teodor	תאודור	teodor	PROPN	PROPN
תאודור	theodor	תאודור	theodor	PROPN	PROPN
תאודור	theodor	תאודור	theodor	PROPN	PROPN
ניקסון	nixon	ניקסון	nixon	PROPN	PROPN
סלים	selim	סל	selim	PROPN	
סלים	slim	סל	slim	PROPN	
סלים	subțire	סל	subțire	PROPN	
סלים	salim	סל	salim	PROPN	N;INDF;MASC;SG
חוקיות	juridice	חוקיות	juridic	N;FEM;SG	ADJ;INDF;FEM;PL
חוקיות	legale	חוקיות	legal	N;FEM;SG	ADJ;INDF;FEM;PL
חוקיות	juridic	חוקיות	juridic	N;FEM;SG	ADJ;INDF;MASC;SG
חוקיות	legală	חוקיות	legal	N;FEM;SG	ADJ;INDF;FEM;SG
חוקיות	legal	חוקיות	legal	N;FEM;SG	ADJ;INDF;MASC;SG
להתחתן	căsători	התחתן	căsător	V;NFIN	
פיוס	reconcilierea	פיוס	reconciliere	PROPN	N;DEF;FEM;SG
פיוס	reconciliere	פיוס	reconciliere	PROPN	N;INDF;FEM;SG
פיוס	împăcare	פיוס	împăcare	PROPN	N;INDF;FEM;SG
עפולה	afula	עפולה	afula	PROPN	N;DEF;FEM;SG
הסתיימו	încheiat	הסתיים	încheia	V;PL;3;PST	ADJ;INDF;MASC;SG
פיליפס	philips	פיליפס	philips	PROPN	N;INDF;MASC;SG
פיליפס	philips	פיליפס	philips	PROPN	N;INDF;MASC;SG
פיליפס	phillips	פיליפס	phillips	PROPN	PROPN
דורשים	necesită	דרש	necesita	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;PST;FIN
דורשים	necesita	דרש	necesita	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
מסובך	complicate	מסובך	complicat	ADJ;MASC;SG	ADJ;INDF;FEM;PL
חרוד	harod	חרוד	harod	PROPN	
ויימאר	weimar	ויימאר	weimar	PROPN	PROPN
תיעודי	documentar	תעודי	documentar	PROPN	N;INDF;MASC;SG
תיעודי	documentare	תעודי	documentare	PROPN	N;INDF;FEM;PL
תיעודי	documentarul	תעודי	documentar	PROPN	N;DEF;MASC;SG
להרים	ridicare	הרים	ridicare	V;NFIN;ACT	N;INDF;FEM;SG
צאצא	descendent	צאצא	descendent		ADJ;INDF;MASC;SG
צאצא	descendentă	צאצא	descendent		ADJ;INDF;FEM;SG
אסיר	prizonierul	אסיר	prizonier	PROPN	N;DEF;MASC;SG
אסיר	prizonier	אסיר	prizonier	PROPN	N;INDF;MASC;SG
אסיר	detinut	אסיר	detine	PROPN	ADJ;INDF;MASC;SG
אסיר	deținut	אסיר	deține	PROPN	ADJ;INDF;MASC;SG
קתולי	catolică	קתולי	catolic	PROPN	ADJ;INDF;FEM;SG
קתולי	catolica	קתולי	catolică	PROPN	N;DEF;FEM;SG
קתולי	catolic	קתולי	catolic	PROPN	ADJ;INDF;MASC;SG
אפריקאים	africani	אפריקני	african	N;MASC;PL	ADJ;INDF;MASC;PL
במול	plate	במול	plat	PROPN	ADJ;INDF;FEM;PL
במול	plat	במול	plat	PROPN	N;INDF;MASC;SG
לית	leigh	לית	leigh		PROPN
כוס	păsărică	כוס	păsăric		N;INDF;FEM;SG
כוס	pussy	כוס	pussy		N;INDF;MASC;SG
כוס	păsărica	כוס	păsărică		N;DEF;FEM;SG
כוס	cupa	כוס	cupă		N;DEF;FEM;SG
כוס	cupă	כוס	cupă		N;INDF;FEM;SG
כוס	ceașcă	כוס	ceașcă		N;INDF;FEM;SG
מדידת	măsurare	מדידה	măsurare	N;PSSD;FEM;SG	N;INDF;FEM;SG
מדידת	măsurarea	מדידה	măsurare	N;PSSD;FEM;SG	N;DEF;FEM;SG
אמריקנים	americani	אמריקן	american	N;MASC;PL	ADJ;INDF;MASC;PL
סינגפור	singapore	סינגפור	singapore	PROPN	N;INDF;FEM;PL
יושבים	ședința	ישב	ședință	V;MASC;PL;V.PTCP;ACT	N;DEF;FEM;SG
התעללות	abuzat	התעללות	abuza	N;FEM;SG	ADJ;INDF;MASC;SG
התעללות	abuzată	התעללות	abuza	N;FEM;SG	ADJ;INDF;FEM;SG
התעללות	abuziv	התעללות	abuziv	N;FEM;SG	ADV
התעללות	abuzive	התעללות	abuziv	N;FEM;SG	ADJ;INDF;FEM;PL
התעללות	abuzivă	התעללות	abuziv	N;FEM;SG	ADJ;INDF;FEM;SG
התעללות	abuzuri	התעללות	abuz	N;FEM;SG	N;INDF;FEM;PL
רגש	emoțional	רגש	emoțional	N;MASC;SG	ADV
רגש	emotional	רגש	emotional	N;MASC;SG	ADJ;INDF;MASC;SG
רגש	emotiv	רגש	emotiv	N;MASC;SG	ADJ;INDF;MASC;SG
קטיף	cules	קטיף	cules	PROPN	N;INDF;MASC;SG
הוסר	îndepărtat	הוסר	îndepărtat	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוסר	eliminat	הוסר	elimina	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוסר	scos	הוסר	scoate	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
מחמוד	mahmud	מחמוד	mahmud	PROPN	N;INDF;MASC;SG
מחמוד	mahmoud	מחמוד	mahmoud	PROPN	PROPN
הנבחר	alese	הנבחר	ales	PROPN	ADJ;INDF;FEM;PL
הנבחר	aleasă	הנבחר	ales	PROPN	ADJ;INDF;FEM;SG
הנבחר	ales	הנבחר	ales	PROPN	ADV
גרי	gary	גרי	gary	PROPN	PROPN
המתמחה	intern	המתמח	intern	V;FEM;SG;3;PST	ADJ;INDF;MASC;SG
המתמחה	stagiar	המתמח	stagiar	V;FEM;SG;3;PST	N;INDF;MASC;SG
נבל	ticălos	נבל	ticălos		ADJ;INDF;MASC;SG
נבל	răufăcător	נבל	răufăcător		N;INDF;MASC;SG
נבל	harpă	נבל	harpă		N;INDF;FEM;SG
מרתון	maratonul	מרתון	maraton		N;DEF;MASC;SG
מרתון	maraton	מרתון	maraton		N;INDF;MASC;SG
המפקח	inspector	המפקח	inspector	PROPN	N;INDF;MASC;SG
המפקח	inspectorul	המפקח	inspector	PROPN	N;DEF;MASC;SG
ארליך	erlich	ארליך	erlich	PROPN	
משפיעה	influente	השפיע	influent	V;FEM;SG;V.PTCP;ACT	N;INDF;FEM;PL
משפיעה	influent	השפיע	influent	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
משפיעה	influentă	השפיע	influent	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
משפיעה	afectează	השפיע	afecta	V;FEM;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
משפיעה	afecteaza	השפיע	afecta	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
בורוסיה	borussia	בורוסיה	borussie	PROPN	N;DEF;FEM;SG
מונרו	monroe	מונר	monroe	PROPN	PROPN
מחסום	blocaj	None	blocaj		N;INDF;MASC;SG
מחסום	bariere	None	barieră		N;INDF;FEM;PL
מחסום	barierele	None	barieră		N;DEF;FEM;PL
מחסום	bariera	None	barieră		N;DEF;FEM;SG
מחסום	barieră	None	barieră		N;INDF;FEM;SG
השרת	serverul	השרה	server	PROPN	N;DEF;MASC;SG
השרת	server	השרה	server	PROPN	N;INDF;MASC;SG
אוסבורן	osborne	אוסבורן	osborn	PROPN	PROPN
אוסבורן	osborn	אוסבורן	osborn	PROPN	N;INDF;MASC;SG
גרוסמן	grossman	גרוסמן	grossman	PROPN	PROPN
אוהבים	iubitori	אהב	iubitor	V;MASC;PL;V.PTCP;ACT	ADJ;INDF;MASC;PL
אוהבים	iubiți	אהב	iubi	V;MASC;PL;V.PTCP;ACT	V;IND;PL;2;IPFV;FIN
פורים	purim	פורים	purea	PROPN	N;INDF;MASC;SG
מרפי	murphy	מרפי	murphy	PROPN	PROPN
ההכנות	pregătirile	ההכנה	pregătire	PROPN	N;DEF;FEM;PL
ההכנות	pregătiri	ההכנה	pregătire	PROPN	N;INDF;FEM;PL
ההכנות	preparate	ההכנה	preparat	PROPN	N;INDF;FEM;PL
הפרישה	secesiunea	הפריש	secesiune	V;FEM;SG;3;PST;ACT	N;DEF;FEM;SG
אוכלים	alimentatie	אכל	alimentatie	V;MASC;PL;V.PTCP;ACT	N;INDF;FEM;SG
אוכלים	mănânc	אכל	mănânc	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
היוזמה	initiativa	היוזמה	initiativă	PROPN	N;DEF;FEM;SG
היוזמה	inițiativă	היוזמה	inițiativă	PROPN	N;INDF;FEM;SG
היוזמה	inițiativa	היוזמה	inițiativă	PROPN	N;DEF;FEM;SG
אורה	ora	אורה	oră	PROPN	N;DEF;FEM;SG
קרתגו	cartagina	קרתגו	cartagina	PROPN	N;DEF;FEM;SG
קרתגו	cartagina	קרתגו	cartagina	PROPN	N;DEF;FEM;SG
נסוג	retrasă	נסוג	retrage	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;SG
נסוג	retras	נסוג	retrage	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
בירד	pasare	בירד	pasar	PROPN	N;INDF;FEM;SG
בירד	pasăre	בירד	pasăre	PROPN	N;INDF;FEM;SG
בירד	pasărea	בירד	pasăre	PROPN	N;DEF;FEM;SG
בירד	bird	בירד	bird	PROPN	N;INDF;MASC;SG
פלש	invadată	פלש	invadată	PROPN	ADJ;INDF;FEM;SG
פלש	invadat	פלש	invada	PROPN	ADJ;INDF;MASC;SG
קור	frig	קור	frig		N;INDF;MASC;SG
קור	reci	קור	rece		ADJ;INDF;PL
קור	rece	קור	rece		ADV
קור	cor	קור	cor		N;INDF;MASC;SG
סיון	sivan	סיון	sivan	PROPN	N;INDF;MASC;SG
סוויפט	swift	סוויפט	swift	PROPN	N;INDF
רוד	tija	רוד	tija	PROPN	N;DEF;FEM;SG
רוד	rod	רוד	rod	PROPN	
רוד	dic	רוד	dic	PROPN	
ציינו	menționat	ציין	menționat	V;PL;3;PST;ACT	ADJ;INDF;MASC;SG
תראה	uite	תראה	uita	V;MASC;SG;3;FUT	
נסה	încercați	נסה	încerca	PROPN	V;IND;PL;2;IPFV;FIN
נסה	încearcă	נסה	încerca	PROPN	V;IND;3;PRS;FIN
נסה	incearca	נסה	incearca	PROPN	V;IND;SG;3;IPFV;FIN
פצצה	bomba	פצץ	bombă	PROPN	N;DEF;FEM;SG
פצצה	bombă	פצץ	bombă	PROPN	N;INDF;FEM;SG
מינימום	minimum	מינימום	minimum	N;MASC;SG	
מינימום	minime	מינימום	minim	N;MASC;SG	ADJ;INDF;FEM;PL
מינימום	minimă	מינימום	minim	N;MASC;SG	ADJ;INDF;FEM;SG
פנימה	interior	פנימה	interior	ADV	N;INDF;MASC;SG
פנימה	înăuntru	פנימה	înăuntru	ADV	
צפה	urmărit	צפה	urmări	PROPN	ADJ;INDF;MASC;SG
צפה	urmărită	צפה	urmări	PROPN	ADJ;INDF;FEM;SG
צפה	privit	צפה	privi	PROPN	ADJ;INDF;MASC;SG
צפה	supravegheată	צפה	supravegheat	PROPN	ADJ;INDF;FEM;SG
צפה	plutitor	צפה	plutitor	PROPN	N;INDF;MASC;SG
צפה	plutitoare	צפה	plutitor	PROPN	ADJ;INDF;FEM
צפה	plutind	צפה	pluti	PROPN	V;V.MSDR
צפה	ceas	צפה	ceas	PROPN	N;INDF;MASC;SG
צפה	vizualizează	צפה	vizualiza	PROPN	V;IND;3;PRS;FIN
צפה	vizualizare	צפה	vizualizare	PROPN	N;INDF;FEM;SG
צפה	vedere	צפה	vedere	PROPN	N;INDF;FEM;SG
צרה	probleme	צר	problemă		N;INDF;FEM;PL
צרה	necazuri	צר	necaz		N;INDF;FEM;PL
צרה	necaz	צר	necaz		N;INDF;MASC;SG
צרה	belele	צר	bele		N;DEF;FEM;PL
צרה	înguste	צר	îngust		ADJ;INDF;FEM;PL
צרה	îngustă	צר	îngust		ADJ;INDF;FEM;SG
צרה	restrânge	צר	restrânge		V;IND;SG;3;PRS;FIN
צרה	îngust	צר	îngust		ADJ;INDF;MASC;SG
צרה	adversitate	צר	adversitate		N;INDF;FEM;SG
ממדית	dimensionale	ממדי	dimensional	ADV	ADJ;INDF;FEM;PL
ריימונד	raymond	ריימונד	raymond	PROPN	PROPN
רוסו	rosso	רוסו	rosso	PROPN	PROPN
רוסו	russo	רוסו	russo	PROPN	PROPN
רוסו	rousseau	רוסו	roussi	PROPN	V;IND;PL;3;IPFV;FIN
סעד	saad	סעד	saad		N;INDF;MASC;SG
ירמיהו	ieremia	ירמיהו	ieremie	PROPN	PROPN
ירמיהו	jeremiah	ירמיהו	jeremiah	PROPN	PROPN
שמאלה	stâng	שמאלה	stâng	ADV	N;INDF;MASC;SG
שמאלה	stânga	שמאלה	stângă	ADV	N;DEF;FEM;SG
שמאלה	stanga	שמאלה	stanga	ADV	N;DEF;FEM;SG
שמאלה	stînga	שמאלה	stângă	ADV	N;DEF;FEM;SG
נחמה	confort	נחמה	confort		N;INDF;MASC;SG
נחמה	comfort	נחמה	comfort		N;INDF;MASC;SG
נחמה	confortul	נחמה	confort		N;DEF;MASC;SG
נחמה	alinare	נחמה	alinare		N;INDF;FEM;SG
נחמה	consolare	נחמה	consolare		N;INDF;FEM;SG
נחמה	consolare	נחמה	consolare		N;INDF;FEM;SG
היוקרתי	prestigioase	היוקרתי	prestigios	V;SG;1;PST;PASS	ADJ;INDF;FEM;PL
גנטי	genetic	גנטי	genetic	N;MASC;SG	ADJ;INDF;MASC;SG
גנטי	genetică	גנטי	genetic	N;MASC;SG	ADJ;INDF;FEM;SG
גנטי	genetice	גנטי	genetic	N;MASC;SG	ADJ;INDF;FEM;PL
בוני	bonnie	בוני	bonnie	PROPN	N;INDF;FEM;SG
בוני	bonny	בוני	bonny	PROPN	
ורנר	werner	ורנר	werner	PROPN	PROPN
סת	seth	סת	seth		PROPN
פרעה	faraonul	פרע	faraon	PROPN	N;DEF;MASC;SG
פרעה	faraonului	פרע	faraon	PROPN	N;DEF;MASC;SG
פרעה	faraon	פרע	faraon	PROPN	N;INDF;MASC;SG
אנכי	vertical	אנך	vertical		ADJ;INDF;MASC;SG
אנכי	verticală	אנך	vertical		ADJ;INDF;FEM;SG
אנכי	verticale	אנך	vertical		ADJ;INDF;FEM;PL
אנכי	vertical	אנך	vertical		ADJ;INDF;MASC;SG
הבלטי	baltică	הבלטי	baltic	PROPN	ADJ;INDF;FEM;SG
הבלטי	baltice	הבלטי	baltic	PROPN	ADJ;INDF;FEM;PL
כוונות	intentii	כוונה	intent	N;FEM;PL	
מתחרה	concurent	התחרה	concurent	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
מתחרה	concurentă	התחרה	concurent	V;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
מתחרה	concurentul	התחרה	concurent	V;MASC;SG;V.PTCP	N;DEF;MASC;SG
מתחרה	concurent	התחרה	concurent	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
מתחרה	concurentul	התחרה	concurent	V;MASC;SG;V.PTCP	N;DEF;MASC;SG
מתחרה	concurente	התחרה	concurent	V;MASC;SG;V.PTCP	ADJ;INDF;FEM;PL
שוטף	fluent	שוטף	fluent	ADJ;MASC;SG	ADV
עט	pen	עט	pen	PROPN	
עט	stilou	עט	stilou	PROPN	N;INDF;MASC;SG
שומע	auzi	שמע	auzi	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
הנהג	sofer	הנהג	sofer		N;INDF;MASC;SG
הנהג	driver	הנהג	driver		N;INDF;MASC;SG
הנהג	șofer	הנהג	șofer		N;INDF;MASC;SG
דרמטי	dramatice	דרמטי	dramatic	ADJ;MASC;SG	ADJ;INDF;FEM;PL
מצדה	masada	מצדה	masada	PROPN	N;DEF;FEM;SG
מחתרת	subteran	מחתרת	subteran	N;FEM;SG	ADJ;INDF;MASC;SG
ליטר	litru	ליטר	litru	PROPN	N;INDF;MASC;SG
ליטר	litru	ליטר	litru	PROPN	N;INDF;MASC;SG
ליטר	litri	ליטר	litru	PROPN	N;INDF;MASC;PL
שרירי	musculos	שריר	musculos	PROPN	ADJ;INDF;MASC;SG
נצרות	creștin	נצרות	creștin	N;FEM;SG	ADJ;INDF;MASC;SG
נצרות	creștină	נצרות	creștină	N;FEM;SG	ADJ;INDF;FEM;SG
נצרות	christian	נצרות	christian	N;FEM;SG	PROPN
זול	ieftin	זול	ieftin	ADJ;MASC;SG	ADV
זול	ieftine	זול	ieftin	ADJ;MASC;SG	N;INDF;FEM;PL
גיבורים	heroes	גיבור	heroes	N;MASC;PL	N;INDF;MASC;SG
בטן	abdominale	בטן	abdominal	PROPN	ADJ;INDF;FEM;PL
בטן	abdominal	בטן	abdominal	PROPN	ADJ;INDF;MASC;SG
בטן	abdominală	בטן	abdominal	PROPN	ADJ;INDF;FEM;SG
בטן	abdomenul	בטן	abdomen	PROPN	N;DEF;MASC;SG
בטן	abdomen	בטן	abdomen	PROPN	N;INDF;MASC;SG
בטן	burtă	בטן	burtă	PROPN	N;INDF;FEM;SG
בטן	burta	בטן	burtă	PROPN	N;DEF;FEM;SG
בטן	belly	בטן	belly	PROPN	ADJ
בטן	stomacului	בטן	stomac	PROPN	N;DEF;MASC;SG
בטן	stomacul	בטן	stomac	PROPN	N;DEF;MASC;SG
בטן	stomac	בטן	stomac	PROPN	N;INDF;MASC;SG
תקרית	incidente	תקרית	incident	N;FEM;SG	N;INDF;FEM;PL
נוגה	venus	נגה	venu	PROPN	N;INDF;MASC;SG
מרובע	quad	מרובע	quad	PROPN	N;INDF;MASC;SG
מרובע	pătrat	מרובע	pătrat	PROPN	N;INDF;MASC;SG
מרובע	square	מרובע	square	PROPN	N;INDF;MASC;SG
מרובע	patrat	מרובע	patrat	PROPN	N;INDF;MASC;SG
קלייר	clare	קלייר	clar	PROPN	ADJ;INDF;FEM;PL
קלייר	claire	קלייר	clair	PROPN	PROPN
בציר	epocă	בציר	epocă		N;INDF;FEM;SG
ברג	berg	ברג	berg	PROPN	PROPN
קובנה	kaunas	קובנה	kaunas	PROPN	PROPN
צייד	vanator	צייד	vanator	PROPN	N;INDF;MASC;SG
צייד	vânător	צייד	vânător	PROPN	N;INDF;MASC;SG
צייד	hunter	צייד	hunter	PROPN	N;INDF;MASC;SG
צייד	vânătorul	צייד	vânător	PROPN	N;DEF;MASC;SG
צייד	vânătoare	צייד	vânătoare	PROPN	N;INDF;FEM;SG
צייד	vânătoarea	צייד	vânătoare	PROPN	N;DEF;FEM;SG
צייד	vanatoare	צייד	vanator	PROPN	ADJ;INDF;FEM
דמיטרי	dmitri	דמיטרי	dmitru	PROPN	PROPN
דמיטרי	dmitry	דמיטרי	dmitry	PROPN	PROPN
דמיטרי	dmitri	דמיטרי	dmitru	PROPN	PROPN
דמיטרי	dimitri	דמיטרי	dimitru	PROPN	PROPN
תקליט	record	הקליט	record	PROPN	N;INDF;MASC;SG
תקליט	înregistrare	הקליט	înregistrare	PROPN	N;INDF;FEM;SG
תקליט	înregistrează	הקליט	înregistra	PROPN	V;IND;3;PRS;FIN
ביירות	beirut	בירות	belrut	PROPN	N;INDF;MASC;SG
מסכימה	convenit	הסכים	convenit	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
מסכימה	convenite	הסכים	conveni	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
דיאנה	diana	דיאנה	diană	PROPN	N;DEF;FEM;SG
דיאנה	deanna	דיאנה	deanna	PROPN	
חיטה	grâu	חיטה	grâu	N;FEM;SG	
חיטה	grau	חיטה	grau	N;FEM;SG	
קלף	pergament	קלף	pergament	PROPN	N;INDF;MASC;SG
קלף	cardul	קלף	card	PROPN	N;DEF;MASC;SG
קלף	card	קלף	card	PROPN	N;INDF;MASC;SG
גרו	gru	גרו	gru	PROPN	N;INDF;MASC;SG
רוקי	rocky	רוק	rocky	PROPN	PROPN
תקוה	speranta	תקוה	sperant	PROPN	N;DEF;FEM;SG
תקוה	sper	תקוה	spera	PROPN	V;IND;SG;1;PRS;FIN
תקוה	speranța	תקוה	speranță	PROPN	N;DEF;FEM;SG
תקוה	speranță	תקוה	speranță	PROPN	N;INDF;FEM;SG
מוט	stâlp	מוט	stâlp		N;INDF;MASC;SG
מוט	pole	מוט	polă		N;INDF;MASC;SG
מוט	pol	מוט	pol		N;INDF;MASC;SG
מוט	polul	מוט	pol		N;DEF;MASC;SG
חליל	flautul	חליל	flaut	PROPN	N;DEF;MASC;SG
חליל	flaut	חליל	flaut	PROPN	N;INDF;MASC;SG
חליל	khalil	חליל	khalil	PROPN	PROPN
פורסט	forrest	פורסט	forrest	PROPN	PROPN
משקף	reflecta	משקף	reflecta	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
משקף	reflectă	משקף	reflecta	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
משקף	reflectorizante	משקף	reflectorizant	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
משקף	reflectă	משקף	reflecta	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
אסטרטגי	strategice	אסטרטגי	strategic	ADJ;MASC;SG	ADJ;INDF;FEM;PL
נכחד	dispărute	נכחד	dispărut	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;PL
רוחנית	spirituală	רוחני	spiritual	ADV	ADJ;INDF;FEM;SG
רוחנית	spiritual	רוחני	spiritual	ADV	ADJ;INDF;MASC;SG
רוחנית	spirituale	רוחני	spiritual	ADV	ADJ;INDF;FEM;PL
רוחנית	spirituala	רוחני	spiritual	ADV	ADJ;DEF;FEM;SG
רוחנית	spiritual	רוחני	spiritual	ADV	ADJ;INDF;MASC;SG
סתירה	contradictorii	סתירה	contradictoriu	N;FEM;SG	ADJ;INDF;PL
אהבתי	iubit	אהבתי	iubit	V;SG;1;PST;ACT	ADJ;INDF;MASC;SG
קרקוב	cracovia	קרקוב	cracovie	PROPN	PROPN
דילן	dylan	דילן	dylan	PROPN	PROPN
לחיזוק	consolida	לחיזוק	consolida	PROPN	V;IND;SG;3;IPFV;FIN
לחיזוק	consolidează	לחיזוק	consolida	PROPN	V;IND;3;PRS;FIN
סטריט	street	סטריט	street	PROPN	N;INDF;MASC;SG
סטריט	strada	סטריט	stradă	PROPN	N;DEF;FEM;SG
סטריט	stradă	סטריט	stradă	PROPN	N;INDF;FEM;SG
בפורטוגזית	portughez	בפורטוגזית	portughez	PROPN	ADJ;INDF;MASC;SG
בפורטוגזית	portugheza	בפורטוגזית	portugheza	PROPN	N;DEF;FEM;SG
בפורטוגזית	portugheză	בפורטוגזית	portugheză	PROPN	N;INDF;FEM;SG
וגאס	vegas	וגאס	vegas	PROPN	N;INDF;MASC;SG
שיפר	schiffer	שיפר	schiffer	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
רדיוס	raza	רדיוס	rază	PROPN	N;DEF;FEM;SG
רדיוס	rază	רדיוס	rază	PROPN	N;INDF;FEM;SG
לסטר	leicester	לסטר	leicester	PROPN	PROPN
לסטר	lester	לסטר	lester	PROPN	PROPN
אמילי	emily	אמילי	emily	PROPN	PROPN
אלכסנדריה	alexandria	אלכסנדריה	alexandrie	PROPN	PROPN
להמיר	conversie	המיר	conversie	V;NFIN;ACT	N;INDF;FEM;SG
להמיר	convertit	המיר	converti	V;NFIN;ACT	ADJ;INDF;MASC;SG
אוגנדה	uganda	אוגנדה	ugandă	PROPN	PROPN
סלוניקי	salonic	סלוניקי	salonic	PROPN	N;INDF;MASC;SG
פנמה	panama	פנמה	panamă	PROPN	PROPN
ייחוס	pedigree	ייחוס	pedigree	N;MASC;SG	
תבור	tabor	תבור	tabor	PROPN	
התחלתי	început	התחיל	început	V;SG;1;PST;ACT	N;INDF;MASC;SG
אבחון	diagnostice	אבחון	diagnostic	N;MASC;SG	N;INDF;FEM;PL
שוחררה	lansat	שוחרר	lansat	V;FEM;SG;3;PST;PASS	ADJ;INDF;MASC;SG
שוחררה	eliberat	שוחרר	elibera	V;FEM;SG;3;PST;PASS	ADJ;INDF;MASC;SG
שוחררה	eliberată	שוחרר	elibera	V;FEM;SG;3;PST;PASS	ADJ;INDF;FEM;SG
אירופי	europene	אירופי	european	PROPN	ADJ;INDF;FEM;PL
אירופי	europeană	אירופי	european	PROPN	ADJ;INDF;FEM;SG
אירופי	europeni	אירופי	european	PROPN	ADJ;INDF;MASC;PL
אירופי	european	אירופי	european	PROPN	ADJ;INDF;MASC;SG
משתתפת	participantul	השתתף	participant	V;FEM;SG;V.PTCP	N;DEF;MASC;SG
משתתפת	participant	השתתף	participant	V;FEM;SG;V.PTCP	N;INDF;MASC;SG
משתתפת	participa	השתתף	participa	V;FEM;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
משתתפת	participă	השתתף	participa	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
משתתפת	particip	השתתף	particip	V;FEM;SG;V.PTCP	V;IND;SG;1;PRS;FIN
צרכים	nevoile	צרכים	nevoie	N;MASC;SG	N;DEF;FEM;PL
צרכים	nevoi	צרכים	nevoie	N;MASC;SG	N;INDF;FEM;PL
אילנה	ilana	אילנה	ilană	PROPN	
הקיום	existenta	הקיום	existent	PROPN	N;DEF;FEM;SG
הקיום	existența	הקיום	existență	PROPN	N;DEF;FEM;SG
הקיום	existență	הקיום	existență	PROPN	N;INDF;FEM;SG
רוברטס	roberts	רוברטס	roberts	PROPN	PROPN
באדן	baden	באדן	baden	PROPN	PROPN
דלתא	delta	דלתא	deltă	PROPN	N;DEF;FEM;SG
תואם	compatibile	תאם	compatibil	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
תואם	compatibilă	תאם	compatibil	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
תואם	compatibil	תאם	compatibil	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
תואם	potrivire	תאם	potrivire	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
גולד	auriu	גולד	auriu	PROPN	ADJ;INDF;MASC;SG
גולד	aur	גולד	aur	PROPN	N;INDF;MASC;SG
גולד	gold	גולד	gold	PROPN	
גולד	aurul	גולד	aur	PROPN	N;DEF;MASC;SG
גולד	gould	גולד	gould	PROPN	PROPN
דוכסות	ducat	דוכסות	ducat	PROPN	N;INDF;MASC;SG
דוכסות	ducatul	דוכסות	ducat	PROPN	N;DEF;MASC;SG
קית	keith	קית	keith	PROPN	PROPN
ציריך	zürich	ציריך	zürich	PROPN	PROPN
ציריך	zürich	ציריך	zürich	PROPN	PROPN
ציריך	zurich	ציריך	zurich	PROPN	N;INDF;MASC;SG
מקסימלי	maxima	מקסימלי	maxim	ADJ;MASC;SG	N;DEF;FEM;SG
מקסימלי	maximum	מקסימלי	maximum	ADJ;MASC;SG	N;INDF;MASC;SG
דקדוק	gramaticale	דקדוק	gramatical	N;MASC;SG	ADJ;INDF;FEM;PL
אלקטרוניקה	electronică	אלקטרוניקה	electronic	N;FEM;SG	ADJ;INDF;FEM;SG
אלקטרוניקה	electronice	אלקטרוניקה	electronic	N;FEM;SG	ADJ;INDF;FEM;PL
קנטור	cantor	קנטור	cantor	PROPN	N;INDF;MASC;SG
נאש	nash	נאש	nash	PROPN	N;INDF;MASC;SG
