den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP
spanien	испания	spani	испания	PROPN;NOM	PROPN;INDF;FEM;SG
mount	връх	mount	връх	PROPN;NOM	N;INDF;MASC;SG
mount	хълм	mount	хълм	PROPN;NOM	N;INDF;MASC;SG
mount	планина	mount	планина	PROPN;NOM	N;INDF;FEM;SG
mount	монтиране	mount	монтиране	PROPN;NOM	N;INDF;NEUT;SG
mount	планината	mount	планина	PROPN;NOM	N;DEF;FEM;SG
kom	дойде	komma	дойда	V;IMP;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
stora	голямо	stor	голям	ADJ;NOM;PL	ADV
stora	голям	stor	голям	ADJ;NOM;PL	ADJ;INDF;MASC;SG
stora	голяма	stor	голям	ADJ;NOM;PL	ADJ;INDF;FEM;SG
stora	биг	stor	биг	ADJ;NOM;PL	N;INDF;MASC;SG
stora	голямо	stor	голям	ADJ;NOM;PL	ADV
stora	голям	stor	голям	ADJ;NOM;PL	ADJ;INDF;MASC;SG
stora	голяма	stor	голям	ADJ;NOM;PL	ADJ;INDF;FEM;SG
stora	стура	stor	стур	ADJ;NOM;PL	N;INDF;FEM;SG
kinshasa	киншаса	kinshasa	киншас	PROPN;NOM	N;DEF;MASC;SG
basen	основа	bas	основа	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
basen	база	bas	база	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
tre	тре	tre	тре	NUM;NOM	PROPN;INDF;MASC;SG
algeriet	алжир	algeri	алжир	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
dessa	тези	denna	този	PRO;DEF;PL	DET;PL
dessa	тези	denna	този	PRO;DEF;PL	DET;PL
chile	чили	chile	чила	PROPN;NOM	PROPN;INDF;MASC;SG
mer	повече	mycket	повече	ADV;CMPR	ADV;INDF;PL
mer	още	mycket	още	ADV;CMPR	ADV
kongo	конго	kongo	конго	PROPN;NOM	PROPN;INDF;MASC;SG
öst	източно	öst	източно	N	ADV
öst	източна	öst	източен	N	ADJ;INDF;FEM;SG
öst	източно	öst	източно	N	ADV
öst	източни	öst	източен	N	ADJ;INDF;PL
öst	източен	öst	източа-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
von	фон	von	фон	PROPN;NOM	N;INDF;MASC;SG
file	файлът	file	файл	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
släkte	родове	släkte	род	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
sydlig	южен	sydlig	южен	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sydlig	южни	sydlig	южен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
västlig	западни	västlig	западен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
västlig	западен	västlig	западя-(се)	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
västlig	западните	västlig	западен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;PL
västlig	уестърн	västlig	уестърн	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
västlig	western	västlig	western	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sydvästra	югозападна	sydvästra	югозападен	ADJ;NOM;DEF;SG	ADJ;INDF;FEM;SG
sydvästra	югозапад	sydvästra	югозапад	ADJ;NOM;DEF;SG	N;DEF;MASC;SG
sydvästra	югозападна	sydvästra	югозападен	ADJ;NOM;DEF;SG	ADJ;INDF;FEM;SG
samhällen	общностите	samhälle	общност	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
lite	lite	lite	lite	ADV	PROPN;INDF;MASC;SG
republiken	република	republik	република	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
öppet	отвори	öppen	отворя-(се)	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
öppet	отваряне	öppen	отваряне	ADV	N;INDF;NEUT;SG
öppet	прозрачен	öppen	прозрача	ADV	ADJ;INDF;MASC;SG
öppet	прозрачна	öppen	прозрачен	ADV	ADJ;INDF;FEM;SG
öppet	прозрачни	öppen	прозрачен	ADV	ADJ;INDF;PL
delstat	държавно	delstad	държавен	N;NOM;INDF;MASC+FEM;SG	ADV
innan	преди	innan	преди	CONJ	ADP
fram	преден	fram	преден	ADV	ADJ;INDF;MASC;SG
fram	предни	fram	преден	ADV	ADJ;INDF;PL
fram	фронт	fram	фронт	ADV	N;INDF;MASC;SG
fram	предна	fram	преден	ADV	ADJ;INDF;FEM;SG
canberra	канбера	canberra	канбера	PROPN;NOM	N;INDF;FEM;SG
mål	цели	mål	цел	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
mål	голове	mål	гол	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
mål	цели	mål	цел	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
län	провинцията	län	провинция	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
bosnien	босна	bosnie	босна	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
john	джон	john	джон	PROPN;NOM	PROPN;INDF;MASC;SG
john	йоан	john	йоан	PROPN;NOM	PROPN;INDF;MASC;SG
administrativ	административно	administrativ	административен	ADJ;NOM;INDF;MASC+FEM;SG	ADV
administrativ	административни	administrativ	административен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
nordöstra	североизточна	nordöstra	североизточен	ADJ;NOM;DEF;SG	ADJ;INDF;FEM;SG
nordöstra	североизточна	nordöstra	североизточен	ADJ;NOM;DEF;SG	ADJ;INDF;FEM;SG
nordöstra	североизток	nordöstra	североизток	ADJ;NOM;DEF;SG	N;INDF;MASC;SG
ska	ска	skola	ска	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
ontario	онтарио	ontario	онтарио	PROPN;NOM	PROPN;INDF;MASC;SG
carl	карл	carl	карл	PROPN;NOM	PROPN;INDF;MASC;SG
församling	паството	församling	паство	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
land	земи	land	земя	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
amerikansk	американско	amerikansk	американски	ADJ;NOM;INDF;MASC+FEM;SG	ADV
amerikansk	американец	amerikansk	американец	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
helsingfors	хелзинки	helsingfors	хелзинка	PROPN;NOM	N;INDF;FEM;PL
tid	времето	tid	време	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
några	някои	någon	някой	DET;INDF;PL	PRO;NOM;PL
kommer	уил	komma	ухл	V;IND;PRS;FIN;ACT	PROPN;INDF;MASC;SG
kommer	ела	komma	дойда	V;IND;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN
kommer	очаквайте	komma	очаквам	V;IND;PRS;FIN;ACT	V;IPFV;IMP;PL;2;FIN
exempel	примерна	exempel	примерна-(се)	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
exempel	примери	exempel	пример	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
någon	всеки	någon	всеки	PRO;INDF;MASC+FEM;SG	PRO;NOM;MASC;SG
gräsmarker	пасища	gräsmark	пасище	V;IND;PRS;FIN;ACT	N;INDF;NEUT;PL
gräsmarker	пасищата	gräsmark	пасища	V;IND;PRS;FIN;ACT	N;DEF;NEUT;PL
något	донякъде	någon	дякъде	PRO;INDF;NEUT;SG	ADV
san	сан	san	сан	PROPN;NOM	PROPN;INDF;MASC;SG
stor	голямо	stor	голям	ADJ;NOM;INDF;MASC+FEM;SG	ADV
stor	големи	stor	голям	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
stor	биг	stor	биг	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
stor	голямо	stor	голям	ADJ;NOM;INDF;MASC+FEM;SG	ADV
stor	големи	stor	голям	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
staden	град	stad	град	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	градче	stad	градче	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
staden	град	stad	град	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	сити	stad	сит	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	city	stad	city	N;NOM;DEF;MASC+FEM;SG	PROPN;INDF;MASC;SG
kallt	студ	kallt	студ	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
kallt	студено	kallt	студено	ADJ;NOM;INDF;NEUT;SG	ADV
får	овце	få	овце	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
får	овче	få	овче	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
får	овца	få	овц	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
naturlig	натурални	naturlig	натурален	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
naturlig	естествени	naturlig	естествен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
mest	повечето	mycket	повече	ADV;RL	ADV;DEF;PL
mest	предимно	mycket	предимно	ADV;RL	ADV
mest	главно	mycket	главно	ADV;RL	ADV
ger	даване	ge	даване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
mosaik	мозайка	mosaik	мозайка	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
team	отбори	team	отбор	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
team	екипи	team	екип	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
team	тийм	team	тийм	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
team	отбора	team	отбор	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
team	team	team	team	N;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
hela	излекува	hel	излекувам	ADJ;NOM;DEF;SG	V;PFV;IND;SG;3;PST;FIN;ACT
hela	цяла	hel	цял	ADJ;NOM;DEF;SG	ADJ;INDF;FEM;SG
hela	цял	hel	цял	ADJ;NOM;DEF;SG	ADJ;INDF;MASC;SG
kyrka	чърч	kyrka	чърч	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
kyrka	църквата	kyrka	църква	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
nordvästra	северозападна	nordvästra	северозападен	ADJ;NOM;DEF;SG	ADJ;INDF;FEM;SG
nordvästra	северозападна	nordvästra	северозападен	ADJ;NOM;DEF;SG	ADJ;INDF;FEM;SG
nordvästra	северозапад	nordvästra	северозапад	ADJ;NOM;DEF;SG	N;INDF;MASC;SG
angola	ангола	angola	ангола	PROPN;NOM	N;INDF;FEM;SG
vad	какво	vad	какъв	PRO;INDF;NEUT;SG	DET;NEUT;SG
columbia	колумбия	columbia	колумбия	PROPN;NOM	PROPN;INDF;FEM;SG
tyskland	германия	tyskland	германия	PROPN;NOM	PROPN;INDF;FEM;SG
distrikt	райони	distrikt	район	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
distrikt	области	distrikt	област	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
distrikt	квартали	distrikt	квартал	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
fuktigt	влажно	fuktig	влажен	ADJ;NOM;INDF;NEUT;SG	ADV
fuktigt	влажни	fuktig	влажен	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
fuktigt	влажно	fuktig	влажен	ADJ;NOM;INDF;NEUT;SG	ADV
fuktigt	влажно	fuktig	влажен	ADJ;NOM;INDF;NEUT;SG	ADV
fuktigt	влажни	fuktig	влажен	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
quebrada	кебрада	kuebrad	кебрада	V;FIN;ACT	N;INDF;FEM;SG
eftersom	защото	eftersom	защото	CONJ	ADV
mexiko	мексико	mexiko	мексико	PROPN;NOM	N;INDF;NEUT;SG
london	london	london	london	PROPN;NOM	PROPN;INDF;MASC;SG
london	лондон	london	лондон	PROPN;NOM	PROPN;INDF;MASC;SG
början	начало	början	начало	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
början	начала	början	начало	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;PL
vann	уон	vann	уон	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
bay	заливът	bay	залив	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
barn	децата	barn	дете	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;PL
barn	дете	barn	дете	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
ekonomiska	икономическа	ekonomisk	икономически	ADJ;NOM;PL	ADJ;INDF;FEM;SG
ekonomiska	икономическо	ekonomisk	икономически	ADJ;NOM;PL	ADV
ekonomiska	икономически	ekonomisk	икономически	ADJ;NOM;PL	ADJ;INDF;MASC;SG
både	двете	både	два	CONJ	NUM;DEF;FEM;PL
övrigt	друго	övrigt	друг	ADJ;NOM;INDF;NEUT;SG	ADV
övrigt	други	övrigt	друг	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
övrigt	различни	övrigt	различен	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
övrigt	разнообразни	övrigt	разнообразен	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
övrigt	разни	övrigt	разен	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
england	англия	england	англия	PROPN;NOM	PROPN;INDF;FEM;SG
hennes	нейната	hon	мой	PRO;DEF	DET;DEF;FEM;SG;3
hennes	неин	hon	неин	PRO;DEF	DET;INDF;MASC;SG;3
hennes	нейните	hon	мой	PRO;DEF	DET;DEF;PL;3
hennes	нейният	hon	мой	PRO;DEF	DET;DEF;MASC;SG;3
hennes	нейна	hon	мой	PRO;DEF	DET;INDF;FEM;SG;3
hennes	нейни	hon	мой	PRO;DEF	DET;INDF;PL;3
mountain	планински	mountai	планински	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
mountain	планината	mountai	планина	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
grekland	гърция	grekland	гърция	PROPN;NOM	PROPN;INDF;FEM;SG
deras	тяхното	de	наш	PRO;DEF	DET;DEF;NEUT;SG;3
deras	тяхната	de	наш	PRO;DEF	DET;DEF;FEM;SG;3
deras	техните	de	наш	PRO;DEF	DET;DEF;PL;3
deras	техният	de	наш	PRO;DEF	DET;DEF;MASC;SG;3
deras	тяхна	de	наш	PRO;DEF	DET;INDF;FEM;SG;3
deras	тяхната	de	наш	PRO;DEF	DET;DEF;FEM;SG;3
deras	техните	de	наш	PRO;DEF	DET;DEF;PL;3
deras	техен	de	наш	PRO;DEF	DET;INDF;MASC;SG;3
distriktet	окръг	distrikt	окръг	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
distriktet	област	distrikt	област	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
distriktet	район	distrikt	район	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
dam	дамата	dam	дама	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
karl	чарлз	karl	чарлз	PROPN;NOM	N;INDF;MASC;SG
karl	чарлс	karl	чарлс	PROPN;NOM	PROPN;INDF;MASC;SG
karl	шарл	karl	шарл	PROPN;NOM	PROPN;INDF;MASC;SG
karl	карл	karl	карл	PROPN;NOM	PROPN;INDF;MASC;SG
skådespelare	актьори	skådespelare	актьор	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
skådespelare	актьорите	skådespelare	актьор	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
personer	народ	person	народ	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
personer	хора	person	хора	N;NOM;INDF;MASC+FEM;PL	N;INDF
personer	хората	person	хора	N;NOM;INDF;MASC+FEM;PL	N;DEF
fanns	съществували	finnas	съществувам	V;IND;PST;FIN	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT
fanns	съществуваше	finnas	съществувам	V;IND;PST;FIN	V;IPFV;IND;SG;3;IPFV;FIN;ACT
fanns	съществувало	finnas	съществувам	V;IND;PST;FIN	V;IPFV;INDF;NEUT;SG;IPFV;V.PTCP;ACT
öar	островите	öar	остров	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
danmark	дания	danmark	дания	PROPN;NOM	PROPN;INDF;FEM;SG
son	синко	son	синко	N;NOM;INDF;MASC+FEM;SG	INTJ
son	сине	son	син	N;NOM;INDF;MASC+FEM;SG	PART
österrike	австрия	österrike	австрия	PROPN;NOM	PROPN;INDF;FEM;SG
river	реката	riva	река	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
jean	жан	jean	жан	PROPN;NOM	PROPN;INDF;MASC;SG
jean	джийн	jean	джийн	PROPN;NOM	PROPN;INDF;FEM;SG
william	уилям	william	уилям	PROPN;NOM	N;INDF;MASC;SG
känd	известни	känd	известен	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;PL
känd	познат	känd	познат	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
känd	известни	känd	известен	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;PL
engelska	английски	engelsk	английски	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
engelska	англичани	engelsk	англичанин	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
departement	отдел	departement	отдел	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
departement	департамент	departement	департамент	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
departement	министерствата	departement	министерство	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;PL
departement	отделите	departement	отдел	N;NOM;INDF;NEUT;PL	N;DEF;MASC;PL
departement	министерство	departement	министерство	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
departement	министерството	departement	министерство	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;SG
des	дес	de	дес	N;NOM;INDF;NEUT;SG	PROPN;INDF;FEM;SG
des	des	de	des	N;NOM;INDF;NEUT;SG	PROPN
des	дез	de	дез	N;NOM;INDF;NEUT;SG	PROPN;INDF;NEUT;SG
författare	авторите	författare	автор	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
författare	писателка	författare	писателка	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
författare	сценарист	författare	сценарист	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
författare	писател	författare	писател	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
författare	писателите	författare	писател	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
författare	автор	författare	автор	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
los	лос	los	лос	PROPN;NOM	PROPN;INDF;MASC;SG
cobar	cobar	coba	cobar	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
äldre	елдър	gammal	елдър	ADJ;NOM;CMPR	N;INDF;MASC;SG
äldre	старейшина	gammal	старейшина	ADJ;NOM;CMPR	N;INDF;MASC;SG
äldre	възрастни	gammal	възрастен	ADJ;NOM;CMPR	ADJ;INDF;PL
gamla	старо	gammal	стар	ADJ;NOM;PL	ADV
gamla	стар	gammal	стар	ADJ;NOM;PL	ADJ;INDF;MASC;SG
gamla	стара	gammal	стар	ADJ;NOM;PL	ADJ;INDF;FEM;SG
allt	всичко	all	всеки	PRO;INDF;NEUT;SG	PRO;NOM;NEUT;SG
allt	всички	all	всеки	PRO;INDF;NEUT;SG	PRO;NOM;PL
allt	всичко	all	всеки	PRO;INDF;NEUT;SG	PRO;NOM;NEUT;SG
lag	тийм	lag	тийм	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
lag	отбора	lag	отбор	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
lag	team	lag	team	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
lag	отбори	lag	отбор	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
lag	екипи	lag	екип	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
johan	джон	joha	джон	PROPN;NOM	PROPN;INDF;MASC;SG
johan	йоан	joha	йоан	PROPN;NOM	PROPN;INDF;MASC;SG
johan	йохан	joha	йохан	PROPN;NOM	PROPN;INDF;MASC;SG
diskussion	обсъждания	diskussion	обсъждане	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
diskussion	дискусии	diskussion	дискусия	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
vidare	допълнително	vidare	допълнително	ADV;CMPR	ADV
kommuner	общините	kommun	община	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
kyrkan	църква	kyrka	църква	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
kyrkan	чърч	kyrka	чърч	N;NOM;DEF;MASC+FEM;SG	PROPN;INDF;MASC;SG
eet	eet	en	eet	PROPN;NOM	N;INDF;NEUT;SG
iucn	iucn	iucn	iucn	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kullar	котила	kulla	котило	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
kullar	хилс	kulla	хилс	N;NOM;INDF;MASC+FEM;PL	PROPN;INDF;MASC;SG
black	черни	black	черен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
black	черно	black	черен	N;NOM;INDF;MASC+FEM;SG	ADV
black	черна	black	чер	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
black	черен	black	черен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
asien	азия	asie	азия	PROPN;NOM	PROPN;INDF;FEM;SG
varje	всеки	varje	всеки	DET;INDF;SG	PRO;NOM;MASC;SG
varje	всяко	varje	всеки	DET;INDF;SG	PRO;NOM;NEUT;SG
varje	всеки	varje	всеки	DET;INDF;SG	PRO;NOM;MASC;SG
france	франция	fra	франция	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;FEM;SG
vik	пъти	vik	път	N;NOM;INDF;MASC+FEM;SG	N;MASC
politiker	политиката	politik	политика	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
politiker	политика	politik	политика	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
politiker	политиците	politik	политик	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
politiker	политик	politik	политик	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
left	ляво	lefa	ляв	N;NOM;INDF;MASC+FEM;SG	ADV
left	наляво	lefa	наляво	N;NOM;INDF;MASC+FEM;SG	ADV
band	касети	band	касета	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
band	ленти	band	лента	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
band	групи	band	група	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
band	банди	band	банда	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
rio	рио	rio	рио	N;NOM;INDF;NEUT;SG	PROPN;INDF;NEUT;SG
rock	rock	rock	rock	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
rock	скали	rock	скала	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
söderut	южен	söderut	южен	ADV	N;INDF;MASC;SG
söderut	юг	söderut	юг	ADV	N;INDF;MASC;SG
söderut	южна	söderut	южен	ADV	ADJ;INDF;FEM;SG
sista	последно	sista	последно	ADJ;NOM;DEF;RL	ADV
sista	последен	sista	последен	ADJ;NOM;DEF;RL	ADJ;INDF;MASC;SG
sista	последни	sista	последен	ADJ;NOM;DEF;RL	ADJ;INDF;PL
sista	последна	sista	последен	ADJ;NOM;DEF;RL	ADJ;INDF;FEM;SG
sista	финал	sista	финал	ADJ;NOM;DEF;RL	N;INDF;MASC;SG
sista	краен	sista	краен	ADJ;NOM;DEF;RL	ADJ;INDF;MASC;SG
sista	окончателно	sista	окончателно	ADJ;NOM;DEF;RL	ADV
george	джордж	george	джордж	PROPN;NOM	PROPN;INDF;MASC;SG
delar	споделянето	del	споделяне	N;NOM;INDF;MASC+FEM;PL	N;DEF;NEUT;SG
delar	споделяне	del	споделяне	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
auto	автоматично	auto	автоматично	N;NOM;INDF;MASC+FEM;SG	ADV
auto	авто	auto	авто	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
hett	горещи	hett	горещ	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
hett	горещо	hett	горещо	ADJ;NOM;INDF;NEUT;SG	ADV
hett	секси	hett	секса	ADJ;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
norrut	север	norrut	север	ADV	N;INDF;MASC;SG
norrut	северна	norrut	северен	ADV	ADJ;INDF;FEM;SG
själv	селф	själv	селф	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
åren	години	år	година	N;NOM;DEF;NEUT;PL	N;INDF;FEM;PL
höjd	височина	höja	височина	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
höjd	височина	höja	височина	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
höjd	ръст	höja	ръст	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
höjd	височина	höja	височина	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
säsongen	сезон	säsong	сезон	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
poäng	точки	poäng	точка	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
istället	вместо	istället	вместо	ADV	ADP
arroyo	аройо	arroyo	аройо	N;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
peking	пекин	peking	пекин	PROPN;NOM	PROPN;INDF;MASC;SG
peking	пекин	peking	пекин	PROPN;NOM	PROPN;INDF;MASC;SG
tyska	германски	tysk	германски	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
tyska	немски	tysk	немски	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
tyska	немска	tysk	немски	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
tyska	германска	tysk	германски	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
sätt	начини	sätt	начин	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
egypten	египет	egypt	египет	PROPN;NOM	PROPN;INDF;MASC;SG
