sammanhängande	المتاخمة	sammanhängande	مُتَاخِم	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
sålda	بيعت	såld	بَيع	ADJ;NOM;PL;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
sålda	بيع	såld	بَيع	ADJ;NOM;PL;PST;V.PTCP	N;NOM;INDF;SG
sålda	بعت	såld	بَعَى	ADJ;NOM;PL;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
sålda	باع	såld	بَاع	ADJ;NOM;PL;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
kuala	كوالا	kuala	كُوَالَا	N;NOM;INDF;MASC+FEM;SG	
satsa	راهن	satsa	رَاهَن	V;IMP;FIN;ACT	
satsa	رهان	satsa	رِهَان	V;IMP;FIN;ACT	N;NOM;INDF;SG
satsa	الرهان	satsa	رِهَان	V;IMP;FIN;ACT	N;NOM;DEF;SG
marknad	السوق	marknad	سُوق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
marknad	السوق	marknad	سُوق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
pension	التقاعد	pension	تَقَاعُد	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
pension	المعاشات	pension	مَعَاش	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
portal	البوابة	portal	بَوَّابَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fysiologi	الفيزيولوجيا	fysiologi	الفيزيولوجيا	N;NOM;INDF;MASC+FEM;SG	
konservativ	محافظ	konservativ	مُحَافِظ	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
konservativ	محافظة	konservativ	مُحَافَظَة	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
konservativ	المحافظة	konservativ	مُحَافَظَة	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
braun	برون	braun	برون	PROPN;NOM	
knuten	عقدة	knyta	عقدة	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;INDF;SG
knuten	العقدة	knyta	العقدة	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
jiang	جيانج	jiang	جيانج	PROPN;NOM	
jiang	جيانغ	jiang	جِيَانغ	PROPN;NOM	
filer	الملفات	fil	مِلَفَّة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
flykt	الهرب	flykt	الهرب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flykt	الهروب	flykt	هُرُوب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
wen	وين	wen	وين	PROPN;NOM	
belägringen	حصار	belägring	حِصَار	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
grundandet	تاسيس	grundande	تاسيس	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
distributör	الموزع	distributör	مُوَزَّع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
willie	ويلي	willie	ويلي	PROPN;NOM	
zaire	زائير	zaimen	زَائِير	PROPN;NOM	
interiör	الداخلية	interiö	دَاخِلِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
interiör	داخلي	interiö	دَاخِلِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
interiör	داخلية	interiö	دَاخِلِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
interiör	الداخلي	interiö	دَاخِلِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
passerade	مرت	passera	مَرّ	ADJ;NOM;PL;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
moder	ام	moder	إِم	N;NOM;INDF;MASC+FEM;SG	
moder	الام	moder	أُمّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
falla	سقوط	falla	سُقُوط	V;IMP;FIN;ACT	N;NOM;INDF;SG
falla	السقوط	falla	سُقُوط	V;IMP;FIN;ACT	N;NOM;DEF;SG
falla	الخريف	falla	خَرِيف	V;IMP;FIN;ACT	N;NOM;DEF;SG
katedralen	كاتدرائية	katedral	كَاتِدرَائِيَّة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
förbättrade	المحسن	förbättrad	المحسن	ADJ;NOM;PL;PST;V.PTCP	
förbättrade	محسنة	förbättrad	مُحَسَّنَة	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
förbättrade	تحسن	förbättrad	تَحَسُّن	ADJ;NOM;PL;PST;V.PTCP	N;NOM;INDF;SG
förbättrade	محسن	förbättrad	محسن	ADJ;NOM;PL;PST;V.PTCP	
kuk	دك	kuk	دَك	N;NOM;INDF;MASC+FEM;SG	
kuk	ديك	kuk	دِيك	N;NOM;INDF;MASC+FEM;SG	
kuk	القضيب	kuk	قَضِيب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kuk	قضيب	kuk	قَضِيب	N;NOM;INDF;MASC+FEM;SG	
provinserna	محافظات	provins	مُحَافِظَة	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
provinserna	الاقاليم	provins	أَقلَام	N;NOM;DEF;MASC+FEM;PL	
luna	لونا	luna	لونا	N;NOM;INDF;MASC+FEM;SG	
mottagande	الاستلام	motta	اِستِلَام	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
mottagande	استلام	motta	اِستِلَام	ADJ;NOM;PRS;V.PTCP	N;NOM;INDF;SG
mottagande	تلقي	motta	تلقي	ADJ;NOM;PRS;V.PTCP	
mottagande	استقبال	motta	اِستِقبَال	ADJ;NOM;PRS;V.PTCP	N;NOM;INDF;SG
mottagande	الاستقبال	motta	اِستِقبَال	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
slåss	قتال	slåss	قِتَال	V;FIN;PASS	N;NOM;INDF;SG
slåss	القتال	slåss	قِتَال	V;FIN;PASS	N;NOM;DEF;SG
slåss	شجار	slåss	شَاجِر	V;FIN;PASS	N;NOM;INDF;SG
slåss	قتال	slåss	قِتَال	V;FIN;PASS	N;NOM;INDF;SG
slåss	القتال	slåss	قِتَال	V;FIN;PASS	N;NOM;DEF;SG
bytt	تغيرت	byta	تَغَيَّر	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
bytt	تغير	byta	تَغَيُّر	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;INDF;SG
ideal	المثالي	ideal	مِثَالِي	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
ideal	ديال	ideal	ديال	N;NOM;INDF;NEUT;SG	
israeliska	اسرائيلي	israelisk	إِسرَائِيلِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
israeliska	اسرائيلية	israelisk	إِسرَائِيلِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
israeliska	الاسرائيلي	israelisk	إِسرَائِيلِيّ	ADJ;NOM;PL	N;NOM;DEF;SG
israeliska	الاسرائيلية	israelisk	إِسرَائِيلِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
koordinater	الاحداثيات	koordinat	حَدَثِيَّة	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;DEF;FEM;PL
koordinater	احداثيات	koordinat	حَدَثِيَّة	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;INDF;FEM;PL
svaga	ضعيف	svag	ضَعِيف	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
svaga	ضعيفة	svag	ضَعِيف	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
svaga	الضعيف	svag	ضَعِيف	ADJ;NOM;PL	N;NOM;DEF;SG
tomt	بياض	tom	بَيَاض	ADJ;NOM;INDF;NEUT;SG	N;NOM;INDF;SG
lägenheter	الشقق	lägenhet	شَقَّة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
lägenheter	شقق	lägenhet	شَقَّق	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
lägenheter	الشقق	lägenhet	شَقَّة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
lägenheter	شقق	lägenhet	شَقَّق	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
truppen	فرقة	trupp	فِرقَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
ace	الاس	ace	أَسّ	N;NOM;INDF;MASC+FEM;SG	
ace	اس	ace	إِس	N;NOM;INDF;MASC+FEM;SG	
ace	ايس	ace	أَيسَ	N;NOM;INDF;MASC+FEM;SG	
ritat	درو	rita	دَرُو	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
challenge	التحدي	challenge	تَحَدِّي	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
challenge	تحد	challenge	أَحَدّ	N;NOM;INDF;MASC+FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
challenge	تحدى	challenge	تَحَدِّي	N;NOM;INDF;MASC+FEM;SG	
work	العمل	work	عَمَل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
work	اعمل	work	عَمَل	N;NOM;INDF;MASC+FEM;SG	
thing	الشيء	thing	شَيء	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
evolution	التطور	evolution	تَطَوُّر	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bestämd	شركة	bestämd	شَرِكَة	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;INDF;SG
bestämd	الشركة	bestämd	شَرِكَة	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;DEF;SG
bestämd	حازم	bestämd	حازم	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
lion	اسد	lion	اسد	N;NOM;INDF;NEUT;SG	
lion	الاسد	lion	الاسد	N;NOM;INDF;NEUT;SG	
trummis	الطبال	trummis	طَبِيل	N;NOM;INDF;MASC+FEM;SG	
born	تولد	born	تَوَلُّد	N;NOM;INDF;MASC+FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
born	يولد	born	وَلَّد	N;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
born	ولدت	born	وَلَد	N;NOM;INDF;MASC+FEM;SG	V;PFV;FEM;SG;3;PASS
lindh	ليند	lindh	ليند	PROPN;NOM	
olsen	اولسن	ols	أُولِسن	N;NOM;DEF;MASC+FEM;SG	
dagbok	يوميات	dagbok	يَومِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;PL
dagbok	اليوميات	dagbok	يَومِيّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
dagbok	مذكرات	dagbok	مُذَكِّرَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
aaron	هارون	aaron	هارون	PROPN;NOM	
aaron	ارون	aaron	أَرُون	PROPN;NOM	
aaron	ايرون	aaron	إِيرُون	PROPN;NOM	
fotografi	التصوير	fotografi	تَصوِير	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
ski	تزلج	ski	زَلَّج	N;NOM;INDF;NEUT;SG	
ski	سكي	ski	سَكَى	N;NOM;INDF;NEUT;SG	
ockuperade	محتلة	ockupera	مُحتَلّ	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
ockuperade	المحتلة	ockupera	مُحتَلّ	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
ockuperade	المحتل	ockupera	مُحتَلّ	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
karen	كارين	kar	كَارّ	PROPN;NOM	
karen	كارن	kar	كَارِن	PROPN;NOM	
lara	لارا	lara	لَار	N;NOM;INDF;MASC+FEM;SG	
inkluderade	شملت	inkludera	شَمَل	ADJ;NOM;PL;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
inkluderade	المدرجة	inkludera	مَدرَجَة	ADJ;NOM;PL;PST;V.PTCP	N;NOM;DEF;SG
inkluderade	شمل	inkludera	شَمِل	ADJ;NOM;PL;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
inkluderade	مدرج	inkludera	مُدَرِّج	ADJ;NOM;PL;PST;V.PTCP	N;NOM;INDF;SG
nordin	نورالدين	nordin	نُورَالد	PROPN;NOM	PROPN
hondo	هوندو	hondo	هُوندُو	N;NOM;INDF;NEUT;SG	
plast	البلاستيك	plast	بلَاستِيك	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
plast	البلاستيك	plast	بلَاستِيك	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
plast	البلاستيكية	plast	بلَاستِيكِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
plast	بلاستيك	plast	بلَاستِيك	N;NOM;INDF;MASC+FEM;SG	
litterär	ادبي	litterär	أَدبَى	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
litterär	الادبية	litterär	أَدَبِيّ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
magiska	السحر	magisk	سِحر	ADJ;NOM;PL	N;NOM;DEF;SG
magiska	سحر	magisk	سِحر	ADJ;NOM;PL	N;NOM;INDF;SG
agg	الحقد	agg	الحقد	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
mörkt	ظلام	mörk	ظَلَام	ADJ;NOM;INDF;NEUT;SG	N;NOM;INDF;SG
mörkt	الظلام	mörk	ظَلَام	ADJ;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
sinclair	سنكلير	sincla	سنكلير	N;NOM;INDF;MASC+FEM;SG	
cirkus	السيرك	cirkus	السيرك	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
cirkus	سيرك	cirkus	سيرك	N;NOM;INDF;MASC+FEM;SG	
hastings	هاستنجز	hasting	هاستنجز	PROPN;NOM	
hastings	هستنغز	hasting	هستنغز	PROPN;NOM	
hastings	هيستنجز	hasting	هيستنجز	PROPN;NOM	
poeten	شاعر	poet	شَاعِر	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
islamiska	الاسلامي	islamisk	إِسلَامِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
islamiska	اسلامية	islamisk	إِسلَامِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
islamiska	الاسلامية	islamisk	إِسلَامِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
islamiska	اسلامي	islamisk	إِسلَامِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
linder	ليندر	linder	ليندر	PROPN;NOM	
boeing	بوينج	boeing	بوينج	PROPN;NOM	
boeing	بوينغ	boeing	بُوِينغ	PROPN;NOM	
historier	القصص	historia	قِصَّة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
gifter	سموم	gifta	سَمُوم	V;IND;PRS;FIN;ACT	
gifter	السموم	gifta	سُمُوم	V;IND;PRS;FIN;ACT	N;NOM;DEF;PL
gifter	سموم	gifta	سَمُوم	V;IND;PRS;FIN;ACT	
gifter	السموم	gifta	سُمُوم	V;IND;PRS;FIN;ACT	N;NOM;DEF;PL
grove	بستان	grov	بستان	PROPN;NOM	
fis	ريح	fis	ريح	N;NOM;INDF;MASC+FEM;SG	
nät	الشبكة	nät	شَبَكَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
nät	صافي	nät	صافي	N;NOM;INDF;NEUT;SG	
nät	الصافي	nät	صَافِي	N;NOM;INDF;NEUT;SG	
nät	الشباك	nät	الشباك	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
xiii	xiii	xiii	مُثَمَّه	PROPN;NOM	
broar	الجسور	bro	جِسر	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
inflytelserika	مؤثر	inflytelserika	مُؤَثِّر	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
sonic	سونيك	sonic	سونيك	PROPN;NOM	
gemenskapen	مجتمع	gemenskap	مُجتَمَع	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
bandera	band	bandera	مَصثَم	N;NOM;INDF;NEUT;SG	
evil	الشر	evil	شَرّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
evil	شر	evil	شَرّ	N;NOM;INDF;MASC+FEM;SG	
perfekt	الكمال	perfekt	كَمَال	ADJ;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
madagascariensis	madag	madagascariensis	madag	N;NOM;INDF;MASC+FEM;SG	
variation	متنوعة	variation	مُتَنَوِّع	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
variation	التنوع	variation	تَنَوُّع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
variation	التباين	variation	تَبَايُن	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
lämpliga	مناسبة	lämplig	مُنَاسَبَة	ADJ;NOM;PL	N;NOM;INDF;SG
hotellet	h	hotell	h	N;NOM;DEF;NEUT;SG	
hotellet	دق	hotell	دَقّ	N;NOM;DEF;NEUT;SG	
hotellet	فندق	hotell	فُندُق	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
kommunal	البلدية	kommunal	بَلَدِيَّة	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
förhållandevis	نسبيا	förhållandevis	نِسبِيّ	ADV	ADJ;ACC;INDF;MASC;SG
tunna	برميل	tun	بَرمِيل	ADJ;NOM;PL	N;NOM;INDF;SG
tunna	البرميل	tun	بَرمِيل	ADJ;NOM;PL	N;NOM;DEF;SG
tunna	نحيف	tun	نحيف	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
tunna	رفيع	tun	رَفِيع	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
tunna	رقيق	tun	رَقِيق	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
tunna	رقيقة	tun	رَقِيقَة	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
närhet	القرب	närhet	قُرب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
närhet	التقارب	närhet	تَقَارُب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
närhet	القرب	närhet	قُرب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
moses	موسى	mose	موسى	PROPN;NOM	
varumärke	براند	varumärke	بَرنَدَة	N;NOM;INDF;NEUT;SG	
sammansättning	التشكيل	sammansättning	تَشكِيل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sammansättning	التكوين	sammansättning	تَكوِين	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
lyssna	اسمع	lyssna	أَسمَع	V;IMP;FIN;ACT	
lyssna	الاستماع	lyssna	اِستِمَاع	V;IMP;FIN;ACT	N;NOM;DEF;SG
brister	القصور	brist	قُصُور	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
brister	العيوب	brist	عَيب	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
brister	عيوب	brist	عَيب	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
uppehåll	المماطلة	uppehåll	مُمَاطَلَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
manhattan	منهاتن	manhattan	منهاتن	N;NOM;DEF;MASC+FEM;SG	
manhattan	مانهاتن	manhattan	مانهاتن	N;NOM;DEF;MASC+FEM;SG	
pietro	بيترو	pietro	بيترو	PROPN;NOM	
pietro	بييترو	pietro	بييترو	PROPN;NOM	
formella	رسمي	formell	رَسمِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
formella	الرسمي	formell	رَسمِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
formella	رسمية	formell	رَسمِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
mai	الماي	mai	مَاي	N;NOM;INDF;NEUT;SG	
mai	ماي	mai	مَاي	N;NOM;INDF;NEUT;SG	
marin	مارين	marin	مارين	N;NOM;INDF;MASC+FEM;SG	
partiklar	الجزيئات	partikel	جَزِيمَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
partiklar	الجسيمات	partikel	جَسِيم	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
partiklar	الجسيمات	partikel	جَسِيم	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
hamra	هامر	hamra	هَامِر	N;NOM;INDF;MASC+FEM;SG	
hamra	المطرقة	hamra	مُطَّرِق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
nürnberg	نورمبرغ	nürnberg	نُورِمبِرغ	PROPN;NOM	
söndag	الاحد	söndag	أَحَد	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
turister	السياح	turist	سَائِح	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
tiotal	عشرات	tiotal	عَشَرَة	N;NOM;INDF;NEUT;SG	NUM;NOM;INDF;PL
protest	الاحتجاج	protest	اِحتِجَاج	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
protest	الاحتجاجات	protest	اِحتِجَاج	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
protest	احتج	protest	اِحتَجّ	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
ouagadougou	واغادوغو	ouagadougou	واغادوغو	PROPN;NOM	
nan	نان	nan	نان	N;NOM;INDF;NEUT;SG	
tolkningar	التفسيرات	tolkning	تَفسِير	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
radcliffe	رادكليف	radcliffe	رادكليف	N;NOM;INDF;MASC+FEM;SG	
besättning	الطاقم	besättning	طَاقِم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
gate	البوابة	gate	بَوَّابَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
gate	البوابه	gate	بُوَابَهَة	N;NOM;INDF;NEUT;SG	
aktuellt	التيار	aktuell	تَيَّار	ADJ;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
aktuellt	تيار	aktuell	تَيَّار	ADJ;NOM;INDF;NEUT;SG	N;NOM;INDF;SG
aktuellt	الحالي	aktuell	حَالِيّ	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
mills	ميلز	mills	ميلز	PROPN;NOM	
gåva	التبرع	gåva	تَبَرُّع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
gåva	الهدية	gåva	هَدِيَّة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
gåva	هديه	gåva	هَدِيه	N;NOM;INDF;MASC+FEM;SG	
madonna	مادونا	madon	مادونا	PROPN;NOM	
stock	المخزونات	stock	مَخزُون	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
stock	المخزون	stock	مَخزُون	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
stade	ملعب	stad	مَلعَب	PROPN;NOM	N;NOM;INDF;SG
ulster	الستر	ulst	سِتر	PROPN;NOM	N;NOM;DEF;SG
övertygad	اقتنع	övertyga	اِقتَنَع	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
antikens	قديم	antik	قَدِيم	N;GEN;DEF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
antikens	القدماء	antik	قَدِيم	N;GEN;DEF;MASC+FEM;SG	N;NOM;DEF;PL
riley	رايلي	riley	رايلي	PROPN;NOM	
riley	رايلى	riley	رايلى	PROPN;NOM	
jämföra	مقارنة	jämföra	مُقَارَنَة	V;IMP;FIN;ACT	N;ACC;INDF;SG
jämföra	تقارن	jämföra	تَقَارُن	V;IMP;FIN;ACT	V;IPFV;MASC;IND;SG;2;FIN;ACT
jämföra	قارن	jämföra	قَارِن	V;IMP;FIN;ACT	
folkomröstning	الاستفتاء	folkomröstning	اِستِفتَاء	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
folkomröstning	الاستفتاءات	folkomröstning	اِستِفتَاء	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
straffar	العقوبات	straffa	عُقُوبَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
nash	ناش	nash	نَاش	PROPN;NOM	
djelfa	الجلفة	djelfa	جَلفَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
campos	كامبوس	campos	كامبوس	PROPN;NOM	
christoffer	كرستوفر	christoff	كرستوفر	PROPN;NOM	
christoffer	كريستوفر	christoff	كرِيستُوفِر	PROPN;NOM	
yan	يان	yan	يان	PROPN;NOM	
inverkan	الاثر	inverkan	أَثَر	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
inverkan	التاثير	inverkan	تَاثِير	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
inverkan	الاصطدام	inverkan	اِصطِدَام	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
radikala	جذري	radikal	جِذرِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
radikala	جذرية	radikal	جِذرِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
radikala	متطرف	radikal	مُتَطَرِّف	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
anor	النسب	anor	نِسبَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
förståelse	التفاهم	förståelse	تَفَاهُم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
förståelse	التفهم	förståelse	تَفَهُّم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
förståelse	فهم	förståelse	فَهِم	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
förståelse	الفهم	förståelse	فَهم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hawkins	هوكنز	hawkins	هوكنز	PROPN;NOM	
tillåtna	مسموح	tillåten	مَسمُوح	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
tillåtna	سمح	tillåten	سَمَح	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
tillåtna	المسموح	tillåten	مَسمُوح	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
tillåtna	المسموح	tillåten	مَسمُوح	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
konsekvenser	النتائج	konsekvens	نَتِيجَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
konsekvenser	العواقب	konsekvens	عَاقِبَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
konsekvenser	التبعات	konsekvens	تَبَعُّس	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
konsekvenser	الاثار	konsekvens	أَثَر	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
lupinus	ترمس	lupinus	رَمَس	N;NOM;INDF;MASC+FEM;SG	
vorarlberg	فورارلبرغ	vorarlberg	فُوررَارَلب	PROPN;NOM	
bermuda	برمودا	bermuda	برمودا	PROPN;NOM	
knox	نوكس	knox	نُوكس	PROPN;NOM	
emily	اميلي	emily	أَمِيلِيّ	PROPN;NOM	
emily	ايميلي	emily	أَيمِيلِي	PROPN;NOM	
studion	استوديو	studion	استوديو	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
