singh	singh	singh	singh	N;INDF;MASC;SG	PROPN
meldinger	mensajería	melding	mensajería	N;INDF;FEM;PL	N;FEM;SG
forårsaker	causa	forårsak	causa	N;INDF;FEM;PL	N;FEM;SG
signatur	firmas	signatur	firma	N;INDF;MASC;SG	N;FEM;PL
akter	popa	akter	popa	N;INDF;MASC;SG	
myten	mitos	myte	mito	N;DEF;MASC;SG	N;MASC;PL
datamaskin	computadoras	datamaskin	computador	N;INDF;FEM;SG	N;FEM;PL
datamaskin	ordenadores	datamaskin	ordenador	N;INDF;FEM;SG	N;MASC;PL
duncan	duncan	duncan	duncar	N	PROPN
sikt	apuntar	sikt	apuntar	N;INDF;FEM;SG	V;NFIN
sikt	apunten	sikt	apuntar	N;INDF;FEM;SG	V;IMP;PL;3;FIN
lagring	ahorrar	lagring	ahorrar	N;INDF;FEM;SG	V;NFIN
lagring	guardando	lagring	guardar	N;INDF;FEM;SG	V;V.MSDR
lagring	ahorrando	lagring	ahorrar	N;INDF;FEM;SG	V;V.MSDR
lettvekt	ligera	lettvekt	ligero	N;INDF;FEM;SG	ADJ;FEM;SG
lettvekt	liviano	lettvekt	liviano	N;INDF;FEM;SG	ADJ;MASC;SG
lettvekt	ligero	lettvekt	ligero	N;INDF;FEM;SG	ADJ;MASC;SG
fremtid	futura	fremtid	futuro	N;INDF;FEM;SG	ADJ;FEM;SG
fremtid	futuros	fremtid	futuro	N;INDF;FEM;SG	ADJ;MASC;PL
hekker	anidación	hekker	anidación	N;INDF;FEM;PL	N;FEM;SG
utsiden	fuera	utside	fuera	N;DEF;MASC;SG	ADV
utsiden	afuera	utside	afuera	N;DEF;MASC;SG	
utsiden	exterior	utside	exterior	N;DEF;MASC;SG	ADJ;SG
begynnelse	empezando	begynnelse	empezar	N;INDF;MASC;SG	V;V.MSDR
begynnelse	comenzando	begynnelse	comenzar	N;INDF;MASC;SG	V;V.MSDR
borger	ciudadanas	borg	ciudadana	N;INDF;MASC;SG	N;FEM;PL
borger	ciudadanos	borg	ciudadano	N;INDF;MASC;SG	N;MASC;PL
bryan	bryan	bryan	bryar	N;INDF;MASC;SG	PROPN
dragon	dragones	dragon	dragón	N;INDF;MASC;SG	N;MASC;PL
leveres	entregada	levere	entregado	N;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
leveres	entregó	levere	entregar	N;INDF;NEUT;SG	V;IND;SG;3;PST;FIN
leveres	entregados	levere	entregar	N;INDF;NEUT;SG	ADJ;MASC;PL;V.PTCP
leveres	entregado	levere	entregado	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
oppfinner	inventores	oppfinne	inventor	N;INDF;MASC;SG	N;MASC;PL
magic	mágica	magic	mágico	N	ADJ;FEM;SG
magic	mágico	magic	mágico	N	ADJ;MASC;SG
third	tercera	third	tercero	N	ADJ;FEM;SG
third	tercer	third	tercero	N	ADJ;MASC;SG
third	tercero	third	tercero	N	ADJ;MASC;SG
fossil	fósiles	fossil	fósil	N;INDF;MASC;SG	N;MASC;PL
fossil	fósiles	fossil	fósil	N;INDF;MASC;SG	N;MASC;PL
greg	greg	greg	greg	N;INDF;MASC;SG	PROPN
nøytrale	neutral	nøytral	neutral	ADJ;PL	ADJ;SG
nøytrale	neutro	nøytral	neutro	ADJ;PL	ADJ;MASC;SG
nøytrale	neutra	nøytral	neutro	ADJ;PL	ADJ;FEM;SG
perfekt	perfect	perfekt	perfect	ADJ;INDF;NEUT;SG	N
perfekt	perfectos	perfekt	perfecto	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
perfekt	perfectas	perfekt	perfecto	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
besatt	poseída	besatt	poseído	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
besatt	poseído	besatt	poseer	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
besatt	obsesionada	besatt	obsesionado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
besatt	obsesionado	besatt	obsesionado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
besatt	obsesionados	besatt	obsesionado	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
utkast	borradores	utkast	borrador	N;INDF;NEUT;SG	N;MASC;PL
hannibal	aníbal	hannibal	aníbal	N;INDF;MASC;SG	ADJ;SG
kommunistene	comunista	kommunist	comunista	N;DEF;FEM;PL	ADJ;SG
kommunistene	comunismo	kommunist	comunismo	N;DEF;FEM;PL	N;MASC;SG
sjekk	check	sjekk	check	V;IMP;FIN	N;MASC;SG
sjekk	comprobación	sjekk	comprobación	V;IMP;FIN	N;FEM;SG
sjekk	cheque	sjekk	cheque	V;IMP;FIN	N;MASC;SG
gjensidig	mutuos	gjensidig	mutuo	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
gjensidig	mutuas	gjensidig	mutua	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
edit	edita	edit	editar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
edit	editar	edit	editar	N;INDF;NEUT;SG	V;NFIN
bis	bis	bis	bis		
fjerner	eliminando	fjerne	eliminar	N;INDF;FEM;PL	V;V.MSDR
fjerner	quitando	fjerne	quitar	N;INDF;FEM;PL	V;V.MSDR
fjerner	elimina	fjerne	eliminar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
fjerner	quita	fjerne	quitar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
fjerner	remueve	fjerne	remove	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
wessel	wessel	wessel	wessel	N;INDF;MASC;SG	PROPN
rachel	rachael	rachel	rachael	N;INDF;MASC;SG	PROPN
rachel	raquel	rachel	raquel	N;INDF;MASC;SG	PROPN
læring	aprender	læring	aprender	N;INDF;FEM;SG	V;NFIN
læring	aprendiendo	læring	aprender	N;INDF;FEM;SG	V;V.MSDR
centimeter	centímetro	centimeter	centímetro	N;INDF;MASC;PL	N;MASC;SG
igor	igor	igor	igor	N;INDF;MASC;SG	PROPN
krevende	exigiendo	krevende	exigir	N;INDF;FEM;SG	V;V.MSDR
krevende	exigente	krevende	exigente	N;INDF;FEM;SG	ADJ;SG
krevende	exigir	krevende	exigir	N;INDF;FEM;SG	V;NFIN
krevende	exigentes	krevende	exigente	N;INDF;FEM;SG	ADJ;PL
karakterer	grados	karaktere	grado	V;IND;PRS;FIN	N;MASC;PL
marion	marion	marion	marion	N;INDF;MASC;SG	PROPN
islamsk	islámicas	islamsk	islámico	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
islamsk	islámicos	islamsk	islámico	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
talk	hablar	talk	hablar	N;INDF;MASC;SG	V;NFIN
talk	habla	talk	hablar	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
talk	hable	talk	hablar	N;INDF;MASC;SG	V;IMP;SG;3;FIN
jakobsen	jakobsen	jakobsen	jakobsen	N;DEF;MASC;SG	
foreninger	asociativo	foreninger	asociativo	N;INDF;FEM;PL	ADJ;MASC;SG
tørr	secos	tørr	seco	ADJ;INDF;SG	ADJ;MASC;PL
tørr	secar	tørr	secar	ADJ;INDF;SG	V;NFIN
diskuteres	discutimos	diskutere	discutir	N;INDF;NEUT;SG	V;IND;PL;1;PST;FIN
diskuteres	debatido	diskutere	debatir	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
diskuteres	discutido	diskutere	discutido	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
diskuteres	discutida	diskutere	discutido	N;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
mesopotamia	mesopotamia	mesopotamia	mesopotamia	N;DEF;NEUT;PL	N;FEM;SG
genetisk	genéticas	genetisk	genético	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
genetisk	genéticos	genetisk	genético	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
teologisk	teología	teologisk	teología	ADJ;INDF;NEUT;SG	N;FEM;SG
grafikk	gráfica	grafikk	gráfico	N;INDF;MASC;SG	ADJ;FEM;SG
grafikk	gráfico	grafikk	gráfico	N;INDF;MASC;SG	ADJ;MASC;SG
grafikk	gráficos	grafikk	gráfico	N;INDF;MASC;SG	N;MASC;PL
grafikk	gráficas	grafikk	gráfico	N;INDF;MASC;SG	ADJ;FEM;PL
sjekket	comprobado	sjekk	comprobar	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
bearbeidet	procesada	bearbeid	procesar	N;DEF;NEUT;SG	ADJ;FEM;SG;V.PTCP
bearbeidet	procesados	bearbeid	procesado	N;DEF;NEUT;SG	ADJ;MASC;PL;V.PTCP
bearbeidet	transformados	bearbeid	transformado	N;DEF;NEUT;SG	ADJ;MASC;PL;V.PTCP
bearbeidet	procesado	bearbeid	procesado	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
finans	finanzas	finans	finanzas	N;INDF;MASC;SG	N;FEM;PL
ferge	transbordadores	ferge	transbordador	N;INDF;SG	N;MASC;PL
trygt	safe	trygg	safir	ADJ;INDF;NEUT;SG	N
innehar	posee	innehor	poseer	V;IMP;FIN	V;IND;SG;3;PRS;FIN
innehar	poseen	innehor	poseer	V;IMP;FIN	V;IND;PL;3;PRS;FIN
omringet	rodeada	omring	rodeado	N;DEF;NEUT;SG	ADJ;FEM;SG;V.PTCP
omringet	rodeado	omring	rodeado	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
omringet	rodeados	omring	rodeado	N;DEF;NEUT;SG	ADJ;MASC;PL;V.PTCP
nominasjon	nominaciones	nominasjon	nominación	N;INDF;MASC;SG	N;FEM;PL
nominasjon	candidaturas	nominasjon	candidatura	N;INDF;MASC;SG	N;FEM;PL
hengende	colgado	hengende	colgado	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
hengende	colgando	hengende	colgar	N;INDF;NEUT;SG	V;V.MSDR
benedikt	benito	benedikt	benito	N;INDF;MASC;SG	
beholder	recipiente	beholder	recipiente	V;IND;PRS;FIN	N;MASC;SG
beholder	contenedores	beholder	contenedor	V;IND;PRS;FIN	N;MASC;PL
beholder	envase	beholder	envase	V;IND;PRS;FIN	N;MASC;SG
beholder	contenedor	beholder	contenedor	V;IND;PRS;FIN	N;MASC;SG
hvile	descansar	hvile	descansar	N;INDF;MASC;SG	V;NFIN
hvile	reposo	hvile	reposo	N;INDF;MASC;SG	
hvile	descansen	hvile	descansar	N;INDF;MASC;SG	V;IMP;PL;3;FIN
motors	motores	motors	motor	N;INDF;MASC;SG	N;MASC;PL
anonyme	anónimo	anonym	anónimo	ADJ;PL	ADJ;MASC;SG
anonyme	anonymous	anonym	anonymou	ADJ;PL	N
anonyme	anónima	anonym	anónimo	ADJ;PL	ADJ;FEM;SG
anonyme	anonimato	anonym	anonimato	ADJ;PL	N;MASC;SG
høylandet	highlands	høyland	highlands	N;DEF;NEUT;SG	N;MASC;PL
hviler	descansando	hvile	descansar	N;INDF;MASC;SG	V;V.MSDR
erobring	conquistas	erobring	conquista	N;INDF;FEM;SG	N;FEM;PL
rikdom	riquezas	rikdom	riqueza	N;INDF;MASC;SG	N;FEM;PL
hårete	peludo	hårete	peludo	ADJ;INDF;NEUT;SG	N;MASC;SG
hårete	peludas	hårete	peluda	ADJ;INDF;NEUT;SG	N;FEM;PL
hårete	peludos	hårete	peludo	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
argentinske	argentino	argentinsk	argentino	ADJ;PL	N;MASC;SG
argentinske	argentinos	argentinsk	argentino	ADJ;PL	N;MASC;PL
verft	astilleros	verft	astillero	N;INDF;NEUT;SG	N;MASC;PL
plattformen	plataformas	plattform	plataforma	N;DEF;MASC;SG	N;FEM;PL
hunt	hunt	hunt	hunt	N;INDF;MASC;SG	PROPN
hunt	cazar	hunt	cazar	N;INDF;MASC;SG	V;NFIN
langsomt	despacito	langsom	despacito	ADJ;INDF;NEUT;SG	INTJ
langsomt	lentamente	langsom	lentamente	ADJ;INDF;NEUT;SG	ADV
chuck	chuck	chuck	chuck	N;INDF;MASC;SG	PROPN
aspekter	aspectos	aspekter	aspecto	N;INDF;NEUT;SG	N;MASC;PL
emi	ime	emi	ime	N;INDF;NEUT;SG	
emi	emi	emi	emi	N;INDF;NEUT;SG	PROPN
budskap	mensajes	budskap	mensaje	N;INDF;MASC;SG	N;MASC;PL
budskap	mensajes	budskap	mensaje	N;INDF;MASC;SG	N;MASC;PL
murphy	murphy	murphy	murphy	N;INDF;MASC;SG	PROPN
fortsettelse	continuo	fortsettelse	continuo	N;INDF;MASC;SG	ADJ;MASC;SG
fortsettelse	continuó	fortsettelse	continuar	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
fortsettelse	continuado	fortsettelse	continuado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
omar	omar	omar	omar	N;INDF;MASC;SG	PROPN
bart	bigotes	bart	bigote	N;INDF;NEUT;SG	N;MASC;PL
gjennomgang	revisar	gjennomgang	revisar	N;INDF;MASC;SG	V;NFIN
kinoer	cines	kino	cine	N;INDF;MASC;SG	N;MASC;PL
kinoer	teatros	kino	teatro	N;INDF;MASC;SG	N;MASC;PL
kinoer	cines	kino	cine	N;INDF;MASC;SG	N;MASC;PL
monster	monstruos	monster	monstruo	N;INDF;NEUT;SG	N;MASC;PL
hentes	recuperando	hente	recuperar	N;INDF;MASC;SG	V;V.MSDR
hentes	recuperado	hente	recuperado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
hentes	recuperadas	hente	recuperado	N;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
hentes	recuperada	hente	recuperado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
rein	limpio	rein	limpio	N;INDF;MASC;SG	ADJ;MASC;SG
rein	limpios	rein	limpio	N;INDF;MASC;SG	ADJ;MASC;PL
rein	limpiar	rein	limpiar	N;INDF;MASC;SG	V;NFIN
rein	limpia	rein	limpio	N;INDF;MASC;SG	ADJ;FEM;SG
oppvarming	calentando	oppvarming	calentar	N;INDF;FEM;SG	V;V.MSDR
tibetansk	tibetanos	tibetansk	tibetano	N;INDF;MASC;SG	N;MASC;PL
tibetansk	tibetana	tibetansk	tibetana	N;INDF;MASC;SG	ADJ;FEM;SG
pels	pieles	pelse	piel	N;INDF;MASC;SG	N;FEM;PL
framgang	avances	framgang	avance	N;INDF;MASC;SG	N;MASC;PL
framgang	progresos	framgang	progreso	N;INDF;MASC;SG	N;MASC;PL
utrecht	utrecht	utrecht	utrecht	N;INDF;MASC;SG	PROPN
wei	wei	wei	wei	PROPN	N;MASC;SG
overskrift	titulares	overskrift	titular	N;INDF;FEM;SG	N;MASC;PL
overskrift	encabezado	overskrift	encabezado	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
overskrift	encabezado	overskrift	encabezado	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
tilpasse	adaptación	tilpasse	adaptación	V;NFIN	N;FEM;SG
erfarne	experimentado	erfarne	experimentado	ADJ;PL	ADJ;MASC;SG;V.PTCP
erfarne	experimentada	erfarne	experimentado	ADJ;PL	ADJ;FEM;SG;V.PTCP
kryss	cruzado	kryss	cruzar	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
stuping	bucear	stuping	bucear	N;INDF;FEM;SG	V;NFIN
fødselen	nacimientos	fødsel	nacimiento	N;DEF;MASC;SG	N;MASC;PL
forbedring	mejoras	forbedring	mejora	N;INDF;FEM;SG	N;FEM;PL
tau	cuerdas	tau	cuerda	N;INDF;NEUT;SG	N;FEM;PL
andrej	andrés	andrej	andrés	N;INDF;MASC;SG	PROPN
lien	lien	lien	lien	N;DEF;MASC;SG	
guardian	guardiana	guardian	guardiano	N;INDF;MASC;SG	ADJ;FEM;SG
sem	sem	sem	sem	N;INDF;MASC;SG	
planlegger	programación	planleggje	programación	V;IND;PRS;FIN	N;FEM;SG
planlegger	planificación	planleggje	planificación	V;IND;PRS;FIN	N;FEM;SG
planlegger	planeación	planleggje	planeación	V;IND;PRS;FIN	N;FEM;SG
planlegger	planeamiento	planleggje	planeamiento	V;IND;PRS;FIN	N;MASC;SG
planlegger	planos	planleggje	plano	V;IND;PRS;FIN	N;MASC;PL
planlegger	planes	planleggje	plan	V;IND;PRS;FIN	N;MASC;PL
kledd	vestidos	kledd	vestido	ADJ;INDF;SG	ADJ;MASC;PL;V.PTCP
estimert	estimados	estimere	estimado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
estimert	estimación	estimere	estimación	ADJ;INDF;SG;V.PTCP	N;FEM;SG
duke	ducado	duke	ducado	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
duke	duke	duke	duke	N;INDF;NEUT;SG	PROPN
holmenkollen	holmenkollen	holmenkoll	holmenkollen	N;DEF;MASC;SG	V;IND;PL;3;PRS;FIN
fuktig	húmedos	fuktig	húmedo	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
hjulpet	ayudó	hjulp	ayudar	N;DEF;NEUT;SG	V;IND;SG;3;PST;FIN
hjulpet	ayudado	hjulp	ayudado	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
nou	nou	nou	nou	N;INDF;MASC;SG	NUM
mannlig	macho	mannlig	macho	ADJ;INDF;NEUT;SG	N;MASC;SG
mannlig	varón	mannlig	varón	ADJ;INDF;NEUT;SG	N;MASC;SG
mannlig	machos	mannlig	macho	ADJ;INDF;NEUT;SG	N;MASC;PL
isu	daa	isu	dar	N	INTJ
forberede	preparados	forbere	preparado	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
forberede	prepararse	forbere	prepararse	N;INDF;MASC;SG	V;SBJV;SG;3;IPFV;FIN
forberede	preparar	forbere	preparar	N;INDF;MASC;SG	V;NFIN
detaljerte	detallada	detaljert	detallado	ADJ;PL	ADJ;FEM;SG;V.PTCP
detaljerte	detallado	detaljert	detallado	ADJ;PL	ADJ;MASC;SG;V.PTCP
ivareta	protegerla	ivareta	protegerla	V;NFIN	PROPN
ivareta	salvaguardia	ivareta	salvaguardia	V;NFIN	N;FEM;SG
ivareta	salvaguarda	ivareta	salvaguarda	V;NFIN	N;FEM;SG
tegne	dibujar	ta	dibujar	N;INDF;FEM;SG	V;NFIN
tegne	dibuja	ta	dibuja	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
tegne	dibujar	ta	dibujar	N;INDF;FEM;SG	V;NFIN
tegne	dibujando	ta	dibujar	N;INDF;FEM;SG	V;V.MSDR
bei	ire	bei	ir	N;INDF;SG	V;SBJV;SG;2;PRS;FIN
aksjer	comparte	aksjer	compartir	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
aksjer	acciones	aksjer	acción	N;INDF;NEUT;SG	N;FEM;PL
antydet	insinuó	antyd	insinuar	N;DEF;NEUT;SG	V;IND;SG;3;PST;FIN
varig	duraderos	varig	duradero	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
varig	duraderas	varig	duradero	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
skyter	dispara	skyte	disparar	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
skyter	brotes	skyte	brote	N;INDF;MASC;SG	N;MASC;PL
skyter	disparando	skyte	disparar	N;INDF;MASC;SG	V;V.MSDR
ulrik	ulrik	ulrik	ulrik	N;INDF;MASC;SG	
kansler	canciller	kansle	canciller	N;INDF;FEM;PL	N;SG
skarpe	afilada	skarp	afilado	ADJ;PL	ADJ;FEM;SG;V.PTCP
skarpe	sharp	skarp	sharp	ADJ;PL	N
skarpe	agudo	skarp	agudo	ADJ;PL	ADJ;MASC;SG
skarpe	afilado	skarp	afilar	ADJ;PL	ADJ;MASC;SG;V.PTCP
papua	papúa	papua	papúa	N;INDF;MASC;SG	ADJ;FEM;SG
klinisk	clínicos	klinisk	clínico	ADJ;INDF;NEUT;SG	N;MASC;PL
klinisk	clínica	klinisk	clínica	ADJ;INDF;NEUT;SG	N;FEM;SG
flytting	traslados	flytting	traslado	N;INDF;FEM;SG	N;MASC;PL
flytting	moviendo	flytting	mover	N;INDF;FEM;SG	V;V.MSDR
flytting	conmovedor	flytting	conmovedor	N;INDF;FEM;SG	ADJ;MASC;SG
rømme	escapar	rømme	escapar	N;INDF;FEM;SG	V;NFIN
rømme	escapa	rømme	escapar	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
shaw	shaw	shaw	shaw	N;INDF;MASC;SG	PROPN
psykologisk	psicológicas	psykologisk	psicológico	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
psykologisk	psicológicos	psykologisk	psicológico	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
målene	blanco	mål	blanco	N;DEF;FEM;PL	ADJ;MASC;SG
vokaler	vocales	vokale	vocal	N;INDF;NEUT;SG	N;PL
støy	ruidos	støy	ruido	N;INDF;MASC;SG	N;MASC;PL
frost	heladas	frost	helada	N;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
frost	helada	frost	helada	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
raser	razas	raser	raza	N;INDF;NEUT;SG	N;FEM;PL
raser	carreras	raser	carrera	N;INDF;NEUT;SG	N;FEM;PL
avslutning	terminando	avslutning	terminar	N;INDF;FEM;SG	V;V.MSDR
underholdning	entretenida	underholdning	entretenido	N;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
underholdning	entretenidos	underholdning	entretenido	N;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
underholdning	entretenido	underholdning	entretenido	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
underholdning	espectáculos	underholdning	espectáculo	N;INDF;FEM;SG	N;MASC;PL
engineering	ingenieros	engineering	ingeniero	N;INDF;FEM;SG	N;MASC;PL
ankommer	llega	ankommer	llegar	N;INDF;SG	V;IND;SG;3;PRS;FIN
ankommer	llegando	ankommer	llegar	N;INDF;SG	V;V.MSDR
ankommer	llegar	ankommer	llegar	N;INDF;SG	V;NFIN
ankommer	llegan	ankommer	llegar	N;INDF;SG	V;IND;PL;3;PRS;FIN
ankommer	llegar	ankommer	llegar	N;INDF;SG	V;NFIN
bevissthet	consciencia	bevissthet	consciencia	ADJ;INDF;NEUT;SG	N;FEM;SG
bevissthet	concientización	bevissthet	concientización	ADJ;INDF;NEUT;SG	N;FEM;SG
bevissthet	sensibilización	bevissthet	sensibilización	ADJ;INDF;NEUT;SG	N;FEM;SG
bevissthet	conciencia	bevissthet	conciencia	ADJ;INDF;NEUT;SG	N;FEM;SG
bevissthet	concienciación	bevissthet	concienciación	ADJ;INDF;NEUT;SG	N;FEM;SG
bevissthet	consciencia	bevissthet	consciencia	ADJ;INDF;NEUT;SG	N;FEM;SG
bevissthet	conciencia	bevissthet	conciencia	ADJ;INDF;NEUT;SG	N;FEM;SG
mystiske	mystic	mystisk	mystic	ADJ;PL	N
mystiske	místico	mystisk	místico	ADJ;PL	ADJ;MASC;SG
mystiske	mística	mystisk	mística	ADJ;PL	N;FEM;SG
look	mirad	look	mirad	N;INDF;MASC;SG	INTJ
look	mire	look	mirar	N;INDF;MASC;SG	V;IMP;SG;3;FIN
look	miren	look	mirar	N;INDF;MASC;SG	V;IMP;PL;3;FIN
look	mira	look	mirar	N;INDF;MASC;SG	V;IMP;SG;2;FIN
kirkenes	kirkenes	kirkenes	kirken	N;DEF;MASC;SG	N;MASC;PL
forbød	prohibida	forbød	prohibido	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
forbød	prohibido	forbød	prohibido	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
forbød	prohibidas	forbød	prohibido	N;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
forbød	prohibidos	forbød	prohibido	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
forbrytelser	crímenes	forbrytelser	crimen	N;INDF;NEUT;SG	N;MASC;PL
forbrytelser	delitos	forbrytelser	delito	N;INDF;NEUT;SG	N;MASC;PL
forbrytelser	crimenes	forbrytelser	crimen	N;INDF;NEUT;SG	N;MASC;PL
landing	aterrizando	landing	aterrizar	N;INDF;FEM;SG	V;V.MSDR
landing	aterrizar	landing	aterrizar	N;INDF;FEM;SG	V;NFIN
utrolig	increíbles	utrolig	increíble	ADJ;INDF;NEUT;SG	ADJ;PL
orlando	orlando	orlando	orlar	N;INDF;MASC;SG	V;V.MSDR
justin	justin	justin	justin	N;INDF;MASC;SG	PROPN
birkeland	birkeland	birkeland	birkeland	N;INDF;NEUT;SG	
antok	asumió	antok	asumir	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
antok	supuesto	antok	supuesto	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
antok	asumido	antok	asumido	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
lucy	lucía	lucy	lucir	N;INDF;SG	V;IND;SG;3;IPFV;FIN
brenner	burning	brenner	burning	V;IND;PRS;FIN	N;SG
brenner	brenner	brenner	brenner	V;IND;PRS;FIN	N;SG
brenner	quemaduras	brenner	quemadura	V;IND;PRS;FIN	N;FEM;PL
brenner	burns	brenner	burn	V;IND;PRS;FIN	N;MASC;SG
skandinavisk	escandinavos	skandinavisk	escandinavo	ADJ;INDF;NEUT;SG	N;MASC;PL
skandinavisk	escandinavia	skandinavisk	escandinavia	ADJ;INDF;NEUT;SG	N;FEM;SG
dyre	costoso	dyr	costoso	ADJ;PL	ADJ;MASC;SG
dyre	caras	dyr	cara	ADJ;PL	N;FEM;PL
dyre	caro	dyr	caro	ADJ;PL	ADJ;MASC;SG
elsket	amé	elske	amé	N;DEF;NEUT;SG	V;IND;SG;1;PST;FIN
elsket	amado	elske	amado	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
elsket	amada	elske	amado	N;DEF;NEUT;SG	ADJ;FEM;SG;V.PTCP
elsket	amaba	elske	amar	N;DEF;NEUT;SG	V;IND;SG;3;IPFV;FIN
elsket	amó	elske	amar	N;DEF;NEUT;SG	V;IND;SG;3;PST;FIN
duck	patos	duck	pato	N;INDF;MASC;SG	N;MASC;PL
tegneserie	historietas	tegneserie	historieta	N;INDF;MASC;SG	N;FEM;PL
tegneserie	comics	tegneserie	comics	N;INDF;MASC;SG	N;MASC;PL
tegneserie	cómics	tegneserie	cómics	N;INDF;MASC;SG	N;MASC;PL
huang	huang	huang	huang	PROPN	N;MASC;SG
glade	glade	glad	glade	ADJ;PL	N;MASC;SG
alexandre	alexandre	alexandre	alexandre	N	PROPN
purple	morado	purple	morado	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
purple	moradas	purple	morada	N;INDF;NEUT;SG	ADJ;FEM;PL;V.PTCP
purple	morada	purple	morada	N;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
oder	oder	oder	oder	N;INDF;NEUT;SG	
likeledes	igualmente	likeledes	igualmente	N;INDF;MASC;SG	ADV
likeledes	análogamente	likeledes	análogamente	N;INDF;MASC;SG	ADV
trim	recortar	trim	recortar	N;INDF;NEUT;SG	V;NFIN
trim	ejercicios	trim	ejercicio	N;INDF;NEUT;SG	N;MASC;PL
topper	topper	toppe	topper	N;INDF;FEM;PL	N;MASC;SG
kritikker	reseña	kritikker	reseñar	N;INDF;FEM;PL	N;FEM;SG
signaler	señales	signale	señal	N;INDF;FEM;SG	N;FEM;PL
bakre	trasero	bakre	trasero	ADJ;SG	N;MASC;SG
bakre	retaguardia	bakre	retaguardia	ADJ;SG	N;FEM;SG
bakre	traseros	bakre	trasero	ADJ;SG	N;MASC;PL
hager	jardín	hager	jardín	N;INDF;NEUT;PL	N;MASC;SG
hager	gardens	hager	garden	N;INDF;NEUT;PL	N;MASC;SG
jakter	caza	jakt	caza	N;INDF;FEM;PL	N;FEM;SG
