також	וגם	також	וגם	ADV	
усі	כולם	увесь	None	DET;NOM;PL	N;MASC;PL
україна	אוקראינה	україна	אוקראינה	PROPN;INAN;NOM;FEM;SG	PROPN
свої	שלהם	свій	של	DET;NOM;PL;REFL	
свої	שלו	свій	של	DET;NOM;PL;REFL	
відомий	מפורסם	відомий	מפורסם	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP;PASS
відомий	מפורסמים	відомий	מפורסם	ADJ;NOM;MASC;SG	ADJ;MASC;PL
відомий	המפורסם	відомий	המפורסם	ADJ;NOM;MASC;SG	PROPN
відомий	מפורסמות	відомий	מפורסם	ADJ;NOM;MASC;SG	ADJ;FEM;PL
микола	ניקולאי	микола	ניקולאי	PROPN;ANIM;NOM;MASC;SG	PROPN
микола	ניקולאי	микола	ניקולאי	PROPN;ANIM;NOM;MASC;SG	PROPN
микола	ניקולאי	микола	ניקולאי	PROPN;ANIM;NOM;MASC;SG	PROPN
італії	איטליה	італія	איטליה	PROPN;INAN;GEN;FEM;SG	PROPN
школа	לימודים	школа	לימודים	N;INAN;NOM;FEM;SG	N;MASC;PL
право	ימני	право	ימני	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG
право	צודק	право	צדק	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
право	נכון	право	נכון	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG
право	החוק	право	החוק	N;INAN;NOM;NEUT;SG	
право	משפטים	право	משפט	N;INAN;NOM;NEUT;SG	N;MASC;PL
євро	אירו	євро	אירו	PROPN;INAN;NOM;NEUT;SG	PROPN
євро	יורו	євро	יורו	PROPN;INAN;NOM;NEUT;SG	PROPN
далі	הבא	далі	הבא	ADV	PROPN
стали	הפך	стати	הפך	V;PFV;IND;PL;PST;FIN	V;MASC;SG;3;PST
стали	הפכה	стати	הפך	V;PFV;IND;PL;PST;FIN	V;FEM;SG;3;PST
хто	מי	хто	מי	PRO;ANIM;NOM;MASC;SG	ADV
стаття	המאמר	стаття	המאמר	N;INAN;NOM;FEM;SG	PROPN
звання	שורות	звання	שורה	N;INAN;NOM;NEUT;SG	N;FEM;PL
статус	הסטטוס	статус	הסטטוס	N;INAN;NOM;MASC;SG	PROPN
статус	סטטוס	статус	סטטוס	N;INAN;NOM;MASC;SG	
помер	מת	померти	מת	V;PFV;MASC;IND;SG;PST;FIN	ADJ;MASC;SG
помер	מתים	померти	מת	V;PFV;MASC;IND;SG;PST;FIN	N;MASC;PL
помер	מתה	померти	מת	V;PFV;MASC;IND;SG;PST;FIN	PROPN
помер	מת	померти	מת	V;PFV;MASC;IND;SG;PST;FIN	ADJ;MASC;SG
помер	מתו	померти	מת	V;PFV;MASC;IND;SG;PST;FIN	PROPN
помер	מתה	померти	מת	V;PFV;MASC;IND;SG;PST;FIN	PROPN
польщі	פולין	польща	פולין	PROPN;INAN;GEN;FEM;SG	PROPN
львів	לבוב	львів	לבוב	PROPN;INAN;NOM;MASC;SG	PROPN
група	הקבוצה	група	הקבוצה	N;INAN;NOM;FEM;SG	PROPN
новий	חדשים	новий	חדש	ADJ;NOM;MASC;SG	ADJ;MASC;PL
зір	חיזיון	зір	חיזיון	N;INAN;NOM;FEM;PL	N;MASC;SG
зір	ראייה	зір	ראייה	N;INAN;NOM;FEM;PL	N;FEM;SG
зір	חזון	зір	חזון	N;INAN;NOM;FEM;PL	
великий	ביג	великий	ביג	ADJ;NOM;MASC;SG	
великий	גדולים	великий	גדול	ADJ;NOM;MASC;SG	ADJ;MASC;PL
великий	מעולה	великий	מעולה	ADJ;NOM;MASC;SG	
великий	אחלה	великий	אחלה	ADJ;NOM;MASC;SG	
залізниця	רכבות	залізниця	רכבה	N;INAN;NOM;FEM;SG	N;FEM;PL
система	המערכת	система	המערך	N;INAN;NOM;FEM;SG	
північ	חצות	північ	חצות	N;INAN;NOM;FEM;SG	
північ	מידנייט	північ	מידנייט	N;INAN;NOM;FEM;SG	PROPN
північ	צפונה	північ	צפון	N;INAN;NOM;FEM;SG	ADV
північ	הצפון	північ	הצפון	N;INAN;NOM;FEM;SG	PROPN
більшість	הרוב	більшість	הרוב	N;INAN;NOM;FEM;SG	
більшість	הכי	більшість	הכי	N;INAN;NOM;FEM;SG	
більшість	הרוב	більшість	הרוב	N;INAN;NOM;FEM;SG	
особливо	בייחוד	особливо	בייחוד	ADV	
особливо	ובמיוחד	особливо	ובמיוחד	ADV	PROPN
народження	נולדת	народження	נולדת	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;MID
народження	נולדתי	народження	נולדתי	N;INAN;NOM;NEUT;SG	V;SG;1;PST;MID
народження	נולדו	народження	נולד	N;INAN;NOM;NEUT;SG	V;PL;3;PST;MID
народження	נולד	народження	נולד	N;INAN;NOM;NEUT;SG	V;MASC;SG;3;PST;MID
народження	נולדה	народження	נולד	N;INAN;NOM;NEUT;SG	V;FEM;SG;3;PST;MID
народження	לידת	народження	לידה	N;INAN;NOM;NEUT;SG	PROPN
інститут	המכון	інститут	המכון	N;INAN;NOM;MASC;SG	
інститут	המוסד	інститут	המוסד	N;INAN;NOM;MASC;SG	
інститут	המוסד	інститут	המוסד	N;INAN;NOM;MASC;SG	
будинок	הבית	будинок	הבית	N;INAN;NOM;MASC;SG	ADV
будинок	האוס	будинок	האוס	N;INAN;NOM;MASC;SG	PROPN
дослідження	חקר	дослідження	חקר	N;INAN;NOM;NEUT;SG	
дослідження	מחקרים	дослідження	מחקר	N;INAN;NOM;NEUT;SG	N;MASC;PL
дослідження	לימודי	дослідження	לימודים	N;INAN;NOM;NEUT;SG	PROPN
дослідження	לימודים	дослідження	לימודים	N;INAN;NOM;NEUT;SG	N;MASC;PL
війна	המלחמה	війна	המלחם	N;INAN;NOM;FEM;SG	PROPN
комуни	קומונה	комуна	קומונה	N;INAN;NOM;FEM;PL	PROPN
приблизно	על	приблизно	על	ADV	ADP
приблизно	לגבי	приблизно	לגבי	ADV	ADP
приблизно	אודות	приблизно	אודות	ADV	
багатьох	הרבה	багато	הרבה	DET;ACC	ADV
багатьох	רבות	багато	רב	DET;ACC	N;FEM;PL
багатьох	רבים	багато	רב	DET;ACC	V;MASC;PL;V.PTCP;ACT
велика	ביג	великий	ביג	ADJ;NOM;FEM;SG	
велика	גדולים	великий	גדול	ADJ;NOM;FEM;SG	ADJ;MASC;PL
велика	מגנה	великий	גינה	ADJ;NOM;FEM;SG	
рід	שבט	рід	שבט	N;INAN;NOM;MASC;SG	PROPN
рід	רייד	рід	רייד	N;INAN;NOM;MASC;SG	PROPN
рід	ריד	рід	ריד	N;INAN;NOM;MASC;SG	PROPN
рід	ריד	рід	ריד	N;INAN;NOM;MASC;SG	PROPN
міст	גשר	місто	גשר		N;MASC;SG
міст	anzac	місто	anzac		
міст	ערים	місто	עיר		N;FEM;PL
міст	הערים	місто	הערים		V;MASC;SG;3;PST;ACT
міст	פונט	місто	פונט		PROPN
мала	מאלה	мати	מאלה	V;IPFV;FEM;IND;SG;PST;FIN	
мала	מלאיה	мати	מלאיה	V;IPFV;FEM;IND;SG;PST;FIN	PROPN
собою	לעצמי	себе	לעצמי	PRO;INS;REFL	
собою	בעצמי	себе	בעצמי	PRO;INS;REFL	ADV
собою	בעצמך	себе	בעצמך	PRO;INS;REFL	ADV
генерал	כללי	генерал	כלל	N;ANIM;NOM;MASC;SG	N;MASC;PL
доходів	שוויון	дохід	שוויון	N;INAN;GEN;MASC;PL	N;MASC;SG
доходів	שיוויון	дохід	שוויון	N;INAN;GEN;MASC;PL	N;MASC;SG
основі	חבילות	основа	חבילות	N;INAN;DAT;FEM;SG	N;FEM;PL
навчання	לומד	навчання	למד	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
навчання	לומדת	навчання	למד	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;ACT
навчання	לימודים	навчання	לימודים	N;INAN;NOM;NEUT;SG	N;MASC;PL
навчання	למידה	навчання	למידה	N;INAN;NOM;NEUT;SG	PROPN
навчання	לומד	навчання	למד	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
навчання	למידה	навчання	למידה	N;INAN;NOM;NEUT;SG	PROPN
навчання	לומדת	навчання	למד	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;ACT
син	בני	син	בני	N;ANIM;NOM;MASC;SG	PROPN
син	בן	син	בן	N;ANIM;NOM;MASC;SG	PROPN
фізична	גופני	фізичний	גופני	ADJ;NOM;FEM;SG	N;MASC;SG
фізична	פיזית	фізичний	פיזי	ADJ;NOM;FEM;SG	ADV
фізична	פיזי	фізичний	פיזי	ADJ;NOM;FEM;SG	N;MASC;SG
рішення	ההחלטה	рішення	ההחלטה	N;INAN;NOM;NEUT;SG	PROPN
рішення	החלטות	рішення	החלטה	N;INAN;NOM;NEUT;SG	N;FEM;PL
рішення	פתרונות	рішення	פתרון	N;INAN;NOM;NEUT;SG	N;MASC;PL
питання	השאלה	питання	השאלה	N;INAN;NOM;NEUT;SG	PROPN
питання	נושאים	питання	נושא	N;INAN;NOM;NEUT;SG	N;MASC;PL
питання	סוגיות	питання	סוגיות	N;INAN;NOM;NEUT;SG	N;FEM;PL
питання	בעיות	питання	בעיה	N;INAN;NOM;NEUT;SG	N;FEM;PL
питання	שאלות	питання	שאלה	N;INAN;NOM;NEUT;SG	N;FEM;PL
питання	הרמז	питання	הרמז	N;INAN;NOM;NEUT;SG	
питання	רמז	питання	רמז	N;INAN;NOM;NEUT;SG	
ним	בו	він	ב	PRO;INS;MASC;SG;3	ADP
ним	אותו	він	None	PRO;INS;MASC;SG;3	PRO;ACC;MASC;SG;3
іншими	מושפל	інший	מושפל	DET;INS;PL	V;MASC;SG;V.PTCP;PASS
іншими	אחרות	інший	אחר	DET;INS;PL	ADJ;FEM;PL
іншими	אחרים	інший	אחר	DET;INS;PL	ADJ;MASC;PL
іншими	ואחרים	інший	ואחר	DET;INS;PL	PROPN
походження	המקור	походження	המקור	N;INAN;NOM;NEUT;SG	
дані	מידע	дані	מידע	N;INAN;PFV;NOM;PASS	N;MASC;SG
дані	דאטה	дані	דאטה	N;INAN;PFV;NOM;PASS	PROPN
дані	נתונים	дані	נתון	N;INAN;PFV;NOM;PASS	N;MASC;PL
дані	דני	дані	דני	N;INAN;PFV;NOM;PASS	PROPN
видання	המהדורה	видання	המהדורה	N;INAN;NOM;NEUT;SG	PROPN
видання	גיליון	видання	גיליון	N;INAN;NOM;NEUT;SG	PROPN
раніше	בעבר	раніше	בעבר	ADV;CMPR	
румунії	רומניה	румунія	רומניה	PROPN;INAN;GEN;FEM;SG	PROPN
сан	סאן	сан	סאן		PROPN
сан	סן	сан	סן		PROPN
використовується	משומש	використовуватися	משומש	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;PASS
використовується	בשימוש	використовуватися	בשימוש	V;IPFV;IND;SG;3;PRS;FIN	PROPN
всього	הכולל	все	הכולל	PRO;INAN;GEN;NEUT;SG	PROPN
таблиці	השולחן	таблиця	השולחן	N;INAN;NOM;FEM;PL	PROPN
таблиці	שולחן	таблиця	שולחן	N;INAN;NOM;FEM;PL	N;MASC;SG
таблиці	טבלה	таблиця	טבלה	N;INAN;NOM;FEM;PL	N;FEM;SG
початок	התחל	початок	התחל	N;INAN;NOM;MASC;SG	PROPN
початок	התחל	початок	התחל	N;INAN;NOM;MASC;SG	PROPN
початок	ההתחלה	початок	ההתחלה	N;INAN;NOM;MASC;SG	V;FEM;SG;3;PST
початок	מתחילה	початок	התחיל	N;INAN;NOM;MASC;SG	V;FEM;SG;V.PTCP;ACT
початок	מתחיל	початок	התחיל	N;INAN;NOM;MASC;SG	V;MASC;SG;V.PTCP
початок	החל	початок	None	N;INAN;NOM;MASC;SG	ADP
пояс	המותניים	пояс	המותני	N;INAN;NOM;MASC;SG	N;MASC;DU
сергій	סרגיי	сергія	סרגיי	PROPN;ANIM;NOM;MASC;SG	PROPN
сергій	סרגיי	сергія	סרגיי	PROPN;ANIM;NOM;MASC;SG	PROPN
станція	טשקנט	станція	טשקנט	N;INAN;NOM;FEM;SG	PROPN
станція	נובוסיבירסק	станція	נובוסיבירסק	N;INAN;NOM;FEM;SG	PROPN
існує	קיימות	існувати	קיים	V;IPFV;IND;SG;3;PRS;FIN	ADJ;FEM;PL
існує	קיים	існувати	קיים	V;IPFV;IND;SG;3;PRS;FIN	ADJ;MASC;SG
існує	קיימת	існувати	קיים	V;IPFV;IND;SG;3;PRS;FIN	ADJ;FEM;SG
існує	קיימים	існувати	קיים	V;IPFV;IND;SG;3;PRS;FIN	ADJ;MASC;PL
існує	קיים	існувати	קיים	V;IPFV;IND;SG;3;PRS;FIN	ADJ;MASC;SG
існує	קיימת	існувати	קיים	V;IPFV;IND;SG;3;PRS;FIN	ADJ;FEM;SG
проект	פרוייקט	проект	פרוייקט	N;INAN;NOM;MASC;SG	PROPN
мати	אימא	мати	אימא	N;ANIM;NOM;FEM;SG	
чоловік	בעלי	чоловік	בעל	N;ANIM;NOM;MASC;SG	N;PSSD;MASC;PL
чоловік	הבעל	чоловік	הבעל	N;ANIM;NOM;MASC;SG	
чоловік	בנאדם	чоловік	בנאדם	N;ANIM;NOM;MASC;SG	ADV
ліворуч	שמאל	ліворуч	שמאל	ADV	N;MASC;SG
ліворуч	משמאל	ліворуч	משמאל	ADV	PROPN
усіх	כולם	увесь	None	DET;GEN;PL	N;MASC;PL
книги	ספר	книга	ספר	N;INAN;NOM;FEM;PL	N;MASC;SG
михайло	מיכאיל	михайло	מיכאיל	PROPN;ANIM;NOM;MASC;SG	PROPN
михайло	מיכאילו	михайло	מיכאילו	PROPN;ANIM;NOM;MASC;SG	PROPN
михайло	מיכאל	михайло	מיכאל	PROPN;ANIM;NOM;MASC;SG	PROPN
михайло	מייקל	михайло	מייקל	PROPN;ANIM;NOM;MASC;SG	PROPN
офіційна	רישמי	офіційний	רישמי	ADJ;NOM;FEM;SG	PROPN
переважно	ברובו	переважно	ברובו	ADV	
переважно	לרוב	переважно	ררוב	ADV	
дії	פעילות	дія	פעילות	N;INAN;NOM;FEM;PL	N;FEM;SG
дії	פעולה	дія	פעולה	N;INAN;NOM;FEM;PL	N;FEM;SG
дії	עשייה	дія	עשייה	N;INAN;NOM;FEM;PL	N;FEM;SG
дії	אקשן	дія	אקשן	N;INAN;NOM;FEM;PL	N;MASC;SG
станції	תחנה	станція	תחנה	N;INAN;NOM;FEM;PL	N;FEM;SG
станції	תחנת	станція	תחנה	N;INAN;NOM;FEM;PL	N;FEM;SG
немає	אין	немати	None	V;IPFV;IND;SG;3;NEG;PRS;FIN	ADV;NEG
освіти	השכלה	освіта	השכלה	N;INAN;NOM;FEM;PL	N;FEM;SG
освіти	חינוך	освіта	חינוך	N;INAN;NOM;FEM;PL	N;MASC;SG
руху	נע	рух	נע	N;INAN;GEN;MASC;SG	
руху	עובר	рух	עבר	N;INAN;GEN;MASC;SG	V;MASC;SG;V.PTCP;ACT
руху	זז	рух	זז	N;INAN;GEN;MASC;SG	V;MASC;SG;3;PST;ACT
японії	יפן	японія	יפן	PROPN;INAN;GEN;FEM;SG	PROPN
служби	שירותי	служба	שירותי	N;INAN;NOM;FEM;PL	PROPN
служби	שרות	служба	שרות	N;INAN;NOM;FEM;PL	N;FEM;SG
служби	שירות	служба	שירות	N;INAN;NOM;FEM;PL	N;MASC;SG
служби	השירות	служба	השירות	N;INAN;NOM;FEM;PL	
відомі	ידוע	відомий	ידוע	ADJ;NOM;PL	N;MASC;SG
відомі	הידוע	відомий	הידוע	ADJ;NOM;PL	
відомі	ידועה	відомий	ידע	ADJ;NOM;PL	V;FEM;SG;V.PTCP;ACT
відомі	ידועים	відомий	ידוע	ADJ;NOM;PL	N;MASC;PL
орган	אורגן	орган	אורגן	N;INAN;NOM;MASC;SG	PROPN
різні	שונה	різний	שונה	ADJ;NOM;PL	
поділ	מחלקות	поділ	מחלקה	N;INAN;NOM;MASC;SG	N;FEM;PL
поділ	הדיוויזיה	поділ	הדיוויזיה	N;INAN;NOM;MASC;SG	PROPN
треба	צורך	треба	צורך	ADV	N;MASC;SG
треба	זקוקה	треба	זקוק	ADV	ADJ;FEM;SG
треба	צריך	треба	צריך	ADV	V;MASC;SG
треба	צריכה	треба	צריך	ADV	ADJ;FEM;SG
треба	זקוק	треба	None	ADV	ADJ;MASC;SG
треба	חייב	треба	חייב	ADV	ADJ;MASC;SG
довжина	אורך	довжина	אורך	N;INAN;NOM;FEM;SG	
довжина	האורך	довжина	האורך	N;INAN;NOM;FEM;SG	PROPN
сили	כוח	сила	כוח	N;INAN;NOM;FEM;PL	N;MASC;SG
сили	חוזק	сила	חזק	N;INAN;NOM;FEM;PL	N;MASC;SG
сили	עוצמה	сила	עוצמה	N;INAN;NOM;FEM;PL	N;FEM;SG
сили	כח	сила	כוח	N;INAN;NOM;FEM;PL	
іграх	האולימפיים	ігра	האולימפיים	N;INAN;NOM;NEUT;PL	N;MASC;DU
шевченка	מקהלה	шевченко	הקהלה	PROPN;ANIM;NOM;MASC;SG	N;FEM;SG
основні	בסיסי	основний	בסיסי	ADJ;NOM;PL	ADJ;MASC;SG
основні	בסיסית	основний	בסיסי	ADJ;NOM;PL	ADV
іванович	איבנוביץ	івановичнути	איבנוביץ	PROPN;ANIM;NOM;MASC;SG	PROPN
неї	הרשעות	вона	הרשעה	PRO;ACC;FEM;SG;3	N;FEM;PL
прапора	הדגל	прапор	הדגל	N;INAN;NOM;MASC;SG	
тих	לתפור	той	תפר	DET;GEN;PL	V;NFIN;ACT
тих	תופר	той	תופר	DET;GEN;PL	PROPN
дня	day	день	day	N;INAN;GEN;MASC;SG	
герб	הרב	герб	הרב	N;INAN;NOM;MASC;SG	
росія	רוסיה	росія	רוסיה	PROPN;INAN;NOM;FEM;SG	PROPN
василь	בזיל	василь	בזיל	PROPN;ANIM;NOM;MASC;SG	PROPN
василь	באזיל	василь	באזיל	PROPN;ANIM;NOM;MASC;SG	PROPN
василь	וסילי	василь	וסילי	PROPN;ANIM;NOM;MASC;SG	PROPN
іспанії	ספרד	іспанія	ספרד	PROPN;INAN;GEN;FEM;SG	PROPN
індекс	אינדקס	індекс	אינדקס	N;INAN;NOM;MASC;SG	
місця	למקומות	місце	למקום	N;INAN;NOM;NEUT;PL	
місця	מושבי	місце	מושב	N;INAN;NOM;NEUT;PL	ADJ;MASC;PL
місця	מושב	місце	מושב	N;INAN;NOM;NEUT;PL	
відбувається	קורה	відбуватися	קרה	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
альбом	האלבום	альбом	האלבום	N;INAN;NOM;MASC;SG	PROPN
засновані	מבוסס	заснований	None	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP
серії	סדרה	серія	סדרה	N;INAN;NOM;FEM;PL	N;FEM;SG
серії	סידרה	серія	סדרה	N;INAN;NOM;FEM;PL	N;FEM;SG
серії	סדרת	серія	סדרה	N;INAN;NOM;FEM;PL	N;FEM;SG
німеччини	גרמניה	німеччина	גרמניה	PROPN;INAN;GEN;FEM;SG	PROPN
просто	פשוט	просто	פשוט	PART	
просто	רק	просто	רק	PART	ADV
нові	חדש	новий	חדש	ADJ;NOM;PL	ADJ;MASC;SG
нові	חדשה	новий	חדש	ADJ;NOM;PL	ADJ;FEM;SG
письменник	כותב	письменник	כתב	N;ANIM;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
письменник	תסריטאי	письменник	תסריטאי	N;ANIM;NOM;MASC;SG	PROPN
інформації	מידע	інформація	מידע	N;INAN;NOM;FEM;PL	N;MASC;SG
працює	מפעיל	працювати	מפעיל	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
працює	רץ	працювати	רץ	V;IPFV;IND;SG;3;PRS;FIN	
працює	ריצה	працювати	ריצה	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;SG
працює	פועל	працювати	פועל	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;SG
працює	יצירות	працювати	יצירה	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
працює	עובדת	працювати	עובדה	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;SG
працює	עובד	працювати	עובד	V;IPFV;IND;SG;3;PRS;FIN	PROPN
батько	אבא	батько	אבא	N;ANIM;NOM;MASC;SG	
батько	אבי	батько	אבי	N;ANIM;NOM;MASC;SG	PROPN
декілька	מרובה	декілька	מרובה	DET;NOM	ADJ;FEM;SG
декілька	מרובות	декілька	מרובה	DET;NOM	ADJ;FEM;PL
декілька	ריבוי	декілька	ריבוי	DET;NOM	N;MASC;SG
відомості	מידע	відомість	מידע	N;INAN;NOM;FEM;PL	N;MASC;SG
відомості	אינפורמציה	відомість	אינפורמציה	N;INAN;NOM;FEM;PL	N;FEM;SG
відомості	לפרטים	відомість	לפרטים	N;INAN;NOM;FEM;PL	ADV
президент	נשיאה	президент	נשיאה	N;ANIM;NOM;MASC;SG	PROPN
президент	הנשיא	президент	הנשיא	N;ANIM;NOM;MASC;SG	PROPN
президента	נשיאותי	президент	נשיאותי	N;ANIM;ACC;MASC;SG	ADJ;MASC;SG
москва	מוסקבה	москва	מוסקבה	PROPN;INAN;NOM;FEM;SG	PROPN
