och	si	och	sine	CONJ	
nya	noua	ny	nou	ADJ;NOM;PL	ADJ;DEF;FEM;SG
nya	noi	ny	eu	ADJ;NOM;PL	PRO;PL;1
nya	nouă	ny	nou	ADJ;NOM;PL	
island	islanda	island	islanda	PROPN;NOM	PROPN
sjön	lacul	sjö	lac	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
sjön	lake	sjö	lakă	N;NOM;DEF;MASC+FEM;SG	PROPN
sjön	lac	sjö	lac	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
tidigare	anterior	tidig	anterior	ADV;CMPR	ADV
tidigare	anterioare	tidig	anterior	ADV;CMPR	ADJ;INDF;FEM;PL
tidigare	fosta	tidig	fost	ADV;CMPR	ADJ;DEF;FEM;SG
tidigare	anterior	tidig	anterior	ADV;CMPR	ADV
tidigare	precedentă	tidig	precedent	ADV;CMPR	ADJ;INDF;FEM;SG
tidigare	anterioare	tidig	anterior	ADV;CMPR	ADJ;INDF;FEM;PL
tidigare	precedent	tidig	precedent	ADV;CMPR	N;INDF;MASC;SG
brasilien	brazilia	brasili	brazilie	PROPN;NOM	PROPN
colombia	columbia	colombia	columbie	PROPN;NOM	PROPN
colombia	columbia	colombia	columbie	PROPN;NOM	PROPN
utan	fara	utan	fară	ADP	
socken	parohia	socken	parohie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
socken	parohie	socken	parohie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sina	lor	sig	lui	PRO;DEF;PL	DET;3
score	scorul	score	scor	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
spanien	spania	spani	spanie	PROPN;NOM	PROPN
boreala	boreală	boreal	boreală	ADJ;NOM;DEF;SG	ADJ;INDF;FEM;SG
mount	mount	mount	mount	PROPN;NOM	PROPN
mount	muntele	mount	munte	PROPN;NOM	N;DEF;MASC;SG
kom	vino	komma	vino	V;IMP;FIN;ACT	V;IND;SG;2;PRS;FIN
stora	mare	stor	mare	ADJ;NOM;PL	ADJ;INDF;MASC;SG
stora	big	stor	big	ADJ;NOM;PL	N;INDF;MASC;SG
kinshasa	kinshasa	kinshasa	kinshasa	PROPN;NOM	PROPN
omgivande	ambiantă	omgivande	ambiant	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
basen	baza	bas	bază	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
basen	bază	bas	bază	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
tre	tre	tre	tre	NUM;NOM	
tre	three	tre	three	NUM;NOM	N;INDF;MASC;SG
shift	tură	shift	tură	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
shift	tura	shift	tură	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
algeriet	algeria	algeri	algeria	N;NOM;DEF;NEUT;SG	PROPN
dessa	aceste	denna	acest	PRO;DEF;PL	DET;FEM;PL;3
dessa	aceia	denna	acela	PRO;DEF;PL	DET;MASC;PL;3
chile	chile	chile	chilă	PROPN;NOM	PROPN
kongo	congo	kongo	congo	PROPN;NOM	PROPN
öst	east	öst	east	N	PROPN
region	regiunea	region	regiune	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
region	regiune	region	regiune	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
von	von	von	von	PROPN;NOM	PROPN
jakarta	jakarta	jakert	jakarta	N;NOM;INDF;MASC+FEM;SG	PROPN
wat	wat	wat	wat	N;NOM;INDF;MASC+FEM;SG	PROPN
file	fișierul	file	fișier	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
släkte	generaţie	släkte	generaţie	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
släkte	generație	släkte	generație	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
släkte	generarea	släkte	generare	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
släkte	generatie	släkte	generatie	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
släkte	rasă	släkte	rasă	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
släkte	rasa	släkte	rasă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
släkte	genuri	släkte	gen	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
sydlig	southern	sydlig	southern	ADJ;NOM;INDF;MASC+FEM;SG	PROPN
sydlig	sudul	sydlig	sud	ADJ;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
västlig	vest	västlig	vest	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
västlig	western	västlig	western	ADJ;NOM;INDF;MASC+FEM;SG	PROPN
sydvästra	southwest	sydvästra	southwest	ADJ;NOM;DEF;SG	PROPN
tillsammans	împreuna	tillsammans	împreuna	ADV	
tillsammans	impreuna	tillsammans	impreuna	ADV	
samhällen	comunitățile	samhälle	comunitate	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
lite	lite	lite	lită	ADV	
republiken	republica	republik	republică	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
republiken	republică	republik	republică	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
öppet	deschis	öppen	deschis	ADV	ADJ;INDF;MASC;SG
öppet	deschide	öppen	deschide	ADV	V;IND;SG;3;PRS;FIN
öppet	open	öppen	open	ADV	N;INDF;MASC;SG
öppet	transparente	öppen	transparent	ADV	ADJ;INDF;FEM;PL
öppet	transparent	öppen	transparent	ADV	ADJ;INDF;MASC;SG
öppet	transparentă	öppen	transparent	ADV	ADJ;INDF;FEM;SG
delstat	stare	delstad	stare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
delstat	state	delstad	stat	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
delstat	statul	delstad	stat	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
innan	inainte	innan	inainte	CONJ	
innan	înainte	innan	înainte	CONJ	ADV
fram	front	fram	front	ADV	N;INDF;MASC;SG
fram	față	fram	față	ADV	N;INDF;FEM;SG
canberra	canberra	canberra	canberra	PROPN;NOM	N;DEF;FEM;SG
mål	obiectivele	mål	obiectiv	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
mål	obiective	mål	obiectiv	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
mål	obiectivele	mål	obiectiv	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
mål	goluri	mål	gol	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
mål	obiective	mål	obiectiv	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
mål	scopul	mål	scop	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
län	judetul	län	judet	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
län	comitatul	län	comitat	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
län	județul	län	județ	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
län	provincie	län	provincie	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
län	provincia	län	provincie	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
län	comitate	län	comitate	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
bosnien	bosnia	bosnie	bosnie	N;NOM;INDF;MASC+FEM;SG	PROPN
afghanistan	afganistan	afghanistan	afganistan	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
afghanistan	afghanistan	afghanistan	afghanistan	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
afghanistan	afganistanul	afghanistan	afganistan	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
john	john	john	john	PROPN;NOM	PROPN
john	ioan	john	ioan	PROPN;NOM	PROPN
hercegovina	herțegovina	hercegovin	herțegovină	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hercegovina	herţegovina	hercegovin	hergegovină	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
administrativ	administrativă	administrativ	administrativ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
administrativ	administrative	administrativ	administrativ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
ska	ska	skola	ska	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
ontario	ontario	ontario	ontario	PROPN;NOM	PROPN
plats	locul	plats	loc	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
plats	localizare	plats	localizare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
plats	locație	plats	locație	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
plats	locația	plats	locație	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
plats	locaţia	plats	locahie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
carl	carl	carl	carl	PROPN;NOM	PROPN
församling	parohia	församling	parohie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
församling	parohie	församling	parohie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
församling	adunare	församling	adunare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
församling	asamblare	församling	asamblare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
församling	adunarea	församling	adunare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
land	țară	land	țară	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
land	tara	land	tară	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
land	țara	land	țară	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
land	ţara	land	gară	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
land	ţară	land	ţară	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
land	terenuri	land	teren	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
amerikansk	americană	amerikansk	american	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
amerikansk	americancă	amerikansk	americanc	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
helsingfors	helsinki	helsingfors	helsinki	PROPN;NOM	PROPN
tid	ora	tid	oră	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tid	timpul	tid	timp	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
några	unele	någon	unul	DET;INDF;PL	PRO;FEM;PL;3
några	unii	någon	unul	DET;INDF;PL	PRO;MASC;PL;3
kommer	will	komma	will	V;IND;PRS;FIN;ACT	PROPN
kommer	va	komma	vrea	V;IND;PRS;FIN;ACT	V;SG;3
exempel	exemplul	exempel	exemplu	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
exempel	exemple	exempel	exemplu	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
saint	sfantul	saint	sfant	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
saint	sfântul	saint	sfânt	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
något	oarecum	någon	oarecum	PRO;INDF;NEUT;SG	ADV
något	ușor	någon	ușor	PRO;INDF;NEUT;SG	ADV
san	san	san	san	PROPN;NOM	PROPN
stor	mari	stor	mare	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
stor	big	stor	big	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ingen	niciuna	ingen	nici_unul	PRO;INDF;MASC+FEM;SG	
staden	oraș	stad	oraș	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	oras	stad	oras	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	oraşul	stad	orac	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
staden	oraş	stad	oraş	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	city	stad	city	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	oras	stad	oras	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	oraș	stad	oraș	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	oraş	stad	oraş	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
staden	oraşul	stad	orac	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
staden	orașul	stad	oraș	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
kallt	frig	kallt	frig	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
kallt	reci	kallt	rece	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
kallt	rece	kallt	rece	ADJ;NOM;INDF;NEUT;SG	ADV
jawa	jawa	jawa	jawa	NUM;NOM	
får	oile	få	oaie	V;IND;PRS;FIN;ACT	N;DEF;FEM;PL
får	ovine	få	ovin	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
får	oilor	få	oală	V;IND;PRS;FIN;ACT	N;DEF;MASC;PL
får	oaie	få	oaie	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
får	oi	få	oaie	V;IND;PRS;FIN;ACT	
naturlig	naturala	naturlig	natural	ADJ;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
naturlig	naturale	naturlig	natural	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
naturlig	naturală	naturlig	natural	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
naturlig	naturali	naturlig	natural	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;PL
mest	majoritatea	mycket	majoritate	ADV;RL	N;DEF;FEM;SG
webbplats	website	pebbplats	websit	N;NOM;INDF;MASC+FEM;SG	
webbplats	situl	pebbplats	sit	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
webbplats	site	pebbplats	sită	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
ger	ger	ge	ger	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
mosaik	mozaic	mosaik	mozaic	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
team	echipele	team	echipă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
team	echipe	team	echipă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
team	echipă	team	echipă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
team	echipa	team	echipă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
började	început	börja	început	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
hela	vindeca	hel	vindeca	ADJ;NOM;DEF;SG	V;IND;SG;3;IPFV;FIN
hela	vindecă	hel	vindeca	ADJ;NOM;DEF;SG	V;IND;SG;3;PST;FIN
hela	întreg	hel	întreg	ADJ;NOM;DEF;SG	ADJ;INDF;MASC;SG
hela	intreg	hel	intreg	ADJ;NOM;DEF;SG	
gör	fac	göra	face	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
gör	face	göra	face	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
honom	el	han	el	PRO;ACC;DEF;MASC+FEM;SG	PRO;MASC;SG;3
gick	plimbat	gå	plimba	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
kyrka	biserica	kyrka	biserică	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kyrka	biserică	kyrka	biserică	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
nordvästra	northwestern	nordvästra	northwestern	ADJ;NOM;DEF;SG	PROPN
nordvästra	northwest	nordvästra	northwest	ADJ;NOM;DEF;SG	PROPN
angola	angola	angola	angola	PROPN;NOM	PROPN
vad	ce	vad	ce	PRO;INDF;NEUT;SG	PRO;3
columbia	columbia	columbia	columbie	PROPN;NOM	PROPN
tyskland	germania	tyskland	germania	PROPN;NOM	PROPN
distrikt	cartiere	distrikt	cartier	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
distrikt	districtele	distrikt	district	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
distrikt	districte	distrikt	district	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
distrikt	districtul	distrikt	district	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
fuktigt	umedă	fuktig	umed	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
fyra	four	fyra	four	NUM;NOM	N;INDF;MASC;SG
mexiko	mexicul	mexiko	mexic	PROPN;NOM	N;DEF;MASC;SG
mexiko	mexico	mexiko	mexico	PROPN;NOM	N;INDF;MASC;SG
mexiko	mexic	mexiko	mexic	PROPN;NOM	N;INDF;MASC;SG
london	londra	london	londru	PROPN;NOM	PROPN
london	london	london	london	PROPN;NOM	PROPN
används	folosit	använda	folosit	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
används	utilizate	använda	utilizat	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;PL
används	folosite	använda	folosit	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;PL
används	folosită	använda	folosit	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;SG
används	utilizată	använda	utiliza	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;SG
används	utilizat	använda	utilizat	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
början	început	början	început	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
början	începuturi	början	început	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;PL
början	începuturile	början	început	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;PL
vann	won	vann	won	V;IND;PST;FIN;ACT	PROPN
vann	câștigat	vann	câștiga	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
bay	golful	bay	golf	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
bay	bay	bay	bay	N;NOM;INDF;NEUT;SG	PROPN
barn	copiii	barn	copil	N;NOM;INDF;NEUT;PL	N;DEF;MASC;PL
barn	copiii	barn	copil	N;NOM;INDF;NEUT;PL	N;DEF;MASC;PL
barn	copila	barn	copilă	N;NOM;INDF;NEUT;PL	N;DEF;FEM;SG
barn	copil	barn	copil	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
barn	copilă	barn	copil	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
ekonomiska	economic	ekonomisk	economic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
ekonomiska	economică	ekonomisk	economic	ADJ;NOM;PL	ADJ;INDF;FEM;SG
kunde	putea	kunna	putea	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
dem	ei	de	el	PRO;ACC;DEF;PL	PRO;MASC;PL;3
både	amandoua	både	amandoi	CONJ	
både	amândoi	både	amândoi	CONJ	NUM;MASC;PL
både	ambele	både	ambii	CONJ	NUM;FEM;PL
både	amândouă	både	amândoi	CONJ	NUM;FEM;PL
övrigt	altele	övrigt	altul	ADJ;NOM;INDF;NEUT;SG	PRO;FEM;PL;3
övrigt	alte	övrigt	alt	ADJ;NOM;INDF;NEUT;SG	DET;FEM;PL;3
övrigt	alți	övrigt	alt	ADJ;NOM;INDF;NEUT;SG	DET;MASC;PL;3
övrigt	diverse	övrigt	divers	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;PL
artikel	articolul	artikel	articol	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
england	anglia	england	anglie	PROPN;NOM	PROPN
england	england	england	england	PROPN;NOM	PROPN
argentina	argentina	argentin	argentina	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
mountain	muntele	mountai	munte	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
grekland	grecia	grekland	grecie	PROPN;NOM	PROPN
deras	lor	de	lui	PRO;DEF	DET;3
distriktet	districtul	distrikt	district	N;NOM;DEF;NEUT;SG	N;DEF;MASC;SG
distriktet	district	distrikt	district	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
dam	dam	dam	da	N;NOM;INDF;MASC+FEM;SG	
dam	barajul	dam	baraj	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
dam	doamna	dam	doamnă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
dam	doamnă	dam	doamnă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
karl	charles	karl	charles	PROPN;NOM	PROPN
karl	karl	karl	karl	PROPN;NOM	PROPN
idag	astazi	idag	astazi	ADV	
skådespelare	actorilor	skådespelare	actor	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
skådespelare	actorii	skådespelare	actor	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
skådespelare	actori	skådespelare	actor	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
skådespelare	actorul	skådespelare	actor	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
personer	oamenii	person	om	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
spelade	jucate	spela	juca	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
spelade	jucat	spela	juca	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
bli	devin	bli	deveni	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
öar	insulele	öar	insulă	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
danmark	danemarca	danmark	danemarca	PROPN;NOM	PROPN
danmark	danmark	danmark	danmark	PROPN;NOM	N;INDF;MASC;SG
son	fiule	son	fiu	N;NOM;INDF;MASC+FEM;SG	
son	fiul	son	fiu	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
österrike	austria	österrike	austria	PROPN;NOM	PROPN
river	râul	riva	râu	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
river	river	riva	river	N;NOM;INDF;NEUT;SG	PROPN
artiklar	articolele	artikel	articol	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
jean	jean	jean	jean	PROPN;NOM	PROPN
före	inainte	före	inainte	ADP	
före	înainte	före	înainte	ADP	ADV
william	william	william	william	PROPN;NOM	PROPN
william	wilhelm	william	wilhelm	PROPN;NOM	PROPN
känd	cunoscută	känd	cunoscut	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
känd	cunoscute	känd	cunoscut	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
känd	celebră	känd	celebră	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
känd	faimoasă	känd	faimos	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
engelska	engleza	engelsk	engleza	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
engelska	engleză	engelsk	englez	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
departement	departamentul	departement	departament	N;NOM;INDF;NEUT;PL	N;DEF;MASC;SG
departement	departament	departement	departament	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
departement	ministerele	departement	minister	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
departement	departamentele	departement	departament	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
departement	ministerul	departement	minister	N;NOM;INDF;NEUT;PL	N;DEF;MASC;SG
departement	ministerului	departement	minister	N;NOM;INDF;NEUT;PL	N;DEF;MASC;SG
departement	minister	departement	minister	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
aïn	aïn	aïn	aïn	N;NOM;INDF;MASC+FEM;SG	PROPN
antal	conta	antal	conta	N;NOM;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
antal	contele	antal	conte	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
antal	numără	antal	număra	N;NOM;INDF;NEUT;SG	V;IND;SG;3;PST;FIN
antal	numărul	antal	număr	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
vill	vrea	vilja	vrea	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
des	des	de	des	N;NOM;INDF;NEUT;SG	ADV
författare	autorilor	författare	autor	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
författare	autorii	författare	autor	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
författare	scriitorul	författare	scriitor	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
författare	scriitor	författare	scriitor	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
författare	scriitoare	författare	scriitor	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;FEM
författare	scriitorii	författare	scriitor	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
författare	scriitorilor	författare	scriitor	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
författare	autor	författare	autor	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
författare	autorul	författare	autor	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
wikipedia	wikipedia	pikipedi	wikipedia	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
los	los	los	los	PROPN;NOM	PROPN
cobar	cobar	coba	cobar	N;NOM;INDF;MASC+FEM;SG	
äldre	elder	gammal	elder	ADJ;NOM;CMPR	N;INDF;MASC;SG
äldre	vârstnici	gammal	vârstnic	ADJ;NOM;CMPR	ADJ;INDF;MASC;PL
gamla	bătrân	gammal	bătrân	ADJ;NOM;PL	ADJ;INDF;MASC;SG
gamla	vechi	gammal	vechi	ADJ;NOM;PL	ADJ;INDF;MASC;SG
gamla	old	gammal	old	ADJ;NOM;PL	N;INDF;MASC;SG
gamla	veche	gammal	vechi	ADJ;NOM;PL	ADJ;INDF;FEM;SG
allt	totul	all	tot	PRO;INDF;NEUT;SG	PRO;MASC;SG;3
allt	toti	all	toti	PRO;INDF;NEUT;SG	
allt	toți	all	tot	PRO;INDF;NEUT;SG	PRO;MASC;PL;3
allt	toate	all	tot	PRO;INDF;NEUT;SG	PRO;FEM;PL;3
allt	tot	all	tot	PRO;INDF;NEUT;SG	PRO;MASC;SG;3
lag	echipă	lag	echipă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lag	echipa	lag	echipă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
lag	lege	lag	lege	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lag	legea	lag	lege	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
lag	gal	lag	gal	N;NOM;INDF;MASC+FEM;SG	
lag	echipele	lag	echipă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
lag	echipe	lag	echipă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
johan	john	joha	john	PROPN;NOM	PROPN
johan	ioan	joha	ioan	PROPN;NOM	PROPN
johan	johan	joha	johan	PROPN;NOM	PROPN
innebär	inseamna	innebära	inseamna	V;IND;PRS;FIN;ACT	
innebär	mijloace	innebära	mijloc	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
diskussion	discuții	diskussion	discuție	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
diskussion	discutie	diskussion	discutie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
diskussion	discuţie	diskussion	discuţie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
diskussion	discutii	diskussion	discut	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
diskussion	discuție	diskussion	discuție	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kyrkan	biserica	kyrka	biserică	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
kyrkan	biserică	kyrka	biserică	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
