birdlife	birdlife	birdlife	birdlifa	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
midlertidige	dočasná	midlertidig	dočasný	ADJ;PL	ADJ;NOM;FEM;SG
omgivelsene	okolie	omgivelse	okolie	N;DEF;FEM;PL	N;NOM;NEUT;SG
bryllup	svadby	bryllup	svadba	N;INDF;MASC;SG	N;NOM;FEM;PL
bryllup	svadobná	bryllup	svadobný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
bryllup	svadobné	bryllup	svadobný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
bryllup	svadby	bryllup	svadba	N;INDF;MASC;SG	N;NOM;FEM;PL
bowie	bowie	bowie	bowie	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
registrering	registrácie	registrering	registrácia	N;INDF;FEM;SG	N;NOM;FEM;PL
kiel	kiel	kiel	kielo	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
korrupsjon	korupcie	korrupsjon	korupcia	N;INDF;MASC;SG	N;NOM;FEM;PL
stopp	zastaviť	stopp	zastaviť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
kontakter	kontakty	kontakt	kontakt	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
kontakter	kontaktov	kontakt	kontakt	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
newman	newman	newman	newman	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
størrelser	rozmery	størrelser	rozmer	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
størrelser	veľkosti	størrelser	veľkosť	N;INDF;NEUT;SG	N;NOM;FEM;PL
aviation	letecká	aviation	letecký	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
nevada	nevade	nevad	vadieť	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
ulykke	nehody	ulykke	nehoda	N;INDF;FEM;SG	N;NOM;FEM;PL
tillate	povoliť	tillate	povoliť	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;POS;NFIN
tillate	umožniť	tillate	umožniť	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;POS;NFIN
tillate	povolenie	tillate	povolenie	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;NEUT;SG
oddvar	oddvar	oddvar	oddvar	PROPN	PROPN;ANIM;NOM;MASC;SG
limited	obmedzený	limited	obmedzený	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
limited	limitované	limited	limitovaný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
limited	obmedzené	limited	obmedzený	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
limited	limitovaná	limited	limitovaný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
limited	obmedzená	limited	obmedzený	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
initiativet	iniciatívy	initiativ	iniciatíva	N;DEF;NEUT;SG	N;NOM;FEM;PL
legeme	telesná	legeme	telesný	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
mag	mag	mag	mag	N;INDF;MASC;SG	
lilla	fialová	lille	fialový	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
lilla	fialové	lille	fialový	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
utlendinger	cudzincov	utlendinger	cudzinec	N;INDF;MASC;SG	N;ANIM;ACC;MASC;PL
utlendinger	cudzinci	utlendinger	cudzinec	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
religiøst	nábožensky	religiøs	nábožensky	ADJ;INDF;NEUT;SG	ADV
religiøst	náboženských	religiøs	náboženský	ADJ;INDF;NEUT;SG	ADJ;GEN;MASC;PL
religiøst	veriaci	religiøs	veriaci	ADJ;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
dam	dam	dam	dam	N;INDF;MASC;SG	
heinz	heinz	heinz	heinz	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
operation	operácie	operation	operácia	N;INDF;MASC;SG	N;NOM;FEM;PL
keramikk	keramický	keramikk	keramický	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
keramikk	keramických	keramikk	keramický	N;INDF;NEUT;SG	ADJ;GEN;MASC;PL
keramikk	keramické	keramikk	keramický	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
keramikk	keramický	keramikk	keramický	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
keramikk	keramiky	keramikk	keramika	N;INDF;NEUT;SG	N;NOM;FEM;PL
fiendtlige	nepriateľ	fiendtlige	nepriateľ	ADJ;PL	N;ANIM;NOM;MASC;SG
fiendtlige	nepriateľské	fiendtlige	nepriateľský	ADJ;PL	ADJ;NOM;NEUT;SG
fiendtlige	nepriateľský	fiendtlige	nepriateľský	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
slektning	relatívne	slektning	relatívny	N;INDF;MASC;SG	ADV
slektning	relatívny	slektning	relatívny	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
slektning	relatívna	slektning	relatívny	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
metropolitan	metropolitná	metropolitan	metropolitný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
sinn	mysel	sinn	mysieť	N;INDF;NEUT;SG	INTJ
sinn	nazor	sinn	nazor	N;INDF;NEUT;SG	INTJ
sinn	mysle	sinn	myseľ	N;INDF;NEUT;SG	N;NOM;FEM;PL
registrere	register	registrere	register	V;NFIN	N;INAN;NOM;MASC;SG
registrere	registrácia	registrere	registrácia	V;NFIN	N;NOM;FEM;SG
need	treba	need	treba	N	ADV
need	potrebné	need	potrebný	N	ADJ;NOM;NEUT;SG
need	potrebovať	need	potrebovať	N	V;IPFV;POS;NFIN
tobias	tobias	tobias	tobias	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lam	jahňacie	lam	jahňacia	N;INDF;NEUT;SG	N;NOM;FEM;PL
wade	wade	wade	wade	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
hedret	poctený	hedr	poctený	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
hedret	poctený	hedr	poctený	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
måles	meraný	måle	meraný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
måles	meraná	måle	meraný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
måles	meria	måle	meriť	N;INDF;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
måles	merané	måle	meraný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
daily	denná	daily	denný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
daily	denne	daily	denne	N;INDF;MASC;SG	ADV
daily	denný	daily	denný	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
daily	daily	daily	daila	N;INDF;MASC;SG	N;NOM;FEM;PL
daily	denné	daily	denný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
fenomener	jav	fenomen	jav	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
fenomener	fenomén	fenomen	fenomén	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
betraktelig	podstatne	betraktelig	podstatne	N;INDF;MASC;SG	ADV
betraktelig	výrazne	betraktelig	výrazne	N;INDF;MASC;SG	ADV
betraktelig	značne	betraktelig	značne	N;INDF;MASC;SG	ADV
betraktelig	podstatne	betraktelig	podstatne	N;INDF;MASC;SG	ADV
betraktelig	významne	betraktelig	významne	N;INDF;MASC;SG	ADV
betraktelig	výrazne	betraktelig	výrazne	N;INDF;MASC;SG	ADV
lesning	čítania	lesning	čítanie	N;INDF;FEM;SG	N;NOM;NEUT;PL
lesning	čítaní	lesning	čítanie	N;INDF;FEM;SG	N;NOM;NEUT;PL
lesning	čítam	lesning	čítať	N;INDF;FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
verdifulle	cenný	verdifull	cenný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
verdifulle	cenná	verdifull	cenný	ADJ;PL	ADJ;NOM;FEM;SG
verdifulle	cenné	verdifull	cenný	ADJ;PL	ADJ;NOM;NEUT;SG
verdifulle	hodnotné	verdifull	hodnotný	ADJ;PL	ADJ;NOM;NEUT;SG
opus	opus	opus	opus	N;INDF;MASC;SG	
drivstoff	palivá	drivstoff	palivý	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
emanuel	emanuel	emanuel	emanuel	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
plast	plastov	plast	plast	N;INDF;MASC;SG	N;INAN;GEN;MASC;PL
plast	plasty	plast	plast	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
plast	plastové	plast	plastový	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
plast	plasty	plast	plast	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
visa	víza	vise	víza	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
åpnes	otvorí	åpes	otvoriť	N;INDF;MASC;SG	V;PFV;IND;SG;3;POS;PRS;FIN
åpnes	otvára	åpes	otvár	N;INDF;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
hampshire	hampshire	hampshire	hampshir	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
utallige	nespočetné	utallig	nespočetný	ADJ;PL	ADJ;NOM;NEUT;SG
lorenzo	lorenzo	lorenzo	lorenzo	N;DEF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
medium	stredne	medium	strednúť	N;INDF;NEUT;SG	ADV
medium	stredný	medium	stredný	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
medium	stredná	medium	stredný	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
medium	stredné	medium	stredný	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
felder	felder	felde	felder	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
beveget	presunuté	beveg	presunutý	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
oppnevnt	vymenovaní	oppnevne	vymenovanie	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
arna	arna	arnan	arno	PROPN	N;NOM;FEM;SG
batteri	batérie	batteri	batéria	N;INDF;NEUT;SG	N;NOM;FEM;PL
kriminelle	zločincov	kriminell	zločinec	ADJ;PL	N;ANIM;ACC;MASC;PL
kriminelle	zločinci	kriminell	zločinec	ADJ;PL	N;ANIM;NOM;MASC;PL
kriminelle	kriminálnikov	kriminell	kriminálnik	ADJ;PL	N;ANIM;ACC;MASC;PL
simpsons	simpsonovcov	simpsons	simpsonovec	N;INDF;MASC;SG	N;ANIM;ACC;MASC;PL
innså	uvedomil	innså	uvedomiť	N;INDF;MASC;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
innså	uvedomila	innså	uvedomiť	N;INDF;MASC;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
innså	realizovaná	innså	realizovaný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
innså	realizovaný	innså	realizovaný	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
innså	realizované	innså	realizovaný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
trust	veriť	trust	veriť	N;INDF;MASC;SG	V;IPFV;POS;NFIN
trust	ver	trust	veriť	N;INDF;MASC;SG	INTJ
trust	dôverovať	trust	dôverovať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
joel	joel	joel	joel	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
høyder	heights	høyde	height	N;INDF;MASC;PL	PROPN;ANIM;NOM;MASC;SG
tomt	prázdne	tomt	prázdny	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
tomt	vyprázdniť	tomt	vyprázdniť	N;INDF;FEM;SG	V;PFV;POS;NFIN
tomt	prázdny	tomt	prázdny	N;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG
tomt	prázdny	tomt	prázdny	N;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG
tomt	prázdne	tomt	prázdny	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
ruud	ruud	ruud	ruud	PROPN	PROPN;ANIM;NOM;MASC;SG
pax	pax	pax	pax	N	INTJ
auguste	auguste	august	augusta	ADJ;PL	N;INAN;NOM;MASC;SG
must	musi	must	musieť	N;INDF;NEUT;SG	
must	musia	must	musieť	N;INDF;NEUT;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
must	musí	must	musieť	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
steffen	steffen	steff	steffen	N;DEF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
benny	benny	benny	benny	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
essex	essex	essex	essex	PROPN	PROPN;ANIM;NOM;MASC;SG
presidenter	predsedovia	president	predsedovie	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
presidenter	predsedov	president	predsedov	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
presidenter	prezidentov	president	prezident	N;INDF;NEUT;SG	N;ANIM;GEN;MASC;PL
reform	reformovať	reform	reformovať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
egon	egon	egon	egon	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
eli	eli	eli	eľ	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
col	col	col	col	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
aux	aux	aux	aux	N	
anmeldelser	recenzie	anmeldelse	recenzia	N;INDF;NEUT;SG	N;NOM;FEM;PL
anmeldelser	preskúmania	anmeldelse	preskúmanie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
anmeldelser	prehľady	anmeldelse	prehľad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
anmeldelser	hodnotenia	anmeldelse	hodnotenie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
restauranter	reštaurácia	restaurant	reštaurácia	N;INDF;NEUT;PL	N;NOM;FEM;SG
depresjon	depresie	depresjon	depresie	N;INDF;MASC;SG	N;NOM;FEM;PL
mus	myší	mus	myšať	N;INDF;FEM;SG	N;GEN;FEM;PL
mus	myšiach	mus	myšiť	N;INDF;FEM;SG	N;NOM;NEUT;PL
amalie	amalie	amalie	amalia	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
ten	desiatej	ten	desiaty	N	ADJ;GEN;FEM;SG
ten	desať	ten	desať	N	NUM;NOM;NEUT;SG
amerikanere	američania	amerikanere	američan	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
amerikanere	američanov	amerikanere	američan	N;INDF;MASC;SG	N;ANIM;ACC;MASC;PL
prestasjoner	úspechy	prestasjon	úspech	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
scandinavian	škandinávske	scandinavian	škandinávsky	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
prosjektene	projektom	prosjekt	projekt	N;DEF;FEM;PL	N;INAN;INS;MASC;SG
komponenter	súčiastky	komponenter	súčiastka	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
komponenter	komponenty	komponenter	komponent	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
komponenter	súčasti	komponenter	súčasť	N;INDF;NEUT;SG	N;NOM;FEM;PL
born	narodená	barn	narodený	N;INDF;NEUT;PL	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
born	narodené	barn	narodený	N;INDF;NEUT;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
born	narodený	barn	narodený	N;INDF;NEUT;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
xvi	xvi	xvi	pvo	N	
tretti	tridsať	tretti	tridsať	NUM;PL	NUM;NOM;NEUT;SG
tretti	thirty	tretti	thirta	NUM;PL	INTJ
måne	moon	måne	moon	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
primitive	primitívne	primitiv	primitívne	ADJ;PL	ADJ;NOM;NEUT;SG
inviterte	pozvaný	invitere	pozvaný	ADJ;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
inviterte	pozvaná	invitere	pozvať	ADJ;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
fat	tučné	fat	tučný	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
fat	tuky	fat	tuka	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
fat	fat	fat	fat	N;INDF;NEUT;SG	
kirka	cirkvi	kirk	cirkev	N;INDF;FEM;SG	N;NOM;FEM;PL
krag	krag	krag	krag	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
davies	davies	davies	daviesť	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bern	bern	bern	bern	PROPN	PROPN;INAN;NOM;MASC;SG
bonn	bonne	bonn	bonne	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
ris	ryže	ris	ryže	N;INDF;MASC;SG	N;GEN;FEM;PL
ris	ryžové	ris	ryžový	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
ris	ris	ris	ris	N;INDF;MASC;SG	
forårsaker	spôsobuje	forårsak	spôsobovať	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
olsson	olsson	olsson	olsson	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
datamaskin	počítačová	datamaskin	počítačový	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
alfonso	alfonso	alfonso	alfonso	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sikt	zamieriť	sikt	zamieriť	N;INDF;FEM;SG	V;PFV;POS;NFIN
sikt	viditeľnosti	sikt	viditeľnosť	N;INDF;FEM;SG	N;NOM;FEM;PL
mother	matko	mothe	matko	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
lagring	úspory	lagring	úspor	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
lettvekt	ľahkých	lettvekt	ľahký	N;INDF;FEM;SG	ADJ;GEN;MASC;PL
lettvekt	ľahká	lettvekt	ľahký	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
fattigdom	chudoby	fattigdom	chudoba	N;INDF;MASC;SG	N;NOM;FEM;PL
utsiden	vonku	utside	vonku	N;DEF;MASC;SG	ADV
utsiden	vonka	utside	vonka	N;DEF;MASC;SG	ADV
utsiden	mimo	utside	mimo	N;DEF;MASC;SG	ADV
eritrea	eritrei	eritrea	eriter	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
bryan	bryan	bryan	bryan	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
dragon	drak	dragon	drak	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
leveres	doručený	levere	doručený	N;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
leveres	dodané	levere	dodaný	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
leveres	doručiť	levere	doručiť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
leveres	doručené	levere	doručený	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
leveres	doručila	levere	doručiť	N;INDF;NEUT;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
rothschild	rothschild	rothschild	rothschild	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
propaganda	propagandy	propaganda	propaganda	N;INDF;MASC;SG	N;NOM;FEM;PL
magic	magické	magic	magický	N	ADJ;NOM;NEUT;SG
magic	magic	magic	magic	N	PROPN;NOM;MASC;SG
third	tretia	third	tretí	N	ADJ;NOM;FEM;SG
third	tretí	third	tretí	N	ADJ;ANIM;NOM;MASC;SG
third	tretích	third	tretí	N	ADJ;ANIM;GEN;MASC;PL
third	tretie	third	tretí	N	ADJ;NOM;NEUT;SG
fossil	fosílie	fossil	fosílie	N;INDF;MASC;SG	N;NOM;FEM;PL
fossil	fosílnych	fossil	fosílny	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
fossil	fosílne	fossil	fosílny	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
greg	grega	greg	grega	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
greg	greg	greg	greg	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
forbedringer	zlepšenie	forbedringer	zlepšenie	N;INDF;FEM;PL	N;NOM;NEUT;SG
haven	haven	have	haven	N;DEF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
enkleste	najjednoduchšie	enkleste	dnoduchý	N;INDF;FEM;SG	ADV;RL
enkleste	najľahšie	enkleste	ľahko	N;INDF;FEM;SG	ADV;RL
enkleste	najjednoduchšie	enkleste	dnoduchý	N;INDF;FEM;SG	ADV;RL
nøytrale	neutrálny	nøytral	neutrálny	ADJ;PL	ADJ;INAN;NOM;MASC;SG
nøytrale	neutrálna	nøytral	utrálny	ADJ;PL	ADJ;NOM;FEM;SG
nøytrale	neutrálne	nøytral	utrálny	ADJ;PL	ADV
perfekt	perfektne	perfekt	perfektne	ADJ;INDF;NEUT;SG	ADV
atmosfære	atmosféry	atmosfære	atmosféra	N;INDF;MASC;SG	N;NOM;FEM;PL
besatt	posadnutá	besatt	posadnutý	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
besatt	posadnutí	besatt	posadnutie	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
besatt	posadnutý	besatt	posadnutý	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
besatt	posadnutá	besatt	posadnutý	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
besatt	posadnutí	besatt	posadnutie	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
besatt	posadnutý	besatt	posadnutý	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
utkast	návrhy	utkast	návrh	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
utkast	koncepty	utkast	koncept	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
hannibal	hannibal	hannibal	hannibal	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
preston	preston	preston	preston	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sjekk	kontrola	sjekk	kontrola	V;IMP;FIN	N;NOM;FEM;SG
edit	upraviť	edit	upraviť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
bis	bis	bis	bis		
konsulent	konzultačné	konsulent	konzultačný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
konsulent	konzultácie	konsulent	konzultácia	N;INDF;MASC;SG	N;NOM;FEM;PL
fjerner	odstráni	fjerne	odstrániť	N;INDF;FEM;PL	V;PFV;IND;SG;3;POS;PRS;FIN
fjerner	odstraňuje	fjerne	odstraňovať	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
wessel	wessel	wessel	wessel	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rachel	rachel	rachel	rachieť	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
jong	jong	jong	jong	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
levninger	ostáva	levning	ostávať	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
levninger	zostáva	levning	zostávať	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
centimeter	centimeter	centimeter	centimeter	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
igor	igor	igor	igor	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
krevende	náročná	krevende	náročný	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
karakterer	známky	karaktere	známka	V;IND;PRS;FIN	N;NOM;FEM;PL
karakterer	stupne	karaktere	stupeň	V;IND;PRS;FIN	N;INAN;NOM;MASC;PL
marion	marion	marion	marion	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
grenoble	grenoble	grenoble	grenoble	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG
islamsk	islamských	islamsk	islamský	ADJ;INDF;NEUT;SG	ADJ;GEN;MASC;PL
talk	hovoriť	talk	hovoriť	N;INDF;MASC;SG	V;IPFV;POS;NFIN
talk	porozprávať	talk	porozprávať	N;INDF;MASC;SG	V;PFV;POS;NFIN
talk	hovor	talk	hovor	N;INDF;MASC;SG	ADV
talk	talk	talk	talk	N;INDF;MASC;SG	
stade	stade	stade	stať	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lübeck	lübeck	lübeck	lübeck	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG
tørr	suchá	tørr	sucho	ADJ;INDF;SG	N;NOM;FEM;SG
rykter	reci	rykte	rec	N;INDF;NEUT;PL	INTJ
rykter	reci	rykte	rec	N;INDF;NEUT;PL	INTJ
diskuteres	diskutovalo	diskutere	diskutovať	N;INDF;NEUT;SG	V;IPFV;NEUT;SG;POS;PST;V.PTCP
gibson	gibson	gibson	gibson	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
grafikk	grafické	grafikk	grafický	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
sjekket	kontrolované	sjekk	kontrolovaný	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sjekket	skontrolované	sjekk	skontrolovaný	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sjekket	skontroloval	sjekk	skontrolovať	N;DEF;NEUT;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
sjekket	skontrolovať	sjekk	skontrolovať	N;DEF;NEUT;SG	V;PFV;POS;NFIN
bearbeidet	spracúva	bearbeid	spracúvať	N;DEF;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
bearbeidet	spracovaný	bearbeid	spracovaný	N;DEF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
bearbeidet	spracovaná	bearbeid	spracovaný	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
bearbeidet	spracované	bearbeid	spracovaný	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
aksjon	akcie	aksjon	akcia	N;INDF;MASC;SG	N;NOM;FEM;PL
aksjon	akčné	aksjon	akčný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
søknad	aplikácie	søknad	aplikácia	N;INDF;MASC;SG	N;NOM;FEM;PL
finans	financií	finans	financie	N;INDF;MASC;SG	N;GEN;FEM;PL
finans	financovať	finans	financovať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
finans	financie	finans	financie	N;INDF;MASC;SG	N;NOM;FEM;PL
reality	reality	reality	realita	N;INDF;MASC;SG	N;NOM;FEM;PL
trygt	bezpečne	trygg	bezpečne	ADJ;INDF;NEUT;SG	ADV
omringet	obklopený	omring	obklopený	N;DEF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
omringet	obkľúčení	omring	obkľúčený	N;DEF;NEUT;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
