süleymaniye	sulaymaniyya	süleyman	sulaymaniyya	V;PFV;DAT;IND;POS;PRS;V.MSDR	N;MASC;SG
linda	linda	linda	linda		N;FEM;SG
rahatsızlık	perturbazioni	rahatsızlık	perturbazione	N;NOM;SG;3	N;FEM;PL
rahatsızlık	inconvenienti	rahatsızlık	inconvenire	N;NOM;SG;3	N;PL
rahatsızlık	disagi	rahatsızlık	disagio	N;NOM;SG;3	N;MASC;PL
rahatsızlık	disagi	rahatsızlık	disagio	N;NOM;SG;3	N;MASC;PL
bira	birra	bira	birra		N;FEM;SG
bira	birre	bira	birra		N;FEM;PL
bira	ale	bira	ale		N;SG
bira	birra	bira	birra		N;FEM;SG
bira	birre	bira	birra		N;FEM;PL
yang	yang	yang	yang		N;MASC;SG
yurtdışı	internazionali	yurtdışı	internazionale		ADJ;PL
yurtdışı	internazionale	yurtdışı	internazionale		ADJ;SG
yurtdışı	international	yurtdışı	international		N;FEM
yurtdışı	oltreoceano	yurtdışı	oltreoceano		N;MASC;PL
yurtdışı	oltremare	yurtdışı	oltremare		N;MASC;SG
yurtdışı	estero	yurtdışı	estero		N;MASC;SG
denetleme	audit	denetle	audit	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC
denetleme	ispezioni	denetle	ispezione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
denetleme	ispezione	denetle	ispezione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
timberlake	timberlake	timberlake	timberlake		N;MASC
ayırmak	separazione	ayır	separazione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
basında	premere	bas	premere	N;ESS;SG;3	V;NFIN
basında	premi	bas	premio	N;ESS;SG;3	N;MASC;PL
shaw	shaw	shaw	shaw		N;MASC;SG
işlev	funzioni	işlev	funzione		N;FEM;PL
işlev	funzione	işlev	funzione		N;FEM;SG
çevrede	intorno	çevre	intorno	N;ESS;SG;3	ADV
çevrede	attorno	çevre	attorno	N;ESS;SG;3	ADV
mikro	micro	mikro	micro		N;MASC
armut	pera	armut	pera		N;FEM;SG
armut	pere	armut	pere		N;FEM;PL
armut	pere	armut	pere		N;FEM;PL
hopkins	hopkins	hopkins	hopkins		N;MASC;SG
sonlu	finito	sonlu	finire		V;MASC;SG;PST;V.PTCP
sonlu	finite	sonlu	finire		V;FEM;PL;PST;V.PTCP
sonlu	finiti	sonlu	finire		V;MASC;PL;PST;V.PTCP
ayağı	piedi	ayak	piede	N;NOM;SG;3	N;MASC;PL
atlantic	atlantico	atlantic	atlantico	PROPN;NOM;SG;3	ADJ;MASC;SG
atlantic	atlantic	atlantic	atlantic	PROPN;NOM;SG;3	N;MASC
evlat	boy	evlat	boy		N
evlat	maschietto	evlat	maschietto		N;MASC;SG
evlat	ragazzo	evlat	ragazzo		N;MASC;SG
evlat	figlio	evlat	figlio		N;MASC;SG
evlat	figliolo	evlat	figliolo		N;MASC;SG
string	spago	string	spago		N;MASC;SG
string	string	string	string		N
string	stringa	string	stringa		N;FEM;SG
gündelik	occasionale	gündelik	occasionale		ADJ;SG
gündelik	disinvolto	gündelik	disinvolgere		ADJ;MASC;SG
gündelik	casuale	gündelik	casuale		ADJ;SG
gündelik	casual	gündelik	casual		N
çaldı	rubati	çal	rubare	V;PFV;IND;SG;3;POS;PST	V;MASC;PL;PST;V.PTCP
üretir	genera	üretir	generare	V;IPFV;IND;SG;3;POS;CAUS	V;IND;SG;3;PRS;FIN
üretir	produce	üretir	produrre	V;IPFV;IND;SG;3;POS;CAUS	V;IND;SG;3;PRS;FIN
kızılderilileri	indios	kızılderili	indios	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
kızılderilileri	indiani	kızılderili	indiano	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
mar	mar	mar	mare		N;MASC;SG
çevik	agile	çevik	agile		ADJ;SG
çevik	agilità	çevik	agilità		N;FEM
çevik	agili	çevik	agile		ADJ;PL
çevik	agile	çevik	agile		ADJ;SG
bach	bach	bach	bach		N;MASC;PL
mitolojik	mitologico	mitolojik	mitologico		ADJ;MASC;SG
orantılı	proporzionali	orantılı	proporzionale		ADJ;PL
orantılı	proporzionale	orantılı	proporzionale		ADJ;SG
gurur	pride	gurur	prido		N;MASC
gurur	orgoglio	gurur	orgoglio		N;MASC;SG
gurur	superbia	gurur	superbia		N;FEM;SG
gurur	fiero	gurur	fiero		ADJ;MASC;SG
gurur	orgogliosa	gurur	orgoglioso		ADJ;FEM;SG
gurur	orgoglioso	gurur	orgoglioso		ADJ;MASC;SG
gurur	fiera	gurur	fiera		N;FEM;SG
edmund	edmund	ed	edmund		N;MASC;SG
andronikos	andronico	andronikos	andronico		ADJ;MASC;SG
restorasyon	restauri	restorasyon	restauro	N;NOM;SG;3	N;MASC;PL
restorasyon	restauri	restorasyon	restauro	N;NOM;SG;3	N;MASC;PL
sergio	sergio	sergio	sergio		N;MASC;SG
delil	prove	delil	prova		N;FEM;PL
delil	prove	delil	prova		N;FEM;PL
kurtarır	salvataggi	kurtar	salvataggio	V;IPFV;IND;SG;3;POS	N;MASC;PL
izole	isolato	izole	isolato		ADJ;MASC;SG
izole	isolamento	izole	isolamento		N;MASC;SG
izole	isolare	izole	isolare		V;NFIN
izole	isolato	izole	isolato		ADJ;MASC;SG
izole	isolata	izole	isolato		ADJ;FEM;SG
izole	isolati	izole	isolato		ADJ;MASC;PL
izole	isolate	izole	isolato		ADJ;FEM;PL
izole	isolato	izole	isolato		ADJ;MASC;SG
senatör	senatrice	senatör	senatrice		N;FEM;SG
senatör	senatore	senatör	senatore		N;MASC;SG
tiger	tiger	tiger	tiger		N;MASC
tiger	tigri	tiger	tigre		N;FEM;PL
tiger	tigre	tiger	tigre		N;FEM;SG
turbo	turbo	turbo	turbo		N;MASC
olgun	maturità	olgun	maturità		N;FEM
olgun	scadenza	olgun	scadenza		N;FEM;SG
olgun	mellow	olgun	mellow		N
olgun	maturo	olgun	maturo		ADJ;MASC;SG
olgun	maturi	olgun	maturo		ADJ;MASC;PL
olgun	mature	olgun	maturo		ADJ;FEM;PL
olgun	matura	olgun	maturo		ADJ;FEM;SG
olgun	maturo	olgun	maturo		ADJ;MASC;SG
olgun	maturi	olgun	maturo		ADJ;MASC;PL
sadri	sadri	sadri	sadro		ADJ;SG
topal	limp	topal	limp		N
topal	gimp	topal	gimp		N;MASC
topal	storpio	topal	storpio		N;MASC;SG
topal	zoppo	topal	zoppo		N;MASC;SG
topal	zoppo	topal	zoppo		N;MASC;SG
topal	sfigato	topal	sfigato		ADJ;MASC;SG
maymun	scimmie	maymun	scimmia	N;NOM;SG;3	N;FEM;PL
suzuki	suzuki	suzuki	suzuko		N;FEM
toplandı	raccolte	topla	raccogliere	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;PL;PST;V.PTCP
toplandı	raccolti	topla	raccogliere	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
toplandı	raccolti	topla	raccogliere	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
toplandı	assemblati	topla	assemblare	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
fischer	fischer	fischer	fischer	PROPN;NOM;SG;3	N;MASC;SG
ayrık	discrete	ayrık	discreto		ADJ;FEM;PL
ayrık	discreto	ayrık	discreto		ADJ;MASC;SG
ayrık	discreta	ayrık	discreto		ADJ;FEM;SG
ayrık	discreti	ayrık	discreto		ADJ;MASC;PL
honduras	honduras	honduras	honduras	PROPN;NOM;SG;3	N;FEM;SG
cesaret	budella	cesaret	budello		N;FEM;PL
cesaret	interiora	cesaret	interiorare		N;FEM;PL
cesaret	coraggio	cesaret	coraggio		N;MASC;SG
cesaret	osare	cesaret	osare		V;NFIN
cesaret	osa	cesaret	osa		V;IND;SG;3;PRS;FIN
cesaret	coraggio	cesaret	coraggio		N;MASC;SG
bristol	bristol	bristol	bristol	PROPN;NOM;SG;3	N;MASC;SG
giles	giles	gil	giles		N;MASC;SG
giles	egidio	gil	egidio		N;MASC;SG
endişe	inquietudine	endiş	inquietudine		N;FEM;SG
endişe	ansietà	endiş	ansietà		N;FEM
endişe	ansia	endiş	ansia		N;FEM;SG
endişe	ansie	endiş	ansia		N;FEM;PL
endişe	preoccupato	endiş	preoccupato		ADJ;MASC;SG
endişe	interessato	endiş	interessato		ADJ;MASC;SG
endişe	interessati	endiş	interessato		ADJ;MASC;PL
endişe	preoccupata	endiş	preoccupato		ADJ;FEM;SG
endişe	preoccupato	endiş	preoccupato		ADJ;MASC;SG
endişe	preoccupati	endiş	preoccupato		ADJ;MASC;PL
endişe	preoccupazioni	endiş	preoccupazione		N;FEM;PL
endişe	preoccupati	endiş	preoccupato		ADJ;MASC;PL
endişe	inquietudine	endiş	inquietudine		N;FEM;SG
endişe	preoccupazione	endiş	preoccupazione		N;FEM;SG
schmidt	schmidt	schmidt	schmidt		N;MASC
sánchez	sánchez	sánchez	sánchez	PROPN;NOM;SG;3	N;SG
çoğul	plurale	çoğul	plurale		ADJ;SG
vicente	vicente	vicen	vicente	PROPN;NOM;SG;3	N;SG
öğle	pranzo	öğle	pranzo		N;MASC;SG
öğle	mezzogiorno	öğle	mezzogiorno		N;MASC;SG
pistons	pistoni	pistons	pistone		N;MASC;PL
pen	pen	pen	pen		N
pen	penna	pen	penna		N;FEM;SG
durur	fermate	dur	fermata	V;IPFV;IND;SG;3;POS	N;FEM;PL
storm	storm	stor	storm		N
storm	tempesta	stor	tempesta		N;FEM;SG
oyuncak	giocattoli	oyuncak	giocattolo	N;NOM;SG;3	N;MASC;PL
oyuncak	giocattoli	oyuncak	giocattolo	N;NOM;SG;3	N;MASC;PL
kaş	sopracciglia	kaş	sopracciglia		N;FEM;PL
kaş	kas	kaş	kas		V;IND;SG;3;PRS;FIN
kaş	muscoli	kaş	muscolo		N;MASC;PL
kaş	muscolare	kaş	muscolare		ADJ;SG
kaş	muscolo	kaş	muscolo		N;MASC;SG
kaş	sopracciglia	kaş	sopracciglia		N;FEM;PL
kaş	sopracciglio	kaş	sopracciglio		N;MASC;SG
kaş	sopracciglia	kaş	sopracciglia		N;FEM;PL
gabler	gabler	gab	gabler		N;FEM;SG
herodot	erodoto	herodot	erodoto		N;MASC;SG
köfte	polpette	köft	polpetta	N;NOM;SG;3	N;FEM;PL
köfte	polpette	köft	polpetta	N;NOM;SG;3	N;FEM;PL
salzburg	salisburgo	salzburg	salisburgo	PROPN;NOM;SG;3	N;MASC;SG
leicester	leicester	leicester	leicestere	PROPN;NOM;SG;3	N;MASC;SG
ward	ward	ward	ward		N;MASC;SG
taşkent	tashkent	taşkent	tashkent	PROPN;NOM;SG;3	N;MASC;SG
won	vinto	won	vincere		V;MASC;SG;PST;V.PTCP
won	won	won	won		N;SG
won	vinti	won	vincere		V;MASC;PL;PST;V.PTCP
nepal	nepal	nepal	nepal	PROPN;NOM;SG;3	N;MASC
nepal	nepalese	nepal	nepalese	PROPN;NOM;SG;3	ADJ;SG
mezhep	setta	mezhep	setta		N;FEM;SG
mezhep	cult	mezhep	cult		N;MASC
mezhep	culto	mezhep	culto		N;MASC;SG
sao	sao	sao	sao	PROPN;NOM;SG;3	N;MASC;SG
parantez	parentesi	parantez	parentesi		N;FEM
parantez	parentesi	parantez	parentesi		N;FEM
parantez	staffe	parantez	staffa		N;FEM;PL
şerit	lane	şerit	lana		N;FEM;SG
şerit	corsia	şerit	corsia		N;FEM;SG
şerit	corsie	şerit	corsia		N;FEM;PL
şerit	striscia	şerit	striscia		N;FEM;SG
şerit	nastro	şerit	nastro		N;MASC;SG
şerit	strip	şerit	strip		N
şerit	striscia	şerit	striscia		N;FEM;SG
şerit	spogliarello	şerit	spogliarello		N;MASC;SG
zevk	piacere	zevk	piacere		N;MASC;SG
zevk	godimento	zevk	godimento		N;MASC;SG
bird	uccello	bird	uccello		N;MASC;SG
bird	uccelli	bird	uccello		N;MASC;PL
atıp	sfuriata	at	sfuriare	V;PFV;IND;POS;PRS;V.CVB	N;FEM;SG
atıp	invettive	at	invettivo	V;PFV;IND;POS;PRS;V.CVB	N;FEM;PL
fra	fra	fra	fra		ADP
waters	acque	waters	acqua		N;FEM;PL
waters	waters	waters	waters		N
jeremy	jeremy	jeremy	jeremy		N;MASC;SG
atın	cast	at	cast		N;MASC
atın	butta	at	butto		V;IND;SG;3;PRS;FIN
kopyası	copiare	kopya	copiare		V;NFIN
kopyası	copia	kopya	copia		N;FEM;SG
keşfetti	scoperti	keşfet	scoprire	V;PFV;IND;SG;3;POS;PST	V;MASC;PL;PST;V.PTCP
keşfetti	scoperta	keşfet	scoperta	V;PFV;IND;SG;3;POS;PST	N;FEM;SG
keşfetti	scoperte	keşfet	scoprire	V;PFV;IND;SG;3;POS;PST	N;FEM;PL
bennett	bennett	bennett	bennett		N;MASC;SG
bennett	bennet	bennett	bennet		N;FEM;SG
tanı	diagnostico	tan	diagnostico	N;NOM;SG;3	ADJ;MASC;SG
tanı	diagnostica	tan	diagnostico	N;NOM;SG;3	ADJ;FEM;SG
sirius	sirius	sirius	sirius		N;MASC
nakliye	merci	nakil	merce		N;FEM;PL
nakliye	spedizioni	nakil	spedizione		N;FEM;PL
nakliye	spedizione	nakil	spedizione		N;FEM;SG
nakliye	trasporti	nakil	trasporto		N;MASC;PL
nakliye	trasporto	nakil	trasporto		N;MASC;SG
sektör	settore	sektör	settore		N;MASC;SG
sektör	industria	sektör	industria		N;FEM;SG
büyüklük	dimensioni	büyüklük	dimensione	N;NOM;SG;3	N;FEM;PL
kıyamet	doomsday	kıyamet	doomsday		N;MASC
kıyamet	armageddon	kıyamet	armageddon		N;MASC;SG
kıyamet	apocalypse	kıyamet	apocalypse		N;MASC
kıyamet	apocalisse	kıyamet	apocalisse		N;FEM;SG
toros	toros	toros	toros		N;FEM;SG
yem	feed	ye	feed		N
yem	mangimi	ye	mangimo		N;MASC;PL
yem	mangime	ye	mangima		N;MASC;SG
yem	esca	ye	esco		V;IND;SG;3;PRS;FIN
yem	foraggio	ye	foraggio		N;MASC;SG
yem	foraggi	ye	foraggio		N;MASC;PL
yem	esca	ye	esco		V;IND;SG;3;PRS;FIN
yem	esche	ye	esche		N;FEM;PL
yem	foraggio	ye	foraggio		N;MASC;SG
yem	foraggi	ye	foraggio		N;MASC;PL
terörist	terrorista	terörist	terrorista		N;SG
terörist	terroristi	terörist	terrorista		N;MASC;PL
terörist	terroristi	terörist	terrorista		N;MASC;PL
ahlaki	morale	ahlaki	morale		ADJ;SG
ahlaki	morali	ahlaki	morale		ADJ;PL
tabur	battaglione	tabur	battaglione		N;MASC;SG
senfonik	sinfonica	senfonik	sinfonico		ADJ;FEM;SG
ormanlar	foresta	orman	foresta	N;NOM;PL;3	N;FEM;SG
kostüm	costumi	kostüm	costume		N;MASC;PL
kostüm	costume	kostüm	costume		N;MASC;SG
kostüm	costumi	kostüm	costume		N;MASC;PL
weber	weber	weber	weber		N;MASC;SG
tavır	atteggiamento	tavır	atteggiamento		N;MASC;SG
pasif	passive	pasif	passivo		ADJ;FEM;PL
pasif	passivi	pasif	passivo		ADJ;MASC;PL
pasif	passivo	pasif	passivo		ADJ;MASC;SG
pasif	passiva	pasif	passivo		ADJ;FEM;SG
pasif	inattive	pasif	inattivo		ADJ;FEM;PL
pasif	inattiva	pasif	inattivo		ADJ;FEM;SG
pasif	inattivo	pasif	inattivo		ADJ;MASC;SG
pasif	inattivi	pasif	inattivo		ADJ;MASC;PL
pasif	inattività	pasif	inattività		N;FEM
anlık	momentanea	anlık	momentaneo		ADJ;FEM;SG
anlık	istantanea	anlık	istantaneo		ADJ;FEM;SG
anlık	istantaneo	anlık	istantaneo		ADJ;MASC;SG
anlık	immediata	anlık	immediato		ADJ;FEM;SG
anlık	istantanea	anlık	istantaneo		ADJ;FEM;SG
anlık	istantaneo	anlık	istantaneo		ADJ;MASC;SG
solist	solista	solist	solista		N;SG
mode	modalità	mode	modalità		N;FEM
mode	mode	mode	mode		N
gür	lussureggiante	gür	lussureggiante		N;SG
gür	gur	gür	gurare		N;MASC;SG
gür	folta	gür	folto		ADJ;FEM;SG
fourier	fourier	fourier	fourier		N;FEM;SG
buyuk	grosso	buyuk	grosso		ADJ;MASC;SG
buyuk	grandi	buyuk	grande		ADJ;PL
buyuk	grande	buyuk	grande		ADJ;SG
buyuk	big	buyuk	big		N
oturum	sessione	oturum	sessione		N;FEM;SG
arkası	dietro	arka	dietro	N;NOM;SG;3	ADV
harper	harper	harper	harper		N;FEM
tamamıyla	totalmente	tamam	totalmente	ADJ;INS;SG;3	ADV
tamamıyla	completamente	tamam	completamente	ADJ;INS;SG;3	ADV
tamamıyla	totalmente	tamam	totalmente	ADJ;INS;SG;3	ADV
tamamıyla	completamente	tamam	completamente	ADJ;INS;SG;3	ADV
result	blob	result	blob		N;MASC
yaratıcısı	creatrice	yaratıcı	creatrice	N;NOM;SG;3	ADJ;FEM;SG
maiden	nubile	maiden	nubile		N;SG
maiden	fanciulla	maiden	fanciulla		N;FEM;SG
maiden	maiden	maiden	maiden		N
şikago	chicago	şikago	chicago		N;MASC;SG
curtis	curtis	curtis	curtis		N;MASC
alba	alba	alba	alba	PROPN;NOM;SG;3	N;FEM;SG
louisiana	louisiana	loui	louisiano	PROPN;NOM;SG;3	N;FEM;SG
istekleri	richieste	istek	richiedere	N;ACC;PL;3	V;FEM;PL;PST;V.PTCP
thomson	thomson	thomson	thomson		N;MASC
döngü	carosello	döngü	carosello		N;MASC;SG
döngü	giostra	döngü	giostra		N;FEM;SG
döngü	loop	döngü	loop		N;MASC
döngü	ciclo	döngü	ciclo		N;MASC;SG
uçaklar	aeromobile	uçak	aeromobile	N;NOM;PL;3	N;MASC;SG
atılmış	gettati	at	gettare	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
atılmış	espulsi	at	espellere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
vurgu	enfasi	vurgu	enfasi		N;FEM
lucius	lucio	lucius	lucio		N;MASC;SG
lynch	lynch	lynch	lynch		N;MASC
sergei	sergei	sergei	sergere		N;MASC;SG
sergei	sergej	sergei	sergej		N;MASC;SG
tekne	barca	tekne	barca		N;FEM;SG
aus	aus	aus	aus		N;MASC;SG
klein	klein	kle	klein		N;MASC
sıralı	sequenziato	sıralı	sequenziare		V;MASC;SG;PST;V.PTCP
sıralı	sequenziale	sıralı	sequenziale		ADJ;SG
sıralı	sequenza	sıralı	sequenza		N;FEM;SG
ita	ita	ita	ita		
tuzlu	salato	tuzlu	salato		ADJ;MASC;SG
tuzlu	salate	tuzlu	salato		N;FEM;PL
tuzlu	salata	tuzlu	salata		N;FEM;SG
tuzlu	salati	tuzlu	salato		N;MASC;PL
tuzlu	salato	tuzlu	salato		ADJ;MASC;SG
tuzlu	salate	tuzlu	salato		N;FEM;PL
tuzlu	salati	tuzlu	salato		N;MASC;PL
adayları	candidate	aday	candidato	N;NOM;PL;3	ADJ;FEM;PL
oğul	figlio	oğul	figlio		N;MASC;SG
oğul	figliolo	oğul	figliolo		N;MASC;SG
nine	nana	nine	nana		N;FEM;SG
nine	nonna	nine	nonna|nonno		N;FEM;SG
nine	nonnina	nine	nonnina		N;FEM;SG
nine	nonna	nine	nonna|nonno		N;FEM;SG
elmalı	mela	el	mela		N;FEM;SG
elmalı	apple	el	appla		N;MASC
elmalı	mele	el	mele		N;FEM;PL
kolonisi	colonie	koloni	colonia	N;ACC;SG;3	N;FEM;PL
zeka	intelligence	zeka	intelligence		N
zeka	intelligenza	zeka	intelligenza		N;FEM;SG
yıldönümü	anniversari	yıldönüm	anniversario	N;ACC;SG;3	N;MASC;PL
gibson	gibson	gibson	gibson		N;MASC;SG
porter	facchino	porter	facchino		N;MASC;SG
porter	portiere	porter	portiere		N;MASC;SG
porter	porter	porter	porter		N
batum	batumi	batum	batumo		N;MASC;PL
buldum	trovati	bul	trovare	V;PFV;IND;SG;1;POS;PST	V;MASC;PL;PST;V.PTCP
dalgalar	onde	dalga	onda	N;NOM;PL;3	ADJ;FEM;PL
nantes	nantes	nantes	nantes	PROPN;NOM;SG;3	N;MASC
musevi	ebraica	musevi	ebraico		ADJ;FEM;SG
musevi	ebrei	musevi	ebreo		N;MASC;PL
musevi	ebreo	musevi	ebreo		N;MASC;SG
musevi	ebraismo	musevi	ebraismo		N;MASC;SG
musevi	ebraico	musevi	ebraico		ADJ;MASC;SG
nat	nat	nat	nat		N
antonius	antony	antonius	antony		N;MASC;SG
antonius	antonio	antonius	antonio		N;MASC;SG
riko	riko	riko	riko	PROPN;NOM;SG;3	N;SG
spider	ragno	spider	ragno		N;MASC;SG
spider	ragni	spider	ragno		N;MASC;PL
spider	spider	spider	spider		N;MASC
flüt	flauto	flüt	flauto		N;MASC;SG
flüt	flauti	flüt	flauto		N;MASC;PL
harap	fatiscenti	harap	fatiscente		ADJ;PL
harap	devastata	harap	devastare		V;FEM;SG;PST;V.PTCP
harap	devastato	harap	devastare		V;MASC;SG;PST;V.PTCP
salı	martedì	salı	martedì		N;MASC
salı	mar	salı	mare		N;MASC;SG
bölük	squadriglia	bölük	squadriglia		N;FEM;SG
bölük	squadrone	bölük	squadrone		N;MASC;SG
bölük	società	bölük	società		N;FEM
bölük	azienda	bölük	azienda		N;FEM;SG
bölük	compagnia	bölük	compagnia		N;FEM;SG
bölük	plotone	bölük	plotone		N;MASC;SG
bölük	squad	bölük	squad		N
bölük	squadrone	bölük	squadrone		N;MASC;SG
bölük	squadra	bölük	squadra		N;FEM;SG
bismarck	bismarck	bismarck	bismarck	PROPN;NOM;SG;3	N;MASC
manet	manet	manet	manet		N;MASC
tohum	sementi	tohum	semento	N;NOM;SG;3	N;FEM;PL
tohum	sementi	tohum	semento	N;NOM;SG;3	N;FEM;PL
tohum	semi	tohum	seme	N;NOM;SG;3	N;MASC;PL
tayfun	tifone	tayfun	tifone		N;MASC;SG
molekül	molecolare	molekül	molecolare	N;NOM;SG;3	ADJ;SG
molekül	molecolari	molekül	molecolare	N;NOM;SG;3	ADJ;PL
molekül	molecole	molekül	molecola	N;NOM;SG;3	N;FEM;PL
molekül	molecole	molekül	molecola	N;NOM;SG;3	N;FEM;PL
madencilik	miniere	madencilik	miniera	N;NOM;SG;3	N;FEM;PL
madencilik	minatori	madencilik	minatore	N;NOM;SG;3	N;MASC;PL
papaz	vicario	papaz	vicario		N;MASC;SG
papaz	parroco	papaz	parroco		N;MASC;SG
papaz	sacerdote	papaz	sacerdote		N;MASC;SG
papaz	prete	papaz	prete		N;MASC;SG
papaz	pastore	papaz	pastore		N;MASC;SG
edwin	edwin	et	edwin		N;MASC
queens	regine	queens	regine	PROPN;NOM;SG;3	N;FEM;PL
queens	queens	queens	queens	PROPN;NOM;SG;3	NUM
yayıldı	spread	yay	spread	V;PFV;IND;SG;3;POS;PST;PASS	N;MASC
terminal	terminal	terminal	terminal		N;MASC
terminal	terminali	terminal	terminale		N;MASC;PL
terminal	terminale	terminal	terminale		N;MASC;SG
terminal	terminali	terminal	terminale		N;MASC;PL
bilişsel	cognitiva	bilişsel	cognitivo		ADJ;FEM;SG
bilişsel	cognitive	bilişsel	cognitivo		N;FEM;PL
bilişsel	cognitivo	bilişsel	cognitivo		ADJ;MASC;SG
yanma	combustione	yan	combustione		N;FEM;SG
yanma	burning	yan	burning		N
yanma	masterizzazione	yan	masterizzazione		N;FEM;SG
yanma	bruciare	yan	bruciare		V;NFIN
diger	altro	diger	altro		PRO;MASC;SG
diger	altre	diger	altro		DET;FEM;PL
diger	altri	diger	altro		PRO;MASC;PL
diger	altre	diger	altro		DET;FEM;PL
diger	altri	diger	altro		PRO;MASC;PL
fiil	verbi	fiil	verbo		N;MASC;PL
fiil	verbo	fiil	verbo		N;MASC;SG
sakatlık	lesioni	sakatlık	lesione	N;NOM;SG;3	N;FEM;PL
sakatlık	disabilita	sakatlık	disabilita	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
ima	ima	ima	ima		N;SG
ima	insinuando	ima	insinuare		V;V.MSDR
ima	implicito	ima	implicito		ADJ;MASC;SG
ima	sottinteso	ima	sottintendere		ADJ;MASC;SG
ima	implicita	ima	implicire		ADJ;FEM;SG
owen	owen	owen	owen	PROPN;NOM;SG;3	PROPN
sophie	sophie	sophie	sophia		N;FEM;SG
muazzam	fab	muazzam	fab		N
magazin	rivista	magazin	rivista		N;FEM;SG
magazin	magazine	magazin	magazina		N;MASC
magazin	riviste	magazin	rivista		N;FEM;PL
magazin	caricatore	magazin	caricatore		N;MASC;SG
magazin	riviste	magazin	rivista		N;FEM;PL
tüketim	consumi	tüket	consumo		N;MASC;PL
tüketim	consumo	tüket	consumo		N;MASC;SG
saraybosna	sarajevo	saraybo	sarajevo	PROPN;NOM;SG;3	N;MASC;SG
değerlendirilir	valutati	değerlen	valutare	V;IPFV;IND;SG;3;POS;PASS	V;MASC;PL;PST;V.PTCP
değerlendirilir	valutato	değerlen	valutare	V;IPFV;IND;SG;3;POS;PASS	V;MASC;SG;PST;V.PTCP
değerlendirilir	valutate	değerlen	valutare	V;IPFV;IND;SG;3;POS;PASS	V;FEM;PL;PST;V.PTCP
azalma	riduzione	azal	riduzione		N;FEM;SG
azalma	diminuzione	azal	diminuzione		N;FEM;SG
azalma	decremento	azal	decremento		N;MASC;SG
patent	brevetti	patent	brevetto	N;NOM;SG;3	N;MASC;PL
patent	brevetti	patent	brevetto	N;NOM;SG;3	N;MASC;PL
tara	tara	tara	taro		N;FEM;SG
tara	scansione	tara	scansione		N;FEM;SG
oya	votazioni	oya	votazione		N;FEM;PL
oya	voti	oya	voto		N;MASC;PL
gauss	gaussiana	gauss	gaussiano		ADJ;FEM;SG
gauss	gauss	gauss	gauss		N;MASC
lori	lory	None	lory		N;SG
lori	lori	None	loro		N;FEM;PL
lori	lorichetto	None	lorichetto		N;MASC;SG
basılı	stampati	basılı	stampare		V;MASC;PL;PST;V.PTCP
basılı	stampato	basılı	stampato		V;MASC;SG;PST;V.PTCP
basılı	stampata	basılı	stampato		V;FEM;SG;PST;V.PTCP
mercimek	lenticchie	mercimek	lenticchia	N;NOM;SG;3	N;FEM;PL
jam	marmellata	jam	marmellare		N;FEM;SG
jam	jam	jam	jam		N
düzenle	modificare	düzen	modificare	N;INS;SG;3	V;NFIN
düzenle	modificare	düzen	modificare	N;INS;SG;3	V;NFIN
dağıstan	daghestan	dağıs	daghestan		N;FEM;SG
mantıksal	logiche	mantıksal	logico	ADJ	N;FEM;PL
mantıksal	logica	mantıksal	logica	ADJ	N;FEM;SG
mantıksal	logici	mantıksal	logice	ADJ	N;MASC;PL
mantıksal	logica	mantıksal	logica	ADJ	N;FEM;SG
morrison	morrison	morrison	morrison		N;MASC;SG
atomik	atomiche	atomik	atomico	ADJ	N;FEM;PL
tuzla	tuzla	tuz	tuzla		ADJ;FEM;SG
telekomünikasyon	telecomunicazioni	telekomünikasyon	telecomunicazione	N;NOM;SG;3	N;FEM;PL
telekomünikasyon	telecomunicazioni	telekomünikasyon	telecomunicazione	N;NOM;SG;3	N;FEM;PL
telekomünikasyon	telecomunicazioni	telekomünikasyon	telecomunicazione	N;NOM;SG;3	N;FEM;PL
yannis	yannis	yannis	yannis	PROPN;NOM;SG;3	N
bölünmüş	divise	böl	divisa	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;FEM;PL
bölünmüş	spalato	böl	spalato	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;MASC;SG
bölünmüş	split	böl	split	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N
crown	chioma	crown	chioma		N;FEM;SG
crown	corona	crown	corona		N;FEM;SG
