من	кой	مِن	кой	ADP	PRO;NOM;MASC;SG
السكان	население	سَاكِن	население	N;NOM;DEF;PL	N;INDF;NEUT;SG
الدولة	щат	دَولَة	щат	N;NOM;DEF;SG	N;INDF;MASC;SG
الدولة	държава	دَولَة	държава	N;NOM;DEF;SG	N;INDF;FEM;SG
الدولة	държавно	دَولَة	държавен	N;NOM;DEF;SG	ADV
قال	саид	قَال	саид	V;PFV;MASC;SG;3;ACT	N;INDF;MASC;SG
الملك	крал	مَلِك	крал	N;NOM;DEF;SG	N;INDF;MASC;SG
الملك	кинг	مَلِك	кинг	N;NOM;DEF;SG	N;INDF;MASC;SG
الملك	цар	مَلِك	цар	N;NOM;DEF;SG	N;INDF;MASC;SG
عدة	няколко	عِدَّة	няколко	N;NOM;INDF;SG	PRO;INDF
الاسم	наименование	اِسم	наименование	N;NOM;DEF;SG	N;INDF;NEUT;SG
الاسم	име	اِسم	име	N;NOM;DEF;SG	N;INDF;NEUT;SG
ولد	родени	وَلَد	родя-(се)	N;NOM;INDF;SG	V;PFV;INDF;PL;V.PTCP;PASS
ولد	роден	وَلَد	родя-(се)	N;NOM;INDF;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ولد	родена	وَلَد	родя-(се)	N;NOM;INDF;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
البحر	море	بَحر	море	N;NOM;DEF;SG	N;INDF;NEUT;SG
شركة	твърда	شَرِكَة	твърд	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
شركة	твърдо	شَرِكَة	твърдо	N;NOM;INDF;SG	ADV
شركة	твърд	شَرِكَة	твърд	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
شركة	company	شَرِكَة	company	N;NOM;INDF;SG	NUM;INDF;PL
فيلم	филмова	فِيلم	филмов	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
صورة	снимката	صُورَة	снимка	N;NOM;INDF;SG	N;DEF;FEM;SG
نباتات	растенията	نَبَات	растение	N;NOM;INDF;PL	N;DEF;NEUT;PL
الولادة	раждане	وِلَادَة	раждане	N;NOM;DEF;SG	N;INDF;NEUT;SG
الولادة	рождение	وِلَادَة	рождение	N;NOM;DEF;SG	N;INDF;NEUT;SG
المملكة	кралство	مَملَكَة	кралство	N;NOM;DEF;SG	N;INDF;NEUT;SG
المملكة	царство	مَملَكَة	царство	N;NOM;DEF;SG	N;INDF;NEUT;SG
المملكة	саудитска	مَملَكَة	саудитски	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
البريدي	пощенски	البريدي	пощенски	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
بني	синко	بني	синко		INTJ
بني	сине	بني	син		PART
بني	син	بني	син		N;INDF;MASC;SG
الدوري	лига	دَورِيّ	лига	N;NOM;DEF;SG	N;INDF;FEM;SG
نظام	системата	نِظَام	система	N;NOM;INDF;SG	N;DEF;FEM;SG
نظام	системни	نِظَام	системен	N;NOM;INDF;SG	ADJ;INDF;PL
مرة	веднъж	مَرَّة	веднъж	N;NOM;INDF;SG	ADV
فرنسا	франция	فَرَنسَا	франция		PROPN;INDF;FEM;SG
السعودية	саудитска	سَعُودِيَّة	саудитски	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
عقد	колие	عَقَد	колие	V;PFV;MASC;SG;3;ACT	N;INDF;NEUT;SG
عقد	огърлица	عَقَد	огърлица	V;PFV;MASC;SG;3;ACT	N;INDF;FEM;SG
عقد	договор	عَقَد	договор	V;PFV;MASC;SG;3;ACT	N;INDF;MASC;SG
والذي	което	والذي	който	N;NOM;DEF;SG	PRO;NOM;NEUT;SG
والذي	която	والذي	който	N;NOM;DEF;SG	PRO;NOM;FEM;SG
مارس	марс	مَارِس	марс	N;GEN;INDF;SG	PROPN;INDF;MASC;SG
دي	ди	دِي	ди		PROPN
دي	дий	دِي	дий		PROPN;INDF;MASC;SG
اليوم	ден	يَوم	ден	N;ACC;DEF;SG	N;INDF;MASC;SG
اليوم	днеска	يَوم	днеска	N;ACC;DEF;SG	ADV
اليوم	днес	يَوم	днес	N;ACC;DEF;SG	ADV
يناير	ян	يَنَايِر	ян	N;GEN;INDF;SG	PROPN;INDF;MASC;SG
يناير	джан	يَنَايِر	джан	N;GEN;INDF;SG	PROPN;INDF;MASC;SG
اللغة	език	لُغَة	език	N;NOM;DEF;SG	N;INDF;MASC;SG
عمل	работи	عَمَل	работя	N;NOM;INDF;SG	V;IPFV;IMP;SG;2;FIN
جنوب	южни	جَنُوب	южен	N;NOM;INDF;SG	ADJ;INDF;PL
جنوب	южна	جَنُوب	южен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
جنوب	южно	جَنُوب	южен	N;NOM;INDF;SG	ADV
جنوب	южна	جَنُوب	южен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
العالمية	универсалност	عَالَمِيّ	универсалност	ADJ;NOM;DEF;FEM;SG	N;INDF;FEM;SG
العالمية	универсален	عَالَمِيّ	универсален	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
العالمية	универсално	عَالَمِيّ	универсално	ADJ;NOM;DEF;FEM;SG	ADV
العالمية	универсална	عَالَمِيّ	универсален	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
العالمية	универсални	عَالَمِيّ	универсален	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;PL
العالمية	световно	عَالَمِيّ	световен	ADJ;NOM;DEF;FEM;SG	ADV
العالمية	глобална	عَالَمِيّ	глобален	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
العالمية	глобален	عَالَمِيّ	глобален	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
العالمية	глобални	عَالَمِيّ	глобален	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;PL
العالمية	глобално	عَالَمِيّ	глобален	ADJ;NOM;DEF;FEM;SG	ADV
كبير	биг	كَبِير	биг	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
كبير	голямо	كَبِير	голям	ADJ;NOM;INDF;MASC;SG	ADV
كبير	големи	كَبِير	голям	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
كبير	кабир	كَبِير	кабир	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
الوقت	време	وَقت	време	N;NOM;DEF;SG	N;INDF;NEUT;SG
عملية	операцията	عَمَلِيَّة	операция	N;NOM;INDF;SG	N;DEF;FEM;SG
مايو	май	مَايُو	май	N;GEN;INDF;SG	PROPN;INDF;MASC;SG
واحد	една	وَاحِد	един	ADJ;NOM;INDF;MASC;SG	NUM;INDF;FEM;SG
واحد	един	وَاحِد	един	ADJ;NOM;INDF;MASC;SG	NUM;INDF;MASC;SG
واحد	едно	وَاحِد	един	ADJ;NOM;INDF;MASC;SG	NUM;INDF;NEUT;SG
شمال	северно	شَمَال	северно	N;NOM;INDF;SG	ADV
شمال	северна	شَمَال	северен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
شمال	северни	شَمَال	северен	N;NOM;INDF;SG	ADJ;INDF;PL
شمال	северна	شَمَال	северен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
الاتحاد	профсъюз	اِتِّحَاد	профсъюз	N;NOM;DEF;SG	N;INDF;MASC;SG
الاتحاد	съюз	اِتِّحَاد	съюз	N;NOM;DEF;SG	N;INDF;MASC;SG
الاتحاد	юниън	اِتِّحَاد	юниън	N;NOM;DEF;SG	N;INDF;MASC;SG
الاتحاد	федерация	اِتِّحَاد	федерация	N;NOM;DEF;SG	N;INDF;FEM;SG
الاتحاد	конфедерация	اِتِّحَاد	конфедерация	N;NOM;DEF;SG	N;INDF;FEM;SG
العراق	ирак	عِرَاق	ирак	N;NOM;DEF;SG	N;INDF;MASC;SG
دون	дон	دُونَ	дон	ADP;ACC	PROPN;INDF;MASC;SG
عبر	виа	عَبرَ	видя-(се)	ADP;ACC	N;INDF;MASC;SG
عبر	via	عَبرَ	via	ADP;ACC	ADJ
استخدام	използвайки	اِستِخدَام	използвам	N;NOM;INDF;SG	V;IPFV;IMP;SG;2;FIN
استخدام	използвайте	اِستِخدَام	използвам	N;NOM;INDF;SG	V;IPFV;IMP;PL;2;FIN
فريق	тийм	فَرِيق	тийм	N;NOM;INDF;SG	N;INDF;MASC;PL
فريق	отбора	فَرِيق	отбор	N;NOM;INDF;SG	N;DEF;MASC;SG
فريق	team	فَرِيق	team	N;NOM;INDF;SG	PROPN;INDF;MASC;SG
العامة	публично	عَامَّة	публично	N;NOM;DEF;SG	ADV
العامة	публични	عَامَّة	публичен	N;NOM;DEF;SG	ADJ;INDF;PL
العامة	публична	عَامَّة	публичен	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
العامة	обществено	عَامَّة	обществен	N;NOM;DEF;SG	ADV
العامة	публичен	عَامَّة	публичен	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
العامة	обществени	عَامَّة	обществен	N;NOM;DEF;SG	ADJ;INDF;PL
يقدر	оценена	قَدَّر	оценя	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
يقدر	оценен	قَدَّر	оценя	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
نفس	същият	نَفس	същ	N;NOM;PSSD;SG	ADJ;DEF;MASC;SG
نفس	същата	نَفس	същ	N;NOM;PSSD;SG	ADJ;DEF;FEM;SG
نفس	същото	نَفس	същ	N;NOM;PSSD;SG	ADJ;DEF;NEUT;SG
كبيرة	голямо	كَبِير	голям	ADJ;NOM;INDF;FEM;SG	ADV
كبيرة	големи	كَبِير	голям	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
كبيرة	биг	كَبِير	биг	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
كبيرة	голямо	كَبِير	голям	ADJ;NOM;INDF;FEM;SG	ADV
كبيرة	големи	كَبِير	голям	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
الجيش	военно	جَيش	военен	N;NOM;DEF;SG	ADV
الجيش	военен	جَيش	военен	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الجيش	военна	جَيش	военен	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
الجيش	военни	جَيش	военен	N;NOM;DEF;SG	ADJ;INDF;PL
الجيش	армеец	جَيش	армеец	N;NOM;DEF;SG	N;INDF;MASC;SG
الجيش	армия	جَيش	армия	N;NOM;DEF;SG	N;INDF;FEM;SG
الجيش	армейски	جَيش	армейски	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
المساكن	жилища	مَسكَن	жилище	N;NOM;DEF;PL	N;INDF;NEUT;PL
المساكن	жилища	مَسكَن	жилище	N;NOM;DEF;PL	N;INDF;NEUT;PL
المديرية	дирекция	مُدِيرِيّ	дирекция	N;NOM;DEF;SG	N;INDF;FEM;SG
واحدة	една	وَاحِد	един	ADJ;NOM;INDF;FEM;SG	NUM;INDF;FEM;SG
واحدة	един	وَاحِد	един	ADJ;NOM;INDF;FEM;SG	NUM;INDF;MASC;SG
واحدة	едно	وَاحِد	един	ADJ;NOM;INDF;FEM;SG	NUM;INDF;NEUT;SG
داخل	вътрешно	دَاخِلَ	вътрешен	ADP;ACC	ADV
داخل	вътре	دَاخِلَ	вътре	ADP;ACC	ADV
سطح	покривът	سَطح	покрив		N;DEF;MASC;SG
سطح	покрив	سَطح	покрив		N;INDF;MASC;SG
سطح	покрива	سَطح	покрив		N;INDF;MASC;SG
سطح	повърхност	سَطح	повърхност		N;INDF;FEM;SG
سطح	повърхността	سَطح	повърхност		N;DEF;FEM;SG
الفترة	период	فَترَة	период	N;NOM;DEF;SG	N;INDF;MASC;SG
بي	беа	بِي	беа		PROPN;INDF;FEM;SG
بي	бий	بِي	бий		V;IPFV;IMP;SG;2;FIN
بينما	докато	بَينَمَا	докато	CONJ	CONJ
دولة	държавно	دَولَة	държавен	N;NOM;INDF;SG	ADV
الدولي	международно	دُوَلِيّ	международно	ADJ;NOM;DEF;MASC;SG	ADV
الدولي	международен	دُوَلِيّ	международен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
الدولي	интернешънъл	دُوَلِيّ	интернешънъл	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
الدولي	международни	دُوَلِيّ	международен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;PL
الدولي	международна	دُوَلِيّ	международен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
كتب	писмено	كَتَب	писмен	V;PFV;MASC;SG;3;ACT	ADV
كتب	написана	كَتَب	напиша	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
كتب	написано	كَتَب	напиша	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
كتب	писмен	كَتَب	писмен	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
كتب	писмена	كَتَب	писмен	V;PFV;MASC;SG;3;ACT	ADJ;INDF;FEM;SG
كتب	книгите	كَتَب	книга	V;PFV;MASC;SG;3;ACT	N;DEF;FEM;PL
كتب	книги	كَتَب	книга	V;PFV;MASC;SG;3;ACT	N;INDF;FEM;PL
بلدة	градът	بَلدَة	град	N;NOM;INDF;SG	N;DEF;MASC;SG
خاصة	частни	خَاصّ	частен	ADJ;ACC;INDF;FEM;SG	ADJ;INDF;PL
خاصة	частно	خَاصّ	частен	ADJ;ACC;INDF;FEM;SG	ADV
خاصة	редник	خَاصّ	редник	ADJ;ACC;INDF;FEM;SG	N;INDF;MASC;SG
خاصة	особено	خَاصّ	особено	ADJ;ACC;INDF;FEM;SG	ADV
خاصة	специално	خَاصّ	специално	ADJ;ACC;INDF;FEM;SG	ADV
خاصة	специални	خَاصّ	специален	ADJ;ACC;INDF;FEM;SG	ADJ;INDF;PL
الحكومة	правителство	حُكُومَة	правителство	N;NOM;DEF;SG	N;INDF;NEUT;SG
القوات	войски	قُوَّة	войска	N;NOM;DEF;PL	N;INDF;FEM;PL
القوات	военнослужещи	قُوَّة	военнослужещ	N;NOM;DEF;PL	N;INDF;MASC;PL
القوات	войска	قُوَّة	войска	N;NOM;DEF;PL	N;INDF;FEM;SG
القوات	войници	قُوَّة	войник	N;NOM;DEF;PL	N;INDF;MASC;PL
ليس	не	لَيس	не	V;PFV;MASC;SG;3;ACT	INTJ;NEG
ملعب	стад	مَلعَب	стад	N;NOM;INDF;SG	PROPN;INDF;MASC;SG
ملعب	стадиона	مَلعَب	стадион	N;NOM;INDF;SG	N;DEF;MASC;SG
متر	метра	مِتر	метър	N;NOM;INDF;SG	N;DEF;MASC;SG
متر	метри	مِتر	метър	N;NOM;INDF;SG	N;INDF;MASC;PL
متر	метри	مِتر	метър	N;NOM;INDF;SG	N;INDF;MASC;PL
الوطنية	национална	وَطَنِيَّة	национален	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
الوطنية	национални	وَطَنِيَّة	национален	N;NOM;DEF;SG	ADJ;INDF;PL
الوطنية	национален	وَطَنِيَّة	национален	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الوطنية	национално	وَطَنِيَّة	национален	N;NOM;DEF;SG	ADV
حالة	случаят	حَالَة	случай	N;NOM;INDF;SG	N;DEF;MASC;SG
حالة	състоянието	حَالَة	състояние	N;NOM;INDF;SG	N;DEF;NEUT;SG
الفيلم	филмова	فِيلم	филмов	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
الفيلم	филм	فِيلم	филм	N;NOM;DEF;SG	N;INDF;MASC;SG
الفيلم	филм	فِيلم	филм	N;NOM;DEF;SG	N;INDF;MASC;SG
الفيلم	лента	فِيلم	лента	N;NOM;DEF;SG	N;INDF;FEM;SG
الدول	държави	دَولَة	държава	N;NOM;DEF;PL	N;INDF;FEM;PL
الدول	щати	دَولَة	щат	N;NOM;DEF;PL	N;INDF;MASC;PL
الدول	държави	دَولَة	държава	N;NOM;DEF;PL	N;INDF;FEM;PL
الدول	страни	دَولَة	страна	N;NOM;DEF;PL	N;INDF;FEM;PL
كلية	колежа	كُلِّيَّة	колеж	N;NOM;INDF;SG	N;DEF;MASC;SG
كلية	колежът	كُلِّيَّة	колеж	N;NOM;INDF;SG	N;DEF;MASC;SG
كلية	бъбреци	كُلِّيَّة	бъбрец	N;NOM;INDF;SG	N;INDF;MASC;PL
كلية	преподаватели	كُلِّيَّة	преподавател	N;NOM;INDF;SG	N;INDF;MASC;PL
كلية	факултета	كُلِّيَّة	факултет	N;NOM;INDF;SG	N;DEF;MASC;SG
مليون	милион	مِليُون	милион	NUM;NOM;INDF;SG	N;INDF;MASC;SG
الدرجة	градус	دَرَجَة	градус	N;NOM;DEF;SG	N;INDF;MASC;SG
الدرجة	степен	دَرَجَة	степен	N;NOM;DEF;SG	N;INDF;FEM;SG
عمر	умар	عمر	умар		N;INDF;MASC;SG
عمر	омар	عمر	омар		PROPN;INDF;MASC;SG
الخاصة	частни	خَاصّ	частен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;PL
الخاصة	частно	خَاصّ	частен	ADJ;NOM;DEF;FEM;SG	ADV
الخاصة	редник	خَاصّ	редник	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
الخاصة	частна	خَاصّ	частен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
الخاصة	личен	خَاصّ	личен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
الخاصة	частен	خَاصّ	частен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
الرئيس	президент	رَئِيس	президент	N;NOM;DEF;SG	N;INDF;MASC;SG
الرئيس	председател	رَئِيس	председател	N;NOM;DEF;SG	N;INDF;MASC;SG
الرئيس	шефе	رَئِيس	шефе	N;NOM;DEF;SG	ADV
الرئيس	началник	رَئِيس	началник	N;NOM;DEF;SG	N;INDF;MASC;SG
الرئيس	председател	رَئِيس	председател	N;NOM;DEF;SG	N;INDF;MASC;SG
حين	когато	حِينَ	когато	ADP;ACC	ADV
حين	кога	حِينَ	кога	ADP;ACC	ADV
الشمالية	северни	شَمَالِيّ	северен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;PL
الشمالية	северен	شَمَالِيّ	северен	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
الشمالية	северна	شَمَالِيّ	северен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
بداية	започнете	بِدَايَة	започна	N;NOM;INDF;SG	V;PFV;IMP;PL;2;FIN
يسار	ляво	سَار	ляв		ADV
يسار	ляв	سَار	ляв		N;INDF;MASC;SG
يسار	наляво	سَار	наляво		ADV
شرق	източно	شَرق	източно	N;NOM;INDF;SG	ADV
شرق	източна	شَرق	източен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
شرق	източно	شَرق	източно	N;NOM;INDF;SG	ADV
شرق	източни	شَرق	източен	N;NOM;INDF;SG	ADJ;INDF;PL
شرق	източен	شَرق	източа-(се)	N;NOM;INDF;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
الكثير	mnogo	كَثِير	mnogo	ADJ;NOM;DEF;MASC;SG	PROPN;INDF;NEUT;SG
الكثير	много	كَثِير	много	ADJ;NOM;DEF;MASC;SG	ADV;INDF;PL
ويكيبيديا	уикипедия	ويكيبيديا	уикипедия	N;NOM;DEF;SG	N;INDF;FEM;SG
نهاية	край	نِهَايَة	край	N;NOM;INDF;SG	ADP
العزلة	изолиране	عُزلَة	изолиране	N;NOM;DEF;SG	N;INDF;NEUT;SG
العزلة	изолация	عُزلَة	изолация	N;NOM;DEF;SG	N;INDF;FEM;SG
العزلة	усамотение	عُزلَة	усамотение	N;NOM;DEF;SG	N;INDF;NEUT;SG
العزلة	самота	عُزلَة	самота	N;NOM;DEF;SG	N;INDF;FEM;SG
العزلة	уединение	عُزلَة	уединение	N;NOM;DEF;SG	N;INDF;NEUT;SG
زوجي	съпруг	زَوجِيّ	съпруг		N;INDF;MASC;SG
وسط	централно	وَسط	централен	N;NOM;INDF;SG	ADV
وسط	централен	وَسط	централен	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
وسط	централни	وَسط	централен	N;NOM;INDF;SG	ADJ;INDF;PL
وسط	централна	وَسط	централен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
القرية	село	قَريَة	село	N;NOM;DEF;SG	N;INDF;NEUT;SG
السنة	година	سَنَة	година	N;NOM;DEF;SG	N;INDF;FEM;SG
شكل	формата	شَكل	форма	N;NOM;INDF;SG	N;DEF;FEM;SG
الكتاب	тефтер	كِتَاب	тефтер	N;NOM;DEF;SG	N;INDF;MASC;SG
الكتاب	книга	كِتَاب	книга	N;NOM;DEF;SG	N;INDF;FEM;SG
الناس	народ	إِنسَان	народ	N;NOM;DEF;PL	N;INDF;MASC;SG
الناس	хора	إِنسَان	хора	N;NOM;DEF;PL	N;INDF
الناس	хората	إِنسَان	хора	N;NOM;DEF;PL	N;DEF
المغرب	мароко	مَغرِب	мароко	N;NOM;DEF;SG	N;INDF;MASC;SG
حرب	войната	حَرب	война	N;NOM;INDF;SG	N;DEF;FEM;SG
الجهاز	устройство	جِهَاز	устройство	N;NOM;DEF;SG	N;INDF;NEUT;SG
معظم	повечето	مُعظَم	повече	N;NOM;INDF;SG	ADV;DEF;PL
القاهرة	кайро	قَاهِرَة	кайро	N;NOM;DEF;SG	PROPN;INDF;MASC;SG
الحكم	рефер	حُكم	рефер	N;NOM;DEF;SG	N;INDF;MASC;SG
الحكم	съдия	حُكم	съдия	N;NOM;DEF;SG	N;INDF;MASC;SG
الحكم	арбитър	حُكم	арбитър	N;NOM;DEF;SG	N;INDF;MASC;SG
الحكم	осъждане	حُكم	осъждане	N;NOM;DEF;SG	N;INDF;NEUT;SG
الحكم	преценка	حُكم	преценка	N;NOM;DEF;SG	N;INDF;FEM;SG
الحكم	управление	حُكم	управление	N;NOM;DEF;SG	N;INDF;NEUT;SG
الشرقية	източно	شَرقِيّ	източно	ADJ;NOM;DEF;FEM;SG	ADV
الشرقية	изток	شَرقِيّ	изток	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
الشرقية	ориенталски	شَرقِيّ	ориенталски	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
الشرقية	източна	شَرقِيّ	източен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
الشرقية	източно	شَرقِيّ	източно	ADJ;NOM;DEF;FEM;SG	ADV
الشرقية	източни	شَرقِيّ	източен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;PL
الشرقية	изток	شَرقِيّ	изток	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
الشرقية	източен	شَرقِيّ	източа-(се)	ADJ;NOM;DEF;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
صفحة	страницата	صَفحَة	страница	N;NOM;INDF;SG	N;DEF;FEM;SG
صفحة	page	صَفحَة	page	N;NOM;INDF;SG	INTJ
القسم	отдел	قِسم	отдел	N;NOM;DEF;SG	N;INDF;MASC;SG
