loại	क़िस्म	loại	कठिस्म	N	
kiên	सब्र	kiên	सब्र	ADJ	
hạc	सारस	hạc	सारस	N	
malaysia	मलेशियाई	malaysia	मलेशियाई	N	
malaysia	मलय	malaysia	मलय	N	PROPN;NOM;MASC;SG;3
malaysia	मलेशिया	malaysia	मलेशिया	N	PROPN;NOM;MASC;SG;3
malaysia	मलेशियाई	malaysia	मलेशियाई	N	
nóng	हॉट	nóng	हॉट	ADJ	
nóng	hot	nóng	ओती	ADJ	
pha	फा	pha	फा	N	
pha	बनाओ	pha	बना	N	V;SBJV;SG;FIN;ACT
pha	बना	pha	बन	N	V;PFV;MASC;SG;V.PTCP;ACT
phức	सूक्ष्मदर्शी	phức	सूक्ष्मदर्शी	V	PROPN;NOM;MASC;SG;3
tròn	सर्किल	tròn	सर्किल	ADJ	N;NOM;MASC;SG;3
tròn	घेरा	tròn	घेरा	ADJ	N;NOM;MASC;SG;3
tròn	वृत	tròn	वृत	ADJ	N;NOM;MASC;SG;3
tròn	वृत्त	tròn	वृत्त	ADJ	N;NOM;MASC;SG;3
nhảy	कूद	nhảy	कूद	V	N;NOM;FEM;SG;3
nhảy	जम्प	nhảy	जम्प	V	
nhảy	कूद	nhảy	कूद	V	N;NOM;FEM;SG;3
lạnh	कोल्ड	lạnh	कोल्ड	ADJ	
lạnh	ठंड	lạnh	ठंड	ADJ	N;NOM;FEM;SG;3
lạnh	सर्दी	lạnh	सर्दी	ADJ	N;NOM;FEM;SG;3
đòi	मांग	đòi	मांग	V	N;NOM;FEM;SG;3
đòi	माँग	đòi	माँग	V	N;NOM;FEM;SG;3
washington	वाशिंगटन	washington	वाशिंगटन		PROPN;NOM;MASC;SG;3
washington	वॉशिंगटन	washington	वॉशिंगटन		PROPN;NOM;MASC;SG;3
tiêm	इंजेक्शन	tiêm	इंजेक्शन	V	N;NOM;MASC;SG;3
tiêm	इंजेक्ट	tiêm	इंजेक्ट	V	N;NOM;MASC;SG;3
tiêm	हालत	tiêm	हालत	V	N;NOM;FEM;SG;3
tiêm	स्थिति	tiêm	स्थिति	V	N;NOM;FEM;SG;3
tiêm	शर्त	tiêm	शर्त	V	N;NOM;FEM;SG;3
tiêm	कंडीशन	tiêm	कंडीशन	V	N;NOM;MASC;SG;3
zealand	जीलैंड	zealand	जीलैंड	N	PROPN;NOM;MASC;SG;3
trốn	छुपा	trốn	छुपा	V	
bottom	तल	bottom	तल		N;NOM;MASC;SG;3
bottom	नीचे	bottom	नीचे		ADV;NOM;MASC;SG;3
nhi	लाडला	nhi	लाडला	N	PROPN;NOM;MASC;SG;3
nhi	सोन	nhi	सोन	N	PROPN;NOM;FEM;SG;3
thầy	निपुण	thầy	निपुण	N	ADP
đau	दर्द	đau	दर्द	ADJ	N;NOM;MASC;SG;3
đau	पीड़ा	đau	पीड़ा	ADJ	N;NOM;FEM;SG;3
đau	दुखद	đau	दुखद	ADJ	
đau	चोट	đau	चोट	ADJ	N;NOM;FEM;SG;3
đau	आहत	đau	आहत	ADJ	PROPN;NOM;MASC;SG;3
đau	ठेस	đau	ठेस	ADJ	
lọc	फ़िल्टर	lọc	फ़िल्टर	V	N;NOM;MASC;SG;3
lọc	फिल्टर	lọc	फिल्टर	V	N;NOM;MASC;SG;3
lọc	फ़िल्टरिंग	lọc	फ़िल्टरिंग	V	N;NOM;FEM;SG;3
lọc	फ़िल्टर	lọc	फ़िल्टर	V	N;NOM;MASC;SG;3
vui	हास्यास्पद	vui	हास्यास्पद		N;NOM;MASC;SG;3
vui	मजेदार	vui	मजेदार		N;NOM;MASC;SG;3
vui	मज़ा	vui	मज़ा		V;MASC;SG;V.PTCP;ACT
vui	मनोरंजक	vui	मनोरंजक		N;NOM;MASC;SG;3
vui	मस्ती	vui	मस्ती		N;NOM;FEM;SG;3
vui	मजा	vui	मजा		N;NOM;MASC;SG;3
vui	मुबारक	vui	मुबारक		PROPN;NOM;MASC;SG;3
vui	खुश	vui	खुश		ADJ
vui	प्रसन्न	vui	प्रसन्न		PROPN;NOM;MASC;SG;3
israel	इज़राइल	israel	इज़राइल		PROPN;NOM;MASC;SG;3
israel	इजरायल	israel	इजरायल		PROPN;NOM;MASC;SG;3
israel	इसराइल	israel	इसराइल		PROPN;NOM;MASC;SG;3
israel	इसराईल	israel	इसराईल		PROPN;NOM;FEM;SG;3
khổ	दुखी	khổ	दुखी	ADJ	ADP
khổ	पीड़ित	khổ	पीड़ित	ADJ	PROPN;NOM;SG;3
khổ	कष्ट	khổ	कष्ट	ADJ	N;NOM;MASC;SG;3
khổ	हार्ड	khổ	हार्ड	ADJ	
khổ	कठिन	khổ	कठिन	ADJ	ADP
khổ	मेहनत	khổ	मेहनत	ADJ	N;NOM;FEM;SG;3
khổ	मुश्किल	khổ	मुश्किल	ADJ	
khổ	कष्ट	khổ	कष्ट	ADJ	N;NOM;MASC;SG;3
khổ	दुख	khổ	दुख	ADJ	N;NOM;MASC;SG;3
cháu	भांजा	cháu	भांजा	N	
cháu	पोता	cháu	पोता	N	PROPN;NOM;MASC;SG;3
site	साइटें	site	साइट		N;NOM;FEM;PL;3
site	साइट	site	साइट		N;NOM;FEM;SG;3
site	साईट	site	साईट		N;NOM;FEM;SG;3
canh	शोरबा	canh	शोरबा	N	
liêu	लियाओ	liêu	लियाओ	N	
thuế	कर	thuế	कर	N	V;ACT
thuế	कर	thuế	कर	N	V;ACT
thuế	हनी	thuế	हन	N	PROPN;NOM;MASC;SG;3
thuế	मधु	thuế	मधु	N	PROPN;NOM;MASC;SG;3
love	प्यार	love	प्यार		N;NOM;MASC;SG;3
love	मोहब्बत	love	मोहब्बत		N;NOM;FEM;SG;3
love	प्रेम	love	प्रेम		N;NOM;MASC;SG;3
rập	अरब	rập	अरब	N	PROPN;NOM;MASC;SG;3
des	देस	des	देस	N	
anime	दुश्मनी	anime	दुश्मनी		N;NOM;FEM;SG;3
khổng	सूज	khổng	सूज	N	
michael	माइकल	michael	माइकल		PROPN;NOM;MASC;SG;3
mộc	बढ़ई	mộc	बढ़ई	N	
cặp	जोड़ी	cặp	जोड़ी	N	V;PFV;FEM;SG;V.PTCP;ACT
cặp	जोड़ा	cặp	जोड़	N	V;PFV;MASC;SG;V.PTCP;ACT
cặp	जोड़ी	cặp	जोड़ी	N	V;PFV;FEM;SG;V.PTCP;ACT
cặp	युगल	cặp	युगल	N	PROPN;NOM;MASC;SG;3
non	नॉन	non	नॉन	N	
non	गैर	non	गैर	N	
thảm	गलीचा	thảm	गलीचा	N	
thảm	कम्बल	thảm	कम्बल	N	
thảm	कालीन	thảm	कालीन	N	
thảm	पिंजरा	thảm	पिंजरा	N	PROPN;NOM;MASC;SG;3
insee	insee	insee	insee	N	
lee	ली	lee	ले	N	V;PFV;FEM;SG;V.PTCP;ACT
campuchia	कम्बोडिया	campuchia	कम्बोडिया	N	PROPN;NOM;MASC;SG;3
campuchia	कंबोडिया	campuchia	कंबोडिया	N	PROPN;NOM;MASC;SG;3
bùi	bui	bùi	bui	N	
bùi	pei	bùi	pei	N	
colombia	कोलम्बिया	colombia	कोलम्बिया	N	PROPN;NOM;MASC;SG;3
colombia	कोलंबिया	colombia	कोलंबिया	N	PROPN;NOM;MASC;SG;3
colombia	कोलम्बियाई	colombia	कोलम्बियाई	N	PROPN;NOM;MASC;SG;3
lưới	नेट	lưới	नेट	N	
charles	चार्ल्स	charles	चार्ल्स		PROPN;NOM;MASC;SG;3
chối	अस्वीकार	chối	अस्वीकार	V	
chối	इनकार	chối	इनकार	V	N;NOM;MASC;SG;3
than	कोयला	than	कोयला		N;NOM;MASC;SG;3
than	कोयले	than	कोयला		N;NOM;MASC;SG;3
than	शिकायत	than	शिकायत		N;NOM;FEM;SG;3
than	चारकोल	than	चारकोल		N;NOM;MASC;SG;3
than	कोयला	than	कोयला		N;NOM;MASC;SG;3
tuấn	जून	tuấn	जून	N	PROPN;NOM;MASC;SG;3
