категорія	kategorijo	категорія	kategorija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
південь	južno	південь	južen	N;INAN;NOM;MASC;SG	ADV
південь	južna	південь	južen	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
перед	predhodna	перед	predhoden	ADP;INS	ADJ;NOM;FEM;SG
перед	preden	перед	preden	ADP;INS	CONJ
перед	prej	перед	prej	ADP;INS	ADV;CMPR
сім	seven	сей	seven		
сім	sedem	сей	sedem		NUM;NOM;PL
мав	imeli	мати	imeti	V;IPFV;MASC;IND;SG;PST;FIN	V;IPFV;MASC;PL;V.PTCP
яке	katero	який	kateri	DET;NOM;NEUT;SG	DET;ACC;NEUT;SG
яке	kateri	який	kateri	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
яке	katere	який	kateri	DET;NOM;NEUT;SG	DET;ACC;FEM;PL
яке	katerih	який	kateri	DET;NOM;NEUT;SG	DET;GEN;MASC;PL
яке	ki	який	ki	DET;NOM;NEUT;SG	CONJ
яке	katerega	який	kateri	DET;NOM;NEUT;SG	DET;GEN;MASC;SG
автор	stvarnika	автор	stvarnik	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
володимир	vladimir	володимир	vladimir	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG
академії	akademija	академія	akademij	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
академії	akademijo	академія	akademija	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
команди	ukaze	команда	ukaz	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
команди	ekip	команда	ekipa	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
іван	ivan	іван	ivan	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
іван	ivana	іван	ivan	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
іван	john	іван	john	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
іван	janez	іван	janez	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
іван	janeza	іван	janez	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
використання	use	використання	usa	N;INAN;NOM;NEUT;SG	
використання	uporabi	використання	uporaba	N;INAN;NOM;NEUT;SG	N;DAT;FEM;SG
використання	uporabe	використання	uporaba	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
головний	poglavar	головний	poglavar	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
головний	načelnik	головний	načelnik	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
головний	glavne	головний	glaven	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
головний	main	головний	main	ADJ;NOM;MASC;SG	
зоря	zvezdo	зоря	zvezda	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
деякі	nekaterim	деякий	nekateri	DET;NOM;PL	DET;DAT;MASC;PL
деякі	nekaj	деякий	nekaj	DET;NOM;PL	PRO;ACC;NEUT;SG
деякі	neki	деякий	nek	DET;NOM;PL	DET;NOM;MASC;SG
діяльність	dejavnosti	діяльність	dejavnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
діяльність	aktivnosti	діяльність	aktivnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
діяльність	dejavnosti	діяльність	dejavnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
діяльність	aktivnosti	діяльність	aktivnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
закінчив	končano	закінчити	končan	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
закінчив	končana	закінчити	končan	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
джерела	vire	джерело	vir	N;INAN;NOM;NEUT;PL	N;ACC;MASC;PL
джерела	vir	джерело	vir	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
кам	taborišča	кам	taborišče		N;NOM;NEUT;PL
кам	taboriščih	кам	taborišče		N;ESS;NEUT;PL
честь	častno	честь	časten	N;INAN;ACC;FEM;SG	ADJ;NOM;NEUT;SG
честь	časti	честь	čast	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL
честь	čast	честь	čast	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
честь	častno	честь	časten	N;INAN;ACC;FEM;SG	ADJ;NOM;NEUT;SG
честь	časti	честь	čast	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL
честь	čast	честь	čast	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
честь	častna	честь	časten	N;INAN;ACC;FEM;SG	ADJ;NOM;FEM;SG
організації	organizacije	організація	organizacija	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL
організації	organizacijami	організація	organizacija	N;INAN;GEN;FEM;SG	N;DAT;FEM;PL
організації	organizacij	організація	organizacija	N;INAN;GEN;FEM;SG	N;GEN;FEM;PL
організації	organizira	організація	organizirati	N;INAN;GEN;FEM;SG	V;IND;SG;3;PRS;FIN
організації	organizirajo	організація	organizirati	N;INAN;GEN;FEM;SG	V;IND;PL;3;PRS;FIN
організації	organiziranje	організація	organiziranje	N;INAN;GEN;FEM;SG	N;NOM;NEUT;SG
організації	organizira	організація	organizirati	N;INAN;GEN;FEM;SG	V;IND;SG;3;PRS;FIN
своїх	njihovi	свій	njihov	DET;ANIM;ACC;PL;REFL	DET;NOM;MASC;PL;3
своїх	njihov	свій	njihov	DET;ANIM;ACC;PL;REFL	DET;NOM;MASC;SG;3
своїх	njihovo	свій	njihov	DET;ANIM;ACC;PL;REFL	DET;NOM;NEUT;SG;3
своїх	njuna	свій	njun	DET;ANIM;ACC;PL;REFL	DET;NOM;FEM;SG;3
своїх	njihova	свій	njihov	DET;ANIM;ACC;PL;REFL	DET;NOM;FEM;SG;3
своїх	njihove	свій	njihov	DET;ANIM;ACC;PL;REFL	DET;NOM;FEM;SG;3
сил	sile	сила	sila	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
померли	smrti	померти	smrt	V;PFV;IND;PL;PST;FIN	N;NOM;FEM;PL
діяльності	dejavnosti	діяльність	dejavnost	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL
діяльності	aktivnosti	діяльність	aktivnost	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL
діяльності	dejavnost	діяльність	dejavnost	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
діяльності	dejavnosti	діяльність	dejavnost	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL
діяльності	aktivnost	діяльність	aktivnost	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
діяльності	aktivnosti	діяльність	aktivnost	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL
ігор	tekme	гра	tekma	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;PL
ігор	igre	гра	igra	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;PL
ігор	igrah	гра	igra	PROPN;ANIM;NOM;FEM;SG	N;ESS;FEM;PL
ігор	igrice	гра	igrica	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;PL
ігор	iger	гра	igra	PROPN;ANIM;NOM;FEM;SG	N;GEN;FEM;PL
ігор	igor	гра	igor	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
партії	zabava	партія	zabava	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
партії	zabavo	партія	zabava	N;INAN;GEN;FEM;SG	N;ACC;FEM;SG
партії	žur	партія	žur	N;INAN;GEN;FEM;SG	N;NOM;MASC;SG
партії	party	партія	party	N;INAN;GEN;FEM;SG	N;NOM;MASC;SG
усі	vsem	увесь	ves	DET;NOM;PL	DET;DAT;MASC;PL
усі	vse	увесь	ves	DET;NOM;PL	DET;NOM;NEUT;SG
усі	vseh	увесь	ves	DET;NOM;PL	DET;GEN;MASC;PL
україна	ukrajina	україна	ukrajina	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
україна	ukrajino	україна	ukrajina	PROPN;INAN;NOM;FEM;SG	N;ACC;FEM;SG
свої	njihov	свій	njihov	DET;NOM;PL;REFL	DET;NOM;MASC;SG;3
свої	njihovo	свій	njihov	DET;NOM;PL;REFL	DET;NOM;NEUT;SG;3
свої	njuna	свій	njun	DET;NOM;PL;REFL	DET;NOM;FEM;SG;3
свої	njihova	свій	njihov	DET;NOM;PL;REFL	DET;NOM;FEM;SG;3
свої	njihove	свій	njihov	DET;NOM;PL;REFL	DET;NOM;FEM;SG;3
свої	its	свій	its	DET;NOM;PL;REFL	
відомий	znani	відомий	znan	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
микола	nikolaj	микола	nikolaj	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
микола	mikołaj	микола	mikołaj	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
микола	nikolaj	микола	nikolaj	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
італії	italija	італія	italija	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG
школа	šole	школа	šola	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
школа	šolo	школа	šola	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
право	desno	право	desno	N;INAN;NOM;NEUT;SG	ADV
право	right	право	righta	N;INAN;NOM;NEUT;SG	
право	prav	право	prav	N;INAN;NOM;NEUT;SG	PART
євро	evro	євро	evro	PROPN;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
євро	euro	євро	eura	PROPN;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
далі	nadalje	далі	nadalje	ADV	
далі	nadaljnje	далі	nadaljnji	ADV	ADJ;NOM;NEUT;SG
далі	naslednji	далі	naslednji	ADV	ADJ;NOM;DEF;MASC;SG
далі	naslednja	далі	naslednji	ADV	ADJ;NOM;FEM;SG
стали	postala	стати	postati	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;SG;V.PTCP
стали	postal	стати	postati	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;SG;V.PTCP
одна	enga	один	en	NUM;NOM;FEM	PRO;ACC;MASC;SG
хто	ki	хто	ki	PRO;ANIM;NOM;MASC;SG	CONJ
моря	morja	море	morje	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;SG
стаття	člena	стаття	člen	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
помер	mrtev	померти	mrtev	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC;SG
родини	družin	родина	družina	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
польщі	poljsko	польща	poljski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;NEUT;SG
польщі	poljski	польща	poljski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;DEF;MASC;SG
польщі	poljska	польща	poljski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;FEM;SG
львів	lviv	львів	lviv	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
група	skupino	група	skupina	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
група	skupinsko	група	skupinski	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
група	skupinski	група	skupinski	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
група	skupinska	група	skupinski	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
новий	nove	новий	nov	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
зір	vid	зір	vid	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
зір	vizija	зір	vizija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
зір	vida	зір	vido	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
зір	vidu	зір	vido	N;INAN;NOM;FEM;PL	V;MASC;SG;V.PTCP
зір	vid	зір	vid	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
зір	vizijo	зір	vizeti	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
великий	velike	великий	velik	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
великий	super	великий	super	ADJ;NOM;MASC;SG	
великий	odlično	великий	odlično	ADJ;NOM;MASC;SG	ADV
назви	imen	назва	ime	N;INAN;NOM;FEM;PL	N;GEN;NEUT;PL
залізниця	železnico	залізниця	železnica	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
залізниця	železnice	залізниця	železnica	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
залізниця	železnice	залізниця	železnica	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
залізниця	železnice	залізниця	železnica	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
залізниця	železniški	залізниця	železniški	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
північ	polnoči	північ	polnoč	N;INAN;NOM;FEM;SG	ADV
північ	polnočni	північ	polnočen	N;INAN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
північ	severna	північ	severen	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
північ	severni	північ	severen	N;INAN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
північ	severno	північ	severen	N;INAN;NOM;FEM;SG	ADV
більшість	večini	більшість	večina	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
більшість	največ	більшість	največ	N;INAN;NOM;FEM;SG	DET
більшість	najbolj	більшість	najbolj	N;INAN;NOM;FEM;SG	ADV;RL
більшість	večini	більшість	večina	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
більшість	večine	більшість	večina	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
особливо	zlasti	особливо	zlasti	ADV	PART
народження	rojen	народження	rojen	N;INAN;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
народження	rojena	народження	rojen	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
народження	rojene	народження	rojen	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
народження	rojeni	народження	rojen	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
народження	rodil	народження	roditi	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP
народження	rojstva	народження	rojstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
інформація	informacije	інформація	informacija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
інформація	podatki	інформація	podatek	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
інформація	informacije	інформація	informacija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
інститут	institucijo	інститут	institucija	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
будинок	house	будинок	hous	N;INAN;NOM;MASC;SG	
дослідження	raziskave	дослідження	raziskava	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
дослідження	študije	дослідження	študija	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
війна	vojno	війна	vojna	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
війна	vojne	війна	vojna	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
багатьох	številni	багато	številen	DET;ACC	ADJ;NOM;MASC;PL
багатьох	mnogi	багато	mnog	DET;ACC	DET;NOM;MASC;PL
війська	čet	військо	čet	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
регіон	regiji	регіон	regija	N;INAN;NOM;MASC;SG	N;DAT;FEM;SG
велика	velike	великий	velik	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
велика	magna	великий	magen	ADJ;NOM;FEM;SG	
людини	ljudje	людина	človek	N;ANIM;NOM;FEM;SG	N;NOM;MASC;PL
рід	reid	рід	reid	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
рід	rodu	рід	rod	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
рід	reed	рід	reed	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
дітей	otroci	дитина	otrok	N;ANIM;ACC;FEM;PL	N;NOM;MASC;PL
міст	most	місто	most		N;NOM;MASC;SG
міст	bridge	місто	bridg		N;NOM;MASC;SG
міст	anzac	місто	anzac		N;NOM;MASC;SG
міст	mest	місто	mesto		N;GEN;NEUT;PL
міст	mesta	місто	mesto		N;NOM;NEUT;PL
міст	mesti	місто	mesto		N;NOM;NEUT;PL
міст	pont	місто	pont		PROPN;NOM;MASC;SG
мала	mala	мати	mali	V;IPFV;FEM;IND;SG;PST;FIN	ADJ;NOM;FEM;SG
мала	malajo	мати	malati	V;IPFV;FEM;IND;SG;PST;FIN	N;ACC;FEM;SG
генерал	splošno	генерал	splošen	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
генерал	splošni	генерал	splošen	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
генерал	splošna	генерал	splošen	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
мали	imelo	мати	imeti	V;IPFV;IND;PL;PST;FIN	V;IPFV;NEUT;SG;V.PTCP
мали	imel	мати	imeti	V;IPFV;IND;PL;PST;FIN	V;IPFV;MASC;SG;V.PTCP
мали	imela	мати	imeti	V;IPFV;IND;PL;PST;FIN	V;IPFV;FEM;SG;V.PTCP
доходів	enakost	дохід	enakost	N;INAN;GEN;MASC;PL	DET;NOM;NEUT;SG
доходів	enakopravnost	дохід	enakopravnost	N;INAN;GEN;MASC;PL	N;NOM;FEM;SG
статей	členi	стаття	člen	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
статей	članki	стаття	članek	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
статей	izdelki	стаття	izdelek	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
навчання	študira	навчання	študirati	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
син	son	син	son	N;ANIM;NOM;MASC;SG	
фізична	fizično	фізичний	fizično	ADJ;NOM;FEM;SG	ADV
рішення	odločitve	рішення	odločitev	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
рішення	odločbe	рішення	odločba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
рішення	sklepi	рішення	sklep	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
рішення	rešitve	рішення	rešitev	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
рішення	raztopine	рішення	raztopina	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
питання	izdaj	питання	izdaja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;PL
питання	vprašanja	питання	vprašanje	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
питання	vprašanja	питання	vprašanje	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
досить	dovolj	досить	dovolj	ADV	DET
люди	ljudstvo	людина	ljudstvo	N;ANIM;NOM;FEM;PL	N;NOM;NEUT;SG
люди	ljudi	людина	človek	N;ANIM;NOM;FEM;PL	N;ACC;MASC;PL
ним	njega	він	on	PRO;INS;MASC;SG;3	PRO;GEN;MASC;SG;3
ним	ga	він	on	PRO;INS;MASC;SG;3	PRO;ACC;MASC;SG;3
медіана	mediana	медіан	mediano		N;NOM;FEM;SG
іншими	drugi	інший	drug	DET;INS;PL	ADJ;NOM;MASC;SG
іншими	drugih	інший	drug	DET;INS;PL	ADJ;GEN;MASC;PL
іншими	druge	інший	drug	DET;INS;PL	ADJ;NOM;FEM;PL
дані	podatki	дані	podatek	N;INAN;PFV;NOM;PASS	N;NOM;MASC;PL
дані	dani	дані	dan	N;INAN;PFV;NOM;PASS	ADJ;NOM;MASC;SG
раніше	predhodno	раніше	predhodno	ADV;CMPR	ADV
румунії	romunija	румунія	romunija	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG
сан	sens	сан	sens		N;NOM;MASC;SG
сан	san	сан	san		PROPN;NOM;MASC;SG
використовується	uporabljen	використовуватися	uporabljen	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
використовується	uporabljena	використовуватися	uporabljen	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;SG;V.PTCP
використовується	uporabljeno	використовуватися	uporabljeno	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG;V.PTCP
використовується	uporabljene	використовуватися	uporabljen	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;PL;V.PTCP
використовується	uporabljeni	використовуватися	uporabljen	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;PL;V.PTCP
команда	ekipno	команда	ekipno	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
всього	skupaj	все	skupaj	PRO;INAN;GEN;NEUT;SG	ADV
всього	skupno	все	skupen	PRO;INAN;GEN;NEUT;SG	ADJ;NOM;NEUT;SG
таблиці	preglednica	таблиця	preglednica	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
таблиці	razpredelnica	таблиця	razpredelnica	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
таблиці	miza	таблиця	miza	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
таблиці	tabela	таблиця	tabela	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
початок	začni	початок	začeti	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN
пояс	pasu	пояс	pas	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
пояс	pasom	пояс	pas	N;INAN;NOM;MASC;SG	N;DAT;MASC;PL
пояс	pasu	пояс	pas	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
пояс	pasom	пояс	pas	N;INAN;NOM;MASC;SG	N;DAT;MASC;PL
сергій	sergej	сергія	sergej	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
сергій	sergij	сергія	sergija	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
сергій	sergej	сергія	sergej	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
станція	postajo	станція	postaja	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
станція	postaji	станція	postaja	N;INAN;NOM;FEM;SG	N;NOM;FEM;DU
станція	novosibirsku	станція	novosibirski	N;INAN;NOM;FEM;SG	ADJ;DAT;MASC;SG
існує	obstajajo	існувати	obstajati	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
проект	projekta	проект	projekt	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
мати	mamo	мати	mama	N;ANIM;NOM;FEM;SG	N;ACC;FEM;SG
чоловік	moški	чоловік	moški	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
ліворуч	levica	ліворуч	levica	ADV	N;NOM;FEM;SG
ліворуч	levi	ліворуч	lev	ADV	ADJ;NOM;MASC;SG
ліворуч	leva	ліворуч	lev	ADV	ADJ;NOM;FEM;SG
усіх	vsi	увесь	ves	DET;GEN;PL	DET;NOM;MASC;PL
книги	knjig	книга	knjiga	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
книги	knjigo	книга	knjiga	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
книги	knjiga	книга	knjiga	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
михайло	mikhail	михайло	mikhati	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
михайло	mihael	михайло	mihati	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
михайло	michael	михайло	michael	PROPN;ANIM;NOM;MASC;SG	
країн	države	країна	država	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
поштові	poštno	поштовий	pošten	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
поштові	poštna	поштовий	pošten	ADJ;NOM;PL	ADJ;NOM;FEM;SG
поштові	poštnih	поштовий	pošten	ADJ;NOM;PL	ADJ;GEN;MASC;PL
офіційна	uradnik	офіційний	uradnik	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
офіційна	uradno	офіційний	uradno	ADJ;NOM;FEM;SG	ADV
переважно	predvsem	переважно	predvsem	ADV	PART
дії	dejavnost	дія	dejavnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
дії	aktivnost	дія	aktivnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
дії	akcija	дія	akcija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
дії	dejanje	дія	dejanje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
дії	ukrepanje	дія	ukrepanje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
станції	postajo	станція	postaja	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
станції	postaji	станція	postaja	N;INAN;NOM;FEM;PL	N;NOM;FEM;DU
станції	postaja	станція	postaja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
немає	nobene	немати	noben	V;IPFV;IND;SG;3;NEG;PRS;FIN	DET;GEN;NEUT;SG
немає	nobenega	немати	noben	V;IPFV;IND;SG;3;NEG;PRS;FIN	DET;GEN;MASC;SG
немає	noben	немати	noben	V;IPFV;IND;SG;3;NEG;PRS;FIN	PRO;NOM;MASC;SG
немає	nobena	немати	noben	V;IPFV;IND;SG;3;NEG;PRS;FIN	DET;NOM;FEM;SG
освіти	izobrazba	освіта	izobrazba	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
освіти	izobraževanja	освіта	izobraževanje	N;INAN;NOM;FEM;PL	N;GEN;NEUT;SG
освіти	izobraževanje	освіта	izobraževanje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
професор	profesorja	професор	profesor	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
руху	selitev	рух	selitev	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
руху	premikanje	рух	premikanje	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
японії	japonska	японія	japonski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;FEM;SG
японії	japonsko	японія	japonski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;NEUT;SG
служби	storitev	служба	storitev	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
служби	servis	служба	servis	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
відомі	znana	відомий	znan	ADJ;NOM;PL	ADJ;NOM;FEM;SG;V.PTCP
відомі	znan	відомий	znan	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
відомі	znano	відомий	znan	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;V.PTCP
відомі	poznan	відомий	poznan	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
орган	orgle	орган	orgeti	N;INAN;NOM;MASC;SG	N;ACC;MASC;PL
різні	drugačna	різний	drugačen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
різні	drugačen	різний	drugačen	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
різні	drugačno	різний	drugačen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
різні	razno	різний	razno	ADJ;NOM;PL	
поділ	delitve	поділ	delitev	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
поділ	divizije	поділ	divizija	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
поділ	oddelki	поділ	oddelek	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
поділ	cepitve	поділ	cepitev	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
треба	potrebo	треба	potreba	ADV	N;ACC;FEM;SG
