les	на	le	на	DET;DEF;PL	ADP
membres	членството	membre	членство	N;MASC;PL	N;DEF;NEUT;SG
membres	членство	membre	членство	N;MASC;PL	N;INDF;NEUT;SG
espèce	видове	espèce	вид	N;FEM;SG	N;INDF;MASC;PL
michel	майкъл	michel	майкъл	PROPN	PROPN;INDF;MASC;SG
michel	мишел	michel	мишел	PROPN	PROPN;INDF;MASC;SG
travail	работи	travail	работя	N;MASC;SG	V;IPFV;IMP;SG;2;FIN
femme	жени	femme	жена	N;FEM;SG	N;INDF;FEM;PL
femme	жените	femme	жена	N;FEM;SG	N;DEF;FEM;PL
femme	женско	femme	женски	N;FEM;SG	ADV
femme	женски	femme	женски	N;FEM;SG	ADJ;INDF;MASC;SG
femme	женска	femme	женски	N;FEM;SG	ADJ;INDF;FEM;SG
cinq	cinq	cinq	cinq	NUM	PROPN;INDF;MASC;SG
bas	чорапите	bas	чорап	ADJ;MASC;SG	N;DEF;MASC;PL
bas	чорапи	bas	чорап	ADJ;MASC;SG	N;INDF;MASC;PL
bas	долно	bas	долен	ADJ;MASC;SG	ADV
bas	ниско	bas	ниско	ADJ;MASC;SG	ADV
bas	ниски	bas	нисък	ADJ;MASC;SG	ADJ;INDF;PL
terre	земно	terre	земно	N;FEM;SG	ADV
terre	земен	terre	земен	N;FEM;SG	ADJ;INDF;MASC;SG
terre	земи	terre	земя	N;FEM;SG	N;INDF;FEM;PL
terre	terre	terre	terre	N;FEM;SG	PROPN;INDF;MASC;SG
terre	почви	terre	почва	N;FEM;SG	N;INDF;FEM;PL
terre	почва	terre	почвам-(се)	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
allemagne	германия	allemagne	германия	PROPN	PROPN;INDF;FEM;SG
compétition	конкурентна	compétition	конкурентен	N;FEM;SG	ADJ;INDF;FEM;SG
compétition	конкурентно	compétition	конкурентно	N;FEM;SG	ADV
compétition	конкурентни	compétition	конкурентен	N;FEM;SG	ADJ;INDF;PL
compétition	състезателен	compétition	състезателен	N;FEM;SG	ADJ;INDF;MASC;SG
wikipédia	уикипедия	wikipédia	уикипедия	V;MASC;SG;PST;V.PTCP	N;INDF;FEM;SG
allemand	германски	allemand	германски	N;MASC;SG	ADJ;INDF;MASC;SG
allemand	немски	allemand	немски	N;MASC;SG	ADJ;INDF;MASC;SG
allemand	немска	allemand	немски	N;MASC;SG	ADJ;INDF;FEM;SG
allemand	германска	allemand	германски	N;MASC;SG	ADJ;INDF;FEM;SG
britannique	британско	britannique	британски	ADJ;MASC;SG	ADV
britannique	британци	britannique	британец	ADJ;MASC;SG	N;INDF;MASC;PL
britannique	британец	britannique	британец	ADJ;MASC;SG	N;INDF;MASC;SG
hommes	men	homme	men	N;MASC;PL	N;INDF;MASC;SG
hommes	мъжки	homme	мъжки	N;MASC;PL	ADJ;INDF;PL
italie	италия	italie	италия	PROPN	PROPN;INDF;FEM;SG
corps	телесно	corps	телесно	N;MASC;SG	ADV
demi	наполовина	demi	наполовина	ADJ;MASC;SG	ADV
demi	половината	demi	половина	ADJ;MASC;SG	N;DEF;FEM;SG
demi	деми	demi	дема	ADJ;MASC;SG	N;INDF;FEM;PL
personnes	народ	personne	народ	N;FEM;PL	N;INDF;MASC;SG
personnes	хора	personne	хора	N;FEM;PL	N;INDF
personnes	хората	personne	хора	N;FEM;PL	N;DEF
nommé	назначени	nommer	назнача	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
finale	краен	finale	краен	N;FEM;SG	ADJ;INDF;MASC;SG
finale	окончателно	finale	окончателно	N;FEM;SG	ADV
finale	финали	finale	финал	N;FEM;SG	N;INDF;MASC;PL
finale	финалите	finale	финал	N;FEM;SG	N;DEF;MASC;PL
finale	изпити	finale	изпит	N;FEM;SG	N;INDF;MASC;PL
jeune	младо	jeune	млад	ADJ;MASC;SG	N;INDF;NEUT;SG
jeune	млади	jeune	млад	ADJ;MASC;SG	ADJ;INDF;PL
jeune	йънг	jeune	йънг	ADJ;MASC;SG	PROPN;INDF;MASC;SG
peuvent	can	pouvoir	can	V;IND;PL;3;PRS;FIN	PROPN;INDF;MASC;SG
york	йорк	york	йорк	PROPN	PROPN;INDF;MASC;SG
ceux	тези	celui	този	PRO;MASC;PL	DET;PL
long	дълги	long	дълъг	ADJ;MASC;SG	ADJ;INDF;PL
long	дълго	long	дълго	ADJ;MASC;SG	ADV
long	лонг	long	лонг	ADJ;MASC;SG	PROPN;INDF;MASC;SG
militaire	военно	militaire	военен	ADJ;MASC;SG	ADV
militaire	военни	militaire	военен	ADJ;MASC;SG	ADJ;INDF;PL
bronze	бронзова	bronze	бронзова	N;MASC;SG	ADJ;INDF;FEM;SG
bronze	бронзови	bronze	бронзов	N;MASC;SG	ADJ;INDF;PL
livre	livre	livre	livre	N;MASC;SG	PROPN;INDF;MASC;SG
américaine	американско	américain	американски	ADJ;FEM;SG	ADV
américaine	американец	américain	американец	ADJ;FEM;SG	N;INDF;MASC;SG
haut	високи	haut	висок	ADJ;MASC;SG	ADJ;INDF;PL
haut	високо	haut	високо	ADJ;MASC;SG	ADV
haut	top	haut	top	ADJ;MASC;SG	ADV
haut	топ	haut	топ	ADJ;MASC;SG	N;INDF;MASC;SG
haut	върха	haut	връх	ADJ;MASC;SG	N;DEF;MASC;SG
suisse	швейцария	suisse	швейцария	ADJ;MASC;SG	PROPN;INDF;FEM;SG
suisse	швейцария	suisse	швейцария	ADJ;MASC;SG	PROPN;INDF;FEM;SG
suisse	швейцарско	suisse	швейцарски	ADJ;MASC;SG	ADV
valign	valign	valign	valign	PROPN	PROPN;INDF;MASC;SG
suivant	следващо	suivre	следвам	V;PRS;V.PTCP	ADV
suivant	следващ	suivre	следвам	V;PRS;V.PTCP	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
suivant	следваща	suivre	следвам	V;PRS;V.PTCP	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
beaucoup	mnogo	beaucoup	mnogo	ADV	PROPN;INDF;NEUT;SG
seul	сам	seul	сам	ADJ;MASC;SG	N;INDF;MASC;SG
seul	само	seul	само	ADJ;MASC;SG	ADV
seul	единствено	seul	единствено	ADJ;MASC;SG	ADV
pouvoir	мощност	pouvoir	мощност	V;NFIN	N;INDF;FEM;SG
pouvoir	сила	pouvoir	сила	V;NFIN	N;INDF;FEM;SG
pouvoir	власт	pouvoir	власт	V;NFIN	N;INDF;FEM;SG
pouvoir	мощ	pouvoir	мощ	V;NFIN	N;INDF;FEM;SG
merci	мерси	merci	мерся	INTJ	V;IPFV;IMP;SG;2;FIN
merci	благодаря	merci	благодаря	INTJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
tête	ези	tête	ези	N;FEM;SG	N;INDF;MASC;PL
tête	главите	tête	глава	N;FEM;SG	N;DEF;FEM;PL
tête	глави	tête	глава	N;FEM;SG	N;INDF;FEM;PL
territoire	територии	territoire	територия	N;MASC;SG	N;INDF;FEM;PL
ancienne	древни	ancien	древен	ADJ;FEM;SG	ADJ;INDF;PL
ancienne	древен	ancien	древен	ADJ;FEM;SG	N;INDF;MASC;SG
ancienne	древно	ancien	древно	ADJ;FEM;SG	ADV
ancienne	старо	ancien	стар	ADJ;FEM;SG	ADV
ancienne	стари	ancien	стар	ADJ;FEM;SG	ADJ;INDF;PL
ancienne	бивши	ancien	бивш	ADJ;FEM;SG	ADJ;INDF;PL
ancienne	бивш	ancien	бивш	ADJ;FEM;SG	N;INDF;MASC;SG
premiers	първи	premier	първи	ADJ;MASC;PL	ADJ;INDF;MASC;SG
premiers	първо	premier	първо	ADJ;MASC;PL	ADV
prend	вземете	prendre	взема	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
prend	вземи	prendre	взема	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
présente	представя	présent	представям-(се)	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
présente	подаръци	présent	подарък	ADJ;FEM;SG	N;INDF;MASC;PL
présente	подаръците	présent	подарък	ADJ;FEM;SG	N;DEF;MASC;PL
présente	подарък	présent	подарък	ADJ;FEM;SG	N;INDF;MASC;SG
présente	настояще	présent	настояще	ADJ;FEM;SG	N;INDF;NEUT;SG
présente	присъстващи	présent	присъствам	ADJ;FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
public	публично	public	публично	ADJ;MASC;SG	ADV
public	публични	public	публичен	ADJ;MASC;SG	ADJ;INDF;PL
public	обществено	public	обществен	ADJ;MASC;SG	ADV
public	обществени	public	обществен	ADJ;MASC;SG	ADJ;INDF;PL
pages	страница	page	страница	N;FEM;PL	N;INDF;FEM;SG
pages	страницата	page	страница	N;FEM;PL	N;DEF;FEM;SG
pages	page	page	page	N;FEM;PL	INTJ
externe	външно	externe	външен	ADJ;MASC;SG	ADV
externe	външни	externe	външен	ADJ;MASC;SG	ADJ;INDF;PL
simple	прости	simple	прост	ADJ;MASC;SG	ADJ;INDF;PL
simple	простичко	simple	простичка	ADJ;MASC;SG	ADV
simple	единични	simple	единичен	ADJ;MASC;SG	ADJ;INDF;PL
simple	сингъла	simple	сингъл	ADJ;MASC;SG	N;DEF;MASC;SG
simple	необвързани	simple	необвързан	ADJ;MASC;SG	ADJ;INDF;PL
dernière	последно	dernier	последно	ADJ;FEM;SG	ADV
dernière	последни	dernier	последен	ADJ;FEM;SG	ADJ;INDF;PL
henri	хенри	henri	хенра	PROPN	N;INDF;MASC;SG
henri	анри	henri	анри	PROPN	PROPN;INDF;MASC;SG
chanson	песните	chanson	песен	N;FEM;SG	N;DEF;FEM;PL
chanson	песни	chanson	песен	N;FEM;SG	N;INDF;FEM;PL
grâce	грейс	grâce	грейс	N;FEM;SG	PROPN;INDF;FEM;SG
sortie	продукция	sortir	продукция	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
sortie	изход	sortir	изход	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
sortie	излизане	sortir	излизане	V;FEM;SG;PST;V.PTCP	N;INDF;NEUT;SG
sortie	изход	sortir	изход	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
sortie	напускане	sortir	напускане	V;FEM;SG;PST;V.PTCP	N;INDF;NEUT;SG
sortie	вън	sortir	вън	V;FEM;SG;PST;V.PTCP	ADV
sortie	навън	sortir	навън	V;FEM;SG;PST;V.PTCP	ADV
david	дейвид	david	дейвид	PROPN	PROPN;INDF;MASC;SG
david	давид	david	давид	PROPN	N;INDF;MASC;SG
loi	act	loi	act	N;FEM;SG	PROPN;INDF;MASC;SG
côté	страничен	côté	страничен	N;MASC;SG	ADJ;INDF;MASC;SG
haute	високи	haut	висок	ADJ;FEM;SG	ADJ;INDF;PL
haute	високо	haut	високо	ADJ;FEM;SG	ADV
vue	изглед	voir	изглед	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
vue	гледка	voir	гледка	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
vue	оглед	voir	оглед	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
vue	преглед	voir	преглед	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
espagne	испания	espagner	испания	N;MASC;SG	PROPN;INDF;FEM;SG
mère	мамо	mère	мамо	N;FEM;SG	INTJ
mère	майко	mère	майка	N;FEM;SG	INTJ
nombreuses	mnogo	nombreux	mnogo	ADJ;FEM;PL	PROPN;INDF;NEUT;SG
nombreuses	много	nombreux	много	ADJ;FEM;PL	ADV;INDF;PL
recherche	търси	recherche	търся	N;FEM;SG	V;IPFV;IMP;SG;3;PRS;FIN
recherche	проучвания	recherche	проучване	N;FEM;SG	N;INDF;NEUT;PL
recherche	изследвания	recherche	изследване	N;FEM;SG	N;INDF;NEUT;PL
double	двойни	double	двоен	ADJ;MASC;SG	ADJ;INDF;PL
double	двойно	double	двойно	ADJ;MASC;SG	ADV
double	дублиране	double	дублиране	ADJ;MASC;SG	N;INDF;NEUT;SG
double	дубликат	double	дубликат	ADJ;MASC;SG	N;DEF;MASC;SG
vainqueur	печеливш	vainqueur	печеливш	N;MASC;SG	ADJ;INDF;MASC;SG
réalisé	насочени	réaliser	насоча-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
réalisé	реализирани	réaliser	реализирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
existe	съществуват	exister	съществувам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
créé	създадени	créer	създам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
devant	преден	devant	преден	ADP	ADJ;INDF;MASC;SG
devant	предни	devant	преден	ADP	ADJ;INDF;PL
devant	отпред	devant	отпред	ADP	ADV
devant	фронт	devant	фронт	ADP	N;INDF;MASC;SG
devant	предна	devant	преден	ADP	ADJ;INDF;FEM;SG
écrit	пише	écrire	пиша	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
écrit	писмено	écrire	писмен	V;MASC;SG;PST;V.PTCP	ADV
écrit	писмен	écrire	писмен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
écrit	писмена	écrire	писмен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
petite	малки	petit	малък	ADJ;FEM;SG	ADJ;INDF;PL
petite	малки	petit	малък	ADJ;FEM;SG	ADJ;INDF;PL
petite	литъл	petit	литъл	ADJ;FEM;SG	N;INDF;MASC;SG
petite	малко	petit	малко	ADJ;FEM;SG	ADV;INDF;PL
petite	петит	petit	петит	ADJ;FEM;SG	N;INDF;MASC;SG
bois	дървен	bois	дървен	N;MASC;SG	ADJ;INDF;MASC;SG
bois	дърва	bois	дърво	N;MASC;SG	N;INDF;NEUT;PL
bois	дървени	bois	дървен	N;MASC;SG	ADJ;INDF;PL
bois	пийте	bois	пийта	N;MASC;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
entreprise	бизнес	entreprendre	бизнес	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
entreprise	дружество	entreprendre	дружество	V;FEM;SG;PST;V.PTCP	N;INDF;NEUT;SG
entreprise	компания	entreprendre	компания	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
entreprise	company	entreprendre	company	V;FEM;SG;PST;V.PTCP	NUM;INDF;PL
entreprise	рота	entreprendre	рота	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
entreprise	фирма	entreprendre	фирма	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
entreprise	предприятие	entreprendre	предприятие	V;FEM;SG;PST;V.PTCP	N;INDF;NEUT;SG
entreprise	ентърпрайз	entreprendre	ентърпрайз	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
entreprise	ентърпрайс	entreprendre	ентърпрайс	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
entreprise	enterprise	entreprendre	enterprise	V;FEM;SG;PST;V.PTCP	PROPN;INDF;MASC;SG
retour	назад	retour	назад	N;MASC;SG	ADV
retour	обратно	retour	обратно	N;MASC;SG	ADV
principale	основни	principal	основен	ADJ;FEM;SG	ADJ;INDF;PL
principale	главни	principal	главен	ADJ;FEM;SG	ADJ;INDF;PL
principale	директор	principal	директор	ADJ;FEM;SG	N;INDF;MASC;SG
sainte	свято	saint	свят	ADJ;FEM;SG	N;INDF;NEUT;SG
sainte	свети	saint	свет	ADJ;FEM;SG	N;INDF;MASC;SG
sainte	свята	saint	свят	ADJ;FEM;SG	N;INDF;FEM;SG
sainte	сейнт	saint	сейнт	ADJ;FEM;SG	N;INDF;MASC;SG
sainte	свети	saint	свет	ADJ;FEM;SG	N;INDF;MASC;SG
sainte	светица	saint	светица	ADJ;FEM;SG	N;INDF;FEM;SG
sainte	светец	saint	светец	ADJ;FEM;SG	N;INDF;MASC;SG
second	второ	second	втори	ADJ;MASC;SG	ADV
terme	терме	terme	терме	N;MASC;SG	PROPN;INDF;MASC;SG
connu	позната	connaître	познат	V;MASC;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
connu	известни	connaître	известен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;PL
connu	познат	connaître	познат	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
connu	известна	connaître	известен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
connu	известен	connaître	известен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
formation	тренировки	formation	тренировка	N;FEM;SG	N;INDF;FEM;PL
arts	изкуство	art	изкуство	N;MASC;PL	N;INDF;NEUT;SG
technique	технически	technique	технически	ADJ;MASC;SG	ADV
technique	техническо	technique	технически	ADJ;MASC;SG	ADV
technique	техниката	technique	техника	ADJ;MASC;SG	N;DEF;FEM;SG
technique	техника	technique	техника	ADJ;MASC;SG	N;INDF;FEM;SG
mon	мон	son	мон	DET;MASC;SG	PROPN;INDF;NEUT;SG
lorsque	когато	lorsque	когато	CONJ	ADV
lorsque	кога	lorsque	кога	CONJ	ADV
cinéma	филми	cinéma	филм	N;MASC;SG	N;INDF;MASC;PL
van	микробус	van	микробус	PROPN	N;INDF;MASC;SG
van	бус	van	бус	PROPN	N;INDF;MASC;SG
van	van	van	van	PROPN	PROPN;INDF;MASC;SG
van	ван	van	ван	PROPN	PROPN
van	вана	van	вана	PROPN	N;INDF;FEM;SG
serait	би	être	съм	V;COND;SG;3;PRS;FIN	V;IPFV;COND;SG;3;PST;FIN
œuvres	работи	œuvre	работя	N;FEM;PL	V;IPFV;IMP;SG;2;FIN
compagnie	company	compagnie	company	N;FEM;SG	NUM;INDF;PL
italien	италианец	italien	италианец	ADJ;MASC;SG	N;INDF;MASC;SG
italien	италианско	italien	италиански	ADJ;MASC;SG	ADV
championnats	първенство	championnat	първенство	N;MASC;PL	N;INDF;NEUT;SG
championnats	шампионат	championnat	шампионат	N;MASC;PL	N;INDF;MASC;SG
sources	източник	source	източник	N;FEM;PL	N;INDF;MASC;SG
parc	parc	parc	parc	N;MASC;SG	PROPN;INDF;MASC;SG
parc	park	parc	park	N;MASC;SG	ADJ
moyenne	среден	moyenne	среден	N;FEM;SG	ADJ;INDF;MASC;SG
moyenne	средно	moyenne	средно	N;FEM;SG	ADV
moyenne	средна	moyenne	среден	N;FEM;SG	ADJ;INDF;FEM;SG
moyenne	среден	moyenne	среден	N;FEM;SG	ADJ;INDF;MASC;SG
moyenne	средни	moyenne	среден	N;FEM;SG	ADJ;INDF;PL
moyenne	средно	moyenne	средно	N;FEM;SG	ADV
succès	успехи	succès	успех	N;MASC;SG	N;INDF;MASC;PL
succès	успехите	succès	успех	N;MASC;SG	N;DEF;MASC;PL
succès	успехи	succès	успех	N;MASC;SG	N;INDF;MASC;PL
martin	мартин	martin	мартин	PROPN	PROPN;INDF;MASC;SG
martin	martin	martin	martin	PROPN	PROPN;INDF;MASC;SG
claude	клод	claude	клод	N;MASC;SG	PROPN;INDF;MASC;SG
moyen	средни	moyen	среден	ADJ;MASC;SG	ADJ;INDF;PL
moyen	средно	moyen	средно	ADJ;MASC;SG	ADV
moyen	средно	moyen	средно	ADJ;MASC;SG	ADV
san	сан	san	сан	PROPN	PROPN;INDF;MASC;SG
notre	нашите	son	наш	DET;MASC;SG	DET;DEF;PL;1
bon	добро	bon	добър	ADJ;MASC;SG	ADV
bon	добре	bon	добре	ADJ;MASC;SG	ADV
voix	гласове	voix	глас	N;FEM;SG	N;INDF;MASC;PL
voix	гласове	voix	глас	N;FEM;SG	N;INDF;MASC;PL
voix	вокали	voix	вокал	N;FEM;SG	N;INDF;MASC;PL
rouge	ред	rouge	ред	ADJ;MASC;SG	N;INDF;MASC;SG
rouge	червени	rouge	червен	ADJ;MASC;SG	ADJ;INDF;PL
rouge	червено	rouge	червено	ADJ;MASC;SG	ADV
rouge	руж	rouge	руж	ADJ;MASC;SG	N;INDF;MASC;SG
pont	понт	pont	понт	N;MASC;SG	PROPN;INDF;FEM;SG
libre	свободно	libre	свободно	ADJ;MASC;SG	ADV
libre	свободни	libre	свободен	ADJ;MASC;SG	ADJ;INDF;PL
libre	безплатни	libre	безплатен	ADJ;MASC;SG	ADJ;INDF;PL
libre	безплатно	libre	безплатно	ADJ;MASC;SG	ADV
libre	либре	libre	либре	ADJ;MASC;SG	N;INDF;MASC;SG
air	въздушно	air	въздушен	N;MASC;SG	ADV
sein	гърди	sein	гръд	N;MASC;SG	N;INDF;FEM;PL
milieu	средна	milieu	среден	N;MASC;SG	ADJ;INDF;FEM;SG
milieu	среден	milieu	среден	N;MASC;SG	ADJ;INDF;MASC;SG
milieu	средни	milieu	среден	N;MASC;SG	ADJ;INDF;PL
milieu	средно	milieu	средно	N;MASC;SG	ADV
milieu	полузащитник	milieu	полузащитник	N;MASC;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
belgique	белгия	belgique	белгия	ADJ;MASC;SG	PROPN;INDF;FEM;SG
belgique	belgique	belgique	belgique	ADJ;MASC;SG	PROPN;INDF;MASC;SG
grands	голямо	grand	голям	ADJ;MASC;PL	ADV
grands	голям	grand	голям	ADJ;MASC;PL	ADJ;INDF;MASC;SG
grands	голяма	grand	голям	ADJ;MASC;PL	ADJ;INDF;FEM;SG
georges	джордж	george	джордж	N;MASC;SG	PROPN;INDF;MASC;SG
georges	жорж	george	жорж	N;MASC;SG	PROPN;INDF;MASC;SG
blanc	бяла	blanc	бял	N;MASC;SG	ADJ;INDF;FEM;SG
blanc	бели	blanc	бял	N;MASC;SG	ADJ;INDF;PL
blanc	бял	blanc	бял	N;MASC;SG	ADJ;INDF;MASC;SG
blanc	бяло	blanc	бял	N;MASC;SG	ADV
blanc	празно	blanc	празен	N;MASC;SG	ADV
blanc	празен	blanc	празен	N;MASC;SG	ADJ;INDF;MASC;SG
blanc	празна	blanc	празная-(се)	N;MASC;SG	ADJ;INDF;FEM;SG
gauche	ляво	gauche	ляв	ADJ;MASC;SG	ADV
gauche	ляв	gauche	ляв	ADJ;MASC;SG	N;INDF;MASC;SG
gauche	наляво	gauche	наляво	ADJ;MASC;SG	ADV
travaux	работа	travail	работа	N;MASC;PL	N;INDF;FEM;SG
travaux	труд	travail	труд	N;MASC;PL	N;INDF;MASC;SG
travaux	работи	travail	работя	N;MASC;PL	V;IPFV;IMP;SG;2;FIN
travaux	работи	travail	работя	N;MASC;PL	V;IPFV;IMP;SG;2;FIN
donne	дай	donner	дам-(се)	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
passe	пропуски	passer	пропуски	V;IND;SG;3;PRS;FIN	N;INDF;MASC;PL
passe	проходи	passer	проходя	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
passe	пропуск	passer	пропуск	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
passe	мине	passer	мина-(се)	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
passe	пас	passer	пас	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
passe	преминаване	passer	преминаване	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
produit	продукт	produire	продукт	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
produit	продукти	produire	продукт	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;PL
aide	помощи	aide	помощ	N;FEM;SG	N;INDF;FEM;PL
action	действия	action	действие	N;FEM;SG	N;INDF;NEUT;PL
andré	андре	andré	андре	PROPN	PROPN;INDF;MASC;SG
andré	андре	andré	андре	PROPN	PROPN;INDF;MASC;SG
andré	андрю	andré	андрю	PROPN	PROPN;INDF;MASC;SG
font	шрифт	faire	шрифт	V;IND;PL;3;PRS;FIN	N;INDF;MASC;SG
réseau	мрежови	réseau	мрежов	N;MASC;SG	ADJ;INDF;PL
réseau	мрежова	réseau	мрежов	N;MASC;SG	ADJ;INDF;FEM;SG
utilisé	използвани	utiliser	използвам	V;MASC;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
victoire	победи	victoire	победа	N;FEM;SG	N;INDF;FEM;PL
victoire	печеля	victoire	печеля	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
