panel	چھاج.	panel	چھاج.	N;NOM;MASC;SG	
ciemno	تاریکی.	ciemno	تاریکی.	ADV	PROPN;NOM;MASC;SG;3
ciemno	جہالت.	ciemno	جہالت.	ADV	V;IPFV;MASC;SG;V.PTCP;ACT
ciemno	غصیل	ciemno	غصیل	ADV	PROPN;NOM;MASC;SG;3
ciemno	منحوس	ciemno	منحوس	ADV	N;SG
ciemno	خفیہ	ciemno	خفیہ	ADV	N;NOM;MASC;SG;3
ciemno	افسردہ	ciemno	افسردہ	ADV	ADJ
ciemno	رنجیدہ	ciemno	رنجیدہ	ADV	ADJ
ciemno	نامعلوم	ciemno	نامعلوم	ADV	ADJ
ciemno	ظلمت	ciemno	ظلمت	ADV	N;NOM;FEM;SG;3
ciemno	فاسد	ciemno	فاسد	ADV	N;NOM;MASC;SG;3
ciemno	رات	ciemno	رات	ADV	N;NOM;FEM;SG;3
ciemno	بپھرا	ciemno	بپھرا	ADV	PROPN;NOM;MASC;SG;3
ciemno	بگڑا	ciemno	بگڑا	ADV	V;PFV;MASC;SG;V.PTCP;ACT
ciemno	سیاہی	ciemno	سیاہی	ADV	N;NOM;MASC;SG;3
ciemno	بد	ciemno	بد	ADV	N;NOM;MASC;SG;3
ciemno	نابلد	ciemno	نابلد	ADV	ADJ
ciemno	غضبناک	ciemno	غضبناک	ADV	
ciemno	پراسرار	ciemno	پراسرار	ADV	ADJ
ciemno	تاریکی	ciemno	تاریکی	ADV	ADJ
ciemno	بعید	ciemno	بعید	ADV	PROPN;NOM;MASC;SG;3
automatyczny	(	automatyczny	(	ADJ;NOM;MASC;SG	
automatyczny	مشین	automatyczny	مشین	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
terytorialna	عملداری.	terytorialny	عملداریؤ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
strike	پانا	strik	پانا		V;SG;NFIN;ACT
strike	سوجھنا-	strik	سوجھنا		PROPN;NOM;MASC;SG;3
strike	ٹکرانا	strik	ٹکرانا		V;MASC;SG;NFIN;ACT
reaguje	مقابل.	reagować	مقابل_بیت	V;IPFV;IND;SG;3;PRS;FIN;ACT	
rozbieżności	فرق	rozbieżność	فرق	N;GEN;FEM;SG	N;ACC;MASC;SG;3
rozbieżności	اختلاف	rozbieżność	اختلاف	N;GEN;FEM;SG	N;NOM;MASC;SG;3
bydło	بیوقوف	bydło	بیوقوف	N;NOM;NEUT;SG	
radialna	شعاعی.	radialny	شعاعی.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ulec	دبنا	ulec	دبنا	V;PFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
różnorodności	تنوع	różnorodność	تنوع	N;GEN;FEM;SG	N;NOM;MASC;SG;3
różnorodności	مختلف	różnorodność	مختلف	N;GEN;FEM;SG	ADJ
motyle	اڑانے	motyl	اڑانہ	N;NOM;MASC;PL	V;NFIN
bariery	حائل	bariera	حائل	N;ACC;FEM;PL	ADJ
duszę	روح	dusza	روح	N;ACC;FEM;SG	N;NOM;MASC;SG;3
trance	سرمستی.	tranka	سرمستی.		PROPN;NOM;MASC;SG;3
gong	بِلّا.	gong	بِلّا.		PROPN;NOM;MASC;SG;3
gong	تمغا	gong	تمغا		N;NOM;MASC;SG;3
oryginał	فطری.	oryginał	فطری.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
oryginał	تخلیقی	oryginał	تخلیقی	N;ACC;MASC;SG	ADJ
oryginał	نیا	oryginał	نیا	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
oryginał	انوکھا	oryginał	انوکھا	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
oryginał	بدیعی	oryginał	بدیعی	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
postępy	ترقی	postęp	ترقی	N;NOM;MASC;PL	N;NOM;FEM;SG;3
bóstwo	اُلوہیت	bóstwo	اُلوہیت	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
bóstwo	خدا.	bóstwo	خدا.	N;NOM;NEUT;SG	
rozróżnienie	امتیاز.	rozróżnienie	امتیاز.	N;NOM;NEUT;SG	ADJ;NOM
rozróżnienie	عرفیت	rozróżnienie	عرفیت	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
rozróżnienie	بڑائی	rozróżnienie	بڑائی	N;NOM;NEUT;SG	V;PFV;FEM;SG;V.PTCP;ACT
rozróżnienie	امتیاز.	rozróżnienie	امتیاز.	N;NOM;NEUT;SG	ADJ;NOM
rozróżnienie	عرفیت	rozróżnienie	عرفیت	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
rozróżnienie	بڑائی	rozróżnienie	بڑائی	N;NOM;NEUT;SG	V;PFV;FEM;SG;V.PTCP;ACT
rozróżnienie	فرق	rozróżnienie	فرق	N;NOM;NEUT;SG	N;ACC;MASC;SG;3
wierności	وثوق	wierność	وثوق	N;GEN;FEM;SG	
zatrzymanie	حراست.	zatrzymać	حراست.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
zatrzymanie	روکنے	zatrzymać	روک	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;ACC;NFIN
okaz	پیشاب.	okaz	پیشاب.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
okaz	پیشاب.	okaz	پیشاب.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
okaz	نمونہ	okaz	نمونہ	N;NOM;MASC;SG	ADJ
korzeń	in	korzeń	in	N;NOM;MASC;SG	
korzeń	out	korzeń	out	N;NOM;MASC;SG	
korzeń	پختہ-	korzeń	پختہ-	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
korzeń	قائم	korzeń	قائم	N;NOM;MASC;SG	ADJ
korzeń	(	korzeń	(	N;NOM;MASC;SG	
korzeń	تہ.	korzeń	تہ.	N;NOM;MASC;SG	
korzeń	تلپٹ	korzeń	تلپٹ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
korzeń	مُول	korzeń	مُول	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
korzeń	in	korzeń	in	N;NOM;MASC;SG	
korzeń	out	korzeń	out	N;NOM;MASC;SG	
korzeń	پختہ-	korzeń	پختہ-	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
korzeń	قائم	korzeń	قائم	N;NOM;MASC;SG	ADJ
korzeń	(	korzeń	(	N;NOM;MASC;SG	
korzeń	تہ.	korzeń	تہ.	N;NOM;MASC;SG	
korzeń	اصل	korzeń	اصل	N;NOM;MASC;SG	ADJ
korzeń	تلپٹ	korzeń	تلپٹ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
botaniki	مرینہ	botanik	مرینہ		PROPN;NOM;MASC;SG;3
botaniki	تولید	botanik	تولید		N;NOM;MASC;SG;3
botaniki	تقسیم	botanik	تقسیم		N;NOM;FEM;SG;3
botaniki	ماحول	botanik	ماحول		N;NOM;MASC;SG;3
botaniki	نباتیات	botanik	نباتی		PROPN;NOM;MASC;PL;3
botaniki	تولید	botanik	تولید		N;NOM;MASC;SG;3
botaniki	تقسیم	botanik	تقسیم		N;NOM;FEM;SG;3
botaniki	ماحول	botanik	ماحول		N;NOM;MASC;SG;3
rzuca	افسردگی	rzucać	افسردگی	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG;3
rzuca	الکساہٹ	rzucać	الکساہٹ	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
rzuca	ماندگی	rzucać	ماندگی	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;SG;3
refleksji	اشعاع	refleksja	اشعاع		N;NOM;MASC;SG;3
refleksji	upon	refleksja	upon		PROPN;NOM;MASC;SG;3
refleksji	پرتو	refleksja	پرتو		N;NOM;MASC;SG;3
modyfikacja	تبدّل.	modyfikacja	تبدّل.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
modyfikacja	تعدیل.	modyfikacja	تعدیل.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
modyfikacja	تبدّل.	modyfikacja	تبدّل.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
modyfikacja	تعدیل.	modyfikacja	تعدیل.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
czuję	احساس	czuć	احساس	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;MASC;SG;3
zarzutu	التماس.	zarzut	التماس.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
zarzutu	استدعا	zarzut	استدعا	N;GEN;MASC;SG	N;NOM;MASC;SG;3
zarzutu	عرضداشت	zarzut	عرضداشت	N;GEN;MASC;SG	N;NOM;MASC;SG;3
współpracować	غداری	współpracować	غداری	V;IPFV;NFIN;ACT	N;NOM;MASC;SG;3
wapiennych	آہکی.	wapienny	آہکی.	ADJ;GEN;MASC;PL	PROPN;NOM;MASC;SG;3
vice	شکنجہ.	vice	شکنجہ.		PROPN;NOM;MASC;SG;3
vice	فسق	vice	فسق		N;NOM;MASC;SG;3
vice	عیب	vice	عیب		N;NOM;MASC;SG;3
vice	بدی	vice	بدی		PROPN;NOM;MASC;SG;3
naprawa	شہرت	naprawa	شہرت		N;NOM;FEM;SG;3
naprawa	سدھارنا	naprawa	سدھار		V;MASC;SG;NFIN;ACT
naprawa	رجوع	naprawa	رجوع		N;NOM;MASC;SG;3
naprawa	رسائی	naprawa	رسائی		N;NOM;MASC;SG;3
naprawa	مرجع	naprawa	مرجع		N;NOM;MASC;SG;3
naprawa	مقبولیت	naprawa	مقبولیت		N;NOM;MASC;SG;3
pragnienie	ہوس.	pragnienie	ہوس.	N;NOM;NEUT;SG	
pragnienie	تمنا	pragnienie	تمنا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
pragnienie	ہوس.	pragnienie	ہوس.	N;NOM;NEUT;SG	
pragnienie	تمنا	pragnienie	تمنا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
pragnienie	تشنہ.	pragnienie	تشنہ.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
pragnienie	سوکھا	pragnienie	سوکھ	N;NOM;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
pragnienie	تشنہ.	pragnienie	تشنہ.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
pragnienie	پیاسا	pragnienie	پیاسا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
pragnienie	سوکھا	pragnienie	سوکھ	N;NOM;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
pragnienie	تشنگی.	pragnienie	تشنگی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
pragnienie	ہوس.	pragnienie	ہوس.	N;NOM;NEUT;SG	
pragnienie	پیاس	pragnienie	پیاس	N;NOM;NEUT;SG	V;SG;ACT
pragnienie	تشنگی.	pragnienie	تشنگی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
pragnienie	ہوس.	pragnienie	ہوس.	N;NOM;NEUT;SG	
pragnienie	ہُڑک	pragnienie	ہُڑک	N;NOM;NEUT;SG	
pragnienie	طلب.	pragnienie	طلب.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
skłonność	میلان.	skłonność	میلان.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
skłonność	اُریبی.	skłonność	اُریبی.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
skłonność	ڈھالو	skłonność	ڈھالو	N;NOM;FEM;SG	
opóźnienia	تاخیرکرنا	opóźnienie	تاخیرکرنا	N;NOM;NEUT;SG	ADJ
opóźnienia	التوا.	opóźnienie	التوا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
opóźnienia	تاخیرکرنا	opóźnienie	تاخیرکرنا	N;NOM;NEUT;SG	ADJ
opóźnienia	التوا.	opóźnienie	التوا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
opóźnienia	تعویق	opóźnienie	تعویق	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
roszczenia	اِدّعا	roszczenie	اِدّعا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
afera	غیبت.	afera	غیبت.	N;NOM;FEM;SG	ADJ
afera	آشنائی.	afera	آشنائی.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
afera	حالات-	afera	حالات-	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
afera	آشنائی.	afera	آشنائی.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
afera	حالات-	afera	حالات-	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
afera	امر	afera	امر	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
morale	تنظیم	moral	تنظیم		N;NOM;FEM;SG;3
morale	حوصلے	moral	حوصلہ		N;NOM;MASC;SG;3
grozy	لرزہ.	gróz	لرزہ.		PROPN;NOM;MASC;SG;3
grozy	افسردگی	gróz	افسردگی		N;NOM;FEM;SG;3
duchowej	شائستہ	duchowy	شائستہ	ADJ;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
duchowej	حسّاس	duchowy	حسّاس	ADJ;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
duchowej	وہبی.	duchowy	وہبی.	ADJ;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
duchowej	قلبی	duchowy	قلبی	ADJ;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
duchowej	مقدّس	duchowy	مقدل	ADJ;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
meteoryt	شہابیہ	meteoryt	شہابیہ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
sekretarka	دبیر.	sekretarka	دبیر.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dłoń	to	dłoń	to	N;NOM;FEM;SG	
dłoń	عقرب.	dłoń	عقرب.	N;NOM;FEM;SG	
dłoń	پکڑانا	dłoń	پکڑانا	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
dłoń	اقرار.	dłoń	اقرارؤ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dłoń	وسیلہ	dłoń	وسیلہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
gospel	انجیل.	gospel	انجیل.		PROPN;NOM;MASC;SG;3
podnieść	off	podnieść	off	V;PFV;NFIN;ACT	
podnieść	(	podnieść	(	V;PFV;NFIN;ACT	
podnieść	موافق	podnieść	موافق	V;PFV;NFIN;ACT	ADJ
podnieść	مقدار	podnieść	مقدار	V;PFV;NFIN;ACT	N;NOM;MASC;SG;3
podnieść	اٹھانا.	podnieść	اٹھا	V;PFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
podnieść	اگانا-	podnieść	اگانا-	V;PFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
podnieść	اگھانا	podnieść	اگھا	V;PFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
podnieść	(	podnieść	(	V;PFV;NFIN;ACT	
tłumacza	مترجم	tłumacz	مترجم		PROPN;NOM;MASC;SG;3
tłumacza	ترجمان	tłumacz	ترجمان		N;NOM;MASC;SG;3
płodu	جنینی	płód	جنینی	N;GEN;MASC;SG	ADJ
płodu	جنین	płód	جنین	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
wiarygodności	شہرت	wiarygodność	شہرت	N;GEN;FEM;SG	N;NOM;FEM;SG;3
wiarygodności	مرتبہ	wiarygodność	مرتبہ	N;GEN;FEM;SG	N;NOM;MASC;SG;3
wiarygodności	معتبر	wiarygodność	معتبر	N;GEN;FEM;SG	ADJ
wiarygodności	اعتبار	wiarygodność	اعتبار	N;GEN;FEM;SG	N;NOM;MASC;SG;3
ilustrator	نقّاش	ilustrator	نقّاش	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
wtórne	ثانوی	wtórny	ثانوی		ADJ
interfejsu	ملانا.	interfejs	ملانا.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
dziura	رستہ	dziura	رستہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziura	کٹیا	dziura	کٹیا	N;NOM;FEM;SG	
dziura	تکیہ	dziura	تکیہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziura	سوراخ.	dziura	سوراخ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziura	کٹھڑیا.	dziura	کٹھڑیا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziura	چھید	dziura	چھید	N;NOM;FEM;SG	
dziura	رستہ	dziura	رستہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziura	کٹیا	dziura	کٹیا	N;NOM;FEM;SG	
dziura	تکیہ	dziura	تکیہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziura	سوراخ.	dziura	سوراخ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dziura	کٹھڑیا.	dziura	کٹھڑیا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
inicjator	بانی	inicjator	بانی	N;NOM;MASC;SG	ADJ
dojrzałość	بلوغ	dojrzałość	بلوغ	N;NOM;FEM;SG	
dojrzałość	بلوغ	dojrzałość	بلوغ	N;NOM;FEM;SG	
apokalipsy	القا	apokalipsa	القا		PROPN;NOM;MASC;SG;3
apokalipsy	وحی	apokalipsa	وحی		N;NOM;MASC;SG;3
zaznaczone	نمایاں.	zaznaczyć	نمایاں.	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
profit	بھلائی	profit	بھلائی		N;NOM;FEM;SG;3
profit	سود.	profit	سود.		PROPN;NOM;MASC;SG;3
profit	بھلائی	profit	بھلائی		N;NOM;FEM;SG;3
profit	فائدہ	profit	فائدہ		N;NOM;MASC;SG;3
profit	یافت	profit	یافت		PROPN;NOM;MASC;SG;3
profit	نفع	profit	نفع		N;NOM;MASC;SG;3
profit	سود.	profit	سود.		PROPN;NOM;MASC;SG;3
zmierzchu	انحطاط	zmierzch	انحطاط	N;GEN;MASC;SG	N;NOM;MASC;SG;3
zmierzchu	جُھٹپٹا	zmierzch	جُھٹپٹا	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
zmierzchu	زوال	zmierzch	زوال	N;GEN;MASC;SG	N;NOM;MASC;SG;3
zmierzchu	تباہی.	zmierzch	تباہی.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
zmierzchu	اندھیرا.	zmierzch	اندھیرا.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
zmierzchu	سایہ	zmierzch	سایہ	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
tłuszczu	تیلیا	tłuszcz	تیلیا	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
tłuszczu	قلیل	tłuszcz	قلیل	N;GEN;MASC;SG	
tłuszczu	روغنی	tłuszcz	روغنی	N;GEN;MASC;SG	ADJ
tłuszczu	چرب.	tłuszcz	چرب.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
tłuszczu	چربیلا.	tłuszcz	چربیلا.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
tłuszczu	زرخیز	tłuszcz	زرخیز	N;GEN;MASC;SG	ADJ
tłuszczu	چکنا	tłuszcz	چکنا	N;GEN;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
tłuszczu	فراواں	tłuszcz	فراواں	N;GEN;MASC;SG	
tłuszczu	مقتدر	tłuszcz	مقتدر	N;GEN;MASC;SG	ADJ
tłuszczu	موٹا	tłuszcz	موٹا	N;GEN;MASC;SG	ADJ;NOM;MASC;SG
tłuszczu	تیلیا	tłuszcz	تیلیا	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
tłuszczu	قلیل	tłuszcz	قلیل	N;GEN;MASC;SG	
tłuszczu	روغنی	tłuszcz	روغنی	N;GEN;MASC;SG	ADJ
tłuszczu	چرب.	tłuszcz	چرب.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
tłuszczu	فربہ	tłuszcz	فربہ	N;GEN;MASC;SG	
tłuszczu	چربیلا.	tłuszcz	چربیلا.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
tłuszczu	زرخیز	tłuszcz	زرخیز	N;GEN;MASC;SG	ADJ
tłuszczu	چکنا	tłuszcz	چکنا	N;GEN;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
tłuszczu	فراواں	tłuszcz	فراواں	N;GEN;MASC;SG	
tłuszczu	مقتدر	tłuszcz	مقتدر	N;GEN;MASC;SG	ADJ
tłuszczu	چربی	tłuszcz	چربی	N;GEN;MASC;SG	N;NOM;FEM;SG;3
następstwa	ماحاصل	następstwo	ماحاصل	N;NOM;NEUT;PL	
następstwa	شاخسانہ-	następstwo	شاخسانہ-	N;NOM;NEUT;PL	ADJ
krytyczny	نقاد	krytyczny	نقاد	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
krytyczny	تنقیدی.	krytyczny	تنقیدی.	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
degradacji	تنّزل	degradacja	تنّزل	N;DAT;FEM;SG	PROPN;NOM;MASC;SG;3
degradacji	تذلیل	degradacja	تذلیل	N;DAT;FEM;SG	N;NOM;MASC;SG;3
degradacji	تنّزل	degradacja	تنّزل	N;DAT;FEM;SG	PROPN;NOM;MASC;SG;3
dona	محبوبہ.	dona	محبوبہ.		PROPN;NOM;MASC;SG;3
dona	عورت	dona	عورت		N;NOM;MASC;SG;3
zapłacić	انعام	zapłacić	انعام	V;PFV;NFIN;ACT	N;NOM;MASC;SG;3
zapłacić	انعام	zapłacić	انعام	V;PFV;NFIN;ACT	N;NOM;MASC;SG;3
zapłacić	تنخواہ	zapłacić	تنخواہ	V;PFV;NFIN;ACT	N;NOM;MASC;SG;3
opanowanie	حاکمی.	opanować	حاکمی.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
opanowanie	قدرت.	opanować	قدرت.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
opanowanie	راج	opanować	راج	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
opanowanie	ٹھہرائو.	opanować	ٹھہرائو.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;MASC;SG;V.PTCP;ACT
opanowanie	اعتدال	opanować	اعتدال	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ
łagodne	کمزور	łagodny	کمزور		ADJ
łagodne	جوش	łagodny	جوش		N;NOM;MASC;SG;3
łagodne	سزا	łagodny	سزا		N;NOM;MASC;SG;3
łagodne	بردبار.	łagodny	بردبار.		PROPN;NOM;MASC;SG;3
łagodne	بیماری	łagodny	بیماری		N;NOM;FEM;SG;3
łagodne	دبّو	łagodny	دبّو		PROPN;NOM;MASC;SG;3
łagodne	کمزور	łagodny	کمزور		ADJ
łagodne	جوش	łagodny	جوش		N;NOM;MASC;SG;3
łagodne	ہلکا	łagodny	ہلکا		ADJ;NOM;MASC;SG
łagodne	سزا	łagodny	سزا		N;NOM;MASC;SG;3
łagodne	بردبار.	łagodny	بردبار.		PROPN;NOM;MASC;SG;3
łagodne	بیماری	łagodny	بیماری		N;NOM;FEM;SG;3
łagodne	دبّو	łagodny	دبّو		PROPN;NOM;MASC;SG;3
łagodne	موافق	łagodny	موافق		ADJ
łagodne	شفیق.	łagodny	شفیق.		PROPN;NOM;MASC;SG;3
łagodne	حلیم	łagodny	حلیم		ADJ
łagodne	مفید.	łagodny	مفید.		PROPN;NOM;MASC;SG;3
łagodne	مبارک	łagodny	مبارک		PROPN;NOM;MASC;SG;3
sap	توانائی	sap	توانائی		N;NOM;FEM;SG;3
sap	سونٹا	sap	سونٹا		PROPN;NOM;MASC;SG;3
sap	سنٹی	sap	سنٹی		N;NOM;MASC;SG;3
koordynacji	مطابقت	koordynacja	مطابقت	N;GEN;FEM;SG	ADP
koordynacji	تطبیق	koordynacja	تطبیق	N;GEN;FEM;SG	N;NOM;MASC;SG;3
przewoźnika	ڈھونے	przewoźnik	ڈھو	N;ACC;MASC;SG	V;NFIN;ACT
przewoźnika	واسطہ.	przewoźnik	واسطہ.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
przewoźnika	باردار	przewoźnik	باردار	N;ACC;MASC;SG	ADJ
przewoźnika	حمّال.	przewoźnik	حمّال.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
przewoźnika	حامل	przewoźnik	حامل	N;ACC;MASC;SG	ADJ
przewoźnika	aircraft-carrier	przewoźnik	aircraft-carrier	N;ACC;MASC;SG	ADJ
wesoła	آمادہ	wesoły	آمادہ	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
wesoła	شادمان	wesoły	شادمان	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
przełyku	حلق.	przełyk	حلق.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
minus	نقصان.	minus	نقصان.		PROPN;NOM;MASC;SG;3
minus	تفریقی.	minus	تفریقی.		PROPN;NOM;MASC;SG;3
minus	بغیر	minus	بغیر		PART;NEG
minus	گھاٹا	minus	گھاٹا		V;PFV;MASC;SG;V.PTCP;ACT
minus	خسارہ	minus	خسارہ		N;NOM;MASC;SG;3
minus	نقصان.	minus	نقصان.		PROPN;NOM;MASC;SG;3
minus	تفریقی.	minus	تفریقی.		PROPN;NOM;MASC;SG;3
minus	بغیر	minus	بغیر		PART;NEG
minus	گھاٹا	minus	گھاٹا		V;PFV;MASC;SG;V.PTCP;ACT
minus	منفی	minus	منفی		ADJ
minus	خسارہ	minus	خسارہ		N;NOM;MASC;SG;3
lecznicze	مادّہ	leczniczy	مادّہ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
organizatora	بستہ	organizator	بستہ	N;ACC;MASC;SG	
daisy	مثالی.	dais	مثالی.		PROPN;NOM;MASC;SG;3
daisy	منتخب	dais	منتخب		ADJ
kobiecy	نسائی	kobiecy	نسائی	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kobiecy	نسائی	kobiecy	نسائی	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
streszczenie	رسمی	streszczenie	رسمی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ
akcent	نبرہ	akcent	نبرہ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
miś	بھالو	miś	بھالو	N;NOM;MASC;SG	
miś	بوجھ	miś	بوجھ	N;NOM;MASC;SG	V;ACT
miś	جننا	miś	جننا	N;NOM;MASC;SG	
miś	بھالو	miś	بھالو	N;NOM;MASC;SG	
miś	بھوگنا	miś	بھوگ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
miś	بوجھ	miś	بوجھ	N;NOM;MASC;SG	V;ACT
senna	سنا	senna	سنا	ADJ;NOM;FEM;SG	V;ACT
wahania	تأمّل	wahanie	تأمّل		PROPN;NOM;MASC;SG;3
wahania	تغیرتبدل	wahanie	تغیرتبدل		PROPN;NOM;MASC;SG;3
nerki	گُردہ.	nerka	گُردہ.		PROPN;NOM;MASC;SG;3
nerki	طبیعت	nerka	طبیعت		N;NOM;MASC;SG;3
nerki	مزاج	nerka	مزاج		N;NOM;MASC;SG;3
nerki	کردار	nerka	کردار		N;NOM;MASC;SG;3
maszt	بتولا	mieć	بتولا	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
maszt	اسطوانہ.	mieć	اسطوانہ.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
dyrektywy	ہدایتی	dyrektywa	ہدایتی	N;ACC;FEM;SG	ADJ;NOM
guz	سلعہ.	guz	سلعہ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
