категорія	catégories	категорія	catégorie	N;INAN;NOM;FEM;SG	N;FEM;PL
свої	sa	свій	son	DET;NOM;PL;REFL	DET;FEM;SG
свої	son	свій	son	DET;NOM;PL;REFL	DET;MASC;SG
університет	universitaire	університет	universitaire	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
відомий	célèbres	відомий	célèbre	ADJ;NOM;MASC;SG	ADJ;MASC;PL
микола	nikolaï	микола	nikolaï	PROPN;ANIM;NOM;MASC;SG	PROPN
микола	mikołaj	микола	mikołaj	PROPN;ANIM;NOM;MASC;SG	PROPN
микола	nikolaï	микола	nikolaï	PROPN;ANIM;NOM;MASC;SG	PROPN
микола	nicolai	микола	nicolai	PROPN;ANIM;NOM;MASC;SG	PROPN
микола	nikolaï	микола	nikolaï	PROPN;ANIM;NOM;MASC;SG	PROPN
микола	mykola	микола	mykola	PROPN;ANIM;NOM;MASC;SG	PROPN
італії	italie	італія	italie	PROPN;INAN;GEN;FEM;SG	PROPN
євро	euros	євро	euro	PROPN;INAN;NOM;NEUT;SG	N;MASC;PL
євро	euro	євро	euro	PROPN;INAN;NOM;NEUT;SG	N;MASC;SG
далі	prochain	далі	prochain	ADV	ADJ;MASC;SG
далі	suivante	далі	suivant	ADV	ADJ;FEM;SG
далі	suivant	далі	suivre	ADV	V;PRS;V.PTCP
далі	prochaine	далі	prochain	ADV	ADJ;FEM;SG
далі	next	далі	next	ADV	
знову	again	знову	again	ADV	V
стали	devenu	стати	devenir	V;PFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
стали	devenue	стати	devenir	V;PFV;IND;PL;PST;FIN	V;FEM;SG;PST;V.PTCP
стали	devint	стати	devenir	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN
одна	un	один	un	NUM;NOM;FEM	PRO;MASC;SG
одна	une	один	un	NUM;NOM;FEM	DET;INDF;FEM;SG
одна	one	один	one	NUM;NOM;FEM	PROPN
хто	qui	хто	qui	PRO;ANIM;NOM;MASC;SG	PRO
хто	oms	хто	om	PRO;ANIM;NOM;MASC;SG	N;MASC;SG
хто	who	хто	who	PRO;ANIM;NOM;MASC;SG	PROPN
звання	grades	звання	grade	N;INAN;NOM;NEUT;SG	N;MASC;PL
звання	rangs	звання	rang	N;INAN;NOM;NEUT;SG	N;MASC;PL
звання	classer	звання	classer	N;INAN;NOM;NEUT;SG	V;NFIN
помер	morts	померти	mourir	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
помер	dead	померти	dead	V;PFV;MASC;IND;SG;PST;FIN	N;MASC;SG
польщі	pologne	польща	pologne	PROPN;INAN;GEN;FEM;SG	N;FEM;SG
львів	lviv	львів	lviv	PROPN;INAN;NOM;MASC;SG	PROPN
новий	nouvelles	новий	nouveau	ADJ;NOM;MASC;SG	ADJ;FEM;PL
новий	nouveaux	новий	nouveau	ADJ;NOM;MASC;SG	ADJ;MASC;PL
новий	nouveautés	новий	nouveauté	ADJ;NOM;MASC;SG	N;FEM;PL
зір	vision	зір	vision	N;INAN;NOM;FEM;PL	N;FEM;SG
великий	big	великий	big	ADJ;NOM;MASC;SG	INTJ
великий	super	великий	super	ADJ;NOM;MASC;SG	ADV
залізниця	railroad	залізниця	railroad	N;INAN;NOM;FEM;SG	PROPN
залізниця	ferroviaire	залізниця	ferroviaire	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
залізниця	ferroviaire	залізниця	ferroviaire	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
північ	minuit	північ	minuit	N;INAN;NOM;FEM;SG	PROPN
північ	midnight	північ	midnight	N;INAN;NOM;FEM;SG	PROPN
більшість	most	більшість	most	N;INAN;NOM;FEM;SG	PROPN
більшість	majoritaire	більшість	majoritaire	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
більшість	majoritaires	більшість	majoritaire	N;INAN;NOM;FEM;SG	ADJ;MASC;PL
народження	naître	народження	naître	N;INAN;NOM;NEUT;SG	V;NFIN
народження	né	народження	naître	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
народження	née	народження	naître	N;INAN;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
народження	born	народження	born	N;INAN;NOM;NEUT;SG	PROPN
інформація	infos	інформація	info	N;INAN;NOM;FEM;SG	N;FEM;PL
інформація	informations	інформація	information	N;INAN;NOM;FEM;SG	N;FEM;PL
інформація	infos	інформація	info	N;INAN;NOM;FEM;SG	N;FEM;PL
інформація	renseignements	інформація	renseignement	N;INAN;NOM;FEM;SG	N;MASC;PL
дослідження	recherches	дослідження	recherche	N;INAN;NOM;NEUT;SG	N;FEM;PL
дослідження	etudes	дослідження	etude	N;INAN;NOM;NEUT;SG	N;FEM;PL
дослідження	études	дослідження	étude	N;INAN;NOM;NEUT;SG	N;FEM;PL
комуни	commune	комуна	commune	N;INAN;NOM;FEM;PL	N;FEM;SG
приблизно	env	приблизно	env	ADV	N;MASC;SG
багатьох	nombreux	багато	nombreux	DET;ACC	ADJ;MASC;PL
багатьох	beaucoup	багато	beaucoup	DET;ACC	ADV
багатьох	nombreuses	багато	nombreux	DET;ACC	ADJ;FEM;PL
багатьох	plusieurs	багато	plusieurs	DET;ACC	PRO;PL
велика	big	великий	big	ADJ;NOM;FEM;SG	INTJ
велика	magna	великий	magner	ADJ;NOM;FEM;SG	PROPN
людини	humains	людина	humain	N;ANIM;NOM;FEM;SG	ADJ;MASC;PL
рід	reid	рід	reid	N;INAN;NOM;MASC;SG	PROPN
рід	roseaux	рід	roseau	N;INAN;NOM;MASC;SG	N;MASC;PL
рід	reed	рід	reedre	N;INAN;NOM;MASC;SG	PROPN
дітей	enfant	дитина	enfant	N;ANIM;ACC;FEM;PL	N;MASC;SG
міст	bridge	місто	bridge		N;MASC;SG
міст	pont	місто	pont		N;MASC;SG
міст	passerelle	місто	passerelle		N;FEM;SG
міст	anzac	місто	anzac		PROPN
міст	villes	місто	ville		N;FEM;PL
міст	pont	місто	pont		N;MASC;SG
мала	mala	мати	mala	V;IPFV;FEM;IND;SG;PST;FIN	PROPN
мала	malaisie	мати	malaisie	V;IPFV;FEM;IND;SG;PST;FIN	PROPN
генерал	généraux	генерал	général	N;ANIM;NOM;MASC;SG	ADJ;MASC;PL
генерал	généralités	генерал	généralité	N;ANIM;NOM;MASC;SG	N;FEM;PL
генерал	générale	генерал	général	N;ANIM;NOM;MASC;SG	ADJ;FEM;SG
мали	avait	мати	avoir	V;IPFV;IND;PL;PST;FIN	V;IND;SG;3;IPFV;FIN
мали	avaient	мати	avoir	V;IPFV;IND;PL;PST;FIN	V;IND;PL;3;IPFV;FIN
мали	avais	мати	avoir	V;IPFV;IND;PL;PST;FIN	V;IND;SG;1;IPFV;FIN
доходів	égalité	дохід	égalité	N;INAN;GEN;MASC;PL	N;FEM;SG
доходів	egalité	дохід	egalité	N;INAN;GEN;MASC;PL	N;FEM;SG
основі	faisceaux	основа	faisceau	N;INAN;DAT;FEM;SG	N;MASC;PL
навчання	étudier	навчання	étudier	N;INAN;NOM;NEUT;SG	V;NFIN
навчання	étudier	навчання	étudier	N;INAN;NOM;NEUT;SG	V;NFIN
навчання	apprendre	навчання	apprendre	N;INAN;NOM;NEUT;SG	V;NFIN
навчання	didacticiels	навчання	didacticiel	N;INAN;NOM;NEUT;SG	N;MASC;PL
навчання	instructif	навчання	instructif	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG
єднання	raccords	єднання	raccord	N;INAN;NOM;NEUT;SG	N;MASC;PL
фізична	physiques	фізичний	physique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
рішення	décisions	рішення	décision	N;INAN;NOM;NEUT;SG	N;FEM;PL
рішення	solutions	рішення	solution	N;INAN;NOM;NEUT;SG	N;FEM;PL
питання	problèmes	питання	problème	N;INAN;NOM;NEUT;SG	N;MASC;PL
питання	questions	питання	question	N;INAN;NOM;NEUT;SG	N;FEM;PL
люди	humains	людина	humain	N;ANIM;NOM;FEM;PL	ADJ;MASC;PL
тепер	now	тепер	now	ADV	INTJ
медіана	médiane	медіан	médian		ADJ;FEM;SG
медіана	médian	медіан	médian		V;MASC;SG;PST;V.PTCP
іншими	humilié	інший	humilier	DET;INS;PL	V;MASC;SG;PST;V.PTCP
іншими	autres	інший	autre	DET;INS;PL	PRO;PL
походження	origines	походження	origine	N;INAN;NOM;NEUT;SG	N;FEM;PL
дані	données	дані	donnée	N;INAN;PFV;NOM;PASS	N;FEM;PL
дані	dany	дані	dany	N;INAN;PFV;NOM;PASS	PROPN
дані	dani	дані	dani	N;INAN;PFV;NOM;PASS	PROPN
роду	légitimement	рід	légitimement	N;INAN;GEN;MASC;SG	ADV
румунії	roumanie	румунія	roumanie	PROPN;INAN;GEN;FEM;SG	N;FEM;SG
сан	sens	сан	sens		N;MASC;SG
сан	san	сан	san		PROPN
використовується	utilisées	використовуватися	utiliser	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;PL;PST;V.PTCP
використовується	utilisé	використовуватися	utiliser	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;PST;V.PTCP
використовується	utilisés	використовуватися	utiliser	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;PL;PST;V.PTCP
використовується	utilisée	використовуватися	utiliser	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;PST;V.PTCP
всього	totale	все	total	PRO;INAN;GEN;NEUT;SG	ADJ;FEM;SG
всього	total	все	total	PRO;INAN;GEN;NEUT;SG	N;MASC;SG
всього	totaux	все	total	PRO;INAN;GEN;NEUT;SG	ADJ;MASC;PL
таблиці	table	таблиця	table	N;INAN;NOM;FEM;PL	N;FEM;SG
таблиці	tableau	таблиця	tableau	N;INAN;NOM;FEM;PL	N;MASC;SG
початок	démarrer	початок	démarrer	N;INAN;NOM;MASC;SG	V;NFIN
початок	commencer	початок	commencer	N;INAN;NOM;MASC;SG	V;NFIN
початок	commencez	початок	commencer	N;INAN;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
початок	commencer	початок	commencer	N;INAN;NOM;MASC;SG	V;NFIN
початок	démarrer	початок	démarrer	N;INAN;NOM;MASC;SG	V;NFIN
пояс	belt	пояс	belt	N;INAN;NOM;MASC;SG	PROPN
сергій	sergei	сергія	sergei	PROPN;ANIM;NOM;MASC;SG	PROPN
сергій	sergueï	сергія	sergueï	PROPN;ANIM;NOM;MASC;SG	PROPN
сергій	serge	сергія	serge	PROPN;ANIM;NOM;MASC;SG	PROPN
сергій	serhiy	сергія	serhiy	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
сергій	sergiy	сергія	sergiy	PROPN;ANIM;NOM;MASC;SG	PROPN
сергій	sergey	сергія	sergey	PROPN;ANIM;NOM;MASC;SG	PROPN
сергій	sergueï	сергія	sergueï	PROPN;ANIM;NOM;MASC;SG	PROPN
станція	tachkent	станція	tachkent	N;INAN;NOM;FEM;SG	PROPN
станція	novossibirsk	станція	novossibirsk	N;INAN;NOM;FEM;SG	PROPN
існує	existent	існувати	exister	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
ліворуч	gauche	ліворуч	gauche	ADV	ADJ;MASC;SG
книги	livre	книга	livre	N;INAN;NOM;FEM;PL	N;MASC;SG
книги	réserver	книга	réserver	N;INAN;NOM;FEM;PL	V;NFIN
михайло	mikhail	михайло	mikhail	PROPN;ANIM;NOM;MASC;SG	PROPN
михайло	mikhaïl	михайло	mikhaïl	PROPN;ANIM;NOM;MASC;SG	PROPN
михайло	mykhailo	михайло	mykhailo	PROPN;ANIM;NOM;MASC;SG	PROPN
михайло	alain	михайло	alain	PROPN;ANIM;NOM;MASC;SG	PROPN
михайло	michael	михайло	michael	PROPN;ANIM;NOM;MASC;SG	PROPN
михайло	michel	михайло	michel	PROPN;ANIM;NOM;MASC;SG	PROPN
країн	pays	країна	pays	N;INAN;GEN;FEM;PL	N;MASC;SG
поштові	affranchissement	поштовий	affranchissement	ADJ;NOM;PL	N;MASC;SG
поштові	postal	поштовий	postal	ADJ;NOM;PL	N;MASC;SG
поштові	postale	поштовий	postal	ADJ;NOM;PL	ADJ;FEM;SG
офіційна	fonctionnaire	офіційний	fonctionnaire	ADJ;NOM;FEM;SG	N;MASC;SG
офіційна	officielles	офіційний	officiel	ADJ;NOM;FEM;SG	ADJ;FEM;PL
офіційна	officiels	офіційний	officiel	ADJ;NOM;FEM;SG	ADJ;MASC;PL
індекси	index	індекс	index	N;INAN;NOM;MASC;PL	N;MASC;SG
дії	activité	дія	activité	N;INAN;NOM;FEM;PL	N;FEM;SG
дії	action	дія	action	N;INAN;NOM;FEM;PL	N;FEM;SG
станції	station	станція	station	N;INAN;NOM;FEM;PL	N;FEM;SG
станції	gare	станція	gare	N;INAN;NOM;FEM;PL	N;FEM;SG
світі	goûté	світ	goûter	N;INAN;DAT;MASC;SG	V;MASC;SG;PST;V.PTCP
немає	aucun	немати	aucun	V;IPFV;IND;SG;3;NEG;PRS;FIN	PRO;MASC;SG
немає	néant	немати	néant	V;IPFV;IND;SG;3;NEG;PRS;FIN	N;MASC;SG
немає	aucune	немати	aucun	V;IPFV;IND;SG;3;NEG;PRS;FIN	DET;FEM;SG;NEG
освіти	enseignement	освіта	enseignement	N;INAN;NOM;FEM;PL	N;MASC;SG
освіти	éducation	освіта	éducation	N;INAN;NOM;FEM;PL	N;FEM;SG
руху	bouger	рух	bouger	N;INAN;GEN;MASC;SG	V;NFIN
руху	déménager	рух	déménager	N;INAN;GEN;MASC;SG	V;NFIN
японії	japon	японія	japon	PROPN;INAN;GEN;FEM;SG	PROPN
служби	service	служба	service	N;INAN;NOM;FEM;PL	N;MASC;SG
відомі	connues	відомий	connaître	ADJ;NOM;PL	V;FEM;PL;PST;V.PTCP
відомі	connue	відомий	connaître	ADJ;NOM;PL	V;FEM;SG;PST;V.PTCP
відомі	connus	відомий	connaître	ADJ;NOM;PL	V;MASC;PL;PST;V.PTCP
відомі	connu	відомий	connaître	ADJ;NOM;PL	V;MASC;SG;PST;V.PTCP
різні	différente	різний	différent	ADJ;NOM;PL	ADJ;FEM;SG
різні	différent	різний	différent	ADJ;NOM;PL	ADJ;MASC;SG
поділ	divisions	поділ	division	N;INAN;NOM;MASC;SG	N;FEM;PL
поділ	séparations	поділ	séparation	N;INAN;NOM;MASC;SG	N;FEM;PL
треба	nécessité	треба	nécessité	ADV	N;FEM;SG
треба	besoins	треба	besoin	ADV	N;MASC;PL
треба	besoin	треба	besoin	ADV	N;MASC;SG
довжина	longueurs	довжина	longueur	N;INAN;NOM;FEM;SG	N;FEM;PL
сили	résistance	сила	résistance	N;INAN;NOM;FEM;PL	N;FEM;SG
сили	solidité	сила	solidité	N;INAN;NOM;FEM;PL	N;FEM;SG
сили	force	сила	force	N;INAN;NOM;FEM;PL	N;FEM;SG
іграх	olympiques	ігра	olympique	N;INAN;NOM;NEUT;PL	ADJ;MASC;PL
шевченка	chœurs	шевченко	chœur	PROPN;ANIM;NOM;MASC;SG	N;MASC;PL
шевченка	refrain	шевченко	refrain	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
шевченка	choeur	шевченко	choeur	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
шевченка	chœur	шевченко	chœur	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
основні	élémentaire	основний	élémentaire	ADJ;NOM;PL	ADJ;MASC;SG
основні	basique	основний	basique	ADJ;NOM;PL	ADJ;MASC;SG
основні	basic	основний	basic	ADJ;NOM;PL	N;MASC;SG
роботу	travaux	робота	travail	N;INAN;ACC;FEM;SG	N;MASC;PL
роботу	travailler	робота	travailler	N;INAN;ACC;FEM;SG	V;NFIN
іванович	ivanovitch	івановичнути	ivanovitch	PROPN;ANIM;NOM;MASC;SG	PROPN
неї	condamnation	вона	condamnation	PRO;ACC;FEM;SG;3	N;FEM;SG
неї	convictions	вона	conviction	PRO;ACC;FEM;SG;3	N;FEM;PL
неї	condamnations	вона	condamnation	PRO;ACC;FEM;SG;3	N;FEM;PL
неї	neuilly	вона	neuilly	PRO;ACC;FEM;SG;3	PROPN
прапора	drapeaux	прапор	drapeau	N;INAN;NOM;MASC;SG	N;MASC;PL
тих	coudre	той	coudre	DET;GEN;PL	V;NFIN
тих	ceux	той	celui	DET;GEN;PL	PRO;MASC;PL
герб	herb	герб	herb	N;INAN;NOM;MASC;SG	PROPN
герб	herbes	герб	herbe	N;INAN;NOM;MASC;SG	N;FEM;PL
росія	russie	росія	russie	PROPN;INAN;NOM;FEM;SG	PROPN
василь	basile	василь	basile	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
василь	basil	василь	basil	PROPN;ANIM;NOM;MASC;SG	PROPN
василь	basilic	василь	basilic	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
василь	vassili	василь	vassili	PROPN;ANIM;NOM;MASC;SG	PROPN
василь	vasyl	василь	vasyl	PROPN;ANIM;NOM;MASC;SG	PROPN
василь	vasil	василь	vasil	PROPN;ANIM;NOM;MASC;SG	PROPN
іспанії	espagne	іспанія	espagner	PROPN;INAN;GEN;FEM;SG	N;MASC;SG
засновані	basée	заснований	baser	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
засновані	basés	заснований	baser	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
засновані	basé	заснований	baser	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
серії	série	серія	série	N;INAN;NOM;FEM;PL	N;FEM;SG
німеччини	allemagne	німеччина	allemagne	PROPN;INAN;GEN;FEM;SG	PROPN
просто	simplement	просто	simplement	PART	ADV
просто	just	просто	just	PART	INTJ
просто	simplement	просто	simplement	PART	ADV
просто	juste	просто	juste	PART	ADV
нові	nouveau	новий	nouveau	ADJ;NOM;PL	ADJ;MASC;SG
нові	nouvelle	новий	nouveau	ADJ;NOM;PL	ADJ;FEM;SG
нові	nouveautés	новий	nouveauté	ADJ;NOM;PL	N;FEM;PL
інформації	info	інформація	info	N;INAN;NOM;FEM;PL	N;MASC;SG
зараз	now	зараз	now	ADV	INTJ
працює	travaux	працювати	travail	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
працює	œuvres	працювати	œuvre	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
працює	oeuvres	працювати	oeuvre	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
декілька	plusieurs	декілька	plusieurs	DET;NOM	PRO;PL
декілька	multiple	декілька	multiple	DET;NOM	ADJ;MASC;SG
декілька	multiples	декілька	multiple	DET;NOM	ADJ;MASC;PL
декілька	plusieurs	декілька	plusieurs	DET;NOM	PRO;PL
відомості	information	відомість	information	N;INAN;NOM;FEM;PL	N;FEM;SG
відомості	détail	відомість	détail	N;INAN;NOM;FEM;PL	N;MASC;SG
розмір	tailles	розмір	taille	N;INAN;NOM;MASC;SG	N;FEM;PL
президента	présidentielle	президент	présidentiel	N;ANIM;ACC;MASC;SG	ADJ;FEM;SG
президента	présidentiel	президент	présidentiel	N;ANIM;ACC;MASC;SG	ADJ;MASC;SG
москва	moscou	москва	moscou	PROPN;INAN;NOM;FEM;SG	PROPN
москва	moskva	москва	moskva	PROPN;INAN;NOM;FEM;SG	PROPN
американський	américaines	американський	américain	ADJ;NOM;MASC;SG	ADJ;FEM;PL
американський	américains	американський	américain	ADJ;NOM;MASC;SG	ADJ;MASC;PL
посилання	lien	посилання	lien	N;INAN;NOM;NEUT;PL	N;MASC;SG
посилання	référence	посилання	référence	N;INAN;NOM;NEUT;PL	N;FEM;SG
пісні	chanson	пісня	chanson	N;INAN;NOM;FEM;PL	N;FEM;SG
науки	science	наука	science	N;INAN;NOM;FEM;PL	N;FEM;SG
науки	scientifique	наука	scientifique	N;INAN;NOM;FEM;PL	ADJ;MASC;SG
нова	nouvelles	новий	nouveau	ADJ;NOM;FEM;SG	ADJ;FEM;PL
нова	nouveaux	новий	nouveau	ADJ;NOM;FEM;SG	ADJ;MASC;PL
нова	nouveautés	новий	nouveauté	ADJ;NOM;FEM;SG	N;FEM;PL
нова	nova	новий	nova	ADJ;NOM;FEM;SG	PROPN
роман	romans	роман	roman	N;INAN;NOM;MASC;SG	N;MASC;PL
роман	romains	роман	romain	N;INAN;NOM;MASC;SG	ADJ;MASC;PL
роман	romain	роман	romain	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
роман	romaine	роман	romain	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
роман	romaines	роман	romain	N;INAN;NOM;MASC;SG	ADJ;FEM;PL
роман	romains	роман	romain	N;INAN;NOM;MASC;SG	ADJ;MASC;PL
належить	appartenance	належати	appartenance	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;SG
обсерваторія	observatoires	обсерваторія	observatoire	N;INAN;NOM;FEM;SG	N;MASC;PL
відкритий	ouverte	відкритий	ouvrir	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
відкритий	ouvrez	відкритий	ouvrir	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;IMP;PL;2;PRS;FIN
відкритий	ouvert	відкритий	ouvrir	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
відкритий	ouverture	відкритий	ouverture	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;FEM;SG
відкритий	ouvrir	відкритий	ouvrir	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NFIN
відкритий	publics	відкритий	public	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL
відкритий	publiques	відкритий	public	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL
відкритий	exposées	відкритий	exposer	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
відкритий	exposés	відкритий	exposer	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
відкритий	exposé	відкритий	exposer	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
збройних	armés	збройний	armer	ADJ;GEN;PL	V;MASC;PL;PST;V.PTCP
збройних	armées	збройний	armer	ADJ;GEN;PL	V;FEM;PL;PST;V.PTCP
збройних	armé	збройний	armer	ADJ;GEN;PL	V;MASC;SG;PST;V.PTCP
можливість	opportunités	можливість	opportunité	N;INAN;NOM;FEM;SG	N;FEM;PL
можливість	caractéristique	можливість	caractéristique	N;INAN;NOM;FEM;SG	ADJ;FEM;SG
текст	textes	текст	texte	N;INAN;NOM;MASC;SG	N;MASC;PL
дерев	arbres	дерево	arbre		N;MASC;PL
прапор	drapeaux	прапор	drapeau	N;INAN;NOM;MASC;SG	N;MASC;PL
тел	tél	тел	tél		N;MASC;SG
тел	tel	тел	tel		ADJ;MASC;SG
галузі	industrie	галузь	industrie	N;INAN;NOM;FEM;PL	N;FEM;SG
ширина	largeurs	ширина	largeur	N;INAN;NOM;FEM;SG	N;FEM;PL
гравець	joueurs	гравець	joueur	N;ANIM;NOM;MASC;SG	N;MASC;PL
івана	ivana	іваний	ivana	PROPN;ANIM;ACC;MASC;SG	PROPN
