som	لايك	som	لَايك	ADP	
tatt	اخذ	ta	أَخذ	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
tatt	ماخوذ	ta	ماخوذ	ADJ;INDF;NEUT;SG;V.PTCP	
tatt	تؤخذ	ta	أَخَذ	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
tatt	المتخذة	ta	مُتَّخَذ	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
tatt	اشتعلت	ta	اِشتَعَل	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
tatt	مسك	ta	مِسك	ADJ;INDF;NEUT;SG;V.PTCP	
tatt	ضبطت	ta	ضَبَط	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
brukes	استعمل	brukes	اِستَعمَل		V;PFV;MASC;SG;3;ACT
brukes	استخدم	brukes	اِستَخدَم		V;PFV;MASC;SG;3;ACT
brukes	مستخدم	brukes	مُستَخدَم		N;NOM;INDF;SG
brukes	استخدمت	brukes	اِستَخدَم		V;PFV;FEM;SG;3;PASS
bruk	تطبق	bruk	طَبَّق	N;INDF;MASC;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
bruk	استعمل	bruk	اِستَعمَل	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
bruk	الاستعمال	bruk	اِستِعمَال	N;INDF;MASC;SG	N;NOM;DEF;SG
bruk	الاستخدام	bruk	اِستِخدَام	N;INDF;MASC;SG	N;NOM;DEF;SG
bruk	استخدم	bruk	اِستَخدَم	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
kun	فقط	kun	فَقَط	N;INDF;NEUT;SG	ADV
kalt	دعا	kalle	دَعَا	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
kalt	اتصلت	kalle	اِتَّصَل	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
øst	شرقي	øs	شَرقِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
øst	ايست	øs	أَيسَت	N;INDF;NEUT;SG	
øst	الشرق	øs	شَرق	N;INDF;NEUT;SG	N;NOM;DEF;SG
øst	الشرقية	øs	شَرقِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
øst	شرقي	øs	شَرقِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
øst	شرقية	øs	شَرقِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
øst	الشرقية	øs	شَرقِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
døde	ميتة	død	مَيتَة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
døde	ميتا	død	ميتا	ADJ;PL	N;NOM;INDF;SG
døde	ميت	død	ميت	ADJ;PL	
sverige	للسويد	sverige	للسويد	N;INDF;NEUT;SG	N;NOM;DEF;SG
sverige	بالسويد	sverige	بالسويد	N;INDF;NEUT;SG	N;GEN;DEF;SG
sverige	السويد	sverige	اَلسّوِيد	N;INDF;NEUT;SG	
county	المقاطعة	county	مُقَاطَعَة	N;INDF;SG	N;NOM;DEF;SG
tyskland	المانيا	tyskland	أَلمَانِيَا	PROPN	
tysk	الالمانية	tysk	أَلمَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
tysk	المان	tysk	أَلمَانِيّ	N;INDF;MASC;SG	
tysk	الالماني	tysk	أَلمَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
tysk	المانيا	tysk	أَلمَانِيَا	N;INDF;MASC;SG	
tysk	الماني	tysk	أَلمَانِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
tysk	المانية	tysk	أَلمَانِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
større	اعظم	stor	اعظم	ADJ;CMPR	
større	اكبر	stor	اكبر	ADJ;CMPR	
kirke	كنيسه	kirke	كنيسه	N;INDF;MASC;SG	PRO;NOM;MASC;SG;3
kirke	كنيست	kirke	كَنِيس	N;INDF;MASC;SG	
kirke	الكنيسة	kirke	كَنِيسَة	N;INDF;MASC;SG	N;NOM;DEF;SG
gamle	قديمه	gammal	قديمه	ADJ;PL	
gamle	عجوز	gammal	عَجُوز	ADJ;PL	N;NOM;INDF;SG
gamle	قديمة	gammal	قَدِيم	ADJ;PL	ADJ;NOM;INDF;FEM;SG
gamle	قديم	gammal	قَدِيم	ADJ;PL	ADJ;NOM;INDF;MASC;SG
gamle	القديم	gammal	قَدِيم	ADJ;PL	ADJ;NOM;DEF;MASC;SG
frem	للامام	frem	لَلَام	N;INDF;MASC;SG	
frem	الامام	frem	إِمَام	N;INDF;MASC;SG	N;NOM;DEF;SG
frem	الترويج	frem	تَروِيج	N;INDF;MASC;SG	N;NOM;DEF;SG
artikler	المقالات	artikke	المقالات	N;INDF;FEM;PL	N;NOM;DEF;PL
skrevet	كتب	skrev	كَتَب	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
skrevet	مكتوب	skrev	مَكتُوب	N;DEF;NEUT;SG	
skrevet	خطية	skrev	خَطِّيّ	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
skrevet	مكتوبة	skrev	مَكتُوب	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
familien	عائلي	familie	عَائِلِيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
familien	عائلة	familie	عَائِلَة	N;DEF;MASC;SG	N;NOM;INDF;SG
familien	اسرة	familie	أُسرَة	N;DEF;MASC;SG	N;NOM;INDF;SG
eksempel	العينة	eksempel	عَينَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
eksempel	المثال	eksempel	مِثَال	N;INDF;NEUT;SG	N;NOM;DEF;SG
amerikanske	امريكية	amerikansk	أَمرِيكِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
amerikanske	امريكيون	amerikansk	أَمرِيكِيّ	ADJ;PL	N;NOM;INDF;PL
amerikanske	امريكي	amerikansk	أَمرِيكِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
amerikanske	الامريكي	amerikansk	أَمرِيكِيّ	ADJ;PL	N;NOM;DEF;SG
kjente	المعروفة	kjent	مَعرُوف	ADJ;PL	ADJ;NOM;DEF;FEM;SG
kjente	معلوم	kjent	مَعلُوم	ADJ;PL	ADJ;NOM;INDF;MASC;SG
kjente	معروف	kjent	مَعرُوف	ADJ;PL	ADJ;NOM;INDF;MASC;SG
kjente	معروفة	kjent	مَعرُوف	ADJ;PL	ADJ;NOM;INDF;FEM;SG
kjente	المعروف	kjent	مَعرُوف	ADJ;PL	ADJ;NOM;DEF;MASC;SG
kjente	عرفت	kjent	عَرَف	ADJ;PL	V;PFV;FEM;SG;3;ACT
kjente	شعرت	kjent	شَعَر	ADJ;PL	V;PFV;FEM;SG;3;ACT
får	الحصول	få	حُصُول	V;IND;PRS;FIN	N;NOM;DEF;SG
annen	اخرى	annen	آخَر	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
ganger	تايمز	gange	تَايمز	N;INDF;MASC;PL	
ganger	المرات	gange	مَرَّة	N;INDF;MASC;PL	N;NOM;DEF;PL
ganger	التايمز	gange	تَايمز	N;INDF;MASC;PL	
ganger	الاوقات	gange	وَقت	N;INDF;MASC;PL	N;NOM;DEF;PL
svært	جدا	svær	جِدّ	ADJ;INDF;NEUT;SG	N;ACC;INDF;SG
hennes	لها	hennes	لها	N;INDF;MASC;SG	
hennes	هي	hennes	هُوَ	N;INDF;MASC;SG	PRO;NOM;FEM;SG;3
egen	امتلك	eigen	اِمتَلَك	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
innen	ضمن	innen	ضِمنَ		ADP;ACC
artikkel	المقالة	artikkel	مُقَال	N;INDF;MASC;SG	N;NOM;DEF;SG
artikkel	المادة	artikkel	مَادَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
ser	ابحث	sjå	بَحَث	V;IND;PRS;FIN	V;MASC;IMP;SG;FIN
ser	النظر	sjå	نَظَر	V;IND;PRS;FIN	N;NOM;DEF;SG
ser	سير	sjå	سَير	V;IND;PRS;FIN	N;NOM;INDF;SG
ser	مشاهدة	sjå	مُشَاهَدَة	V;IND;PRS;FIN	N;NOM;INDF;SG
jan	جان	jan	جَان	N;MASC	
jan	يان	jan	يان	N;MASC	
ulike	مختلف	ulik	مُختَلِف	ADJ;PL	ADJ;NOM;INDF;MASC;SG
ulike	مختلفة	ulik	مُختَلِف	ADJ;PL	ADJ;NOM;INDF;FEM;SG
ulike	مختلفا	ulik	مُختَلِف	ADJ;PL	ADJ;ACC;INDF;MASC;SG
score	النتيجة	score	نَتِيجَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
frankrike	وفرنسا	frankrike	وفرنسا	N;INDF;NEUT;SG	
frankrike	فرانس	frankrike	فرَانس	N;INDF;NEUT;SG	
frankrike	فرنسا	frankrike	فَرَنسَا	N;INDF;NEUT;SG	
like	تساوي	lik	تَسَاوِي	ADJ;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
like	الاعجاب	lik	عَجَب	ADJ;SG	N;NOM;DEF;SG
like	مثل	lik	مِثلَ	ADJ;SG	ADP;NOM
like	لايك	lik	لَايك	ADJ;SG	
satt	ضبط	sitje	ضَبط	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;INDF;SG
satt	تعيين	sitje	تَعيِين	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;INDF;SG
satt	جلس	sitje	جَلَس	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
satt	جلست	sitje	جَلَس	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
startet	بدات	start	بَدَأ	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
startet	بدا	start	بَدَا	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
sett	رصدت	setje	رَصَد	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
sett	شوهد	setje	شوهد	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
sett	شوهدت	setje	شَاهَد	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
sett	شوهد	setje	شوهد	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
sett	رايت	setje	رَاي	ADJ;INDF;NEUT;SG;V.PTCP	
sett	ضبط	setje	ضَبط	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;INDF;SG
sett	تعيين	setje	تَعيِين	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;INDF;SG
sett	شاهدت	setje	شَاهَد	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
alt	كلهم	alt	كلهم	PRO;NEUT;SG;3	
alt	كله	alt	كٰلِهَ	PRO;NEUT;SG;3	
alt	جميع	alt	جَمِيع	PRO;NEUT;SG;3	N;NOM;INDF;SG
alt	كل	alt	كُلّ	PRO;NEUT;SG;3	N;NOM;INDF;SG
alt	الكل	alt	كُلّ	PRO;NEUT;SG;3	
gruppe	المجموعة	gruppe	مَجمُوعَة	N;INDF;FEM;SG	N;NOM;DEF;SG
deretter	بعدها	deretter	بعدها	ADV	PRO;NOM;MASC;SG;3
deretter	ثم	deretter	ثُمَّ	ADV	CONJ
deretter	اذا	deretter	إِذَا	ADV	CONJ
lang	لانغ	lang	لانغ	ADJ;INDF;SG	
lang	لانج	lang	لانج	ADJ;INDF;SG	
lang	لونغ	lang	لُونغ	ADJ;INDF;SG	
lang	الطويل	lang	طَوِيل	ADJ;INDF;SG	
europa	اوروبا	europa	أُورُوبَا	N;DEF;NEUT;SG	
europa	اوربا	europa	أُورُبَّا	N;DEF;NEUT;SG	
europa	يوروبا	europa	يُورُوبَا	N;DEF;NEUT;SG	
medlem	العضو	medlem	عُضو	N;INDF;MASC;SG	N;NOM;DEF;SG
fem	خمسه	fem	خمسه	NUM;PL	
england	انجلترا	england	إِنجِلتِرَا	N;INDF;NEUT;SG	
england	انكلترا	england	انكلترا	N;INDF;NEUT;SG	
særlig	وخاصة	særlig	وخاصة	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
særlig	خصوصا	særlig	خُصُوص	ADJ;INDF;NEUT;SG	N;ACC;INDF;SG
særlig	بالاخص	særlig	بالاخص	ADJ;INDF;NEUT;SG	
nok	كفاية	nok	كِفَايَة	ADV	N;NOM;INDF;SG
nok	كفى	nok	كفى	ADV	
nok	يكفي	nok	كَفَى	ADV	V;IPFV;MASC;IND;SG;3;FIN;ACT
nok	كافي	nok	كافي	ADV	
begge	كلاهما	begge	كلاهما	PRO;PL;3	
deler	مشاركة	del	مُشَارَكَة	N;INDF;MASC;PL	N;NOM;INDF;SG
deler	المشاركة	del	مُشَارَكَة	N;INDF;MASC;PL	N;NOM;DEF;SG
deler	تقاسم	del	تَقَاسُم	N;INDF;MASC;PL	N;NOM;INDF;SG
deler	التشارك	del	تَشَارُك	N;INDF;MASC;PL	N;NOM;DEF;SG
deler	مشاركة	del	مُشَارَكَة	N;INDF;MASC;PL	N;NOM;INDF;SG
deler	المشاركة	del	مُشَارَكَة	N;INDF;MASC;PL	N;NOM;DEF;SG
deler	حصة	del	حِصَّة	N;INDF;MASC;PL	N;NOM;INDF;SG
deler	نصيب	del	نَصِيب	N;INDF;MASC;PL	N;NOM;INDF;SG
deler	شارك	del	شَارَك	N;INDF;MASC;PL	V;PFV;MASC;SG;3;ACT
deler	المشاركات	del	المشاركات	N;INDF;MASC;PL	N;NOM;DEF;PL
deler	الاجزاء	del	جُزء	N;INDF;MASC;PL	N;NOM;DEF;SG
deler	الاقسام	del	قِسم	N;INDF;MASC;PL	N;NOM;DEF;PL
bergen	بيرجن	berg	بِيرجِن	N;DEF;MASC;SG	
bergen	برغن	berg	برغن	N;DEF;MASC;SG	
bergen	بيرغن	berg	بِيرغِن	N;DEF;MASC;SG	
fram	للامام	fram	لَلَام	ADP	
fram	الامام	fram	إِمَام	ADP	N;NOM;DEF;SG
gitt	نظرا	gi	نَظَر	ADJ;INDF;NEUT;SG;V.PTCP	N;ACC;INDF;SG
gitt	منحت	gi	مَنَح	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
gitt	منح	gi	مَنَح	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
fordi	لان	fordi	لِأَنَّ	CONJ	CONJ
fordi	لانه	fordi	لانه	CONJ	
fordi	عشان	fordi	عشان	CONJ	
fordi	لانني	fordi	لانني	CONJ	N;NOM;DEF;SG
fordi	بسبب	fordi	بسبب	CONJ	N;NOM;INDF;SG
fordi	لاني	fordi	لاني	CONJ	
står	واقف	stå	وَاقِف	V;IND;PRS;FIN	
står	واقفة	stå	واقفة	V;IND;PRS;FIN	ADJ;NOM;INDF;FEM;SG
står	الوقوف	stå	وُقُوف	V;IND;PRS;FIN	N;NOM;DEF;SG
året	عام	år	عَام	N;DEF;NEUT;SG	N;NOM;INDF;SG
året	سنة	år	سَنَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
året	سنه	år	سنه	N;DEF;NEUT;SG	N;NOM;INDF;SG
perioden	فترة	periode	فَترَة	N;DEF;MASC;SG	N;NOM;INDF;SG
bygget	بنيت	bygg	بَنَى	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;PASS
bygget	مبني	bygg	مَبنِيّ	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
des	d	des	!	N	
des	ديز	des	دِيز	N	
kina	الصين	Kina	صِين	PROPN	N;NOM;DEF;SG
kina	الصينية	Kina	صِينِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
ett	احد	ett	أَحَد		N;NOM;INDF;SG
ett	واحدة	ett	وَاحِد		ADJ;NOM;INDF;FEM;SG
ett	واحد	ett	وَاحِد		ADJ;NOM;INDF;MASC;SG
ett	واحده	ett	واحده		PRO;NOM;MASC;SG;3
innbyggere	مواطنو	innbyggere	مُوَاطِن	N;INDF;NEUT;SG	N;NOM;INDF;PL
innbyggere	المواطنين	innbyggere	مُوَاطِن	N;INDF;NEUT;SG	N;NOM;DEF;PL
innbyggere	مواطنون	innbyggere	مُوَاطِن	N;INDF;NEUT;SG	N;NOM;INDF;PL
innbyggere	المواطنون	innbyggere	مُوَاطِن	N;INDF;NEUT;SG	N;NOM;DEF;PL
innbyggere	مواطنين	innbyggere	مُوَاطِن	N;INDF;NEUT;SG	N;NOM;INDF;PL
sønn	ابن	sønn	ابن	N;INDF;MASC;SG	
sønn	بني	sønn	بني	N;INDF;MASC;SG	
sønn	الابن	sønn	اِبن	N;INDF;MASC;SG	N;NOM;DEF;SG
språk	لغات	språk	لُغَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
språk	اللغات	språk	لُغَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
språk	اللغة	språk	لُغَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
nasjonale	الوطنية	nasjonal	وَطَنِيَّة	ADJ;PL	N;NOM;DEF;SG
nasjonale	ناشيونال	nasjonal	ناشيونال	ADJ;PL	
nasjonale	وطنية	nasjonal	وَطَنِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
nasjonale	وطني	nasjonal	وَطَنِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
forfatter	كاتبة	forfatter	كَاتِب	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
forfatter	الكاتب	forfatter	كَاتِب	N;INDF;FEM;SG	N;NOM;DEF;SG
forfatter	الكاتبة	forfatter	كَاتِب	N;INDF;FEM;SG	N;NOM;DEF;SG
forfatter	مؤلف	forfatter	مؤلف	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
forfatter	الكاتب	forfatter	كَاتِب	N;INDF;FEM;SG	N;NOM;DEF;SG
forfatter	المؤلف	forfatter	مُؤَلِّف	N;INDF;FEM;SG	
fil	الملف	fil	مِلَفّ	N;INDF;MASC;SG	N;NOM;DEF;SG
menn	الرجال	mann	رَجُل	N;INDF;MASC;PL	N;NOM;DEF;PL
barn	الاولاد	barn	وَلَد	N;INDF;NEUT;PL	N;NOM;DEF;PL
barn	الاطفال	barn	طِفل	N;INDF;NEUT;PL	N;NOM;DEF;PL
barn	اطفال	barn	اطفال	N;INDF;NEUT;PL	
barn	الاطفال	barn	طِفل	N;INDF;NEUT;PL	N;NOM;DEF;PL
barn	اطفال	barn	اطفال	N;INDF;NEUT;PL	
barn	الطفلة	barn	طِفلَة	N;INDF;NEUT;PL	N;NOM;DEF;SG
barn	طفل	barn	طِفل	N;INDF;NEUT;PL	N;NOM;INDF;SG
barn	طفلة	barn	طِفلَة	N;INDF;NEUT;PL	N;NOM;INDF;SG
barn	الطفل	barn	طِفل	N;INDF;NEUT;PL	N;NOM;DEF;SG
kamper	المباريات	kamp	مُبَارَاة	N;INDF;FEM;PL	N;NOM;DEF;PL
kamper	المباريات	kamp	مُبَارَاة	N;INDF;FEM;PL	N;NOM;DEF;PL
kamper	الالعاب	kamp	لَعب	N;INDF;FEM;PL	N;NOM;DEF;PL
kamper	العاب	kamp	لَعب	N;INDF;FEM;PL	
kamper	المعارك	kamp	مَعرَكَة	N;INDF;FEM;PL	N;NOM;DEF;PL
spiller	مشغل	spille	مُشَغِّل	V;IND;PRS;FIN	N;NOM;INDF;SG
spiller	اللاعب	spille	لَاعِب	V;IND;PRS;FIN	N;NOM;DEF;SG
spiller	لاعب	spille	لَاعِب	V;IND;PRS;FIN	N;NOM;INDF;SG
spiller	play	spille	شَضِيف	V;IND;PRS;FIN	
spiller	المسرحيات	spille	مَسرَحِيّ	V;IND;PRS;FIN	N;NOM;DEF;PL
spiller	مسرحيات	spille	مَسرَحِيّ	V;IND;PRS;FIN	N;NOM;INDF;PL
spiller	اللعب	spille	لَعب	V;IND;PRS;FIN	N;NOM;DEF;SG
personer	الاشخاص	person	شَخص	N;INDF;FEM;PL	N;NOM;DEF;PL
personer	الناس	person	إِنسَان	N;INDF;FEM;PL	N;NOM;DEF;PL
personer	ناس	person	نَاسِي	N;INDF;FEM;PL	
gir	العطاء	gi	عَطَاء	V;IND;PRS;FIN	N;NOM;DEF;SG
gir	اعطاء	gi	إِعطَاء	V;IND;PRS;FIN	N;NOM;INDF;SG
gir	اعطاء	gi	إِعطَاء	V;IND;PRS;FIN	N;NOM;INDF;SG
leder	زعيم	leder	زَعِيم		N;NOM;INDF;SG
leder	قائد	leder	قَائِد		N;NOM;INDF;SG
gull	ذهبي	gull	ذهبي	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
gull	جولد	gull	جولد	N;INDF;NEUT;SG	
gull	غولد	gull	غُولِد	N;INDF;NEUT;SG	
gull	ذهب	gull	ذَهَب	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
gull	الذهب	gull	ذَهَب	N;INDF;NEUT;SG	N;NOM;DEF;SG
gjort	فعلت	gjere	فَعَل	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
gjort	تمت	gjere	تَمّ	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
gjort	تم	gjere	تَمّ	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
gjort	انتهيت	gjere	اِنتَهَى	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
godt	الخير	god	خَير	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
godt	طيب	god	طيب	ADJ;INDF;NEUT;SG	
godt	بخير	god	بخير	ADJ;INDF;NEUT;SG	
spilt	لعبت	spile	لَعِب	N;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
gjøre	جعل	gjøre	جَعَل		V;PFV;MASC;SG;3;ACT
gjøre	صنع	gjøre	صَنَع		V;PFV;MASC;SG;3;ACT
gjøre	اجعل	gjøre	أَجعَل		V;PFV;MASC;SG;3;ACT
gjøre	اصنع	gjøre	أَصنَع		V;PFV;MASC;SG;3;ACT
svensk	السويدية	svensk	سوِيدِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
svensk	سويدي	svensk	سويدي	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
svensk	سويدية	svensk	سويدية	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
svensk	السويدي	svensk	سوِيدِيّ	N;INDF;MASC;SG	
forskjellige	مختلف	forskjellig	مُختَلِف	ADJ;PL	ADJ;NOM;INDF;MASC;SG
forskjellige	مختلفة	forskjellig	مُختَلِف	ADJ;PL	ADJ;NOM;INDF;FEM;SG
forskjellige	مختلفا	forskjellig	مُختَلِف	ADJ;PL	ADJ;ACC;INDF;MASC;SG
historie	ستوري	historie	ستوري	N;INDF;FEM;SG	
historie	القصة	historie	قِصَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
historie	قصه	historie	قَصه	N;INDF;FEM;SG	
historie	التاريخ	historie	تَارِيخ	N;INDF;FEM;SG	N;NOM;DEF;SG
bak	خلف	bak	خلف	ADP	
liv	الحياة	liv	حَيَاة	N;INDF;NEUT;SG	N;NOM;DEF;SG
liv	الحياه	liv	حِيَاه	N;INDF;NEUT;SG	N;NOM;DEF;SG
liv	lif	liv	قَثحَة	N;INDF;NEUT;SG	
skrev	كتبت	skrev	كَتَب	N;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
fransk	فرنسيا	fransk	فَرَنسِيّ	N;INDF;MASC;SG	ADJ;ACC;INDF;MASC;SG
fransk	فرنسية	fransk	فَرَنسِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
fransk	بالفرنسية	fransk	بالفرنسية	N;INDF;MASC;SG	N;NOM;DEF;SG
fransk	الفرنسية	fransk	فَرَنسِيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
fransk	فرنسي	fransk	فَرَنسِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
sted	مكان	stå	مَكَان		N;NOM;INDF;SG
sted	المكان	stå	مَكَان		N;NOM;DEF;SG
sted	موقع	stå	مَوقِع		N;NOM;INDF;SG
sted	الموقع	stå	مَوقِع		N;NOM;DEF;SG
sted	المكان	stå	مَكَان		N;NOM;DEF;SG
university	الجامعة	university	جَامِعَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
resultat	النتيجة	resultat	نَتِيجَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
resultat	النتائج	resultat	نَتِيجَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
resultat	نتائج	resultat	نَتِيجَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
tredje	ثالثا	tredje	ثَالِث	ADJ;DEF;SG	ADJ;ACC;INDF;MASC;SG
tredje	ثالث	tredje	ثَالِث	ADJ;DEF;SG	ADJ;NOM;INDF;MASC;SG
tredje	ثالثة	tredje	ثَالِث	ADJ;DEF;SG	ADJ;NOM;INDF;FEM;SG
danmark	الدانمرك	danmark	الدانمرك	N;INDF;MASC;SG	
danmark	الدنمارك	danmark	دَنِمَارك	N;INDF;MASC;SG	N;NOM;DEF;SG
stort	الكبير	stor	كَبِير	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
stort	كبيره	stor	كبيره	ADJ;INDF;NEUT;SG	
verden	عالم	verden	عَالَم		N;NOM;INDF;SG
verden	العالمي	verden	عَالَمِيّ		ADJ;NOM;DEF;MASC;SG
verden	الدنيا	verden	دِنِّيَا		N;NOM;DEF;SG
verden	العالم	verden	عَالَم		N;NOM;DEF;SG
verden	world	verden	world		
paris	باريس	paris	بَارِيس	N;INDF;NEUT;SG	
slekt	عائلي	slekkje	عَائِلِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
slekt	الاسرة	slekkje	أُسرَة	N;INDF;FEM;SG	N;NOM;DEF;SG
slekt	العائلة	slekkje	عَائِلَة	N;INDF;FEM;SG	N;NOM;DEF;SG
viser	عروض	vise	عَرض	V;IND;PRS;FIN	N;NOM;INDF;PL
viser	العروض	vise	عَرض	V;IND;PRS;FIN	N;NOM;DEF;PL
viktig	مهمة	viktig	مَهَمَّة	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
viktig	المهم	viktig	مُهِمّ	ADJ;INDF;NEUT;SG	
york	يورك	york	يُورك	N;INDF;MASC;SG	
britiske	بريطاني	britisk	برِيطَانِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
britiske	بريطانيا	britisk	برِيطَانِيَا	ADJ;PL	
britiske	بريطانية	britisk	برِيطَانِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
britiske	البريطاني	britisk	برِيطَانِيّ	ADJ;PL	N;NOM;DEF;SG
britiske	البريطانية	britisk	برِيطَانِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
president	الرئيس	president	رَئِيس	N;INDF;MASC;SG	N;NOM;DEF;SG
bilde	الصورة	bilde	صُورَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
bilde	الصوره	bilde	صُوره	N;INDF;NEUT;SG	
bilde	صوره	bilde	صُوره	N;INDF;NEUT;SG	
bilde	الصورة	bilde	صُورَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
bilde	الصورة	bilde	صُورَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
bilde	p	bilde	!	N;INDF;NEUT;SG	
langt	بعيد	lang	بُعَيدَ	ADJ;INDF;NEUT;SG	
opprettet	خلق	opprett	خَلَق	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
