sony	sony	sony	sony	N;INDF;MASC;SG	PROPN;NOM
liberi	fritt	liber	fri	ADJ;INDF;MASC;PL	ADV
arhiducele	ärkehertig	arhiduc	ärkehertig	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
amintirea	minnen	amintire	min	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
amintirea	minnet	amintire	minn	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
amintirea	minne	amintire	man	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
amintirea	memory	amintire	memory	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
medicamente	knark	medicament	knark	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
întrebat	frågade	întreba	fråga	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
stări	staterna	stare	stat	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
colaborator	bidragsgivare	colaborator	bidragsgivare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
auf	auf	auf	auf	N;INDF;MASC;SG	V;IMP;FIN;ACT
opiniile	åsikter	opinie	åsikt	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
opiniile	yttranden	opinie	yttrande	N;DEF;FEM;PL	N;NOM;INDF;NEUT;PL
lunar	månad	lunar	månad	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
lunar	månatliga	lunar	månatlig	ADJ;INDF;MASC;SG	ADJ;NOM;PL
lunar	månadsvis	lunar	månadsvis	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
lunar	månaden	lunar	månad	ADJ;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
lunar	lunar	lunar	luna	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
omenirii	mänskligheten	omenire	mänsklighet	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
celulele	celler	celulă	cell	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
percuție	slagverk	percuție	slagverk	N;INDF;FEM;SG	N;NOM;INDF;NEUT;PL
short	kort	short	kort	N;INDF;MASC;SG	ADV
short	korta	short	kort	N;INDF;MASC;SG	ADJ;NOM;PL
baron	baronen	baron	baron	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
suficientă	tillräckliga	suficient	tillräcklig	ADJ;INDF;FEM;SG	ADJ;NOM;PL
suficientă	tillräcklig	suficient	tillräcklig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
suficientă	tillräckligt	suficient	tillräcklig	ADJ;INDF;FEM;SG	ADV
botanophila	botanophila	botanophil	botanophila	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
barry	barry	barry	barry	PROPN	PROPN;NOM
tun	kanonen	tun	kano	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
tun	kanoner	tun	kanon	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
tun	tun	tun	tun	N;INDF;MASC;SG	NUM;NOM
păr	håret	păr	hår	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
cresc	odla	crește	odla	V;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
cresc	växa	crește	växa	V;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
concluzie	slutsats	concluzie	slutsats	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
concluzie	slutsatser	concluzie	slutsats	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
admis	erkände	admite	erkande	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
admis	medgav	admite	medgav	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
astrofizică	astrofysik	astrofizic	astrofysik	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
egalitate	jämlikhet	egalitate	jämlikhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
egalitate	jämställdhet	egalitate	jämställdhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
identificare	identifiera	identificare	identifiera	N;INDF;FEM;SG	V;IMP;FIN;ACT
identificare	identifiering	identificare	identifiering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
identificare	identifikation	identificare	identifikation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
astronomic	astronomiska	astronomic	astronomisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
demonstrează	demonstrera	demonstra	demonstrera	V;IND;3;PRS;FIN	V;IMP;NFIN;ACT
ideal	ideal	ideal	ideal	ADJ;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
ideal	idealiska	ideal	idealisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
ideal	ideala	ideal	ideal	ADJ;INDF;MASC;SG	ADJ;NOM;PL
găsită	funnen	găsi	finna	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
găsită	hittad	găsi	hittad	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
găsită	hittades	găsi	hitta	ADJ;INDF;FEM;SG	V;IND;PST;FIN;PASS
găsită	hittas	găsi	hitta	ADJ;INDF;FEM;SG	V;NFIN;PASS
găsită	hittat	găsi	hitta	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
găsită	hittade	găsi	hitta	ADJ;INDF;FEM;SG	V;IND;PST;FIN;ACT
structurii	strukturen	structură	struktur	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
structurii	struktur	structură	struktur	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
structurii	strukturera	structură	strukturera	N;DEF;FEM;SG	V;IMP;FIN;ACT
abdallah	abdallah	abdallah	abdallah	PROPN	N;NOM;INDF;MASC+FEM;SG
repetat	upprepas	repetat	upprepa	ADJ;INDF;MASC;SG	V;NFIN;PASS
repetat	upprepade	repetat	upprepa	ADJ;INDF;MASC;SG	V;NOM;PL;PST;V.PTCP;ACT
repetat	upprepat	repetat	upprepa	ADJ;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
tinere	young	tânăr	young	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
tinere	yngre	tânăr	ung	ADJ;INDF;FEM;PL	ADJ;NOM;CMPR
tinere	ung	tânăr	ung	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
gros	tjocka	gros	tjocka	ADJ;INDF;MASC;SG	ADJ;NOM;PL
calendar	kalendern	calendar	kalender	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
calendar	kalender	calendar	kalender	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
patrimoniu	kulturarvet	patrimoniu	kulturarv	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
vocale	högljudd	vocal	högljudd	N;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
donat	skänkt	donat	skänka	ADJ;INDF;MASC;SG	V;V.CVB;ACT
donat	donerade	donat	donera	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
dakota	dakota	dakota	dakot	PROPN	PROPN;NOM
valle	valle	vall	valla	PROPN	N;NOM;INDF;MASC+FEM;SG
mansur	mansur	mansur	mansur	N;INDF;MASC;SG	PROPN;NOM
susan	susan	susan	susa	N;INDF;MASC;SG	PROPN;NOM
holt	holt	holt	holt	N;INDF;MASC;SG	PROPN;NOM
federală	federal	federal	federal	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
federală	federalt	federal	federal	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
federală	federala	federal	federal	ADJ;INDF;FEM;SG	ADJ;NOM;PL
pont	tipsa	pont	tips	N;INDF;MASC;SG	V;IMP;FIN;ACT
înlocuirea	ersätter	înlocuire	ersätta	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
înlocuirea	ersätta	înlocuire	ersätta	N;DEF;FEM;SG	V;IMP;FIN;ACT
înlocuirea	ersättning	înlocuire	ersättning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
înlocuirea	ersättande	înlocuire	ersätta	N;DEF;FEM;SG	ADJ;NOM;PRS;V.PTCP
înlocuirea	ersättare	înlocuire	ersättare	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
apple	apple	appla	apple	N;INDF	PROPN;NOM
nepenthes	nepenthes	nepenthes	nepenthes	PROPN	N;NOM;INDF;MASC+FEM;SG
dame	dame	damă	dam	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
strasbourg	strasbourg	strasbourg	strasbourg	N;INDF;MASC;SG	PROPN;NOM
château	château	châti	château	V;IND;PL;3;IPFV;FIN	N;NOM;INDF;MASC+FEM;SG
adăugarea	tillägg	adăugare	tillägg	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
adăugarea	tillsats	adăugare	tillsats	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
adăugarea	addera	adăugare	addera	N;DEF;FEM;SG	V;IMP;FIN;ACT
bois	bois	bois	boi	PROPN	N;NOM;INDF;MASC+FEM;SG
formularul	blankett	formular	blankett	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
formularul	formulär	formular	formulär	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
formularul	form	formular	form	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
formularul	bilda	formular	bilda	N;DEF;MASC;SG	V;IMP;FIN;ACT
grupate	grupperas	grupat	gruppera	ADJ;INDF;FEM;PL	V;IND;PRS;NFIN;PASS
crimă	mörda	crimă	mörda	N;INDF;FEM;SG	V;IMP;FIN;ACT
crimă	mord	crimă	mord	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
crimă	kriminalitet	crimă	kriminalitet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
crimă	brottslighet	crimă	brottslighet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
crimă	brott	crimă	brott	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
crimă	crime	crimă	crime	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gotic	gotiska	gotic	gotisk	N;INDF;MASC;SG	ADJ;NOM;PL
tre	tre	tre	tre		NUM;NOM
roz	rosa	roz	rosa		N;NOM;INDF;MASC+FEM;SG
ahmed	ahmed	ahmed	ahmed	PROPN	PROPN;NOM
latine	latin	latin	latin	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
frunzele	löv	frunză	löv	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
frunzele	löven	frunză	löv	N;DEF;FEM;PL	N;NOM;DEF;NEUT;PL
frunzele	blad	frunză	blad	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
exprima	uttrycka	exprima	uttrycka	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
exprima	express	exprima	express	V;IND;SG;3;IPFV;FIN	PROPN;NOM
exprima	expressen	exprima	expresse	V;IND;SG;3;IPFV;FIN	PROPN;NOM
moscovei	moskva	moscovă	moskva	PROPN;DEF;FEM;SG	PROPN;NOM
kashmir	kashmir	kashmir	kashmir	PROPN	PROPN;NOM
belgian	belgiska	belgian	belgisk	N;INDF;MASC;SG	ADJ;NOM;PL
belgian	belgare	belgian	belgare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
belgian	belgisk	belgian	belgisk	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
belgian	belgiskt	belgian	belgisk	N;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
parohială	provinsiell	parohial	provinsiell	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
pierderile	förlust	pierdere	förlust	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pierderile	förluster	pierdere	förlust	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
naviga	segla	naviga	segla	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
naviga	segel	naviga	segel	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;NEUT;SG
includerea	inkludering	includere	inkludering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
includerea	integration	includere	integration	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
simona	simona	simona	simon	N;DEF;FEM;SG	PROPN;NOM
joachim	joachim	joachim	joachim	PROPN	PROPN;NOM
formal	formellt	formal	formell	ADV	ADJ;NOM;INDF;NEUT;SG
formal	formella	formal	formell	ADV	ADJ;NOM;PL
formal	formell	formal	formell	ADV	ADJ;NOM;INDF;MASC+FEM;SG
formal	formellt	formal	formell	ADV	ADJ;NOM;INDF;NEUT;SG
austin	austin	austin	austin	PROPN	PROPN;NOM
filozofia	filosofin	filozofie	filosofi	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
filozofia	filosofi	filozofie	filosofi	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aedes	aedes	aedes	aede	PROPN	V;FIN;PASS
implicarea	delaktighet	implicare	delaktighet	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
implicarea	engagemang	implicare	engagemang	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
implicarea	inblandning	implicare	inblandning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
explica	förklarar	explica	förklara	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
explica	förklara	explica	förklara	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
wall	logg	wall	logg	PROPN	N;NOM;INDF;NEUT;SG
wall	väggen	wall	vägg	PROPN	N;NOM;DEF;MASC+FEM;SG
wall	vägg	wall	vägg	PROPN	N;NOM;INDF;MASC+FEM;SG
wall	mur	wall	mur	PROPN	N;NOM;INDF;MASC+FEM;SG
harald	harald	harald	harald	PROPN	PROPN;NOM
autonome	självständig	autonom	självständig	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
autonome	autonom	autonom	autonom	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
village	byn	villag	byn	PROPN	N;NOM;DEF;MASC+FEM;SG
village	by	villag	by	PROPN	N;NOM;INDF;MASC+FEM;SG
village	village	villag	village	PROPN	N;NOM;INDF;NEUT;SG
răspândirea	spridning	răspândire	spridning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
răspândirea	sprider	răspândire	sprida	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
răspândirea	sprida	răspândire	sprida	N;DEF;FEM;SG	V;IMP;NFIN;ACT
răspândirea	sprida	răspândire	sprida	N;DEF;FEM;SG	V;IMP;NFIN;ACT
răspândirea	spridning	răspândire	spridning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
răspândirea	spridit	răspândire	spridit	N;DEF;FEM;SG	V;V.CVB;ACT
răspândirea	sprid	răspândire	sprid	N;DEF;FEM;SG	V;IMP;FIN;ACT
intensă	intensivt	intens	intensiv	ADJ;INDF;FEM;SG	ADV
intensă	intensiv	intens	intensiv	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
intensă	intensiva	intens	intensiv	ADJ;INDF;FEM;SG	ADJ;NOM;PL
mutată	flyttade	muta	flytta	ADJ;INDF;FEM;SG	V;IND;PST;FIN;ACT
mutată	flyttat	muta	flytta	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
mutată	rörd	muta	rörd	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
mutată	flyttad	muta	flytta	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
strâmtoarea	sundet	strâmtoare	sund	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
strâmtoarea	sund	strâmtoare	sund	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
refugiat	flykting	refugiat	flykting	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ungară	ungerska	unga	ungerska	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ungară	ungrare	unga	ungrare	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
ungară	ungersk	unga	ungersk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
scăzută	låga	scăzut	låg	ADJ;INDF;FEM;SG	ADJ;NOM;PL
scăzută	lågt	scăzut	låg	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
scăzută	low	scăzut	low	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
scăzută	låg	scăzut	låg	ADJ;INDF;FEM;SG	INTJ
compune	komponera	compune	komponera	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
exterioară	utvändigt	exterior	utvändig	ADJ;INDF;FEM;SG	ADV
exterioară	yttre	exterior	yttre	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR
exterioară	utvändig	exterior	utvändig	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ofensivă	offensiv	ofensiv	offensiv	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ofensivă	offensiva	ofensiv	offensiv	N;INDF;FEM;SG	ADJ;NOM;PL
ofensivă	stötande	ofensiv	stöta	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
ofensivă	kränkande	ofensiv	kränka	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
intervenție	interventioner	intervenție	intervention	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
intervenție	ingripande	intervenție	ingripande	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
intervenție	intervention	intervenție	intervention	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
galilor	gallien	gal	gallien	N;DEF;MASC;PL	PROPN;NOM
galilor	galler	gal	galler	N;DEF;MASC;PL	N;NOM;INDF;NEUT;SG
fenomene	fenomen	fenomen	fenom	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
austrieci	österrikiska	austriac	österrikisk	N;INDF;MASC;PL	ADJ;NOM;PL
austrieci	österrikisk	austriac	österrikisk	N;INDF;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
costume	passar	costum	passa	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
cânta	sjunga	cânta	sjung	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
cânta	sing	cânta	singa	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;NEUT;SG
cânta	sjung	cânta	sjung	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;MASC+FEM;SG
grija	omsorg	grijă	omsorg	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
grija	omtanke	grijă	omtanke	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
grija	omtänksam	grijă	omtänksam	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
grija	skötsel	grijă	skötsel	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
grija	bryr	grijă	bryra	N;DEF;FEM;SG	V;IMP;FIN;ACT
grija	omsorg	grijă	omsorg	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
grija	vård	grijă	vård	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
grija	care	grijă	care	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
corul	kören	cor	köra	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
modelele	modeller	model	modell	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
modelele	modellerna	model	modell	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
modelele	förlagor	model	förlaga	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
îndeplini	uppfylla	îndeplini	uppfylla	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
reich	riket	reich	rike	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
reich	rikets	reich	rike	N;INDF;MASC;SG	N;GEN;DEF;NEUT;SG
józsef	józsef	józsef	jags	PROPN	PROPN;NOM
originile	ursprung	origine	ursprung	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
khan	khan	khan	khan	PROPN	PROPN;NOM
mutarea	rörliga	mutare	rörlig	N;DEF;FEM;SG	ADJ;NOM;PL
mutarea	flytta	mutare	flytta	N;DEF;FEM;SG	V;IMP;FIN;ACT
mutarea	flytt	mutare	flytt	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
mutarea	flyttar	mutare	flytta	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
moscheea	moské	moschee	moské	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
moscheea	moskén	moschee	moskén	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
lățimea	bredd	lățime	bredd	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ladislau	ladislaus	ladisla	ladislaus	V;IND;PL;3;IPFV;FIN	N;NOM;INDF;MASC+FEM;SG
cooper	coopers	cooper	coop	N;INDF;MASC;SG	PROPN;GEN
cooper	cooper	cooper	coop	N;INDF;MASC;SG	PROPN;NOM
invazie	invasion	invazie	invasion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
invazie	invasionen	invazie	invasion	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ehf	ehf	ehf	ehf	N	PROPN;NOM
dealuri	kullarna	deal	kull	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
dealuri	hills	deal	hills	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
danny	danny	danny	danny	PROPN	PROPN;NOM
determinată	beslutsam	determinat	beslutsam	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
determinată	fastställd	determinat	fastställd	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
determinată	bestämd	determinat	bestämd	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
tag	taggen	tag	tagg		N;NOM;DEF;MASC+FEM;SG
tag	tagga	tag	tagga		V;IMP;FIN;ACT
tag	tagg	tag	tagg		N;NOM;INDF;MASC+FEM;SG
perete	väggen	perete	vägg	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
amenajare	montering	amenajare	montering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
amenajare	passande	amenajare	passa	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
nicholas	nikolaj	nicholas	nikolaj	PROPN	PROPN;NOM
nicholas	nicholas	nicholas	nichola	PROPN	PROPN;NOM
istoricii	historiker	istoric	historik	N;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
străină	utrikes	străin	utrikes	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
străină	utländska	străin	utländsk	N;INDF;FEM;SG	ADJ;NOM;PL
străină	utländsk	străin	utländsk	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
străină	utländskt	străin	utländsk	N;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
străină	främmande	străin	främmande	N;INDF;FEM;SG	ADJ;NOM
iubit	älskade	iubit	älskad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
iubit	älskade	iubit	älskad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
iubit	pojkvän	iubit	pojkvän	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
iubit	pojkvännen	iubit	pojkvänn	ADJ;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
entitate	väsen	entitate	väs	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
entitate	enhet	entitate	enhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
platină	platina	platină	platin	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
rezolva	löser	rezolva	lösa	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
rezolva	lösa	rezolva	lösa	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
rezolva	lös	rezolva	lö	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;MASC+FEM;SG
continental	continental	continental	continental	ADV	N;NOM;INDF;MASC+FEM;SG
continental	kontinental	continental	kontinental	ADV	N;NOM;INDF;MASC+FEM;SG
continental	kontinentala	continental	kontinental	ADV	ADJ;NOM;PL
caesar	caesar	caesar	caes	N;INDF;MASC;SG	PROPN;NOM
cruci	kryss	cruce	kryss	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
cruci	korsar	cruce	korsa	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
cruci	kors	cruce	kors	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
pierdute	förlorat	pierdut	förlora	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
pierdute	förlorad	pierdut	förlorad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pierdute	vilse	pierdut	vilse	ADJ;INDF;FEM;PL	ADV
pierdute	lost	pierdut	lost	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
perioadele	perioder	perioadă	period	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ilustrează	illustrera	ilustra	illustrera	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
cardinal	kardinalen	cardinal	kardinal	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
clare	clare	clar	clare	ADJ;INDF;FEM;PL	PROPN;NOM
moștenit	ärvde	moștenit	ärvde	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
moștenit	ärvt	moștenit	ärva	ADJ;INDF;MASC;SG	V;V.CVB;ACT
curentului	aktuell	curent	aktuell	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
curentului	nuvarande	curent	nuvarande	N;DEF;MASC;SG	ADJ;NOM;PRS;V.PTCP
curentului	aktuellt	curent	aktuell	N;DEF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
curentului	aktuella	curent	aktuell	N;DEF;MASC;SG	ADJ;NOM;PL
destinație	destination	destinație	destination	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
destinație	destinationen	destinație	destination	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
destinație	resmål	destinație	resmål	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
hawaii	hawaii	hawai	hawaii	PROPN	N;NOM;INDF;MASC+FEM;SG
sunetul	sound	sunet	sound	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
sunetul	ljudet	sunet	ljud	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
sunetul	ljud	sunet	ljud	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
inca	fortfarande	inca	fortfarande		ADV
inca	ändå	inca	ändå		ADV
gama	gamma	gamă	gamma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
baby	bebis	baby	bebis		N;NOM;INDF;MASC+FEM;SG
baby	älskling	baby	älskling		N;NOM;INDF;MASC+FEM;SG
evaluarea	värderingen	evaluare	värdering	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
evaluarea	värdering	evaluare	värdering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
