johannes	johannes	johanne	johannes	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
pārklājas	prekrivanja	pārklāties	prekrivanje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;GEN;NEUT;SG
atpazīt	prepoznaven	atpazīt	prepoznaven	V;POS;NFIN	ADJ;NOM;INDF;MASC;SG
made	narejena	made	narejen		ADJ;NOM;FEM;SG;V.PTCP
made	narejeni	made	narejen		ADJ;NOM;MASC;PL;V.PTCP
made	narejen	made	narejen		ADJ;NOM;INDF;MASC;SG;V.PTCP
made	narejeno	made	narejen		ADJ;NOM;NEUT;SG;V.PTCP
uzrakstīts	pisno	uzrakstīt	pisno	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADV
uzrakstīts	napisano	uzrakstīt	napisan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
uzrakstīts	napisana	uzrakstīt	napisan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
uzrakstīts	pisna	uzrakstīt	pisen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
uzrakstīts	zapisano	uzrakstīt	zapisan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
taisnstūra	pravokotna	taisnstūris	pravokoten	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
taisnstūra	pravokotnih	taisnstūris	pravokoten	N;NOM;MASC;SG	ADJ;GEN;MASC;PL
taisnstūra	pravokotno	taisnstūris	pravokotno	N;NOM;MASC;SG	ADV
lubušas	lubuško	lubuša	lubuški	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADV
ita}	ita}}	itas	ita		
personība	identiteto	personība	identiteta	N;NOM;FEM;SG	N;ACC;FEM;SG
personība	osebnosti	personība	osebnost	N;NOM;FEM;SG	N;NOM;FEM;PL
intensīva	intenzivne	intensīva	intenziven	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
intensīva	intenzivno	intensīva	intenzivno	ADJ;NOM;FEM;SG	ADV
intensīva	intenzivno	intensīva	intenzivno	ADJ;NOM;FEM;SG	ADV
maņu	senzorična	maņa	senzoričen	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
pēcnācējiem	potomcev	pēcnācējs	potomec	N;DAT;MASC;PL	N;GEN;MASC;PL
pēcnācējiem	potomec	pēcnācējs	potomec	N;DAT;MASC;PL	N;NOM;MASC;SG
pēcnācējiem	potomce	pēcnācējs	potomec	N;DAT;MASC;PL	N;ACC;MASC;PL
pēcnācējiem	potomci	pēcnācējs	potomec	N;DAT;MASC;PL	N;NOM;MASC;PL
ērti	priročno	ērti	priročen	ADV	ADJ;NOM;NEUT;SG
ērti	priročna	ērti	priročen	ADV	ADJ;NOM;FEM;SG
ērti	udoben	ērti	udoben	ADV	ADJ;NOM;INDF;MASC;SG
amsterdamas	amsterdam	amstert	amsterda	V;NOM;FEM;V.CVB	N;NOM;MASC;SG
amsterdamas	amsterdamu	amstert	amsterda	V;NOM;FEM;V.CVB	N;DAT;MASC;SG
gudrības	modrosti	gudrība	modrost	N;NOM;FEM;PL	N;GEN;FEM;PL
gudrības	modrost	gudrība	modrost	N;NOM;FEM;PL	N;NOM;FEM;SG
mute	ust	mute	usta	N;NOM;FEM;SG	N;GEN;NEUT;PL
mute	usta	mute	usta	N;NOM;FEM;SG	N;NOM;NEUT;PL
ziemeļi	severna	ziemelis	severen	N;NOM;MASC;PL	ADJ;NOM;FEM;SG
ziemeļi	severni	ziemelis	severen	N;NOM;MASC;PL	ADJ;NOM;DEF;MASC;SG
ziemeļi	severno	ziemelis	severen	N;NOM;MASC;PL	ADV
ziemeļi	sever	ziemelis	sever	N;NOM;MASC;PL	N;NOM;MASC;SG
sarkani	rdeča	sarkans	rdeč	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
sarkani	rdeči	sarkans	rdeč	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;MASC;SG
sarkani	rdeč	sarkans	rdeč	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
sarkani	rdeče	sarkans	rdeč	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
sarkani	red	sarkans	red	ADJ;NOM;MASC;PL	N;NOM;MASC;SG
optisko	optično	optiska	optično	ADJ;ACC;MASC;SG	ADV
optisko	optični	optiska	optičen	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
optisko	optična	optiska	optičen	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
sauss	suhe	sauss	suh	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
sauss	posuši	sauss	posušiti	ADJ;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
sauss	suho	sauss	suh	ADJ;NOM;MASC;SG	ADV
sazināties	kontakt	sazināties	kontakt	V;POS;REFL;NFIN	N;NOM;MASC;SG
sazināties	stik	sazināties	stik	V;POS;REFL;NFIN	N;NOM;MASC;SG
sazināties	stika	sazināties	stik	V;POS;REFL;NFIN	N;GEN;MASC;SG
sazināties	sporazumevanje	sazināties	sporazumevanje	V;POS;REFL;NFIN	N;NOM;NEUT;SG
praksi	vaje	prakse	vaja	N;ACC;FEM;SG	N;NOM;FEM;PL
praksi	trening	prakse	trening	N;ACC;FEM;SG	N;NOM;MASC;SG
praksi	vaja	prakse	vaja	N;ACC;FEM;SG	N;NOM;FEM;SG
praksi	praksi	prakse	praksa	N;ACC;FEM;SG	N;NOM;FEM;SG
praksi	prakse	prakse	praksa	N;ACC;FEM;SG	N;NOM;FEM;PL
praksi	praksa	prakse	praks	N;ACC;FEM;SG	N;NOM;FEM;SG
nodoklis	dajatev	nodoklis	dajatev	N;NOM;MASC;SG	N;GEN;FEM;SG
nodoklis	dolžnosti	nodoklis	dolžnost	N;NOM;MASC;SG	N;NOM;FEM;PL
nodoklis	davki	nodoklis	davek	N;NOM;MASC;SG	N;NOM;MASC;PL
nodoklis	davčna	nodoklis	davčen	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
dobumu	votline	dobums	votlina	N;ACC;MASC;SG	N;NOM;FEM;PL
hop	hop	hop	hop		N;NOM;MASC;SG
dāma	kraljico	dāma	kraljica	N;NOM;FEM;SG	N;ACC;FEM;SG
dāma	queen	dāma	queen	N;NOM;FEM;SG	
vērts	vredne	vērts	vreden	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
vērts	vredni	vērts	vreden	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
vakuuma	vakuumske	vakuums	vakuumski	N;NOM;MASC;SG	ADJ;NOM;FEM;PL
hipotēzi	hipoteza	hipotēze	hipoteza	N;ACC;FEM;SG	N;NOM;FEM;SG
apvienojas	združevanje	apvienoties	združevanje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;SG
palikusi	levica	palikt	levica	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
palikusi	levi	palikt	lev	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
palikusi	levo	palikt	levo	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADV
palikusi	leva	palikt	lev	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
apsūdzēja	obtožen	apsūdzēt	obtožen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
apsūdzēja	obtožena	apsūdzēt	obtožen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
apsūdzēja	obtoženi	apsūdzēt	obtožen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
florida	florido	floridāt	florid	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
florida	florida	floridāt	florida	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
matricas	matrico	matrica	matrica	N;NOM;FEM;PL	N;ACC;FEM;SG
matricas	matrica	matrica	matrica	N;NOM;FEM;PL	N;NOM;FEM;SG
matricas	matrika	matrica	matrik	N;NOM;FEM;PL	N;NOM;FEM;SG
kopenhāgenā	københavnu	kopenhāgens	krbenhaven	N;ESS;MASC;SG	ADJ;DAT;MASC;SG
visilgāk	najdaljši	lgt	dolg	ADV;RL	ADJ;NOM;DEF;RL;MASC;SG
visilgāk	najdaljša	lgt	dolg	ADV;RL	ADJ;NOM;RL;FEM;SG
visilgāk	najdaljše	lgt	dolg	ADV;RL	ADJ;NOM;RL;NEUT;SG
luhanskas	luhansk	luhanska	luhansk	PROPN;NOM;FEM;SG	
izīrēts	najeta	izīrēt	najet	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
finansiāli	finančno	finansiāli	finančen	ADV	ADJ;NOM;NEUT;SG
kaķiem	mačke	kaķis	mačka	N;DAT;MASC;PL	N;NOM;FEM;PL
kaķiem	mačk	kaķis	mačka	N;DAT;MASC;PL	N;GEN;FEM;PL
kaķiem	mački	kaķis	mačka	N;DAT;MASC;PL	N;NOM;MASC;PL
sasniegumu	dosežek	sasniegums	dosežek	N;ACC;MASC;SG	N;NOM;MASC;SG
sasniegumu	doseganje	sasniegums	doseganje	N;ACC;MASC;SG	N;NOM;NEUT;SG
uzskaitītas	naštetih	uzskaitīt	naštet	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
nigērijas	nigerijski	nigērija	nigerijski	PROPN;NOM;FEM;PL	ADJ;NOM;MASC;SG
profesore	profesorja	profesore	profesor	N;NOM;FEM;SG	N;ANIM;ACC;MASC;SG
prefektūra	prefekture	prefektūra	prefektura	N;NOM;FEM;SG	N;NOM;FEM;PL
muti	ust	mute	usta	N;ACC;FEM;SG	N;GEN;NEUT;PL
muti	usta	mute	usta	N;ACC;FEM;SG	N;NOM;NEUT;PL
muti	gobec	mute	gobec	N;ACC;FEM;SG	N;NOM;MASC;SG
gmbh	gmbh	gmbh	gmbh		PROPN;NOM;MASC;SG
fails	datoteko	fails	datoteka	N;NOM;MASC;SG	N;ACC;FEM;SG
redakcijas	uredniške	redakcija	uredniški	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
slovēnija	slovenia	slovēnija	slovenia	N;NOM;FEM;SG	
obama	obama	obama	oba	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
apdares	zaključna	apdare	zaključen	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
organizētas	organizirani	organizēt	organiziran	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
organizētas	organizirano	organizēt	organiziran	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
organizētas	organiziran	organizēt	organiziran	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
organizētas	organizirana	organizēt	organiziran	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
organizētas	organizirane	organizēt	organiziran	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
marie	marie	mars	maria		
lībekas	lübeck	lībeka	lübeck	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
dārzos	vrtovi	dārzs	vrt	N;ESS;MASC;PL	N;NOM;MASC;PL
dārzos	vrtov	dārzs	vrt	N;ESS;MASC;PL	N;GEN;MASC;PL
dārzos	vrtove	dārzs	vrt	N;ESS;MASC;PL	N;ACC;MASC;PL
veicinātu	foster	veicināt	foster	V;COND;POS;FIN;ACT	N;NOM;MASC;SG
veicinātu	spodbujanje	veicināt	spodbujanje	V;COND;POS;FIN;ACT	N;NOM;NEUT;SG
pelēkas	sivo	pelēka	siv	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
pelēkas	sivi	pelēka	siv	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
pelēkas	grey	pelēka	grey	ADJ;NOM;FEM;PL	
pelēkas	siva	pelēka	siv	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
olimpiskajā	olimpijski	olimpiska	olimpijski	ADJ;ESS;FEM;SG	ADJ;NOM;MASC;PL
olimpiskajā	olympic	olimpiska	olympica	ADJ;ESS;FEM;SG	N;NOM;MASC;SG
luters	luther	luters	luther	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
kursos	tečaje	kurss	tečaj	N;ESS;MASC;PL	N;ACC;MASC;PL
kursos	tečaji	kurss	tečaj	N;ESS;MASC;PL	N;NOM;MASC;PL
tuksnesis	puščavi	tuksnesis	puščava	N;NOM;MASC;SG	N;DAT;FEM;SG
atzīti	priznani	atzīt	priznan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
atzīti	priznan	atzīt	priznan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
atzīti	priznana	atzīt	priznan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
atzīti	priznano	atzīt	priznan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atzīti	priznane	atzīt	priznan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
atzīti	priznan	atzīt	priznan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
atzīti	prepoznal	atzīt	prepoznati	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
atzīti	priznana	atzīt	priznan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
atzīti	priznano	atzīt	priznan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
teritoriālais	teritorialne	teritoriāls	teritorialen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
dziļš	globoko	dziļš	globoko	ADJ;NOM;MASC;SG	ADV
žaunu	gill	žauna	gill	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
dana	dana	dans	dan	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
dārziņš	garden	dārziņš	garden	N;NOM;MASC;SG	
izpildītāji	izvajalce	izpildītājs	izvajalec	N;NOM;MASC;PL	N;ACC;MASC;PL
pavlovs	pavlov	pavlovs	pavl	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
sausā	suhe	sausa	suh	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
sausā	posuši	sausa	posušiti	ADJ;NOM;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
sausā	suho	sausa	suh	ADJ;NOM;FEM;SG	ADV
pacientiem	pacienti	pacients	pacient	N;DAT;MASC;PL	N;NOM;MASC;PL
pacientiem	bolnike	pacients	bolnik	N;DAT;MASC;PL	N;ACC;MASC;PL
pacientiem	bolniki	pacients	bolnik	N;DAT;MASC;PL	N;NOM;MASC;PL
vienādu	uniforma	vienāda	uniforma	ADJ;ACC;MASC;SG	N;NOM;FEM;SG
vienādu	enotna	vienāda	enoten	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
vienādu	uniformo	vienāda	uniforma	ADJ;ACC;MASC;SG	N;ACC;FEM;SG
avārijā	dovoz	avārija	dovoz	N;ESS;FEM;SG	N;NOM;MASC;SG
vadims	vadim	vadims	vaditi	N;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN
sekcija	bay	sekcija	bay	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
adams	adams	adams	adams	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
digitālā	digitalnega	digitāls	digitalen	ADJ;NOM;FEM;SG	ADJ;GEN;NEUT;SG
digitālā	digitalne	digitāls	digitalen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
bioloģija	biologijo	bioloģija	biologija	N;NOM;FEM;SG	N;ACC;FEM;SG
eļļa	olja	eļļa	olje	N;NOM;FEM;SG	N;NOM;NEUT;PL
bahs	bach	bahs	bacha	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
labāks	bolje	labs	dobro	ADJ;NOM;CMPR;MASC;SG	ADV;CMPR
palīgā	pomagaj	palīgs	pomagaj	N;ESS;MASC;SG	N;ACC;MASC;SG
palīgā	pomoč	palīgs	pomoč	N;ESS;MASC;SG	N;NOM;FEM;SG
palīgā	pomagajte	palīgs	pomagati	N;ESS;MASC;SG	V;IMP;PL;2;FIN
fiksēts	popravljeno	fiksēt	popravljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
fiksēts	fiksno	fiksēt	fiksen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
fiksēts	fiksna	fiksēt	fiksen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
mākslīgais	umetne	mākslīgs	umeten	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
mākslīgais	umetno	mākslīgs	umeten	ADJ;NOM;MASC;SG	ADV
mākslīgais	umetnega	mākslīgs	umeten	ADJ;NOM;MASC;SG	ADJ;GEN;NEUT;SG
lādiņu	izstrelek	lādiņš	izstrelek	N;ACC;FEM;SG	N;NOM;MASC;SG
lādiņu	projektil	lādiņš	projektiti	N;ACC;FEM;SG	N;NOM;MASC;SG
cieņu	dostojanstvo	cieņa	dostojanstvo	N;ACC;FEM;SG	N;NOM;NEUT;SG
cieņu	dostojanstva	cieņa	dostojanstvo	N;ACC;FEM;SG	N;GEN;NEUT;SG
paplašināta	razširjeni	paplašināt	razširjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
paplašināta	razširjeno	paplašināt	razširjeno	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
paplašināta	podaljšana	paplašināt	podaljšan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
paplašināta	podaljšano	paplašināt	podaljšan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
paplašināta	razširjena	paplašināt	razširjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
paplašināta	podaljšan	paplašināt	podaljšan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
paplašināta	povečan	paplašināt	povečan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
paplašināta	povečana	paplašināt	povečan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
paplašināta	razširjeni	paplašināt	razširjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
paplašināta	povečane	paplašināt	povečan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
paplašināta	razširjena	paplašināt	razširjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
paplašināta	povečano	paplašināt	povečan	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
paplašināta	razširjeni	paplašināt	razširjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
paplašināta	razširjen	paplašināt	razširjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
paplašināta	razširjena	paplašināt	razširjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
paplašināta	razširjene	paplašināt	razširjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
veselas	cel	vesela	cel	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
veselas	cela	vesela	cel	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
veselas	celotno	vesela	celoten	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
frakciju	frakcija	frakcija	frakcija	N;ACC;FEM;SG	N;NOM;FEM;SG
dimantu	diamond	dimants	diamond	N;ACC;MASC;SG	
dimantu	diamant	dimants	diamant	N;ACC;MASC;SG	N;NOM;MASC;SG
izplatīšanās	razširi	izplatīšanās	razšir	N;NOM;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
nikolass	nicholas	nikolass	nicholas	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
gadījuma	naključna	gadījums	naključen	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
gadījuma	naključno	gadījums	naključno	N;GEN;MASC;SG	ADV
gadījuma	naključni	gadījums	naključen	N;GEN;MASC;SG	ADJ;NOM;MASC;SG
gadījuma	naključen	gadījums	naključen	N;GEN;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
gadījuma	priložnostni	gadījums	priložnosten	N;GEN;MASC;SG	ADJ;NOM;MASC;SG
gadījuma	sproščeno	gadījums	sproščeno	N;GEN;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
gadījuma	priložnostno	gadījums	priložnosten	N;GEN;MASC;SG	ADV
utype	utype	utype	utyp		
tīra	čist	tīra	čist	ADJ;NOM;FEM;SG	
tīra	cist	tīra	cist	ADJ;NOM;FEM;SG	
tīra	čist	tīra	čist	ADJ;NOM;FEM;SG	
baumas	govorice	baumas	govorica	N;NOM;FEM	N;NOM;FEM;PL
baumas	govorice	baumas	govorica	N;NOM;FEM	N;NOM;FEM;PL
baumas	govorica	baumas	govorica	N;NOM;FEM	N;NOM;FEM;SG
izabella	isabel	izabells	isabi	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
izabella	isabella	izabells	isabello	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
izabella	isabelle	izabells	isabella	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
prāga	praga	prāgt	praga		N;NOM;MASC;SG
prāga	pragi	prāgt	praga		PROPN;NOM;MASC;SG
prāga	prage	prāgt	praga		N;GEN;FEM;SG
nieres	ledvic	niere	ledvica	N;NOM;FEM;PL	N;GEN;FEM;PL
nieres	ledvica	niere	ledvica	N;NOM;FEM;PL	N;NOM;FEM;SG
pasākuma	ukrep	pasākums	ukrep	N;GEN;MASC;SG	N;NOM;MASC;SG
pasākuma	merilo	pasākums	merilo	N;GEN;MASC;SG	N;NOM;NEUT;SG
patērē	porabljen	patērēt	porabljen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
patērē	porabljena	patērēt	porabljen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
patērē	porabljene	patērēt	porabljen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
apsūdzēts	obtožen	apsūdzēt	obtožen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
apsūdzēts	obtožena	apsūdzēt	obtožen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
apsūdzēts	obtoženi	apsūdzēt	obtožen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
reklāma	reklamo	reklāma	reklama	N;NOM;FEM;SG	N;ACC;FEM;SG
sidnejas	sydney	sidneja	sydney	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
munīcijas	streliva	munīcija	strelivo	N;NOM;FEM;PL	N;GEN;NEUT;SG
munīcijas	strelivo	munīcija	strelivo	N;NOM;FEM;PL	N;NOM;NEUT;SG
plānā	načrt	plāns	načrt	N;ESS;MASC;SG	N;NOM;MASC;SG
plānā	plan	plāns	plan	N;ESS;MASC;SG	N;NOM;MASC;SG
muguru	zadaj	mugura	zadaj	N;ACC;FEM;SG	
muguru	hrbet	mugura	hrbet	N;ACC;FEM;SG	N;NOM;MASC;SG
muguru	nazaj	mugura	nazaj	N;ACC;FEM;SG	ADV
mūris	steno	mūris	stena	N;NOM;MASC;SG	N;ACC;FEM;SG
apzīmējumi	legend	apzīmējums	legenda	N;NOM;MASC;PL	N;NOM;FEM;SG
apzīmējumi	legenda	apzīmējums	legenda	N;NOM;MASC;PL	N;NOM;FEM;SG
porto	porto	ports	porta		PROPN;NOM;MASC;SG
polo	polo	polo	pola		N;NOM;MASC;SG
polo	pola	polo	pola		N;NOM;MASC;DU
ģenētiski	gensko	ģenētiski	genski	ADV	ADJ;NOM;NEUT;SG
ģenētiski	genetsko	ģenētiski	genetsko	ADV	ADJ;NOM;NEUT;SG
interscope	interscope	interscope	interscop		N;NOM;MASC;SG
svētdienas	nedeljah	svētdiena	nedelja	N;NOM;FEM;PL	N;ESS;FEM;PL
eksperimenti	poskuse	eksperiments	poskus	N;NOM;MASC;PL	N;ACC;MASC;PL
eksperimenti	eksperimentiranje	eksperiments	eksperimentiranje	N;NOM;MASC;PL	N;NOM;NEUT;SG
clippers	škarje	clippers	škarja	N;NOM;MASC;SG	N;ACC;MASC;PL
atpūta	rekreacijo	atpūst	rekreacija	N;NOM;FEM;SG	N;ACC;FEM;SG
nirnbergas	nürnbergu	nirnberga	nürnbergo	N;NOM;FEM;PL	PROPN;DAT;MASC;SG
dzemdes	maternica	dzemde	maternica	N;NOM;FEM;PL	N;NOM;FEM;SG
dzemdes	maternico	dzemde	maternica	N;NOM;FEM;PL	N;ACC;FEM;SG
dzemdes	maternica	dzemde	maternica	N;NOM;FEM;PL	N;NOM;FEM;SG
dzemdes	maternico	dzemde	maternica	N;NOM;FEM;PL	N;ACC;FEM;SG
tarkovskis	tarkovski	tarkovskis	tarkovski	N;NOM;MASC;SG	ADJ;NOM;MASC;PL
gods	častno	gods	časten	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
gods	časti	gods	čast	N;NOM;MASC;SG	N;NOM;FEM;PL
gods	častno	gods	časten	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
gods	časti	gods	čast	N;NOM;MASC;SG	N;NOM;FEM;PL
gods	častna	gods	časten	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
skaļi	glasna	skaļi	glasen	ADV	ADJ;NOM;FEM;SG
skaļi	glasen	skaļi	glasen	ADV	ADJ;NOM;INDF;MASC;SG
algu	plača	alga	plača	N;ACC;FEM;SG	N;NOM;FEM;SG
algu	plač	alga	plača	N;ACC;FEM;SG	N;GEN;FEM;PL
algu	plače	alga	plača	N;ACC;FEM;SG	N;NOM;FEM;PL
piramīdas	piramido	piramīda	piramid	N;NOM;FEM;PL	N;ACC;FEM;SG
piramīdas	piramida	piramīda	piramid	N;NOM;FEM;PL	N;NOM;FEM;SG
augstākas	višja	augsta	visok	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;CMPR;FEM;SG
augstākas	višji	augsta	visok	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;DEF;CMPR;MASC;SG
