ivar	ivar	ivar	ivara		
edith	edith	edith	editi	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
olof	olof	olof	olof	PROPN	PROPN;NOM;MASC;SG
wulff	wulff	wulff	wulff		
smed	kovač	smide	kovač	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
absolutte	absolutni	absolutte	absoluten	ADJ;PL	ADJ;NOM;MASC;SG
absolutte	absolutno	absolutte	absolutno	ADJ;PL	ADV
absolutte	absolutna	absolutte	absoluten	ADJ;PL	ADJ;NOM;FEM;SG
davies	davies	davie	davies		PROPN;NOM;MASC;SG
sår	rane	sår	ran	N;INDF;NEUT;SG	N;NOM;FEM;PL
sår	rane	sår	ran	N;INDF;NEUT;SG	N;NOM;FEM;PL
sår	ran	sår	ran	N;INDF;NEUT;SG	N;GEN;FEM;PL
kulturarv	dediščine	kulturarv	dediščina	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
trine	trine	trine	triniti		
trine	kate	trine	kata		PROPN;NOM;FEM;SG
identificeret	ugotovljene	identificere	ugotovljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
identificeret	ugotovljena	identificere	ugotovljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
afskediget	odpuščen	afskedige	odpuščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
afskediget	odpuščen	afskedige	odpuščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
money	denar	money	denar		N;NOM;MASC;SG
knut	knut	knut	knut		N;NOM;MASC;SG
leeds	leeds	leeds	leeds		PROPN;NOM;MASC;SG
protein	beljakovin	protein	beljakovina	N;INDF;NEUT;SG	N;GEN;FEM;PL
protein	proteini	protein	protein	N;INDF;NEUT;SG	N;NOM;MASC;PL
protein	beljakovine	protein	beljakovina	N;INDF;NEUT;SG	N;NOM;FEM;PL
protein	beljakovin	protein	beljakovina	N;INDF;NEUT;SG	N;GEN;FEM;PL
protein	proteini	protein	protein	N;INDF;NEUT;SG	N;NOM;MASC;PL
protein	beljakovine	protein	beljakovina	N;INDF;NEUT;SG	N;NOM;FEM;PL
netværket	omrežja	netværk	omrežje	N;DEF;NEUT;SG	N;NOM;NEUT;PL
roberto	roberto	roberto	roberta		N;NOM;MASC;SG
tømmer	les	tømme	les	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
tømmer	les	tømme	les	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
intellektuelle	intelektualci	intellektuel	intelektualec	ADJ;PL	N;NOM;MASC;PL
intellektuelle	intelektualna	intellektuel	intelektualen	ADJ;PL	ADJ;NOM;FEM;SG
intellektuelle	intelektualno	intellektuel	intelektualno	ADJ;PL	ADJ;NOM;NEUT;SG
hellig	sveta	hellig	svet	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hellig	svete	hellig	svet	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
tempo	sprehajati	tempo	sprehajati	N;INDF;NEUT;SG	V;IPFV;NFIN
ibm	ibm	ibm	ibma	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
udtrykt	izražena	udtrykke	izražen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
udtrykt	izraženo	udtrykke	izražen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
udtrykt	izraženi	udtrykke	izražen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
udtrykt	izražen	udtrykke	izražen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
berkeley	berkeley	berkeley	berkeley		PROPN;NOM;MASC;SG
indkomst	dohodki	indkomst	dohodek	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
indkomst	dohodki	indkomst	dohodek	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
indkomst	prihodki	indkomst	prihodek	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
björn	björn	björn	björn	N;INDF;NEUT;SG	
faldne	padel	falden	pasti	ADJ;PL	V;PFV;MASC;SG;V.PTCP
faldne	padle	falden	pasti	ADJ;PL	V;PFV;FEM;PL;V.PTCP
faldne	padli	falden	pasti	ADJ;PL	V;PFV;MASC;PL;V.PTCP
faldne	padla	falden	pasti	ADJ;PL	V;PFV;FEM;SG;V.PTCP
faldne	padlo	falden	pasti	ADJ;PL	V;PFV;NEUT;SG;V.PTCP
bedrifter	gospodarstva	bedrifter	gospodarstvo	N;INDF;MASC+FEM;PL	N;GEN;NEUT;SG
indstillede	nastavljen	indstille	nastavljen	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
forever	večno	foreve	večen	N;INDF;MASC+FEM;SG	ADV
forever	zavedno	foreve	zavedno	N;INDF;MASC+FEM;SG	ADV
omar	omarja	omar	omar	PROPN	N;ANIM;ACC;MASC;SG
omar	omar	omar	omar	PROPN	N;NOM;MASC;SG
spænder	zaponke	spænde	zaponka	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
klinisk	klinični	klinisk	kliničen	ADV	ADJ;NOM;MASC;PL
klinisk	klinično	klinisk	klinično	ADV	ADJ;NOM;NEUT;SG
koppel	koppel	koppel	koppeti	N;INDF;MASC+FEM;SG	
pligt	dolžnosti	pligt	dolžnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
pligt	obveznosti	pligt	obveznost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
onsdag	srede	onsdag	sreda	N;INDF;MASC+FEM;SG	
gult	rumeni	gult	rume	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
gult	rumene	gult	rumen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
gult	rumeno	gult	rumen	ADJ;INDF;NEUT;SG	ADV
opad	naraščajoče	opad	naraščajoč	ADV	ADJ;NOM;NEUT;PL;V.PTCP
airways	airways	airway	airways		N;NOM;MASC;SG
maksimalt	maksimum	maksimalt	maksimum	ADV	N;NOM;MASC;SG
maksimalt	največja	maksimalt	velik	ADV	ADJ;NOM;RL;FEM;SG
hør	lan	høre	lan	V;IMP	N;NOM;MASC;SG
defensiv	obrambno	defensiv	obramben	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
defensiv	obrambna	defensiv	obramben	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
defensiv	obrambne	defensiv	obramben	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
defensiv	obrambni	defensiv	obramben	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
patienten	potrpežljiv	patient	potrpežljiv	N;DEF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
købes	nakup	købe	nakup	V;IND;PRS;NFIN;PASS	N;NOM;MASC;SG
købes	kupljen	købe	kupljen	V;IND;PRS;NFIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
købes	kupljene	købe	kupljen	V;IND;PRS;NFIN;PASS	ADJ;NOM;FEM;PL;V.PTCP
købes	kupljeno	købe	kupljen	V;IND;PRS;NFIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
købes	kupljena	købe	kupljen	V;IND;PRS;NFIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
købes	kupljen	købe	kupljen	V;IND;PRS;NFIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
købes	kupljene	købe	kupljen	V;IND;PRS;NFIN;PASS	ADJ;NOM;FEM;PL;V.PTCP
købes	kupljeno	købe	kupljen	V;IND;PRS;NFIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
købes	kupljena	købe	kupljen	V;IND;PRS;NFIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
janeiro	janeiru	janeiro	janeir		N;DAT;MASC;SG
gotha	gotha	gotha	gotha		N;NOM;MASC;SG
forbeholdt	rezervirano	forbeholde	rezervirano	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
forbeholdt	rezervirane	forbeholde	rezerviran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
forbeholdt	rezervirana	forbeholde	rezerviran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
forbeholdt	rezerviran	forbeholde	rezerviran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
indvandring	migracije	indvandring	migracija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
hjalmar	hjalmar	hjalmar	hjalmar		N;NOM;MASC;SG
salvador	salvador	salvador	salvador		N;NOM;MASC;SG
duke	vojvodo	duke	vojvoda		N;ACC;FEM;SG
duke	duke	duke	duka		N;NOM;MASC;SG
duke	knez	duke	knez		N;NOM;MASC;SG
duke	vojvoda	duke	vojvoda		N;NOM;MASC;SG
mønt	kovanci	mønt	kovanec	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
isaac	isaac	isaac	isaac		N;NOM;MASC;SG
forhandle	pogajanje	forhandle	pogajanje	V;NFIN;ACT	N;NOM;NEUT;SG
forhandle	pogajanja	forhandle	pogajanje	V;NFIN;ACT	N;NOM;NEUT;PL
forhandle	pogajalski	forhandle	pogajalski	V;NFIN;ACT	ADJ;NOM;MASC;SG
lis	liz	lis	liza		PROPN;NOM;FEM;SG
lis	lis	lis	lis		N;GEN;FEM;PL
indtjening	dohodki	indtjening	dohodek	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
tyk	debelo	tyk	debel	ADJ;INDF;MASC+FEM;SG	ADV
tyk	gosto	tyk	gost	ADJ;INDF;MASC+FEM;SG	ADV
påvirkede	vplival	påvirke	vplivati	V;PL;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
påvirkede	prizadeta	påvirke	prizadet	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
påvirkede	prizadetih	påvirke	prizadet	V;PL;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
påvirkede	prizadete	påvirke	prizadeti	V;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
påvirkede	prizadeti	påvirke	prizadeti	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
påvirkede	prizadet	påvirke	prizadet	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
påvirkede	prizadeto	påvirke	prizadeto	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
påvirkede	vplivala	påvirke	vplivati	V;PL;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
bachelor	samski	bachelor	samski	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
grafik	grafični	grafik	grafičen	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
grafik	grafično	grafik	grafičen	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
grafik	umetnine	grafik	umetnina	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
grafik	grafike	grafik	grafika	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
forældet	zastarel	forælde	zastareti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
forældet	zastarele	forælde	zastarel	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
forældet	zastarelo	forælde	zastarel	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
forældet	zastarel	forælde	zastareti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
forældet	zastareli	forælde	zastareti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
forældet	zastarele	forælde	zastarel	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
forældet	zastarelo	forælde	zastarel	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
fantasi	domišljije	fantasi	domišljija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
fantasi	fantazije	fantasi	fantazija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
mos	mah	mos	meh	N;INDF;MASC+FEM;SG	
farvel	adijo	farvel	adija	N;INDF;NEUT;SG	
farvel	adijo	farvel	adija	N;INDF;NEUT;SG	
specialiserede	specializiranih	specialisere	specializiran	V;PL;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
specialiserede	specializiran	specialisere	specializiran	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
specialiserede	specializirana	specialisere	specializiran	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
specialiserede	specializirani	specialisere	specializiran	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
specialiserede	specializirano	specialisere	specializirano	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
specialiserede	specializirane	specialisere	specializiran	V;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
specialiserede	specializiran	specialisere	specializiran	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
geologisk	geološke	geologisk	geološki	ADV	ADJ;NOM;FEM;PL
geologisk	geološko	geologisk	geološki	ADV	ADJ;NOM;NEUT;SG
geologisk	geološka	geologisk	geološki	ADV	ADJ;NOM;FEM;SG
jin	jin	jin	jin		PROPN;NOM;MASC;SG
vandret	horizontalno	vandret	horizontalen	V;INDF;SG;PST;V.PTCP	ADV
vandret	vodoravno	vandret	vodoravno	V;INDF;SG;PST;V.PTCP	ADV
vandret	horizontalno	vandret	horizontalen	V;INDF;SG;PST;V.PTCP	ADV
vandret	vodoravna	vandret	vodoraven	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
vandret	vodoravno	vandret	vodoravno	V;INDF;SG;PST;V.PTCP	ADV
homoseksuelle	geji	homoseksuel	gejeti	ADJ;PL	N;NOM;MASC;PL
homoseksuelle	homoseksualec	homoseksuel	homoseksualec	ADJ;PL	N;NOM;MASC;SG
homoseksuelle	homoseksualci	homoseksuel	homoseksualec	ADJ;PL	N;NOM;MASC;PL
tanzania	tanzaniji	tanzania	tanzanija		N;DAT;FEM;SG
miguel	miguel	miguel	migul		PROPN;NOM;MASC;SG
clinton	clinton	clinton	clinton		N;NOM;MASC;SG
tungere	težje	tung	težko	ADJ;CMPR	ADV;CMPR
uddrag	ekstrakti	uddrag	ekstrakt	N;INDF;NEUT;SG	N;NOM;MASC;PL
uddrag	odlomki	uddrag	odlomek	N;INDF;NEUT;SG	N;NOM;MASC;PL
rimelig	dokaj	rimelig	dokaj	ADJ;INDF;MASC+FEM;SG	ADV
rimelig	pošteno	rimelig	pošteno	ADJ;INDF;MASC+FEM;SG	ADV
rimelig	sejem	rimelig	sejem	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
lander	dežele	land	dežela	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
lander	lander	land	lander	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
lander	pristanek	land	pristanek	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
lander	pristajanje	land	pristajanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
lander	zemljišča	land	zemljišče	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
lander	dežela	land	dežela	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
lander	kopno	land	kopno	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
lander	zemljišče	land	zemljišče	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
lander	zemljo	land	zemlja	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
kids	otroci	kids	otrok	N;INDF;NEUT;SG	N;NOM;MASC;PL
hang	obešen	hænge	obešen	V;IMP	ADJ;NOM;INDF;MASC;SG;V.PTCP
hang	obešen	hænge	obešen	V;IMP	ADJ;NOM;INDF;MASC;SG;V.PTCP
hang	obešanje	hænge	obešanje	V;IMP	N;NOM;NEUT;SG
hang	visi	hænge	vis	V;IMP	V;IPFV;IND;SG;3;PRS;FIN
ålborg	aalborg	ålborg	aalborg		
mai	mai	mai	maš		PROPN;NOM;MASC;SG
fjerner	odstranjevanje	fjerne	odstranjevanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
metadata	metapodatki	metadata	metapodatek	N;INDF;NEUT;SG	N;NOM;MASC;PL
udrustet	opremljen	udruste	opremljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
udrustet	opremljena	udruste	opremljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
udrustet	opremljeno	udruste	opremljeno	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
udrustet	opremljeni	udruste	opremljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
udrustet	opremljene	udruste	opremljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
village	vasi	villag	vas		N;GEN;FEM;SG
village	vasica	villag	vasica		N;NOM;FEM;SG
straffe	kazen	straffe	kazen	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
straffe	kaznoval	straffe	kaznovati	N;INDF;MASC+FEM;PL	V;MASC;SG;V.PTCP
straffe	kaznovati	straffe	kaznovati	N;INDF;MASC+FEM;PL	V;NFIN
straffe	kaznuje	straffe	kazno	N;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
straffe	kaznovanje	straffe	kaznovanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
straffe	kazen	straffe	kazen	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
straffe	kaznovanje	straffe	kaznovanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
fladt	ravna	fladt	raven	ADV	V;IPFV;IND;SG;3;PRS;FIN
fladt	stanovanje	fladt	stanovanje	ADV	N;NOM;NEUT;SG
raw	surove	raw	surov		N;NOM;FEM;PL
raw	surova	raw	surov		ADJ;NOM;FEM;SG
raw	surovo	raw	surovo		ADV
raw	surovi	raw	surov		ADJ;NOM;MASC;SG
raw	surov	raw	surov		ADJ;NOM;INDF;MASC;SG
psykiske	psihološko	psykisk	psihološki	ADJ;PL	ADJ;NOM;NEUT;SG
psykiske	psihološki	psykisk	psihološki	ADJ;PL	ADJ;NOM;MASC;SG
psykiske	psihološka	psykisk	psihološki	ADJ;PL	ADJ;NOM;FEM;SG
psykiske	duševno	psykisk	duševno	ADJ;PL	ADJ;NOM;NEUT;SG
psykiske	mentalno	psykisk	mentalen	ADJ;PL	ADJ;NOM;NEUT;SG
psykiske	duševna	psykisk	duševen	ADJ;PL	ADJ;NOM;FEM;SG
georgien	gruzija	georgi	gruzija	PROPN	N;NOM;FEM;SG
georgien	georgia	georgi	georgia	PROPN	PROPN;NOM;MASC;SG
georgien	gruziji	georgi	gruzija	PROPN	N;DAT;FEM;SG
krigere	borca	krig	borec	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
kommercielt	komercialni	kommercielt	komercialen	ADV	ADJ;NOM;MASC;SG
kommercielt	komercialna	kommercielt	komercialen	ADV	ADJ;NOM;FEM;SG
kommercielt	komercialne	kommercielt	komercialen	ADV	ADJ;NOM;FEM;PL
kommercielt	reklama	kommercielt	reklama	ADV	N;NOM;FEM;SG
hurtigste	najhitreje	hurtigst	utro	ADJ;DEF;RL	ADV;RL
værelse	sobi	værelse	soba	N;INDF;NEUT;SG	N;NOM;FEM;DU
monroe	monroe	monroe	moner		N;NOM;MASC;SG
ssr	ssr	ssr	ssr	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
connecticut	connecticut	connecticut	connecticut	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
connecticut	connecticutu	connecticut	connecticut	N;INDF;MASC+FEM;SG	PROPN;DAT;MASC;SG
gibraltar	gibraltarju	gibraltar	gibraltar	ADJ;INDF;SG	N;DAT;MASC;SG
kristina	kristina	kristina	kristina		N;NOM;FEM;SG
pittsburgh	pittsburgh	pittsburgh	pittsburg		N;ESS;MASC;PL
frataget	prikrajšani	fratag	prikrajšan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
frataget	ogroženim	fratag	ogrožen	V;INDF;SG;PST;V.PTCP	ADJ;DAT;MASC;PL;V.PTCP
flok	množice	flok	množica	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
flok	črede	flok	čred	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
flok	jate	flok	jata	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
produktioner	produkcija	produktion	produkcija	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
dawn	dawn	dawn	dawn	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
dawn	zori	dawn	zora	N;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;PRS;FIN
gennemsnitlig	povprečje	gennemsnitlig	povprečje	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
mile	miljo	mil	milja		N;ACC;FEM;SG
mile	mile	mil	mila		
bristol	bristol	bristol	bristol		N;NOM;MASC;SG
blokere	blokiranje	blok	blokiranje	V;NFIN;ACT	N;NOM;NEUT;SG
blokere	blokada	blok	blokad	V;NFIN;ACT	N;NOM;FEM;SG
blokere	blok	blok	blok	V;NFIN;ACT	N;NOM;MASC;SG
blokere	block	blok	block	V;NFIN;ACT	N;NOM;MASC;SG
rimeligt	pošteno	rimelig	pošteno	ADJ;INDF;NEUT;SG	ADV
rimeligt	sejem	rimelig	sejem	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
stab	zabodel	stab	zabodeti	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP
forberedt	pripravljeni	forberede	pripravljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
forberedt	pripravljena	forberede	pripravljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
forberedt	pripravljene	forberede	pripravljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
forberedt	pripravljen	forberede	pripravljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
forberedt	pripravljeno	forberede	pripravljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
negativt	negativen	negativt	negativen	ADV	ADJ;NOM;INDF;MASC;SG
negativt	negativna	negativt	negativen	ADV	ADJ;NOM;FEM;SG
negativt	negativni	negativt	negativen	ADV	ADJ;NOM;MASC;SG
efterladte	preživelih	efterlade	preživel	V;PL;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
kompliceret	kompleks	kompliceret	kompleks	ADJ;INDF;SG	N;NOM;MASC;SG
bonus	dodatki	bonus	dodatek	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
ghana	gani	ghana	gan	PROPN	PROPN;NOM;MASC;SG
ghana	gane	ghana	gan	PROPN	V;PFV;IND;SG;3;PRS;FIN
giuseppe	giuseppe	giuseppe	giuseppe	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
østlig	vzhodni	østlig	vzhoden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
østlig	vzhodno	østlig	vzhoden	ADJ;INDF;MASC+FEM;SG	ADV
grupperne	skupini	gruppe	skupina	N;DEF;MASC+FEM;PL	N;NOM;FEM;DU
orienteret	usmerjena	orientere	usmerjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
orienteret	obveščena	orientere	obveščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
orienteret	obveščen	orientere	obveščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
orienteret	obveščeni	orientere	obveščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
oplyst	osvetljeni	oplyse	osvetljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
oplyst	obveščena	oplyse	obveščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
oplyst	obveščen	oplyse	obveščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
oplyst	obveščeni	oplyse	obveščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
oplyst	razsvetljen	oplyse	razsvetljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
jeanne	jeanne	jeanne	jeanen	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
serv	služil	serv	služiti	N;INDF;MASC+FEM;SG	V;IPFV;MASC;SG;V.PTCP
serv	služi	serv	služiti	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
mon	mon	mon	mon	ADV	
mon	čudežni	mon	čudežen	ADV	ADJ;NOM;MASC;SG
mon	čudo	mon	čuda	ADV	N;NOM;NEUT;SG
mon	čudežna	mon	čudežen	ADV	ADJ;NOM;FEM;SG
lily	lili	lily	liti		N;NOM;MASC;SG
lily	lily	lily	lily		PROPN;NOM;FEM;SG
medie	medijev	medie	medij	N;INDF;NEUT;SG	N;GEN;MASC;PL
medie	mediji	medie	medij	N;INDF;NEUT;SG	N;NOM;MASC;PL
medie	srednje	medie	srednje	N;INDF;NEUT;SG	ADV
medie	srednja	medie	srednji	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
gene	gene	gene	gen	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
udnyttede	izkoriščajo	udnytte	izkoriščati	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
håkon	haakon	håkon	haakon		N;NOM;MASC;SG
overlevet	preživeli	overleve	preživeti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
bøde	globe	bøde	glob	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
bøde	glob	bøde	glob	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
beholder	zabojnik	beholde	zabojnik	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
beholder	posoda	beholde	posoda	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
mallorca	majorki	mallorca	majorka		N;NOM;MASC;PL
mallorca	mallorca	mallorca	mallorec		N;NOM;MASC;SG
fejre	praznovanje	fejre	praznovanje	V;NFIN;ACT	N;NOM;NEUT;SG
fejre	praznovanje	fejre	praznovanje	V;NFIN;ACT	N;NOM;NEUT;SG
dogg	dogg	dogg	dogg		PROPN;NOM;MASC;SG
madonna	madonna	madonna	madonen		ADJ;NOM;FEM;SG
madonna	madona	madonna	madon		N;NOM;MASC;SG
skinner	skinner	skinne	skinner	V;IND;PRS;FIN;ACT	
skinner	tiri	skinne	tirje	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
skinner	tirnice	skinne	tirnica	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
hjort	jeleni	hjort	jelen		ADJ;NOM;MASC;PL
hjort	jelenov	hjort	jelen		N;GEN;MASC;SG
hjort	jelen	hjort	jelen		N;NOM;MASC;SG
hjort	jelena	hjort	jelen		ADJ;NOM;FEM;SG
rapporteret	poročali	rapportere	poročati	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
