ausscheiden	pengunduran	ausscheiden	penunduran	V;NFIN	N;SG
komplexe	kompleks	komplex	kompleks	ADJ;NOM;FEM;PL	N;SG
verbündeten	allied	verbünden	allied	V;IND;PL;3;PST;FIN	PROPN
verbündeten	sekutu	verbünden	sekutu	V;IND;PL;3;PST;FIN	N;SG
verbündeten	sekutu	verbünden	sekutu	V;IND;PL;3;PST;FIN	N;SG
verbündeten	ally	verbünden	ally	V;IND;PL;3;PST;FIN	PROPN
verbündeten	sekutu	verbünden	sekutu	V;IND;PL;3;PST;FIN	N;SG
monats	perbulan	monats	perbulan		N;SG
monats	bulanan	monats	bulanan		N;SG
monats	bulan	monats	bulan		N;SG
truppe	pasukan	trapp	pasukan		N;SG
truppe	rombongan	trapp	rombongan		N;SG
türme	towers	türm	towers	N;NOM;PL	PROPN
türme	menara	türm	menara	N;NOM;PL	N;SG
hut	hut	hun	hut	N;SG	PROPN
hut	pondok	hun	pondok	N;SG	PROPN
hut	hat	hun	hat	N;SG	PROPN
verbleib	keberadaan	verbleib	keberadaan		N;SG
verbleib	nasib	verbleib	nasib		N;SG
verbleib	takdir	verbleib	takdir		N;SG
milch	dairy	milch	dairy		PROPN
milch	susu	milch	susu		N;SG
milch	susu	milch	susu		N;SG
milch	susunya	milch	susu		N;SG
kommerziellen	komersil	kommerziell	komersil	ADJ	N;SG
jon	jon	jon	jon	PROPN;NOM;MASC;SG	PROPN
schmitt	schmitt	schmein	schmitt	PROPN	PROPN
weswegen	why	weswegen	why	ADV	PROPN
hills	bukit	hills	bukit	PROPN	PROPN;SG
hills	hills	hills	hills	PROPN	PROPN
hills	perbukitan	hills	perbukitan	PROPN	N;SG
baptist	pembaptis	baptist	penbaptis	PROPN;NOM;MASC;SG	PROPN
baptist	baptis	baptist	baptis	PROPN;NOM;MASC;SG	N
angelegten	eksterior	angelegt	eksterior	V;PL;FIN	N
anfänglich	awalnya	anfänglich	awal	ADJ	ADV;SG
beeinflussen	amaliah	beeinflussen	amaliah	V;NFIN	N;SG
beeinflussen	pengaruh	beeinflussen	pengaruh	V;NFIN	N;SG
bug	kutu	bugen	kutu		N
bug	bug	bugen	bug		PROPN
bug	busur	bugen	busur		N;SG
bug	bow	bugen	bow		PROPN
meilen	mile	meilen	mile		PROPN
meilen	mil	meilen	mil		N;SG
meilen	miles	meilen	miles		PROPN
meilen	mil	meilen	mil		N;SG
meilen	mileage	meilen	mileage		PROPN
taten	deeds	taten	deeds	V;FIN	PROPN
farm	farm	farm	farm	PROPN	PROPN
farm	perkebunan	farm	perkebunan	PROPN	N;SG
farm	peternakan	farm	peternakan	PROPN	N;SG
farm	ladang	farm	ladang	PROPN	N;SG
farm	pertanian	farm	pertanian	PROPN	N;SG
oberstleutnant	kolonel	oberstleutnant	kolonel	ADJ	N;SG
oberstleutnant	colonel	oberstleutnant	colonel	ADJ	PROPN
ermitteln	deteksi	ermitteln	deteksi	V;NFIN	N;SG
ermitteln	identifikasi	ermitteln	identifikasi	V;NFIN	N;SG
wta	wta	wta	wta		PROPN
freizeit	rekreasi	freizeit	rekreasi		N;SG
freizeit	olahraga	freizeit	olahraga		N;SG
freizeit	sports	freizeit	sports		PROPN
drum	genderang	drum	genderang	ADV	N;SG
drum	drum	drum	drum	ADV	N
gera	gera	gera	gera	PROPN;NOM;MASC;SG	
motorrad	sepeda	motorrad	sepeda		N;SG
motorrad	sepeda	motorrad	sepeda		N;SG
motorrad	motor	motorrad	motor		N;SG
lutherische	lutheran	lutherisch	lutheran	ADJ;NOM;FEM;PL	N
aktueller	current	aktuell	current	ADJ	PROPN
aktueller	arus	aktuell	arus	ADJ	N;SG
aktueller	skrg	aktuell	skrg	ADJ	PROPN
peer	peer	peer	peer		PROPN
peer	rekan	peer	rekan		N;SG
wellen	poros	wellen	poros		N;SG
wellen	riak	wellen	riak		PROPN
wellen	gelombang	wellen	gelombang		PROPN;SG
wellen	ombaknya	wellen	ombak		N;SG
wellen	ombak	wellen	ombak		PROPN
maßstab	timbang	maßsteben	timbang	ADV	N;SG
maßstab	skala	maßsteben	skala	ADV	N;SG
maßstab	patokan	maßsteben	patokan	ADV	N
ständige	permanen	ständig	permanen	ADJ;NOM;FEM;PL	ADJ;SG
ständige	permanent	ständig	permanent	ADJ;NOM;FEM;PL	PROPN
ständige	constant	ständig	constant	ADJ;NOM;FEM;PL	PROPN
ständige	konstanta	ständig	konstanta	ADJ;NOM;FEM;PL	N
ständige	konstan	ständig	konstan	ADJ;NOM;FEM;PL	
verbreiteten	disebarluaskan	verbreiten	disebarluaskan	V;IND;PL;3;PST;FIN	V;SG;PASS
sopran	sopran	sopran	sopran		N
schoss	pangkuan	schießen	pangkuan	V;V.PTCP	N;SG
schoss	lap	schießen	lap	V;V.PTCP	PROPN;SG
schoss	shot	schießen	shot	V;V.PTCP	PROPN
schoss	bidikan	schießen	bidikan	V;V.PTCP	N;SG
fachliteratur	sastra	fachliteratur	sastra	ADJ	N
philosophische	filosofis	philosophisch	filosofis	ADJ;NOM;FEM;PL	PROPN
klassiker	klasik	klassik	klasik	ADJ	N;SG
klassiker	klasik	klassik	klasik	ADJ	N;SG
klassiker	klasik	klassik	klasik	ADJ	N;SG
klassiker	classic	klassik	classic	ADJ	PROPN
burgund	bourgogne	burgund	bourgogne	PROPN;NOM;MASC;SG	PROPN
burgund	bourgogne	burgund	bourgogne	PROPN;NOM;MASC;SG	PROPN
burgund	burgundy	burgund	burgundy	PROPN;NOM;MASC;SG	PROPN
partnerschaft	bermitra	partnerschaft	bermitra	ADJ	V;SG;ACT
partnerschaft	kerjasama	partnerschaft	kerjasama	ADJ	N;SG
partnerschaft	partnership	partnerschaft	partnership	ADJ	PROPN
partnerschaft	kemitraan	partnerschaft	kemitraan	ADJ	N;SG
partnerschaft	twinning	partnerschaft	twinning	ADJ	PROPN
partnerschaft	kemitraan	partnerschaft	kemitraan	ADJ	N;SG
pauli	pauli	pauli	pauli	PROPN;NOM;MASC;SG	PROPN
brot	roti	broten	roti		N;SG
brot	roti	broten	roti		N;SG
ukrainischen	ukraina	ukrainisch	ukraina	ADJ;NOM;MASC;PL	N;SG
xiii	xiii	xiii	xiii		PROPN
lehren	pelajaran	lehren	pelajaran	V;NFIN	N;SG
lehren	pengajaran	lehren	penajaran	V;NFIN	N;SG
lehren	teach	lehren	teach	V;NFIN	PROPN
lehren	ajarannya	lehren	ajaran	V;NFIN	N;SG
lehren	ajaran	lehren	ajaran	V;NFIN	N;SG
marseille	marseille	marseill	marseille	PROPN;NOM;NEUT;SG	PROPN
marseille	marseille	marseill	marseille	PROPN;NOM;NEUT;SG	PROPN
hugh	hugh	hagh	hugh	PROPN;NOM;SG	PROPN
chen	chen	chen	chen	PROPN;NOM;MASC;SG	PROPN
leon	leon	leon	leon	PROPN;NOM;SG	PROPN
ostseite	east	ostseite	east	ADJ	PROPN
ostseite	timur	ostseite	timur	ADJ	N;SG
höfe	ladang	hofen	ladang	N;NOM;PL	N;SG
höfe	pertanian	hofen	pertanian	N;NOM;PL	N;SG
höfe	peternakan	hofen	peternakan	N;NOM;PL	N;SG
höfe	pengadilan	hofen	penadilan	N;NOM;PL	N;SG
beethoven	beethoven	beethoven	beethoven		PROPN
mönche	biksu	mönch	biksu		N
mönche	biarawan	mönch	biarawan		N
krefeld	krefeld	krefeld	krefeld	PROPN	PROPN
tommy	tommy	tommy	tommy	PROPN;NOM;MASC;SG	PROPN
ungarisch	hongaria	ungarisch	hongaria	ADJ	PROPN
ungarisch	hungaria	ungarisch	hungaria	ADJ	PROPN;SG
rgb	rgb	rgb	rgb		PROPN
görlitz	görlitz	görlitz	görlitz	PROPN;NOM;SG	PROPN
glatt	plain	glatt	plain	ADJ	PROPN
glatt	polos	glatt	polos	ADJ	PROPN;SG
glatt	smooth	glatt	smooth	ADJ	PROPN
glatt	kelancaran	glatt	kelancaran	ADJ	N;SG
beauftragte	utusan	beauftragen	utusan	V;IND;SG;3;PST;FIN	N;SG
beauftragte	delegasi	beauftragen	delegasi	V;IND;SG;3;PST;FIN	N;SG
aussicht	prospek	aussechen	prospek	PROPN	N;SG
aussicht	outlook	aussechen	outlook	PROPN	N
aussicht	dilihat	aussechen	dilihat	PROPN	V;SG;PASS
aussicht	tayangan	aussechen	tayangan	PROPN	N;SG
aussicht	tampilan	aussechen	tampilan	PROPN	N;SG
aussicht	melihat	aussechen	menlihat	PROPN	V;SG;ACT
aussicht	tampilan	aussechen	tampilan	PROPN	N;SG
aussicht	lihat	aussechen	lihat	PROPN	V;SG;ACT
erwerb	membeli	erwerben	menbeli	N	V;SG;ACT
niedriger	turunkan	niedrig	turunkan	ADJ	V;SG;ACT
niedriger	lower	niedrig	lower	ADJ	PROPN
niedriger	rendahkan	niedrig	rendahkan	ADJ	V;SG;ACT
portugiesischer	portugis	portugiesisch	portugis	ADJ	PROPN
run	lari	run	lari	PROPN	N;SG
run	menjalankan	run	menjalankan	PROPN	V;SG;ACT
run	jalankan	run	jalankan	PROPN	V;SG;ACT
saudi	saudi	saudi	saudi	PROPN	PROPN
anime	anime	anime	anime		N
kairo	kairo	kairo	kairo	PROPN;NOM;MASC;SG	PROPN
kairo	cairo	kairo	cairo	PROPN;NOM;MASC;SG	PROPN
reformierten	direformasi	reformiert	direformasi	ADJ;PL	V;SG;PASS
bittet	undangan	bitten	undangan	V;IND;SG;3;PRS;FIN	N;SG
bittet	tanya	bitten	tanya	V;IND;SG;3;PRS;FIN	
bittet	beg	bitten	beg	V;IND;SG;3;PRS;FIN	PROPN
olaf	olaf	olaf	olaf	PROPN;NOM;MASC;SG	PROPN
bewusstsein	nurani	bewußtsein	nurani	V;IND;SG;3;PRS;FIN	N;SG
bewusstsein	kesadaran	bewußtsein	kesadaran	V;IND;SG;3;PRS;FIN	N;SG
bewusstsein	awareness	bewußtsein	awareness	V;IND;SG;3;PRS;FIN	PROPN
bewusstsein	kesadaran	bewußtsein	kesadaran	V;IND;SG;3;PRS;FIN	N;SG
bewusstsein	sadar	bewußtsein	sadar	V;IND;SG;3;PRS;FIN	;SG
apostolischen	apostolik	apostolisch	apostolik	ADJ;MASC;SG	N
erlauben	aktifkan	erlauben	aktifkan	V;NFIN	N;SG;ACT
erlauben	izinkan	erlauben	izinkan	V;NFIN	
erlauben	ijinkan	erlauben	ijinkan	V;NFIN	
erlauben	editan	erlauben	editan	V;NFIN	N;SG
erlauben	izin	erlauben	izin	V;NFIN	N;SG
erlauben	ijin	erlauben	ijin	V;NFIN	N;SG
porträts	potret	porträts	potret		N;SG
porträts	potret	porträts	potret		N;SG
porträts	portrait	porträts	portrait		N
ausgegangen	tertanggal	ausgehen	tertanggal	V;V.PTCP	N;SG;PASS
avenue	avenue	avenue	avenue	PROPN;SG	PROPN
motors	motors	motors	motors	PROPN;NOM;SG	PROPN
motors	motor	motors	motor	PROPN;NOM;SG	N;SG
départements	départements	départements	départements	N;NOM;NEUT;SG	PROPN
let	biarkan	let	biarkan	PROPN	;ACT
let	biarlah	let	biar	PROPN	V;SG;ACT
let	let	let	let	PROPN	PROPN
let	iet	let	iet	PROPN	PROPN
schumann	schumann	schumann	schumann	PROPN;SG	PROPN
remix	remix	remix	remix	PROPN	N
remix	campur	remix	campur	PROPN	N;SG;ACT
trikot	jersey	trikot	jersey	PROPN	PROPN
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;NOM;SG	PROPN
renate	renate	renat	renate	PROPN;NOM;SG	PROPN
masters	masters	masters	masters	PROPN	PROPN
masters	master	masters	master	PROPN	PROPN
opern	opera	opern	opera		PROPN
tschechisch	ceko	tschechisch	ceko	ADJ	PROPN;SG
angebote	spesial	angebit	spesial	ADJ;NOM;PL	ADJ;SG
angebote	khusus	angebit	khusus	ADJ;NOM;PL	ADJ;SG
angebote	promosi	angebit	promosi	ADJ;NOM;PL	N;SG
angebote	promo	angebit	promo	ADJ;NOM;PL	PROPN
angebote	penawaran	angebit	pentawaran	ADJ;NOM;PL	N;SG
angebote	menawarkan	angebit	mentawarkan	ADJ;NOM;PL	V;SG;ACT
angebote	tawaran	angebit	tawaran	ADJ;NOM;PL	N;SG
angebote	penawaran	angebit	pentawaran	ADJ;NOM;PL	N;SG
grundlegend	mendasar	grundlegend	mendasar	ADJ	N;SG
grundlegend	fundamental	grundlegend	fundamental	ADJ	N;SG
kriegen	perang	kriegen	perang	V;NFIN	N;SG
kriegen	wars	kriegen	wars	V;NFIN	PROPN
kriegen	peperangan	kriegen	peperangan	V;NFIN	N
reifen	ban	reif	ban		PROPN;SG
reifen	ban	reif	ban		PROPN;SG
reifen	ban	reif	ban		PROPN;SG
reifen	tirus	reif	tirus		PROPN
reifen	dewasa	reif	dewasa		ADJ;SG
reifen	matang	reif	matang		ADJ;SG
wolfram	tungsten	wolfram	tungsten		N
wolfram	wolfram	wolfram	wolfram		N
roberts	roberts	roberts	roberts	PROPN	PROPN
komitee	komite	komit	komite		N;SG
komitee	panitia	komit	panitia		N;SG
hirsch	rusa	hirsch	rusa		N
hirsch	kijang	hirsch	kijang		N
hirsch	rusa	hirsch	rusa		N
hirsch	deer	hirsch	deer		PROPN
hirsch	hirsch	hirsch	hirsch		PROPN
ludwigs	ludwig	ludwigs	ludwig		PROPN
unterarten	upaspesies	unterart	upaspesies	ADJ	N
ermittlungen	investigasi	ermittlung	investigasi	V;PL	N;SG
ermittlungen	penyelidikan	ermittlung	penselidikan	V;PL	N;SG
ermittlungen	investigasi	ermittlung	investigasi	V;PL	N;SG
ermittlungen	penyelidikan	ermittlung	penselidikan	V;PL	N;SG
speicher	penyimpanan	speich	pensimpanan	ADJ	N;SG
speicher	memory	speich	memory	ADJ	PROPN
speicher	kenangan	speich	kenangan	ADJ	N;SG
speicher	ingatan	speich	ingatan	ADJ	N;SG
speicher	memori	speich	memori	ADJ	N;SG
nancy	nancy	nancy	nancy	PROPN;NOM;SG	PROPN
hunter	pemburu	hunter	penburu	PROPN	N;SG
hunter	hunter	hunter	hunter	PROPN	PROPN
verschieden	berbeda	verschieden	berbeda	ADJ	V;SG;ACT
verschieden	beragam	verschieden	berragam	ADJ	V;SG;ACT
verschieden	bermacam	verschieden	bermacam	ADJ	N;SG;ACT
verschieden	berbagai	verschieden	berbagai	ADJ	DET
verschieden	beragam	verschieden	berragam	ADJ	V;SG;ACT
verschieden	bervariasi	verschieden	bervariasi	ADJ	V;SG;ACT
verschieden	beragam	verschieden	berragam	ADJ	V;SG;ACT
krieger	laskar	krieg	laskar		PROPN
krieger	warriors	krieg	warriors		PROPN
krieger	pejuang	krieg	pejuang		N;SG
krieger	prajurit	krieg	prajurit		N;SG
krieger	krieger	krieg	krieger		PROPN
krieger	prajurit	krieg	prajurit		N;SG
krieger	warrior	krieg	warrior		PROPN
krieger	pejuang	krieg	pejuang		N;SG
systematisch	sistematis	systematisch	sistematis	ADJ	N
systematisch	sistematis	systematisch	sistematis	ADJ	N
eichstätt	eichstätt	eichstäten	eichstätt	PROPN;NOM;SG	PROPN
ehepaar	couple	ehepaar	couple	ADJ	PROPN
delta	delta	delta	delta		PROPN
durchführen	perform	durchfahren|durchführen	perform	V;NFIN	PROPN
armin	armin	armin	armin	PROPN;NOM;MASC;SG	PROPN
brockhaus	brockhaus	brockhaus	brockhaus	PROPN	PROPN
ivan	ivan	ivan	ivan	PROPN;NOM;MASC;SG	PROPN
stichwort	cue	stechworen	cue	ADJ	PROPN
stichwort	keyword	stechworen	keyword	ADJ	N
erwünscht	diinginkan	erwünscht	diinginkan	ADJ	V;SG;PASS
erwünscht	dihargai	erwünscht	dihargai	ADJ	V;SG;PASS
erwünscht	disyukuri	erwünscht	disyukuri	ADJ	V;SG;PASS
erwünscht	buronan	erwünscht	buronan	ADJ	N
erwünscht	diinginkan	erwünscht	diinginkan	ADJ	V;SG;PASS
erwünscht	dicari	erwünscht	dicari	ADJ	V;SG;PASS
erwünscht	wanted	erwünscht	wanted	ADJ	PROPN
konzentriert	fokus	konzentrieren	fokus	V;V.PTCP	N;SG
edwin	edwin	edwin	edwin	PROPN;NOM;MASC;SG	PROPN
kent	kent	kent	kent	PROPN	PROPN
matthäus	matius	matthäus	matius	PROPN	PROPN
matthäus	matthew	matthäus	matthew	PROPN	PROPN
bond	ikatan	bond	ikatan	PROPN;NOM;MASC;SG	N;SG
bond	obligasi	bond	obligasi	PROPN;NOM;MASC;SG	N;SG
bond	bond	bond	bond	PROPN;NOM;MASC;SG	PROPN
aluminium	aluminium	aluminium	aluminium	ADJ	N;SG
aluminium	alumunium	aluminium	alumunium	ADJ	N;SG
aluminium	aluminium	aluminium	aluminium	ADJ	N;SG
aluminium	alumunium	aluminium	alumunium	ADJ	N;SG
dimension	dimensi	dimension	dimensi		N;SG
dimension	dimension	dimension	dimension		PROPN
schönheit	keindahan	schönheit	keindahan	ADJ;NOM;FEM;SG	N;SG
schönheit	cantiknya	schönheit	cantik	ADJ;NOM;FEM;SG	N;SG
schönheit	kecantikan	schönheit	kecantikan	ADJ;NOM;FEM;SG	N;SG
schönheit	beauty	schönheit	beauty	ADJ;NOM;FEM;SG	PROPN
sauerstoff	oksigen	sauerstoff	oksigen	PROPN;SG	N;SG
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN
marion	marion	marion	marion	PROPN;NOM;SG	PROPN
rasse	rasial	rassen	rasial		N;SG
rasse	breed	rassen	breed		PROPN
rasse	biak	rassen	biak		PROPN;SG
rasse	balapan	rassen	balapan		N;SG
rasse	race	rassen	race		PROPN
rasse	perlombaan	rassen	perlombaan		N;SG
rasse	ras	rassen	ras		N;SG
rasse	lomba	rassen	lomba		N;SG
schwarzwald	schwarzwald	schwarzwald	schwarzwald	PROPN	PROPN
ingolstadt	ingolstadt	ingolstadt	ingolstadt	PROPN;NOM;SG	N
basierend	based	basierend	based	ADJ	PROPN
basierend	didasarkan	basierend	didasarkan	ADJ	V;SG;PASS
basierend	berbasis	basierend	berbasis	ADJ	V;SG;ACT
basierend	berdasarkan	basierend	berdasarkan	ADJ	ADP;SG;ACT
cottbus	cottbus	cottbus	cottbus	PROPN;NOM;SG	PROPN
gültig	valid	gültig	valid	ADJ	PROPN
gültig	kedaluwarsa	gültig	kedaluwarsa	ADJ	N;SG
gültig	kadaluwarsa	gültig	kadaluwarsa	ADJ	PROPN
statthalter	gubernur	statthalter	gubernur	ADJ	PROPN;SG
sri	sri	sri	sri		PROPN
systematische	sistematis	systematisch	sistematis	ADJ;NOM;FEM;PL	N
denkbar	dibayangkan	denkbar	dibayangkan	ADJ	V;SG;PASS
satelliten	satelit	satellit	satelit	V;FIN	N;SG
satelliten	satellite	satellit	satellite	V;FIN	PROPN
satelliten	satelit	satellit	satelit	V;FIN	N;SG
umgehen	bypass	umgehen	bypass	V;NFIN	PROPN
symbole	simbol	symbol	simbol		N;SG
symbole	ikon	symbol	ikon		N
germanischen	jermanik	germanisch	jermanik	ADJ	N
theo	theo	theo	theo	PROPN;NOM;MASC;SG	PROPN
medaillen	medal	medaill	medal	V;NFIN	N
medaillen	medali	medaill	medali	V;NFIN	N;SG
medaillen	medali	medaill	medali	V;NFIN	N;SG
abbruch	batalkan	abbruch	batalkan	N;SG	V;SG;ACT
abbruch	batal	abbruch	batal	N;SG	;SG
spannungen	tegangan	spannungen	tegangan	V;NFIN	N;SG
spannungen	ketegangan	spannungen	ketegangan	V;NFIN	N;SG
resultat	hasil	resultat	hasil	ADJ	N;SG
resultat	result	resultat	result	ADJ	PROPN
sony	sony	sony	sony	PROPN;NOM;SG	PROPN
verarbeitung	memroses	verarbeitung	menpros	N;NOM;FEM;SG	V;SG;ACT
verarbeitung	memproses	verarbeitung	menproses	N;NOM;FEM;SG	V;SG;ACT
verarbeitung	diproses	verarbeitung	diproses	N;NOM;FEM;SG	V;SG;PASS
sechste	keenam	sechst	keenam	ADJ;NOM	NUM
sechste	sixth	sechst	sixth	ADJ;NOM	PROPN
empfohlen	saran	empfehlen	saran	V;V.PTCP	N;SG
bundesautobahn	bundesautobahn	bundesautobahn	bundesautobahn	ADJ	PROPN
five	lima	fiv	lima	PROPN;NOM;SG	NUM
five	five	fiv	five	PROPN;NOM;SG	PROPN
vernichtet	hancur	vernichten	hancur	V;V.PTCP	ADJ;SG
frühling	spring	frühling	spring	ADJ	PROPN
frühling	pegas	frühling	pegas	ADJ	N;SG
raf	raf	rafen	raf	PROPN;NOM;SG	PROPN
akzeptieren	terima	akzeptieren	terrima	V;NFIN	N;SG;ACT
gräber	makam	grab	makam		N;SG
gräber	kubur	grab	kubur		N;SG
gräber	kuburan	grab	kuburan		N;SG
ansbach	ansbach	ansbechen	ansbach	PROPN;NOM;MASC;SG	PROPN
renovierung	direnovasi	renovierung	direnovasi	N;NOM;FEM;SG	V;SG;PASS
collins	collins	collins	collins	PROPN;NOM;MASC;SG	PROPN
wäldern	woods	wäldern	woods		PROPN
wäldern	hutan	wäldern	hutan		N;SG
wäldern	hutan	wäldern	hutan		N;SG
analysis	kalkulus	analysis	kalkulus	PROPN;NOM;SG	N;SG
massiven	besaran	massiv	besaran	ADJ;PL	N;SG
massiven	masif	massiv	masif	ADJ;PL	ADJ;SG
massiven	massive	massiv	massive	ADJ;PL	PROPN
terry	terry	terry	terry	PROPN;NOM;MASC;SG	PROPN
sockel	kapt	sockel	kapt		PROPN
sockel	cap	sockel	cap		N
sockel	soket	sockel	soket		N;SG
sockel	socket	sockel	socket		N;SG
sockel	lga	sockel	lga		PROPN
sockel	soket	sockel	soket		N;SG
sockel	socket	sockel	socket		N;SG
vergeblich	sia	vergeblich	sia	ADJ	
mögen	sukai	mögen	sukai	V;FIN	ADJ;SG
mögen	seperti	mögen	seperti	V;FIN	ADP
mögen	like	mögen	like	V;FIN	PROPN
mögen	sukanya	mögen	suka	V;FIN	N;SG
mögen	kesukaan	mögen	kesukaan	V;FIN	N;SG
schulze	schulze	schulz	schulze		PROPN
traditionen	tradisi	tradition	tradisi	V;NFIN	N;SG
traditionen	tradisi	tradition	tradisi	V;NFIN	N;SG
behauptete	dugaan	behaupten	dugaan	V;IND;SG;3;PST;FIN	N;SG
behauptete	diduga	behaupten	diduga	V;IND;SG;3;PST;FIN	ADP;SG;PASS
six	six	six	six		PROPN
six	enam	six	enam		NUM
hunde	anjing	hund	anjing		N;SG
hunde	taring	hund	taring		N;SG
hunde	anjing	hund	anjing		N;SG
hunde	dog	hund	dog		PROPN
krebs	krebs	krebs	krebs		PROPN
krebs	kanker	krebs	kanker		N;SG
verfolgen	tracking	verfolgen	tracking	V;NFIN	PROPN
verfolgen	melacak	verfolgen	menlacak	V;NFIN	N;SG;ACT
verfolgen	pelacakan	verfolgen	penlacakan	V;NFIN	N;SG
virus	virus	virus	virus		N
girls	cewek	girls	cewek	PROPN	PROPN
girls	girls	girls	girls	PROPN	PROPN
girls	gadis	girls	gadis	PROPN	N;SG
unit	satuan	unit	satuan		N;SG
unit	unit	unit	unit		N;SG
fett	lemak	fett	lemak		N;SG
fett	grease	fett	grease		N
fett	berani	fett	berani		ADJ;SG
fett	tebal	fett	tebal		ADJ;SG
fett	gemuk	fett	gemuk		ADJ;SG
fett	lemak	fett	lemak		N;SG
fett	fat	fett	fat		PROPN
fett	gendut	fett	gendut		ADJ;SG
direkter	direct	direkt	direct	ADJ	PROPN
direkter	langsung	direkt	langsung	ADJ	ADV
anzeigen	tampilan	anzeigen	tampilan	V;NFIN	N;SG
anzeigen	display	anzeigen	display	V;NFIN	N
anzeigen	tampilan	anzeigen	tampilan	V;NFIN	N;SG
anzeigen	iklan	anzeigen	iklan	V;NFIN	N;SG
anzeigen	show	anzeigen	show	V;NFIN	PROPN
anzeigen	pertunjukan	anzeigen	pertunjukan	V;NFIN	N;SG
alain	alain	alain	alain	PROPN;NOM;MASC;SG	PROPN
blättern	daun	blättern	daun	V;NFIN	N;SG
blättern	dedaunan	blättern	dedaunan	V;NFIN	N
blättern	daun	blättern	daun	V;NFIN	N;SG
blättern	gulir	blättern	gulir	V;NFIN	N;SG
blättern	scroll	blättern	scroll	V;NFIN	PROPN
blättern	gulung	blättern	gulung	V;NFIN	N;SG
blättern	gulungan	blättern	gulungan	V;NFIN	N;SG
angetrieben	driven	antreiben	driven	V;V.PTCP	PROPN
angetrieben	propelled	antreiben	propelled	V;V.PTCP	PROPN
angetrieben	powered	antreiben	powered	V;V.PTCP	PROPN
wiederholen	replay	wiederholen	replay	V;NFIN	PROPN
reformierte	direformasi	reformiert	direformasi	ADJ;NOM;SG	V;SG;PASS
astronomie	astronomi	astronomie	astronomi		N;SG
stadtzentrum	downtown	stadtzentrum	downtown	V;V.PTCP	PROPN
stadtzentrum	tengah	stadtzentrum	tengah	V;V.PTCP	PROPN;SG
stadtzentrum	pusat	stadtzentrum	pusat	V;V.PTCP	N;SG
stadtzentrum	centre	stadtzentrum	centre	V;V.PTCP	PROPN
decke	selimut	decken	selimut		N;SG
decke	selimut	decken	selimut		N;SG
decke	atap	decken	atap		N;SG
decke	roof	decken	roof		PROPN
achim	achim	achim	achim	PROPN;NOM;MASC;SG	PROPN
wohnt	nyawa	wohnen	nyawa	V;IND;SG;3;PRS;FIN	N;SG
wohnt	lives	wohnen	lives	V;IND;SG;3;PRS;FIN	PROPN
schritte	langkah	schritt	langkah		N;SG
wachsenden	berkembang	wachsend	berkembang	V;PL;FIN	V;SG;ACT
wachsenden	tumbuh	wachsend	tumbuh	V;PL;FIN	V;SG;ACT
wachsenden	bertumbuh	wachsend	bertumbuh	V;PL;FIN	V;SG;ACT
wachsenden	menumbuhkan	wachsend	mentumbuhkan	V;PL;FIN	V;SG;ACT
geschafft	made	schaffen	made	V;V.PTCP	PROPN
geschafft	selesai	schaffen	selesai	V;V.PTCP	ADV;SG
geschafft	beres	schaffen	beres	V;V.PTCP	
geschafft	done	schaffen	done	V;V.PTCP	PROPN
michail	mikhail	michail	mikhail	PROPN;NOM;MASC;SG	PROPN
linden	linden	linden	linden		PROPN
globe	globe	glob	globe	PROPN;NOM;SG	PROPN
ulrike	sarah	ulrike	sarah	PROPN;NOM;FEM;SG	PROPN
ulrike	dedy	ulrike	dedy	PROPN;NOM;FEM;SG	PROPN
ulrike	ulrike	ulrike	ulrike	PROPN;NOM;FEM;SG	PROPN
ulrike	yulia	ulrike	yulia	PROPN;NOM;FEM;SG	PROPN
ulrike	julia	ulrike	julia	PROPN;NOM;FEM;SG	PROPN
nicholas	nicholas	nicholas	nicholas	PROPN;NOM;SG	PROPN
jubiläum	jubilee	jubiläum	jubilee	N;NOM;NEUT;SG	PROPN
schnabel	beak	schnabel	beak	ADJ	PROPN
schnabel	paruh	schnabel	paruh	ADJ	N;SG
française	française	française	française	PROPN;NOM;SG	PROPN
schriftlich	tertulis	schriftlich	tertulis	ADJ	V;SG;PASS
schriftlich	ditulis	schriftlich	ditulis	ADJ	V;SG;PASS
schriftlich	penulisan	schriftlich	pentulisan	ADJ	N;SG
schriftlich	menulis	schriftlich	mentulis	ADJ	V;SG;ACT
schriftlich	tulisan	schriftlich	tulisan	ADJ	N;SG
palästina	palestina	palästina	palestina	PROPN;NOM;SG	N;SG
palästina	palestina	palästina	palestina	PROPN;NOM;SG	N;SG
klärung	mengklarifikasi	klärung	menklarifikasi	ADJ	V;SG;ACT
klärung	perjelas	klärung	perjelas	ADJ	V;SG;ACT
klärung	klarifikasi	klärung	klarifikasi	ADJ	N;SG
wilfried	wilfred	wilfrieden	wilfred	PROPN;NOM;MASC;SG	PROPN
wilfried	wilfried	wilfrieden	wilfried	PROPN;NOM;MASC;SG	PROPN
verfolgte	angker	verfolgen	angker	V;IND;SG;3;PST;FIN	N
verfolgte	berhantu	verfolgen	berhantu	V;IND;SG;3;PST;FIN	N;SG
angewandt	terapan	anwenden	terapan	V;V.PTCP	N;SG
zehnten	tenth	zehnt	tenth	ADJ	PROPN
