les	το	le	ο	DET;DEF;PL	DET;NOM;DEF;NEUT;SG
discuter	chat	discuter	chat	V;NFIN	
car	επειδή	car	επειδή	CONJ	CONJ
car	γιατί	car	γιατί	CONJ	CONJ
chaque	κάθε	chaque	κάθε	DET;FEM;SG	PRO;ACC;FEM;SG;3
chaque	καθε	chaque	καθε	DET;FEM;SG	N
chaque	έκαστος	chaque	έκαστος	DET;FEM;SG	N;NOM;MASC;PL
chaque	κάθε	chaque	κάθε	DET;FEM;SG	PRO;ACC;FEM;SG;3
anglais	greek	anglais	greek	N;MASC;SG	
anglais	αγγλικα	anglais	αγγλικός	N;MASC;SG	ADV
anglais	αγγλική	anglais	αγγλικός	N;MASC;SG	ADJ;NOM;FEM;SG
anglais	αγγλικό	anglais	αγγλικός	N;MASC;SG	ADJ;NOM;NEUT;SG
anglais	αγγλικά	anglais	αγγλικός	N;MASC;SG	ADV
john	τζων	john	τζων	PROPN	
john	τζον	john	τζο	PROPN	
john	john	john	john	PROPN	
john	ιωάννης	john	ιωάννης	PROPN	PROPN;NOM;MASC;SG
international	international	international	international	ADJ;MASC;SG	
international	διεθνείς	international	διεθνής	ADJ;MASC;SG	ADJ;NOM;FEM;PL
international	διεθνή	international	διεθνής	ADJ;MASC;SG	ADV
conseil	συμβουλές	conseil	συμβουλής	N;MASC;SG	N;NOM;FEM;PL
françois	francis	françois	francis	PROPN	
françois	φράνσις	françois	φράνσις	PROPN	PROPN;NOM;MASC;SG
françois	φρανσουά	françois	φρανσούά	PROPN	PROPN;NOM;MASC;SG
françois	φρανσουά	françois	φρανσούά	PROPN	PROPN;NOM;MASC;SG
maison	χάουζ	maison	χάουζ	N;FEM;SG	
maison	house	maison	house	N;FEM;SG	
cela	ότι	cela	ότι	PRO;SG	CONJ
cela	that	cela	that	PRO;SG	
demande	ρώτησε	demande	ρωτώ	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
demande	ρώτα	demande	ρώτα	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
demande	ρωτήστε	demande	ρωτώ	N;FEM;SG	V;PFV;IND;PL;2;FIN;ACT
demande	ρωτήσω	demande	ρωτώ	N;FEM;SG	V;PFV;IND;SG;1;FIN;ACT
demande	ζήτα	demande	ζήτα	N;FEM;SG	V;IPFV;IND;SG;1;PST;FIN;ACT
près	κοντα	près	κοντα	ADV	N;NOM;FEM;SG
meilleur	καλύτερα	meilleur	καλά	ADJ;MASC;SG	ADV;CMPR
meilleur	καλυτερα	meilleur	καλυτερα	ADJ;MASC;SG	ADV
meilleur	καλύτερα	meilleur	καλά	ADJ;MASC;SG	ADV;CMPR
meilleur	best	meilleur	best	ADJ;MASC;SG	
droit	σωστα	droit	σωστα	N;MASC;SG	ADV
droit	δεξιά	droit	δεξιά	N;MASC;SG	ADV
droit	σωστό	droit	σωστός	N;MASC;SG	ADJ;NOM;NEUT;SG
droit	σωστά	droit	σωστά	N;MASC;SG	ADV
mois	μήνες	mois	μήνας	N;MASC;SG	N;NOM;MASC;PL
mois	μηνών	mois	μήνας	N;MASC;SG	N;GEN;MASC;PL
île	island	île	island	N;FEM;SG	
île	νήσος	île	νήσος	N;FEM;SG	PROPN;NOM;FEM;SG
île	île	île	île	N;FEM;SG	
service	service	service	service	N;MASC;SG	
jacques	ζακ	jacque	ζακ	N;MASC;SG	PROPN;NOM;MASC;SG
jacques	jacques	jacque	jacques	N;MASC;SG	
score	σκορ	score	σκορ	N;MASC;SG	
dit	λεει	dire	λέγω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
dit	λέει	dire	λέγω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
center	center	center	center	N;MASC;SG	
elles	elles	il	elles	PRO;FEM;PL;3	
elles	αυτοί	il	αυτός	PRO;FEM;PL;3	PRO;NOM;MASC;PL;3
petit	μικρές	petit	μικρός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
petit	μικρά	petit	μικρός	ADJ;MASC;SG	ADV
petit	petit	petit	petit	ADJ;MASC;SG	
petit	little	petit	little	ADJ;MASC;SG	
toutes	ολα	tout	όλος	PRO;FEM;PL	ADV
toutes	όλοι	tout	όλος	PRO;FEM;PL	ADJ;NOM;MASC;PL
toutes	όλες	tout	όλος	PRO;FEM;PL	ADJ;NOM;FEM;PL
toutes	όλα	tout	όλος	PRO;FEM;PL	ADJ;NOM;NEUT;PL
argent	χρήματα	argent	χρήμα	N;MASC;SG	N;NOM;NEUT;PL
argent	λεφτά	argent	λεφτό	N;MASC;SG	ADV
argent	ασημί	argent	ασημί	N;MASC;SG	N;NOM;NEUT;PL
argent	ασημένια	argent	ασημένιος	N;MASC;SG	ADV
argent	σίλβερ	argent	σίλβερ	N;MASC;SG	
argent	silver	argent	silver	N;MASC;SG	
argent	κας	argent	κας	N;MASC;SG	
style	styling	style	styling	N;MASC;SG	
olympiques	ολυμπιακή	olympique	ολυμπιακός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
olympiques	ολυμπιακός	olympique	ολυμπιακός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
olympiques	ολυμπιακό	olympique	ολυμπιακός	ADJ;MASC;PL	
quand	πότε	quand	πότε	CONJ	ADV
top	κορυφαία	top	κορυφαία	N;MASC;SG	ADV
top	top	top	top	N;MASC;SG	
mondiale	παγκοσμίως	mondial	παγκόσμια	ADJ;FEM;SG	ADV
mondiale	world	mondial	world	ADJ;FEM;SG	
mondiale	κόσμο	mondial	κόσμος	ADJ;FEM;SG	N;ACC;MASC;SG
mondiale	κόσμος	mondial	κόσμος	ADJ;FEM;SG	N;NOM;MASC;SG
mondiale	global	mondial	global	ADJ;FEM;SG	
ensemble	μαζι	ensemble	μαζι	ADV	N
toute	ολα	tout	όλος	DET;FEM;SG	ADV
toute	όλοι	tout	όλος	DET;FEM;SG	ADJ;NOM;MASC;PL
toute	όλες	tout	όλος	DET;FEM;SG	ADJ;NOM;FEM;PL
toute	όλα	tout	όλος	DET;FEM;SG	ADJ;NOM;NEUT;PL
asp	asp	asp	asp	N;MASC;SG	
musée	museum	musée	museum	N;MASC;SG	
troisième	τρίτον	troisième	τρίτος	ADJ;MASC;SG	NUM;NOM;NEUT;SG
troisième	τρίτο	troisième	τρίτος	ADJ;MASC;SG	NUM;NOM;NEUT;SG
troisième	τρίτη	troisième	τρίτος	ADJ;MASC;SG	NUM;NOM;FEM;SG
troisième	τρίτος	troisième	τρίτος	ADJ;MASC;SG	NUM;NOM;MASC;SG
nombreux	πολλα	nombreux	πολύς	ADJ;MASC;PL	ADV
cependant	ωστόσο	cependant	ωστόσο	ADV	CONJ
reste	μείνετε	rester	μένω	V;IND;SG;3;PRS;FIN	V;PFV;IND;PL;2;FIN;ACT
reste	μείνε	rester	μένω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
reste	παραμονή	rester	παραμονή	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
seconde	δεύτερο	second	δεύτερος	ADJ;FEM;SG	NUM;NOM;NEUT;SG
seconde	δεύτερος	second	δεύτερος	ADJ;FEM;SG	NUM;NOM;MASC;SG
seconde	δεύτερη	second	δεύτερος	ADJ;FEM;SG	NUM;NOM;FEM;SG
roman	ρωμαϊκό	roman	ρωμαϊκός	N;MASC;SG	ADJ;NOM;NEUT;SG
roman	ρωμαϊκή	roman	ρωμαϊκός	N;MASC;SG	ADJ;NOM;FEM;SG
roman	ρωμαίος	roman	ρωμαίος	N;MASC;SG	PROPN;NOM;MASC;SG
roman	ρόμαν	roman	ρόμα	N;MASC;SG	
jours	ημερες	jour	ημερώ	N;MASC;PL	PRO;NOM;FEM;PL;3
hui	σημερα	hui	σημερα		N
hui	σήμερα	hui	σήμερα		ADV
édition	επεξεργασία	édition	επεξεργασία	N;FEM;SG	
édition	μοντάζ	édition	μοντάζ	N;FEM;SG	
historique	ιστορικές	historique	ιστορικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
historique	ιστορικά	historique	ιστορικά	ADJ;MASC;SG	ADV
historique	ιστορία	historique	ιστορία	ADJ;MASC;SG	N;NOM;FEM;SG
historique	ιστορια	historique	ιστορια	ADJ;MASC;SG	N;NOM;FEM;SG
sera	γουίλ	être	γουίλ	V;IND;SG;3;FUT;FIN	
sera	will	être	will	V;IND;SG;3;FUT;FIN	
sera	θα	être	θα	V;IND;SG;3;FUT;FIN	PART
robert	robert	robert	robert	N;MASC;SG	
robert	ρόμπερτ	robert	ρόμπερτ	N;MASC;SG	
officiel	αξιωματούχος	officiel	αξιωματούχος	ADJ;MASC;SG	N;NOM;MASC;SG
effet	εφέ	effet	εφέ	N;MASC;SG	
membres	μέλος	membre	μέλος	N;MASC;PL	N;NOM;NEUT;SG
membres	βουλευτής	membre	βουλευτής	N;MASC;PL	N;NOM;MASC;SG
membres	μελος	membre	μελος	N;MASC;PL	N;NOM;NEUT;SG
niveau	level	niveau	level	N;MASC;SG	
espèce	ειδη	espèce	ειδη	N;FEM;SG	N;NOM;NEUT;PL
espèce	είδη	espèce	είδος	N;FEM;SG	N;NOM;NEUT;PL
michel	μιχαήλ	michel	μιχαήλ	PROPN	PROPN;NOM;MASC;SG
michel	michael	michel	michael	PROPN	
michel	μάικλ	michel	μάικλ	PROPN	
michel	μισέλ	michel	μισέλ	PROPN	
michel	michel	michel	michel	PROPN	
travail	εργασίες	travail	εργασία	N;MASC;SG	N;NOM;FEM;PL
femme	γυναίκες	femme	γυναίκα	N;FEM;SG	N;NOM;FEM;PL
femme	γυναικες	femme	γυναίκα	N;FEM;SG	N;NOM;FEM;PL
cinq	five	cinq	five	NUM	
bas	κάλτσες	bas	κάλτσα	ADJ;MASC;SG	N;NOM;FEM;PL
bas	καλσόν	bas	καλσόν	ADJ;MASC;SG	N;NOM;NEUT;PL
bas	χαμηλά	bas	χαμηλός	ADJ;MASC;SG	ADV
bas	bas	bas	bas	ADJ;MASC;SG	
terre	ξηρά	terre	ξηρά	N;FEM;SG	N;NOM;NEUT;PL
terre	land	terre	land	N;FEM;SG	
terre	terre	terre	terre	N;FEM;SG	
allemagne	γερμανία	allemagne	γερμανία	PROPN	PROPN;ACC;FEM;SG
allemagne	γερμανια	allemagne	γερμανια	PROPN	N;ACC;FEM;SG
compétition	ανταγωνιστικά	compétition	ανταγωνιστικά	N;FEM;SG	ADV
compétition	ανταγωνιστική	compétition	ανταγωνιστικός	N;FEM;SG	ADJ;NOM;FEM;SG
compétition	ανταγωνιστικός	compétition	ανταγωνιστικός	N;FEM;SG	ADJ;NOM;MASC;SG
compétition	ανταγωνιστικό	compétition	ανταγωνιστικός	N;FEM;SG	ADJ;NOM;NEUT;SG
wikipédia	wikipedia	wikipédia	wikipedia	V;MASC;SG;PST;V.PTCP	
allemand	γερμανοί	allemand	γερμανός	N;MASC;SG	PROPN;NOM;MASC;PL
allemand	γερμανός	allemand	γερμανός	N;MASC;SG	ADJ;NOM;MASC;SG
allemand	γερμανικό	allemand	γερμανικός	N;MASC;SG	ADJ;NOM;NEUT;SG
allemand	γερμανικά	allemand	γερμανικά	N;MASC;SG	ADV
allemand	γερμανική	allemand	γερμανικός	N;MASC;SG	ADJ;NOM;FEM;SG
allemand	allemand	allemand	allemand	N;MASC;SG	
britannique	βρετανοί	britannique	βρετανός	ADJ;MASC;SG	ADJ;NOM;MASC;PL
britannique	βρετανικά	britannique	βρετανικά	ADJ;MASC;SG	ADV
porte	porte	porte	porte	N;FEM;SG	
hommes	αρσενικά	homme	αρσενικά	N;MASC;PL	ADJ;NOM;NEUT;PL
italie	ιταλία	italie	ιταλία	PROPN	PROPN;ACC;FEM;SG
demi	μισό	demi	μισός	ADJ;MASC;SG	N;NOM;NEUT;SG
demi	μισά	demi	μισό	ADJ;MASC;SG	ADV
demi	μισή	demi	μισός	ADJ;MASC;SG	N;ACC;FEM;SG
demi	ντέμι	demi	ντέμι	ADJ;MASC;SG	
personnes	κόσμος	personne	κόσμος	N;FEM;PL	N;NOM;MASC;SG
nommé	ονόματι	nommer	ονόματι	V;MASC;SG;PST;V.PTCP	N;SG
nommé	διορίζεται	nommer	διορίζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
nommé	διορίζονται	nommer	διορίζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
route	road	route	road	N;FEM;SG	
finale	τελικός	finale	τελικός	N;FEM;SG	ADJ;NOM;MASC;SG
finale	τελικό	finale	τελικός	N;FEM;SG	ADJ;NOM;NEUT;SG
finale	τελική	finale	τελικός	N;FEM;SG	ADJ;NOM;FEM;SG
finale	τελικοί	finale	τελικός	N;FEM;SG	ADJ;NOM;MASC;PL
jeune	νεαρός	jeune	νεαρός	ADJ;MASC;SG	N;NOM;MASC;SG
match	game	match	game	N;MASC;SG	
match	παιχνιδι	match	παιχνιδι	N;MASC;SG	
match	ματς	match	ματός	N;MASC;SG	
peuvent	can	pouvoir	can	V;IND;PL;3;PRS;FIN	
peuvent	μπορεί	pouvoir	μπορώ	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
york	γιορκ	york	γιορκ	PROPN	
york	υόρκη	york	υόρκη	PROPN	PROPN;NOM;FEM;SG
york	york	york	york	PROPN	
long	μακρύ	long	μακρύς	ADJ;MASC;SG	N;NOM;NEUT;SG
long	λονγκ	long	λονγκ	ADJ;MASC;SG	
long	long	long	long	ADJ;MASC;SG	
association	association	association	association	N;FEM;SG	
militaire	στρατός	militaire	στρατός	ADJ;MASC;SG	N;NOM;MASC;SG
militaire	στρατιωτικοί	militaire	στρατιωτικός	ADJ;MASC;SG	ADJ;NOM;MASC;PL
militaire	στρατιωτικά	militaire	στρατιωτικά	ADJ;MASC;SG	ADV
livre	livre	livre	livre	N;MASC;SG	
américaine	αμερικάνικα	américain	αμερικάνικος	ADJ;FEM;SG	ADV
américaine	αμερικανοί	américain	Αμερικανός	ADJ;FEM;SG	PROPN;NOM;MASC;PL
haut	high	haut	high	ADJ;MASC;SG	
haut	ψηλά	haut	ψηλώ	ADJ;MASC;SG	ADV
haut	κορυφαία	haut	κορυφαία	ADJ;MASC;SG	ADV
haut	τοπ	haut	τοπ	ADJ;MASC;SG	N
haut	top	haut	top	ADJ;MASC;SG	
haut	κορυφή	haut	κορυφή	ADJ;MASC;SG	N;ACC;FEM;SG
suisse	ελβετία	suisse	ελβετία	ADJ;MASC;SG	PROPN;ACC;FEM;SG
canada	καναδάς	canada	καναδάς	N;MASC;SG	PROPN;NOM;FEM;SG
canada	καναδά	canada	καναδός	N;MASC;SG	PROPN;NOM;MASC;SG
valign	valign	valign	valign	PROPN	
suivant	ακόλουθες	suivre	ακόλουθος	V;PRS;V.PTCP	ADJ;NOM;FEM;PL
suivant	επόμενος	suivre	επόμενος	V;PRS;V.PTCP	ADJ;NOM;MASC;SG
suivant	επόμενη	suivre	επόμενος	V;PRS;V.PTCP	ADJ;ACC;FEM;SG
suivant	επόμενο	suivre	επόμενος	V;PRS;V.PTCP	ADJ;NOM;NEUT;SG
beaucoup	πολλά	beaucoup	πολύς	ADV	ADJ;NOM;NEUT;PL
beaucoup	πολλοι	beaucoup	πολύς	ADV	ADJ;NOM;MASC;PL
beaucoup	πολλοί	beaucoup	πολύς	ADV	ADJ;NOM;MASC;PL
beaucoup	πολλές	beaucoup	πολύς	ADV	ADJ;NOM;FEM;PL
seul	μόνοι	seul	μόνος	ADJ;MASC;SG	ADJ;NOM;MASC;PL
seul	μονη	seul	μονος	ADJ;MASC;SG	N;ACC;FEM;SG
seul	μόνον	seul	μόνο	ADJ;MASC;SG	ADV
seul	μόνο	seul	μόνο	ADJ;MASC;SG	ADV
seul	μονο	seul	μονο	ADJ;MASC;SG	ADV
buts	αποσκοπεί	but	αποσκοπώ	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
buts	γκολ	but	γκολ	N;MASC;PL	
pouvoir	power	pouvoir	power	V;NFIN	
pouvoir	εξουσία	pouvoir	εξουσία	V;NFIN	N;NOM;FEM;SG
pouvoir	δύναμη	pouvoir	δύναμη	V;NFIN	N;ACC;FEM;SG
pouvoir	ισχύς	pouvoir	ισχύς	V;NFIN	N;NOM;FEM;SG
but	γκολ	but	γκολ	N;MASC;SG	
merci	ευχαριστούμε	merci	ευχαριστώ	INTJ	V;IPFV;IND;PL;1;PRS;FIN;ACT
merci	ευχαριστίες	merci	ευχαριστία	INTJ	N;NOM;FEM;PL
merci	ευχαριστω	merci	ευχαριστω	INTJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
merci	ευχαριστώ	merci	ευχαριστώ	INTJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
tête	κορώνα	tête	κορώνας	N;FEM;SG	N;GEN;FEM;PL
tête	κεφαλές	tête	κεφαλής	N;FEM;SG	N;NOM;FEM;PL
tête	κεφάλια	tête	κεφάλιο	N;FEM;SG	N;NOM;NEUT;PL
union	γιούνιον	union	γιούνιον	N;FEM;SG	ADJ;NOM;NEUT;SG
construction	κατασκευές	construction	κατασκευή	N;FEM;SG	N;NOM;FEM;PL
ancienne	παλαιά	ancien	παλιός	ADJ;FEM;SG	ADV
ancienne	παλιά	ancien	παλιός	ADJ;FEM;SG	ADV
ancienne	γέρος	ancien	γέρος	ADJ;FEM;SG	N;NOM;MASC;SG
ancienne	πρώην	ancien	πρώην	ADJ;FEM;SG	ADV
ancienne	πρωην	ancien	πρωην	ADJ;FEM;SG	N;NOM;MASC;SG
premiers	πρώτο	premier	πρώτος	ADJ;MASC;PL	NUM;NOM;NEUT;SG
premiers	πρώτον	premier	πρώτον	ADJ;MASC;PL	ADV
premiers	πρώτη	premier	πρώτος	ADJ;MASC;PL	NUM;NOM;FEM;SG
premiers	πρώτα	premier	πρώτα	ADJ;MASC;PL	ADV
premiers	πρώτος	premier	πρώτος	ADJ;MASC;PL	NUM;NOM;MASC;SG
prend	πάρτε	prendre	πάρτε	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
prend	λήψη	prendre	λήψη	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
prend	πάρε	prendre	πάρε	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
maire	maire	maire	maire	N;MASC;SG	
présente	δώρα	présent	δώρα	ADJ;FEM;SG	N;NOM;NEUT;PL
présente	παρών	présent	παράνω	ADJ;FEM;SG	N;NOM;MASC;SG
présente	δώρο	présent	δώρος	ADJ;FEM;SG	N;NOM;NEUT;SG
présente	παρόντες	présent	παρών	ADJ;FEM;SG	ADJ;NOM;MASC;PL
présente	παρόν	présent	παρόν	ADJ;FEM;SG	N;NOM;NEUT;SG
ligue	league	ligue	league	N;FEM;SG	
ligue	λιγκ	ligue	λιγκ	N;FEM;SG	
public	δημόσιες	public	δημόσιος	ADJ;MASC;SG	ADJ;NOM;FEM;PL
pages	σελίδα	page	σελίδα	N;FEM;PL	N;NOM;FEM;SG
pages	page	page	page	N;FEM;PL	
pages	σελιδα	page	σελιδα	N;FEM;PL	N;ACC;FEM;SG
externe	εξωτερικά	externe	εξωτερικά	ADJ;MASC;SG	ADV
externe	εξωτερικό	externe	εξωτερικό	ADJ;MASC;SG	N;NOM;NEUT;SG
simple	singles	simple	singles	ADJ;MASC;SG	
simple	μονά	simple	μονά	ADJ;MASC;SG	
dernière	τελευταίοι	dernier	τελευταίος	ADJ;FEM;SG	ADJ;NOM;MASC;PL
dernière	τελευταια	dernier	τελευταίος	ADJ;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
dernière	τελευταία	dernier	τελευταία	ADJ;FEM;SG	ADV
henri	ερρίκος	henri	ερρίκος	PROPN	N;NOM;MASC;SG
henri	χένρυ	henri	χένρυ	PROPN	PROPN;NOM;MASC;SG
henri	χένρι	henri	χένρι	PROPN	
henri	ανρί	henri	ανρί	PROPN	
henri	henri	henri	henri	PROPN	
chanson	τραγούδια	chanson	τραγούδιο	N;FEM;SG	N;NOM;NEUT;PL
chanson	σονγκ	chanson	σονγκ	N;FEM;SG	
poste	post	poste	post	N;MASC;SG	
grâce	γκρέις	grâce	γκρέι	N;FEM;SG	PROPN;NOM;FEM;SG
sortie	έξοδος	sortir	έξοδος	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
sortie	εκδρομή	sortir	εκδρομή	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
sortie	έξοδος	sortir	έξοδος	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
sortie	έξοδο	sortir	έξοδος	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
sortie	έξω	sortir	έξω	V;FEM;SG;PST;V.PTCP	ADV
sortie	out	sortir	out	V;FEM;SG;PST;V.PTCP	
sortie	εξω	sortir	εξω	V;FEM;SG;PST;V.PTCP	ADV
empire	empire	empire	empire	N;MASC;SG	
québec	κεμπέκ	québec	κεμπέκ	N;MASC;SG	PROPN;NOM;FEM;SG
david	ντέιβιντ	david	ντέιβιντ	PROPN	
david	david	david	david	PROPN	
david	νταβίντ	david	νταβίντ	PROPN	
david	δαβίδ	david	δαβίδ	PROPN	N;NOM;MASC;SG
loi	act	loi	act	N;FEM;SG	
côté	side	côté	side	N;MASC;SG	
haute	high	haut	high	ADJ;FEM;SG	
haute	ψηλά	haut	ψηλώ	ADJ;FEM;SG	ADV
haute	haute	haut	haute	ADJ;FEM;SG	
vue	θεα	voir	θεα	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
vue	θέα	voir	θέα	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
vue	όψη	voir	όψο	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
vue	προβολή	voir	προβολή	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
vue	view	voir	view	V;FEM;SG;PST;V.PTCP	
espagne	ισπανία	espagner	ισπανία	N;MASC;SG	PROPN;ACC;FEM;SG
fichier	file	fichier	file	N;MASC;SG	
nombreuses	πολλα	nombreux	πολύς	ADJ;FEM;PL	ADV
recherche	αναζητήστε	recherche	αναζητώ	N;FEM;SG	V;PFV;IND;PL;2;PRS;FIN;ACT
recherche	έρευνες	recherche	έρευνα	N;FEM;SG	N;NOM;FEM;PL
code	κωδικός	code	κωδικός	N;MASC;SG	ADJ;NOM;MASC;SG
double	διπλή	double	διπλός	ADJ;MASC;SG	NUM;NOM;FEM;SG
double	διπλό	double	διπλός	ADJ;MASC;SG	NUM;NOM;NEUT;SG
double	διπλά	double	διπλός	ADJ;MASC;SG	NUM;NOM;NEUT;PL
double	διπλός	double	διπλός	ADJ;MASC;SG	DET;NOM;DEF;MASC;SG
double	αντιγραφή	double	αντιγραφή	ADJ;MASC;SG	N;NOM;FEM;SG
double	αντίγραφο	double	αντίγραφο	ADJ;MASC;SG	N;NOM;NEUT;SG
double	διπλή	double	διπλός	ADJ;MASC;SG	NUM;NOM;FEM;SG
entraîneur	coach	entraîneur	coach	N;MASC;SG	
web	web	web	web	N;MASC;SG	
web	ιστός	web	ιστός	N;MASC;SG	ADJ;NOM;MASC;SG
directeur	μάνατζερ	directeur	μάνατζερ	N;MASC;SG	N;NOM;NEUT;PL
joseph	joseph	joseph	joseph	N;MASC;SG	
joseph	τζόσεφ	joseph	τζόσεφ	N;MASC;SG	
joseph	τζόζεφ	joseph	τζόζεφ	N;MASC;SG	PROPN;NOM;MASC;SG
réalisé	σκηνοθεσία	réaliser	σκηνοθεσία	V;MASC;SG;PST;V.PTCP	N;ACC;FEM;SG
existe	υπάρχω	exister	υπάρχω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
six	six	six	six	NUM	
créé	δημιουργήθηκαν	créer	δημιουργώ	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
créé	δημιουργείται	créer	δημιουργώ	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
devant	μπροστινό	devant	μπροστινός	ADP	N;NOM;NEUT;SG
devant	μπροστά	devant	μπροστά	ADP	ADV
devant	μέτωπο	devant	μέτωπο	ADP	N;NOM;NEUT;SG
écrit	γραφει	écrire	γραφω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
écrit	γράφει	écrire	γράφω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
écrit	γραπτές	écrire	γραπτός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
écrit	γραπτή	écrire	γραπτός	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
écrit	γραμμένα	écrire	γραμμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
écrit	έγραψες	écrire	έγραψη	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;2;PST;FIN;ACT
petite	μικρές	petit	μικρός	ADJ;FEM;SG	ADJ;NOM;FEM;PL
petite	μικρά	petit	μικρός	ADJ;FEM;SG	ADV
petite	little	petit	little	ADJ;FEM;SG	
petite	petite	petit	petite	ADJ;FEM;SG	
entreprise	δουλειές	entreprendre	δουλειή	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;PL
entreprise	business	entreprendre	business	V;FEM;SG;PST;V.PTCP	
entreprise	λόχος	entreprendre	λόχος	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
entreprise	εταιρεία	entreprendre	εταιρεία	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
entreprise	εταιρία	entreprendre	εταιρία	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
entreprise	εντερπράιζ	entreprendre	εντερπράιζ	V;FEM;SG;PST;V.PTCP	N
entreprise	επιχείρηση	entreprendre	επιχείρηση	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
retour	πισω	retour	πισω	N;MASC;SG	ADV
retour	πίσω	retour	πίσω	N;MASC;SG	ADV
principale	κύρια	principal	κύριος	ADJ;FEM;SG	ADV
sainte	sainte	saint	sainte	ADJ;FEM;SG	
sainte	άγιο	saint	άγιος	ADJ;FEM;SG	N;NOM;MASC;SG
sainte	ιερό	saint	ιερός	ADJ;FEM;SG	N;NOM;NEUT;SG
sainte	ιερά	saint	ιερός	ADJ;FEM;SG	ADV
sainte	αγία	saint	αγία	ADJ;FEM;SG	PROPN;NOM;FEM;SG
sainte	αγιος	saint	αγιος	ADJ;FEM;SG	DET;NOM;DEF;MASC;SG
comté	νομό	comté	νομός	N;MASC;SG	ADV
comté	σάιρ	comté	σάιρ	N;MASC;SG	
second	δεύτερο	second	δεύτερος	ADJ;MASC;SG	NUM;NOM;NEUT;SG
second	δεύτερος	second	δεύτερος	ADJ;MASC;SG	NUM;NOM;MASC;SG
second	δεύτερη	second	δεύτερος	ADJ;MASC;SG	NUM;NOM;FEM;SG
terme	terme	terme	terme	N;MASC;SG	
connu	γνωστή	connaître	γνωστός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
connu	γνωστός	connaître	γνωστός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
connu	γνωστό	connaître	γνωστός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
connu	γνωστοί	connaître	γνωστός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL
connu	γνωστές	connaître	γνωστός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
technique	τεχνικά	technique	τεχνικά	ADJ;MASC;SG	ADV
etc	κλπ	etc	κλπ		N
mon	mon	son	mon	DET;MASC;SG	
mon	μον	son	μον	DET;MASC;SG	N
