der	the	der	the	DET;NOM;DEF;MASC;SG	PROPN
friedrich	friedrich	friedrich	friedrich	PROPN;NOM;SG	PROPN
friedrich	friedrich	friedrich	friedrich	PROPN;NOM;SG	PROPN
friedrich	frederick	friedrich	frederick	PROPN;NOM;SG	PROPN
saison	season	saison	season	N;NOM;FEM;SG	PROPN
neuen	new	neu	new	ADJ;ACC;MASC;SG	PROPN
art	ketik	art	ketik	N;NOM;FEM;SG	PROPN
art	kind	art	kind	N;NOM;FEM;SG	PROPN
stand	stand	stehen	stand	V;IND;SG;3;PST;FIN	PROPN
würde	bermartabat	werden	bermartabat	V;SBJV;SG;3;PST;FIN	V;SG;ACT
würde	martabat	werden	martabat	V;SBJV;SG;3;PST;FIN	N;SG
würde	akan	werden	akan	V;SBJV;SG;3;PST;FIN	ADV
worden	worden	werden	worden	V;V.PTCP;PASS	PROPN
politiker	politik	politik	politik	ADJ	N;SG
politiker	politisi	politik	politisi	ADJ	N;SG
politiker	politikus	politik	politikus	ADJ	N;SG
politiker	politisi	politik	politisi	ADJ	N;SG
politiker	politikus	politik	politikus	ADJ	N;SG
personen	pax	Person	pax	N;NOM;FEM;PL	PROPN
personen	individu	Person	individu	N;NOM;FEM;PL	N;SG
personen	rakyat	Person	rakyat	N;NOM;FEM;PL	N;SG
personen	orang	Person	orang	N;NOM;FEM;PL	N;SG
personen	people	Person	people	N;NOM;FEM;PL	PROPN
titel	tide	titel	tide		PROPN
titel	trek	titel	trek		PROPN
titel	gelar	titel	gelar		N;SG;ACT
titel	titel	titel	titel		N;SG
titel	gelar	titel	gelar		N;SG;ACT
titel	jabatan	titel	jabatan		N;SG
titel	judul	titel	judul		N;SG
karl	charles	karlen	charles	PROPN;NOM;MASC;SG	PROPN
karl	karl	karlen	karl	PROPN;NOM;MASC;SG	PROPN
gut	fine	gut	fine	ADJ	PROPN
gut	nah	gut	nah	ADJ	
gut	yah	gut	yah	ADJ	PART
statt	sebaliknya	statt	sebaliknya	ADP	ADV
statt	malahan	statt	malahan	ADP	CONJ
nachdem	after	nachdem	after	CONJ	PROPN
nachdem	setelah	nachdem	setelah	CONJ	ADP
familie	family	familie	family	N;NOM;FEM;SG	PROPN
familie	fam	familie	fam	N;NOM;FEM;SG	PROPN
weiter	melanjutkan	weiter	menlanjutkan	ADV	V;SG;ACT
weiter	lanjutkan	weiter	lanjutkan	ADV	V;SG;ACT
weiter	dilanjutkan	weiter	dilanjutkan	ADV	V;SG;PASS
weiter	berkelanjutan	weiter	berkelanjutan	ADV	V;SG;ACT
weiter	lanjutan	weiter	lanjutan	ADV	N;SG
weiter	berlanjut	weiter	berlanjut	ADV	V;SG;ACT
ganz	ganz	ganz	ganz	ADV	PROPN
behalten	keep	behalten	keep	V;NFIN	PROPN
sohn	sohn	sohnen	sohn	N;NOM;MASC;SG	PROPN
sohn	nak	sohnen	nak	N;NOM;MASC;SG	PART
sohn	son	sohnen	son	N;NOM;MASC;SG	PROPN
außerdem	selain	außerdem	selain	ADV	ADP;SG
hans	hans	hans	hans	PROPN;NOM;MASC;SG	PROPN
johann	johann	johann	johann	PROPN;NOM;MASC;SG	PROPN
johann	john	johann	john	PROPN;NOM;MASC;SG	PROPN
johann	yohanes	johann	yohanes	PROPN;NOM;MASC;SG	PROPN
großen	besar	groß	besar	ADJ;PL	ADJ;SG
großen	big	groß	big	ADJ;PL	PROPN
großen	besar	groß	besar	ADJ;PL	ADJ;SG
großen	major	groß	major	ADJ;PL	PROPN
großen	mayor	groß	mayor	ADJ;PL	PROPN
großen	jurusan	groß	jurusan	ADJ;PL	N;SG
ins	ins	ins	ins		PROPN
erl	erl	erl	erl		PROPN
gehört	heard	gehören	heard	V;V.PTCP	PROPN
gehört	milik	gehören	milik	V;V.PTCP	N;SG;ACT
gehört	milik	gehören	milik	V;V.PTCP	N;SG;ACT
bild	picture	bild	picture		PROPN
bild	gambar	bild	gambar		N;SG
bild	gambar	bild	gambar		N;SG
bild	image	bild	image		N
bild	citra	bild	citra		N;SG
bild	pic	bild	pic		PROPN
bild	bild	bild	bild		PROPN
nichts	ketiadaan	nichts	ketiadaan	PRO;INDF	N;SG
nichts	kehampaan	nichts	kehampaan	PRO;INDF	N;SG
wien	wina	weinen	wina		PROPN
bezeichnet	warungnya	bezeichnen	warung	V;V.PTCP	N;SG
große	besar	groß	besar	ADJ;NOM;FEM;PL	ADJ;SG
große	big	groß	big	ADJ;NOM;FEM;PL	PROPN
große	besar	groß	besar	ADJ;NOM;FEM;PL	ADJ;SG
große	besar	groß	besar	ADJ;NOM;FEM;PL	ADJ;SG
große	hebat	groß	hebat	ADJ;NOM;FEM;PL	ADJ;SG
große	agung	groß	agung	ADJ;NOM;FEM;PL	ADJ;SG
große	große	groß	große	ADJ;NOM;FEM;PL	PROPN
denn	karena	denn	karena	CONJ	CONJ
peter	petrus	peter	petrus	PROPN;NOM;MASC;SG	PROPN
peter	peter	peter	peter	PROPN;NOM;MASC;SG	PROPN
kommt	comes	kommen	comes	V;IND;SG;3;PRS;FIN	PROPN
kommt	coming	kommen	coming	V;IND;SG;3;PRS;FIN	PROPN
menschen	manusia	menschen	manusia	N;NOM;PL	N;SG
menschen	manusia	menschen	manusia	N;NOM;PL	N;SG
menschen	human	menschen	human	N;NOM;PL	PROPN
menschen	rakyat	menschen	rakyat	N;NOM;PL	N;SG
menschen	orang	menschen	orang	N;NOM;PL	N;SG
menschen	people	menschen	people	N;NOM;PL	PROPN
aufgrund	due	aufgrund	due	ADP	PROPN
sei	sei	sein	sei	V;SBJV;SG;3;PRS;FIN	PROPN
jahrhunderts	jahrhunderts	jahrhundert	jahrhunderts	ADV	PROPN
jahrhunderts	abad	jahrhundert	abad	ADV	N;SG
jahrhunderts	century	jahrhundert	century	ADV	PROPN
fall	case	fall	case	ADV	PROPN
fall	kasus	fall	kasus	ADV	N;SG
fall	fall	fall	fall	ADV	PROPN
fall	jatuh	fall	jatuh	ADV	V;SG;ACT
wilhelm	william	wilhelm	william	PROPN;NOM;MASC;SG	PROPN
wilhelm	wilhelm	wilhelm	wilhelm	PROPN;NOM;MASC;SG	PROPN
englisch	inggris	englisch	inggris	ADJ	PROPN;SG
englisch	indonesian	englisch	indonesian	ADJ	PROPN
englisch	english	englisch	english	ADJ	N
danach	lalu	danach	lalu	ADV	CONJ;SG
danach	maka	danach	maka	ADV	CONJ
danach	sesudah	danach	sesudah	ADV	CONJ
danach	after	danach	after	ADV	PROPN
danach	setelah	danach	setelah	ADV	ADP
danach	sesudahnya	danach	sesudah	ADV	N;SG
danach	sesudahnya	danach	sesudah	ADV	N;SG
fünf	five	fünf	five	NUM	PROPN
könig	raja	könig	raja	N;NOM;SG	PROPN;SG
könig	king	könig	king	N;NOM;SG	PROPN
könig	könig	könig	könig	N;NOM;SG	PROPN
welche	what	welch	what	PRO;NOM;SG	PROPN
mehrere	beberapa	mehrere	beberapa	PRO;NOM;INDF;PL	DET
mehrere	kelipatan	mehrere	kelipatan	PRO;NOM;INDF;PL	N;SG
mehrere	beberapa	mehrere	beberapa	PRO;NOM;INDF;PL	DET
mehrere	multiple	mehrere	multiple	PRO;NOM;INDF;PL	PROPN
mehrere	berganda	mehrere	berganda	PRO;NOM;INDF;PL	PROPN;SG;ACT
form	mold	form	mold	N;SG	PROPN
form	shape	form	shape	N;SG	PROPN
form	mold	form	mold	N;SG	PROPN
form	membentuk	form	menbentuk	N;SG	V;SG;ACT
form	form	form	form	N;SG	PROPN
meter	meter	meter	meter	ADV	N;SG
meter	meter	meter	meter	ADV	N;SG
meter	meter	meter	meter	ADV	N;SG
meter	meteran	meter	meteran	ADV	N;SG
meter	meter	meter	meter	ADV	N;SG
schloss	schloss	schließen	schloss	V;SG	PROPN
schloss	lock	schließen	lock	V;SG	PROPN
schloss	kunci	schließen	kunci	V;SG	N;SG
schloss	gembok	schließen	gembok	V;SG	N;SG
schloss	kastil	schließen	kastil	V;SG	N
schloss	istana	schließen	istana	V;SG	N;SG
schloss	castle	schließen	castle	V;SG	PROPN
schloss	benteng	schließen	benteng	V;SG	N
schloss	chateau	schließen	chateau	V;SG	PROPN
schloss	puput	schließen	puput	V;SG	PROPN
schloss	istana	schließen	istana	V;SG	N;SG
schloss	keraton	schließen	keraton	V;SG	PROPN
gruppe	gruppe	grappe	gruppe	N;NOM;FEM;SG	PROPN
gruppe	kelompokkan	grappe	kelompokkan	N;NOM;FEM;SG	V;SG;ACT
finden	temuan	finden	temuan	V;NFIN	N;SG
nahm	took	nehmen	took	V;IND;SG;3;PST;FIN	PROPN
heinrich	heinrich	heinrich	heinrich	PROPN;NOM;MASC;SG	PROPN
heinrich	henry	heinrich	henry	PROPN;NOM;MASC;SG	PROPN
letzten	last	letzt	last	ADJ;PL	PROPN
letzten	terakhir	letzt	terakhir	ADJ;PL	ADJ;RL;SG
neu	new	neu	new	ADJ	PROPN
neu	neu	neu	neu	ADJ	PROPN
john	john	john	john	PROPN;NOM;MASC;SG	PROPN
john	yohanes	john	yohanes	PROPN;NOM;MASC;SG	PROPN
machen	making	machen	making	V;NFIN	PROPN
machen	buat	machen	buat	V;NFIN	
machen	make	machen	make	V;NFIN	PROPN
gewann	won	gewinnen	won	V;IND;SG;3;PST;FIN	PROPN
gewann	menang	gewinnen	menang	V;IND;SG;3;PST;FIN	;SG
beispiel	sample	beispiel	sample	ADV	PROPN
beispiel	sampel	beispiel	sampel	ADV	N;SG
beispiel	contoh	beispiel	contoh	ADV	N;SG
beispiel	contoh	beispiel	contoh	ADV	N;SG
beispiel	contoh	beispiel	contoh	ADV	N;SG
beispiel	contohnya	beispiel	contohnya	ADV	N
usa	as	usa	as	PROPN;NOM;MASC;PL	PROPN;SG
usa	usa	usa	usa	PROPN;NOM;MASC;PL	PROPN
recht	kanan	recht	kanan	ADV	N;SG
recht	benar	recht	benar	ADV	ADJ;SG
recht	right	recht	right	ADV	PROPN
recht	hukum	recht	hukum	ADV	N;SG;ACT
recht	law	recht	law	ADV	PROPN
zwar	meskipun	zwar	meskipun	ADV	CONJ
zwar	walaupun	zwar	walaupun	ADV	CONJ
bin	bin	sein	bin	V;IND;SG;2;PRS;FIN	PROPN
york	york	york	york	PROPN;NOM;NEUT;SG	PROPN;SG
paul	paulus	paul	paulus	PROPN;NOM;MASC;SG	PROPN
paul	paul	paul	paul	PROPN;NOM;MASC;SG	PROPN
frage	ask	frage	ask	N;NOM;FEM;SG	PROPN
frage	tanya	frage	tanya	N;NOM;FEM;SG	
frage	minta	frage	minta	N;NOM;FEM;SG	V;SG;ACT
frage	bertanya	frage	bertanya	N;NOM;FEM;SG	V;SG;ACT
frage	tanyakan	frage	tanyakan	N;NOM;FEM;SG	V;SG;ACT
insgesamt	total	insgesamt	total	ADV	N;SG
insgesamt	keseluruhan	insgesamt	keseluruhan	ADV	PRO
insgesamt	total	insgesamt	total	ADV	N;SG
insgesamt	totalnya	insgesamt	total	ADV	N;SG
eher	lumayan	eher	lumayan	ADV	N
kurz	short	kurz	short	ADJ	PROPN
kurz	kurz	kurz	kurz	ADJ	PROPN
kurz	ringkas	kurz	ringkas	ADJ	PROPN;SG
kurz	brief	kurz	brief	ADJ	PROPN
unternehmen	bisnis	unternehmen	bisnis	N;NOM;NEUT;PL	N;SG
unternehmen	perusahaan	unternehmen	perusahaan	N;NOM;NEUT;PL	N;SG
unternehmen	company	unternehmen	company	N;NOM;NEUT;PL	PROPN
unternehmen	perusahaan	unternehmen	perusahaan	N;NOM;NEUT;PL	N;SG
unternehmen	bisnis	unternehmen	bisnis	N;NOM;NEUT;PL	N;SG
unternehmen	business	unternehmen	business	N;NOM;NEUT;PL	PROPN
unternehmen	enterprises	unternehmen	enterprises	N;NOM;NEUT;PL	PROPN
verwendet	used	verwenden	used	V;V.PTCP	PROPN
verwendet	penggunaan	verwenden	pengunaan	V;V.PTCP	N;SG
verwendet	kegunaan	verwenden	kegunaan	V;V.PTCP	N;SG
straße	selat	straß	selat	ADJ	N
straße	jalanan	straß	jalanan	ADJ	N;SG
straße	street	straß	street	ADJ	N
straße	jalanan	straß	jalanan	ADJ	N;SG
straße	jalan	straß	jalan	ADJ	N;SG;ACT
straße	road	straß	road	ADJ	PROPN
rund	ronde	rund	ronde	ADV	N
rund	bulat	rund	bulat	ADV	PROPN;SG
rund	round	rund	round	ADV	PROPN
rund	seputar	rund	seputar	ADV	
rund	sekitar	rund	sekitar	ADV	ADP
einfach	simple	einfach	simple	ADV	ADJ
einfach	simpel	einfach	simpel	ADV	ADJ;SG
einfach	sederhana	einfach	sederhana	ADV	ADJ;SG
einfach	simply	einfach	simply	ADV	PROPN
einfach	sederhananya	einfach	sederhana	ADV	N;SG
einfach	cuma	einfach	cuma	ADV	
einfach	gampang	einfach	gampang	ADV	ADJ;SG
einfach	mudah	einfach	mudah	ADV	ADJ;SG
einfach	easy	einfach	easy	ADV	PROPN
datei	berkas	datei	berkas		N;SG
datei	file	datei	file		N;SG
frau	woman	frau	woman	N;NOM;FEM;SG	PROPN
frau	wife	frau	wife	N;NOM;FEM;SG	PROPN
lassen	biarkan	lassen	biarkan	V;NFIN	;ACT
lassen	let	lassen	let	V;NFIN	PROPN
land	negara	land	negara		N;SG
land	daratan	land	daratan		N;SG
land	tanah	land	tanah		N;SG
land	land	land	land		PROPN
land	tanah	land	tanah		N;SG
fast	almost	fast	almost	ADV	PROPN
fast	nyaris	fast	nyaris	ADV	
trat	menendang	treten	mentendang	V;IND;SG;3;PST;FIN	N;SG;ACT
tod	kematian	tod	kematian		N;SG
tod	death	tod	death		PROPN
tod	maut	tod	maut		PROPN;SG
tod	mati	tod	mati		ADJ;SG
tod	tod	tod	tod		PROPN
tod	kematian	tod	kematian		N;SG
arbeit	bekerja	arbeit	bekerja	N;NOM;FEM;SG	V;SG;ACT
macht	tenaga	machen	tenaga	V;IND;SG;3;PRS;FIN	N;SG
macht	kekuasaan	machen	kekuasaan	V;IND;SG;3;PRS;FIN	N;SG
macht	kekuatan	machen	kekuatan	V;IND;SG;3;PRS;FIN	N;SG
macht	power	machen	power	V;IND;SG;3;PRS;FIN	PROPN
macht	daya	machen	daya	V;IND;SG;3;PRS;FIN	N;SG
vielleicht	barangkali	vielleicht	barangkali	ADV	
vielleicht	maybe	vielleicht	maybe	ADV	PROPN
paris	paris	paris	paris	PROPN;NOM;NEUT;SG	PROPN
alles	everything	alle	everything	PRO;NOM;INDF;NEUT;SG	PROPN
alles	semuanya	alle	semua	PRO;NOM;INDF;NEUT;SG	PRO
alles	segalanya	alle	segala	PRO;NOM;INDF;NEUT;SG	PRO
alles	all	alle	all	PRO;NOM;INDF;NEUT;SG	PROPN
alles	aii	alle	aii	PRO;NOM;INDF;NEUT;SG	PROPN
alles	semua	alle	semua	PRO;NOM;INDF;NEUT;SG	DET
alles	anything	alle	anything	PRO;NOM;INDF;NEUT;SG	PROPN
alles	apapun	alle	apa	PRO;NOM;INDF;NEUT;SG	PRO
landkreis	county	landkreis	county	N	PROPN
landkreis	landkreis	landkreis	landkreis	N	PROPN
kategorie	kategori	kategorie	kategori	N;NOM;FEM;SG	PROPN;SG
kategorie	kategori	kategorie	kategori	N;NOM;FEM;SG	PROPN;SG
bedeutung	relevansi	bedeutung	relevansi	ADJ	N;SG
bedeutung	pentingnya	bedeutung	penting	ADJ	N;SG
bedeutung	arti	bedeutung	arti	ADJ	N;SG
bedeutung	artinya	bedeutung	arti	ADJ	N;SG
bedeutung	makna	bedeutung	makna	ADJ	N;SG
bedeutung	makna	bedeutung	makna	ADJ	N;SG
bedeutung	makna	bedeutung	makna	ADJ	N;SG
bedeutung	signifikansi	bedeutung	signifikansi	ADJ	N;SG
relevant	relevansi	relevant	relevansi	ADJ	N;SG
relevant	relevan	relevant	relevan	ADJ	N;SG
relevant	bersangkutan	relevant	bersangkutan	ADJ	V;SG;ACT
bereich	sektor	bereich	sektor	ADV	N;SG
bereich	domain	bereich	domain	ADV	N
bereich	ranah	bereich	ranah	ADV	N
bereich	rentang	bereich	rentang	ADV	N;SG
bereich	kisaran	bereich	kisaran	ADV	N;SG
bereich	range	bereich	range	ADV	PROPN
bereich	jangkauan	bereich	jangkauan	ADV	N;SG
bereich	daerah	bereich	daerah	ADV	N;SG
bereich	bagian	bereich	bagian	ADV	N;SG
bereich	seksi	bereich	seksi	ADV	N;SG
bereich	daerah	bereich	daerah	ADV	N;SG
bereich	wilayah	bereich	wilayah	ADV	N;SG
bereich	luas	bereich	luas	ADV	N;SG
bereich	kawasan	bereich	kawasan	ADV	N;SG
bereich	area	bereich	area	ADV	N;SG
welt	world	welt	world	N;NOM;FEM;SG	PROPN
welt	globe	welt	globe	N;NOM;FEM;SG	PROPN
verein	club	verein	club		PROPN
verein	klub	verein	klub		N;SG
verein	verein	verein	verein		PROPN
verein	asosiasi	verein	asosiasi		N;SG
verein	perhimpunan	verein	perhimpunan		N;SG
verein	association	verein	association		PROPN
anfang	mulai	anfang	mulai	N;ACC;MASC;SG	V;SG;ACT
anfang	mulailah	anfang	mulai	N;ACC;MASC;SG	V;SG;ACT
anfang	start	anfang	start	N;ACC;MASC;SG	PROPN
anfang	early	anfang	early	N;ACC;MASC;SG	PROPN
anfang	dini	anfang	dini	N;ACC;MASC;SG	ADJ;SG
anfang	awal	anfang	awal	N;ACC;MASC;SG	ADJ;SG
anfang	awal	anfang	awal	N;ACC;MASC;SG	ADJ;SG
viel	much	viel	much	ADV	PROPN
viel	lot	viel	lot	ADV	PROPN
quelle	sumber	quelle	sumber	ADJ;NOM;SG	N;SG
haus	house	haus	house	N;NOM;NEUT;SG	PROPN
haus	home	haus	home	N;NOM;NEUT;SG	PROPN
haus	pulang	haus	pulang	N;NOM;NEUT;SG	V;SG;ACT
haus	beranda	haus	beranda	N;NOM;NEUT;SG	
michael	michael	michael	michael	PROPN;NOM;MASC;SG	PROPN
michael	mikail	michael	mikail	PROPN;NOM;MASC;SG	N
region	daerah	Region	daerah		N;SG
region	wilayah	Region	wilayah		N;SG
region	provinsi	Region	provinsi		PROPN;SG
region	region	Region	region		N
region	kawasan	Region	kawasan		N;SG
meist	kebanyakan	meist	kebanyakan	ADV	DET;SG
meist	kebanyakan	meist	kebanyakan	ADV	DET;SG
eigenen	own	eigen	own	ADJ;ACC;MASC;SG	PROPN
findet	temuan	finden	temuan	V;IND;SG;3;PRS;FIN	N;SG
lang	lang	lang	lang	ADJ	PROPN
lang	long	lang	long	ADJ	PROPN
allen	allen	alle	allen	PRO;ACC;INDF;PL	PROPN
hamburg	hamburg	hamburg	hamburg	PROPN;NOM;NEUT;SG	PROPN
einmal	once	einmal	once	ADV	PROPN
deutsch	german	deutsch	german	ADJ	PROPN
deutsch	jerman	deutsch	jerman	ADJ	PROPN;SG
deutsch	inggris	deutsch	inggris	ADJ	PROPN;SG
deutsch	indonesian	deutsch	indonesian	ADJ	PROPN
deutsch	english	deutsch	english	ADJ	N
deutsch	deutsch	deutsch	deutsch	ADJ	PROPN
franz	franz	franz	franz	PROPN;NOM;MASC;SG	PROPN
franz	fransiskus	franz	fransiskus	PROPN;NOM;MASC;SG	PROPN
franz	francis	franz	francis	PROPN;NOM;MASC;SG	PROPN
lange	lange	lange	lange	ADV	PROPN
lange	lama	lange	lama	ADV	ADJ;SG
lange	panjang	lange	panjang	ADV	ADJ;SG
lange	long	lange	long	ADV	PROPN
begriff	term	begreifen	term	N;MASC;SG	PROPN
gegründet	mapan	gründen	mapan	V;V.PTCP	ADJ;SG
gebiet	rumput	gebieten	rumput	ADJ	N;SG
gebiet	daerah	gebieten	daerah	ADJ	N;SG
gebiet	wilayah	gebieten	wilayah	ADJ	N;SG
gebiet	provinsi	gebieten	provinsi	ADJ	PROPN;SG
gebiet	region	gebieten	region	ADJ	N
gebiet	kawasan	gebieten	kawasan	ADJ	N;SG
gebiet	wilayah	gebieten	wilayah	ADJ	N;SG
gebiet	teritori	gebieten	teritori	ADJ	N;SG
gebiet	zona	gebieten	zona	ADJ	N;SG
gebiet	zone	gebieten	zone	ADJ	PROPN
gebiet	daerah	gebieten	daerah	ADJ	N;SG
gebiet	wilayah	gebieten	wilayah	ADJ	N;SG
gebiet	luas	gebieten	luas	ADJ	N;SG
gebiet	kawasan	gebieten	kawasan	ADJ	N;SG
gebiet	area	gebieten	area	ADJ	N;SG
website	site	websit	site	N;SG	PROPN
gesellschaft	society	gesellschaft	society	ADJ	PROPN
gesellschaft	masyarakat	gesellschaft	masyarakat	ADJ	N;SG
gesellschaft	perusahaan	gesellschaft	perusahaan	ADJ	N;SG
gesellschaft	company	gesellschaft	company	ADJ	PROPN
gesellschaft	gesellschaft	gesellschaft	gesellschaft	ADJ	N
folge	mengikuti	folge	menikuti	N;NOM;FEM;SG	V;SG;ACT
folge	follow	folge	follow	N;NOM;FEM;SG	PROPN
folge	ikuti	folge	ikuti	N;NOM;FEM;SG	V;SG;ACT
beide	berdua	beide	berdua	PRO;NOM;INDF;PL	
beide	keduanya	beide	kedua	PRO;NOM;INDF;PL	N
will	will	wollen	will	V;IND;SG;3;PRS;FIN	PROPN
will	akan	wollen	akan	V;IND;SG;3;PRS;FIN	ADV
will	ingin	wollen	ingin	V;IND;SG;3;PRS;FIN	V;SG;ACT
will	ingin	wollen	ingin	V;IND;SG;3;PRS;FIN	V;SG;ACT
will	inginkan	wollen	inginkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
will	pengen	wollen	pengen	V;IND;SG;3;PRS;FIN	PROPN
will	mau	wollen	mau	V;IND;SG;3;PRS;FIN	ADV
georg	george	georgen	george	PROPN;NOM;MASC;SG	PROPN
georg	georg	georgen	georg	PROPN;NOM;MASC;SG	PROPN
erhalten	menerima	erhalten	menterima	ADJ;V.PTCP	V;SG;ACT
erhalten	diterima	erhalten	diterima	ADJ;V.PTCP	V;SG;PASS
erhalten	menerima	erhalten	menterima	ADJ;V.PTCP	V;SG;ACT
erhalten	dipelihara	erhalten	dipelihara	ADJ;V.PTCP	V;SG;PASS
erhalten	diawetkan	erhalten	diawetkan	ADJ;V.PTCP	V;SG;PASS
erhalten	dipertahankan	erhalten	dipertahankan	ADJ;V.PTCP	V;SG;PASS
erhalten	dapatkan	erhalten	dapatkan	ADJ;V.PTCP	V;SG;ACT
einwohner	penghuninya	einwohner	penhuni	N;NOM;MASC;PL	N;SG
einwohner	penduduk	einwohner	penduduk	N;NOM;MASC;PL	N;SG
einwohner	warga	einwohner	warga	N;NOM;MASC;PL	N;SG
einwohner	penghuni	einwohner	penhuni	N;NOM;MASC;PL	N;SG
einwohner	penduduk	einwohner	penduduk	N;NOM;MASC;PL	N;SG
einwohner	populasi	einwohner	populasi	N;NOM;MASC;PL	N;SG
innerhalb	inside	innerhalb	inside	ADV	PROPN
innerhalb	didalam	innerhalb	didalam	ADV	ADP;SG;PASS
führt	prospek	führen	prospek	V;IND;SG;3;PRS;FIN	N;SG
führt	lead	führen	lead	V;IND;SG;3;PRS;FIN	PROPN
eigentlich	actually	eigentlich	actually	ADV	PROPN
london	london	london	london	PROPN;NOM;NEUT;SG	PROPN
london	banjarmasin	london	banjarmasin	PROPN;NOM;NEUT;SG	PROPN
alten	alte	alt	alte	ADJ;NOM;MASC;PL	PROPN
alten	kuno	alt	kuno	ADJ;NOM;MASC;PL	ADJ;SG
alten	tua	alt	tua	ADJ;NOM;MASC;PL	ADJ;SG
alten	lama	alt	lama	ADJ;NOM;MASC;PL	ADJ;SG
alten	old	alt	old	ADJ;NOM;MASC;PL	PROPN
vielen	banyak	viel	banyak	ADJ;ACC;INDF;MASC;PL	ADV
kinder	childs	kinder	childs	N;NOM;NEUT;PL	PROPN
kinder	anak	kinder	anak	N;NOM;NEUT;PL	N;SG
kinder	childrens	kinder	childrens	N;NOM;NEUT;PL	PROPN
gerade	straight	gerade	straight	ADV	PROPN
gerade	lurus	gerade	lurus	ADV	N;SG
gerade	cuma	gerade	cuma	ADV	
österreich	austria	österreich	austria	PROPN;SG	PROPN
weg	gone	weg	gone	ADV	PROPN
weg	jauh	weg	jauh	ADV	ADJ;SG
weg	away	weg	away	ADV	PROPN
weg	menjauh	weg	menjauh	ADV	V;SG;ACT
weg	way	weg	way	ADV	PROPN
weg	jalur	weg	jalur	ADV	N;SG
weg	tapak	weg	tapak	ADV	PROPN
weg	path	weg	path	ADV	PROPN
mitte	middle	mitte	middle	ADV	PROPN
mitte	pertengahan	mitte	pertengahan	ADV	N;SG
mitte	tengah	mitte	tengah	ADV	PROPN;SG
mitte	mitte	mitte	mitte	ADV	PROPN
mitte	pertengahan	mitte	pertengahan	ADV	N;SG
mitte	mid	mitte	mid	ADV	PROPN
mitte	tengah	mitte	tengah	ADV	PROPN;SG
mitte	pusat	mitte	pusat	ADV	N;SG
mitte	center	mitte	center	ADV	PROPN
mitte	tengah	mitte	tengah	ADV	PROPN;SG
mitte	pusat	mitte	pusat	ADV	N;SG
mitte	centre	mitte	centre	ADV	PROPN
regie	diarahkan	Regie	diarahkan	N;NOM;FEM;SG	V;SG;PASS
regie	disutradarai	Regie	disutradarai	N;NOM;FEM;SG	V;SG;PASS
regie	menyutradarai	Regie	mensutradarai	N;NOM;FEM;SG	V;SG;ACT
regie	mengarahkan	Regie	menkarahkan	N;NOM;FEM;SG	V;SG;ACT
sechs	six	sechs	six	NUM	PROPN
album	album	album	album		N;SG
verschiedenen	beda	verschieden	beda	ADJ;NOM;PL	ADJ;SG
verschiedenen	berbeda	verschieden	berbeda	ADJ;NOM;PL	V;SG;ACT
verschiedenen	bermacam	verschieden	bermacam	ADJ;NOM;PL	N;SG;ACT
verschiedenen	berbagai	verschieden	berbagai	ADJ;NOM;PL	DET
verschiedenen	beragam	verschieden	berragam	ADJ;NOM;PL	V;SG;ACT
museum	museum	museum	museum	N;NOM;NEUT;SG	PROPN
musik	music	musik	music	N;NOM;FEM;SG	PROPN
folgenden	sbb	folgend	sbb	ADJ	
folgenden	mengikuti	folgend	menikuti	ADJ	V;SG;ACT
gebäude	building	gebäude	building	ADJ	PROPN
gebäude	membangun	gebäude	menbangun	ADJ	V;SG;ACT
gebäude	bangunan	gebäude	bangunan	ADJ	N;SG
gebäude	gedung	gebäude	gedung	ADJ	N;SG
gebäude	bangunan	gebäude	bangunan	ADJ	N;SG
gebäude	gedung	gebäude	gedung	ADJ	N;SG
begründung	pembenaran	begründung	penbenaran		N;SG
begründung	penalaran	begründung	pentalaran		N;SG
wenig	little	wenig	little	ADV	PROPN
wenig	kecil	wenig	kecil	ADV	ADJ;SG
wenig	beraktifitas	wenig	beraktifitas	ADV	V;SG;ACT
kreis	circle	kreis	circle	ADV	PROPN
kreis	lingkaran	kreis	lingkaran	ADV	N;SG
kreis	kreis	kreis	kreis	ADV	PROPN
kreis	lingkar	kreis	lingkar	ADV	N;SG;ACT
kreis	circle	kreis	circle	ADV	PROPN
kreis	melingkar	kreis	menlingkar	ADV	;ACT
kreis	lingkaran	kreis	lingkaran	ADV	N;SG
kreis	kabupaten	kreis	kabupaten	ADV	N;SG
kreis	county	kreis	county	ADV	PROPN
kreis	daerah	kreis	daerah	ADV	N;SG
kreis	powiat	kreis	powiat	ADV	N
frankreich	prancis	frankreich	prancis	PROPN;NOM;SG	PROPN;SG
frankreich	france	frankreich	france	PROPN;NOM;SG	PROPN
frankreich	perancis	frankreich	perancis	PROPN;NOM;SG	PROPN;SG
pro	pro	pro	pro	ADP	PROPN
thomas	thomas	thomas	thomas	PROPN;NOM;MASC;SG	PROPN
grund	alasannya	grund	alasan	ADV	N;SG
grund	alasan	grund	alasan	ADV	N;SG
grund	grund	grund	grund	ADV	PROPN
grund	penyebab	grund	pensebab	ADV	N;SG
grund	sebab	grund	sebab	ADV	CONJ;SG
grund	sebabkan	grund	sebabkan	ADV	V;SG;ACT
grund	cause	grund	cause	ADV	PROPN
