και	और	και	और	CONJ	
ηπα	यूएसए	λπο	यूएसए	N	PROPN;NOM;MASC;SG;3
δεύτερη	दूसरा	δεύτερος	दूसरा	NUM;NOM;FEM;SG	ADJ;NOM;MASC;SG
δεύτερη	सेकेंड	δεύτερος	सेकेंड	NUM;NOM;FEM;SG	N;NOM;MASC;SG;3
δεύτερη	द्वितीय	δεύτερος	द्वितीय	NUM;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
δεύτερη	सेकण्ड	δεύτερος	सेकण्ड	NUM;NOM;FEM;SG	
δεύτερη	सेकंड	δεύτερος	सेकंड	NUM;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
δεύτερη	दूसरी	δεύτερος	दूसरा	NUM;NOM;FEM;SG	ADJ;NOM;FEM;SG
γιος	लाडला	γιος	लाडला	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γιος	सोन	γιος	सोन	N;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
μάχη	लड़ाई	μάχη	लड़ाई	N;ACC;FEM;SG	N;NOM;FEM;SG;3
μάχη	युद्ध	μάχη	युद्ध	N;ACC;FEM;SG	N;NOM;MASC;SG;3
μάχη	बैटल	μάχη	बैटल	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
μάχη	कॉम्बैट	μάχη	कॉम्बैट	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
μάχη	झगडा	μάχη	झगडा	N;ACC;FEM;SG	N;NOM;MASC;SG;3
μάχη	लड़ाई	μάχη	लड़ाई	N;ACC;FEM;SG	N;NOM;FEM;SG;3
μάχη	लड़ो	μάχη	लड़ो	N;ACC;FEM;SG	
πανεπιστήμιο	विश्वविद्यालयों	πανεπιστήμιο	विश्वविद्यालय	N;NOM;NEUT;SG	N;ACC;MASC;PL;3
όλες	सभी	όλος	सब	ADJ;NOM;FEM;PL	PRO;NOM;3
όλες	सब	όλος	सब	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
κάποια	कुछ	κάποιος	कुछ	PRO;NOM;NEUT;PL;3	DET
δείτε	देखें	βλέπω	देख	V;PFV;IMP;PL;2;FIN;ACT	V;SBJV;PL;FIN;ACT
δείτε	देखिए	βλέπω	देखिया	V;PFV;IMP;PL;2;FIN;ACT	V;SBJV;SG;FIN;ACT
δείτε	देखिये	βλέπω	देखिया	V;PFV;IMP;PL;2;FIN;ACT	V;IND;SG;3;FIN;ACT
δείτε	देखें	βλέπω	देख	V;PFV;IMP;PL;2;FIN;ACT	V;SBJV;PL;FIN;ACT
πόλεμο	युद्ध	πόλεμος	युद्ध	N;ACC;MASC;SG	N;NOM;MASC;SG;3
συχνά	अकसर	συχνά	अकसर	ADV	CONJ
περιοχές	एटलस	περιοχή	एटलस	N;NOM;FEM;PL	
περιοχές	क्षेत्र	περιοχή	क्षेत्र	N;NOM;FEM;PL	N;NOM;MASC;SG;3
περιοχές	क्षेत्रों	περιοχή	क्षेत्र	N;NOM;FEM;PL	N;ACC;MASC;PL;3
έλαβε	प्राप्त	λαμβάνω	प्राप्त	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
επίσημη	अधिकारी	επίσημος	अधिकारी	ADJ;NOM;FEM;SG	N;NOM;MASC;PL;3
κατοίκους	निवासी	κάτοικος	निवासी	N;ACC;MASC;PL	N;NOM;MASC;SG;3
κατοίκους	निवासी	κάτοικος	निवासी	N;ACC;MASC;PL	N;NOM;MASC;SG;3
πηγές	स्रोत	πηγή	स्रोत	N;NOM;FEM;PL	N;NOM;MASC;SG;3
πηγές	स्त्रोत	πηγή	स्त्रोत	N;NOM;FEM;PL	
βόρεια	उत्तर	βόρεια	उत्तर	ADV	PROPN;NOM;MASC;SG;3
βόρεια	उत्तरी	βόρεια	उत्तरी	ADV	PROPN;NOM;MASC;SG;3
πόλεις	कस्बों	πόλη	कस्बा	N;NOM;FEM;PL	N;ACC;MASC;PL;3
πόλεις	शहर	πόλη	शहर	N;NOM;FEM;PL	N;NOM;MASC;SG;3
πόλεις	शहरों	πόλη	शहर	N;NOM;FEM;PL	N;ACC;MASC;PL;3
αγώνα	दौड़	αγώνας	दौड	N;ACC;MASC;SG	
αγώνα	जाति	αγώνας	जाति	N;ACC;MASC;SG	N;NOM;FEM;SG;3
αγώνα	रेस	αγώνας	रेस	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αγώνα	माचिस	αγώνας	माचिस	N;ACC;MASC;SG	N;NOM;FEM;SG;3
αγώνα	मिलाएँ	αγώνας	मिला	N;ACC;MASC;SG	V;SBJV;PL;FIN;ACT
αγώνα	मिलान	αγώνας	मिलान	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αγώνα	मैच	αγώνας	मैच	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αγώνα	झगडा	αγώνας	झगडा	N;ACC;MASC;SG	N;NOM;MASC;SG;3
αγώνα	लड़ाई	αγώνας	लड़ाई	N;ACC;MASC;SG	N;NOM;FEM;SG;3
αγώνα	लड़ो	αγώνας	लड़ो	N;ACC;MASC;SG	
γεγονός	फैक्ट	γεγονός	फैक्ट	N;NOM;NEUT;SG	
θέμα	थीम	θέμα	थीम	N;NOM;NEUT;SG	
χρησιμοποιείται	प्रयुक्त	χρησιμοποιώ	प्रयुक्त	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADP
πρώτα	प्रथम	πρώτα	प्रथम	ADV	ADJ
πρώτα	पहली	πρώτα	पहला	ADV	ADJ;NOM;FEM;SG
πρώτα	पहला	πρώτα	पहला	ADV	ADJ;NOM;MASC;SG
θεωρείται	समझी	θεωρώ	समझ	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;FEM;SG;V.PTCP;ACT
θεωρείται	माना	θεωρώ	मान	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;SG;V.PTCP;ACT
εδώ	यहां	εδώ	यहाँ	ADV	PRO;NOM
εδώ	यहा	εδώ	यहा	ADV	
εδώ	यहाँ	εδώ	यहाँ	ADV	PRO;NOM
νότια	दक्षिणी	νότιος	दक्षिणी	ADV	PROPN;NOM;MASC;SG;3
νότια	दक्षिणी	νότιος	दक्षिणी	ADV	PROPN;NOM;MASC;SG;3
νότια	साउथ	νότιος	साउथ	ADV	PROPN;NOM;MASC;SG;3
νότια	दक्षिण	νότιος	दक्षिण	ADV	PROPN;NOM;MASC;SG;3
σημείο	पाइंट	σημείο	पाइंट	N;NOM;NEUT;SG	
σχέση	रिश्ता	σχέση	रिश्ता	N;ACC;FEM;SG	N;NOM;MASC;SG;3
σχέση	रिश्ते	σχέση	रिश्ता	N;ACC;FEM;SG	N;NOM;MASC;PL;3
σχέση	संबन्ध	σχέση	संबन्ध	N;ACC;FEM;SG	
σχέση	संबंध	σχέση	संबंध	N;ACC;FEM;SG	N;NOM;MASC;SG;3
περίπτωση	केस	περίπτωση	केस	N;ACC;FEM;SG	N;NOM;MASC;SG;3
περίπτωση	मामला	περίπτωση	मामला	N;ACC;FEM;SG	N;NOM;MASC;SG;3
νέο	नया	νέος	नया	ADJ;ACC;NEUT;SG	ADJ;NOM;MASC;SG
νέο	नई	νέος	नया	ADJ;ACC;NEUT;SG	ADJ;NOM;FEM;SG
έτος	वर्ष	έτος	वर्ष	N;ACC;NEUT;SG	N;NOM;MASC;SG;3
έτος	साल	έτος	साल	N;ACC;NEUT;SG	N;NOM;MASC;SG;3
σχεδόν	लगभग	σχεδόν	लगभग	ADV	PART
περισσότερο	ज्यादा	πολύ	ज्यादा	ADV;CMPR	DET
περισσότερο	आदि	πολύ	आदि	ADV;CMPR	PART
περισσότερο	अधिक	πολύ	अधिक	ADV;CMPR	DET
βασιλιά	राजा	βασιλιάς	राजा	N;ACC;MASC;SG	N;NOM;MASC;SG;3
βασιλιά	बादशाह	βασιλιάς	बादशाह	N;ACC;MASC;SG	N;NOM;MASC;SG;3
βασιλιά	किंग	βασιλιάς	किंग	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
πολιτικός	राजनीतिज्ञ	πολιτικός	राजनीतिज्ञ	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
πολιτικός	राजनेता	πολιτικός	राजनेता	ADJ;NOM;MASC;SG	N;NOM;MASC;PL;3
μεγαλύτερη	वृहद	μεγάλος	वृहद	ADJ;NOM;CMPR;FEM;SG	
μεγαλύτερη	पुराने	μεγάλος	पुराना	ADJ;NOM;CMPR;FEM;SG	ADJ;MASC;PL
μεγαλύτερη	वृद्ध	μεγάλος	वृद्ध	ADJ;NOM;CMPR;FEM;SG	PROPN;NOM;MASC;SG;3
μεγαλύτερη	बडे	μεγάλος	बडा	ADJ;NOM;CMPR;FEM;SG	V;MASC;SG;3;V.PTCP;ACT
ανά	स्वादानुसार	ανά	स्वादानुसार	ADP	N;NOM;MASC;SG;3
ανά	प्रति	ανά	प्रति	ADP	
μουσική	संगीत	μουσικός	संगीत	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
μουσική	म्यूज़िक	μουσικός	म्यूज़िक	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
κόσμο	दुनिया	κόσμος	दुनिया	N;ACC;MASC;SG	N;NOM;FEM;SG;3
κόσμο	विश्व	κόσμος	विश्व	N;ACC;MASC;SG	N;NOM;MASC;SG;3
κόσμο	जग	κόσμος	जग	N;ACC;MASC;SG	
κόσμο	संसार	κόσμος	संसार	N;ACC;MASC;SG	N;NOM;MASC;SG;3
άτομα	व्यक्तियों	άτομο	व्यक्ति	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
άτομα	लोगों	άτομο	लोग	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
δεύτερο	दूसरा	δεύτερος	दूसरा	NUM;NOM;NEUT;SG	ADJ;NOM;MASC;SG
δεύτερο	सेकेंड	δεύτερος	सेकेंड	NUM;NOM;NEUT;SG	N;NOM;MASC;SG;3
δεύτερο	द्वितीय	δεύτερος	द्वितीय	NUM;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
δεύτερο	सेकण्ड	δεύτερος	सेकण्ड	NUM;NOM;NEUT;SG	
δεύτερο	सेकंड	δεύτερος	सेकंड	NUM;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
δεύτερο	दूसरी	δεύτερος	दूसरा	NUM;NOM;NEUT;SG	ADJ;NOM;FEM;SG
είδος	क़िस्म	είδος	कठिस्म	N;NOM;NEUT;SG	
είδος	प्रजातियां	είδος	प्रजाति	N;NOM;NEUT;SG	N;NOM;FEM;PL;3
αρκετά	काफी	αρκετά	काफी	ADV	DET
αρκετά	पर्याप्त	αρκετά	पर्याप्त	ADV	CONJ
μεγαλύτερο	पुराने	μεγάλος	पुराना	ADJ;NOM;CMPR;NEUT;SG	ADJ;MASC;PL
μεγαλύτερο	वृद्ध	μεγάλος	वृद्ध	ADJ;NOM;CMPR;NEUT;SG	PROPN;NOM;MASC;SG;3
μεγαλύτερο	बडे	μεγάλος	बडा	ADJ;NOM;CMPR;NEUT;SG	V;MASC;SG;3;V.PTCP;ACT
εκείνη	वो	εκείνος	वह	PRO;ACC;FEM;SG;3	
χώρες	देश	χώρα	देश	N;NOM;FEM;PL	N;NOM;MASC;SG;3
χώρες	देशो	χώρα	देशो	N;NOM;FEM;PL	N;NOM;MASC;SG;3
χώρες	देशों	χώρα	देश	N;NOM;FEM;PL	N;ACC;MASC;PL;3
χώρο	अंतरिक्ष	χώρος	अंतरिक्ष	N;ACC;MASC;SG	N;NOM;MASC;SG;3
χώρο	समष्टि	χώρος	समष्टि	N;ACC;MASC;SG	
χώρο	जगह	χώρος	जगह	N;ACC;MASC;SG	N;NOM;FEM;SG;3
χώρο	स्पेस	χώρος	स्पेस	N;ACC;MASC;SG	N;NOM;MASC;SG;3
εναντίον	विरूद्ध	εναντίον	विरूद्ध	ADP	CONJ
χαρακτηριστικά	गुण	χαρακτηριστικός	गुण	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
όρος	माउंट	όρος	माउंट	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ιδρύθηκε	स्थापित	ιδρύω	स्थापित	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ
ιδρύθηκε	संस्थापित	ιδρύω	संस्थापित	V;PFV;IND;SG;3;PST;FIN;PASS	PROPN;NOM;SG;3
βασιλιάς	किंग	βασιλιάς	किंग	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
παιδιά	लड़को	παιδί	लड़को	N;NOM;NEUT;PL	
παιδιά	लड़कों	παιδί	लड़क	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
παιδιά	किड्स	παιδί	किड्स	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
παιδιά	बच्चों	παιδί	बच्चा	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
παιδιά	दोस्तों	παιδί	दोस्त	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
βραβείο	ईनाम	βραβείο	ईनाम	N;NOM;NEUT;SG	
άρχισε	शुरू	αρχίζω	शुरू	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG;3
άρχισε	प्रारंभ	αρχίζω	प्रारंभ	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG;3
μήκος	लम्बाई	μήκος	लम्बाई	N;ACC;NEUT;SG	N;NOM;FEM;SG;3
μήκος	लंबाई	μήκος	लंबाई	N;ACC;NEUT;SG	N;NOM;FEM;SG;3
τι	कया	τι	कया	PRO;NOM;NEUT;SG;3	V;SG;FIN;ACT
χρονιά	वर्ष	χρονιά	वर्ष	N;ACC;FEM;SG	N;NOM;MASC;SG;3
χρονιά	साल	χρονιά	साल	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ελληνικά	ग्रीक	ελληνικός	ग्रीक	ADV	
ελληνικά	यूनानी	ελληνικός	यूनानी	ADV	PROPN;NOM;MASC;SG;3
δυνάμεις	शक्तियों	δύναμη	शक्ति	N;NOM;FEM;PL	N;ACC;FEM;PL;3
δυνάμεις	ताकत	δύναμη	ताकत	N;NOM;FEM;PL	N;NOM;FEM;SG;3
δυνάμεις	बलों	δύναμη	बल	N;NOM;FEM;PL	N;ACC;MASC;PL;3
γαλλία	फ्रांस	γαλλία	फ्रांस	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
γαλλία	फ़्रांस	γαλλία	फाररांस	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ελληνικό	ग्रीक	ελληνικός	ग्रीक	ADJ;NOM;NEUT;SG	
ελληνικό	यूनानी	ελληνικός	यूनानी	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ευρώπη	यूरोप	ευρώπη	यूरोप	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ευρώπη	यूरोपीय	ευρώπη	यूरोपीय	PROPN;ACC;FEM;SG	PROPN;NOM;SG;3
δεκαετία	दशक	δεκαετία	दशक	N;ACC;FEM;SG	N;NOM;MASC;SG;3
γνωστό	ज्ञात	γνωστός	ज्ञात	ADJ;NOM;NEUT;SG	
παγκόσμιο	वैश्विक	παγκόσμιος	वैश्विक	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
βιβλίο	किताबे	βιβλίο	किताबा	N;NOM;NEUT;SG	
διάστημα	समष्टि	διάστημα	समष्टि	N;NOM;NEUT;SG	
μέτρα	उपायों	μέτρο	उपाय	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
σημαίνει	मतलब	σημαίνω	मतलब	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;SG;3
σημαίνει	यानि	σημαίνω	यानि	V;IPFV;IND;SG;3;PRS;FIN;ACT	CONJ
σημαίνει	अर्थात्	σημαίνω	अर्थात्	V;IPFV;IND;SG;3;PRS;FIN;ACT	
παραπάνω	अरदास	παραπάνω	अरदास	ADV	
σεζόν	मौसम	σεζόν	मौसम	N;ACC;FEM;SG	N;NOM;MASC;SG;3
σεζόν	ऋतु	σεζόν	ऋतु	N;ACC;FEM;SG	N;NOM;FEM;SG;3
πρότυπο	मानक	πρότυπο	मानक	N;NOM;NEUT;SG	
αριθμός	क्रमांक	αριθμός	क्रमांक	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
θάνατο	निधन	θάνατος	निधन	N;ACC;MASC;SG	N;NOM;MASC;SG;3
θάνατο	मोत	θάνατος	मोत	N;ACC;MASC;SG	
θάνατο	मृत्यु	θάνατος	मृत्यु	N;ACC;MASC;SG	N;NOM;FEM;SG;3
θάνατο	मौत	θάνατος	मौत	N;ACC;MASC;SG	N;NOM;FEM;SG;3
σώμα	देह	σώμα	देह	N;NOM;NEUT;SG	
παράλληλα	समानांतर	παράλληλα	समानांतर	ADV	CONJ
σύνολο	कुल	σύνολο	कुल	N;NOM;NEUT;SG	DET
γνωστή	ज्ञात	γνωστός	ज्ञात	ADJ;NOM;FEM;SG	
κατάσταση	स्टेटस	κατάσταση	स्टेटस	N;ACC;FEM;SG	N;NOM;MASC;SG;3
κατάσταση	स्थिति	κατάσταση	स्थिति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
κατάσταση	प्रस्थिति	κατάσταση	प्रस्थिति	N;ACC;FEM;SG	N;NOM;MASC;SG;3
κατάσταση	औकात	κατάσταση	औकात	N;ACC;FEM;SG	
κατάσταση	परिस्थिति	κατάσταση	परिस्थिति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
κατάσταση	स्थिति	κατάσταση	स्थिति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
κατάσταση	हालात	κατάσταση	हालात	N;ACC;FEM;SG	N;NOM;MASC;PL;3
κατάσταση	हालत	κατάσταση	हालत	N;ACC;FEM;SG	N;NOM;FEM;SG;3
κατάσταση	स्थिति	κατάσταση	स्थिति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
κατάσταση	शर्त	κατάσταση	शर्त	N;ACC;FEM;SG	N;NOM;FEM;SG;3
κατάσταση	कंडीशन	κατάσταση	कंडीशन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
νησί	आइलैंड	νησί	आइलैंड	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
επιτυχία	सफल	επιτυχία	सफल	N;NOM;FEM;SG	ADJ
γερμανία	जर्मनी	γερμανία	जर्मनी	PROPN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
άλλους	अन्य	άλλος	अन्य	PRO;NOM;MASC;PL;3	N;NOM;MASC;SG;3
πίσω	बैक	πίσω	बैक	ADV	
πίσω	पिछे	πίσω	पिछ	ADV	V;MASC;SG;FIN;ACT
πίσω	वापस	πίσω	वापस	ADV	ADJ
δημιουργία	बनाएं	δημιουργία	बना	N;ACC;FEM;SG	V;SBJV;PL;3;FIN;ACT
δημιουργία	बनाएँ	δημιουργία	बना	N;ACC;FEM;SG	V;SBJV;PL;FIN;ACT
δημιουργία	रचना	δημιουργία	रच	N;ACC;FEM;SG	PROPN;NOM;FEM;SG;3
δημιουργία	सृजन	δημιουργία	सृजन	N;ACC;FEM;SG	
δημιουργία	निर्माण	δημιουργία	निर्माण	N;ACC;FEM;SG	N;NOM;MASC;SG;3
δημιουργία	सृष्टि	δημιουργία	सृष्टि	N;ACC;FEM;SG	N;NOM;FEM;SG;3
αρχή	आरंभ	αρχή	आरम्भ	N;NOM;FEM;SG	
άδεια	अनुज्ञा	άδεια	अनुज्ञा	N;NOM;FEM;SG	
άδεια	परमिट	άδεια	परमिट	N;NOM;FEM;SG	
άδεια	रिक्त	άδεια	रिक्त	N;NOM;FEM;SG	
άδεια	खाली	άδεια	खाली	N;NOM;FEM;SG	ADJ
σου	सू	σου	सू	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
σου	मुकदमा	σου	मुकदमा	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;MASC;SG;3
επιπλέον	अतिरिक्त	επιπλέον	अतिरिक्त	ADV	N;NOM;MASC;SG;3
περισσότερα	ज्यादा	πολύς	ज्यादा	ADJ;NOM;CMPR;NEUT;PL	DET
περισσότερα	आदि	πολύς	आदि	ADJ;NOM;CMPR;NEUT;PL	PART
περισσότερα	अधिक	πολύς	अधिक	ADJ;NOM;CMPR;NEUT;PL	DET
ανάπτυξη	विकास	ανάπτυξη	विकास	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ανάπτυξη	वृद्धि	ανάπτυξη	वृद्धि	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ανάπτυξη	विकास	ανάπτυξη	विकास	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αυτόν	उससे	αυτός	वह	PRO;ACC;MASC;SG;3	PRO;SG;3
αυτόν	उसको	αυτός	वह	PRO;ACC;MASC;SG;3	PRO;SG;3
αυτόν	उसे	αυτός	वह	PRO;ACC;MASC;SG;3	PRO;SG;3
συγγραφέας	राइटर	συγγραφέα	राइटर	N;NOM;MASC;SG	
άγιος	संत	άγιος	संत	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
θάνατοι	मौतों	θάνατος	मौत	N;NOM;MASC;PL	N;ACC;FEM;PL;3
γ΄	तृतीय	γ΄	तृतीय	N	PROPN;NOM;MASC;SG;3
γ΄	iii	γ΄	iii	N	
τραγούδι	गायकों	τραγούδι	गायक	N;NOM;NEUT;SG	N;ACC;MASC;PL;3
τραγούδι	गीत	τραγούδι	गीत	N;NOM;NEUT;SG	N;NOM;MASC;PL;3
τραγούδι	सोंग	τραγούδι	सोंग	N;NOM;NEUT;SG	
επαρχία	प्रांतों	επαρχία	प्रांत	N;NOM;FEM;SG	N;ACC;MASC;PL;3
ιωάννης	जॉन	ιωάννης	जॉन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
αγγλικά	english	αγγλικός	english	ADV	
αγγλικά	अंग्रेज	αγγλικός	अंग्रेज	ADV	N;NOM;MASC;SG;3
αγγλικά	अंग्रेजी	αγγλικός	अंग्रेजी	ADV	PROPN;NOM;FEM;SG;3
αγγλικά	अंग्रेज़ी	αγγλικός	अंग्रेजी	ADV	PROPN;NOM;FEM;SG;3
άλλοι	अन्य	άλλος	अन्य	PRO;NOM;MASC;PL;3	N;NOM;MASC;SG;3
κέρδισε	विन	κερδίζω	विन	V;PFV;IND;SG;3;PST;FIN;ACT	
κέρδισε	जीत	κερδίζω	जीत	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;FEM;SG;3
βασίλειο	किंगडम	βασίλειο	किंगडम	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
σκοπό	उद्देश्य	σκοπός	उद्देश्य	N;ACC;MASC;SG	N;NOM;MASC;SG;3
σκοπό	purpose	σκοπός	purpose	N;ACC;MASC;SG	N;NOM;MASC;SG;3
συνολικά	कुल	συνολικά	कुल	ADV	DET
γνωστός	ज्ञात	γνωστός	ज्ञात	ADJ;NOM;MASC;SG	
γνωστός	परिचित	γνωστός	परिचित	ADJ;NOM;MASC;SG	ADP
γνωστός	परिचितों	γνωστός	परिचित	ADJ;NOM;MASC;SG	N;ACC;MASC;PL;3
πληροφορίες	जानकारी	πληροφορία	जानकारी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
πληροφορίες	सूचना	πληροφορία	सूचना	N;NOM;FEM;PL	N;NOM;FEM;SG;3
πληροφορίες	सुचना	πληροφορία	सुचना	N;NOM;FEM;PL	N;NOM;FEM;SG;3
πληροφορίες	एनोटेशन	πληροφορία	एनोटेशन	N;NOM;FEM;PL	N;NOM;MASC;SG;3
πληροφορίες	जानकारी	πληροφορία	जानकारी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
πληροφορίες	सूचना	πληροφορία	सूचना	N;NOM;FEM;PL	N;NOM;FEM;SG;3
