から	від	から	від	CONJ	ADP;GEN
ライブ	жити	ライブ	жити	N	V;IPFV;NFIN
ライブ	live	ライブ	live	N	
ライブ	наживо	ライブ	наживо	N	ADV
ライブ	живу	ライブ	жити	N	V;IPFV;IND;SG;1;PRS;FIN
含む	включення	含む	включення	V	N;INAN;NOM;NEUT;SG
含む	включно	含む	включно	V	ADV
含む	зокрема	含む	зокрема	V	ADV
専門	спеціалізовані	専門	спеціалізований	N	ADJ;PFV;NOM;PL;V.PTCP;PASS
専門	спеціалізована	専門	спеціалізований	N	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
所在	адрес	所在	адрес	N	
完成	завершення	完成	завершення	V	N;INAN;NOM;NEUT;SG
完成	доповнення	完成	доповнення	V	N;INAN;NOM;NEUT;SG
表記	нотація	表記	нотація	V	N;INAN;NOM;FEM;SG
運転	водіння	運転	водіння	V	N;INAN;NOM;NEUT;SG
写真	фото	写真	фото	N	
写真	picture	写真	picture	N	
写真	фото	写真	фото	N	
関連	актуальна	関連	актуальний	V	ADJ;NOM;FEM;SG
関連	схожі	関連	схожий	V	ADJ;NOM;PL
高い	дорого	高い	дорого	ADJ	ADV
生産	продакшн	生産	продакшн	V	N;INAN;NOM;MASC;SG
生産	виробництво	生産	виробництво	V	N;INAN;NOM;NEUT;SG
生産	продукція	生産	продукція	V	N;INAN;NOM;FEM;SG
横浜	автомобілі	横浜	автомобіль	PROPN	N;INAN;NOM;MASC;PL
上	вище	上	вище	N	ADV;CMPR
管理	управління	管理	управління	V	N;INAN;NOM;NEUT;SG
管理	менеджмент	管理	менеджмент	V	N;INAN;NOM;MASC;SG
管理	керівництво	管理	керівництво	V	N;INAN;NOM;NEUT;SG
管理	керування	管理	керування	V	N;INAN;NOM;NEUT;SG
管理	керування	管理	керування	V	N;INAN;NOM;NEUT;SG
バー	bar	バー	bar	N	
ジョン	джон	ジョン	джон	PROPN	PROPN;ANIM;NOM;MASC;SG
ジョン	іоанн	ジョン	іоанно	PROPN	PROPN;ANIM;NOM;MASC;SG
ジョン	іван	ジョン	іван	PROPN	PROPN;ANIM;NOM;MASC;SG
スポーツ	спортивні	スポーツ	спортивний	N	ADJ;NOM;PL
目的	реалізується	目的	реалізуватися	N	V;IPFV;IND;SG;3;PRS;FIN
生活	життя	生活	життя	V	N;INAN;NOM;NEUT;SG
生活	лайф	生活	Лайф	V	
基本	базові	基本	базовий	N	ADJ;NOM;PL
基本	базове	基本	базовий	N	ADJ;NOM;NEUT;SG
基本	основні	基本	основний	N	ADJ;NOM;PL
基本	базовий	基本	базовий	N	ADJ;NOM;MASC;SG
基本	основний	基本	основний	N	ADJ;NOM;MASC;SG
不明	невідомо	不明	невідомо	ADJ	ADV
電気	електричний	電気	електричний	N	ADJ;NOM;MASC;SG
作成	створення	作成	створення	V	N;INAN;NOM;NEUT;SG
作成	створення	作成	створення	V	N;INAN;NOM;NEUT;SG
作成	витвір	作成	витвір	V	N;INAN;NOM;MASC;SG
作成	створені	作成	створений	V	ADJ;PFV;NOM;PL;V.PTCP;PASS
作成	створене	作成	створений	V	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
作成	створена	作成	створений	V	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
予定	заплановану	予定	запланований	N	ADJ;PFV;ACC;FEM;SG;V.PTCP;PASS
予定	заплановані	予定	запланований	N	ADJ;PFV;NOM;PL;V.PTCP;PASS
予定	заплановано	予定	заплановати	N	V;PFV;IND;0;FIN
予定	запланований	予定	запланований	N	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
予定	запланована	予定	запланований	N	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
予定	заплановано	予定	заплановати	N	V;PFV;IND;0;FIN
予定	запланований	予定	запланований	N	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
予定	заплановане	予定	запланований	N	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
スター	зоряні	スター	зоряний	N	ADJ;NOM;PL
経営	управління	経営	управління	V	N;INAN;NOM;NEUT;SG
経営	менеджмент	経営	менеджмент	V	N;INAN;NOM;MASC;SG
経営	керівництво	経営	керівництво	V	N;INAN;NOM;NEUT;SG
経営	керування	経営	керування	V	N;INAN;NOM;NEUT;SG
自由	свобода	自由	свобода	ADJ	N;INAN;NOM;FEM;SG
自由	свобода	自由	свобода	ADJ	N;INAN;NOM;FEM;SG
自由	безкоштовно	自由	безкоштовно	ADJ	ADV
自由	вільно	自由	вільно	ADJ	ADV
過去	минулий	過去	минулий	N	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
過去	минулі	過去	минуль	N	ADJ;PFV;NOM;PL;V.PTCP;PASS
過去	минуле	過去	минути	N	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
陸軍	армійський	陸軍	армійський	N	ADJ;NOM;MASC;SG
運営	дія	運営	дія	V	N;INAN;NOM;FEM;SG
運営	операція	運営	операція	V	N;INAN;NOM;FEM;SG
愛知	айті	愛知	айт	PROPN	PROPN;INAN;NOM;MASC;SG
愛知	aichi	愛知	aichi	PROPN	
表示	перегляд	表示	перегляд	V	N;INAN;NOM;MASC;SG
表示	вигляд	表示	вигляд	V	N;INAN;NOM;MASC;SG
表示	view	表示	view	V	
表示	вид	表示	вид	V	N;INAN;NOM;MASC;SG
工業	промислові	工業	промисловий	N	ADJ;NOM;PL
工業	промислова	工業	промисловий	N	ADJ;NOM;FEM;SG
工業	промисловий	工業	промисловий	N	ADJ;NOM;MASC;SG
通り	стріт	通り	стріт	N	
外部	зовнішнє	外部	зовнішній	N	ADJ;NOM;NEUT;SG
外部	зовнішні	外部	зовнішній	N	ADJ;NOM;PL
外部	зовнішній	外部	зовнішній	N	ADJ;NOM;MASC;SG
外部	зовнішня	外部	зовнішній	N	ADJ;NOM;FEM;SG
スペシャル	особливий	スペシャル	особливий	N	ADJ;NOM;MASC;SG
スペシャル	спеціальний	スペシャル	спеціальний	N	ADJ;NOM;MASC;SG
スペシャル	особливі	スペシャル	особливий	N	ADJ;NOM;PL
スペシャル	особливе	スペシャル	особливий	N	ADJ;NOM;NEUT;SG
スペシャル	спеціальні	スペシャル	спеціальний	N	ADJ;NOM;PL
スペシャル	особлива	スペシャル	особливий	N	ADJ;NOM;FEM;SG
少年	закохалася	少年	закохатися	N	V;PFV;FEM;IND;SG;PST;FIN
結婚	шлюб	結婚	шлюб	V	N;INAN;NOM;MASC;SG
個人	особисті	個人	особистий	N	ADJ;NOM;PL
個人	особисте	個人	особистий	N	ADJ;NOM;NEUT;SG
個人	особистий	個人	особистий	N	ADJ;NOM;MASC;SG
個人	персональний	個人	персональний	N	ADJ;NOM;MASC;SG
個人	окремих	個人	окремий	N	ADJ;GEN;PL
個人	індивідуальна	個人	індивідуальний	N	ADJ;NOM;FEM;SG
個人	індивідуальні	個人	індивідуальний	N	ADJ;NOM;PL
個人	індивідуальне	個人	індивідуальний	N	ADJ;NOM;NEUT;SG
個人	окремі	個人	окремий	N	ADJ;NOM;PL
個人	індивідуальний	個人	індивідуальний	N	ADJ;NOM;MASC;SG
銀行	банківської	銀行	банківський	N	ADJ;GEN;FEM;SG
主に	головним	主に	головний	ADV	ADJ;INS;NEUT;SG
主に	основному	主に	основний	ADV	ADJ;DAT;MASC;SG
学園	gakuen	学園	gakuen	N	
彼女	she	彼女	she	PRO	
ソフト	soft	ソフト	soft	ADJ	
なし	жодного	なす	жодний		DET;GEN;MASC;SG
なし	відсутнє	なす	відсутній		ADJ;NOM;NEUT;SG
なし	немає	なす	немати		V;IPFV;IND;SG;3;NEG;PRS;FIN
なし	жодних	なす	жодний		DET;GEN;PL
なし	відсутній	なす	відсутній		ADJ;NOM;MASC;SG
なし	без	なす	без		ADP;GEN
江戸	едо	江戸	едо	PROPN	
学者	вченим	学者	вчений	N	ADJ;PFV;INS;MASC;SG;V.PTCP;PASS
学者	вчених	学者	вчений	N	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
国内	домашніх	国内	домашній	N	ADJ;ACC;PL
国内	домашня	国内	домашній	N	ADJ;NOM;FEM;SG
ヨーク	йорк	ヨーク	йорк	PROPN	
高速	швидко	高速	швидко	ADJ	ADV
高速	фаст	高速	фаст	ADJ	
言語	мов	言語	мов	N	CONJ
設計	проектування	設計	проектування	V	N;INAN;NOM;NEUT;SG
設計	дизайн	設計	дизайн	V	N;INAN;NOM;MASC;SG
設計	розробка	設計	розробка	V	N;INAN;NOM;FEM;SG
韓国	корея	韓国	корея	PROPN	PROPN;INAN;NOM;FEM;SG
韓国	кореї	韓国	корія	PROPN	PROPN;INAN;NOM;FEM;SG
ベスト	кращий	ベスト	кращий	N	ADJ;NOM;CMPR;MASC;SG
ベスト	найкраща	ベスト	найкращий	N	ADJ;NOM;RL;FEM;SG
ベスト	найкращий	ベスト	найкращий	N	ADJ;NOM;CMPR;MASC;SG
ベスト	найкраще	ベスト	найкраще	N	ADV;RL
ベスト	найкращі	ベスト	найкращий	N	ADJ;NOM;RL;PL
現代	сучасна	現代	сучасний	N	ADJ;NOM;FEM;SG
現代	contemporary	現代	contemporary	N	
現代	сучасне	現代	сучасне	N	ADJ;NOM;NEUT;SG
バンド	band	バンド	band	N	
追加	додавання	追加	додавання	V	N;INAN;NOM;NEUT;SG
追加	додавання	追加	додавання	V	N;INAN;NOM;NEUT;SG
成功	успішно	成功	успішно	V	ADV
成功	успішне	成功	успішний	V	ADJ;NOM;NEUT;SG
成功	вдало	成功	вдало	V	ADV
成功	успішний	成功	успішний	V	ADJ;NOM;MASC;SG
成功	успіх	成功	успіх	V	N;INAN;NOM;MASC;SG
移動	хід	移動	хід	V	N;INAN;NOM;MASC;SG
移動	пересування	移動	пересування	V	N;INAN;NOM;NEUT;SG
移動	переміщення	移動	переміщення	V	N;INAN;NOM;NEUT;SG
移動	руху	移動	рух	V	N;INAN;GEN;MASC;SG
移動	переїзд	移動	переїзд	V	N;INAN;NOM;MASC;SG
移動	пересування	移動	пересування	V	N;INAN;NOM;NEUT;SG
国民	національна	国民	національний	N	ADJ;NOM;FEM;SG
国民	націонал	国民	націонал	N	
国民	національне	国民	національний	N	ADJ;NOM;NEUT;SG
国民	національний	国民	національний	N	ADJ;NOM;MASC;SG
国民	національні	国民	національний	N	ADJ;NOM;PL
ファン	фан	ファン	фан	N	
すべて	everything	すべて	everything	N	
すべて	все	すべて	все	N	PRO;INAN;NOM;NEUT;SG
すべて	усе	すべて	усе	N	PRO;INAN;NOM;NEUT;SG
すべて	усі	すべて	увесь	N	DET;NOM;PL
すべて	всі	すべて	весь	N	DET;NOM;PL
すべて	все	すべて	все	N	PRO;INAN;NOM;NEUT;SG
すべて	всіх	すべて	всі	N	PRO;ANIM;ACC
山口	ямаґуті	山口	ямаґуть	PROPN	N;INAN;NOM;FEM;PL
運動	вправа	運動	вправа	V	N;INAN;NOM;FEM;SG
運動	вправи	運動	вправа	V	N;INAN;NOM;FEM;PL
運動	рух	運動	рух	V	N;INAN;NOM;MASC;SG
発足	інавгурація	発足	інавгурація	V	N;INAN;NOM;FEM;SG
大きな	біг	大きな	бігти	ADJ	V;IPFV;MASC;IND;SG;PST;FIN
ヨーロッパ	європу	ヨーロッパ	європа	PROPN	PROPN;INAN;ACC;FEM;SG
ヨーロッパ	європа	ヨーロッパ	європа	PROPN	PROPN;INAN;NOM;FEM;SG
ヨーロッパ	європі	ヨーロッパ	європа	PROPN	PROPN;INAN;DAT;FEM;SG
紹介	вступ	紹介	вступ	V	N;INAN;NOM;MASC;SG
紹介	направлення	紹介	направлення	V	N;INAN;NOM;NEUT;SG
戦闘	battle	戦闘	battle	V	
戦闘	битва	戦闘	битво	V	N;INAN;NOM;FEM;SG
戦闘	бій	戦闘	бій	V	N;INAN;NOM;MASC;SG
戦闘	combat	戦闘	combat	V	
戦闘	бійця	戦闘	бійце	V	N;ANIM;ACC;MASC;SG
戦闘	комбат	戦闘	комбат	V	N;INAN;NOM;MASC;SG
戦闘	бойове	戦闘	бойовий	V	ADJ;NOM;NEUT;SG
労働	трудове	労働	трудовий	N	ADJ;NOM;NEUT;SG
事務所	office	事務所	office	N	
限定	обмежені	限定	обмежений	V	ADJ;PFV;NOM;PL;V.PTCP;PASS
限定	обмежений	限定	обмежений	V	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
限定	обмежена	限定	обмежений	V	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
データ	data	データ	data	N	
オリジナル	оригінальність	オリジナル	оригінальність	ADJ	N;INAN;NOM;FEM;SG
オリジナル	оригінал	オリジナル	оригінал	ADJ	N;INAN;NOM;MASC;SG
オリジナル	оригінали	オリジナル	оригінал	ADJ	N;INAN;NOM;MASC;PL
オリジナル	originals	オリジナル	originals	ADJ	
可能性	можливе	可能性	можливий	N	ADJ;NOM;NEUT;SG
可能性	можливо	可能性	можливо	N	ADV
可能性	можлива	可能性	можливий	N	ADJ;NOM;FEM;SG
可能性	притягнути	可能性	притягнути	N	V;PFV;NFIN
協力	співпраці	協力	співпраця	V	N;INAN;NOM;FEM;SG
協力	співробітництво	協力	співробітництво	V	N;INAN;NOM;NEUT;SG
協力	співпрацю	協力	співпраця	V	N;INAN;ACC;FEM;SG
指導	вказівки	指導	вказівка	V	N;INAN;NOM;FEM;PL
判断	причому	判断	причому	V	ADV
判断	суд	判断	суд	V	N;INAN;NOM;MASC;SG
ネット	нетто	ネット	нетто	N	
ネット	net	ネット	net	N	
引退	пенсію	引退	пенсія	V	N;INAN;ACC;FEM;SG
引退	язлива	引退	язливий	V	ADJ;NOM;FEM;SG
引退	закріплені	引退	закріплений	V	ADJ;PFV;NOM;PL;V.PTCP;PASS
決勝	остаточний	決勝	остаточний	N	ADJ;NOM;MASC;SG
決勝	final	決勝	final	N	
プロデューサー	виготовлено	プロデューサー	виготовити	N	V;PFV;IND;0;FIN
系統	lineage	系統	lineage	N	
誕生	народження	誕生	народження	V	N;INAN;NOM;NEUT;SG
指揮	командний	指揮	командний	V	ADJ;NOM;MASC;SG
指揮	команда	指揮	команда	V	N;INAN;NOM;FEM;SG
レース	racing	レース	racing	N	
郵便	мейл	郵便	мейл	N	INTJ
岡山	окаяма	岡山	окаяма	PROPN	PROPN;INAN;NOM;NEUT;SG
埼玉	сайтама	埼玉	сайт	PROPN	N;INAN;NOM;MASC;SG
カップ	cups	カップ	cups	N	
ラン	запускати	ラン	запускати	N	V;IPFV;NFIN
ラン	запустити	ラン	запустити	N	V;PFV;NFIN
ラン	run	ラン	run	N	
ラン	виконати	ラン	виконати	N	V;PFV;NFIN
レイ	рей	レイ	рей	N	
レイ	ray	レイ	ray	N	
移転	трансфер	移転	трансфер	V	N;INAN;NOM;MASC;SG
移転	перенесення	移転	перенесення	V	N;INAN;NOM;NEUT;SG
移転	споруд	移転	споруда	V	N;INAN;GEN;FEM;PL
異なる	different	異なる	different	V	
異なる	інше	異なる	інший	V	DET;NOM;NEUT;SG
異なる	різні	異なる	різний	V	ADJ;NOM;PL
異なる	різних	異なる	різний	V	ADJ;ACC;PL
異なる	відмінні	異なる	відмінний	V	ADJ;NOM;PL
異なる	різне	異なる	різний	V	ADJ;NOM;NEUT;SG
神戸	кобе	神戸	коба	PROPN	PROPN;INAN;NOM;NEUT;SG
カー	керр	カー	керр	N	PROPN;ANIM;NOM;FEM;SG
関西	кансай	関西	кансай	PROPN	N;INAN;NOM;MASC;SG
行動	поведінка	行動	поведінка	V	N;INAN;NOM;FEM;SG
行動	поведінки	行動	поведінка	V	N;INAN;NOM;FEM;PL
行動	поведінка	行動	поведінка	V	N;INAN;NOM;FEM;SG
行動	поведінки	行動	поведінка	V	N;INAN;NOM;FEM;PL
重要	важливо	重要	важливо	ADJ	ADV
プロジェクト	project	プロジェクト	project	N	
導入	вступ	導入	вступ	V	N;INAN;NOM;MASC;SG
全体	загальна	全体	загальний	N	ADJ;NOM;FEM;SG
全体	загальний	全体	загальний	N	ADJ;NOM;MASC;SG
全体	цілу	全体	цілий	N	ADJ;ACC;FEM;SG
全体	цілий	全体	цілий	N	ADJ;NOM;MASC;SG
全体	ціла	全体	цілий	N	ADJ;NOM;FEM;SG
全体	ціла	全体	цілий	N	ADJ;NOM;FEM;SG
タイ	таїланд	タイ	таїланда	PROPN	PROPN;INAN;NOM;FEM;SG
タイ	тай	タイ	тай	PROPN	
普通	незвично	普通	незвично	ADJ	ADV
一人	одна	一人	один	PROPN	NUM;NOM;FEM
一人	one	一人	one	PROPN	
一人	одне	一人	один	PROPN	DET;NOM;NEUT;SG
一人	один	一人	один	PROPN	NUM;NOM;MASC
長野	наґано	長野	наґано	PROPN	PROPN;INAN;NOM;FEM;SG
一方	тимчасом	一方	тимчасом	CONJ	ADV
スペイン	іспанію	スペイン	іспанія	PROPN	N;INAN;ACC;FEM;SG
