theridion	theridion	theridion	theridion	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
snabbaste	najszybsze	snabb	szybko	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;MASC;SG
snabbaste	najszybciej	snabb	szybko	ADJ;NOM;DEF;RL	ADV;RL
börje	börje	börje	brje	PROPN;NOM	
utlandet	zagranicą	utland	zagranica	N;NOM;DEF;NEUT;SG	N;INS;FEM;SG
utlandet	zagranicy	utland	zagranica	N;NOM;DEF;NEUT;SG	N;GEN;FEM;SG
omständigheter	okoliczności	omständighet	okoliczność	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
omständigheter	okoliczność	omständighet	okoliczność	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
omständigheter	okoliczności	omständighet	okoliczność	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
asteroid	asteroid	asteroid	asteroid	N;NOM;INDF;MASC+FEM;SG	
utvalda	wybrany	utvalja	wybrać	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
utvalda	wybrano	utvalja	wybrać	ADJ;NOM;PL;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
utvalda	wybrane	utvalja	wybrać	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utvalda	wybrana	utvalja	wybrać	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
utvalda	wybrany	utvalja	wybrać	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
utvalda	zaznaczone	utvalja	zaznaczyć	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utvalda	wybrane	utvalja	wybrać	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utvalda	wybrana	utvalja	wybrać	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
utvalda	wybrano	utvalja	wybrać	ADJ;NOM;PL;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
utvalda	wyświetlane	utvalja	wyświetlać	ADJ;NOM;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utvalda	prezentowane	utvalja	prezentować	ADJ;NOM;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utvalda	polecane	utvalja	polecać	ADJ;NOM;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utvalda	rekomendowane	utvalja	rekomendować	ADJ;NOM;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
militärt	wojsko	militär	wojsko	ADJ;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
militärt	wojska	militär	wojsko	ADJ;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
militärt	militarnie	militär	militarnie	ADJ;NOM;INDF;NEUT;SG	ADV
glasgow	glasgow	glasgow	glasg	PROPN;NOM	PROPN;NOM;MASC;SG
greg	grega	greg	grega	PROPN;NOM	N;ACC;MASC;SG
greg	greg	greg	greg	PROPN;NOM	
grunda	płytkie	grund	płytki	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
grunda	płytka	grund	płytki	ADJ;NOM;PL	ADJ;NOM;FEM;SG
rufescens	rudawy	rufesc	rudawa	N;NOM;INDF;MASC+FEM;SG	
korea	korea	kore	korea	PROPN;NOM	PROPN;NOM;FEM;SG
loir	loir	loir	loir	N;NOM;INDF;MASC+FEM;SG	
azul	azul	azul	azul	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
allvarliga	poważna	allvarlig	poważny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
allvarliga	poważne	allvarlig	poważny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
allvarliga	poważny	allvarlig	poważny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
allvarliga	poważna	allvarlig	poważny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
allvarliga	poważne	allvarlig	poważny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
undervisade	nauczył	undervisa	nauczyć	ADJ;NOM;PL;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
undervisade	uczył	undervisa	uczyć	ADJ;NOM;PL;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
träffa	spotkanie	träffa	spotkanie	V;IMP;FIN;ACT	N;NOM;NEUT;SG
formosa	formosa	formos	formos	PROPN;NOM	
discogs	discogs	discag	discogs	N;MASC+FEM	
metro	metra	metro	metr	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
metro	metro	metro	metro	N;NOM;INDF;MASC+FEM;SG	
sibirien	syberii	sibirien	syberia	PROPN;NOM	N;GEN;FEM;SG
vänder	koziołki	vända	koziołki	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
broadway	broadwayu	broadway	broadway	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
single	jednolitego	singel	jednolity	N;NOM;INDF;MASC+FEM;SG	ADJ;GEN;MASC;SG
single	single	singel	singło	N;NOM;INDF;MASC+FEM;SG	
single	pojedynczy	singel	pojedynczy	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
single	singiel	singel	singiel	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
single	pojedyncze	singel	pojedynczy	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
palats	pałace	palats	pałac	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
palats	pałacu	palats	pałac	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
bekant	znajome	bekant	znajomy	ADJ;NOM;INDF;NEUT;SG	
bekant	znajomy	bekant	znajomy	ADJ;NOM;INDF;NEUT;SG	N;NOM;MASC;SG
bekant	znajomość	bekant	znajomość	ADJ;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
arrangemang	uzgodnień	arrangemang	uzgodnienie	N;NOM;INDF;NEUT;SG	N;GEN;NEUT;PL
föreställningar	przedstawienia	föreställning	przedstawienie	N;NOM;INDF;MASC+FEM;PL	N;GEN;NEUT;SG
spridda	rozproszone	spridd	rozprosić	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
spridda	rozproszone	spridd	rozprosić	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
pär	pär	pär	pär	PROPN;NOM	
kant	kant	kunna	kant	N;NOM;INDF;MASC+FEM;SG	
kant	edge	kunna	edga	N;NOM;INDF;MASC+FEM;SG	
kant	krawędzi	kunna	krawądzić	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
kant	granice	kunna	granica	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
kant	granicy	kunna	granica	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
kant	granicę	kunna	granica	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
brunei	brunei	brunei	brunej	N;NOM;INDF;NEUT;SG	
templet	świątynie	tempel	świątynia	N;NOM;DEF;NEUT;SG	N;NOM;FEM;PL
templet	świątyni	tempel	świątynia	N;NOM;DEF;NEUT;SG	N;GEN;FEM;SG
fästningen	twierdza	fästning	twierdzać	N;NOM;DEF;MASC+FEM;SG	
fästningen	fortecy	fästning	fortek	N;NOM;DEF;MASC+FEM;SG	N;GEN;FEM;SG
granit	granitu	granit	granit	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
htm	htm	htm	htma	N;NOM;INDF;MASC+FEM;SG	
lok	lok	lok	lok	N;NOM;INDF;NEUT;SG	
lok	lokomotywy	lok	lokomotywa	N;NOM;INDF;NEUT;SG	N;ACC;FEM;PL
lok	lokomotyw	lok	lokomotywa	N;NOM;INDF;NEUT;SG	N;GEN;FEM;PL
lok	lokomotywy	lok	lokomotywa	N;NOM;INDF;NEUT;SG	N;ACC;FEM;PL
senna	senny	senna	senny	PROPN;NOM	ADJ;NOM;MASC;SG
senna	senna	senna	senna	PROPN;NOM	ADJ;NOM;FEM;SG
inledningsvis	początkowo	inledningsvis	początkowo	N;NOM;INDF;MASC+FEM;SG	ADV
inledningsvis	pierwotnie	inledningsvis	pierwotnie	N;NOM;INDF;MASC+FEM;SG	ADV
hübner	hübner	habna	hübner	N;NOM;INDF;MASC+FEM;SG	
teologiska	teologiczne	teologisk	teologiczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
senior	starszy	senio	stary	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;CMPR;MASC;SG
vuxit	uprawiane	växa	uprawiać	V;V.CVB;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
olympic	olimpijski	olympic	olimpijski	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
olympic	olympic	olympic	olympic	N;NOM;INDF;NEUT;SG	
olympic	olimpijskie	olympic	olimpijski	N;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
ande	dżin	ande	dżinina	N;NOM;INDF;MASC+FEM;SG	
ande	duchu	ande	duch	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
ande	ducha	ande	duch	N;NOM;INDF;MASC+FEM;SG	
ande	spirit	ande	spirit	N;NOM;INDF;MASC+FEM;SG	
davidson	davidson	davidson	davidson	N;NOM;INDF;MASC+FEM;SG	
firas	obchodzony	fira	obchodzić	V;IND;PRS;FIN;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
tarn	tarn	tarn	tarn	V;IMP;FIN;ACT	
talare	mówcy	talare	mówca	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
talare	głośnik	talare	głośnik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
talare	mówca	talare	mówca	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
talare	mówca	talare	mówca	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
talare	mówcy	talare	mówca	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
förvaltning	management	förvaltning	management	N;NOM;INDF;MASC+FEM;SG	
förvaltning	administracji	förvaltning	administracja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
mandatperiod	mandat	mandatperiod	mandat	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
mandatperiod	mandatu	mandatperiod	mandat	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
ignatz	ignatz	ignatz	ignatz	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
insåg	zrealizowane	inse	zrealizować	V;IMP;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
insåg	zrealizowana	inse	zrealizować	V;IMP;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
insåg	zrealizowany	inse	zrealizować	V;IMP;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
claire	claire	claire	clairy	PROPN;NOM	V;IPFV;IND;SG;1;PRS;FIN;ACT
bruna	brązowa	brun	brązowy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
bruna	brown	brun	browna	ADJ;NOM;PL	
bruna	brązowe	brun	brązowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
bruna	brąz	brun	brąz	ADJ;NOM;PL	
bruna	brązowy	brun	brązowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
vision	wizji	vision	wizja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
albanska	albanii	albanska	albania	N;NOM;INDF;MASC+FEM;SG	
monaco	monaco	monaco	monaco	PROPN;NOM	
monaco	monako	monaco	monako	PROPN;NOM	
forntida	starożytnych	forntida	starożytny	ADJ;NOM	ADJ;GEN;MASC;PL
forntida	starożytni	forntida	starożytnia	ADJ;NOM	N;NOM;MASC;PL
forntida	pradawnych	forntida	pradawny	ADJ;NOM	ADJ;GEN;MASC;PL
forntida	starożytni	forntida	starożytnia	ADJ;NOM	N;NOM;MASC;PL
kunth	kunth	kunth	kunth	N;NOM;INDF;NEUT;SG	
kejserliga	cesarska	kejserlig	cesarski	ADJ;NOM;PL	ADJ;NOM;FEM;SG
kejserliga	imperial	kejserlig	imperial	ADJ;NOM;PL	
processer	procesów	process	proces	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
fest	partii	fest	partia	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
fest	imprezy	fest	impreza	N;NOM;INDF;MASC+FEM;SG	
brahe	brahe	brahe	brahe	PROPN;NOM	V;IPFV;IND;SG;2;PRS;FIN;ACT
underjordisk	podziemia	underjordisk	podziemiać	ADJ;NOM;INDF;MASC+FEM;SG	
benz	benz	benz	benz	PROPN;NOM	
skyldig	winna	skyldig	winny	ADJ;NOM;INDF;MASC+FEM;SG	V;IPFV;FEM;IND;SG;PRS;FIN;ACT
skyldig	winni	skyldig	winny	ADJ;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
skyldig	winny	skyldig	winny	ADJ;NOM;INDF;MASC+FEM;SG	
castro	castro	castro	castro	PROPN;NOM	PROPN;NOM;MASC;SG
livstid	zycie	livstid	zyt	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;FIN;ACT
livstid	life	livstid	lifa	N;NOM;INDF;MASC+FEM;SG	
livstid	życia	livstid	życie	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
empire	imperium	empire	imperium	N;NOM;INDF;NEUT;SG	
empire	empire	empire	empir	N;NOM;INDF;NEUT;SG	
trois	trois	trois	trois	N;NOM;INDF;MASC+FEM;SG	
crow	crow	crow	crow	PROPN;NOM	
crow	kruk	crow	kruk	PROPN;NOM	N;NOM;MASC;SG
crow	wrony	crow	wrona	PROPN;NOM	
crow	kruka	crow	krukać	PROPN;NOM	
interna	wewnętrzny	intern	wewnętrzny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
interna	wewnętrznego	intern	wewnętrzny	ADJ;NOM;PL	ADJ;ACC;MASC;SG
interna	wewnętrzne	intern	wewnętrzny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
interna	wewnętrzna	intern	wewnętrzny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
half	pół	half	pół	N;NOM;INDF;NEUT;SG	
half	połowa	half	połowy	N;NOM;INDF;NEUT;SG	
osäker	niepewność	osäker	niepewność	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
osäker	niepewnie	osäker	niepewnie	ADJ;NOM;INDF;MASC+FEM;SG	ADV
thor	thora	thor	thor	PROPN;NOM	N;ACC;MASC;SG
thor	thor	thor	thor	PROPN;NOM	
halvt	pół	halv	pół	ADJ;NOM;INDF;NEUT;SG	
halvt	połowa	halv	połowy	ADJ;NOM;INDF;NEUT;SG	
pontus	pontus	pontus	pontus	PROPN;NOM	
pago	pago	pago	pago	PROPN;NOM	PROPN;NOM;MASC;SG
biobío	biobío	biobío	biobío	ADJ;NOM;PL	
pont	pont	pont	pont	N;NOM;INDF;MASC+FEM;SG	
zheng	zheng	zheng	zheng	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
rain	rain	rain	raina	N;NOM;INDF;MASC+FEM;SG	
index	indeksu	index	indeks	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
index	wskaźniki	index	wskaźnik	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
index	indeksy	index	indeks	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
portland	portland	portland	portland	PROPN;NOM	N;NOM;MASC;SG
färdiga	skończony	färdig	skończyć	ADJ;NOM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
färdiga	zakończone	färdig	zakończyć	ADJ;NOM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
färdiga	skończone	färdig	skończyć	ADJ;NOM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
färdiga	gotowy	färdig	gotowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
färdiga	gotowe	färdig	gotowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
aleppo	aleppo	aleppo	aleppo	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;NEUT;SG
ogooué	ogowe	ogooué	ogowa	N;NOM;INDF;MASC+FEM;SG	
oceanen	oceanu	ocean	ocean	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
utskott	prowizji	utskott	prowizja	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
utskott	komisje	utskott	komisja	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
utskott	komitety	utskott	komitet	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
utskott	komisje	utskott	komisja	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
utskott	komitetu	utskott	komitet	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
stiftelse	fundacji	stiftelse	fundacja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
stiftelse	foundation	stiftelse	foundation	N;NOM;INDF;MASC+FEM;SG	
kriterier	kryterium	kriterium	kryterium	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
ferguson	ferguson	ferguson	ferguson	PROPN;NOM	
brod	brod	brod	brod	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
härskare	władcę	härskare	władca	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
härskare	władcą	härskare	władca	N;NOM;INDF;MASC+FEM;PL	N;INS;MASC;SG
härskare	linijki	härskare	linijka	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
härskare	władca	härskare	władca	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
härskare	linijki	härskare	linijka	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
härskare	władcy	härskare	władka	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
ansökan	wniosków	ansökan	wniosek	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;PL
ansökan	zastosowania	ansökan	zastosowanie	N;NOM;DEF;MASC+FEM;SG	N;GEN;NEUT;SG
ansökan	aplikacje	ansökan	aplikacja	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
ansökan	podania	ansökan	podać	N;NOM;DEF;MASC+FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
ansökan	wnioski	ansökan	wniosek	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;PL
lanceolata	lanceolata	lanceolat	lanceolat	N;NOM;INDF;MASC+FEM;SG	
nätverket	sieci	nätverk	sieć	N;NOM;DEF;NEUT;SG	
nätverket	network	nätverk	network	N;NOM;DEF;NEUT;SG	
kabupaten	kabupaten	kabupat	kabupaten	N;NOM;DEF;MASC+FEM;SG	
hov	kopyta	hov	kopyta	N;NOM;INDF;NEUT;SG	
site	witryny	site	witryna	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;PL
jose	jose	jose	josy	PROPN;NOM	PROPN;NOM;MASC;SG
ground	mielone	ground	mielony	N	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
peace	pokoju	peace	pokój	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
peace	peace	peace	peaka	N;NOM;INDF;NEUT;SG	
hainan	hainan	haina	hainan	PROPN;NOM	PROPN;NOM;MASC;SG
användarnamn	username	användarnamn	usernamy	N;NOM;DEF;MASC+FEM;PL	V;PFV;IND;SG;1;FUT;FIN;ACT
lösningar	rozwiązań	lösning	rozwiązanie	N;NOM;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
syskon	rodzeństwo	syskon	rodzeństwo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
syskon	rodzeństwa	syskon	rodzeństwo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
syskon	rodzeństwo	syskon	rodzeństwo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
domineras	zdominowany	dominera	zdominować	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
skyddade	chroniony	skydda	chronić	ADJ;NOM;PL;PST;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
skyddade	chroniona	skydda	chronić	ADJ;NOM;PL;PST;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
skyddade	chronione	skydda	chronić	ADJ;NOM;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
skyddade	zabezpieczone	skydda	zabezpieczyć	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
corner	rogu	corner	róg	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
verlag	verlag	verlag	verlag	N;NOM;INDF;NEUT;SG	
sköld	tarcze	sköld	tarczyć	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
sköld	osłony	sköld	osłon	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;PL
sköld	tarczy	sköld	tarcza	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
spider	spider	spida	spider	N;NOM;INDF;MASC+FEM;SG	
limousin	limuzyny	limousin	limuzyna	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;PL
limousin	limuzyny	limousin	limuzyna	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;PL
symboler	symboli	symbol	symbolia	N;NOM;INDF;MASC+FEM;PL	
talk	talk	talk	talk	N;NOM;INDF;MASC+FEM;SG	
talk	mówić	talk	mówić	N;NOM;INDF;MASC+FEM;SG	V;IPFV;NFIN;ACT
calamus	calamus	calamus	calamus	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
utvecklad	rozwiniętych	utvecklad	rozwinąć	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
dokumentär	dokument	dokumentär	dokument	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
länka	łącze	länka	łączyć	V;IMP;FIN;ACT	
länka	link	länka	link	V;IMP;FIN;ACT	V;PFV;IND;SG;FIN;ACT
länka	ogniwo	länka	ogniwo	V;IMP;FIN;ACT	
länka	odnośnik	länka	odnośnik	V;IMP;FIN;ACT	N;ACC;MASC;SG
länka	łączące	länka	łączyć	V;IMP;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
länka	łączenie	länka	łączenie	V;IMP;FIN;ACT	N;NOM;NEUT;SG
sprint	sprint	sprint	sprint	N;NOM;INDF;MASC+FEM;SG	
townsend	townsend	townsend	townsend	PROPN;NOM	PROPN;NOM;MASC;SG
rörde	dotknięty	röra	dotknięty	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
rörde	wzruszony	röra	wzrusić	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
stephens	stephens	stephen	stephens	PROPN;NOM	V;IPFV;IND;SG;PRS;FIN;ACT
shanxi	shanxi	shanxi	shanny	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
blandade	zmieszane	blandad	zmieszać	ADJ;NOM;PL;PST;V.PTCP	
blandade	mieszane	blandad	mieszany	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
blandade	mieszana	blandad	mieszać	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
blandade	mieszany	blandad	mieszany	ADJ;NOM;PL;PST;V.PTCP	
blandade	mieszanej	blandad	mieszany	ADJ;NOM;PL;PST;V.PTCP	ADJ;GEN;FEM;SG
franskt	french	fransk	fren	ADJ;NOM;INDF;NEUT;SG	
tang	tang	tang	tang	N;NOM;INDF;NEUT;SG	
striata	striata	striat	striata	N;NOM;INDF;MASC+FEM;SG	
steel	stal	steel	stal	PROPN;NOM	
steel	stalowe	steel	stalowy	PROPN;NOM	ADJ;NOM;NEUT;SG
steel	stali	steel	stać	PROPN;NOM	V;IPFV;MASC;IND;PL;PST;FIN;ACT
tecknad	cartoon	tecknad	cartoon	N;NOM;INDF;MASC+FEM;SG	
kolonier	kolonii	koloni	kolonia	N;NOM;INDF;MASC+FEM;PL	
kolonier	kolonie	koloni	kolonie	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
abc	abc	abc	abc	N;NOM;INDF;NEUT;SG	
spirit	duchu	spirit	duch	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
spirit	ducha	spirit	duch	N;NOM;INDF;MASC+FEM;SG	
spirit	spirit	spirit	spirit	N;NOM;INDF;MASC+FEM;SG	
atlántico	atlántico	atlántico	atlántico	ADJ;NOM;PL	
onda	złośliwe	onda	złośliwy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
onda	złośliwa	onda	złośliwy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
onda	złośliwy	onda	złośliwy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
onda	onda	onda	onda	ADJ;NOM;PL	
onda	zło	onda	zło	ADJ;NOM;PL	
onda	zły	onda	zły	ADJ;NOM;PL	
onda	evil	onda	evil	ADJ;NOM;PL	
onda	zła	onda	zły	ADJ;NOM;PL	
flores	flores	flores	flores	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
avsluta	koniec	avsluta	koniec	V;IMP;FIN;ACT	N;NOM;MASC;SG
avsluta	end	avsluta	end	V;IMP;FIN;ACT	
avsluta	wyjście	avsluta	wyjście	V;IMP;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
avsluta	wyjazd	avsluta	wyjazd	V;IMP;FIN;ACT	N;NOM;MASC;SG
avsluta	wyjścia	avsluta	wyjście	V;IMP;FIN;ACT	N;NOM;NEUT;SG
teodor	teodor	teoda	teodor	PROPN;NOM	PROPN;NOM;MASC;SG
berkeley	berkeley	berkeley	berkeley	PROPN;NOM	N;NOM;MASC;SG
akustisk	akustyczne	akustisk	akustyczny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
akustisk	akustyczne	akustisk	akustyczny	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
management	management	management	management	N;NOM;INDF;NEUT;SG	
tjeckiska	czech	tjeckisk	czech	N;NOM;INDF;MASC+FEM;SG	
tjeckiska	czeski	tjeckisk	czeski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
tjeckiska	czeskiej	tjeckisk	czeski	N;NOM;INDF;MASC+FEM;SG	ADJ;GEN;FEM;SG
tjeckiska	czeskie	tjeckisk	czeski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
tjeckiska	czeska	tjeckisk	czeski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
resterande	pozostało	resterande	pozostać	ADJ;NOM;PRS;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
