من	ποιος	مِن	ποιος	ADP	DET;NOM;DEF;MASC;SG
صورة	φωτογραφία	صُورَة	φωτογραφία	N;NOM;INDF;SG	N;ACC;FEM;SG
صورة	φωτο	صُورَة	φωτος	N;NOM;INDF;SG	
صورة	φωτό	صُورَة	φωτός	N;NOM;INDF;SG	N;ACC;FEM;SG
صورة	φωτογραφία	صُورَة	φωτογραφία	N;NOM;INDF;SG	N;ACC;FEM;SG
بطولة	πρωταγωνιστεί	بُطُولَة	πρωταγωνίζω	N;NOM;INDF;SG	V;PFV;IND;SG;3;FIN;PASS
وفيات	θανάτους	وَفَاة	θάνατος	N;NOM;INDF;PL	N;ACC;MASC;PL
الولادة	τοκετό	وِلَادَة	τοκετός	N;NOM;DEF;SG	N;ACC;MASC;SG
الولادة	γέννησης	وِلَادَة	γέννηση	N;NOM;DEF;SG	N;GEN;FEM;SG
الولادة	γέννηση	وِلَادَة	γέννηση	N;NOM;DEF;SG	N;ACC;FEM;SG
المملكة	σαουδική	مَملَكَة	σαουδικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
البريدي	ταχυδρομικών	البريدي	ταχυδρομικά	N;NOM;DEF;SG	ADJ;GEN;FEM;PL
البريدي	ταχυδρομική	البريدي	ταχυδρομικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
البريدي	ταχυδρομικός	البريدي	ταχυδρομικός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
بني	γιος	بني	γιος		N;NOM;MASC;SG
بني	υιός	بني	υιός		N;NOM;MASC;SG
بني	γιε	بني	για		
الدوري	league	دَورِيّ	league	N;NOM;DEF;SG	
الدوري	λιγκ	دَورِيّ	λιγκ	N;NOM;DEF;SG	
خلفية	ιστορικό	خَلفِيَّة	ιστορικός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
مرة	κάποτε	مَرَّة	κάποτε	N;NOM;INDF;SG	ADV
فرنسا	γαλλία	فَرَنسَا	γαλλία		PROPN;ACC;FEM;SG
السعودية	σαουδική	سَعُودِيَّة	σαουδικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
فترة	περίοδο	فَترَة	περίοδος	N;NOM;INDF;SG	N;ACC;FEM;SG
ضد	ενάντια	ضِدَّ	ενάντια	ADP;ACC	ADV
ضد	κόντρα	ضِدَّ	κόντρο	ADP;ACC	N;ACC;FEM;SG
عقد	περιδέραιο	عَقَد	περιδέραιο	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
عقد	κολιέ	عَقَد	κολία	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;PL
عقد	μενταγιόν	عَقَد	μενταγιόν	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
عقد	σύμβαση	عَقَد	σύμβαση	V;PFV;MASC;SG;3;ACT	N;ACC;FEM;SG
عقد	συμβόλαιο	عَقَد	συμβόλαιο	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
والذي	που	والذي	που	N;NOM;DEF;SG	PRO;ACC;NEUT;SG;3
مارس	μάρτιος	مَارِس	μάρτιος	N;GEN;INDF;SG	N;NOM;MASC;SG
مارس	αρη	مَارِس	αρος	N;GEN;INDF;SG	
مارس	μαρς	مَارِس	μαρς	N;GEN;INDF;SG	
مارس	αρης	مَارِس	αρος	N;GEN;INDF;SG	N;NOM;MASC;SG
مارس	άρης	مَارِس	άρης	N;GEN;INDF;SG	PROPN;NOM;MASC;SG
دي	ντι	دِي	ντι		
اليوم	μερα	يَوم	μερα	N;ACC;DEF;SG	N;NOM;FEM;SG
اليوم	ημερα	يَوم	ημερα	N;ACC;DEF;SG	N;NOM;FEM;SG
اليوم	ημέρα	يَوم	ημέρα	N;ACC;DEF;SG	N;NOM;FEM;SG
اليوم	σήμερα	يَوم	σήμερα	N;ACC;DEF;SG	ADV
يناير	ιαν	يَنَايِر	ιαν	N;GEN;INDF;SG	
يناير	jan	يَنَايِر	jan	N;GEN;INDF;SG	
يناير	γιαν	يَنَايِر	γιαν	N;GEN;INDF;SG	
يناير	τζαν	يَنَايِر	τζαν	N;GEN;INDF;SG	
يناير	ιανουαρίου	يَنَايِر	ιανουάριος	N;GEN;INDF;SG	PROPN;GEN;MASC;SG
يناير	ιανουάριος	يَنَايِر	ιανουάριος	N;GEN;INDF;SG	N;NOM;MASC;SG
اللغة	γλωσσα	لُغَة	γλωσσα	N;NOM;DEF;SG	N;ACC;FEM;SG
عمل	εργασίες	عَمَل	εργασία	N;NOM;INDF;SG	N;NOM;FEM;PL
عمل	δουλεια	عَمَل	δουλεια	N;NOM;INDF;SG	N;ACC;FEM;SG
عمل	δουλειές	عَمَل	δουλειή	N;NOM;INDF;SG	N;NOM;FEM;PL
عمل	business	عَمَل	business	N;NOM;INDF;SG	
جنوب	νότιο	جَنُوب	νότιος	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
جنوب	νότιος	جَنُوب	νότιος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
جنوب	νότια	جَنُوب	νότιος	N;NOM;INDF;SG	ADV
جنوب	νότιο	جَنُوب	νότιος	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
جنوب	νότια	جَنُوب	νότιος	N;NOM;INDF;SG	ADV
العالمية	καθολικότητα	عَالَمِيّ	καθολικότητα	ADJ;NOM;DEF;FEM;SG	N;ACC;FEM;SG
العالمية	global	عَالَمِيّ	global	ADJ;NOM;DEF;FEM;SG	
كبير	μεγάλα	كَبِير	μεγάλος	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;PL
كبير	καμπίρ	كَبِير	καμπίρ	ADJ;NOM;INDF;MASC;SG	N
منتخب	εκλεγμένος	مُنتَخَب	εκλέγω	N;NOM;INDF;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
منتخب	εκλεγεί	مُنتَخَب	εκλέγω	N;NOM;INDF;SG	V;PFV;NFIN;ACT
منتخب	εκλέγεται	مُنتَخَب	εκλέγω	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
منتخب	εξελέγη	مُنتَخَب	εκλέγω	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
الوقت	χρονος	وَقت	χρονος	N;NOM;DEF;SG	DET;NOM;DEF;MASC;SG
الوقت	ώρα	وَقت	ώρα	N;NOM;DEF;SG	N;ACC;FEM;SG
الوقت	φορά	وَقت	φορά	N;NOM;DEF;SG	N;ACC;FEM;SG
الوقت	ωρα	وَقت	ωρα	N;NOM;DEF;SG	N;ACC;FEM;SG
الوقت	χρόνο	وَقت	χρόνος	N;NOM;DEF;SG	N;ACC;MASC;SG
عملية	επιχειρηση	عَمَلِيَّة	επιχειρηση	N;NOM;INDF;SG	N;ACC;FEM;SG
عملية	εγχείρηση	عَمَلِيَّة	εγχείρηση	N;NOM;INDF;SG	N;ACC;FEM;SG
عملية	λειτουργία	عَمَلِيَّة	λειτουργία	N;NOM;INDF;SG	N;ACC;FEM;SG
عملية	επιχείρηση	عَمَلِيَّة	επιχείρηση	N;NOM;INDF;SG	N;ACC;FEM;SG
مايو	μάη	مَايُو	μάη	N;GEN;INDF;SG	ADP
مايو	μάιος	مَايُو	μάιος	N;GEN;INDF;SG	N;NOM;MASC;SG
مايو	μέι	مَايُو	μέι	N;GEN;INDF;SG	
مايو	μάης	مَايُو	μάος	N;GEN;INDF;SG	N;NOM;MASC;SG
فبراير	φεβρουάριος	فِبرَايِر	φεβρουάριος	N;GEN;INDF;SG	N;NOM;MASC;SG
فبراير	φεβ	فِبرَايِر	φεβ	N;GEN;INDF;SG	
يونيو	ιούνιο	يُونِيُو	ιούνιος	N;GEN;INDF;SG	PROPN;ACC;MASC;SG
يونيو	τζουν	يُونِيُو	τζω	N;GEN;INDF;SG	
يونيو	ιούνιος	يُونِيُو	ιούνιος	N;GEN;INDF;SG	ADJ;NOM;MASC;SG
يوليو	ιούλιος	يُولِيُو	ιούλιος	N;GEN;INDF;SG	PROPN;NOM;MASC;SG
يوليو	ιούλιο	يُولِيُو	ιούλιος	N;GEN;INDF;SG	N;ACC;MASC;SG
يوليو	ιουλιος	يُولِيُو	ιουλιος	N;GEN;INDF;SG	N;NOM;MASC;SG
واحد	ένας	وَاحِد	ένας	ADJ;NOM;INDF;MASC;SG	DET;NOM;INDF;MASC;SG
واحد	ενα	وَاحِد	ένας	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
واحد	μία	وَاحِد	ένας	ADJ;NOM;INDF;MASC;SG	NUM;NOM;FEM;SG
واحد	ένα	وَاحِد	ένας	ADJ;NOM;INDF;MASC;SG	NUM;NOM;NEUT;SG
واحد	μια	وَاحِد	ένας	ADJ;NOM;INDF;MASC;SG	NUM;NOM;FEM;SG
شمال	βορρά	شَمَال	βορράς	N;NOM;INDF;SG	N;ACC;MASC;SG
شمال	βόρεια	شَمَال	βόρεια	N;NOM;INDF;SG	ADV
شمال	βόρειος	شَمَال	βόρειος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
شمال	βόρειο	شَمَال	βόρειο	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
شمال	βόρεια	شَمَال	βόρεια	N;NOM;INDF;SG	ADV
الاتحاد	γιούνιον	اِتِّحَاد	γιούνιον	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الاتحاد	ομοσπονδίας	اِتِّحَاد	ομοσπονδία	N;NOM;DEF;SG	N;GEN;FEM;SG
الاتحاد	συνομοσπονδίας	اِتِّحَاد	συνομοσπονδία	N;NOM;DEF;SG	N;GEN;FEM;SG
العراق	ιράκ	عِرَاق	ιράκ	N;NOM;DEF;SG	
دون	ντον	دُونَ	ντον	ADP;ACC	
دون	don	دُونَ	don	ADP;ACC	
دون	ντόν	دُونَ	ντόν	ADP;ACC	N
دون	δον	دُونَ	δον	ADP;ACC	N;NOM;MASC;SG
سبتمبر	σεπτέμβρη	سِبتَمبِر	σεπτέμβρομαι	N;GEN;INDF;SG	ADV
سبتمبر	σεπτέμβριος	سِبتَمبِر	σεπτέμβριος	N;GEN;INDF;SG	N;NOM;MASC;SG
عبر	via	عَبرَ	via	ADP;ACC	
استخدام	χρησιμοποιώντας	اِستِخدَام	χρησιμοποιώ	N;NOM;INDF;SG	V;IPFV;V.CVB;ACT
استخدام	χρήση	اِستِخدَام	χρήση	N;NOM;INDF;SG	N;ACC;FEM;SG
استخدام	χρησιμοποίηση	اِستِخدَام	χρησιμοποίηση	N;NOM;INDF;SG	N;ACC;FEM;SG
فريق	ομάδα	فَرِيق	ομάδα	N;NOM;INDF;SG	N;ACC;FEM;SG
العامة	δημόσιες	عَامَّة	δημόσιος	N;NOM;DEF;SG	ADJ;NOM;FEM;PL
العامة	δημόσια	عَامَّة	δημόσιος	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
العامة	δημόσιος	عَامَّة	δημόσιος	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
نفس	ιδια	نَفس	ιδιος	N;NOM;PSSD;SG	ADV
نفس	ίδια	نَفس	ίδιος	N;NOM;PSSD;SG	ADJ;NOM;FEM;SG
نفس	ίδιο	نَفس	ίδιος	N;NOM;PSSD;SG	ADJ;NOM;NEUT;SG
نفس	ίδιοι	نَفس	ίδιος	N;NOM;PSSD;SG	ADJ;NOM;MASC;PL
ديسمبر	δεκέμβριος	دِيسَمبِر	δεκέμβριος	N;GEN;INDF;SG	N;NOM;MASC;SG
ديسمبر	δεκ	دِيسَمبِر	δεκ	N;GEN;INDF;SG	
كبيرة	μεγάλα	كَبِير	μεγάλος	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;PL
كبيرة	μεγάλα	كَبِير	μεγάλος	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;PL
الجيش	στρατιωτικός	جَيش	στρατιωτικός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
الجيش	στρατιωτική	جَيش	στρατιωτικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الجيش	στρατιωτικοί	جَيش	στρατιωτικός	N;NOM;DEF;SG	ADJ;NOM;MASC;PL
الجيش	στρατιωτικά	جَيش	στρατιωτικά	N;NOM;DEF;SG	ADV
الجيش	στρατό	جَيش	στρατός	N;NOM;DEF;SG	N;ACC;MASC;SG
المساكن	στέγαση	مَسكَن	στέγαση	N;NOM;DEF;PL	N;ACC;FEM;SG
المساكن	στέγασης	مَسكَن	στέγαση	N;NOM;DEF;PL	N;GEN;FEM;SG
نوفمبر	νοέμβριο	نُوفِمبِر	νοέμβριος	N;GEN;INDF;SG	N;NOM;MASC;SG
نوفمبر	νοέμβριος	نُوفِمبِر	νοέμβριος	N;GEN;INDF;SG	N;NOM;MASC;SG
واحدة	ένας	وَاحِد	ένας	ADJ;NOM;INDF;FEM;SG	DET;NOM;INDF;MASC;SG
واحدة	ενα	وَاحِد	ένας	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
واحدة	μία	وَاحِد	ένας	ADJ;NOM;INDF;FEM;SG	NUM;NOM;FEM;SG
واحدة	ένα	وَاحِد	ένας	ADJ;NOM;INDF;FEM;SG	NUM;NOM;NEUT;SG
واحدة	μια	وَاحِد	ένας	ADJ;NOM;INDF;FEM;SG	NUM;NOM;FEM;SG
داخل	μέσα	دَاخِلَ	μέσα	ADP;ACC	ADV
داخل	μεσα	دَاخِلَ	μεσα	ADP;ACC	ADV
ضمن	εντός	ضِمنَ	εντός	ADP;ACC	ADV
لاعب	παίκτη	لَاعِب	παίκτης	N;NOM;INDF;SG	N;ACC;MASC;SG
لاعب	παίχτη	لَاعِب	παίχτης	N;NOM;INDF;SG	N;ACC;MASC;SG
سطح	σκεπή	سَطح	σκεπή		N;NOM;FEM;SG
سطح	στέγη	سَطح	στέγος		N;NOM;FEM;SG
سطح	οροφή	سَطح	οροφή		N;ACC;FEM;SG
سطح	ταράτσα	سَطح	ταράτσα		N;ACC;FEM;SG
سطح	επιφάνεια	سَطح	επιφάνεια		N;NOM;FEM;SG
الفترة	περίοδο	فَترَة	περίοδος	N;NOM;DEF;SG	N;ACC;FEM;SG
بي	μπι	بِي	μπι		
بينما	ενώ	بَينَمَا	ενώ	CONJ	CONJ
بينما	ενω	بَينَمَا	ενω	CONJ	ADV
دولة	πολιτεία	دَولَة	πολιτεία	N;NOM;INDF;SG	N;ACC;FEM;SG
دولة	state	دَولَة	state	N;NOM;INDF;SG	
الدولي	international	دُوَلِيّ	international	ADJ;NOM;DEF;MASC;SG	
الدولي	διεθνείς	دُوَلِيّ	διεθνής	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;PL
الدولي	διεθνή	دُوَلِيّ	διεθνής	ADJ;NOM;DEF;MASC;SG	ADV
كتب	γραπτές	كَتَب	γραπτός	V;PFV;MASC;SG;3;ACT	ADJ;NOM;FEM;PL
كتب	γραπτή	كَتَب	γραπτός	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
كتب	γράφτηκε	كَتَب	γράφτω	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
كتب	γραμμένα	كَتَب	γραμμένος	V;PFV;MASC;SG;3;ACT	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
كتب	γραμμένο	كَتَب	γραμμένος	V;PFV;MASC;SG;3;ACT	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
كتب	βιβλία	كَتَب	βιβλία	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;PL
كتب	βιβλια	كَتَب	βιβλια	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;PL
بلدة	town	بَلدَة	town	N;NOM;INDF;SG	
خاصة	ιδιωτικά	خَاصّ	ιδιωτικός	ADJ;ACC;INDF;FEM;SG	ADV
خاصة	ιδιωτική	خَاصّ	ιδιωτικός	ADJ;ACC;INDF;FEM;SG	ADJ;NOM;FEM;SG
خاصة	ιδιωτικό	خَاصّ	ιδιωτικός	ADJ;ACC;INDF;FEM;SG	ADJ;NOM;NEUT;SG
خاصة	ιδιωτικός	خَاصّ	ιδιωτικός	ADJ;ACC;INDF;FEM;SG	ADJ;NOM;MASC;SG
خاصة	ειδικά	خَاصّ	ειδικά	ADJ;ACC;INDF;FEM;SG	ADV
خاصة	ιδιαίτερα	خَاصّ	ιδιαίτερα	ADJ;ACC;INDF;FEM;SG	ADV
خاصة	ειδική	خَاصّ	ειδικός	ADJ;ACC;INDF;FEM;SG	ADJ;NOM;FEM;SG
خاصة	special	خَاصّ	special	ADJ;ACC;INDF;FEM;SG	
خاصة	σπέσιαλ	خَاصّ	σπέσιαλ	ADJ;ACC;INDF;FEM;SG	N;NOM;FEM;SG
الحكومة	κυβερνηση	حُكُومَة	κυβερνηση	N;NOM;DEF;SG	N;ACC;FEM;SG
القوات	στράτευμα	قُوَّة	στράτευμα	N;NOM;DEF;PL	N;NOM;NEUT;SG
ليس	όχι	لَيس	όχι	V;PFV;MASC;SG;3;ACT	PART
ليس	οχι	لَيس	οχι	V;PFV;MASC;SG;3;ACT	ADV
متر	μετρητές	مِتر	μετρητός	N;NOM;INDF;SG	N;NOM;MASC;PL
الوطنية	εθνικός	وَطَنِيَّة	εθνικός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
الوطنية	εθνικό	وَطَنِيَّة	εθνικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الوطنية	εθνικη	وَطَنِيَّة	εθνικη	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الوطنية	εθνική	وَطَنِيَّة	εθνικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
حالة	κατάσταση	حَالَة	κατάσταση	N;NOM;INDF;SG	N;ACC;FEM;SG
حالة	status	حَالَة	status	N;NOM;INDF;SG	
حالة	καθεστώς	حَالَة	καθεστώς	N;NOM;INDF;SG	N;ACC;NEUT;SG
حالة	κατασταση	حَالَة	κατασταση	N;NOM;INDF;SG	N;ACC;FEM;SG
حالة	περίπτωση	حَالَة	περίπτωση	N;NOM;INDF;SG	N;ACC;FEM;SG
حالة	κατάσταση	حَالَة	κατάσταση	N;NOM;INDF;SG	N;ACC;FEM;SG
الدول	κρατών	دَولَة	κράτος	N;NOM;DEF;PL	N;GEN;NEUT;PL
كلية	college	كُلِّيَّة	college	N;NOM;INDF;SG	
كلية	νεφρών	كُلِّيَّة	νεφρός	N;NOM;INDF;SG	N;GEN;MASC;PL
كلية	νεφρά	كُلِّيَّة	νεφρά	N;NOM;INDF;SG	N;NOM;NEUT;PL
مليون	εκατομμύρια	مِليُون	εκατομμύριο	NUM;NOM;INDF;SG	N;NOM;NEUT;PL
عمر	ουμάρ	عمر	ουμάρ		
عمر	ομάρ	عمر	ομάρ		
الخاصة	ιδιωτικά	خَاصّ	ιδιωτικός	ADJ;NOM;DEF;FEM;SG	ADV
الرئيس	πρόεδρος	رَئِيس	πρόεδρος	N;NOM;DEF;SG	N;ACC;MASC;SG
الرئيس	πρόεδρε	رَئِيس	πρόεδρος	N;NOM;DEF;SG	N;VOC;MASC;SG
الرئيس	πρόεδρο	رَئِيس	πρόεδρος	N;NOM;DEF;SG	N;ACC;MASC;SG
الرئيس	αρχηγέ	رَئِيس	αρχηγός	N;NOM;DEF;SG	N;VOC;MASC;SG
حين	πότε	حِينَ	πότε	ADP;ACC	ADV
حين	όταν	حِينَ	όταν	ADP;ACC	CONJ
حين	οταν	حِينَ	οταν	ADP;ACC	CONJ
الشمالية	βόρεια	شَمَالِيّ	βόρεια	ADJ;NOM;DEF;FEM;SG	ADV
الشمالية	βορεια	شَمَالِيّ	βορεια	ADJ;NOM;DEF;FEM;SG	N;NOM;FEM;SG
بداية	ξεκινήστε	بِدَايَة	ξεκινώ	N;NOM;INDF;SG	V;PFV;IND;PL;2;FIN;ACT
بداية	ξεκίνα	بِدَايَة	ξεκίνα	N;NOM;INDF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
بداية	εκκίνηση	بِدَايَة	εκκίνηση	N;NOM;INDF;SG	N;ACC;FEM;SG
بداية	έναρξη	بِدَايَة	έναρξη	N;NOM;INDF;SG	N;ACC;FEM;SG
يسار	αριστερά	سَار	αριστερά		ADV
يسار	αριστερό	سَار	αριστερός		N;NOM;NEUT;SG
يسار	αριστερή	سَار	αριστερής		ADJ;NOM;FEM;SG
يسار	αριστερα	سَار	αριστέρα		ADV
شرق	ανατολική	شَرق	ανατολικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
شرق	ανατολικά	شَرق	ανατολικά	N;NOM;INDF;SG	ADV
شرق	ανατολικό	شَرق	ανατολικός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
شرق	ιστ	شَرق	ιστ	N;NOM;INDF;SG	NUM;NOM;MASC;SG
شرق	ανατολική	شَرق	ανατολικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
شرق	ανατολικά	شَرق	ανατολικά	N;NOM;INDF;SG	ADV
شرق	ανατολικό	شَرق	ανατολικός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
شرق	ανατολικές	شَرق	ανατολικός	N;NOM;INDF;SG	ADJ;NOM;FEM;PL
الكثير	παρτίδες	كَثِير	παρτίδα	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;PL
الكثير	πολλά	كَثِير	πολύς	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;PL
الكثير	πολλοι	كَثِير	πολύς	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;PL
الكثير	πολλοί	كَثِير	πολύς	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;PL
الكثير	πολλές	كَثِير	πολύς	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;PL
الكثير	πολλα	كَثِير	πολύς	ADJ;NOM;DEF;MASC;SG	ADV
ويكيبيديا	wikipedia	ويكيبيديا	wikipedia	N;NOM;DEF;SG	
نهاية	τέλος	نِهَايَة	τέλος	N;NOM;INDF;SG	ADV
نهاية	λήξη	نِهَايَة	λήξη	N;NOM;INDF;SG	N;ACC;FEM;SG
العزلة	απομόνωση	عُزلَة	απομόνωση	N;NOM;DEF;SG	N;ACC;FEM;SG
زوجي	σύζυγος	زَوجِيّ	σύζυγος		N;NOM;MASC;SG
زوجي	σύζυγο	زَوجِيّ	σύζυγος		N;ACC;FEM;SG
وسط	κεντρικό	وَسط	κεντρικός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
وسط	κεντρική	وَسط	κεντρικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
وسط	κεντρικός	وَسط	κεντρικός	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
وسط	central	وَسط	central	N;NOM;INDF;SG	
وسط	μεσαία	وَسط	μεσαίος	N;NOM;INDF;SG	ADV
دور	ρόλο	دَور	ρόλος	N;NOM;INDF;SG	N;ACC;MASC;SG
اليمنية	υεμένης	يَمَنِيّ	Υεμένη	ADJ;NOM;DEF;FEM;SG	PROPN;GEN;FEM;SG
السنة	έτος	سَنَة	έτος	N;NOM;DEF;SG	N;ACC;NEUT;SG
السنة	χρονιά	سَنَة	χρονιά	N;NOM;DEF;SG	N;ACC;FEM;SG
حكم	διαιτητή	حُكم	διαιτητής	N;NOM;INDF;SG	N;ACC;MASC;SG
شكل	φόρμα	شَكل	φόρμα	N;NOM;INDF;SG	N;ACC;FEM;SG
نسبة	αναλογία	نِسبَة	αναλογία	N;NOM;INDF;SG	N;ACC;FEM;SG
نسبة	αναλογία	نِسبَة	αναλογία	N;NOM;INDF;SG	N;ACC;FEM;SG
الناس	κόσμος	إِنسَان	κόσμος	N;NOM;DEF;PL	N;NOM;MASC;SG
الناس	ανθρώπους	إِنسَان	άνθρωπος	N;NOM;DEF;PL	N;ACC;MASC;PL
المغرب	μαρόκο	مَغرِب	μαρόκο	N;NOM;DEF;SG	PROPN;NOM;NEUT;SG
المغرب	μαρόκου	مَغرِب	μάροκος	N;NOM;DEF;SG	
حرب	πόλεμο	حَرب	πόλεμος	N;NOM;INDF;SG	N;ACC;MASC;SG
دار	νταρ	دَار	νταρ	N;NOM;INDF;SG	
القاهرة	κάιρο	قَاهِرَة	κάιρος	N;NOM;DEF;SG	PROPN;NOM;NEUT;SG
ثلاثة	three	ثَلَاثَة	three	NUM;NOM;INDF;MASC	
الحكم	διαιτητή	حُكم	διαιτητής	N;NOM;DEF;SG	N;ACC;MASC;SG
الحكم	διακυβέρνηση	حُكم	διακυβέρνηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الشرقية	ανατολή	شَرقِيّ	ανατολή	ADJ;NOM;DEF;FEM;SG	N;NOM;FEM;SG
الشرقية	ανατολικά	شَرقِيّ	ανατολικά	ADJ;NOM;DEF;FEM;SG	ADV
الشرقية	ιστ	شَرقِيّ	ιστ	ADJ;NOM;DEF;FEM;SG	NUM;NOM;MASC;SG
الشرقية	oriental	شَرقِيّ	oriental	ADJ;NOM;DEF;FEM;SG	
الشرقية	ανατολικά	شَرقِيّ	ανατολικά	ADJ;NOM;DEF;FEM;SG	ADV
الشرقية	ανατολικές	شَرقِيّ	ανατολικός	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
صفحة	page	صَفحَة	page	N;NOM;INDF;SG	
صفحة	σελιδα	صَفحَة	σελιδα	N;NOM;INDF;SG	N;ACC;FEM;SG
ال	το	اَل	ο	PART	DET;NOM;DEF;NEUT;SG
وقت	χρονος	وَقت	χρονος	N;NOM;INDF;SG	DET;NOM;DEF;MASC;SG
وقت	ώρα	وَقت	ώρα	N;NOM;INDF;SG	N;ACC;FEM;SG
وقت	φορά	وَقت	φορά	N;NOM;INDF;SG	N;ACC;FEM;SG
وقت	ωρα	وَقت	ωρα	N;NOM;INDF;SG	N;ACC;FEM;SG
وقت	χρόνο	وَقت	χρόνος	N;NOM;INDF;SG	N;ACC;MASC;SG
سوريا	συρία	سُورِيَا	συρία		PROPN;ACC;FEM;SG
سوريا	συρίας	سُورِيَا	συρία		PROPN;GEN;FEM;SG
سوريا	συρίας	سُورِيَا	συρία		PROPN;GEN;FEM;SG
النظام	σειρά	نِظَام	σειρά	N;NOM;DEF;SG	N;ACC;FEM;SG
النظام	διαταγή	نِظَام	διαταγή	N;NOM;DEF;SG	N;ACC;FEM;SG
عرض	εμφάνιση	عَرض	εμφάνιση	N;NOM;INDF;SG	N;ACC;FEM;SG
عرض	show	عَرض	show	N;NOM;INDF;SG	
عرض	δείξω	عَرض	δείξω	N;NOM;INDF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
عرض	παράσταση	عَرض	παράσταση	N;NOM;INDF;SG	N;ACC;FEM;SG
عرض	προσκόμιση	عَرض	προσκόμιση	N;NOM;INDF;SG	N;ACC;FEM;SG
عرض	εμφάνιση	عَرض	εμφάνιση	N;NOM;INDF;SG	N;ACC;FEM;SG
عرض	view	عَرض	view	N;NOM;INDF;SG	
الدولية	international	دُوَلِيّ	international	ADJ;NOM;DEF;FEM;SG	
الدولية	διεθνείς	دُوَلِيّ	διεθνής	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;PL
الدولية	διεθνή	دُوَلِيّ	διεθνής	ADJ;NOM;DEF;FEM;SG	ADV
المعلومات	info	مَعلُومَة	info	N;NOM;DEF;PL	
المعلومات	πληροφορία	مَعلُومَة	πληροφορία	N;NOM;DEF;PL	N;ACC;FEM;SG
المعلومات	πληροφόρηση	مَعلُومَة	πληροφόρηση	N;NOM;DEF;PL	N;ACC;FEM;SG
بناء	κτίριο	بِنَاء	κτίριο	N;ACC;INDF;SG	N;NOM;NEUT;SG
بناء	κτήριο	بِنَاء	κτήριο	N;ACC;INDF;SG	N;NOM;NEUT;SG
بناء	κατασκευές	بِنَاء	κατασκευή	N;ACC;INDF;SG	N;NOM;FEM;PL
