izumil	erfindung	izumiti	erfindung	V;PFV;MASC;SG;V.PTCP	N;FEM;SG
trak	schleife	trak	schleife	N;NOM;MASC;SG	ADJ;NOM
trak	riemen	trak	riemen	N;NOM;MASC;SG	V;NFIN
trak	gurt	trak	guren	N;NOM;MASC;SG	ADJ
tennessee	tennessee	tennesse	tennessee	PROPN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
sončne	solarzellen	sončen	solarzell	ADJ;NOM;FEM;PL	N;NOM;FEM;PL
sončne	solar	sončen	solar	ADJ;NOM;FEM;PL	
učiteljev	lehrer	učitelj	lehr	N;GEN;MASC;PL	ADJ
učiteljev	lehrerinnen	učitelj	lehrerinnen	N;GEN;MASC;PL	N;NOM;PL
učiteljev	lehrkräfte	učitelj	lehrkraft	N;GEN;MASC;PL	;NOM
učiteljev	dozenten	učitelj	dozent	N;GEN;MASC;PL	N;NOM;PL
costa	costa	cost	costa	PROPN;NOM;MASC;SG	PROPN
dokazano	bewies	dokazano	beweisen	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
dokazano	erwiesen	dokazano	erweisen	ADJ;NOM;NEUT;SG;V.PTCP	
dokazano	bewiesen	dokazano	beweisen	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
dokazano	bewährt	dokazano	bewähren	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
dokazano	nachgewiesen	dokazano	nachweisen	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
dokazano	bewährte	dokazano	bewährt	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
dokazano	bewiesen	dokazano	beweisen	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
dokazano	bewährt	dokazano	bewähren	ADJ;NOM;NEUT;SG;V.PTCP	V;V.PTCP
kit	wale	kit	wale		
kit	wal	kit	wal		
kit	kit	kit	kit		
khl	khl	khl	khl	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
västra	västra	vister	västra	N;NOM;MASC;SG	PROPN
plašč	jacke	plašč	jack	N;NOM;MASC;SG	
plašč	mantel	plašč	mantel	N;NOM;MASC;SG	
plašč	wappen	plašč	wappen	N;NOM;MASC;SG	
plašč	tarnung	plašč	tarnung	N;NOM;MASC;SG	ADJ
plašč	mantel	plašč	mantel	N;NOM;MASC;SG	
sneg	schnee	sneg	schnen	N;NOM;MASC;SG	
sneg	schneefall	sneg	schneefall	N;NOM;MASC;SG	ADJ
frentzen	frentzen	frentzen	frentzen	N;NOM;MASC;SG	
zasebni	privatleben	zaseben	privatleben	ADJ;NOM;MASC;SG	V
zasebni	privaten	zaseben	privat	ADJ;NOM;MASC;SG	ADJ;PL
zasebni	private	zaseben	privat	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
spretnosti	fertigkeiten	spretnost	fertigkeit	N;NOM;FEM;PL	V;NFIN
spretnosti	kenntnisse	spretnost	kenntnis	N;NOM;FEM;PL	ADJ
spretnosti	kompetenzen	spretnost	kompetenz	N;NOM;FEM;PL	V;NFIN
spretnosti	qualifikation	spretnost	qualifikation	N;NOM;FEM;PL	N;NOM;FEM;SG
spretnosti	fähigkeiten	spretnost	fähigkeit	N;NOM;FEM;PL	V;NFIN
bernhard	bernhard	bernhard	bernhard	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG
zmagovalci	gewinnern	zmagovalec	gewinnern	N;NOM;MASC;PL	V;NFIN
zmagovalci	sieger	zmagovalec	sieger	N;NOM;MASC;PL	
zmagovalci	preisträger	zmagovalec	preisträg	N;NOM;MASC;PL	ADJ
zmagovalci	gewinner	zmagovalec	gewinner	N;NOM;MASC;PL	
soba	raum	soba	raum	N;NOM;FEM;SG	ADV
soba	hotelzimmer	soba	hotelzimmer	N;NOM;FEM;SG	
galaksije	galaxien	galaksija	galaxien	N;NOM;FEM;PL	
novinarka	journalist	novinarka	journalist	N;NOM;FEM;SG	ADJ
novinarka	journalistin	novinarka	journalistin	N;NOM;FEM;SG	ADJ
novinarka	reporterin	novinarka	reporterin	N;NOM;FEM;SG	ADJ
novinarka	journalist	novinarka	journalist	N;NOM;FEM;SG	ADJ
novinarka	journalistin	novinarka	journalistin	N;NOM;FEM;SG	ADJ
novinarka	reporter	novinarka	reporter	N;NOM;FEM;SG	ADJ
mod	mod	mod	mod	N;NOM;MASC;SG	
napisi	aufschriften	napis	aufschreifen	N;NOM;MASC;PL	V;NFIN
napisi	bildunterschriften	napis	bildunterschrift	N;NOM;MASC;PL	V;NFIN
ujeli	kaputt	ujeti	kaputt	V;PFV;MASC;PL;V.PTCP	ADJ
potisk	stoß	potisk	stoßen	N;NOM;MASC;SG	ADJ
potisk	vorstoß	potisk	vorstoßen	N;NOM;MASC;SG	V;IND;SG;3;FIN
švice	schweiz	švica	Schweiz	N;NOM;FEM;PL	PROPN;SG
svetlana	swetlana	svetlana	swetlana	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
usmerjena	gerichtet	usmerjen	richten	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
usmerjena	gelenkt	usmerjen	lenken	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
usmerjena	regie	usmerjen	Regie	ADJ;NOM;FEM;SG;V.PTCP	N;NOM;FEM;SG
usmerjena	orientiert	usmerjen	orientieren	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
usmerjena	ausgerichtet	usmerjen	ausrichten	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
usmerjena	orientierte	usmerjen	orientieren	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
irvine	irvine	irvina	irvine	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
off	ab	off	ab	N;NOM;MASC;SG	ADP
off	off	off	off	N;NOM;MASC;SG	
off	deaktiviert	off	deaktivieren	N;NOM;MASC;SG	V;V.PTCP
abc	abc	abca	abc	N;NOM;MASC;SG	
evrov	euros	evro	euros	N;GEN;MASC;PL	
evrov	euro	evro	euro	N;GEN;MASC;PL	PROPN;NOM;MASC;SG
skok	jump	skok	jump	N;NOM;MASC;SG	ADJ
skok	spring	skok	springen	N;NOM;MASC;SG	PROPN
skok	springen	skok	springen	N;NOM;MASC;SG	V;NFIN
skok	springe	skok	springen	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
skok	sprung	skok	sprung	N;NOM;MASC;SG	V;IND;SG;3;PST;FIN
skok	springen	skok	springen	N;NOM;MASC;SG	V;NFIN
esej	essay	esaj	essey	N;NOM;MASC;SG	
esej	aufsatz	esaj	aufsatzen	N;NOM;MASC;SG	
zmožnosti	fähigkeit	zmožnost	fähigkeit	N;NOM;FEM;PL	ADJ
zmožnosti	befähigung	zmožnost	befähigung	N;NOM;FEM;PL	N;NOM;FEM;SG
zmožnosti	fähigkeiten	zmožnost	fähigkeit	N;NOM;FEM;PL	V;NFIN
zmožnosti	leistungsmerkmale	zmožnost	leistungsmerkmale	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
zmožnosti	fähigkeiten	zmožnost	fähigkeit	N;NOM;FEM;PL	V;NFIN
huda	schwere	hud	schwer	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
mitchell	mitchell	mitchel	mitchell	N;NOM;MASC;SG	PROPN
nadomestila	entschädigungen	nadomestilo	entschädigung	V;PFV;FEM;SG;V.PTCP	N;NOM;FEM;PL
nadomestila	erstattung	nadomestilo	Erstattung	V;PFV;FEM;SG;V.PTCP	N;NOM;FEM;SG
nadomestila	rückerstattung	nadomestilo	rückerstattung	V;PFV;FEM;SG;V.PTCP	N;NOM;FEM;SG
nadomestila	entlohnung	nadomestilo	entlohnung	V;PFV;FEM;SG;V.PTCP	N;NOM;FEM;SG
nadomestila	vergütung	nadomestilo	vergütung	V;PFV;FEM;SG;V.PTCP	
nadomestila	entgelt	nadomestilo	entgelnen	V;PFV;FEM;SG;V.PTCP	ADJ
nadomestila	entschädigung	nadomestilo	Entschädigung	V;PFV;FEM;SG;V.PTCP	N;NOM;FEM;SG
nadomestila	ausgleich	nadomestilo	ausgleich	V;PFV;FEM;SG;V.PTCP	ADJ
nadomestila	schadenersatz	nadomestilo	schadenersatz	V;PFV;FEM;SG;V.PTCP	ADJ
nadomestila	entschädigungen	nadomestilo	entschädigung	V;PFV;FEM;SG;V.PTCP	N;NOM;FEM;PL
nadomestila	zertifikate	nadomestilo	zertifikate	V;PFV;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
padlo	fell	pasti	fell	V;PFV;NEUT;SG;V.PTCP	
padlo	fielen	pasti	fallen	V;PFV;NEUT;SG;V.PTCP	V;IND;PL;3;PST;FIN
padlo	falle	pasti	fallen	V;PFV;NEUT;SG;V.PTCP	ADV
padlo	sturz	pasti	sturz	V;PFV;NEUT;SG;V.PTCP	
padlo	herbst	pasti	herbst	V;PFV;NEUT;SG;V.PTCP	ADV
padlo	fall	pasti	fall	V;PFV;NEUT;SG;V.PTCP	ADV
padlo	gefallenen	pasti	gefallen	V;PFV;NEUT;SG;V.PTCP	ADJ;PL
colorado	colorado	colorada	colorado	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
zmes	mischungen	zmes	mischingen	N;NOM;FEM;SG	V;NFIN
zmes	mischung	zmes	mischung	N;NOM;FEM;SG	ADJ
zmes	gemisch	zmes	gemisch	N;NOM;FEM;SG	ADJ
zaslužil	verdienten	zaslužiti	verdient	V;PFV;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
zaslužil	verdienten	zaslužiti	verdient	V;PFV;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
mer	mer	mera	mer	N;NOM;MASC;SG	
zapor	knast	zapor	knesen	N;NOM;MASC;SG	
zapor	gefängnis	zapor	gefängnis	N;NOM;MASC;SG	ADJ
zapor	knast	zapor	knesen	N;NOM;MASC;SG	
zapor	kerker	zapor	kerk	N;NOM;MASC;SG	
zapor	gefängnis	zapor	gefängnis	N;NOM;MASC;SG	ADJ
zapor	strafvollzug	zapor	strafvollzug	N;NOM;MASC;SG	PROPN
paula	paula	pauti	paula	N;ACC;MASC;SG	PROPN;NOM;SG
tradicija	überlieferung	tradicija	überlieferung	N;NOM;FEM;SG	ADJ;SG
tradicija	tradition	tradicija	tradition	N;NOM;FEM;SG	ADJ
tradicija	traditionen	tradicija	tradition	N;NOM;FEM;SG	V;NFIN
tine	tine	tina	tin	N;NOM;MASC;SG	PROPN;NOM;SG
tine	tina	tina	tina	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
praksa	üben	praks	üben	N;NOM;FEM;SG	V;NFIN
komedija	comedy	komedija	comedy	N;NOM;FEM;SG	PROPN
promocijo	promotion	promocija	promotion	N;ACC;FEM;SG	ADJ
promocijo	beförderung	promocija	beförderung	N;ACC;FEM;SG	ADJ
promocijo	förderung	promocija	förderung	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
slabosti	schwachpunkte	slabost	schwachpunkt	N;NOM;FEM;PL	V;IND;SG;3;PST;FIN
slabosti	schwächen	slabost	schwächen	N;NOM;FEM;PL	V;NFIN
slabosti	mängel	slabost	mängeln	N;NOM;FEM;PL	ADJ
slabosti	schwachstellen	slabost	schwachstellen	N;NOM;FEM;PL	ADJ
slabosti	schwäche	slabost	schwäche	N;NOM;FEM;PL	N;FEM;SG
device	virgo	devica	virgo	N;NOM;FEM;PL	PROPN;NOM;SG
device	jungfrau	devica	jungfrau	N;NOM;FEM;PL	PROPN;SG
device	jungfrauen	devica	jungfrauen	N;NOM;FEM;PL	V;NFIN
device	jungfrauen	devica	jungfrauen	N;NOM;FEM;PL	V;NFIN
preprosta	einfache	preprost	einfach	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
preprosta	einfach	preprost	einfach	ADJ;NOM;FEM;SG	ADV
preprosta	einfachen	preprost	einfach	ADJ;NOM;FEM;SG	ADJ;ACC;SG
frölunda	frölunda	frölunda	frölunda	N;NOM;MASC;SG	PROPN;NOM;SG
unija	union	unija	union	N;NOM;FEM;SG	PROPN;NOM;SG
unija	gewerkschaft	unija	gewerkschaft	N;NOM;FEM;SG	ADJ
sky	himmel	sky	himmel		
sky	sky	sky	sky		
dnevni	tägliche	dneven	täglich	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
dnevni	daily	dneven	daily	ADJ;NOM;MASC;SG	PROPN
julia	ulrike	julia	ulrike	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
julia	silke	julia	silken	PROPN;NOM;FEM;SG	PROPN;NOM;SG
julia	julia	julia	julia	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
tanja	tania	tamje	tania	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
tanja	tanja	tamje	tanja	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
tanja	tanya	tamje	tanya	PROPN;NOM;FEM;SG	PROPN;NOM;SG
tanja	tanja	tamje	tanja	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
tanja	tanja	tamje	tanja	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
predstavljen	vorgestellt	predstavljen	vorstellen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
predstavljen	hervorgehobene	predstavljen	hervorgehoben	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
predstavljen	präsentiert	predstavljen	präsentieren	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
predstavljen	empfohlene	predstavljen	empfohlen	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
predstavljen	vorgestellt	predstavljen	vorstellen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
predstavljen	präsentierten	predstavljen	präsentieren	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
predstavljen	präsentiert	predstavljen	präsentieren	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
predstavljen	vorgelegt	predstavljen	vorlegen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
predstavljen	präsentierte	predstavljen	präsentieren	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
beck	beck	beck	beck		PROPN;NOM;MASC;SG
obvezno	obligatorisch	obvezno	obligatorisch	ADV	ADJ
obvezno	obligatorische	obvezno	obligatorisch	ADV	ADJ;NOM;FEM;PL
obvezno	zwingend	obvezno	zwingend	ADV	ADJ
obvezno	pflicht	obvezno	pflicht	ADV	ADJ
obvezno	verpflichtend	obvezno	verpflichtend	ADV	ADJ
obvezno	obligatorisch	obvezno	obligatorisch	ADV	ADJ
obvezno	zwingend	obvezno	zwingend	ADV	ADJ
obvezno	pflicht	obvezno	pflicht	ADV	ADJ
obvezno	verpflichtend	obvezno	verpflichtend	ADV	ADJ
obvezno	obligatorische	obvezno	obligatorisch	ADV	ADJ;NOM;FEM;PL
obvezno	obligatorisch	obvezno	obligatorisch	ADV	ADJ
obvezno	pflicht	obvezno	pflicht	ADV	ADJ
obvezno	verpflichtend	obvezno	verpflichtend	ADV	ADJ
obvezno	obligatorischen	obvezno	obligatorisch	ADV	ADJ;PL
obvezno	zwingend	obvezno	zwingend	ADV	ADJ
june	juni	juna	juni		PROPN;NOM;MASC;SG
june	june	juna	jun		PROPN
svobodna	kostenlose	svoboden	kostenlos	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
svobodna	free	svoboden	free	ADJ;NOM;FEM;SG	PROPN
svobodna	freien	svoboden	frei	ADJ;NOM;FEM;SG	ADJ;NOM;PL
jose	jose	josa	jos	PROPN;NOM;MASC;SG	PROPN;NOM;SG
jose	josé	josa	josé	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
jose	jose	josa	jos	PROPN;NOM;MASC;SG	PROPN;NOM;SG
jose	josé	josa	josé	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
kraljico	queen	kraljica	queen	N;ACC;FEM;SG	PROPN;NOM;SG
kraljico	königin	kraljica	königin	N;ACC;FEM;SG	ADJ
kraljico	dame	kraljica	damen	N;ACC;FEM;SG	
predniki	vorfahren	prednik	vorfahren	N;NOM;MASC;PL	
predniki	ahnen	prednik	ahnen	N;NOM;MASC;PL	V;NFIN
colin	colin	colina	colin	PROPN;NOM;MASC;SG	PROPN
razmišljanja	denkweise	razmišljanje	denkweise	N;GEN;NEUT;SG	
razmišljanja	denken	razmišljanje	denken	N;GEN;NEUT;SG	V;NFIN
razmišljanja	denke	razmišljanje	denken	N;GEN;NEUT;SG	
razmišljanja	nachdenken	razmišljanje	nachdenken	N;GEN;NEUT;SG	V;NFIN
nameščena	angebaut	nameščen	anbauen	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
nameščena	ausgerüstet	nameščen	ausrüsten	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
nameščena	ausgestattet	nameščen	ausstatten	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
nameščena	eingebaut	nameščen	einbauen	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
nameščena	eingebaut	nameščen	einbauen	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
nameščena	installierte	nameščen	installieren	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
nameščena	installiert	nameščen	installieren	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
nameščena	installierten	nameščen	installiert	ADJ;NOM;FEM;SG;V.PTCP	V;IND;PL;3;PST;FIN
garda	guard	garda	guard	N;NOM;FEM;SG	PROPN
garda	bewachung	garda	bewachung	N;NOM;FEM;SG	
garda	wachen	garda	wachen	N;NOM;FEM;SG	V;NFIN
garda	wächter	garda	wacht	N;NOM;FEM;SG	ADJ
garda	wache	garda	wach	N;NOM;FEM;SG	
garda	gardasee	garda	gardasee	N;NOM;FEM;SG	PROPN;NOM;NEUT;SG
garda	garda	garda	garda	N;NOM;FEM;SG	PROPN;NOM;SG
ločeni	getrennt	ločen	trennen	ADJ;NOM;MASC;PL;V.PTCP	V;V.PTCP
ločeni	abgetrennt	ločen	abtrennen	ADJ;NOM;MASC;PL;V.PTCP	V;V.PTCP
ločeni	geschieden	ločen	scheiden	ADJ;NOM;MASC;PL;V.PTCP	V;V.PTCP
ločeni	scheidung	ločen	scheidung	ADJ;NOM;MASC;PL;V.PTCP	PROPN
ločeni	getrennt	ločen	trennen	ADJ;NOM;MASC;PL;V.PTCP	V;V.PTCP
ločeni	trennen	ločen	trennen	ADJ;NOM;MASC;PL;V.PTCP	V;NFIN
ločeni	separat	ločen	separat	ADJ;NOM;MASC;PL;V.PTCP	ADV
ločeni	separate	ločen	separat	ADJ;NOM;MASC;PL;V.PTCP	PROPN;NOM
suzuki	suzuki	suzuk	suzuki	N;NOM;MASC;SG	PROPN;NOM;SG
dansko	dänische	danski	dänisch	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
dansko	dänemark	danski	dänemark	ADJ;NOM;NEUT;SG	PROPN;NOM;NEUT;SG
osebah	fächer	oseba	fach	N;ESS;FEM;PL	ADJ
osebah	sachgebiete	oseba	sachgebiet	N;ESS;FEM;PL	ADJ;NOM;FEM;PL
osebah	themen	oseba	them	N;ESS;FEM;PL	V;FIN
veriga	hotelkette	veriga	hotelkett	N;NOM;FEM;SG	
veriga	chain	veriga	chain	N;NOM;FEM;SG	PROPN
hingis	hingis	hingis	hingis	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
reaktor	reaktor	reaktor	reaktor	N;NOM;MASC;SG	PROPN
reaktor	reaktoren	reaktor	reaktoren	N;NOM;MASC;SG	N;NOM;PL
reaktor	reaktors	reaktor	reaktors	N;NOM;MASC;SG	
cleveland	cleveland	cleveland	cleveland	PROPN;NOM;MASC;SG	PROPN;NOM;SG
usoda	schicksals	usoda	schicksals	N;NOM;FEM;SG	ADV
usoda	schicksal	usoda	schicksal	N;NOM;FEM;SG	ADJ
usoda	destiny	usoda	destiny	N;NOM;FEM;SG	PROPN;NOM;SG
usoda	schicksal	usoda	schicksal	N;NOM;FEM;SG	ADJ
usoda	verbleib	usoda	verbleib	N;NOM;FEM;SG	
učinkovita	effizienten	učinkovit	effizient	ADJ;NOM;FEM;SG	ADJ;PL
učinkovita	effektive	učinkovit	effektiv	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
učinkovita	wirksame	učinkovit	wirksam	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
vesnina	wesnina	vesnina	wesnina	N;NOM;FEM;SG	
opisana	beschrieb	opisan	beschreiben	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
opisana	beschreibt	opisan	beschreiben	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
opisana	beschrieben	opisan	beschreiben	ADJ;NOM;FEM;SG;V.PTCP	V;V.PTCP
prizadevanja	anstrengungen	prizadevanje	anstrengung	N;NOM;NEUT;PL	V;NFIN
prizadevanja	bemühungen	prizadevanje	bemühungen	N;NOM;NEUT;PL	V;NFIN
prizadevanja	anstrengungen	prizadevanje	anstrengung	N;NOM;NEUT;PL	V;NFIN
prizadevanja	bemühungen	prizadevanje	bemühungen	N;NOM;NEUT;PL	V;NFIN
prizadevanja	anstrengung	prizadevanje	anstrengung	N;NOM;NEUT;PL	
bistvo	essenz	bistvo	essenz	N;NOM;NEUT;SG	
bistvo	wesentliche	bistvo	wesentlich	N;NOM;NEUT;SG	ADJ;NOM;FEM;PL
bistvo	essenzen	bistvo	essenzen	N;NOM;NEUT;SG	V;NFIN
bistvo	wesentlichen	bistvo	wesentlich	N;NOM;NEUT;SG	ADJ
nicholas	nikolaus	nicholas	nikolaus	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
nicholas	nikolai	nicholas	nikolai	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
nicholas	nicholas	nicholas	nicholas	PROPN;NOM;MASC;SG	PROPN;NOM;SG
poljubno	willkürlich	poljubno	willkürlich	ADV	ADJ
fazo	phase	faza	phase	N;ACC;FEM;SG	
izpostavljenosti	exposition	izpostavljenost	exposition	N;GEN;FEM;SG	
izpostavljenosti	forderungen	izpostavljenost	forderung	N;GEN;FEM;SG	V;NFIN
izpostavljenosti	exposition	izpostavljenost	exposition	N;GEN;FEM;SG	
talent	talente	talent	talent	N;NOM;MASC;SG	ADJ;NOM;PL
talent	begabung	talent	Begabung	N;NOM;MASC;SG	ADJ
talent	talent	talent	talent	N;NOM;MASC;SG	ADJ
talent	talenten	talent	talent	N;NOM;MASC;SG	V;FIN
podrejen	untergebenen	podrejen	untergeben	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PL;FIN
podrejen	untergeordnet	podrejen	unterordnen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
podrejen	untergeordneten	podrejen	untergeordnet	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PL
podrejen	untergeordnet	podrejen	unterordnen	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;V.PTCP
podrejen	nachrangige	podrejen	nachrangig	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
začetnik	einsteiger	začetnik	einsteiger	N;NOM;MASC;SG	ADJ
začetnik	anfänger	začetnik	anfanger	N;NOM;MASC;SG	ADJ
amsterdam	amsterdam	amsterda	amsterdam	N;NOM;MASC;SG	PROPN;NOM;NEUT;SG
gosti	gästen	gost	gäst	N;NOM;MASC;PL	V;PL;FIN
zelandija	zealand	zelandija	zealand	N;NOM;FEM;SG	PROPN;NOM;SG
zelandija	neuseeland	zelandija	neuseeland	N;NOM;FEM;SG	ADJ
jez	talsperre	jez	talsperre	N;NOM;MASC;SG	PROPN;NOM;SG
jez	damm	jez	damm	N;NOM;MASC;SG	
jez	dam	jez	der	N;NOM;MASC;SG	
party	feiern	party	feiern	N;NOM;MASC;SG	V;NFIN
party	feier	party	feier	N;NOM;MASC;SG	
party	party	party	party	N;NOM;MASC;SG	PROPN
party	partei	party	partei	N;NOM;MASC;SG	
dovoljenja	lizenz	dovoljenje	lizenz	N;NOM;NEUT;PL	
dovoljenja	lizenzen	dovoljenje	lizenzen	N;NOM;NEUT;PL	V;NFIN
dovoljenja	zugriffsrechte	dovoljenje	zugriffsrecht	N;NOM;NEUT;PL	ADJ;NOM;FEM;PL
regij	regionen	regija	regionen	N;GEN;FEM;PL	V;NFIN
pozitiven	positive	pozitiven	positiv	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
galerije	kunstgalerien	galerija	kunstgaleri	N;NOM;FEM;PL	ADJ
dež	rain	dež	rain	N;NOM;MASC;SG	PROPN
dež	regen	dež	rege	N;NOM;MASC;SG	V;NFIN
dež	regenwasser	dež	regenwasser	N;NOM;MASC;SG	ADJ
institut	institut	institut	instituen	N;NOM;MASC;SG	ADJ
institut	instituts	institut	instituts	N;NOM;MASC;SG	
nasledstvo	abfolge	nasledstvo	abfolge	N;NOM;NEUT;SG	
nasledstvo	nachfolge	nasledstvo	nachfolg	N;NOM;NEUT;SG	ADJ
nasledstvo	erbschaft	nasledstvo	erbschaffen	N;NOM;NEUT;SG	ADJ
nasledstvo	legacy	nasledstvo	legacy	N;NOM;NEUT;SG	
nasledstvo	vermächtnis	nasledstvo	vermächtnis	N;NOM;NEUT;SG	
nasledstvo	kulturgut	nasledstvo	kulturgut	N;NOM;NEUT;SG	PROPN
nasledstvo	erbschaft	nasledstvo	erbschaffen	N;NOM;NEUT;SG	ADJ
nasledstvo	nachlass	nasledstvo	nachlass	N;NOM;NEUT;SG	
nasledstvo	erben	nasledstvo	erben	N;NOM;NEUT;SG	
tovor	luftfracht	tovor	luftfracht	N;NOM;MASC;SG	ADJ
tovor	cargo	tovor	cargo	N;NOM;MASC;SG	PROPN
tovor	fracht	tovor	frachen	N;NOM;MASC;SG	ADJ
tovor	ladungen	tovor	ladungen	N;NOM;MASC;SG	V;NFIN
tovor	luftfracht	tovor	luftfracht	N;NOM;MASC;SG	ADJ
tovor	fracht	tovor	frachen	N;NOM;MASC;SG	ADJ
tovor	güterbeförderung	tovor	güterbeförderung	N;NOM;MASC;SG	ADJ
tovor	güterverkehr	tovor	güterverkehr	N;NOM;MASC;SG	ADJ
tovor	nutzlast	tovor	nutzlast	N;NOM;MASC;SG	ADJ
razporeditev	vertrieb	razporeditev	vertreiben	N;NOM;FEM;SG	
razporeditev	aufteilung	razporeditev	aufteilung	N;NOM;FEM;SG	ADJ;SG
razporeditev	lageplan	razporeditev	lageplan	N;NOM;FEM;SG	
razporeditev	grundriss	razporeditev	grundrissen	N;NOM;FEM;SG	ADJ
razporeditev	layout	razporeditev	layout	N;NOM;FEM;SG	ADJ
razporeditev	anordnung	razporeditev	anordnung	N;NOM;FEM;SG	ADJ
razporeditev	vereinbarung	razporeditev	vereinbarung	N;NOM;FEM;SG	ADJ
razporeditev	absprache	razporeditev	absprechen	N;NOM;FEM;SG	ADJ
razporeditev	regelung	razporeditev	Regelung	N;NOM;FEM;SG	ADJ
razporeditev	anordnung	razporeditev	anordnung	N;NOM;FEM;SG	ADJ
razporeditev	arrangement	razporeditev	arrangement	N;NOM;FEM;SG	V;V.PTCP
najmanjše	kleinste	majhen	klein	ADJ;NOM;RL;NEUT;SG	ADJ;NOM;FEM;PL
najmanjše	kleinsten	majhen	klein	ADJ;NOM;RL;NEUT;SG	ADJ;PL
vdova	witwe	vdova	witwe	N;NOM;FEM;SG	
izbruh	ausbrechen	izbruh	ausbrechen	N;NOM;MASC;SG	V;NFIN
izbruh	breakout	izbruh	breakout	N;NOM;MASC;SG	PROPN
