med	med	med	med	ADP	N;NOM;MASC;SG
dessa	ovi	denna	ovaj	PRO;DEF;PL	DET;NOM;MASC;PL
dessa	ove	denna	ovaj	PRO;DEF;PL	DET;GEN;FEM;SG
dessa	one	denna	onaj	PRO;DEF;PL	DET;NOM;FEM;PL
chile	čile	chile	čila	PROPN;NOM	PROPN;NOM;MASC;SG
växtlighet	vegetacije	växtlighet	vegetacija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
här	evo	här	evo	ADV	
kongo	kongu	kongo	kong	PROPN;NOM	PROPN;DAT;MASC;SG
öst	istočna	öst	istočan	N	ADJ;NOM;DEF;FEM;SG
öst	istočno	öst	istočno	N	ADV
öst	istočni	öst	istočni	N	ADV
öst	istočna	öst	istočan	N	ADJ;NOM;DEF;FEM;SG
öst	istočno	öst	istočno	N	ADV
region	regije	region	regija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
region	regiji	region	regija	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
von	von	von	von	PROPN;NOM	PROPN;NOM;MASC;SG
wat	wat	wat	wat	N;NOM;INDF;MASC+FEM;SG	ADP
släkte	generacije	släkte	generacija	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
sydlig	južni	sydlig	južan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
sydlig	južna	sydlig	južan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
sydlig	južnoj	sydlig	južan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DAT;DEF;FEM;SG
västlig	zapadna	västlig	zapadan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
västlig	zapadni	västlig	zapadan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
västlig	western	västlig	western	ADJ;NOM;INDF;MASC+FEM;SG	ADP
sydvästra	jugozapadnoj	sydvästra	jugozapadan	ADJ;NOM;DEF;SG	ADJ;DAT;DEF;FEM;SG
sydvästra	jugozapadno	sydvästra	jugozapadan	ADJ;NOM;DEF;SG	ADV
lite	lite	lite	lite	ADV	N;NOM;MASC;SG
republiken	republike	republik	republika	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
öppet	otvori	öppen	otvoriti	ADV	V;IND;SG;3;PRS;FIN
öppet	prozirna	öppen	proziran	ADV	ADJ;NOM;DEF;FEM;SG
delstat	stanja	delstad	stanje	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
delstat	stanju	delstad	stanje	N;NOM;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
innan	prije	innan	prije	CONJ	ADV
fram	prednja	fram	prednji	ADV	ADJ;NOM;DEF;FEM;SG
canberra	canberra	canberra	canberra	PROPN;NOM	N;NOM;MASC;SG
mål	golova	mål	gol	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
mål	ciljeve	mål	cilj	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
mål	ciljevi	mål	cilj	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
län	županije	län	županija	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
län	okrugu	län	okruga	N;NOM;INDF;NEUT;SG	N;DAT;MASC;SG
län	pokrajine	län	pokrajina	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
län	pokrajini	län	pokrajina	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG
län	županije	län	županija	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
bosnien	bosne	bosnie	bosna	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
bosnien	bosnia	bosnie	bosni	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
bosnien	bosna	bosnie	bosna	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
afghanistan	afganistanu	afghanistan	afganistan	N;NOM;DEF;MASC+FEM;SG	N;DAT;MASC;SG
john	ivan	john	ivan	PROPN;NOM	N;NOM;MASC;SG
john	john	john	john	PROPN;NOM	PROPN;NOM;MASC;SG
hercegovina	hercegovine	hercegovin	hercegovina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
hercegovina	hercegovinu	hercegovin	hercegovina	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
hercegovina	hercegovini	hercegovin	hercegovina	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
administrativ	administrativne	administrativ	administrativan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
nordöstra	sjeveroistoku	nordöstra	sjeveroistok	ADJ;NOM;DEF;SG	N;DAT;MASC;SG
nordöstra	sjeveroistočno	nordöstra	sjeveroistočno	ADJ;NOM;DEF;SG	ADV
ska	ska	skola	ska	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
ontario	ontario	ontario	ontariti	PROPN;NOM	PROPN;NOM;MASC;SG
plats	lokaciju	plats	lokacija	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
carl	karl	carl	karl	PROPN;NOM	PROPN;NOM;MASC;SG
carl	carl	carl	carl	PROPN;NOM	PROPN;NOM;MASC;SG
församling	parish	församling	parish	N;NOM;INDF;MASC+FEM;SG	ADP
församling	župi	församling	župa	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
församling	župe	församling	župa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
församling	skupštine	församling	skupština	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
río	río	río	río	N	PROPN;NOM;MASC;SG
land	land	land	land	N;NOM;INDF;NEUT;SG	ADP
amerikansk	američki	amerikansk	američki	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
amerikansk	american	amerikansk	american	ADJ;NOM;INDF;MASC+FEM;SG	ADP
amerikansk	amerikanac	amerikansk	amerikanac	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
amerikansk	američka	amerikansk	američki	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
helsingfors	helsinkiju	helsingfors	helsinkija	PROPN;NOM	N;DAT;MASC;SG
några	neke	någon	neki	DET;INDF;PL	PRO;NOM;FEM;PL
några	neki	någon	neki	DET;INDF;PL	PRO;NOM;MASC;PL
kommer	will	komma	will	V;IND;PRS;FIN;ACT	ADP
kommer	dođi	komma	doći	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN
exempel	primjeri	exempel	primjer	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
exempel	primjera	exempel	primjer	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
exempel	primjere	exempel	primjer	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
någon	bilo	någon	biti	PRO;INDF;MASC+FEM;SG	V;NEUT;SG;PST;V.PTCP;ACT
gräsmarker	pašnjacima	gräsmark	pašnjak	V;IND;PRS;FIN;ACT	N;DAT;MASC;PL
saint	sveti	saint	svet	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
saint	saint	saint	saint	N;NOM;INDF;MASC+FEM;SG	ADP
något	donekle	någon	donekle	PRO;INDF;NEUT;SG	ADV
något	neznatno	någon	neznatno	PRO;INDF;NEUT;SG	ADV
något	nesto	någon	nesto	PRO;INDF;NEUT;SG	N;NOM;NEUT;SG
gjorde	jeste	göra	biti	V;IND;PST;FIN;ACT	
san	san	san	san	PROPN;NOM	N;NOM;MASC;SG
stor	velika	stor	velik	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
stor	veliki	stor	velik	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
stor	velike	stor	velik	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
ingen	nijedan	ingen	nijedan	PRO;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
ingen	nijedna	ingen	nijedan	PRO;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
staden	town	stad	town	N;NOM;DEF;MASC+FEM;SG	ADP
staden	gradom	stad	grad	N;NOM;DEF;MASC+FEM;SG	N;INS;MASC;SG
kallt	hladna	kallt	hladan	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
får	ovca	få	ovac	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
får	ovci	få	ovaj	V;IND;PRS;FIN;ACT	N;DAT;MASC;SG
får	ovaca	få	ovac	V;IND;PRS;FIN;ACT	N;GEN;MASC;SG
får	ovce	få	ovac	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
naturlig	prirodna	naturlig	prirodan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
naturlig	prirodni	naturlig	prirodan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
naturlig	prirodne	naturlig	prirodan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
naturlig	prirodno	naturlig	prirodno	ADJ;NOM;INDF;MASC+FEM;SG	ADV
mest	većina	mycket	većina	ADV;RL	N;NOM;FEM;SG
mest	najvise	mycket	mnogo	ADV;RL	ADJ;NOM;DEF;RL;FEM;SG
mest	većinom	mycket	većinom	ADV;RL	ADV
mest	uglavnom	mycket	uglavnom	ADV;RL	ADV
ger	davanja	ge	davanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
ger	davanje	ge	davanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
ger	ger	ge	ger	V;IND;PRS;FIN;ACT	PROPN;NOM;MASC;SG
mosaik	mozaik	mosaik	mozaik	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
team	timovi	team	tim	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
team	ekipe	team	ekipa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
team	momčadi	team	momčad	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
team	tim	team	taj	N;NOM;INDF;NEUT;SG	DET;INS;NEUT;SG
hela	ozdravi	hel	ozdraviti	ADJ;NOM;DEF;SG	V;IND;SG;2;PRS;FIN
hela	izliječiti	hel	izliječiti	ADJ;NOM;DEF;SG	V;NFIN
hela	cijele	hel	cio	ADJ;NOM;DEF;SG	ADJ;NOM;DEF;FEM;PL
gör	make	göra	maka	V;IMP;FIN;ACT	ADP
gör	napravi	göra	napraviti	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
honom	mu	han	on	PRO;ACC;DEF;MASC+FEM;SG	PRO;DAT;MASC;SG;3
honom	njemu	han	on	PRO;ACC;DEF;MASC+FEM;SG	PRO;DAT;MASC;SG;3
nordvästra	northwestern	nordvästra	northwestern	ADJ;NOM;DEF;SG	N;NOM;MASC;SG
nordvästra	sjeverozapad	nordvästra	sjeverozapad	ADJ;NOM;DEF;SG	N;NOM;MASC;SG
nordvästra	sjeverozapadno	nordvästra	sjeverozapadno	ADJ;NOM;DEF;SG	ADV
angola	angoli	angola	angoli	PROPN;NOM	N;DAT;FEM;SG
vad	što	vad	što	PRO;INDF;NEUT;SG	PRO;NOM;NEUT
vad	sta	vad	sta	PRO;INDF;NEUT;SG	
vad	šta	vad	šta	PRO;INDF;NEUT;SG	PRO;NOM;NEUT
columbia	columbia	columbia	columbia	PROPN;NOM	N;NOM;MASC;SG
tyskland	njemačka	tyskland	njemački	PROPN;NOM	ADJ;NOM;DEF;FEM;SG
tyskland	njemačkoj	tyskland	njemački	PROPN;NOM	ADJ;DAT;DEF;FEM;SG
distrikt	okruga	distrikt	okruga	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
distrikt	okrugu	distrikt	okruga	N;NOM;INDF;NEUT;SG	N;DAT;MASC;SG
fuktigt	vlažno	fuktig	vlažno	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
fuktigt	vlažno	fuktig	vlažno	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
fuktigt	vlažna	fuktig	vlažan	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
fuktigt	vlaga	fuktig	vlaga	ADJ;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
fuktigt	vlažno	fuktig	vlažno	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
fuktigt	vlažna	fuktig	vlažan	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
quebrada	quebrada	kuebrad	quebrad	V;FIN;ACT	N;NOM;MASC;SG
mexiko	meksiko	mexiko	meksiko	PROPN;NOM	PROPN;NOM;MASC;SG
mexiko	meksiku	mexiko	meksik	PROPN;NOM	N;DAT;MASC;SG
mexiko	mexico	mexiko	mexico	PROPN;NOM	PROPN;NOM;MASC;SG
london	london	london	london	PROPN;NOM	N;NOM;MASC;SG
används	korištene	använda	koristiti	V;IND;PRS;FIN;PASS	ADJ;NOM;DEF;FEM;PL;V.PTCP
används	korišteno	använda	koristiti	V;IND;PRS;FIN;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
används	korišten	använda	korišten	V;IND;PRS;FIN;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
början	početku	början	početak	N;NOM;DEF;MASC+FEM;SG	N;DAT;MASC;SG
början	početke	början	početak	N;NOM;DEF;MASC+FEM;SG	N;ACC;MASC;PL
hur	kako	hur	kako	ADV	CONJ
bay	bay	bay	bay	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
barn	djeco	barn	djeco	N;NOM;INDF;NEUT;PL	V;IMP;PL;2;FIN
barn	djete	barn	dijete	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
barn	dete	barn	deti	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
barn	dijete	barn	dijete	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
ekonomiska	ekonomska	ekonomisk	ekonomski	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
ekonomiska	ekonomski	ekonomisk	ekonomski	ADJ;NOM;PL	ADV
ekonomiska	gospodarski	ekonomisk	gospodarski	ADJ;NOM;PL	ADV
ekonomiska	gospodarska	ekonomisk	gospodarski	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
dem	im	de	oni	PRO;ACC;DEF;PL	PRO;DAT;PL;3
både	oboje	både	oboje	CONJ	N;NOM;MASC;SG
övrigt	razno	övrigt	razni	ADJ;NOM;INDF;NEUT;SG	ADV
övrigt	razni	övrigt	razni	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
gunung	gunung	gunung	gunung	N;NOM;INDF;MASC+FEM;SG	ADP
england	engleske	england	engleski	PROPN;NOM	ADJ;NOM;DEF;FEM;PL
england	englesku	england	engleski	PROPN;NOM	ADJ;ACC;DEF;FEM;SG
england	engleska	england	engleski	PROPN;NOM	ADJ;NOM;DEF;FEM;SG
hennes	njeno	hon	njen	PRO;DEF	DET;NOM;NEUT;SG;3
hennes	njezin	hon	njezin	PRO;DEF	DET;NOM;MASC;SG;3
hennes	njen	hon	njen	PRO;DEF	DET;NOM;MASC;SG;3
hennes	njena	hon	njen	PRO;DEF	DET;NOM;FEM;SG;3
argentina	argentini	argentin	argentina	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
argentina	argentine	argentin	argentina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
mountain	planine	mountai	planina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
mountain	planinu	mountai	planina	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
grekland	grčka	grekland	grčki	PROPN;NOM	ADJ;NOM;FEM;SG
deras	njihova	de	njihov	PRO;DEF	DET;NOM;FEM;SG;3
deras	njihovo	de	njihov	PRO;DEF	DET;NOM;NEUT;SG;3
deras	njihov	de	njihov	PRO;DEF	DET;NOM;MASC;SG;3
deras	njihova	de	njihov	PRO;DEF	DET;NOM;FEM;SG;3
deras	njihov	de	njihov	PRO;DEF	DET;NOM;MASC;SG;3
distriktet	okrugu	distrikt	okruga	N;NOM;DEF;NEUT;SG	N;DAT;MASC;SG
dam	brani	dam	braniti	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
dam	brane	dam	brana	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
dam	damo	dam	damo	N;NOM;INDF;MASC+FEM;SG	V;IND;PL;1;PRS;FIN
karl	charles	karl	charles	PROPN;NOM	N;NOM;MASC;SG
karl	karlo	karl	karlo	PROPN;NOM	N;NOM;MASC;SG
karl	karl	karl	karl	PROPN;NOM	PROPN;NOM;MASC;SG
skådespelare	glumce	skådespelare	glumac	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
skådespelare	glumci	skådespelare	glumac	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
skådespelare	glumca	skådespelare	glumac	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
öar	otočje	öar	otočji	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
öar	otoke	öar	otok	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
öar	otoka	öar	otok	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;SG
danmark	danske	danmark	danski	PROPN;NOM	ADJ;NOM;DEF;FEM;PL
danmark	danska	danmark	danska	PROPN;NOM	ADJ;NOM;DEF;FEM;SG
danmark	danskoj	danmark	danski	PROPN;NOM	ADJ;DAT;DEF;FEM;SG
danmark	danmark	danmark	danmark	PROPN;NOM	
son	sine	son	sina	N;NOM;INDF;MASC+FEM;SG	INTJ
österrike	austrija	österrike	austrija	PROPN;NOM	PROPN;NOM;FEM;SG
österrike	austriju	österrike	austrija	PROPN;NOM	N;ACC;FEM;SG
österrike	austrije	österrike	austrija	PROPN;NOM	N;NOM;FEM;PL
river	rijeke	riva	rijeka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
river	river	riva	river	N;NOM;INDF;NEUT;SG	ADP
river	rijeci	riva	rijeka	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG
artiklar	članke	artikel	članak	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
jean	jean	jean	jean	PROPN;NOM	PROPN;NOM;MASC;SG
jean	žan	jean	žan	PROPN;NOM	N;NOM;MASC;SG
redan	vec	redan	vec	ADV	PROPN;NOM;MASC;SG
före	prije	före	prije	ADP	ADV
william	william	william	william	PROPN;NOM	PROPN;NOM;MASC;SG
känd	poznata	känd	poznat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
känd	poznato	känd	poznat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG
känd	poznati	känd	poznat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL
känd	slavni	känd	slavan	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
känd	poznati	känd	poznat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL
känd	poznata	känd	poznat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
engelska	englezi	engelsk	engleg	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
engelska	engleski	engelsk	engleski	N;NOM;INDF;MASC+FEM;SG	ADV
engelska	english	engelsk	english	N;NOM;INDF;MASC+FEM;SG	ADP
departement	odjel	departement	odjel	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
departement	odjela	departement	odjel	N;NOM;INDF;NEUT;PL	N;ACC;MASC;SG
departement	ministarstvo	departement	ministarstvo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
antal	računati	antal	računati	N;NOM;INDF;NEUT;SG	V;NFIN
antal	broji	antal	brojati	N;NOM;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
des	des	de	des	N;NOM;INDF;NEUT;SG	ADP
författare	autora	författare	autor	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
författare	spisateljica	författare	spisateljica	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
författare	pisac	författare	pisac	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
författare	pisce	författare	pisac	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
författare	autor	författare	autor	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
los	los	los	los	PROPN;NOM	PROPN;NOM;MASC;SG
äldre	starješina	gammal	starješina	ADJ;NOM;CMPR	N;NOM;FEM;SG
gamla	stara	gammal	star	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
gamla	staro	gammal	star	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
gamla	stari	gammal	star	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
allt	sve	all	sve	PRO;INDF;NEUT;SG	PRO;NOM;NEUT;SG
allt	sve	all	sve	PRO;INDF;NEUT;SG	PRO;NOM;NEUT;SG
allt	svi	all	sav	PRO;INDF;NEUT;SG	DET;NOM;DEF;MASC;PL
lag	tim	lag	taj	N;NOM;INDF;MASC+FEM;SG	DET;INS;NEUT;SG
lag	timovi	lag	tim	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
lag	ekipe	lag	ekipa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
lag	momčadi	lag	momčad	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
johan	ivan	joha	ivan	PROPN;NOM	N;NOM;MASC;SG
johan	john	joha	john	PROPN;NOM	PROPN;NOM;MASC;SG
johan	johan	joha	johan	PROPN;NOM	PROPN;NOM;MASC;SG
diskussion	rasprave	diskussion	rasprava	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
diskussion	raspravu	diskussion	rasprava	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
eet	eet	en	eet	PROPN;NOM	
iucn	iucn	iucn	iucn	N;NOM;DEF;MASC+FEM;SG	ADP
kullar	brda	kulla	brdo	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
kullar	hills	kulla	hills	N;NOM;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG
black	crna	black	crn	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
black	crni	black	crn	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
black	crne	black	crn	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
black	crno	black	crn	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
asien	azija	asie	azija	PROPN;NOM	N;NOM;FEM;SG
asien	azije	asie	azija	PROPN;NOM	N;NOM;FEM;PL
bild	sliku	bild	slika	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
bild	sliku	bild	slika	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
france	francuska	fra	francuski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
france	france	fra	franca	N;NOM;INDF;MASC+FEM;SG	ADP
politiker	politika	politik	politika	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
politiker	političare	politik	političar	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
politiker	političarima	politik	političar	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
politiker	političar	politik	političar	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
politiker	političara	politik	političar	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
göra	make	göra	maka	V;IMP;FIN;ACT	ADP
göra	napravi	göra	napraviti	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
left	lijevo	lefa	lijevo	N;NOM;INDF;MASC+FEM;SG	ADV
band	trake	band	traka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
band	bendovi	band	bend	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
band	bendova	band	bend	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
rio	rio	rio	rio	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
rio	riju	rio	rije	N;NOM;INDF;NEUT;SG	N;DAT;MASC;SG
rock	rock	rock	rock	N;NOM;INDF;MASC+FEM;SG	ADP
söderut	jugu	söderut	jug	ADV	N;DAT;MASC;SG
söderut	jug	söderut	jug	ADV	N;NOM;MASC;SG
sista	zadnji	sista	zadnji	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;MASC;SG
sista	posljednje	sista	posljednji	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;FEM;PL
sista	zadnje	sista	zadnji	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;FEM;PL
sista	posljednja	sista	posljednji	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;FEM;SG
sista	posljednji	sista	posljednji	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;MASC;SG
sista	završni	sista	završan	ADJ;NOM;DEF;RL	ADJ;NOM;DEF;MASC;SG
george	george	george	george	PROPN;NOM	N;NOM;MASC;SG
delar	dijeljenje	del	dijeljenje	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
delar	dijeli	del	dijeliti	N;NOM;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
auto	automatski	auto	automatski	N;NOM;INDF;MASC+FEM;SG	ADV
hett	vruće	hett	vruć	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
hett	vrelo	hett	vrelo	ADJ;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
hett	zgodna	hett	zgodan	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
norrut	sjeverna	norrut	sjeveran	ADV	ADJ;NOM;DEF;FEM;SG
norrut	sjever	norrut	sjever	ADV	N;NOM;MASC;SG
själv	self	själv	self	ADJ;NOM;INDF;MASC+FEM;SG	ADP
själv	sebe	själv	sebe	ADJ;NOM;INDF;MASC+FEM;SG	PRO;ACC;REFL
själv	sebi	själv	sebe	ADJ;NOM;INDF;MASC+FEM;SG	PRO;DAT;REFL
åren	godine	år	godina	N;NOM;DEF;NEUT;PL	N;GEN;FEM;SG
åren	godinama	år	godina	N;NOM;DEF;NEUT;PL	N;INS;FEM;PL
åren	godina	år	godina	N;NOM;DEF;NEUT;PL	N;NOM;FEM;SG
höjd	elevacija	höja	elevacija	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
höjd	visine	höja	visina	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;FEM;PL
höjd	visina	höja	visina	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
säsongen	sezone	säsong	sezona	N;NOM;DEF;MASC+FEM;SG	N;GEN;FEM;SG
poäng	tačke	poäng	tačak	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
poäng	bodova	poäng	bod	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
poäng	točke	poäng	točka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
poäng	bodovi	poäng	bod	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
istället	umjesto	istället	umjesto	ADV	ADP;GEN
