castle	замок	cast	замка		N;INAN;NOM;MASC;SG
cihazlar	пристроїв	cihaz	пристрій	N;NOM;PL;3	N;INAN;GEN;MASC;PL
janet	джанет	janet	джанет		ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
taşıdı	несуть	taşı	нести	V;PFV;IND;SG;3;POS;PST	V;IPFV;IND;PL;3;PRS;FIN
taşıdı	проводяться	taşı	проводитися	V;PFV;IND;SG;3;POS;PST	V;IPFV;IND;PL;3;PRS;FIN
okumak	прочитайте	oku	прочитати	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;IMP;PL;2;FIN
okumak	читати	oku	читати	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;NFIN
okumak	прочитані	oku	прочитаний	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADJ;PFV;NOM;PL;V.PTCP;PASS
okumak	читайте	oku	читати	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IPFV;IMP;PL;2;FIN
okumak	читання	oku	читання	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
okumak	читання	oku	читання	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
ural	урал	ural	урал		PROPN;INAN;NOM;MASC;SG
sembol	символ	sembol	символ		N;INAN;NOM;MASC;SG
sembol	шеврон	sembol	шеврон		N;INAN;NOM;MASC;SG
hicaz	хіджаз	hicaz	хіджаз		PROPN;INAN;NOM;MASC;SG
christina	крістіна	christin	крістін	PROPN;DAT;SG;3	N;ANIM;NOM;FEM;SG
christina	христина	christin	христина	PROPN;DAT;SG;3	N;ANIM;NOM;FEM;SG
bildirir	сповіщає	bil	сповіщати	V;IPFV;IND;SG;3;POS;CAUS	V;IPFV;IND;SG;3;PRS;FIN
bildirir	повідомить	bil	повідомити	V;IPFV;IND;SG;3;POS;CAUS	V;PFV;IND;SG;3;FUT;FIN
uzmanlık	спеціалізації	uzmanlık	спеціалізація	N;NOM;SG;3	N;INAN;NOM;FEM;PL
uzmanlık	specialty	uzmanlık	specialty	N;NOM;SG;3	
mesih	месія	mesih	месія		N;ANIM;NOM;MASC;SG
keşfi	відкриття	keşif	відкриття		N;INAN;NOM;NEUT;SG
keşfi	знахідка	keşif	знахідка		N;INAN;NOM;FEM;SG
chaplin	чаплін	chaplin	чаплін		PROPN;ANIM;NOM;MASC;SG
tay	кольт	tay	кольто		
johan	йоган	johan	йоган		PROPN;ANIM;NOM;MASC;SG
çete	банда	çete	банд		N;INAN;NOM;FEM;SG
çete	gang	çete	gang		
çete	банди	çete	банда		N;INAN;NOM;FEM;PL
foster	фостер	foster	фостер	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
fotoğrafçı	фотограф	fotoğrafçı	фотограф		N;ANIM;NOM;MASC;SG
grönland	ґренландії	grönla	ґренландія		PROPN;INAN;NOM;FEM;SG
soykırım	геноцид	soykırım	геноцид		N;INAN;NOM;MASC;SG
soykırım	голокосту	soykırım	голокост		N;INAN;GEN;MASC;SG
ibm	ibm	ibm	ibm		
faith	віра	faith	віра		N;ANIM;NOM;FEM;SG
key	ключ	key	ключ		N;INAN;NOM;MASC;SG
key	клавіша	key	клавіший		N;INAN;NOM;FEM;SG
peri	німфа	peri	німфа		N;ANIM;NOM;FEM;SG
peri	фея	peri	фея		N;ANIM;NOM;FEM;SG
çizim	ескіз	çiz	ескіз		N;INAN;NOM;MASC;SG
çizim	креслення	çiz	креслення		N;INAN;NOM;NEUT;SG
çizim	малюнок	çiz	малюнок		N;INAN;NOM;MASC;SG
çizim	малювання	çiz	малювання		N;INAN;NOM;NEUT;SG
ihracat	експортує	ihracat	експортувати		V;IPFV;IND;SG;3;PRS;FIN
ihracat	експорт	ihracat	експорт		N;INAN;NOM;MASC;SG
ihracat	експорт	ihracat	експорт		N;INAN;NOM;MASC;SG
ihracat	експортувати	ihracat	експортувати		V;IPFV;NFIN
shane	шейн	shane	шейний		PROPN;ANIM;NOM;MASC;SG
simetrik	симетричне	simetrik	симетричний		ADJ;NOM;NEUT;SG
mah	mah	mah	mah	PROPN;NOM;SG;3	
infaz	виконано	infaz	виконати		V;PFV;IND;0;FIN
infaz	виконання	infaz	виконання		N;INAN;NOM;NEUT;SG
yüzük	кільцева	yüzük	кільцевий	N;NOM;SG;3	ADJ;NOM;FEM;SG
yüzük	обручки	yüzük	обручка	N;NOM;SG;3	N;INAN;NOM;MASC;PL
deneyimi	досвід	deney	досвід	N;ACC;SG;3	N;INAN;NOM;MASC;SG
genişleme	розширення	genişle	розширення	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
genişleme	розгортання	genişle	розгортання	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
genişleme	розширення	genişle	розширення	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
bağlanmış	долучено	bağla	долучити	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;IND;0;FIN
aramaya	пошук	ara	пошук	V;PFV;DAT;IND;POS;PRS;V.MSDR	N;INAN;NOM;MASC;SG
yanlışlıkla	помилково	yanlışlık	помилково	N;INS;SG;3	ADV
yanlışlıkla	випадково	yanlışlık	випадково	N;INS;SG;3	ADV
tutsak	полоні	tutsak	полон		N;INAN;DAT;MASC;SG
tutsak	затримані	tutsak	затриманий		ADJ;PFV;NOM;PL;V.PTCP;PASS
tutsak	полонених	tutsak	полонений		ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
tutsak	полон	tutsak	полон		N;INAN;NOM;MASC;SG
sonsuza	назавжди	sonsuz	назавжди	ADJ;DAT;SG;3	
sonsuza	forever	sonsuz	forever	ADJ;DAT;SG;3	
sonsuza	навіки	sonsuz	навіки	ADJ;DAT;SG;3	
protokolü	протокол	protokolü	протокол	N;ACC;SG;3	N;INAN;NOM;MASC;SG
emily	емілі	emily	еміль		PROPN;ANIM;NOM;FEM;SG
haiti	гаїті	hait	гаїт		PROPN;INAN;NOM;FEM;SG
üçüncüsü	третє	üçüncü	третєпа	ADJ;NOM;SG;3	NUM;NOM;NEUT
iphone	iphone	iphon	iphone	N;NOM;SG;3	
buluşma	кондратюка	buluş	кондратюка	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;ANIM;GEN;MASC;SG
buluşma	дату	buluş	дата	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;ACC;FEM;SG
buluşma	дата	buluş	дата	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;FEM;SG
buluşma	датою	buluş	дата	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;INS;FEM;SG
buluşma	засідання	buluş	засідання	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
buluşma	нарада	buluş	нарада	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;FEM;SG
buluşma	зустрічі	buluş	зустріч	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;FEM;PL
buluşma	зустріч	buluş	зустріч	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;FEM;SG
kazanma	вигравати	kazan	вигравати		V;IPFV;NFIN
kazanma	забив	kazan	забити		V;PFV;MASC;IND;SG;PST;FIN
kazanma	виграш	kazan	виграти		N;INAN;NOM;MASC;SG
kazanma	перемагає	kazan	перемагати		V;IPFV;IND;SG;3;PRS;FIN
korkut	лякати	korkut	лякати		V;IPFV;NFIN
korkut	налякати	korkut	налякати		V;PFV;NFIN
liderlik	провідних	liderlik	провідний	N;NOM;SG;3	ADJ;GEN;PL
liderlik	вели	liderlik	вести	N;NOM;SG;3	V;IPFV;IND;PL;PST;FIN
liderlik	провідний	liderlik	провідний	N;NOM;SG;3	ADJ;NOM;MASC;SG
temelde	принципово	temel	принципово	ADJ;ESS;SG;3	ADV
temelde	коротше	temel	коротше	ADJ;ESS;SG;3	ADV;CMPR
jimnastik	зарядка	jimnastik	зарядка		N;INAN;NOM;FEM;SG
jimnastik	гімнастика	jimnastik	гімнастик		N;INAN;NOM;FEM;SG
sağlanan	надані	sağla	наданий	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
garcia	гарсія	garcia	гарсія	PROPN;NOM;SG;3	PROPN;ANIM;NOM;FEM;SG
sembolik	символічне	sembolik	символічний		ADJ;NOM;NEUT;SG
sembolik	символічні	sembolik	символічний		ADJ;NOM;PL
sembolik	символічних	sembolik	символічний		ADJ;GEN;PL
minimum	мінімальна	minim	мінімальний	N;NOM;SG;3	ADJ;NOM;FEM;SG
minimum	мінімальний	minim	мінімальний	N;NOM;SG;3	ADJ;NOM;MASC;SG
minimum	мінімально	minim	мінімально	N;NOM;SG;3	ADV
minimum	мінімальне	minim	мінімальний	N;NOM;SG;3	ADJ;NOM;NEUT;SG
minimum	мінімальна	minim	мінімальний	N;NOM;SG;3	ADJ;NOM;FEM;SG
minimum	мінімальне	minim	мінімальний	N;NOM;SG;3	ADJ;NOM;NEUT;SG
cbs	cbs	cbs	cbs		
cbs	гіс	cbs	гости		
yen	єн	yen	єн		
joey	джої	joey	джа		PROPN;ANIM;NOM;FEM;SG
asistan	жителька	asistan	жителька		N;ANIM;NOM;FEM;SG
asistan	помічники	asistan	помічник		N;ANIM;NOM;MASC;PL
asistan	помічника	asistan	помічник		N;ANIM;ACC;MASC;SG
asistan	помічник	asistan	помічник		N;ANIM;NOM;MASC;SG
karşılaşma	збіг	karşılaşma	збігти		N;INAN;NOM;MASC;SG
karşılaşma	відповідність	karşılaşma	відповідність		N;INAN;NOM;FEM;SG
karşılaşma	матч	karşılaşma	матч		N;INAN;NOM;MASC;SG
karşılaşma	двобій	karşılaşma	двобія		N;INAN;NOM;MASC;SG
karşılaşma	сірники	karşılaşma	сірник		N;INAN;NOM;MASC;PL
karşılaşma	могил	karşılaşma	могила		N;INAN;GEN;FEM;PL
karşılaşma	зустріч	karşılaşma	зустріч		N;INAN;NOM;FEM;SG
bitkisel	овочі	bitkisel	овочі		N;INAN;NOM;MASC;PL
bitkisel	овочеві	bitkisel	овочевий		ADJ;NOM;PL
bitkisel	вегетативне	bitkisel	вегетативний		ADJ;NOM;NEUT;SG
sedan	седан	sedan	седан	PROPN;NOM;SG;3	N;INAN;NOM;MASC;SG
topluluklar	громад	topluluk	громада	N;NOM;PL;3	N;INAN;GEN;FEM;PL
topluluklar	товариств	topluluk	товариство	N;NOM;PL;3	N;INAN;GEN;NEUT;PL
veronica	вероніка	veronica	веронік		N;ANIM;NOM;FEM;SG
nötron	нейтронів	nötron	нейтрон	N;NOM;SG;3	N;INAN;GEN;MASC;PL
nötron	нейтронна	nötron	нейтронний	N;NOM;SG;3	ADJ;NOM;FEM;SG
hentbol	гандболу	hentbol	гандбол	N;NOM;SG;3	N;INAN;GEN;MASC;SG
agg	agg	agg	agg		
derinliği	глибина	derinlik	глибина	N;ACC;SG;3	N;INAN;NOM;FEM;SG
beğeni	рейтинг	beğen	рейтинг		N;INAN;NOM;MASC;SG
beğeni	оцінкою	beğen	оцінка		N;INAN;INS;FEM;SG
beğeni	оцінка	beğen	оцінка		N;INAN;NOM;FEM;SG
beğeni	уподобання	beğen	уподобання		N;INAN;NOM;NEUT;PL
beğeni	уподобань	beğen	уподобання		N;INAN;GEN;FEM;PL
beğeni	подобається	beğen	подобатися		V;IPFV;IND;SG;3;PRS;FIN
beğeni	вподобань	beğen	вподобання		N;INAN;GEN;FEM;PL
beğeni	вподобання	beğen	вподобання		N;INAN;NOM;NEUT;SG
beğeni	любителів	beğen	любитель		N;ANIM;ACC;MASC;PL
şifreleme	шифрування	şifrele	шифрування	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
şifreleme	шифрування	şifrele	шифрування	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
şifreleme	шифрування	şifrele	шифрування	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
şifreleme	криптографія	şifrele	криптографія	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;FEM;SG
şifreleme	шифрування	şifrele	шифрування	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
galileo	галілео	gal	галілео		N;INAN;NOM;MASC;SG
chuck	чак	chuck	чак		N;ANIM;NOM;MASC;SG
goethe	гете	goethe	гете		PROPN;ANIM;NOM;MASC;SG
wales	уельсу	wales	уельс	PROPN;NOM;SG;3	PROPN;INAN;GEN;MASC;SG
wales	уельс	wales	уельс	PROPN;NOM;SG;3	
fetih	завоювання	fetih	завоювання		N;INAN;NOM;NEUT;SG
fetih	conquest	fetih	conquest		
fetih	підкорення	fetih	підкорення		N;INAN;NOM;NEUT;SG
fetih	завойовником	fetih	завойовник		N;ANIM;INS;MASC;SG
kulüpleri	клуби	kulüp	клуб	N;ACC;PL;3	N;INAN;NOM;MASC;PL
kulüpleri	жир	kulüp	жир	N;ACC;PL;3	N;INAN;NOM;MASC;SG
kulüpleri	клубів	kulüp	клуб	N;ACC;PL;3	N;INAN;GEN;MASC;PL
meşgul	зайнята	meşgul	зайнятий		ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
meşgul	зайнятість	meşgul	зайнятість		N;INAN;NOM;FEM;SG
meşgul	зайнятий	meşgul	зайнятий		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
meşgul	зайнято	meşgul	зайнято		V;PFV;IND;0;FIN
beyan	заява	beyan	заява		N;INAN;NOM;FEM;SG
beyan	виписка	beyan	виписка		N;INAN;NOM;FEM;SG
beyan	твердження	beyan	твердження		N;INAN;NOM;NEUT;SG
beyan	декларація	beyan	декларація		N;INAN;NOM;FEM;SG
beyan	оголошення	beyan	оголошення		N;INAN;NOM;NEUT;SG
engellendi	заблоковано	engelle	заблокувати		V;PFV;IND;0;FIN
engellendi	заблокували	engelle	заблокувати		V;PFV;IND;PL;PST;FIN
engellendi	заблоковані	engelle	заблокований		ADJ;PFV;NOM;PL;V.PTCP;PASS
taklit	імітація	taklit	імітація		N;INAN;NOM;FEM;SG
chan	чан	chan	чан		
yakalandı	зловили	yakala	зловити	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;PL;PST;FIN
yakalandı	полон	yakala	полон	V;PFV;IND;SG;3;POS;PST;PASS	N;INAN;NOM;MASC;SG
yakalandı	захопили	yakala	захопити	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;IND;PL;PST;FIN
yakalandı	захоплені	yakala	захоплений	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
çekimler	пострілів	çekim	постріл	N;NOM;PL;3	N;INAN;GEN;MASC;PL
kaybeder	втратить	kaybet	втратити	V;IPFV;IND;SG;3;POS	V;PFV;IND;SG;3;FUT;FIN
kaybeder	програє	kaybet	програти	V;IPFV;IND;SG;3;POS	V;IPFV;IND;SG;3;PRS;FIN
kaybeder	втратити	kaybet	втратити	V;IPFV;IND;SG;3;POS	V;PFV;NFIN
kaybeder	програти	kaybet	програти	V;IPFV;IND;SG;3;POS	V;PFV;NFIN
milletvekilleri	депутатів	milletvekili	депутат	N;NOM;PL;3	N;ANIM;ACC;MASC;PL
milletvekilleri	mps	milletvekili	mps	N;NOM;PL;3	
mevsim	сезонні	mevsim	сезонний		ADJ;NOM;PL
mevsim	season	mevsim	season		
mevsim	сезон	mevsim	сезон		N;INAN;NOM;MASC;SG
mevsim	сезону	mevsim	сезон		N;INAN;GEN;MASC;SG
mevsim	сезони	mevsim	сезон		N;INAN;NOM;MASC;PL
videoları	відео	video	відео	N;ACC;PL;3	
analitik	аналітичних	analitik	аналітичний		ADJ;GEN;PL
bahreyn	бахрейн	bahrey	бахрейн	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
sarp	круті	sarp	круть		N;INAN;NOM;MASC;PL
maccabi	маккабі	maccabi	маккабь		N;INAN;NOM;MASC;PL
atp	атп	atp	атп		
turne	гастролі	tur	гастроль		N;INAN;NOM;MASC;PL
turne	tour	tur	tour		
turne	тур	tur	тур		N;INAN;NOM;MASC;SG
turne	турне	tur	турний		N;INAN;NOM;NEUT;SG
kaydedilen	записав	kaydet	записати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
kaydedilen	збережені	kaydet	збережений	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
kaydedilen	збережених	kaydet	збережений	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
kaydedilen	збережений	kaydet	збережений	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
kaydedilen	врятований	kaydet	врятований	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
sipariş	замовити	sipariş	замовити	N;NOM;SG;3	V;PFV;NFIN
ağaçlar	дерев	ağaç	дерево	N;NOM;PL;3	
bern	берн	bern	берн	PROPN;NOM;SG;3	
bulanık	нечіткий	bulanık	нечіткий		ADJ;NOM;MASC;SG
bulanık	утворення	bulanık	утворення		N;INAN;NOM;NEUT;SG
ispat	довести	ispat	довести		V;PFV;NFIN
gözlemci	спостерігач	gözlemci	спостерігач		N;ANIM;NOM;MASC;SG
gözlemci	спостерігача	gözlemci	спостерігач		N;ANIM;ACC;MASC;SG
gerilla	партизан	geril	партизаний		N;INAN;NOM;MASC;SG
gerilla	партизани	geril	партизаний		N;ANIM;NOM;MASC;PL
gerilla	партизанська	geril	партизанський		ADJ;NOM;FEM;SG
gerilla	партизанів	geril	партизан		N;ANIM;ACC;MASC;PL
değişti	змінено	değiş	змінити	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;0;FIN
değişti	змінений	değiş	змінений	V;PFV;IND;SG;3;POS;PST	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
değişti	змінені	değiş	змінений	V;PFV;IND;SG;3;POS;PST	ADJ;PFV;NOM;PL;V.PTCP;PASS
toplamak	збір	topla	збір	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;MASC;SG
toplamak	збирання	topla	збирання	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INAN;NOM;NEUT;SG
dolaşım	гостра	dolaşım	гостра		ADJ;NOM;FEM;SG
dolaşım	обіг	dolaşım	обіг		N;INAN;NOM;MASC;SG
anlamsız	безглуздо	anlamsız	безглуздо	ADJ	ADV
bataklık	марші	bataklık	марший	N;NOM;SG;3	N;INAN;NOM;MASC;PL
katılacak	присутній	kat	присутній	V;PFV;IND;SG;3;POS;FUT;PASS	ADJ;NOM;MASC;SG
palermo	палермо	palermo	палермо	PROPN;NOM;SG;3	N;INAN;NOM;MASC;SG
göller	озер	göl	озер	N;NOM;PL;3	N;INAN;GEN;FEM;PL
katılımı	приїзд	katılım	приїзд	N;ACC;SG;3	N;INAN;NOM;MASC;SG
katılımı	участі	katılım	участь	N;ACC;SG;3	N;INAN;ACC;FEM;PL
blackburn	блекберн	blackburn	блекберн	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
eklenmiş	додано	ekle	додати	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;IND;0;FIN
eklenmiş	додані	ekle	доданий	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
çar	цар	çar	цар		N;ANIM;NOM;MASC;SG
farkında	уважні	fark	уважний	N;ESS;SG;3	ADJ;NOM;PL
farkında	відомо	fark	відомо	N;ESS;SG;3	ADV
farkında	усвідомлює	fark	усвідомлювати	N;ESS;SG;3	V;IPFV;IND;SG;3;PRS;FIN
asi	rebel	asi	rebel		
greg	грег	greg	грег		PROPN;ANIM;NOM;MASC;SG
tyler	тайлер	iy	тайлер		PROPN;ANIM;NOM;MASC;SG
ilaçlar	медикаментів	ilaç	медикамент	N;NOM;PL;3	N;INAN;GEN;MASC;PL
ilaçlar	ліки	ilaç	ліки	N;NOM;PL;3	N;INAN;NOM
ilaçlar	ліків	ilaç	ліки	N;NOM;PL;3	N;INAN;GEN;MASC;PL
ilaçlar	ліки	ilaç	ліки	N;NOM;PL;3	N;INAN;NOM
ilaçlar	медицина	ilaç	медицина	N;NOM;PL;3	N;INAN;NOM;FEM;SG
nielsen	нільсен	niel	нільсен		PROPN;ANIM;NOM;FEM;SG
yahudilere	жиди	yahudi	жид	N;DAT;PL;3	N;ANIM;NOM;MASC;PL
yahudilere	євреї	yahudi	єврей	N;DAT;PL;3	N;ANIM;NOM;MASC;PL
yahudilere	євреїв	yahudi	єврей	N;DAT;PL;3	N;ANIM;ACC;MASC;PL
yasadışı	незаконними	yasa	незаконний		ADJ;INS;PL
yasadışı	незаконно	yasa	незаконно		ADV
yasadışı	незаконне	yasa	незаконний		ADJ;NOM;NEUT;SG
yasadışı	незаконні	yasa	незаконні		ADJ;NOM;PL
yasadışı	незаконний	yasa	незаконний		ADJ;NOM;MASC;SG
yasadışı	нелегально	yasa	нелегально		ADV
yasadışı	стихійний	yasa	стихійний		ADJ;NOM;MASC;SG
viking	вікінгів	viking	вікінг		N;ANIM;ACC;MASC;PL
gps	gps	gps	gps	N;NOM;SG;3	
medeni	цивільно	meden	цивільно		ADV
medeni	цивільний	meden	цивільний		ADJ;NOM;MASC;SG
medeni	громадянська	meden	громадянський		ADJ;NOM;FEM;SG
medeni	цивілізованому	meden	цивілізований		N;INAN;DAT;NEUT;SG
medeni	цивілізовані	meden	цивілізований		ADJ;NOM;PL
fiziki	фізична	fizik	фізичний		ADJ;NOM;FEM;SG
fiziki	фізичні	fizik	фізичний		ADJ;NOM;PL
fiziki	фізичне	fizik	фізичний		ADJ;NOM;NEUT;SG
riski	ризик	riski	ризик		N;INAN;NOM;MASC;SG
quebec	квебек	quebec	квебек	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
teşhis	діагностичний	teşhis	діагностичний	N;NOM;SG;3	ADJ;NOM;MASC;SG
teşhis	ідентифікувати	teşhis	ідентифікувати	N;NOM;SG;3	V;IPFV;NFIN
teşhis	діагностики	teşhis	діагностика	N;NOM;SG;3	N;INAN;NOM;FEM;PL
tavşan	lepus	tavşan	lepus		N;ANIM;NOM;MASC;SG
tavşan	заєць	tavşan	заєць		N;ANIM;NOM;MASC;SG
tavşan	зайчик	tavşan	зайчик		N;ANIM;NOM;MASC;SG
tavşan	кролик	tavşan	кролик		N;ANIM;NOM;MASC;SG
tavşan	кріль	tavşan	кріль		PROPN;ANIM;NOM;MASC;SG
tavşan	кролі	tavşan	кроль		N;ANIM;NOM;MASC;PL
thunder	грім	thunder	грім		N;INAN;NOM;MASC;SG
yaklaşan	наступних	yaklaş	наступний	V;PFV;IND;POS;PRS;V.PTCP	ADJ;GEN;PL
yaklaşan	майбутні	yaklaş	майбутній	V;PFV;IND;POS;PRS;V.PTCP	ADJ;NOM;PL
