relativity	relativnost	relativita	relativnost	N;NOM;FEM;PL	N;NOM;FEM;SG
náboženská	verske	náboženský	verski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
náboženská	verskega	náboženský	verski	ADJ;NOM;FEM;SG	ADJ;GEN;NEUT;SG
nápad	idejo	nápad	ideja	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
morgan	morgan	morgan	morgan	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
albánska	albansko	albánsky	albanski	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
albánska	albanije	albánsky	albanija	N;NOM;FEM;SG	N;NOM;FEM;PL
albánska	albaniji	albánsky	albanija	N;NOM;FEM;SG	N;DAT;FEM;SG
albánska	albanijo	albánsky	albanija	N;NOM;FEM;SG	N;ACC;FEM;SG
hovoril	spregovorila	hovoriť	spregovoriti	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
miestnosť	sobo	miestnosť	soba	N;NOM;FEM;SG	N;ACC;FEM;SG
miestnosť	sobi	miestnosť	soba	N;NOM;FEM;SG	N;NOM;FEM;DU
letel	poletela	letieť	poleteti	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
zásob	inventar	zásob	inventar	N;GEN;FEM;PL	N;NOM;MASC;SG
zásob	popis	zásob	popis	N;GEN;FEM;PL	N;NOM;MASC;SG
zásob	zaloge	zásob	zaloga	N;GEN;FEM;PL	N;NOM;FEM;PL
zásob	stalež	zásob	stalež	N;GEN;FEM;PL	N;NOM;MASC;SG
zásob	zaloge	zásob	zaloga	N;GEN;FEM;PL	N;NOM;FEM;PL
zásob	zaloga	zásob	zaloga	N;GEN;FEM;PL	N;NOM;FEM;SG
hole	luknjo	hole	luknja	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
hole	luknja	hole	luknja	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
brothers	brate	brothers	brat	N;NOM;MASC;SG	N;ACC;MASC;PL
brothers	bratje	brothers	bratje	N;NOM;MASC;SG	N;NOM;MASC;PL
brothers	bratov	brothers	brat	N;NOM;MASC;SG	N;GEN;MASC;PL
brothers	brata	brothers	brat	N;NOM;MASC;SG	N;NOM;MASC;DU
tóth	tóth	tóth	tath	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vládcu	vladar	vládca	vladar	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
monika	monika	monika	monik	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
monika	monico	monika	monica	N;NOM;FEM;SG	N;ACC;FEM;SG
monika	monika	monika	monik	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
ovplyvnená	vplival	ovplyvnený	vplivati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;MASC;SG;V.PTCP
ovplyvnená	prizadetih	ovplyvnený	prizadet	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
ovplyvnená	prizadete	ovplyvnený	prizadeti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
ovplyvnená	prizadeti	ovplyvnený	prizadeti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
presnosť	natančnosti	presnosť	natančnost	N;NOM;FEM;SG	N;GEN;FEM;SG
jam	jam	jam	jam	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
jam	marmelada	jam	marmelad	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
jam	marmelado	jam	marmelada	PROPN;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
jam	marmelade	jam	marmelada	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
komplexné	celovite	komplexný	celovit	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
komplexné	celovit	komplexný	celovit	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
komplexné	izčrpno	komplexný	izčrpno	ADJ;NOM;NEUT;SG	ADV
komplexné	kompleks	komplexný	kompleks	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
zemetrasenie	potresi	zemetrasenie	potres	N;NOM;NEUT;SG	N;NOM;MASC;PL
pochopiť	razumevanje	pochopiť	razumevanje	V;PFV;POS;NFIN	N;NOM;NEUT;SG
zeppelin	zeppelin	zeppelin	zeppelin	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
plošina	platformo	plošina	platforma	N;NOM;FEM;SG	N;ACC;FEM;SG
plošina	plato	plošina	plato	N;NOM;FEM;SG	N;ACC;FEM;SG
myslel	misel	myslieť	misel	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;NOM;FEM;SG
myslel	razmišljanje	myslieť	razmišljanje	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;NOM;NEUT;SG
myslel	razmišljanja	myslieť	razmišljanje	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;GEN;NEUT;SG
obmedzená	omejene	obmedzený	omejen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
obmedzená	omejeni	obmedzený	omejen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
obmedzená	omejeni	obmedzený	omejen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
uverejnil	objavljeno	uverejniť	objavljen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
beck	beck	beck	beck	PROPN;ANIM;NOM;MASC;SG	
obchody	prodajalne	obchod	prodajalna	N;INAN;NOM;MASC;PL	ADJ;NOM;FEM;PL
obchody	poslovanje	obchod	poslovanje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
obchody	posel	obchod	posel	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
obchody	trguje	obchod	trgovati	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
obchody	prodajalne	obchod	prodajalna	N;INAN;NOM;MASC;PL	ADJ;NOM;FEM;PL
zachrániť	reševalna	zachrániť	reševalen	V;PFV;POS;NFIN	ADJ;NOM;FEM;SG
zachrániť	reševanje	zachrániť	reševanje	V;PFV;POS;NFIN	N;NOM;NEUT;SG
pohrebu	pogreba	pohreba	pogreb	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
pohrebu	pogreb	pohreba	pogreb	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
slabo	šibko	slabo	šibko	ADV	ADJ;NOM;NEUT;SG
dosiahne	dosega	dosiahnuť	doseg	V;PFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
apoštolov	apostolov	apoštol	apostol	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
jindřich	jindřich	jinder	jindřich	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
houston	houston	houston	houston	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
slabé	šibki	slabý	šibek	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
hercegovina	hercegovine	hercegovina	hercegovina	N;NOM;FEM;SG	N;NOM;FEM;PL
hercegovina	hercegovino	hercegovina	hercegovina	N;NOM;FEM;SG	N;ACC;FEM;SG
pearl	pearl	pearl	pearla	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
pearl	biser	pearl	biser	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
priemerne	povprečje	priemerne	povprečje	ADV	N;NOM;NEUT;SG
priemerne	povprečna	priemerne	povprečen	ADV	ADJ;NOM;FEM;SG
priemerne	povprečno	priemerne	povprečen	ADV	ADJ;NOM;NEUT;SG
mississippi	mississippi	mississippi	mississippa	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
zajatcov	ujetniki	zajatec	ujetnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
zajatcov	zaporniki	zajatec	zapornik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
zajatcov	ujetniki	zajatec	ujetnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
samec	samci	samec	samec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
samec	moško	samec	moški	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
samec	moški	samec	moški	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
samec	moška	samec	moški	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
ramená	ramen	rameno	rame	N;NOM;NEUT;PL	N;GEN;NEUT;PL
ramená	rame	rameno	rame	N;NOM;NEUT;PL	N;ACC;MASC;PL
ramená	orožje	rameno	orožje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
ramená	roki	rameno	roka	N;NOM;NEUT;PL	N;NOM;FEM;DU
western	zahodna	western	zahoden	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
western	zahodni	western	zahoden	N;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
western	western	western	western	N;INAN;NOM;MASC;SG	
western	zahodno	western	zahodno	N;INAN;NOM;MASC;SG	ADV
vedené	vodeni	vedený	voden	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL
vedené	voden	vedený	voden	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG
špecifický	specifično	špecifický	specifično	ADJ;INAN;NOM;MASC;SG	ADV
špecifický	specifični	špecifický	specifičen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL
trvalé	trajno	trvalý	trajno	ADJ;NOM;NEUT;SG	ADV
trvalé	trajne	trvalý	trajen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
baňa	moj	baňa	moj	N;NOM;FEM;SG	DET;NOM;MASC;SG;1
baňa	moja	baňa	moj	N;NOM;FEM;SG	DET;NOM;FEM;SG;1
baňa	moje	baňa	moj	N;NOM;FEM;SG	DET;NOM;NEUT;SG;1
fci	fci	fcia	fcia		N;NOM;MASC;SG
gilbert	gilbert	gilbert	gilbert	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
double	podvoji	doubľať	podvoj	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
double	dvojni	doubľať	dvojen	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
double	dvakrat	doubľať	dvakrat	N;INAN;NOM;MASC;SG	ADV
double	dvojno	doubľať	dvojen	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
double	dvojna	doubľať	dvojen	N;INAN;NOM;MASC;SG	NUM;NOM;FEM;SG
dakota	dakoti	dakota	dakoti	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
očí	oci	oko	oci	N;GEN;NEUT;PL	N;NOM;FEM;SG
očí	oči	oko	oči	N;GEN;NEUT;PL	N;NOM;FEM;PL
vrstvu	plast	vrstva	plast	N;ACC;FEM;SG	N;NOM;FEM;SG
vrstvu	sloj	vrstva	sloj	N;ACC;FEM;SG	N;NOM;MASC;SG
vrstvu	plasti	vrstva	plast	N;ACC;FEM;SG	N;NOM;FEM;PL
baker	peka	baker	pek	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
baker	baker	baker	baker	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
baker	pek	baker	pek	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
mini	mini	minú	mini	N;INAN;NOM;MASC;SG	
pracovníci	delavcev	pracovník	delavec	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
pracovníci	delavce	pracovník	delavec	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
kolumbii	kolumbijo	kolumbí	kolumbija	N;DAT;FEM;SG	N;ACC;FEM;SG
zoskupenia	gruča	zoskupenie	gruča	N;NOM;NEUT;PL	N;NOM;FEM;SG
zoskupenia	kopica	zoskupenie	kopica	N;NOM;NEUT;PL	N;NOM;FEM;SG
zoskupenia	sklop	zoskupenie	sklop	N;NOM;NEUT;PL	N;NOM;MASC;SG
zoskupenia	združevanje	zoskupenie	združevanje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
ovplyvnené	vplival	ovplyvnený	vplivati	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;MASC;SG;V.PTCP
ovplyvnené	prizadetih	ovplyvnený	prizadet	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
ovplyvnené	prizadete	ovplyvnený	prizadeti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
ovplyvnené	prizadeti	ovplyvnený	prizadeti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
existovalo	obstajali	existovať	obstajati	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
kansas	kansas	kansas	kansas	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
konfliktov	konflikti	konflikt	konflikt	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
konfliktov	spori	konflikt	spor	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
konfliktov	spopadi	konflikt	spopad	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
trek	stez	trek	stez	PROPN;ANIM;NOM;MASC;SG	N;GEN;FEM;PL
breh	shore	breh	shora	N;INAN;NOM;MASC;SG	
breh	obalo	breh	obala	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
mladí	mlad	mladý	mlad	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
mladí	mlada	mladý	mlad	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;SG
mladí	young	mladý	young	ADJ;ANIM;NOM;MASC;PL	
mladí	mlado	mladý	mlad	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;NEUT;SG
povinný	obvezno	povinný	obvezno	ADJ;ANIM;NOM;MASC;SG	ADV
povinný	obvezne	povinný	obvezen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
povinný	obvezno	povinný	obvezno	ADJ;ANIM;NOM;MASC;SG	ADV
povinný	obvezne	povinný	obvezen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
graz	gradcu	graz	gradec	PROPN;ANIM;NOM;MASC;SG	PROPN;DAT;MASC;SG
graz	gradec	graz	gradec	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
krásne	čudovita	krásne	čudovit	ADV	ADJ;NOM;FEM;SG
krásne	prelepi	krásne	prelep	ADV	N;NOM;FEM;SG
krásne	prelepe	krásne	prelep	ADV	N;NOM;FEM;PL
krásne	lepi	krásne	lep	ADV	ADJ;NOM;MASC;PL
krásne	lepe	krásne	lep	ADV	ADJ;NOM;FEM;PL
krásne	lepa	krásne	lep	ADV	ADJ;NOM;FEM;SG
krásne	ljubka	krásne	ljubek	ADV	ADJ;NOM;FEM;SG
známky	ocen	známka	ocena	N;NOM;FEM;PL	N;GEN;FEM;PL
predal	prodani	predať	prodan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
predal	prodano	predať	prodan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
predal	prodana	predať	prodan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
predal	prodan	predať	prodan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
obor	velikanski	obor	velikanski	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
obor	ogromen	obor	ogromen	N;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
obor	orjaški	obor	orjaški	N;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
prekonať	premagovanje	prekonať	premagovanje	V;PFV;POS;NFIN	N;NOM;NEUT;SG
predpokladu	domneva	predpoklad	domneva	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
predpokladu	predpostavka	predpoklad	predpostavka	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
prezidentských	predsedniške	prezidentský	predsedniški	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;PL
prezidentských	predsedniško	prezidentský	predsedniški	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
prezidentských	predsedniški	prezidentský	predsedniški	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
ira	ira	ira	ir		PROPN;NOM;FEM;SG
bohatá	bogato	bohatý	bogato	ADJ;NOM;FEM;SG	ADV
bohatá	bogati	bohatý	bogat	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
bohatá	rich	bohatý	rich	ADJ;NOM;FEM;SG	
site	sito	site	sita	INTJ	N;NOM;NEUT;SG
martín	martín	martina	martín	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
príbuzné	sorodniki	príbuzný	sorodnik	ADJ;NOM;NEUT;PL	N;NOM;MASC;PL
príbuzné	povezano	príbuzný	povezan	ADJ;NOM;NEUT;PL	ADJ;NOM;NEUT;SG;V.PTCP
primátor	zupan	primátor	zupan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jordan	jordan	jordan	jordan	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
darkgrey	darkgrey	darkgrey	darkgrey	N;NOM;FEM;SG	
philipp	philipp	philipp	philipp	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
franklin	franklin	franklin	franklin	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
batérie	baterija	batéria	baterija	N;NOM;FEM;PL	N;NOM;FEM;SG
batérie	baterijo	batéria	baterija	N;NOM;FEM;PL	N;ACC;FEM;SG
batérie	akumulator	batéria	akumulator	N;NOM;FEM;PL	N;NOM;MASC;SG
academia	akademiki	academia	akademika	N;NOM;FEM;SG	N;NOM;MASC;PL
npr	npp	npr	npp		
knižnici	knjižnica	knižnica	knjižnica	N;DAT;FEM;SG	N;NOM;FEM;SG
alkoholu	alkohol	alkohol	alkohol	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
dublin	dublin	dublin	dublina	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
upravená	prilagojeni	upravený	prilagojen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
terry	terry	terra	terry	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
výmenu	izmenjava	výmena	izmenjava	N;ACC;FEM;SG	N;NOM;FEM;SG
výmenu	izmenjave	výmena	izmenjava	N;ACC;FEM;SG	N;NOM;FEM;PL
výmenu	menjava	výmena	menjava	N;ACC;FEM;SG	N;NOM;FEM;SG
okolnosti	okoliščin	okolnosť	okoliščina	N;NOM;FEM;PL	N;GEN;FEM;PL
vianoce	božič	vianoce	božič	N;NOM;FEM;PL	N;NOM;MASC;SG
zaútočili	napaden	zaútočiť	napaden	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
zaútočili	napadeni	zaútočiť	napaden	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
zaútočili	napadel	zaútočiť	napadel	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
zaútočili	napadena	zaútočiť	napaden	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
fedor	fedor	fedor	fedor	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pokoj	peace	pokoj	peac	N;INAN;NOM;MASC;SG	
pokoj	miren	pokoj	miren	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
pokoj	umirjeno	pokoj	umirjen	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
bonaparte	bonaparte	bonapart	bonaparta	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
plánovaná	načrtovane	plánovaný	načrtovan	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
aspekty	vidike	aspekt	vidik	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
pacienta	potrpežljiv	paciento	potrpežljiv	N;ANIM;ACC;MASC;SG	ADJ;NOM;INDF;MASC;SG
pacienta	bolnik	paciento	bolnik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
pacienta	pacient	paciento	pacient	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
borngen	börngen	borngen	börngen		ADJ;NOM;INDF;MASC;SG
letiská	letališča	letisko	letališče	N;NOM;NEUT;PL	N;GEN;NEUT;SG
letiská	letališča	letisko	letališče	N;NOM;NEUT;PL	N;GEN;NEUT;SG
odmietla	zavrnjena	odmietnuť	zavrnjen	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
matke	mater	matka	mati	N;DAT;FEM;SG	N;NOM;FEM;SG
matke	mamo	matka	mama	N;DAT;FEM;SG	N;ACC;FEM;SG
matke	mati	matka	mati	N;DAT;FEM;SG	N;NOM;FEM;SG
diamond	diamond	diamond	diamond	PROPN;ANIM;NOM;MASC;SG	
diamond	diamant	diamond	diamant	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zajatí	ujetništvu	zajatie	ujetništvo	N;NOM;NEUT;PL	N;DAT;NEUT;SG
zajatí	ujetnica	zajatie	ujetnica	N;NOM;NEUT;PL	N;NOM;FEM;SG
zajatí	ujetništvu	zajatie	ujetništvo	N;NOM;NEUT;PL	N;DAT;NEUT;SG
hrobky	grobnica	hrobok	grobnica	N;NOM;FEM;PL	N;NOM;FEM;SG
hrobky	grobnico	hrobok	grobnica	N;NOM;FEM;PL	N;ACC;FEM;SG
über	über	hber	über	PROPN;ANIM;ACC;MASC;SG	
kľúčové	ključ	kľúčový	ključ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
desaťročia	desetletjih	desaťročie	desetletje	N;NOM;NEUT;PL	N;ESS;NEUT;PL
desaťročia	desetletij	desaťročie	desetletje	N;NOM;NEUT;PL	N;GEN;NEUT;PL
grace	grace	grace	graca	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
kartu	zavihek	kart	zavihek	N;ACC;FEM;SG	N;NOM;MASC;SG
kartu	račun	kart	račun	N;ACC;FEM;SG	N;NOM;MASC;SG
kartu	tab	kart	tab	N;ACC;FEM;SG	N;NOM;MASC;SG
kartu	kartica	kart	kartica	N;ACC;FEM;SG	N;NOM;FEM;SG
kartu	karta	kart	karta	N;ACC;FEM;SG	N;NOM;FEM;SG
edgar	edgar	edgar	edgar	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
stuart	stuart	stuart	stuart	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
študuje	preučevanje	študovať	preučevanje	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
študuje	učenje	študovať	učenje	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
toulouse	toulouse	toulous	toulous	N;INS;FEM;SG	PROPN;NOM;MASC;SG
bowell	bowell	bohell	bowell	PROPN;INAN;NOM;MASC;SG	
tokov	tokovi	tok	tok	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
strecha	strehe	strecha	streha	N;NOM;FEM;SG	N;NOM;FEM;PL
strecha	streho	strecha	streha	N;NOM;FEM;SG	N;ACC;FEM;SG
utiecť	pobeg	utiecť	pobeg	V;PFV;POS;NFIN	N;NOM;MASC;SG
utiecť	beg	utiecť	beg	V;PFV;POS;NFIN	N;NOM;MASC;SG
nížina	nižinska	nížina	nižinski	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
danny	danny	danny	danny	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
obyvateľom	prebivalce	obyvateľ	prebivalec	N;ANIM;DAT;MASC;PL	N;ACC;MASC;PL
obyvateľom	prebivalcev	obyvateľ	prebivalec	N;ANIM;DAT;MASC;PL	N;GEN;MASC;PL
obyvateľom	prebivalci	obyvateľ	prebivalec	N;ANIM;DAT;MASC;PL	N;NOM;MASC;PL
obyvateľom	stanovalci	obyvateľ	stanovalec	N;ANIM;DAT;MASC;PL	N;NOM;MASC;PL
obyvateľom	prebivalcev	obyvateľ	prebivalec	N;ANIM;DAT;MASC;PL	N;GEN;MASC;PL
obyvateľom	prebivalci	obyvateľ	prebivalec	N;ANIM;DAT;MASC;PL	N;NOM;MASC;PL
magic	čarobno	magic	čarobno	PROPN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
magic	čarovnija	magic	čarovnija	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
magic	magic	magic	magica	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
magic	magično	magic	magičen	PROPN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
magic	magijo	magic	magija	PROPN;NOM;MASC;SG	N;ACC;FEM;SG
stráca	izgubi	strácať	izgubiti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
materskej	materinstvo	materský	materinstvo	ADJ;GEN;FEM;SG	N;NOM;NEUT;SG
materskej	porodniški	materský	porodniški	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;PL
materskej	starši	materský	starš	ADJ;GEN;FEM;SG	N;NOM;MASC;PL
materskej	starša	materský	starš	ADJ;GEN;FEM;SG	N;NOM;MASC;DU
materskej	staršev	materský	starš	ADJ;GEN;FEM;SG	N;GEN;MASC;PL
materskej	starš	materský	starš	ADJ;GEN;FEM;SG	N;NOM;MASC;SG
náhrada	odškodnine	náhrada	odškodnina	N;NOM;FEM;SG	N;NOM;FEM;PL
náhrada	nadomestila	náhrada	nadomestilo	N;NOM;FEM;SG	V;PFV;FEM;SG;V.PTCP
dominika	dominique	dominika	dominique	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
autorských	avtorske	autorský	avtorski	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;PL
jakob	jakob	jakob	jakob	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
obmedzenie	omeji	obmedzenie	omejiti	N;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
true	res	true	res		ADV
true	resnično	true	resnično		ADV
true	true	true	true		N;NOM;MASC;SG
true	resnična	true	resničen		ADJ;NOM;FEM;SG
true	resnica	true	resnica		N;NOM;FEM;SG
topenia	taljenje	topenie	taljenje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
topenia	taljenja	topenie	taljenje	N;NOM;NEUT;PL	N;GEN;NEUT;SG
topenia	topi	topenie	topiti	N;NOM;NEUT;PL	N;NOM;MASC;SG
nariadenia	pravilnik	nariadenie	pravilnik	N;NOM;NEUT;PL	N;NOM;MASC;SG
nariadenia	uredba	nariadenie	uredba	N;NOM;NEUT;PL	N;NOM;FEM;SG
nariadenia	predpis	nariadenie	predpis	N;NOM;NEUT;PL	N;NOM;MASC;SG
nariadenia	ureditev	nariadenie	ureditev	N;NOM;NEUT;PL	N;NOM;FEM;SG
moru	morje	moru	morje	N;DAT;FEM;SG	N;NOM;NEUT;SG
