til	pour	til	pour	ADV	ADP
set	vus	se	voir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
set	surveillés	se	surveiller	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
set	regardées	se	regarder	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
london	londres	london	londre	PROPN	N;MASC;SG
kendte	saviez	kende	savoir	V;IND;PST;FIN;ACT	V;IMP;PL;2;PRS;FIN
kendte	savait	kende	savoir	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
kendte	savais	kende	savoir	V;IND;PST;FIN;ACT	V;IND;SG;1;IPFV;FIN
kendte	savaient	kende	savoir	V;IND;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
kendte	célébrités	kende	célébrité	V;IND;PST;FIN;ACT	N;FEM;PL
mand	masculin	mand	masculin	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
vest	occidentale	vest	occidental	N;INDF	ADJ;FEM;SG
vest	west	vest	west	N;INDF	PROPN
vest	occidentale	vest	occidental	N;INDF	ADJ;FEM;SG
vest	occidental	vest	occidental	N;INDF	ADJ;MASC;SG
brug	utiliser	brug	utiliser	N;INDF;MASC+FEM;SG	V;NFIN
brug	utilise	brug	utiliser	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
brug	utilisez	brug	utiliser	N;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
lande	pays	land	pays	N;INDF;NEUT;PL	N;MASC;SG
lande	pays	land	pays	N;INDF;NEUT;PL	N;MASC;SG
bygget	construits	bygge	construire	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
skuespiller	comédienne	skuespiller	comédien	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
liv	vies	liv	vie	N;INDF;NEUT;SG	N;FEM;PL
liv	liv	liv	liv	N;INDF;NEUT;SG	PROPN
dele	partage	del	partage	N;INDF;MASC+FEM;PL	N;MASC;SG
dele	share	del	share	N;INDF;MASC+FEM;PL	N;FEM;SG
dele	part	del	part	N;INDF;MASC+FEM;PL	N;FEM;SG
dele	partager	del	partager	N;INDF;MASC+FEM;PL	V;NFIN
dele	partagez	del	partager	N;INDF;MASC+FEM;PL	V;IMP;PL;2;PRS;FIN
fem	five	fem	five	NUM	PROPN
øst	orientale	øst	oriental	N;INDF	ADJ;FEM;SG
øst	est	øst	être	N;INDF	V;IND;SG;3;PRS;FIN
øst	orientale	øst	oriental	N;INDF	ADJ;FEM;SG
øst	oriental	øst	oriental	N;INDF	ADJ;MASC;SG
brugt	utilisées	bruge	utiliser	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
brugt	utilisés	bruge	utiliser	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
brugt	dépensés	bruge	dépenser	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
wikipedia	wikipédia	wikipedia	wikipédia	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
hansen	hansen	hans	hansen	PROPN	PROPN
album	albums	album	album	N;INDF;NEUT;SG	N;MASC;PL
giver	donnez	give	donner	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
nuværende	courant	nuværende	courir	ADJ	V;PRS;V.PTCP
nuværende	présenter	nuværende	présenter	ADJ	V;NFIN
indbyggere	résidants	indbygger	résidant	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
indbyggere	population	indbygger	population	N;INDF;MASC+FEM;PL	N;FEM;SG
mennesker	humains	menneske	humain	N;INDF;NEUT;PL	ADJ;MASC;PL
står	standing	stå	standing	V;IND;PRS;FIN;ACT	N;MASC;SG
står	stands	stå	stand	V;IND;PRS;FIN;ACT	N;MASC;PL
står	gradins	stå	gradin	V;IND;PRS;FIN;ACT	N;MASC;PL
franske	francais	fransk	francais	ADJ;PL	ADJ;MASC;SG
franske	française	fransk	français	ADJ;PL	ADJ;FEM;SG
franske	français	fransk	français	ADJ;PL	ADJ;MASC;SG
paris	paris	paris	pari	PROPN	N;MASC;PL
måde	way	måde	way	N;INDF;MASC+FEM;SG	V
world	monde	world	monde		N;MASC;SG
world	mondial	world	mondial		ADJ;MASC;SG
world	mondiale	world	mondial		ADJ;FEM;SG
fransk	françaises	fransk	français	ADJ;INDF;SG	ADJ;FEM;PL
carl	carl	carl	carl		PROPN
far	dad	far	dad	N;INDF;MASC+FEM;SG	
far	daddy	far	daddy	N;INDF;MASC+FEM;SG	PROPN
york	york	york	york	PROPN	PROPN
ses	ess	se	ess	V;NFIN;PASS	PROPN
ses	ses	se	son	V;NFIN;PASS	DET;MASC;PL
liste	listes	liste	liste	N;INDF;MASC+FEM;SG	N;FEM;PL
kamp	combattre	kamp	combattre	N;INDF;MASC+FEM;SG	V;NFIN
kamp	combattre	kamp	combattre	N;INDF;MASC+FEM;SG	V;NFIN
langt	far	langt	far	ADV	N;MASC;SG
musik	musiques	musik	musique	N;INDF;MASC+FEM;SG	N;FEM;PL
nielsen	nielsen	nielsen	nielsen	PROPN	PROPN
#aaa	#aaa	#aaa	#aaa		PROPN
jensen	jensen	jens	jensen	PROPN	PROPN
solid	solides	solid	solide	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
solid	massif	solid	massif	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
små	petit	lille	petit	ADJ;PL	ADJ;MASC;SG
små	petite	lille	petit	ADJ;PL	ADJ;FEM;SG
små	petit	lille	petit	ADJ;PL	ADJ;MASC;SG
små	peu	lille	peu	ADJ;PL	ADV
små	petite	lille	petit	ADJ;PL	ADJ;FEM;SG
universitet	universitaire	universitet	universitaire	N;INDF;NEUT;SG	ADJ;MASC;SG
egen	propres	egen	propre	ADJ;MASC+FEM;SG	ADJ;MASC;PL
egen	posséder	egen	posséder	ADJ;MASC+FEM;SG	V;NFIN
bind	volumes	bind	volume	N;INDF;NEUT;SG	N;MASC;PL
kaldet	appelés	kalde	appeler	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
aldrig	never	aldrig	never	ADV	PROPN
valgt	choisis	vælge	choisir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
valgt	élues	vælge	élire	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
valgt	élus	vælge	élire	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
valgt	sélectionnés	vælge	sélectionner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
valgt	sélectionnées	vælge	sélectionné	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
aarhus	århus	aarhus	århus	PROPN	PROPN
aarhus	aarhus	aarhus	aarhus	PROPN	PROPN
britiske	britannique	britisk	britannique	ADJ;PL	ADJ;MASC;SG
henrik	henrik	henrik	henrik	PROPN	PROPN
henrik	henri	henrik	henri	PROPN	PROPN
henrik	henry	henrik	henry	PROPN	PROPN
serien	séries	serie	série	N;DEF;MASC+FEM;SG	N;FEM;PL
min	miens	min	mien	DET;MASC+FEM;SG;1	PRO;MASC;PL
min	mine	min	mine	DET;MASC+FEM;SG;1	N;FEM;SG
min	mienne	min	mienne	DET;MASC+FEM;SG;1	N;FEM;SG
min	mien	min	mien	DET;MASC+FEM;SG;1	N;MASC;SG
min	mn	min	mn	DET;MASC+FEM;SG;1	
min	min	min	minute	DET;MASC+FEM;SG;1	N;MASC;SG
jan	jan	jan	jan	PROPN	N;MASC;SG
jan	yann	jan	yann	PROPN	PROPN
michael	alain	michael	alain		PROPN
michael	michael	michael	michael		PROPN
michael	michel	michael	michel		PROPN
engelske	anglaise	engelsk	anglais	ADJ;PL	ADJ;FEM;SG
engelske	francais	engelsk	francais	ADJ;PL	ADJ;MASC;SG
engelske	anglais	engelsk	anglais	ADJ;PL	N;MASC;SG
konge	king	konge	king	N;INDF;MASC+FEM;SG	PROPN
kong	roi	kong	roi		N;MASC;SG
kong	king	kong	king		PROPN
kong	kong	kong	kong		PROPN
thomas	thomas	thomas	thomas		PROPN
taget	prises	tage	prendre	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
taget	taken	tage	taken	V;INDF;SG;PST;V.PTCP	N;MASC;SG
taget	toit	tage	toit	V;INDF;SG;PST;V.PTCP	N;MASC;SG
taget	toiture	tage	toiture	V;INDF;SG;PST;V.PTCP	N;FEM;SG
international	internationaux	international	international	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
følge	suivre	følge	suivre	N;INDF;MASC+FEM;SG	V;NFIN
følge	suivez	følge	suivre	N;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
følge	suivi	følge	suivre	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
internationale	international	international	international	ADJ;PL	ADJ;MASC;SG
internationale	internationale	international	international	ADJ;PL	ADJ;FEM;SG
stadion	stadium	stadion	stadium	N;INDF;NEUT;SG	PROPN
tredje	tiers	tredje	tiers	ADJ	N;MASC;SG
tredje	third	tredje	third	ADJ	PROPN
tredje	troisièmement	tredje	troisièmement	ADJ	ADV
hjælp	aidez	hjælp	aider	N;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
hjælp	aider	hjælp	aider	N;INDF;MASC+FEM;SG	V;NFIN
beliggende	situés	beliggende	situer	ADJ	V;MASC;PL;PST;V.PTCP
beliggende	située	beliggende	situer	ADJ	V;FEM;SG;PST;V.PTCP
beliggende	localisé	beliggende	localiser	ADJ	V;MASC;SG;PST;V.PTCP
beliggende	situé	beliggende	situer	ADJ	V;MASC;SG;PST;V.PTCP
beliggende	située	beliggende	situer	ADJ	V;FEM;SG;PST;V.PTCP
beliggende	situé	beliggende	situer	ADJ	V;MASC;SG;PST;V.PTCP
angreb	attaques	angreb	attaque	N;INDF;NEUT;SG	N;FEM;PL
angreb	agressions	angreb	agression	N;INDF;NEUT;SG	N;FEM;PL
angreb	attentats	angreb	attentat	N;INDF;NEUT;SG	N;MASC;PL
angreb	attaquez	angreb	attaquer	N;INDF;NEUT;SG	V;IMP;PL;2;PRS;FIN
angreb	attack	angreb	attack	N;INDF;NEUT;SG	PROPN
angreb	attaquer	angreb	attaquer	N;INDF;NEUT;SG	V;NFIN
angreb	agressions	angreb	agression	N;INDF;NEUT;SG	N;FEM;PL
betyder	moyens	betyde	moyen	V;IND;PRS;FIN;ACT	N;MASC;PL
betydning	signifiant	betydning	signifier	N;INDF;MASC+FEM;SG	V;PRS;V.PTCP
leder	gestionnaire	leder	gestionnaire	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
leder	éditorial	leder	éditorial	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
rapport	signaler	rapport	signaler	N;INDF;MASC+FEM;SG	V;NFIN
moderne	modernité	moderne	modernité	ADJ	N;FEM;SG
erik	erik	erik	erik		PROPN
erik	éric	erik	éric		PROPN
erik	eric	erik	eric		PROPN
karriere	carrières	karriere	carrière	N;INDF;MASC+FEM;SG	N;FEM;PL
nordlige	nord	nordlig	nord	ADJ;PL	N;MASC;SG
nordlige	septentrionale	nordlig	septentrional	ADJ;PL	ADJ;FEM;SG
nordlige	nordique	nordlig	nordique	ADJ;PL	ADJ;MASC;SG
nordlige	septentrional	nordlig	septentrional	ADJ;PL	ADJ;MASC;SG
nordlige	northern	nordlig	northern	ADJ;PL	PROPN
nordlige	nord	nordlig	nord	ADJ;PL	N;MASC;SG
viser	présentoirs	vise	présentoir	V;IND;PRS;FIN;ACT	N;MASC;PL
viser	affichages	vise	affichage	V;IND;PRS;FIN;ACT	N;MASC;PL
viser	spectacles	vise	spectacle	V;IND;PRS;FIN;ACT	N;MASC;PL
direkte	directe	direkte	direct	ADV	ADJ;FEM;SG
direkte	direct	direkte	direct	ADV	ADJ;MASC;SG
direkte	directs	direkte	direct	ADV	ADJ;MASC;PL
sydlige	méridional	sydlig	méridional	ADJ;PL	ADJ;MASC;SG
sydlige	méridionale	sydlig	méridional	ADJ;PL	ADJ;FEM;SG
sydlige	méridional	sydlig	méridional	ADJ;PL	ADJ;MASC;SG
sydlige	sud	sydlig	sud	ADJ;PL	N;MASC;SG
førte	led	føre	led	V;IND;PST;FIN;ACT	N;MASC;SG
haft	avait	have	avoir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
haft	avaient	have	avoir	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;IPFV;FIN
haft	avais	have	avoir	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;IPFV;FIN
millioner	million	million	million	N;INDF;MASC+FEM;PL	N;MASC;SG
familie	familiale	familie	familial	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
familie	familles	familie	famille	N;INDF;MASC+FEM;SG	N;FEM;PL
ser	looks	se	look	V;IND;PRS;FIN;ACT	N;MASC;PL
yderligere	supplémentaire	yderligere	supplémentaire	ADV;CMPR	ADJ;MASC;SG
yderligere	supplémentaires	yderligere	supplémentaire	ADV;CMPR	ADJ;MASC;PL
yderligere	additionnel	yderligere	additionnel	ADV;CMPR	ADJ;MASC;SG
bare	just	bare	just	ADV	INTJ
resultat	résultats	resultat	résultat	N;INDF;NEUT;SG	N;MASC;PL
bedre	mieux	god	mieux	ADJ;CMPR	ADV
museum	musées	museum	musée	N;INDF;NEUT;SG	N;MASC;PL
tale	parler	tale	parler	N;INDF;MASC+FEM;SG	V;NFIN
tale	parle	tale	parler	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
tale	talk	tale	talk	N;INDF;MASC+FEM;SG	PROPN
tale	parlez	tale	parler	N;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
tale	parlez	tale	parler	N;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
tale	parler	tale	parler	N;INDF;MASC+FEM;SG	V;NFIN
tale	parle	tale	parler	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
oprettet	crées	oprette	créer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
oprettet	créés	oprette	créer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
italien	italie	italie	italie	PROPN	PROPN
sådan	tels	sådan	tel	ADV	ADJ;MASC;PL
sådan	tel	sådan	tel	ADV	ADJ;MASC;SG
sådan	telle	sådan	tel	ADV	ADJ;FEM;SG
sådan	telles	sådan	tel	ADV	ADJ;FEM;PL
par	paires	par	paire	N;INDF;NEUT;SG	N;FEM;PL
par	couples	par	couple	N;INDF;NEUT;SG	N;MASC;PL
par	paires	par	paire	N;INDF;NEUT;SG	N;FEM;PL
muligt	possibles	mulig	possible	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
trods	malgré	trods	malgré	N;INDF;MASC+FEM;SG	ADP
rundt	arrondi	rundt	arrondi	ADV	ADJ;MASC;SG
rundt	ronde	rundt	ronde	ADV	N;FEM;SG
rundt	rond	rundt	rond	ADV	N;MASC;SG
rundt	rondes	rundt	rond	ADV	ADJ;FEM;PL
rundt	ronds	rundt	rond	ADV	N;MASC;PL
flag	drapeaux	flag	drapeau	N;INDF;NEUT;SG	N;MASC;PL
flag	pavillons	flag	pavillon	N;INDF;NEUT;SG	N;MASC;PL
flag	drapeaux	flag	drapeau	N;INDF;NEUT;SG	N;MASC;PL
bog	réserver	bog	réserver	N;INDF;MASC+FEM;SG	V;NFIN
samlet	totale	samle	total	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
samlet	total	samle	total	V;INDF;SG;PST;V.PTCP	N;MASC;SG
samlet	totaux	samle	total	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
samlet	globale	samle	global	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
samlet	globalement	samle	globalement	V;INDF;SG;PST;V.PTCP	ADV
samlet	assemblées	samle	assembler	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
samlet	assemblés	samle	assembler	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
sæson	saisons	sæson	saison	N;INDF;MASC+FEM;SG	N;FEM;PL
rusland	russie	rusland	russie	PROPN	PROPN
mænd	masculins	mand	masculin	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
mænd	masculins	mand	masculin	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
mænd	homme	mand	homme	N;INDF;MASC+FEM;PL	N;MASC;SG
mænd	mâle	mand	mâle	N;INDF;MASC+FEM;PL	N;MASC;SG
mænd	masculin	mand	masculin	N;INDF;MASC+FEM;PL	ADJ;MASC;SG
mænd	homme	mand	homme	N;INDF;MASC+FEM;PL	N;MASC;SG
city	ville	city	ville		N;FEM;SG
city	villes	city	ville		N;FEM;PL
national	nationaux	national	national		ADJ;MASC;PL
national	national	national	national		ADJ;MASC;SG
national	nationale	national	national		ADJ;FEM;SG
national	nationales	national	national		ADJ;FEM;PL
cup	cup	cup	cup	N;INDF;MASC+FEM;SG	PROPN
odense	odense	odense	odense	PROPN	N;MASC;SG
opført	listés	opføre	lister	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
opført	énumérés	opføre	énumérer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
opført	répertoriés	opføre	répertorier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
familien	familiale	familie	familial	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
familien	familles	familie	famille	N;DEF;MASC+FEM;SG	N;FEM;PL
baseret	basés	basere	baser	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
nær	près	nær	près	ADJ;INDF;MASC+FEM;SG	ADV
svensk	suédoise	svensk	suédois	N;INDF;NEUT;SG	ADJ;FEM;SG
svensk	suédoises	svensk	suédois	N;INDF;NEUT;SG	ADJ;FEM;PL
svensk	suédois	svensk	suédois	N;INDF;NEUT;SG	ADJ;MASC;SG
niels	niels	niels	niel		PROPN
hurtigt	rapide	hurtigt	rapide	ADV	ADJ;MASC;SG
hurtigt	rapides	hurtigt	rapide	ADV	ADJ;MASC;PL
hurtigt	rapide	hurtigt	rapide	ADV	ADJ;MASC;SG
hurtigt	rapidité	hurtigt	rapidité	ADV	N;FEM;SG
hurtigt	rapides	hurtigt	rapide	ADV	ADJ;MASC;PL
fundet	trouvées	finde	trouver	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
fundet	trouvés	finde	trouver	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
igennem	via	igennem	via	ADV	ADP
links	liens	links	lien	N;INDF;NEUT;SG	N;MASC;PL
høj	élevée	høj	élever	ADJ;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
høj	hautes	høj	haut	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
høj	tall	høj	tall	ADJ;INDF;MASC+FEM;SG	PROPN
svenske	suédoise	svensk	suédois	ADJ;PL	ADJ;FEM;SG
svenske	suédois	svensk	suédois	ADJ;PL	ADJ;MASC;SG
bruger	utilisateur	bruge	utilisateur	V;IND;PRS;FIN;ACT	N;MASC;SG
bruger	usager	bruge	usager	V;IND;PRS;FIN;ACT	N;MASC;SG
sang	chanté	sang	chanter	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
sang	chantait	sang	chanter	N;INDF;MASC+FEM;SG	V;IND;SG;3;IPFV;FIN
sang	chanter	sang	chanter	N;INDF;MASC+FEM;SG	V;NFIN
oprindeligt	initiale	oprindeligt	initial	ADV	ADJ;FEM;SG
oprindeligt	initial	oprindeligt	initial	ADV	ADJ;MASC;SG
oprindeligt	initiales	oprindeligt	initial	ADV	ADJ;FEM;PL
oprindeligt	originale	oprindeligt	original	ADV	ADJ;FEM;SG
oprindeligt	original	oprindeligt	original	ADV	ADJ;MASC;SG
oprindeligt	originaux	oprindeligt	original	ADV	ADJ;MASC;PL
bag	derrière	bag	derrière	ADV	ADP
kategori	catégories	kategori	catégorie	N;INDF;MASC+FEM;SG	N;FEM;PL
altid	always	altid	always	ADV	V
altid	tjrs	altid	tjr	ADV	
altid	toujour	altid	toujour	ADV	
vej	way	vej	way	N;INDF;MASC+FEM;SG	V
jens	jens	jens	jens	PROPN	PROPN
unge	jeunesse	ung	jeunesse	ADJ;PL	N;FEM;SG
unge	jeune	ung	jeune	ADJ;PL	ADJ;MASC;SG
god	bons	god	bon	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
god	bien	god	bien	ADJ;INDF;MASC+FEM;SG	ADV
god	bonnes	god	bon	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
særlig	spéciales	særlig	spécial	ADV	ADJ;FEM;PL
særlig	spécial	særlig	spécial	ADV	ADJ;MASC;SG
særlig	spéciaux	særlig	spécial	ADV	ADJ;MASC;PL
særlig	spéciale	særlig	spécial	ADV	ADJ;FEM;SG
synes	pensez	synes	penser	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
synes	réfléchis	synes	réfléchire	V;IND;PRS;FIN;ACT	ADJ;MASC;PL
university	universitaire	university	universitaire	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
och	och	och	och	N;INDF;MASC+FEM;SG	
tal	tal	tal	tal	N;INDF;NEUT;PL	
tal	parlez	tal	parler	N;INDF;NEUT;PL	V;IMP;PL;2;PRS;FIN
tal	parler	tal	parler	N;INDF;NEUT;PL	V;NFIN
tal	parle	tal	parler	N;INDF;NEUT;PL	V;IND;SG;3;PRS;FIN
tal	nombre	tal	nombre	N;INDF;NEUT;PL	N;MASC;SG
tal	numéro	tal	numéro	N;INDF;NEUT;PL	N;MASC;SG
tæt	fermer	tæt	fermer	ADV	V;NFIN
tæt	proche	tæt	proche	ADV	ADJ;MASC;SG
tæt	dense	tæt	dense	ADV	ADJ;MASC;SG
tæt	denses	tæt	dense	ADV	ADJ;MASC;PL
gammel	anciens	gammel	ancien	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
ord	mot	ord	mot	N;INDF;NEUT;PL	N;MASC;SG
david	alain	david	alain		PROPN
david	laurent	david	laurer		PROPN
david	sylvie	david	sylvie		PROPN
david	david	david	david		PROPN
lange	lange	lang	lange	ADJ;PL	N;MASC;SG
lange	longue	lang	long	ADJ;PL	ADJ;FEM;SG
lange	longtemps	lang	longtemps	ADJ;PL	ADV
lange	long	lang	long	ADJ;PL	ADJ;MASC;SG
kvinder	féminin	kvinde	féminin	N;INDF;MASC+FEM;PL	ADJ;MASC;SG
kvinder	femme	kvinde	femme	N;INDF;MASC+FEM;PL	N;FEM;SG
top	haut	top	haut	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
arbejder	travaux	arbejde	travail	V;IND;PRS;FIN;ACT	N;MASC;PL
arbejder	travail	arbejde	travail	V;IND;PRS;FIN;ACT	N;MASC;SG
arbejder	travailleur	arbejde	travailleur	V;IND;PRS;FIN;ACT	N;MASC;SG
arbejder	travailleuse	arbejde	travailleur	V;IND;PRS;FIN;ACT	ADJ;FEM;SG
arbejder	ouvrier	arbejde	ouvrier	V;IND;PRS;FIN;ACT	N;MASC;SG
arbejder	travaux	arbejde	travail	V;IND;PRS;FIN;ACT	N;MASC;PL
arbejder	œuvres	arbejde	œuvre	V;IND;PRS;FIN;ACT	N;FEM;PL
arbejder	oeuvres	arbejde	oeuvre	V;IND;PRS;FIN;ACT	N;FEM;PL
indenfor	interieur	indenfor	interieur	ADV	ADJ;MASC;SG
indenfor	inside	indenfor	inside	ADV	
indenfor	intérieur	indenfor	intérieur	ADV	N;MASC;SG
nyt	nouvelles	ny	nouveau	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
nyt	nouveaux	ny	nouveau	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
nyt	nouveautés	ny	nouveauté	ADJ;INDF;NEUT;SG	N;FEM;PL
bør	devrait	burde	devoir	V;IND;PRS;FIN;ACT	V;COND;SG;3;PRS;FIN
bør	devraient	burde	devoir	V;IND;PRS;FIN;ACT	V;COND;PL;3;PRS;FIN
bør	devrais	burde	devoir	V;IND;PRS;FIN;ACT	V;COND;SG;1;PRS;FIN
lavet	fabriqués	lave	fabriquer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
andersen	andersen	andersen	andersen	PROPN	PROPN
vist	affichées	vise	afficher	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
vist	affichés	vise	afficher	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
art	artistique	art	artistique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
art	espèces	art	espèce	N;INDF;MASC+FEM;SG	N;FEM;PL
johan	johan	johan	johan		PROPN
kongelige	redevance	kongelig	redevance	ADJ;PL	N;FEM;SG
kongelige	royauté	kongelig	royauté	ADJ;PL	N;FEM;SG
kongelige	redevances	kongelig	redevance	ADJ;PL	N;FEM;PL
kongelige	royale	kongelig	royal	ADJ;PL	ADJ;FEM;SG
kongelige	royal	kongelig	royal	ADJ;PL	ADJ;MASC;SG
kongelige	royals	kongelig	royal	ADJ;PL	N;MASC;PL
norske	norvégien	norsk	norvégien	ADJ;PL	ADJ;MASC;SG
norske	norvégienne	norsk	norvégien	ADJ;PL	ADJ;FEM;SG
imod	contre	imod	contre	ADV	ADP
imod	against	imod	against	ADV	PROPN
finder	trouvez	finde	trouver	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
finder	trouvailles	finde	trouvaille	V;IND;PRS;FIN;ACT	N;FEM;PL
martin	martín	martin	martín		PROPN
martin	martine	martin	martine		N;FEM;SG
martin	martin	martin	martin		PROPN
oprindelige	initiale	oprindelig	initial	ADJ;PL	ADJ;FEM;SG
oprindelige	initial	oprindelig	initial	ADJ;PL	ADJ;MASC;SG
oprindelige	originale	oprindelig	original	ADJ;PL	ADJ;FEM;SG
oprindelige	original	oprindelig	original	ADJ;PL	ADJ;MASC;SG
type	taper	type	taper	N;INDF;MASC+FEM;SG	V;NFIN
type	tapez	type	tape	N;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
stammer	souches	stamme	souche	V;IND;PRS;FIN;ACT	N;FEM;PL
stammer	tribus	stamme	tribu	V;IND;PRS;FIN;ACT	N;FEM;PL
vestlige	occidentale	vestlig	occidental	ADJ;PL	ADJ;FEM;SG
vestlige	occidental	vestlig	occidental	ADJ;PL	ADJ;MASC;SG
vestlige	ouest	vestlig	ouest	ADJ;PL	N;MASC;SG
vestlige	western	vestlig	western	ADJ;PL	N;MASC;SG
vand	eaux	vand	eau	N;INDF;NEUT;SG	N;FEM;PL
robert	thierry	robert	thierry	N;INDF;MASC+FEM;SG	PROPN
vundet	gagnées	vinde	gagnée	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
vundet	won	vinde	won	V;INDF;SG;PST;V.PTCP	
vundet	gagnés	vinde	gagner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
black	noire	black	noir		ADJ;FEM;SG
black	black	black	black		ADJ;MASC;SG
black	noires	black	noir		ADJ;FEM;PL
black	noir	black	noir		N;MASC;SG
black	noirs	black	noir		ADJ;MASC;PL
fast	solides	fast	solide	ADV	ADJ;MASC;PL
fast	massif	fast	massif	ADV	N;MASC;SG
fast	solide	fast	solide	ADV	ADJ;MASC;SG
fast	corrigé	fast	corrigé	ADV	V;MASC;SG;PST;V.PTCP
fast	fixe	fast	fixe	ADV	ADJ;MASC;SG
fast	fixes	fast	fixe	ADV	ADJ;MASC;PL
fast	fixé	fast	fixer	ADV	V;MASC;SG;PST;V.PTCP
fast	réparé	fast	réparer	ADV	V;MASC;SG;PST;V.PTCP
lave	basses	lave	bas	V;NFIN;ACT	ADJ;FEM;PL
