med	med	med	mest	ADP	
senare	vēlākā	sen	vēla	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
olika	atšķirīgi	olik	atšķirīgs	ADJ;NOM;PL	ADV
olika	atšķirīgs	olik	atšķirīgs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
point	point	point	point	N;NOM;INDF;MASC+FEM;SG	
nya	jauna	ny	jauns	ADJ;NOM;PL	ADJ;NOM;FEM;SG
nya	jaunums	ny	jaunums	ADJ;NOM;PL	N;NOM;MASC;SG
nya	jauns	ny	jauns	ADJ;NOM;PL	ADJ;NOM;MASC;SG
nya	jaunais	ny	jauns	ADJ;NOM;PL	ADJ;NOM;MASC;SG
island	islandē	island	islandēt	PROPN;NOM	N;ESS;FEM;SG
island	īslande	island	īslande	PROPN;NOM	N;NOM;FEM;SG
island	islande	island	islande	PROPN;NOM	N;NOM;FEM;SG
dock	tomēr	dock	tomēr	ADV	CONJ
dock	tomēr	dock	tomēr	ADV	CONJ
sjön	ezera	sjö	ezers	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
tidigare	bijusī	tidig	būt	ADV;CMPR	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
tidigare	bijušie	tidig	būt	ADV;CMPR	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
tidigare	bijušais	tidig	bijušais	ADV;CMPR	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
tidigare	iepriekšējā	tidig	iepriekšējs	ADV;CMPR	ADJ;NOM;FEM;SG
tidigare	iepriekšējais	tidig	iepriekšējs	ADV;CMPR	ADJ;NOM;MASC;SG
tidigare	iepriekšējās	tidig	iepriekšēja	ADV;CMPR	ADJ;NOM;FEM;PL
tidigare	iepriekšējie	tidig	iepriekšējs	ADV;CMPR	ADJ;NOM;MASC;PL
brasilien	brazīlija	brasili	brazīlija	PROPN;NOM	PROPN;NOM;FEM;SG
brasilien	brazīlijas	brasili	brazīlija	PROPN;NOM	PROPN;NOM;FEM;SG
colombia	kolumbija	colombia	kolumbija	PROPN;NOM	N;NOM;FEM;SG
colombia	kolumbijas	colombia	kolumbija	PROPN;NOM	PROPN;NOM;FEM;SG
colombia	kolumbija	colombia	kolumbija	PROPN;NOM	N;NOM;FEM;SG
colombia	kolumbijas	colombia	kolumbija	PROPN;NOM	PROPN;NOM;FEM;SG
sina	viņu	sig	viņš	PRO;DEF;PL	PRO;ACC;MASC;SG;3
score	score	score	score	N;NOM;INDF;MASC+FEM;SG	
spanien	spānija	spani	spānija	PROPN;NOM	PROPN;NOM;FEM;SG
mount	kalna	mount	kalns	PROPN;NOM	N;GEN;MASC;SG
kom	atnācu	komma	atnākt	V;IMP;FIN;ACT	V;FH;IND;SG;1;POS;PST;FIN;ACT
kom	atnāca	komma	atnākt	V;IMP;FIN;ACT	V;FH;IND;3;POS;PST;FIN;ACT
stora	liels	stor	liels	ADJ;NOM;PL	ADJ;NOM;MASC;SG
stora	liela	stor	liela	ADJ;NOM;PL	ADJ;NOM;FEM;SG
stora	lielā	stor	liels	ADJ;NOM;PL	ADJ;NOM;FEM;SG
stora	liels	stor	liels	ADJ;NOM;PL	ADJ;NOM;MASC;SG
stora	lielais	stor	liels	ADJ;NOM;PL	ADJ;NOM;MASC;SG
stora	liela	stor	liela	ADJ;NOM;PL	ADJ;NOM;FEM;SG
stora	lielā	stor	liels	ADJ;NOM;PL	ADJ;NOM;FEM;SG
stora	stora	stor	stors	ADJ;NOM;PL	
omgivande	apkārtējo	omgivande	apkārtēja	ADJ;NOM;PRS;V.PTCP	ADJ;ACC;MASC;SG
tre	tre	tre	tre	NUM;NOM	
tre	trim	tre	trīs	NUM;NOM	NUM;DAT;MASC;PL
shift	maiņu	shift	maiņa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
algeriet	alžīrija	algeri	alžīrija	N;NOM;DEF;NEUT;SG	PROPN;NOM;FEM;SG
chile	čīle	chile	čīle	PROPN;NOM	PROPN;NOM;FEM;SG
växtlighet	veģetācijas	växtlighet	veģetācija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
mer	vairak	mycket	vairāk	ADV;CMPR	
kongo	congo	kongo	congo	PROPN;NOM	
kongo	kongo	kongo	kongo	PROPN;NOM	
von	fon	von	fon	PROPN;NOM	
wat	wat	wat	wat	N;NOM;INDF;MASC+FEM;SG	
file	failu	file	fails	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
släkte	paaudzes	släkte	paaudze	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
släkte	ģinšu	släkte	ģins	N;NOM;INDF;NEUT;SG	N;GEN;FEM;PL
sydlig	dienvidu	sydlig	dienvidi	ADJ;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
västlig	rietumu	västlig	rietumi	ADJ;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
västlig	western	västlig	westerne	ADJ;NOM;INDF;MASC+FEM;SG	
blir	kļūt	bli	kļūt	V;IND;PRS;FIN;ACT	V;POS;NFIN
blir	kļuvis	bli	kļūt	V;IND;PRS;FIN;ACT	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
sydvästra	dienvidrietumu	sydvästra	dienvidrietums	ADJ;NOM;DEF;SG	N;ACC;MASC;SG
lite	lite	lite	lite	ADV	
republiken	republikas	republik	republika	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
öppet	atklāti	öppen	atklāt	ADV	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
öppet	atklāts	öppen	atklāt	ADV	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
öppet	atvērts	öppen	atvērts	ADV	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
öppet	atvērta	öppen	atvērt	ADV	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
öppet	atvērt	öppen	atvērt	ADV	V;POS;NFIN
öppet	caurspīdīgs	öppen	caurspīdīgs	ADV	ADJ;NOM;MASC;SG
öppet	caurspīdīga	öppen	caurspīdīga	ADV	ADJ;NOM;FEM;SG
innan	pirms	innan	pirms	CONJ	ADP
fram	priekšējais	fram	priekšējs	ADV	ADJ;NOM;MASC;SG
fram	fronte	fram	fronte	ADV	N;NOM;FEM;SG
fram	priekšpusē	fram	priekšpuse	ADV	N;ESS;FEM;SG
fram	priekšējie	fram	priekšējs	ADV	ADJ;NOM;MASC;PL
canberra	kanberā	canberra	kanbera	PROPN;NOM	N;ESS;FEM;SG
mål	mērķi	mål	mērķis	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
mål	mērķi	mål	mērķis	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
mål	mērķus	mål	mērķis	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
län	ils	län	ils	N;NOM;INDF;NEUT;SG	N;ESS;MASC;SG
län	apgabali	län	apgabali	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
län	novados	län	novads	N;NOM;INDF;NEUT;SG	N;ESS;MASC;PL
bosnien	bosnija	bosnie	bosnija	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
john	džons	john	džons	PROPN;NOM	PROPN;NOM;MASC;SG
hercegovina	hercegovinā	hercegovin	hercegovināt	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
administrativ	administratīvi	administrativ	administratīvi	ADJ;NOM;INDF;MASC+FEM;SG	ADV
administrativ	administratīvie	administrativ	administratīvs	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
nordöstra	ziemeļaustrumu	nordöstra	ziemeļaustrumi	ADJ;NOM;DEF;SG	N;GEN;MASC
bara	tikai	bara	tikai	ADV	PART
bara	tikai	bara	tikai	ADV	PART
ska	būtu	skola	būt	V;IND;PRS;FIN;ACT	V;COND;POS;FIN;ACT
ska	vajadzētu	skola	vajadzēt	V;IND;PRS;FIN;ACT	V;COND;POS;FIN;ACT
ska	ska	skola	ska	V;IND;PRS;FIN;ACT	PROPN
ontario	ontario	ontario	ontario	PROPN;NOM	
carl	kārlis	carl	kārlis	PROPN;NOM	PROPN;NOM;MASC;SG
församling	draudzi	församling	draudzi	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
församling	asamblejas	församling	asambleja	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
río	río	río	rno	N	
land	zemi	land	zeme	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
land	zemes	land	zeme	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
dess	tās	den	tā	PRO;DEF	PRO;NOM;FEM;PL
amerikansk	american	amerikansk	american	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
amerikansk	amerikāņu	amerikansk	amerikānis	ADJ;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
amerikansk	amerikas	amerikansk	amerika	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;PL
helsingfors	helsinkos	helsingfors	helsinkis	PROPN;NOM	N;ESS;MASC;PL
helsingfors	helsinku	helsingfors	helsinka	PROPN;NOM	N;ACC;MASC;SG
tid	laika	tid	laiks	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
några	dažas	någon	daža	DET;INDF;PL	PRO;NOM;FEM;PL
några	dažiem	någon	dažs	DET;INDF;PL	PRO;DAT;MASC;PL
några	daži	någon	dažs	DET;INDF;PL	PRO;NOM;MASC;PL
kommer	būs	komma	būt	V;IND;PRS;FIN;ACT	V;FH;IND;3;POS;FUT;FIN;ACT
kommer	nāc	komma	nākt	V;IND;PRS;FIN;ACT	V;IMP;SG;2;POS;FIN;ACT
exempel	piemērus	exempel	piemērs	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
exempel	piemēri	exempel	piemērs	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
någon	ikviens	någon	ikviens	PRO;INDF;MASC+FEM;SG	PRO;NOM;MASC;SG
någon	kāds	någon	kāds	PRO;INDF;MASC+FEM;SG	PRO;NOM;MASC;SG
någon	jebkura	någon	jebkura	PRO;INDF;MASC+FEM;SG	PRO;NOM;FEM;SG
gräsmarker	pļavas	gräsmark	pļava	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
gräsmarker	pļavās	gräsmark	pļava	V;IND;PRS;FIN;ACT	N;ESS;FEM;PL
saint	svētais	saint	svēts	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
saint	saint	saint	saint	N;NOM;INDF;MASC+FEM;SG	
något	nedaudz	någon	nedaudz	PRO;INDF;NEUT;SG	ADV
något	kautkas	någon	kautka	PRO;INDF;NEUT;SG	N;NOM;MASC;SG
gjorde	did	göra	did	V;IND;PST;FIN;ACT	
san	san	san	san	PROPN;NOM	
stor	lielie	stor	liels	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
stor	lielas	stor	liela	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
stor	lieli	stor	liels	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
stor	lieli	stor	liels	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
ingen	nav	ingen	nebūt	PRO;INDF;MASC+FEM;SG	V;FH;IND;3;NEG;PRS;FIN;ACT
ingen	neviena	ingen	neviens	PRO;INDF;MASC+FEM;SG	PRO;NOM;MASC;SG
ingen	neviens	ingen	neviens	PRO;INDF;MASC+FEM;SG	PRO;NOM;MASC;SG
kallt	saaukstēšanās	kallt	saaukstēšanās	ADJ;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
kallt	auksti	kallt	auksti	ADJ;NOM;INDF;NEUT;SG	ADV
kallt	aukstums	kallt	aukstums	ADJ;NOM;INDF;NEUT;SG	N;NOM;MASC;SG
jawa	jawa	jawa	jawa	NUM;NOM	
varit	bijusi	vara	būt	V;V.CVB;ACT	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
får	aitas	få	aita	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
får	aitām	få	aita	V;IND;PRS;FIN;ACT	N;DAT;FEM;PL
får	aita	få	aita	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
får	aitu	få	aita	V;IND;PRS;FIN;ACT	N;ACC;MASC;SG
naturlig	dabas	naturlig	daba	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
naturlig	dabīgi	naturlig	dabīgs	ADJ;NOM;INDF;MASC+FEM;SG	ADV
mest	vairums	mycket	vairums	ADV;RL	N;NOM;MASC;SG
mest	pārsvarā	mycket	pārsvars	ADV;RL	N;ESS;MASC;SG
mest	lielākoties	mycket	lielākoties	ADV;RL	
webbplats	mājaslapā	pebbplats	mājaslaps	N;NOM;INDF;MASC+FEM;SG	N;ESS;MASC;SG
ger	ger	ge	gerēt	V;IND;PRS;FIN;ACT	
mosaik	mozaīkas	mosaik	mozaīka	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
team	komandām	team	komanda	N;NOM;INDF;NEUT;SG	N;DAT;FEM;PL
team	komandas	team	komanda	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
team	team	team	tu	N;NOM;INDF;NEUT;SG	
hela	dziedināt	hel	dziedināt	ADJ;NOM;DEF;SG	V;POS;NFIN
hela	veseli	hel	vesels	ADJ;NOM;DEF;SG	ADJ;NOM;MASC;PL
hela	veselas	hel	vesela	ADJ;NOM;DEF;SG	ADJ;NOM;FEM;PL
gör	darām	göra	darīt	V;IMP;FIN;ACT	V;FH;IND;PL;1;POS;PRS;FIN;ACT
gör	dara	göra	darīt	V;IMP;FIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
gör	padarītu	göra	padarīt	V;IMP;FIN;ACT	V;COND;POS;FIN;ACT
gör	make	göra	make	V;IMP;FIN;ACT	
gör	marka	göra	marka	V;IMP;FIN;ACT	N;NOM;FEM;SG
honom	viņam	han	viņš	PRO;ACC;DEF;MASC+FEM;SG	PRO;DAT;MASC;SG;3
kyrka	baznīcas	kyrka	baznīca	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
kyrka	baznīcā	kyrka	baznīca	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
nordvästra	ziemeļrietumu	nordvästra	ziemeļrietums	ADJ;NOM;DEF;SG	N;ACC;MASC;SG
nordvästra	ziemeļrietumu	nordvästra	ziemeļrietums	ADJ;NOM;DEF;SG	N;ACC;MASC;SG
angola	angolas	angola	angola	PROPN;NOM	PROPN;NOM;FEM;PL
columbia	kolumbija	columbia	kolumbija	PROPN;NOM	N;NOM;FEM;SG
columbia	kolumbijas	columbia	kolumbija	PROPN;NOM	PROPN;NOM;FEM;SG
tyskland	vācijas	tyskland	vācija	PROPN;NOM	PROPN;NOM;FEM;SG
tyskland	vācija	tyskland	vācija	PROPN;NOM	PROPN;NOM;FEM;SG
tyskland	vācijā	tyskland	vācija	PROPN;NOM	PROPN;ESS;FEM;SG
svg	svg	svg	svg	N;NOM;INDF;MASC+FEM;SG	
distrikt	apgabali	distrikt	apgabali	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
distrikt	rajoni	distrikt	rajons	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
fuktigt	mitrā	fuktig	mitrs	ADJ;NOM;INDF;NEUT;SG	ADJ;ESS;FEM;SG
fuktigt	mitru	fuktig	mitrs	ADJ;NOM;INDF;NEUT;SG	ADJ;ACC;MASC;SG
fyra	četriem	fyra	četri	NUM;NOM	NUM;DAT;MASC;PL
fyra	četrus	fyra	četri	NUM;NOM	NUM;ACC;MASC;PL
mexiko	meksika	mexiko	meksika	PROPN;NOM	N;NOM;FEM;SG
mexiko	meksikas	mexiko	meksika	PROPN;NOM	PROPN;NOM;FEM;SG
mexiko	meksikā	mexiko	meksika	PROPN;NOM	N;ESS;FEM;SG
london	londona	london	londons	PROPN;NOM	N;NOM;FEM;SG
london	londonā	london	londons	PROPN;NOM	N;ESS;MASC;SG
london	london	london	london	PROPN;NOM	
används	izmanto	använda	izmantot	V;IND;PRS;FIN;PASS	V;IMP;SG;2;POS;FIN;ACT
används	lietots	använda	lietot	V;IND;PRS;FIN;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
används	izmantotais	använda	izmantot	V;IND;PRS;FIN;PASS	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
används	izmantots	använda	izmantot	V;IND;PRS;FIN;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
används	lietoti	använda	lietot	V;IND;PRS;FIN;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
används	lietota	använda	lietot	V;IND;PRS;FIN;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
går	goes	gå	goes	V;IND;PRS;FIN;ACT	
barn	bērnus	barn	bērns	N;NOM;INDF;NEUT;PL	N;ACC;MASC;PL
barn	bērniem	barn	bērns	N;NOM;INDF;NEUT;PL	N;DAT;MASC;PL
barn	bērns	barn	bērns	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
ekonomiska	ekonomikas	ekonomisk	ekonomika	ADJ;NOM;PL	N;NOM;FEM;PL
ekonomiska	ekonomiskais	ekonomisk	ekonomisks	ADJ;NOM;PL	ADJ;NOM;MASC;SG
ekonomiska	ekonomiskā	ekonomisk	ekonomiska	ADJ;NOM;PL	ADJ;NOM;FEM;SG
ekonomiska	ekonomiska	ekonomisk	ekonomiska	ADJ;NOM;PL	ADJ;NOM;FEM;SG
kunde	varētu	kunna	varēt	V;IND;PST;FIN;ACT	V;COND;POS;FIN;ACT
dem	viņiem	de	viņš	PRO;ACC;DEF;PL	PRO;DAT;MASC;PL;3
både	abas	både	abas	CONJ	PRO;NOM;FEM;PL
både	abus	både	abi	CONJ	PRO;ACC;MASC;PL
både	abi	både	abi	CONJ	PRO;NOM;MASC;PL
övrigt	pārējie	övrigt	pārējs	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL
övrigt	citi	övrigt	cits	ADJ;NOM;INDF;NEUT;SG	PRO;NOM;MASC;PL
övrigt	cits	övrigt	cits	ADJ;NOM;INDF;NEUT;SG	PRO;NOM;MASC;SG
övrigt	citādi	övrigt	citādi	ADJ;NOM;INDF;NEUT;SG	ADV
övrigt	citas	övrigt	cita	ADJ;NOM;INDF;NEUT;SG	PRO;NOM;FEM;PL
övrigt	dažādi	övrigt	dažāds	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL
övrigt	dažādas	övrigt	dažāda	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;PL
england	anglija	england	anglija	PROPN;NOM	N;NOM;FEM;SG
england	england	england	england	PROPN;NOM	
england	angliju	england	anglija	PROPN;NOM	PROPN;ACC;FEM;SG
hennes	savējos	hon	savējs	PRO;DEF	ADJ;ACC;MASC;PL
argentina	argentīna	argentin	argentīns	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
mountain	kalnu	mountai	kalns	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
grekland	grieķijā	grekland	grieķija	PROPN;NOM	N;ESS;FEM;SG
grekland	grieķija	grekland	grieķija	PROPN;NOM	N;NOM;FEM;SG
dam	dam	dam	ds	N;NOM;INDF;MASC+FEM;SG	
dam	aizsprostam	dam	aizsprosts	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
karl	kārlis	karl	kārlis	PROPN;NOM	PROPN;NOM;MASC;SG
karl	čārlzs	karl	čārlzs	PROPN;NOM	PROPN;NOM;MASC;SG
skådespelare	dalībnieki	skådespelare	dalībnieks	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
skådespelare	aktieri	skådespelare	aktieris	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
personer	personām	person	persona	N;NOM;INDF;MASC+FEM;PL	N;DAT;FEM;PL
personer	tauta	person	tauta	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
personer	cilvēkiem	person	cilvēks	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
bli	kļūt	bli	kļūt	V;IMP;FIN;ACT	V;POS;NFIN
bli	kļuvis	bli	kļūt	V;IMP;FIN;ACT	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
endast	tikai	endast	tikai	ADV	PART
öar	salām	öar	sala	N;NOM;INDF;MASC+FEM;PL	N;DAT;FEM;PL
danmark	dānijā	danmark	dānija	PROPN;NOM	PROPN;ESS;FEM;SG
danmark	dānija	danmark	dānija	PROPN;NOM	PROPN;NOM;FEM;SG
danmark	danmark	danmark	danmark	PROPN;NOM	PROPN;NOM;FEM;SG
österrike	austrija	österrike	austrija	PROPN;NOM	PROPN;NOM;FEM;SG
österrike	austrijas	österrike	austrija	PROPN;NOM	PROPN;NOM;FEM;SG
österrike	austrijā	österrike	austrija	PROPN;NOM	PROPN;ESS;FEM;SG
österrike	austriju	österrike	austrija	PROPN;NOM	PROPN;ACC;FEM;SG
artiklar	raksti	artikel	raksts	N;NOM;INDF;MASC+FEM;PL	INTJ
jean	žans	jean	žans	PROPN;NOM	PROPN;NOM;MASC;SG
jean	džīna	jean	džīna	PROPN;NOM	PROPN;NOM;FEM;SG
william	viljams	william	viljams	PROPN;NOM	PROPN;NOM;MASC;SG
känd	zināma	känd	zināt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
känd	zināmi	känd	zināt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
känd	zināms	känd	zināt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
känd	pazīstama	känd	pazīt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
känd	slaveno	känd	slavens	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ACC;MASC;SG
engelska	angļu	engelsk	anglis	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
departement	departamentā	departement	departaments	N;NOM;INDF;NEUT;PL	N;ESS;MASC;SG
departement	departaments	departement	departaments	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
departement	ministrijām	departement	ministrija	N;NOM;INDF;NEUT;PL	N;DAT;FEM;PL
departement	departamentiem	departement	departaments	N;NOM;INDF;NEUT;PL	N;DAT;MASC;PL
departement	ministrija	departement	ministrija	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
antal	skaitīt	antal	skaitīt	N;NOM;INDF;NEUT;SG	V;POS;NFIN
antal	saskaitīt	antal	saskaitīt	N;NOM;INDF;NEUT;SG	V;POS;NFIN
antal	numuru	antal	numurs	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
vill	gribi	vilja	gribēt	V;IND;PRS;FIN;ACT	V;IMP;SG;2;POS;FIN;ACT
des	des	de	des	N;NOM;INDF;NEUT;SG	
författare	autoriem	författare	autors	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
författare	rakstnieks	författare	rakstnieks	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
författare	autors	författare	autors	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
författare	autore	författare	autore	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
los	los	los	los	PROPN;NOM	
äldre	vecāki	gammal	vecāks	ADJ;NOM;CMPR	N;NOM;MASC;PL
gamla	vecā	gammal	veca	ADJ;NOM;PL	ADJ;NOM;FEM;SG
gamla	veca	gammal	veca	ADJ;NOM;PL	ADJ;NOM;FEM;SG
gamla	vecs	gammal	vecs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
allt	viss	all	viss	PRO;INDF;NEUT;SG	PRO;NOM;MASC;SG
allt	visam	all	viss	PRO;INDF;NEUT;SG	PRO;DAT;MASC;SG
allt	visu	all	viss	PRO;INDF;NEUT;SG	PRO;ACC;MASC;SG
allt	visiem	all	viss	PRO;INDF;NEUT;SG	PRO;DAT;MASC;PL
allt	visu	all	viss	PRO;INDF;NEUT;SG	PRO;ACC;MASC;SG
allt	visas	all	visa	PRO;INDF;NEUT;SG	PRO;NOM;FEM;PL
allt	visi	all	viss	PRO;INDF;NEUT;SG	PRO;NOM;MASC;PL
allt	visa	all	viss	PRO;INDF;NEUT;SG	PRO;NOM;FEM;SG
lag	team	lag	tu	N;NOM;INDF;MASC+FEM;SG	
lag	tieslietas	lag	tieslietas	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
lag	komandām	lag	komanda	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;PL
lag	komandas	lag	komanda	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
brt	brt	brt	brt	N;NOM;INDF;NEUT;SG	
johan	džons	joha	džons	PROPN;NOM	PROPN;NOM;MASC;SG
johan	johan	joha	johan	PROPN;NOM	
johan	johans	joha	johans	PROPN;NOM	PROPN;NOM;MASC;SG
innebär	līdzekļi	innebära	līdzeklis	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
innebär	nozīmē	innebära	nozīme	V;IND;PRS;FIN;ACT	N;ESS;FEM;SG
diskussion	pārrunas	diskussion	pārruna	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
diskussion	diskusijas	diskussion	diskusija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
medan	kamēr	medan	kamēr	CONJ	ADV
kommuner	pašvaldībām	kommun	pašvaldība	N;NOM;INDF;MASC+FEM;PL	N;DAT;FEM;PL
kyrkan	baznīcas	kyrka	baznīca	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
kyrkan	baznīcā	kyrka	baznīca	N;NOM;DEF;MASC+FEM;SG	N;ESS;FEM;SG
punta	punta	punta	punta	N;NOM;INDF;NEUT;SG	
eet	eet	en	eet	PROPN;NOM	N
kullar	metieniem	kulla	metiens	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
black	melnā	black	melns	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
black	melni	black	melns	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
black	melna	black	melna	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
black	melnas	black	melna	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
black	melns	black	melns	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
asien	āzija	asie	āzija	PROPN;NOM	N;NOM;FEM;SG
varje	katrs	varje	katrs	DET;INDF;SG	PRO;NOM;MASC;SG
varje	katru	varje	katra	DET;INDF;SG	PRO;ACC;MASC;SG
varje	katra	varje	katra	DET;INDF;SG	PRO;NOM;FEM;SG
bild	bildē	bild	bilde	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
bild	bildei	bild	bilde	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
bild	attēla	bild	attēls	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
bild	attēlu	bild	attēls	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
france	franciju	fra	francija	N;NOM;INDF;MASC+FEM;SG	PROPN;ACC;FEM;SG
france	francijā	fra	francija	N;NOM;INDF;MASC+FEM;SG	PROPN;ESS;FEM;SG
france	francija	fra	francija	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
france	france	fra	france	N;NOM;INDF;MASC+FEM;SG	
