til	בשביל	til	בשביל	ADV	ADP
nogen	מישהו	nogen	מישהו	PRO;MASC+FEM;SG	N;MASC;SG
nogen	מישהו	nogen	מישהו	PRO;MASC+FEM;SG	N;MASC;SG
nogen	מישהי	nogen	מישהי	PRO;MASC+FEM;SG	PROPN
nogen	מישהו	nogen	מישהו	PRO;MASC+FEM;SG	N;MASC;SG
godt	טוב	godt	טוב	ADV	ADJ;MASC;SG
godt	יופי	godt	יופי	ADV	PROPN
arbejde	עובד	arbejde	עובד	N;INDF;NEUT;SG	PROPN
land	ארצי	land	ארצי	N;INDF;NEUT;SG	PROPN
begge	שתיהן	begge	שתיים	PRO;PL	PRO;FEM;PL;3
begge	שניהם	begge	שניים	PRO;PL	
norge	נורבגיה	norge	נורבגיה	PROPN	PROPN
europa	אירופה	europa	אירופה	PROPN	PROPN
europa	אירופה	europa	אירופה	PROPN	PROPN
england	באנגליה	england	באנגליה	PROPN	PROPN
england	אנגליה	england	אנגליה	PROPN	PROPN
player	שחקן	play	שחקן	N;INDF;MASC+FEM;PL	N;MASC;SG
player	נגן	play	נגן	N;INDF;MASC+FEM;PL	
landet	ארצי	land	ארצי	N;DEF;NEUT;SG	PROPN
http	http	http	http	N;INDF;MASC+FEM;SG	PROPN
lidt	במעט	lidt	במעט	ADV	
lidt	במקצת	lidt	במקצת	ADV	
verden	העולם	verden	העולם	N;INDF;MASC+FEM;SG	
lang	לאנג	lang	אנג	ADJ;INDF;MASC+FEM;SG	PROPN
lang	לנג	lang	לנג	ADJ;INDF;MASC+FEM;SG	PROPN
lang	לונג	lang	לונג	ADJ;INDF;MASC+FEM;SG	PROPN
plads	מושב	plads	מושב	N;INDF;MASC+FEM;SG	
plads	המושב	plads	המושב	N;INDF;MASC+FEM;SG	
plads	המקום	plads	המקום	N;INDF;MASC+FEM;SG	
får	כבשה	få	כבש	V;IND;PRS;FIN;ACT	N;FEM;SG
får	כבשים	få	כבש	V;IND;PRS;FIN;ACT	
stort	גדולים	stor	גדול	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
stort	ביג	stor	ביג	ADJ;INDF;NEUT;SG	
stort	גדולים	stor	גדול	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
derefter	ואז	derefter	ואז	ADV	
indeholder	המכילים	indeholde	המכיל	V;IND;PRS;FIN;ACT	N;MASC;PL
indeholder	המכיל	indeholde	המכיל	V;IND;PRS;FIN;ACT	V;MASC;SG;3;PST;ACT
indeholder	שמכיל	indeholde	שמכיל	V;IND;PRS;FIN;ACT	
sprog	שפות	sprog	שפה	N;INDF;NEUT;SG	N;FEM;PL
set	זוהתה	se	זוהה	V;INDF;SG;PST;V.PTCP	
set	אותר	se	אותר	V;INDF;SG;PST;V.PTCP	PROPN
set	זוהו	se	זוהו	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;PASS
set	נצפה	se	צפה	V;INDF;SG;PST;V.PTCP	V;PL;1;PST
set	נצפו	se	נצפה	V;INDF;SG;PST;V.PTCP	V;PL;3;PST
set	צפו	se	צפה	V;INDF;SG;PST;V.PTCP	PROPN
set	צפו	se	צפה	V;INDF;SG;PST;V.PTCP	PROPN
set	צפה	se	צפה	V;INDF;SG;PST;V.PTCP	PROPN
set	צפית	se	צפית	V;INDF;SG;PST;V.PTCP	
london	לונדון	london	לונדון	PROPN	PROPN
kendte	ידוע	kende	ידוע	V;IND;PST;FIN;ACT	N;MASC;SG
kendte	הידוע	kende	הידוע	V;IND;PST;FIN;ACT	
kendte	ידועים	kende	ידוע	V;IND;PST;FIN;ACT	N;MASC;PL
kendte	ידע	kende	ידע	V;IND;PST;FIN;ACT	N;MASC;SG
kendte	מפורסמים	kende	מפורסם	V;IND;PST;FIN;ACT	ADJ;MASC;PL
kendte	סלבריטאים	kende	סלבריטאי	V;IND;PST;FIN;ACT	N;MASC;PL
kendte	ידוענים	kende	ידוען	V;IND;PST;FIN;ACT	N;MASC;PL
gav	הניב	give	הניב	V;IND;PST;FIN;ACT	PROPN
gav	נתן	give	נתן	V;IND;PST;FIN;ACT	PROPN
mand	זכר	mand	זכר	N;INDF;MASC+FEM;SG	
mand	בעלי	mand	בעל	N;INDF;MASC+FEM;SG	N;PSSD;MASC;PL
mand	הבעל	mand	הבעל	N;INDF;MASC+FEM;SG	
mand	בנאדם	mand	בנאדם	N;INDF;MASC+FEM;SG	ADV
vest	המערב	vest	המערב	N;INDF	PROPN
vest	ווסט	vest	וסט	N;INDF	PROPN
vest	מערבה	vest	מערבה	N;INDF	ADV
vest	וסט	vest	וסט	N;INDF	PROPN
vest	וסט	vest	וסט	N;INDF	PROPN
vest	אפוד	vest	אפוד	N;INDF	PROPN
vest	האפוד	vest	האפוד	N;INDF	PROPN
vest	המערבי	vest	המערבי	N;INDF	PROPN
vest	מערבי	vest	מערבי	N;INDF	PROPN
brug	להשתמש	brug	השתמש	N;INDF;MASC+FEM;SG	V;NFIN
brug	השתמש	brug	השתמש	N;INDF;MASC+FEM;SG	V;MASC;SG;3;PST
lande	מדינה	land	מדינה	N;INDF;NEUT;PL	N;FEM;SG
lande	ארץ	land	ארץ	N;INDF;NEUT;PL	N;FEM;SG
lande	ארצי	land	ארצי	N;INDF;NEUT;PL	PROPN
bygget	בנויה	bygge	בנה	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
bygget	בנה	bygge	בנה	V;INDF;SG;PST;V.PTCP	
skuespiller	השחקן	skuespiller	השחקן	N;INDF;MASC+FEM;SG	PROPN
liv	life	liv	life	N;INDF;NEUT;SG	
liv	החיים	liv	החיים	N;INDF;NEUT;SG	ADV
liv	חיים	liv	חיים	N;INDF;NEUT;SG	PROPN
liv	ליב	liv	ליב	N;INDF;NEUT;SG	PROPN
dele	לשתף	del	שיתף	N;INDF;MASC+FEM;PL	V;NFIN;ACT
dele	שתף	del	שתף	N;INDF;MASC+FEM;PL	ADV
dele	שתפו	del	שתף	N;INDF;MASC+FEM;PL	V;PL;1;PST;ACT
dele	שיתוף	del	שיתוף	N;INDF;MASC+FEM;PL	N;MASC;SG
fem	five	fem	five	NUM	
øst	מזרחה	øst	מזרחה	N;INDF	ADV
øst	המזרח	øst	המזרח	N;INDF	PROPN
øst	איסט	øst	איסט	N;INDF	PROPN
øst	המזרחי	øst	המזרח	N;INDF	PROPN
forfatter	כותב	forfatter	כתב	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
forfatter	תסריטאי	forfatter	תסריטאי	N;INDF;MASC+FEM;SG	PROPN
forfatter	מחבר	forfatter	מחבר	N;INDF;MASC+FEM;SG	
forfatter	שחיבר	forfatter	שחיבר	N;INDF;MASC+FEM;SG	PROPN
brugt	בשימוש	bruge	בשימוש	V;INDF;SG;PST;V.PTCP	PROPN
brugt	בילו	bruge	בילו	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;ACT
wikipedia	ויקיפדיה	wikipedia	ויקיפדיה	N;INDF;MASC+FEM;SG	PROPN
hansen	הנסן	hans	הנסן	PROPN	PROPN
album	האלבום	album	האלבום	N;INDF;NEUT;SG	PROPN
album	אלבומים	album	אלבום	N;INDF;NEUT;SG	N;MASC;PL
areal	האזור	areal	האזור	N;INDF;NEUT;SG	PROPN
giver	הנתינה	give	הנתין	V;IND;PRS;FIN;ACT	N;FEM;SG
giver	מתן	give	מתן	V;IND;PRS;FIN;ACT	N;MASC;SG
giver	נתינה	give	נתינה	V;IND;PRS;FIN;ACT	N;FEM;SG
giver	שנותן	give	שנותן	V;IND;PRS;FIN;ACT	
giver	תני	give	הוא	V;IND;PRS;FIN;ACT	
giver	תן	give	תן	V;IND;PRS;FIN;ACT	
giver	תנו	give	תנו	V;IND;PRS;FIN;ACT	
nuværende	זרם	nuværende	זרם	ADJ	N;MASC;SG
nuværende	הנוכחית	nuværende	הנוכחית	ADJ	N
nuværende	נוכחית	nuværende	נוכחי	ADJ	ADV
nuværende	נוכחי	nuværende	נוכחי	ADJ	
nuværende	מתנה	nuværende	מתנה	ADJ	
nuværende	הווה	nuværende	הווה	ADJ	PROPN
nuværende	נוכח	nuværende	נוכח	ADJ	
indbyggere	מתמחים	indbygger	התמחה	N;INDF;MASC+FEM;PL	V;MASC;PL;V.PTCP
indbyggere	אוכלוסיית	indbygger	אוכלוסייה	N;INDF;MASC+FEM;PL	N;PSSD;FEM;SG
indbyggere	אוכלוסייה	indbygger	אוכלוסייה	N;INDF;MASC+FEM;PL	N;FEM;SG
indbyggere	אוכלוסיה	indbygger	אוכלוסיה	N;INDF;MASC+FEM;PL	N;FEM;SG
skrev	כתבה	skrive	כתבה	V;IND;PST;FIN;ACT	N;FEM;SG
skrev	כתב	skrive	כתב	V;IND;PST;FIN;ACT	N;MASC;SG
skrev	כתבת	skrive	כתב	V;IND;PST;FIN;ACT	PROPN
står	עמידה	stå	עמידה	V;IND;PRS;FIN;ACT	N;FEM;SG
står	דוכני	stå	דוכן	V;IND;PRS;FIN;ACT	
imidlertid	אולם	imidlertid	אולם	ADV	CONJ
datter	בתי	datter	בית	N;INDF;MASC+FEM;SG	PROPN
datter	הבת	datter	הבת	N;INDF;MASC+FEM;SG	
område	האזור	område	האזור	N;INDF;NEUT;SG	PROPN
året	שנת	år	שנה	N;DEF;NEUT;SG	N;PSSD;FEM;SG
dens	שלו	dens	של	DET;3	
franske	צרפתי	fransk	צרפתי	ADJ;PL	PROPN
franske	צרפתית	fransk	צרפתית	ADJ;PL	PROPN
franske	צרפתים	fransk	צרפתי	ADJ;PL	N;MASC;PL
paris	פריס	paris	פריז	PROPN	PROPN
paris	פריז	paris	פריז	PROPN	PROPN
måde	דרך	måde	דרך	N;INDF;MASC+FEM;SG	
world	העולם	world	העולם		
world	עולם	world	עולם		N;MASC;SG
udgave	המהדורה	udgave	המהדורה	N;INDF;MASC+FEM;SG	PROPN
udgave	גרסא	udgave	גרסא	N;INDF;MASC+FEM;SG	PROPN
fransk	צרפתי	fransk	צרפתי	ADJ;INDF;SG	PROPN
fransk	צרפתית	fransk	צרפתית	ADJ;INDF;SG	PROPN
fransk	צרפתים	fransk	צרפתי	ADJ;INDF;SG	N;MASC;PL
carl	קרל	carl	קרל		PROPN
carl	קארל	carl	קארל		PROPN
far	אבא	far	אבא	N;INDF;MASC+FEM;SG	
far	אבא	far	אבא	N;INDF;MASC+FEM;SG	
far	אבא	far	אבא	N;INDF;MASC+FEM;SG	
far	אבי	far	אבי	N;INDF;MASC+FEM;SG	PROPN
york	יורק	york	יורק	PROPN	PROPN
ses	נראתה	se	נראה	V;NFIN;PASS	V;FEM;SG;3;PST;MID
ses	ses	se	ses	V;NFIN;PASS	NUM
liste	הרשימה	liste	הרשים	N;INDF;MASC+FEM;SG	V;FEM;SG;3;PST;ACT
kamp	קרבית	kamp	קרבית	N;INDF;MASC+FEM;SG	ADV
kamp	קרבי	kamp	קרבי	N;INDF;MASC+FEM;SG	PROPN
kamp	הילחם	kamp	הילחם	N;INDF;MASC+FEM;SG	PROPN
kamp	להילחם	kamp	נלחם	N;INDF;MASC+FEM;SG	V;NFIN;MID
kamp	המשחק	kamp	המשחק	N;INDF;MASC+FEM;SG	PROPN
eksempel	דוגמא	eksempel	דוגמה	N;INDF;NEUT;SG	
eksempel	לדוגמה	eksempel	לדוגמה	N;INDF;NEUT;SG	PROPN
langt	רחוק	langt	רחוק	ADV	
tiden	הזמן	tid	הזמן	N;DEF;MASC+FEM;SG	
tiden	טיים	tid	טיים	N;DEF;MASC+FEM;SG	PROPN
fil	קובץ	fil	קובץ	N;INDF;MASC+FEM;SG	PROPN
fil	הקובץ	fil	הקובץ	N;INDF;MASC+FEM;SG	PROPN
nielsen	נילסן	nielsen	נילסן	PROPN	PROPN
#aaa	#aaa	#aaa	#aaa		
fandt	נמצא	finde	נמצא	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP;MID
fandt	נמצאו	finde	נמצא	V;IND;PST;FIN;ACT	V;PL;3;PST;MID
fandt	נמצאה	finde	נמצא	V;IND;PST;FIN;ACT	V;FEM;SG;3;PST;MID
krigen	המלחמה	krig	המלחם	N;DEF;MASC+FEM;SG	PROPN
jensen	ינסן	jens	ניסן	PROPN	PROPN
solid	מוצק	solid	הוצק	ADJ;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;PASS
solid	מוצקה	solid	הוצק	ADJ;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP;PASS
små	קטן	lille	קטן	ADJ;PL	ADJ;MASC;SG
små	קטנה	lille	קטן	ADJ;PL	ADJ;FEM;SG
små	סמול	lille	סמול	ADJ;PL	
små	קטן	lille	קטן	ADJ;PL	ADJ;MASC;SG
små	קטנה	lille	קטן	ADJ;PL	ADJ;FEM;SG
små	ליטל	lille	ניטל	ADJ;PL	PROPN
klubben	קלאב	klub	קלאב	N;DEF;MASC+FEM;SG	PROPN
klubben	המועדון	klub	המועדון	N;DEF;MASC+FEM;SG	PROPN
egen	משל	egen	משל	ADJ;MASC+FEM;SG	
dage	ימי	dag	יום	N;INDF;MASC+FEM;PL	PROPN
bind	נפח	bind	נפח	N;INDF;NEUT;SG	
bind	כרך	bind	כרך	N;INDF;NEUT;SG	
bind	כרכים	bind	כרך	N;INDF;NEUT;SG	N;MASC;PL
division	הדיוויזיה	division	הדיוויזיה	N;INDF;MASC+FEM;SG	PROPN
ret	ימני	ret	ימני	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
ret	צודק	ret	צדק	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
ret	נכון	ret	נכון	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
valgt	נבחרים	vælge	נבחר	V;INDF;SG;PST;V.PTCP	N;MASC;PL
valgt	הנבחר	vælge	הנבחר	V;INDF;SG;PST;V.PTCP	PROPN
valgt	נבחרו	vælge	נבחר	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;MID
valgt	נבחרים	vælge	נבחר	V;INDF;SG;PST;V.PTCP	N;MASC;PL
valgt	שנבחר	vælge	שנבחר	V;INDF;SG;PST;V.PTCP	PROPN
valgt	נבחרו	vælge	נבחר	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;MID
aarhus	אורהוס	aarhus	אורהוס	PROPN	PROPN
via	דרך	via	דרך	ADP	
via	ויה	via	ויה	ADP	PROPN
britiske	בריטים	britisk	בריטי	ADJ;PL	N;MASC;PL
britiske	בריטי	britisk	בריטי	ADJ;PL	N;MASC;SG
britiske	בריטית	britisk	בריטי	ADJ;PL	PROPN
henrik	הנריק	henrik	הנריק	PROPN	PROPN
henrik	הנרי	henrik	הנרי	PROPN	PROPN
amt	המחוז	amt	המחוז	N;INDF;NEUT;SG	
amt	amt	amt	amt	N;INDF;NEUT;SG	
data	מידע	data	מידע	N;INDF;NEUT;PL	N;MASC;SG
data	דאטה	data	דאטה	N;INDF;NEUT;PL	PROPN
min	מוקש	min	מוקש	DET;MASC+FEM;SG;1	V;MASC;SG;V.PTCP;PASS
min	שלי	min	שלי	DET;MASC+FEM;SG;1	
min	מין	min	מין	DET;MASC+FEM;SG;1	
jan	יאן	jan	יאן	PROPN	PROPN
michael	מיכאל	michael	מיכאל		PROPN
michael	מייקל	michael	מייקל		PROPN
engelske	אנגלית	engelsk	אנגלית	ADJ;PL	PROPN
konge	המלך	konge	המלך	N;INDF;MASC+FEM;SG	
konge	קינג	konge	קינג	N;INDF;MASC+FEM;SG	PROPN
finde	מציאת	finde	מציאה	V;NFIN;ACT	N;PSSD;FEM;SG
finde	מצאי	finde	מצאי	V;NFIN;ACT	
hende	שלה	hun	של	PRO;ACC;MASC+FEM;SG;3	
hende	בה	hun	ב	PRO;ACC;MASC+FEM;SG;3	
hende	לה	hun	ל	PRO;ACC;MASC+FEM;SG;3	
hende	עליה	hun	על	PRO;ACC;MASC+FEM;SG;3	
kong	המלך	kong	המלך		
kong	קינג	kong	קינג		PROPN
kong	מלך	kong	מלך		N;MASC;SG
kong	קונג	kong	קונג		PROPN
thomas	תומאס	thomas	תומאס		PROPN
antal	המספר	antal	המספר	N;INDF;NEUT;SG	PROPN
taget	תפוסה	tage	תפוסה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
taget	צולם	tage	צולם	V;INDF;SG;PST;V.PTCP	PROPN
taget	נלקחו	tage	נלקח	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;MID
taget	גג	tage	גג	V;INDF;SG;PST;V.PTCP	PROPN
instrueret	ביים	instruere	ביים	V;INDF;SG;PST;V.PTCP	PROPN
international	international	international	קגקגק	ADJ;INDF;MASC+FEM;SG	PROPN
international	בינלאומית	international	בינלאומית	ADJ;INDF;MASC+FEM;SG	PROPN
international	בינלאומי	international	בינלאומי	ADJ;INDF;MASC+FEM;SG	PROPN
international	הבינלאומי	international	הבינלאומי	ADJ;INDF;MASC+FEM;SG	PROPN
formand	נשיאה	formand	נשיאה	N;INDF;MASC+FEM;SG	PROPN
formand	הנשיא	formand	הנשיא	N;INDF;MASC+FEM;SG	PROPN
følge	עקוב	følge	עקוב	N;INDF;MASC+FEM;SG	
internationale	international	international	קגקגק	ADJ;PL	PROPN
internationale	בינלאומית	international	בינלאומית	ADJ;PL	PROPN
internationale	בינלאומי	international	בינלאומי	ADJ;PL	PROPN
internationale	הבינלאומי	international	הבינלאומי	ADJ;PL	PROPN
stadion	האצטדיון	stadion	האצטדיון	N;INDF;NEUT;SG	PROPN
tredje	שלישי	tredje	שלישי	ADJ	PROPN
tredje	השלישי	tredje	השליש	ADJ	PROPN
tredje	שלישית	tredje	None	ADJ	ADV
hjælp	עזור	hjælp	עזור	N;INDF;MASC+FEM;SG	PROPN
hjælp	עזרי	hjælp	עזר	N;INDF;MASC+FEM;SG	PROPN
beliggende	אותרה	beliggende	אותר	ADJ	PROPN
beliggende	ממוקמת	beliggende	מוקם	ADJ	V;FEM;SG;V.PTCP;PASS
beliggende	ממוקם	beliggende	מוקם	ADJ	V;MASC;SG;V.PTCP;PASS
angreb	התקפות	angreb	התקפה	N;INDF;NEUT;SG	N;FEM;PL
angreb	פיגועים	angreb	פיגוע	N;INDF;NEUT;SG	N;MASC;PL
betyder	אמצעים	betyde	אמצעי	V;IND;PRS;FIN;ACT	N;MASC;PL
betyder	אמצעי	betyde	אמצע	V;IND;PRS;FIN;ACT	N;MASC;SG
rolle	התפקיד	rolle	התפקיד	N;INDF;MASC+FEM;SG	V;PL;1;PST;ACT
begyndelsen	ההתחלה	begyndelse	ההתחלה	N;DEF;MASC+FEM;SG	V;FEM;SG;3;PST
leder	המנהיג	leder	המנהיג	N;INDF;MASC+FEM;SG	PROPN
tage	קח	tage	קח	V;NFIN;ACT	PROPN
rapport	דווח	rapport	דווח	N;INDF;MASC+FEM;SG	PROPN
rapport	דוח	rapport	דיווח	N;INDF;MASC+FEM;SG	
albummet	האלבום	album	האלבום	N;DEF;NEUT;SG	PROPN
moderne	מודרנית	moderne	מודרני	ADJ	ADV
moderne	עכשווית	moderne	עכשווי	ADJ	N;FEM;SG
erik	אריק	erik	אריק		PROPN
erik	אריק	erik	אריק		PROPN
karriere	קריירות	karriere	קריירות	N;INDF;MASC+FEM;SG	N;FEM;PL
nordlige	צפונה	nordlig	צפון	ADJ;PL	ADV
nordlige	הצפון	nordlig	הצפון	ADJ;PL	PROPN
nordlige	צפון	nordlig	צפון	ADJ;PL	N;MASC;SG
nordlige	צפון	nordlig	צפון	ADJ;PL	N;MASC;SG
seks	six	seks	six	NUM	
viser	מראה	vise	מראה	V;IND;PRS;FIN;ACT	N;MASC;SG
viser	מופעים	vise	מופע	V;IND;PRS;FIN;ACT	N;MASC;PL
direkte	ישיר	direkte	ישיר	ADV	
direkte	ישירות	direkte	ישירות	ADV	
direkte	ישירות	direkte	ישירות	ADV	
sydlige	דרומי	sydlig	דרומי	ADJ;PL	PROPN
sydlige	דרומית	sydlig	דרומי	ADJ;PL	ADV
sydlige	דרום	sydlig	דרום	ADJ;PL	N;MASC;SG
sydlige	הדרומי	sydlig	הדרום	ADJ;PL	PROPN
sydlige	דרום	sydlig	דרום	ADJ;PL	N;MASC;SG
sydlige	דרומה	sydlig	דרומה	ADJ;PL	
sydlige	הדרום	sydlig	הדרום	ADJ;PL	
give	ספקי	give	ספק	V;NFIN;ACT	N;MASC;PL
give	תני	give	הוא	V;NFIN;ACT	
give	תן	give	תן	V;NFIN;ACT	
give	תנו	give	תנו	V;NFIN;ACT	
præsident	נשיאה	præsident	נשיאה	N;INDF;MASC+FEM;SG	PROPN
præsident	הנשיא	præsident	הנשיא	N;INDF;MASC+FEM;SG	PROPN
førte	הובלת	føre	הובלה	V;IND;PST;FIN;ACT	N;FEM;SG
millioner	מיליון	million	מיליון	N;INDF;MASC+FEM;PL	NUM;MASC;SG
millioner	מליון	million	מליון	N;INDF;MASC+FEM;PL	N;MASC;SG
millioner	מיליונים	million	מיליונים	N;INDF;MASC+FEM;PL	NUM;MASC;PL
ser	נראה	se	נראה	V;IND;PRS;FIN;ACT	V;MASC;SG;V.PTCP;MID
ser	צפייה	se	צפייה	V;IND;PRS;FIN;ACT	N;FEM;SG
ser	צופים	se	צופה	V;IND;PRS;FIN;ACT	N;MASC;PL
steder	למקומות	sted	למקום	N;INDF;NEUT;PL	
gruppen	הקבוצה	gruppe	הקבוצה	N;DEF;MASC+FEM;SG	PROPN
krig	המלחמה	krig	המלחם	N;INDF;MASC+FEM;SG	PROPN
bare	פשוט	bare	פשוט	ADV	
resultat	תוצאות	resultat	תוצאה	N;INDF;NEUT;SG	N;FEM;PL
resultat	תוצאות	resultat	תוצאה	N;INDF;NEUT;SG	N;FEM;PL
museum	המוזיאון	museum	המוזיאון	N;INDF;NEUT;SG	PROPN
tale	לדבר	tale	דיבר	N;INDF;MASC+FEM;SG	V;NFIN;ACT
tale	דברי	tale	דבר	N;INDF;MASC+FEM;SG	N;PSSD;MASC;PL
tale	דברי	tale	דבר	N;INDF;MASC+FEM;SG	N;PSSD;MASC;PL
oprettet	נוצרו	oprette	נוצר	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;MID
oprettet	יצרת	oprette	יצרת	V;INDF;SG;PST;V.PTCP	N;FEM;SG
oprettet	יצר	oprette	יצר	V;INDF;SG;PST;V.PTCP	N;MASC;SG
byer	הערים	by	הערים	N;INDF;MASC+FEM;PL	V;MASC;SG;3;PST;ACT
italien	איטליה	italie	איטליה	PROPN	PROPN
sådan	כזאת	sådan	כזאת	ADV	
sådan	כזה	sådan	כזה	ADV	
sådan	כזו	sådan	כזו	ADV	
sådan	כאלה	sådan	כאלה	ADV	PROPN
øen	אי	ø	אי	N;DEF;MASC+FEM;SG	ADV
øen	האי	ø	האי	N;DEF;MASC+FEM;SG	
par	זוג	par	זוג	N;INDF;NEUT;SG	
par	זוגי	par	זוג	N;INDF;NEUT;SG	
par	זוגות	par	זוג	N;INDF;NEUT;SG	N;MASC;PL
par	זוג	par	זוג	N;INDF;NEUT;SG	
par	זוגות	par	זוג	N;INDF;NEUT;SG	N;MASC;PL
muligt	אפשרית	mulig	אפשרי	ADJ;INDF;NEUT;SG	ADV
trods	למרות	trods	למרות	N;INDF;MASC+FEM;SG	ADP
trods	חרף	trods	None	N;INDF;MASC+FEM;SG	
rundt	עגולה	rundt	עגולה	ADV	N;FEM;SG
rundt	עגול	rundt	עגול	ADV	
rundt	סיבוב	rundt	סיבוב	ADV	N;MASC;SG
rundt	עגולים	rundt	עגולים	ADV	N
flag	הדגל	flag	הדגל	N;INDF;NEUT;SG	
flag	דגלים	flag	דגל	N;INDF;NEUT;SG	N;MASC;PL
flag	הדגלים	flag	הדגל	N;INDF;NEUT;SG	N;MASC;PL
samlet	הכולל	samle	הכולל	V;INDF;SG;PST;V.PTCP	PROPN
samlet	הכוללת	samle	הכולל	V;INDF;SG;PST;V.PTCP	PROPN
sæson	העונה	sæson	העונה	N;INDF;MASC+FEM;SG	ADV
rusland	רוסיה	rusland	רוסיה	PROPN	PROPN
mænd	זכר	mand	זכר	N;INDF;MASC+FEM;PL	
city	העיר	city	העיר		V;MASC;SG;3;PST;ACT
city	עיר	city	עיר		N;FEM;SG
city	סיטי	city	סיטי		N;FEM;SG
venstre	שמאלה	venstre	שמאלה	ADJ	ADV
venstre	שמאל	venstre	שמאל	ADJ	N;MASC;SG
venstre	משמאל	venstre	משמאל	ADJ	PROPN
tidspunkt	הזמן	tidspunkt	הזמן	N;INDF;NEUT;SG	
tidspunkt	טיים	tidspunkt	טיים	N;INDF;NEUT;SG	PROPN
storbritannien	בריטניה	storbritannie	בריטניה	PROPN	PROPN
national	לאומי	national	לאומי		PROPN
national	לאומית	national	לאומי		ADV
cup	ספל	cup	ספל	N;INDF;MASC+FEM;SG	PROPN
cup	כוס	cup	כוס	N;INDF;MASC+FEM;SG	
skole	לימודים	skole	לימודים	N;INDF;MASC+FEM;SG	N;MASC;PL
odense	אודנזה	odense	אודנזה	PROPN	PROPN
opført	רשום	opføre	רשם	V;INDF;SG;PST;V.PTCP	PROPN
opført	רשומה	opføre	רשומה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
karl	קרל	karl	קרל	N;INDF;MASC+FEM;SG	PROPN
karl	קארל	karl	קארל	N;INDF;MASC+FEM;SG	PROPN
nær	ליד	nær	ליד	ADJ;INDF;MASC+FEM;SG	ADP
bandet	הלהקה	band	הלהקה	N;DEF;NEUT;SG	PROPN
svensk	שוודי	svensk	שוודי	N;INDF;NEUT;SG	PROPN
niels	נילס	niels	נילס		PROPN
hurtigt	מהיר	hurtigt	מהיר	ADV	
hurtigt	מהיר	hurtigt	מהיר	ADV	
fundet	נמצאו	finde	נמצא	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;MID
kommunen	עיריית	kommune	עירייה	N;DEF;MASC+FEM;SG	N;PSSD;FEM;SG
igennem	דרך	igennem	דרך	ADV	
links	קישורים	links	קישורים	N;INDF;NEUT;SG	N;MASC;PL
høj	גבוהים	høj	גבוה	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
svenske	שוודי	svensk	שוודי	ADJ;PL	PROPN
bruger	שימוש	bruge	שימוש	V;IND;PRS;FIN;ACT	N;MASC;SG
bruger	המשתמש	bruge	המשתמש	V;IND;PRS;FIN;ACT	V;MASC;SG;3;PST;ACT
sang	שרתי	sang	שרתי	N;INDF;MASC+FEM;SG	N;PSSD;MASC;PL
sang	סאנג	sang	סאנג	N;INDF;MASC+FEM;SG	PROPN
sang	שרים	sang	שר	N;INDF;MASC+FEM;SG	N;MASC;PL
sang	שירה	sang	שירה	N;INDF;MASC+FEM;SG	
sang	השיר	sang	השיר	N;INDF;MASC+FEM;SG	ADV
floden	ריבר	flod	ריבר	N;DEF;MASC+FEM;SG	PROPN
floden	הנהר	flod	הנהר	N;DEF;MASC+FEM;SG	
floden	נהר	flod	נהר	N;DEF;MASC+FEM;SG	PROPN
oprindeligt	במקור	oprindeligt	במקור	ADV	
oprindeligt	ראשוני	oprindeligt	ראשוני	ADV	ADJ;MASC;SG
oprindeligt	מקוריות	oprindeligt	מקורי	ADV	ADJ;FEM;PL
oprindeligt	מקוריים	oprindeligt	מקורי	ADV	ADJ;MASC;PL
oprindeligt	מקורי	oprindeligt	מקורי	ADV	ADJ;MASC;SG
oprindeligt	המקורי	oprindeligt	המקור	ADV	PROPN
bag	מאחורי	bag	מאחורי	ADV	ADP
bag	מאחור	bag	מאחור	ADV	
vej	דרך	vej	דרך	N;INDF;MASC+FEM;SG	
vej	כביש	vej	כביש	N;INDF;MASC+FEM;SG	PROPN
jens	ינס	jens	ינס	PROPN	PROPN
unge	הנעורים	ung	הנעור	ADJ;PL	N;MASC;PL
unge	נוער	ung	נוער	ADJ;PL	N;MASC;SG
unge	נעורים	ung	נעורים	ADJ;PL	N;MASC;PL
unge	הנוער	ung	הנוער	ADJ;PL	
