contraste	contrastes	contraste	contraste	N;MASC;SG	N;MASC;PL
introduzida	introducido	introduzir	introducir	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
introduzida	introducidos	introduzir	introducido	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
introduzida	introducida	introduzir	introducido	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
jesuítas	jesuita	jesuíta	jesuita	N;MASC;PL	N;SG
falcão	halcones	falcão	halcon	N;MASC;SG	N;MASC;PL
capturar	captura	capturar	captura	V;NFIN	N;FEM;SG
capturar	capturas	capturar	captura	V;NFIN	N;FEM;PL
capturar	captura	capturar	captura	V;NFIN	N;FEM;SG
santarém	santarém	santar	santarém	N;MASC;SG	V;IND;SG;1;FUT;FIN
saudita	saudí	saudita	saudí	N;FEM;SG	ADJ;SG
saudita	saudita	saudita	saudita	N;FEM;SG	ADJ;SG
saudita	sauditas	saudita	saudito	N;FEM;SG	N;PL
marítimo	marítimas	marítimo	marítimo	N;MASC;SG	ADJ;FEM;PL
marítimo	marítimos	marítimo	marítimo	N;MASC;SG	N;MASC;PL
marítimo	marítima	marítimo	marítimo	N;MASC;SG	ADJ;FEM;SG
inseto	insectos	inseto	insecto	N;MASC;SG	N;MASC;PL
expectativa	expectativas	expectativa	expectativa	N;FEM;SG	N;FEM;PL
estrangeiras	extranjeras	estrangeiro	extranjero	N;FEM;PL	ADJ;FEM;PL
estrangeiras	extranjero	estrangeiro	extranjero	N;FEM;PL	N;MASC;SG
estrangeiras	extranjera	estrangeiro	extranjero	N;FEM;PL	ADJ;FEM;SG
formados	constituido	formar	constituido	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
formados	formado	formar	formado	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
formados	formadas	formar	formado	V;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
formados	formada	formar	formado	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
formados	formados	formar	formado	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
protesto	objeciones	protesto	objeción	N;MASC;SG	N;FEM;PL
protesto	protestas	protesto	protesta	N;MASC;SG	N;FEM;PL
protesto	protestar	protesto	protestar	N;MASC;SG	V;NFIN
pecado	sin	pecado	sin	N;MASC;SG	ADP
craig	craig	craig	craig	N;MASC;SG	PROPN
fugiu	escapo	fugir	escapo	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
fugiu	escapado	fugir	escapar	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
fugiu	huido	fugir	huido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
fugiu	huyeron	fugir	huir	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
drive	conduzca	drive	conducir	N;MASC;SG	V;SBJV;SG;3;FIN
drive	conduce	drive	conducir	N;MASC;SG	V;IND;SG;3;PRS;FIN
drive	conducir	drive	conducir	N;MASC;SG	V;NFIN
burocratas	burócrata	burocrata	burócrata	N;MASC;PL	N;SG
pensando	pensamiento	pensar	pensamiento	V;V.MSDR	N;MASC;SG
geográfico	geográficos	geográfico	geográfico	ADJ;MASC;SG	ADJ;MASC;PL
geográfico	geográficas	geográfico	geográfico	ADJ;MASC;SG	ADJ;FEM;PL
geográfico	geográficos	geográfico	geográfico	ADJ;MASC;SG	ADJ;MASC;PL
geográfico	geográficas	geográfico	geográfico	ADJ;MASC;SG	ADJ;FEM;PL
full	lleno	full	lleno	N;MASC;SG	ADJ;MASC;SG
full	full	full	full	N;MASC;SG	INTJ
full	llena	full	lleno	N;MASC;SG	ADJ;FEM;SG
full	plena	full	pleno	N;MASC;SG	ADJ;FEM;SG
full	completo	full	completo	N;MASC;SG	ADJ;MASC;SG
roberts	roberts	robert	robert	N;MASC;SG	PROPN
pato	patos	pato	pato	N;MASC;SG	N;MASC;PL
classificadas	ordenados	classificar	ordenado	V;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
classificadas	solucionado	classificar	solucionado	V;FEM;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
classificadas	clasificado	classificar	clasificado	V;FEM;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
classificadas	clasificada	classificar	clasificado	V;FEM;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
classificadas	clasificados	classificar	clasificado	V;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
participante	participantes	participante	participante	N;MASC;SG	N;PL
concreto	concrete	concreto	concretar	N;MASC;SG	V;IMP;SG;3;FIN
concreto	concreto	concreto	concreto	N;MASC;SG	ADJ;MASC;SG
ama	niñera	amar	niñero	V;IND;SG;3;PRS;FIN	N;FEM;SG
ama	nanny	amar	nanny	V;IND;SG;3;PRS;FIN	N;SG
ama	amores	amar	amor	V;IND;SG;3;PRS;FIN	N;MASC;PL
fiável	confiables	fiável	confiable	ADJ;MASC;SG	ADJ;PL
fiável	fiables	fiável	fiable	ADJ;MASC;SG	ADJ;PL
protegido	protegida	proteger	protegido	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
protegido	protegidas	proteger	protegido	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
protegido	protegidos	proteger	protegido	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
protegido	protegido	proteger	protegido	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
concedida	concedida	conceder	concedido	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
concedida	concedidos	conceder	concedido	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
concedida	otorgado	conceder	otorgar	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
concedida	concedido	conceder	concedido	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
institucional	instituciones	institucional	institución	ADJ;MASC;SG	N;FEM;PL
institucional	institucionales	institucional	institucional	ADJ;MASC;SG	ADJ;PL
square	cuadrada	square	cuadrado	N;MASC;SG	ADJ;FEM;SG
lendas	leyenda	lenda	leyenda	N;FEM;PL	N;FEM;SG
prato	placas	prato	placa	N;MASC;SG	N;FEM;PL
mixagem	mezcle	mixagem	mezcle	N;FEM;SG	V;SBJV;SG;3;FIN
mixagem	mezclar	mixagem	mezclar	N;FEM;SG	V;NFIN
mixagem	mezclado	mixagem	mezclado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
mixagem	mezclas	mixagem	mezcla	N;FEM;SG	N;FEM;PL
mixagem	mezclar	mixagem	mezclar	N;FEM;SG	V;NFIN
mixagem	mezclando	mixagem	mezclar	N;FEM;SG	V;V.MSDR
anuais	anualmente	anual	anualmente	N;MASC;PL	ADV
anuais	anual	anual	anual	N;MASC;PL	ADJ;SG
anuais	anuales	anual	anual	N;MASC;PL	ADJ;PL
pas	pas	pas	pas	N;MASC;SG	
tributo	tributos	tributo	tributo	N;MASC;SG	N;MASC;PL
uruguaio	uruguaya	uruguaio	uruguaya	N;MASC;SG	ADJ;FEM;SG
uruguaio	uruguay	uruguaio	uruguay	N;MASC;SG	PROPN
muro	murallas	muro	muralla	N;MASC;SG	N;FEM;PL
fraco	débiles	fraco	débil	ADJ;MASC;SG	ADJ;PL
dezesseis	sixteen	dezessel	sextir	NUM	N
demonstrou	demostrada	demonstrar	demostrado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
demonstrou	demostradas	demonstrar	demostrado	V;IND;SG;3;PST;FIN	ADJ;FEM;PL;V.PTCP
demonstrou	demostrado	demonstrar	demostrado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
demonstração	demostraciones	demonstração	demostración	N;FEM;SG	N;FEM;PL
salário	sueldos	salário	sueldo	N;MASC;SG	N;MASC;PL
salário	sueldos	salário	sueldo	N;MASC;SG	N;MASC;PL
salário	salarios	salário	salario	N;MASC;SG	N;MASC;PL
wallace	wallace	wallace	wallace	N;MASC;SG	PROPN
cole	cole	cole	cole	V;SBJV;SG;3;PRS;FIN	N;MASC;SG
comandos	comando	comando	comando	N;MASC;PL	N;MASC;SG
comandos	controla	comando	controlar	N;MASC;PL	V;IND;SG;3;PRS;FIN
coberto	cubierta	cobrir	cubierto	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
coberto	cubiertas	cobrir	cubierto	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
coberto	cubierto	cobrir	cubierto	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
coberto	cubiertos	cobrir	cubierto	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
antero	antero	antero	antero	N;MASC;SG	
carol	carol	carol	carol	N;FEM;SG	PROPN
usos	utiliza	uso	utilizar	N;MASC;PL	V;IND;SG;3;PRS;FIN
fall	fall	fall	fall	N;MASC;SG	PROPN
gilbert	gilbert	gilbert	gilbert	N;MASC;SG	PROPN
jake	jake	jake	jake	N;MASC;SG	PROPN
concorrentes	competencia	concorrente	competencia	N;MASC;PL	N;FEM;SG
aníbal	aníbal	aníbal	aníbal	N;MASC;SG	ADJ;SG
sagrada	sagrado	sagrada	sagrado	N;FEM;SG	ADJ;MASC;SG
sagrada	sagradas	sagrada	sagrado	N;FEM;SG	N;FEM;PL
sagrada	sagrados	sagrada	sagrado	N;FEM;SG	ADJ;MASC;PL
sagrada	sagrada	sagrada	sagrado	N;FEM;SG	ADJ;FEM;SG
triste	tristes	triste	triste	ADJ;MASC;SG	ADJ;PL
triste	sad	triste	sad	ADJ;MASC;SG	
doente	paciente	doente	paciente	ADJ;MASC;SG	N;SG
doente	pacientes	doente	paciente	ADJ;MASC;SG	N;PL
doente	enfermas	doente	enferma	ADJ;MASC;SG	ADJ;FEM;PL
doente	enfermos	doente	enfermo	ADJ;MASC;SG	N;MASC;PL
happy	feliz	happy	feliz	N;MASC;SG	ADJ;SG
happy	felices	happy	feliz	N;MASC;SG	ADJ;PL
happy	contenta	happy	contentar	N;MASC;SG	ADJ;FEM;SG
happy	contento	happy	contento	N;MASC;SG	ADJ;MASC;SG
radar	radares	radar	radar	N;MASC;SG	N;MASC;PL
variados	variada	variado	variado	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
variados	variado	variado	variado	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
variados	variados	variado	variado	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
variados	variadas	variado	variado	V;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
variados	surtidos	variado	surtido	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
variados	surtido	variado	surtir	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
variados	variada	variado	variado	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
bonito	guapos	bonito	guapo	ADJ;MASC;SG	ADJ;MASC;PL
bonito	guapas	bonito	guapa	ADJ;MASC;SG	N;FEM;PL
bonito	pretty	bonito	pretty	ADJ;MASC;SG	N
bonito	bastante	bonito	bastante	ADJ;MASC;SG	ADV
cabelos	cabello	cabelo	cabello	N;MASC;PL	N;MASC;SG
cabelos	pelo	cabelo	pelo	N;MASC;PL	N;MASC;SG
cabelos	peinado	cabelo	peinado	N;MASC;PL	ADJ;MASC;SG;V.PTCP
escândalo	escandaloso	escândalo	escandaloso	N;MASC;SG	ADJ;MASC;SG
escândalo	escandalosas	escândalo	escandaloso	N;MASC;SG	ADJ;FEM;PL
escândalo	escandalosa	escândalo	escandaloso	N;MASC;SG	ADJ;FEM;SG
contemporâneos	contemporáneo	contemporâneo	contemporáneo	N;MASC;PL	ADJ;MASC;SG
contemporâneos	contemporáneas	contemporâneo	contemporáneo	N;MASC;PL	ADJ;FEM;PL
contemporâneos	contemporánea	contemporâneo	contemporáneo	N;MASC;PL	ADJ;FEM;SG
brandão	brandão	brandão	brandão	N;MASC;SG	PROPN
suspeita	sospechas	suspeita	sospecha	N;FEM;SG	N;FEM;PL
suspeita	sospechoso	suspeita	sospechoso	N;FEM;SG	ADJ;MASC;SG
suspeita	sospechosa	suspeita	sospechoso	N;FEM;SG	ADJ;FEM;SG
suspeita	sospechar	suspeita	sospechar	N;FEM;SG	V;NFIN
suspeita	sospechosa	suspeita	sospechoso	N;FEM;SG	ADJ;FEM;SG
suspeita	sospechoso	suspeita	sospechoso	N;FEM;SG	ADJ;MASC;SG
suspeita	presuntos	suspeita	presunto	N;FEM;SG	ADJ;MASC;PL
suspeita	sospechado	suspeita	sospechar	N;FEM;SG	ADJ;MASC;SG;V.PTCP
interessado	interesados	interessado	interesado	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
interessado	interesadas	interessado	interesado	ADJ;MASC;SG	ADJ;FEM;PL;V.PTCP
golpes	sopla	golpes	soplar	N;MASC;PL	V;IND;SG;3;PRS;FIN
vela	navegar	vela	navegar	N;FEM;SG	V;NFIN
vela	navegando	vela	navegar	N;FEM;SG	V;V.MSDR
vela	navegar	vela	navegar	N;FEM;SG	V;NFIN
arquitecto	arquitectos	arquitecto	arquitecto	N;MASC;SG	N;MASC;PL
óbvio	obvias	óbvio	obvia	ADJ;MASC;SG	ADJ;FEM;PL
tiger	tigres	tiger	tigre	N;MASC;SG	N;MASC;PL
hal	hal	hal	hal	N;MASC;SG	PROPN
pesada	pesado	pesar	pesado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
pesada	heavy	pesar	heavy	V;FEM;SG;V.PTCP	N;MASC;SG
pesada	pesadas	pesar	pesado	V;FEM;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
pesada	pesados	pesar	pesado	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
pesada	pesada	pesar	pesado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
bruto	crudos	bruto	crudo	N;MASC;SG	ADJ;MASC;PL
bruto	cruda	bruto	cruda	N;MASC;SG	ADJ;FEM;SG
bruto	tosco	bruto	tosco	N;MASC;SG	ADJ;MASC;SG
bruto	bruto	bruto	bruto	N;MASC;SG	ADJ;MASC;SG
bruto	asqueroso	bruto	asqueroso	N;MASC;SG	ADJ;MASC;SG
bruto	brutos	bruto	bruto	N;MASC;SG	N;MASC;PL
bruto	bruto	bruto	bruto	N;MASC;SG	ADJ;MASC;SG
bruto	duro	bruto	duro	N;MASC;SG	ADJ;MASC;SG
bruto	áspera	bruto	áspero	N;MASC;SG	ADJ;FEM;SG
bruto	áspero	bruto	áspero	N;MASC;SG	ADJ;MASC;SG
bruto	bruta	bruto	bruta	N;MASC;SG	ADJ;FEM;SG
bruto	bruto	bruto	bruto	N;MASC;SG	ADJ;MASC;SG
regressou	devueltos	regressar	devolver	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
regressou	devuelta	regressar	devuelta	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
regressou	devuelto	regressar	devolver	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
regressou	retornados	regressar	retornado	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
interino	provisionales	interino	provisional	N;MASC;SG	ADJ;PL
interino	interina	interino	interino	N;MASC;SG	ADJ;FEM;SG
interino	provisional	interino	provisional	N;MASC;SG	ADJ;SG
fernández	fernández	fernández	fernández	N;MASC;SG	PROPN
fernández	fernandez	fernández	fernandez	N;MASC;SG	PROPN
fernández	fernández	fernández	fernández	N;MASC;SG	PROPN
trabalhado	trabajado	trabalhar	trabajar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
trabalhado	trabajadas	trabalhar	trabajado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
linguística	lingüística	linguística	lingüístico	N;FEM;SG	ADJ;FEM;SG
linguística	lingüístico	linguística	lingüístico	N;FEM;SG	ADJ;MASC;SG
linguística	lingüístico	linguística	lingüístico	N;FEM;SG	ADJ;MASC;SG
utilizador	usuarios	utilizador	usuario	N;MASC;SG	N;MASC;PL
johns	johns	johm	johns	N;FEM;SG	PROPN
tiros	tiroteo	tiro	tiroteo	N;MASC;PL	N;MASC;SG
etiópia	etíopes	etiópia	etíop	N;FEM;SG	N;MASC;PL
dependência	adicciones	dependência	adicción	N;FEM;SG	N;FEM;PL
aprendeu	aprendí	aprender	aprender	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
aprendeu	aprendido	aprender	aprender	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
aprendeu	aprendido	aprender	aprender	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
amado	amé	amado	amé	N;MASC;SG	V;IND;SG;1;PST;FIN
amado	amado	amado	amado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
amado	amada	amado	amado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
amado	amaba	amado	amar	N;MASC;SG	V;IND;SG;3;IPFV;FIN
amado	amó	amado	amar	N;MASC;SG	V;IND;SG;3;PST;FIN
amado	amada	amado	amado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
amado	amado	amado	amado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
amado	amados	amado	amado	N;MASC;SG	ADJ;MASC;PL;V.PTCP
alcançado	alcanzada	alcançar	alcanzar	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
alcançado	alcanzadas	alcançar	alcanzado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
alcançado	alcanzados	alcançar	alcanzado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
alcançado	alcanzado	alcançar	alcanzado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
alcançado	alcanzada	alcançar	alcanzar	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
alcançado	alcanzados	alcançar	alcanzado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
alcançado	logrado	alcançar	logrado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
alcançado	alcanzado	alcançar	alcanzado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
resolvido	resuelto	resolver	resolver	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
resolvido	resueltos	resolver	resolver	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
resolvido	resuelta	resolver	resuelto	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
resolvido	resueltas	resolver	resuelto	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
resolvido	resuelto	resolver	resolver	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
resolvido	resueltos	resolver	resolver	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
resolvido	solucionado	resolver	solucionado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
resolvido	resuelta	resolver	resuelto	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
resolvido	ordenados	resolver	ordenado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
resolvido	solucionado	resolver	solucionado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
polegadas	centímetro	polegada	centímetro	N;FEM;PL	N;MASC;SG
polegadas	pulgada	polegada	pulgado	N;FEM;PL	ADJ;FEM;SG;V.PTCP
markku	markku	markku	markku	N;MASC;SG	PROPN
roland	roland	roland	roland	N;MASC;SG	PROPN
roland	rolando	roland	rolar	N;MASC;SG	V;V.MSDR
completos	completado	completo	completado	ADJ;MASC;PL	ADJ;MASC;SG;V.PTCP
completos	completa	completo	completo	ADJ;MASC;PL	ADJ;FEM;SG
completos	completar	completo	completar	ADJ;MASC;PL	V;NFIN
completos	completo	completo	completo	ADJ;MASC;PL	ADJ;MASC;SG
especializado	especializados	especializar	especializado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
especializado	especializado	especializar	especializado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
especializado	especializada	especializar	especializado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
especializado	especializados	especializar	especializado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
especializado	especializado	especializar	especializado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
especializado	especializada	especializar	especializado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
especializado	especialista	especializar	especialista	V;MASC;SG;V.PTCP	N;SG
especializado	especializado	especializar	especializado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
especializado	especialistas	especializar	especialista	V;MASC;SG;V.PTCP	N;PL
dano	daños	dano	daño	N;MASC;SG	N;MASC;PL
dano	daños	dano	daño	N;MASC;SG	N;MASC;PL
reconhece	reconocen	reconhecer	reconocer	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
reconhece	reconoces	reconhecer	reconoz	V;IND;SG;3;PRS;FIN	V;IND;SG;2;PRS;FIN
console	consolas	consolar	consola	N;MASC;SG	N;FEM;PL
protestante	protestantes	protestante	protestante	N;MASC;SG	N;PL
protestante	protestante	protestante	protestante	N;MASC;SG	ADJ;SG
mineral	minerales	mineral	mineral	N;MASC;SG	N;PL
mineral	mineral	mineral	mineral	N;MASC;SG	ADJ;SG
promocional	promocionales	promocional	promocional	N;MASC;SG	ADJ;PL
promocional	promocional	promocional	promocional	N;MASC;SG	ADJ;SG
esperava	esperaban	esperar	esperar	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
esperava	esperados	esperar	esperado	V;IND;SG;3;IPFV;FIN	ADJ;MASC;PL;V.PTCP
esperava	esperada	esperar	esperado	V;IND;SG;3;IPFV;FIN	ADJ;FEM;SG;V.PTCP
esperava	esperado	esperar	esperado	V;IND;SG;3;IPFV;FIN	ADJ;MASC;SG;V.PTCP
adolescência	adolescentes	adolescência	adolescente	N;FEM;SG	N;PL
mind	mind	mind	mind	N;MASC;SG	PROPN
pete	pete	pete	pete	PROPN;MASC;SG	PROPN
sólido	sólidos	sólido	sólido	ADJ;MASC;SG	ADJ;MASC;PL
sólido	macizo	sólido	macizo	ADJ;MASC;SG	N;MASC;SG
magnético	magnéticas	magnético	magnético	N;MASC;SG	ADJ;FEM;PL
magnético	magnética	magnético	magnético	N;MASC;SG	ADJ;FEM;SG
magnético	magnético	magnético	magnético	N;MASC;SG	ADJ;MASC;SG
magnético	magnéticos	magnético	magnético	N;MASC;SG	ADJ;MASC;PL
gigantes	gigante	gigante	gigante	N;MASC;PL	N;SG
licenciatura	graduado	licenciatura	graduado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
licenciatura	graduados	licenciatura	graduado	N;FEM;SG	ADJ;MASC;PL;V.PTCP
ameaças	amenaza	ameaça	amenaza	N;FEM;PL	N;FEM;SG
ameaças	amenaza	ameaça	amenaza	N;FEM;PL	N;FEM;SG
múltiplos	múltiple	múltiplo	múltiple	ADJ;MASC;PL	ADJ;SG
múltiplos	múltiplos	múltiplo	múltiplo	ADJ;MASC;PL	N;MASC;PL
mercadorias	mercadería	mercadoria	mercadería	N;FEM;PL	N;FEM;SG
mercadorias	mercancía	mercadoria	mercancía	N;FEM;PL	N;FEM;SG
mercadorias	flete	mercadoria	flete	N;FEM;PL	N;MASC;SG
agradeço	aprecia	agradeço	apreciar	V;IND;SG;1;PRS;FIN	V;IND;SG;3;PRS;FIN
comemoração	celebraciones	comemoração	celebración	N;FEM;SG	N;FEM;PL
sentença	sentencias	sentença	sentencia	N;FEM;SG	N;FEM;PL
frutas	fruto	fruta	fruto	N;FEM;PL	N;MASC;SG
frutas	fruta	fruta	fruta	N;FEM;PL	N;FEM;SG
frutas	fruta	fruta	fruta	N;FEM;PL	N;FEM;SG
precisava	necesitó	precisar	necesitar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
precisava	necesitado	precisar	necesitado	V;IND;SG;3;IPFV;FIN	ADJ;MASC;SG;V.PTCP
índices	indice	índice	indicir	N;MASC;PL	N;MASC;SG
índices	índice	índice	índice	N;MASC;PL	N;MASC;SG
melodia	afinar	melodia	afinar	N;FEM;SG	V;NFIN
melodia	sintonizar	melodia	sintonizar	N;FEM;SG	V;NFIN
obtenção	obteniendo	obtenção	obtener	N;FEM;SG	V;V.MSDR
eliminados	eliminada	eliminar	eliminado	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
eliminados	suprimido	eliminar	suprimir	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
eliminados	eliminados	eliminar	eliminado	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
eliminados	eliminado	eliminar	eliminado	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
eliminados	borrado	eliminar	borrado	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
eliminados	eliminada	eliminar	eliminado	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
eliminados	eliminados	eliminar	eliminado	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
eliminados	eliminado	eliminar	eliminado	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
eliminados	eliminados	eliminar	eliminado	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
celebração	celebraciones	celebração	celebración	N;FEM;SG	N;FEM;PL
manuscrito	manuscritos	manuscrito	manuscrito	N;MASC;SG	N;MASC;PL
suposto	supuesta	suposto	supuesto	N;MASC;SG	ADJ;FEM;SG;V.PTCP
crônicas	crónico	crônica	crónico	N;FEM;PL	ADJ;MASC;SG
crônicas	crónica	crônica	crónica	N;FEM;PL	N;FEM;SG
boi	boi	boi	boi	N;MASC;SG	
masters	masters	master	master	N;MASC;SG	N;MASC;PL
masters	maestros	master	maestro	N;MASC;SG	N;MASC;PL
sebastian	sebastian	sebastian	sebastiar	N;MASC;SG	PROPN
sebastian	sebastián	sebastian	sebastián	N;MASC;SG	PROPN
separar	separada	separar	separado	V;NFIN	ADJ;FEM;SG;V.PTCP
separar	separado	separar	separar	V;NFIN	ADJ;MASC;SG;V.PTCP
separar	separados	separar	separado	V;NFIN	ADJ;MASC;PL;V.PTCP
incapaz	incapaces	incapaz	incapaz	ADJ;MASC;SG	ADJ;PL
incapaz	incapaces	incapaz	incapaz	ADJ;MASC;SG	ADJ;PL
interessados	interesados	interessado	interesado	N;MASC;PL	ADJ;MASC;PL;V.PTCP
interessados	interesado	interessado	interesado	N;MASC;PL	ADJ;MASC;SG;V.PTCP
interessados	interesada	interessado	interesado	N;MASC;PL	ADJ;FEM;SG;V.PTCP
interessados	interesadas	interessado	interesado	N;MASC;PL	ADJ;FEM;PL;V.PTCP
interessados	interesados	interessado	interesado	N;MASC;PL	ADJ;MASC;PL;V.PTCP
deficiência	discapacidades	deficiência	discapacidad	N;FEM;SG	N;FEM;PL
kew	kew	kew	kew	N;MASC;SG	PROPN
briga	luchar	briga	luchar	N;FEM;SG	V;NFIN
tomado	tomado	tomar	tomado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
tomado	tomadas	tomar	tomado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
tomado	tomados	tomar	tomar	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
tomado	tomada	tomar	tomado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
removido	eliminada	remover	eliminado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
removido	eliminados	remover	eliminado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
