筋	τένοντες	筋	τένω	N	ADJ;NOM;MASC;PL
許可	άδεια	許可	άδεια	V	N;NOM;FEM;SG
許可	άδειες	許可	άδεια	V	N;NOM;FEM;PL
許可	άδεια	許可	άδεια	V	N;NOM;FEM;SG
許可	αδεια	許可	αδεια	V	N;NOM;FEM;SG
許可	άδεια	許可	άδεια	V	N;NOM;FEM;SG
合法	νομιμοποίηση	合法	νομιμοποίηση	V	N;ACC;FEM;SG
巴塞隆納	βαρκελώνη	巴塞隆納	βαρκελώνω	PROPN	PROPN;NOM;FEM;PL
強硬	σκληροί	強硬	σκληρός	N	ADJ;NOM;MASC;PL
強硬	σκληρός	強硬	σκληρός	N	ADJ;NOM;MASC;SG
強硬	σκληρό	強硬	σκληρός	N	ADJ;NOM;NEUT;SG
強硬	σκληρή	強硬	σκληρός	N	ADJ;NOM;FEM;SG
突變	μετάλλαξη	突變	μετάλλαξη	V	N;NOM;FEM;SG
突變	μεταλλάξεις	突變	μετάλλαξη	V	N;NOM;FEM;PL
塞內加爾	σενεγάλη	塞內加爾	σενεγάλος	PROPN	PROPN;ACC;FEM;SG
琥珀	κεχριμπάρι	琥珀	κεχριμπάρι	PROPN	N;NOM;NEUT;SG
琥珀	amber	琥珀	amber	PROPN	
琥珀	άμπερ	琥珀	άμπερ	PROPN	
聖徒	άγιοι	聖徒	άγιος	N	ADJ;NOM;MASC;PL
象牙	ελεφαντοστού	象牙	ελεφαντοστός	PROPN	PROPN;NOM;MASC;SG
墜落	πτώση	墜落	πτώση	V	N;ACC;FEM;SG
活潑	ζωηρά	活潑	ζωηρός	N	ADV
活潑	ζωηρό	活潑	ζωηρός	N	ADJ;NOM;NEUT;SG
菊花	χρυσάνθεμο	菊花	χρυσάνθεμος	N	ADJ;NOM;NEUT;SG
菊花	ντέιζι	菊花	ντέιζι	N	
菊花	μαργαρίτα	菊花	μαργαρίτα	N	PROPN;NOM;FEM;SG
氙	ξένο	氙	ξένος	N	ADJ;NOM;NEUT;SG
氙	ξένον	氙	ξένος	N	ADJ;NOM;NEUT;SG
漂	επιπλέουν	漂	επιπλέω	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
漂	επιπλέει	漂	επιπλέω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
漂	παρασύρεται	漂	παρασύρω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
失明	τύφλωση	失明	τύφλωση	V	N;ACC;FEM;SG
白雪	χιονισμένη	白雪	χιονίζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
病房	γουόρντ	病房	γουόρντ	N	
突尼西亞	τυνησίας	突尼西亞	τυνησία	PROPN	N;GEN;FEM;SG
突尼西亞	τυνησία	突尼西亞	τυνησία	PROPN	PROPN;ACC;FEM;SG
突尼西亞	τύνιδα	突尼西亞	τύνιδα	PROPN	PROPN;NOM;NEUT;SG
熊貓	panda	熊貓	panda	N	
縱火	εμπρησμό	縱火	εμπρησμός	V	N;NOM;MASC;SG
縱火	εμπρησμός	縱火	εμπρησμός	V	N;NOM;MASC;SG
零星	σποραδικές	零星	σποραδικός	N	ADJ;NOM;FEM;PL
族裔	εθνοτική	族裔	εθνοτικός	N	ADJ;NOM;FEM;SG
正直	ακεραιότητα	正直	ακεραιότητα	ADJ	N;ACC;FEM;SG
傷心	θλιμμένος	傷心	θλιμμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
傷心	λυπημένος	傷心	λυπημένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
傷心	λυπηρό	傷心	λυπηρός	N	ADJ;NOM;NEUT;SG
傷心	λυπημένη	傷心	λυπημένος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
敦促	παρότρυνση	敦促	παρότρυνση	V	N;ACC;FEM;SG
敦促	ορμές	敦促	ορμή	V	N;NOM;FEM;PL
敦促	παρορμήσεις	敦促	παρόρμηση	V	N;NOM;FEM;PL
固態	στερεά	固態	στεργώ	N	ADV
染料	χρωστική	染料	χρωστικός	N	ADJ;NOM;FEM;SG
染料	χρωστικές	染料	χρωστικός	N	ADJ;NOM;FEM;PL
避難	άσυλο	避難	άσυλο	V	N;NOM;NEUT;SG
避難	καταφύγιο	避難	καταφύγιο	V	N;NOM;NEUT;SG
唐人	τσάιναταουν	唐人	τσάινω	PROPN	V;IPFV;IND;PL;3;PRS;FIN;ACT
延誤	καθυστέρηση	延誤	καθυστέρηση	V	N;ACC;FEM;SG
延誤	καθυστερήσεις	延誤	καθυστέρηση	V	N;NOM;FEM;PL
延誤	καθυστέρηση	延誤	καθυστέρηση	V	N;ACC;FEM;SG
延誤	καθυστέρηση	延誤	καθυστέρηση	V	N;ACC;FEM;SG
螺旋	έλικες	螺旋	έλικος	N	ADJ;NOM;FEM;PL
獲利	κέρδος	獲利	κέρδος	V	N;NOM;NEUT;SG
獲利	κέρδη	獲利	κέρδος	V	N;NOM;NEUT;PL
獲利	αποδοτικότητα	獲利	αποδοτικότητα	V	N;ACC;FEM;SG
獲利	κερδοφορία	獲利	κερδοφορία	V	N;ACC;FEM;SG
領事	ύπατος	領事	ύπατος	N	ADJ;NOM;MASC;SG
領事	προξενική	領事	προξενικός	N	ADJ;NOM;FEM;SG
愛滋	aids	愛滋	aids	N	
無窮	άπειρο	無窮	άπειρο	ADJ	N;NOM;NEUT;SG
無窮	άπειρα	無窮	άπειρα	ADJ	PRO;NOM;NEUT;PL;3
無窮	άπειρη	無窮	άπειρη	ADJ	N;NOM;FEM;SG
無窮	άπειρο	無窮	άπειρο	ADJ	N;NOM;NEUT;SG
新	καινοζωική	新	καινοζωικός	PART	ADJ;NOM;FEM;SG
打字	δακτυλογράφηση	打字	δακτυλογράφηση	V	N;NOM;FEM;SG
寫入	συγγραφή	寫入	συγγραφή	V	N;NOM;FEM;SG
寫入	γραφή	寫入	γραφή	V	N;NOM;FEM;SG
寫入	γράψιμο	寫入	γράψιμο	V	N;NOM;NEUT;SG
有色	έγχρωμος	有色	έγχρωμος	N	ADJ;NOM;MASC;SG
有色	έγχρωμος	有色	έγχρωμος	N	ADJ;NOM;MASC;SG
有色	χρωματισμένα	有色	χρωματισμένος	N	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
黑社	γκάνγκστερ	黑社	γκάνγκστερ	N	
競爭	ανταγωνιστικά	競爭	ανταγωνιστικά	V	ADV
競爭	ανταγωνιστική	競爭	ανταγωνιστικός	V	ADJ;NOM;FEM;SG
競爭	ανταγωνιστικός	競爭	ανταγωνιστικός	V	ADJ;NOM;MASC;SG
競爭	ανταγωνιστικό	競爭	ανταγωνιστικός	V	ADJ;NOM;NEUT;SG
競爭	ανταγωνιστικότητα	競爭	ανταγωνιστικότητα	V	N;ACC;FEM;SG
親密	οικείο	親密	οικείο	N	ADJ;NOM;NEUT;SG
義工	εθελοντικά	義工	εθελοντικά	N	ADV
貪	άπληστος	貪	άπληστος	N	ADJ;NOM;MASC;SG
貪	άπληστοι	貪	άπληστος	N	ADJ;NOM;MASC;PL
野蠻	άγριος	野蠻	άγριος	N	ADJ;NOM;MASC;SG
野蠻	σάβατζ	野蠻	σάβατζ	N	
火腿	χαμ	火腿	χαμ	N	
毆打	επίθεση	毆打	επίθεση		N;ACC;FEM;SG
毆打	ξυλοδαρμό	毆打	ξυλοδαρμός		N;ACC;MASC;SG
毆打	ξυλοδαρμούς	毆打	ξυλοδαρμός		N;ACC;MASC;PL
爵士	τζαζ	爵士	τζαζ	N	
慈善	φιλάνθρωπος	慈善	φιλάνθρωπος	PROPN	N;NOM;MASC;SG
援引	επίκληση	援引	επίκληση	V	N;ACC;FEM;SG
底片	αρνητικά	底片	αρνητικά	N	ADV
信玄	σίνγκεν	信玄	σίνγκω	PROPN	V;IPFV;IND;SG;3;PST;FIN;ACT
葡萄牙	πορτογαλική	葡萄牙	πορτογαλικός	PROPN	ADJ;NOM;FEM;SG
葡萄牙	πορτογαλικά	葡萄牙	πορτογαλικά	PROPN	ADV
葡萄牙	πορτογαλικό	葡萄牙	πορτογαλικό	PROPN	ADJ;NOM;NEUT;SG
葡萄牙	πορτογάλοι	葡萄牙	πορτογάλος	PROPN	PROPN;NOM;MASC;PL
傑克遜	jackson	傑克遜	jackson	PROPN	
傑克遜	τζάκσον	傑克遜	τζάκσον	PROPN	
原告	ενάγοντες	原告	ενάγω	N	ADJ;NOM;MASC;PL
橫掃	σαρωτικές	橫掃	σαρωτικός		ADJ;NOM;FEM;PL
梵蒂	βατικανό	梵蒂	βατικανός	PROPN	N;NOM;NEUT;SG
寮國	λάο	寮國	λάος	PROPN	N;NOM;MASC;SG
寮國	λάος	寮國	λάος	PROPN	PROPN;NOM;NEUT;SG
騷亂	ταραχές	騷亂	ταραχή	V	N;NOM;FEM;PL
騷亂	εξεγέρσεις	騷亂	εξέγερση	V	N;NOM;FEM;PL
騷亂	ταραχές	騷亂	ταραχή	V	N;NOM;FEM;PL
騷亂	αναταραχή	騷亂	αναταραχή	V	N;NOM;FEM;SG
騷亂	ταραχές	騷亂	ταραχή	V	N;NOM;FEM;PL
騷亂	εξέγερση	騷亂	εξέγερση	V	N;NOM;FEM;SG
騷亂	ταραχή	騷亂	ταραχή	V	N;NOM;FEM;SG
弱點	ευάλωτος	弱點	ευάλωτος	N	ADJ;NOM;MASC;SG
午	μεσημεριανό	午	μεσημεριανός	N	PROPN;NOM;NEUT;SG
亞當斯	ανταμς	亞當斯	ανταμς	PROPN	
亞當斯	άνταμς	亞當斯	άνταμς	PROPN	PROPN;NOM;MASC;SG
亞當斯	adams	亞當斯	adams	PROPN	
徘徊	περιπλανώμενος	徘徊	περιπλανώμενος	N	ADJ;NOM;MASC;SG
可樂	κόκα	可樂	κόκα	N	
摺疊	πάσο	摺疊	πάσο	N	
不	ασυνεπής	不	ασυνεπής	ADV;NEG	ADJ;NOM;MASC;SG
東風	dongfeng	東風	dongfeng	PROPN	
油畫	ζωγραφική	油畫	ζωγραφικός	N	ADJ;NOM;FEM;SG
稱	ονομασία	稱	ονομασία	V	N;NOM;FEM;SG
稱	χαρακτηρισμός	稱	χαρακτηρισμός	V	N;NOM;MASC;SG
瑕疵	ελαττωματικό	瑕疵	ελαττωματικός	N	ADJ;NOM;NEUT;SG
瑕疵	ελαττωματική	瑕疵	ελαττωματικός	N	ADJ;NOM;FEM;SG
受益	όφελος	受益	όφελος	V	N;ACC;NEUT;SG
樂觀	αισιόδοξη	樂觀	αισιόδοξη	N	ADJ;NOM;FEM;SG
樂觀	αισιόδοξο	樂觀	αισιόδοξος	N	ADJ;NOM;NEUT;SG
樂觀	αισιόδοξοι	樂觀	αισιόδοξος	N	ADJ;NOM;MASC;PL
樂觀	αισιόδοξο	樂觀	αισιόδοξος	N	ADJ;NOM;NEUT;SG
樂觀	αισιόδοξη	樂觀	αισιόδοξη	N	ADJ;NOM;FEM;SG
扶梯	κυλιόμενες	扶梯	κυλιόμενος	N	ADJ;NOM;FEM;PL
活著	ζωντανός	活著	ζωντανός	V	ADJ;NOM;MASC;SG
活著	ζωντανό	活著	ζωντανός	V	ADJ;NOM;NEUT;SG
活著	ζωντανοί	活著	ζωντανός	V	ADJ;NOM;MASC;PL
活著	ζωντανή	活著	ζωντανός	V	ADJ;NOM;FEM;SG
遺留	κληρονομιά	遺留	κληρονομιά	V	N;NOM;FEM;SG
烹飪	μαγειρική	烹飪	μαγειρικός	N	ADJ;NOM;FEM;SG
檸檬	λέμον	檸檬	λέμον	N	PROPN;NOM;MASC;SG
摩登	μοντέρνο	摩登	μοντέρνο	PROPN	N;NOM;NEUT;SG
摩登	μοντέρνα	摩登	μοντέρνα	PROPN	N;NOM;FEM;PL
摩登	σύγχρονο	摩登	σύγχρονο	PROPN	ADJ;NOM;NEUT;SG
摩登	σύγχρονη	摩登	σύγχρονος	PROPN	ADJ;NOM;FEM;SG
摩登	μοντέρνος	摩登	μοντέρνος	PROPN	PROPN;NOM;MASC;SG
前	πρωτοφανές	前	πρωτοφανός	N	ADJ;NOM;NEUT;SG
裝修	ανακαινισμένο	裝修	ανακαινίζω	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
救濟	ανακούφιση	救濟	ανακούφιση	V	N;ACC;FEM;SG
配給	μερίδες	配給	μερίδα	V	N;NOM;FEM;PL
配給	μερίδα	配給	μερίδα	V	N;NOM;FEM;SG
群組	group	群組	group	N	
跟蹤	εντοπισμός	跟蹤	εντοπισμός	V	N;NOM;MASC;SG
跟蹤	εντοπισμού	跟蹤	εντοπισμός	V	N;GEN;MASC;SG
跟蹤	καταδίωξη	跟蹤	καταδίωξη	V	N;ACC;FEM;SG
梵語	σανσκριτικά	梵語	σανσκριτικά	N	ADV
喝酒	ποτό	喝酒	ποτό	V	N;NOM;NEUT;SG
多樣	ποικιλία	多樣	ποικιλία	ADJ	N;NOM;FEM;SG
多樣	ποικιλομορφία	多樣	ποικιλομορφία	ADJ	N;NOM;FEM;SG
多樣	πολυμορφία	多樣	πολυμορφία	ADJ	N;NOM;FEM;SG
檀	χονολουλού	檀	χονολουλός	PROPN	PROPN;NOM;NEUT;PL
處置	απόρριψη	處置	απόρριψη	V	N;ACC;FEM;SG
玲奈	ρένα	玲奈	ρένος	PROPN	PROPN;NOM;FEM;SG
按	μασάζ	按	μασάζ	ADP	N;NOM;NEUT;SG
按	μασάζ	按	μασάζ	ADP	N;NOM;NEUT;SG
寶馬	bmw	寶馬	bmw	N	
變異	μεταλλαγμένο	變異	μεταλλαγμένος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
變異	μεταλλαγμένος	變異	μεταλλαγμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
變異	μεταλλαγμένο	變異	μεταλλαγμένος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
曆	ημερολογιακό	曆	ημερολογιακός	N	ADJ;NOM;NEUT;SG
饒舌	ραπ	饒舌	ραπ	N	
忽視	αμέλεια	忽視	αμέλεια	V	N;NOM;FEM;SG
特使	απεσταλμένοι	特使	απεστάλλωνος	N	ADJ;NOM;MASC;PL
為	γιατι	為	γιατι	ADP	ADV
為	γιατί	為	γιατί	ADP	CONJ
煽動	υποκίνηση	煽動	υποκίνηση	V	N;ACC;FEM;SG
煽動	ταραχή	煽動	ταραχή	V	N;NOM;FEM;SG
煽動	διέγερση	煽動	διέγερση	V	N;ACC;FEM;SG
煽動	υποκίνηση	煽動	υποκίνηση	V	N;ACC;FEM;SG
應變	στέλεχος	應變	στέλεχος	V	N;NOM;MASC;SG
瀝青	άσφαλτος	瀝青	άσφαλτος	N	ADJ;NOM;MASC;SG
瀝青	άσφαλτο	瀝青	άσφαλτο	N	ADV
保養	συντήρησης	保養	συντήρηση	V	N;GEN;FEM;SG
保養	συντήρηση	保養	συντήρηση	V	N;NOM;FEM;SG
保養	διατήρηση	保養	διατήρηση	V	N;ACC;FEM;SG
奶油	κρεμ	奶油	κρεμ	N	
騷動	ταραχές	騷動	ταραχή	V	N;NOM;FEM;PL
騷動	αναταραχή	騷動	αναταραχή	V	N;NOM;FEM;SG
萃取	εκχύλιση	萃取	εκχύλιση	V	N;NOM;FEM;SG
萃取	εξόρυξη	萃取	εξόρυξη	V	N;NOM;FEM;SG
萃取	εκχύλισμα	萃取	εκχύλισμα	V	N;NOM;NEUT;SG
萃取	απόσπασμα	萃取	απόσπασμα	V	N;NOM;NEUT;SG
壓迫	καταπίεση	壓迫	καταπίεση	V	N;ACC;FEM;SG
壓迫	καταστολή	壓迫	καταστολή	V	N;ACC;FEM;SG
壓迫	καταπίεση	壓迫	καταπίεση	V	N;ACC;FEM;SG
填補	πλήρωσης	填補	πλήρωση	V	N;GEN;FEM;SG
填補	πλήρωση	填補	πλήρωση	V	N;ACC;FEM;SG
填補	γέμιση	填補	γέμιση	V	N;NOM;FEM;SG
填補	γέμισμα	填補	γέμισμα	V	N;NOM;NEUT;SG
丁	γαρύφαλλο	丁	γαρύφαλλο	PROPN	N;NOM;NEUT;SG
困惑	σύγχυση	困惑	σύγχυση	V	N;ACC;FEM;SG
困惑	μπερδεμένο	困惑	μπερδεμένο	V	N;NOM;NEUT;SG
困惑	σύγχυση	困惑	σύγχυση	V	N;ACC;FEM;SG
困惑	μπερδεμένο	困惑	μπερδεμένο	V	N;NOM;NEUT;SG
困惑	σύγχυση	困惑	σύγχυση	V	N;ACC;FEM;SG
外人	ξένοι	外人	ξένος	N	ADJ;NOM;MASC;PL
外人	ξένους	外人	ξένος	N	ADJ;ACC;MASC;PL
聖地亞哥	σαντιάγο	聖地亞哥	σαντιάγος	PROPN	
聖地亞哥	σαντιάγκο	聖地亞哥	σαντιάγκο	PROPN	PROPN;NOM;FEM;SG
營地	κάμπινγκ	營地	κάμπινγκ	N	
營地	καμπ	營地	καμπ	N	
壓倒	συντριπτική	壓倒	συντριπτικός	V	ADJ;NOM;FEM;SG
融化	τήξης	融化	τήξη	V	N;GEN;FEM;SG
融化	τήξη	融化	τήξη	V	N;NOM;FEM;SG
融化	λιώσιμο	融化	λιώσιμος	V	N;NOM;NEUT;SG
融化	λιωμένο	融化	λιωμένος	V	N;NOM;NEUT;SG
融化	λιώσιμο	融化	λιώσιμος	V	N;NOM;NEUT;SG
嫉妒	ζηλιάρα	嫉妒	ζηλιάρα	V	N;NOM;FEM;SG
嫉妒	ζηλιάρης	嫉妒	ζηλιάρης	V	N;NOM;MASC;SG
嫉妒	ζήλια	嫉妒	ζήλι	V	N;NOM;FEM;SG
嫉妒	ζήλεια	嫉妒	ζήλεια	V	N;NOM;FEM;SG
共	συνυπάρχουν	共	συνυπάρχω	ADV	V;IPFV;IND;PL;3;PRS;FIN;ACT
共	συνύπαρξη	共	συνύπαρξη	ADV	N;ACC;FEM;SG
放大	ενισχυτή	放大	ενισχυτής	V	N;ACC;MASC;SG
放大	ενισχυτή	放大	ενισχυτής	V	N;ACC;MASC;SG
放大	ενισχυτές	放大	ενισχυτής	V	N;NOM;MASC;PL
放大	αμπέρ	放大	αμπέρ	V	
現況	status	現況	status	N	
麻美	ασάμι	麻美	ασάμι	PROPN	N
跨國	διακρατική	跨國	διακρατικός	V	ADJ;NOM;FEM;SG
擠	σφίξε	擠	σφίχνω	V	N
貝多芬	μπετόβεν	貝多芬	μπετώ	PROPN	N
棕櫚	παλμ	棕櫚	παλμ	N	
棕櫚	palm	棕櫚	palm	N	
批發	χονδρικής	批發	χονδρικός	V	ADJ;GEN;FEM;SG
批發	χονδρική	批發	χονδρικός	V	ADJ;NOM;FEM;SG
勒索	εκβιασμό	勒索	εκβιασμός	V	N;ACC;MASC;SG
勒索	εκβιασμός	勒索	εκβιασμός	V	N;NOM;MASC;SG
勒索	εκβιασμό	勒索	εκβιασμός	V	N;ACC;MASC;SG
勒索	εκβιασμός	勒索	εκβιασμός	V	N;NOM;MASC;SG
突顯	στιγμιότυπα	突顯	στιγμιότυπα	V	N;NOM;NEUT;PL
僱員	υπάλληλος	僱員	υπάλληλος	N	ADJ;NOM;MASC;SG
僱員	υπάλληλοι	僱員	υπάλληλος	N	ADJ;NOM;MASC;PL
僱員	μισθωτοί	僱員	μισθωτός	N	ADJ;NOM;MASC;PL
牛角	χορν	牛角	χορν	N	
附帶	εξασφαλίσεις	附帶	εξασφάλιση		N;NOM;FEM;PL
獨奏	σολίστ	獨奏	σολίστ	V	
獨奏	σόλο	獨奏	σόλος	V	
敏捷	ευκινησία	敏捷	ευκινησία	ADJ	N;NOM;FEM;SG
自豪	υπερήφανος	自豪	υπερήφανος	N	ADJ;NOM;MASC;SG
自豪	περήφανοι	自豪	περήφανος	N	ADJ;NOM;MASC;PL
自豪	περήφανος	自豪	περήφανος	N	ADJ;NOM;MASC;SG
自豪	περήφανη	自豪	περήφανη	N	ADJ;NOM;FEM;SG
致電	κλήση	致電	κλήση	V	N;NOM;FEM;SG
報仇	εκδίκηση	報仇	εκδίκηση	V	N;ACC;FEM;SG
可	μεταβλητό	可	μεταβλητός	V	N;NOM;NEUT;SG
可	μεταβλητή	可	μεταβλητής	V	N;NOM;FEM;SG
零售	λιανοπωλητές	零售	λιανοπωλητής	V	N;NOM;FEM;PL
刑罰	πέναλτι	刑罰	πέναλτι	N	
漫遊	περιφέρονται	漫遊	περιφέρω	N	V;IPFV;IND;PL;3;PRS;FIN;PASS
債券	μποντ	債券	μποντ	N	
債券	bond	債券	bond	N	
中	ενδιάμεσοι	中	ενδιάμεσος	N	ADJ;NOM;MASC;PL
中	μεσίτης	中	μεσίτης	N	NUM;NOM;MASC;SG
中	ενδιάμεσος	中	ενδιάμεσος	N	ADJ;NOM;MASC;SG
藝術	art	藝術	art	N	
藝術	αρτ	藝術	αρτ	N	
亞	ασιάτες	亞	ασιάτης	PROPN	N;NOM;MASC;PL
飽和	κορεσμού	飽和	κορεσμός	V	N;GEN;MASC;SG
飽和	κορεσμένα	飽和	κορεσμένος	V	N;NOM;NEUT;PL
異形	εξωγήινος	異形	εξωγήινος	N	ADJ;NOM;MASC;SG
異形	αλλοδαπός	異形	αλλοδαπός	N	ADJ;NOM;MASC;SG
異形	εξωγήινοι	異形	εξωγώ	N	ADJ;NOM;MASC;PL
異形	εξωγήινους	異形	εξώγηινος	N	ADJ;NOM;MASC;PL
畫廊	gallery	畫廊	gallery	N	
英特爾	intel	英特爾	intel	PROPN	
籃	καλάθι	籃	καλάθι	N	
哥倫布	κολόμβος	哥倫布	κολόμβος	PROPN	N;NOM;MASC;SG
哥倫布	κολόμπους	哥倫布	κόλομπος	PROPN	PROPN;NOM;MASC;PL
婆羅	βόρνεο	婆羅	βόρνεος	PROPN	
印章	seal	印章	seal	N	
迷信	προληπτικός	迷信	προληπτικός	N	ADJ;NOM;MASC;SG
負荷	φόρτωση	負荷	φόρτωση	V	N;ACC;FEM;SG
負荷	φορτίο	負荷	φορτίο	V	N;NOM;NEUT;SG
負荷	φορτία	負荷	φορτία	V	N;NOM;NEUT;PL
槍手	ένοπλοι	槍手	ένοπλος	N	ADJ;NOM;MASC;PL
靜態	στατική	靜態	στατικός	N	ADJ;NOM;FEM;SG
靜態	στατικό	靜態	στατικός	N	ADJ;NOM;NEUT;SG
塗鴉	doodle	塗鴉	doodle	N	
收縮	συσπάσεις	收縮	σύσπαση	V	N;NOM;FEM;PL
收縮	ψυχίατρο	收縮	ψυχίατρο	V	N;NOM;MASC;SG
收縮	σύσπαση	收縮	σύσπαση	V	N;ACC;FEM;SG
美援	usaid	美援	usaid	PROPN	
彈簧	ανοιξιάτικες	彈簧	ανοιξιάτικος	N	ADJ;NOM;FEM;PL
彈簧	σπρινγκς	彈簧	σπρινγκς	N	PROPN;NOM;FEM;SG
公示	δημοσιότητα	公示	δημοσιότητα	V	N;ACC;FEM;SG
自制	σπιτική	自制	σπιτικός	V	ADJ;NOM;FEM;SG
自制	σπιτικά	自制	σπιτικά	V	N;NOM;NEUT;PL
自制	σπιτικό	自制	σπιτικός	V	N;NOM;NEUT;SG
鎧甲	πανοπλία	鎧甲	πανοπλία	PROPN	N;NOM;FEM;SG
忠實	πιστοί	忠實	πιστός	ADV	ADJ;NOM;MASC;PL
忠實	πιστός	忠實	πιστός	ADV	ADJ;NOM;MASC;SG
忠實	πιστό	忠實	πιστός	ADV	ADJ;NOM;NEUT;SG
忠實	πιστή	忠實	πιστός	ADV	ADJ;NOM;FEM;SG
狹義	στενή	狹義	στενός	N	ADJ;NOM;FEM;SG
中風	εγκεφαλικό	中風	εγκεφαλικός	N	ADJ;NOM;NEUT;SG
崇高	ευγενής	崇高	ευγενής	N	ADJ;NOM;MASC;SG
崇高	ευγενή	崇高	ευγενής	N	ADV
崇高	ευγενείς	崇高	ευγενής	N	ADJ;NOM;MASC;PL
崇高	ευγενές	崇高	ευγενής	N	ADJ;NOM;NEUT;SG
古	παλαιοντολογικό	古	παλαιοντολογικός	PART	ADJ;NOM;NEUT;SG
均勻	ομοιόμορφα	均勻	ομοιόμορφος	ADJ	ADV
均勻	στολή	均勻	στολή	ADJ	N;NOM;FEM;SG
未	απόπειρα	未	απόπειρα	ADV;NEG	N;NOM;FEM;SG
遺忘	λήθη	遺忘	λήθος	V	N;NOM;FEM;SG
遺忘	ξεχασμένο	遺忘	ξεχασμένο	V	ADJ;NOM;NEUT;SG
遺忘	ξεχασμένα	遺忘	ξεχάζω	V	ADJ;NOM;NEUT;PL
酗酒	αλκοολισμό	酗酒	αλκοολισμός	V	N;ACC;MASC;SG
控制	έλεγχος	控制	έλεγχος	V	N;NOM;MASC;SG
控制	ελέγχου	控制	έλεγχος	V	N;GEN;MASC;SG
控制	ελεγχος	控制	ελεγχος	V	N;NOM;MASC;SG
錘	χάμερ	錘	χάμερ	N	PROPN;NOM;MASC;SG
重逢	επανένωση	重逢	επανένωση	V	N;ACC;FEM;SG
重逢	επανασύνδεση	重逢	επανασύνδεση	V	N;ACC;FEM;SG
絕地	jedi	絕地	jedi	N	
絕地	τζεντάι	絕地	τζεντάι	N	
預估	πρόβλεψη	預估	πρόβλεψη	V	N;ACC;FEM;SG
預估	πρόβλεψη	預估	πρόβλεψη	V	N;ACC;FEM;SG
預估	πρόγνωση	預估	πρόγνωση	V	N;NOM;FEM;SG
預估	εκτίμηση	預估	εκτίμηση	V	N;ACC;FEM;SG
桿菌	bacillus	桿菌	bacillus	N	
渾	hun	渾	hun		
盲人	τυφλοί	盲人	τυφλός	N	ADJ;NOM;MASC;PL
盲人	τυφλά	盲人	τυφλά	N	ADV
盲人	τυφλός	盲人	τυφλός	N	ADJ;NOM;MASC;SG
盲人	τυφλό	盲人	τυφλός	N	ADJ;NOM;NEUT;SG
盲人	τυφλή	盲人	τυφλή	N	ADJ;NOM;FEM;SG
羚羊	ory	羚羊	ory	PROPN	
羚羊	αντιλόπη	羚羊	αντιλόπη	PROPN	N;NOM;FEM;SG
自發	αυθόρμητα	自發	αυθόρμητος	V	ADV
自發	αυθόρμητο	自發	αυθόρμητος	V	ADJ;NOM;NEUT;SG
自發	αυθόρμητη	自發	αυθόρμητος	V	ADJ;NOM;FEM;SG
自發	αυθόρμητα	自發	αυθόρμητος	V	ADV
田納西	τενεσί	田納西	τενεσί	PROPN	
佗	tuo	佗	tuo	PROPN	
盧布	ρούβλια	盧布	ρούβλια	PROPN	N;NOM;NEUT;PL
盧布	ρούβλι	盧布	ρούβλι	PROPN	N;NOM;NEUT;SG
遺失	αγνοούμενος	遺失	αγνοούμενος	V	ADJ;NOM;MASC;SG
心智	ψυχική	心智	ψυχικός	N	ADJ;NOM;FEM;SG
心智	νοητική	心智	νοητικός	N	ADJ;NOM;FEM;SG
多哥	τόγκο	多哥	τόγκος	PROPN	
激動	ενθουσιασμένη	激動	ενθουσιάζω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
激動	ενθουσιασμένος	激動	ενθουσιασμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
激動	ενθουσιασμένοι	激動	ενθουσιάζω	ADJ	V;PFV;NOM;MASC;PL;V.PTCP;PASS
公然	κατάφωρη	公然	κατάφωρος	N	ADJ;NOM;FEM;SG
早	νωρίτερα	早	νωρίς	N	ADV;CMPR
造假	πλαστογραφία	造假	πλαστογραφία	V	N;NOM;FEM;SG
造假	παραχάραξης	造假	παραχάραξη	V	N;GEN;FEM;SG
造假	παραχάραξη	造假	παραχάραξη	V	N;ACC;FEM;SG
造假	παραποίηση	造假	παραποίηση	V	N;ACC;FEM;SG
所有	ιδιοκτήτη	所有	ιδιοκτήτης	DET	N;ACC;MASC;SG
所有	κάτοχος	所有	κάτοχος	DET	N;NOM;MASC;SG
所有	ιδιοκτήτρια	所有	ιδιοκτήτρια	DET	N;NOM;FEM;SG
所有	ιδιοκτήτης	所有	ιδιοκτήτης	DET	N;NOM;MASC;SG
