間	przerwa	間	przerwa	N	
籽	nasion	籽	nasiono	N	
付款	wypłaty	付款	wypłata	V	
付款	płatności	付款	płatność	V	N;ACC;FEM;PL
付款	wypłata	付款	wypłatać	V	N;NOM;FEM;SG
付款	zapłata	付款	zapłatać	V	N;NOM;FEM;SG
付款	płatności	付款	płatność	V	N;ACC;FEM;PL
付款	płatność	付款	płatność	V	N;NOM;FEM;SG
白	srebro	白	srebro	PROPN	
白	srebrny	白	srebrny	PROPN	
白	srebra	白	srebro	PROPN	
白	srebrne	白	srebrny	PROPN	N;NOM;MASC;SG
白	srebrna	白	srebrny	PROPN	
白	silver	白	silver	PROPN	
護航	eskortę	護航	eskorta	N	
護航	eskorta	護航	eskort	N	
共生	symbiotyczne	共生	symbiotyczny	V	ADJ;NOM;NEUT;SG
共生	symbioza	共生	symbioz	V	N;NOM;FEM;SG
厭惡	zniesmaczony	厭惡	znieśmaczyć	V	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
厭惡	niechęć	厭惡	niechęć	V	N;NOM;FEM;SG
瑞穗	mizuho	瑞穗	mizuho	PROPN	
寶寶	baby	寶寶	baba	N	
線索	podpowiedź	線索	podpowiedź	N	V;IPFV;IMP;SG;2;FIN;ACT
綠黨	zielonych	綠黨	zielony	N	ADJ;GEN;MASC;PL
綠黨	zieloni	綠黨	zieloń	N	V;IPFV;IND;PL;2;PRS;FIN;ACT
無畏	nieustraszony	無畏	nieustraszyć	V	ADJ;NOM;MASC;SG
損傷	szkody	損傷	szkoda	N	
損傷	urazy	損傷	uraz	N	V;IPFV;IND;SG;PRS;FIN;ACT
損傷	szkody	損傷	szkoda	N	
缺口	luk	缺口	luk	N	
缺口	luki	缺口	luk	N	
缺口	luka	缺口	luka	N	
缺口	gap	缺口	gapić	N	
精華	istota	精華	istota		N;NOM;FEM;SG
蟒	pythona	蟒	pythona	N	
發起	inicjatorem	發起	inicjator	V	N;INS;MASC;SG
口語	wypowiedziane	口語	wypowiedziany	N	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
處罰	karny	處罰	karny	N	
處罰	kar	處罰	kara	N	
代理	agencji	代理	agencja	V	N;GEN;FEM;SG
代理	agencję	代理	agencja	V	N;ACC;FEM;SG
代理	agencja	代理	agencja	V	N;NOM;FEM;SG
代理	agenci	代理	agent	V	N;NOM;MASC;PL
代理	agentów	代理	agent	V	N;ACC;MASC;PL
代理	agentka	代理	agentka	V	N;NOM;FEM;SG
代理	agencie	代理	agencie	V	N;VOC;MASC;SG
代理	agent	代理	agent	V	N;NOM;MASC;SG
舒適	komfort	舒適	komfort	ADJ	N;NOM;MASC;SG
舒適	wygodę	舒適	wygoda	ADJ	N;ACC;FEM;SG
舒適	wygody	舒適	wygoda	ADJ	
舒適	wygodnie	舒適	wygodnie	ADJ	ADV
舒適	wygodnie	舒適	wygodnie	ADJ	ADV
充電	opłata	充電	opłatać	V	N;NOM;FEM;SG
充電	ładunek	充電	ładunek	V	N;ACC;MASC;SG
充電	ładowania	充電	ładowanie	V	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
充電	ładowanie	充電	ładować	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
鎳	niklu	鎳	nikl	N	
哲也	tetsu	哲也	tets	PROPN	
飛翔	fly	飛翔	fleź	N	
飛翔	latać	飛翔	latać	N	V;IPFV;NFIN;ACT
飛翔	leć	飛翔	leć	N	V;IPFV;IMP;SG;2;FIN;ACT
飛翔	latające	飛翔	latać	N	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
飛翔	pływające	飛翔	pływać	N	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
飛翔	latający	飛翔	latać	N	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
飛翔	latanie	飛翔	latan	N	
谷地	doliny	谷地	dolina	N	
谷地	valley	谷地	valley	N	
谷地	dolina	谷地	dolinać	N	
谷地	dolinie	谷地	dolin	N	
桃子	brzoskwiń	桃子	brzoskwinie	N	
桃子	brzoskwinie	桃子	brzoskwina	N	V;IPFV;IND;SG;FIN;ACT
桃子	momoko	桃子	momoko	N	
桃子	peach	桃子	peach	N	
蝨	wszy	蝨	wszyć	N	
蝨	wesz	蝨	wziąć	N	
田野	fields	田野	fields	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
田野	pola	田野	pole	N	
腐敗	skorumpowany	腐敗	skorumpować	N	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
少數	mniejszość	少數	mniejszość	ADJ	N;NOM;FEM;SG
少數	mniejszości	少數	mniejszość	ADJ	N;GEN;FEM;SG
少數	mniejszości	少數	mniejszość	ADJ	N;GEN;FEM;SG
無聊	nudny	無聊	nudny	V	ADJ;NOM;MASC;SG
無聊	nuda	無聊	nuda	V	N;NOM;FEM;SG
無聊	nudy	無聊	nudy	V	
無聊	nudne	無聊	nudny	V	
無聊	nudy	無聊	nudy	V	
藉口	usprawiedliwienia	藉口	usprawiedliwienie		N;PFV;GEN;NEUT;SG;POS;V.MSDR
造船	stoczni	造船	stocznia	V	
造船	stocznia	造船	stocznia	V	
顎	szczęki	顎	szczęk	N	
酒館	pub	酒館	pub	N	
飛碟	ufo	飛碟	ufo	N	
飛碟	ufo	飛碟	ufo	N	
草甸	meadows	草甸	meadows	N	
供給	zaopatrzenie	供給	zaopatrzenie	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
供給	dostaw	供給	dostawa	V	
供給	podaż	供給	podaż	V	N;NOM;FEM;SG
請願	petycji	請願	petycja	V	N;GEN;FEM;SG
請願	petycję	請願	petycja	V	N;ACC;FEM;SG
請願	petycji	請願	petycja	V	N;GEN;FEM;SG
荒漠	pustyni	荒漠	pustynia	N	
荒漠	pustynia	荒漠	pustynia	N	
荒漠	pustynie	荒漠	pustynąć	N	
潟湖	laguna	潟湖	laguna	N	
先天	wrodzonym	先天	wrodzić	N	ADJ;PFV;INS;MASC;SG;POS;V.PTCP;PASS
先天	wrodzone	先天	wrodzić	N	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
先天	wrodzone	先天	wrodzić	N	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
偽造	fałszerstwo	偽造	fałszerstwo	V	N;NOM;NEUT;SG
偽造	wykuty	偽造	wykut	V	
偽造	kucia	偽造	kucia	V	
鹿特丹	rotterdam	鹿特丹	rotterdać	PROPN	N;NOM;MASC;SG
好奇	ciekawość	好奇	ciekawość	ADJ	N;NOM;FEM;SG
好奇	ciekawa	好奇	ciekawy	ADJ	
好奇	ciekawość	好奇	ciekawość	ADJ	N;NOM;FEM;SG
盎司	uncji	盎司	uncja	N	
放逐	wygnanie	放逐	wygnanie	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
口述	dyktuje	口述	dyktować	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
口述	dyktando	口述	dyktando	N	
打壓	represji	打壓	represja	V	N;GEN;FEM;SG
打壓	represje	打壓	represja	V	N;NOM;FEM;PL
蟻	mrówki	蟻	mrówka	N	
蟻	mrówki	蟻	mrówka	N	
耦合	sprzęgu	耦合	sprzęg		N;GEN;MASC;SG
鏢	dart	鏢	dart	N	
石英	kwarc	石英	kwarc	N	
珍藏	cenionych	珍藏	cenić	V	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
辯護	obrony	辯護	obrona	N	
波浪	fal	波浪	fala	N	
超	nadprzyrodzone	超	nadprzyrodzić	PROPN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
成龍	jacek	成龍	jacek	PROPN	PROPN;NOM;MASC;SG
猶太	żyd	猶太	żyd	PROPN	N;NOM;MASC;SG
猶太	żydem	猶太	żyd	PROPN	N;INS;MASC;SG
猶太	żydowskie	猶太	żydowski	PROPN	ADJ;NOM;NEUT;SG
猶太	żydowska	猶太	żydowski	PROPN	ADJ;NOM;FEM;SG
猶太	żydzi	猶太	żydzić	PROPN	N;NOM;MASC;PL
猶太	żydowski	猶太	żydowski	PROPN	ADJ;NOM;MASC;SG
猶太	judaizm	猶太	judaizm	PROPN	N;NOM;MASC;SG
血清	surowicy	血清	surowica	N	
血清	serum	血清	serum	N	
小澤	ozawa	小澤	ozawa	PROPN	
凜	rin	凜	rina	PROPN	
愛人	zakochani	愛人	zakochać	N	ADJ;NOM;MASC;PL
前	prostaty	前	prostata	N	
無奈	bezbronne	無奈	bezbronny	N	ADJ;NOM;NEUT;SG
無奈	bezradny	無奈	bezradny	N	ADJ;NOM;MASC;SG
小米	proso	小米	proso	N	
演示	demo	演示	demo	V	
演示	demonstracja	演示	demonstracja	V	N;NOM;FEM;SG
演示	wykazanie	演示	wykazać	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
演示	demonstracja	演示	demonstracja	V	N;NOM;FEM;SG
演示	demonstracje	演示	demonstracja	V	N;NOM;FEM;PL
演示	demonstracji	演示	demonstracja	V	N;GEN;FEM;SG
定罪	skazany	定罪	skazać	V	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
定罪	skazana	定罪	skazać	V	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
定罪	skazani	定罪	skazać	V	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
定罪	przekonania	定罪	przekonanie	V	N;NOM;NEUT;SG
定罪	przekonanie	定罪	przekonać	V	N;NOM;NEUT;SG
聘用	wynajęcie	聘用	wynająć	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
聘用	zatrudnienie	聘用	zatrudnienie	V	N;NOM;NEUT;SG
聘用	zatrudniania	聘用	zatrudniać	V	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
盒子	box	盒子	box	N	
勉強	ledwo	勉強	ledwo	N	
勉強	ledwie	勉強	ledwie	N	
液態	płynny	液態	płynny	N	ADJ;NOM;MASC;SG
液態	płynne	液態	płynny	N	
法郎	franc	法郎	franc	N	
博弈	mecz	博弈	mecz	V	N;NOM;MASC;SG
博弈	game	博弈	gam	V	
博弈	gry	博弈	gra	V	
百分	procentowe	百分	procentowy	N	ADJ;NOM;NEUT;SG
製造	wytwarzanie	製造	wytwarzać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
製造	produkcja	製造	produkcja	V	N;NOM;FEM;SG
製造	wytwarzanie	製造	wytwarzać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
製造	produkcja	製造	produkcja	V	N;NOM;FEM;SG
解雇	oddalenie	解雇	oddalić	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
解雇	zwolnienie	解雇	zwolnienie	V	N;NOM;NEUT;SG;V.MSDR
解雇	zwolnienia	解雇	zwolnienie	V	N;NOM;NEUT;SG
阻塞	zator	阻塞	zator	V	
狙擊	snajper	狙擊	snajper	V	
評判	osądzać	評判	osądzać	N	V;IPFV;NFIN;ACT
沙丘	wydmy	沙丘	wydić	N	
沙丘	dune	沙丘	duny	N	
會津	aizu	會津	aiz	PROPN	
奉獻	poświęcone	奉獻	poświęcić	N	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
奉獻	oddany	奉獻	oddać	N	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
奉獻	poświęcona	奉獻	poświęcić	N	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
奉獻	poświęcony	奉獻	poświęcić	N	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
奉獻	oddani	奉獻	oddać	N	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
藥品	medycyna	藥品	medycyna	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
清新	świeżo	清新	świeżo	N	ADV
清新	świeże	清新	świeży	N	ADJ;NOM;NEUT;SG
清新	świeża	清新	świeży	N	ADJ;NOM;FEM;SG
清新	świeży	清新	świeży	N	
寧	ningbo	寧	ningbo	PROPN	PROPN;NOM;MASC;SG
太極	taiji	太極	taija	N	
升起	powstań	升起	powstanie	V	N;GEN;NEUT;PL
憂鬱	ponure	憂鬱	ponury	N	
憂鬱	ponura	憂鬱	ponury	N	ADJ;NOM;FEM;SG
憂鬱	ponury	憂鬱	ponury	N	ADJ;NOM;MASC;SG
詐騙	oszustwo	詐騙	oszustwo	V	
詐騙	oszustwa	詐騙	oszustwo	V	
詐騙	przekręt	詐騙	przekręt	V	N;NOM;MASC;SG
詐騙	oszustwo	詐騙	oszustwo	V	
莓	maliny	莓	malina	N	
偷渡	przemyt	偷渡	przemyt	V	N;NOM;MASC;SG
任用	spotkania	任用	spotkanie	V	N;NOM;NEUT;PL
任用	mianowanie	任用	mianować	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
任用	spotkanie	任用	spotkanie	V	N;NOM;NEUT;SG
黃蜂	wasp	黃蜂	wasp	N	
煙火	pirotechnicznych	煙火	pirotechniczny	N	ADJ;GEN;MASC;PL
有序	sanitariusz	有序	sanitariusz	V	N;NOM;MASC;SG
反彈	odbicia	反彈	odbić	V	N;PFV;GEN;NEUT;SG;POS;V.MSDR
屏障	barier	屏障	barier	N	
節點	węzła	節點	wązła	N	
節點	węzły	節點	wązła	N	V;PFV;MASC;IND;PL;PST;FIN;ACT
孤兒	sieroty	孤兒	sierota	N	
孤兒	sierot	孤兒	sierot	N	
孤兒	sierota	孤兒	sierota	N	
孤兒	sieroty	孤兒	sierota	N	
離散	dyskretnych	離散	dyskretny	N	ADJ;GEN;MASC;PL
離散	dyskretny	離散	dyskretny	N	ADJ;NOM;MASC;SG
週	czw	週	czw	N	
船塢	dok	船塢	dok	N	
協奏	koncert	協奏	koncert	V	N;NOM;MASC;SG
希伯	hebrajski	希伯	hebrajski	PROPN	ADJ;NOM;MASC;SG
儒學	konfucjanizm	儒學	konfucjanizm	N	
高能	energiczny	高能	energiczny	N	ADJ;NOM;MASC;SG
高能	energetyczne	高能	energetyczny	N	ADJ;NOM;NEUT;SG
招聘	rekrutacji	招聘	rekrutacja	V	N;GEN;FEM;SG
招聘	rekrutacja	招聘	rekrutacja	V	N;NOM;FEM;SG
招聘	rekrutacji	招聘	rekrutacja	V	N;GEN;FEM;SG
招聘	rekrutacja	招聘	rekrutacja	V	N;NOM;FEM;SG
招聘	wynajęcie	招聘	wynająć	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
招聘	zatrudnienie	招聘	zatrudnienie	V	N;NOM;NEUT;SG
招聘	zatrudniania	招聘	zatrudniać	V	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
加	przyspieszenie	加	przyspieszenie	V	N;NOM;NEUT;SG
加	przyspieszenia	加	przyspieść	V	N;NOM;NEUT;SG
喇叭	horn	喇叭	horn	N	
貝勒	belle	貝勒	bell	PROPN	
貝勒	baylor	貝勒	baylor	PROPN	
不平	nierówności	不平	nierówność	ADJ	N;ACC;FEM;PL
不平	nierówności	不平	nierówność	ADJ	N;ACC;FEM;PL
晶體	crystal	晶體	crystal	N	
開花	kwitnienia	開花	kwitnienie	V	N;GEN;NEUT;SG
開花	bloom	開花	bloom	V	
廉價	tania	廉價	tani	N	ADJ;NOM;FEM;SG
廉價	tanio	廉價	tanio	N	V;IPFV;IND;SG;FIN;ACT
廉價	tanie	廉價	tani	N	V;IPFV;IND;SG;2;FIN;ACT
廉價	taniej	廉價	tanio	N	ADV;CMPR
空心	hollow	空心	hollow	N	
收養	adopcję	收養	adopcja	V	N;ACC;FEM;SG
收養	adopcja	收養	adopcja	V	N;NOM;FEM;SG
收養	przyjęcia	收養	przyjęcie	V	N;NOM;NEUT;SG
收養	adopcja	收養	adopcja	V	N;NOM;FEM;SG
音訊	audio	音訊	audio	N	
桂林	guilin	桂林	guilin	PROPN	
起落	podwozia	起落	podwóziać	V	
起落	podwozie	起落	podwóź	V	N;NOM;MASC;SG
快車	ekspres	快車	ekspres	N	
快車	express	快車	express	N	
快車	ekspresowe	快車	ekspresowy	N	
重現	ponownego	重現	ponowny	V	ADJ;ACC;MASC;SG
重現	nawrót	重現	nawrót	V	N;NOM;MASC;SG
重現	powtarzanie	重現	powtarzać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
信賴	zaufany	信賴	zaufany	V	
信賴	zaufanych	信賴	zaufany	V	N;ACC;MASC;PL
彌撒	mass	彌撒	massy	N	
兩	amfibia	兩	amfibia	NUM	N;NOM;FEM;SG
神道	shintō	神道	shintō	N	
撞球	bilard	撞球	bilard	N	
撞球	bilard	撞球	bilard	N	
剝奪	pozbawienie	剝奪	pozbawić	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
鼓舞	inspirujące	鼓舞	inspirować	N	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
鼓舞	zachęty	鼓舞	zachęta	N	
關稅	celne	關稅	celny	N	ADJ;NOM;NEUT;SG
關稅	cła	關稅	cza	N	
關稅	cło	關稅	cło	N	
定性	jakościowych	定性	jakościowy	N	ADJ;GEN;MASC;PL
定性	jakościowe	定性	jakościowy	N	ADJ;NOM;NEUT;SG
讀取	czytania	讀取	czytać	V	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
讀取	czytanie	讀取	czytać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
讀取	lektura	讀取	lektura	V	N;NOM;FEM;SG
讀取	odczyt	讀取	odczyt	V	N;NOM;MASC;SG
調動	przesunięcia	調動	przesunąć	V	N;PFV;GEN;NEUT;SG;POS;V.MSDR
調動	mobilizacji	調動	mobilizacja	V	N;GEN;FEM;SG
調動	mobilności	調動	mobilność	V	N;GEN;FEM;SG
調動	mobilność	調動	mobilność	V	N;NOM;FEM;SG
獨唱	solo	獨唱	solo	N	
光電	fotowoltaicznych	光電	fotowoltaiczny	N	ADJ;GEN;MASC;PL
十字	crusader	十字	crusader	N	
平均	średnio	平均	średnio	ADJ	
平均	średnie	平均	średnie	ADJ	
平均	średnia	平均	średnia	ADJ	N;NOM;FEM;SG
不敗	niepokonany	不敗	niepokonany	N	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
神龍	dragon	神龍	dragon	N	
希臘	grecki	希臘	grecki	PROPN	ADJ;NOM;MASC;SG
希臘	grecka	希臘	grecki	PROPN	ADJ;NOM;FEM;SG
希臘	grecja	希臘	grecja	PROPN	N;NOM;FEM;SG
希臘	greckie	希臘	grecki	PROPN	ADJ;NOM;NEUT;SG
紫外	ultrafioletowe	紫外	ultrafioletowy	N	ADJ;NOM;NEUT;SG
大	daisuke	大	daisuka	ADJ	N;NOM;MASC;SG
投注	zakłady	投注	zakład	V	N;NOM;MASC;PL
投注	zakładów	投注	zakład	V	N;GEN;MASC;PL
大腦	rozum	大腦	rozum	N	V;IPFV;IND;PRS;FIN;ACT
孤獨	samotny	孤獨	samotny	N	ADJ;NOM;MASC;SG
孤獨	samotna	孤獨	samotny	N	ADJ;NOM;FEM;SG
孤獨	samotne	孤獨	samotny	N	ADJ;NOM;NEUT;SG
單字	slowo	單字	slowo	N	V;IPFV;IND;SG;FIN;ACT
老	weteran	老	weteran	PART	N;NOM;MASC;SG
老	weteranów	老	weteran	PART	N;ACC;MASC;PL
更低	niżej	更低	nisko	ADJ	ADV;CMPR
更低	lower	更低	lower	ADJ	N;NOM;MASC;SG
更低	dolna	更低	dolny	ADJ	
天秤	libra	天秤	libra	PROPN	
天秤	waga	天秤	waga	PROPN	
駕駛	kokpicie	駕駛	kokpić	V	N;ACC;MASC;SG
甘地	gandhi	甘地	gandhić	PROPN	
救護	ambulans	救護	ambulans	V	N;NOM;MASC;SG
救護	pogotowie	救護	pogotowie	V	N;NOM;NEUT;SG
救護	karetka	救護	karetka	V	N;NOM;FEM;SG
加法	dodatek	加法	dodatek	V	N;NOM;MASC;SG
加法	dodatku	加法	dodatek	V	N;GEN;MASC;SG
蒸氣	opary	蒸氣	opar	N	
蒸氣	parowa	蒸氣	parowy	N	
蒸氣	pary	蒸氣	para	N	
蒸氣	para	蒸氣	para	N	
提問	pytania	提問	pytanie	V	N;NOM;NEUT;PL
提問	pytanie	提問	pytanie	V	N;NOM;NEUT;SG
遼寧	liaoning	遼寧	liaoning	PROPN	
弱勢	podatne	弱勢	podatny	N	ADJ;NOM;NEUT;SG
弱勢	wrażliwych	弱勢	wrażliwy	N	ADJ;GEN;MASC;PL
弱勢	wrażliwe	弱勢	wrażliwy	N	ADJ;NOM;NEUT;SG
弱勢	podatny	弱勢	podatny	N	ADJ;NOM;MASC;SG
開羅	kairze	開羅	kaira	PROPN	PROPN;NOM;MASC;SG
不	dyskomfort	不	dyskomfort	ADV;NEG	N;NOM;MASC;SG
服從	posłuszeństwo	服從	posłuszeństwo	V	N;NOM;NEUT;SG
服從	posłuszeństwa	服從	posłuszeństwo	V	N;GEN;NEUT;SG
水力	hydro	水力	hydro	N	
水力	hydrauliczne	水力	hydrauliczny	N	ADJ;NOM;NEUT;SG
向	słoneczniki	向	słonecznik	ADP	N;NOM;MASC;PL
向	słonecznika	向	słonecznik	ADP	N;ACC;MASC;SG
轉讓	przenoszenie	轉讓	przenosić	V	N;NOM;NEUT;SG;POS;V.MSDR
轉讓	transfer	轉讓	transfer	V	N;NOM;MASC;SG
轉讓	przeniesienie	轉讓	przeniesienie	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
轉讓	przelew	轉讓	przelew	V	N;ACC;MASC;SG
轉讓	przekazanie	轉讓	przekazać	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
轉讓	transferu	轉讓	transfer	V	N;GEN;MASC;SG
轉讓	przydział	轉讓	przydział	V	N;ACC;MASC;SG
轉讓	zadanie	轉讓	zadanie	V	N;NOM;NEUT;SG
轉讓	przydziały	轉讓	przydział	V	N;NOM;MASC;PL
轉讓	zadania	轉讓	zadanie	V	N;NOM;NEUT;SG
轉讓	transfery	轉讓	transfer	V	N;NOM;MASC;PL
駐軍	garrison	駐軍	garrison	N	V;IPFV;IND;SG;PRS;FIN;ACT
反對	opozycja	反對	opozycja	V	N;NOM;FEM;SG
反對	opozycji	反對	opozycja	V	N;GEN;FEM;SG
反對	sprzeciw	反對	sprzeciw	V	N;NOM;MASC;SG
冒犯	obraźliwe	冒犯	obraźliwy	V	ADJ;NOM;NEUT;SG
動力	dynamics	動力	dynamics	N	
動力	dynamiczny	動力	dynamiczny	N	ADJ;NOM;MASC;SG
靈活	elastyczność	靈活	elastyczność	ADJ	N;NOM;FEM;SG
靈活	elastyczność	靈活	elastyczność	ADJ	N;NOM;FEM;SG
靈活	elastyczności	靈活	elastyczność	ADJ	N;GEN;FEM;SG
薩姆	sama	薩姆	sam	PROPN	ADJ;NOM;FEM;SG
薩姆	sam	薩姆	sam	PROPN	ADJ;NOM;MASC;SG
凍結	zamrożony	凍結	zamrozić	V	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
凍結	zamrożone	凍結	zamrozić	V	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
凍結	mrożone	凍結	mrozić	V	ADJ;NOM;NEUT;SG
凍結	mróz	凍結	mróz	V	
凍結	zamrożenie	凍結	zamrożyć	V	N;NOM;NEUT;SG;POS;V.MSDR
副	kopia	副	kopia	PART	N;NOM;FEM;SG
副	skopiuj	副	skopiuj	PART	V;PFV;IMP;SG;2;FIN;ACT
副	kopiuj	副	kopiuj	PART	V;IPFV;IMP;SG;2;FIN;ACT
副	kopiowanie	副	kopiować	PART	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
副	kopie	副	kopać	PART	V;IPFV;IND;SG;3;PRS;FIN;ACT
副	egzemplarze	副	egzemplarz	PART	N;NOM;MASC;PL
橫向	horyzontalne	橫向	horyzontalny	N	ADJ;NOM;NEUT;SG
橫向	poziomo	橫向	poziomo	N	
橫向	poziome	橫向	poziomy	N	V;IPFV;IND;PRS;FIN;ACT
橫向	boczne	橫向	boczny	N	ADJ;NOM;NEUT;SG
橫向	boczny	橫向	boczny	N	ADJ;NOM;MASC;SG
辻	tsuji	辻	tsujić	PROPN	
水壩	tamy	水壩	tama	N	
水壩	zapora	水壩	zaporać	N	
水壩	tama	水壩	tama	N	
水壩	dam	水壩	dać	N	V;PFV;IND;SG;1;FUT;FIN;ACT
水壩	tamy	水壩	tama	N	
典範	wzorowe	典範	wzorowy	N	ADJ;NOM;NEUT;SG
雄心	ambitne	雄心	ambitny	N	ADJ;NOM;NEUT;SG
雄心	ambitna	雄心	ambitny	N	ADJ;NOM;FEM;SG
雄心	ambitny	雄心	ambitny	N	ADJ;NOM;MASC;SG
幼蟲	larwy	幼蟲	larwa	N	
幼蟲	larwy	幼蟲	larwa	N	
癱瘓	sparaliżowany	癱瘓	sparaliżować	N	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
癱瘓	sparaliżowana	癱瘓	sparaliżować	N	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
開關	przełączniki	開關	przełącznik	V	N;NOM;MASC;PL
開關	przełącznik	開關	przełącznik	V	N;ACC;MASC;SG
陸戰	marines	陸戰	marines	N	
以色列	izraelczycy	以色列	izraelczyk	PROPN	ADJ;NOM;MASC;PL
錄取	wstęp	錄取	wstęp	V	N;NOM;MASC;SG
錄取	dopuszczenie	錄取	dopuścić	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
肯亞	kenii	肯亞	kenia	PROPN	PROPN;NOM;FEM;SG
扔	rzut	扔	rzut	V	N;NOM;MASC;SG
巧合	przypadek	巧合	przypadek		N;NOM;MASC;SG
代謝	metabolizm	代謝	metabolizm	V	N;ACC;MASC;SG
代謝	metabolicznej	代謝	metaboliczny	V	ADJ;GEN;FEM;SG
大	głośne	大	głośny	PART	ADJ;NOM;NEUT;SG
大	głośno	大	głośno	PART	ADV
大	głośny	大	głośny	PART	ADJ;NOM;MASC;SG
堪薩斯	kansas	堪薩斯	kansas	PROPN	PROPN;NOM;MASC;SG
進食	karmienie	進食	karmienie	V	N;NOM;NEUT;SG
進食	karmienia	進食	karmienie	V	N;NOM;NEUT;SG
居留	staż	居留	staż	V	N;NOM;MASC;SG
新	rekrut	新	rekrut	PART	
上線	online	上線	onliny	V	
涅槃	nirvana	涅槃	nirvany	N	
幸存	ocalałych	幸存	ocalały	V	ADJ;GEN;MASC;PL
幸存	survivor	幸存	survivor	V	N;NOM;MASC;SG
水災	powodzi	水災	powodzić	N	V;PFV;IND;SG;3;FIN;ACT
水災	powodzi	水災	powodzić	N	V;PFV;IND;SG;3;FIN;ACT
水災	powodzi	水災	powodzić	N	V;PFV;IND;SG;3;FIN;ACT
貂	mink	貂	minka	N	V;IPFV;IMP;SG;2;PRS;FIN;ACT
貂	sable	貂	sable	N	
煎	fry	煎	fra	N	
遙控	zdalne	遙控	zdalny	N	ADJ;NOM;NEUT;SG
遙控	zdalnego	遙控	zdalny	N	ADJ;ACC;MASC;SG
遙控	odległy	遙控	odlec	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
輝煌	genialne	輝煌	genialny	N	ADJ;NOM;NEUT;SG
輝煌	genialny	輝煌	genialny	N	ADJ;NOM;MASC;SG
多餘	dodatkowa	多餘	dodatkowy	ADV	ADJ;NOM;FEM;SG
多餘	ekstra	多餘	ekstra	ADV	
多餘	dodatkowe	多餘	dodatkowy	ADV	ADJ;NOM;NEUT;SG
多餘	dodatkowy	多餘	dodatkowy	ADV	ADJ;NOM;MASC;SG
多餘	extra	多餘	extra	ADV	
多餘	zbędny	多餘	zbędny	ADV	ADJ;NOM;MASC;SG
多餘	zbędne	多餘	zbędny	ADV	ADJ;NOM;NEUT;SG
多餘	zbędny	多餘	zbędny	ADV	ADJ;NOM;MASC;SG
多餘	zbędne	多餘	zbędny	ADV	ADJ;NOM;NEUT;SG
多餘	nadmiar	多餘	nadmiar	ADV	N;NOM;MASC;SG
