valoroase	قيمة	valoros	قِيمَة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
sârb	الصربية	sârb	صَربِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
sârb	الصربي	sârb	صَربِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
documentul	الوثيقة	document	وَثِيقَة	N;DEF;MASC;SG	N;NOM;DEF;SG
documentul	وثيقة	document	وَثِيقَة	N;DEF;MASC;SG	N;NOM;INDF;SG
documentul	مستند	document	مُستَنِد	N;DEF;MASC;SG	N;NOM;INDF;SG
documentul	المستند	document	مُستَنِد	N;DEF;MASC;SG	N;NOM;DEF;SG
baba	بابا	babă	بابا	N;DEF;FEM;SG	
preocupat	المعنية	preocupa	مَعنِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
brusc	فجاة	brusc	فَجَاة	ADV	N;NOM;INDF;SG
japonezi	ياباني	japonez	يَابَانِيّ	N;INDF;MASC;PL	ADJ;NOM;INDF;MASC;SG
japonezi	الياباني	japonez	يَابَانِيّ	N;INDF;MASC;PL	N;NOM;DEF;SG
japonezi	اليابانية	japonez	يَابَانِيّ	N;INDF;MASC;PL	ADJ;NOM;DEF;FEM;SG
inspirată	الهم	inspira	هُوَ	ADJ;INDF;FEM;SG	
paraguay	باراغواي	paraguay	باراغواي	PROPN	
consacrat	المكرسة	consacra	مُكَرَّس	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
jennifer	جنيفر	jennifer	جنيفر	PROPN	
jennifer	جينيفر	jennifer	جِينِيفِر	PROPN	
izolat	عزل	izolat	عزل	ADJ;INDF;MASC;SG	
izolat	منعزل	izolat	مُنعَزِل	ADJ;INDF;MASC;SG	
berg	بيرغ	berg	بَيرغ	PROPN	
berg	بيرج	berg	بِيرج	PROPN	
anulat	الغيت	anula	غَيت	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
precizează	تحديد	preciza	تَحدِيد	V;IND;3;PRS;FIN	N;NOM;INDF;SG
evaluare	تقييم	evaluare	تَقيِيم	N;INDF;FEM;SG	N;NOM;INDF;SG
evaluare	التقييم	evaluare	تَقيِيم	N;INDF;FEM;SG	N;NOM;DEF;SG
evaluare	التصنيف	evaluare	تَصنِيف	N;INDF;FEM;SG	N;NOM;DEF;SG
evaluare	تصنيف	evaluare	تَصنِيف	N;INDF;FEM;SG	N;NOM;INDF;SG
evaluare	تقييم	evaluare	تَقيِيم	N;INDF;FEM;SG	N;NOM;INDF;SG
evaluare	التقييم	evaluare	تَقيِيم	N;INDF;FEM;SG	N;NOM;DEF;SG
evaluare	تقييم	evaluare	تَقيِيم	N;INDF;FEM;SG	N;NOM;INDF;SG
evaluare	التقييم	evaluare	تَقيِيم	N;INDF;FEM;SG	N;NOM;DEF;SG
asediu	الحصار	asediu	حِصَار	N;INDF;MASC;SG	N;NOM;DEF;SG
divizat	انقسام	diviza	اِنقِسَام	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
divizat	انقسام	diviza	اِنقِسَام	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
divizat	التقسيم	diviza	تَقسِيم	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
divizat	تقسيم	diviza	تَقسِيم	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
taxe	الضرائب	taxă	ضَرِيبَة	N;INDF;FEM;PL	N;NOM;DEF;PL
taxe	الرسوم	taxă	رَسم	N;INDF;FEM;PL	N;NOM;DEF;PL
novo	نوفو	novo	نُوفُو	N;INDF;MASC;SG	
încurajat	شجع	încuraja	شَجع	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
încurajat	شجعت	încuraja	شَجَع	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
enterprise	المؤسسة	enterpri	مُؤَسَّسَة		N;NOM;DEF;SG
inamic	العدو	inamic	عَدُوّ	N;INDF;MASC;SG	N;NOM;DEF;SG
inamic	عدو	inamic	عَدُوّ	N;INDF;MASC;SG	
vehicul	العربة	vehicul	عَرَبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
vehicul	المركبة	vehicul	مَركَبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
arma	سلاح	armă	سِلَاح	N;DEF;FEM;SG	N;NOM;INDF;SG
arma	السلاح	armă	سِلَاح	N;DEF;FEM;SG	N;NOM;DEF;SG
arma	مسدس	armă	مُسَدَّس	N;DEF;FEM;SG	N;NOM;INDF;SG
diferențele	الخلافات	diferență	خِلَاف	N;DEF;FEM;PL	N;NOM;DEF;PL
diferențele	الاختلافات	diferență	اِختِلَاف	N;DEF;FEM;PL	N;NOM;DEF;PL
diferențele	الفروق	diferență	فَرق	N;DEF;FEM;PL	N;NOM;DEF;PL
diferențele	فروق	diferență	فَرق	N;DEF;FEM;PL	N;NOM;INDF;PL
diferențele	اختلافات	diferență	اِختِلَاف	N;DEF;FEM;PL	N;NOM;INDF;PL
hanul	نزل	han	نَزَل	N;DEF;MASC;SG	V;PFV;MASC;SG;3;ACT
presupus	افترضت	presupune	اِفتَرَض	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
presupus	المزعوم	presupune	مَزعُوم	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
presupus	مزعوم	presupune	مَزعُوم	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
musulmane	المسلم	musulman	مُسلِم	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
musulmane	مسلم	musulman	مُسلِم	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
musulmane	اسلامي	musulman	إِسلَامِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
musulmane	مسلمة	musulman	مُسلِم	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
modificată	المعدل	modifica	مُعَدَّل	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
modificată	معدل	modifica	مُعَدَّل	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
modificată	تعديل	modifica	تَعدِيل	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
modificată	معدلة	modifica	مُعَدَّل	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
rasa	سلالة	rasă	سِلَالَة	N;DEF;FEM;SG	N;NOM;INDF;SG
rasa	تولد	rasă	تَوَلُّد	N;DEF;FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
rasa	السباق	rasă	سِبَاق	N;DEF;FEM;SG	N;NOM;DEF;SG
rasa	سباق	rasă	سِبَاق	N;DEF;FEM;SG	N;NOM;INDF;SG
rasa	العرق	rasă	عِرق	N;DEF;FEM;SG	N;NOM;DEF;SG
rasa	عرق	rasă	عَرِق	N;DEF;FEM;SG	
restaurarea	الاستعادة	restaurare	اِستِعَادَة	N;DEF;FEM;SG	N;NOM;DEF;SG
restaurarea	الترميم	restaurare	تَرمِيم	N;DEF;FEM;SG	N;NOM;DEF;SG
restaurarea	ترميم	restaurare	تَرمِيم	N;DEF;FEM;SG	N;NOM;INDF;SG
cafenea	المقهى	cafene	مَقهَى	N;DEF;FEM;SG	N;NOM;DEF;SG
cafenea	مقهى	cafene	مَقهَى	N;DEF;FEM;SG	N;NOM;INDF;SG
cafenea	المقهى	cafene	مَقهَى	N;DEF;FEM;SG	N;NOM;DEF;SG
cafenea	مقهى	cafene	مَقهَى	N;DEF;FEM;SG	N;NOM;INDF;SG
permanente	دائم	permanent	دَائِم	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
permanente	الدائم	permanent	دَائِم	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
permanente	دائمة	permanent	دَائِم	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
permanente	دايم	permanent	دايم	ADJ;INDF;FEM;PL	
permanente	الدائمة	permanent	دَائِم	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
vizibilă	مرئي	vizibil	مرئي	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
vizibilă	ظاهر	vizibil	ظاهر	ADJ;INDF;FEM;SG	
vizibilă	مرئية	vizibil	مَرئِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
asociație	جمعية	asociație	جَمعِيَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
asociație	الرابطة	asociație	رَابِطَة	N;INDF;FEM;SG	N;NOM;DEF;SG
asociație	رابطة	asociație	رَابِطَة	N;INDF;FEM;SG	N;NOM;INDF;SG
asociație	الجمعية	asociație	جَمعِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
index	فهرس	index	فهرس		N;NOM;INDF;SG
index	مؤشر	index	مُؤَشِّر		N;NOM;INDF;SG
moral	الاخلاقية	moral	أَخلَاقِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
kenneth	كينيث	kenneth	كينيث	PROPN	
asigurări	التامين	asigurare	تَامّ	N;INDF;FEM;PL	
asigurări	تامين	asigurare	تامين	N;INDF;FEM;PL	
dispute	النزاعات	dispută	نِزَاع	N;INDF;FEM;PL	N;NOM;DEF;PL
dispute	المنازعات	dispută	مُنَازَعَة	N;INDF;FEM;PL	N;NOM;DEF;PL
portughez	البرتغالي	portughez	بُرتُغَالِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
portughez	البرتغالية	portughez	بُرتُغَالِيَّة	ADJ;INDF;MASC;SG	
portughez	بالبرتغالية	portughez	بالبرتغالية	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
haiti	هاييتي	haiti	هاييتي	PROPN	
haiti	هايتي	haiti	هَايَا	PROPN	
sindromul	متلازمة	sindrom	مُتَلَازِم	N;DEF;MASC;SG	N;NOM;INDF;SG
locație	موقع	locație	مَوقِع	N;INDF;FEM;SG	N;NOM;INDF;SG
locație	الموقع	locație	مَوقِع	N;INDF;FEM;SG	N;NOM;DEF;SG
locație	المكان	locație	مَكَان	N;INDF;FEM;SG	N;NOM;DEF;SG
prezență	الحضور	prezență	حُضُور	N;INDF;FEM;SG	N;NOM;DEF;SG
prezență	التواجد	prezență	تَوَاجُد	N;INDF;FEM;SG	N;NOM;DEF;SG
prezență	الوجود	prezență	وُجُود	N;INDF;FEM;SG	N;NOM;DEF;SG
eugene	يوجين	eugen	يُوجِين	PROPN	
persan	الفارسي	persan	فَارِسِيّ	ADJ;INDF;MASC;SG	
persan	الفارسية	persan	فَارِسِيّ	ADJ;INDF;MASC;SG	
traseu	اثر	traseu	إِثرَ	N;INDF;MASC;SG	ADP;NOM
traseu	الاثر	traseu	أَثَر	N;INDF;MASC;SG	N;NOM;DEF;SG
îmbunătățit	المحسن	îmbunătăți	المحسن	ADJ;INDF;MASC;SG	
îmbunătățit	تحسن	îmbunătăți	تَحَسُّن	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
îmbunătățit	محسن	îmbunătăți	محسن	ADJ;INDF;MASC;SG	
îmbunătățit	محسن	îmbunătăți	محسن	ADJ;INDF;MASC;SG	
îmbunătățit	معزز	îmbunătăți	مُعَزَّز	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
vinde	بيع	vinde	بَيع	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
arhitecturale	معماري	arhitectural	مُعَمَّار	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
arhitecturale	المعمارية	arhitectural	المعمارية	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
logic	منطقي	logic	مِنطَقِيّ	ADV	ADJ;NOM;INDF;MASC;SG
logic	منطق	logic	مَنطِق	ADV	N;NOM;INDF;SG
logic	المنطق	logic	مَنطِق	ADV	N;NOM;DEF;SG
precizie	الدقة	precizie	دِقَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
precizie	دقة	precizie	دِقَّة	N;INDF;FEM;SG	N;ACC;INDF;SG
precizie	الدقة	precizie	دِقَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
precizie	دقة	precizie	دِقَّة	N;INDF;FEM;SG	N;ACC;INDF;SG
meyer	ماير	meyer	مَايِر	PROPN	
măsoară	القياس	măsura	قِيَاس	V;IND;3;PRS;FIN	N;NOM;DEF;SG
măsoară	التدبير	măsura	تَدبِير	V;IND;3;PRS;FIN	N;NOM;DEF;SG
măsoară	مقياس	măsura	مِقيَاس	V;IND;3;PRS;FIN	N;NOM;INDF;SG
măsoară	قياس	măsura	قِيَاس	V;IND;3;PRS;FIN	N;NOM;INDF;SG
dom	القبة	dom	قِبَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
dom	دوم	dom	دَوم	N;INDF;MASC;SG	
fame	الشهرة	famă	شُهرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
coleg	زميل	coleg	زَمِيل	N;INDF;MASC;SG	
express	اعرب	express	أَعرَب	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
amt	a	amt	a		
baltice	البلطيق	baltic	بُلط	ADJ;INDF;FEM;PL	
mustafa	مصطفى	mustafa	مصطفى	PROPN	
ardere	الاحتراق	ardere	اِحتِرَاق	N;INDF;FEM;SG	N;NOM;DEF;SG
ardere	احتراق	ardere	اِحتِرَاق	N;INDF;FEM;SG	N;NOM;INDF;SG
ardere	يحترق	ardere	اِحتَرَق	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
ardere	احتراق	ardere	اِحتِرَاق	N;INDF;FEM;SG	N;NOM;INDF;SG
ardere	حرق	ardere	حَرق	N;INDF;FEM;SG	
ardere	الحرق	ardere	حَرِيق	N;INDF;FEM;SG	N;NOM;DEF;SG
ardere	تحترق	ardere	اِحتَرَق	N;INDF;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
cost	الكلفة	cost	كُلفَة	N;INDF;MASC;SG	N;NOM;DEF;SG
cost	التكلفة	cost	تَكلِفَة	N;INDF;MASC;SG	N;NOM;DEF;SG
cost	التكاليف	cost	تَكلِيف	N;INDF;MASC;SG	N;NOM;DEF;PL
modifică	تعديل	modifica	تَعدِيل	V;IND;SG;3;PST;FIN	N;NOM;INDF;SG
boeing	بوينج	boeing	بوينج	N;INDF;MASC;SG	
boeing	بوينغ	boeing	بُوِينغ	N;INDF;MASC;SG	
întoarcere	العودة	întoarcere	عَودَة	N;INDF;FEM;SG	N;NOM;DEF;SG
întoarcere	عودة	întoarcere	عَودَة	N;INDF;FEM;SG	N;NOM;INDF;SG
cercetătorii	الباحثون	cercetător	بَاحِث	N;DEF;MASC;PL	N;NOM;DEF;PL
cercetătorii	باحثين	cercetător	بَاحِث	N;DEF;MASC;PL	N;NOM;INDF;PL
cercetătorii	الباحثين	cercetător	بَاحِث	N;DEF;MASC;PL	N;NOM;DEF;PL
peșteră	كهف	peșteră	كهف	N;INDF;FEM;SG	N;NOM;INDF;SG
peșteră	الكهف	peșteră	كَهف	N;INDF;FEM;SG	N;NOM;DEF;SG
gay	المثليين	gay	مُثَلِّي	N;INDF;MASC;SG	N;NOM;DEF;PL
gay	الشواذ	gay	شَوَاذ	N;INDF;MASC;SG	N;NOM;DEF;PL
creta	كريت	creta	كرِيت	N;DEF;FEM;SG	
creta	الطباشير	creta	طَبِيرِيّ	N;DEF;FEM;SG	N;NOM;DEF;PL
ming	مينج	ming	مينج	PROPN	
ming	مينغ	ming	مينغ	PROPN	
montgomery	مونتغمري	montgomery	مونتغمري	PROPN	
egiptean	المصري	egiptean	مِصرِيّ	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
egiptean	المصرية	egiptean	مِصرِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
variabile	المتغير	variabilă	مُتَغَيِّر	N;INDF;FEM;PL	N;NOM;DEF;SG
variabile	متغير	variabilă	مُتَغَيِّر	N;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
variabile	متغيرة	variabilă	مُتَغَيِّر	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
variabile	متغيرات	variabilă	مُتَغَيِّر	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;PL
variabile	المتغيرات	variabilă	مُتَغَيِّر	N;INDF;FEM;PL	ADJ;NOM;DEF;FEM;PL
metale	المعدن	metal	مَعدِن	N;INDF;FEM;PL	N;NOM;DEF;SG
metale	معدني	metal	معدني	N;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
metale	معدن	metal	مَعدِن	N;INDF;FEM;PL	N;NOM;INDF;SG
metale	المعادن	metal	مَعدِن	N;INDF;FEM;PL	N;NOM;DEF;PL
metale	الفلزات	metal	فَلزَة	N;INDF;FEM;PL	N;NOM;DEF;PL
metale	المعادن	metal	مَعدِن	N;INDF;FEM;PL	N;NOM;DEF;PL
pană	ريشة	pană	ريشة	N;INDF;FEM;SG	
pană	ريش	pană	ريش	N;INDF;FEM;SG	
pană	الريشة	pană	رِيشَة	N;INDF;FEM;SG	N;NOM;DEF;SG
bush	بوش	bush	بُوش	PROPN	
standardele	معايير	standard	مِعيَار	N;DEF;FEM;PL	N;NOM;INDF;PL
standardele	المقاييس	standard	مِقيَاس	N;DEF;FEM;PL	N;NOM;DEF;PL
standardele	المعايير	standard	مِعيَار	N;DEF;FEM;PL	N;NOM;DEF;PL
daneză	الدانمرك	daneză	الدانمرك	ADJ;INDF;FEM;SG	
daneză	الدانمركية	daneză	دَانَمِركِيّ	ADJ;INDF;FEM;SG	
daneză	الدنماركية	daneză	دَنِمَارِكِيّ	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
verticală	الراسي	vertical	رَاسِي	ADJ;INDF;FEM;SG	
verticală	راسي	vertical	راسي	ADJ;INDF;FEM;SG	
verticală	عمودي	vertical	عمودي	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
verticală	عمودية	vertical	عمودية	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
renunță	الغاء	renunța	إِلغَاء	V;IND;SG;3;PST;FIN	N;NOM;DEF;SG
renunță	الغي	renunța	اَلَّغِي	V;IND;SG;3;PST;FIN	
azerbaidjan	اذربيجان	azerbaidjan	اذربيجان	N;INDF;MASC;SG	
niveluri	المستويات	nivel	مُستَوَى	N;INDF;FEM;PL	N;NOM;DEF;PL
mitchell	ميتشل	mitchell	مِيتشِل	PROPN	
mitchell	ميتشيل	mitchell	مِيتشِيل	PROPN	
notat	لوحظ	nota	لَاحَظ	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;PASS
strategică	الاستراتيجي	strategic	إِسترَاتِيجِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
strategică	استراتيجي	strategic	إِسترَاتِيجِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
cambodgia	الكمبودي	cambodgie	الكمبودي	PROPN	
cambodgia	الكمبودية	cambodgie	كَمبُودِيَّة	PROPN	ADJ;NOM;DEF;FEM;SG
cambodgia	كمبوديا	cambodgie	كَمبُودِيَا	PROPN	
pablo	بابلو	pablo	بابلو	PROPN	
lent	بطيء	lent	بطيء	ADV	
lent	بطئ	lent	بَطَأ	ADV	N;NOM;INDF;SG
lent	بطيئة	lent	بَطِيء	ADV	ADJ;NOM;INDF;FEM;SG
academice	اكاديمية	academic	أَكَادِيمِيَّة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
academice	الاكاديمي	academic	إِكَادِيمِيّ	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
academice	الاكاديمية	academic	إِكَادِيمِيّ	ADJ;INDF;FEM;PL	
academice	اكاديمي	academic	إِكَادِيمِيّ	ADJ;INDF;FEM;PL	
ice	ثلج	ice	ثُلج		
ice	الجليد	ice	جَلِيد		
ice	الثلج	ice	ثَلج		N;NOM;DEF;SG
ice	جليد	ice	جليد		ADJ;NOM;INDF;MASC;SG
kate	كيت	kate	كَيت		
kate	كايت	kate	كَاي		
bănci	بانكس	bancă	بَانكس	N;INDF;FEM;PL	
bănci	البنوك	bancă	بَنك	N;INDF;FEM;PL	N;NOM;DEF;PL
bănci	المصارف	bancă	مَصرِف	N;INDF;FEM;PL	N;NOM;DEF;PL
restaurant	المطعم	restaurant	مَطعَم	N;INDF;MASC;SG	N;NOM;DEF;SG
afectate	المتضررة	afectat	مُتَضَرِّر	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
afectate	يتاثر	afectat	تَاثَر	ADJ;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
structurile	هياكل	structură	هَيكَل	N;DEF;FEM;PL	N;NOM;INDF;PL
structurile	الهياكل	structură	هَيكَل	N;DEF;FEM;PL	N;NOM;DEF;SG
impuse	مفروض	impune	مَفرُوض	V;IND;PL;3;PST;FIN	ADJ;NOM;INDF;MASC;SG
impuse	مفروضة	impune	مَفرُوض	V;IND;PL;3;PST;FIN	ADJ;NOM;INDF;FEM;SG
impuse	فرض	impune	فَرَض	V;IND;PL;3;PST;FIN	V;PFV;MASC;SG;3;ACT
impuse	يفرض	impune	فَرَض	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
impuse	فرضت	impune	فَرَض	V;IND;PL;3;PST;FIN	V;PFV;FEM;SG;3;PASS
uriaș	عملاق	uriaș	عِملَاق	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
uriaș	العملاق	uriaș	عِملَاق	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
tabere	المعسكرات	tabără	مُعَسكَر	N;INDF;FEM;PL	N;NOM;DEF;PL
tabere	المخيمات	tabără	مُخَيَّم	N;INDF;FEM;PL	N;NOM;DEF;PL
alma	الما	alm	أَلِمّ	PROPN	
atribuie	تعيين	atribui	تَعيِين	V;IND;3;PRS;FIN	N;NOM;INDF;SG
formulă	المعادلة	formulă	مُعَادَلَة	N;INDF;FEM;SG	N;NOM;DEF;SG
formulă	الصيغة	formulă	صِيغَة	N;INDF;FEM;SG	N;NOM;DEF;SG
formulă	صيغة	formulă	صِيغَة	N;INDF;FEM;SG	N;NOM;INDF;SG
kentucky	كنتاكي	kentucky	كنتاكي	PROPN	
indicat	مبين	indica	مبين	ADJ;INDF;MASC;SG	
mărfuri	حمولة	marfă	حُمُولَة	N;INDF;FEM;PL	N;NOM;INDF;SG
mărfuri	الشحن	marfă	شَحن	N;INDF;FEM;PL	N;NOM;DEF;SG
mărfuri	شحنة	marfă	شَحنَة	N;INDF;FEM;PL	N;NOM;INDF;SG
mărfuri	شحن	marfă	شَحن	N;INDF;FEM;PL	N;NOM;INDF;SG
mărfuri	الحمولة	marfă	حُمُولَة	N;INDF;FEM;PL	N;NOM;DEF;SG
mărfuri	البضاعة	marfă	بِضَاعَة	N;INDF;FEM;PL	N;NOM;DEF;SG
mărfuri	البضائع	marfă	بِضَاعَة	N;INDF;FEM;PL	N;NOM;DEF;PL
mărfuri	السلع	marfă	سِلعَة	N;INDF;FEM;PL	N;NOM;DEF;PL
mărfuri	السلع	marfă	سِلعَة	N;INDF;FEM;PL	N;NOM;DEF;PL
belle	حسناء	belle	حَسَان	N;INDF;MASC;SG	
grâu	القمح	grâu	قَمح		N;NOM;DEF;SG
cuantică	كمي	cuantic	كمي	N;INDF;FEM;SG	N;NOM;INDF;SG
văzute	شوهد	văzut	شوهد	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;3;ACT
văzute	رايت	văzut	رَاي	ADJ;INDF;FEM;PL	
dublin	دوبلن	dublin	دُوبلِن	PROPN	
dublin	دوبلين	dublin	دُوبلِين	PROPN	N;ACC;INDF;PL
dublin	دبلن	dublin	دبلن	PROPN	
festivaluri	المهرجانات	festival	مَهرَجَان	N;INDF;FEM;PL	N;NOM;DEF;PL
ball	كرة	ball	كُرَة	PROPN	N;NOM;INDF;SG
ball	الكرة	ball	كُرَة	PROPN	N;NOM;DEF;SG
rusesc	روسي	rusesc	رُوسِيّ	ADV	ADJ;NOM;INDF;MASC;SG
rusesc	روسية	rusesc	رُوسِيّ	ADV	ADJ;NOM;INDF;FEM;SG
rusesc	الروسية	rusesc	رُوسِيّ	ADV	ADJ;NOM;DEF;FEM;SG
rusesc	روسيا	rusesc	رُوسِيَا	ADV	
rusesc	الروسي	rusesc	رُوسِيّ	ADV	ADJ;NOM;DEF;MASC;SG
concepte	المفاهيم	concept	مَفهُوم	N;INDF;FEM;PL	N;NOM;DEF;PL
padova	بادوا	padova	بَاد	PROPN	V;PFV;MASC;PL;3;ACT
echivalentul	مكافئ	echivalent	مكافئ	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
fani	المعجبين	fan	مَعجِب	N;INDF;MASC;PL	ADJ;ACC;DEF;MASC;PL
fani	معجبين	fan	مُعَجِّب	N;INDF;MASC;PL	ADJ;NOM;INDF;MASC;PL
fani	لعشاق	fan	لعشاق	N;INDF;MASC;PL	N;GEN;DEF;SG
fani	انصار	fan	أَنصَار	N;INDF;MASC;PL	
plovdiv	بلوفديف	plovdiv	بلوفديف	PROPN	
participanții	المشاركون	participant	مُشَارِك	N;DEF;MASC;PL	N;NOM;DEF;PL
participanții	المشتركون	participant	مُشتَرَك	N;DEF;MASC;PL	N;NOM;DEF;PL
mandate	الولايات	manda	وِلَايَة	N;INDF;FEM;PL	N;NOM;DEF;PL
morminte	القبور	mormânt	قُبُور	N;INDF;FEM;PL	N;NOM;DEF;PL
colegi	الزملاء	coleg	زَمِيل	N;INDF;MASC;PL	N;NOM;DEF;PL
potențialul	امكانية	potențial	إِمكَانِيَّة	N;DEF;MASC;SG	N;NOM;INDF;SG
horror	الرعب	horror	رُعب	N;INDF;MASC;SG	N;NOM;DEF;SG
vizibile	مرئي	vizibil	مرئي	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
vizibile	ظاهر	vizibil	ظاهر	ADJ;INDF;FEM;PL	
vizibile	مرئية	vizibil	مَرئِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
flash	الوميض	flash	وَمِيض	N;INDF;MASC;SG	N;NOM;DEF;SG
flash	وميض	flash	وميض	N;INDF;MASC;SG	
flash	فلاش	flash	فلاش	N;INDF;MASC;SG	
duminica	الاحد	duminică	أَحَد	N;DEF;FEM;SG	N;NOM;DEF;SG
srl	l	srl	l		
srl	ltd	srl	شَقّ		
materia	مسالة	materie	مَسأَلَة	N;DEF;FEM;SG	N;NOM;INDF;SG
materia	المسالة	materie	مَسأَلَة	N;DEF;FEM;SG	N;NOM;DEF;SG
elementare	ابتدائية	elementar	اِبتِدَائِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
elementare	الابتدائية	elementar	اِبتِدَائِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
elementare	ابتدائي	elementar	اِبتِدَائِيّ	ADJ;INDF;FEM;PL	N;ACC;INDF;SG
christina	كريستينا	christina	كريستينا	N;DEF;FEM;SG	
christina	كرستينا	christina	كرستينا	N;DEF;FEM;SG	
arhipelagul	ارخبيل	arhipelag	أَرخَبِيل	N;DEF;MASC;SG	
succesiunea	خلافة	succesiune	خِلَافَة	N;DEF;FEM;SG	N;NOM;INDF;SG
succesiunea	الخلافة	succesiune	خِلَافَة	N;DEF;FEM;SG	N;NOM;DEF;SG
protocol	البروتوكول	protocol	برُوتُوكُول	N;INDF;MASC;SG	N;NOM;DEF;SG
update	التحديث	upda	تَحدِيث	N;INDF;FEM;PL	N;NOM;DEF;SG
update	تحديث	upda	تَحدِيث	N;INDF;FEM;PL	N;NOM;INDF;SG
execută	تنفيذ	executa	تَنفِيذ	V;IND;SG;3;PST;FIN	N;NOM;INDF;SG
ecuador	الاكوادور	ecuador	الاكوادور	PROPN	
bull	الثور	bull	ثَور	N;INDF;MASC;SG	N;NOM;DEF;SG
