tennessee	теннесси	tennessa	теннесси	ADV	N;INAN;NOM;MASC;SG
case	случае	cas	случай	N;INAN;NOM;MASC;SG	N;INAN;ESS;MASC;SG
vlakov	поезда	vlak	поезд	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
soľ	соли	soľ	соль	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
miestni	местные	miesto	местный	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL
castle	замок	castľa	замок	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
castle	касл	castľa	касл	PROPN;ANIM;NOM;MASC;SG	PART
väzba	связать	väzba	связать	N;NOM;FEM;SG	V;PFV;NFIN;ACT
väzba	обязательные	väzba	обязательный	N;NOM;FEM;SG	ADJ;NOM;PL
väzba	обязательных	väzba	обязательный	N;NOM;FEM;SG	ADJ;GEN;PL
tradícia	традиции	tradícia	традиция	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
abovsko	абауй	abovsko	абауа	N;NOM;NEUT;SG	
nástupcu	преемник	nástupca	преемник	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
aktuálny	нынешней	aktuálny	нынешний	ADJ;INAN;NOM;MASC;SG	ADJ;INS;FEM;SG
aktuálny	текущие	aktuálny	текущий	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;PL
aktuálny	актуальным	aktuálny	актуальный	ADJ;INAN;NOM;MASC;SG	ADJ;INS;NEUT;SG
nelson	нельсон	nelson	нельсон	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
rastú	вырасти	rastý	вырасти	V;IPFV;IND;PL;3;POS;PRS;FIN	V;PFV;NFIN;ACT
sčítanie	переписи	sčítanie	перепись	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
výklad	толковать	výklad	толковать	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;ACT
výklad	интерпретировать	výklad	интерпретировать	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;ACT
výzbroje	вооружение	výzbroj	вооружение	N;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
výzbroje	вооружения	výzbroj	вооружение	N;GEN;FEM;SG	N;INAN;NOM;NEUT;PL
pozemné	наземные	pozemný	наземный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
pozemné	сухопутные	pozemný	сухопутный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
pozemné	наземных	pozemný	наземный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
pozemné	основание	pozemný	основание	ADJ;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
pohľady	просмотров	pohľad	просмотр	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
cestná	дорога	cestný	дорога	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
cestná	дорожной	cestný	дорожный	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
cestná	road	cestný	road	ADJ;NOM;FEM;SG	PROPN
cestná	роуд	cestný	роуд	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG
zásah	вмешательства	zásah	вмешательство	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
zásah	помехи	zásah	помехи	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
zásah	интервенции	zásah	интервенция	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
zásah	вмешательства	zásah	вмешательство	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
warner	warner	warner	warner		PROPN
zdravotné	медицинских	zdravotný	медицинский	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
zdravotné	здоровья	zdravotný	здоровье	ADJ;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
zdravotné	здоровье	zdravotný	здоровье	ADJ;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
zdravotné	здравоохранения	zdravotný	здравоохранение	ADJ;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
zdravotné	здравоохранение	zdravotný	здравоохранение	ADJ;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
chybu	ошибка	chyba	ошибка	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
založiť	база	založiť	база	V;PFV;POS;NFIN	N;INAN;NOM;FEM;SG
založiť	основание	založiť	основание	V;PFV;POS;NFIN	N;INAN;NOM;NEUT;SG
jules	джулс	jules	джулс	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
jules	жюль	jules	жюль	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
prúdov	потоки	prúd	поток	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
prúdov	ручьи	prúd	ручей	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
komédia	комедии	komédium	комедия	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
watanabe	ватанабэ	watanabe	ватанабэ	N;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;SG
kresťanov	христиане	kresťan	христианин	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
kresťanov	христиан	kresťan	христианин	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
angel	анхель	angel	анхель	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
angel	ангел	angel	ангел	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
angel	ангела	angel	ангел	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
továrne	заводы	továrne	завод	ADV	N;INAN;NOM;MASC;PL
továrne	фабрики	továrne	фабрика	ADV	N;INAN;NOM;FEM;PL
továrne	фабрик	továrne	фабрика	ADV	N;INAN;GEN;FEM;PL
faktor	фактором	faktor	фактор	N;INAN;NOM;MASC;SG	N;INAN;INS;MASC;SG
litva	литвы	litvo	литв	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
zavraždený	убита	zavraždený	убить	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
zavraždený	убитый	zavraždený	убить	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
zavraždený	убил	zavraždený	убить	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
zavraždený	убит	zavraždený	убить	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
zavraždený	убиты	zavraždený	убить	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
phil	фила	phila	фить	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
phil	фил	phila	фить	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
rob	роб	rob	роб	PROPN;ANIM;VOC;MASC;SG	N;ANIM;NOM;MASC;SG
rob	ограбить	rob	грабить	PROPN;ANIM;VOC;MASC;SG	V;PFV;NFIN;ACT
spôsobujú	причинение	spôsobovať	причинение	V;IPFV;IND;PL;3;POS;PRS;FIN	N;INAN;NOM;NEUT;SG
presun	двигаться	presun	двигаться	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;MID
presun	переместить	presun	переместить	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
presun	двигаться	presun	двигаться	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;MID
carter	картер	carter	картер	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
poistenie	страхования	poistenie	страхование	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
kroky	стопам	krok	стопы	N;INAN;NOM;MASC;PL	N;INAN;DAT;MASC;PL
zmazať	удаление	zmazať	удаление	V;PFV;POS;NFIN	N;INAN;NOM;NEUT;SG
bohatý	богатых	bohatý	богатый	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;PL
bohatý	рич	bohatý	рич	ADJ;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
bohatý	богатые	bohatý	богатый	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
erich	эрих	erich	эриха	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
suchá	сухая	sucho	сухой	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
suchá	сухие	sucho	сухой	N;NOM;FEM;SG	ADJ;NOM;PL
suchá	сухой	sucho	сухой	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
poddruh	подвида	poddruh	подвид	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
slnečná	солнечной	slnečný	солнечный	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
slnečná	солнечные	slnečný	солнечный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
svetom	world	svet	world	N;INAN;INS;MASC;SG	PROPN
svetom	мир	svet	мир	N;INAN;INS;MASC;SG	N;INAN;NOM;MASC;SG
nahrávanie	загрузите	nahrávanie	загрузить	N;NOM;NEUT;SG	V;PFV;IMP;PL;2;FIN;ACT
nahrávanie	загрузить	nahrávanie	загрузить	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
nahrávanie	записать	nahrávanie	записать	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
nahrávanie	записывать	nahrávanie	записывать	N;NOM;NEUT;SG	V;IPFV;NFIN;ACT
čítať	прочитать	čítať	прочесть	V;IPFV;POS;NFIN	V;PFV;NFIN;ACT
čítať	прочесть	čítať	прочесть	V;IPFV;POS;NFIN	V;PFV;NFIN;ACT
záchranu	спасатели	záchrana	спасатель	N;ACC;FEM;SG	N;ANIM;NOM;MASC;PL
záchranu	спасти	záchrana	спасти	N;ACC;FEM;SG	V;PFV;NFIN;ACT
záchranu	спасение	záchrana	спасение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
wood	дерево	wood	дерево	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
wood	древесина	wood	древесина	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;SG
wood	вуд	wood	вуд	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
wood	дрова	wood	дрова	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
wood	древесины	wood	древесина	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;PL
dutiny	полость	dutina	полость	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
dutiny	кариеса	dutina	кариес	N;NOM;FEM;PL	N;INAN;GEN;MASC;SG
mer	мер	mer	мера	N;INAN;NOM;MASC;SG	N;INAN;GEN;FEM;PL
schopní	способный	schopný	способный	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
organické	органические	organický	органический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
organické	органических	organický	органический	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
portálu	портал	portál	портать	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
vyvinuli	эволюционировали	vyvinúť	эволюционировать	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN;ACT
skutočné	real	skutočný	real	ADJ;NOM;NEUT;SG	PROPN
skutočné	настоящие	skutočný	настоящий	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
skutočné	реальные	skutočný	реальный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
skutočné	подлинные	skutočný	подлинный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
skutočné	подлинного	skutočný	подлинный	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG
skutočné	фактические	skutočný	фактический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
skutočné	фактических	skutočný	фактический	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
návštevy	посетителей	návšteva	посетитель	N;NOM;FEM;PL	N;ANIM;GEN;MASC;PL
návštevy	посетить	návšteva	посетить	N;NOM;FEM;PL	V;PFV;NFIN;ACT
návštevy	визит	návšteva	визит	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
návštevy	визита	návšteva	визит	N;NOM;FEM;PL	N;INAN;GEN;MASC;SG
návštevy	посещение	návšteva	посещение	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
návštevy	посещений	návšteva	посещение	N;NOM;FEM;PL	N;INAN;GEN;NEUT;PL
citát	цитирую	citát	цитировать	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
odborov	союзы	odbor	союз	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
odborov	профсоюзы	odbor	профсоюз	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
štvrté	четвертой	štvrť	четвертый	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
vzduchom	воздухе	vzduch	воздух	N;INAN;INS;MASC;SG	N;INAN;ESS;MASC;SG
jonas	джонас	jonas	джонас	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
equus	equus	equus	equus	N;ANIM;NOM;MASC;SG	PROPN
licencie	лицензий	licencia	лицензия	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
licencie	лицензий	licencia	лицензия	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
licencie	лицензия	licencia	лицензия	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
licencie	лицензирование	licencia	лицензирование	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
nákladu	груз	náklad	груз	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
nákladu	грузов	náklad	груз	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;PL
nákladu	грузы	náklad	груз	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;PL
budovať	построить	budovať	строить	V;IPFV;POS;NFIN	V;PFV;NFIN;ACT
hlboké	глубокую	hlboký	глубокий	ADJ;NOM;NEUT;SG	ADJ;ACC;FEM;SG
hlboké	глубокие	hlboký	глубокий	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
hlboké	глубоко	hlboký	глубоко	ADJ;NOM;NEUT;SG	ADV
odhad	оценить	odhad	оценить	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
vojnový	войны	vojnový	война	ADJ;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;PL
vojnový	war	vojnový	war	ADJ;ANIM;NOM;MASC;SG	PROPN
vojnový	война	vojnový	война	ADJ;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;SG
koalície	коалиция	koalícia	коалиция	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
koalície	коалицию	koalícia	коалиция	N;NOM;FEM;PL	N;INAN;ACC;FEM;SG
briti	британцев	brit	британец	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
briti	британское	brit	британский	N;ANIM;NOM;MASC;PL	ADJ;NOM;NEUT;SG
briti	британская	brit	британский	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;SG
briti	британские	brit	британский	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL
briti	великобритании	brit	великобритание	N;ANIM;NOM;MASC;PL	N;INAN;NOM;FEM;SG
briti	британский	brit	британский	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
čínske	китайцы	čínsky	китаец	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;PL
čínske	китая	čínsky	китай	ADJ;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
mama	мам	mama	мы	N;NOM;FEM;SG	N;ANIM;GEN;FEM;PL
zisku	прибыль	ziska	прибыль	N;INAN;GEN;MASC;SG	N;INAN;NOM;FEM;SG
zisku	прибыли	ziska	прибыть	N;INAN;GEN;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
zaznamenané	записано	zaznamenaný	записать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
zaznamenané	записали	zaznamenaný	записать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
zaznamenané	отметило	zaznamenaný	отметить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;IND;SG;PST;FIN;ACT
zaznamenané	отметила	zaznamenaný	отметить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
prepustený	выпущено	prepustený	выпустить	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
prepustený	освобождены	prepustený	освободить	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
prepustený	выпустила	prepustený	выпустить	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
prepustený	выпущен	prepustený	выпустить	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
prepustený	выпущена	prepustený	выпустить	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
prepustený	выписали	prepustený	выписать	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
venuša	венеры	venuša	венера	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
väzení	тюрьме	väzenie	тюрьма	N;NOM;NEUT;SG	N;INAN;DAT;FEM;SG
centrálne	центральная	centrálne	центральный	ADV	ADJ;NOM;FEM;SG
centrálne	центральное	centrálne	центральный	ADV	ADJ;NOM;NEUT;SG
centrálne	центральной	centrálne	центральный	ADV	ADJ;INS;FEM;SG
centrálne	центральный	centrálne	центральный	ADV	ADJ;NOM;MASC;SG
porážku	поражение	porážka	поражение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
porážku	поражения	porážka	поражение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
porážku	победить	porážka	победить	N;ACC;FEM;SG	V;PFV;NFIN;ACT
budúci	далее	budúci	далее	N;ANIM;NOM;MASC;SG	ADV
budúci	следующий	budúci	следующий	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
budúci	следующая	budúci	следующий	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
budúci	next	budúci	next	N;ANIM;NOM;MASC;SG	PROPN
harvard	гарвард	harvard	гарвард	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
olympic	олимпийские	olympica	олимпийский	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;PL
olympic	олимпийский	olympica	олимпийский	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
nepriateľov	враги	nepriateľ	враг	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
nepriateľov	врагам	nepriateľ	враг	N;ANIM;ACC;MASC;PL	N;ANIM;DAT;MASC;PL
priatelia	друзей	priateľ	друг	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
socialistická	социалистической	socialistický	социалистический	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
prince	принц	princť	принц	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
prince	принс	princť	принс	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
prince	князь	princť	князь	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
vrtuľníky	вертолетов	vrtuľník	вертолет	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
cook	приготовить	cook	приготовить	PROPN;ANIM;NOM;MASC;SG	V;PFV;NFIN;ACT
cook	повар	cook	повар	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
cook	кук	cook	кук	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
cook	готовить	cook	готовить	PROPN;ANIM;NOM;MASC;SG	V;IPFV;NFIN;ACT
diely	частей	diely	часть	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
charlotte	шарлотта	charlotie	шарлотт	N;NOM;FEM;PL	N;ANIM;NOM;FEM;SG
matthew	мэттью	matthew	мэтт	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
matthew	мэтью	matthew	мэть	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
emanuel	эмануэль	emanuel	эмануэль	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
oskar	оскара	oskar	оскар	N;ANIM;NOM;MASC;SG	N;ANIM;GEN;MASC;SG
predstavenie	показывать	predstavenie	показывать	N;NOM;NEUT;SG	V;IPFV;NFIN;ACT
predstavenie	show	predstavenie	show	N;NOM;NEUT;SG	PROPN
predstavenie	показать	predstavenie	показать	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
bohato	богато	bohato	богато	CONJ	ADV
vraždy	убийство	vražda	убийство	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
vraždy	убийство	vražda	убийство	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
zavedená	введена	zavedený	ввести	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
zavedená	введен	zavedený	ввести	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
zavedená	введено	zavedený	ввести	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
lisa	лиза	lis	лиз	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
lisa	лиса	lis	лисо	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
vybrať	выбор	vybrať	выбор	V;PFV;POS;NFIN	N;INAN;NOM;MASC;SG
vybrať	выбираем	vybrať	выбирать	V;PFV;POS;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
vybrať	выбор	vybrať	выбор	V;PFV;POS;NFIN	N;INAN;NOM;MASC;SG
činiteľ	коэффициент	činiteľ	коэффициент	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
činiteľ	фактор	činiteľ	фактор	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
činiteľ	фактором	činiteľ	фактор	N;ANIM;NOM;MASC;SG	N;INAN;INS;MASC;SG
premenné	переменные	premenný	переменная	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
premenné	переменной	premenný	переменный	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
premenné	переменных	premenný	переменный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
premenné	переменные	premenný	переменная	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
fred	фред	fred	фред	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
adrian	эдриан	adrian	эдриан	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
adrian	эдриен	adrian	эдриен	PROPN;ANIM;NOM;MASC;SG	
adrian	адриан	adrian	адриан	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
dvořák	дворжак	dvořák	дворжак	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
planéte	планета	planéta	планета	N;DAT;FEM;SG	N;INAN;NOM;FEM;SG
čisté	нетто	čistý	нетто	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
čisté	net	čistý	net	ADJ;NOM;NEUT;SG	PROPN
čisté	чистые	čistý	чистый	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
čisté	чисто	čistý	чисто	ADJ;NOM;NEUT;SG	ADV
čisté	чистые	čistý	чистый	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
čisté	чисто	čistý	чисто	ADJ;NOM;NEUT;SG	ADV
čisté	очистить	čistý	очистить	ADJ;NOM;NEUT;SG	V;PFV;NFIN;ACT
čisté	чистой	čistý	чистый	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
ukončený	прекращены	ukončený	прекратить	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
ukončený	прекращено	ukončený	прекратить	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
súbežne	параллельное	súbežne	параллельный	ADV	ADJ;NOM;NEUT;SG
súbežne	параллель	súbežne	параллель	ADV	N;INAN;NOM;FEM;SG
súbežne	параллельные	súbežne	параллельный	ADV	ADJ;NOM;PL
súbežne	параллельных	súbežne	параллельный	ADV	ADJ;GEN;PL
alois	алоиз	alois	алоиз	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
súkromný	частного	súkromný	частный	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;MASC;SG
súkromný	частные	súkromný	частный	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
scaleminor	scaleminor	scaleminor	scaleminor	ADV	PROPN
plody	фрукт	plod	фрукт	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG
plody	плод	plod	плод	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG
fórum	форумы	fórum	форум	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
fórum	форуме	fórum	форум	N;NOM;NEUT;SG	N;INAN;ESS;MASC;SG
pestovanie	растет	pestovanie	расти	N;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
pestovanie	растущий	pestovanie	расти	N;NOM;NEUT;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
pestovanie	растущей	pestovanie	расти	N;NOM;NEUT;SG	V;IPFV;INS;FEM;SG;PRS;V.PTCP;ACT
pestovanie	растущая	pestovanie	расти	N;NOM;NEUT;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
pestovanie	посадки	pestovanie	посадка	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
pestovanie	культивирования	pestovanie	культивирование	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
relácia	сессии	relácia	сессия	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
cooper	купер	cooper	купер	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
nahradená	заменены	nahradený	заменить	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
nahradená	заменили	nahradený	заменить	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
