что	o	что	o	PRO;NOM	DET
начало	empezando	начало	empezar	N;INAN;NOM;NEUT;SG	V
начало	comeza	начало	comezar	N;INAN;NOM;NEUT;SG	V
начало	tiña	начало	ter	N;INAN;NOM;NEUT;SG	V
начало	iniciar	начало	iniciar	N;INAN;NOM;NEUT;SG	V
начало	comezaba	начало	comezar	N;INAN;NOM;NEUT;SG	V
начало	comezar	начало	comezar	N;INAN;NOM;NEUT;SG	V
италии	italia	италия	italia	N;INAN;NOM;FEM;PL	PROPN
италии	italiano	италия	italiano	N;INAN;NOM;FEM;PL	ADJ
италии	italiana	италия	italiana	N;INAN;NOM;FEM;PL	ADJ
италии	italianos	италия	italiano	N;INAN;NOM;FEM;PL	ADJ
мужчин	os	мужчина	o	N;ANIM;GEN;MASC;PL	DET
северной	ao	северный	ao	ADJ;INS;FEM;SG	PROPN
северной	norte	северный	norte	ADJ;INS;FEM;SG	N
северной	do	северный	do	ADJ;INS;FEM;SG	PROPN
северной	do	северный	do	ADJ;INS;FEM;SG	PROPN
северной	norte	северный	norte	ADJ;INS;FEM;SG	N
острова	island	остров	island	N;INAN;NOM;MASC;PL	PROPN
дело	se	дело	se	N;INAN;NOM;NEUT;SG	CONJ
особенно	neno	особенно	neno	ADV	N
особенно	sobre	особенно	sobre	ADV	ADP
особенно	todo	особенно	todo	ADV	DET
особенно	particular	особенно	particular	ADV	N
особенно	sobre	особенно	sobre	ADV	ADP
особенно	todo	особенно	todo	ADV	DET
американский	americanos	американский	americano	ADJ;NOM;MASC;SG	N
право	a	право	o	N;INAN;NOM;NEUT;SG	DET
великобритании	a	великобритание	o	N;INAN;NOM;FEM;SG	DET
великобритании	británico	великобритание	británico	N;INAN;NOM;FEM;SG	ADJ
великобритании	británica	великобритание	británico	N;INAN;NOM;FEM;SG	ADJ
великобритании	británicos	великобритание	británico	N;INAN;NOM;FEM;SG	ADJ
великобритании	británicas	великобритание	británico	N;INAN;NOM;FEM;SG	ADJ
великобритании	inglesa	великобритание	inglesa	N;INAN;NOM;FEM;SG	ADJ
правило	reglamento	правило	reglamento	N;INAN;NOM;NEUT;SG	PROPN
правило	gobernar	правило	gobernar	N;INAN;NOM;NEUT;SG	V
андрей	andrew	андрей	andrew	N;ANIM;NOM;MASC;SG	PROPN
роли	rol	роль	rol	N;INAN;NOM;FEM;PL	PROPN
сезон	de	сезон	de	N;INAN;NOM;MASC;SG	ADP
люди	humanos	человек	humano	N;ANIM;NOM;MASC;PL	ADJ
люди	os	человек	o	N;ANIM;NOM;MASC;PL	DET
люди	a	человек	o	N;ANIM;NOM;MASC;PL	DET
управление	controlar	управление	controlar	N;INAN;NOM;NEUT;SG	V
управление	de	управление	de	N;INAN;NOM;NEUT;SG	ADP
управление	a	управление	o	N;INAN;NOM;NEUT;SG	DET
сделать	que	делать	que	V;PFV;NFIN;ACT	PRO
хорошо	bo	хорошо	bo	ADV	ADJ
хорошо	boa	хорошо	bo	ADV	ADJ
хорошо	boas	хорошо	bo	ADV	ADJ
хорошо	bos	хорошо	bo	ADV	N
хорошо	vale	хорошо	valar	ADV	V
хорошо	está	хорошо	estar	ADV	V
хорошо	acordo	хорошо	acordo	ADV	N
иногда	veces	иногда	vez	ADV	N
иногда	ás	иногда	á	ADV	N
вместо	vez	вместо	vez	ADP	N
вместо	lugar	вместо	lugar	ADP	N
вместо	no	вместо	no	ADP	V
вместо	canto	вместо	canto	ADP	PRO
вместо	diso	вместо	diso	ADP	PRO
тип	escribir	тип	escribir	N;INAN;NOM;MASC;SG	V
тип	de	тип	de	N;INAN;NOM;MASC;SG	ADP
средняя	media	средний	media	ADJ;NOM;FEM;SG	N
средняя	medio	средний	medio	ADJ;NOM;FEM;SG	N
средняя	oriente	средний	oriente	ADJ;NOM;FEM;SG	N
средняя	media	средний	media	ADJ;NOM;FEM;SG	N
средняя	medio	средний	medio	ADJ;NOM;FEM;SG	N
средняя	de	средний	de	ADJ;NOM;FEM;SG	ADP
средняя	mediocre	средний	mediocre	ADJ;NOM;FEM;SG	N
российская	ruso	российский	ruso	ADJ;NOM;FEM;SG	N
возможность	de	возможность	de	N;INAN;NOM;FEM;SG	ADP
возможность	a	возможность	o	N;INAN;NOM;FEM;SG	DET
какой	que	какой	que	DET;NOM;MASC;SG	PRO
премия	pulitzer	премия	pulitzer	N;INAN;NOM;FEM;SG	V
премия	o	премия	o	N;INAN;NOM;FEM;SG	DET
нас	nós	мы	nós	PRO;ACC;PL;1	ADV
основные	as	основной	o	ADJ;NOM;PL	DET
известные	coñecido	известный	coñecer	ADJ;NOM;PL	V
известные	coñecidos	известный	coñecer	ADJ;NOM;PL	V
известные	de	известный	de	ADJ;NOM;PL	ADP
южной	do	южный	do	ADJ;INS;FEM;SG	PROPN
южной	sur	южный	sur	ADJ;INS;FEM;SG	N
южной	sur	южный	sur	ADJ;INS;FEM;SG	N
южной	do	южный	do	ADJ;INS;FEM;SG	PROPN
корпуса	de	корпус	de	N;INAN;NOM;MASC;PL	ADP
президент	o	президент	o	N;ANIM;NOM;MASC;SG	DET
четыре	catro	четыре	catro	NUM;NOM	N
стоит	a	стоить	o	V;IPFV;IND;SG;3;PRS;FIN;ACT	DET
стоит	pena	стоить	pena	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
стоит	valor	стоить	valor	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
большинство	a	большинство	o	N;INAN;NOM;NEUT;SG	DET
большинство	máis	большинство	máis	N;INAN;NOM;NEUT;SG	ADV
силы	a	сила	o	N;INAN;NOM;FEM;PL	DET
силы	as	сила	o	N;INAN;NOM;FEM;PL	DET
внимание	centre	внимание	centrar	N;INAN;NOM;NEUT;SG	PROPN
внимание	centrarse	внимание	centrarse	N;INAN;NOM;NEUT;SG	PROPN
внимание	centramos	внимание	centrar	N;INAN;NOM;NEUT;SG	V
внимание	centrarme	внимание	centrarme	N;INAN;NOM;NEUT;SG	V
внимание	focalizar	внимание	focalizar	N;INAN;NOM;NEUT;SG	V
государства	unidos	государство	unir	N;INAN;NOM;NEUT;PL	V
государства	ee	государство	ee	N;INAN;NOM;NEUT;PL	PROPN
государства	uu	государство	uu	N;INAN;NOM;NEUT;PL	PROPN
государства	eua	государство	eua	N;INAN;NOM;NEUT;PL	PROPN
примерно	traducido	примерно	traducir	ADV	V
джон	john	джон	jo	N;ANIM;NOM;MASC;SG	PROPN
граф	contan	граф	contar	N;ANIM;NOM;MASC;SG	V
граф	contar	граф	contar	N;ANIM;NOM;MASC;SG	V
граф	conde	граф	conder	N;ANIM;NOM;MASC;SG	PROPN
граф	con	граф	con	N;ANIM;NOM;MASC;SG	ADP
граф	gráfico	граф	gráfico	N;ANIM;NOM;MASC;SG	ADJ
граф	gráfica	граф	gráfico	N;ANIM;NOM;MASC;SG	ADJ
известен	coñecido	известный	coñecer	ADJ;MASC;SG	V
известен	coñecidos	известный	coñecer	ADJ;MASC;SG	V
известен	de	известный	de	ADJ;MASC;SG	ADP
сил	as	сила	o	N;INAN;GEN;FEM;PL	DET
каждый	mundo	каждый	mundo	DET;NOM;MASC;SG	N
каждый	entre	каждый	entre	DET;NOM;MASC;SG	ADP
потом	e	потом	e	ADV	CONJ
счёт	arranxar	счет	arranxar	N;INAN;NOM;MASC;SG	V
использовать	uso	использовать	uso	V;IPFV;NFIN;ACT	N
стран	dos	страна	dos	N;INAN;GEN;FEM;PL	PROPN
происходит	a	происходить	o	V;IPFV;IND;SG;3;PRS;FIN;ACT	DET
восточной	este	восточный	este	ADJ;INS;FEM;SG	DET
удалось	e	удаться	e	V;PFV;NEUT;IND;SG;PST;FIN;MID	CONJ
удалось	a	удаться	o	V;PFV;NEUT;IND;SG;PST;FIN;MID	DET
всем	todo	все	todo	PRO;ANIM;DAT;PL	DET
всем	todos	все	todo	PRO;ANIM;DAT;PL	DET
всем	mundo	все	mundo	PRO;ANIM;DAT;PL	N
всем	o	все	o	PRO;ANIM;DAT;PL	DET
всем	todo	все	todo	PRO;ANIM;DAT;PL	DET
всем	todos	все	todo	PRO;ANIM;DAT;PL	DET
всем	todas	все	todo	PRO;ANIM;DAT;PL	DET
всем	todo	все	todo	PRO;ANIM;DAT;PL	DET
всем	o	все	o	PRO;ANIM;DAT;PL	DET
всем	mundo	все	mundo	PRO;ANIM;DAT;PL	N
всем	todos	все	todo	PRO;ANIM;DAT;PL	DET
здание	construír	здание	construír	N;INAN;NOM;NEUT;SG	V
фон	de	фон	de	PART	ADP
фон	fondo	фон	fondo	PART	N
последний	o	последний	o	ADJ;NOM;MASC;SG	DET
последний	onte	последний	onte	ADJ;NOM;MASC;SG	ADV
правил	as	правило	o	N;INAN;GEN;NEUT;PL	DET
мария	mary	мария	mary	N;ANIM;NOM;FEM;SG	PROPN
спасибо	moitas	спасибо	moito	N;INAN;NOM;NEUT;SG	DET
позднее	tarde	поздно	tarde	ADV;CMPR	N
включая	incluíndo	включая	incluír	ADV	V
включая	mesmo	включая	mesmo	ADV	DET
включая	incluído	включая	incluír	ADV	V
включая	incluídos	включая	incluír	ADV	V
включая	a	включая	o	ADV	DET
правительства	os	правительство	o	N;INAN;NOM;NEUT;PL	DET
получила	que	получить	que	V;PFV;FEM;IND;SG;PST;FIN;ACT	PRO
председатель	o	председатель	o	N;ANIM;NOM;MASC;SG	DET
моря	alta	море	alto	N;INAN;NOM;NEUT;PL	ADJ
вариант	esta	вариант	este	N;INAN;NOM;MASC;SG	DET
имел	que	иметь	que	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PRO
русские	rusa	русский	rusa	N;ANIM;NOM;MASC;PL	ADJ
русские	os	русский	o	N;ANIM;NOM;MASC;PL	DET
мир	a	мир	o	N;INAN;NOM;MASC;SG	DET
работа	traballar	работа	traballar	N;INAN;NOM;FEM;SG	V
работа	traballando	работа	traballar	N;INAN;NOM;FEM;SG	V
работа	a	работа	o	N;INAN;NOM;FEM;SG	DET
работа	traballar	работа	traballar	N;INAN;NOM;FEM;SG	V
японии	xapón	япония	xapón	N;INAN;NOM;FEM;SG	PROPN
японии	xaponés	япония	xaponés	N;INAN;NOM;FEM;SG	PROPN
серия	de	серия	de	N;INAN;NOM;FEM;SG	ADP
песня	cantar	песня	cantar	N;INAN;NOM;FEM;SG	V
песня	canto	песня	canto	N;INAN;NOM;FEM;SG	PRO
становится	en	становиться	en	V;IPFV;IND;SG;3;PRS;FIN;MID	ADP
становится	se	становиться	se	V;IPFV;IND;SG;3;PRS;FIN;MID	CONJ
вопросы	as	вопрос	o	N;INAN;NOM;MASC;PL	DET
завод	vexetais	завод	vexetal	N;INAN;NOM;MASC;SG	ADJ
завод	de	завод	de	N;INAN;NOM;MASC;SG	ADP
проблемы	os	проблема	o	N;INAN;NOM;FEM;PL	DET
аль	al	аль	al	PART	ADJ
ниже	na	низкий	na	ADJ;CMPR	N
ниже	debaixo	низкий	debaixo	ADJ;CMPR	ADV
ниже	por	низкий	por	ADJ;CMPR	ADP
ниже	baixo	низкий	baixo	ADJ;CMPR	ADP
ниже	abaixo	низкий	abaixo	ADJ;CMPR	ADV
ниже	embaixo	низкий	embaixo	ADJ;CMPR	N
ниже	seccionada	низкий	seccionar	ADJ;CMPR	V
ниже	máis	низкий	máis	ADJ;CMPR	ADV
ниже	baixos	низкий	baixo	ADJ;CMPR	N
ниже	pulmonar	низкий	pulmonar	ADJ;CMPR	N
ниже	calefacción	низкий	calefacción	ADJ;CMPR	N
рядом	do	рядом	do	ADV	PROPN
рядом	da	рядом	da	ADV	V
рядом	de	рядом	de	ADV	ADP
развитие	da	развитие	da	N;INAN;NOM;NEUT;SG	V
развитие	de	развитие	de	N;INAN;NOM;NEUT;SG	ADP
развитие	xapón	развитие	xapón	N;INAN;NOM;NEUT;SG	PROPN
директор	director	директор	director	N;ANIM;NOM;MASC;SG	ADJ
директор	de	директор	de	N;ANIM;NOM;MASC;SG	ADP
директор	director	директор	director	N;ANIM;NOM;MASC;SG	ADJ
директор	principal	директор	principal	N;ANIM;NOM;MASC;SG	ADJ
считается	conta	считать	conta	V;IPFV;IND;SG;3;PRS;FIN;PASS	N
считается	o	считать	o	V;IPFV;IND;SG;3;PRS;FIN;PASS	DET
рок	de	рок	de	N;INAN;NOM;MASC;SG	ADP
отличие	mesmo	отличие	mesmo	N;INAN;NOM;NEUT;SG	DET
журнал	time	журнал	timir	N;INAN;NOM;MASC;SG	PROPN
министр	cabinet	министр	cabinet	N;ANIM;NOM;MASC;SG	PROPN
министр	o	министр	o	N;ANIM;NOM;MASC;SG	DET
значение	que	значение	que	N;INAN;NOM;NEUT;SG	PRO
значение	significa	значение	significar	N;INAN;NOM;NEUT;SG	V
значение	explican	значение	explicar	N;INAN;NOM;NEUT;SG	V
значение	o	значение	o	N;INAN;NOM;NEUT;SG	DET
значение	canto	значение	canto	N;INAN;NOM;NEUT;SG	PRO
производства	de	производство	de	N;INAN;NOM;NEUT;PL	ADP
премьер	primeiro	премьер	primeiro	N;ANIM;NOM;MASC;SG	ADJ
сначала	primeiro	сначала	primeiro	ADV	ADJ
сначала	primeira	сначала	primeiro	ADV	ADJ
действительно	de	действительно	de	ADV	ADP
действительно	verdade	действительно	verdade	ADV	N
действительно	o	действительно	o	ADV	DET
действительно	feito	действительно	feito	ADV	N
действительно	grazas	действительно	graza	ADV	N
действительно	verdade	действительно	verdade	ADV	N
действительно	global	действительно	global	ADV	ADJ
действительно	de	действительно	de	ADV	ADP
действительно	que	действительно	que	ADV	PRO
действительно	en	действительно	en	ADV	ADP
действительно	verdade	действительно	verdade	ADV	N
игра	de	игра	de	N;INAN;NOM;FEM;SG	ADP
решения	tomar	решение	tomar	N;INAN;NOM;NEUT;PL	V
строительство	construír	строительство	construír	N;INAN;NOM;NEUT;SG	V
строительство	construír	строительство	construír	N;INAN;NOM;NEUT;SG	V
снова	outra	снова	outro	ADV	DET
снова	vez	снова	vez	ADV	N
снова	novo	снова	novo	ADV	ADJ
снова	de	снова	de	ADV	ADP
конечно	seguro	конечно	seguro	ADV	N
конечно	de	конечно	de	ADV	ADP
конечно	que	конечно	que	ADV	PRO
конечно	certo	конечно	certo	ADV	DET
конечно	claro	конечно	claro	ADV	ADJ
написал	escribiume	писать	escribiume	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
написал	a	писать	o	V;PFV;MASC;IND;SG;PST;FIN;ACT	DET
пути	de	путь	de	N;INAN;NOM;MASC;PL	ADP
женщины	as	женщина	o	N;ANIM;NOM;FEM;PL	DET
майор	principais	майор	principal	N;ANIM;NOM;MASC;SG	ADJ
майор	importante	майор	importante	N;ANIM;NOM;MASC;SG	ADJ
майор	maior	майор	maior	N;ANIM;NOM;MASC;SG	ADJ
провинция	do	провинция	do	N;INAN;NOM;FEM;SG	PROPN
исследования	de	исследование	de	N;INAN;NOM;NEUT;PL	ADP
исследования	investigar	исследование	investigar	N;INAN;NOM;NEUT;PL	V
какие	que	какой	que	DET;NOM;PL	PRO
обороны	da	оборона	da	N;INAN;NOM;FEM;PL	V
мнение	que	мнение	que	N;INAN;NOM;NEUT;SG	PRO
мнение	a	мнение	o	N;INAN;NOM;NEUT;SG	DET
востоке	este	восток	este	N;INAN;ESS;MASC;SG	DET
востоке	do	восток	do	N;INAN;ESS;MASC;SG	PROPN
востоке	próximo	восток	próximo	N;INAN;ESS;MASC;SG	ADJ
быстро	rápido	быстро	rápido	ADV	ADJ
быстро	rápida	быстро	rápido	ADV	ADJ
быстро	veña	быстро	vir	ADV	V
быстро	marchar	быстро	marchar	ADV	V
быстро	rápido	быстро	rápido	ADV	ADJ
быстро	velocidade	быстро	velocidade	ADV	N
быстро	rápido	быстро	rápido	ADV	ADJ
влияние	un	влияние	un	N;INAN;NOM;NEUT;SG	DET
влияние	mellora	влияние	mellorar	N;INAN;NOM;NEUT;SG	V
влияние	influír	влияние	influír	N;INAN;NOM;NEUT;SG	V
следующий	ao	следующий	ao	ADJ;NOM;MASC;SG	PROPN
следующий	lado	следующий	lado	ADJ;NOM;MASC;SG	N
следующий	o	следующий	o	ADJ;NOM;MASC;SG	DET
капитан	meu	капитан	meu	N;ANIM;NOM;MASC;SG	DET
никто	ninguén	никто	ninguén	PRO;NOM	ADV
никто	non	никто	non	PRO;NOM	PART
никто	a	никто	o	PRO;NOM	DET
довольно	bonita	довольно	bonita	ADV	N
ленина	lenin	ленин	lenin	N;ANIM;ACC;MASC;SG	PROPN
должно	debo	должен	deber	ADJ;NEUT;SG	V
должно	que	должен	que	ADJ;NEUT;SG	PRO
должно	debe	должен	deber	ADJ;NEUT;SG	V
должно	debemos	должен	deber	ADJ;NEUT;SG	V
должно	deben	должен	deber	ADJ;NEUT;SG	V
должно	hai	должен	haber	ADJ;NEUT;SG	V
интернет	internet	интернет	internet	N;INAN;NOM;MASC;SG	PROPN
армия	do	армия	do	N;INAN;NOM;FEM;SG	PROPN
науки	a	наука	o	N;INAN;NOM;FEM;PL	DET
науки	científica	наука	científico	N;INAN;NOM;FEM;PL	ADJ
думаю	en	думать	en	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADP
думаю	que	думать	que	V;IPFV;IND;SG;1;PRS;FIN;ACT	PRO
князь	o	князь	o	N;ANIM;NOM;MASC;SG	DET
деревне	da	деревня	da	N;INAN;DAT;FEM;SG	V
помимо	alén	помимо	alén	ADP	ADV
помимо	máis	помимо	máis	ADP	ADV
помимо	alá	помимо	alá	ADP	ADV
помимо	aló	помимо	aló	ADP	ADV
помимо	da	помимо	da	ADP	V
помимо	moi	помимо	moi	ADP	ADV
помимо	lonxe	помимо	lonxe	ADP	ADV
пять	cinco	пять	cinco	NUM;NOM	N
святой	santos	святой	santo	ADJ;NOM;MASC;SG	N
святой	sagrada	святой	sagrar	ADJ;NOM;MASC;SG	V
союз	do	союз	do	N;INAN;NOM;MASC;SG	PROPN
ван	van	ван	ir	PART	V
ван	pham	ван	pham	PART	PROPN
удалить	se	удалить	se	V;PFV;NFIN;ACT	CONJ
удалить	e	удалить	e	V;PFV;NFIN;ACT	CONJ
остров	island	остров	island	N;INAN;NOM;MASC;SG	PROPN
прав	dereitos	прав	dereito	ADJ;MASC;SG	N
прав	os	прав	o	ADJ;MASC;SG	DET
прав	dos	прав	dos	ADJ;MASC;SG	PROPN
прав	carta	прав	carta	ADJ;MASC;SG	N
прав	dereito	прав	dereito	ADJ;MASC;SG	N
операции	as	операция	o	N;INAN;NOM;FEM;PL	DET
кажется	que	казаться	que	V;IPFV;IND;SG;3;PRS;FIN;MID	PRO
французский	franceses	французский	francese	ADJ;NOM;MASC;SG	N
французский	francés	французский	francés	ADJ;NOM;MASC;SG	N
необходимо	é	необходимый	ser	ADJ;NEUT;SG	V
говорит	que	говорить	que	V;IPFV;IND;SG;3;PRS;FIN;ACT	PRO
говорит	fálalle	говорить	fálallar	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
говорит	que	говорить	que	V;IPFV;IND;SG;3;PRS;FIN;ACT	PRO
павел	paul	павел	paul	N;ANIM;NOM;MASC;SG	PROPN
пётр	peter	пётр	peter	N;ANIM;NOM;MASC;SG	V
золотой	de	золотой	de	ADJ;NOM;MASC;SG	ADP
золотой	ouro	золотой	ouro	ADJ;NOM;MASC;SG	N
золотой	ouro	золотой	ouro	ADJ;NOM;MASC;SG	N
золотой	de	золотой	de	ADJ;NOM;MASC;SG	ADP
последние	o	последний	o	ADJ;NOM;PL	DET
последние	onte	последний	onte	ADJ;NOM;PL	ADV
известный	coñecido	известный	coñecer	ADJ;NOM;MASC;SG	V
известный	coñecidos	известный	coñecer	ADJ;NOM;MASC;SG	V
известный	de	известный	de	ADJ;NOM;MASC;SG	ADP
использование	usando	использование	usar	N;INAN;NOM;NEUT;SG	V
использование	usar	использование	usar	N;INAN;NOM;NEUT;SG	V
использование	usan	использование	usar	N;INAN;NOM;NEUT;SG	V
использование	usamos	использование	usar	N;INAN;NOM;NEUT;SG	V
использование	usar	использование	usar	N;INAN;NOM;NEUT;SG	V
использование	usan	использование	usar	N;INAN;NOM;NEUT;SG	V
далее	próxima	далее	próximo	ADV	ADJ
далее	ao	далее	ao	ADV	PROPN
