par	pour	par	pour		ADP
pilsētu	urbaines	pilsēta	urbain	N;ACC;FEM;SG	ADJ;FEM;PL
pilsētu	urbains	pilsēta	urbain	N;ACC;FEM;SG	ADJ;MASC;PL
pilsētu	villes	pilsēta	ville	N;ACC;FEM;SG	N;FEM;PL
vārti	portails	vārti	portail	N;NOM;MASC	N;MASC;PL
vārti	vannes	vārti	vanne	N;NOM;MASC	N;MASC;PL
vārti	gates	vārti	gate	N;NOM;MASC	PROPN
vārti	portes	vārti	porte	N;NOM;MASC	N;FEM;PL
vārti	passerelle	vārti	passerelle	N;NOM;MASC	N;FEM;SG
vārti	gateway	vārti	gateway	N;NOM;MASC	N;MASC;SG
vārti	gate	vārti	gate	N;NOM;MASC	PROPN
vārti	porte	vārti	porte	N;NOM;MASC	N;FEM;SG
kārlis	charles	kārlis	charle	PROPN;NOM;MASC;SG	N;MASC;SG
kārlis	carl	kārlis	carl	PROPN;NOM;MASC;SG	PROPN
izlase	échantillons	izlase	échantillon	N;NOM;FEM;SG	N;MASC;PL
izlase	sélections	izlase	sélection	N;NOM;FEM;SG	N;FEM;PL
īpaši	spéciales	īpaši	spécial	ADV	ADJ;FEM;PL
īpaši	spécial	īpaši	spécial	ADV	ADJ;MASC;SG
īpaši	spéciaux	īpaši	spécial	ADV	ADJ;MASC;PL
īpaši	spéciale	īpaši	spécial	ADV	ADJ;FEM;SG
dienvidu	méridional	dienvidi	méridional	N;ACC;MASC;SG	ADJ;MASC;SG
dienvidu	méridionale	dienvidi	méridional	N;ACC;MASC;SG	ADJ;FEM;SG
dienvidu	méridional	dienvidi	méridional	N;ACC;MASC;SG	ADJ;MASC;SG
partija	parti	partija	partir	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
informācija	informations	informācija	information	N;NOM;FEM;SG	N;FEM;PL
informācija	infos	informācija	info	N;NOM;FEM;SG	N;FEM;PL
informācija	renseignements	informācija	renseignement	N;NOM;FEM;SG	N;MASC;PL
dzimusi	naissance	dzimt	naissance	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;FEM;SG
dzimusi	born	dzimt	born	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	PROPN
medaļu	médailles	medaļa	médaille	N;ACC;FEM;SG	N;FEM;PL
lielā	grands	liels	grand	ADJ;NOM;FEM;SG	ADJ;MASC;PL
lielā	grandes	liels	grand	ADJ;NOM;FEM;SG	ADJ;FEM;PL
lielā	big	liels	big	ADJ;NOM;FEM;SG	INTJ
stat	stat	stat	stat		N;MASC;SG
pirmās	première	pirmā	premier	ADJ;NOM;DEF;FEM;PL	ADJ;FEM;SG
pirmās	premier	pirmā	premier	ADJ;NOM;DEF;FEM;PL	ADJ;MASC;SG
katoļu	catholique	katolis	catholique	N;GEN;MASC;PL	ADJ;MASC;SG
katoļu	catholiques	katolis	catholique	N;GEN;MASC;PL	ADJ;MASC;PL
visi	toute	viss	tout	PRO;NOM;MASC;PL	DET;FEM;SG
visi	tout	viss	tout	PRO;NOM;MASC;PL	PRO;MASC;SG
visi	all	viss	all	PRO;NOM;MASC;PL	
sistēmas	système	sistēma	système	N;NOM;FEM;PL	N;MASC;SG
latvija	lettonie	latvija	lettonie	PROPN;NOM;FEM;SG	N;FEM;SG
pusē	latéraux	puse	latéral	N;ESS;FEM;SG	ADJ;MASC;PL
pusē	latérale	puse	latéral	N;ESS;FEM;SG	ADJ;FEM;SG
mūsdienu	modernité	mūsdienas	modernité	N;GEN;FEM	N;FEM;SG
mūsdienu	moderne	mūsdienas	moderne	N;GEN;FEM	ADJ;MASC;SG
mūsdienu	modernes	mūsdienas	moderne	N;GEN;FEM	ADJ;MASC;PL
mūsdienu	contemporains	mūsdienas	contemporain	N;GEN;FEM	ADJ;MASC;PL
mūsdienu	contemporain	mūsdienas	contemporain	N;GEN;FEM	ADJ;MASC;SG
mūsdienu	contemporaine	mūsdienas	contemporain	N;GEN;FEM	ADJ;FEM;SG
izgl	conservateurs	izgl	conservateur		N;MASC;PL
divi	two	divi	two	NUM;NOM;MASC;PL	PROPN
nāves	death	nāve	death	N;NOM;FEM;SG	PROPN
nāves	mort	nāve	mourir	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
pieder	possédée	piederēt	posséder	V;FH;IND;3;POS;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
pieder	possédé	piederēt	possédé	V;FH;IND;3;POS;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
pieder	possédés	piederēt	posséder	V;FH;IND;3;POS;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
padomes	conseil	padome	conseil	N;NOM;FEM;PL	N;MASC;SG
aleksandrs	aleksandr	aleksandrs	aleksandr	PROPN;NOM;MASC;SG	PROPN
aleksandrs	aleksandrs	aleksandrs	aleksandrs	PROPN;NOM;MASC;SG	PROPN
aleksandrs	aleksandr	aleksandrs	aleksandr	PROPN;NOM;MASC;SG	PROPN
aleksandrs	alexandre	aleksandrs	alexandre	PROPN;NOM;MASC;SG	N;MASC;SG
aleksandrs	alexander	aleksandrs	alexander	PROPN;NOM;MASC;SG	PROPN
augusts	augustus	augusts	augustus	N;NOM;MASC;SG	PROPN
galvenais	principales	galvenais	principal	ADJ;NOM;MASC;SG	ADJ;FEM;PL
galvenais	main	galvenais	main	ADJ;NOM;MASC;SG	N;FEM;SG
galvenais	principaux	galvenais	principal	ADJ;NOM;MASC;SG	ADJ;MASC;PL
galvenais	touche	galvenais	touche	ADJ;NOM;MASC;SG	N;FEM;SG
galvenais	clef	galvenais	clef	ADJ;NOM;MASC;SG	N;FEM;SG
galvenais	clé	galvenais	clé	ADJ;NOM;MASC;SG	N;FEM;SG
galvenais	clefs	galvenais	clef	ADJ;NOM;MASC;SG	N;MASC;PL
galvenais	clés	galvenais	clé	ADJ;NOM;MASC;SG	N;FEM;PL
top	top	tapt	top	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;SG
top	haut	tapt	haut	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;SG
amerikas	américaine	amerika	américain	PROPN;NOM;FEM;PL	ADJ;FEM;SG
amerikas	américain	amerika	américain	PROPN;NOM;FEM;PL	ADJ;MASC;SG
amerikas	américaines	amerika	américain	PROPN;NOM;FEM;PL	ADJ;FEM;PL
amerikas	américains	amerika	américain	PROPN;NOM;FEM;PL	ADJ;MASC;PL
universitāte	universitaire	universitāte	universitaire	N;NOM;FEM;SG	ADJ;MASC;SG
uzvarēja	won	uzvarēt	won	V;FH;IND;3;POS;PST;FIN;ACT	
liela	grands	liela	grand	ADJ;NOM;FEM;SG	ADJ;MASC;PL
liela	grandes	liela	grand	ADJ;NOM;FEM;SG	ADJ;FEM;PL
liela	big	liela	big	ADJ;NOM;FEM;SG	INTJ
liela	super	liela	super	ADJ;NOM;FEM;SG	ADV
dabas	naturel	daba	naturel	N;NOM;FEM;PL	ADJ;MASC;SG
dabas	naturelles	daba	naturel	N;NOM;FEM;PL	ADJ;FEM;PL
dabas	naturels	daba	naturel	N;NOM;FEM;PL	ADJ;MASC;PL
dabas	naturelle	daba	naturel	N;NOM;FEM;PL	ADJ;FEM;SG
club	club	clubt	club		N;MASC;SG
nhl	lnh	nhl	lnh	PROPN	N;FEM;SG
vairāki	multiple	vairāki	multiple	PRO;NOM;MASC;PL	ADJ;MASC;SG
vairāki	multiples	vairāki	multiple	PRO;NOM;MASC;PL	ADJ;MASC;PL
liepājas	liepāja	liepāties	liepāja	N;NOM;FEM;PL	N;MASC;SG
savienības	union	savienība	union	N;NOM;FEM;PL	N;FEM;SG
savienības	syndicat	savienība	syndicat	N;NOM;FEM;PL	N;MASC;SG
vidū	middle	vidus	middle	N;ESS;MASC	PROPN
vidū	milieu	vidus	milieu	N;ESS;MASC	N;MASC;SG
psr	ssr	psr	ssr	PROPN	N;MASC;SG
vien	seul	vien	seul	PART	ADJ;MASC;SG
vien	seuls	vien	seul	PART	ADJ;MASC;PL
vien	seule	vien	seul	PART	ADJ;FEM;SG
universitātē	universitaire	universitāte	universitaire	N;ESS;FEM;SG	ADJ;MASC;SG
zviedrijas	suédoise	zviedrija	suédois	PROPN;NOM;FEM;SG	ADJ;FEM;SG
zviedrijas	suédoises	zviedrija	suédois	PROPN;NOM;FEM;SG	ADJ;FEM;PL
zviedrijas	suédois	zviedrija	suédois	PROPN;NOM;FEM;SG	ADJ;MASC;SG
ziemeļos	nord	ziemelis	nord	N;ESS;MASC;PL	N;MASC;SG
dienvidos	méridional	dienvidi	méridional	N;ESS;MASC;PL	ADJ;MASC;SG
dienvidos	sud	dienvidi	sud	N;ESS;MASC;PL	N;MASC;SG
dziesmas	chanson	dziesma	chanson	N;NOM;FEM;PL	N;FEM;SG
sieviešu	femelle	sieviete	femelle	N;GEN;FEM;PL	ADJ;FEM;SG
sieviešu	féminin	sieviete	féminin	N;GEN;FEM;PL	ADJ;MASC;SG
sieviešu	femme	sieviete	femme	N;GEN;FEM;PL	N;FEM;SG
zem	dessous	zem	dessous	ADP	N;MASC;SG
zem	under	zem	under	ADP	PROPN
maskavas	moscou	maskava	moscou	PROPN;NOM;FEM;SG	PROPN
tieši	exactement	tieši	exactement	PART	ADV
tieši	directement	tieši	directement	PART	ADV
filmas	cinéma	filma	cinéma	N;NOM;FEM;PL	N;MASC;SG
filmas	ciné	filma	ciné	N;NOM;FEM;PL	N;MASC;SG
atkal	again	atkal	again	ADV	V
zeme	terres	zeme	terre	N;NOM;FEM;SG	N;FEM;PL
labi	puits	labi	puits	ADV	N;MASC;SG
labi	bah	labi	bah	ADV	
labi	bons	labi	bon	ADV	ADJ;MASC;PL
labi	bonne	labi	bon	ADV	ADJ;FEM;SG
labi	bon	labi	bon	ADV	ADJ;MASC;SG
labi	bonnes	labi	bon	ADV	ADJ;FEM;PL
labi	okay	labi	okay	ADV	INTJ
labi	ok	labi	ok	ADV	
#aaa	#aaa	saīt	#aaa	N;NOM;MASC;SG	PROPN
vēlēšanās	élections	vēlēšanās	élection	N;NOM;FEM;SG	N;FEM;PL
vēlēšanās	élections	vēlēšanās	élection	N;NOM;FEM;SG	N;FEM;PL
vēlēšanās	elections	vēlēšanās	election	N;NOM;FEM;SG	N;FEM;PL
igaunijas	estonienne	igaunija	estonien	PROPN;NOM;FEM;SG	ADJ;FEM;SG
igaunijas	estonien	igaunija	estonien	PROPN;NOM;FEM;SG	ADJ;MASC;SG
igaunijas	estoniens	igaunija	estonien	PROPN;NOM;FEM;SG	ADJ;MASC;PL
stadions	stadium	stadions	stadium	N;NOM;MASC;SG	PROPN
rēzeknes	rēzekne	rēzekne	rēzekne	PROPN;NOM;FEM;PL	PROPN
iedzīvotāji	résidants	iedzīvotājs	résidant	N;NOM;MASC;PL	ADJ;MASC;PL
iedzīvotāji	population	iedzīvotājs	population	N;NOM;MASC;PL	N;FEM;SG
saules	dim	saule	dim	N;NOM;FEM;PL	
saules	soleil	saule	soleil	N;NOM;FEM;PL	N;MASC;SG
saules	solaires	saule	solaire	N;NOM;FEM;PL	ADJ;MASC;PL
saules	solaire	saule	solaire	N;NOM;FEM;PL	ADJ;MASC;SG
vācijā	allemagne	vācija	allemagne	PROPN;ESS;FEM;SG	PROPN
ģimenē	familiale	ģimene	familial	N;ESS;FEM;SG	ADJ;FEM;SG
ģimenē	familles	ģimene	famille	N;ESS;FEM;SG	N;FEM;PL
valstis	pays	valsts	pays	N;NOM;FEM;PL	N;MASC;SG
saeimas	sejm	saeima	sejm	N;NOM;FEM;PL	N;MASC;SG
skolas	école	skola	école	N;NOM;FEM;PL	N;FEM;SG
skolas	ecole	skola	ecole	N;NOM;FEM;PL	N;FEM;SG
skolas	école	skola	école	N;NOM;FEM;PL	N;FEM;SG
vasaras	summers	vasara	summer	N;NOM;FEM;PL	PROPN
austrumos	orientale	austrumi	oriental	N;ESS;MASC	ADJ;FEM;SG
austrumos	est	austrumi	être	N;ESS;MASC	V;IND;SG;3;PRS;FIN
austrumos	orient	austrumi	orier	N;ESS;MASC	N;MASC;SG
temperatūra	températures	temperatūra	température	N;NOM;FEM;SG	N;FEM;PL
temperatūra	températures	temperatūra	température	N;NOM;FEM;SG	N;FEM;PL
kopumā	globale	kopums	global	N;ESS;MASC;SG	ADJ;FEM;SG
kopumā	globalement	kopums	globalement	N;ESS;MASC;SG	ADV
daugavpils	daugavpils	daugavpils	daugavpil	PROPN;NOM;FEM;SG	PROPN
darbi	emploi	darbs	emploi	N;NOM;MASC;PL	N;MASC;SG
vēstures	histoire	vēsture	histoire	N;NOM;FEM;PL	N;FEM;SG
vēstures	historique	vēsture	historique	N;NOM;FEM;PL	ADJ;MASC;SG
kalnu	montagnes	kalns	montagne	N;ACC;MASC;SG	N;FEM;PL
spēļu	jeu	spēle	jeu	N;GEN;FEM;PL	N;MASC;SG
jūlijs	julius	jūlijs	julius	N;NOM;MASC;SG	PROPN
aizsardzības	protecteur	aizsardzība	protecteur	N;NOM;FEM;PL	ADJ;MASC;SG
aizsardzības	protectrice	aizsardzība	protecteur	N;NOM;FEM;PL	ADJ;FEM;SG
aizsardzības	protecteurs	aizsardzība	protecteur	N;NOM;FEM;PL	ADJ;MASC;PL
aizsardzības	défense	aizsardzība	défense	N;NOM;FEM;PL	N;FEM;SG
sava	sava	sava	sava	PRO;NOM;FEM;SG;3	N;FEM;SG
izveidota	crées	izveidot	créer	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
izveidota	créés	izveidot	créer	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
visiem	toute	viss	tout	PRO;DAT;MASC;PL	DET;FEM;SG
visiem	tout	viss	tout	PRO;DAT;MASC;PL	PRO;MASC;SG
visiem	all	viss	all	PRO;DAT;MASC;PL	
bgcolor	bgcolor	bgcolor	bgcolor	N	PROPN
vadītājs	gestionnaire	vadītājs	gestionnaire	N;NOM;MASC;SG	ADJ;MASC;SG
vadītājs	head	vadītājs	head	N;NOM;MASC;SG	PROPN
vadītājs	têtes	vadītājs	tête	N;NOM;MASC;SG	N;FEM;PL
kam	kam	kas	kam	PRO;DAT	
colspan	colspan	colspan	colspan	N;NOM;MASC;SG	PROPN
kārtas	rondes	kārta	rond	N;NOM;FEM;PL	ADJ;FEM;PL
kļūst	obtenir	kļūt	obtenir	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN
ievēlēts	élues	ievēlēt	élire	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
ievēlēts	élus	ievēlēt	élire	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
ietilpst	couvertures	ietilpt	couverture	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
ietilpst	couvercles	ietilpt	couvercle	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
ietilpst	housses	ietilpt	housse	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
ēkas	batiment	ēka	batiment	N;NOM;FEM;PL	N;MASC;SG
ēkas	immeuble	ēka	immeuble	N;NOM;FEM;PL	N;MASC;SG
ēkas	bâtiment	ēka	bâtiment	N;NOM;FEM;PL	N;MASC;SG
pašā	pacha	pats	pacha	PRO;ESS;FEM;SG	N;MASC;SG
vēsturē	historique	vēsture	historique	N;ESS;FEM;SG	ADJ;MASC;SG
darbojās	fonctionnait	darboties	fonctionner	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
uzņēmums	entreprise	uzņēmums	entreprendre	N;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
uzņēmums	entreprise	uzņēmums	entreprendre	N;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
sudraba	silver	sudrabs	silver	N;NOM;FEM;SG	PROPN
sudraba	argenté	sudrabs	argenté	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
vārds	nommer	vārds	nommer	N;NOM;MASC;SG	V;NFIN
vārds	noms	vārds	nom	N;NOM;MASC;SG	N;MASC;PL
cilvēka	humaine	cilvēks	humain	N;GEN;MASC;SG	ADJ;FEM;SG
cilvēka	humains	cilvēks	humain	N;GEN;MASC;SG	ADJ;MASC;PL
cilvēka	humain	cilvēks	humain	N;GEN;MASC;SG	ADJ;MASC;SG
sākas	démarrage	sākties	démarrage	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;MASC;SG
netālu	proche	netālu	proche	ADV	ADJ;MASC;SG
netālu	proximité	netālu	proximité	ADV	N;FEM;SG
netālu	proche	netālu	proche	ADV	ADJ;MASC;SG
ventspils	ventspils	ventspils	ventspil	PROPN;NOM;FEM;SG	N;MASC;PL
rietumos	occidentale	rietumi	occidental	N;ESS;MASC;PL	ADJ;FEM;SG
rietumos	occident	rietumi	occident	N;ESS;MASC;PL	N;MASC;SG
rietumos	ouest	rietumi	ouest	N;ESS;MASC;PL	N;MASC;SG
rietumos	west	rietumi	west	N;ESS;MASC;PL	PROPN
svars	haltères	svars	haltère	N;NOM;MASC;SG	N;MASC;PL
spānijas	espagnol	spānija	espagnol	PROPN;NOM;FEM;SG	ADJ;MASC;SG
spānijas	espagnole	spānija	espagnol	PROPN;NOM;FEM;SG	ADJ;FEM;SG
spānijas	espagnols	spānija	espagnol	PROPN;NOM;FEM;SG	ADJ;MASC;PL
zviedru	suédoise	zviedrs	suédois	N;ACC;MASC;SG	ADJ;FEM;SG
zviedru	suédoises	zviedrs	suédois	N;ACC;MASC;SG	ADJ;FEM;PL
zviedru	suédois	zviedrs	suédois	N;ACC;MASC;SG	ADJ;MASC;SG
osmaņu	ottoman	osmaņa	ottoman	N;ACC;FEM;PL	ADJ;MASC;SG
osmaņu	ottomane	osmaņa	ottoman	N;ACC;FEM;PL	ADJ;FEM;SG
labākais	meilleures	labs	meilleur	ADJ;NOM;CMPR;MASC;SG	ADJ;FEM;PL
labākais	best	labs	best	ADJ;NOM;CMPR;MASC;SG	PROPN
labākais	meilleurs	labs	meilleur	ADJ;NOM;CMPR;MASC;SG	ADJ;MASC;PL
radio	radiophonique	radio	radiophonique	N	ADJ;MASC;SG
administratīvais	administratives	administratīvs	administratif	ADJ;NOM;MASC;SG	ADJ;FEM;PL
administratīvais	administratifs	administratīvs	administratif	ADJ;NOM;MASC;SG	ADJ;MASC;PL
visvairāk	most	visvairāk	most	ADV;RL	PROPN
nozīmē	moyens	nozīme	moyen	N;ESS;FEM;SG	N;MASC;PL
nozīmē	signifie	nozīme	signifier	N;ESS;FEM;SG	V;IND;SG;3;PRS;FIN
kaujas	bataille	kauja	bataille	N;NOM;FEM;PL	N;FEM;SG
kaujas	combat	kauja	combat	N;NOM;FEM;PL	N;MASC;SG
galvenā	principales	galvenā	principal	ADJ;NOM;FEM;SG	ADJ;FEM;PL
galvenā	main	galvenā	main	ADJ;NOM;FEM;SG	N;FEM;SG
galvenā	principaux	galvenā	principal	ADJ;NOM;FEM;SG	ADJ;MASC;PL
viņas	her	viņa	her	PRO;NOM;FEM;PL;3	PRO;SG;3
itālijas	italiennes	itālija	italien	PROPN;NOM;FEM;PL	ADJ;FEM;PL
itālijas	italienne	itālija	italien	PROPN;NOM;FEM;PL	ADJ;FEM;SG
itālijas	italien	itālija	italien	PROPN;NOM;FEM;PL	ADJ;MASC;SG
itālijas	italiens	itālija	italien	PROPN;NOM;FEM;PL	ADJ;MASC;PL
isbn	isbn	isbn	isbn	N	
brīvības	libertés	brīvība	liberté	N;GEN;FEM;SG	N;FEM;PL
brīvības	libertés	brīvība	liberté	N;GEN;FEM;SG	N;FEM;PL
robežojas	limitrophe	robežoties	limitrophe	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	ADJ;MASC;SG
robežojas	limitrophes	robežoties	limitrophe	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	ADJ;MASC;PL
karjeras	carrière	karjera	carrière	N;NOM;FEM;PL	N;FEM;SG
karjeras	carrière	karjera	carrière	N;NOM;FEM;PL	N;FEM;SG
miera	paix	miers	paix	N;NOM;MASC	N;FEM;SG
pavadonis	lunaire	pavadonis	lunaire	N;NOM;MASC;SG	ADJ;MASC;SG
pavadonis	moon	pavadonis	moon	N;NOM;MASC;SG	PROPN
katru	chaque	katra	chaque	PRO;ACC;MASC;SG	DET;FEM;SG
www	www	www	www	N	
tiesnesis	juger	tiesnesis	juger	N;NOM;MASC;SG	V;NFIN
izglītības	éducatif	izglītība	éducatif	N;NOM;FEM;PL	ADJ;MASC;SG
studijas	studio	studija	studio	N;NOM;FEM;PL	N;MASC;SG
valdības	gouvernement	valdība	gouvernement	N;NOM;FEM;PL	N;MASC;SG
veids	taper	veids	taper	N;NOM;MASC;SG	V;NFIN
veids	tapez	veids	tape	N;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
saraksts	listes	saraksts	liste	N;NOM;MASC;SG	N;FEM;PL
ukrainas	ukrainien	ukraina	ukrainien	ADJ;NOM;FEM;PL	ADJ;MASC;SG
ukrainas	ukrainienne	ukraina	ukrainien	ADJ;NOM;FEM;PL	ADJ;FEM;SG
uzskatīts	considérées	uzskatīt	considérer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
uzskatīts	considérés	uzskatīt	considérer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
vasarā	eté	vasara	être	N;ESS;FEM;SG	PROPN
vasarā	été	vasara	être	N;ESS;FEM;SG	V;MASC;SG;PST;V.PTCP
daudzi	nombreux	daudzi	nombreux	PRO;NOM;MASC;PL	ADJ;MASC;PL
daudzi	beaucoup	daudzi	beaucoup	PRO;NOM;MASC;PL	ADV
daudzi	nombreuses	daudzi	nombreux	PRO;NOM;MASC;PL	ADJ;FEM;PL
pamatā	essentiellement	pamats	essentiellement	N;ESS;MASC;SG	ADV
pamatā	fondamentalement	pamats	fondamentalement	N;ESS;MASC;SG	ADV
daugavas	daugava	daugava	daugava	N;NOM;FEM;PL	PROPN
starptautiskā	internationaux	starptautiska	international	ADJ;NOM;FEM;SG	ADJ;MASC;PL
maijs	may	maijs	may	N;NOM;MASC;SG	PROPN
maijs	peut	maijs	pouvoir	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
karaļa	royale	karalis	royal	N;NOM;MASC;SG	ADJ;FEM;SG
karaļa	royal	karalis	royal	N;NOM;MASC;SG	ADJ;MASC;SG
karaļa	royales	karalis	royal	N;NOM;MASC;SG	ADJ;FEM;PL
karaļa	royaux	karalis	royal	N;NOM;MASC;SG	ADJ;MASC;PL
prezidenta	présidentielle	prezidents	présidentiel	N;GEN;MASC;SG	ADJ;FEM;SG
prezidenta	présidentiel	prezidents	présidentiel	N;GEN;MASC;SG	ADJ;MASC;SG
būs	will	būt	will	V;FH;IND;3;POS;FUT;FIN;ACT	PROPN
būs	volonté	būt	volonté	V;FH;IND;3;POS;FUT;FIN;ACT	N;FEM;SG
būs	sera	būt	être	V;FH;IND;3;POS;FUT;FIN;ACT	V;IND;SG;3;FUT;FIN
ebreju	juives	ebrejs	juif	N;ACC;MASC;SG	ADJ;FEM;PL
ebreju	juif	ebrejs	juif	N;ACC;MASC;SG	ADJ;MASC;SG
ebreju	juifs	ebrejs	juif	N;ACC;MASC;SG	N;MASC;PL
ebreju	juive	ebrejs	juif	N;ACC;MASC;SG	ADJ;FEM;SG
ebreju	hébreux	ebrejs	hébreux	N;ACC;MASC;SG	N;MASC;PL
ebreju	hébraïque	ebrejs	hébraïque	N;ACC;MASC;SG	ADJ;MASC;SG
indijas	indienne	indija	indien	PROPN;NOM;FEM;PL	ADJ;FEM;SG
indijas	indiens	indija	indien	PROPN;NOM;FEM;PL	ADJ;MASC;PL
indijas	indiennes	indija	indien	PROPN;NOM;FEM;PL	ADJ;FEM;PL
indijas	indien	indija	indien	PROPN;NOM;FEM;PL	ADJ;MASC;SG
indijas	inde	indija	inde	PROPN;NOM;FEM;PL	PROPN
indijas	indes	indija	inde	PROPN;NOM;FEM;PL	N;FEM;PL
izmaiņas	modifier	izmaiņa	modifier	N;NOM;FEM;PL	V;NFIN
izmaiņas	changer	izmaiņa	changer	N;NOM;FEM;PL	V;NFIN
izmaiņas	changement	izmaiņa	changement	N;NOM;FEM;PL	N;MASC;SG
pilnībā	complètement	pilnība	complètement	N;ESS;FEM;SG	ADV
pilnībā	pleinement	pilnība	pleinement	N;ESS;FEM;SG	ADV
pilnībā	entièrement	pilnība	entièrement	N;ESS;FEM;SG	ADV
pilnībā	totalement	pilnība	totalement	N;ESS;FEM;SG	ADV
somijas	finnoise	somija	finnois	PROPN;NOM;FEM;SG	ADJ;FEM;SG
somijas	finlandais	somija	finlandais	PROPN;NOM;FEM;SG	ADJ;MASC;SG
somijas	finnois	somija	finnois	PROPN;NOM;FEM;SG	ADJ;MASC;SG
somijas	finlandaise	somija	finlandais	PROPN;NOM;FEM;SG	ADJ;FEM;SG
sezonu	saisons	sezona	saison	N;ACC;FEM;SG	N;FEM;PL
robežas	bordure	robeža	bordure	N;NOM;FEM;PL	N;FEM;SG
robežas	frontière	robeža	frontière	N;NOM;FEM;PL	N;FEM;SG
robežas	frontalier	robeža	frontalier	N;NOM;FEM;PL	ADJ;MASC;SG
robežas	border	robeža	border	N;NOM;FEM;PL	N;MASC;SG
robežas	bordure	robeža	bordure	N;NOM;FEM;PL	N;FEM;SG
robežas	limite	robeža	limite	N;NOM;FEM;PL	N;FEM;SG
eet	eet	eet	eet	N	
pēdējā	derniers	pēdējā	dernier	ADJ;NOM;FEM;SG	ADJ;MASC;PL
pēdējā	dernières	pēdējā	dernier	ADJ;NOM;FEM;SG	ADJ;FEM;PL
dienā	quotidien	diena	quotidien	N;ESS;FEM;SG	ADJ;MASC;SG
dienā	quotidiens	diena	quotidien	N;ESS;FEM;SG	ADJ;MASC;PL
dienā	journalier	diena	journalier	N;ESS;FEM;SG	ADJ;MASC;SG
dienā	quotidienne	diena	quotidien	N;ESS;FEM;SG	ADJ;FEM;SG
dalībnieks	participante	dalībnieks	participant	N;NOM;MASC;SG	ADJ;FEM;SG
dalībnieks	participant	dalībnieks	participer	N;NOM;MASC;SG	V;PRS;V.PTCP
vēsture	historique	vēsture	historique	N;NOM;FEM;SG	ADJ;MASC;SG
bijušais	ancien	bijušais	ancien	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
bijušais	ancienne	bijušais	ancien	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG
poļu	polonaise	polis	polonais	N;GEN;MASC;PL	ADJ;FEM;SG
poļu	polonaises	polis	polonais	N;GEN;MASC;PL	ADJ;FEM;PL
poļu	polonais	polis	polonais	N;GEN;MASC;PL	ADJ;MASC;SG
poļu	polonais	polis	polonais	N;GEN;MASC;PL	ADJ;MASC;SG
karaspēks	marines	karaspēks	marin	N;NOM;MASC;SG	ADJ;FEM;PL
karaspēks	troupes	karaspēks	troupe	N;NOM;MASC;SG	N;FEM;PL
liels	grands	liels	grand	ADJ;NOM;MASC;SG	ADJ;MASC;PL
liels	grandes	liels	grand	ADJ;NOM;MASC;SG	ADJ;FEM;PL
liels	big	liels	big	ADJ;NOM;MASC;SG	INTJ
liels	super	liels	super	ADJ;NOM;MASC;SG	ADV
zināms	connues	zināt	connaître	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zināms	connue	zināt	connaître	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zināms	connus	zināt	connaître	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
