πολύχρωμα	رنگین	πολύχρωμα	رنگین	ADJ;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
δεσποινίς	پانے	δεσποινίς	پا	N;NOM;FEM;SG	V;NFIN;ACT
δεσποινίς	بیوقوف	δεσποινίς	بیوقوف	N;NOM;FEM;SG	
δεσποινίς	پہنچنے	δεσποινίς	پہنچ	N;NOM;FEM;SG	V;ACC;NFIN
θυμό	غیظ	θυμός	غیظ	N;NOM;NEUT;SG	
θυμό	غضب.	θυμός	غضب.	N;NOM;NEUT;SG	
παρθένα	اچھوتی.	παρθένα	اچھوتی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
παρθένα	ناری	παρθένα	ناری	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
παρθένα	کنواری.	παρθένα	کنواری.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
παρθένα	بھولا	παρθένα	بھولا	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
παρθένα	باکرہ	παρθένα	باکرہ	N;NOM;FEM;SG	
παρθένα	انیلی-	παρθένα	انیلی-	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
παρθένα	اچھوتی.	παρθένα	اچھوتی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
παρθένα	ناری	παρθένα	ناری	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
παρθένα	کنواری.	παρθένα	کنواری.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
παρθένα	بھولا	παρθένα	بھولا	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
παρθένα	باکرہ	παρθένα	باکرہ	N;NOM;FEM;SG	
παρθένα	انیلی-	παρθένα	انیلی-	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
παρθένα	دوشیزہ	παρθένα	دوشیزہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τραίνο	مصاحبین	τραίνος	مصاحب	N;NOM;NEUT;SG	N;ACC;MASC;PL;3
τραίνο	پیرو	τραίνος	پیرو	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τραίνο	لبھانا.	τραίνος	لبھانا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πληρότητα	استیعاب	πληρότητα	استیعاب	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
πληρότητα	اتمام	πληρότητα	اتمام	N;ACC;FEM;SG	N;NOM;MASC;SG;3
πληρότητα	مکمل	πληρότητα	مکمل	N;ACC;FEM;SG	ADJ
πληρότητα	گمبھیر	πληρότητα	گمبھیر	N;ACC;FEM;SG	
πληρότητα	پورا	πληρότητα	پورا	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
πληρότητα	بھرپور	πληρότητα	بھرپور	N;ACC;FEM;SG	ADJ
κύβος	مکعب.	κύβος	مکعب.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
σάλι	رسوا	σάλι	رسوا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
σάλι	دھاوا.	σάλι	دھاوا.	N;NOM;FEM;SG	
σάλι	یورش	σάλι	یورش	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ευγενική	مہذب.	ευγενικός	مہذب.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ευγενική	مہذب.	ευγενικός	مہذب.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ευγενική	شائستہ	ευγενικός	شائستہ	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ευγενική	حشرہ	ευγενικός	حشرہ	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ευγενική	سدھانا	ευγενικός	سدھانا	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ευγενική	پیشہ	ευγενικός	پیشہ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ευγενική	باعزت	ευγενικός	باعزت	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ευγενική	کیڑا	ευγενικός	کیڑا	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ευγενική	بالحاظ	ευγενικός	بالحاظ	ADJ;NOM;FEM;SG	N
ευγενική	شائستہ	ευγενικός	شائستہ	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ευγενική	حشرہ	ευγενικός	حشرہ	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ευγενική	سدھانا	ευγενικός	سدھانا	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ευγενική	پیشہ	ευγενικός	پیشہ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ευγενική	باعزت	ευγενικός	باعزت	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ευγενική	کیڑا	ευγενικός	کیڑا	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ευγενική	بالحاظ	ευγενικός	بالحاظ	ADJ;NOM;FEM;SG	N
τοξικές	سمّی	τοξικός	سمّی	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
εκδρομή	انحراف.	εκδρομή	انحراف.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
υπέρβαση	نازیبا	υπέρβαση	نازیبا	N;ACC;FEM;SG	ADJ
υπέρβαση	تجاوز.	υπέρβαση	تجاوز.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
υπέρβαση	زیادتی	υπέρβαση	زیادتی	N;ACC;FEM;SG	N;NOM;MASC;SG;3
υπέρβαση	ابلنا	υπέρβαση	ابلنا	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
υπέρβαση	مصارف	υπέρβαση	مصارف	N;ACC;FEM;SG	N;NOM;MASC;SG;3
υπέρβαση	وسعت.	υπέρβαση	وسعت.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
υπέρβαση	(	υπέρβαση	(	N;ACC;FEM;SG	
συμβατότητα	مطابقت	συμβατότητα	مطابقت	N;NOM;FEM;SG	ADP
θανατηφόρο	مہلک.	θανατηφόρο	مہلک.	ADJ;NOM;NEUT;SG	
θανατηφόρο	مردنی	θανατηφόρο	مردنی	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
θανατηφόρο	انتہائی	θανατηφόρο	انتہائی	ADJ;NOM;NEUT;SG	ADV
θανατηφόρο	ظالم	θανατηφόρο	ظالم	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
θανατηφόρο	بالکل	θανατηφόρο	بالکل	ADJ;NOM;NEUT;SG	CONJ
θανατηφόρο	ازحد	θανατηφόρο	ازحد	ADJ;NOM;NEUT;SG	
θανατηφόρο	نہایت	θανατηφόρο	نہایت	ADJ;NOM;NEUT;SG	ADV
θανατηφόρο	سفّاک.	θανατηφόρο	سفّاک.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
θανατηφόρο	افسردہ.	θανατηφόρο	افسردہ.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
θανατηφόρο	قاتل	θανατηφόρο	قاتل	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
αφή	بگاڑنا	αφή	بگاڑ	N;NOM;FEM;SG	V;NFIN;ACT
αφή	پرکھ	αφή	پرکھ	N;NOM;FEM;SG	V;ACT
αφή	ذرا	αφή	ذرا	N;NOM;FEM;SG	
αφή	ٹکرانا	αφή	ٹکرانا	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
αφή	پھٹکی	αφή	پھٹک	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αφή	چٹکی	αφή	چٹک	N;NOM;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
αφή	بگاڑنا	αφή	بگاڑ	N;NOM;FEM;SG	V;NFIN;ACT
αφή	پرکھ	αφή	پرکھ	N;NOM;FEM;SG	V;ACT
αφή	ذرا	αφή	ذرا	N;NOM;FEM;SG	
αφή	ٹکرانا	αφή	ٹکرانا	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
αφή	پھٹکی	αφή	پھٹک	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αφή	چٹکی	αφή	چٹک	N;NOM;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
αβγό	اکسانا	αβγό	اکسانا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
εφημερίς	تقویم	εφημερίς	تقویم	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
εφημερίς	جنتری	εφημερίς	جنتری	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τετράδα	چوپرتہ.	τετράδα	چوپرتہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τετράδα	چوکور.	τετράδα	چوکور.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τετράδα	چوگڈم	τετράδα	چوگڈم	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τετράδα	چوکڑی	τετράδα	چوکڑی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αξίωση	اعلان	αξίωση	اعلان	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αξίωση	اعلان	αξίωση	اعلان	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αξίωση	اِدّعا	αξίωση	اِدّعا	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
αξίωση	دعویٰ	αξίωση	دعویٰ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
μυρωδιά	تاڑنا	μυρωδιό	تاڑنا	N;NOM;FEM;SG	V;SG;NFIN;ACT
μυρωδιά	سونگھنا	μυρωδιό	سونگھنا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μυρωδιά	سونگھنا	μυρωδιό	سونگھنا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μυρωδιά	شامّہ.	μυρωδιό	شامّہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μυρωδιά	سونگھنا	μυρωδιό	سونگھنا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μυρωδιά	شمیم	μυρωδιό	شمیم	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μυρωδιά	شامّہ.	μυρωδιό	شامّہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
κουράγιο	جرأت.	κουράγιο	جراکت	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ζωτικό	توانا	ζωτικός	توانا	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
συλλέκτη	واجبات	συλλέκτης	واجبہ	N;ACC;MASC;SG	N;NOM;MASC;PL;3
ανάσα	دم	ανάσα	دم	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ακατάλληλη	ناموزوں	ακατάλληλος	ناموز	ADJ;NOM;FEM;SG	N;NOM;MASC;PL;3
ακατάλληλη	ناموزوں	ακατάλληλος	ناموز	ADJ;NOM;FEM;SG	N;NOM;MASC;PL;3
δύτες	متعدد.	δύτος	متعدد.	N;NOM;MASC;PL	ADJ
δύτες	مختلف	δύτος	مختلف	N;NOM;MASC;PL	ADJ
πατήστε	(	πατώ	(	V;PFV;IND;PL;2;FIN;ACT	
πατήστε	اخبار	πατώ	اخبار	V;PFV;IND;PL;2;FIN;ACT	N;NOM;MASC;SG;3
πατήστε	کھٹاکا	πατώ	کھٹاکا	V;PFV;IND;PL;2;FIN;ACT	PROPN;NOM;MASC;SG;3
πατήστε	ف	πατώ	ف	V;PFV;IND;PL;2;FIN;ACT	
πατήστε	بھرنا.	πατώ	بھرنا.	V;PFV;IND;PL;2;FIN;ACT	
πατήστε	دستک	πατώ	دستک	V;PFV;IND;PL;2;FIN;ACT	N;NOM;MASC;SG;3
πατήστε	کھٹاکا	πατώ	کھٹاکا	V;PFV;IND;PL;2;FIN;ACT	PROPN;NOM;MASC;SG;3
πατήστε	ف	πατώ	ف	V;PFV;IND;PL;2;FIN;ACT	
πατήστε	بھرنا.	πατώ	بھرنا.	V;PFV;IND;PL;2;FIN;ACT	
πατήστε	نل	πατώ	نل	V;PFV;IND;PL;2;FIN;ACT	PROPN;NOM;MASC;SG;3
πατήστε	دستک	πατώ	دستک	V;PFV;IND;PL;2;FIN;ACT	N;NOM;MASC;SG;3
κούκλα	شاندار	κούκλα	شاندار	N;NOM;FEM;SG	ADJ
δικαιολογήσει	درست	δικαιολογώ	درست	V;PFV;IND;SG;3;FIN;ACT	ADJ
πάσο	مڑنے	πάσο	مڑ		V;NFIN
πάσο	موڑنا	πάσο	موڑ		V;NFIN;ACT
πάσο	دہرا	πάσο	دہرا		V;MASC;SG;V.PTCP;ACT
πάσο	over	πάσο	over		PROPN;NOM;MASC;SG;3
πάσο	lay	πάσο	lay		PROPN;NOM;MASC;SG;3
πάσο	پھیرنا	πάσο	پھیر		PROPN;NOM;MASC;SG;3
πάσο	گزرنا	πάσο	گزر		V;MASC;SG;NFIN;ACT
πάσο	down	πάσο	down		PROPN;NOM;MASC;SG;3
ανώνυμοι	مجہول	ανώνυμος	مجہول	ADJ;NOM;MASC;PL	N;NOM;MASC;SG;3
κοντός	ٹھگنا	κοντός	ٹھگ	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
κοντός	(	κοντός	(	ADJ;NOM;MASC;SG	
κοντός	تحقیراً	κοντός	تحقیراً	ADJ;NOM;MASC;SG	ADV
απόφραξη	رکاوٹ	απόφραξη	رکاوٹ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόφραξη	رکاوٹ	απόφραξη	رکاوٹ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόφραξη	مزاحمت	απόφραξη	مزاحمت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόφραξη	بندش	απόφραξη	بندش	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
απόφραξη	رکاوٹ	απόφραξη	رکاوٹ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόφραξη	مزاحمت	απόφραξη	مزاحمت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
όρθιος	مرتبہ	όρθιος	مرتبہ	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
όρθιος	عرصہ.	όρθιος	عرصہ.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
όρθιος	حیثیت	όρθιος	حیثیت	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
όρθιος	رکنیت	όρθιος	رکنیت	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
όρθιος	مدّت	όρθιος	مدّت	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
όρθιος	استادہ.	όρθιος	استادہ.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
όρθιος	مقام	όρθιος	مقام	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
σύννεφο	تاریکی.	σύννεφο	تاریکی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
σύννεφο	غول.	σύννεφο	غول.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
σύννεφο	دُھندلانا	σύννεφο	دُھندلانا	N;NOM;NEUT;SG	V;SG;NFIN;ACT
σύννεφο	سایہ.	σύννεφο	سایہ.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
σύννεφο	ابر	σύννεφο	ابر	N;NOM;NEUT;SG	V;ACT
σύννεφο	تاریکی.	σύννεφο	تاریکی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
σύννεφο	غول.	σύννεφο	غول.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
σύννεφο	دُھندلانا	σύννεφο	دُھندلانا	N;NOM;NEUT;SG	V;SG;NFIN;ACT
σύννεφο	سایہ.	σύννεφο	سایہ.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κατώφλι	مدخل	κατώφλι	مدخل	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κατώφλι	مدخل	κατώφλι	مدخل	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πειρασμός	اکساہٹ	πειρασμός	اکساہٹ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
πειρασμός	امتحان.	πειρασμός	امتحان.	N;NOM;MASC;SG	ADJ
πειρασμός	تحریص	πειρασμός	تحریص	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
πειρασμός	اکساہٹ	πειρασμός	اکساہٹ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
πειρασμός	امتحان.	πειρασμός	امتحان.	N;NOM;MASC;SG	ADJ
παραγωγικότητα	بارآوری	παραγωγικότητα	بارآوری	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
παραγωγικότητα	ثمروری	παραγωγικότητα	ثمروری	N;ACC;FEM;SG	ADJ
κορμί	نفر.	κορμί	نفر.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κορμί	ہاڑ	κορμί	ہاڑ	N;NOM;NEUT;SG	
εγκαταλελειμμένο	آزادانہ	εγκαταλείαιμμένος	آزادانہ	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ
εγκαταλελειμμένο	لاابالی	εγκαταλείαιμμένος	لاابالی	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
εκτενής	عریض.	εκτενής	عریض.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
εκτενής	عریض.	εκτενής	عریض.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
συντηρητικός	باکفایت	συντηρητικός	باکفایت	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
συντηρητικός	محتاط.	συντηρητικός	محتاط.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
κοσμούν	سجانا	κοσμός	سجا	V;IPFV;IND;PL;3;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
σαγκάη	غلیل.	σαγκάλ	غلیل.	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αποβάθρα	گھاٹ.	αποβάθρα	گھاٹ.	N;NOM;FEM;SG	
αποβάθρα	کنارا	αποβάθρα	کنارا	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
αποβάθρα	جوڑنا.	αποβάθρα	جوڑنا.	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
μοιραίο	مہلک	μοιραίο	مہلک	N;NOM;NEUT;SG	ADJ
τραχήλου	گردن	τράχηλος	گردن	N;GEN;MASC;SG	N;NOM;MASC;SG;3
λιτότητας	سختی	λιτότητα	سختی	N;GEN;FEM;SG	N;NOM;MASC;SG;3
σατανά	ابلیس	σατανός	ابلیس	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
τζούντι	زن.	τζούντι	زن.		
ζημία	گمشدگی.	ζημία	گمشدگی.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ζημία	نقصان	ζημία	نقصان	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ζημία	گمشدگی.	ζημία	گمشدگی.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ζημία	نقصان	ζημία	نقصان	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ζημία	گھاٹا	ζημία	گھاٹا	N;ACC;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
ζημία	ضرر	ζημία	ضرر	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ζημία	چوٹ	ζημία	چوٹ	N;ACC;FEM;SG	V;ACT
ζημία	دام	ζημία	دام	N;ACC;FEM;SG	
ζημία	نقصان	ζημία	نقصان	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ζημία	قیمت	ζημία	قیمت	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ζημία	دام	ζημία	دام	N;ACC;FEM;SG	
ζημία	نقصان	ζημία	نقصان	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ζημία	قیمت	ζημία	قیمت	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ζημία	ضرر	ζημία	ضرر	N;ACC;FEM;SG	N;NOM;MASC;SG;3
επιμήκη	مستطیل	επιμήκη	مستطیل	ADV	ADJ
επιμήκη	لنبوتری	επιμήκη	لنبوتری	ADV	PROPN;NOM;MASC;SG;3
επιμήκη	لنبوترا	επιμήκη	لنبوترا	ADV	PROPN;NOM;MASC;SG;3
φούρνο	گلخن	φούρνο	گلخن	N;NOM;NEUT;SG	
φούρνο	انگیٹھی.	φούρνο	انگیٹھی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
φούρνο	چولھا.	φούρνο	چولھا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
φούρνο	گلخن	φούρνο	گلخن	N;NOM;NEUT;SG	
όαση	نخلستان	όαση	نخلستان	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
προκαθορισμένο	فرار.	προκαθορίζω	فرار.	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	
προκαθορισμένο	عہد	προκαθορίζω	عہد	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;MASC;SG;3
προκαθορισμένο	اقرار	προκαθορίζω	اقرار	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;MASC;SG;3
προκαθορισμένο	کوتاہی	προκαθορίζω	کوتاہی	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;MASC;SG;3
ρόδα	پہیّا.	ρόδα	پہیّا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ρόδα	حلقہ.	ρόδα	حلقہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ρόδα	پہیّا.	ρόδα	پہیّا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ρόδα	چکّر	ρόδα	چکّر	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ρόδα	حلقہ.	ρόδα	حلقہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
καυτό	مشتاقانہ.	καυτός	مشتاقانہ.	N;NOM;NEUT;SG	ADJ
καυτό	برانگیختہ	καυτός	برانگیختہ	N;NOM;NEUT;SG	ADJ
καυτό	ُپرجوش	καυτός	ُپرجوش	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
καυτό	ضرب	καυτός	ضرب	N;NOM;NEUT;SG	
καυτό	جذباتی.	καυτός	جذباتی	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
καυτό	سرگرم	καυτός	سرگرم	N;NOM;NEUT;SG	ADJ
καυτό	درشتی	καυτός	درشتی	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
καυτό	گرمانا.	καυτός	گرمانا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
απειλούν	دھمکی	απειλώ	دھمکی	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;FEM;SG;3
απειλούν	(	απειλώ	(	V;IPFV;IND;PL;3;PRS;FIN;ACT	
απειλούν	دھمکی	απειλώ	دھمکی	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;FEM;SG;3
απειλούν	(	απειλώ	(	V;IPFV;IND;PL;3;PRS;FIN;ACT	
απειλούν	دھمکانا	απειλώ	دھمکانا	V;IPFV;IND;PL;3;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
διάβαζε	پانا-	διαβάζω	پانا-	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
διάβαζε	aloud	διαβάζω	aloud	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
διάβαζε	out	διαβάζω	out	V;PFV;IND;SG;3;PST;FIN;ACT	
μοναστική	راہب	μοναστικός	راہب	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
μπάντι	ٹیڑھی	μπάντι	ٹیڑھی		N;NOM;MASC;SG;3
μπάντι	بینڈی	μπάντι	بینڈی		PROPN;NOM;MASC;SG;3
μπάντι	ساتھی.	μπάντι	ساتھی.		PROPN;NOM;MASC;SG;3
εκτροπή	تفریح	εκτροπή	تفریح	N;ACC;FEM;SG	N;NOM;MASC;SG;3
εκτροπή	بھٹکانا.	εκτροπή	بھٹکان	N;ACC;FEM;SG	V;MASC;SG;V.PTCP;ACT
εκτροπή	انحراف	εκτροπή	انحراف	N;ACC;FEM;SG	N;NOM;MASC;SG;3
εκτροπή	جھوک.	εκτροπή	جھوک.	N;ACC;FEM;SG	
μάσα	چبائی	μάσα	چبائی		PROPN;NOM;MASC;SG;3
ώριμη	مطالبہ	ώριμος	مطالبہ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ώριμη	رسیدہ	ώριμος	رسیدہ	ADJ;NOM;FEM;SG	
ώριμη	رسیدہ.	ώριμος	رسیدہ.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ώριμη	مطالبہ	ώριμος	مطالبہ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ώριμη	رسیدہ	ώριμος	رسیدہ	ADJ;NOM;FEM;SG	
ώριμη	رسیدہ.	ώριμος	رسیدہ.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αρπακτικό	گدھ	αρπακτικός	گدھ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
αρπακτικό	کرگس.	αρπακτικός	کرگس.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αρπακτικό	ہلّاک	αρπακτικός	ہلّاک	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
άρδευση	آبپاشی	άρδευση	آبپاشی	N;NOM;FEM;SG	ADJ
άρδευση	آبپاشی	άρδευση	آبپاشی	N;NOM;FEM;SG	ADJ
περιφρόνηση	استہزا	περιφρόνηση	استہزا	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
περιφρόνηση	طنز.	περιφρόνηση	طنز.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
περιφρόνηση	مذمت	περιφρόνηση	مذمت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
περιφρόνηση	حقارت	περιφρόνηση	حقارت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
περιφρόνηση	تحقیر	περιφρόνηση	تحقیر	N;ACC;FEM;SG	N;NOM;MASC;SG;3
περιφρόνηση	ذلّت	περιφρόνηση	ذلّت	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
περιφρόνηση	رسوائی.	περιφρόνηση	رسوائی.	N;ACC;FEM;SG	N;NOM;MASC;SG;3
περιφρόνηση	تنفر.	περιφρόνηση	تنفر.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
περιφρόνηση	حقارت	περιφρόνηση	حقارت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
περιφρόνηση	للکار	περιφρόνηση	للکار	N;ACC;FEM;SG	
περιφρόνηση	سرکشی	περιφρόνηση	سرکشی	N;ACC;FEM;SG	N;NOM;MASC;SG;3
περιφρόνηση	سرتابی	περιφρόνηση	سرتابی	N;ACC;FEM;SG	ADJ
υποφέρουν	بھگتنا	υποφέρω	بھگت	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SG;ACT
υποφέρουν	(	υποφέρω	(	V;IPFV;IND;PL;3;PRS;FIN;ACT	
υποφέρουν	تبدیلی	υποφέρω	تبدیلی	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;FEM;SG;3
υποφέρουν	تکلیف	υποφέρω	تکلیف	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;FEM;SG;3
υποφέρουν	رنج	υποφέρω	رنج	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;MASC;SG;3
στιγμιαία	فوری	στιγμιαία	فوری	ADV	ADJ
στιγμιαία	فوری	στιγμιαία	فوری	ADV	ADJ
