月	moon	月	moon	N	
服務	service	服務	service	V	N;INDF;MASC+FEM;SG
機	machine	機	machine	N	
列表	liste	列表	liste		N;INDF;MASC+FEM;SG
列表	list	列表	list		N;INDF;MASC+FEM;SG
唐	tang	唐	tang	PROPN	N;INDF;MASC+FEM;SG
唐	don	唐	don	PROPN	
西班牙	spanien	西班牙	spanie	PROPN	PROPN
當	da	當	da	ADP	ADV
當	når	當	når	ADP	CONJ
當	hvornår	當	hvornår	ADP	ADV
超	ultra	超	ultra	PART	N;INDF;NEUT;SG
超	super	超	supe	PART	N;INDF;MASC+FEM;SG
丁	ding	丁	ding	PROPN	
夏	xia	夏	xia	PROPN	
以上	ovenfor	以上	ovenfor	DET	ADV
以上	over	以上	over	DET	ADV
以上	ovenover	以上	ovenover	DET	N;INDF;NEUT;SG
以上	ovenstående	以上	ovenstående	DET	ADV
著名	berømtheder	著名	berømthed	ADJ	N;INDF;MASC+FEM;PL
聖	sankt	聖	sankt	PROPN	N;INDF;NEUT;SG
聖	helgen	聖	helgen	PROPN	N;INDF;MASC+FEM;SG
聖	saint	聖	saint	PROPN	
志	zhi	志	zhi	N	
志	chi	志	chi	N	
梁	beam	梁	beam	PROPN	
梁	bjælke	梁	bjælke	PROPN	N;INDF;MASC+FEM;SG
梁	stråle	梁	stråle	PROPN	N;INDF;MASC+FEM;SG
梁	leung	梁	leung	PROPN	
梁	liang	梁	liang	PROPN	
梁	bjælker	梁	bjælke	PROPN	N;INDF;MASC+FEM;PL
梁	stråler	梁	stråle	PROPN	N;INDF;MASC+FEM;PL
武	takeshi	武	takeshi	N	
半	halvt	半	halv	PART	ADJ;INDF;NEUT;SG
半	halvleg	半	halvleg	PART	N;INDF;MASC+FEM;SG
半	halvdelen	半	halvdel	PART	N;DEF;MASC+FEM;SG
半	halv	半	halv	PART	ADJ;INDF;MASC+FEM;SG
東京	tokyo	東京	tokyo	PROPN	
現在	nu	現在	nu	N	ADV
後來	senere	後來	senere	N	ADV;CMPR
女性	kvindelig	女性	kvindelig	N	ADJ;INDF;MASC+FEM;SG
女性	kvindelige	女性	kvindelig	N	ADJ;PL
說	sig	說	sig	V	PRO;ACC;3;REFL
男	mandlige	男	mandlig	N	ADJ;PL
男	mandlig	男	mandlig	N	ADJ;INDF;MASC+FEM;SG
之前	inden	之前	inden	N	ADV
之前	før	之前	før	N	ADV
合作	samarbejde	合作	samarbejde	V	N;INDF;NEUT;SG
合作	samarbejdet	合作	samarbejde	V	N;DEF;NEUT;SG
門	gate	門	gate	N	
門	port	門	port	N	
門	dør	門	dø	N	V;IND;PRS;FIN;ACT
卷	trille	卷	trille	N	V;NFIN;ACT
卷	rulle	卷	rulle	N	V;NFIN;ACT
卷	roll	卷	roll	N	
卷	rul	卷	rul	N	V;IMP
卷	ruller	卷	rulle	N	V;IND;PRS;FIN;ACT
卷	rolls	卷	rolls	N	
歌曲	song	歌曲	song	N	
點	dot	點	dot	N	
點	peg	點	peg	N	
封	feng	封	feng	V	
封	segl	封	segl	V	N;INDF;NEUT;SG
封	sæl	封	sæl	V	N;INDF;MASC+FEM;SG
封	forsegling	封	forsegling	V	N;INDF;MASC+FEM;SG
封	seal	封	seal	V	N;INDF;MASC+FEM;SG
非常	meget	非常	meget	ADV	ADJ;INDF;SG
而且	og	而且	og	ADV	CONJ
形成	formning	形成	formning	V	N;INDF;MASC+FEM;SG
形成	dannelse	形成	dannelse	V	N;INDF;MASC+FEM;SG
形成	formation	形成	formation	V	N;INDF;MASC+FEM;SG
形成	stiftelse	形成	stiftelse	V	N;INDF;MASC+FEM;SG
比賽	vildt	比賽	vildt	N	ADJ;INDF;NEUT;SG
比賽	spillet	比賽	spille	N	V;INDF;SG;PST;V.PTCP
比賽	contest	比賽	contest	N	ADJ
九	ni	九	ni		NUM
九	nine	九	nin		
接受	accept	接受	accept	V	N;INDF;MASC+FEM;SG
書	book	書	book	N	V;IMP
木	wood	木	wood	N	
討論	drøftelserne	討論	drøftelse	V	N;DEF;MASC+FEM;PL
討論	diskussioner	討論	diskussion	V	N;INDF;MASC+FEM;PL
討論	drøftelser	討論	drøftelse	V	N;INDF;MASC+FEM;PL
故事	story	故事	story	N	
直接	direct	直接	direct	ADV	N;INDF;MASC+FEM;SG
參與	deltagende	參與	deltagende	V	ADJ
參與	engagement	參與	engagement	V	N;INDF;NEUT;SG
參與	interaktion	參與	interaktion	V	N;INDF;MASC+FEM;SG
參與	forlovelse	參與	forlovelse	V	N;INDF;MASC+FEM;SG
參與	inddragelse	參與	inddragelse	V	N;INDF;MASC+FEM;SG
參與	involvering	參與	involvering	V	N;INDF;MASC+FEM;SG
參與	engagement	參與	engagement	V	N;INDF;NEUT;SG
參與	deltagelse	參與	deltagelse	V	N;INDF;MASC+FEM;SG
參與	medindflydelse	參與	medindflydelse	V	N;INDF;MASC+FEM;SG
參與	medbestemmelse	參與	medbestemmelse	V	N;INDF;MASC+FEM;SG
朗	lang	朗	lang		ADJ;INDF;MASC+FEM;SG
朗	lon	朗	lon		
根	rod	根	rod	PROPN	N;INDF;MASC+FEM;SG
根	roden	根	roden	PROPN	N;DEF;MASC+FEM;SG
根	root	根	root	PROPN	
根	rødder	根	rod	PROPN	N;INDF;MASC+FEM;PL
根	rødderne	根	rod	PROPN	N;DEF;MASC+FEM;PL
保留	betænkeligheder	保留	betænkelighed	V	N;INDF;MASC+FEM;PL
保留	reservation	保留	reservation	V	N;INDF;MASC+FEM;SG
保留	forbehold	保留	forbehold	V	N;INDF;NEUT;SG
保留	reservationer	保留	reservation	V	N;INDF;MASC+FEM;PL
保留	reservation	保留	reservation	V	N;INDF;MASC+FEM;SG
保留	forbehold	保留	forbehold	V	N;INDF;NEUT;SG
保留	reservationer	保留	reservation	V	N;INDF;MASC+FEM;PL
希望	hope	希望	hope	V	
希望	håb	希望	håb	V	N;INDF;NEUT;SG
希望	håbet	希望	håb	V	N;DEF;NEUT;SG
手	hand	手	hand	N	
心	heart	心	heart	N	
播放	udsendelse	播放	udsendelse	V	N;INDF;MASC+FEM;SG
播放	udsendelsen	播放	udsendelse	V	N;DEF;MASC+FEM;SG
播放	play	播放	play	V	
播放	spil	播放	spil	V	N;INDF;NEUT;SG
播放	leg	播放	leg	V	N;INDF;MASC+FEM;SG
播放	afspilning	播放	afspilning	V	N;INDF;MASC+FEM;SG
播放	skuespil	播放	skuespil	V	N;INDF;NEUT;SG
播放	afspilning	播放	afspilning	V	N;INDF;MASC+FEM;SG
增加	forhøjelse	增加	forhøjelse	V	N;INDF;MASC+FEM;SG
增加	forøgelse	增加	forøgelse	V	N;INDF;MASC+FEM;SG
增加	stigning	增加	stigning	V	N;INDF;MASC+FEM;SG
增加	tiltagende	增加	tiltagende	V	ADJ
增加	stigninger	增加	stigning	V	N;INDF;MASC+FEM;PL
增加	forøgelser	增加	forøgelse	V	N;INDF;MASC+FEM;PL
增加	forhøjelser	增加	forhøjelse	V	N;INDF;MASC+FEM;PL
角	kap	角	kipe	N	
角	peg	角	peg	N	
耶	jubii	耶	jubii		N;INDF;MASC+FEM;SG
這些	disse	這些	denne	DET	PRO;PL
丹	dan	丹	dan	PROPN	
徐	seo	徐	seo	PROPN	N;INDF;MASC+FEM;SG
徐	tsui	徐	tsui	PROPN	
永	fløjen	永	fløj	PROPN	N;DEF;MASC+FEM;SG
永	wing	永	wing	PROPN	
永	vinge	永	vinge	PROPN	N;INDF;MASC+FEM;SG
永	yong	永	yong	PROPN	
歌	song	歌	song	N	
美	dollars	美	dollar	PROPN	N;INDF;MASC+FEM;SG
美	dollar	美	dollar	PROPN	N;INDF;MASC+FEM;SG
美	dollar	美	dollar	PROPN	N;INDF;MASC+FEM;SG
霍	huo	霍	huo	PROPN	
投票	afstemning	投票	afstemning	V	N;INDF;MASC+FEM;SG
投票	stemme	投票	stemme	V	N;INDF;MASC+FEM;SG
投票	afstemningen	投票	afstemning	V	N;DEF;MASC+FEM;SG
投票	afstemninger	投票	afstemning	V	N;INDF;MASC+FEM;PL
投票	afstemning	投票	afstemning	V	N;INDF;MASC+FEM;SG
投票	afstemning	投票	afstemning	V	N;INDF;MASC+FEM;SG
投票	meningsmåling	投票	meningsmåling	V	N;INDF;MASC+FEM;SG
寺	temple	寺	templ	N	
雖然	selvom	雖然	selvom	ADP	ADV
雖然	skønt	雖然	skøn	ADP	ADJ;INDF;NEUT;SG
雖然	skønt	雖然	skøn	ADP	ADJ;INDF;NEUT;SG
參加	deltagende	參加	deltagende	V	ADJ
特別	særlige	特別	særlig	ADV	ADJ;PL
特別	speciel	特別	speciel	ADV	ADJ;INDF;MASC+FEM;SG
特別	specielle	特別	speciel	ADV	ADJ;PL
控制	kontrol	控制	kontrol	V	N;INDF;MASC+FEM;SG
控制	control	控制	control	V	
控制	kontroller	控制	kontrol	V	N;INDF;MASC+FEM;PL
控制	kontrol	控制	kontrol	V	N;INDF;MASC+FEM;SG
控制	kontroller	控制	kontrol	V	N;INDF;MASC+FEM;PL
蒙	mont	蒙	mont	PROPN	
戰	battle	戰	battel	N	
戰	war	戰	war	N	
以下	nedenfor	以下	nedenfor	DET	ADV
以下	under	以下	under	DET	ADV
以下	nedenunder	以下	nedenunder	DET	ADV
仁	jin	仁	jin	PROPN	
仁	jen	仁	jen	PROPN	N;INDF;MASC+FEM;SG
編輯	redigere	編輯	redig	N	V;NFIN;ACT
編輯	rediger	編輯	redig	N	V;IND;PRS;FIN;ACT
編輯	redigér	編輯	redigér	N	V;IND;PRS;FIN;ACT
編輯	redigerer	編輯	redigere	N	V;IND;PRS;FIN;ACT
隆	takashi	隆	takashi	PROPN	
隆	ryu	隆	ryu	PROPN	
青	ching	青	ching	N	
青	qing	青	qing	N	
播出	udsendelse	播出	udsendelse	V	N;INDF;MASC+FEM;SG
播出	udsendelsen	播出	udsendelse	V	N;DEF;MASC+FEM;SG
宋	sang	宋	sang	PROPN	N;INDF;MASC+FEM;SG
宋	song	宋	song	PROPN	
附近	nær	附近	nær	N	ADJ;INDF;MASC+FEM;SG
附近	nærliggende	附近	nærliggende	N	ADJ
店	shop	店	shop	N	
店	shoppe	店	shoppe	N	V;NFIN;ACT
店	opbevares	店	opbevare	N	V;IND;PRS;FIN;PASS
二十	twenty	二十	twenty	NUM	
組織	vævet	組織	væve	N	V;INDF;SG;PST;V.PTCP
分類	klassificerer	分類	klassificere	N	V;IND;PRS;FIN;ACT
分類	klassificere	分類	klassificere	N	V;NFIN;ACT
源	kilde	源	kilde		N;INDF;MASC+FEM;SG
法國	frankrig	法國	frankrig	PROPN	
法國	france	法國	france	PROPN	
除	undtagen	除	undtagen	V	ADV
不過	men	不過	men	ADV	CONJ
老	gammelt	老	gammel	PART	ADJ;INDF;NEUT;SG
老	old	老	old	PART	
老	gamle	老	gammel	PART	ADJ;PL
老	gammel	老	gammel	PART	ADJ;INDF;MASC+FEM;SG
女子	woman	女子	woman	N	
選	vælg	選	vælg	N	V;IMP
鐵	jern	鐵	jern	PROPN	N;INDF;NEUT;SG
德國	tyskland	德國	tyskland	PROPN	PROPN
動畫	anime	動畫	anim	N	
打	kæmpe	打	kæmpe	V	ADJ
打	kamp	打	kamp	V	N;INDF;MASC+FEM;SG
打	slåskamp	打	slåskamp	V	N;INDF;MASC+FEM;SG
佛	buddha	佛	buddha	PROPN	N;INDF;MASC+FEM;SG
少	færre	少	få		ADJ;CMPR;PL
少	færre	少	få		ADJ;CMPR;PL
少	mindre	少	mindre		ADV;CMPR
頭	head	頭	head	N	
個人	personlig	個人	personlig	N	ADJ;INDF;MASC+FEM;SG
個人	personlige	個人	personlig	N	ADJ;PL
個人	personligt	個人	personligt	N	ADV
個人	individuelt	個人	individuelt	N	ADV
個人	individuelle	個人	individuel	N	ADJ;PL
個人	individuel	個人	individuel	N	ADJ;INDF;MASC+FEM;SG
擁有	besiddelse	擁有	besiddelse	V	N;INDF;MASC+FEM;SG
學生	studerende	學生	studere	N	V;PRS;V.PTCP
學生	studerende	學生	studere	N	V;PRS;V.PTCP
南部	sydlige	南部	sydlig	N	ADJ;PL
南部	sydpå	南部	sydpå	N	ADV
南部	sydlige	南部	sydlig	N	ADJ;PL
相關	relevant	相關	relevant	V	ADJ;INDF;SG
相關	relevante	相關	relevante	V	ADJ;PL
決定	afgørelse	決定	afgørelse	V	N;INDF;MASC+FEM;SG
決定	beslutning	決定	beslutning	V	N;INDF;MASC+FEM;SG
決定	afgørelsen	決定	afgørelse	V	N;DEF;MASC+FEM;SG
決定	afgørelser	決定	afgørelse	V	N;INDF;MASC+FEM;PL
決定	beslutninger	決定	beslutning	V	N;INDF;MASC+FEM;PL
楊	jan	楊	jan	PROPN	PROPN
楊	yang	楊	yang	PROPN	
郭	guo	郭	guo	PROPN	
影響	virkning	影響	virkning	V	N;INDF;MASC+FEM;SG
影響	indvirkning	影響	indvirkning	V	N;INDF;MASC+FEM;SG
影響	virkninger	影響	virkning	V	N;INDF;MASC+FEM;PL
影響	impact	影響	impact	V	
影響	påvirkninger	影響	påvirkning	V	N;INDF;MASC+FEM;PL
影響	indvirkninger	影響	indvirkning	V	N;INDF;MASC+FEM;PL
影響	indflydelsen	影響	indflydelse	V	N;DEF;MASC+FEM;SG
影響	indflydelse	影響	indflydelse	V	N;INDF;MASC+FEM;SG
影響	påvirkning	影響	påvirkning	V	N;INDF;MASC+FEM;SG
影響	virkningerne	影響	virkning	V	N;DEF;MASC+FEM;PL
影響	retsvirkninger	影響	retsvirkning	V	N;INDF;MASC+FEM;PL
影響	effekter	影響	effekt	V	N;INDF;MASC+FEM;PL
影響	virkninger	影響	virkning	V	N;INDF;MASC+FEM;PL
影響	påvirkninger	影響	påvirkning	V	N;INDF;MASC+FEM;PL
許多	mange	許多	mange	NUM	ADJ;PL
第四	fjerde	第四	fjerde	NUM	ADJ
秀	soo	秀	soo	PROPN	
死	dødt	死	død	N	ADJ;INDF;NEUT;SG
死	døde	死	død	N	ADJ;PL
死	dead	死	dead	N	
自治	autonomi	自治	autonomi	V	N;INDF;MASC+FEM;SG
自治	selvstyre	自治	selvstyre	V	N;INDF;NEUT;SG
自治	selvstændighed	自治	selvstændighed	V	N;INDF;MASC+FEM;SG
蘇	sue	蘇	sue	PROPN	
蘇	sagsøge	蘇	sagsøge	PROPN	V;NFIN;ACT
甚至	selv	甚至	selv	ADV	PRO
開	åbent	開	åben		ADJ;INDF;NEUT;SG
開	åbn	開	åbn		V;IMP
開	åben	開	åben		ADJ;INDF;MASC+FEM;SG
田	tian	田	tian	PROPN	
結束	slutning	結束	slutning	V	N;INDF;MASC+FEM;SG
結束	afslutning	結束	afslutning	V	N;INDF;MASC+FEM;SG
結束	slut	結束	slut	V	N
結束	ende	結束	ende	V	N;INDF;MASC+FEM;SG
結束	ophør	結束	ophør	V	N;INDF;NEUT;SG
巴西	brasilien	巴西	brasilie	PROPN	N;DEF;MASC+FEM;SG
巴西	brasiliens	巴西	brasilie	PROPN	N;GEN;DEF;MASC+FEM;SG
共同	almindelige	共同	almindelig	ADV	ADJ;PL
共同	fælles	共同	fælles	ADV	ADJ
共同	almindelig	共同	almindelig	ADV	ADJ;INDF;MASC+FEM;SG
出版	forlægger	出版	forlægge	V	N;INDF;MASC+FEM;SG
出版	forlag	出版	forlag	V	N;INDF;NEUT;SG
出版	forlag	出版	forlag	V	N;INDF;NEUT;SG
出版	udgivere	出版	udgiver	V	N;INDF;MASC+FEM;PL
出版	forlæggere	出版	forlægger	V	N;INDF;MASC+FEM;PL
提名	nomineringer	提名	nominering	V	N;INDF;MASC+FEM;PL
提名	udnævnelse	提名	udnævnelse	V	N;INDF;MASC+FEM;SG
保護	beskyttelse	保護	beskyttelse	V	N;INDF;MASC+FEM;SG
加上	add	加上	add	V	N;INDF;NEUT;SG
加上	føj	加上	fyj	V	N;INDF;NEUT;SG
加上	plus	加上	plus	V	N;INDF;MASC+FEM;SG
食	spiser	食	spise	N	V;IND;PRS;FIN;ACT
食	spise	食	spise	N	V;NFIN;ACT
獨立	selvstændig	獨立	selvstændig	N	ADJ;INDF;MASC+FEM;SG
獨立	selvstændigt	獨立	selvstændigt	N	ADJ;INDF;NEUT;SG
獨立	uafhængig	獨立	uafhængig	N	ADJ;INDF;MASC+FEM;SG
獨立	uafhængige	獨立	uafhængig	N	ADJ;PL
獨立	uafhængigt	獨立	uafhængig	N	ADV
獨立	uafhængig	獨立	uafhængig	N	ADJ;INDF;MASC+FEM;SG
距離	distance	距離	distance	ADP	N;INDF;MASC+FEM;SG
距離	afstand	距離	afstand	ADP	N;INDF;MASC+FEM;SG
距離	afstande	距離	afstand	ADP	N;INDF;MASC+FEM;PL
距離	afstandene	距離	afstand	ADP	N;DEF;MASC+FEM;PL
社會	society	社會	society	N	
社會	socialt	社會	socialt	N	ADJ;INDF;NEUT;SG
加拿大	canada	加拿大	canada	PROPN	
公尺	måler	公尺	måle	N	V;IND;PRS;FIN;ACT
哥	broder	哥	brod	PROPN	N;INDF;MASC+FEM;SG
哥	brormand	哥	brormand	PROPN	N;INDF;MASC+FEM;SG
哥	brother	哥	brothe	PROPN	N;INDF;MASC+FEM;SG
哥	bror	哥	bror	PROPN	N;INDF;MASC+FEM;SG
歐洲	eu	歐洲	eu	PROPN	N;INDF;MASC+FEM;SG
歐洲	europe	歐洲	europe	PROPN	
歐洲	europa	歐洲	europa	PROPN	PROPN
歐洲	europæisk	歐洲	europæisk	PROPN	ADJ;INDF;SG
歐洲	europæiske	歐洲	europæisk	PROPN	ADJ;PL
像	gerne	像	gerne	ADP	ADV
像	like	像	like	ADP	
鐵路	rail	鐵路	rail	N	
居民	fastboende	居民	fastboende	N	V;PRS;V.PTCP
居民	bosiddende	居民	bosidde	N	ADJ
功能	funktionel	功能	funktionel	N	ADJ;INDF;MASC+FEM;SG
功能	funktionelle	功能	funktionel	N	ADJ;PL
功能	funktionelt	功能	funktionelt	N	ADJ;INDF;NEUT;SG
洪	hung	洪	hung	PROPN	N;INDF;MASC+FEM;SG
洪	hængt	洪	hænge	PROPN	V;INDF;SG;PST;V.PTCP
洪	hang	洪	hænge	PROPN	V;IMP
洪	hængte	洪	hænge	PROPN	V;IND;PST;FIN;ACT
洪	hong	洪	hong	PROPN	N;INDF;MASC+FEM;SG
利用	brug	利用	brug	V	N;INDF;MASC+FEM;SG
利用	anvendelse	利用	anvendelse	V	N;INDF;MASC+FEM;SG
利用	udnyttelse	利用	udnyttelse	V	N;INDF;MASC+FEM;SG
利用	udnyttelsesgrad	利用	udnyttelsesgrad	V	N;INDF;MASC+FEM;SG
平均	gennemsnitlige	平均	gennemsnitlig	ADV	ADJ;PL
平均	gennemsnitlig	平均	gennemsnitlig	ADV	ADJ;INDF;MASC+FEM;SG
平均	gennemsnit	平均	gennemsnit	ADV	N;INDF;NEUT;SG
平均	gns	平均	gns	ADV	N;INDF;NEUT;SG
侵	overgreb	侵	overgreb	ADP	N;INDF;NEUT;SG
侵	overfald	侵	overfald	ADP	N;INDF;NEUT;SG
侵	angreb	侵	angreb	ADP	N;INDF;NEUT;SG
雙	double	雙	doubel	NUM	
雙	dobbelt	雙	dobbel	NUM	ADJ;INDF;NEUT;SG
網	network	網	network	N	
網	netto	網	netto	N	ADV
施	shi	施	shi	PROPN	
演員	afgivne	演員	afgive	N	ADJ;PL
演員	støbt	演員	støbe	N	V;INDF;SG;PST;V.PTCP
演員	støbte	演員	støbte	N	V;PL;PST;V.PTCP
亞洲	asiatisk	亞洲	asiatisk	PROPN	ADJ;INDF;SG
亞洲	asiatiske	亞洲	asiatisk	PROPN	ADJ;PL
亞洲	asiater	亞洲	asiater	PROPN	N;INDF;MASC+FEM;PL
亞洲	asiat	亞洲	asiat	PROPN	ADJ;INDF;MASC+FEM;SG
亞洲	asien	亞洲	asien	PROPN	PROPN
亞洲	asia	亞洲	asia	PROPN	
全球	globalt	全球	global	N	ADV
全球	globe	全球	glob	N	ADJ;INDF;MASC+FEM;SG
全球	global	全球	global	N	ADJ;INDF;MASC+FEM;SG
全球	globalt	全球	global	N	ADV
全球	globale	全球	global	N	ADJ;PL
全部	alle	全部	al	DET	ADJ;PL
全部	alt	全部	al	DET	ADJ;NEUT;SG
北部	nordpå	北部	nordpå	N	ADV
北部	nordlige	北部	nordlig	N	ADJ;PL
北部	nordlige	北部	nordlig	N	ADJ;PL
北部	nordlig	北部	nordlig	N	ADJ;INDF;MASC+FEM;SG
運動	sports	運動	sports	N	
中共	cpc	中共	cpc	PROPN	N;INDF;MASC+FEM;SG
中共	ccp	中共	ccp	PROPN	
毛	grov	毛	grov	PROPN	ADJ;INDF;MASC+FEM;SG
毛	brutto	毛	brutto	PROPN	ADV
毛	ulækkert	毛	ulækker	PROPN	ADJ;INDF;NEUT;SG
毛	mao	毛	mao	PROPN	
直到	indtil	直到	indtil	ADP	CONJ
地球	jorden	地球	jord	PROPN	N;DEF;MASC+FEM;SG
地球	earth	地球	earth	PROPN	
地球	jord	地球	jord	PROPN	N;INDF;MASC+FEM;SG
地球	jordens	地球	jord	PROPN	N;GEN;DEF;MASC+FEM;SG
死亡	death	死亡	death	V	
死亡	død	死亡	død	V	N;INDF;MASC+FEM;SG
死亡	døden	死亡	død	V	N;DEF;MASC+FEM;SG
死亡	dødsfald	死亡	dødsfald	V	N;INDF;NEUT;PL
戰爭	war	戰爭	war	N	
作曲	komponere	作曲	komponer	N	V;NFIN;ACT
溪	creek	溪	creek	N	
邦	pong	邦	pong	PROPN	N;INDF;NEUT;SG
紅	rødt	紅	rød	N	ADJ;INDF;NEUT;SG
紅	røde	紅	rød	N	ADJ;PL
紅	rød	紅	rød	N	ADJ;INDF;MASC+FEM;SG
紅	red	紅	red	N	
唱片	optag	唱片	optag	N	V;IMP
唱片	record	唱片	record	N	
安全	sikre	安全	sikre	N	V;NFIN;ACT
安全	tryg	安全	tryg	N	ADJ;INDF;MASC+FEM;SG
安全	sikker	安全	sikker	N	ADJ;INDF;MASC+FEM;SG
安全	sikre	安全	sikre	N	V;NFIN;ACT
安全	sikker	安全	sikker	N	ADJ;INDF;MASC+FEM;SG
安全	sikret	安全	sikre	N	V;INDF;SG;PST;V.PTCP
玉	jade	玉	jade	PROPN	
勝	sheng	勝	sheng	N	
豪	howe	豪	howe	PROPN	
鄉	township	鄉	township	N	
通過	gennem	通過	gennem	ADP	ADV
通過	gennem	通過	gennem	ADP	ADV
通過	igennem	通過	igennem	ADP	ADV
通過	passere	通過	passere	ADP	V;NFIN;ACT
通過	aflevering	通過	aflevering	ADP	N;INDF;MASC+FEM;SG
通過	bestået	通過	bestå	ADP	V;INDF;SG;PST;V.PTCP
通過	pass	通過	pass	ADP	N;INDF;NEUT;SG
管	pipe	管	pipe		
管	pibe	管	pibe		N;INDF;MASC+FEM;SG
管	rør	管	røre		V;IMP
管	tube	管	tube		
管	rør	管	røre		V;IMP
強	kraftigt	強	kraftigt	N	ADV
強	stærke	強	stærk	N	ADJ;PL
強	kraftig	強	kraftig	N	ADJ;INDF;MASC+FEM;SG
強	stærkt	強	stærkt	N	ADV
強	strong	強	strong	N	
強	stærk	強	stærk	N	ADJ;INDF;MASC+FEM;SG
選舉	valg	選舉	valg	V	N;INDF;NEUT;SG
選舉	valg	選舉	valg	V	N;INDF;NEUT;SG
辛	sheen	辛	sheen	N	
辛	synd	辛	synd	N	ADJ
辛	xin	辛	xin	N	
漢	han	漢	han	PROPN	PRO;NOM;MASC+FEM;SG;3
計劃	plan	計劃	plan	V	N;INDF;MASC+FEM;SG
計劃	planerne	計劃	plan	V	N;DEF;MASC+FEM;PL
計劃	planer	計劃	plan	V	N;INDF;MASC+FEM;PL
男性	mandlige	男性	mandlig	N	ADJ;PL
男性	mandlig	男性	mandlig	N	ADJ;INDF;MASC+FEM;SG
鄭	zheng	鄭	zheng	PROPN	
鄭	jeong	鄭	jeong	PROPN	
鄭	jung	鄭	jung	PROPN	
基本	basic	基本	basic	N	
基本	grundlæggende	基本	grundlæggende	N	ADJ
蔡	tsai	蔡	tsai	PROPN	
蔡	cai	蔡	cai	PROPN	
葉	blade	葉	blad	PROPN	N;INDF;NEUT;PL
葉	blad	葉	blad	PROPN	N;INDF;NEUT;SG
葉	yip	葉	yip	PROPN	
單位	unit	單位	unit	N	
惠	megumi	惠	megumi	PROPN	
修	fix	修	fix	V	N;INDF;NEUT;SG
修	fiks	修	fiks	V	ADJ;INDF;MASC+FEM;SG
青年	unge	青年	ung	N	ADJ;PL
流	strømme	流	strømme	N	V;NFIN;ACT
流	stream	流	stream	N	
蒙古	mongolske	蒙古	mongolsk	PROPN	ADJ;PL
蒙古	mongoliet	蒙古	mongolium	PROPN	N;DEF;NEUT;SG
教	undervise	教	undervise	N	V;NFIN;ACT
教	undervise	教	undervise	N	V;NFIN;ACT
教	underviser	教	undervise	N	V;IND;PRS;FIN;ACT
解放	frigørelse	解放	frigørelse	V	N;INDF;MASC+FEM;SG
解放	befrielse	解放	befrielse	V	N;INDF;MASC+FEM;SG
解放	frigørelse	解放	frigørelse	V	N;INDF;MASC+FEM;SG
解放	befriet	解放	befri	V	N;DEF;NEUT;SG
解放	frigjorte	解放	frigjort	V	ADJ;PL
祖	joe	祖	joe	PROPN	
體	body	體	body	N	
球隊	hold	球隊	holde	N	V;IMP
球隊	hold	球隊	holde	N	V;IMP
左	venstre	左	venstre	N	ADJ
戴	dai	戴	dai	N	
戴	bære	戴	bære	N	V;NFIN;ACT
自然	naturligt	自然	naturlig	N	ADJ;INDF;NEUT;SG
自然	naturlige	自然	naturlig	N	ADJ;PL
自然	naturligt	自然	naturlig	N	ADJ;INDF;NEUT;SG
自然	naturlig	自然	naturlig	N	ADJ;INDF;MASC+FEM;SG
自然	natural	自然	natural	N	
自然	nature	自然	natur	N	
台北	taipei	台北	taipei	PROPN	N;INDF;NEUT;SG
澳門	macao	澳門	macao	PROPN	N;INDF;NEUT;SG
澳門	macao	澳門	macao	PROPN	N;INDF;NEUT;SG
經濟	økonomiske	經濟	økonomisk	N	ADJ;PL
經濟	økonomisk	經濟	økonomisk	N	ADV
傑	jie	傑	jie	PROPN	
傑	jay	傑	jay	PROPN	
切	cut	切	cut	ADV	
切	skære	切	skære	ADV	V;NFIN;ACT
切	klippet	切	klippe	ADV	N;DEF;NEUT;SG
切	snit	切	snit	ADV	N;INDF;NEUT;SG
切	klip	切	klip	ADV	N;INDF;NEUT;SG
切	skåret	切	skære	ADV	V;INDF;SG;PST;V.PTCP
一起	sammen	一起	sammen	N	ADV
越南	vietnam	越南	vietnam	PROPN	
越南	vietnamesiske	越南	vietnamesisk	PROPN	ADJ;PL
越南	vietnamesisk	越南	vietnamesisk	PROPN	ADJ;INDF;SG
權	kwon	權	kwon	PROPN	
快速	hurtig	快速	hurtig	N	ADJ;INDF;MASC+FEM;SG
快速	hurtigt	快速	hurtigt	N	ADV
快速	hurtige	快速	hurtig	N	ADJ;PL
快速	hurtig	快速	hurtig	N	ADJ;INDF;MASC+FEM;SG
快速	hurtigt	快速	hurtigt	N	ADV
快速	hurtige	快速	hurtig	N	ADJ;PL
學	lærer	學	lære	N	V;IND;PRS;FIN;ACT
學	lær	學	lær	N	V;IMP
百	hundrede	百	hundrede	PROPN	N;INDF;NEUT;SG
廣	bred	廣	bred	ADV	ADJ;INDF;MASC+FEM;SG
廣	brede	廣	bred	ADV	ADJ;PL
廣	bred	廣	bred	ADV	ADJ;INDF;MASC+FEM;SG
廣	bredt	廣	bred	ADV	ADJ;INDF;NEUT;SG
廣	brede	廣	bred	ADV	ADJ;PL
相同	identisk	相同	identisk	ADJ	V;INDF;SG;PST;V.PTCP
億	mia	億	mia	PROPN	
億	milliarder	億	milliard	PROPN	N;INDF;MASC+FEM;PL
億	milliard	億	milliard	PROPN	N;INDF;MASC+FEM;SG
松	pine	松	pin	PROPN	N;INDF;MASC+FEM;SG
