auseinander	בנפרד	auseinander	בנפרד	ADV	PROPN
mängel	חסרונות	mängeln	חסרון	ADJ	N;MASC;PL
mängel	פגמים	mängeln	פגם	ADJ	N;MASC;PL
mängel	פגמים	mängeln	פגם	ADJ	N;MASC;PL
medal	מדליית	medal	מדליה	PROPN	N;PSSD;FEM;SG
medal	עיטור	medal	עיטור	PROPN	N;MASC;SG
medal	מדליה	medal	מדליה	PROPN	N;FEM;SG
portrait	דיוקן	portrait	דיוקן	ADJ	N;MASC;SG
portrait	הדיוקן	portrait	הדיוקן	ADJ	N;MASC;SG
challenge	אתגר	challeng	אתגר		N;MASC;SG
challenge	האתגר	challeng	האתגר		PROPN
werten	הערכים	werten	הערך	V;NFIN	N;MASC;PL
werten	ערכים	werten	ערך	V;NFIN	N;MASC;PL
elektronischen	אלקטרונית	elektronisch	אלקטרוני	ADJ	ADV
fachzeitschrift	יומן	fachzeitschrift	יומן	ADJ	PROPN
salvador	סלבדור	salvador	סלבדור	PROPN	PROPN
saarland	saar	saarland	saar	PROPN	
dakota	דקוטה	dakota	דקוט	PROPN;NOM;MASC;SG	PROPN
untergang	יגון	untergehen	יגון	N	PROPN
untergang	אבוי	untergehen	אבוי	N	
untergang	דום	untergehen	דום	N	PROPN
untergang	אבדון	untergehen	אבדון	N	PROPN
rache	נקם	rachen	נקם	N;NOM;SG	
rache	נקמת	rachen	נקמה	N;NOM;SG	
dutzend	עשרות	dutzend	עשרות	ADJ	NUM;FEM;PL
dutzend	תריסר	dutzend	תריסר	ADJ	NUM;MASC;SG
dutzend	dozen	dutzend	dozen	ADJ	
egon	אגון	egon	אגון	PROPN;NOM;MASC;SG	PROPN
utrecht	אוטרכט	utrecht	אוטרכט	PROPN	PROPN
control	בקרה	control	בקרה	PROPN	N;FEM;SG
control	שליטה	control	שליטה	PROPN	N;FEM;SG
control	פיקוח	control	פיקוח	PROPN	N;MASC;SG
vorwürfe	טענות	vorwürfen	טענה	ADJ	N;FEM;PL
vorwürfe	האשמות	vorwürfen	האשמה	ADJ	N;FEM;PL
vorwürfe	האשמות	vorwürfen	האשמה	ADJ	N;FEM;PL
tiger	נמר	tiger	נמר	ADJ	
tiger	טייגר	tiger	טייגר	ADJ	PROPN
tiger	טיגריס	tiger	טיגריס	ADJ	PROPN
tiger	הנמרים	tiger	הנמר	ADJ	N;MASC;PL
tiger	נמרים	tiger	נמרה	ADJ	N;MASC;PL
finanziell	כלכלית	finanziell	כלכלי	ADJ	ADV
finanziell	פיננסי	finanziell	פיננסי	ADJ	PROPN
finanziell	כספים	finanziell	כסף	ADJ	N;MASC;PL
beamter	רישמי	beamt	רישמי	ADJ	PROPN
beamter	פקידים	beamt	פקיד	ADJ	N;MASC;PL
beamter	פקידי	beamt	פקיד	ADJ	N;MASC;PL
beamter	קצינה	beamt	קצין	ADJ	N;FEM;SG
beamter	שוטר	beamt	שוטר	ADJ	N;MASC;SG
beamter	קצין	beamt	קצין	ADJ	N;MASC;SG
beamter	שוטרת	beamt	שוטרה	ADJ	N;FEM;SG
allgemeines	כללי	allgemein	כלל	ADJ;NOM;NEUT;SG	N;MASC;PL
allgemeines	גנרל	allgemein	גנרל	ADJ;NOM;NEUT;SG	N;MASC;SG
lichtenberg	ליכטנברג	lichtenberg	ליכטנברג	PROPN;NOM;SG	PROPN
wang	ואנג	wang	ואנג	PROPN;NOM;MASC;SG	PROPN
wang	וונג	wang	וונג	PROPN;NOM;MASC;SG	PROPN
wang	וואנג	wang	וואנג	PROPN;NOM;MASC;SG	PROPN
liverpool	ליברפול	liverpool	ליברפול	PROPN	PROPN
ringer	מתאבקים	ring	התאבק	ADJ	V;MASC;PL;V.PTCP
ringer	היאבקות	ring	היאבקות	ADJ	N;FEM;SG
ringer	מתאבק	ring	התאבק	ADJ	V;MASC;SG;V.PTCP
identifiziert	זוהתה	identifizieren	זוהה	V;V.PTCP	
behauptungen	תביעות	behauptehen	תביעה	V;NFIN	N;FEM;PL
behauptungen	טענות	behauptehen	טענה	V;NFIN	N;FEM;PL
behauptungen	טענות	behauptehen	טענה	V;NFIN	N;FEM;PL
behauptungen	האשמות	behauptehen	האשמה	V;NFIN	N;FEM;PL
gerecht	הוגנת	rechen	הוגן	ADJ	ADV
gerecht	יריד	rechen	יריד	ADJ	
roll	רול	roll	רול	PROPN	PROPN
roll	גלגול	roll	גלגול	PROPN	PROPN
roll	גליל	roll	גליל	PROPN	N;MASC;SG
broadway	ברודוויי	broadway	ברודוויי	PROPN	PROPN
zerstörte	נהרס	zerstört	נהרס	ADJ;NOM;FEM;SG	V;MASC;SG;3;PST;MID
zerstörte	הושמד	zerstört	הושמד	ADJ;NOM;FEM;SG	V;MASC;SG;3;PST;PASS
zerstörte	הרס	zerstört	הרס	ADJ;NOM;FEM;SG	N;MASC;SG
zerstörte	הרוס	zerstört	הרוס	ADJ;NOM;FEM;SG	
zerstörte	נהרסו	zerstört	נהרס	ADJ;NOM;FEM;SG	V;PL;3;PST;MID
materie	משנה	materie	משנה	PROPN	N;MASC;SG
alaska	אלסקה	alaska	אלסקה	PROPN;NOM;MASC;SG	PROPN
lies	קראי	lesen	קראי		PROPN
lies	לקרוא	lesen	קרא		V;NFIN;ACT
lies	קרא	lesen	קרא		V;MASC;SG;3;PST;ACT
lies	קריאה	lesen	קריאה		N;FEM;SG
soul	הנשמה	soul	הנשמה	PROPN;SG	
soul	נפש	soul	נפש	PROPN;SG	N;FEM;SG
soul	נשמה	soul	נשמה	PROPN;SG	N;FEM;SG
schaut	תראי	schauen	תראי	V;IND;SG;3;PRS;FIN	V;SG;1;FUT;ACT
schaut	תראה	schauen	תראה	V;IND;SG;3;PRS;FIN	V;MASC;SG;3;FUT
schaut	תראו	schauen	ראה	V;IND;SG;3;PRS;FIN	
naturwissenschaften	מדע	naturwissenschaft	מדע	ADJ	
naturwissenschaften	מדעים	naturwissenschaft	מדע	ADJ	N;MASC;PL
barocke	בארוק	barock	בארוק	ADJ;NOM;FEM;PL	PROPN
matthew	מתיו	matthew	מתיו	PROPN	PROPN
argentinischer	ארגנטינאי	argentinisch	ארגנטינאי	ADJ	PROPN
argentinischer	ארגנטינה	argentinisch	ארגנטינה	ADJ	PROPN
argentinischer	ארגנטינאי	argentinisch	ארגנטינאי	ADJ	PROPN
positiven	חיובית	positiv	חיובי	ADJ	ADV
dunkle	אפל	dunkel	אפל	ADJ;NOM;FEM;PL	
dunkle	אפלה	dunkel	אפלה	ADJ;NOM;FEM;PL	PROPN
dunkle	חושך	dunkel	חושך	ADJ;NOM;FEM;PL	N;MASC;SG
dunkle	כהה	dunkel	כהה	ADJ;NOM;FEM;PL	
floh	פשפשים	fliehen	פשפש	V;IND;SG;3;FIN	N;MASC;PL
floh	הפשפשים	fliehen	הפשפש	V;IND;SG;3;FIN	N;MASC;PL
floh	פרעושים	fliehen	פרעוש	V;IND;SG;3;FIN	N;MASC;PL
helene	הלן	helen	הלן	PROPN;NOM;FEM;SG	PROPN
relief	הקלה	relaufen	הקלה		N;FEM;SG
vogt	ווגט	vogen	וזט	PROPN;NOM;SG	PROPN
vogt	פקיד	vogen	פקיד	PROPN;NOM;SG	N;MASC;SG
margarete	מרגרט	margaret	מרגרט	N;NOM;FEM;SG	PROPN
deutet	מציינת	deuten	ציין	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
ruprecht	רופרט	ruprecht	רופרט	PROPN	PROPN
religionen	דתיות	religion	דתי	N;NOM;PL	ADJ;FEM;PL
religionen	דת	religion	דת	N;NOM;PL	N;FEM;SG
religionen	דתי	religion	דתי	N;NOM;PL	N;MASC;SG
religionen	דתית	religion	דתי	N;NOM;PL	N;FEM;SG
religionen	דת	religion	דת	N;NOM;PL	N;FEM;SG
romanische	רומנסקית	romanisch	רומנסקי	ADJ;NOM;FEM;PL	PROPN
head	ראשה	head	ראשה	PROPN;NOM;SG	
head	הראש	head	הראש	PROPN;NOM;SG	
head	ראש	head	ראש	PROPN;NOM;SG	N;MASC;SG
head	ראשי	head	ראש	PROPN;NOM;SG	N;PSSD;MASC;PL
leonard	לאונרד	leonard	לאונרד	PROPN;NOM;SG	PROPN
disney	דיסני	disney	דיסני	PROPN;NOM;MASC;SG	PROPN
helm	הגאי	helm	הגאי		PROPN
helm	קסדה	helm	קסדה		N;FEM;SG
ruinen	הריסות	ruin	הריסה	V;NFIN	N;FEM;PL
ruinen	חורבות	ruin	חורבות	V;NFIN	
weißer	לבן	weiß	לבן	ADJ	
weißer	לבנה	weiß	לבן	ADJ	
orientierte	מונחה	orientieren	מונחה	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP;PASS
offenbach	אופנבך	offenbach	אופנבך	PROPN;NOM;SG	PROPN
sky	שמיים	sky	שמיים		N
sky	סקיי	sky	סקיי		PROPN
sky	שמים	sky	שמיים		N;MASC;PL
sky	השמים	sky	השמים		ADV
afrikanischen	אפריקאית	afrikanisch	אפריקני	ADJ;ACC;MASC;SG	PROPN
afrikanischen	אפריקאי	afrikanisch	אפריקאי	ADJ;ACC;MASC;SG	PROPN
afrikanischen	אפריקני	afrikanisch	אפריקני	ADJ;ACC;MASC;SG	PROPN
zeitalter	גילאים	zeitalter	גיל	ADJ	N;MASC;PL
zeitalter	עידן	zeitalter	עידן	ADJ	PROPN
externen	חיצונית	extern	חיצוני	ADJ	ADV
vision	חיזיון	vision	חיזיון		N;MASC;SG
vision	ראייה	vision	ראייה		N;FEM;SG
jorge	חורחה	jorge	חורחה	PROPN;NOM;MASC;SG	PROPN
kilogramm	קילוגרמים	kilogramm	קילוגרם	ADJ	N;MASC;PL
kilogramm	קילוגרם	kilogramm	קילוגרם	ADJ	N;MASC;SG
kilogramm	קילו	kilogramm	קילוגרם	ADJ	N;MASC;SG
rumänischer	רומניה	rumänisch	רומניה	ADJ	PROPN
rumänischer	רומנים	rumänisch	רומני	ADJ	N;MASC;PL
rumänischer	רומני	rumänisch	רומני	ADJ	PROPN
bassist	הבסיסט	bassist	הבסיסט	PROPN;NOM;SG	PROPN
bassist	בס	bassist	בס	PROPN;NOM;SG	
bassist	באס	bassist	None	PROPN;NOM;SG	PROPN
schwert	בלייד	schwern	בלייד		PROPN
schwert	חרבות	schwern	חרבות		N;FEM;PL
schwert	החרבות	schwern	החרבה		N;FEM;PL
elsass	אלזס	elsassen	אלזס	PROPN;NOM;SG	PROPN
schlagen	פעימה	schlagen	פעים	V;NFIN	N;FEM;SG
schlagen	חבטות	schlagen	חבטה	V;NFIN	N;FEM;PL
schlagen	סטירה	schlagen	סטירה	V;NFIN	N;FEM;SG
schlagen	סטירות	schlagen	סטירה	V;NFIN	N;FEM;PL
schlagen	פועם	schlagen	פועם	V;NFIN	PROPN
schlagen	מכות	schlagen	מכה	V;NFIN	N;FEM;PL
schlagen	אגרוף	schlagen	אגרוף	V;NFIN	N;MASC;SG
phoenix	הפניקס	phoenix	הפניקס	PROPN;NOM;SG	PROPN
phoenix	פניקס	phoenix	פניקס	PROPN;NOM;SG	PROPN
phoenix	פיניקס	phoenix	פיניקס	PROPN;NOM;SG	PROPN
eisenach	אייזנך	eisenach	אייזנך	PROPN;NOM;NEUT;SG	PROPN
glaubens	האמונה	glaubens	האמונה	N;NOM;NEUT;PL	
glaubens	פיית	glaubens	פיית	N;NOM;NEUT;PL	
glaubens	אמונה	glaubens	אמונה	N;NOM;NEUT;PL	N;FEM;SG
gewerkschaft	האיחוד	gewerkschaft	האיחוד	ADJ	PROPN
gewerkschaft	איגוד	gewerkschaft	איגוד	ADJ	N;MASC;SG
gewerkschaft	איחוד	gewerkschaft	None	ADJ	N;MASC;SG
gewerkschaft	האיגודים	gewerkschaft	האיגוד	ADJ	N;MASC;PL
touristen	תיירים	tourist	תייר		N;MASC;PL
touristen	תיירות	tourist	תיירות		N;FEM;SG
touristen	תיירת	tourist	תייר		N;FEM;SG
touristen	תיירים	tourist	תייר		N;MASC;PL
touristen	תיירות	tourist	תיירות		N;FEM;SG
geschwister	אחים	geschwister	אח	ADJ	N;PL
oregon	אורגון	oregon	אורגון	PROPN;NOM;SG	PROPN
christina	כריסטינה	christina	כריסטינה	PROPN;NOM;FEM;SG	PROPN
christina	קריסטינה	christina	קריסטינה	PROPN;NOM;FEM;SG	PROPN
normen	נורמות	normen	נורמה	V;NFIN	N;FEM;PL
normen	סטנדרטים	normen	לסטנדרט	V;NFIN	N;MASC;PL
normen	התקנים	normen	התקן	V;NFIN	N;MASC;PL
ansässig	תושבת	ansässig	תושבת	ADJ	V;FEM;SG;V.PTCP;ACT
ansässig	תושב	ansässig	תושב	ADJ	N;MASC;SG
ansässig	מתמחה	ansässig	התמחה	ADJ	V;MASC;SG;V.PTCP
erkrankungen	מחלה	erkrankung	מחלה	N;NOM;FEM;PL	N;FEM;SG
agentur	סוכנות	agentur	סוכנות	PROPN;NOM;SG	N;FEM;SG
agentur	הסוכנות	agentur	הסוכנות	PROPN;NOM;SG	N;FEM
iwan	איוואן	iwan	איוואן	PROPN;NOM;MASC;SG	PROPN
iwan	איוון	iwan	איוון	PROPN;NOM;MASC;SG	PROPN
blüte	פריחת	blüt	פריחה	N;NOM;FEM;SG	PROPN
blüte	פורח	blüt	פורח	N;NOM;FEM;SG	
blüte	פרח	blüt	פרח	N;NOM;FEM;SG	PROPN
blüte	בלום	blüt	בלום	N;NOM;FEM;SG	PROPN
blüte	יפרח	blüt	פרח	N;NOM;FEM;SG	PROPN
blüte	מלבלב	blüt	מלבלב	N;NOM;FEM;SG	PROPN
blüte	פורחת	blüt	פורח	N;NOM;FEM;SG	
zweitens	שנית	zweitens	שנית	ADV	
punk	פרחח	punk	פרחח	PROPN;SG	PROPN
punk	פאנק	punk	פאנק	PROPN;SG	PROPN
ausländische	זר	ausländisch	זר	ADJ;NOM;FEM;PL	ADJ;MASC;SG
ausländische	זרה	ausländisch	זרה	ADJ;NOM;FEM;PL	
ausländische	זרות	ausländisch	זרות	ADJ;NOM;FEM;PL	
dell	דל	dell	דל	PROPN;NOM;MASC;SG	ADJ;MASC;SG
digitalen	דיגיטלית	digital	דיגיטלי	ADJ;ACC;MASC;SG	PROPN
digitalen	דיגיטלי	digital	דיגיטלי	ADJ;ACC;MASC;SG	PROPN
enger	להדק	eng	None	ADJ	V;NFIN
tabellen	שולחנות	tabell	שולחנות	V;NFIN	N;MASC;PL
überprüft	בדק	überprüfen	בדק	V;V.PTCP	PROPN
überprüft	אומת	überprüfen	אומת	V;V.PTCP	
einladung	להזמנה	einladung	הזמנה	N;FEM;SG	V;NFIN;ACT
einladung	ההזמנה	einladung	ההזמן	N;FEM;SG	PROPN
einladung	להזמנה	einladung	הזמנה	N;FEM;SG	V;NFIN;ACT
stadtverwaltung	עירייה	stadtverwaltung	עירייה	PROPN	N;FEM;SG
stadtverwaltung	עיריית	stadtverwaltung	עירייה	PROPN	N;PSSD;FEM;SG
legislaturperiode	המחוקקת	legislaturperiode	המחוקק	ADJ;NOM;FEM;SG	N;FEM;SG
slowenien	סלובניה	slowenien	סלובניה	PROPN	PROPN
disziplinen	משמעת	disziplin	משמעת	N;NOM;PL	N;FEM;SG
finnischer	פיני	finnisch	פיני	ADJ	PROPN
finnischer	פינית	finnisch	פיני	ADJ	PROPN
alltag	יומיומי	alltag	יומיומי	PROPN	PROPN
ausländischen	זרה	ausländisch	זרה	ADJ	
ausländischen	זרות	ausländisch	זרות	ADJ	
gesungen	שרתי	singen	שרתי	V;V.PTCP	N;PSSD;MASC;PL
gesungen	סאנג	singen	סאנג	V;V.PTCP	PROPN
gesungen	שרים	singen	שר	V;V.PTCP	N;MASC;PL
gesungen	שירה	singen	שירה	V;V.PTCP	
gesungen	שר	singen	שר	V;V.PTCP	N;MASC;SG
gesungen	סונג	singen	סונג	V;V.PTCP	PROPN
türken	טרק	türken	טרק	N;PL	PROPN
türken	טורק	türken	טורק	N;PL	PROPN
hawaii	הוואי	hawaii	הוואי	PROPN;NOM;SG	PROPN
zeitweilig	זמנית	zeitweilig	זמנית	ADJ	ADV
zeitweilig	זמנית	zeitweilig	זמנית	ADJ	ADV
zeitweilig	זמני	zeitweilig	זמני	ADJ	
jährlichen	שנתי	jährlich	שנתי	ADJ	PROPN
jährlichen	שנתית	jährlich	שנתי	ADJ	ADV
jährlichen	השנתי	jährlich	השנתי	ADJ	V;SG;1;PST;ACT
jährlichen	שנתי	jährlich	שנתי	ADJ	PROPN
jährlichen	שנתית	jährlich	שנתי	ADJ	ADV
akademische	אקדמי	akademisch	אקדמי	ADJ;NOM;FEM;PL	ADJ;MASC;SG
akademische	אקדמית	akademisch	אקדמי	ADJ;NOM;FEM;PL	ADV
gelehrten	מלומדים	gelehrt	מלומדים	ADJ;PL	PROPN
gelehrten	מלומד	gelehrt	לומד	ADJ;PL	
mine	מוקש	mine	מוקש		V;MASC;SG;V.PTCP;PASS
überleben	שורד	überleben	שורד	V;NFIN	PROPN
überleben	הישרדות	überleben	הישרדות	V;NFIN	N;FEM;SG
überleben	שורד	überleben	שורד	V;NFIN	PROPN
überleben	הישרדות	überleben	הישרדות	V;NFIN	N;FEM;SG
gelassen	שאנן	gelassen	שאנן	V;V.PTCP	PROPN
école	אקול	école	אקול	PROPN;NOM;MASC;SG	PROPN
anpassung	התאמות	anpassung	התאמה	N;NOM;FEM;SG	N;FEM;PL
flach	דירה	flach	דירה	ADJ	N;FEM;SG
flach	שטוחה	flach	שטוח	ADJ	
flach	במול	flach	במול	ADJ	PROPN
flach	שטוח	flach	שטוח	ADJ	
flach	שטחית	flach	שטחי	ADJ	ADV
flach	שטחי	flach	שטח	ADJ	PROPN
entwickler	מפתחים	entwickl	פיתח		V;MASC;PL;V.PTCP;ACT
entwickler	יזם	entwickl	יזם		PROPN
entwickler	מפתח	entwickl	מפתח		N;MASC;SG
entwickler	מפתחים	entwickl	פיתח		V;MASC;PL;V.PTCP;ACT
schwedisch	שוודי	schwedisch	שוודי	ADJ	PROPN
kostenlos	חופשי	kostenlos	חופשי	ADJ	PROPN
kostenlos	חינם	kostenlos	חינם	ADJ	PROPN
kostenlos	free	kostenlos	free	ADJ	
kostenlos	בחינם	kostenlos	בחינם	ADJ	
under	תחת	under	תחת		ADP
under	מתחת	under	מתחת		ADP
individuen	יחידים	individuen	יחיד		ADJ;MASC;PL
tausende	אלפים	tausende	אלפים	N;NOM;FEM;PL	NUM;MASC;PL
anwesenheit	נוכחות	anwesenheit	נוכחות	ADJ	N;FEM;SG
anwesenheit	נוכחות	anwesenheit	נוכחות	ADJ	N;FEM;SG
liedern	שירים	liedern	שיר	V;NFIN	N;MASC;PL
liedern	השירים	liedern	השיר	V;NFIN	N;MASC;PL
israelischen	ישראלית	israelisch	ישראלי	ADJ;PL	PROPN
israelischen	ישראלי	israelisch	ישראלי	ADJ;PL	N;MASC;SG
israelischen	israeli	israelisch	israeli	ADJ;PL	
israelischen	ישראליות	israelisch	ישראלי	ADJ;PL	N;FEM;PL
israelischen	ישראלים	israelisch	ישראלי	ADJ;PL	N;MASC;PL
freude	תענוג	freude	תענוג		N;MASC;SG
freude	עונג	freude	עונג		PROPN
freude	שמחה	freude	שמחה		PROPN
freude	אושר	freude	אושר		PROPN
freude	העונג	freude	העונג		ADV
freude	הנאה	freude	הנאה		N;FEM;SG
freude	תענוג	freude	תענוג		N;MASC;SG
freude	עונג	freude	עונג		PROPN
rotterdam	רוטרדם	rotterdam	רוטרדם	PROPN	PROPN
unterzeichnete	חתום	unterzeichnen	חתום	V;IND;SG;3;PST;FIN	PROPN
unterzeichnete	חתומה	unterzeichnen	חתומה	V;IND;SG;3;PST;FIN	N;FEM;SG
unterzeichnete	חתם	unterzeichnen	חתם	V;IND;SG;3;PST;FIN	PROPN
effekte	האפקט	effekt	האפקט	N;NOM;PL	N;MASC;SG
effekte	השפעה	effekt	השפעה	N;NOM;PL	N;FEM;SG
effekte	אפקט	effekt	אפקט	N;NOM;PL	N;MASC;SG
gletscher	קרחון	gletsch	קרחון		PROPN
gletscher	קרחונים	gletsch	קרחון		N;MASC;PL
versenkt	טבעה	versenken	טבעה	V;V.PTCP	N;FEM;SG
versenkt	טבעה	versenken	טבעה	V;V.PTCP	N;FEM;SG
indische	הודית	indisch	הודי	ADJ;NOM;FEM;PL	ADV
indische	אינדיאני	indisch	אינדיאני	ADJ;NOM;FEM;PL	PROPN
indische	הודי	indisch	הודי	ADJ;NOM;FEM;PL	
bekämpfung	קרבית	bekämpfung	קרבית	N;SG	ADV
bekämpfung	קרבי	bekämpfung	קרבי	N;SG	PROPN
essay	חיבורים	essey	חיבור		N;MASC;PL
operationen	פעולות	operation	פעולה	V;NFIN	N;FEM;PL
operationen	מבצעים	operation	מבצע	V;NFIN	N;MASC;PL
operationen	ניתוח	operation	ניתוח	V;NFIN	N;MASC;SG
operationen	כירורגיה	operation	כירורגיה	V;NFIN	N
operationen	ניתוחים	operation	ניתוח	V;NFIN	N;MASC;PL
stetig	יציבה	stetig	יציב	ADJ	N;FEM;SG
stetig	בהתמדה	stetig	בהתמדה	ADJ	ADV
homburg	הומבורג	homburg	הומבורג	PROPN;NOM;MASC;SG	PROPN
montana	מונטנה	montana	מונטנה	PROPN;NOM;SG	PROPN
kontinuierlich	ברציפות	kontinuierlich	ברציפות	ADJ	
kontinuierlich	מתמשך	kontinuierlich	התמשך	ADJ	V;MASC;SG;V.PTCP
kontinuierlich	רציף	kontinuierlich	רציף	ADJ	
wayne	ויין	waynen	ויין	PROPN;NOM;MASC;SG	PROPN
wayne	ווין	waynen	ווין	PROPN;NOM;MASC;SG	PROPN
wayne	וויין	waynen	מוויין	PROPN;NOM;MASC;SG	PROPN
erobert	כבש	erobern	כבש	V;V.PTCP	PROPN
erobert	כובש	erobern	כבש	V;V.PTCP	PROPN
verwundet	פצועה	verwunden	פצע	V;V.PTCP	N;FEM;SG
verwundet	פצועים	verwunden	פצוע	V;V.PTCP	N;MASC;PL
verwundet	פצוע	verwunden	פצוע	V;V.PTCP	N;MASC;SG
klöster	מנזר	klöst	מנזר	ADJ	PROPN
klöster	מנזרים	klöst	מנזר	ADJ	N;MASC;PL
kaiserin	קיסרית	kaiserin	קיסרי	PROPN;NOM;FEM;SG	PROPN
kaiserin	הקיסרית	kaiserin	הקיסרית	PROPN;NOM;FEM;SG	PROPN
meier	מאייר	meier	מאייר	PROPN;NOM;MASC;SG	PROPN
soundtrack	פסקול	soundtrack	פסקול	PROPN	PROPN
morris	מוריס	morris	הוריס	PROPN;NOM;MASC;SG	PROPN
gertrud	גרטרוד	gertrude	גרטרוד	PROPN;NOM;SG	PROPN
malte	צבוע	malen	צבוע	V;IND;SG;3;PST;FIN	PROPN
malte	צבועה	malen	צבוע	V;IND;SG;3;PST;FIN	N;FEM;SG
malte	צייר	malen	צייר	V;IND;SG;3;PST;FIN	PROPN
hitlers	היטלר	hitlers	היטלר	PROPN;NOM;MASC;SG	PROPN
pkw	מכוניות	pkw	מכונית		N;FEM;PL
pkw	מכוניות	pkw	מכונית		N;FEM;PL
pkw	הרכב	pkw	הרכב		N;MASC;SG
pkw	מכונית	pkw	מכונית		N;FEM;SG
pkw	רכב	pkw	רכב		N;MASC;SG
größen	מידות	groß	מידה	V;NFIN	N;FEM;PL
geographischen	גיאוגרפי	geographisch	גיאוגרפי	ADJ;NOM;PL	PROPN
dnb	dnb	dnb	dnb	;SG	
öffnung	צמצם	öffnung	צמצם	ADJ;SG	N;MASC;SG
öffnung	פתיחות	öffnung	פתיחות	ADJ;SG	N;FEM;SG
öffnung	פתיחה	öffnung	פתיחה	ADJ;SG	N;FEM;SG
petra	פטרה	petra	פטרה	PROPN;NOM;FEM;SG	PROPN
lateinisch	לטינית	lateinisch	לטיני	ADJ	ADV
lateinisch	לטיני	lateinisch	לטיני	ADJ	PROPN
lateinisch	בלטינית	lateinisch	בלטיני	ADJ	ADV
lateinisch	הלטינית	lateinisch	הלטיני	ADJ	ADV
geschlossene	מצרף	geschlossen	מצרף	ADJ;NOM;FEM;PL	V;MASC;SG;V.PTCP;ACT
geschlossene	סגור	geschlossen	סגור	ADJ;NOM;FEM;PL	
geschlossene	סגורה	geschlossen	סגור	ADJ;NOM;FEM;PL	ADJ;FEM;SG
betreuung	תומך	betreuung	תמך	N;SG	V;MASC;SG;V.PTCP;ACT
betreuung	התמיכה	betreuung	התמיך	N;SG	V;FEM;SG;3;PST;ACT
betreuung	אכפת	betreuung	אכפת	N;SG	
lebensmittel	מזון	lebensmittel	מזון		N;MASC;SG
lebensmittel	אוכל	lebensmittel	אוכל		N;MASC;SG
lebensmittel	מאכל	lebensmittel	מאכל		N;MASC;SG
lebensmittel	מזון	lebensmittel	מזון		N;MASC;SG
lebensmittel	מזונות	lebensmittel	מזונה		V;MASC;PL;V.PTCP;PASS
lebensmittel	מאכלים	lebensmittel	איכל		N;MASC;PL
lebensmittel	מכולת	lebensmittel	מכולה		N;FEM;SG
objektiv	עדשה	objektiv	עדש	ADJ	N;FEM;SG
objektiv	מטרה	objektiv	מטרה	ADJ	N;FEM;SG
objektiv	אובייקטיבי	objektiv	אובייקטיבי	ADJ	N;MASC;SG
objektiv	המטרה	objektiv	המטרה	ADJ	PROPN
objektiv	עדשות	objektiv	עדשה	ADJ	N;FEM;PL
objektiv	אובייקטיבית	objektiv	אובייקטיבי	ADJ	ADV
personenverkehr	הנוסע	personenverkehr	הנוסע	ADJ	PROPN
personenverkehr	נוסע	personenverkehr	נסע	ADJ	V;MASC;SG;V.PTCP;ACT
personenverkehr	נוסעת	personenverkehr	נוסע	ADJ	V;FEM;SG;V.PTCP;ACT
geometrie	גאומטריה	geometrie	גאומטריה		N;FEM;SG
geometrie	גיאומטריה	geometrie	גיאומטריה		PROPN
bosnien	בוסניה	bosneinen	בוסניה	PROPN;NOM;SG	PROPN
now	כעת	now	כעת	PROPN	ADV
now	עכשיו	now	עכשיו	PROPN	ADV
zerstörer	משחתות	zerstörer	משחתה		N;FEM;PL
zerstörer	משמידים	zerstörer	השמיד		V;MASC;PL;V.PTCP;ACT
zerstörer	משחתת	zerstörer	משחתת		N;FEM;SG
zerstörer	משמיד	zerstörer	השמיד		V;MASC;SG;V.PTCP;ACT
wright	רייט	wright	רייט	PROPN;NOM;SG	PROPN
sergei	סרגיי	sergei	סרגיי	PROPN;NOM;MASC;SG	PROPN
sergei	סרגיי	sergei	סרגיי	PROPN;NOM;MASC;SG	PROPN
bonner	בונר	bonn	בונר	PROPN;NOM;SG	PROPN
wohnsitz	תושבת	wohnsitz	תושבת	ADJ	V;FEM;SG;V.PTCP;ACT
wohnsitz	תושב	wohnsitz	תושב	ADJ	N;MASC;SG
wohnsitz	מתמחה	wohnsitz	התמחה	ADJ	V;MASC;SG;V.PTCP
wohnsitz	מגורים	wohnsitz	מגורים	ADJ	N;MASC;PL
alpha	אלפא	alpha	אלפא		PROPN
berkeley	ברקלי	berkeley	ברקלי	PROPN;NOM;SG	PROPN
schnee	שלג	schnen	שלג		PROPN
angel	מלאך	angel	מלאך	PROPN;NOM;MASC;SG	PROPN
angel	מלאכית	angel	מלאכי	PROPN;NOM;MASC;SG	PROPN
vorgeschichte	רקע	vorgeschicht	רקע	ADJ;NOM;SG	N;MASC;SG
vorgeschichte	הרקע	vorgeschicht	הרקע	ADJ;NOM;SG	
hartmut	דורין	hartmun	דורין	PROPN;NOM;MASC;SG	PROPN
funk	פאנק	funk	פאנק	ADJ	PROPN
herrmann	הרמן	herrmann	הרמן	PROPN;NOM;SG	PROPN
troll	טרולים	troll	טרול	PROPN;SG	N;MASC;PL
mythos	מיתוס	mythos	מיתוס		N;MASC;SG
