伴侶	partenere	伴侶	partenere	N	ADJ;INDF;FEM;PL
離心	centrifugă	離心	centrifug	N	ADJ;INDF;FEM;SG
離心	centrifugale	離心	centrifugal	N	ADJ;INDF;FEM;PL
麻美	asami	麻美	asami	PROPN	
跨國	transnaționale	跨國	transnațional	V	ADJ;INDF;FEM;PL
貝多芬	beethoven	貝多芬	beethoven	PROPN	PROPN
批發	angro	批發	angro	V	N;INDF;MASC;SG
勒索	extorcare	勒索	extorcare	V	N;INDF;FEM;SG
突顯	repere	突顯	repere	V	N;INDF;FEM;PL
僱員	angajat	僱員	angaja	N	ADJ;INDF;MASC;SG
僱員	angajată	僱員	angajat	N	ADJ;INDF;FEM;SG
僱員	angajați	僱員	angaja	N	V;IND;PL;2;IPFV;FIN
僱員	angajati	僱員	angaja	N	ADJ;INDF;MASC;PL
附帶	garanții	附帶	garanție		N;INDF;FEM;PL
附帶	colaterale	附帶	colateral		ADJ;INDF;FEM;PL
行進	marș	行進	marș	V	N;INDF;MASC;SG
獨奏	solist	獨奏	solist	V	N;INDF;MASC;SG
獨奏	solo	獨奏	solo	V	N;INDF;MASC;SG
山陽	sanyo	山陽	sanyo	PROPN	N;INDF;MASC;SG
敏捷	agil	敏捷	agil	ADJ	ADV
敏捷	agilitate	敏捷	agilitate	ADJ	N;INDF;FEM;SG
自豪	mândră	自豪	mândru	N	ADJ;INDF;FEM;SG
自豪	mandra	自豪	mandra	N	
自豪	mândru	自豪	mândru	N	ADJ;INDF;MASC;SG
致電	apel	致電	apel	V	N;INDF;MASC;SG
致電	call	致電	call	V	N;INDF;MASC;SG
報仇	răzbunarea	報仇	răzbunare	V	N;DEF;FEM;SG
報仇	razbunare	報仇	razbunare	V	N;INDF;FEM;SG
報仇	răzbunare	報仇	răzbunare	V	N;INDF;FEM;SG
可	variabil	可	variabil	V	ADJ;INDF;MASC;SG
可	variabilă	可	variabilă	V	N;INDF;FEM;SG
可	variabile	可	variabilă	V	N;INDF;FEM;PL
可	variabila	可	variabilă	V	N;DEF;FEM;SG
中	intermediari	中	intermediar	N	ADJ;INDF;MASC;PL
亞	asiaticii	亞	asiatică	PROPN	N;DEF;MASC;PL
亞	asiatici	亞	asiatic	PROPN	ADJ;INDF;MASC;PL
飽和	saturație	飽和	saturație	V	N;INDF;FEM;SG
飽和	saturate	飽和	satura	V	ADJ;INDF;FEM;PL
飽和	saturat	飽和	saturat	V	ADJ;INDF;MASC;SG
異形	alien	異形	alien	N	PROPN
異形	străin	異形	străin	N	ADJ;INDF;MASC;SG
英特爾	intel	英特爾	intel	PROPN	PROPN
籃	coș	籃	coș	N	
哥倫布	columbus	哥倫布	columbus	PROPN	N;INDF;MASC;SG
哥倫布	columb	哥倫布	columb	PROPN	PROPN
婆羅	borneo	婆羅	borneo	PROPN	PROPN
負荷	sarcină	負荷	sarcină	V	N;INDF;FEM;SG
威士忌	whiskey	威士忌	whiskey	N	PROPN
靜態	statice	靜態	static	N	ADJ;INDF;FEM;PL
靜態	statică	靜態	static	N	ADJ;INDF;FEM;SG
靜態	static	靜態	static	N	ADV
收縮	psihiatru	收縮	psihiatru	V	N;INDF;MASC;SG
美援	usaid	美援	usaid	PROPN	N;INDF;MASC;SG
鎧甲	armură	鎧甲	armură	PROPN	N;INDF;FEM;SG
鎧甲	armura	鎧甲	armură	PROPN	N;DEF;FEM;SG
鎧甲	armuri	鎧甲	arm	PROPN	N;INDF;FEM;PL
丸山	maruyama	丸山	maruyama	PROPN	
忠實	credincios	忠實	credincios	ADV	N;INDF;MASC;SG
忠實	credincioasă	忠實	credincios	ADV	ADJ;INDF;FEM;SG
狹義	înguste	狹義	îngust	N	ADJ;INDF;FEM;PL
狹義	îngustă	狹義	îngust	N	ADJ;INDF;FEM;SG
狹義	restrânge	狹義	restrânge	N	V;IND;SG;3;PRS;FIN
狹義	îngust	狹義	îngust	N	ADJ;INDF;MASC;SG
崇高	nobil	崇高	nobil	N	ADJ;INDF;MASC;SG
崇高	nobilă	崇高	nobil	N	ADJ;INDF;FEM;SG
崇高	nobile	崇高	nobil	N	ADJ;INDF;FEM;PL
崇高	sublim	崇高	sublim	N	ADJ;INDF;MASC;SG
古	paleontologic	古	paleontologic	PART	ADJ;INDF;MASC;SG
均勻	uniforma	均勻	uniformă	ADJ	N;DEF;FEM;SG
均勻	uniformă	均勻	uniformă	ADJ	N;INDF;FEM;SG
均勻	uniforme	均勻	uniformă	ADJ	N;INDF;FEM;PL
均勻	uniform	均勻	uniform	ADJ	ADV
未	tentativă	未	tentativă	ADV;NEG	N;INDF;FEM;SG
未	tentativa	未	tentativa	ADV;NEG	N;DEF;FEM;SG
遺忘	uitare	遺忘	uitar	V	N;INDF;FEM;SG
遺忘	uitare	遺忘	uitar	V	N;INDF;FEM;SG
遺忘	uitat	遺忘	uita	V	ADJ;INDF;MASC;SG
遺忘	uitată	遺忘	uitat	V	ADJ;INDF;FEM;SG
遺忘	uitate	遺忘	uitat	V	ADJ;INDF;FEM;PL
歌舞	kabuki	歌舞	kabuki	N	
酗酒	alcoolism	酗酒	alcoolism	V	N;INDF;MASC;SG
控制	control	控制	control	V	N;INDF;MASC;SG
控制	controlul	控制	control	V	N;DEF;MASC;SG
篩選	filtrează	篩選	filtra	N	V;IND;3;PRS;FIN
博覽	expo	博覽	expo	N	
重逢	reuniunea	重逢	reuniune	V	N;DEF;FEM;SG
重逢	reuniune	重逢	reuniune	V	N;INDF;FEM;SG
變態	pervers	變態	pervers	N	ADJ;INDF;MASC;SG
預估	prognoză	預估	prognoză	V	N;INDF;FEM;SG
預估	previziune	預估	previziune	V	N;INDF;FEM;SG
預估	prognoza	預估	prognoza	V	N;DEF;FEM;SG
預估	previziuni	預估	previziune	V	N;INDF;FEM;PL
預估	estimarea	預估	estimare	V	N;DEF;FEM;SG
預估	estimare	預估	estimare	V	N;INDF;FEM;SG
預估	estimat	預估	estima	V	ADJ;INDF;MASC;SG
預估	estimată	預估	estima	V	ADJ;INDF;FEM;SG
預估	estimate	預估	estimat	V	ADJ;INDF;FEM;PL
桿菌	bacillus	桿菌	bacillus	N	PROPN
渾	hun	渾	hun		N;INDF;MASC;SG
盲人	orbi	盲人	orbi	N	ADJ;INDF;MASC;PL
盲人	oarba	盲人	oarbă	N	ADJ;DEF;FEM;SG
盲人	orb	盲人	orb	N	ADJ;INDF;MASC;SG
盲人	oarbă	盲人	orb	N	ADJ;INDF;FEM;SG
羚羊	oryx	羚羊	oryx	PROPN	
羚羊	antilopă	羚羊	antilopă	PROPN	N;INDF;FEM;SG
自發	spontane	自發	spontan	V	ADJ;INDF;FEM;PL
自發	spontană	自發	spontană	V	ADJ;INDF;FEM;SG
自發	spontan	自發	spontan	V	ADV
自發	spontan	自發	spontan	V	ADV
田納西	tennessee	田納西	tennessee	PROPN	PROPN
綠化	verdeață	綠化	verdeață	V	N;INDF;FEM;SG
綠化	ecologizarea	綠化	ecologizare	V	N;DEF;FEM;SG
佗	tuo	佗	tuo	PROPN	
盧布	ruble	盧布	rublă	PROPN	N;INDF;FEM;PL
盧布	ruble	盧布	rublă	PROPN	N;INDF;FEM;PL
遺失	pierdut	遺失	pierdut	V	ADJ;INDF;MASC;SG
遺失	pierdute	遺失	pierdut	V	ADJ;INDF;FEM;PL
遺失	pierdută	遺失	pierde	V	ADJ;INDF;FEM;SG
遺失	lost	遺失	lost	V	N;INDF;MASC;SG
遺失	lipsă	遺失	lipsă	V	N;INDF;FEM;SG
爆裂	izbucni	爆裂	izbucni	N	V;IND;SG;3;PST;FIN
心智	mintală	心智	mintal	N	ADJ;INDF;FEM;SG
心智	mentale	心智	mental	N	ADJ;INDF;FEM;PL
心智	mental	心智	mental	N	ADJ;INDF;MASC;SG
心智	mentală	心智	mental	N	ADJ;INDF;FEM;SG
多哥	togo	多哥	togo	PROPN	PROPN
公然	flagrantă	公然	flagrant	N	ADJ;INDF;FEM;SG
公然	flagrantă	公然	flagrant	N	ADJ;INDF;FEM;SG
所有	proprietar	所有	proprietar	DET	N;INDF;MASC;SG
所有	proprietarul	所有	proprietar	DET	N;DEF;MASC;SG
所有	proprietarii	所有	proprietar	DET	N;DEF;MASC;PL
所有	proprietari	所有	proprietar	DET	N;INDF;MASC;PL
所有	proprietarilor	所有	proprietar	DET	N;DEF;MASC;PL
園藝	horticole	園藝	horticol	N	ADJ;INDF;FEM;PL
閃耀	strălucească	閃耀	străluci	N	V;SBJV;3;PRS;FIN
流利	fluent	流利	fluent	V	ADV
流利	fluent	流利	fluent	V	ADV
監測	monitorizate	監測	monitoriza	V	ADJ;INDF;FEM;PL
監測	monitorizat	監測	monitoriza	V	ADJ;INDF;MASC;SG
監測	monitorizată	監測	monitorizat	V	ADJ;INDF;FEM;SG
監測	monitorizarea	監測	monitorizare	V	N;DEF;FEM;SG
監測	monitorizare	監測	monitorizare	V	N;INDF;FEM;SG
監測	monitor	監測	monitor	V	N;INDF;MASC;SG
監測	monitorul	監測	monitor	V	N;DEF;MASC;SG
濱田	hamada	濱田	hamadă	PROPN	N;DEF;FEM;SG
強勁	robust	強勁	robust	N	ADJ;INDF;MASC;SG
怨恨	resentimente	怨恨	resentiment	V	N;INDF;FEM;PL
巴格達	bagdad	巴格達	bagdad	PROPN	N;INDF;MASC;SG
解脫	deliverance	解脫	deliverance	V	N;INDF;FEM;PL
征服	cuceritorul	征服	cuceritor	V	N;DEF;MASC;SG
征服	cuceritor	征服	cuceritor	V	ADJ;INDF;MASC;SG
開朗	vesel	開朗	vesel	N	ADJ;INDF;MASC;SG
開朗	veselă	開朗	vesel	N	ADJ;INDF;FEM;SG
開朗	voios	開朗	voios	N	ADJ;INDF;MASC;SG
引渡	extrădare	引渡	extrădare	V	N;INDF;FEM;SG
引渡	extrădarea	引渡	extrădare	V	N;DEF;FEM;SG
斷裂	fractură	斷裂	fractură	V	N;INDF;FEM;SG
斷裂	fractura	斷裂	fractură	V	N;DEF;FEM;SG
斷裂	fracturat	斷裂	fractura	V	ADJ;INDF;MASC;SG
殘留	reziduuri	殘留	reziduu	V	N;INDF;FEM;PL
殘留	reziduu	殘留	reziduu	V	N;INDF;MASC;SG
安撫	pacificare	安撫	pacificare	V	N;INDF;FEM;SG
鶯	inge	鶯	inge	PROPN	PROPN
著	debarcarea	著	debarcare	PART;PROG	N;DEF;FEM;SG
著	aterizarea	著	aterizare	PART;PROG	N;DEF;FEM;SG
著	debarcare	著	debarcare	PART;PROG	N;INDF;FEM;SG
著	aterizare	著	aterizare	PART;PROG	N;INDF;FEM;SG
