til	برای	til	برای	ADV	ADP
muligt	امکان	mulig	امکان	ADJ;INDF;NEUT;SG	N;SG
flag	پرچمها	flag	پرچم	N;INDF;NEUT;SG	N;PL
flag	پرچمهای	flag	پرچم	N;INDF;NEUT;SG	N;PL
bog	b	bog	b	N;INDF;MASC+FEM;SG	INTJ
samlet	مجموع	samle	مجموع	V;INDF;SG;PST;V.PTCP	N;SG
samlet	کلا	samle	None	V;INDF;SG;PST;V.PTCP	
samlet	کل	samle	کل	V;INDF;SG;PST;V.PTCP	ADJ
rusland	روسیه	rusland	روسیه	PROPN	N;SG
mænd	ذکور	mand	None	N;INDF;MASC+FEM;PL	N;SG
mænd	مذکر	mand	None	N;INDF;MASC+FEM;PL	N;SG
mænd	نر	mand	نر	N;INDF;MASC+FEM;PL	N;SG
city	شهری	city	شهر		N;SG
city	شهر	city	شهر		N;SG
city	سیتی	city	سیتی		N;SG
venstre	چپ	venstre	چپ	ADJ	N;SG
tidspunkt	time	tidspunkt	time	N;INDF;NEUT;SG	
storbritannien	بریتانیا	storbritannie	None	PROPN	N;SG
national	نشنال	national	نشنال		N;SG
national	ملی	national	ملی		ADJ
odense	ادنسه	odense	ادنسه	PROPN	N;SG
grad	زینه	grad	زینه	N;INDF;MASC+FEM;SG	INTJ
nær	نزدیکی	nær	نزدیک	ADJ;INDF;MASC+FEM;SG	N;SG
nær	نزدیک	nær	نزدیک	ADJ;INDF;MASC+FEM;SG	ADP
bandet	b	band	b	N;DEF;NEUT;SG	INTJ
niels	نیلز	niels	نیلز		N;SG
hurtigt	روزه	hurtigt	روزه	ADV	N;SG
hurtigt	تند	hurtigt	None	ADV	ADJ
links	پیوندها	links	پیوند	N;INDF;NEUT;SG	N;PL
links	پیوندهای	links	پیوند	N;INDF;NEUT;SG	N;PL
høj	والا	høj	None	ADJ;INDF;MASC+FEM;SG	
høj	رفیع	høj	None	ADJ;INDF;MASC+FEM;SG	N;SG
høj	تل	høj	تل	ADJ;INDF;MASC+FEM;SG	N;SG
høj	قد	høj	قد	ADJ;INDF;MASC+FEM;SG	
svenske	سوئدی	svensk	سوئدی	ADJ;PL	N;SG
bruger	کاربر	bruge	کاربر	V;IND;PRS;FIN;ACT	N;SG
floden	رود	flod	رفت#رو	N;DEF;MASC+FEM;SG	V;SBJV;SG;3;PRS
oprindeligt	اصالتا	oprindeligt	اصالتا	ADV	N;SG
oprindeligt	آغازی	oprindeligt	None	ADV	N;SG
oprindeligt	آغازین	oprindeligt	None	ADV	ADJ
oprindeligt	اصیل	oprindeligt	None	ADV	N;SG
oprindeligt	اصلی	oprindeligt	اصلی	ADV	ADJ
oprindeligt	اوریجینال	oprindeligt	اوریجینال	ADV	N;SG
bag	پشت	bag	پشت	ADV	ADP
altid	always	altid	always	ADV	
jens	ینس	jens	ینس	PROPN	N;SG
unge	جوانی	ung	جوانی	ADJ;PL	N;SG
unge	جوانان	ung	جوان	ADJ;PL	N;PL
unge	جوان	ung	جوان	ADJ;PL	N;SG
unge	یانگ	ung	یانگ	ADJ;PL	N;SG
unge	جوون	ung	جوون	ADJ;PL	N;SG
unge	یونگ	ung	یونگ	ADJ;PL	N;SG
god	خوبی	god	خوبی	ADJ;INDF;MASC+FEM;SG	N;SG
god	good	god	good	ADJ;INDF;MASC+FEM;SG	
god	خوب	god	خوب	ADJ;INDF;MASC+FEM;SG	ADV
god	خوبش	god	خوبش	ADJ;INDF;MASC+FEM;SG	
særlig	مخصوص	særlig	مخصوص	ADV	N;SG
særlig	ویژه	særlig	ویژه	ADV	ADJ
særlig	خاص	særlig	خاص	ADV	N;SG
særlig	استثنایی	særlig	استثنایی	ADV	N;SG
særlig	خاصه	særlig	خاصه	ADV	N;SG
synes	فکر	synes	فکر	V;IND;PRS;FIN;ACT	N;SG
och	اخ	och	اخ	N;INDF;MASC+FEM;SG	
tal	تل	tal	تل	N;INDF;NEUT;PL	N;SG
tal	تال	tal	تال	N;INDF;NEUT;PL	N;SG
tal	شکلی	tal	شکل	N;INDF;NEUT;PL	N;SG
tal	عدد	tal	عدد	N;INDF;NEUT;PL	N;SG
tal	شمارۀ	tal	شمارۀ	N;INDF;NEUT;PL	N;SG
tal	شماره	tal	شماره	N;INDF;NEUT;PL	N;SG
tal	عدد	tal	عدد	N;INDF;NEUT;PL	N;SG
tæt	close	tæt	close	ADV	N;SG
tæt	بستن	tæt	بستن	ADV	N;SG
tæt	نزدیک	tæt	نزدیک	ADV	ADP
tæt	متراکم	tæt	متراکم	ADV	ADJ
gammel	پیر	gammel	پیر	ADJ;INDF;MASC+FEM;SG	N;SG
gammel	قدیمی	gammel	قدیمی	ADJ;INDF;MASC+FEM;SG	N;SG
gammel	قدمت	gammel	قدمت	ADJ;INDF;MASC+FEM;SG	N;SG
tilfælde	موارد	tilfælde	مورد	N;INDF;NEUT;SG	N;PL
ord	سخن	ord	سخن	N;INDF;NEUT;PL	N;SG
ord	کلمه	ord	کلمه	N;INDF;NEUT;PL	N;SG
ord	واژه	ord	واژه	N;INDF;NEUT;PL	N;SG
ord	کلام	ord	کلام	N;INDF;NEUT;PL	N;SG
ord	واژه	ord	واژه	N;INDF;NEUT;PL	N;SG
david	داوید	david	داوت#دار		N;SG
david	داود	david	داود		N;SG
david	داوود	david	داوود		N;SG
david	دیوید	david	دیوید		N;SG
david	david	david	david		N;SG
lange	لانگ	lang	لانگ	ADJ;PL	N;SG
top	بالا	top	بالا	N;INDF;MASC+FEM;SG	ADV;ESS
ældre	سالمندان	gammel	سالمند	ADJ;CMPR	N;PL
ældre	مسن	gammel	None	ADJ;CMPR	ADJ
arbejder	کار	arbejde	کار	V;IND;PRS;FIN;ACT	N;SG
arbejder	کاری	arbejde	کار	V;IND;PRS;FIN;ACT	N;SG
arbejder	کارگری	arbejde	کارگر	V;IND;PRS;FIN;ACT	N;SG
arbejder	کارگر	arbejde	کارگر	V;IND;PRS;FIN;ACT	N;SG
arbejder	کار	arbejde	کار	V;IND;PRS;FIN;ACT	N;SG
grundlagt	بنیان	grundlægge	None	V;INDF;SG;PST;V.PTCP	N;SG
indenfor	داخل	indenfor	داخل	ADV	ADP
indenfor	درون	indenfor	درون	ADV	N;SG
indenfor	درونت	indenfor	درونت	ADV	PRO;SG;2
nyt	تازه	ny	تازه	ADJ;INDF;NEUT;SG	ADV
nyt	نیو	ny	نیو	ADJ;INDF;NEUT;SG	N;SG
andersen	اندرسن	andersen	اندرسن	PROPN	N;SG
mener	بدجنس	mene	بدجنس	V;IND;PRS;FIN;ACT	N;SG
mener	میانگین	mene	میانگین	V;IND;PRS;FIN;ACT	N;SG
art	گونههای	art	گونه	N;INDF;MASC+FEM;SG	N;PL
johan	یوهان	johan	یوهان		N;SG
politisk	سیاسی	politisk	سیاسی	ADV	ADJ
kongelige	رویال	kongelig	رویال	ADJ;PL	N;SG
kongelige	سلطنتی	kongelig	سلطنت	ADJ;PL	N;SG
kongelige	شاهانه	kongelig	شاهانه	ADJ;PL	N;SG
kongelige	استاده	kongelig	استاده	ADJ;PL	N;SG
norske	نروژی	norsk	نروژی	ADJ;PL	N;SG
norske	نروژ	norsk	نروژ	ADJ;PL	N;SG
finder	یافتن	finde	یافتن	V;IND;PRS;FIN;ACT	N;SG
finder	بفهمد	finde	فهمید#فهم	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS
finder	بیابد	finde	آمد#آ	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS
martin	مارتن	martin	مارتن		N;SG
martin	مارتین	martin	مارتین		N;SG
fortsatte	ادامه	fortsætte	ادامه	V;PST;V.PTCP	N;SG
oprindelige	آغازی	oprindelig	None	ADJ;PL	N;SG
oprindelige	اصیل	oprindelig	None	ADJ;PL	N;SG
oprindelige	اوریجینال	oprindelig	اوریجینال	ADJ;PL	N;SG
stammer	قبایل	stamme	None	V;IND;PRS;FIN;ACT	N;PL
stammer	قبیله	stamme	None	V;IND;PRS;FIN;ACT	N;SG
stammer	پشتون	stamme	پشتون	V;IND;PRS;FIN;ACT	N;SG
stammer	قبایلی	stamme	قبایلی	V;IND;PRS;FIN;ACT	N;PL
vestlige	وسترن	vestlig	وسترن	ADJ;PL	N;SG
selvom	هرچند	selvom	هرچند	ADV	CONJ
selvom	اگرچه	selvom	اگرچه	ADV	CONJ
selvom	گرچه	selvom	گرچه	ADV	CONJ
vundet	وون	vinde	وون	V;INDF;SG;PST;V.PTCP	N;SG
black	مشکی	black	مشکی		N;SG
black	سیاه	black	سیاه		ADJ
black	سیاهی	black	سیاهی		N;SG
black	بلک	black	بلک		N;SG
fast	توپر	fast	توپر	ADV	N;SG
fast	یکدست	fast	یکدست	ADV	ADJ
fast	جامد	fast	جامد	ADV	N;SG
fast	ثابت	fast	ثابت	ADV	ADJ
fast	معین	fast	معین	ADV	N;SG
lave	make	lave	make	V;NFIN;ACT	
lave	را	lave	را	V;NFIN;ACT	PART
lave	کم	lave	کم	V;NFIN;ACT	ADJ
lave	low	lave	low	V;NFIN;ACT	N;SG
ældste	بزرگان	gad	بزرگ	ADJ;DEF;RL	N;PL
normalt	نرمال	normalt	نرمال	ADV	ADJ
normalt	عادی	normalt	عادی	ADV	ADJ
normalt	معمولی	normalt	معمولی	ADV	ADJ
normalt	طبیعی	normalt	طبیعی	ADV	ADJ
ligeledes	همچنین	ligeledes	همچنین	ADV	CONJ
james	جیمز	james	جیمز	V;FIN;PASS	N;SG
james	خامس	james	خامس	V;FIN;PASS	N;SG
støtte	کمکهای	støtte	کمک	N;INDF;MASC+FEM;SG	N;PL
berlin	برلین	berlin	برلین		N;SG
mindst	کمترین	mindst	کم	ADV;RL	ADJ;RL
mindst	کمینه	mindst	کمینه	ADV;RL	
aalborg	آلبورگ	aalborg	آلبورگ	PROPN	N;SG
paul	پائول	paul	پائول		N;SG
paul	پال	paul	پال		N;SG
paul	پل	paul	پل		N;SG
paul	پاول	paul	پاول		N;SG
europæiske	جاده	europæisk	جاده	ADJ;PL	N;SG
europæiske	اروپایی	europæisk	اروپایی	ADJ;PL	N;SG
sat	تنظیم	sætte	تنظیم	V;INDF;SG;PST;V.PTCP	N;SG
sat	نشست	sætte	نشست	V;INDF;SG;PST;V.PTCP	N;SG
sat	نشستند	sætte	None	V;INDF;SG;PST;V.PTCP	V;PL;3;PST
sat	بلندای	sætte	بلندا	V;INDF;SG;PST;V.PTCP	N;SG
dets	its	dets	its	DET;3	
japan	ژاپن	japan	ژاپن		N;SG
stemmer	رای	stemme	None	N;INDF;MASC+FEM;PL	N;SG
stemmer	رأی	stemme	رأی	N;INDF;MASC+FEM;PL	N;SG
gode	خوبی	god	خوبی	ADJ;PL	N;SG
gode	good	god	good	ADJ;PL	
gode	خوب	god	خوب	ADJ;PL	ADV
gode	خوبش	god	خوبش	ADJ;PL	
love	قوانین	love	قانون	N;INDF;MASC+FEM;SG	N;PL
red	رد	red	رد		N;SG
red	قرمز	red	قرمز		N;SG
red	سرخ	red	سرخ		N;SG
næste	بعدی	næste	بعد	ADJ	N;SG
næste	next	næste	next	ADJ	N;SG
spille	پخش	spille	پخش	V;NFIN;ACT	N;SG
spille	بازی	spille	بازی	V;NFIN;ACT	N;SG
spille	پخش	spille	پخش	V;NFIN;ACT	N;SG
hører	شنیدن	høre	شنیدن	V;IND;PRS;FIN;ACT	N;SG
hører	بشنود	høre	None	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS
hører	شنود	høre	کرد#کن	V;IND;PRS;FIN;ACT	N;SG
lokale	محلی	lokal	محل	ADJ;PL	N;SG
kilometer	کیلومتر	kilometer	کیلومتر	N;INDF;MASC+FEM;PL	N;SG
kilometer	مایل	kilometer	مایل	N;INDF;MASC+FEM;PL	N;SG
kilometer	مایلز	kilometer	مایلز	N;INDF;MASC+FEM;PL	N;SG
kilometer	کیلومتر	kilometer	کیلومتر	N;INDF;MASC+FEM;PL	N;SG
kilometer	کیلومتر	kilometer	کیلومتر	N;INDF;MASC+FEM;PL	N;SG
hjem	خانه	hjem	خانه	ADV	N;SG
hjem	وطن	hjem	وطن	ADV	N;SG
hjem	خونه	hjem	خونه	ADV	N;SG
hjem	آغازه	hjem	آغازه	ADV	N;SG
østrig	اتریش	østrig	اتریش		N;SG
arter	گونه	arte	گونه	N;INDF;MASC+FEM;PL	N;SG
enkelt	تکی	enkelt	تکی	ADJ;INDF;SG	N;SG
enkelt	single	enkelt	single	ADJ;INDF;SG	N;SG
enkelt	تک	enkelt	تک	ADJ;INDF;SG	N;SG
billeder	عکس	billede	عکس	N;INDF;NEUT;PL	N;SG
billeder	پیکچرز	billede	پیکچرز	N;INDF;NEUT;PL	N;SG
billeder	عکس	billede	عکس	N;INDF;NEUT;PL	N;SG
russiske	روس	russisk	روس	ADJ;PL	N;SG
russiske	روسیه	russisk	روسیه	ADJ;PL	N;SG
russiske	روسی	russisk	روسی	ADJ;PL	N;SG
røde	رد	rød	رد	ADJ;PL	N;SG
røde	قرمز	rød	قرمز	ADJ;PL	N;SG
røde	سرخ	rød	سرخ	ADJ;PL	N;SG
william	ویلیام	william	ویلیام		N;SG
spanien	اسپانیای	spanie	اسپانیا	PROPN	N;SG
spanien	اسپانیا	spanie	اسپانیا	PROPN	N;SG
per	پر	per	پر		N;SG
kina	چین	kina	چین	PROPN	N;SG
kina	prc	kina	prc	PROPN	N;SG
primært	ابتدایی	primært	ابتدایی	ADV	N;SG
primært	اصلی	primært	اصلی	ADV	ADJ
primært	اولیه	primært	اولیه	ADV	ADJ
vigtigste	main	vigtig	main	ADJ;DEF;RL	N;SG
vigtigste	اصلی	vigtig	اصلی	ADJ;DEF;RL	ADJ
vigtigste	ماین	vigtig	ماین	ADJ;DEF;RL	N;SG
vigtigste	مدیر	vigtig	مدیر	ADJ;DEF;RL	N;SG
band	b	band	b	N;INDF;NEUT;SG	INTJ
succes	موفق	succes	موفق	N;INDF;MASC+FEM;SG	ADJ
succes	رستگار	succes	رستگار	N;INDF;MASC+FEM;SG	ADJ
succes	موفق	succes	موفق	N;INDF;MASC+FEM;SG	ADJ
succes	موفقیتهای	succes	موفقیت	N;INDF;MASC+FEM;SG	N;PL
sendt	ارسالی	sende	ارسالی	V;INDF;SG;PST;V.PTCP	N;SG
label	برچسب	label	برچسب	N;INDF;NEUT;SG	
mor	mom	mor	mom	N;INDF;MASC+FEM;SG	
mor	مام	mor	مام	N;INDF;MASC+FEM;SG	
stand	شرایط	stand	شرایط	N;INDF;MASC+FEM;SG	N;PL
fly	هواپیماهای	fly	هواپیما	N;INDF;NEUT;SG	N;PL
fly	هواپیماها	fly	هواپیما	N;INDF;NEUT;SG	N;PL
klubber	خاج	klub	خاج	N;INDF;MASC+FEM;PL	N;SG
bedst	بهتر	god	به	ADJ;RL	ADJ;CMPR
bedst	best	god	best	ADJ;RL	N;SG
tager	گرفتن	tage	گرفتن	V;IND;PRS;FIN;ACT	N;SG
sidst	آخری	sidst	آخری	ADV	N;SG
sidst	لست	sidst	لست	ADV	ADP
sidst	واپسین	sidst	واپسین	ADV	ADJ;RL
sidst	آخرین	sidst	آخرین	ADV	ADJ;RL
sidst	اخرین	sidst	اخرین	ADV	ADJ;RL
bgcolor	b	bgcolor	b		N;SG
des	des	des	des		N;SG
des	دس	des	دس		N;SG
island	ایسلند	island	ایسلند		N;SG
løber	رانر	løbe	رانر	V;IND;PRS;FIN;ACT	N;SG
løber	دونده	løbe	None	V;IND;PRS;FIN;ACT	N;SG
løber	روان	løbe	روان	V;IND;PRS;FIN;ACT	N;SG
løber	دویدن	løbe	None	V;IND;PRS;FIN;ACT	N;SG
løber	اجرا	løbe	اجرا	V;IND;PRS;FIN;ACT	N;SG
løber	اسقف	løbe	اسقف	V;IND;PRS;FIN;ACT	N;SG
løber	بیشاپ	løbe	بیشاپ	V;IND;PRS;FIN;ACT	N;SG
stærkt	قوی	stærkt	قوی	ADV	ADJ
stærkt	توانا	stærkt	None	ADV	N;SG
stærkt	نیرومند	stærkt	نیرومند	ADV	ADJ
stærkt	پرقدرت	stærkt	پرقدرت	ADV	ADJ
stærkt	قدرتمند	stærkt	قدرتمند	ADV	N;SG
teater	تئاتر	teater	None	N;INDF;NEUT;SG	N;PL
teater	سینماها	teater	سینما	N;INDF;NEUT;SG	N;PL
teater	تئاتر	teater	None	N;INDF;NEUT;SG	N;PL
midten	وسط	midte	وسط	N;DEF;MASC+FEM;SG	ADP
lars	لارس	lars	لارس	PROPN	N;SG
anders	اندی	anders	None		N;SG
anders	آندرس	anders	آندرس		N;SG
anders	اندرس	anders	اندرس		N;SG
service	خدمات	service	خدمت	N;INDF;MASC+FEM;SG	N;PL
forsøg	آزمونهای	forsøg	آزمون	N;INDF;NEUT;SG	N;PL
bøger	کتاب	bog	کتاب	N;INDF;MASC+FEM;PL	N;SG
rige	ثروتمند	rig	ثروتمند	ADJ;PL	N;SG
rige	ثروتمندان	rig	ثروتمند	ADJ;PL	N;PL
rige	پولدار	rig	None	ADJ;PL	N;SG
rige	پولداری	rig	پولداری	ADJ;PL	N;SG
rige	ریچ	rig	ریچ	ADJ;PL	N;SG
aktiv	دارائی	aktiv	دارائی	ADJ;INDF;MASC+FEM;SG	N;SG
aktiv	دارایی	aktiv	دارایی	ADJ;INDF;MASC+FEM;SG	N;SG
aktiv	داراییها	aktiv	دارایی	ADJ;INDF;MASC+FEM;SG	N;PL
østlige	شرق	østlig	شرق	ADJ;PL	N;SG
østlige	شرقی	østlig	شرقی	ADJ;PL	N;SG
bogen	b	bog	b	N;DEF;MASC+FEM;SG	INTJ
metal	فلزات	metal	فلز	N;INDF;MASC+FEM;SG	N;PL
skibe	کشتی	skib	کشتی	N;INDF;NEUT;PL	N;SG
fælles	مفصل	fælles	مفصل	ADJ	N;SG
fælles	رایج	fælles	رایج	ADJ	N;SG
anna	آنا	anna	آن		N;SG
anna	انا	anna	انا		
skrive	نوشتن	skrive	نوشتن	V;NFIN;ACT	N;SG
skrive	تحریر	skrive	تحریر	V;NFIN;ACT	N;SG
skrive	تایپ	skrive	تایپ	V;NFIN;ACT	N;SG
skrive	نویسندگی	skrive	نویسندگی	V;NFIN;ACT	N;SG
skrive	نوشتن	skrive	نوشتن	V;NFIN;ACT	N;SG
almindelig	رایج	almindelig	رایج	ADJ;INDF;MASC+FEM;SG	N;SG
almindelig	ژنرال	almindelig	ژنرال	ADJ;INDF;MASC+FEM;SG	N;SG
almindelig	جنرال	almindelig	جنرال	ADJ;INDF;MASC+FEM;SG	N;SG
dannet	تشکیل	danne	تشکیل	V;INDF;SG;PST;V.PTCP	N;SG
united	یونایتد	united	یونایت#یونا		N;SG
united	متحد	united	None		N;SG
problemer	مشکل	problem	مشکل	N;INDF;NEUT;PL	N;SG
problemer	دردسر	problem	دردسر	N;INDF;NEUT;PL	N;SG
problemer	زحمت	problem	زحمت	N;INDF;NEUT;PL	N;SG
problemer	مشکل	problem	مشکل	N;INDF;NEUT;PL	N;SG
problemer	مسئله	problem	مسئله	N;INDF;NEUT;PL	N;SG
problemer	مشکلی	problem	مشکل	N;INDF;NEUT;PL	N;SG
efterhånden	تدریج	efterhånden	تدریج	ADV	N;SG
hvide	سپید	hvid	سپید	ADJ;PL	N;SG
hvide	وایت	hvid	وایت	ADJ;PL	N;SG
ting	چیز	ting	چیز	N;INDF;MASC+FEM;PL	N;SG
ting	مادۀ	ting	مادۀ	N;INDF;MASC+FEM;PL	N;SG
retning	جهت	retning	جهت	N;INDF;MASC+FEM;SG	ADP
let	سبک	let	سبک	ADJ;INDF;SG	N;SG
let	روشنایی	let	None	ADJ;INDF;SG	N;SG
let	نور	let	نور	ADJ;INDF;SG	N;SG
let	نوری	let	نوری	ADJ;INDF;SG	N;SG
kunst	هنرهای	kunst	هنر	N;INDF;MASC+FEM;SG	N;PL
guld	طلایی	guld	طلایی	N;INDF;NEUT;SG	ADJ
visse	یقین	vis	None	ADJ;PL	N;SG
måneder	ماه	måned	ماه	N;INDF;MASC+FEM;PL	N;SG
måneder	ماهه	måned	ماهه	N;INDF;MASC+FEM;PL	N;SG
måneder	ماه	måned	ماه	N;INDF;MASC+FEM;PL	N;SG
optaget	مشغول	optage	مشغول	V;INDF;SG;PST;V.PTCP	ADJ
optaget	مصروف	optage	مصروف	V;INDF;SG;PST;V.PTCP	ADJ
optaget	اشغال	optage	اشغال	V;INDF;SG;PST;V.PTCP	N;SG
optaget	شلوغ	optage	شلوغ	V;INDF;SG;PST;V.PTCP	ADJ
slot	کسل	slå	کسل	N;INDF;NEUT;SG	ADJ
ansat	کارمند	ansætte	کارمند	V;INDF;SG;PST;V.PTCP	N;SG
ansat	استخدام	ansætte	استخدام	V;INDF;SG;PST;V.PTCP	N;SG
van	وان	van	وان		
van	فان	van	فان		
van	ون	van	ون		N;SG
van	وَن	van	وَن		N;SG
fortsat	ادامه	fortsat	ادامه	ADV	N;SG
rom	رُم	rom	رُم	PROPN	N;SG
rom	رم	rom	رم	PROPN	N;SG
rom	روم	rom	None	PROPN	
århus	آرهوس	århus	آرهوس	PROPN	N;SG
finland	فنلاند	finland	None		N;SG
maria	ماری	maria	None		N;SG
maria	مریم	maria	مریم		N;SG
maria	مری	maria	None		N;SG
maria	ماریا	maria	ماریا		N;SG
gerne	شبیه	gerne	شبیه	ADV	ADJ
gerne	لایک	gerne	لایک	ADV	N;SG
gerne	like	gerne	like	ADV	
roman	روم	roman	None	N;INDF;MASC+FEM;SG	
svg	svg	svg	svg		N;SG
særligt	مخصوص	særligt	مخصوص	ADV	N;SG
særligt	ویژه	særligt	ویژه	ADV	ADJ
særligt	خاص	særligt	خاص	ADV	N;SG
særligt	استثنایی	særligt	استثنایی	ADV	N;SG
særligt	خاصه	særligt	خاصه	ADV	N;SG
jun	jun	jun	jun		N;SG
jun	ژون	jun	ژون		N;SG
tour	تور	tour	تور		N;SG
tour	tour	tour	tour		N;SG
ole	اوله	ole	اوله	PROPN	INTJ
lignende	مشابه	ligne	مشابه	V;PRS;V.PTCP	ADJ
holland	هلند	holland	هلند		N;SG
holland	هالند	holland	هالند		N;SG
holland	هلند	holland	هلند		N;SG
information	اطلاعات	information	اطلاع	N;INDF;MASC+FEM;SG	N;PL
information	معلومات	information	معلوم	N;INDF;MASC+FEM;SG	N;PL
officielt	رسمی	officielt	رسمی	ADV	ADJ
officielt	رسما	officielt	رسما	ADV	N;SG
snart	بزودی	snart	بزودی	ADV	
politik	سیاستهای	politik	سیاست	N;INDF;MASC+FEM;SG	N;PL
hvem	که	hvem	که	PRO;MASC+FEM	CONJ
opkaldt	نامدار	opkalde	نامدار	V;INDF;SG;PST;V.PTCP	N;SG
offentlige	همگانی	offentlig	همگانی	ADJ;PL	N;SG
offentlige	public	offentlig	public	ADJ;PL	N;SG
høje	والا	høj	None	ADJ;PL	
høje	رفیع	høj	None	ADJ;PL	N;SG
høje	تل	høj	تل	ADJ;PL	N;SG
høje	قد	høj	قد	ADJ;PL	
tjeneste	خدمات	tjen	خدمت	N;INDF;MASC+FEM;SG	N;PL
vinder	برنده	vinde	برنده	V;IND;PRS;FIN;ACT	N;SG
vinder	پیروز	vinde	پیروز	V;IND;PRS;FIN;ACT	ADJ
vinder	برد	vinde	برد#بر	V;IND;PRS;FIN;ACT	V;SG;3;PST
vinder	برنده	vinde	برنده	V;IND;PRS;FIN;ACT	N;SG
die	بمیرم	die	None		V;SBJV;SG;1;PRS
die	بمیرد	die	مرد#میر		V;SBJV;SG;3;PRS
die	بمیر	die	بمیر		V;IMP;SG;2
uddannelse	تمرینات	uddannelse	تمرینه	N;INDF;MASC+FEM;SG	N;PL
uddannelse	آموزشی	uddannelse	آموزشی	N;INDF;MASC+FEM;SG	ADJ
uddannelse	تحصیلات	uddannelse	تحصیل	N;INDF;MASC+FEM;SG	N;PL
lever	جگر	leve	جگر	V;IND;PRS;FIN;ACT	N;SG
lever	کبد	leve	کرد#کن	V;IND;PRS;FIN;ACT	N;SG
richard	ریچارد	richard	ریچارد		N;SG
økonomiske	اقتصادی	økonomisk	اقتصادی	ADJ;PL	N;SG
point	نقاط	point	نقطه	N;INDF;NEUT;SG	N;PL
hvilken	کدام	hvilken	کدام	PRO;MASC+FEM;SG	N;SG
japanske	ژاپنی	japansk	ژاپنی	ADJ;PL	N;SG
følger	following	følge	following	V;IND;PRS;FIN;ACT	
følger	ذیل	følge	ذیل	V;IND;PRS;FIN;ACT	N;SG
følger	پیرو	følge	پیرو	V;IND;PRS;FIN;ACT	N;SG
virksomhed	فعالیتها	virksomhed	فعالیت	N;INDF;MASC+FEM;SG	N;PL
virksomhed	گروهان	virksomhed	گروه	N;INDF;MASC+FEM;SG	N;PL
brugte	صرف	bruge	صرف	V;IND;PST;FIN;ACT	N;SG
udnævnt	معین	udnævne	معین	V;INDF;SG;PST;V.PTCP	N;SG
bestemt	مصمم	bestemt	مصمم	ADV	ADJ
ellers	وگرنه	ellers	وگرنه	ADV	
nationale	نشنال	national	نشنال	ADJ;PL	N;SG
slesvig	شلسویگ	slesvig	شلسویگ		N;SG
anvendt	کاربردی	anvende	کاربردی	V;INDF;SG;PST;V.PTCP	N;SG
spil	بازیهای	spil	None	N;INDF;NEUT;SG	N;PL
spil	بازیها	spil	بازی	N;INDF;NEUT;SG	N;PL
almindelige	رایج	almindelig	رایج	ADJ;PL	N;SG
anne	آن	anne	آن		DET
forlag	انتشارات	forlag	انتشار	N;INDF;NEUT;SG	N;PL
poul	پائول	poul	پائول	PROPN	N;SG
poul	پال	poul	پال	PROPN	N;SG
poul	پل	poul	پل	PROPN	N;SG
poul	پاول	poul	پاول	PROPN	N;SG
britisk	بریتانیایی	britisk	بریتانی	ADJ;INDF;SG	N;SG
britisk	بریتانیا	britisk	None	ADJ;INDF;SG	N;SG
heller	هلر	heller	هلر	ADV	N;SG
omfattende	جامع	omfattende	جامع	ADJ	N;SG
omfattende	بسیط	omfattende	بسیط	ADJ	N;SG
omfattende	وسیع	omfattende	وسیع	ADJ	N;SG
polen	لهستان	pole	لهستان	PROPN	N;SG
etableret	تمکین	etablere	تمکین	V;INDF;SG;PST;V.PTCP	N;SG
alene	تنهایی	alene	تنهایی	ADV	N;SG
rasmussen	راسموسن	rasmussen	راسموسن	PROPN	N;SG
hustru	wife	hustru	wife	N;INDF;MASC+FEM;SG	
turneringen	مسابقات	turnering	مسابقه	N;DEF;MASC+FEM;SG	N;PL
dyr	جانوران	dyr	جانور	N;INDF;NEUT;SG	N;PL
dyr	حیوانات	dyr	حیوان	N;INDF;NEUT;SG	N;PL
dyr	حیوانات	dyr	حیوان	N;INDF;NEUT;SG	N;PL
dyr	جانوران	dyr	جانور	N;INDF;NEUT;SG	N;PL
nordisk	نوردیک	nordisk	نوردیک	ADJ;INDF;SG	N;SG
nordisk	نوردیسک	nordisk	نوردیسک	ADJ;INDF;SG	N;SG
mar	مار	mar	مار		N;SG
canada	کانادا	canada	کانادا		N;SG
længe	طولانی	længe	طولانی	ADV	ADJ
længe	لانگ	længe	لانگ	ADV	N;SG
længe	دراز	længe	دراز	ADV	ADJ
sanger	singer	sang	singer	N;INDF;MASC+FEM;SG	
iii	iii	iii	iii	NUM	N;SG
iii	سوم	iii	سوم	NUM	ADJ
petersen	پیترسن	peterse	پیترسن	PROPN	N;SG
oslo	اسلو	oslo	اسلو	PROPN	N;SG
san	san	san	san		N;SG
san	سن	san	سن		N;SG
san	سان	san	سان		
otto	اوتو	otto	اوتو	PROPN	N;SG
otto	اتو	otto	اتو	PROPN	N;SG
otto	آتو	otto	آتو	PROPN	N;SG
endelig	نهائی	endelig	نهائی	ADV	N;SG
endelig	نهایی	endelig	نهایی	ADV	ADJ
endelig	پایانی	endelig	پایان	ADV	N;SG
endelig	آخرین	endelig	آخرین	ADV	ADJ;RL
endelig	فاینال	endelig	فاینال	ADV	N;SG
music	موسیقی	music	موسیقی		N;SG
