של	shel	של	shel	PART;GEN	N;NOM;INDF;MASC+FEM;SG
צריך	behöver	צריך	behöva	V;MASC;SG	V;IND;PRS;FIN;ACT
צריך	borde	צריך	böra	V;MASC;SG	V;IND;PST;FIN;ACT
ויקיפדיה	wikipedia	ויקיפדיה	pikipedi	PROPN	N;NOM;INDF;MASC+FEM;SG
בת	beth	בת	beth	N;FEM;SG	PROPN;NOM
השם	namnge	השם	namnge		V;IMP;FIN;ACT
השם	namn	השם	namn		N;NOM;INDF;NEUT;SG
השם	name	השם	name		N;NOM;INDF;NEUT;SG
בתוך	inside	בתוך	inside	ADP	N;NOM;INDF;MASC+FEM;SG
בתוך	inomhus	בתוך	inomhus	ADP	ADV
בתוך	inne	בתוך	inne	ADP	ADV
בתוך	insidan	בתוך	insida	ADP	N;NOM;DEF;MASC+FEM;SG
בתוך	inuti	בתוך	inuti	ADP	N;NOM;INDF;MASC+FEM;SG
האדם	person	האדם	person		N;NOM;INDF;MASC+FEM;SG
האדם	personen	האדם	person		N;NOM;DEF;MASC+FEM;SG
מול	mol	מול	mol	ADP	N;NOM;INDF;MASC+FEM;SG
שלהם	deras	של	de		PRO;DEF
שלהם	sina	של	sig		PRO;DEF;PL
שלהם	deras	של	de		PRO;DEF
הכנסת	knesset	הכנסה	kness	N;PSSD;FEM;SG	N;NOM;DEF;NEUT;SG
הכנסת	synagogan	הכנסה	synagogan	N;PSSD;FEM;SG	N;NOM;DEF;MASC+FEM;SG
וגם	också	וגם	också		ADV
וגם	även	וגם	även		ADV
הים	sea	הים	se		N;NOM;INDF;NEUT;SG
הים	sjö	הים	sjö		N;NOM;INDF;MASC+FEM;SG
הים	hav	הים	hav		N;NOM;INDF;NEUT;SG
הים	havet	הים	hav		N;NOM;DEF;NEUT;SG
השיר	låten	השיר	låt	ADV	N;NOM;DEF;MASC+FEM;SG
השיר	sång	השיר	sång	ADV	N;NOM;INDF;MASC+FEM;SG
השיר	song	השיר	song	ADV	PROPN;NOM
בזמן	medan	בזמן	medan	PROPN	CONJ
חדש	nyhet	חדש	nyhet	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
חדש	nya	חדש	ny	ADJ;MASC;SG	ADJ;NOM;PL
השלישי	iii	השליש	iii	PROPN	N;NOM
השלישי	tredje	השליש	tre	PROPN	ADJ;NOM
השלישי	trea	השליש	tre	PROPN	N;NOM;INDF;MASC+FEM;SG
השלישי	third	השליש	third	PROPN	N;NOM;SG
השלישי	tredjedel	השליש	tredjedel	PROPN	N;NOM;INDF;MASC+FEM;SG
משה	mose	משה	mose	PROPN	PROPN;NOM
משה	moses	משה	mose	PROPN	PROPN;NOM
משה	moshe	משה	moshe	PROPN	PROPN;NOM
גרמניה	tyska	גרמניה	tysk	PROPN	N;NOM;INDF;MASC+FEM;SG
גרמניה	tysk	גרמניה	tysk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
גרמניה	tyskt	גרמניה	tysk	PROPN	ADJ;NOM;INDF;NEUT;SG
גרמניה	tyskland	גרמניה	tyskland	PROPN	PROPN;NOM
יורק	york	יורק	york	PROPN	PROPN;NOM
הממשלה	regering	הממשלה	regering	PROPN	N;NOM;INDF;MASC+FEM;SG
הממשלה	regeringen	הממשלה	regering	PROPN	N;NOM;DEF;MASC+FEM;SG
חיל	kåren	חיל	kåre	PROPN	N;NOM;DEF;MASC+FEM;SG
חיל	kår	חיל	kå	PROPN	N;NOM;INDF;MASC+FEM;SG
חיל	corps	חיל	corps	PROPN	N;NOM;INDF;MASC+FEM;SG
יהודה	yehuda	יהודה	yehuda	PROPN	PROPN;NOM
יהודה	judas	יהודה	juda	PROPN	PROPN;GEN
יהודה	juda	יהודה	juda	PROPN	PROPN;NOM
יהודה	judah	יהודה	judah	PROPN	PROPN;NOM
מעל	over	מעל	over	ADP	N;NOM;INDF;MASC+FEM;SG
מעל	omkostnader	מעל	omkostnad	ADP	N;NOM;INDF;MASC+FEM;PL
מעל	ovanstående	מעל	ovanstående	ADP	ADJ;NOM
מעל	ovan	מעל	ovan	ADP	ADV
מעל	ovanför	מעל	ovanför	ADP	ADV
ארץ	landa	ארץ	landa	N;FEM;SG	V;IMP;FIN;ACT
צרפת	frankrike	צרפת	frankrike	PROPN	PROPN;NOM
צרפת	france	צרפת	fra	PROPN	N;NOM;INDF;MASC+FEM;SG
הרבה	massor	הרבה	massa	ADV	N;NOM;INDF;MASC+FEM;PL
הרבה	partier	הרבה	parti	ADV	N;NOM;INDF;NEUT;PL
הרבה	många	הרבה	mången	ADV	PRO;INDF;PL
הרבה	mycke	הרבה	mycke	ADV	N;NOM;INDF;MASC+FEM;SG
הרבה	much	הרבה	much	ADV	N;NOM;INDF;NEUT;SG
נמצא	funnen	נמצא	finna	V;MASC;SG;V.PTCP;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נמצא	hittad	נמצא	hittad	V;MASC;SG;V.PTCP;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נמצא	hittades	נמצא	hitta	V;MASC;SG;V.PTCP;MID	V;IND;PST;FIN;PASS
נמצא	hittas	נמצא	hitta	V;MASC;SG;V.PTCP;MID	V;NFIN;PASS
נמצא	hittat	נמצא	hitta	V;MASC;SG;V.PTCP;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נמצא	hittade	נמצא	hitta	V;MASC;SG;V.PTCP;MID	V;IND;PST;FIN;ACT
טוב	duktiga	טוב	duktig	ADJ;MASC;SG	ADJ;NOM;PL
טוב	gott	טוב	god	ADJ;MASC;SG	ADV
טוב	bra	טוב	bra	ADJ;MASC;SG	ADV
אי	ön	אי	ön	ADV	N;NOM;DEF;MASC+FEM;SG
ילדים	kids	ילד	kida	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
שלושה	three	שלושה	three	NUM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
לאורך	längs	לאורך	längs	ADP	ADV
לאורך	genomgående	לאורך	genomgående	ADP	ADJ;NOM;PRS;V.PTCP
הגיע	anlänt	הגיע	anlända	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הגיע	framme	הגיע	framme	V;MASC;SG;3;PST;ACT	ADV
אירופה	eu	אירופה	eu	PROPN	PROPN;NOM
אירופה	europe	אירופה	europe	PROPN	N;NOM
אירופה	europa	אירופה	europa	PROPN	PROPN;NOM
אירופה	europa	אירופה	europa	PROPN	PROPN;NOM
אירופה	europeisk	אירופה	europeisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
אירופה	europeiskt	אירופה	europeisk	PROPN	ADJ;NOM;INDF;NEUT;SG
אירופה	europeiska	אירופה	europeisk	PROPN	ADJ;NOM;PL
אירופה	europé	אירופה	europé	PROPN	N;NOM;INDF;MASC+FEM;SG
המלך	king	המלך	king		N;NOM;INDF;MASC+FEM;SG
המלך	kungen	המלך	kung		N;NOM;DEF;MASC+FEM;SG
המלך	kung	המלך	kung		N;NOM;INDF;MASC+FEM;SG
המלך	konung	המלך	konung		N;NOM;INDF;MASC+FEM;SG
מיליון	miljon	מיליון	miljon	NUM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
מיליון	miljoner	מיליון	miljon	NUM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
יצחק	isaac	יצחק	isaac	PROPN	PROPN;NOM
יצחק	isak	יצחק	isak	PROPN	PROPN;NOM
יצחק	yitzhak	יצחק	yitzhak	PROPN	PROPN;NOM
האלבום	album	האלבום	album	PROPN	N;NOM;INDF;NEUT;SG
האלבום	musikalbum	האלבום	musikalbum	PROPN	N;NOM;INDF;NEUT;SG
האלבום	albumet	האלבום	album	PROPN	N;NOM;DEF;NEUT;SG
יוסף	joseph	יוסף	joseph	PROPN	PROPN;NOM
יוסף	josef	יוסף	jos	PROPN	PROPN;NOM
כוח	tvinga	כוח	tving	N;MASC;SG	V;IMP;FIN;ACT
נפטר	avlidna	נפטר	avliden	V;MASC;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נפטר	avliden	נפטר	avlid	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נפטר	avlidne	נפטר	avlidne	V;MASC;SG;3;PST;MID	N;NOM;DEF;MASC+FEM;SG
הלהקה	band	הלהקה	band	PROPN	N;NOM;INDF;NEUT;SG
הלהקה	musikgrupp	הלהקה	musikgrupp	PROPN	N;NOM;INDF;MASC+FEM;SG
תוכנית	programmera	תוכנית	programmera	N;FEM;SG	V;IMP;FIN;ACT
תוכנית	planerar	תוכנית	planera	N;FEM;SG	V;IND;PRS;FIN;ACT
תוכנית	planera	תוכנית	planera	N;FEM;SG	V;IMP;FIN;ACT
בתי	dotter	בית	dott	PROPN	N;NOM;INDF;MASC+FEM;SG
בתי	dottern	בית	dotter	PROPN	N;NOM;DEF;MASC+FEM;SG
נראה	blickar	נראה	blicka	V;MASC;SG;V.PTCP;MID	N;NOM;INDF;MASC+FEM;PL
נראה	utseende	נראה	utseende	V;MASC;SG;V.PTCP;MID	N;NOM;INDF;NEUT;SG
נראה	ser	נראה	se	V;MASC;SG;V.PTCP;MID	V;IND;PRS;FIN;ACT
לגבי	ungefär	לגבי	ungefär	ADP	ADV
וב	webb	וב	webb		N;NOM;INDF;MASC+FEM;SG
משתמש	användaren	השתמש	användare	V;MASC;SG;V.PTCP	N;NOM;DEF;MASC+FEM;SG
משתמש	användare	השתמש	användare	V;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;PL
קיבל	mottaget	קיבל	mottagen	V;MASC;SG;3;PST;ACT	N;NOM;DEF;NEUT;SG
קיבל	mottagen	קיבל	mottag	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
קיבל	mottagna	קיבל	motta	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
קיבל	accepterade	קיבל	acceptera	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
קיבל	godkänt	קיבל	godkänna	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
קיבל	accepteras	קיבל	acceptera	V;MASC;SG;3;PST;ACT	V;IND;NFIN;PASS
קיבל	accepterat	קיבל	acceptera	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
קיבל	accepterad	קיבל	acceptera	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
קיבל	godkänd	קיבל	godkänd	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
עקב	talon	None	talon	CONJ	PROPN;NOM
עקב	vederbörlig	None	vederbörlig	CONJ	ADJ;NOM;INDF;MASC+FEM;SG
עקב	due	None	due	CONJ	N;NOM;INDF;NEUT;SG
עקב	häl	None	häl	CONJ	N;NOM;INDF;MASC+FEM;SG
עקב	hälen	None	häl	CONJ	N;NOM;DEF;MASC+FEM;SG
עקב	klack	None	klack	CONJ	N;NOM;INDF;MASC+FEM;SG
מונה	monet	מנה	mon		PROPN;NOM
מונה	mana	מנה	mana		V;IMP;FIN;ACT
מונה	mona	מנה	mona		PROPN;NOM
האימפריה	imperiet	האימפריה	imperi	PROPN	N;NOM;DEF;NEUT;SG
האימפריה	imperium	האימפריה	imperium	PROPN	N;NOM;INDF;NEUT;SG
האימפריה	rike	האימפריה	rike	PROPN	N;NOM;INDF;NEUT;SG
האימפריה	empire	האימפריה	empire	PROPN	N;NOM;INDF;NEUT;SG
מים	vatten	מים	vatten	N;MASC;PL	N;NOM;INDF;NEUT;SG
כוחות	powers	כוח	pow	N;MASC;PL	PROPN;NOM
פעולה	åtgärder	פעולה	åtgärd	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
פעולה	agerande	פעולה	agerande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
ניו	neo	ניו	neo	PROPN	N;NOM;INDF;MASC+FEM;SG
נכון	höger	נכון	höger	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
נכון	rätt	נכון	rätt	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
נכון	sanna	נכון	sanna	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
נכון	sant	נכון	sant	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
נכון	true	נכון	true	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
החלה	påbörjad	החל	påbörjad	V;FEM;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
החלה	påbörjat	החל	påbörja	V;FEM;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
חיפה	haifa	חיפה	haifa	PROPN	PROPN;NOM
העונה	årstid	העונה	årstid	ADV	N;NOM;INDF;MASC+FEM;SG
העונה	säsong	העונה	säsong	ADV	N;NOM;INDF;MASC+FEM;SG
העונה	säsongen	העונה	säsong	ADV	N;NOM;DEF;MASC+FEM;SG
יעקב	jakob	יעקב	jakob	PROPN	PROPN;NOM
יעקב	jacob	יעקב	jacob	PROPN	PROPN;NOM
יעקב	jakob	יעקב	jakob	PROPN	PROPN;NOM
יעקב	jakov	יעקב	jakov	PROPN	PROPN;NOM
אינה	ina	אינו	in	V;FEM;SG;3;NEG;V.PTCP	PROPN;NOM
אינה	inna	אינו	inna	V;FEM;SG;3;NEG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
הבית	hem	הבית	hem	ADV	N;NOM;INDF;NEUT;SG
הבית	hemmet	הבית	hem	ADV	N;NOM;DEF;NEUT;SG
הבית	home	הבית	home	ADV	N;NOM;INDF;NEUT;SG
הבית	house	הבית	house	ADV	N;NOM;INDF;NEUT;SG
הבית	huset	הבית	hus	ADV	N;NOM;DEF;NEUT;SG
הבית	hus	הבית	hus	ADV	N;NOM;INDF;NEUT;SG
תודה	tack	תודה	tack	PROPN	N;NOM;INDF;NEUT;SG
לב	hjärtat	לב	hjärta	PROPN	N;NOM;DEF;NEUT;SG
לב	heart	לב	heart	PROPN	N;NOM;INDF;MASC+FEM;SG
לב	hjärta	לב	hjärta	PROPN	N;NOM;INDF;NEUT;SG
לב	lev	לב	lev	PROPN	N;NOM;INDF;MASC+FEM;SG
מפקד	commander	מפקד	command	N;MASC;SG	N;NOM;INDF;NEUT;PL
שלוש	three	שלוש	three	NUM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
שלום	shalom	שלום	shalom	PROPN	PROPN;NOM
שלום	frid	שלום	frid	PROPN	N;NOM;INDF;MASC+FEM;SG
שלום	freden	שלום	fred	PROPN	N;NOM;DEF;MASC+FEM;SG
שלום	peace	שלום	peace	PROPN	N;NOM;INDF;NEUT;SG
שלום	fridens	שלום	frid	PROPN	N;GEN;DEF;MASC+FEM;SG
שלום	fred	שלום	fred	PROPN	N;NOM;INDF;MASC+FEM;SG
שלום	hallå	שלום	hallå	PROPN	N;NOM;INDF;MASC+FEM;SG
שלום	hello	שלום	hello	PROPN	N;NOM;INDF;MASC+FEM;SG
שלום	hej	שלום	hej	PROPN	N;NOM;INDF;MASC+FEM;SG
שלום	hejsan	שלום	hejsa	PROPN	N;NOM;INDF;MASC+FEM;SG
פעמים	times	פעם	tim	N;FEM;PL	PROPN;NOM
פעמים	ggr	פעם	gå	N;FEM;PL	N;NOM;INDF;NEUT;SG
קבוצות	arbetslag	קבוצה	arbetslag	N;FEM;PL	N;NOM;INDF;NEUT;SG
קבוצות	lag	קבוצה	lag	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
קבוצות	team	קבוצה	team	N;FEM;PL	N;NOM;INDF;NEUT;SG
המשחק	spel	המשחק	spel	PROPN	N;NOM;INDF;NEUT;SG
המשחק	spelet	המשחק	spel	PROPN	N;NOM;DEF;NEUT;SG
המשחק	game	המשחק	game	PROPN	N;NOM;INDF;NEUT;SG
המשחק	match	המשחק	match	PROPN	N;NOM;INDF;MASC+FEM;SG
המשחק	vilt	המשחק	vilja	PROPN	N;NOM;INDF;NEUT;SG
האי	ön	האי	ön		N;NOM;DEF;MASC+FEM;SG
האי	hai	האי	hai		N;NOM;INDF;NEUT;SG
סרט	filma	סרט	filma	N;MASC;SG	V;IMP;FIN;ACT
בגלל	eftersom	בגלל	eftersom	ADP	CONJ
המפלגה	party	המפלג	party	PROPN	N;NOM;INDF;NEUT;SG
המפלגה	fest	המפלג	fest	PROPN	N;NOM;INDF;MASC+FEM;SG
המפלגה	part	המפלג	part	PROPN	N;NOM;INDF;MASC+FEM;SG
המפלגה	kalas	המפלג	kala	PROPN	N;NOM;INDF;NEUT;SG
המפלגה	parti	המפלג	parti	PROPN	N;NOM;INDF;NEUT;SG
בעבר	tidigare	בעבר	tidig		ADV;CMPR
האחרון	senast	האחרון	senast	PROPN	ADV;RL
האחרון	senaste	האחרון	sen	PROPN	ADJ;NOM;DEF;RL
האחרון	sista	האחרון	sista	PROPN	ADJ;NOM;DEF;RL
האחרון	sist	האחרון	sist	PROPN	ADV;RL
קרב	bekämpa	קרב	bekämpa	N;MASC;SG	V;IMP;FIN;ACT
האתר	webbplatsen	האתר	pebbplats		N;NOM;DEF;MASC+FEM;SG
האתר	webbsida	האתר	webbsida		N;NOM;INDF;MASC+FEM;SG
האתר	hemsidan	האתר	hemsida		N;NOM;DEF;MASC+FEM;SG
האתר	hemsida	האתר	hemsida		N;NOM;INDF;MASC+FEM;SG
האתר	webbplats	האתר	pebbplats		N;NOM;INDF;MASC+FEM;SG
קצר	kort	קצר	kort	ADJ;MASC;SG	ADV
קצר	korta	קצר	kort	ADJ;MASC;SG	ADJ;NOM;PL
קצר	short	קצר	short	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
קצר	kort	קצר	kort	ADJ;MASC;SG	ADV
קצר	korthet	קצר	korthet	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
קצר	kortfattat	קצר	kortfatta	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
קצר	korta	קצר	kort	ADJ;MASC;SG	ADJ;NOM;PL
ימים	days	יום	days	N;MASC;PL	N;NOM;INDF;NEUT;SG
בהמשך	nedan	בהמשך	nedan		ADV
בהמשך	nedanför	בהמשך	nedanför		ADV
בר	bar	בר	ba		N;NOM;INDF;NEUT;SG
צבא	militära	צבא	militär	N;MASC;SG	ADJ;NOM;PL
צבא	militärt	צבא	militär	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
צבא	militärer	צבא	militär	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
החיים	life	החיים	life	ADV	N;NOM;INDF;MASC+FEM;SG
החיים	livet	החיים	liv	ADV	N;NOM;DEF;NEUT;SG
החיים	livstid	החיים	livstid	ADV	N;NOM;INDF;MASC+FEM;SG
החיים	liv	החיים	liv	ADV	N;NOM;INDF;NEUT;SG
צה	tse	צה	tse		N;NOM;INDF;NEUT;SG
משחק	leker	משחק	leka	N;MASC;SG	V;IND;PRS;FIN;ACT
משחק	spelar	משחק	spela	N;MASC;SG	V;IND;PRS;FIN;ACT
משחק	spela	משחק	spela	N;MASC;SG	V;IMP;FIN;ACT
משחק	leka	משחק	leka	N;MASC;SG	V;IMP;FIN;ACT
משחק	agerar	משחק	agera	N;MASC;SG	V;IND;PRS;FIN;ACT
משחק	tillförordnad	משחק	tillförordnad	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
משחק	agera	משחק	agera	N;MASC;SG	V;IMP;FIN;ACT
ראשי	head	ראש	head	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;SG
ראשי	huvud	ראש	huvud	N;PSSD;MASC;PL	N;NOM;INDF;NEUT;SG
ראשי	huvudet	ראש	huvud	N;PSSD;MASC;PL	N;NOM;DEF;NEUT;SG
ראשי	chef	ראש	chef	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;SG
ראשי	chief	ראש	chief	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;SG
ראשי	chefen	ראש	chef	N;PSSD;MASC;PL	N;NOM;DEF;MASC+FEM;SG
ראשי	hövding	ראש	hövding	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;SG
ראשי	primär	ראש	primär	N;PSSD;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
ראשי	primärt	ראש	primär	N;PSSD;MASC;PL	ADV
ראשי	primära	ראש	primär	N;PSSD;MASC;PL	ADJ;NOM;PL
הזמן	tid	הזמן	tid		N;NOM;INDF;MASC+FEM;SG
הזמן	tidpunkt	הזמן	tidpunkt		N;NOM;INDF;MASC+FEM;SG
הזמן	dags	הזמן	dags		N;MASC+FEM
הזמן	klockslag	הזמן	klockslag		N;NOM;INDF;NEUT;SG
הזמן	tiden	הזמן	tid		N;NOM;DEF;MASC+FEM;SG
אברהם	abraham	אברהם	abraham	PROPN	PROPN;NOM
נבחר	utvald	נבחר	utvälja	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נבחר	valda	נבחר	välja	V;MASC;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נבחר	utvalda	נבחר	utvalja	V;MASC;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נבחר	vald	נבחר	välja	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נבחר	utvalt	נבחר	utvälta	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נבחר	valt	נבחר	välja	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נבחר	utvald	נבחר	utvälja	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נבחר	valda	נבחר	välja	V;MASC;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נבחר	utvalda	נבחר	utvalja	V;MASC;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נבחר	vald	נבחר	välja	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נבחר	markerade	נבחר	markera	V;MASC;SG;3;PST;MID	V;NOM;PL;PST;V.PTCP
נבחר	markerad	נבחר	markerad	V;MASC;SG;3;PST;MID	N;NOM;INDF;MASC+FEM;SG
מדי	maddie	מדי	maddie	ADV	N;NOM;INDF;MASC+FEM;SG
מדי	oxå	מדי	oxå	ADV	N;NOM;INDF;MASC+FEM;SG
מדי	too	מדי	too	ADV	N;NOM;INDF;NEUT;SG
לרוב	oftast	ררוב	ofta		ADV;RL
לרוב	mest	ררוב	mycket		ADV;RL
לרוב	mestadels	ררוב	mestadel		N;NOM;INDF;MASC+FEM;SG
לכן	alltså	לכן	alltså	CONJ	ADV
לכן	därför	לכן	därför	CONJ	ADV
מאוחר	sena	מאוחר	sen	ADV	ADJ;NOM;PL
מאוחר	försenat	מאוחר	försena	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מאוחר	försenade	מאוחר	försena	ADV	ADJ;NOM;PL;PST;V.PTCP
מאוחר	försenad	מאוחר	försenad	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
דף	sida	דף	sida		N;NOM;INDF;MASC+FEM;SG
דף	sidan	דף	sida		N;NOM;DEF;MASC+FEM;SG
דף	page	דף	page		V;IMP;FIN;ACT
דף	def	דף	en		N;NOM;INDF;NEUT;SG
קולנוע	filmer	קולנוע	filma	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
קולנוע	biografer	קולנוע	biograf	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
קשר	kontakta	קשר	kontakta	N;MASC;SG	V;IMP;FIN;ACT
קשר	knut	קשר	knut	N;MASC;SG	PROPN;NOM
קשר	knuten	קשר	knyta	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
פני	penny	פנים	penny	N;PL	PROPN;NOM
קודם	första	קודם	en	ADV	ADJ;NOM
לצד	sidan	לצד	sida	ADP	N;NOM;DEF;MASC+FEM;SG
לצד	side	לצד	side	ADP	PROPN;NOM
לצד	sido	לצד	sido	ADP	N;NOM;INDF;MASC+FEM;SG
בגיל	åldrats	בגיל	åldra		V;V.CVB;PASS
ידוע	kända	ידוע	känd	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
ידוע	känd	ידוע	känd	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ידוע	känt	ידוע	känd	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הופעות	skenet	הופעה	sken	N;FEM;PL	N;NOM;DEF;NEUT;SG
קטן	small	קטן	small	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
קטן	små	קטן	liten	ADJ;MASC;SG	ADJ;NOM;PL
קטן	litet	קטן	litet	ADJ;MASC;SG	ADV
קטן	little	קטן	littal	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
קטן	litet	קטן	litet	ADJ;MASC;SG	ADV
למד	lärt	למד	lära	V;MASC;SG;3;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
למד	studerat	למד	studera	V;MASC;SG;3;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
למד	lär	למד	lära	V;MASC;SG;3;PST	V;IND;PRS;FIN;ACT
ברית	allierade	ברית	alliera	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
ברית	bundsförvanter	ברית	bundsförvant	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
היהודי	jude	היהודי	jude	PROPN	N;NOM;INDF;MASC+FEM;SG
תשע	nine	תשע	nine	NUM;FEM;SG	N;NOM;INDF;NEUT;SG
פחות	färre	פחות	få	ADV	ADJ;NOM;CMPR
פחות	färre	פחות	få	ADV	ADJ;NOM;CMPR
ישראלי	israelisk	ישראלי	israelisk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
ישראלי	israeliska	ישראלי	israelisk	N;MASC;SG	ADJ;NOM;PL
שיחק	lekte	שיחק	leka	PROPN	V;IMP;FIN;ACT
שיחק	spelat	שיחק	spela	PROPN	V;V.CVB;ACT
שיחק	spelas	שיחק	spela	PROPN	V;IND;FIN;PASS
שיחק	spelade	שיחק	spela	PROPN	V;IND;PST;FIN;ACT
שיחק	spelades	שיחק	spela	PROPN	V;IND;PST;FIN;PASS
מעבר	övergång	מעבר	övergång		N;NOM;INDF;MASC+FEM;SG
מעבר	övergången	מעבר	övergång		N;NOM;DEF;MASC+FEM;SG
מעבר	bortom	מעבר	bortom		ADP
מעבר	passagen	מעבר	passage		N;NOM;DEF;MASC+FEM;SG
מעבר	passage	מעבר	passage		N;NOM;INDF;MASC+FEM;SG
יד	yad	יד	yad	N;FEM;SG	PROPN;NOM
מדינה	statliga	מדינה	statlig	N;FEM;SG	ADJ;NOM;PL
מדינה	statligt	מדינה	statlig	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
ארגון	organiserar	ארגון	organisera	N;MASC;SG	V;IND;PRS;FIN;ACT
ארגון	organisera	ארגון	organisera	N;MASC;SG	V;IMP;FIN;ACT
שונה	avvikande	שונה	avvikande		ADJ;NOM;PRS;V.PTCP
שונה	olika	שונה	olik		ADJ;NOM;PL
שונה	annorlunda	שונה	annorlunda		ADV
שונה	modifierat	שונה	modifiera		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
שונה	modifierade	שונה	modifiera		ADJ;NOM;PL;PST;V.PTCP
שונה	ändrad	שונה	ändra		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
