در	drzwi	در	drzwi	ADP	N;NOM;NEUT;PL
بهترین	najlepsza	به	dobry	ADJ;RL	ADJ;NOM;CMPR;FEM;SG
بهترین	najlepszy	به	dobry	ADJ;RL	ADJ;NOM;CMPR;MASC;SG
بهترین	najlepiej	به	dobrze	ADJ;RL	ADV;RL
بهترین	best	به	best	ADJ;RL	
بهترین	najlepsze	به	dobry	ADJ;RL	ADJ;NOM;CMPR;NEUT;SG
دولت	state	دولت	staty	N;SG	
دولت	rządowe	دولت	rządowy	N;SG	ADJ;NOM;NEUT;SG
دولت	rządowy	دولت	rządowy	N;SG	ADJ;NOM;MASC;SG
همراه	mobile	همراه	mobil	ADP	
همراه	mobilnej	همراه	mobilny	ADP	ADJ;GEN;FEM;SG
همراه	mobilne	همراه	mobilny	ADP	ADJ;NOM;NEUT;SG
همراه	komórka	همراه	komórka	ADP	N;NOM;FEM;SG
همراه	towarzyszący	همراه	towarzyszący	ADP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
همراه	towarzyszących	همراه	towarzyszyć	ADP	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
همراه	towarzyszące	همراه	towarzyszyć	ADP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
چپ	lewy	چپ	lewy	N;SG	ADJ;NOM;MASC;SG
چپ	lewo	چپ	lewo	N;SG	
ایتالیا	włochy	ایتالیا	włochy	N;SG	
ایتالیا	włoska	ایتالیا	włoski	N;SG	ADJ;NOM;FEM;SG
ایتالیا	włochy	ایتالیا	włochy	N;SG	
ایتالیا	włoski	ایتالیا	włoski	N;SG	
ایتالیا	włoch	ایتالیا	wąć	N;SG	
ایتالیا	włoskie	ایتالیا	włoski	N;SG	ADJ;NOM;NEUT;SG
صفحه	page	صفحه	page	N;SG	
صفحه	strony	صفحه	strona	N;SG	N;NOM;FEM;PL
مجلس	montaż	مجلس	montaż	N;SG	
آغاز	start	آغاز	start	N;SG	
آغاز	zacznij	آغاز	zacząć	N;SG	V;PFV;IMP;SG;2;FIN;ACT
آغاز	poczatek	آغاز	poczatek	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
آغاز	zaczyna	آغاز	zaczynać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
آغاز	zaczynamy	آغاز	zaczynać	N;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
ویکی	wiki	ویکی	wik	N;SG	
ویکی	vicky	ویکی	vick	N;SG	
راه	ścieżki	راه	ścieżka	N;SG	N;ACC;FEM;PL
راه	way	راه	wy	N;SG	
راه	sposób	راه	sposób	N;SG	V;IND;PRS;FIN
کشتی	okręty	کشتی	okręt	N;SG	N;NOM;MASC;PL
کشتی	statki	کشتی	statek	N;SG	N;NOM;MASC;PL
کشتی	wrestling	کشتی	wrestling	N;SG	
کشتی	zapasy	کشتی	zapas	N;SG	N;NOM;MASC;PL
کشتی	łodzi	کشتی	łódź	N;SG	
کشتی	łódź	کشتی	łódź	N;SG	
بودند	były	بود	być	V;PL;3;PST	V;IPFV;MASC;IND;SG;PST;FIN;ACT
توجه	uwaga	توجه	uwaga	N;SG	
بن	bena	بن	bena		
بن	ben	بن	ben		
همه	każdy	همه	każdy	PRO	DET;NOM;MASC;SG
همه	wszystkie	همه	wszystek	PRO	DET;NOM;MASC;PL
همه	all	همه	all	PRO	
همه	każdy	همه	każdy	PRO	DET;NOM;MASC;SG
کوچک	małych	کوچک	mały	ADJ	N;GEN;MASC;PL
کوچک	mał	کوچک	mała	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
کوچک	mała	کوچک	mały	ADJ	
کوچک	male	کوچک	male	ADJ	
کوچک	mał	کوچک	mała	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
کوچک	little	کوچک	littl	ADJ	
کوچک	mało	کوچک	mało	ADJ	ADV
کوچک	mała	کوچک	mały	ADJ	
ژاپن	japonii	ژاپن	japonia	N;SG	
ژاپن	japonia	ژاپن	japonie	N;SG	
رسمی	urzędnik	رسمی	urzędnik	ADJ	N;NOM;MASC;SG
رسمی	oficjalnie	رسمی	oficjalnie	ADJ	ADV
رسمی	formalnie	رسمی	formalnie	ADJ	ADV
اسلام	islamu	اسلام	islam	N;SG	
سپتامبر	wrzesień	سپتامبر	wrzesień	N;SG	
سپتامبر	września	سپتامبر	wrzesień	N;SG	
پرونده	case	پرونده	cas	N;SG	
ماه	miesiac	ماه	miesiac	N;SG	V;IPFV;IND;SG;PST;FIN;ACT
ماه	miesięcy	ماه	miesiąc	N;SG	N;GEN;MASC;PL
ماه	miesiącach	ماه	miesiąc	N;SG	N;GEN;MASC;PL
ماه	moon	ماه	moon	N;SG	
اوت	augusta	اوت	augusta	N;SG	
اوت	sierpień	اوت	sierpienie	N;SG	
اوت	sierpień	اوت	sierpienie	N;SG	
هزار	tysiąc	هزار	tysiąc	NUM	
هزار	tysięcy	هزار	tysiąc	NUM	N;ACC;MASC;PL
هزار	tys	هزار	tys	NUM	
تابستانی	summer	تابستانی	summer	N;SG	
تابستانی	letnie	تابستانی	letni	N;SG	ADJ;NOM;NEUT;SG
تابستانی	letni	تابستانی	letni	N;SG	ADJ;NOM;MASC;SG
تابستانی	lato	تابستانی	lato	N;SG	
چون	ponieważ	چون	ponieważ	CONJ	PART
چون	kiedy	چون	kiedy	CONJ	ADV
آوریل	apr	None	apr	N;SG	
آوریل	kwietnia	None	kwiecia	N;SG	
آوریل	april	None	april	N;SG	
تغییر	zmodyfikować	تغییر	zmodyfikować	N;SG	V;PFV;NFIN;ACT
تغییر	zmiany	تغییر	zmiana	N;SG	N;ACC;FEM;PL
تغییر	zmienić	تغییر	zmienić	N;SG	V;PFV;NFIN;ACT
تغییر	zmień	تغییر	zmień	N;SG	V;PFV;IMP;SG;2;FIN;ACT
شکل	formy	شکل	forma	N;SG	N;ACC;FEM;PL
مارس	marzec	مارس	marzec	N;SG	
مارس	marca	مارس	marza	N;SG	
مارس	marsie	مارس	marsa	N;SG	
مارس	marsa	مارس	marsa	N;SG	
مارس	mars	مارس	mars	N;SG	
کیلومتر	kilometry	کیلومتر	kilometra	N;SG	N;NOM;MASC;PL
کیلومتر	kilometrów	کیلومتر	kilometr	N;SG	N;GEN;MASC;PL
کیلومتر	kilometry	کیلومتر	kilometra	N;SG	N;NOM;MASC;PL
کیلومتر	kilometrów	کیلومتر	kilometr	N;SG	N;GEN;MASC;PL
جمله	zdania	جمله	zdanie	N;SG	N;NOM;NEUT;PL
گردشگری	turystycznych	گردشگری	turystyczny	N;SG	ADJ;GEN;MASC;PL
گردشگری	turystyczna	گردشگری	turystyczny	N;SG	ADJ;NOM;FEM;SG
گردشگری	turystyczny	گردشگری	turystyczny	N;SG	ADJ;NOM;MASC;SG
شهری	urban	شهر	urbany	N;SG	
شهری	miejskie	شهر	miejski	N;SG	ADJ;NOM;NEUT;SG
شهری	miejski	شهر	miejski	N;SG	ADJ;NOM;MASC;SG
شهری	miejskich	شهر	miejski	N;SG	ADJ;GEN;MASC;PL
شهری	miejska	شهر	miejski	N;SG	ADJ;NOM;FEM;SG
شهری	komunalnych	شهر	komunalny	N;SG	ADJ;GEN;MASC;PL
شهری	city	شهر	city	N;SG	
ممکن	mozliwe	ممکن	mozliwy	ADJ	
لیگ	league	لیگ	leagu	N;SG	
روسیه	rosyjski	روسیه	rosyjski	N;SG	ADJ;NOM;MASC;SG
روسیه	rosyjska	روسیه	rosyjski	N;SG	ADJ;NOM;FEM;SG
روسیه	rosyjskie	روسیه	rosyjski	N;SG	ADJ;NOM;NEUT;SG
روسیه	rosja	روسیه	rosja	N;SG	
نخستین	pierwszy	نخستین	pierwszy	ADJ;RL	ADJ;NOM;MASC;SG
نخستین	pierwsze	نخستین	pierwszy	ADJ;RL	ADJ;NOM;NEUT;SG
نخستین	najpierw	نخستین	najpierw	ADJ;RL	ADV
نخستین	pierwsza	نخستین	pierwszy	ADJ;RL	ADJ;NOM;FEM;SG
شاه	king	شاه	king	N;SG	
شاه	kinga	شاه	kinga	N;SG	PROPN;NOM;FEM;SG
شاه	shah	شاه	shah	N;SG	PROPN;NOM;MASC;SG
شاه	szach	شاه	szach	N;SG	
جنوب	południowa	جنوب	południowy	N;SG	ADJ;NOM;FEM;SG
جنوب	południowej	جنوب	południowy	N;SG	ADJ;GEN;FEM;SG
جنوب	południowe	جنوب	południowy	N;SG	ADJ;NOM;NEUT;SG
طور	mount	طور	mount	N;SG	
طور	góra	طور	góra	N;SG	
طور	tur	طور	tur	N;SG	
تشکیل	utworzony	تشکیل	utworzyć	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
تشکیل	utworzona	تشکیل	utworzyć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
تشکیل	utworzone	تشکیل	utworzyć	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
فوت	stopy	فوت	stopa	N;SG	
فوت	foote	فوت	foot	N;SG	
ژوئن	june	None	juny	N;SG	
ژوئن	czerwiec	None	czerwiec	N;SG	
چه	jakie	چه	jaki	CONJ	DET;ACC;MASC;SG
چه	co	چه	co	CONJ	
امکان	możliwy	امکان	możliwy	N;SG	ADJ;NOM;MASC;SG
امکان	mozliwe	امکان	mozliwy	N;SG	
امکان	możliwa	امکان	możliwy	N;SG	ADJ;NOM;FEM;SG
امکان	możliwe	امکان	możliwy	N;SG	ADJ;NOM;NEUT;SG
امکان	mozliwosc	امکان	mozliwosc	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
سر	sar	سر	sar	N;SG	
سر	head	سر	head	N;SG	
سر	glowy	سر	glowa	N;SG	V;IPFV;IND;SG;FIN;ACT
سر	glowy	سر	glowa	N;SG	V;IPFV;IND;SG;FIN;ACT
سر	głowice	سر	głowica	N;SG	N;NOM;FEM;PL
حزب	imprezy	حزب	impreza	N;SG	
ما	nasz	ما	nasz	PRO;PL;1	DET;NOM;MASC;SG;1
ما	nasza	ما	nasz	PRO;PL;1	DET;NOM;FEM;SG;1
ما	nasi	ما	nasz	PRO;PL;1	DET;NOM;MASC;PL;1
ما	nasze	ما	nasz	PRO;PL;1	DET;NOM;NEUT;SG;1
ما	our	ما	our	PRO;PL;1	
برندگان	wygrane	برنده	wygrany	N;PL	ADJ;NOM;NEUT;SG
برندگان	zwycięzcy	برنده	zwycięzca	N;PL	N;NOM;MASC;SG
خانه	house	خانه	housy	N;SG	
دسامبر	grudnia	دسامبر	grudzień	N;SG	
موارد	pozycji	مورد	pozycja	N;PL	N;GEN;FEM;SG
هند	indie	هند	indie	N;SG	
آلبوم	albumu	آلبوم	album	N;SG	
آزاد	wolna	آزاد	wolny	ADJ	
آزاد	free	آزاد	free	ADJ	
علمی	nauki	علمی	nauka	N;SG	
علمی	naukowy	علمی	naukowy	N;SG	ADJ;NOM;MASC;SG
علمی	naukowe	علمی	naukowy	N;SG	ADJ;NOM;NEUT;SG
نوامبر	listopad	نوامبر	listopad	N;SG	
نوامبر	listopad	نوامبر	listopad	N;SG	
آسیا	azji	آسیا	azjić	N;SG	PROPN;NOM;FEM;SG
شمال	północnej	شمال	północny	N;SG	ADJ;GEN;FEM;SG
شمال	north	شمال	north	N;SG	
شمال	północna	شمال	północny	N;SG	
شمال	północne	شمال	północny	N;SG	ADJ;NOM;NEUT;SG
شمال	północnej	شمال	północny	N;SG	ADJ;GEN;FEM;SG
پایان	end	پایان	end	N;SG	
علوم	nauka	علم	nauka	N;PL	N;NOM;FEM;SG
علوم	nauki	علم	nauka	N;PL	
جان	jan	جان	jan	N;SG	PROPN;NOM;MASC;SG
جان	johna	جان	johny	N;SG	
جان	janek	جان	janek	N;SG	PROPN;NOM;MASC;SG
جان	john	جان	john	N;SG	PROPN;NOM;MASC;SG
جان	jana	جان	jani	N;SG	
سید	sida	سید	sida	N;SG	
سید	sid	سید	sid	N;SG	
کالیفرنیا	kalifornii	None	kalifornia	N;SG	
کالیفرنیا	california	None	california	N;SG	
کالیفرنیا	kalifornia	None	kalifornia	N;SG	
صنایع	industries	صنعت	industries	N;PL	
صنایع	przemysłu	صنعت	przemysł	N;PL	N;GEN;MASC;SG
صنایع	branża	صنعت	branż	N;PL	N;NOM;FEM;SG
صنایع	przemysł	صنعت	przemysł	N;PL	N;NOM;MASC;SG
گونه	gatunki	گونه	gatunek	N;SG	N;NOM;MASC;PL
کانادا	kanada	کانادا	kanada	N;SG	
کانادا	kanady	کانادا	kanada	N;SG	
کانادا	kanady	کانادا	kanada	N;SG	
کانادا	kanadyjski	کانادا	kanadyjski	N;SG	ADJ;NOM;MASC;SG
اسپانیا	hiszpanie	اسپانیا	hiszpan	N;SG	N;NOM;MASC;PL
اسپانیا	hiszpańskie	اسپانیا	hiszpański	N;SG	ADJ;NOM;NEUT;SG
اسپانیا	hiszpańska	اسپانیا	hiszpański	N;SG	ADJ;NOM;FEM;SG
اسپانیا	hiszpański	اسپانیا	hiszpański	N;SG	ADJ;NOM;MASC;SG
زمین	earth	زمین	earth	N;SG	
رئیس	szefie	رئیس	szefa	N;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
سبک	light	سبک	light	N;SG	
سبک	lekka	سبک	lekki	N;SG	ADJ;NOM;FEM;SG
سبک	lekki	سبک	lekki	N;SG	ADJ;NOM;MASC;SG
سبک	style	سبک	style	N;SG	
بالا	top	بالا	top	ADV;ESS	
بالا	szczyt	بالا	szczyt	ADV;ESS	N;NOM;MASC;SG
بالا	góra	بالا	góra	ADV;ESS	
بالا	bala	بالا	bala	ADV;ESS	
جدید	nowości	جدید	nowość	ADJ	N;ACC;FEM;PL
جدید	nowość	جدید	nowość	ADJ	N;NOM;FEM;SG
جدید	nowa	جدید	nowy	ADJ	
غیر	non	غیر	non	ADV;NEG	
وارد	ward	وارد	warda	ADJ	PROPN;NOM;MASC;SG
عضو	członkowskie	عضو	członkowski	N;SG	ADJ;NOM;NEUT;SG
عضو	darowizny	عضو	darowizna	N;SG	
زنان	kobiet	زن	kobieta	N;PL	
زنان	damskie	زن	damski	N;PL	ADJ;NOM;NEUT;SG
نظامی	wojskowy	نظام	wojskowy	N;SG	ADJ;NOM;MASC;SG
نظامی	wojskowe	نظام	wojskowy	N;SG	ADJ;NOM;NEUT;SG
قمری	lunar	قمری	lunar	N;SG	
قمری	księżycowy	قمری	księżycowy	N;SG	ADJ;NOM;MASC;SG
آذربایجان	azerbejdżan	آذربایجان	azerbejdżan	N;SG	
جای	jai	جا	jai	N;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
هیچ	jakikolwiek	هیچ	jakikolwiek	ADV;NEG	DET;NOM;MASC;SG
هیچ	dowolny	هیچ	dowolny	ADV;NEG	ADJ;NOM;MASC;SG
هیچ	jakiekolwiek	هیچ	jakiekolwiek	ADV;NEG	DET;NOM;MASC;SG
چین	chin	چین	chuna	N;SG	PROPN;NOM;MASC;SG
چین	china	چین	chiny	N;SG	
چین	china	چین	chiny	N;SG	
چین	chin	چین	chuna	N;SG	PROPN;NOM;MASC;SG
چین	chiny	چین	chiny	N;SG	
سیستم	systemowe	سیستم	systemowy	N;SG	ADJ;NOM;NEUT;SG
ظاهر	pozory	ظاهر	pozór	N;SG	N;ACC;MASC;PL
ظاهر	zahir	ظاهر	zahir	N;SG	
ادامه	kontynuować	ادامه	kontynuować	N;SG	V;IPFV;NFIN;ACT
ادامه	kontynuował	ادامه	kontynuować	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
ادامه	dalszy	ادامه	daleki	N;SG	ADJ;NOM;CMPR;MASC;SG
درجه	stopnie	درجه	stopień	N;SG	N;NOM;MASC;PL
درجه	rangi	درجه	ranga	N;SG	
انتخاب	wybierz	انتخاب	wybrać	N;SG	V;PFV;IMP;SG;2;FIN;ACT
انتخاب	zaznacz	انتخاب	zaznaczyć	N;SG	V;PFV;IMP;SG;2;FIN;ACT
انتخاب	wybierz	انتخاب	wybrać	N;SG	V;PFV;IMP;SG;2;FIN;ACT
انتخاب	wyboru	انتخاب	wybór	N;SG	
دستی	ręczne	دست	ręczny	N;SG	ADJ;NOM;NEUT;SG
دستی	ręczna	دست	ręczny	N;SG	ADJ;NOM;FEM;SG
دستی	ręczny	دست	ręczny	N;SG	ADJ;NOM;MASC;SG
فقط	tylko	فقط	tylko	ADV	PART
اعلام	deklaracje	اعلام	deklaracja	N;SG	N;NOM;FEM;PL
اعلام	ogłosić	اعلام	ogłosić	N;SG	V;PFV;NFIN;ACT
نسبت	stosunek	نسبت	stosunek	ADP	N;NOM;MASC;SG
نسبت	proporcje	نسبت	proporcja	ADP	N;NOM;FEM;PL
نسبت	współczynnik	نسبت	współczynnik	ADP	N;NOM;MASC;SG
مسابقات	turniej	مسابقه	turnia	N;PL	N;NOM;MASC;SG
مسابقات	turnieju	مسابقه	turniej	N;PL	N;GEN;MASC;SG
تلفن	telefony	تلفن	telefon	N;SG	N;NOM;MASC;PL
تلفن	telefonicznie	تلفن	telefonicznie	N;SG	ADV
داستان	story	داستان	stora	N;SG	
داستان	opowiadania	داستان	opowiadanie	N;SG	N;NOM;NEUT;PL
داستان	opowieści	داستان	opowieść	N;SG	
سوم	iii	سوم	iii	ADJ	
سوم	trzecie	سوم	trzeci	ADJ	
خط	line	خط	liny	N;SG	
قانون	prawa	قانون	prawo	N;SG	
درگذشت	zmarł	در#گذشت#گذر	zemrzeć	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
علت	powody	علت	powód	N;SG	N;NOM;MASC;PL
علت	powodu	علت	powodu	N;SG	ADP
مهم	wazne	مهم	wazny	ADJ	
منبع	źródła	منبع	źródło	N;SG	N;NOM;NEUT;PL
منبع	zasoby	منبع	zasóba	N;SG	N;NOM;MASC;PL
منبع	zasobów	منبع	zasób	N;SG	N;GEN;MASC;PL
میلیون	milion	میلیون	milion	NUM	
میلیون	mln	میلیون	mlna	NUM	
میلیون	miliony	میلیون	miliony	NUM	
کمک	pomoc	کمک	pomoc	N;SG	V;IPFV;IND;SG;2;FIN;ACT
جهت	kierunki	جهت	kierunek	ADP	N;NOM;MASC;PL
جهت	kierunku	جهت	kierunek	ADP	N;GEN;MASC;SG
جهت	kierunek	جهت	kierunek	ADP	N;NOM;MASC;SG
جهت	orientację	جهت	orientacja	ADP	N;ACC;FEM;SG
جهت	orientacji	جهت	orientacja	ADP	N;GEN;FEM;SG
جهت	ukierunkowanie	جهت	ukierunkowanie	ADP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
هوایی	antena	هوایی	antena	ADJ	N;NOM;FEM;SG
هوایی	powietrza	هوایی	powietrze	ADJ	N;GEN;NEUT;SG
هوایی	powietrze	هوایی	powietrze	ADJ	N;NOM;NEUT;SG
هوایی	air	هوایی	air	ADJ	
حتی	nawet	حتی	nawet	ADV	PART
نمایش	pokaż	نمایش	pokazać	N;SG	V;PFV;IMP;SG;2;FIN;ACT
آمریکای	ameryka	آمریکا	ameryka	N;SG	
ناحیه	regiony	ناحیه	regić	N;SG	N;NOM;MASC;PL
ناحیه	powiat	ناحیه	powiat	N;SG	
طراحی	design	طراحی	design	N;SG	
آموزش	uczenie	آموزش	uczenie	N;SG	
آموزش	treningi	آموزش	trening	N;SG	N;NOM;MASC;PL
قلعه	zamek	قلعه	zamek	N;SG	
قلعه	castle	قلعه	castło	N;SG	
قلعه	zamku	قلعه	zamek	N;SG	
قلعه	twierdza	قلعه	twierdzać	N;SG	
ویرایش	edit	ویرایش	edit	N;SG	
ویرایش	edytuj	ویرایش	edytować	N;SG	
ویرایش	montaż	ویرایش	montaż	N;SG	
حکومت	rządowe	حکومت	rządowy	N;SG	ADJ;NOM;NEUT;SG
حکومت	rządowy	حکومت	rządowy	N;SG	ADJ;NOM;MASC;SG
بازدید	odwiedzili	None	odwiedzić	N;SG	V;PFV;MASC;IND;PL;PST;FIN;ACT
بازدید	odwiedził	None	odwiedzić	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
بازدید	odwiedziła	None	odwiedzić	N;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
بازدید	przegląd	None	przegląd	N;SG	
بازدید	wizyty	None	wizyta	N;SG	N;ACC;FEM;PL
بازدید	wizyty	None	wizyta	N;SG	N;ACC;FEM;PL
بازدید	odwiedzin	None	odwiedziny	N;SG	
بازدید	wizyt	None	wizyta	N;SG	N;GEN;FEM;PL
بازدید	odwiedza	None	odwiedzać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
شیمیایی	chemikalia	شیمیایی	chemikalia	N;SG	N;NOM;NEUT;PL
شیمیایی	chemiczne	شیمیایی	chemiczny	N;SG	ADJ;NOM;NEUT;SG
شیمیایی	chemikalia	شیمیایی	chemikalia	N;SG	N;NOM;NEUT;PL
شیمیایی	chemia	شیمیایی	chemia	N;SG	V;IPFV;IND;SG;2;FIN;ACT
شیمیایی	chemikaliów	شیمیایی	chemikalia	N;SG	N;GEN;NEUT;PL
شبکه	sieci	شبکه	sieć	N;SG	
شبکه	network	شبکه	network	N;SG	
برنامه	app	برنامه	app	N;SG	
برنامه	programy	برنامه	program	N;SG	N;NOM;MASC;PL
برنامه	grafik	برنامه	grafik	N;SG	
تولد	urodziny	تولد	urodziny	N;SG	N;NOM;NEUT;PL
تولد	urodzinowy	تولد	urodzinowy	N;SG	ADJ;NOM;MASC;SG
تولد	urodzinowe	تولد	urodzinowy	N;SG	ADJ;NOM;NEUT;SG
تولد	urodziny	تولد	urodziny	N;SG	N;NOM;NEUT;PL
تبدیل	konwersji	تبدیل	konwersja	N;SG	
تبدیل	konwersja	تبدیل	konwersja	N;SG	
تبدیل	konwersji	تبدیل	konwersja	N;SG	
تبدیل	zamiana	تبدیل	zamiana	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
تبدیل	konwersja	تبدیل	konwersja	N;SG	
تبدیل	konwersje	تبدیل	konwersja	N;SG	N;NOM;FEM;PL
دریایی	morski	دریا	morski	N;SG	ADJ;NOM;MASC;SG
دریایی	marine	دریا	mariny	N;SG	
دریایی	morskie	دریا	morski	N;SG	ADJ;NOM;NEUT;SG
سن	age	سن	age	N;SG	
سن	seine	سن	seiny	N;SG	
سن	san	سن	san	N;SG	PROPN;NOM;MASC;SG
سن	święty	سن	święty	N;SG	
سن	święta	سن	święto	N;SG	
سن	saint	سن	saint	N;SG	
عربی	arabi	عربی	arabia	N;SG	
عربی	arabskie	عربی	arabski	N;SG	ADJ;NOM;NEUT;SG
عربی	arabski	عربی	arabski	N;SG	ADJ;NOM;MASC;SG
عربی	arabskie	عربی	arabski	N;SG	ADJ;NOM;NEUT;SG
عربی	arabski	عربی	arabski	N;SG	ADJ;NOM;MASC;SG
روش	roche	روش	rochy	N;SG	
روش	metody	روش	metoda	N;SG	N;ACC;FEM;PL
روش	sposób	روش	sposób	N;SG	V;IND;PRS;FIN
بازیکن	player	بازیکن	player	N;SG	
بازیکن	zawodnicy	بازیکن	zawodnik	N;SG	N;NOM;MASC;PL
بازیکن	graczy	بازیکن	gracz	N;SG	N;ACC;MASC;PL
بازیکن	gracze	بازیکن	gracz	N;SG	N;NOM;MASC;PL
بودن	bycie	بودن	bycie	N;SG	
بودن	będąc	بودن	być	N;SG	V;IPFV;PRS;V.CVB;ACT
بودن	bycia	بودن	być	N;SG	
نتیجه	rezultaty	نتیجه	rezultat	N;SG	N;NOM;MASC;PL
نتیجه	wyniki	نتیجه	wynik	N;SG	N;NOM;MASC;PL
نتیجه	wnioski	نتیجه	wniosek	N;SG	N;NOM;MASC;PL
تگزاس	texas	تگزاس	texas	N;SG	
عراق	irak	عراق	irak	N;SG	PROPN;NOM;MASC;SG
عراق	iraku	عراق	irak	N;SG	PROPN;GEN;MASC;SG
شروع	start	شروع	start	N;SG	
شروع	zacznij	شروع	zacząć	N;SG	V;PFV;IMP;SG;2;FIN;ACT
شروع	zaczyna	شروع	zaczynać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
شروع	zaczynamy	شروع	zaczynać	N;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
هنر	sztuki	هنر	sztuka	N;SG	
هنر	arts	هنر	arts	N;SG	
هنر	sztuki	هنر	sztuka	N;SG	
هنر	art	هنر	art	N;SG	
زمینه	tła	زمینه	ten	N;SG	
زمینه	tle	زمینه	tło	N;SG	
زمینه	tło	زمینه	tło	N;SG	
قسمت	częściowo	قسمت	częściowo	N;SG	ADV
بررسی	sprawdzamy	بررسی	sprawdzać	N;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
بررسی	sprawdzam	بررسی	sprawdzać	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
بررسی	sprawdź	بررسی	sprawdzić	N;SG	V;PFV;IMP;SG;2;FIN;ACT
بررسی	zaznacz	بررسی	zaznaczyć	N;SG	V;PFV;IMP;SG;2;FIN;ACT
مدیر	główny	مدیر	główny	N;SG	ADJ;NOM;MASC;SG
باز	otwórz	باز	otwórzyć	ADJ	V;PFV;IMP;SG;2;FIN;ACT
باز	back	باز	back	ADJ	
باز	wstecz	باز	wstecz	ADJ	
باز	powrót	باز	powrót	ADJ	
ترکیه	turcji	ترکیه	turcja	N;SG	PROPN;GEN;FEM;SG
ترکیه	turecka	ترکیه	turecka	N;SG	ADJ;NOM;FEM;SG
ترکیه	tureckie	ترکیه	turecki	N;SG	ADJ;NOM;NEUT;SG
ترکیه	turecki	ترکیه	turecka	N;SG	ADJ;NOM;MASC;SG
مدال	medale	مدال	medal	N;SG	N;NOM;MASC;PL
مدال	medali	مدال	medać	N;SG	N;GEN;MASC;PL
حقوق	pensja	حق	pensja	N;PL	N;NOM;FEM;SG
حقوق	wynagrodzenie	حق	wynagrodzenie	N;PL	N;NOM;NEUT;SG;POS;V.MSDR
حقوق	wynagrodzenia	حق	wynagrodzić	N;PL	N;NOM;NEUT;SG
حقوق	prawa	حق	prawo	N;PL	
حقوق	prawo	حق	prawo	N;PL	N;NOM;NEUT;SG
حقوق	prawa	حق	prawo	N;PL	
حقوق	praw	حق	prawo	N;PL	
دی	dey	None	dey	N;SG	
عمومی	public	عمومی	publica	ADJ	
عمومی	społeczeństwo	عمومی	społeczeństwo	ADJ	N;NOM;NEUT;SG
عمومی	generał	عمومی	generał	ADJ	N;NOM;MASC;SG
عمومی	ogólnie	عمومی	ogólnie	ADJ	ADV
حسین	hosejn	حسین	hosejny	N;SG	
حسین	hussein	حسین	hussein	N;SG	PROPN;NOM;MASC;SG
حسین	hussain	حسین	hussain	N;SG	
ترجمه	tłumacz	ترجمه	tłumacz	N;SG	V;IPFV;IND;SG;PST;FIN;ACT
ترجمه	tłumaczenia	ترجمه	tłumaczyć	N;SG	N;NOM;NEUT;PL
ترجمه	tłumaczyć	ترجمه	tłumaczyć	N;SG	V;IPFV;NFIN;ACT
ترجمه	przetłumaczyć	ترجمه	przetłumaczyć	N;SG	V;PFV;NFIN;ACT
ترجمه	tłumacz	ترجمه	tłumacz	N;SG	V;IPFV;IND;SG;PST;FIN;ACT
دقیقه	minuty	دقیقه	minuta	N;SG	N;ACC;FEM;PL
دقیقه	minut	دقیقه	minuta	N;SG	N;GEN;FEM;PL
دقیقه	minute	دقیقه	minuta	N;SG	N;NOM;FEM;PL
رنگ	kolory	رنگ	kolor	N;SG	N;NOM;MASC;PL
رنگ	kolory	رنگ	kolor	N;SG	N;NOM;MASC;PL
رنگ	kolorowy	رنگ	kolorowy	N;SG	ADJ;NOM;MASC;SG
افزایش	zwiększone	افزایش	zwiększyć	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
افزایش	zwiększona	افزایش	zwiększyć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
