operze	opéra	operz	opéra		N;MASC;SG
spartak	spartak	spartak	spartak		N;MASC;SG
partner	associé	partner	associer	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
partner	associée	partner	associer	N;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
partner	partenaires	partner	partenaire	N;NOM;MASC;SG	N;MASC;PL
partner	affilié	partner	affilier	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
partner	affiliés	partner	affilier	N;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
transmisji	transmissions	transmisja	transmission	N;GEN;FEM;SG	N;FEM;PL
transmisji	diffuser	transmisja	diffuser	N;GEN;FEM;SG	V;NFIN
teodora	theodora	teodor	theodora		PROPN
albrecht	albrecht	albrecht	albrecht	PROPN;NOM;MASC;SG	PROPN
kolonie	colonies	kolonie	colonie	N;NOM;FEM;SG	N;FEM;PL
joão	joão	joão	joão	PROPN;NOM;MASC;SG	PROPN
heinz	heinz	heinz	heinz	PROPN;NOM;MASC;SG	PROPN
wygrana	gagnez	wygrać	gagner	N;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
wygrana	gagner	wygrać	gagner	N;NOM;FEM;SG	V;NFIN
wygrana	gagnant	wygrać	gagner	N;NOM;FEM;SG	V;PRS;V.PTCP
wygrana	gagnante	wygrać	gagnant	N;NOM;FEM;SG	ADJ;FEM;SG
wygrana	gagner	wygrać	gagner	N;NOM;FEM;SG	V;NFIN
wygrana	gagnant	wygrać	gagner	N;NOM;FEM;SG	V;PRS;V.PTCP
lekkie	légèreté	lekki	légèreté	ADJ;NOM;NEUT;SG	N;FEM;SG
lekkie	légères	lekki	léger	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
rachel	rachel	rachel	rachel	PROPN;NOM;FEM;SG	PROPN
wenecja	venise	wenecja	venise	N;NOM;FEM;SG	PROPN
bei	bei	być	bei		PROPN
skarb	précieux	skarb	précieux	N;ACC;MASC;SG	ADJ;MASC;SG
skarb	précieuse	skarb	précieux	N;ACC;MASC;SG	ADJ;FEM;SG
skarb	précieuses	skarb	précieux	N;ACC;MASC;SG	ADJ;FEM;PL
skarb	trésors	skarb	trésor	N;ACC;MASC;SG	N;MASC;PL
piąta	cinquième	piąty	cinquième		ADJ;MASC;SG
prawdopodobne	probablement	prawdopodobny	probablement	ADJ;NOM;NEUT;SG	ADV
prawdopodobne	probables	prawdopodobny	probable	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
procedury	procédure	procedura	procédure	N;ACC;FEM;PL	N;FEM;SG
disco	discothèque	disco	discothèque		N;FEM;SG
disco	disco	disco	disco		N;MASC;SG
sumę	sum	suma	sum	N;ACC;FEM;SG	
prawny	légales	prawny	légal	ADJ;NOM;MASC;SG	ADJ;FEM;PL
cząsteczki	particule	cząsteczka	particule	N;NOM;FEM;PL	N;FEM;SG
fair	foire	fair	foire		N;FEM;SG
fair	justes	fair	juste		ADJ;MASC;PL
fair	équitable	fair	équitable		ADJ;MASC;SG
fair	équitables	fair	équitable		ADJ;MASC;PL
wstawić	insert	wstawić	insert	V;PFV;NFIN;ACT	N;MASC;SG
wstawić	insertion	wstawić	insertion	V;PFV;NFIN;ACT	N;FEM;SG
czysto	purement	czysto	purement		ADV
czysto	limpide	czysto	limpide		ADJ;MASC;SG
czysto	clair	czysto	clair		ADJ;MASC;SG
czysto	effacer	czysto	effacer		V;NFIN
objęcia	englobe	objęcie	englober	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
objęcia	embrasser	objęcie	embrasser	N;NOM;NEUT;SG	V;NFIN
objęcia	embrassez	objęcie	embrasser	N;NOM;NEUT;SG	V;IMP;PL;2;PRS;FIN
plemiona	tribus	plemię	tribu	N;NOM;NEUT;SG	N;FEM;PL
nadzwyczajny	extraordinaires	nadzwyczajny	extraordinaire	ADJ;NOM;MASC;SG	ADJ;MASC;PL
linda	linda	linda	linda	PROPN;NOM;FEM;SG	PROPN
musical	musicale	musical	musical	N;NOM;MASC;SG	ADJ;FEM;SG
musical	musical	musical	musical	N;NOM;MASC;SG	ADJ;MASC;SG
virginia	virginie	virginia	virginie		N;FEM;SG
virginia	virginia	virginia	virginia		PROPN
salvador	salvador	salvador	salvador	PROPN;NOM;MASC;SG	N;MASC;SG
dąbrówka	dąbrówka	dąbrówka	dąbrówka	N;NOM;FEM;SG	PROPN
wagner	wagner	wagner	wagner	PROPN;NOM;MASC;SG	PROPN
prasa	appuyez	prasa	appuyer	N;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
łańcuch	cordes	łańcuch	corde	N;NOM;MASC;SG	N;FEM;PL
łańcuch	enchaîner	łańcuch	enchaîner	N;NOM;MASC;SG	V;NFIN
eso	eso	eso	eso	PROPN;NOM;MASC;SG	PROPN
grubość	épaisseurs	grubość	épaisseur	N;NOM;FEM;SG	N;FEM;PL
stevens	stevens	stevens	steven	PROPN;NOM;MASC;SG	PROPN
kapitał	capitaux	kapitał	capital	N;ACC;MASC;SG	N;MASC;PL
monica	monica	monica	monica	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
galaktyki	galaxie	galaktyk	galaxie	N;ACC;FEM;PL	N;FEM;SG
galaktyki	galaxy	galaktyk	galaxy	N;ACC;FEM;PL	N;MASC;SG
aktualny	courant	aktualny	courir	ADJ;NOM;MASC;SG	V;PRS;V.PTCP
aktualny	actuels	aktualny	actuel	ADJ;NOM;MASC;SG	ADJ;MASC;PL
kontrola	contrôler	kontrola	contrôler	N;NOM;FEM;SG	V;NFIN
kontrola	inspections	kontrola	inspection	N;NOM;FEM;SG	N;FEM;PL
mieszane	mélangé	mieszany	mélanger	ADJ;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
mieszane	mixtes	mieszany	mixte	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
mieszane	mélangés	mieszany	mélanger	ADJ;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
mieszane	mélangé	mieszany	mélanger	ADJ;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
mieszane	mélangées	mieszany	mélangé	ADJ;NOM;NEUT;SG	V;FEM;PL;PST;V.PTCP
mieszane	mélangés	mieszany	mélanger	ADJ;NOM;NEUT;SG	V;MASC;PL;PST;V.PTCP
dodaje	ajouts	dodawać	ajout	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
typowo	typiquement	typowo	typiquement		ADV
typowo	habituellement	typowo	habituellement		ADV
typowo	généralement	typowo	généralement		ADV
typowo	typiques	typowo	typique		ADJ;MASC;PL
typowo	typique	typowo	typique		ADJ;MASC;SG
zawieszenia	sursis	zawiesić	sursis	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
zawieszenia	suspendre	zawiesić	suspendre	N;NOM;NEUT;SG	V;NFIN
zawieszenia	suspendu	zawiesić	suspendre	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
zawieszenia	suspensions	zawiesić	suspension	N;NOM;NEUT;SG	N;FEM;PL
zawieszenia	suspensions	zawiesić	suspension	N;NOM;NEUT;SG	N;FEM;PL
regina	regina	regina	reginer	N;NOM;FEM;SG	PROPN
zagrożonych	menacées	zagrożyć	menacer	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zagrożonych	menacée	zagrożyć	menacer	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zagrożonych	menacés	zagrożyć	menacer	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zagrożonych	menacé	zagrożyć	menacer	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rozwiązany	résolus	rozwiązać	résoudre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
rozwiązany	résolues	rozwiązać	résoudre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;PL
rozwiązany	résolu	rozwiązać	résoudre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rozwiązany	résolue	rozwiązać	résoudre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
rozwiązany	dissoute	rozwiązać	dissoudre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
rozwiązany	dissous	rozwiązać	dissoudre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rozwiązany	démantelé	rozwiązać	démanteler	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rozwiązany	résolus	rozwiązać	résoudre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
rozwiązany	résolues	rozwiązać	résoudre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;PL
rozwiązany	résolu	rozwiązać	résoudre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
rozwiązany	résolue	rozwiązać	résoudre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
znaczny	significatifs	znaczny	significatif	ADJ;NOM;MASC;SG	ADJ;MASC;PL
floryda	floride	floryd	floride		N;FEM;SG
księżnej	duchesse	księżny	duchesse	ADJ;GEN;FEM;SG	N;FEM;SG
obniżenie	abaisser	obniżyć	abaisser	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
obniżenie	abaissant	obniżyć	abaissant	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PRS;V.PTCP
geograficzny	géographiques	geograficzny	géographique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
wewnętrzny	internes	wewnętrzny	interne	ADJ;NOM;MASC;SG	ADJ;MASC;PL
jeana	jean	jeany	jean		PROPN
sex	sexe	sex	sexe		N;MASC;SG
samców	masculins	samc	masculin		ADJ;MASC;PL
samców	mâles	samc	mâle		N;MASC;PL
samców	hommes	samc	homme		N;MASC;PL
zbrodnie	crimes	zbrodnie	crime	N;NOM;FEM;SG	N;MASC;PL
bycie	etre	bycie	être		V;NFIN
bycie	être	bycie	être		V;NFIN
dar	dar	dar	dar	N;NOM;MASC;SG	PROPN
dar	cadeaux	dar	cadeau	N;NOM;MASC;SG	N;MASC;PL
row	rangées	row	rangée		V;FEM;PL;PST;V.PTCP
row	ligne	row	ligne		N;FEM;SG
row	rang	row	rang		N;MASC;SG
row	rangée	row	rangée		V;FEM;SG;PST;V.PTCP
wewnętrzna	internes	wewnętrzny	interne	ADJ;NOM;FEM;SG	ADJ;MASC;PL
podróże	voyage	podróż	voyage	N;ACC;FEM;PL	N;MASC;SG
podróże	voyager	podróż	voyager	N;ACC;FEM;PL	V;NFIN
podróże	voyager	podróż	voyager	N;ACC;FEM;PL	V;NFIN
podróże	voyageant	podróż	voyager	N;ACC;FEM;PL	V;PRS;V.PTCP
pokrywy	couvre	pokrywy	couvrir	N;ACC;FEM;PL	V;IND;SG;3;PRS;FIN
lewandowski	lewandowski	lewandowski	lewandowski	ADJ;NOM;MASC;SG	N;MASC;SG
grabowski	grabowski	grabowski	grabowski	ADJ;NOM;MASC;SG	PROPN
twierdzenia	assertion	twierdzić	assertion	N;NOM;NEUT;PL	N;FEM;SG
aglomeracji	agglomérations	aglomeracja	agglomération	N;GEN;FEM;SG	N;FEM;PL
pokrewne	connexe	pokrewny	connexe		ADJ;MASC;SG
pokrewne	connexes	pokrewny	connexe		ADJ;MASC;PL
pokrewne	lié	pokrewny	lier		V;MASC;SG;PST;V.PTCP
pokrewne	liés	pokrewny	lier		V;MASC;PL;PST;V.PTCP
artystyczna	artistiques	artystyczny	artistique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
orlando	orlando	orlando	orlando	N;NOM;NEUT;SG	PROPN
opinia	commentaires	opinia	commentaire	N;NOM;FEM;SG	N;MASC;PL
alessandro	alessandro	alessandro	alessandro	PROPN;NOM;MASC;SG	PROPN
pogoń	poursuite	pogonić	poursuite		N;FEM;SG
pogoń	pourchasser	pogonić	pourchasser		V;NFIN
pogoń	chase	pogonić	chase		PROPN
bycia	etre	być	être		V;NFIN
bycia	être	być	être		V;NFIN
postawy	attitudes	postawa	attitude	N;GEN;FEM;SG	N;FEM;PL
postawy	mentalités	postawa	mentalité	N;GEN;FEM;SG	N;FEM;PL
postawy	postures	postawa	posture	N;GEN;FEM;SG	N;FEM;PL
kasy	comptant	kasa	compter	N;ACC;FEM;SG	V;PRS;V.PTCP
kasy	liquidités	kasa	liquidité	N;ACC;FEM;SG	N;FEM;PL
klaus	klaus	klaus	klau	PROPN;NOM;MASC;SG	PROPN
studenci	étudiant	student	étudiant	N;NOM;MASC;PL	N;MASC;SG
studenci	étudiante	student	étudiant	N;NOM;MASC;PL	ADJ;FEM;SG
studenci	etudiant	student	etudiant	N;NOM;MASC;PL	N;MASC;SG
zęby	dentition	ząb	dentition	N;NOM;MASC;PL	N;FEM;SG
duszy	âmes	dusza	âme	N;GEN;FEM;SG	N;FEM;PL
przeznaczeniem	destinée	przeznaczenie	destiner	N;INS;NEUT;SG	V;FEM;SG;PST;V.PTCP
przeznaczeniem	destiny	przeznaczenie	destiny	N;INS;NEUT;SG	PROPN
finały	finale	finały	finale	N;NOM;MASC;PL	N;FEM;SG
finały	finals	finały	final	N;NOM;MASC;PL	ADJ;MASC;PL
finały	finales	finały	finale	N;NOM;MASC;PL	ADJ;FEM;PL
obywatel	citoyenne	obywatel	citoyen	N;NOM;MASC;SG	ADJ;FEM;SG
zeszyt	carnet	zeszyt	carnet	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
zeszyt	cahier	zeszyt	cahier	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
ferdinand	ferdinand	ferdinand	ferdinand	N;NOM;MASC;SG	PROPN
act	agir	act	agir		V;NFIN
act	loi	act	loi		N;FEM;SG
act	acte	act	acte		N;MASC;SG
act	act	act	act		PROPN
nationale	nationale	nationale	national		ADJ;FEM;SG
skała	rocheux	skała	rocheux	N;NOM;FEM;SG	ADJ;MASC;SG
ponownego	réapparition	ponowny	réapparition	ADJ;ACC;MASC;SG	N;FEM;SG
ponownego	récurrence	ponowny	récurrence	ADJ;ACC;MASC;SG	N;FEM;SG
leonarda	léonard	leonard	léonard		PROPN
leonarda	leonard	leonard	leonard		PROPN
łaski	mercy	łaska	mercy	N;ACC;FEM;SG	PROPN
łaski	grâces	łaska	grâce	N;ACC;FEM;SG	N;FEM;PL
łaski	grâces	łaska	grâce	N;ACC;FEM;SG	N;FEM;PL
wykorzystane	utilisées	wykorzystać	utiliser	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
wykorzystane	utilisé	wykorzystać	utiliser	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wykorzystane	utilisés	wykorzystać	utiliser	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wykorzystane	utilisée	wykorzystać	utiliser	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wykorzystane	exploités	wykorzystać	exploiter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wykorzystane	exploitées	wykorzystać	exploiter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
wykorzystane	exploité	wykorzystać	exploiter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wykorzystane	exploitée	wykorzystać	exploiter	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
nina	nina	nina	nina	PROPN;NOM;FEM;SG	PROPN
wyświęcony	ordonnés	wyświęcić	ordonner	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wyświęcony	ordonné	wyświęcić	ordonner	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
montana	montana	montany	montana		PROPN
hansen	hansen	hansen	hansen		PROPN
eyes	yeux	eyes	oeil		N;MASC;PL
ochotników	volontaires	ochotnik	volontaire	N;ACC;MASC;PL	ADJ;MASC;PL
ochotników	bénévole	ochotnik	bénévole	N;ACC;MASC;PL	ADJ;MASC;SG
ochotników	bénévoles	ochotnik	bénévole	N;ACC;MASC;PL	ADJ;MASC;PL
circle	cercle	circle	cercle		N;MASC;SG
otoczone	entourés	otoczyć	entourer	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
otoczone	encerclé	otoczyć	encercler	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
otoczone	encerclés	otoczyć	encercler	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
otoczone	entourée	otoczyć	entourer	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
otoczone	entouré	otoczyć	entourer	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
absolwentów	anciens	absolwent	ancien	N;ACC;MASC;PL	ADJ;MASC;PL
równania	équations	równać	équation	N;NOM;NEUT;SG	N;FEM;PL
auf	auf	auf	auf		
uruchomienie	lancements	uruchomienie	lancement	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;MASC;PL
uruchomienie	lancer	uruchomienie	lancer	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
uruchomienie	lancez	uruchomienie	lancer	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;IMP;PL;2;PRS;FIN
gilles	gilles	gilles	gille	N;NOM;MASC;SG	PROPN
diana	diana	diana	diana	N;NOM;FEM;SG	PROPN
senat	sénat	senat	sénat		N;MASC;SG
zaproszenie	inviter	zaprosić	inviter	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
zamiar	intention	zamiar	intention	V;PFV;IND;PRS;FIN;ACT	N;FEM;SG
zamiar	intention	zamiar	intention	V;PFV;IND;PRS;FIN;ACT	N;FEM;SG
zamiar	intentions	zamiar	intention	V;PFV;IND;PRS;FIN;ACT	N;FEM;PL
iranie	iranienne	iran	iranien		ADJ;FEM;SG
iranie	iran	iran	iran		PROPN
lane	lane	lany	lane		PROPN
minas	minas	minas	minas		PROPN
reggae	reggae	reggać	reggae		N;MASC;SG
zębów	dentition	ząb	dentition	N;GEN;MASC;PL	N;FEM;SG
dziesiątki	rte	dziesiątka	rte		N;MASC;SG
dziesiątki	dizaines	dziesiątka	dizaine		N;FEM;PL
dziesiątki	douzaine	dziesiątka	douzaine		N;FEM;SG
dziesiątki	dizaines	dziesiątka	dizaine		N;FEM;PL
dziesiątki	douzaines	dziesiątka	douzaine		N;FEM;PL
orbicie	orbites	orbić	orbite	N;DAT;FEM;SG	N;FEM;PL
aten	athènes	aten	athène	PROPN;NOM;NEUT;SG	PROPN
lars	lars	lars	lars	PROPN;NOM;MASC;SG	PROPN
ter	ter	ter	ter		N;MASC;SG
full	complète	full	complet		ADJ;FEM;SG
full	pleine	full	plein		ADJ;FEM;SG
full	plein	full	plein		ADJ;MASC;SG
full	complet	full	complet		ADJ;MASC;SG
odra	rougeole	odra	rougeole		ADJ;FEM;SG
odra	rubéole	odra	rubéole		ADJ;FEM;SG
odra	odra	odra	odra		PROPN
afryka	afrique	afryka	afrique		ADJ;MASC;SG
afryka	africains	afryka	africain		ADJ;MASC;PL
afryka	africain	afryka	africain		ADJ;MASC;SG
afryka	africaine	afryka	africain		ADJ;FEM;SG
afryka	africaines	afryka	africain		ADJ;FEM;PL
monet	monet	monet	monet	N;GEN;FEM;PL	N;MASC;SG
lufy	museau	lufa	museau	N;GEN;FEM;PL	N;MASC;SG
lufy	canon	lufa	canon	N;GEN;FEM;PL	N;MASC;SG
lufy	tonneau	lufa	tonneau	N;GEN;FEM;PL	N;MASC;SG
lufy	baril	lufa	baril	N;GEN;FEM;PL	N;MASC;SG
kosmiczny	cosmiques	kosmiczny	cosmique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
money	monnaie	money	monnaie		N;FEM;SG
money	argent	money	argent		N;MASC;SG
krotnie	plier	krotnić	plier	ADV	V;NFIN
krotnie	rabattre	krotnić	rabattre	ADV	V;NFIN
krotnie	plié	krotnić	plier	ADV	V;MASC;SG;PST;V.PTCP
krotnie	pli	krotnić	pli	ADV	N;MASC;SG
calgary	calgary	calgary	calgary	N;NOM;MASC;SG	PROPN
bakterii	bactérien	bakteria	bactérien		ADJ;MASC;SG
bakterii	bactérienne	bakteria	bactérien		ADJ;FEM;SG
bakterii	bactériennes	bakteria	bactérien		ADJ;FEM;PL
bakterii	bactériennes	bakteria	bactérien		ADJ;FEM;PL
bakterii	bactérienne	bakteria	bactérien		ADJ;FEM;SG
bakterii	bactéries	bakteria	bactérie		N;FEM;PL
bakterii	bactérie	bakteria	bactérie		N;FEM;SG
gospodarcza	economiques	gospodarczy	economique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
przełom	percée	przełom	percer	N;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
texas	texas	texas	texas		N;MASC;SG
heavy	heavy	heav	heavy		N;MASC;SG
heavy	lourde	heav	lourd		ADJ;FEM;SG
heavy	lourd	heav	lourd		ADJ;MASC;SG
heavy	lourds	heav	lourd		ADJ;MASC;PL
jake	jake	jaki	jake		N;MASC;SG
portland	portland	portland	portland	N;NOM;MASC;SG	PROPN
terytoria	territoire	terytoria	territoire	N;NOM;NEUT;PL	N;MASC;SG
koronę	couronnes	korona	couronne	N;ACC;FEM;SG	N;FEM;PL
koronę	crown	korona	crown	N;ACC;FEM;SG	PROPN
koronę	couronner	korona	couronner	N;ACC;FEM;SG	V;NFIN
wróć	retour	wróć	retour	V;PFV;IMP;SG;2;FIN;ACT	N;MASC;SG
kamienie	stone	kamień	stone	N;NOM;MASC;PL	PROPN
kamienie	pierre	kamień	pierre	N;NOM;MASC;PL	N;FEM;SG
honor	honneur	honor	honneur		N;MASC;SG
honor	honneur	honor	honneur		N;MASC;SG
honor	honorer	honor	honorer		V;NFIN
umiera	meurent	umierać	mourir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
umiera	mourante	umierać	mourant	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
przemysłowe	industriels	przemysłowy	industriel	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
przemysłowe	industrielles	przemysłowy	industriel	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
niewielu	peu	niewiele	peu		ADV
chen	chen	chen	chen	PROPN;NOM;MASC;SG	PROPN
konkursy	concours	konkurs	concours	N;NOM;MASC;PL	N;MASC;SG
konkursy	concours	konkurs	concours	N;NOM;MASC;PL	N;MASC;SG
zen	zen	zen	zen		ADJ;MASC;SG
ewakuacji	évacuations	ewakuacja	évacuation	N;GEN;FEM;SG	N;FEM;PL
jürgen	jürgen	jürgen	jürgen	PROPN;NOM;MASC;SG	PROPN
sncf	sncf	sncf	sncf		N;FEM;SG
web	web	web	web		N;MASC;SG
web	enchaînement	web	enchaînement		N;MASC;SG
connecticut	connecticut	connecticut	connecticut		PROPN
rolnictwo	agricole	rolnictwo	agricole	N;NOM;NEUT;SG	ADJ;MASC;SG
rolnictwo	agricoles	rolnictwo	agricole	N;NOM;NEUT;SG	ADJ;MASC;PL
zmieniona	altéré	zmienić	altérer	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zmieniona	altérée	zmienić	altérer	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zmieniona	modifié	zmienić	modifier	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zmieniona	modifiée	zmienić	modifier	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zmieniona	amendée	zmienić	amender	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zmieniona	amendé	zmienić	amender	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
simone	simone	simon	simone	PROPN;NOM;FEM;SG	N;FEM;SG
juniors	juniors	juniors	junior	PROPN;NOM;MASC;SG	N;MASC;PL
poezja	poésie	poezja	poésie		N;FEM;SG
litwa	lituanie	litwa	lituanie		N;FEM;SG
sprzeciw	objections	sprzeciw	objection	N;NOM;MASC;SG	N;FEM;PL
atlanta	atlanta	atlant	atlanta	N;NOM;MASC;SG	PROPN
sól	salé	sól	saler		V;MASC;SG;PST;V.PTCP
sól	sel	sól	sel		N;MASC;SG
opady	pluviométrie	opad	pluviométrie	N;NOM;MASC;PL	N;FEM;SG
opady	précipitation	opad	précipitation	N;NOM;MASC;PL	N;FEM;SG
słowacja	slovaquie	słowacja	slovaquie	N;NOM;FEM;SG	PROPN
usuwanie	supprimant	usuwać	supprimer	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;PRS;V.PTCP
usuwanie	suppressions	usuwać	suppression	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;FEM;PL
klein	klein	klein	klein		PROPN
odwrót	retraite	odwrót	retraite	V;IPFV;IND;SG;PRS;FIN;ACT	N;FEM;SG
rany	plaies	rana	plaie	N;ACC;FEM;SG	N;FEM;PL
rany	blessures	rana	blessure	N;ACC;FEM;SG	N;FEM;PL
substancje	substance	substancja	substance	N;NOM;FEM;PL	N;FEM;SG
publikowane	publiée	publikować	publier	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
publikowane	publiées	publikować	publier	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
publikowane	publiés	publikować	publier	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
publikowane	publié	publikować	publier	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
ogromny	énormes	ogromny	énorme	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ogromny	massifs	ogromny	massif	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ogromny	massif	ogromny	massif	ADJ;NOM;MASC;SG	N;MASC;SG
ogromny	massives	ogromny	massif	ADJ;NOM;MASC;SG	ADJ;FEM;PL
ogromny	énormes	ogromny	énorme	ADJ;NOM;MASC;SG	ADJ;MASC;PL
działek	colis	działka	colis	N;GEN;FEM;PL	N;MASC;SG
nagrodzony	récompensée	nagrodzić	récompenser	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
nagrodzony	récompensés	nagrodzić	récompenser	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
nagrodzony	récompensé	nagrodzić	récompenser	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
