در	porta	در	porta	ADP	N;FEM;SG
دیگری	outra	دیگر	outro	ADJ	PRO;FEM;SG
آلبوم	álbuns	آلبوم	álbum	N;SG	N;MASC;PL
آزاد	grátis	آزاد	grátis	ADJ	N;MASC;SG
آزاد	free	آزاد	free	ADJ	N;MASC;SG
چاپ	imprimir	چاپ	imprimir	N;SG	V;NFIN
چاپ	imprimir	چاپ	imprimir	N;SG	V;NFIN
علمی	ciências	علمی	ciência	N;SG	N;FEM;PL
علمی	científico	علمی	científico	N;SG	ADJ;MASC;SG
آسیا	asiáticas	آسیا	asiático	N;SG	N;FEM;PL
آسیا	asiático	آسیا	asiático	N;SG	ADJ;MASC;SG
آسیا	asiáticos	آسیا	asiático	N;SG	N;MASC;PL
شمال	setentrional	شمال	setentrional	N;SG	ADJ;MASC;SG
پایان	terminar	پایان	terminar	N;SG	V;NFIN
پایان	encerrando	پایان	encerrar	N;SG	V;V.MSDR
پایان	terminando	پایان	terminar	N;SG	V;V.MSDR
علوم	ciência	علم	ciência	N;PL	N;FEM;SG
جان	john	جان	john	N;SG	PROPN;MASC;SG
صنایع	industria	صنعت	industria	N;PL	N;FEM;SG
صنایع	indústria	صنعت	indústria	N;PL	N;FEM;SG
گونه	bochechas	گونه	bochecha	N;SG	N;FEM;PL
گونه	espécies	گونه	espécie	N;SG	N;FEM;PL
کانادا	canadenses	کانادا	canadense	N;SG	N;MASC;PL
اسپانیا	espanhóis	اسپانیا	espanhol	N;SG	N;MASC;PL
برزیل	brasileiros	برزیل	brasileiro	N;SG	N;MASC;PL
برزیل	brasileiras	برزیل	brasileira	N;SG	N;FEM;PL
سبک	leve	سبک	levar	N;SG	V;SBJV;SG;3;PRS;FIN
بالا	topo	بالا	topo	ADV;ESS	N;MASC;SG
بالا	top	بالا	top	ADV;ESS	N;MASC;SG
بالا	bala	بالا	bala	ADV;ESS	N;FEM;SG
جدید	novidade	جدید	novidade	ADJ	N;FEM;SG
غیر	non	غیر	non	ADV;NEG	N;MASC;SG
حضور	presenças	حضور	presença	N;SG	N;FEM;PL
وارد	ward	وارد	ward	ADJ	N;MASC;SG
میراث	legados	میراث	legar	N;SG	V;MASC;PL;V.PTCP
نظامی	militares	نظام	militar	N;SG	N;MASC;PL
قمری	lunares	قمری	lunar	N;SG	N;MASC;PL
هیچ	qualquer	هیچ	qualquer	ADV;NEG	DET;FEM;SG
ظاهر	aparências	ظاهر	aparência	N;SG	N;FEM;PL
ظاهر	aparições	ظاهر	aparição	N;SG	N;FEM;PL
ظاهر	aparecer	ظاهر	aparecer	N;SG	V;NFIN
ظاهر	aparecem	ظاهر	aparecer	N;SG	V;IND;PL;3;PRS;FIN
ادامه	continue	ادامه	continuar	N;SG	V;SBJV;SG;3;PRS;FIN
ادامه	continuem	ادامه	continuar	N;SG	V;SBJV;PL;3;PRS;FIN
ادامه	continuar	ادامه	continuar	N;SG	V;NFIN
ادامه	continua	ادامه	continuar	N;SG	V;IND;SG;3;PRS;FIN
ادامه	continuaram	ادامه	continuar	N;SG	V;IND;PL;3;FIN
ادامه	continuado	ادامه	continuar	N;SG	V;MASC;SG;V.PTCP
ادامه	continuou	ادامه	continuar	N;SG	V;IND;SG;3;PST;FIN
درجه	graus	درجه	grau	N;SG	N;MASC;PL
درجه	graus	درجه	grau	N;SG	N;MASC;PL
انتخاب	escolhendo	انتخاب	escolher	N;SG	V;V.MSDR
انتخاب	escolher	انتخاب	escolher	N;SG	V;NFIN
انتخاب	escolhe	انتخاب	escolher	N;SG	V;IND;SG;3;PRS;FIN
انتخاب	escolher	انتخاب	escolher	N;SG	V;NFIN
انتخاب	selecionar	انتخاب	selecionar	N;SG	V;NFIN
انتخاب	seleciona	انتخاب	seleciona	N;SG	V;IND;SG;3;PRS;FIN
انتخاب	seleccionar	انتخاب	seleccionar	N;SG	V;NFIN
انتخاب	selecione	انتخاب	selecione	N;SG	V;SBJV;SG;3;PRS;FIN
موجود	disponíveis	موجود	disponível	ADJ	N;MASC;PL
موجود	existindo	موجود	existir	ADJ	V;V.MSDR
دستی	manuais	دست	manual	N;SG	N;MASC;PL
اعلام	declaradas	اعلام	declarar	N;SG	V;FEM;PL;V.PTCP
اعلام	declarada	اعلام	declarar	N;SG	V;FEM;SG;V.PTCP
اعلام	declarado	اعلام	declarar	N;SG	V;MASC;SG;V.PTCP
اعلام	declarou	اعلام	declarar	N;SG	V;IND;SG;3;PST;FIN
اعلام	declarados	اعلام	declarar	N;SG	V;MASC;PL;V.PTCP
اعلام	anunciar	اعلام	anunciar	N;SG	V;NFIN
نسبت	rácio	نسبت	rácio	ADP	N;MASC;SG
نسبت	proporção	نسبت	proporção	ADP	N;FEM;SG
خراسان	khorasan	خراسان	khorasan	N;SG	N;FEM;PL
مسابقات	torneio	مسابقه	torneio	N;PL	N;MASC;SG
داستان	histórias	داستان	história	N;SG	N;FEM;PL
سوم	iii	سوم	iii	ADJ	N;MASC;SG
قانون	leis	قانون	lei	N;SG	N;FEM;PL
درگذشت	morreu	در#گذشت#گذر	morrer	N;SG	V;IND;SG;3;PST;FIN
درگذشت	morri	در#گذشت#گذر	morrer	N;SG	V;IND;SG;1;PST;FIN
درگذشت	morreram	در#گذشت#گذر	morrer	N;SG	V;IND;PL;3;FIN
درگذشت	faleceu	در#گذشت#گذر	falecer	N;SG	V;IND;SG;3;PST;FIN
علت	cause	علت	cause	N;SG	V;SBJV;SG;3;PRS;FIN
منبع	recursos	منبع	recurso	N;SG	N;MASC;PL
میلیون	milhões	میلیون	milhão	NUM	N;MASC;PL
میلیون	milhão	میلیون	milhão	NUM	N;MASC;SG
کمک	ajude	کمک	ajude	N;SG	V;SBJV;SG;3;PRS;FIN
کمک	ajudar	کمک	ajudar	N;SG	V;NFIN
جهت	direcções	جهت	direcção	ADP	N;FEM;PL
جهت	direções	جهت	direção	ADP	N;FEM;PL
جهت	indicações	جهت	indicação	ADP	N;FEM;PL
جهت	direção	جهت	direção	ADP	N;FEM;SG
جهت	direcção	جهت	direcção	ADP	N;FEM;SG
جهت	orientação	جهت	orientação	ADP	N;FEM;SG
هوایی	antena	هوایی	antena	ADJ	N;FEM;SG
هوایی	aéreas	هوایی	aéreo	ADJ	N;FEM;PL
هوایی	aéreo	هوایی	aéreo	ADJ	N;MASC;SG
هوایی	aérea	هوایی	aéreo	ADJ	N;FEM;SG
هوایی	ar	هوایی	ar	ADJ	N;MASC;SG
هوایی	air	هوایی	air	ADJ	N;MASC;SG
نمایش	mostra	نمایش	mostrar	N;SG	V;IND;SG;3;PRS;FIN
نمایش	mostrar	نمایش	mostrar	N;SG	V;NFIN
آموزش	ensinando	آموزش	ensinar	N;SG	V;V.MSDR
آموزش	ensinar	آموزش	ensinar	N;SG	V;NFIN
آموزش	treinos	آموزش	treino	N;SG	N;MASC;PL
ویرایش	edita	ویرایش	editar	N;SG	V;IND;SG;3;PRS;FIN
ویرایش	editar	ویرایش	editar	N;SG	V;NFIN
ویرایش	edite	ویرایش	edite	N;SG	V;SBJV;SG;3;PRS;FIN
ویرایش	editando	ویرایش	editar	N;SG	V;V.MSDR
بازدید	visitado	None	visitar	N;SG	V;MASC;SG;V.PTCP
بازدید	visitada	None	visitar	N;SG	V;FEM;SG;V.PTCP
بازدید	visitei	None	visitar	N;SG	V;IND;SG;1;PST;FIN
بازدید	visitou	None	visitar	N;SG	V;IND;SG;3;PST;FIN
بازدید	visitados	None	visitar	N;SG	V;MASC;PL;V.PTCP
بازدید	rever	None	rever	N;SG	V;NFIN
بازدید	visite	None	visitir	N;SG	V;SBJV;SG;3;PRS;FIN
بازدید	visitar	None	visitar	N;SG	V;NFIN
بازدید	visitas	None	visita	N;SG	N;FEM;PL
بازدید	visitando	None	visitar	N;SG	V;V.MSDR
شیمیایی	químicos	شیمیایی	químico	N;SG	N;MASC;PL
شیمیایی	químicos	شیمیایی	químico	N;SG	N;MASC;PL
موضوع	tópicos	موضوع	tópico	N;SG	N;MASC;PL
موضوع	sujeito	موضوع	sujeitar	N;SG	V;MASC;SG;V.PTCP
برنامه	programar	برنامه	programar	N;SG	V;NFIN
برنامه	agendar	برنامه	agendar	N;SG	V;NFIN
تولد	aniversários	تولد	aniversário	N;SG	N;MASC;PL
تبدیل	converte	تبدیل	convertar	N;SG	V;IND;SG;3;PRS;FIN
تبدیل	converter	تبدیل	converter	N;SG	V;NFIN
تبدیل	converta	تبدیل	convertar	N;SG	V;SBJV;SG;3;PRS;FIN
تبدیل	transforme	تبدیل	transformer	N;SG	V;SBJV;SG;3;PRS;FIN
تبدیل	transformada	تبدیل	transformar	N;SG	V;FEM;SG;V.PTCP
تبدیل	transformar	تبدیل	transformar	N;SG	V;NFIN
تبدیل	transforma	تبدیل	transformar	N;SG	V;IND;SG;3;PRS;FIN
تبدیل	transformações	تبدیل	transformação	N;SG	N;FEM;PL
دریایی	marinhos	دریا	marinho	N;SG	N;MASC;PL
عربی	árabes	عربی	árabe	N;SG	N;MASC;PL
بازیکن	jogadores	بازیکن	jogador	N;SG	N;MASC;PL
رفته	gone	رفت#رو	gone	V;SG;3;V.PTCP	N;MASC;SG
بودن	sendo	بودن	ser	N;SG	V;V.MSDR
بودن	ser	بودن	ser	N;SG	V;NFIN
نتیجه	resultados	نتیجه	resultado	N;SG	N;MASC;PL
شروع	comece	شروع	começar	N;SG	V;SBJV;SG;3;PRS;FIN
شروع	comecem	شروع	começar	N;SG	V;SBJV;PL;3;PRS;FIN
شروع	iniciar	شروع	iniciar	N;SG	V;NFIN
شروع	começa	شروع	começar	N;SG	V;IND;SG;3;PRS;FIN
شروع	começar	شروع	começar	N;SG	V;NFIN
شروع	começando	شروع	começar	N;SG	V;V.MSDR
شروع	iniciando	شروع	iniciar	N;SG	V;V.MSDR
هنر	artes	هنر	arte	N;SG	N;FEM;PL
زمینه	antecedentes	زمینه	antecedentes	N;SG	N;MASC;PL
قسمت	episódios	قسمت	episódio	N;SG	N;MASC;PL
بررسی	verificando	بررسی	verificar	N;SG	V;V.MSDR
بررسی	verificar	بررسی	verificar	N;SG	V;NFIN
بررسی	verifique	بررسی	verificar	N;SG	V;SBJV;SG;3;PRS;FIN
بررسی	confira	بررسی	confirar	N;SG	V;SBJV;SG;3;PRS;FIN
مدیر	principal	مدیر	principal	N;SG	ADJ;MASC;SG
باز	abre	باز	abrir	ADJ	V;IND;SG;3;PRS;FIN
باز	aberto	باز	abrir	ADJ	V;MASC;SG;V.PTCP
باز	abra	باز	abrir	ADJ	V;SBJV;SG;3;PRS;FIN
باز	abrir	باز	abrir	ADJ	V;NFIN
باز	aberta	باز	abrir	ADJ	V;FEM;SG;V.PTCP
باز	open	باز	open	ADJ	N;MASC;SG
باز	costas	باز	costa	ADJ	N;FEM;PL
باز	volta	باز	volta	ADJ	N;FEM;SG
باز	voltar	باز	voltar	ADJ	V;NFIN
باز	desbloqueado	باز	desbloquear	ADJ	V;MASC;SG;V.PTCP
ترکیه	turcos	ترکیه	turco	N;SG	N;MASC;PL
ترکیه	turcas	ترکیه	turco	N;SG	N;FEM;PL
مدال	medalhas	مدال	medalha	N;SG	N;FEM;PL
حقوق	salário	حق	salário	N;PL	N;MASC;SG
حقوق	lei	حق	lei	N;PL	N;FEM;SG
حقوق	direito	حق	direito	N;PL	N;MASC;SG
حقوق	law	حق	law	N;PL	N;MASC;SG
عمومی	genéricos	عمومی	genérico	ADJ	N;MASC;PL
عمومی	público	عمومی	público	ADJ	N;MASC;SG
عمومی	públicas	عمومی	público	ADJ	N;FEM;PL
عمومی	pública	عمومی	público	ADJ	N;FEM;SG
عمومی	públicos	عمومی	público	ADJ	N;MASC;PL
عمومی	publico	عمومی	publico	ADJ	N;MASC;SG
عمومی	generalidades	عمومی	generalidade	ADJ	N;MASC;PL
عمومی	gerais	عمومی	geral	ADJ	N;MASC;PL
عمومی	geral	عمومی	geral	ADJ	N;MASC;SG
عمومی	general	عمومی	general	ADJ	N;MASC;SG
ترجمه	traduzindo	ترجمه	traduzir	N;SG	V;V.MSDR
ترجمه	traduzir	ترجمه	traduzir	N;SG	V;NFIN
ترجمه	traduções	ترجمه	tradução	N;SG	N;FEM;PL
ترجمه	traduza	ترجمه	traduzir	N;SG	V;SBJV;SG;3;PRS;FIN
ترجمه	traduzir	ترجمه	traduzir	N;SG	V;NFIN
ترجمه	traduz	ترجمه	traduzir	N;SG	V;IND;SG;3;PRS;FIN
دقیقه	minutos	دقیقه	minuto	N;SG	N;MASC;PL
دقیقه	actas	دقیقه	acta	N;SG	N;MASC;PL
رنگ	cores	رنگ	cor	N;SG	N;FEM;PL
رنگ	cores	رنگ	cor	N;SG	N;FEM;PL
افزایش	aumente	افزایش	aumente	N;SG	V;SBJV;SG;3;PRS;FIN
افزایش	aumentem	افزایش	aumentar	N;SG	V;SBJV;PL;3;PRS;FIN
افزایش	aumentar	افزایش	aumentar	N;SG	V;NFIN
افزایش	aumenta	افزایش	aumentar	N;SG	V;IND;SG;3;PRS;FIN
افزایش	aumentar	افزایش	aumentar	N;SG	V;NFIN
افزایش	aumentando	افزایش	aumentar	N;SG	V;V.MSDR
افزایش	crescente	افزایش	crescente	N;SG	ADJ;MASC;SG
افزایش	aumentado	افزایش	aumentar	N;SG	V;MASC;SG;V.PTCP
افزایش	aumentados	افزایش	aumentar	N;SG	V;MASC;PL;V.PTCP
افزایش	aumentou	افزایش	aumentar	N;SG	V;IND;SG;3;PST;FIN
افزایش	aumentada	افزایش	aumentar	N;SG	V;FEM;SG;V.PTCP
طبیعی	naturais	طبیعی	natural	ADJ	N;MASC;PL
معروف	famosos	معروف	famoso	ADJ	N;MASC;PL
مدیریت	gerir	مدیریت	gerir	N;SG	V;NFIN
مدیریت	gerenciar	مدیریت	gerenciar	N;SG	V;NFIN
مدیریت	gerir	مدیریت	gerir	N;SG	V;NFIN
گل	flores	گل	flor	N;SG	N;FEM;PL
انتشار	publicar	انتشار	publicar	N;SG	V;NFIN
انتشار	publicando	انتشار	publicar	N;SG	V;V.MSDR
انتشار	publicar	انتشار	publicar	N;SG	V;NFIN
انتشار	publique	انتشار	publique	N;SG	V;SBJV;SG;3;PRS;FIN
انتشار	publica	انتشار	publicar	N;SG	V;IND;SG;3;PRS;FIN
انتشار	emissões	انتشار	emissão	N;SG	N;FEM;PL
نیاز	preciso	نیاز	preciso	N;SG	ADJ;MASC;SG
نیاز	precisa	نیاز	precisar	N;SG	V;IND;SG;3;PRS;FIN
نیاز	precisei	نیاز	precisar	N;SG	V;IND;SG;1;PST;FIN
نیاز	necessário	نیاز	necessário	N;SG	ADJ;MASC;SG
نیاز	necessária	نیاز	necessário	N;SG	ADJ;FEM;SG
نیاز	precisava	نیاز	precisar	N;SG	V;IND;SG;3;IPFV;FIN
نیاز	precisa	نیاز	precisar	N;SG	V;IND;SG;3;PRS;FIN
نیاز	necessidades	نیاز	necessidade	N;SG	N;FEM;PL
نیاز	necessita	نیاز	necessitar	N;SG	V;IND;SG;3;PRS;FIN
نیاز	obrigatório	نیاز	obrigatório	N;SG	ADJ;MASC;SG
نیاز	necessária	نیاز	necessário	N;SG	ADJ;FEM;SG
نیاز	necessário	نیاز	necessário	N;SG	ADJ;MASC;SG
نیاز	exigido	نیاز	exigir	N;SG	V;MASC;SG;V.PTCP
نیاز	requerido	نیاز	requerer	N;SG	V;MASC;SG;V.PTCP
توضیح	comentem	توضیح	comentar	N;SG	V;SBJV;PL;3;PRS;FIN
توضیح	comente	توضیح	comente	N;SG	V;SBJV;SG;3;PRS;FIN
توضیح	comentar	توضیح	comentar	N;SG	V;NFIN
توضیح	comenta	توضیح	comentar	N;SG	V;IND;SG;3;PRS;FIN
ترکیب	misturar	ترکیب	misturar	N;SG	V;NFIN
ترکیب	combine	ترکیب	combinar	N;SG	V;SBJV;SG;3;PRS;FIN
ترکیب	combinar	ترکیب	combinar	N;SG	V;NFIN
ترکیب	composto	ترکیب	compor	N;SG	V;MASC;SG;V.PTCP
ترکیب	compostos	ترکیب	compor	N;SG	V;MASC;PL;V.PTCP
دریافت	recebendo	دریافت	receber	N;SG	V;V.MSDR
دریافت	receber	دریافت	receber	N;SG	V;NFIN
دریافت	receber	دریافت	receber	N;SG	V;NFIN
دریافت	recebe	دریافت	receber	N;SG	V;IND;SG;3;PRS;FIN
دریافت	recebem	دریافت	receber	N;SG	V;IND;PL;3;PRS;FIN
دریافت	receba	دریافت	receber	N;SG	V;SBJV;SG;3;PRS;FIN
موافق	acordado	موافق	acordar	N;SG	V;MASC;SG;V.PTCP
موافق	concordou	موافق	concordar	N;SG	V;IND;SG;3;PST;FIN
موافق	concordar	موافق	concordar	N;SG	V;NFIN
موافق	concorda	موافق	concordar	N;SG	V;IND;SG;3;PRS;FIN
موافق	concordam	موافق	concordar	N;SG	V;IND;PL;3;PRS;FIN
موافق	concordo	موافق	concordo	N;SG	V;IND;SG;1;PRS;FIN
مواد	droga	ماده	droga	N;PL	N;FEM;SG
مواد	material	ماده	material	N;PL	N;MASC;SG
کارگردانی	dirigiu	کارگردانی	dirigir	N;SG	V;IND;SG;3;PST;FIN
کارگردانی	direcionado	کارگردانی	direcionar	N;SG	V;MASC;SG;V.PTCP
کارگردانی	dirigido	کارگردانی	dirigir	N;SG	V;MASC;SG;V.PTCP
کارگردانی	dirigir	کارگردانی	dirigir	N;SG	V;NFIN
کارگردانی	orientando	کارگردانی	orientar	N;SG	V;V.MSDR
استرالیا	australianos	استرالیا	australiano	N;SG	N;MASC;PL
جریان	correntes	جریان	corrente	N;SG	N;MASC;PL
جریان	atual	جریان	atual	N;SG	ADJ;MASC;SG
جریان	atuais	جریان	atual	N;SG	ADJ;MASC;PL
جریان	actual	جریان	actual	N;SG	ADJ;MASC;SG
کنار	lateral	کنار	lateral	ADP	N;MASC;SG
کنار	lado	کنار	lado	ADP	N;MASC;SG
کنار	side	کنار	side	ADP	N;MASC;SG
انرژی	energias	انرژی	energia	N;SG	N;FEM;PL
انتخابات	eleitoral	انتخابات	eleitoral	N;PL	N;MASC;SG
انتخابات	eleição	انتخابات	eleição	N;PL	N;FEM;SG
انتخابات	eleição	انتخابات	eleição	N;PL	N;FEM;SG
مه	pode	مه	poder	N;SG	V;IND;SG;3;PRS;FIN
کسی	alguém	کس	alguém	N;SG	PRO;MASC;SG
ثانیه	segundos	ثانیه	segundo	N;SG	N;MASC;PL
ثانیه	segunda	ثانیه	segundo	N;SG	ADJ;FEM;SG
ثانیه	segundo	ثانیه	segundo	N;SG	ADV
کل	total	کل	total	ADJ	N;MASC;SG
کل	inteiros	کل	inteiro	ADJ	N;MASC;PL
کل	kal	کل	kal	ADJ	N;MASC;SG
توسعه	desenvolver	توسعه	desenvolver	N;SG	V;NFIN
توسعه	desenvolvendo	توسعه	desenvolver	N;SG	V;V.MSDR
رسید	atingido	رسید#رس	atingir	N;SG	V;MASC;SG;V.PTCP
رسید	alcançada	رسید#رس	alcançar	N;SG	V;FEM;SG;V.PTCP
رسید	alcançado	رسید#رس	alcançar	N;SG	V;MASC;SG;V.PTCP
رسید	alcançou	رسید#رس	alcançar	N;SG	V;IND;SG;3;PST;FIN
رسید	alcançadas	رسید#رس	alcançar	N;SG	V;FEM;PL;V.PTCP
رسید	chegou	رسید#رس	chegar	N;SG	V;IND;SG;3;PST;FIN
رسید	chegaram	رسید#رس	chegar	N;SG	V;IND;PL;3;FIN
رسید	cheguei	رسید#رس	chegar	N;SG	V;IND;SG;1;PST;FIN
فارس	tarifas	فارس	tarifa	N;SG	N;FEM;PL
شوروی	soviéticos	شوروی	soviético	N;SG	N;MASC;PL
شوروی	soviéticos	شوروی	soviético	N;SG	N;MASC;PL
شوروی	soviéticas	شوروی	soviético	N;SG	N;FEM;PL
ورزش	exercícios	ورزش	exercício	N;SG	N;MASC;PL
ورزش	esportes	ورزش	esporte	N;SG	N;MASC;PL
ورزش	desportos	ورزش	desporto	N;SG	N;MASC;PL
معماری	arquitectónico	معماری	arquitectónico	N;SG	ADJ;MASC;SG
آنجا	ai	آنجا	ai	ADV;ESS	INTJ
آخرین	last	آخرین	last	ADJ;RL	N;MASC;SG
آخرین	finais	آخرین	final	ADJ;RL	N;MASC;PL
آخرین	final	آخرین	final	ADJ;RL	N;MASC;SG
پزشکی	médicos	پزشکی	médico	N;SG	N;MASC;PL
فرهنگی	cultural	فرهنگی	cultural	N;SG	ADJ;MASC;SG
فرهنگی	culturais	فرهنگی	cultural	N;SG	ADJ;MASC;PL
خوانندگان	leitora	خواننده	leitora	N;PL	N;FEM;SG
خوانندگان	leitor	خواننده	leitor	N;PL	N;MASC;SG
حالت	estaduais	حالت	estadual	N;SG	N;MASC;PL
حالت	estadual	حالت	estadual	N;SG	ADJ;MASC;SG
کوه	montar	کوه	montar	N;SG	V;NFIN
عمل	agir	عمل	agir	N;SG	V;NFIN
کره	coreanos	کره	coreano	N;SG	N;MASC;PL
انتقال	transferir	انتقال	transferir	N;SG	V;NFIN
انتقال	transportes	انتقال	transporte	N;SG	N;MASC;PL
فوریه	urgentes	فوریه	urgente	N;SG	N;MASC;PL
فوریه	urgente	فوریه	urgente	N;SG	ADJ;MASC;SG
رود	rio	رفت#رو	rio	V;SBJV;SG;3;PRS	N;MASC;SG
رود	vara	رفت#رو	varar	V;SBJV;SG;3;PRS	N;FEM;SG
رود	haste	رفت#رو	hastar	V;SBJV;SG;3;PRS	N;FEM;SG
رود	cana	رفت#رو	cana	V;SBJV;SG;3;PRS	N;FEM;SG
رود	rud	رفت#رو	rud	V;SBJV;SG;3;PRS	N;MASC;SG
فرانسوی	franceses	فرانسوی	francês	N;SG	N;MASC;PL
وطن	migrações	وطن	migração	N;SG	N;FEM;PL
برتر	exaltado	برتر	exaltar	ADJ;CMPR	V;MASC;SG;V.PTCP
نزدیک	quase	نزدیک	quase	ADP	ADV
نزدیک	fecha	نزدیک	fechar	ADP	V;IND;SG;3;PRS;FIN
نزدیک	feche	نزدیک	fecher	ADP	V;SBJV;SG;3;PRS;FIN
نزدیک	perto	نزدیک	perto	ADP	ADV
نزدیک	close	نزدیک	close	ADP	N;MASC;SG
نزدیک	fechar	نزدیک	fechar	ADP	V;NFIN
نزدیک	perto	نزدیک	perto	ADP	ADV
نزدیک	próximo	نزدیک	próximo	ADP	ADV
نزدیک	imediações	نزدیک	imediação	ADP	N;FEM;PL
داخلی	interior	داخلی	interior	ADJ	N;MASC;SG
داخلی	interiores	داخلی	interior	ADJ	N;MASC;PL
داخلی	internas	داخلی	interno	ADJ	N;FEM;PL
داخلی	internos	داخلی	interno	ADJ	N;MASC;PL
کاهش	reduzir	کاهش	reduzir	N;SG	V;NFIN
کاهش	reduza	کاهش	reduzir	N;SG	V;SBJV;SG;3;PRS;FIN
کاهش	diminuir	کاهش	diminuir	N;SG	V;NFIN
احمد	amam	احمد	amar	N;SG	V;IND;PL;3;PRS;FIN
ده	deh	ده	deh	NUM	N;MASC;SG
ده	ten	ده	ten	NUM	N;MASC;SG
ارتش	militares	ارتش	militar	N;SG	N;MASC;PL
مشخص	especifico	مشخص	especifico	ADJ	N;MASC;SG
مشخص	destaque	مشخص	destaque	ADJ	N;MASC;SG
مشخص	realçar	مشخص	realçar	ADJ	V;NFIN
مشخص	realce	مشخص	realce	ADJ	N;MASC;SG
مشخص	destacar	مشخص	destacar	ADJ	V;NFIN
مشخص	realçado	مشخص	realçar	ADJ	V;MASC;SG;V.PTCP
مشخص	destacou	مشخص	destacar	ADJ	V;IND;SG;3;PST;FIN
مشخص	destacado	مشخص	destacar	ADJ	V;MASC;SG;V.PTCP
مشخص	sublinhado	مشخص	sublinhar	ADJ	V;MASC;SG;V.PTCP
گفت	said	گفت#گو	said	V;SG;3;PST	N;MASC;SG
اسرائیل	israelense	اسرائیل	israelense	N;SG	ADJ;MASC;SG
اسرائیل	israelenses	اسرائیل	israelense	N;SG	N;MASC;PL
اسرائیل	israelitas	اسرائیل	israelita	N;SG	N;MASC;PL
انسان	humano	انسان	humano	N;SG	ADJ;MASC;SG
انسان	humanas	انسان	humano	N;SG	N;FEM;PL
انسان	humana	انسان	humano	N;SG	ADJ;FEM;SG
مثل	like	مثل	like	ADV	N;MASC;SG
مثل	curta	مثل	curto	ADV	ADJ;FEM;SG
سیاه	preta	سیاه	preto	ADJ	N;FEM;SG
سیاه	black	سیاه	black	ADJ	N;MASC;SG
سیاه	preto	سیاه	preto	ADJ	N;MASC;SG
سیاه	pretas	سیاه	preto	ADJ	N;FEM;PL
قدرت	forças	قدرت	força	N;SG	N;FEM;PL
بنا	estruturadas	بنا	estruturar	ADP	V;FEM;PL;V.PTCP
بنا	estruturada	بنا	estruturada	ADP	V;FEM;SG;V.PTCP
بنا	estruturado	بنا	estruturar	ADP	V;MASC;SG;V.PTCP
بنا	estruturados	بنا	estruturar	ADP	V;MASC;PL;V.PTCP
کم	pouco	کم	pouco	ADJ	ADV
کم	little	کم	little	ADJ	N;MASC;SG
کم	kam	کم	kam	ADJ	N;MASC;SG
کم	cam	کم	cam	ADJ	N;FEM;SG
کم	baixa	کم	baixa	ADJ	N;FEM;SG
کم	baixos	کم	baixo	ADJ	N;MASC;PL
کم	low	کم	low	ADJ	N;MASC;SG
کم	baixo	کم	baixo	ADJ	ADV
خانواده	familias	خانواده	familia	N;SG	N;FEM;PL
خانواده	famílias	خانواده	família	N;SG	N;FEM;PL
میدان	quadrados	میدان	quadrados	N;SG	N;MASC;PL
ویژه	special	ویژه	special	ADJ	N;MASC;SG
نیروهای	forces	نیرو	force	N;PL	N;MASC;SG
حمله	atacar	حمله	atacar	N;SG	V;NFIN
حمله	ataquem	حمله	ataquem	N;SG	V;SBJV;PL;3;PRS;FIN
جزیره	ilhas	جزیره	ilha	N;SG	N;FEM;PL
ساختمان	construindo	ساختمان	construir	N;SG	V;V.MSDR
ساختمان	construções	ساختمان	construção	N;SG	N;FEM;PL
درام	dramas	درام	drama	N;SG	N;MASC;PL
برنده	ganhe	برنده	ganhar	N;SG	V;SBJV;SG;3;PRS;FIN
برنده	ganhar	برنده	ganhar	N;SG	V;NFIN
برنده	vencer	برنده	vencer	N;SG	V;NFIN
علم	ciências	علم	ciência	N;SG	N;FEM;PL
علم	conhecimentos	علم	conhecimento	N;SG	N;MASC;PL
وقتی	quando	وقتی	quando	CONJ	ADV
وقتی	when	وقتی	when	CONJ	N;MASC;SG
آبی	blue	آبی	blue	ADJ	N;MASC;SG
آبی	azul	آبی	azul	ADJ	N;MASC;SG
آبی	azuis	آبی	azul	ADJ	N;MASC;PL
ورزشی	esportes	ورزشی	esporte	N;SG	N;MASC;PL
ورزشی	desportos	ورزشی	desporto	N;SG	N;MASC;PL
معرفی	apresentando	معرفی	apresentar	N;SG	V;V.MSDR
معرفی	introduzindo	معرفی	introduzir	N;SG	V;V.MSDR
معرفی	apresentamos	معرفی	apresentar	N;SG	V;IND;PL;1;PRS;FIN
معرفی	introduzir	معرفی	introduzir	N;SG	V;NFIN
معرفی	introduzida	معرفی	introduzir	N;SG	V;FEM;SG;V.PTCP
معرفی	introduziu	معرفی	introduzir	N;SG	V;IND;SG;3;PST;FIN
معرفی	introduzidas	معرفی	introduzir	N;SG	V;FEM;PL;V.PTCP
معرفی	introduzidos	معرفی	introduzir	N;SG	V;MASC;PL;V.PTCP
معرفی	introduzido	معرفی	introduzir	N;SG	V;MASC;SG;V.PTCP
مصر	egípcios	مصر	egípcio	N;SG	N;MASC;PL
آمد	chegaram	آمد#آ	chegar	V;SG;3;PST	V;IND;PL;3;FIN
آمد	cheguei	آمد#آ	chegar	V;SG;3;PST	V;IND;SG;1;PST;FIN
آمد	vieram	آمد#آ	vir	V;SG;3;PST	V;IND;PL;3;FIN
مطرح	poses	مطرح	pose	ADJ	N;FEM;PL
دهد	subsídios	داد#ده	subsídio	V;SBJV;SG;3;PRS	N;MASC;PL
