von	출신	von	출신	ADP	N
weg	path	weg	path	ADV	
mitte	중간	mitte	중간	ADV	N
mitte	가운데	mitte	가운데	ADV	N
mitte	mitte	mitte	mitte	ADV	PROPN
mitte	중순	mitte	중순	ADV	
mitte	미드	mitte	미드	ADV	
mitte	mid	mitte	mid	ADV	
mitte	중앙	mitte	중앙	ADV	N
mitte	중심	mitte	중심	ADV	N
mitte	센터	mitte	센터	ADV	
mitte	중앙	mitte	중앙	ADV	N
mitte	센터	mitte	센터	ADV	
sechs	여섯	sechs	여섯	NUM	
album	앨범	album	앨범		N
album	음반	album	음반		N
verschiedenen	달라	verschieden	달+라	ADJ;NOM;PL	
verschiedenen	다름	verschieden	다르+ㅁ	ADJ;NOM;PL	
folgenden	팔로우	folgend	팔로우	ADJ	
gebäude	건물	gebäude	건물	ADJ	N
gebäude	건축	gebäude	건축	ADJ	N
gebäude	빌딩	gebäude	빌딩	ADJ	N
gebäude	건물	gebäude	건물	ADJ	N
gebäude	건축물	gebäude	건축물	ADJ	N
gebäude	건물들	gebäude	건물+들	ADJ	N
gebäude	빌딩	gebäude	빌딩	ADJ	N
begründung	정당화	begründung	정당화		N
begründung	추리	begründung	추리		N
begründung	추론	begründung	추론		N
wenig	리틀	wenig	리틀	ADV	
kreis	서클	kreis	서클	ADV	
kreis	서클	kreis	서클	ADV	
kreis	circle	kreis	circle	ADV	
frankreich	프랑스	frankreich	프랑스	PROPN;NOM;SG	PROPN
pro	프로	pro	프로	ADP	
thomas	토머스	thomas	토머스	PROPN;NOM;MASC;SG	PROPN
thomas	토마스	thomas	토마스	PROPN;NOM;MASC;SG	
grund	이유	grund	이유	ADV	N
grund	원인	grund	원인	ADV	N
möglich	가능한	möglich	가능+하+ㄴ	ADJ	V
möglich	가능	möglich	가능	ADJ	N
möglich	가능성	möglich	가능성	ADJ	N
thema	테마	thema	테마	N;NOM;NEUT;SG	
thema	이슈	thema	이슈	N;NOM;NEUT;SG	
stehen	standing	stehen	standing	V;NFIN	
stehen	스탠딩	stehen	스탠딩	V;NFIN	
stehen	스탠드	stehen	스탠드	V;NFIN	N
rolle	스크롤	roll	스크롤	N;NOM;FEM;SG	
damals	그렇다면	damals	그렇다면	ADV	CONJ
damals	그러면	damals	그러면	ADV	CONJ
damals	그때	damals	그때	ADV	
werk	퇴근	werk	퇴근	N;NOM;NEUT;SG	
werk	공장	werk	공장	N;NOM;NEUT;SG	
werk	팩토리	werk	팩토리	N;NOM;NEUT;SG	
gewünscht	원하는	wünschen	원하+는	V;V.PTCP	
entwicklung	에볼루션	entwicklung	에볼루션	N;NOM;FEM;SG	
prozent	퍼센트	prozent	퍼센트	ADV	
prozent	백분율	prozent	백분율	ADV	N
prozent	비율	prozent	비율	ADV	N
prozent	퍼센트	prozent	퍼센트	ADV	
prozent	비율	prozent	비율	ADV	N
meine	광산	mein	광산	PRO;NOM;FEM;SG	N
bau	bau	bau	bau	N;SG	
zweite	둘째	zweit	둘째	ADJ;NOM;FEM;PL	NUM
zweite	두번째	zweit	두번+째	ADJ;NOM;FEM;PL	N
frankfurt	프랑크푸르트	frankfurt	프랑크푸르트	PROPN;NOM;NEUT;SG	PROPN
stuttgart	슈투트가르트	stuttgart	슈투트가르트	PROPN;NOM;SG	PROPN
benutzer	사용자	benutzer	사용자	ADJ	N
benutzer	사용자	benutzer	사용자	ADJ	N
maria	메리	maria	메리	PROPN;NOM;FEM;SG	
maria	마리아	maria	마리아	PROPN;NOM;FEM;SG	
maria	마리아	maria	마리아	PROPN;NOM;FEM;SG	
vater	아빠	vater	아빠	N;NOM;MASC;SG	
frauen	아내	frau	아내	V;NFIN	N
frauen	암컷	frau	암컷	V;NFIN	
frauen	여성	frau	여성	V;NFIN	N
frauen	암컷	frau	암컷	V;NFIN	
frauen	여성	frau	여성	V;NFIN	N
frauen	여자들	frau	여자+들	V;NFIN	N
frauen	여자	frau	여자	V;NFIN	N
frauen	여성	frau	여성	V;NFIN	N
buch	레저	bachen	레저	ADV	N
dir	당신은	dur	당신+은		PRO
dir	당신	dur	당신		PRO
quellen	소스	quell	소스	V;NFIN	
quellen	출처	quell	출처	V;NFIN	N
quellen	스프링	quell	스프링	V;NFIN	
quellen	스프링스	quell	스프링스	V;NFIN	
kilometer	킬로미터	kilometer	킬로미터	ADJ	
kilometer	마일스	kilometer	마일스	ADJ	
kilometer	마일리지	kilometer	마일리+지	ADJ	
kilometer	마일	kilometer	마일	ADJ	
kilometer	마일리	kilometer	마일리	ADJ	
kilometer	마일즈	kilometer	마일즈	ADJ	
kilometer	킬로미터	kilometer	킬로미터	ADJ	
kilometer	킬로미터	kilometer	킬로미터	ADJ	
stunden	영업시간	stehen	영업+시간	V;NFIN	N
stunden	시간	stehen	시간	V;NFIN	N
stunden	시간	stehen	시간	V;NFIN	N
stunden	시간마다	stehen	시간+마다	V;NFIN	ADV
stunden	시간별	stehen	시간별	V;NFIN	N
martin	마르틴	martin	마르틴	PROPN;NOM;MASC;SG	PROPN
martin	마틴	martin	마틴	PROPN;NOM;MASC;SG	PROPN
ernst	진심	ernst	진심	PROPN	
ernst	심각하게	ernst	심각+하+게	PROPN	CONJ
ernst	진지하게	ernst	진지+하+게	PROPN	CONJ
ernst	어니스트	ernst	어니스트	PROPN	PROPN
ernst	심각한	ernst	심각+하+ㄴ	PROPN	V
ernst	심각해	ernst	심각+하+어	PROPN	V
ernst	심각하다	ernst	심각+하+다	PROPN	V
ernst	심각하게	ernst	심각+하+게	PROPN	CONJ
schule	스쿨	schule	스쿨	N;NOM;FEM;SG	
schule	학원	schule	학원	N;NOM;FEM;SG	
leipzig	라이프치히	leipzig	라이프치히	PROPN;NOM;NEUT;SG	PROPN
ludwig	루이스	ludwig	루이스	PROPN;NOM;MASC;SG	PROPN
ludwig	루이	ludwig	루이	PROPN;NOM;MASC;SG	PROPN
ludwig	루트비히	ludwig	루트비히	PROPN;NOM;MASC;SG	PROPN
ludwig	루드비히	ludwig	루드비히	PROPN;NOM;MASC;SG	PROPN
jeder	아무나	jed	아무나	PRO;NOM;INDF;MASC;SG	
jeder	누구나	jed	누구+나	PRO;NOM;INDF;MASC;SG	ADV
jeder	everybody	jed	everybody	PRO;NOM;INDF;MASC;SG	
jeder	다들	jed	다+들	PRO;NOM;INDF;MASC;SG	
jeder	모두	jed	모두	PRO;NOM;INDF;MASC;SG	ADV
jeder	꼴찌	jed	꼴찌	PRO;NOM;INDF;MASC;SG	
jeder	각각	jed	각각	PRO;NOM;INDF;MASC;SG	ADV
archivierung	보관	archivierung	보관	N;NOM;FEM;SG	
archivierung	아카이브	archivierung	아카이브	N;NOM;FEM;SG	
archivierung	보관	archivierung	보관	N;NOM;FEM;SG	
dorf	빌리지	dorf	빌리+지	N;NOM;NEUT;SG	
robert	로버트	robern	로버트	PROPN;NOM;MASC;SG	PROPN
tochter	자회사	tocht	자회사		N
mannschaft	크루	mannschaft	크루	ADJ	
mannschaft	승무원	mannschaft	승무원	ADJ	N
mannschaft	team	mannschaft	team	ADJ	
gesperrt	비활성화	sperren	비활+성화	V;V.PTCP	N
gesperrt	locked	sperren	locked	V;V.PTCP	
gesperrt	차단	sperren	차단	V;V.PTCP	N
stark	강력하게	stark	강력+하+게	ADJ	CONJ
stark	스트롱	stark	스트롱	ADJ	
stark	스타크	stark	스타크	ADJ	
gewählt	선정	wählen	선정	V;V.PTCP	N
gewählt	선출	wählen	선출	V;V.PTCP	N
anschließend	그렇다면	anschließend	그렇다면	ADJ	CONJ
anschließend	그러면	anschließend	그러면	ADJ	CONJ
anschließend	그때	anschließend	그때	ADJ	
oben	인기	oben	인기	ADV	N
oben	top	oben	top	ADV	
oben	윗층	oben	윗층	ADV	
oben	위층	oben	위층	ADV	
mann	남편	mann	남편		N
mann	mann	mann	mann		
mann	남자	mann	남자		N
mann	남성	mann	남성		N
mann	사람	mann	사람		N
spielen	도박	spielen	도박	V;NFIN	
spielen	놀기	spielen	놀+기	V;NFIN	ADJ
spielen	재생	spielen	재생	V;NFIN	N
spielen	연주	spielen	연주	V;NFIN	N
spielen	플레이	spielen	플레이	V;NFIN	
spielen	게임	spielen	게임	V;NFIN	N
spielen	갬블	spielen	갬블	V;NFIN	N
spielen	도박	spielen	도박	V;NFIN	
weiß	하얀	wissen	하얗+ㄴ	V;IND;SG;3;PRS;FIN	
weiß	화이트	wissen	화이트	V;IND;SG;3;PRS;FIN	
weiß	흰색	wissen	흰+색	V;IND;SG;3;PRS;FIN	
weiß	하얀색	wissen	하얀색	V;IND;SG;3;PRS;FIN	
weiß	하얗게	wissen	하얗+게	V;IND;SG;3;PRS;FIN	ADJ
amt	오피스	amt	오피스	N;NOM;NEUT;SG	
sogar	조차도	sogar	조차도	ADV	
sowohl	둘다	sowohl	두+ㄴ다	CONJ	
seiten	측면	seiten	측면	V;NFIN	
seiten	페이지	seiten	페이지	V;NFIN	
seiten	페이지	seiten	페이지	V;NFIN	
seiten	사이트	seiten	사이트	V;NFIN	
richtung	방향	richtung	방향	V;V.PTCP	N
köln	쾰른	köln	쾰른	PROPN;NOM;NEUT;SG	PROPN
partei	party	partei	party		
partei	파티	partei	파티		N
wer	who	wer	who	PRO;NOM;SG	
kleine	작아	klein	작+아	ADJ;NOM;FEM;PL	
kleine	소작	klein	소작	ADJ;NOM;FEM;PL	
kleine	리틀	klein	리틀	ADJ;NOM;FEM;PL	
http	http	http	http		
international	국제	international	국제	ADJ	
international	인터내셔널	international	인터+내러텔	ADJ	
tage	데이즈	tagen	데이즈	N;NOM;MASC;PL	
tage	데이	tagen	데이	N;NOM;MASC;PL	
rahmen	프레임	rahmen	프레임	V;NFIN	N
rahmen	프레임워크	rahmen	프레임워크	V;NFIN	N
rahmen	액자	rahmen	액자	V;NFIN	N
rahmen	프레임	rahmen	프레임	V;NFIN	N
rahmen	프레임워크	rahmen	프레임워크	V;NFIN	N
somit	그러므로	somit	그러므로	ADV	CONJ
werke	웍스	werk	웍스	N;NOM;NEUT;PL	
gegenüber	반대편	gegenüber	반대편	ADP	
gegenüber	반대로	gegenüber	반대+로	ADP	ADV
gegenüber	반대	gegenüber	반대	ADP	N
offizielle	공식	offiziell	공식	ADJ;NOM;FEM;PL	N
offizielle	official	offiziell	official	ADJ;NOM;FEM;PL	
kommen	출시	kommen	출시	V;NFIN	N
kommen	coming	kommen	coming	V;NFIN	
deutlich	지우기	deutlich	지우+기	ADJ	V
deutlich	지우	deutlich	지우	ADJ	
deutlich	맑음	deutlich	맑음	ADJ	
deutlich	명확하게	deutlich	명확+하+게	ADJ	CONJ
deutlich	명백하게	deutlich	명백+하+게	ADJ	CONJ
deutlich	명백히	deutlich	명백+히	ADJ	ADV
deshalb	그러므로	deshalb	그러므로	ADV	CONJ
preis	가격	preis	가격	PROPN	N
preis	프라이스	preis	프라이스	PROPN	
preis	가격결정	preis	가격결정	PROPN	N
preis	가격	preis	가격	PROPN	N
ddr	ddr	ddr	ddr	PROPN;NOM;SG	
genau	정확하게	genau	정확+하+게	ADV	CONJ
spiel	놀기	spielen	놀+기	N;NOM;NEUT;SG	ADJ
spiel	플레이	spielen	플레이	N;NOM;NEUT;SG	
spiel	일치하기	spielen	일치+하+기	N;NOM;NEUT;SG	V
spiel	일치합니다	spielen	일치+하+ㅂ니다	N;NOM;NEUT;SG	V
spiel	매치	spielen	매치	N;NOM;NEUT;SG	
spiel	일치	spielen	일치	N;NOM;NEUT;SG	
teilweise	부분	teilweise	부분	ADV	N
teilweise	부품	teilweise	부품	ADV	N
teilweise	파트	teilweise	파트	ADV	
teilweise	부분적	teilweise	부분+적	ADV	N
teilweise	부분	teilweise	부분	ADV	N
burg	포트리스	burg	포트리스		PROPN
schweiz	스위스	Schweiz	스위스	PROPN;SG	PROPN
serie	시리즈	serie	시리즈	N;NOM;FEM;SG	
wechselte	스위치	wechseln	스위치	V;IND;SG;3;PST;FIN	N
erreichte	도달	erreichen	도달	V;IND;SG;3;PST;FIN	
erreichte	달성	erreichen	달성	V;IND;SG;3;PST;FIN	N
verschiedene	달라	verschieden	달+라	ADJ;NOM;FEM;PL	
verschiedene	다름	verschieden	다르+ㅁ	ADJ;NOM;FEM;PL	
verschiedene	기타	verschieden	기타	ADJ;NOM;FEM;PL	N
schweizer	스위스	schweizer	스위스	ADJ	PROPN
natürlich	코스	natürlich	코스	ADJ	N
natürlich	과정	natürlich	과정	ADJ	N
natürlich	자연스럽게	natürlich	자연+스럽+게	ADJ	CONJ
natürlich	자연적으로	natürlich	자연+적+으로	ADJ	ADV
natürlich	naturally	natürlich	naturally	ADJ	
jemand	아무나	jemand	아무나	PRO;NOM;INDF;SG	
jemand	누구나	jemand	누구+나	PRO;NOM;INDF;SG	ADV
jemand	누군가	jemand	누구+이+ㄴ가	PRO;NOM;INDF;SG	
jemand	누군가	jemand	누구+이+ㄴ가	PRO;NOM;INDF;SG	
arbeiten	퇴근	arbeiten	퇴근	V;NFIN	
arbeiten	직장	arbeiten	직장	V;NFIN	N
arbeiten	작업	arbeiten	작업	V;NFIN	N
arbeiten	일하기	arbeiten	일하+기	V;NFIN	
arbeiten	웍스	arbeiten	웍스	V;NFIN	
arbeiten	작동	arbeiten	작동	V;NFIN	N
arbeiten	작품	arbeiten	작품	V;NFIN	N
tag	데이	tagen	데이	N;NOM;MASC;SG	
norden	북부	norden	북부	V;NFIN	N
norden	북쪽	norden	북+쪽	V;NFIN	N
norden	노스	norden	노스	V;NFIN	
norden	북부	norden	북부	V;NFIN	N
stelle	시체	stellen	시체	V;IND;SG;3;PRS;FIN	N
stelle	몸매	stellen	몸매	V;IND;SG;3;PRS;FIN	N
stelle	몸매가	stellen	몸매+가	V;IND;SG;3;PRS;FIN	N
stelle	장소	stellen	장소	V;IND;SG;3;PRS;FIN	N
literatur	문학	literatur	문학	ADJ	N
literatur	문학	literatur	문학	ADJ	N
eigene	소유	eigen	소유	ADJ;NOM;FEM;PL	
millionen	백만명	million	백만명	N;NOM;FEM;PL	
millionen	백만	million	백만	N;NOM;FEM;PL	
millionen	수백만	million	수백만	N;NOM;FEM;PL	
jahres	year	jahres	year	N;NOM;NEUT;SG	
jahres	연도	jahres	연도	N;NOM;NEUT;SG	
erneut	다시	erneut	다시	ADJ	ADV
erneut	또다시	erneut	또다시	ADJ	ADV
französischen	프랑스	französisch	프랑스	ADJ;NOM;MASC;PL	PROPN
französischen	프랑스어	französisch	프랑스어	ADJ;NOM;MASC;PL	PROPN
französischen	프렌치	französisch	프렌치	ADJ;NOM;MASC;PL	
französischen	프랑스인	französisch	프랑스인	ADJ;NOM;MASC;PL	N
meisten	대부분의	meist	대부분+의	ADJ;NOM;INDF;PL	N
meisten	대부분	meist	대부분	ADJ;NOM;INDF;PL	N
lemma	보조정리	lemma	보조정리		N
erster	우선	erst	우선	ADJ;NOM;MASC;SG	ADV
erster	퍼스트	erst	퍼스트	ADJ;NOM;MASC;SG	
erster	처음	erst	처음	ADJ;NOM;MASC;SG	N
erster	먼저	erst	먼저	ADJ;NOM;MASC;SG	ADV
zeigt	표시	zeigen	표시	V;IND;SG;3;PRS;FIN	
zeigt	공연	zeigen	공연	V;IND;SG;3;PRS;FIN	N
zeigt	디스플레이	zeigen	디스플레이	V;IND;SG;3;PRS;FIN	N
kunst	아트	kunst	아트	N;NOM;FEM;SG	
heutigen	오늘도	heutig	오늘+도	ADJ;NOM;MASC;PL	
heutigen	오늘	heutig	오늘	ADJ;NOM;MASC;PL	N
pdf	pdf	pdf	pdf		
schauspieler	배우	schauspieler	배우	ADJ	N
schauspieler	배우	schauspieler	배우	ADJ	N
auflage	에디션	auflage	에디션	ADJ	
auflage	순환	auflage	순환	ADJ	N
auswahl	선택하기	auswahl	선택+하+기	N;NOM;SG	V
spieler	게이머	spieler	게이머	ADJ	N
spieler	플레이어	spieler	플레이어	ADJ	
spieler	재생기	spieler	재생기	ADJ	N
spieler	선수	spieler	선수	ADJ	N
spieler	도박꾼	spieler	도박꾼	ADJ	
spieler	도박꾼	spieler	도박꾼	ADJ	
spieler	플레이어	spieler	플레이어	ADJ	
spieler	선수	spieler	선수	ADJ	N
spieler	플레이어스	spieler	플레이어스	ADJ	PROPN
links	링크	links	링크	ADV	
links	좌파	links	좌파	ADV	N
links	왼쪽	links	왼쪽	ADV	
otto	오토	otto	오토	PROPN;NOM;MASC;SG	
gemeinsam	공유	gemeinsam	공유	ADJ	N
gemeinsam	함께	gemeinsam	함께	ADJ	ADV
gemeinsam	같이	gemeinsam	같이	ADJ	ADV
gemeinsam	관절	gemeinsam	관절	ADJ	N
europa	유럽	europa	유럽	PROPN;NOM;SG	PROPN
online	온라인	online	오르+아+이+ㄴ	ADJ	
direkt	똑바로	direkt	똑바로	ADJ	
direkt	스트레이트	direkt	스트레이트	ADJ	
direkt	직접	direkt	직접	ADJ	
direkt	직통	direkt	직통	ADJ	N
direkt	direct	direkt	direct	ADJ	
direkt	다이렉트	direkt	다이렉트	ADJ	N
schriftsteller	작가	schriftsteller	작가	ADJ	N
schriftsteller	제작자	schriftsteller	제작자	ADJ	N
schriftsteller	작성자	schriftsteller	작성자	ADJ	N
schriftsteller	작가	schriftsteller	작가	ADJ	N
schriftsteller	작가	schriftsteller	작가	ADJ	N
schriftsteller	소설가	schriftsteller	소설가	ADJ	N
schriftsteller	작가	schriftsteller	작가	ADJ	N
schriftsteller	저자	schriftsteller	저자	ADJ	N
schriftsteller	제작자	schriftsteller	제작자	ADJ	N
schriftsteller	작성자	schriftsteller	작성자	ADJ	N
alter	늙은	alt	늙+ㄴ	ADJ	
alter	오래된	alt	오래+되+ㄴ	ADJ	V
alter	연령	alt	연령	ADJ	N
alter	나이에	alt	나이+에	ADJ	ADV
alter	나이	alt	나이	ADJ	N
alter	연령	alt	연령	ADJ	N
beginn	발병	beginnen	발병	V;IND;SG;3;PST;FIN	N
beginn	시작	beginnen	시작	V;IND;SG;3;PST;FIN	N
klasse	교실	klasse	교실	ADJ	N
klasse	성적	klasse	성+적	ADJ	N
klasse	학년	klasse	학년	ADJ	N
klasse	학급	klasse	학급	ADJ	N
klasse	계급	klasse	계급	ADJ	N
klasse	클래스	klasse	클래스	ADJ	N
klasse	수업	klasse	수업	ADJ	N
obwohl	비록	obwohl	비록	CONJ	ADV
bischof	비숍	bischof	비숍	PROPN;NOM;MASC;SG	
bischof	주교	bischof	주교	PROPN;NOM;MASC;SG	N
darunter	아래쪽	darunter	아래+쪽	ADV	N
darunter	아래	darunter	아래	ADV	N
darunter	포함	darunter	포함	ADV	
höhe	금액	höch	금액		N
höhe	키는	höch	키+는		N
ebenso	또한	ebenso	또한	ADV	CONJ
reihe	시리즈	reih	시리즈	;SG	
häufig	자주	häufig	자주	ADJ	ADV
häufig	잦은	häufig	잦+은	ADJ	
häufig	자주	häufig	자주	ADJ	ADV
häufig	자주	häufig	자주	ADJ	ADV
süden	남부	süden	남부	V;NFIN	
süden	남방	süden	남방	V;NFIN	
süden	남부	süden	남부	V;NFIN	
süden	사우스	süden	사우스	V;NFIN	
süden	남쪽	süden	남+쪽	V;NFIN	
gruß	인사	gruß	인사		N
gruß	인사	gruß	인사		N
entfernt	삭제됨	entfernt	삭제되+ㄴ	ADJ	V
entfernt	삭제되었습니다	entfernt	삭제+되+었+습니다	ADJ	V
entfernt	삭제	entfernt	삭제	ADJ	N
entfernt	지우기	entfernt	지우+기	ADJ	V
entfernt	제거	entfernt	제거	ADJ	N
entfernt	삭제하기	entfernt	삭제+하+기	ADJ	V
gemacht	made	machen	made	V;V.PTCP	
gemacht	만든	machen	만들+ㄴ	V;V.PTCP	
gemacht	완료	machen	완료	V;V.PTCP	N
kleinen	작아	klein	작+아	ADJ;PL	
kleinen	소작	klein	소작	ADJ;PL	
bestand	주식	bestehen	주식	V;IND;SG;3;PST;FIN	N
bestand	재고	bestehen	재고	V;IND;SG;3;PST;FIN	
christian	기독교	christian	기독교	PROPN;NOM;MASC;SG	N
christian	크리스티안	christian	크리스티안	PROPN;NOM;MASC;SG	PROPN
christian	크리스천	christian	크리스천	PROPN;NOM;MASC;SG	
christian	크리스찬	christian	크리스찬	PROPN;NOM;MASC;SG	
stellen	포즈	stellen	포즈	V;NFIN	N
stellen	게시글	stellen	게시글	V;NFIN	
stellen	게시물	stellen	게시물	V;NFIN	N
erwähnt	언급	erwähnen	언급	V;V.PTCP	N
letzte	마지막	letzt	마지막	ADJ;NOM;FEM;SG	N
letzte	라스트	letzt	라스트	ADJ;NOM;FEM;SG	
letzte	기말고사	letzt	기말고사	ADJ;NOM;FEM;SG	N
letzte	파이널	letzt	파이널	ADJ;NOM;FEM;SG	
letzte	결승전	letzt	결승전	ADJ;NOM;FEM;SG	N
letzte	최근	letzt	최근	ADJ;NOM;FEM;SG	N
letzte	최신	letzt	최신	ADJ;NOM;FEM;SG	
informationen	정보	information	정보	V;NFIN	N
informationen	정보	information	정보	V;NFIN	N
bezeichnung	이름	Bezeichnung	이름	ADJ	N
bezeichnung	명명법	Bezeichnung	명명법	ADJ	N
bezeichnung	명명	Bezeichnung	명명	ADJ	
bezeichnung	설명	Bezeichnung	설명	ADJ	N
bezeichnung	묘사	Bezeichnung	묘사	ADJ	N
saint	세인트	sainen	세인트	PROPN;NOM;SG	
ihnen	그들	sie	그+들	PRO;DAT;PL;3	N
meister	마스터	meist	마스터	N;NOM;MASC;SG	
meister	챔피언십	meist	後피+언감	N;NOM;MASC;SG	
meister	챔피언스	meist	後피언스	N;NOM;MASC;SG	
einigen	일부	einige	일부	PRO;ACC;INDF;PL	N
zuvor	이전	zuvor	이전	ADV	N
zuvor	아까	zuvor	아까	ADV	
zuvor	이전	zuvor	이전	ADV	N
sicher	확실히	sicher	확실+히	ADJ	ADV
sicher	안전한	sicher	안전+하+ㄴ	ADJ	V
sicher	무사히	sicher	무사+히	ADJ	ADV
sicher	안전	sicher	안전	ADJ	N
sicher	보안	sicher	보안	ADJ	N
stellt	포즈	stellen	포즈	V;IND;SG;3;PRS;FIN	N
klar	지우기	klar	지우+기	ADJ	V
klar	지우	klar	지우	ADJ	
klar	맑음	klar	맑음	ADJ	
klar	명확하게	klar	명확+하+게	ADJ	CONJ
klar	명백하게	klar	명백+하+게	ADJ	CONJ
klar	명백히	klar	명백+히	ADJ	ADV
joseph	조셉	joseph	조셉	PROPN;NOM;MASC;SG	
joseph	요제프	joseph	요제프	PROPN;NOM;MASC;SG	PROPN
joseph	조제프	joseph	조제프	PROPN;NOM;MASC;SG	PROPN
joseph	조지프	joseph	조지프	PROPN;NOM;MASC;SG	PROPN
joseph	요셉	joseph	요셉	PROPN;NOM;MASC;SG	
veröffentlicht	발매	veröffentlichen	발매	V;V.PTCP	N
veröffentlicht	개봉	veröffentlichen	개봉	V;V.PTCP	N
veröffentlicht	게시	veröffentlichen	게시	V;V.PTCP	N
veröffentlicht	게시	veröffentlichen	게시	V;V.PTCP	N
veröffentlicht	출판	veröffentlichen	출판	V;V.PTCP	N
ursprünglich	원래	ursprünglich	원래	ADJ	N
ursprünglich	원본	ursprünglich	원본	ADJ	
ursprünglich	오리지널	ursprünglich	오리지널	ADJ	
regierung	내각	Regierung	내각		N
regierung	정부	Regierung	정부		N
regierung	정부	Regierung	정부		N
carl	카를	carl	카+를	PROPN;NOM;MASC;SG	PROPN
sieben	세븐	sieben	세븐	NUM	
sieben	일곱	sieben	일곱	NUM	
bevölkerung	인구	bevölkerung	인구	ADJ	N
bevölkerung	인구순	bevölkerung	인구순	ADJ	N
bevölkerung	인구	bevölkerung	인구	ADJ	N
osten	동부	osten	동부	ADV	N
osten	이스트	osten	이스트	ADV	
osten	동쪽	osten	동+쪽	ADV	
osten	동부	osten	동부	ADV	N
osten	동방	osten	동방	ADV	
gleich	평등	gleich	평등	ADV	N
gleich	같은	gleich	같+ㄴ	ADV	ADJ
gleich	동일	gleich	동일	ADV	
gleich	같음	gleich	같+ㅁ	ADV	
alte	고대	alt	고대	ADJ;NOM;FEM;PL	N
alte	늙은	alt	늙+ㄴ	ADJ;NOM;FEM;PL	
alte	오래된	alt	오래+되+ㄴ	ADJ;NOM;FEM;PL	V
internationalen	국제	international	국제	ADJ;NOM;MASC;PL	
internationalen	인터내셔널	international	인터+내러텔	ADJ;NOM;MASC;PL	
bayern	바이에른	bayern	바이가+라	PROPN;NOM;SG	PROPN
westen	서쪽	westen	서쪽	ADV	
westen	서부	westen	서부	ADV	
westen	웨스트	westen	웨스트	ADV	
westen	조끼	westen	조끼	ADV	N
westen	웨스턴	westen	웨스턴	ADV	
westen	서부	westen	서부	ADV	
westen	서양	westen	서양	ADV	N
lage	상황	lagen	상황	ADJ	N
lage	상황이	lagen	상황+이	ADJ	N
lage	위치	lagen	위치	ADJ	
gleichen	평등	gleich	평등	ADJ;NOM;MASC;PL	N
gleichen	동일	gleich	동일	ADJ;NOM;MASC;PL	
gleichen	똑같이	gleich	똑같이	ADJ;NOM;MASC;PL	ADV
mitglieder	멤버	mitglied	멤버	N;NOM;NEUT;PL	
mitglieder	멤버	mitglied	멤버	N;NOM;NEUT;PL	
mitglieder	멤버	mitglied	멤버	N;NOM;NEUT;PL	
national	국립	national	국립	ADJ	N
national	내셔널	national	내+시+어+요+ㄴ	ADJ	
national	국민	national	국민	ADJ	N
hinter	뒤에	hinter	뒤+에	ADP	ADV
graf	카운트	graf	카운트	PROPN;NOM;MASC;SG	
david	데이비드	david	데이비드	PROPN;NOM;MASC;SG	PROPN
david	다윗	david	다윗	PROPN;NOM;MASC;SG	
david	데이빗	david	데이빗	PROPN;NOM;MASC;SG	
david	다비드	david	다비드	PROPN;NOM;MASC;SG	PROPN
präsident	회장	präsident	회장	ADJ	N
präsident	대통령	präsident	대통령	ADJ	N
präsident	회장님	präsident	회장님	ADJ	N
präsident	회장	präsident	회장	ADJ	N
präsident	회장	präsident	회장	ADJ	N
präsident	대통령	präsident	대통령	ADJ	N
hinaus	비욘드	hinaus	비욘드	ADV	
betrieb	작전	betreiben	작전	V;IND;SG;3;PST;FIN	N
betrieb	운영	betreiben	운영	V;IND;SG;3;PST;FIN	N
betrieb	작동	betreiben	작동	V;IND;SG;3;PST;FIN	N
betrieb	작전	betreiben	작전	V;IND;SG;3;PST;FIN	N
bad	욕실	bad	욕실		N
bad	화장실	bad	화장실		N
bad	bad	bad	bad		
bad	나쁜	bad	나쁘+ㄴ		ADJ
bad	나쁘다	bad	나쁘+다		ADJ
bad	목욕탕	bad	목욕탕		N
bad	목욕	bad	목욕		N
baden	바덴	baden	바덴	PROPN;NOM;SG	PROPN
baden	목욕	baden	목욕	PROPN;NOM;SG	N
kaiser	황제	kaiser	황제		N
kaiser	천황	kaiser	천황		N
kaiser	황제	kaiser	황제		N
nie	절대	nie	절대	ADV	
nie	never	nie	never	ADV	
nie	절대로	nie	절대로	ADV	
geboren	born	gebären	born	V;V.PTCP	
geboren	출생	gebären	출생	V;V.PTCP	N
geboren	탄생	gebären	탄생	V;V.PTCP	N
richard	리차드	richard	리차드	PROPN;NOM;MASC;SG	
richard	리처드	richard	리처드	PROPN;NOM;MASC;SG	PROPN
sitz	자리	sitz	자리	N;NOM;MASC;SG	
zog	감동	ziehen	감동	V;IND;SG;3;PST;FIN	
zog	드류	ziehen	드류	V;IND;SG;3;PST;FIN	
