leningrad	lenjingrad	leningrad	lenjingrad		N;NOM;MASC;SG
herodot	herodot	herodot	herodot		PROPN;NOM;MASC;SG
salzburg	salzburg	salzburg	salzburg	PROPN;NOM;SG;3	N;NOM;MASC;SG
leicester	leicester	leicester	leicester	PROPN;NOM;SG;3	N;NOM;MASC;SG
ward	ward	ward	ward		PROPN;NOM;MASC;SG
taşkent	taškentu	taşkent	taškent	PROPN;NOM;SG;3	N;DAT;MASC;SG
won	osvojio	won	osvojiti		V;MASC;SG;PST;V.PTCP;ACT
won	pobijedio	won	pobijediti		V;MASC;SG;PST;V.PTCP;ACT
won	pobjedio	won	pobjediti		V;MASC;SG;PST;V.PTCP;ACT
nepal	nepalu	nepal	nepala	PROPN;NOM;SG;3	N;NOM;MASC;SG
nepal	nepalska	nepal	nepalski	PROPN;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
problemler	probleme	problem	problem	N;NOM;PL;3	N;ACC;MASC;PL
problemler	problema	problem	problem	N;NOM;PL;3	N;GEN;MASC;PL
mezhep	kult	mezhep	kult		N;NOM;MASC;SG
sao	sao	sao	sao	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
parantez	zagradama	parantez	zagrada		N;INS;FEM;PL
üstünlüğü	nadmoć	üstünlük	nadmoć	N;ACC;SG;3	N;NOM;FEM;SG
şerit	lane	şerit	lan		N;NOM;FEM;SG
şerit	vrpca	şerit	vrpca		N;NOM;FEM;SG
şerit	strip	şerit	strip		N;NOM;MASC;SG
zevk	užitak	zevk	užitak		N;NOM;MASC;SG
zevk	zadovoljstvo	zevk	zadovoljstvo		N;NOM;NEUT;SG
zevk	uživanje	zevk	uživanje		N;NOM;NEUT;SG
anlamları	značenja	anlam	značenje	N;ACC;PL;3	N;NOM;NEUT;PL
bird	ptica	bird	ptica		N;NOM;FEM;SG
bird	bird	bird	bird		ADP
açılışı	otvaram	açılış	otvarati	N;NOM;SG;3	V;IND;SG;1;PRS;FIN
hakimiyet	dominacija	hakimiyet	dominacija	N;DAT;SG;3	N;NOM;FEM;SG
hakimiyet	dominacija	hakimiyet	dominacija	N;DAT;SG;3	N;NOM;FEM;SG
hakimiyet	dominaciju	hakimiyet	dominacija	N;DAT;SG;3	N;ACC;FEM;SG
hakimiyet	dominacije	hakimiyet	dominacija	N;DAT;SG;3	N;NOM;FEM;PL
fra	fra	fra	fra		PROPN;NOM;MASC;SG
waters	waters	waters	waters		N;NOM;MASC;SG
jeremy	jeremy	jeremy	jeremy		PROPN;NOM;MASC;SG
atın	gips	at	gips		N;NOM;MASC;SG
atın	baci	at	baciti		V;IND;SG;3;PRS;FIN
kopyası	kopiraj	kopya	kopiraj		INTJ
kopyası	kopija	kopya	kopija		N;NOM;FEM;SG
keşfetti	otkriveno	keşfet	otkriti	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
keşfetti	otkriven	keşfet	otkriti	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;MASC;SG;V.PTCP;PASS
keşfetti	otkriveni	keşfet	otkriti	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;DEF;MASC;PL;V.PTCP
keşfetti	otkrivena	keşfet	otkriti	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;DEF;FEM;SG;V.PTCP
bennett	bennett	bennett	bennett		N;NOM;MASC;SG
tanı	dijagnostički	tan	dijagnostički	N;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
tanı	dijagnoze	tan	dijagnoza	N;NOM;SG;3	N;NOM;FEM;PL
sirius	sirius	sirius	sirius		N;NOM;MASC;SG
bangladeş	bangladešu	bangladeş	bangladeš	N;NOM;SG;3	N;DAT;MASC;SG
nakliye	teretni	nakil	teretan		ADJ;NOM;DEF;MASC;SG
nakliye	isporuka	nakil	isporuka		N;NOM;FEM;SG
nakliye	slanje	nakil	slanje		N;NOM;NEUT;SG
nakliye	shipping	nakil	shipping		N;NOM;MASC;SG
nakliye	dostava	nakil	dostav		N;NOM;FEM;SG
nakliye	transporter	nakil	transporter		N;NOM;MASC;SG
nakliye	prevoz	nakil	prevoz		N;NOM;MASC;SG
nakliye	prijevoz	nakil	prijevoz		N;NOM;MASC;SG
nakliye	transport	nakil	transport		N;NOM;MASC;SG
sektör	sektor	sektör	sektor		N;NOM;MASC;SG
sektör	sektora	sektör	sektor		N;GEN;MASC;SG
sektör	industrija	sektör	industrija		N;NOM;FEM;SG
arabası	kolica	araba	kolica	N;NOM;SG;3	N;NOM;NEUT;PL
büyüklük	magnitude	büyüklük	magnitod	N;NOM;SG;3	N;NOM;FEM;PL
büyüklük	veličine	büyüklük	veličina	N;NOM;SG;3	N;NOM;FEM;PL
kıyamet	apokalipse	kıyamet	apokalips		N;NOM;FEM;PL
kıyamet	apokalipsa	kıyamet	apokalips		N;NOM;FEM;SG
kepler	kepler	kep	kepler	N;NOM;PL;3	N;NOM;MASC;SG
yem	hraniti	ye	hraniti		V;NFIN
yem	hrani	ye	hrana		N;DAT;FEM;SG
yem	nahrani	ye	nahraniti		V;IND;SG;2;PRS;FIN
yem	mamac	ye	mamac		N;NOM;MASC;SG
yem	mamac	ye	mamac		N;NOM;MASC;SG
terörist	teroristička	terörist	teroristički		ADJ;NOM;DEF;FEM;SG
terörist	terorist	terörist	terorist		N;NOM;MASC;SG
terörist	teroristički	terörist	teroristički		ADJ;NOM;DEF;MASC;SG
terörist	terorista	terörist	terorist		N;ACC;MASC;SG
terörist	teroriste	terörist	terorist		N;ACC;MASC;PL
terörist	teroristima	terörist	terorist		N;DAT;MASC;PL
terörist	teroristi	terörist	terorist		N;NOM;MASC;PL
ahlaki	moralno	ahlaki	moralno		ADV
tabur	bojna	tabur	bojna		N;NOM;FEM;SG
tabur	bataljun	tabur	bataljun		N;NOM;MASC;SG
tabur	bataljon	tabur	bataljon		N;NOM;MASC;SG
kategorileri	kategorije	kategori	kategorija	N;ACC;PL;3	N;NOM;FEM;PL
kategorileri	kategorija	kategori	kategorija	N;ACC;PL;3	N;NOM;FEM;SG
senfonik	simfonijske	senfonik	simfonijski		ADJ;NOM;DEF;FEM;PL
kostüm	kostim	kostüm	kostim		N;NOM;MASC;SG
kostüm	kostime	kostüm	kostim		N;ACC;MASC;PL
kostüm	kostimi	kostüm	kostim		N;NOM;MASC;PL
weber	weber	weber	weber		PROPN;NOM;MASC;SG
tavır	stav	tavır	stav		N;NOM;MASC;SG
pasif	pasivno	pasif	pasivan		ADV
pasif	neaktivan	pasif	neaktivan		ADJ;NOM;INDF;MASC;SG
anlık	instant	anlık	instant		N;NOM;MASC;SG
solist	solist	solist	solist		N;NOM;MASC;SG
mode	način	mode	način		N;NOM;MASC;SG
gür	bujna	gür	bujan		ADJ;NOM;DEF;FEM;SG
gür	gur	gür	gur		PROPN;NOM;MASC;SG
buyuk	velika	buyuk	velik		ADJ;NOM;DEF;FEM;SG
buyuk	veliki	buyuk	velik		ADJ;NOM;DEF;MASC;SG
buyuk	velike	buyuk	velik		ADJ;NOM;DEF;FEM;PL
buyuk	veliko	buyuk	velik		ADJ;NOM;NEUT;SG
oturum	sjednici	oturum	sjednica		N;DAT;FEM;SG
oturum	sesija	oturum	sesija		N;NOM;FEM;SG
oturum	sjednica	oturum	sjednica		N;NOM;FEM;SG
arkası	iza	arka	iza	N;NOM;SG;3	ADP;GEN
harper	harper	harper	harper		ADP
tamamıyla	kompletno	tamam	kompletan	ADJ;INS;SG;3	ADV
tamamıyla	potpuno	tamam	potpuno	ADJ;INS;SG;3	ADV
tamamıyla	totalno	tamam	totalno	ADJ;INS;SG;3	ADV
tamamıyla	potpuno	tamam	potpuno	ADJ;INS;SG;3	ADV
teatro	teatro	teatro	teatro	PROPN;NOM;SG;3	ADP
yaratıcısı	stvoritelja	yaratıcı	stvoritelj	N;NOM;SG;3	N;ANIM;ACC;MASC;SG
maiden	djevojačko	maiden	djevojački		ADJ;NOM;NEUT;SG
maiden	maiden	maiden	maiden		ADP
şikago	chicagu	şikago	chicag		N;DAT;MASC;SG
şikago	chicago	şikago	chicago		N;NOM;MASC;SG
curtis	curtis	curtis	curtis		PROPN;NOM;MASC;SG
alba	alba	alba	alba	PROPN;NOM;SG;3	N;NOM;FEM;SG
aletleri	instrumenti	alet	instrument	N;ACC;PL;3	N;NOM;MASC;PL
louisiana	louisiani	loui	louisian	PROPN;NOM;SG;3	N;DAT;FEM;SG
louisiana	louisiana	loui	louisian	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
istekleri	zahtjeva	istek	zahtjev	N;ACC;PL;3	N;GEN;MASC;PL
istekleri	zahtjevi	istek	zahtjev	N;ACC;PL;3	N;NOM;MASC;PL
thomson	thomson	thomson	thomson		N;NOM;MASC;SG
döngü	vrtuljak	döngü	vrtuljak		N;NOM;MASC;SG
döngü	petlja	döngü	petlja		N;NOM;FEM;SG
döngü	petlje	döngü	petlja		N;NOM;FEM;SG
döngü	ciklus	döngü	ciklus		N;NOM;MASC;SG
uçaklar	zrakoplov	uçak	zrakoplov	N;NOM;PL;3	N;NOM;MASC;SG
uçaklar	zrakoplova	uçak	zrakoplov	N;NOM;PL;3	N;ACC;MASC;SG
uçaklar	letjelica	uçak	letjelica	N;NOM;PL;3	N;NOM;FEM;SG
uçaklar	avione	uçak	avione	N;NOM;PL;3	N;ACC;MASC;PL
uçaklar	avione	uçak	avione	N;NOM;PL;3	N;ACC;MASC;PL
atılmış	odbačeno	at	odbaciti	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
atılmış	bačeno	at	bacen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
atılmış	odbačena	at	odbaciti	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;FEM;SG;V.PTCP;PASS
atılmış	odbačeni	at	odbaciti	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;MASC;PL;V.PTCP
atılmış	bačeni	at	bačen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;MASC;PL;V.PTCP
atılmış	bačena	at	bacen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;FEM;SG;V.PTCP
atılmış	bačen	at	bačen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
atılmış	bačeno	at	bacen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
atılmış	bačena	at	bacen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;FEM;SG;V.PTCP
atılmış	izbačen	at	izbaciti	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
vurgu	naglasak	vurgu	naglasak		N;NOM;MASC;SG
lucius	lucije	lucius	lucija		ADJ;NOM;DEF;CMPR;FEM;SG
lucius	lucija	lucius	lucija		ADJ;NOM;DEF;CMPR;FEM;SG
lucius	lucius	lucius	lucius		N;NOM;MASC;SG
lynch	lynch	lynch	lynch		PROPN;NOM;MASC;SG
odaları	sobe	oda	soba	N;ACC;PL;3	N;NOM;FEM;PL
odaları	prostorije	oda	prostorija	N;ACC;PL;3	N;NOM;FEM;PL
sergei	sergei	sergei	sergei		N;NOM;MASC;SG
sergei	sergej	sergei	sergej		N;NOM;MASC;SG
tekne	brod	tekne	brod		N;NOM;MASC;SG
tekne	čamac	tekne	čamac		N;NOM;MASC;SG
aus	aus	aus	aus		ADP
klein	klein	kle	klein		PROPN;NOM;MASC;SG
sıralı	sekvencijalni	sıralı	sekvencijalan		ADJ;NOM;DEF;MASC;SG
sıralı	slijed	sıralı	slijed		N;NOM;MASC;SG
ita	ita	ita	ita		PROPN;NOM;MASC;SG
komşuları	susjedi	komşu	susjed	ADJ;NOM;PL;3	N;NOM;MASC;PL
komşuları	susjedi	komşu	susjed	ADJ;NOM;PL;3	N;NOM;MASC;PL
gezgin	lutalice	gezgin	lutalica	N;NOM;SG;3	N;NOM;FEM;PL
tuzlu	slana	tuzlu	slan		N;NOM;FEM;SG
tuzlu	slani	tuzlu	slan		ADJ;NOM;DEF;MASC;PL
tuzlu	slano	tuzlu	slano		N;NOM;NEUT;SG
tuzlu	slani	tuzlu	slan		ADJ;NOM;DEF;MASC;PL
adayları	kandidatima	aday	kandidat	N;NOM;PL;3	N;DAT;MASC;PL
adayları	kandidate	aday	kandidat	N;NOM;PL;3	N;ACC;MASC;PL
oğul	sinko	oğul	sinko		N;NOM;MASC;SG
oğul	sine	oğul	sina		INTJ
oğul	sin	oğul	sin		N;NOM;MASC;SG
faktörler	faktora	faktör	faktor	N;NOM;PL;3	N;GEN;MASC;PL
nine	nana	nine	nan		N;NOM;FEM;SG
nine	nane	nine	nan		N;NOM;FEM;PL
nine	bakica	nine	bakica		N;NOM;FEM;SG
elmalı	apple	el	apple		PROPN;NOM;MASC;SG
elmalı	jabuka	el	jabuka		N;NOM;FEM;SG
sınırlar	granica	sınır	granica	N;NOM;PL;3	N;NOM;FEM;SG
ifadeleri	izjave	ifade	izjava	N;ACC;PL;3	N;NOM;FEM;PL
kolonisi	kolonije	koloni	kolonija	N;ACC;SG;3	N;NOM;FEM;PL
kolonisi	kolonija	koloni	kolonija	N;ACC;SG;3	N;NOM;FEM;SG
zeka	inteligencija	zeka	inteligencija		N;NOM;FEM;SG
zeka	obavještajna	zeka	obavještajan		ADJ;NOM;DEF;FEM;SG
zeka	inteligenciju	zeka	inteligencija		N;ACC;FEM;SG
zeka	pamet	zeka	pamet		N;NOM;FEM;SG
yıldönümü	godišnjice	yıldönüm	godišnjica	N;ACC;SG;3	N;NOM;FEM;PL
yıldönümü	obljetnica	yıldönüm	obljetnica	N;ACC;SG;3	N;NOM;FEM;SG
yıldönümü	godišnjica	yıldönüm	godišnjica	N;ACC;SG;3	N;NOM;FEM;SG
sınıflar	učionica	sınıf	učionica	N;NOM;PL;3	N;NOM;FEM;SG
sınıflar	nastava	sınıf	nastava	N;NOM;PL;3	N;NOM;FEM;SG
gibson	gibsona	gibson	gibson		N;ANIM;ACC;MASC;SG
gibson	gibson	gibson	gibson		N;NOM;MASC;SG
porter	portir	porter	portir		N;NOM;MASC;SG
porter	porter	porter	porter		N;NOM;MASC;SG
batum	batumi	batum	batum		N;NOM;MASC;SG
girişimleri	inicijative	girişim	inicijativa	N;ACC;PL;3	N;NOM;FEM;PL
girişimleri	pokušaja	girişim	pokušaj	N;ACC;PL;3	N;GEN;MASC;PL
girişimleri	pokušaji	girişim	pokušaj	N;ACC;PL;3	N;NOM;MASC;PL
buldum	pronađeno	bul	pronaći	V;PFV;IND;SG;1;POS;PST	ADJ;NOM;NEUT;SG;V.PTCP;PASS
buldum	pronađen	bul	pronaći	V;PFV;IND;SG;1;POS;PST	ADJ;NOM;MASC;SG;V.PTCP;PASS
buldum	pronađeni	bul	pronaći	V;PFV;IND;SG;1;POS;PST	ADJ;NOM;DEF;MASC;PL;V.PTCP
buldum	pronađena	bul	pronaći	V;PFV;IND;SG;1;POS;PST	ADJ;NOM;DEF;FEM;SG;V.PTCP
dalgalar	valove	dalga	val	N;NOM;PL;3	N;ACC;MASC;PL
nantes	nantes	nantes	nantes	PROPN;NOM;SG;3	N;NOM;MASC;SG
musevi	židovski	musevi	židovski		ADJ;NOM;DEF;MASC;SG
musevi	židov	musevi	židov		N;NOM;MASC;SG
nat	net	nat	net		N;NOM;MASC;SG
nat	nat	nat	nat		PROPN;NOM;MASC;SG
antonius	antonije	antonius	antonija		N;NOM;FEM;PL
antonius	antonija	antonius	antonija		N;NOM;FEM;SG
antonius	antonius	antonius	antonius		N;NOM;MASC;SG
spider	pauk	spider	pauk		N;NOM;MASC;SG
spider	spider	spider	spider		N;NOM;MASC;SG
flüt	flautu	flüt	flauta		N;ACC;FEM;SG
flüt	flauta	flüt	flauta		N;NOM;FEM;SG
flüt	flaute	flüt	flauta		N;NOM;FEM;PL
harap	shrvana	harap	shrvan		N;NOM;FEM;SG
salı	utorak	salı	utorak		N;NOM;MASC;SG
salı	tue	salı	tue		ADP
atmak	bacanje	at	bacanje	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;NEUT;SG
bölük	eskadrila	bölük	eskadrila		N;NOM;FEM;SG
bölük	društvo	bölük	društvo		N;NOM;NEUT;SG
bölük	drustvo	bölük	drustvo		N;NOM;NEUT;SG
bölük	tvrtka	bölük	tvrtka		N;NOM;FEM;SG
bölük	kompanija	bölük	kompanija		N;NOM;FEM;SG
bölük	odred	bölük	odred		N;NOM;MASC;SG
bölük	desetina	bölük	desetina		N;NOM;MASC;SG
bölük	momčad	bölük	momčad		N;NOM;FEM;SG
bismarck	bismarck	bismarck	bismarck	PROPN;NOM;SG;3	N;NOM;MASC;SG
manet	manet	manet	manet		N;NOM;MASC;SG
tohum	sjemenke	tohum	sjemenk	N;NOM;SG;3	N;NOM;FEM;PL
mutluluk	sreću	mutluluk	sreća	N;NOM;SG;3	N;ACC;FEM;SG
tayfun	tajfun	tayfun	tajfun		N;NOM;MASC;SG
molekül	molekularni	molekül	molekularan	N;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
molekül	molekule	molekül	molekula	N;NOM;SG;3	N;NOM;FEM;PL
molekül	molekule	molekül	molekula	N;NOM;SG;3	N;NOM;FEM;PL
madencilik	rudarske	madencilik	rudarski	N;NOM;SG;3	ADJ;NOM;DEF;FEM;PL
papaz	župnik	papaz	župnik		N;NOM;MASC;SG
papaz	svećenik	papaz	svećenik		N;NOM;MASC;SG
papaz	župnik	papaz	župnik		N;NOM;MASC;SG
papaz	pastor	papaz	pastor		N;NOM;MASC;SG
con	con	con	con	INTJ	ADP
edwin	edwin	et	edwin		N;NOM;MASC;SG
queens	queensu	queens	queens	PROPN;NOM;SG;3	N;DAT;MASC;SG
queens	kraljice	queens	kraljica	PROPN;NOM;SG;3	N;NOM;FEM;PL
queens	queens	queens	queens	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
terminal	terminal	terminal	terminal		N;NOM;MASC;SG
terminal	krajnja	terminal	krajnji		ADJ;NOM;DEF;FEM;SG
bilişsel	kognitivne	bilişsel	kognitivan		ADJ;NOM;DEF;FEM;PL
yanma	izgaranje	yan	izgaranje		N;NOM;NEUT;SG
yanma	spaljivanje	yan	spaljivanje		N;NOM;NEUT;SG
yanma	gori	yan	gorjeti		PROPN;DAT;FEM;SG
diger	drugi	diger	drugi		ADJ;NOM;MASC;SG
diger	drugo	diger	drugi		ADJ;NOM;NEUT;SG
diger	druga	diger	drugi		ADJ;NOM;FEM;SG
diger	ostali	diger	ostao		ADJ;NOM;DEF;MASC;PL
diger	drugi	diger	drugi		ADJ;NOM;MASC;SG
diger	druge	diger	drugi		ADJ;NOM;FEM;PL
fiil	glagol	fiil	glagol		N;NOM;MASC;SG
voldemort	voldemort	voldemort	voldemort	N;NOM;SG;3	N;INS;MASC;SG
sakatlık	ozljede	sakatlık	ozljeda	N;NOM;SG;3	N;NOM;FEM;PL
sakatlık	povrede	sakatlık	povreda	N;NOM;SG;3	N;NOM;FEM;PL
ima	implicira	ima	implicirati		V;IND;SG;3;PRS;FIN
ima	podrazumijeva	ima	podrazumijevati		V;IND;SG;3;PRS;FIN
owen	owen	owen	owen	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
sophie	sophie	sophie	sophiti		N;NOM;FEM;SG
muazzam	fab	muazzam	fab		PROPN;NOM;MASC;SG
magazin	magazin	magazin	magazin		N;NOM;MASC;SG
magazin	časopis	magazin	časopis		N;NOM;MASC;SG
magazin	časopise	magazin	časopis		N;ACC;MASC;PL
magazin	časopisi	magazin	časopis		N;NOM;MASC;PL
tüketim	potrošnja	tüket	potrošnja		N;NOM;FEM;SG
tüketim	potrošnje	tüket	potrošnja		N;NOM;FEM;PL
fener	svjetionika	fener	svjetionika	N;NOM;SG;3	N;ACC;MASC;SG
saraybosna	sarajevo	saraybo	sarajevo	PROPN;NOM;SG;3	N;NOM;NEUT;SG
saraybosna	sarajevu	saraybo	saraj	PROPN;NOM;SG;3	N;DAT;MASC;SG
azalma	smanjenje	azal	smanjenje		N;NOM;NEUT;SG
azalma	smanji	azal	smanjiti		V;IND;SG;3;PRS;FIN
patent	patenata	patent	patent	N;NOM;SG;3	N;GEN;MASC;PL
tara	tara	tara	tara		PROPN;NOM;FEM;SG
tara	tari	tara	tar		PROPN;NOM;MASC;SG
tara	tare	tara	tara		N;NOM;FEM;SG
tara	skeniranje	tara	skeniranje		N;NOM;NEUT;SG
oya	glasove	oya	glas		N;ACC;MASC;PL
oya	glasova	oya	glas		N;GEN;MASC;PL
oya	glasa	oya	glas		N;ACC;MASC;SG
oya	glasovi	oya	glas		N;NOM;MASC;PL
gauss	gaussova	gauss	gauss		N;NOM;FEM;SG
gauss	gauss	gauss	gauss		N;NOM;MASC;SG
lori	lori	None	lora		V;IND;SG;3;PRS;FIN
basılı	tiskana	basılı	tiskana		ADJ;NOM;FEM;SG;V.PTCP
mercimek	leća	mercimek	leće	N;NOM;SG;3	N;NOM;NEUT;PL
jam	džem	jam	džem		N;NOM;MASC;SG
jam	pekmez	jam	pekmez		N;NOM;MASC;SG
düzenle	uredi	düzen	ured	N;INS;SG;3	
dağıstan	dagestanu	dağıs	dagestan		N;DAT;MASC;SG
mantıksal	logički	mantıksal	logički	ADJ	ADV
mantıksal	logično	mantıksal	logično	ADJ	ADV
mantıksal	logika	mantıksal	logik	ADJ	N;NOM;FEM;SG
mantıksal	logički	mantıksal	logički	ADJ	ADV
morrison	morrison	morrison	morrison		PROPN;NOM;MASC;SG
tuzla	tuzla	tuz	tuzla		PROPN;NOM;FEM;SG
telekomünikasyon	telecom	telekomünikasyon	telec	N;NOM;SG;3	N;INS;MASC;SG
telekomünikasyon	telekomunikacije	telekomünikasyon	telekomunikacija	N;NOM;SG;3	N;NOM;FEM;PL
bölünmüş	podijeljeni	böl	podijeliti	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;DEF;MASC;PL;V.PTCP
bölünmüş	podijeljena	böl	podijeliti	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
bölünmüş	podijeljeno	böl	podijeliti	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
bölünmüş	split	böl	split	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	PROPN;NOM;MASC;SG
crown	kruna	crown	kruna		N;NOM;FEM;SG
crown	crown	crown	crown		ADP
crown	krunu	crown	krun		N;ACC;FEM;SG
mineral	minerala	mineral	mineral		N;GEN;MASC;SG
mineral	minerala	mineral	mineral		N;GEN;MASC;SG
eşdeğer	ekvivalent	eşdeğer	ekvivalent		N;NOM;MASC;SG
tuğla	cigle	tuğ	cigla		N;NOM;FEM;PL
tuğla	cigle	tuğ	cigla		N;NOM;FEM;PL
tuğla	brick	tuğ	brick		N;NOM;MASC;SG
tuğla	ciglu	tuğ	cigla		N;ACC;FEM;SG
tuğla	cigla	tuğ	ciga		N;NOM;MASC;SG
ekşi	kiselo	ekşi	kiseo		N;NOM;NEUT;SG
ekşi	kiseli	ekşi	kiseo		N;NOM;MASC;SG
ekşi	kisela	ekşi	kiseo		N;NOM;FEM;SG
bitişik	susjedne	bitişik	susjedni		ADJ;NOM;DEF;FEM;PL
brandenburg	brandenburg	brandenburg	brandenburg	PROPN;NOM;SG;3	N;NOM;MASC;SG
milton	milton	milton	milton	PROPN;NOM;SG;3	N;NOM;MASC;SG
kap	zgrabi	kap	zgraba		V;IND;SG;3;PRS;FIN
kap	kontejner	kap	kontejner		N;NOM;MASC;SG
kap	spremnik	kap	spremnik		N;NOM;MASC;SG
lois	lois	lois	lois		N;NOM;FEM;SG
saçma	smiješno	saç	smiješan		ADJ;NOM;DEF;NEUT;SG
saçma	apsurdno	saç	apsurdno		ADJ;NOM;DEF;NEUT;SG
tate	tate	tate	tatiti		N;NOM;FEM;PL
bakkal	namirnice	bakkal	namirnica		N;NOM;FEM;PL
bakkal	namirnica	bakkal	namirnica		N;NOM;FEM;SG
idrar	urinarni	idrar	urinaran	N;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
idrar	urina	idrar	urina	N;NOM;SG;3	N;GEN;MASC;SG
finaller	finale	final	finale	N;NOM;PL;3	N;NOM;NEUT;SG
maliyet	troškovi	maliyet	trošak	N;NOM;SG;3	N;NOM;MASC;PL
maliyet	košta	maliyet	koštati	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
maliyet	troškove	maliyet	trošak	N;NOM;SG;3	N;ACC;MASC;PL
maliyet	troškovi	maliyet	trošak	N;NOM;SG;3	N;NOM;MASC;PL
muhasebe	računovodstvo	muhasebe	računovodstvo		N;NOM;NEUT;SG
muhasebe	knjigovođa	muhasebe	knjigovođ		N;NOM;MASC;SG
muhasebe	računovođa	muhasebe	računovođ		N;NOM;MASC;SG
paylaştı	dijeli	paylaş	dijeliti	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PRS;FIN
paylaştı	zajednička	paylaş	zajednički	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;DEF;FEM;SG
paylaştı	podijelili	paylaş	podijeliti	V;PFV;IND;SG;3;POS;PST	V;MASC;PL;PST;V.PTCP;ACT
paylaştı	zajedničko	paylaş	zajednički	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;DEF;NEUT;SG
paylaştı	dijelili	paylaş	dijeliti	V;PFV;IND;SG;3;POS;PST	V;MASC;PL;PST;V.PTCP;ACT
paylaştı	objavljeno	paylaş	objaviti	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;NEUT;SG;V.PTCP;PASS
leopold	leopold	leopold	leopold	PROPN;NOM;SG;3	N;NOM;MASC;SG
eleştirmeni	kritičara	eleştir	kritičar	V;PFV;ACC;IND;POS;PRS;V.MSDR	N;ACC;MASC;SG
eleştirmeni	kritičar	eleştir	kritičar	V;PFV;ACC;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG
sindirim	probavu	sindir	probava		N;ACC;FEM;SG
sindirim	probavni	sindir	probavni		ADJ;NOM;DEF;MASC;SG
tüccar	trgovac	tüccar	trgovac		N;NOM;MASC;SG
tüccar	trgovac	tüccar	trgovac		N;NOM;MASC;SG
motorlar	motors	motor	motors	N;NOM;PL;3	N;NOM;MASC;SG
pancar	repe	pancar	repa		N;NOM;FEM;SG
pancar	repa	pancar	rep		N;NOM;NEUT;SG
tacikistan	tadžikistan	tacikistan	tadžikistan	PROPN;NOM;SG;3	N;NOM;MASC;SG
sacramento	sacramento	sacramento	sacramento	PROPN;NOM;SG;3	N;NOM;MASC;SG
büyükler	starješine	büyük	starješina	ADJ;NOM;PL;3	N;NOM;FEM;PL
büyükler	odraslima	büyük	odrastao	ADJ;NOM;PL;3	ADJ;INS;DEF;MASC;PL
dolgu	padding	dolgu	padding		N;NOM;MASC;SG
dolgu	filler	dolgu	filler		N;NOM;MASC;SG
tba	tba	tba	tba		PROPN;NOM;MASC;SG
solar	solarni	solar	solaran		ADV
aydınlatma	osvjetljenje	aydınlat	osvjetljenje	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;NEUT;SG
aydınlatma	osvjetljenje	aydınlat	osvjetljenje	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;NEUT;SG
aydınlatma	rasvjeta	aydınlat	rasvjet	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
aydınlatma	munje	aydınlat	mulo	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;PL
