категорія	kategori	категорія	kategori	N;INAN;NOM;FEM;SG	
розташування	düzenleme	розташування	düzenle	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
розташування	anlaşma	розташування	anlaşma	N;INAN;NOM;NEUT;SG	
розташування	konumu	розташування	konum	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
розташування	yeri	розташування	yer	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
розташування	mevki	розташування	mevki	N;INAN;NOM;NEUT;SG	
розташування	pozisyon	розташування	pozisyon	N;INAN;NOM;NEUT;SG	
кар	kariyeri	кар.	kariyer	N;INAN;NOM;FEM;SG	
кар	kariyer	кар.	kariyer	N;INAN;NOM;FEM;SG	
три	three	три	three	NUM;NOM	
отримав	yetişmek	отримати	yetiş	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
працював	çalışmış	працювати	çalış	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;NFH;IND;SG;3;POS;PST
працював	çalıştı	працювати	çalış	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;IND;SG;3;POS;PST
висота	irtifa	висота	irtifa	N;INAN;NOM;FEM;SG	
висота	yükselme	висота	yüksel	N;INAN;NOM;FEM;SG	
висота	yükseliş	висота	yükseliş	N;INAN;NOM;FEM;SG	
висота	boy	висота	boy	N;INAN;NOM;FEM;SG	
висота	yüksekliği	висота	yükseklik	N;INAN;NOM;FEM;SG	N;ACC;SG;3
входить	giriyor	входити	gir	V;IPFV;IND;SG;3;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
входить	girer	входити	gir	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS
входить	içerir	входити	içeri	V;IPFV;IND;SG;3;PRS;FIN	
входить	dahil	входити	dahil	V;IPFV;IND;SG;3;PRS;FIN	
себе	kendime	себе	kendi	PRO;ACC;REFL	PRO;DAT;SG;1;REFL
себе	kendim	себе	kendi	PRO;ACC;REFL	PRO;NOM;SG;1;REFL
себе	kendisinin	себе	kendi	PRO;ACC;REFL	PRO;GEN;SG;3;REFL
себе	kendisi	себе	kendi	PRO;ACC;REFL	PRO;NOM;SG;3;REFL
себе	kendiniz	себе	kendi	PRO;ACC;REFL	PRO;NOM;PL;2;REFL
себе	kendin	себе	kendi	PRO;ACC;REFL	PRO;NOM;SG;2;REFL
різних	farkli	різний	farkli	ADJ;ACC;PL	
різних	değişik	різний	değişik	ADJ;ACC;PL	
фільми	filmleri	фільм	film	N;INAN;NOM;MASC;PL	N;ACC;PL;3
фільми	film	фільм	film	N;INAN;NOM;MASC;PL	
фільми	film	фільм	film	N;INAN;NOM;MASC;PL	
фільми	sinema	фільм	sine	N;INAN;NOM;MASC;PL	N;NOM;SG;3
сільська	kırsal	сільський	kırsal	ADJ;NOM;FEM;SG	
церква	church	церква	church	N;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
церква	kiliseye	церква	kili	N;INAN;NOM;FEM;SG	N;DAT;SG;3
церква	kilise	церква	kili	N;INAN;NOM;FEM;SG	
створення	yaratma	створення	yarat	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
створення	yaratmak	створення	yarat	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
створення	oluşturma	створення	oluş	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;2;POS;PRS;CAUS
створення	nesil	створення	nesil	N;INAN;NOM;NEUT;SG	
створення	kuşak	створення	kuşak	N;INAN;NOM;NEUT;SG	
створення	nesli	створення	nesli	N;INAN;NOM;NEUT;SG	
створення	oluştur	створення	oluş	N;INAN;NOM;NEUT;SG	V;PFV;IMP;SG;2;POS;PRS;CAUS
створення	oluşturun	створення	oluş	N;INAN;NOM;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS;CAUS
створення	oluşturma	створення	oluş	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;2;POS;PRS;CAUS
створення	yarat	створення	yarat	N;INAN;NOM;NEUT;SG	V;PFV;IMP;SG;2;POS;PRS
створення	oluşturmak	створення	oluş	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
створення	yaratma	створення	yarat	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
створення	oluşturma	створення	oluş	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;2;POS;PRS;CAUS
значення	anlam	значення	anlam	N;INAN;NOM;NEUT;SG	
значення	anlamı	значення	anlam	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
значення	anlami	значення	anlami	N;INAN;NOM;NEUT;SG	
значення	değerler	значення	değer	N;INAN;NOM;NEUT;SG	N;NOM;PL;3
значення	değer	значення	değer	N;INAN;NOM;NEUT;SG	
значення	değerleri	значення	değer	N;INAN;NOM;NEUT;SG	N;NOM;PL;3
значення	değeri	значення	değer	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
значення	değerli	значення	değerli	N;INAN;NOM;NEUT;SG	
значення	değer	значення	değer	N;INAN;NOM;NEUT;SG	
значення	deger	значення	deger	N;INAN;NOM;NEUT;SG	
вул	str	вул.	sto		
системи	sistem	система	sistem	N;INAN;NOM;FEM;PL	N;NOM;SG;3
системи	sistemi	система	sistem	N;INAN;NOM;FEM;PL	N;ACC;SG;3
йому	onu	він	o	PRO;DAT;MASC;SG;3	PRO;ACC;SG;3
крім	hariç	крім	hariç	ADP;GEN	
крім	dışında	крім	dış	ADP;GEN	ADJ;ESS;SG;3
тоді	öyleyse	тоді	öyleyse	ADV	
тоді	ozaman	тоді	oza	ADV	
ніж	bıçak	ніж	bıçak	CONJ	
адреса	adres	адреса	adres	N;INAN;NOM;FEM;SG	
член	üye	член	üye	N;ANIM;NOM;MASC;SG	
член	sik	член	sik	N;ANIM;NOM;MASC;SG	
член	horoz	член	horoz	N;ANIM;NOM;MASC;SG	
франція	fransa	франція	fra	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
франція	france	франція	france	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
адміністративний	idari	адміністративний	idari	ADJ;NOM;MASC;SG	
групи	grupları	група	grup	N;INAN;NOM;FEM;PL	N;ACC;PL;3
буде	will	бути	will	V;IPFV;IND;SG;3;FUT;FIN	
буде	bodø	бути	bodø	V;IPFV;IND;SG;3;FUT;FIN	
там	orada	там	ora	ADV	N;ESS;SG;3
там	orda	там	ora	ADV	N;ESS;SG;3
динаміка	dynamics	динаміка	dynamics	N;INAN;NOM;FEM;SG	
динаміка	dinamik	динаміка	dinamik	N;INAN;NOM;FEM;SG	ADJ
національний	millî	національний	millî	ADJ;NOM;MASC;SG	
національний	national	національний	national	ADJ;NOM;MASC;SG	N;DAT;SG;3
національний	ulusal	національний	ulusal	ADJ;NOM;MASC;SG	
управління	yönetim	управління	yönetim	N;INAN;NOM;NEUT;SG	
управління	yönetim	управління	yönetim	N;INAN;NOM;NEUT;SG	
всіх	all	всі	all	PRO;ANIM;ACC	
всіх	hepsini	всі	hepsi	PRO;ANIM;ACC	PRO;ACC;PL;3
всіх	tamamı	всі	tamam	PRO;ANIM;ACC	
всіх	hepsi	всі	hepsi	PRO;ANIM;ACC	PRO;NOM;PL;3
всіх	tümü	всі	tümü	PRO;ANIM;ACC	
всіх	herkeze	всі	herkez	PRO;ANIM;ACC	N;DAT;SG;3
всіх	herkese	всі	herkes	PRO;ANIM;ACC	N;DAT;SG;3
всіх	herkes	всі	herkes	PRO;ANIM;ACC	N;NOM;SG;3
всіх	herkez	всі	herkez	PRO;ANIM;ACC	
річки	rivers	річка	rivers	N;INAN;NOM;FEM;PL	PROPN;NOM;SG;3
дата	tarihi	дата	tarih	N;INAN;NOM;FEM;SG	
дата	flört	дата	flört	N;INAN;NOM;FEM;SG	
дата	buluşma	дата	buluş	N;INAN;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
людей	halk	людина	halk	N;ANIM;ACC;FEM;PL	
людей	kişiler	людина	kişi	N;ANIM;ACC;FEM;PL	N;NOM;PL;3
людей	insanlar	людина	insan	N;ANIM;ACC;FEM;PL	N;NOM;PL;3
людей	millet	людина	millet	N;ANIM;ACC;FEM;PL	
хоча	gerçi	хоча	gerçi	CONJ	
хоча	gerçi	хоча	gerçi	CONJ	
мови	dil	мова	dil	N;INAN;NOM;FEM;PL	
мови	dil	мова	dil	N;INAN;NOM;FEM;PL	
мови	dile	мова	dile	N;INAN;NOM;FEM;PL	
мови	dili	мова	dili	N;INAN;NOM;FEM;PL	
мови	lisan	мова	lisan	N;INAN;NOM;FEM;PL	
поселення	yerleşim	поселення	yerleş	N;INAN;NOM;NEUT;SG	
розподіл	dağılımı	розподіл	dağılım	N;INAN;NOM;MASC;SG	
розподіл	dağıtım	розподіл	dağıt	N;INAN;NOM;MASC;SG	
знаходиться	bulunan	знаходитися	bulun	V;IPFV;IND;SG;3;PRS;FIN	
пізніше	sonradan	пізніше	sonradan	ADV;CMPR	
розвитку	kalkınma	розвиток	kalkın	N;INAN;GEN;MASC;SG	
розвитку	geliştirme	розвиток	geliş	N;INAN;GEN;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
розвитку	gelişme	розвиток	geliş	N;INAN;GEN;MASC;SG	
розвитку	gelişim	розвиток	geliş	N;INAN;GEN;MASC;SG	
вулиця	street	вулиця	street	N;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
згодом	sonradan	згодом	sonradan	ADV	
провінції	illeri	провінція	il	N;INAN;NOM;FEM;PL	N;ACC;PL;3
картка	kartı	картка	kart	N;INAN;NOM;FEM;SG	
картка	kart	картка	kart	N;INAN;NOM;FEM;SG	
часто	sıklıkla	часто	sıklık	ADV	
часто	sıkça	часто	sıkça	ADV	
часто	sıklıkla	часто	sıklık	ADV	
часто	sıkça	часто	sıkça	ADV	
олександр	iskender	олександр	iskende	PROPN;ANIM;NOM;MASC;SG	
олександр	alexander	олександр	alerander	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
офіційний	resmî	офіційний	resmî	ADJ;NOM;MASC;SG	
офіційний	official	офіційний	official	ADJ;NOM;MASC;SG	N;NOM;SG;3
офіційний	resmi	офіційний	resmi	ADJ;NOM;MASC;SG	
департамент	bölüm	департамент	bölüm	N;INAN;NOM;MASC;SG	
департамент	departmanı	департамент	departman	N;INAN;NOM;MASC;SG	N;ACC;SG;3
віком	yaşlanmış	вік	yaşla	N;INAN;INS;MASC;SG	V;PFV;NFH;IND;SG;3;POS;PST
тощо	vb	тощо	vb	PART	
майже	nerdeyse	майже	nerdeyse	ADV	
майже	neredeyse	майже	neredeyse	ADV	
права	doğru	право	doğru	N;INAN;NOM;NEUT;PL	
права	sağa	право	sağ	N;INAN;NOM;NEUT;PL	
права	sağ	право	sağ	N;INAN;NOM;NEUT;PL	
права	dogru	право	dogru	N;INAN;NOM;NEUT;PL	
права	hakları	право	hak	N;INAN;NOM;NEUT;PL	N;ACC;PL;3
права	hak	право	hak	N;INAN;NOM;NEUT;PL	
стала	sabit	стати	sabit	V;PFV;FEM;IND;SG;PST;FIN	
голови	tura	голова	tur	N;INAN;NOM;FEM;PL	N;DAT;SG;3
голови	nakli	голова	nakli	N;INAN;NOM;FEM;PL	
голови	nakil	голова	nakil	N;INAN;NOM;FEM;PL	
південь	güney	південь	güney	N;INAN;NOM;MASC;SG	
південь	güneye	південь	güne	N;INAN;NOM;MASC;SG	N;DAT;SG;3
вулиці	sokak	вулиця	sokak	N;INAN;NOM;FEM;PL	N;NOM;SG;3
вулиці	sokaklarda	вулиця	sokak	N;INAN;NOM;FEM;PL	N;ESS;PL;3
перед	önceki	перед	önceki	ADP;INS	
перед	önceden	перед	önceden	ADP;INS	ADV
перед	önce	перед	önce	ADP;INS	
перед	öncesi	перед	önce	ADP;INS	N;NOM;SG;3
перед	öncesinde	перед	önce	ADP;INS	N;ESS;SG;3
сім	seven	сей	sev		
сім	yedi	сей	yedi		
мав	vardı	мати	var	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;IND;SG;3;POS;PST
яке	hangi	який	hangi	DET;NOM;NEUT;SG	ADJ
яке	hangisi	який	hangi	DET;NOM;NEUT;SG	
автор	yaratıcı	автор	yaratıcı	N;ANIM;NOM;MASC;SG	
автор	yaradan	автор	yara	N;ANIM;NOM;MASC;SG	N;AT+ABL;SG;3
автор	yaratan	автор	yarat	N;ANIM;NOM;MASC;SG	
автор	yazar	автор	yazar	N;ANIM;NOM;MASC;SG	
автор	yazarı	автор	yazar	N;ANIM;NOM;MASC;SG	
володимир	wladimir	володимир	wladimir	ADJ;NOM;MASC;SG	
володимир	vladimir	володимир	vladimir	ADJ;NOM;MASC;SG	
типу	tipi	тип	tip	N;INAN;NOM;MASC;SG	
типу	tip	тип	tip	N;INAN;NOM;MASC;SG	
типу	türü	тип	tür	N;INAN;NOM;MASC;SG	
типу	tür	тип	tür	N;INAN;NOM;MASC;SG	
типу	type	тип	type	N;INAN;NOM;MASC;SG	
академії	akademi	академія	akadem	N;INAN;NOM;FEM;PL	N;NOM;SG;3
академії	akademisi	академія	akadem	N;INAN;NOM;FEM;PL	N;NOM;SG;3
академії	akademide	академія	akadem	N;INAN;NOM;FEM;PL	N;ESS;SG;3
фільм	film	фільм	film	N;INAN;NOM;MASC;SG	
фільм	film	фільм	film	N;INAN;NOM;MASC;SG	
команди	komut	команда	komut	N;INAN;NOM;FEM;PL	
команди	emrediyor	команда	emret	N;INAN;NOM;FEM;PL	V;PROG;IND;SG;3;POS;INFM;PRS
іван	ivan	іван	ivan	PROPN;ANIM;NOM;MASC;SG	
іван	john	іван	john	PROPN;ANIM;NOM;MASC;SG	
іван	yahya	іван	yahya	PROPN;ANIM;NOM;MASC;SG	
використання	kullanım	використання	kullanım	N;INAN;NOM;NEUT;SG	
використання	kullanıyor	використання	kullan	N;INAN;NOM;NEUT;SG	V;PROG;IND;SG;3;POS;INFM;PRS
використання	kullanmak	використання	kullan	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
використання	kullanma	використання	kullan	N;INAN;NOM;NEUT;SG	
використання	kullanarak	використання	kullan	N;INAN;NOM;NEUT;SG	V;PFV;IND;POS;PRS;V.CVB
використання	kullanın	використання	kullan	N;INAN;NOM;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS
використання	kullanım	використання	kullanım	N;INAN;NOM;NEUT;SG	
використання	kullanmak	використання	kullan	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
використання	kullan	використання	kullan	N;INAN;NOM;NEUT;SG	
використання	kullandığı	використання	kullan	N;INAN;NOM;NEUT;SG	V;PFV;IND;POS;PST;V.PTCP
використання	kullanıyor	використання	kullan	N;INAN;NOM;NEUT;SG	V;PROG;IND;SG;3;POS;INFM;PRS
використання	kullanılıyor	використання	kullan	N;INAN;NOM;NEUT;SG	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
головний	şef	головний	şef	ADJ;NOM;MASC;SG	
головний	reis	головний	reis	ADJ;NOM;MASC;SG	
головний	main	головний	main	ADJ;NOM;MASC;SG	
головний	ana	головний	ana	ADJ;NOM;MASC;SG	
зоря	zarya	зоря	zarya	N;INAN;NOM;FEM;SG	
зоря	zorya	зоря	zorya	N;INAN;NOM;FEM;SG	
зоря	yıldız	зоря	yıldız	N;INAN;NOM;FEM;SG	
зоря	star	зоря	star	N;INAN;NOM;FEM;SG	
деякі	bazıları	деякий	bazı	DET;NOM;PL	
деякі	bazılarını	деякий	bazı	DET;NOM;PL	PRO;ACC;PL;3
деякі	kimisi	деякий	kimi	DET;NOM;PL	
музей	müze	музей	müze	N;INAN;NOM;MASC;SG	
музей	müzesi	музей	müze	N;INAN;NOM;MASC;SG	N;ACC;SG;3
діяльність	faaliyetler	діяльність	faaliyet	N;INAN;NOM;FEM;SG	N;NOM;PL;3
діяльність	etkinlikler	діяльність	etkinlik	N;INAN;NOM;FEM;SG	N;NOM;PL;3
діяльність	faaliyetleri	діяльність	faaliyet	N;INAN;NOM;FEM;SG	N;NOM;PL;3
діяльність	aktiviteler	діяльність	aktivite	N;INAN;NOM;FEM;SG	N;NOM;PL;3
діяльність	faaliyet	діяльність	faaliyet	N;INAN;NOM;FEM;SG	
діяльність	aktivite	діяльність	aktivit	N;INAN;NOM;FEM;SG	
діяльність	hareketler	діяльність	hareket	N;INAN;NOM;FEM;SG	N;NOM;PL;3
діяльність	aktiviteler	діяльність	aktivite	N;INAN;NOM;FEM;SG	N;NOM;PL;3
частини	parçaları	частина	parça	N;INAN;NOM;FEM;PL	N;ACC;PL;3
джерела	kaynakları	джерело	kaynak	N;INAN;NOM;NEUT;PL	N;ACC;PL;3
джерела	sağlayıcıları	джерело	sağlayıcı	N;INAN;NOM;NEUT;PL	N;ACC;PL;3
джерела	kaynağı	джерело	kaynak	N;INAN;NOM;NEUT;PL	
джерела	kaynak	джерело	kaynak	N;INAN;NOM;NEUT;PL	
кам	kampları	кам	kamp		N;ACC;PL;3
честь	onur	честь	onur	N;INAN;ACC;FEM;SG	
честь	şeref	честь	şeref	N;INAN;ACC;FEM;SG	
честь	onur	честь	onur	N;INAN;ACC;FEM;SG	
честь	şeref	честь	şeref	N;INAN;ACC;FEM;SG	
організації	kuruluşlar	організація	kuruluş	N;INAN;GEN;FEM;SG	N;NOM;PL;3
організації	organizasyon	організація	organizasyon	N;INAN;GEN;FEM;SG	N;NOM;SG;3
організації	düzenleme	організація	düzenle	N;INAN;GEN;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
організації	organize	організація	organize	N;INAN;GEN;FEM;SG	
своїх	onların	свій	o	DET;ANIM;ACC;PL;REFL	PRO;GEN;PL;3
своїх	onlarin	свій	o	DET;ANIM;ACC;PL;REFL	
сил	güçler	сила	güç	N;INAN;GEN;FEM;PL	ADJ;NOM;PL;3
сил	kuvvetler	сила	kuvvet	N;INAN;GEN;FEM;PL	N;NOM;PL;3
сил	kuvvetleri	сила	kuvvet	N;INAN;GEN;FEM;PL	N;ACC;PL;3
померли	ölümlerin	померти	ölüm	V;PFV;IND;PL;PST;FIN	N;GEN;PL;3
померли	ölümleri	померти	ölüm	V;PFV;IND;PL;PST;FIN	N;ACC;PL;3
померли	ölümler	померти	ölüm	V;PFV;IND;PL;PST;FIN	N;NOM;PL;3
дві	iki	два	iki	NUM;NOM;FEM	
діяльності	faaliyetler	діяльність	faaliyet	N;INAN;GEN;FEM;SG	N;NOM;PL;3
діяльності	etkinlikler	діяльність	etkinlik	N;INAN;GEN;FEM;SG	N;NOM;PL;3
діяльності	faaliyetleri	діяльність	faaliyet	N;INAN;GEN;FEM;SG	N;NOM;PL;3
діяльності	aktiviteler	діяльність	aktivite	N;INAN;GEN;FEM;SG	N;NOM;PL;3
діяльності	etkinlik	діяльність	etkinlik	N;INAN;GEN;FEM;SG	N;NOM;SG;3
діяльності	faaliyet	діяльність	faaliyet	N;INAN;GEN;FEM;SG	
діяльності	aktivite	діяльність	aktivit	N;INAN;GEN;FEM;SG	
діяльності	hareketler	діяльність	hareket	N;INAN;GEN;FEM;SG	N;NOM;PL;3
діяльності	aktiviteler	діяльність	aktivite	N;INAN;GEN;FEM;SG	N;NOM;PL;3
клуб	klüp	клуб	klüp	N;INAN;NOM;MASC;SG	
клуб	club	клуб	club	N;INAN;NOM;MASC;SG	
клуб	kulüp	клуб	kul	N;INAN;NOM;MASC;SG	
ігор	oyun	гра	oyun	PROPN;ANIM;NOM;FEM;SG	
ігор	maçlar	гра	maç	PROPN;ANIM;NOM;FEM;SG	N;NOM;PL;3
ігор	oyunlar	гра	oyun	PROPN;ANIM;NOM;FEM;SG	N;NOM;PL;3
ігор	oyunları	гра	oyun	PROPN;ANIM;NOM;FEM;SG	N;ACC;PL;3
ігор	igor	гра	igor	PROPN;ANIM;NOM;FEM;SG	
партії	parti	партія	parti	N;INAN;GEN;FEM;SG	
партії	party	партія	party	N;INAN;GEN;FEM;SG	
перелік	liste	перелік	lis	N;INAN;NOM;MASC;SG	
перелік	listeyi	перелік	liste	N;INAN;NOM;MASC;SG	N;ACC;SG;3
роль	rolün	роль	rolün	N;INAN;NOM;FEM;SG	
роль	rol	роль	rol	N;INAN;NOM;FEM;SG	
усі	herkese	увесь	herkes	DET;NOM;PL	N;DAT;SG;3
усі	herkes	увесь	herkes	DET;NOM;PL	N;NOM;SG;3
усі	herkez	увесь	herkez	DET;NOM;PL	
усі	all	увесь	all	DET;NOM;PL	
усі	hepsini	увесь	hepsi	DET;NOM;PL	PRO;ACC;PL;3
усі	tamamı	увесь	tamam	DET;NOM;PL	
усі	hepsi	увесь	hepsi	DET;NOM;PL	PRO;NOM;PL;3
усі	tümü	увесь	tümü	DET;NOM;PL	
усі	herkeze	увесь	herkez	DET;NOM;PL	N;DAT;SG;3
усі	herkese	увесь	herkes	DET;NOM;PL	N;DAT;SG;3
усі	herkes	увесь	herkes	DET;NOM;PL	N;NOM;SG;3
усі	herkez	увесь	herkez	DET;NOM;PL	
україна	ukrayna	україна	ukra	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
свої	onların	свій	o	DET;NOM;PL;REFL	PRO;GEN;PL;3
свої	onlarin	свій	o	DET;NOM;PL;REFL	
університет	üniversite	університет	üniversite	N;INAN;NOM;MASC;SG	
університет	university	університет	university	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
відомий	meşhur	відомий	meşhur	ADJ;NOM;MASC;SG	
микола	nikolai	микола	nikolai	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
микола	nicolai	микола	nicolai	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
микола	nikolay	микола	nikolay	PROPN;ANIM;NOM;MASC;SG	
микола	mykola	микола	mykol	PROPN;ANIM;NOM;MASC;SG	
італії	italya	італія	italya	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;SG;3
спочатку	başlangıçta	спочатку	başlangıç	ADV	N;ESS;SG;3
школа	okula	школа	okul	N;INAN;NOM;FEM;SG	N;DAT;SG;3
школа	okul	школа	okul	N;INAN;NOM;FEM;SG	
школа	school	школа	school	N;INAN;NOM;FEM;SG	
право	doğru	право	doğru	N;INAN;NOM;NEUT;SG	
право	sağa	право	sağ	N;INAN;NOM;NEUT;SG	
право	sağ	право	sağ	N;INAN;NOM;NEUT;SG	
право	dogru	право	dogru	N;INAN;NOM;NEUT;SG	
право	yasa	право	yasa	N;INAN;NOM;NEUT;SG	
право	law	право	law	N;INAN;NOM;NEUT;SG	
право	hukuk	право	hukuk	N;INAN;NOM;NEUT;SG	
право	kanun	право	kanun	N;INAN;NOM;NEUT;SG	
євро	avro	євро	avro	PROPN;INAN;NOM;NEUT;SG	
євро	euro	євро	euro	PROPN;INAN;NOM;NEUT;SG	
далі	devamı	далі	devam	ADV	
далі	sonraki	далі	sonraki	ADV	
далі	sırada	далі	sıra	ADV	N;ESS;SG;3
далі	sıradaki	далі	sıradaki	ADV	
знову	tekrar	знову	tekrar	ADV	
одна	biri	один	biri	NUM;NOM;FEM	PRO;NOM;SG;3
одна	bir	один	bir	NUM;NOM;FEM	
хто	kimler	хто	kim	PRO;ANIM;NOM;MASC;SG	
хто	who	хто	who	PRO;ANIM;NOM;MASC;SG	
стаття	yazı	стаття	yazı	N;INAN;NOM;FEM;SG	
звання	sıralama	звання	sıralama	N;INAN;NOM;NEUT;SG	
статус	statü	статус	stat	N;INAN;NOM;MASC;SG	
помер	ölüler	померти	ölü	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;PL;3
помер	ölü	померти	ölü	V;PFV;MASC;IND;SG;PST;FIN	
помер	dead	померти	dead	V;PFV;MASC;IND;SG;PST;FIN	
