til	for	til	for	ADV	
liv	él	liv	él	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
liv	életek	liv	élet	N;INDF;NEUT;SG	N;NOM;PL
liv	liv	liv	liv	N;INDF;NEUT;SG	
dele	alkatrész	del	alkatrész	N;INDF;MASC+FEM;PL	N;NOM;SG
dele	részesedése	del	részesedés	N;INDF;MASC+FEM;PL	N;NOM;SG
dele	megosztás	del	megosztás	N;INDF;MASC+FEM;PL	
dele	részesedés	del	részesedés	N;INDF;MASC+FEM;PL	N;NOM;SG
fem	öt	fem	öt	NUM	
fem	öten	fem	öten	NUM	PRO;NOM;PL;3
øst	keleti	øst	keleti	N;INDF	
øst	kelet	øst	kelet	N;INDF	
øst	kelet	øst	kelet	N;INDF	
øst	keleti	øst	keleti	N;INDF	
forfatter	szerző	forfatter	szerző	N;INDF;MASC+FEM;SG	
nok	elég	nok	elég	ADV	
hansen	hansen	hans	hans	PROPN	
album	albumok	album	album	N;INDF;NEUT;SG	N;NOM;PL
næsten	majdnem	næsten	majdnem	ADV	
næsten	majdnem	næsten	majdnem	ADV	
nuværende	áramlat	nuværende	áramlat	ADJ	N;NOM;SG
nuværende	jelenlegi	nuværende	jelenlegi	ADJ	
nuværende	ajándék	nuværende	ajándék	ADJ	N;NOM;SG
nuværende	jelen	nuværende	jelen	ADJ	
indbyggere	lakos	indbygger	lakos	N;INDF;MASC+FEM;PL	N;NOM;SG
indbyggere	populáció	indbygger	populáció	N;INDF;MASC+FEM;PL	N;NOM;SG
indbyggere	népesség	indbygger	népesség	N;INDF;MASC+FEM;PL	N;NOM;SG
indbyggere	lakosság	indbygger	lakosság	N;INDF;MASC+FEM;PL	N;NOM;SG
skrev	irtam	skrive	irtam	V;IND;PST;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
står	állva	stå	állva	V;IND;PRS;FIN;ACT	
imidlertid	mindamellett	imidlertid	mindamellett	ADV	
imidlertid	mindazonáltal	imidlertid	mindazonáltal	ADV	CONJ
imidlertid	azonban	imidlertid	azonban	ADV	CONJ
året	évi	år	évi	N;DEF;NEUT;SG	
videre	további	videre	további	ADV	N;NOM;SG
længere	hosszabb	længe	hosszú	ADV;CMPR	ADJ;NOM;CMPR;SG
franske	francia	fransk	francia	ADJ;PL	
franske	franciák	fransk	francia	ADJ;PL	N;NOM;PL
paris	párizs	paris	párizs	PROPN	N;NOM;SG
paris	párizsi	paris	párizsi	PROPN	
paris	párizsban	paris	párizs	PROPN	PROPN;IN+ESS;SG
world	világ	world	világ		
world	world	world	world		
world	vilag	world	vilag		N;NOM;SG
fransk	francia	fransk	francia	ADJ;INDF;SG	
fransk	franciák	fransk	francia	ADJ;INDF;SG	N;NOM;PL
carl	carl	carl	carl		
far	apu	far	apu	N;INDF;MASC+FEM;SG	
far	apu	far	apu	N;INDF;MASC+FEM;SG	
york	yorkban	york	york	PROPN	PROPN;IN+ESS;SG
york	york	york	york	PROPN	
york	yorki	york	yorki	PROPN	
ses	láttam	se	lát	V;NFIN;PASS	V;DEF;IND;SG;1;PST;FIN;ACT
ses	látta	se	lát	V;NFIN;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
ses	látták	se	lát	V;NFIN;PASS	V;DEF;IND;PL;3;PST;FIN;ACT
kamp	harci	kamp	harci	N;INDF;MASC+FEM;SG	
kamp	harcolni	kamp	harcol	N;INDF;MASC+FEM;SG	V;NFIN;ACT
kamp	game	kamp	gam	N;INDF;MASC+FEM;SG	
langt	far	langt	far	ADV	
langt	messze	langt	messze	ADV	
langt	messzire	langt	messzire	ADV	
nielsen	nielsen	nielsen	niels	PROPN	
#aaa	#aaa	#aaa	#aaa		
jensen	jensen	jens	jens	PROPN	
solid	tömör	solid	tömör	ADJ;INDF;MASC+FEM;SG	
solid	szilárd	solid	szilárd	ADJ;INDF;MASC+FEM;SG	
små	kis	lille	kis	ADJ;PL	ADJ;NOM;SG
små	kicsik	lille	kicsik	ADJ;PL	
små	kicsi	lille	kicsi	ADJ;PL	
små	kis	lille	kis	ADJ;PL	ADJ;NOM;SG
små	kicsi	lille	kicsi	ADJ;PL	
små	kevés	lille	kevés	ADJ;PL	
universitet	university	universitet	university	N;INDF;NEUT;SG	
klubben	club	klub	club	N;DEF;MASC+FEM;SG	
egen	saját	egen	saját	ADJ;MASC+FEM;SG	PRO;NOM;SG;3
bind	volumen	bind	volumen	N;INDF;NEUT;SG	
bind	mennyiségek	bind	mennyiség	N;INDF;NEUT;SG	N;NOM;PL
bind	volumen	bind	volumen	N;INDF;NEUT;SG	
ret	jobbra	ret	jobbra	N;INDF;MASC+FEM;SG	ADV
aldrig	sosem	aldrig	sosem	ADV	
aldrig	soha	aldrig	soha	ADV	
valgt	kiválasztottak	vælge	ki+választ	V;INDF;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
valgt	kijelölt	vælge	kijelölt	V;INDF;SG;PST;V.PTCP	
valgt	kiválasztva	vælge	kiválasztva	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
via	via	via	via	ADP	
britiske	britek	britisk	brit	ADJ;PL	N;NOM;PL
britiske	angol	britisk	angol	ADJ;PL	
britiske	brit	britisk	brit	ADJ;PL	
henrik	henrik	henrik	henrik	PROPN	N;NOM;SG
henrik	henrik	henrik	henrik	PROPN	N;NOM;SG
henrik	henry	henrik	henry	PROPN	
amt	megyei	amt	megyei	N;INDF;NEUT;SG	ADJ;NOM;SG
amt	megye	amt	megye	N;INDF;NEUT;SG	
data	adat	data	adat	N;INDF;NEUT;PL	N;NOM;SG
data	adatforgalom	data	adatforgalom	N;INDF;NEUT;PL	N;NOM;SG
min	enyém	min	enyém	DET;MASC+FEM;SG;1	N;NOM;SG
min	min	min	min	DET;MASC+FEM;SG;1	
jan	jan	jan	jan	PROPN	
michael	michael	michael	michael		
michael	mihály	michael	mihály		
engelske	angolul	engelsk	angolul	ADJ;PL	
engelske	angol	engelsk	angol	ADJ;PL	
konge	kinga	konge	kinga	N;INDF;MASC+FEM;SG	
finde	megállapítás	finde	megállapítás	V;NFIN;ACT	N;NOM;SG
kong	kinga	kong	kinga		
kong	kong	kong	kong		
thomas	thomas	thomas	thomas		
thomas	tamás	thomas	tamás		N;NOM;SG
taget	foglalt	tage	foglal	V;INDF;SG;PST;V.PTCP	
taget	tető	tage	tető	V;INDF;SG;PST;V.PTCP	N;NOM;SG
taget	tetőn	tage	tető	V;INDF;SG;PST;V.PTCP	N;ON+ESS;SG
instrueret	rendezte	instruere	rendez	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
international	international	international	international	ADJ;INDF;MASC+FEM;SG	
følge	követni	følge	követ	N;INDF;MASC+FEM;SG	V;NFIN;ACT
følge	kövesd	følge	kövesd	N;INDF;MASC+FEM;SG	V;DEF;IMP;PL;1;PRS;FIN;ACT
internationale	international	international	international	ADJ;PL	
internationale	nemzetközi	international	nemzetközi	ADJ;PL	ADJ;NOM;SG
tredje	harmadik	tredje	harmadik	ADJ	
tredje	harmadszor	tredje	harmadszor	ADJ	
områder	régiói	område	régiói	N;INDF;NEUT;PL	N;NOM;SG
hjælp	segíteni	hjælp	segít	N;INDF;MASC+FEM;SG	V;NFIN;ACT
angreb	támadások	angreb	támadás	N;INDF;NEUT;SG	N;NOM;PL
angreb	támad	angreb	támad	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
angreb	támadásokat	angreb	támadás	N;INDF;NEUT;SG	N;ACC;PL
begyndelsen	kezdetek	begyndelse	kezdet	N;DEF;MASC+FEM;SG	N;NOM;PL
leder	vezető	leder	vezető	N;INDF;MASC+FEM;SG	
leder	kezelő	leder	kezelő	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
leder	vezér	leder	vezér	N;INDF;MASC+FEM;SG	
leder	leader	leder	leader	N;INDF;MASC+FEM;SG	
leder	vezető	leder	vezető	N;INDF;MASC+FEM;SG	
rapport	beszámoló	rapport	beszámoló	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
moderne	modern	moderne	modern	ADJ	
moderne	korszerű	moderne	korszerű	ADJ	
moderne	kortárs	moderne	kortárs	ADJ	N;NOM;SG
erik	erik	erik	erik		
erik	eric	erik	eric		
erik	erik	erik	erik		
nordlige	észak	nordlig	észak	ADJ;PL	
nordlige	északi	nordlig	északi	ADJ;PL	
nordlige	északra	nordlig	észak	ADJ;PL	N;ON+ALL;SG
nordlige	észak	nordlig	észak	ADJ;PL	
nordlige	északi	nordlig	északi	ADJ;PL	
højde	magasság	højde	magasság	N;INDF;MASC+FEM;SG	
højde	magasság	højde	magasság	N;INDF;MASC+FEM;SG	
seks	hat	seks	hat	NUM	
viser	kijelzők	vise	kijelző	V;IND;PRS;FIN;ACT	N;NOM;PL
viser	műsorok	vise	műsor	V;IND;PRS;FIN;ACT	N;NOM;PL
direkte	közvetlen	direkte	közvetlen	ADV	
direkte	direct	direkte	direct	ADV	N;NOM;SG
direkte	közvetlenül	direkte	közvetlen	ADV	ADJ;FRML;SG
direkte	egyenes	direkte	egyenes	ADV	
direkte	közvetlenül	direkte	közvetlen	ADV	ADJ;FRML;SG
sydlige	dél	sydlig	dél	ADJ;PL	
sydlige	déli	sydlig	déli	ADJ;PL	
sydlige	dél	sydlig	dél	ADJ;PL	
sydlige	délre	sydlig	délre	ADJ;PL	ADV
sydlige	déli	sydlig	déli	ADJ;PL	
førte	led	føre	led	V;IND;PST;FIN;ACT	N;NOM;SG
millioner	millió	million	millió	N;INDF;MASC+FEM;PL	NUM;NOM;SG
millioner	milliók	million	millió	N;INDF;MASC+FEM;PL	
millioner	millió	million	millió	N;INDF;MASC+FEM;PL	NUM;NOM;SG
nåede	elért	nå	elért	V;IND;PST;FIN;ACT	
yderligere	további	yderligere	további	ADV;CMPR	N;NOM;SG
yderligere	kiegészítő	yderligere	kiegészítő	ADV;CMPR	ADJ;NOM;SG
yderligere	további	yderligere	további	ADV;CMPR	N;NOM;SG
resultat	eredmények	resultat	eredmény	N;INDF;NEUT;SG	N;NOM;PL
resultat	eredményei	resultat	eredmény	N;INDF;NEUT;SG	N;NOM;PL
bedre	jobban	god	jól	ADJ;CMPR	ADV
museum	museum	museum	museum	N;INDF;NEUT;SG	
tale	beszélni	tale	beszél	N;INDF;MASC+FEM;SG	V;NFIN;ACT
tale	beszélj	tale	beszél	N;INDF;MASC+FEM;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
oprettet	létrehozott	oprette	létrehozott	V;INDF;SG;PST;V.PTCP	N;ACC;SG
oprettet	létrehozva	oprette	létrehozva	V;INDF;SG;PST;V.PTCP	N;NOM;SG
italien	olaszország	italie	olaszország	PROPN	
sådan	ilyen	sådan	ilyen	ADV	
par	páros	par	páros	N;INDF;NEUT;SG	
par	párok	par	párok	N;INDF;NEUT;SG	N;NOM;PL
par	párokat	par	pár	N;INDF;NEUT;SG	N;ACC;PL
par	pár	par	pár	N;INDF;NEUT;SG	
par	párok	par	párok	N;INDF;NEUT;SG	N;NOM;PL
trods	ellenére	trods	ellenére	N;INDF;MASC+FEM;SG	ADP
rundt	kör	rundt	kör	ADV	N;NOM;SG
rundt	kerek	rundt	kér	ADV	
rundt	forduló	rundt	forduló	ADV	N;NOM;SG
flag	megjelölés	flag	megjelölés	N;INDF;NEUT;SG	
flag	lobogó	flag	lobogó	N;INDF;NEUT;SG	
flag	zászlók	flag	zászló	N;INDF;NEUT;SG	N;NOM;PL
samlet	teljes	samle	teljes	V;INDF;SG;PST;V.PTCP	
samlet	összesen	samle	összesen	V;INDF;SG;PST;V.PTCP	
samlet	átfogó	samle	átfogó	V;INDF;SG;PST;V.PTCP	
samlet	összességében	samle	összesség	V;INDF;SG;PST;V.PTCP	N;IN+ESS;SG
rusland	oroszország	rusland	oroszország	PROPN	N;NOM;SG
mænd	férfi	mand	férfi	N;INDF;MASC+FEM;PL	N;NOM;SG
mænd	férfi	mand	férfi	N;INDF;MASC+FEM;PL	N;NOM;SG
mænd	hím	mand	hím	N;INDF;MASC+FEM;PL	N;NOM;SG
city	city	city	city		
city	városi	city	városi		ADJ;NOM;SG
city	város	city	város		N;NOM;SG
venstre	bal	venstre	bal	ADJ	
venstre	balra	venstre	balra	ADJ	
storbritannien	britannia	storbritannie	britannia	PROPN	
national	nemzeti	national	nemzeti		ADJ;NOM;SG
national	országos	national	országos		ADJ;NOM;SG
national	national	national	national		
cup	cup	cup	cup	N;INDF;MASC+FEM;SG	
skole	suli	skole	suli	N;INDF;MASC+FEM;SG	
opført	felsorolt	opføre	fel+sorol	V;INDF;SG;PST;V.PTCP	
karl	karl	karl	karl	N;INDF;MASC+FEM;SG	
baseret	alapú	basere	alapú	V;INDF;SG;PST;V.PTCP	
nær	közel	nær	közel	ADJ;INDF;MASC+FEM;SG	
bandet	band	band	band	N;DEF;NEUT;SG	
bandet	banda	band	banda	N;DEF;NEUT;SG	
bandet	együttes	band	együttes	N;DEF;NEUT;SG	
svensk	svéd	svensk	svéd	N;INDF;NEUT;SG	
niels	niels	niels	niels		
hurtigt	gyorsan	hurtigt	gyors	ADV	ADJ;FRML;SG
hurtigt	gyors	hurtigt	gyors	ADV	
hurtigt	gyorsan	hurtigt	gyors	ADV	ADJ;FRML;SG
hurtigt	gyors	hurtigt	gyors	ADV	
hurtigt	gyorsan	hurtigt	gyors	ADV	ADJ;FRML;SG
fundet	megtaláltam	finde	meg+talál	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;1;PST;FIN;ACT
igennem	keresztül	igennem	keresztül	ADV	ADP
links	linkek	links	link	N;INDF;NEUT;SG	N;NOM;PL
links	hivatkozások	links	hivatkozás	N;INDF;NEUT;SG	N;NOM;PL
links	kapcsolatok	links	kapcsolat	N;INDF;NEUT;SG	N;NOM;PL
høj	high	høj	high	ADJ;INDF;MASC+FEM;SG	
høj	magasan	høj	magasan	ADJ;INDF;MASC+FEM;SG	
svenske	svéd	svensk	svéd	ADJ;PL	
svenske	svédország	svensk	svédország	ADJ;PL	N;NOM;SG
bruger	használatával	bruge	használat	V;IND;PRS;FIN;ACT	N;INS;SG
bruger	használata	bruge	használat	V;IND;PRS;FIN;ACT	N;NOM;SG
bruger	felhasználva	bruge	felhasználva	V;IND;PRS;FIN;ACT	ADV;V.CVB
bruger	felhasználó	bruge	felhasználó	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
bruger	felhasználói	bruge	felhasználói	V;IND;PRS;FIN;ACT	N;NOM;PL
sang	sang	sang	sang	N;INDF;MASC+FEM;SG	
sang	énekelt	sang	énekel	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
sang	énekeltem	sang	énekel	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;1;PST;FIN;ACT
sang	énekelni	sang	énekel	N;INDF;MASC+FEM;SG	V;NFIN;ACT
sang	énekel	sang	én	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
sang	song	sang	song	N;INDF;MASC+FEM;SG	
floden	folyó	flod	folyó	N;DEF;MASC+FEM;SG	
oprindeligt	kezdetben	oprindeligt	kezdet	ADV	N;IN+ESS;SG
oprindeligt	eleinte	oprindeligt	eleint	ADV	
oprindeligt	eredetileg	oprindeligt	eredeti	ADV	
oprindeligt	kezdeti	oprindeligt	kezdeti	ADV	ADJ;NOM;SG
oprindeligt	eredeti	oprindeligt	eredeti	ADV	N;NOM;SG
bag	mögötte	bag	mögöt	ADV	
bag	mögött	bag	mögött	ADV	ADP
kategori	kategória	kategori	kategória	N;INDF;MASC+FEM;SG	
vej	uton	vej	ut	N;INDF;MASC+FEM;SG	
jens	jens	jens	jens	PROPN	
unge	fiatalok	ung	fiatal	ADJ;PL	N;NOM;PL
unge	ifjúsági	ung	ifjúsági	ADJ;PL	ADJ;NOM;SG
unge	fiatalság	ung	fiatalság	ADJ;PL	N;NOM;SG
unge	ifjúság	ung	ifjúság	ADJ;PL	N;NOM;SG
unge	fiatalok	ung	fiatal	ADJ;PL	N;NOM;PL
unge	fiatal	ung	fiatal	ADJ;PL	
unge	fiatalos	ung	fiatalos	ADJ;PL	ADJ;NOM;SG
god	jó	god	jó	ADJ;INDF;MASC+FEM;SG	
særlig	különleges	særlig	különleges	ADV	
særlig	speciális	særlig	speciális	ADV	ADJ;NOM;SG
university	university	university	university	N;INDF;MASC+FEM;SG	
och	och	och	och	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
tal	tal	tal	tal	N;INDF;NEUT;PL	
tal	beszélj	tal	beszél	N;INDF;NEUT;PL	V;DEF;IMP;SG;1;PRS;FIN;ACT
tal	szám	tal	szám	N;INDF;NEUT;PL	N;NOM;SG
tal	száma	tal	szám	N;INDF;NEUT;PL	N;NOM;SG
tæt	szoros	tæt	szoros	ADV	
tæt	közel	tæt	közel	ADV	
tæt	bezárása	tæt	bezárás	ADV	N;NOM;SG
tæt	közeli	tæt	közeli	ADV	
tæt	sűrű	tæt	sűrű	ADV	
league	league	league	leag	N;INDF;MASC+FEM;SG	
gammel	idős	gammel	idős	ADJ;INDF;MASC+FEM;SG	
gammel	régit	gammel	régit	ADJ;INDF;MASC+FEM;SG	N;ACC;SG
gammel	régi	gammel	régi	ADJ;INDF;MASC+FEM;SG	
gammel	öreg	gammel	öreg	ADJ;INDF;MASC+FEM;SG	
gammel	régiek	gammel	régiek	ADJ;INDF;MASC+FEM;SG	N;NOM;PL
tilfælde	ügyek	tilfælde	ügy	N;INDF;NEUT;SG	N;NOM;PL
tilfælde	esetekben	tilfælde	eset	N;INDF;NEUT;SG	N;IN+ESS;PL
tilfælde	esetek	tilfælde	eset	N;INDF;NEUT;SG	N;NOM;PL
ord	szó	ord	szó	N;INDF;NEUT;PL	N;NOM;SG
ord	szava	ord	szó	N;INDF;NEUT;PL	N;NOM;SG
david	david	david	david		
david	dávid	david	dávid		
lange	lange	lang	lange	ADJ;PL	
lange	hosszú	lang	hosszú	ADJ;PL	
politiker	politikusok	politiker	politikus	N;INDF;MASC+FEM;SG	N;NOM;PL
langs	mentén	langs	mentén	ADV	
kvinder	női	kvinde	női	N;INDF;MASC+FEM;PL	
kvinder	nő	kvinde	nő	N;INDF;MASC+FEM;PL	N;NOM;SG
top	felül	top	felül	N;INDF;MASC+FEM;SG	
top	top	top	top	N;INDF;MASC+FEM;SG	
top	csúcs	top	csúcs	N;INDF;MASC+FEM;SG	
top	felső	top	felső	N;INDF;MASC+FEM;SG	
top	legfelső	top	legfelső	N;INDF;MASC+FEM;SG	
ældre	idős	gammel	idős	ADJ;CMPR	
ældre	idősek	gammel	idős	ADJ;CMPR	N;NOM;PL
ældre	idősebbek	gammel	idős	ADJ;CMPR	N;NOM;PL
arbejder	munkahelyi	arbejde	munkahelyi	V;IND;PRS;FIN;ACT	N;NOM;SG
arbejder	munka	arbejde	munka	V;IND;PRS;FIN;ACT	N;NOM;SG
arbejder	dolgozó	arbejde	dolgozó	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
arbejder	munkavállaló	arbejde	munkavállaló	V;IND;PRS;FIN;ACT	N;NOM;SG
arbejder	munkás	arbejde	munkás	V;IND;PRS;FIN;ACT	N;NOM;SG
arbejder	dolgozó	arbejde	dolgozó	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
grundlagt	alapították	grundlægge	alapít	V;INDF;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
grundlagt	alapította	grundlægge	alapít	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
indenfor	belül	indenfor	belül	ADV	ADP
indenfor	belül	indenfor	belül	ADV	ADP
nyt	újdonság	ny	újdonság	ADJ;INDF;NEUT;SG	N;NOM;SG
bør	kéne	burde	kéne	V;IND;PRS;FIN;ACT	V;INDF;COND;SG;3;PRS;FIN;ACT
bør	kellene	burde	kell	V;IND;PRS;FIN;ACT	V;INDF;COND;SG;3;PRS;FIN;ACT
lavet	készítette	lave	készít	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
andersen	andersen	andersen	anders	PROPN	
mener	aljas	mene	aljas	V;IND;PRS;FIN;ACT	
art	art	art	ar	N;INDF;MASC+FEM;SG	
art	fajok	art	fajok	N;INDF;MASC+FEM;SG	N;NOM;PL
johan	johan	johan	johan		
politisk	politikailag	politisk	politikai	ADV	
politisk	politikai	politisk	politikai	ADV	ADJ;NOM;SG
politisk	politika	politisk	politika	ADV	N;NOM;SG
kongelige	királyi	kongelig	királyi	ADJ;PL	
kongelige	royal	kongelig	royal	ADJ;PL	
kongelige	royals	kongelig	royals	ADJ;PL	
norske	norvégia	norsk	norvégia	ADJ;PL	N;NOM;SG
norske	norvég	norsk	norvég	ADJ;PL	
imod	ellene	imod	ellen	ADV	PRO;NOM;SG;3
imod	ellen	imod	ellen	ADV	ADP
finder	megállapítás	finde	megállapítás	V;IND;PRS;FIN;ACT	N;NOM;SG
martin	márton	martin	márt		
martin	martin	martin	martin		
fortsatte	folyamatos	fortsætte	folyamatos	V;PST;V.PTCP	
fortsatte	folytatása	fortsætte	folytatás	V;PST;V.PTCP	N;NOM;SG
fortsatte	folytatás	fortsætte	folytatás	V;PST;V.PTCP	N;NOM;SG
udvikling	fejlesztési	udvikling	fejlesztési	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
oprindelige	kezdeti	oprindelig	kezdeti	ADJ;PL	ADJ;NOM;SG
oprindelige	eredeti	oprindelig	eredeti	ADJ;PL	N;NOM;SG
stammer	törzsek	stamme	törzs	V;IND;PRS;FIN;ACT	N;NOM;PL
stammer	törzsek	stamme	törzs	V;IND;PRS;FIN;ACT	N;NOM;PL
vestlige	nyugati	vestlig	nyugati	ADJ;PL	
vestlige	nyugat	vestlig	nyugat	ADJ;PL	
vestlige	western	vestlig	western	ADJ;PL	
robert	robert	robert	rober	N;INDF;MASC+FEM;SG	
selvom	habár	selvom	habár	ADV	CONJ
selvom	bár	selvom	bár	ADV	CONJ
gjort	kész	gøre	kész	V;INDF;SG;PST;V.PTCP	
black	fekete	black	feket		
black	black	black	black		
fast	tömör	fast	tömör	ADV	
fast	szilárd	fast	szilárd	ADV	
fast	rögzített	fast	rögzített	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
fast	fix	fast	fix	ADV	
fast	rögzítve	fast	rögzítve	ADV	N;NOM;SG
lave	alacsonyan	lave	alacsony	V;NFIN;ACT	ADJ;FRML;SG
lave	alacsony	lave	alacsony	V;NFIN;ACT	ADJ;NOM;SG
ældste	vének	gad	vén	ADJ;DEF;RL	N;NOM;PL
parti	party	parti	party	N;INDF;NEUT;SG	
parti	parti	parti	parti	N;INDF;NEUT;SG	ADJ;NOM;SG
normalt	általában	normalt	általában	ADV	
normalt	rendszerint	normalt	rendszerint	ADV	
normalt	általában	normalt	általában	ADV	
normalt	szokásos	normalt	szokásos	ADV	ADJ;NOM;SG
normalt	normális	normalt	normális	ADV	
normalt	normál	normalt	normál	ADV	
ene	ene	ene	ene	ADJ	
ligeledes	hasonlóképpen	ligeledes	hasonlóképpen	ADV	
james	james	james	james	V;FIN;PASS	
james	jakab	james	ja	V;FIN;PASS	
støtte	támogatások	støtte	támogatás	N;INDF;MASC+FEM;SG	N;NOM;PL
berlin	berlin	berlin	berlin		PROPN;NOM;SG
berlin	berlinben	berlin	berlin		
berlin	berlini	berlin	berlini		
mindst	minimum	mindst	minimum	ADV;RL	
mindst	minimális	mindst	minimális	ADV;RL	
mindst	legkisebb	mindst	kevés	ADV;RL	ADJ;NOM;RL;SG
mindst	minimálisan	mindst	minimális	ADV;RL	
person	személy	person	személy	N;INDF;MASC+FEM;SG	
person	személyre	person	személy	N;INDF;MASC+FEM;SG	
typisk	általában	typisk	általában	ADV	
typisk	tipikusan	typisk	tipikus	ADV	ADJ;FRML;SG
typisk	jellemző	typisk	jellemző	ADV	ADJ;NOM;SG
typisk	tipikus	typisk	tipikus	ADV	
typisk	jellegzetes	typisk	jellegzetes	ADV	
lov	jogszabály	lov	jogszabály	N	
aalborg	aalborg	aalborg	aalborg	PROPN	N;NOM;SG
paul	paul	paul	paul		
paul	pál	paul	pál		
norsk	norvég	norsk	norvég	N;INDF;NEUT;SG	
norsk	norsk	norsk	norsk	N;INDF;NEUT;SG	
europæiske	európai	europæisk	európai	ADJ;PL	ADJ;NOM;SG
sat	szett	sætte	szett	V;INDF;SG;PST;V.PTCP	N;NOM;SG
sat	set	sætte	set	V;INDF;SG;PST;V.PTCP	
sat	beállítva	sætte	beállítva	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
sat	forgatás	sætte	forgatás	V;INDF;SG;PST;V.PTCP	N;NOM;SG
japan	japán	japan	japán		
stemmer	szavazat	stemme	szavazat	N;INDF;MASC+FEM;PL	
gode	jó	god	jó	ADJ;PL	
region	régiók	region	régió	N;INDF;MASC+FEM;SG	N;NOM;PL
love	love	love	love	N;INDF;MASC+FEM;SG	
love	jogszabályok	love	jogszabály	N;INDF;MASC+FEM;SG	N;NOM;PL
love	törvényeket	love	törvény	N;INDF;MASC+FEM;SG	N;ACC;PL
love	törvények	love	törvény	N;INDF;MASC+FEM;SG	N;NOM;PL
red	lovagolt	red	lovagol		V;INDF;IND;SG;3;PST;FIN;ACT
red	piros	red	piros		
red	piroska	red	piroska		
red	vörös	red	vörös		
dommer	judge	dommer	jud	N;INDF;MASC+FEM;SG	
dommer	bíró	dommer	bíró	N;INDF;MASC+FEM;SG	
dommer	bíró	dommer	bíró	N;INDF;MASC+FEM;SG	
næste	következő	næste	következő	ADJ	
styrker	erősíti	styrke	erősít	N;INDF;MASC+FEM;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
spille	játék	spille	játék	V;NFIN;ACT	N;NOM;SG
spille	play	spille	play	V;NFIN;ACT	
spille	játssz	spille	játssz	V;NFIN;ACT	
lokale	helyi	lokal	helyi	ADJ;PL	
lokale	helyiek	lokal	helyi	ADJ;PL	N;NOM;PL
kilometer	miles	kilometer	miles	N;INDF;MASC+FEM;PL	
kilometer	mérföld	kilometer	mérföld	N;INDF;MASC+FEM;PL	N;NOM;SG
kilometer	kilométer	kilometer	kilométer	N;INDF;MASC+FEM;PL	N;NOM;SG
live	live	live	live		
live	élni	live	él		V;NFIN;ACT
live	élőben	live	élő		N;IN+ESS;SG
live	élő	live	élő		
billede	fényképek	billede	fénykép	N;INDF;NEUT;SG	N;NOM;PL
system	system	system	system	N;INDF;NEUT;SG	
hjem	otthon	hjem	otthon	ADV	
hjem	itthon	hjem	itthon	ADV	
hjem	haza	hjem	haza	ADV	
østrig	ausztria	østrig	ausztria		N;NOM;SG
arter	faj	arte	faj	N;INDF;MASC+FEM;PL	N;NOM;SG
arter	állatfaj	arte	állatfaj	N;INDF;MASC+FEM;PL	N;NOM;SG
enkelt	szimpla	enkelt	szimpla	ADJ;INDF;SG	
enkelt	egyedülálló	enkelt	egyedülálló	ADJ;INDF;SG	
enkelt	single	enkelt	single	ADJ;INDF;SG	
enkelt	egyetlen	enkelt	egyetlen	ADJ;INDF;SG	
enkelt	szingli	enkelt	szingli	ADJ;INDF;SG	N;NOM;SG
marie	marie	marie	marie	N;INDF;MASC+FEM;SG	
marie	mária	marie	mária	N;INDF;MASC+FEM;SG	
russiske	orosz	russisk	orosz	ADJ;PL	
russiske	oroszul	russisk	orosz	ADJ;PL	
russiske	oroszország	russisk	oroszország	ADJ;PL	N;NOM;SG
røde	vörösek	rød	vörös	ADJ;PL	N;NOM;PL
røde	vörösök	rød	vörös	ADJ;PL	N;NOM;PL
røde	piros	rød	piros	ADJ;PL	
røde	piroska	rød	piroska	ADJ;PL	
røde	vörös	rød	vörös	ADJ;PL	
william	william	william	william		
william	vilmos	william	vilmos		
