kategória	kategorii	kategória	kategoria	N;NOM;FEM;SG	N;GEN;FEM;SG
všetkých	all	všetok	all	DET;ANIM;ACC;MASC;PL	
všetkých	wszyscy	všetok	wszyscy	DET;ANIM;ACC;MASC;PL	PRO;NOM;MASC;PL
štátu	stan	štát	stan	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
štátu	state	štát	staty	N;INAN;GEN;MASC;SG	
štátu	państwo	štát	państwo	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
ďalšie	następnym	ďalší	następny	ADJ;NOM;NEUT;SG	ADJ;INS;MASC;SG
ďalšie	następna	ďalší	następny	ADJ;NOM;NEUT;SG	
ďalšie	innych	ďalší	inny	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
ďalšie	pozostał	ďalší	pozostać	ADJ;NOM;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
ďalšie	dalszy	ďalší	daleki	ADJ;NOM;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
ďalšie	dalsze	ďalší	daleki	ADJ;NOM;NEUT;SG	ADJ;NOM;CMPR;NEUT;SG
ďalšie	more	ďalší	more	ADJ;NOM;NEUT;SG	
ďalšie	bardziej	ďalší	bardzo	ADJ;NOM;NEUT;SG	ADV;CMPR
ďalšie	więcej	ďalší	dużo	ADJ;NOM;NEUT;SG	ADV;CMPR
tým	ekipa	to	ekipa	DET;INS;NEUT;SG	N;NOM;FEM;SG
tým	team	to	team	DET;INS;NEUT;SG	
tým	drużyny	to	drużyna	DET;INS;NEUT;SG	N;ACC;FEM;PL
tým	drużyna	to	drużyna	DET;INS;NEUT;SG	N;NOM;FEM;SG
tým	zespół	to	zespół	DET;INS;NEUT;SG	N;NOM;MASC;SG
dve	dwie	dva	dwa	NUM;NOM;FEM;PL	NUM;ACC;FEM;PL
dve	dwóch	dva	dwa	NUM;NOM;FEM;PL	NUM;ACC;MASC;PL
dve	dwa	dva	dwa	NUM;NOM;FEM;PL	NUM;ACC;MASC;PL
dva	dwie	dva	dwa	NUM;INAN;NOM;MASC;PL	NUM;ACC;FEM;PL
dva	dwóch	dva	dwa	NUM;INAN;NOM;MASC;PL	NUM;ACC;MASC;PL
dva	dwa	dva	dwa	NUM;INAN;NOM;MASC;PL	NUM;ACC;MASC;PL
mala	mala	mať	mala	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;IND;SG;PRS;FIN;ACT
style	styl	style	styl	INTJ	N;NOM;MASC;SG
style	style	style	style	INTJ	
približne	około	približne	około	ADV	PART
táto	tym	táto	to	DET;NOM;FEM;SG	PRO;INS;NEUT;SG
prvé	najpierw	prvý	najpierw	ADJ;NOM;NEUT;SG	ADV
martin	marcin	martin	marcin	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
martin	martin	martin	martin	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
http	http	http	http		
tri	tri	tri	trić	NUM;INAN;NOM;MASC;PL	
tri	trzy	tri	trzy	NUM;INAN;NOM;MASC;PL	NUM;ACC;MASC;PL
loire	loire	loira	loiry	N;NOM;NEUT;SG	
nich	ich	on	on	PRO;ANIM;ACC;MASC;PL;3	PRO;GEN;MASC;PL;3
nich	im	on	on	PRO;ANIM;ACC;MASC;PL;3	PRO;DAT;MASC;PL;3
začal	rozpoczęte	začať	rozpocząć	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
začal	rozpoczęty	začať	rozpocząć	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
praha	pradze	praha	pradać	PROPN;NOM;FEM;SG	PROPN;DAT;FEM;SG
praha	praga	praha	praga	PROPN;NOM;FEM;SG	
stránke	stronę	stránka	strona	N;DAT;FEM;SG	N;ACC;FEM;SG
stránke	page	stránka	page	N;DAT;FEM;SG	
stránke	strona	stránka	strona	N;DAT;FEM;SG	N;NOM;FEM;SG
stránke	strony	stránka	strona	N;DAT;FEM;SG	N;NOM;FEM;PL
film	filmu	film	film	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
film	film	film	film	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
film	filmy	film	film	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
film	film	film	film	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
spoločnosti	korporacji	spoločnosť	korporacja	N;NOM;FEM;PL	N;GEN;FEM;SG
spoločnosti	towarzystwo	spoločnosť	towarzystwo	N;NOM;FEM;PL	N;NOM;NEUT;SG
spoločnosti	kompania	spoločnosť	kompania	N;NOM;FEM;PL	N;NOM;FEM;SG
spoločnosti	firma	spoločnosť	firma	N;NOM;FEM;PL	N;NOM;FEM;SG
spoločnosti	spółka	spoločnosť	spółka	N;NOM;FEM;PL	
spoločnosti	przedsiębiorstwo	spoločnosť	przedsiębiorstwo	N;NOM;FEM;PL	N;NOM;NEUT;SG
spoločnosti	spółki	spoločnosť	spółka	N;NOM;FEM;PL	
spoločnosti	przedsiębiorstw	spoločnosť	przedsiębiorstwo	N;NOM;FEM;PL	
spoločnosti	przedsiębiorstwa	spoločnosť	przedsiębiorstwa	N;NOM;FEM;PL	N;NOM;NEUT;SG
spoločnosti	firm	spoločnosť	firma	N;NOM;FEM;PL	
peter	piotra	peter	piotr	N;ANIM;NOM;MASC;SG	
peter	peter	peter	peter	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
peter	piotrze	peter	piotr	N;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
peter	piotr	peter	piotr	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
mali	mial	mať	mial	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mali	miał	mať	mieć	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mali	miała	mať	mieć	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
mali	miał	mať	mieć	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mali	mali	mať	mala	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	
slovenská	słowackiej	slovenský	słowacki	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
strany	stron	strana	strona	N;NOM;FEM;PL	
strany	imprezy	strana	impreza	N;NOM;FEM;PL	
strany	przyjęcia	strana	przyjęcie	N;NOM;FEM;PL	N;NOM;NEUT;SG
svg	svg	svg	svg	N;NOM;FEM;SG	
slovensky	angielski	slovensky	angielski	ADV	ADJ;NOM;MASC;SG
slovensky	anglik	slovensky	anglik	ADV	N;NOM;MASC;SG
prvá	najpierw	prvý	najpierw	ADJ;NOM;FEM;SG	ADV
van	vana	van	van	PROPN;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
van	furgonetka	van	furgonetka	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
van	van	van	van	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
nemecký	niemcy	nemecký	niemiec	ADJ;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;PL
nemecký	niemieckim	nemecký	niemiecki	ADJ;ANIM;NOM;MASC;SG	ADJ;INS;MASC;SG
storočí	wieków	storočie	wiek	N;NOM;NEUT;SG	N;GEN;MASC;PL
storočí	wieki	storočie	wiek	N;NOM;NEUT;SG	N;ACC;MASC;PL
storočí	wieku	storočie	wiek	N;NOM;NEUT;SG	N;GEN;MASC;SG
hlavne	głównie	hlavne	głównie	ADV	PART
hlavne	zwłaszcza	hlavne	zwłaszcza	ADV	PART
hlavne	najczęściej	hlavne	często	ADV	ADV;RL
hlavne	przeważnie	hlavne	przeważnie	ADV	
hlavne	głównie	hlavne	głównie	ADV	PART
rod	rod	rod	rod	N;ANIM;NOM;MASC;SG	V;PFV;IND;SG;2;FIN;ACT
bude	will	byť	will	V;IPFV;IND;SG;3;POS;FUT;FIN	V;PFV;IND;SG;2;PRS;FIN;ACT
bude	willa	byť	willa	V;IPFV;IND;SG;3;POS;FUT;FIN	N;NOM;FEM;SG
bude	będzie	byť	być	V;IPFV;IND;SG;3;POS;FUT;FIN	V;IPFV;IND;SG;3;FUT;FIN
titul	tytuł	tituť	tytuł	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
titul	tytuł	tituť	tytuł	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
kostol	kościoła	kostol	kościół	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
kostol	church	kostol	chury	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
týchto	tych	táto	ten	DET;ANIM;ACC;MASC;PL	DET;GEN;MASC;PL
týchto	te	táto	ten	DET;ANIM;ACC;MASC;PL	DET;NOM;MASC;PL
republiky	republiki	republika	republika	N;NOM;FEM;PL	
republiky	republika	republika	republik	N;NOM;FEM;PL	N;NOM;FEM;SG
republiky	republikach	republika	republik	N;NOM;FEM;PL	N;ESS;MASC;PL
možno	może	možno	móc	PART	V;IPFV;IND;SG;3;PRS;FIN;ACT
ženy	samice	žena	samica	N;NOM;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
ženy	kobiet	žena	kobieta	N;NOM;FEM;PL	
ženy	damskie	žena	damski	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
ďalej	dalszy	ďalej	daleki	ADV	ADJ;NOM;CMPR;MASC;SG
ďalej	dalsze	ďalej	daleki	ADV	ADJ;NOM;CMPR;NEUT;SG
ďalej	następnym	ďalej	następny	ADV	ADJ;INS;MASC;SG
ďalej	następny	ďalej	następny	ADV	ADJ;NOM;MASC;SG
ďalej	następna	ďalej	następny	ADV	
ďalej	następne	ďalej	następny	ADV	ADJ;NOM;NEUT;SG
kedy	gdy	kedy	gdy	ADV	CONJ
kedy	kiedy	kedy	kiedy	ADV	ADV
územia	terytoriów	územie	terytoria	N;NOM;NEUT;PL	N;GEN;NEUT;PL
územia	terytorium	územie	terytorium	N;NOM;NEUT;PL	N;ACC;NEUT;SG
systém	systemu	systém	system	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
systém	system	systém	system	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
systém	systemowe	systém	systemowy	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ide	ide	ísť	iść	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
potok	potok	potok	potok	N;INAN;NOM;MASC;SG	
potok	stream	potok	stream	N;INAN;NOM;MASC;SG	
latinsky	łacińskiej	latinsky	łaciński	ADV	ADJ;GEN;FEM;SG
góly	bramki	góla	bramka	N;NOM;FEM;PL	N;ACC;FEM;PL
góly	celów	góla	cel	N;NOM;FEM;PL	N;GEN;MASC;PL
góly	bramek	góla	bramek	N;NOM;FEM;PL	N;GEN;FEM;PL
spisovateľ	autor	spisovateľ	autor	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
súhvezdie	konstelacji	súhvezdie	konstelacja	N;NOM;NEUT;SG	N;GEN;FEM;SG
známy	znani	známy	znany	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
známy	znany	známy	znany	ADJ;ANIM;NOM;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
známy	znana	známy	znany	ADJ;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
známy	znajomość	známy	znajomość	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
haute	haute	haute	haute	N;NOM;FEM;SG	
veľkosť	wielkość	veľkosť	wielkość	N;NOM;FEM;SG	N;ACC;FEM;SG
veľkosť	rozmiary	veľkosť	rozmiar	N;NOM;FEM;SG	N;NOM;MASC;PL
john	jan	john	jan	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
john	johna	john	johny	PROPN;ANIM;NOM;MASC;SG	
john	janek	john	janek	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
john	john	john	john	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
john	jana	john	jani	PROPN;ANIM;NOM;MASC;SG	
klub	club	klub	club	N;INAN;NOM;MASC;SG	
klub	klubie	klub	klub	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
objektov	obiekty	objekt	obiekt	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
objektov	przedmioty	objekt	przedmiot	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
isbn	isbn	isbn	isbny		
slovenské	słowackiej	slovenský	słowacki	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
portál	portalu	portál	portal	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
článok	artykułu	článok	artykuł	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
článok	artykul	článok	artykul	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
ľudí	ludzie	človek	człowiek	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
ľudí	osoby	človek	osoba	N;ANIM;ACC;MASC;PL	N;NOM;FEM;PL
ľudí	people	človek	peopło	N;ANIM;ACC;MASC;PL	
ľudí	ludzie	človek	człowiek	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
územie	terytoria	územie	terytoria	N;NOM;NEUT;SG	N;NOM;NEUT;PL
územie	terytorium	územie	terytorium	N;NOM;NEUT;SG	N;ACC;NEUT;SG
palomar	palomar	palomar	palomar	N;INAN;NOM;MASC;SG	
možné	mozliwe	možný	mozliwy	ADJ;NOM;NEUT;SG	
niektoré	niektórzy	niektorý	niektóry	DET;NOM;NEUT;SG	DET;NOM;MASC;PL
niektoré	trochę	niektorý	trochę	DET;NOM;NEUT;SG	ADV
hudobné	muzyka	hudobný	muzyka	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
hudobné	music	hudobný	musieć	ADJ;NOM;NEUT;SG	
hudobné	muzyki	hudobný	muzyka	ADJ;NOM;NEUT;SG	
hudobné	musical	hudobný	musical	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
herec	aktora	herec	aktor	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
hry	gier	hra	gier	N;NOM;FEM;PL	
hry	gry	hra	gra	N;NOM;FEM;PL	
veľký	dużych	veľký	duży	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;MASC;PL
veľký	big	veľký	big	ADJ;ANIM;NOM;MASC;SG	
gmina	gmina	gmina	gmina	N;NOM;FEM;SG	
života	zycie	život	zyt	N;INAN;GEN;MASC;SG	V;IPFV;IND;SG;1;FIN;ACT
života	life	život	lifa	N;INAN;GEN;MASC;SG	
života	dożywocie	život	dożywocie	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
života	życie	život	życie	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
septembra	wrzesień	september	wrzesień	N;INAN;GEN;MASC;SG	
septembra	września	september	wrzesień	N;INAN;GEN;MASC;SG	
kráľ	king	kráľ	king	N;ANIM;NOM;MASC;SG	
kráľ	króla	kráľ	król	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
kráľ	kinga	kráľ	kinga	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
iii	iii	iii	iii	NUM	
maďarsku	węgier	maďarsky	węgier	N;NOM;NEUT;SG	
maďarsku	węgry	maďarsky	węgier	N;NOM;NEUT;SG	
hráči	graczy	hráčiť	gracz	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
vlády	rządowe	vláda	rządowy	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
vlády	rząd	vláda	rząd	N;NOM;FEM;PL	N;NOM;MASC;SG
vlády	rządowy	vláda	rządowy	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
vlády	rządów	vláda	rząd	N;NOM;FEM;PL	N;GEN;MASC;PL
môžu	can	môcť	can	V;IPFV;IND;PL;3;POS;PRS;FIN	
miest	lokale	mesto	lokał	N;GEN;NEUT;PL	N;NOM;MASC;PL
miest	miejsca	mesto	miejsce	N;GEN;NEUT;PL	N;NOM;NEUT;PL
napriek	pomimo	napriek	pomimo	ADP;DAT	
napriek	mimo	napriek	mimo	ADP;DAT	
mieste	spot	miesto	spot	N;NOM;NEUT;SG	
mieste	witryny	miesto	witryna	N;NOM;NEUT;SG	N;GEN;FEM;PL
kráľa	king	kráľ	king	N;ANIM;ACC;MASC;SG	
kráľa	kinga	kráľ	kinga	N;ANIM;ACC;MASC;SG	PROPN;NOM;FEM;SG
kráľa	król	kráľ	król	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
spoločnosť	society	spoločnosť	societa	N;NOM;FEM;SG	
spoločnosť	społeczeństwa	spoločnosť	społeczeństwo	N;NOM;FEM;SG	N;GEN;NEUT;SG
spoločnosť	firmy	spoločnosť	firma	N;NOM;FEM;SG	N;NOM;FEM;PL
spoločnosť	spółka	spoločnosť	spółka	N;NOM;FEM;SG	
oblasť	regionie	oblasť	region	N;NOM;FEM;SG	N;ACC;MASC;SG
oblasť	regiony	oblasť	regić	N;NOM;FEM;SG	N;NOM;MASC;PL
oblasť	regionu	oblasť	regić	N;NOM;FEM;SG	N;GEN;MASC;SG
oblasť	obszarze	oblasť	obszarz	N;NOM;FEM;SG	N;ACC;MASC;SG
nej	jej	ona	on	PRO;DAT;FEM;SG;3	PRO;GEN;FEM;SG;3
nej	ją	ona	on	PRO;DAT;FEM;SG;3	PRO;ACC;FEM;SG;3
vek	wieku	vek	wiek	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
vek	age	vek	age	N;INAN;NOM;MASC;SG	
muži	samców	muž	samc	N;ANIM;NOM;MASC;PL	
muži	mężczyzn	muž	mężczyzna	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
muži	samce	muž	samka	N;ANIM;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
muži	męskie	muž	męski	N;ANIM;NOM;MASC;PL	ADJ;NOM;NEUT;SG
muži	men	muž	men	N;ANIM;NOM;MASC;PL	
októbra	październik	október	październik	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
život	zycie	život	zyt	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;1;FIN;ACT
život	life	život	lifa	N;INAN;NOM;MASC;SG	
život	życia	život	życie	N;INAN;NOM;MASC;SG	N;GEN;NEUT;SG
mája	majowe	máj	majowy	N;INAN;GEN;MASC;SG	ADJ;NOM;NEUT;SG
mája	maja	máj	mieć	N;INAN;GEN;MASC;SG	
mája	może	máj	móc	N;INAN;GEN;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
mája	majowy	máj	majowy	N;INAN;GEN;MASC;SG	ADJ;NOM;MASC;SG
mája	maj	máj	maj	N;INAN;GEN;MASC;SG	
dňa	dzień	deň	dzień	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
dňa	dzien	deň	dzien	N;INAN;GEN;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
národné	krajowych	národný	krajowy	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
jozef	jozef	jozef	jozef	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jozef	józefie	jozef	józefia	PROPN;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
jozef	joseph	jozef	joseph	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jozef	józef	jozef	józef	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jozef	józefa	jozef	józef	PROPN;ANIM;NOM;MASC;SG	
center	centrum	center	centrum	N;INAN;NOM;MASC;SG	N;ACC;NEUT;SG
center	center	center	center	N;INAN;NOM;MASC;SG	
syn	synu	syn	syn	N;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
marca	marzec	marec	marzec	N;INAN;GEN;MASC;SG	
marca	marca	marec	marza	N;INAN;GEN;MASC;SG	
marca	marsz	marec	marsz	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
dĺžka	długości	dĺžka	długość	N;NOM;FEM;SG	N;GEN;FEM;SG
augusta	augusta	augusta	augusta	N;INAN;GEN;MASC;SG	
augusta	august	augusta	august	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
augusta	sierpień	augusta	sierpienie	N;INAN;GEN;MASC;SG	
augusta	augusta	augusta	augusta	N;INAN;GEN;MASC;SG	
veľké	dużych	veľký	duży	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
veľké	big	veľký	big	ADJ;NOM;NEUT;SG	
veľké	veľké	veľký	veľké	ADJ;NOM;NEUT;SG	
školy	szkół	škola	szkół	N;NOM;FEM;PL	
školy	szkoły	škola	szkoła	N;NOM;FEM;PL	N;GEN;FEM;SG
školy	szkoły	škola	szkoła	N;NOM;FEM;PL	N;GEN;FEM;SG
školy	szkoła	škola	szkoła	N;NOM;FEM;PL	N;NOM;FEM;SG
nový	nowości	nový	nowość	ADJ;ANIM;NOM;MASC;SG	N;ACC;FEM;PL
nový	nowość	nový	nowość	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
nový	nowa	nový	nowy	ADJ;ANIM;NOM;MASC;SG	
nový	nový	nový	nový	ADJ;ANIM;NOM;MASC;SG	
anderson	anderson	anderson	anderson	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
anderson	andersona	anderson	andersić	PROPN;ANIM;NOM;MASC;SG	
správa	zgłoś	správa	zgłosić	N;NOM;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
správa	wiadomości	správa	wiadomość	N;NOM;FEM;SG	N;ACC;FEM;PL
správa	administracji	správa	administracja	N;NOM;FEM;SG	N;GEN;FEM;SG
štát	kraje	štát	kraj	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
štát	kraju	štát	kraj	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
štát	state	štát	staty	N;INAN;NOM;MASC;SG	
pomocou	używanie	pomoc	używać	N;INS;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pomocou	użycie	pomoc	użyć	N;INS;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
pomocou	używając	pomoc	używać	N;INS;FEM;SG	V;IPFV;PRS;V.CVB;ACT
hráč	player	hráč	player	N;ANIM;NOM;MASC;SG	
hráč	gracza	hráč	gracza	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
hráč	gamer	hráč	gamer	N;ANIM;NOM;MASC;SG	
banskej	banská	banský	banská	ADJ;GEN;FEM;SG	
júna	june	jún	juny	N;INAN;GEN;MASC;SG	
júna	czerwiec	jún	czerwiec	N;INAN;GEN;MASC;SG	
kitt	kitt	kitt	kitt	PROPN;ANIM;NOM;MASC;SG	
cesta	ścieżki	cesta	ścieżka	N;NOM;FEM;SG	N;ACC;FEM;PL
cesta	ścieżkę	cesta	ścieżka	N;NOM;FEM;SG	N;ACC;FEM;SG
cesta	drogę	cesta	droga	N;NOM;FEM;SG	N;ACC;FEM;SG
cesta	drodze	cesta	droga	N;NOM;FEM;SG	N;DAT;FEM;SG
cesta	trasy	cesta	trasa	N;NOM;FEM;SG	N;ACC;FEM;PL
cesta	way	cesta	wy	N;NOM;FEM;SG	
cesta	sposób	cesta	sposób	N;NOM;FEM;SG	V;IND;PRS;FIN
cesta	drogowy	cesta	drogowy	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
cesta	drogi	cesta	droga	N;NOM;FEM;SG	
cesta	drodze	cesta	droga	N;NOM;FEM;SG	N;DAT;FEM;SG
cesta	road	cesta	road	N;NOM;FEM;SG	
apríla	kwietnia	apríl	kwiecia	N;INAN;GEN;MASC;SG	
apríla	april	apríl	april	N;INAN;GEN;MASC;SG	
apríla	kwiecień	apríl	kwiecienie	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
dostal	got	dostať	gotować	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	
dostal	mam	dostať	mieć	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;ACT
krajiny	ojczyzna	krajina	ojczyzna	N;NOM;FEM;PL	N;NOM;FEM;SG
krajiny	kraju	krajina	kraj	N;NOM;FEM;PL	N;GEN;MASC;SG
krajiny	kraj	krajina	kraj	N;NOM;FEM;PL	N;NOM;MASC;SG
krajiny	państwo	krajina	państwo	N;NOM;FEM;PL	N;NOM;NEUT;SG
krajiny	krajobraz	krajina	krajobraz	N;NOM;FEM;PL	N;NOM;MASC;SG
krajiny	krajów	krajina	kraj	N;NOM;FEM;PL	N;GEN;MASC;PL
začala	rozpoczęte	začať	rozpocząć	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
začala	rozpoczęty	začať	rozpocząć	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
spacewatch	spacewatch	spacena	spacewat	N;ANIM;NOM;MASC;SG	
ceny	cennik	cena	cennik	N;NOM;FEM;PL	N;NOM;MASC;SG
ceny	nagród	cena	nagroda	N;NOM;FEM;PL	
typ	wpisz	typ	wpić	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
typ	typ	typ	typ	N;INAN;NOM;MASC;SG	
politik	politycy	politik	polityk	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
pyrénées	pyrénées	pyrénés	pyrénées		
mesa	mesa	mes	mesa	PROPN;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
mesa	moja	mes	mój	PROPN;ANIM;NOM;MASC;SG	DET;NOM;FEM;SG;1
košice	košice	košica	kołica	N;NOM;FEM;PL	
rôznych	różne	rôzny	różny	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
rôznych	rozmaite	rôzny	rozmaity	ADJ;GEN;MASC;PL	
spojené	united	spojený	united	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	
spojené	zjednoczeni	spojený	zjednoczyć	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
spojené	zjednoczonych	spojený	zjednoczyć	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
júla	lipca	júla	lipiec	N;INAN;NOM;MASC;SG	
júla	lipiec	júla	lipiec	N;INAN;NOM;MASC;SG	
práve	tylko	práve	tylko	ADV	PART
niektorých	niektóre	niektorý	niektóry	DET;GEN;MASC;PL	DET;NOM;MASC;SG
niektorých	niektórzy	niektorý	niektóry	DET;GEN;MASC;PL	DET;NOM;MASC;PL
niektorých	trochę	niektorý	trochę	DET;GEN;MASC;PL	ADV
čas	czasu	čas	czas	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
prípade	case	prípad	cas	N;INAN;NOM;MASC;SG	
novembra	listopadzie	november	listopad	N;INAN;GEN;MASC;SG	N;ACC;MASC;SG
novembra	listopad	november	listopad	N;INAN;GEN;MASC;SG	
loneos	loneos	loneos	loneos	N;NOM;NEUT;SG	
decembra	grudzień	december	grudzienie	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
decembra	grudnia	december	grudzień	N;INAN;GEN;MASC;SG	
nemecko	niemcami	nemecko	niemiec	PROPN;NOM;NEUT;SG	N;INS;MASC;PL
nemecko	niemcy	nemecko	niemiec	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;PL
