और	oraz	और	oraz		CONJ
जीवन	życia	जीवन	życie	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
विश्व	swiat	विश्व	swiat	N;NOM;MASC;SG;3	V;IPFV;MASC;IND;SG;PST;FIN;ACT
विश्व	świata	विश्व	świat	N;NOM;MASC;SG;3	N;GEN;MASC;SG
विश्व	świecie	विश्व	świat	N;NOM;MASC;SG;3	N;DAT;MASC;SG
विश्व	world	विश्व	world	N;NOM;MASC;SG;3	
भाग	odcinki	भाग	odcinka		N;NOM;MASC;PL
भाग	sekcje	भाग	sekcja		N;NOM;FEM;PL
भाग	część	भाग	część		N;NOM;FEM;SG
भाग	częściowo	भाग	częściowo		ADV
भाग	części	भाग	część		N;ACC;FEM;PL
निर्माण	tworzenia	निर्माण	tworzyć	N;NOM;MASC;SG;3	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
निर्माण	budowa	निर्माण	budowa	N;NOM;MASC;SG;3	
निर्माण	zbudować	निर्माण	zbudować	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
निर्माण	budować	निर्माण	budować	N;NOM;MASC;SG;3	V;IPFV;NFIN;ACT
दोनों	obydwa	दो	obydwa	N;ACC;MASC;PL;3	V;IPFV;IND;SG;PST;FIN;ACT
दोनों	oboje	दो	obój	N;ACC;MASC;PL;3	
दोनों	obie	दो	oba	N;ACC;MASC;PL;3	NUM;ACC;FEM;PL
दोनों	oba	दो	oba	N;ACC;MASC;PL;3	
राष्ट्रीय	krajowa	राष्ट्रीय	krajowy	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
राष्ट्रीय	krajowe	राष्ट्रीय	krajowy	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
राष्ट्रीय	national	राष्ट्रीय	national	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
राष्ट्रीय	narodowy	राष्ट्रीय	narodowy	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
राष्ट्रीय	krajowy	राष्ट्रीय	krajowy	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
राष्ट्रीय	krajowych	राष्ट्रीय	krajowy	PROPN;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
जानकारी	info	जानकारी	info	N;NOM;FEM;SG;3	
जानकारी	informacje	जानकारी	informacja	N;NOM;FEM;SG;3	N;NOM;FEM;PL
जानकारी	informacje	जानकारी	informacja	N;NOM;FEM;SG;3	N;NOM;FEM;PL
पोर्टल	portalu	पोर्टल	portal	N;NOM;MASC;SG;3	N;GEN;MASC;SG
शहर	centrum	शहर	centrum	N;NOM;MASC;SG;3	N;ACC;NEUT;SG
शहर	city	शहर	city	N;NOM;MASC;SG;3	
शहर	miasta	शहर	miasto	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
शहर	miasta	शहर	miasto	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
बार	bary	बार	bary	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
बार	barów	बार	bar	N;NOM;FEM;SG;3	N;GEN;NEUT;PL
बार	razy	बार	raz	N;NOM;FEM;SG;3	N;ACC;MASC;PL
बार	times	बार	times	N;NOM;FEM;SG;3	
बार	czasy	बार	czas	N;NOM;FEM;SG;3	N;NOM;MASC;PL
वाली	wali	वाला	wala	ADP;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
फिल्म	filmu	फिल्म	film	N;NOM;FEM;SG;3	N;GEN;MASC;SG
फिल्म	film	फिल्म	film	N;NOM;FEM;SG;3	N;ACC;MASC;SG
फिल्म	filmy	फिल्म	film	N;NOM;FEM;SG;3	N;NOM;MASC;PL
फिल्म	film	फिल्म	film	N;NOM;FEM;SG;3	N;ACC;MASC;SG
यहाँ	tutaj	यहाँ	tutaj	PRO;NOM	ADV
प्रसिद्ध	znana	प्रसिद्ध	znany	ADJ	V;IPFV;IND;SG;PRS;FIN;ACT
प्रसिद्ध	znany	प्रसिद्ध	znany	ADJ	V;IPFV;MASC;IND;SG;PST;FIN;ACT
प्रसिद्ध	znana	प्रसिद्ध	znany	ADJ	V;IPFV;IND;SG;PRS;FIN;ACT
विकास	rozwoju	विकास	rozwój	N;NOM;MASC;SG;3	N;GEN;MASC;SG
विकास	wzrostu	विकास	wzrost	N;NOM;MASC;SG;3	N;GEN;MASC;SG
देश	kraje	देश	kraj	N;NOM;MASC;SG;3	N;NOM;MASC;PL
देश	kraju	देश	kraj	N;NOM;MASC;SG;3	N;GEN;MASC;SG
देश	narodu	देश	naród	N;NOM;MASC;SG;3	N;GEN;MASC;SG
देश	krajów	देश	kraj	N;NOM;MASC;SG;3	N;GEN;MASC;PL
देश	kraje	देश	kraj	N;NOM;MASC;SG;3	N;NOM;MASC;PL
विशेष	wyłączność	विशेष	wyłączność	ADJ;NOM	N;ACC;FEM;SG
इसकी	jego	यह	on	PRO;FEM;SG;3	PRO;GEN;MASC;SG;3
कभी	kiedykolwiek	कभी	kiedykolwiek	PRO	ADV
कभी	ever	कभी	ever	PRO	
दी	podane	दे	podać	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
दी	podana	दे	podać	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
दी	dały	दे	dać	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;FEM;IND;PL;PST;FIN;ACT
पृष्ठ	stronę	पृष्ठ	strona	N;NOM;MASC;SG;3	N;ACC;FEM;SG
पृष्ठ	stronie	पृष्ठ	strona	N;NOM;MASC;SG;3	N;DAT;FEM;SG
पृष्ठ	page	पृष्ठ	page	N;NOM;MASC;SG;3	
पृष्ठ	strony	पृष्ठ	strona	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पृष्ठ	stron	पृष्ठ	strona	N;NOM;MASC;SG;3	
पृष्ठ	strony	पृष्ठ	strona	N;NOM;MASC;SG;3	N;NOM;FEM;PL
माना	rozpatrywane	मान	rozpatrywać	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
माना	rozważane	मान	rozważać	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
माना	badanym	मान	badany	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INS;MASC;SG
माना	mana	मान	mana	V;PFV;MASC;SG;V.PTCP;ACT	
माना	podobno	मान	podobno	V;PFV;MASC;SG;V.PTCP;ACT	PART
माना	przypuszczalnie	मान	przypuszczalnie	V;PFV;MASC;SG;V.PTCP;ACT	ADV
शब्द	slowo	शब्द	slowo	N;NOM;MASC;SG;3	V;IPFV;IND;SG;FIN;ACT
शब्द	slowa	शब्द	slowo	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
शब्द	słowa	शब्द	słowo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
शब्द	słów	शब्द	słowo	N;NOM;MASC;SG;3	N;GEN;NEUT;PL
पुरस्कार	nagród	पुरस्कार	nagroda	N;NOM;MASC;SG;3	
पुरस्कार	nagrody	पुरस्कार	nagroda	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पुरस्कार	nagrodę	पुरस्कार	nagroda	N;NOM;MASC;SG;3	N;ACC;FEM;SG
पुरस्कार	nagrody	पुरस्कार	nagroda	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पुरस्कार	nagrodę	पुरस्कार	nagroda	N;NOM;MASC;SG;3	N;ACC;FEM;SG
पुरस्कार	nagrody	पुरस्कार	nagroda	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पुरस्कार	nagród	पुरस्कार	nagroda	N;NOM;MASC;SG;3	
पुरस्कार	nagrody	पुरस्कार	nagroda	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पुरस्कार	nagród	पुरस्कार	nagroda	N;NOM;MASC;SG;3	
पुरस्कार	nagrody	पुरस्कार	nagroda	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पुरस्कार	nagrodę	पुरस्कार	nagroda	N;NOM;MASC;SG;3	N;ACC;FEM;SG
लेख	wyroby	लेख	wyrób	N;NOM;MASC;SG;3	N;NOM;MASC;PL
लेख	artykułów	लेख	artykuł	N;NOM;MASC;SG;3	N;GEN;MASC;PL
लेख	artykuły	लेख	artykuł	N;NOM;MASC;SG;3	N;NOM;MASC;PL
लेख	tezy	लेख	teza	N;NOM;MASC;SG;3	
लेख	artykułu	लेख	artykuł	N;NOM;MASC;SG;3	N;GEN;MASC;SG
लेख	artykul	लेख	artykul	N;NOM;MASC;SG;3	N;ACC;MASC;SG
अब	teraz	अब	teraz	PRO;NOM	ADV
दौरान	podczas	दौरान	podczas	ADV;NOM;MASC;SG;3	ADP
अमेरिका	ameryka	अमेरिका	ameryka	PROPN;NOM;MASC;SG;3	
अमेरिका	america	अमेरिका	america	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
मंदिर	świątynie	मंदिर	świątynia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
मंदिर	świątyni	मंदिर	świątynia	N;NOM;MASC;SG;3	N;GEN;FEM;SG
अलावा	dodawanie	अलावा	dodawać	ADP	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
अलावा	dodanie	अलावा	dodanie	ADP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
दक्षिण	południe	दक्षिण	południe	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
विभिन्न	rozmaite	विभिन्न	rozmaity	ADJ	
इतिहास	historii	इतिहास	historia	N;NOM;MASC;SG;3	N;GEN;FEM;SG
इतिहास	historię	इतिहास	historia	N;NOM;MASC;SG;3	N;ACC;FEM;SG
लिया	zrobione	ले	zrobić	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
लिया	podjęte	ले	podjąć	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
फ़िल्म	filmu	फ़िल्म	film	N;NOM;FEM;SG;3	N;GEN;MASC;SG
फ़िल्म	film	फ़िल्म	film	N;NOM;FEM;SG;3	N;ACC;MASC;SG
फ़िल्म	filmy	फ़िल्म	film	N;NOM;FEM;SG;3	N;NOM;MASC;PL
फ़िल्म	film	फ़िल्म	film	N;NOM;FEM;SG;3	N;ACC;MASC;SG
क्योंकि	ponieważ	क्योंकि	ponieważ	CONJ	PART
पास	podanie	पास	podanie	ADV;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
पास	pass	पास	pass	ADV;NOM;MASC;SG;3	
पास	przepustka	पास	przepustka	ADV;NOM;MASC;SG;3	N;NOM;FEM;SG
पास	przełęcz	पास	przełęcz	ADV;NOM;MASC;SG;3	N;NOM;FEM;SG
पास	podaj	पास	podać	ADV;NOM;MASC;SG;3	V;PFV;IMP;SG;2;FIN;ACT
दिन	dnia	दिन	dzień	N;NOM;MASC;SG;3	N;GEN;MASC;SG
दिन	dzien	दिन	dzien	N;NOM;MASC;SG;3	V;IPFV;MASC;IND;SG;PST;FIN;ACT
दिन	dzienne	दिन	dzienny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
दिन	dni	दिन	dzień	N;NOM;MASC;SG;3	N;ACC;MASC;PL
दिन	days	दिन	days	N;NOM;MASC;SG;3	
जाना	rentowność	जा	rentowność	V;MASC;NFIN;ACT	N;NOM;FEM;SG
जाना	rentowności	जा	rentowność	V;MASC;NFIN;ACT	N;GEN;FEM;SG
जाना	żywotność	जा	żywotność	V;MASC;NFIN;ACT	N;NOM;FEM;SG
शुरू	rozpoczęte	शुरू	rozpocząć	N;NOM;MASC;SG;3	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
शुरू	rozpoczęto	शुरू	rozpocząć	N;NOM;MASC;SG;3	V;PFV;IND;0;PST;FIN;ACT
शुरू	rozpoczęty	शुरू	rozpocząć	N;NOM;MASC;SG;3	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
शुरू	zaczął	शुरू	zacząć	N;NOM;MASC;SG;3	V;PFV;MASC;IND;SG;PST;FIN;ACT
शुरू	rozpocząć	शुरू	rozpocząć	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
व्यक्ति	osoby	व्यक्ति	osoba	N;NOM;MASC;SG;3	N;NOM;FEM;PL
व्यक्ति	indywidualny	व्यक्ति	indywidualny	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
व्यक्ति	indywidualne	व्यक्ति	indywidualny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
व्यक्ति	poszczególnych	व्यक्ति	poszczególny	N;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
व्यक्ति	indywidualnie	व्यक्ति	indywidualnie	N;NOM;MASC;SG;3	ADV
उनका	ich	वह	on	PRO;MASC;SG;3;FORM	PRO;GEN;MASC;PL;3
विज्ञान	nauki	विज्ञान	nauka	N;NOM;MASC;SG;3	
सदस्य	członka	सदस्य	członek	N;NOM;MASC;PL;3	N;ACC;MASC;SG
सदस्य	członkowskie	सदस्य	członkowski	N;NOM;MASC;PL;3	ADJ;NOM;NEUT;SG
सदस्य	członkiem	सदस्य	członek	N;NOM;MASC;PL;3	N;INS;MASC;SG
सदस्य	członek	सदस्य	członek	N;NOM;MASC;PL;3	N;NOM;MASC;SG
सदस्य	abonenta	सदस्य	abonenta	N;NOM;MASC;PL;3	
सदस्य	subskrybentów	सदस्य	subskrybent	N;NOM;MASC;PL;3	N;ACC;MASC;PL
सदस्य	członkom	सदस्य	członek	N;NOM;MASC;PL;3	N;DAT;MASC;PL
सदस्य	członków	सदस्य	członek	N;NOM;MASC;PL;3	N;ACC;MASC;PL
सदस्य	członkami	सदस्य	członek	N;NOM;MASC;PL;3	N;INS;MASC;PL
हालांकि	chociaż	हालांकि	chociaż	CONJ	PART
हालांकि	aczkolwiek	हालांकि	aczkolwiek	CONJ	
हालांकि	choć	हालांकि	choć	CONJ	
हालांकि	chociaż	हालांकि	chociaż	CONJ	PART
हालांकि	choć	हालांकि	choć	CONJ	
सिंह	singh	सिंह	singh	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
सिंह	leo	सिंह	leo	PROPN;NOM;MASC;SG;3	
अनेक	wielokrotne	अनेक	wielokrotny	DET	ADJ;NOM;NEUT;SG
यहां	tutaj	यहाँ	tutaj	PRO;NOM	ADV
संख्या	numery	संख्या	numer	N;NOM;FEM;SG;3	N;NOM;MASC;PL
संख्या	cyfry	संख्या	cyfra	N;NOM;FEM;SG;3	
संख्या	liczby	संख्या	liczba	N;NOM;FEM;SG;3	N;ACC;FEM;SG
अपना	własne	अपना	własny	PRO;NOM;MASC;SG	ADJ;NOM;NEUT;SG
अपना	własny	अपना	własny	PRO;NOM;MASC;SG	ADJ;NOM;MASC;SG
अपना	własna	अपना	własny	PRO;NOM;MASC;SG	ADJ;NOM;FEM;SG
अपना	twoje	अपना	twój	PRO;NOM;MASC;SG	DET;NOM;MASC;SG;2
अपना	twój	अपना	twój	PRO;NOM;MASC;SG	DET;NOM;MASC;SG;2
अपना	twoja	अपना	twój	PRO;NOM;MASC;SG	DET;NOM;FEM;SG;2
अपना	twojego	अपना	twój	PRO;NOM;MASC;SG	DET;GEN;MASC;SG;1
अपना	twoim	अपना	twój	PRO;NOM;MASC;SG	DET;INS;MASC;SG;2
बात	rzecz	बात	rzecz	N;NOM;FEM;SG;3	
बात	mówić	बात	mówić	N;NOM;FEM;SG;3	V;IPFV;NFIN;ACT
साहित्य	literatury	साहित्य	literatura	N;NOM;MASC;SG;3	N;GEN;FEM;SG
साहित्य	literaturze	साहित्य	literatura	N;NOM;MASC;SG;3	N;DAT;FEM;SG
साहित्य	literaturę	साहित्य	literatura	N;NOM;MASC;SG;3	N;ACC;FEM;SG
शिक्षा	edukacji	शिक्षा	edukacja	N;NOM;FEM;SG;3	N;GEN;FEM;SG
दिल्ली	delhi	दिल्ली	delhi	PROPN;NOM;FEM;SG;3	PROPN;NOM;MASC;SG
धर्म	religie	धर्म	religia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
धर्म	religii	धर्म	religia	N;NOM;MASC;SG;3	N;GEN;FEM;SG
धर्म	religie	धर्म	religia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
धर्म	dharma	धर्म	dharma	N;NOM;MASC;SG;3	
मूल	pochodzenia	मूल	pochodzić	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
मूल	oryginały	मूल	oryginał	N;NOM;MASC;SG;3	V;IPFV;MASC;IND;PL;PST;FIN;ACT
मूल	rdzenni	मूल	rdzenny	N;NOM;MASC;SG;3	N;NOM;MASC;PL
मूल	rodzimy	मूल	rodzić	N;NOM;MASC;SG;3	V;IPFV;IND;PL;1;PRS;FIN;ACT
मूल	oryginalna	मूल	oryginalny	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मूल	pierwotnym	मूल	pierwotny	N;NOM;MASC;SG;3	ADJ;INS;MASC;SG
मूल	oryginalny	मूल	oryginalny	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मूल	oryginał	मूल	oryginał	N;NOM;MASC;SG;3	N;ACC;MASC;SG
मूल	oryginalne	मूल	oryginalny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मूल	podstawowe	मूल	podstawowy	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मूल	podstawowego	मूल	podstawowy	N;NOM;MASC;SG;3	ADJ;ACC;MASC;SG
मूल	podstawowy	मूल	podstawowy	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मूल	podstawowa	मूल	podstawowy	N;NOM;MASC;SG;3	
तब	wtedy	तब	wtedy	PRO;NOM	ADV
बना	make	बन	maka	V;PFV;MASC;SG;V.PTCP;ACT	
बना	wykonane	बन	wykonać	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
बना	made	बन	mada	V;PFV;MASC;SG;V.PTCP;ACT	
बना	zrobione	बन	zrobić	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
कोड	kodu	कोड	koda		N;GEN;MASC;SG
कोड	kod	कोड	kod		N;ACC;MASC;SG
कोड	kody	कोड	koda		N;NOM;MASC;PL
संयुक्त	równoczesne	संयुक्त	równoczesny	PROPN;NOM;MASC;SG;3	
संयुक्त	jednoczesnego	संयुक्त	jednoczesny	PROPN;NOM;MASC;SG;3	ADJ;ACC;MASC;SG
संयुक्त	równoległ	संयुक्त	równolec	PROPN;NOM;MASC;SG;3	V;IPFV;MASC;IND;SG;PST;FIN;ACT
संयुक्त	zjednoczone	संयुक्त	zjednoczyć	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
संयुक्त	united	संयुक्त	united	PROPN;NOM;MASC;SG;3	
संयुक्त	zjednoczona	संयुक्त	zjednoczyć	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
संयुक्त	zjednoczeni	संयुक्त	zjednoczyć	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
संयुक्त	zjednoczonych	संयुक्त	zjednoczyć	PROPN;NOM;MASC;SG;3	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
संयुक्त	połączone	संयुक्त	połączyć	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
संयुक्त	łączone	संयुक्त	łączyć	PROPN;NOM;MASC;SG;3	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
संयुक्त	łącznie	संयुक्त	łącznie	PROPN;NOM;MASC;SG;3	ADV
संयुक्त	joint	संयुक्त	joint	PROPN;NOM;MASC;SG;3	
संयुक्त	wspólnego	संयुक्त	wspólny	PROPN;NOM;MASC;SG;3	ADJ;ACC;MASC;SG
संयुक्त	wspólny	संयुक्त	wspólny	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
संयुक्त	wspólna	संयुक्त	wspólny	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
जुलाई	lipca	जुलाई	lipiec	PROPN;NOM;FEM;SG;3	
जुलाई	lipiec	जुलाई	lipiec	PROPN;NOM;FEM;SG;3	
युद्ध	bitwa	युद्ध	bitwo	N;NOM;MASC;SG;3	
युद्ध	battle	युद्ध	battla	N;NOM;MASC;SG;3	
युद्ध	bitwie	युद्ध	bitwo	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
युद्ध	bitwy	युद्ध	bitwa	N;NOM;MASC;SG;3	
युद्ध	wojnę	युद्ध	wojna	N;NOM;MASC;SG;3	N;ACC;FEM;SG
युद्ध	wojny	युद्ध	wojna	N;NOM;MASC;SG;3	N;GEN;FEM;SG
युद्ध	war	युद्ध	war	N;NOM;MASC;SG;3	
नदी	rzeki	नदी	rzeka	N;NOM;FEM;SG;3	
नदी	river	नदी	river	N;NOM;FEM;SG;3	
वाला	vala	वाला	vala	ADP;NOM;MASC;SG	
काल	napięte	काल	napiąć	N;NOM;MASC;SG;3	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
काल	spięty	काल	spiąć	N;NOM;MASC;SG;3	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
काल	napięty	काल	napiąć	N;NOM;MASC;SG;3	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ऐसे	taki	ऐसा	taki	PRO;NOM;MASC;SG	DET;NOM;MASC;SG
ऐसे	takie	ऐसा	taki	PRO;NOM;MASC;SG	DET;NOM;MASC;SG
वर्षों	lat	वर्ष	rok	N;NOM;MASC;PL;3	N;GEN;MASC;PL
स्टेशन	stacji	स्टेशन	stacja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
स्टेशन	stacje	स्टेशन	stacja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
स्टेशन	stacji	स्टेशन	stacja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
स्टेशन	stanowiska	स्टेशन	stanowisko	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
बड़े	duża	बडा	duży	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
बड़े	duży	बडा	duży	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
बड़े	dużych	बडा	duży	ADJ;NOM;MASC;PL	ADJ;GEN;MASC;PL
बड़े	duże	बडा	duży	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
बड़े	duża	बडा	duży	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
बड़े	duże	बडा	duży	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
बड़े	big	बडा	big	ADJ;NOM;MASC;PL	
बड़े	wielka	बडा	wielki	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
बड़े	duży	बडा	duży	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
बड़े	wielki	बडा	wielki	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
जनवरी	styczeń	जनवरी	styczenie	PROPN;NOM;FEM;SG;3	
जनवरी	stycznia	जनवरी	styczeń	PROPN;NOM;FEM;SG;3	N;GEN;MASC;SG
जनवरी	styczniu	जनवरी	styczeń	PROPN;NOM;FEM;SG;3	N;GEN;MASC;SG
मध्य	centralnego	मध्य	centralny		ADJ;ACC;MASC;SG
मध्य	centralny	मध्य	centralny		ADJ;NOM;MASC;SG
मध्य	środkowa	मध्य	środkowy		ADJ;NOM;FEM;SG
मध्य	centralne	मध्य	centralny		ADJ;NOM;NEUT;SG
मध्य	centralna	मध्य	centralny		ADJ;NOM;FEM;SG
मध्य	środek	मध्य	środek		N;NOM;MASC;SG
मध्य	centrum	मध्य	centrum		N;ACC;NEUT;SG
मध्य	ośrodek	मध्य	ośrodek		N;NOM;MASC;SG
मध्य	mediana	मध्य	median		N;NOM;FEM;SG
मध्य	środek	मध्य	środek		N;NOM;MASC;SG
मध्य	środkowy	मध्य	środkowy		ADJ;NOM;MASC;SG
मध्य	środkowa	मध्य	środkowy		ADJ;NOM;FEM;SG
राजा	raja	राजा	raja	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
राजा	king	राजा	king	N;NOM;MASC;SG;3	
राजा	króla	राजा	król	N;NOM;MASC;SG;3	N;ACC;MASC;SG
राजा	kinga	राजा	kinga	N;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
प्रथम	najpierw	प्रथम	najpierw	ADJ	ADV
विश्वविद्यालय	uniwersytety	विश्वविद्यालय	uniwersytet	N;NOM;MASC;SG;3	N;NOM;MASC;PL
विश्वविद्यालय	uniwersytetów	विश्वविद्यालय	uniwersytet	N;NOM;MASC;SG;3	N;GEN;MASC;PL
विश्वविद्यालय	uniwersytety	विश्वविद्यालय	uniwersytet	N;NOM;MASC;SG;3	N;NOM;MASC;PL
विश्वविद्यालय	uniwersytetu	विश्वविद्यालय	uniwersytet	N;NOM;MASC;SG;3	N;GEN;MASC;SG
विश्वविद्यालय	university	विश्वविद्यालय	universit	N;NOM;MASC;SG;3	
जून	jun	जून	jun	PROPN;NOM;MASC;SG;3	
जून	czerwiec	जून	czerwiec	PROPN;NOM;MASC;SG;3	
जून	czerwca	जून	czerwiec	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
जून	june	जून	juny	PROPN;NOM;MASC;SG;3	
जून	czerwiec	जून	czerwiec	PROPN;NOM;MASC;SG;3	
उसकी	jego	वह	on	PRO;FEM;SG;3	PRO;GEN;MASC;SG;3
उसकी	jej	वह	on	PRO;FEM;SG;3	PRO;GEN;FEM;SG;3
उसकी	ją	वह	on	PRO;FEM;SG;3	PRO;ACC;FEM;SG;3
जिसके	łagodzi	जो	łagodzić	PRO;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
मार्च	mar	मार्च	mar	PROPN;NOM;MASC;SG;3	
मार्च	marzec	मार्च	marzec	PROPN;NOM;MASC;SG;3	
मार्च	marca	मार्च	marza	PROPN;NOM;MASC;SG;3	
मार्च	marsz	मार्च	marsz	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
बन	bun	बन	bun	V;ACT	
बनी	króliczka	बन	króliczka	V;PFV;FEM;SG;V.PTCP;ACT	N;ACC;MASC;SG
बनी	króliczek	बन	króliczek	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;MASC;SG
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	
अर्थ	znaczenie	अर्थ	znaczenie		N;NOM;NEUT;SG
अर्थ	rozumieniu	अर्थ	rozumienie		N;IPFV;DAT;NEUT;SG
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	
अप्रैल	kwiecień	अप्रैल	kwiecienie	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
अप्रैल	kwietnia	अप्रैल	kwiecia	PROPN;NOM;MASC;SG;3	
अप्रैल	april	अप्रैल	april	PROPN;NOM;MASC;SG;3	
अप्रैल	kwiecień	अप्रैल	kwiecienie	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
महत्वपूर्ण	wazne	महत्वपूर्ण	wazny	ADJ	
प्रामाणिक	autentycznie	प्रामाणिक	autentycznie	ADJ;NOM	ADV
आप	ciebie	आप	ty	PRO;NOM;SG;2;FORM	PRO;GEN;MASC;SG;2
किए	coa	कर	coa	V;PFV;MASC;PL;V.PTCP;ACT	
